"bronx_cooperatives_comparable_properties_boro_block_lot","bronx_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","bronx_cooperatives_comparable_properties_neighborhood","bronx_cooperatives_comparable_properties_building_classification","bronx_cooperatives_comparable_properties_total_units","bronx_cooperatives_comparable_properties_year_built","bronx_cooperatives_comparable_properties_gross_sqft","bronx_cooperatives_comparable_properties_est_gross_income","bronx_cooperatives_comparable_properties_gross_income_per_sqft","bronx_cooperatives_comparable_properties_full_market_value","bronx_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"2-02826-0024","110 176 STREET
Bronx, NY 
(40.848163388182, -73.909428878429)","2",,,,,,,,,,"MOUNT HOPE/MOUNT EDEN","C6-WALK-UP","37","1924","28100","265264","9.44","749000","26.7","2-02829-0030","55 179 STREET
Bronx, NY 
(40.852197110553, -73.907498623411)","MOUNT HOPE/MOUNT EDEN","C1-WALK-UP","33","1923","29655","279943","9.44","923000","31.1","0.35","2-02829-0042","2030 WALTON AVENUE
Bronx, NY 
(40.853239671904, -73.906614148806)","MOUNT HOPE/MOUNT EDEN","C1-WALK-UP","36","1924","26835","258217","9.62","873000","32.5","0.35"
"2-03282-0046","2665 DECATUR AVENUE
Bronx, NY 
(40.864217439386, -73.889522844095)","2","10458","40.864167","-73.889489","7","15","40502","2016481","2032820046","Bedford Park-Fordham North                                                 ","BEDFORD PARK/NORWOOD","C6-WALK-UP","26","1916","24000","229440","9.56","648000","27","2-03282-0019","2654 MARION AVENUE
Bronx, NY 
(40.864616727396, -73.890742671612)","BEDFORD PARK/NORWOOD","C1-WALK-UP","21","1911","23750","228051","9.6","771000","32.5","0","2-03278-0018","2726 DECATUR AVENUE
Bronx, NY 
(40.865475149577, -73.888059019446)","BEDFORD PARK/NORWOOD","C1-WALK-UP","31","1915","24080","229000","9.51","755000","31.4","0.1"
"2-03173-0013","2420 MORRIS AVENUE
Bronx, NY 
(40.86117304681, -73.90010446152)","2","10468","40.861182","-73.900159","5","14","23703","2013904","2031730013","Fordham South                                                              ","FORDHAM","D4-ELEVATOR","74","1955","75010","693842","9.25","2290000","30.5","2-03142-0018","2050 VALENTINE AVENUE
Bronx, NY 
(40.850797075053, -73.900454791372)","FORDHAM","D1-ELEVATOR","74","1959","72735","607518","8.35","2000000","27.5","0.7","2-03211-0035","2230 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","84","1951","75085","738500","9.84","2270000","30.2","0.45"
"2-03344-0086","3520 TRYON AVENUE
Bronx, NY 
(40.880634043032, -73.876625256241)","2","10467","40.880718","-73.876617","7","11","431","2018283","2033440086","Norwood                                                                    ","BEDFORD PARK/NORWOOD","D4-ELEVATOR","64","1962","53700","575664","10.72","1950000","36.3","2-02867-0103","1718 GRAND AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","64","1938","59700","492194","8.24","1620000","27.1","2.85","2-04831-0064","4054 CARPENTER AVENUE
Bronx, NY 
(40.890935439052, -73.862082508468)","WILLIAMSBRIDGE","D1-ELEVATOR","64","1928","53664","575345","10.72","1940000","36.2","1.05"
"2-02968-0035","810 RITTER PLACE
Bronx, NY 
(40.830850271595, -73.898447463132)","2","10459","40.830906","-73.898","3","17","151","2010324","2029680035","Morrisania-Melrose                                                         ","MORRISANIA/LONGWOOD","C6-WALK-UP","21","1910","17520","173798","9.92","491000","28","2-02422-0048","299 162 STREET
Bronx, NY 
(40.826180186611, -73.9167894267)","MELROSE/CONCOURSE","C1-WALK-UP","21","1910","17550","174160","9.92","574000","32.7","1.05","2-02955-0005","1912 PROSPECT AVENUE
Bronx, NY 
(40.84342140114, -73.889802947777)","EAST TREMONT","C1-WALK-UP","21","1910","18250","182240","9.99","616000","33.8","1"
"2-05000-0001","855 233 STREET
Bronx, NY 
(40.891973288026, -73.852809222742)","2",,,,,,,,,,"WAKEFIELD","D4-ELEVATOR","110","1964","120534","1217393","10.1","3440000","28.5","2-03212-0005","2260 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","110","1959","122883","1043164","8.49","3440000","28","3.45","2-05796-0129","3660 OXFORD AVENUE
Bronx, NY 
(40.887600254178, -73.90868609313)","RIVERDALE","D3-ELEVATOR","77","1967","106934","1184173","11.07","4170000","39","2.9"
"2-05736-0006","3050 FAIRFIELD AVENUE
Bronx, NY 
(40.882630194345, -73.914556792386)","2","10463","40.882723","-73.914509","8","11","29302","2083403","2057360006","Spuyten Duyvil-Kingsbridge                                                 ","RIVERDALE","D4-ELEVATOR","73","1958","111000","1209900","10.9","4260000","38.4","2-05732-0924","2700 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","78","1955","108955","1108732","10.18","3750000","34.4","0.1","2-05787-0137","3220 NETHERLAND AVENUE
Bronx, NY 
(40.883961568175, -73.911511205264)","RIVERDALE","D1-ELEVATOR","85","1954","100498","1155727","11.5","4070000","40.5","0.25"
"2-03225-0022","2295 ANDREWS AVENUE
Bronx, NY 
(40.860888658392, -73.907891936384)","2","10468","40.861301","-73.907494","7","14","255","2014919","2032250022","Kingsbridge Heights                                                        ","KINGSBRIDGE HTS/UNIV HTS","C6-WALK-UP","36","1922","41107","409014","9.95","1160000","28.2","2-03214-0082","2541 AQUEDUCT AVENUE
Bronx, NY 
(40.865682930273, -73.901956152448)","KINGSBRIDGE HTS/UNIV HTS","C1-WALK-UP","37","1924","27250","302400","11.1","1020000","37.4","0.45","2-03744-0075","1168 STRATFORD AVENUE
Bronx, NY 
(40.828376768357, -73.875278618425)","SOUNDVIEW","C1-WALK-UP","61","1930","67700","722691","10.67","2040000","30.1","2.9"
"2-05912-0001","4705 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10471","40.895547","-73.908376","8","11","30701","2085820","2059120001","North Riverdale-Fieldston-Riverdale                                        ","RIVERDALE","D4-ELEVATOR","183","1961","213921","2513571","11.75","8860000","41.4","2-05787-0137","3220 NETHERLAND AVENUE
Bronx, NY 
(40.883961568175, -73.911511205264)","RIVERDALE","D1-ELEVATOR","85","1954","100498","1155727","11.5","4070000","40.5","0.8","2-05903-0283","3611 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D3-ELEVATOR","123","1951","134000","1745168","13.02","6560000","49","0.6"
"2-03267-0060","3119 BAILEY AVENUE
Bronx, NY 
(40.87808240935, -73.902398859164)","2","10463","40.878401","-73.902104","8","14","277","2016156","2032670060","Van Cortlandt Village                                                      ","KINGSBRIDGE/JEROME PARK","D4-ELEVATOR","66","1961","65000","659100","10.14","2230000","34.3","2-03156-0044","2056 ANTHONY AVENUE
Bronx, NY 
(40.852373569302, -73.902261586247)","FORDHAM","D1-ELEVATOR","66","1942","64963","658736","10.14","2230000","34.3","1.85","2-04348-0005","2310 HOLLAND AVENUE
Bronx, NY 
(40.85984893906, -73.865545616524)","PELHAM PARKWAY NORTH","D1-ELEVATOR","66","1951","65250","569958","8.73","1750000","26.8","2.3"
"2-03788-0021","1041 PUGSLEY AVENUE
Bronx, NY 
(40.827774511927, -73.856422614038)","2","10472","40.827716","-73.856386","9","18","4001","2025666","2037880021","Soundview-Bruckner                                                         ","CASTLE HILL/UNIONPORT","D4-ELEVATOR","133","1963","151155","1587127","10.5","4480000","29.6","2-03143-0036","2180 FOLIN STREET
Bronx, NY 
(40.854549288043, -73.897739252095)","FORDHAM","D1-ELEVATOR","120","1972","125685","1621667","12.9","4580000","36.4","2.7","2-03650-0001","950 EVERGREEN AVENUE
Bronx, NY 
(40.822360690355, -73.879594415772)","SOUNDVIEW","D3-ELEVATOR","213","1964","174671","1650531","9.45","4660000","26.7","1.15"
"2-03252-0135","4016 HILLMAN AVENUE
Bronx, NY 
(40.883726885897, -73.890552839642)","2","10463","40.883811","-73.890516","8","11","281","2015454","2032520135","Van Cortlandt Village                                                      ","KINGSBRIDGE/JEROME PARK","C6-WALK-UP","30","1947","31150","239855","7.7","677000","21.73","2-03636-0001","1735 LAFAYETTE AVENUE
Bronx, NY 
(40.820880681418, -73.866932244877)","SOUNDVIEW","C1-WALK-UP","32","1929","31300","228037","7.29","700000","22.36","4.4","2-04248-0026","2954 196 STREET
Bronx, NY 
(40.854141557314, -73.829667234241)","SCHUYLERVILLE/PELHAM BAY","C1-WALK-UP","33","1932","31500","250409","7.95","769000","24.41","3.8"
"2-02717-0070","1020 TIFFANY STREET
Bronx, NY 
(40.823975791037, -73.894832946697)","2","10459","40.824283","-73.894856","2","17","12701","2005688","2027170070","Hunts Point                                                                ","MORRISANIA/LONGWOOD","C6-WALK-UP","13","1931","10055","83758","8.33","237000","23.57","2-02690-0105","954 PROSPECT AVENUE
Bronx, NY 
(40.822659392538, -73.900329907402)","MORRISANIA/LONGWOOD","C4-WALK-UP","12","1904","12495","104110","8.33","343000","27.5","0.35","2-03334-0022","3070 BAINBRIDGE AVENUE
Bronx, NY 
(40.873417481309, -73.879660155112)","BEDFORD PARK/NORWOOD"," ","11","1920","9000","100287","11.14","354000","39.3","3.35"
"2-05887-1348","6200 RIVERDALE AVENUE
Bronx, NY 
(40.911302839693, -73.902869332338)","2","10471","40.911588","-73.902815","8","11","337","2085687","2058871348","North Riverdale-Fieldston-Riverdale                                        ","RIVERDALE","D4-ELEVATOR","63","1959","62601","776252","12.4","2920000","46.6","2-05793-0467","3555 OXFORD AVENUE
Bronx, NY 
(40.88632086694, -73.908793797665)","RIVERDALE","D1-ELEVATOR","57","1960","72553","779281","10.74","2630000","36.2","1.75","2-05851-2105","6425 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D3-ELEVATOR","55","1974","48100","746149","15.51","3030000","63","0.55"
"2-02458-0090","800 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,"MELROSE/CONCOURSE","D4-ELEVATOR","260","1954","252105","268331","1.06","7460000","29.6","2-02314-0001","271 138 STREET
Bronx, NY 
(40.810935227356, -73.927054860398)","MOTT HAVEN/PORT MORRIS","D1-ELEVATOR","145","1965","137800","1741792","12.64","4920000","35.7","0.95",,,,,,,,,,,,
"2-04425-0001","2410 BARKER AVENUE
Bronx, NY 
(40.86161736078, -73.869393582605)","2","10467","40.861793","-73.869411","11","15","33202","2051242","2044250001","Bronxdale                                                                  ","BRONXDALE","D4-ELEVATOR","172","1963","183600","1918620","10.45","5420000","29.5","2-04633-0001","831 BARTHOLDI STREET
Bronx, NY 
(40.8738024884, -73.862386094326)","BRONXDALE","D1-ELEVATOR","122","1973","127629","783691","6.14","2410000","18.88","0.9","2-04338-0012","660 THWAITES PLACE
Bronx, NY 
(40.858845897175, -73.869087756)","BRONXDALE","D1-ELEVATOR","108","1954","137350","904026","6.58","2780000","20.24","0.25"
"2-03251-0420","3400 PAUL AVENUE
Bronx, NY 
(40.877088902777, -73.88957359898)","2","10468","40.87719","-73.889569","7","11","409","2015444","2032510420","Van Cortlandt Village                                                      ","KINGSBRIDGE/JEROME PARK","D4-ELEVATOR","352","1967","381213","3217437","8.44","9090000","23.84","2-03668-0001","920 THIERIOT AVENUE
Bronx, NY 
(40.82404871944, -73.862582938457)","SOUNDVIEW","D3-ELEVATOR","459","1965","490000","4133737","8.44","13600000","27.8","3.95",,,,,,,,,,,,
"2-02791-0054","1685 TOPPING AVENUE
Bronx, NY 
(40.843712542501, -73.905901461559)","2","10457","40.843859","-73.905849","4","15","22902","2007354","2027910054","Mount Hope                                                                 ","MOUNT HOPE/MOUNT EDEN","D4-ELEVATOR","43","1931","33000","379500","11.5","1070000","32.4","2-02833-0030","1403 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","MOUNT HOPE/MOUNT EDEN","D7-ELEVATOR","30","1916","31950","366028","11.46","1120000","35.1","0.5","2-02849-0024","1735 TOWNSEND AVENUE
Bronx, NY 
(40.846997082343, -73.911746282084)","MOUNT HOPE/MOUNT EDEN","D1-ELEVATOR","53","1927","43905","302505","6.89","929000","21.16","0.35"
"2-03383-0001","4260 KATONAH AVENUE
Bronx, NY 
(40.897357927919, -73.867104111231)","2","10470","40.897335","-73.867134","12","11","45101","2019336","2033830001","Woodlawn-Wakefield                                                         ","WOODLAWN","D4-ELEVATOR","108","1958","93645","1002001","10.7","2830000","30.2","2-03308-0051","253 202 STREET
Bronx, NY 
(40.872917301805, -73.88514514725)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","101","1965","94600","1043895","11.03","3680000","38.9","1.95","2-03395-0047","530 234 STREET
Bronx, NY 
(40.897260756984, -73.863334123436)","WOODLAWN","D1-ELEVATOR","86","1955","93976","864442","9.2","2850000","30.3","0.15"
"2-03252-0143","74 VAN CORTLANDT PARK
Bronx, NY 
(40.884562844843, -73.889401445946)","2","10471","40.895865","-73.892294","26","11","435",,,"park-cemetery-etc-Bronx                                                    ","KINGSBRIDGE/JEROME PARK","C6-WALK-UP","55","1928","76320","683064","8.95","1930000","25.3","2-03191-0048","25 193 STREET
Bronx, NY 
(40.866456206064, -73.897312068536)","FORDHAM","C1-WALK-UP","56","1921","69000","569006","8.25","1880000","27.2","1.2","2-03258-0177","3470 CANNON PLACE
Bronx, NY 
(40.881630684225, -73.898039330804)","KINGSBRIDGE/JEROME PARK","C1-WALK-UP","55","1927","65000","417657","6.43","1280000","19.69","0.4"
"2-02534-0008","1380 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,"HIGHBRIDGE/MORRIS HEIGHTS","D4-ELEVATOR","140","1967","182218","1654539","9.08","4670000","25.6","2-02380-0051","3103 3 AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","MORRISANIA/LONGWOOD","D6-ELEVATOR","64","2000","73555","1405636","19.11","3970000","54","1.55","2-02642-0070","600 CONCORD AVENUE
Bronx, NY 
(40.814400438128, -73.907649681606)","MORRISANIA/LONGWOOD","D1-ELEVATOR","83","2004","87072","800454","9.19","2260000","26","2.15"
"2-04325-0021","2121 PAULDING AVENUE
Bronx, NY 
(40.853992209629, -73.859820173488)","2","10462","40.854146","-73.859861","11","13","248","2049530","2043250021","Pelham Parkway                                                             ","PELHAM PARKWAY SOUTH","D4-ELEVATOR","121","1964","153804","1799506","11.7","6340000","41.2","2-04323-0018","2160 MATTHEWS AVENUE
Bronx, NY 
(40.855584960591, -73.862859391516)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","133","1964","136122","1586254","11.65","5590000","41.1","0.15",,,,,,,,,,,,
"2-03252-0209","80 GOUVERNEUR AVENUE
Bronx, NY 
(40.829223469784, -73.908419560941)","2",,,,,,,,,,"KINGSBRIDGE/JEROME PARK","D4-ELEVATOR","207","1930","197406","2238584","11.34","6320000","32","2-02420-0120","280 161 STREET
Bronx, NY 
(40.825385656249, -73.917963755735)","MELROSE/CONCOURSE","D1-ELEVATOR","204","1980","239712","2552953","10.65","7210000","30.1","4.35","2-03124-0001","883 180 STREET
Bronx, NY 
(40.845219086535, -73.882815979207)","EAST TREMONT","D1-ELEVATOR","196","1979","181093","2602478","14.37","10300000","57","2.65"
"2-02534-0038","185 170 STREET
Bronx, NY 
(40.839043614113, -73.914222802191)","2",,,,,,,,,,"HIGHBRIDGE/MORRIS HEIGHTS","C6-WALK-UP","21","1926","18750","164250","8.76","464000","24.75","2-02504-0094","1038 ANDERSON AVENUE
Bronx, NY 
(40.833150550279, -73.926444222039)","HIGHBRIDGE/MORRIS HEIGHTS","C1-WALK-UP","172","1926","143606","1037361","7.22","3180000","22.14","0.7",,,,,,,,,,,,
"2-02868-0121","1966 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,"HIGHBRIDGE/MORRIS HEIGHTS","C6-WALK-UP","11","1914","17100","152190","8.9","502000","29.4","2-02868-0123","1970 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","HIGHBRIDGE/MORRIS HEIGHTS","C1-WALK-UP","11","1914","17100","323361","18.91","1320000","77","0",,,,,,,,,,,,
"2-05950-0475","5415 NETHERLAND AVENUE
Bronx, NY 
(40.902171118694, -73.906987939922)","2","10471","40.902237","-73.906931","8","11","323","2086309","2059500475","North Riverdale-Fieldston-Riverdale                                        ","RIVERDALE","D4-ELEVATOR","126","1939","139416","1672992","12","5900000","42.3","2-05732-0941","2728 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","121","1928","158408","1967368","12.42","7400000","46.7","1.55","2-05845-1799","5400 FIELDSTON ROAD
Bronx, NY 
(40.901548992376, -73.901753307327)","RIVERDALE","D1-ELEVATOR","127","1939","151500","1502438","9.92","5080000","33.5","0.3"
"2-03353-0033","3176 DECATUR AVENUE
Bronx, NY 
(40.873158293429, -73.876088342626)","2","10467","40.873032","-73.876259","7","11","425","2018546","2033530033","Norwood                                                                    ","BEDFORD PARK/NORWOOD","D4-ELEVATOR","63","1960","59000","666700","11.3","2350000","39.8","2-03285-0019","2976 MARION AVENUE
Bronx, NY 
(40.869575835091, -73.883264102385)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","62","1950","67930","653295","9.62","2210000","32.5","0.45","2-03344-0014","3530 BAINBRIDGE AVENUE
Bronx, NY 
(40.881414680237, -73.878343229116)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","62","1959","61000","484420","7.94","1490000","24.43","0.65"
"2-05953-0545","5601 RIVERDALE AVENUE
Bronx, NY 
(40.904195036683, -73.905032116194)","2","10471","40.904261","-73.904975","8","11","323","2086329","2059530545","North Riverdale-Fieldston-Riverdale                                        ","RIVERDALE","D4-ELEVATOR","116","1954","150700","1838540","12.2","6910000","45.9","2-05792-0430","530 236 STREET
Bronx, NY 
(40.886395819768, -73.908274631718)","RIVERDALE","D7-ELEVATOR","86","1954","103392","1327517","12.84","4990000","48.3","1.5","2-05920-0670","3801 HUDSON MANOR TERRACE
Bronx, NY 
(40.888545076654, -73.915673378076)","RIVERDALE","D1-ELEVATOR","135","1960","152400","1984513","13.02","7460000","49","1.25"
"2-02802-0005","1854 MONROE AVENUE
Bronx, NY 
(40.847975748375, -73.906143300521)","2","10457","40.847985","-73.906172","5","15","23302","2007550","2028020005","Mount Hope                                                                 ","MOUNT HOPE/MOUNT EDEN","C6-WALK-UP","26","1915","22500","252000","11.2","712000","31.6","2-02792-0014","1665 MONROE AVENUE
Bronx, NY 
(40.84345965806, -73.906834470345)","MOUNT HOPE/MOUNT EDEN","C1-WALK-UP","48","1926","28000","451086","16.11","1830000","65","0.35","2-02795-0026","1796 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","MOUNT HOPE/MOUNT EDEN","C1-WALK-UP","24","1911","24500","274400","11.2","842000","34.4","0.25"
"2-04337-0001","601 PELHAM PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10467","40.857365","-73.870656","11","15","33201","2049724","2043370001","Bronxdale                                                                  ","BRONXDALE","D4-ELEVATOR","116","1937","108757","1185451","10.9","4180000","38.4","2-04426-0017","2440 OLINVILLE AVENUE
Bronx, NY 
(40.862137546515, -73.86843904349)","BRONXDALE","D1-ELEVATOR","83","1965","95700","785388","8.21","2410000","25.2","0.35","2-04342-0010","2280 OLINVILLE AVENUE
Bronx, NY 
(40.859362051632, -73.868536757872)","BRONXDALE","D1-ELEVATOR","256","1965","255000","2788505","10.94","9830000","38.5","0.2"
"2-04429-0001","2550 OLINVILLE AVENUE
Bronx, NY 
(40.863816236651, -73.868382894818)","2","10467","40.863941","-73.868401","11","15","33202","2051300","2044290001","Bronxdale                                                                  ","BRONXDALE","D4-ELEVATOR","213","1965","232532","2534598","10.9","8930000","38.4","2-04338-0012","660 THWAITES PLACE
Bronx, NY 
(40.858845897175, -73.869087756)","BRONXDALE","D1-ELEVATOR","108","1954","137350","904026","6.58","2780000","20.24","0.4","2-04342-0010","2280 OLINVILLE AVENUE
Bronx, NY 
(40.859362051632, -73.868536757872)","BRONXDALE","D1-ELEVATOR","256","1965","255000","2788505","10.94","9830000","38.5","0.3"
"2-03173-0001","2386 MORRIS AVENUE
Bronx, NY 
(40.860322383643, -73.900545839575)","2","10468","40.860565","-73.900475","5","14","23703","2013902","2031730001","Fordham South                                                              ","FORDHAM","D4-ELEVATOR","33","1928","30886","293417","9.5","829000","26.8","2-03146-0023","2340 VALENTINE AVENUE
Bronx, NY 
(40.857919525087, -73.897691638469)","FORDHAM","D1-ELEVATOR","49","1927","38500","435567","11.31","1540000","40","0.25","2-03173-0024","2438 MORRIS AVENUE
Bronx, NY 
(40.86162450952, -73.899875089337)","FORDHAM","D1-ELEVATOR","65","1928","48000","443102","9.23","1460000","30.4","0"
"2-03311-0044","3201 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,"BEDFORD PARK/NORWOOD","D4-ELEVATOR","78","1963","93000","990450","10.65","3350000","36","2-03308-0051","253 202 STREET
Bronx, NY 
(40.872917301805, -73.88514514725)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","101","1965","94600","1043895","11.03","3680000","38.9","0.25","2-03297-0001","2929 BAINBRIDGE AVENUE
Bronx, NY 
(40.870190987252, -73.885584709637)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","55","1955","59085","639948","10.83","2260000","38.2","0.45"
"2-03252-0117","3960 SEDGWICK AVENUE
Bronx, NY 
(40.882448630777, -73.890256831022)","2",,,,,,,,,,"KINGSBRIDGE/JEROME PARK","D4-ELEVATOR","139","1950","186000","1913940","10.29","5410000","29.1","2-02386-0144","1011 WASHINGTON AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","MORRISANIA/LONGWOOD","D1-ELEVATOR","136","2004","126284","1262238","10","4270000","33.8","4.05","2-03262-0077","114 238 STREET
Bronx, NY 
(40.88322655621, -73.897831894887)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","139","1928","115428","1160419","10.05","3920000","34","0.45"
"2-05259-0016","3410 DE REIMER AVENUE
Bronx, NY 
(40.879602192154, -73.836663182984)","2","10475","40.879631","-73.836703","12","12","46202","2072463","2052590016","Co-op City                                                                 ","BAYCHESTER","D4-ELEVATOR","208","1965","256000","2739200","10.7","9260000","36.2","2-02441-0001","2950 PARK AVENUE
Bronx, NY 
(40.820197407179, -73.922995025471)","MELROSE/CONCOURSE","D3-ELEVATOR","216","1983","257718","3102925","12.04","8760000","34","6.1","2-03895-0001","1500 NOBLE AVENUE
Bronx, NY 
(40.836597959481, -73.871325612634)","PARKCHESTER","D1-ELEVATOR","238","1965","265625","2239219","8.43","7380000","27.8","3.5"
"2-05953-0550","5600 NETHERLAND AVENUE
Bronx, NY 
(40.904351291388, -73.906294899245)","2","10471","40.904441","-73.906291","8","11","323",,,"North Riverdale-Fieldston-Riverdale                                        ","RIVERDALE","D4-ELEVATOR","462","1949","395000","5451000","13.8","21600000","55","2-05909-0163","3950 BLACKSTONE AVENUE
Bronx, NY 
(40.890261642548, -73.911362719053)","RIVERDALE","D1-ELEVATOR","176","1959","237000","2694049","11.37","9500000","40.1","1.15","2-05909-0825","600 246 STREET
Bronx, NY 
(40.892626839154, -73.909948914284)","RIVERDALE","D3-ELEVATOR","403","1958","443283","8181864","18.46","33300000","75","1.15"
"2-03218-0074","2265 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,"KINGSBRIDGE HTS/UNIV HTS","D4-ELEVATOR","42","1936","46440","364554","7.85","1120000","24.12","2-03209-0065","55 EVELYN PLACE
Bronx, NY 
(40.859722357314, -73.905450123385)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","36","1930","43099","338327","7.85","1040000","24.13","0.1","2-03225-0094","2300 LORING PLACE
Bronx, NY 
(40.861083442631, -73.90884951969)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","47","1927","48500","391028","8.06","1200000","24.74","0.1"
"2-02870-0007","1986 GRAND AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10453","40.852534","-73.910662","5","14","243","2008622","2028700007","University Heights-Morris Heights                                          ","HIGHBRIDGE/MORRIS HEIGHTS","C6-WALK-UP","26","1924","18000","163080","9.06","461000","25.6","2-02876-0067","1600 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","HIGHBRIDGE/MORRIS HEIGHTS","C1-WALK-UP","32","1922","29315","265552","9.06","875000","29.8","0.65","2-02876-0065","1592 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","HIGHBRIDGE/MORRIS HEIGHTS","C1-WALK-UP","32","1922","29315","265552","9.06","875000","29.8","0.65"
"2-04256-0008","1954 UNIONPORT ROAD
Bronx, NY 
(40.850109890091, -73.868669223068)","2","10462","40.849999","-73.868754","11","15","230","2047875","2042560008","Van Nest-Morris Park-Westchester Square                                    ","MORRIS PARK/VAN NEST","D4-ELEVATOR","83","1928","63540","581391","9.15","1920000","30.2","2-04284-0001","2039 CRUGER AVENUE
Bronx, NY 
(40.85151387209, -73.866826178161)","MORRIS PARK/VAN NEST","D1-ELEVATOR","73","1935","81456","706898","8.68","2330000","28.6","0.15","2-04285-0010","2036 CRUGER AVENUE
Bronx, NY 
(40.851373130657, -73.866758916347)","MORRIS PARK/VAN NEST","D1-ELEVATOR","43","1937","43854","421607","9.61","1420000","32.4","0.15"
"2-02474-0010","828 GERARD AVENUE
Bronx, NY 
(40.826243546456, -73.925645012257)","2","10451","40.826146","-73.925725","4","8","63","2002902","2024740010","West Concourse                                                             ","MELROSE/CONCOURSE","D4-ELEVATOR","54","1924","42660","298620","7","917000","21.5","2-02433-0028","1041 FINDLAY AVENUE
Bronx, NY 
(40.829214581576, -73.914470198207)","MELROSE/CONCOURSE","D1-ELEVATOR","73","1928","101178","770446","7.61","2180000","21.55","0.6",,,,,,,,,,,,
"2-02935-0001","625 JEFFERSON PLACE
Bronx, NY 
(40.833442676336, -73.899993294453)","2","10456","40.833537","-73.90032","3","16","149","2009764","2029350001","Morrisania-Melrose                                                         ","MORRISANIA/LONGWOOD","D4-ELEVATOR","16","1906","17100","185364","10.84","524000","30.6","2-02556-0017","364 ST ANN'S AVENUE
Bronx, NY 
(40.809937903284, -73.915438177136)","MOTT HAVEN/PORT MORRIS","D1-ELEVATOR","17","1905","12830","199070","15.52","810000","63","1.85","2-03335-0142","171 MOSHOLU PARKWAY
Bronx, NY 
(40.875606034272, -73.881469262869)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","18","1923","21000","189186","9.01","624000","29.7","3.05"
