"name","st_","street","city","st","postcode","phone","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"Variazioni","60","East 8th St","New York","NY","10003",,"MANHATTAN","40.730886","-73.99313","2","1","57","1080855","1005487501","West Village                                                               "
"Verizon Wireless","61","East 8th St","New York","NY","10003",,"MANHATTAN","40.731004","-73.993361","2","2","59","1009091","1005607502","West Village                                                               "
"Verizon Wireless Stay Connected ","101","University Place","New York","NY","10003",,"MANHATTAN","40.734009","-73.992708","2","2","61","1009195","1005640001","West Village                                                               "
"Village Bazaar","351","6th Ave","New York","NY","10011",,"MANHATTAN","40.731973","-74.000776","2","3","71","1010222","1005920023","West Village                                                               "
"Village Bleachers Laundromat","34","East 11th St","New York","NY","10003",,"MANHATTAN","40.733436","-73.993657","2","2","61","1009261","1005680018","West Village                                                               "
"Village Dream","3","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729379","-73.989475","3","2","38","1006762","1004640059","East Village                                                               "
"Village Gifts","36","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.728734","-73.988011","3","2","38","1006677","1004630028","East Village                                                               "
"Village Leather","38","West 8th St","New York","NY","10011",,"MANHATTAN","40.733041","-73.998228","2","1","63","1008941","1005530024","West Village                                                               "
"Village Party Store","13","East 8th St","New York","NY","10003","(212)675-9697

","MANHATTAN","40.731932","-73.995566","2","2","59","1009223","1005660018","West Village                                                               "
"Village Shoe Repair","52","University Place","New York","NY","10003",,"MANHATTAN","40.732563","-73.993971","2","2","59","1009238","1005670019","West Village                                                               "
"Village Studio 03 Unisex Salon","16","East 8th St","New York","NY","10003",,"MANHATTAN","40.731918","-73.995576","2","1","59","1077902","1005500029","West Village                                                               "
"Village Vintner Wine & Liquor","448","6th Ave","New York","NY","10011",,"MANHATTAN","40.735088","-73.998484","2","3","63","1009508","1005740004","West Village                                                               "
"Village Wine & Spirit Shop","486","6th Ave","New York","NY","10011",,"MANHATTAN","40.736167","-73.997698","2","3","63","1009609","1005760001","West Village                                                               "
"Village X","36","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.728734","-73.988011","3","2","38","1006677","1004630028","East Village                                                               "
"Vive la Crepe!","114","University Place","New York","NY","10003",,"MANHATTAN","40.734391","-73.992401","2","2","61","1009386","1005707503","West Village                                                               "
"Waga African & Ethnic Gift Shop","22","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729008","-73.988653","3","2","38","1006670","1004630020","East Village                                                               "
"Walgreen's","20","Astor Place","New York","NY","10003",,"MANHATTAN","40.729887","-73.991651","2","2","57","1080094","1005450026","West Village                                                               "
"Washington Square Parking Garage","2","5th Ave","New York","NY","10011",,"MANHATTAN","40.731921","-73.996608","2","1","63","1008850","1005510001","West Village                                                               "
"Waverly Restaurant","385","6th Avenue","New York","NY","10011","(212)675-3181","MANHATTAN","40.733035","-73.999996","2","3","71","1010274","1005930028","West Village                                                               "
"Waverly Wines & Spirits","394","6th Ave","New York","NY","10011","(212) 727-0483","MANHATTAN","40.733378","-73.999719","2","1","63","1008935","1005530007","West Village                                                               "
"Wells Fargo","784","Broadway","New York","NY","10003",,"MANHATTAN","40.731589","-73.991568","2","2","57","1008954","1005550001","West Village                                                               "
"West Force USA","2","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729401","-73.989573","3","2","38","1006657","1004630007","East Village                                                               "
"Whatever Tattoo","17","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729118","-73.988869","3","2","38","1006755","1004640051","East Village                                                               "
"Whitney Chemists","50","University Place","New York","NY","10003",,"MANHATTAN","40.732519","-73.99401","2","2","59","1009238","1005670019","West Village                                                               "
"wichcraft","60","East 8th St","New York","NY","10003",,"MANHATTAN","40.730886","-73.99313","2","1","57","1080855","1005487501","West Village                                                               "
"William Wayne & Co.","40","University Place","New York","NY","10003",,"MANHATTAN","40.7323","-73.994198","2","2","59","1009238","1005670019","West Village                                                               "
"Wok New York","106","University Place","New York","NY","10003",,"MANHATTAN","40.734177","-73.992585","2","2","61","1009386","1005707503","West Village                                                               "
"World Class Cleaners","66","West 9th St","New York","NY","10011",,"MANHATTAN","40.733645","-73.997835","2","3","63","1009410","1005720008","West Village                                                               "
"Yakitori Taisho Japanese Restaurant","5","St. Marks Place","New York","NY","10003","(212)228-5086","MANHATTAN","40.72934","-73.989389","3","2","38","1006761","1004640058","East Village                                                               "
"Yoga to the People (2nd fl)","12","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729206","-73.989115","3","2","38","1006665","1004630015","East Village                                                               "
"Yogurt Station","18","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729088","-73.988837","3","2","38","1006668","1004630018","East Village                                                               "
"Yolato","418","6th Ave","New York","NY","10011",,"MANHATTAN","40.734056","-73.999231","2","3","63","1009410","1005720008","West Village                                                               "
"Zen Noodle Café","31","St. Marks Place","New York","NY","10003","(212)533-6855","MANHATTAN","40.72886","-73.98826","3","2","38","1006750","1004640044","East Village                                                               "
"Rented ","391","6th Ave","New York","NY","10011",,"MANHATTAN","40.733159","-73.999906","2","3","71","1010271","1005930024","West Village                                                               "
"Rented - Marshall's Shoes","742","Broadway","New York","NY","10003",,"MANHATTAN","40.729942","-73.992943","2","2","57","1080092","1005450026","West Village                                                               "
"Vacant","474","6th Ave","New York","NY","10011",,"MANHATTAN","40.735753","-73.997997","2","3","63","1009563","1005750011","West Village                                                               "
"Vacant","498","6th Ave","New York","NY","10011",,"MANHATTAN","40.736409","-73.997521","2","3","63","1080143","1005760007","West Village                                                               "
"Vacant","        41-45","East 11th St","New York","NY","10003",,,,,,,,,,
"Vacant","52","University Place","New York","NY","10003",,"MANHATTAN","40.732563","-73.993971","2","2","59","1009238","1005670019","West Village                                                               "
"Vacant","30","West 8th St","New York","NY","10011",,"MANHATTAN","40.73275","-73.997546","2","1","63","1080114","1005510019","West Village                                                               "
"Vacant","52","West 8th St","New York","NY","10011",,"MANHATTAN","40.73323","-73.998679","2","1","63","1008938","1005530015","West Village                                                               "
"Vacant - 2nd Floor","31","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.72886","-73.98826","3","2","38","1006750","1004640044","East Village                                                               "
"Vacant - 2nd Floor","31","West 8th St","New York","NY","10011",,"MANHATTAN","40.732851","-73.997738","2","3","63","1009442","1005720059","West Village                                                               "
"Vacant - 2nd Floor","33","West 8th St","New York","NY","10011",,"MANHATTAN","40.733055","-73.998218","2","3","63","1009443","1005720060","West Village                                                               "
"Vacant - A Plus Jeweler","1","West 8th St","New York","NY","10011",,"MANHATTAN","40.732366","-73.996594","2","3","63","1009432","1005720044","West Village                                                               "
"Vacant - Ansonia Pharmacy","442","6th Ave","New York","NY","10011",,"MANHATTAN","40.734877","-73.998636","2","3","63","1009505","1005740001","West Village                                                               "
"Vacant - Blockbuster Video ","774","Broadway","New York","NY","10003",,"MANHATTAN","40.731303","-73.991799","2","2","57","1008954","1005550001","West Village                                                               "
"Vacant - Bobo's Hair & Nail Salon","490","6th Ave","New York","NY","10011",,"MANHATTAN","40.736247","-73.997636","2","3","63","1009609","1005760001","West Village                                                               "
"Vacant - Butterfly","20","West 8th St","New York","NY","10011",,"MANHATTAN","40.732607","-73.997207","2","1","63","1008859","1005510023","West Village                                                               "
"Vacant - Café Hanover","6","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729324","-73.989389","3","2","38","1006662","1004630012","East Village                                                               "
"Vacant - Café St. Marks","23","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729008","-73.988609","3","2","38","1006754","1004640048","East Village                                                               "
"Vacant - Cedar Tavern","82","University Place","New York","NY","10003",,"MANHATTAN","40.733488","-73.993177","2","2","61","1009286","1005697505","West Village                                                               "
"Vacant - Commercial Office","179","MacDougal St","New York","NY","10011",,"MANHATTAN","40.732843","-73.998091","2","1","63","1008940","1005530021","West Village                                                               "
"Vacant - Go Japanese Restaurant","30","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.728852","-73.988288","3","2","38","1006673","1004630024","East Village                                                               "
"Vacant - HSBC","5","East 8th St","New York","NY","10003",,"MANHATTAN","40.732086","-73.99593","2","2","59","1009222","1005660001","West Village                                                               "
"Vacant - Ikunoku Restaurant & Bar","6","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.729324","-73.989389","3","2","38","1006662","1004630012","East Village                                                               "
"Vacant - Jefferson Market","450","6th Ave","New York","NY","10011",,"MANHATTAN","40.73513","-73.998452","2","3","63","1009509","1005740005","West Village                                                               "
"Vacant - Karen's Health Food","1","Astor Place","New York","NY","10003",,"MANHATTAN","40.730054","-73.992629","2","2","57","1008806","1005450059","West Village                                                               "
"Vacant - Lower Level","35","St. Marks Place","New York","NY","10003",,"MANHATTAN","40.728783","-73.988086","3","2","38","1006748","1004647503","East Village                                                               "
"Vacant - MLB Kaye International Realty","38","West 8th St","New York","NY","10011",,"MANHATTAN","40.733041","-73.998228","2","1","63","1008941","1005530024","West Village                                                               "
"Vacant - Patty and Bun","61","West 8th St","New York","NY","10011",,"MANHATTAN","40.733252","-73.998683","2","3","63","1082486","1005720010","West Village                                                               "
"Vacant - Rockwells Express","53","East 8th St","New York","NY","10003",,"MANHATTAN","40.731119","-73.993635","2","2","59","1009091","1005607502","West Village                                                               "
"Vacant - Rugged Sole","7","West 8th St","New York","NY","10011",,"MANHATTAN","40.732462","-73.996821","2","3","63","1009434","1005720047","West Village                                                               "
"Vacant - Subway","59","West 8th St","New York","NY","10011",,"MANHATTAN","40.733238","-73.998651","2","3","63","1009452","1005720073","West Village                                                               "
"Vacant - TLA","52","West 8th St","New York","NY","10011",,"MANHATTAN","40.73323","-73.998679","2","1","63","1008938","1005530015","West Village                                                               "
"Vacant - Village Leather","355","6th Ave","New York","NY","10011",,"MANHATTAN","40.732058","-74.000711","2","3","71","1010220","1005920021","West Village                                                               "
"Vacant - Washington Square Pharmacy","48","West 8th St","New York","NY","10011","(212)460-5838 ","MANHATTAN","40.733178","-73.998549","2","1","63","1077822","1005530017","West Village                                                               "
