"borough","ntaname","site","address","number","street","categoriesaccepted","categoriesavailable","additionalmaterialinformation","pickupstatus","hours","website","phone","email","partnerstatus","borocd","councildist","ct2010","bbl","bin","latitude","longitude","police_precinct","point_1"
"BROOKLYN","Clinton Hill","Bethel SDA Church","457 Grand Ave, Brooklyn, NY 11238, USA","457","GRAND AVENUE","Food/Beverage","Food/Beverage","Our church provides a food pantry and soup kitchen to the community, as well as being an emergency food site. Inquire within for emergency food situations.",,"Monday Closed, Tuesday Closed, Wednesday 03:00 PM-05:00 PM, Thursday Closed, Friday Closed, Saturday Closed, Sunday 01:00 PM-02:00 PM",,"(718) 783-3630","olgamans@yahoo.com",,"302","36","227","3020150001","3057658","40.681775","-73.961273","088","POINT (-73.9612729996502 40.6817750001194)"
"BROOKLYN","Gravesend","Mobile Pantry Gravesend","2304 West 8th Street, Brooklyn, NY 11223, USA","2304","WEST    8 STREET",,"Food/Beverage","At Marlboro Housing Development Building 20 on 2nd & 4th Fridays. All clients must bring some form of ID for all persons for whom the food is intended.",,"Monday Closed, Tuesday Closed, Wednesday Closed, Thursday Closed, Friday 11:00 AM-01:00 PM, Saturday Closed, Sunday Closed","http://www.tcahnyc.org/find-food/","(718) 773-3551","info@tcahnyc.org",,"313","47","382","3071400016","3322180","40.591317","-73.979833","060","POINT (-73.9798330002937 40.591316999683)"
"MANHATTAN","East Village","Arts on Site","12 St Marks Pl, New York, NY, USA","12","ST MARKS PLACE","Arts/Crafts, Building Products, Electronics, Food/Beverage, Appliances, Household Furniture/Furnishings, Kitchen Items, Musical Instruments, Office Furniture/Furnishings, Office Supplies/Stationary",,"Call ahead to schedule and ensure that your donation can be accepted.",,"Monday 07:00 AM-10:00 PM, Tuesday 07:00 AM-10:00 PM, Wednesday 07:00 AM-10:00 PM, Thursday 07:00 AM-10:00 PM, Friday 07:00 AM-10:00 PM, Saturday 07:00 AM-10:00 PM, Sunday 07:00 AM-10:00 PM","https://www.artsonsite.org/","(570) 972-8093","adrian@artsonsite.org",,"103","02","38","1004630015","1006665","40.728991","-73.989316","009","POINT (-73.9893159996346 40.7289910002377)"
"BROOKLYN","East Williamsburg","Saint John's Lutheran Church- The Momentum Project","195 Maujer St, Brooklyn, NY 11206, USA","195","MAUJER STREET","Food/Beverage, Clothing/Personal Accessories, Footwear","Food/Beverage, Clothing/Personal Accessories, Footwear","On Wednesdays: We  partner with North Brooklyn Angels to host their ""mobile food pantry."" On Fridays: We partner with Momentum Project, a division of BoomHealth to host a hot meal and food pantry. Join us between 1 and 3pm and bring a photo ID.",,"Monday Closed, Tuesday Closed, Wednesday Closed, Thursday Closed, Friday 1:00 PM-3:00 PM, Saturday Closed, Sunday Closed","https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwjBnpih6u3W","(718) 963-2100","sathomas@boomhealth.org",,"301","34","495","3027890030","3330102","40.711274","-73.942738","090","POINT (-73.9427380001596 40.7112739997985)"
"STATEN IS","West New Brighton-New Brighton-St. George","Hypno-Tronic Comics","156 Stuyvesant Place, Staten Island, NY 10301, USA","156","STUYVESANT PLACE",,"Arts/Crafts, Books/Media, Toys/Games",,,"Monday 11:00 AM-07:00 PM, Tuesday 11:00 AM-07:00 PM, Wednesday 11:00 AM-07:00 PM, Thursday 11:00 AM-07:00 PM, Friday 11:00 AM-07:00 PM, Saturday 11:00 AM-07:00 PM, Sunday Closed","http://hypnotroniccomics.com/","(718) 720-0001","hypnotroniccomics@gmail.com",,"501","49","3","5000080086","5000086","40.642396","-74.076655","120","POINT (-74.0766550001292 40.6423959998787)"
"BROOKLYN","Park Slope-Gowanus","Park Slope Thrift Shop","266 5th Avenue, Brooklyn, NY 11215, USA","266","5 AVENUE","Books/Media, Clothing/Personal Accessories, Household Furniture/Furnishings, Kitchen Items, Footwear, Arts/Crafts, Musical Instruments, Office Furniture/Furnishings","Books/Media, Clothing/Personal Accessories, Household Furniture/Furnishings, Kitchen Items, Footwear, Arts/Crafts, Musical Instruments, Office Furniture/Furnishings","Drop off your clothing, shoes, books, artwork, jewelry, and housewares at any of our Thrift Shops during our open business hours. We offer furniture pick-ups for a fee. Please call 1-888-HW-DONATE (1-888-493-6628).",,"Monday 12:00 PM-07:00 PM, Tuesday 12:00 PM-07:00 PM, Sunday 11:00 AM-05:00 PM, Saturday 12:00 PM-07:00 PM, Friday 12:00 PM-07:00 PM, Thursday 12:00 PM-07:00 PM, Wednesday 12:00 PM-07:00 PM","https://www.housingworks.org/","(718) 636-2271","info@housingworks.org","Partner","306","39","133","3009610040","3020414","40.674782","-73.981878","078","POINT (-73.9818780001706 40.6747819995928)"
"QUEENS","North Corona","Elmcor","33-16 108th St, Corona, NY 11368, USA","33-16","108 STREET","Food/Beverage","Food/Beverage","Food pantry Wed: 1:00 PM - 3:00 PM. Call ahead to schedule for M-F drop-off.",,"Friday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Monday 9:00 AM-5:00 PM, Sunday Closed, Wednesday 01:00 PM-03:00 PM, Friday Closed, Thursday Closed, Saturday Closed, Tuesday Closed, Monday Closed, Satu",,"(718) 651-0096","s.x@lemcor.org",,"403","21","381","4017220012","4042761","40.757246","-73.861094","115","POINT (-73.8610939996893 40.7572460001061)"
"BRONX","Longwood","Thrift Store BX Intervale Second Hand","952 Intervale Avenue, Bronx, NY 10459, USA","952","INTERVALE AVENUE",,"Books/Media, Clothing/Personal Accessories, Household Furniture/Furnishings, Kitchen Items, Office Furniture/Furnishings, Footwear, Toys/Games",,,"Monday 10:00 AM-06:00 PM, Tuesday 10:00 AM-06:00 PM, Wednesday 10:00 AM-06:00 PM, Thursday 10:00 AM-06:00 PM, Friday 10:00 AM-06:00 PM, Saturday 10:00 AM-06:00 PM, Sunday 10:30 AM-06:00 PM","https://thrift-store-bx-second-hand-store.business.site/","(646) 299-4586","noemail@email.com",,"202","17","87","2027030030","2005457","40.821521","-73.896552","041","POINT (-73.8965519998759 40.8215209999974)"
"BROOKLYN","Bushwick North","Urban Jungle","120 Knickerbocker Avenue, Brooklyn, NY 11237, USA","120","KNICKERBOCKER AVENUE",,"Clothing/Personal Accessories, Footwear",,,"Monday 12:00 PM-08:00 PM, Tuesday 12:00 PM-08:00 PM, Wednesday 12:00 PM-08:00 PM, Thursday 12:00 PM-08:00 PM, Friday 12:00 PM-08:00 PM, Saturday 12:00 PM-08:00 PM, Sunday 12:00 PM-08:00 PM","http://ltrainvintage.com","(718) 381-8510","LtrainVintage@gmail.com",,"301","34","453","3030130020","3070739","40.704904","-73.929436","090","POINT (-73.9294360000723 40.7049040001227)"
"QUEENS","park-cemetery-etc-Queens","Down To Earth Cunningham Park Queens","19600 Union Turnpike, Fresh Meadows, NY, USA","196-00","UNION TURNPIKE","Clothing/Personal Accessories, Footwear",,"Pick-up service available on case-by-case basis for a minimum of 100 lbs. Farmer's market locations vary seasonally; check online to confirm dates of operation.","Pickup","Monday Closed, Tuesday Closed, Wednesday Closed, Thursday Closed, Friday Closed, Saturday 8:30 AM-2:00 PM, Sunday Closed","http://www.greentreetextiles.org/","(347) 262-4777","info@greentreetextiles.org","Partner","408","23","1283","4072900001","4591812","40.731536","-73.771477","107","POINT (-73.7714770002643 40.7315359997898)"
"BRONX","West Concourse","Thriftland USA","110 East 153rd Street, Bronx, NY 10451, USA","110","EAST  153 STREET",,"Books/Media, Clothing/Personal Accessories, Electronics, Kitchen Items, Footwear",,,"Monday 09:00 AM-06:45 PM, Tuesday 09:00 AM-06:45 PM, Wednesday 09:00 AM-06:45 PM, Thursday 09:00 AM-06:45 PM, Friday 09:00 AM-06:45 PM, Saturday 09:00 AM-06:45 PM, Sunday 10:00 AM-05:45 PM",,"(718) 292-8798","ThriftlandUSA@gmail.com",,"204","08","63","2023540074","2001145","40.82325","-73.927991","044","POINT (-73.9279909999856 40.823249999691)"
"MANHATTAN","Lincoln Square","NCJW","241 West 72nd Street, New York, NY 10023, USA","241","WEST   72 STREET",,"Food/Beverage","Soup Kitchen: Sunday 11:30AM-12:30PM and Wednesday 5:00PM-6:00PM. Food Pantry: Monday 10:30AM-2:00PM.",,"Monday 10:30 AM-2:00 PM, Tuesday Closed, Wednesday 5:00 PM-6:00 PM, Thursday Closed, Friday Closed, Saturday Closed, Sunday 11:30 AM-12:30 PM, Monday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Friday 9:","http://www.ncjw.org/","(212) 799-7205","action@ncjw.org",,"107","06","159","1011640015","1030512","40.779468","-73.983026","020","POINT (-73.9830260000509 40.7794679996517)"
"BROOKLYN","Bushwick South","Stockholm Family Shelter","99 Stockholm Street, Brooklyn, NY 11221, USA","99","STOCKHOLM STREET","Books/Media, Clothing/Personal Accessories, Electronics, Appliances, Household Furniture/Furnishings, Kitchen Items, Office Supplies/Stationary, Footwear, Sports Equipment, Toys/Games",,"If need be, pickup services are available.","Pickup","Monday 12:00 AM-12:00 PM, Tuesday 12:00 AM-12:00 PM, Wednesday 12:00 AM-12:00 PM, Thursday 12:00 AM-12:00 PM, Friday 12:00 AM-12:00 PM, Saturday 12:00 AM-12:00 PM, Sunday 12:00 AM-12:00 PM, Monday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Wednesday 9:00","http://sco.org","(718) 574-2200","mrobles2@sco.org",,"304","34","421","3032430046","3073773","40.697594","-73.924937","083","POINT (-73.9249370003433 40.6975940002661)"
"BROOKLYN","East Williamsburg","Brooklyn Bike Peddler","636 Lorimer Street, Brooklyn, NY 11211, USA","636","LORIMER STREET",,"Sports Equipment","Bicycles only.",,"Monday 12:00 PM-07:00 PM, Tuesday 12:00 PM-07:00 PM, Wednesday 12:00 PM-07:00 PM, Thursday 12:00 PM-07:00 PM, Friday 12:00 PM-07:00 PM, Saturday 12:00 PM-07:00 PM, Sunday 12:00 PM-05:00 PM","http://bkbikepeddler.com","(347) 799-2014","noemail@email.com",,"301","34","501","3027470006","3068370","40.715913","-73.949469","094","POINT (-73.9494690002951 40.7159129996884)"
"MANHATTAN","Murray Hill-Kips Bay","Unique Boutique Kips Bay","402 3rd Avenue, New York, NY, USA","402","3 AVENUE",,"Books/Media, Clothing/Personal Accessories, Household Furniture/Furnishings, Kitchen Items, Footwear, Toys/Games",,,"Sunday 10:00 AM-8:00 PM, Saturday 10:00 AM-8:00 PM, Friday 10:00 AM-8:00 PM, Thursday 10:00 AM-8:00 PM, Wednesday 10:00 AM-8:00 PM, Tuesday 10:00 AM-8:00 PM, Monday 10:00 AM-8:00 PM",,"(212) 725-4721","magdyraz@yahoo.com",,"106","02","72","1008840048","1018223","40.742386","-73.980826","013","POINT (-73.9808260002207 40.742386000117)"
"MANHATTAN","Midtown-Midtown South","Rock and Soul DJ Equipment and Records","10w West 37th Street, New York, NY 10018, USA","10W","WEST   37 STREET",,"Books/Media",,,"Monday 09:30 AM-07:00 PM, Tuesday 09:30 AM-07:00 PM, Wednesday 09:30 AM-07:00 PM, Thursday 09:30 AM-07:00 PM, Friday 09:30 AM-07:00 PM, Saturday 09:30 AM-07:00 PM, Sunday Closed","http://www.rockandsoul.com/","(212) 695-3953","info@rockandsoul.com",,"105","04","84",,,"40.750436","-73.984151","014","POINT (-73.9841509997698 40.7504359999247)"
"MANHATTAN","Hudson Yards-Chelsea-Flatiron-Union Square","The Salvation Army","208 8th Ave, New York, NY 10011, USA","208","8 AVENUE","Household Furniture/Furnishings, Musical Instruments, Footwear, Sports Equipment, Toys/Games, Appliances, Books/Media, Electronics, Kitchen Items, Clothing/Personal Accessories","Household Furniture/Furnishings, Musical Instruments, Footwear, Sports Equipment, Toys/Games, Appliances, Books/Media, Electronics, Kitchen Items, Clothing/Personal Accessories","For pick-up please call 1-800-728-7825","Pickup","Sunday Closed, Saturday 10:00 AM-6:00 PM, Friday 10:00 AM-6:00 PM, Thursday 10:00 AM-6:00 PM, Wednesday 10:00 AM-6:00 PM, Tuesday 10:00 AM-6:00 PM, Monday 10:00 AM-6:00 PM","http://ny.salvationarmy.org/GreaterNewYork","(212) 929-5214","Donations@salvationarmyusa.org","Partner","104","03","87","1007700076","1014059","40.743701","-73.999216","010","POINT (-73.9992160002192 40.7437009996047)"
"BROOKLYN","Crown Heights North","Church of God Seventh Day Pentecostal","922 St Marks Ave, Brooklyn, NY 11213, USA","922","ST MARKS AVENUE","Food/Beverage","Food/Beverage","Drop-off Monday and Tuesday, call to schedule drop-off.",,"Monday 10:00 AM-05:00 PM, Tuesday 10:00 AM-07:00 PM, Wednesday Closed, Thursday Closed, Friday Closed, Saturday Closed, Sunday Closed",,"(718) 221-9718","tiklaeljoy@hotmail.com",,"308","36","343","3012300009","3031058","40.674498","-73.941613","077","POINT (-73.9416130004406 40.6744979999859)"
"MANHATTAN","East Harlem North","Manhattan Animal Care Center","326, East 110th Street, New York, NY, 10029, USA","326","EAST  110 STREET","Automotive, Pet Care/Food, Appliances, Cleaning Products, Storage/Haulage Containers, Tools/Equipment",,"Accepts donations of bedding & linens, pet supplies, and unopened bags of pet food at Care/Admissions Centers. Email donate@nycacc.org about vehicle donation or go to http://www.v-dac.com/org?id=133788986.","Pickup","Monday 08:00 AM-08:00 PM, Tuesday 08:00 AM-08:00 PM, Wednesday 08:00 AM-08:00 PM, Thursday 08:00 AM-08:00 PM, Friday 08:00 AM-08:00 PM, Saturday 08:00 AM-08:00 PM, Sunday 08:00 AM-08:00 PM","http://www.nycacc.org/","(212) 788-4000","donate@nycacc.org","Partner","111","08","180","1016810037","1052845","40.792457","-73.939426","023","POINT (-73.9394260003106 40.792456999694)"
"STATEN IS","New Brighton-Silver Lake","The Corona Self Help Center Inc.","171 Market Street, Staten Island, NY 10310, USA","171","MARKET STREET","Arts/Crafts, Automotive, Electronics, Office Furniture/Furnishings, Office Supplies/Stationary",,"Call ahead for donation pick-up. The organization owns a van and can pick up the next day after confirming the donation. For larger items they rent a truck with the same time frame.","Pickup","Monday 08:00 AM-10:00 PM, Tuesday 08:00 AM-10:00 PM, Wednesday 08:00 AM-10:00 PM, Thursday 08:00 AM-10:00 PM, Friday 08:00 AM-10:00 PM, Saturday 08:00 AM-10:00 PM, Sunday Closed",,"(917) 675-4334","mmontiel@daamerica.org",,"501","49","105","5001750062","5004860","40.635864","-74.115027","120","POINT (-74.1150269997972 40.6358639999268)"
"MANHATTAN","West Village","Village Music World","197 Bleecker Street, New York, NY 10012, USA","197","BLEECKER STREET",,"Books/Media",,,"Monday 11:00 AM-10:00 PM, Tuesday 11:00 AM-10:00 PM, Wednesday 11:00 AM-10:00 PM, Thursday 11:00 AM-10:00 PM, Friday 11:00 AM-10:00 PM, Saturday 11:00 AM-10:00 PM, Sunday 12:00 PM-10:00 PM",,"(212) 674-5463","villagecd@aol.com",,"102","01","65","1005420058","1008736","40.729476","-74.0014","006","POINT (-74.0014000002108 40.7294760001205)"
"MANHATTAN","East Village","A Repeat Performance","156 1st Avenue, New York, NY 10009, USA","156","1 AVENUE",,"Books/Media, Kitchen Items, Musical Instruments",,,"Monday 12:00 PM-08:00 PM, Tuesday 12:00 PM-08:00 PM, Wednesday 12:00 PM-08:00 PM, Thursday 12:00 PM-08:00 PM, Friday 12:00 PM-08:00 PM, Saturday 12:00 PM-08:00 PM, Sunday 12:00 PM-08:00 PM","http://www.repeatperformancenyc.com","(212) 529-0832","bevbronson@yahoo.com",,"103","02","34","1004370005","1005895","40.728403","-73.984357","009","POINT (-73.9843570002763 40.7284030001016)"
"BROOKLYN","Bushwick South","Zukkie's Bike","279 Bushwick Avenue, Brooklyn, NY 11206, USA","279","BUSHWICK AVENUE","Sports Equipment","Sports Equipment",,,"Monday 11:00 AM-07:00 PM, Tuesday 11:00 AM-07:00 PM, Wednesday 11:00 AM-07:00 PM, Thursday 11:00 AM-07:00 PM, Friday 11:00 AM-07:00 PM, Saturday 11:00 AM-07:00 PM, Sunday 11:00 AM-07:00 PM","http://zukkies.com","(718) 456-0048","zukkiesbike@gmail.com",,"301","34","493","3030730017","3342175","40.706536","-73.939449","090","POINT (-73.9394489995727 40.7065359998398)"
"BROOKLYN","Park Slope-Gowanus","Record & Tape Center","439 5th Avenue, Brooklyn, NY 11215, USA","439","5 AVENUE",,"Books/Media, Electronics",,,"Monday 11:00 AM-05:30 PM, Tuesday 11:00 AM-10:00 PM, Wednesday 11:00 AM-05:30 PM, Thursday 11:00 AM-10:00 PM, Friday 11:00 AM-09:00 PM, Saturday 10:30 AM-10:00 PM, Sunday 11:00 AM-10:00 PM",,"(718) 499-8483","noemail@email.com",,"306","39","137","3010050001","3022111","40.669287","-73.986024","078","POINT (-73.9860239998087 40.6692869997984)"
"MANHATTAN","Manhattanville","St Mary's Episcopal Church","521 W 126th St, New York, NY 10027, USA","521","WEST  126 STREET","Food/Beverage","Food/Beverage","Food pantry Mon 4pm-6pm and Saturdays portable outreach meals where we cook and go into neighborhoods to feed people. Drop-offs 10am-5pm M-F.",,"Monday 4:00 AM-6:00 PM, Tuesday Closed, Wednesday Closed, Thursday Closed, Friday Closed, Saturday Closed, Sunday Closed, Monday 10:00 AM-6:00 PM, Tuesday 10:00 AM-5:00 PM, Wednesday 10:00 AM-5:00 PM, Thursday 10:00 AM-5:00 PM, Friday 10:00 AM-5:00 PM, S","www.stmarysharlem.org","(212) 864-4013","parishoffice@stmarysharlem.org",,"109","07","219","1019830011","1084122","40.814938","-73.955983","026","POINT (-73.9559830003162 40.8149380003916)"
"BROOKLYN","Bushwick South","Broadway House","1245 Broadway, Brooklyn, NY 11221, USA","1245","BROADWAY","Books/Media, Clothing/Personal Accessories, Footwear",,"Items Accepted: Women's Clothing, Women's Shoes, Books",,"Monday 08:00 AM-08:00 PM, Tuesday 08:00 AM-08:00 PM, Wednesday 08:00 AM-08:00 PM, Thursday 08:00 AM-08:00 PM, Friday 08:00 AM-08:00 PM, Saturday 08:00 AM-08:00 PM, Sunday 08:00 AM-08:00 PM","https://www.camba.org/Pages/support/In-Kind-Donations.aspx","(718) 453-4870","stephaniep@camba.org",,"304","34","395","3032930001","3326376","40.691546","-73.925189","083","POINT (-73.9251890002731 40.691546000151)"
"MANHATTAN","Hudson Yards-Chelsea-Flatiron-Union Square","Chelsea","207 West 18th Street, New York, NY, USA","207","WEST   18 STREET",,"Clothing/Personal Accessories, Footwear",,,"Friday 12:00 PM-7:00 PM, Thursday 12:00 PM-7:00 PM, Wednesday 12:00 PM-7:00 PM, Tuesday 12:00 PM-7:00 PM, Monday 12:00 PM-7:00 PM, Saturday 12:00 PM-7:00 PM, Sunday INVALID DATE-INVALID DATE","http://www.inanyc.com","(212) 334-6572","inanolita@inanyc.com",,"104","03","87","1007680031","1013882","40.741457","-73.99825","010","POINT (-73.9982499997387 40.7414570004434)"
"MANHATTAN","Lenox Hill-Roosevelt Island","2nd Ave & 64th Thrift Shop","1222 2nd Avenue, New York, NY 10065, USA","1222","2 AVENUE","Books/Media, Clothing/Personal Accessories, Household Furniture/Furnishings, Kitchen Items, Footwear, Arts/Crafts, Musical Instruments, Office Furniture/Furnishings","Books/Media, Clothing/Personal Accessories, Household Furniture/Furnishings, Kitchen Items, Footwear, Arts/Crafts, Musical Instruments, Office Furniture/Furnishings","Drop off your clothing, shoes, books, artwork, jewelry, and housewares at any of our Thrift Shops during our open business hours. We offer furniture pick-ups for a fee. Please call 1-888-HW-DONATE (1-888-493-6628).",,"Sunday 11:00 AM-6:00 PM, Saturday 11:00 AM-07:00 PM, Wednesday 11:00 AM-07:00 PM, Thursday 11:00 AM-07:00 PM, Friday 11:00 AM-07:00 PM, Monday 11:00 AM-07:00 PM, Tuesday 11:00 AM-07:00 PM","https://www.housingworks.org/","(646) 975-5905","info@housingworks.org","Partner","108","05","118","1014390001","1044689","40.763755","-73.961792","019","POINT (-73.9617920002016 40.7637549998965)"
"MANHATTAN","Clinton","Rauschenbusch Metro Ministries, Inc","410 West 40th Street, New York, NY 10018, USA","410","WEST   40 STREET","Clothing/Personal Accessories, Food/Beverage, Footwear, Personal Care/Hygiene","Clothing/Personal Accessories, Food/Beverage, Footwear, Personal Care/Hygiene","Food non-perishables, winter adult clothing. Give out snack bags or toiletries bags. (open to donations of these). Pantry: Sat 11am-11:30, Closet: only Nov-March Mon 1-2:30, Office hours: Mon-Thurs 10am-6pm, Fri 10am-3pm.",,"Monday 1:00 PM-2:30 PM, Tuesday Closed, Wednesday Closed, Thursday Closed, Friday Closed, Saturday 11:00 AM-11:30 AM, Sunday Closed, Monday 10:00 AM-6:00 PM, Tuesday 10:00 AM-6:00 PM, Wednesday 10:00 AM-6:00 PM, Thursday 10:00 AM-6:00 PM, Friday 10:00 AM","http://rmmnyc.org/","(212) 594-4464","rmm@rmmnyc.org",,"104","03","115","1007370043","1013005","40.757224","-73.99433","010","POINT (-73.9943299997306 40.7572239999908)"
"QUEENS","Laurelton","V.E.T.S Inc. Springfield","143-17 Springfield Boulevard, Jamaica, NY, USA","143-17","SPRINGFIELD BOULEVARD","Arts/Crafts, Books/Media, Clothing/Personal Accessories, Electronics, Food/Beverage, Appliances, Household Furniture/Furnishings, Kitchen Items, Office Furniture/Furnishings, Office Supplies/Stationary, Footwear, Sports Equipment, Toys/Games","Arts/Crafts, Books/Media, Clothing/Personal Accessories, Electronics, Food/Beverage, Appliances, Household Furniture/Furnishings, Kitchen Items, Office Furniture/Furnishings, Office Supplies/Stationary, Footwear, Sports Equipment, Toys/Games","The 173rd street Jamaica location has a food pantry, soup kitchen and boutique open Fridays from 10 to 12. All other locations have a food pantry. Hours of operation are listed on each locations profile. Call to schedule donation pick up.","Pickup","Sunday Closed, Saturday Closed, Friday Closed, Thursday Closed, Wednesday 5:00 PM-7:00 PM, Tuesday Closed, Monday Closed, Monday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Friday 9:00 AM-5:00 PM, Saturd","https://www.veteranownedbusiness.com/business/6885/vets-inc","(646) 261-1973","vets@rocketmail.com",,"413","31","328","4130830034","4281147","40.668098","-73.756597","105","POINT (-73.7565970002523 40.668097999826)"
"QUEENS","Forest Hills","Frieda's Antiques & Collectibles","10505 Metropolitan Avenue, Flushing, NY 11375, USA","105-05","METROPOLITAN AVENUE",,"Household Furniture/Furnishings",,,"Monday Closed, Tuesday 12:00 PM-06:00 PM, Wednesday 12:00 PM-06:00 PM, Thursday 01:00 PM-06:00 PM, Friday 12:00 PM-06:00 PM, Saturday 12:00 PM-06:00 PM, Sunday Closed",,"(718) 575-5455","juniejun@aol.com",,"406","29","731","4032600042","4078066","40.710227","-73.84812","112","POINT (-73.8481200003387 40.7102270000792)"
"QUEENS","Elmhurst-Maspeth","Hermes Thrift Shop","6907 Woodside Avenue, Flushing, NY 11377, USA","69-07","WOODSIDE AVENUE",,"Clothing/Personal Accessories, Household Furniture/Furnishings, Kitchen Items, Footwear",,,"Monday 10:00 AM-10:00 PM, Tuesday 10:00 AM-10:00 PM, Wednesday 10:00 AM-10:00 PM, Thursday 10:00 AM-10:00 PM, Friday 10:00 AM-10:00 PM, Saturday 10:00 AM-10:00 PM, Sunday 10:00 AM-10:00 PM",,"(718) 803-0849","noemail@email.com",,"402","26","265","4013090003","4315157","40.742852","-73.895313","108","POINT (-73.8953130002957 40.742852000023)"
"BRONX","Highbridge","Tolentine Zeiser Community Life Center","1261 Shakespeare Avenue, Bronx, NY 10452, USA","1261","SHAKESPEARE AVENUE","Food/Beverage","Food/Beverage","Food pantry Fri: 9:00 AM - 11:00 AM. Call ahead during the week for donation drop-off.",,"Friday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Monday 9:00 AM-5:00 PM, Sunday Closed, Wednesday Closed, Friday 09:00 AM-11:00 AM, Thursday Closed, Saturday Closed, Tuesday Closed, Monday Closed, Satu","https://tzclc.wordpress.com/","(917) 549-8958","lauriafitzgerald@yahoo.com",,"204","16","211","2025170001","2096416","40.838905","-73.923054","044","POINT (-73.9230539998432 40.8389050003686)"
"STATEN IS","West New Brighton-New Brighton-St. George","Everything Goes Furniture","17 Brook Street, Staten Island, NY 10301, USA","17","BROOK STREET",,"Household Furniture/Furnishings",,,"Monday Closed, Tuesday 11:00 AM-6:30 PM, Wednesday 11:00 AM-6:30 PM, Thursday 11:00 AM-6:30 PM, Friday 11:00 AM-6:30 PM, Saturday 11:00 AM-6:30 PM, Sunday Closed","http://www.etgstores.com/furniture/index.html","(718) 273-0568","furniture@etgstores.com",,"501","49","11","5000230038","5000385","40.637406","-74.081209","120","POINT (-74.0812089996966 40.6374059999901)"
"BROOKLYN","Stuyvesant Heights","St. John's the Baptist (Catholic Charities)","333 Hart St, Brooklyn, NY 11206, USA","333","HART STREET","Arts/Crafts, Books/Media, Clothing/Personal Accessories, Electronics, Food/Beverage, Appliances, Kitchen Items, Footwear","Arts/Crafts, Books/Media, Clothing/Personal Accessories, Electronics, Food/Beverage, Appliances, Kitchen Items, Footwear","Food Pantry: Tuesday 8am-9am.. Thrift Shop: Mon, Wed, and Thurs 9am-12pm. Office hours: Mon-Thurs 9am -9pm. Accepts walk-ins for donation, and gives referrals for free clothing from Bread of Life.",,"Monday 09:00 AM-12:00 PM, Tuesday 8:00 AM-9:00 AM, Wednesday 09:00 AM-12:00 PM, Thursday 09:00 AM-12:00 PM, Friday Closed, Saturday Closed, Sunday Closed, Monday 9:00 AM-9:00 PM, Tuesday 9:00 AM-9:00 PM, Wednesday 9:00 AM-9:00 PM, Thursday 9:00 AM-9:00 P",,"(718) 455-6864","scorchado@stjohnthebaptistrcc.org",,"303","36","287","3015920100","3043046","40.694846","-73.936369","081","POINT (-73.9363689996306 40.6948460003458)"
"BRONX","Mount Hope","Mount Hope","1934 Jerome Avenue, Bronx, NY, USA","1934","JEROME AVENUE",,"Clothing/Personal Accessories, Footwear, Household Furniture/Furnishings, Toys/Games","Clothing for the Whole Family ? Ropa Para Toda La Familia.Outpost supplying secondhand apparel & shoes for the whole family, plus toys & household items.",,"Sunday 10:00 AM-6:00 PM, Saturday 10:00 AM-6:00 PM, Friday 10:00 AM-6:00 PM, Thursday 10:00 AM-6:00 PM, Wednesday 10:00 AM-6:00 PM, Tuesday 10:00 AM-6:00 PM, Monday 10:00 AM-6:00 PM","http://lepointvalue.wordpress.com","(718) 901-0460","noemail@email.com",,"205","14","23301","2028530011","2008250","40.85073","-73.909666","046","POINT (-73.9096660002866 40.8507299997929)"
,,"Brooklyn (American Cancer Society)",,,,"Automotive",,"Accepts cars, motorcycles, RVs, boats on trailers, etc. Has offices in Manhattan, Brooklyn, Bronx, Flushing, Staten Island. Fill out our easy-to-use online car donation form or call us 1-888-227-5500.","Pickup","Monday 9:00 AM-5:00 PM, Tuesday 9:00 AM-5:00 PM, Wednesday 9:00 AM-5:00 PM, Thursday 9:00 AM-5:00 PM, Friday 9:00 AM-5:00 PM, Saturday Closed, Sunday Closed","https://www.cancer.org/about-us/local/new-york.html","(888) 227-5500","noemail@american.com",,,,,,,"40.668167","-73.980065",,"POINT (-73.9800650002005 40.66816700031)"
