"dfta_id","provider_name","sponsor_name","site_type","address1","address2","city","postcode","from_date","to_date","comminuty_board","council_district","sunday","monday","tuesday","wednesday","thursday","friday","saturday","contract_amt","expense_amt","full_time","part_time","personnel_amt","fiscal_year_amount","months_in_hhs","total_fy20_budget","total_fy20_personnel_budget","total_fy20_reimbursement","average_daily_participant","actual_ytd_meals","kosher_budget","nonkosher_budget","total_meals_budget","total_meals_cost","in_house_meal_prep","meal_prep1","prep_for_others","prep_for_others1","expenditures_for_information_and_assistance_education_and_recreation_health_promotion","comb_cost_per_person","ultilization","borough","latitude","longitude","census_tract","bin","bbl","nta"
"1YH01","BRONX HOUSE WEINBERG NSC","BRONX HOUSE, INC.","NEIGHBORHOOD SENIOR CENTERS","990 PELHAM PARKWAY SOUTH",,"BRONX","10461","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","211","13","00:00 AM - 00:00PM","08:30 AM - 04:30PM","08:30 AM - 04:30PM","08:30 AM - 04:30PM","08:30 AM - 04:30PM","08:30 AM - 04:30PM","00:00 AM - 00:00PM","505428.57","701685.62","5","0","239677.29","278039.00","7","505428.57","239677.29","355276.35","70","24499","230475.58","0.00","230475.58","9.41","Catered","Catered","No","No","130497.57","1864.25","100%+","BRONX","40.856804","-73.860354","248","2088568","2043287501","Pelham Parkway"
"20A01","SEPHARDIC MULTI SERVICES SENIOR CITIZEN CENTER INC","SEPHARDIC MULTI- SERVICE SENIOR CITIZENS CENTER,INC.","NEIGHBORHOOD SENIOR CENTERS","485 KINGS HIGHWAY",,"BROOKLYN","11223","2020-01-01T00:00:00.000","2020-06-30T00:00:00.000","315","44","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","857118.00","427812.12","6","2","392692.10","744908.00","6","857118.00","392692.10","658625.08","152",,"0.00","414228.50","414228.50","0.00","Meal Prep on-site","Meal Prep on-site","No","No","247997.23","1631.56","100%+","BROOKLYN","40.604258","-73.971654","422","3177186","3066580048","Homecrest"
"20A02","HOUSE OF JACOB NEIGHBORHOOD SENIOR CENTER","SEPHARDIC MULTI- SERVICE SENIOR CITIZENS CENTER,INC.","NEIGHBORHOOD SENIOR CENTERS","6222 23RD AVENUE",,"BROOKLYN","11204","2020-01-01T00:00:00.000","2020-06-30T00:00:00.000","311","44","00:00 AM - 00:00PM","09:00 AM - 04:00PM","09:00 AM - 04:00PM","09:00 AM - 04:00PM","09:00 AM - 04:00PM","09:00 AM - 04:00PM","00:00 AM - 00:00PM","632698.00","461494.83","3","1","327432.90","744908.00","6","632698.00","327432.90","427812.12","97",,"0.00","311609.32","311609.32","0.00","Meal Prep on-site","Meal Prep on-site","No","No","120204.70","1239.22","100%+","BROOKLYN","40.61405","-73.977597","436","3172161","3065510045","Bensonhurst East"
"20B01","SHALOM NEIGHBORHOOD SENIOR CENTER","CROWN HEIGHTS PRESERVATION COMMITTEE CORPORATION","NEIGHBORHOOD SENIOR CENTERS","483 ALBANY AVENUE",,"BROOKLYN","11203","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","309","41","00:00 AM - 00:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 02:00PM","00:00 AM - 00:00PM","505856.57","765251.78","8","0","288719.71","295083.00","7","505856.57","288719.71","461494.83","70","17820","248200.73","0.00","248200.73","13.93","Both","Both","No","No","200971.05","2871.02","100%+","BROOKLYN","40.663388","-73.939975","331","3038418","3014267501","Crown Heights South"
"20D01","UNITED NEIGHBORHOOD SENIOR CITIZENS CTR","UNITED SENIOR CITIZENS OF SUNSET PARK, INC.","NEIGHBORHOOD SENIOR CENTERS","475 53 STREET",,"BROOKLYN","11220","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","307","38","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","844174.29","463525.94","10","0","383208.00","492435.00","7","844174.29","383208.00","765251.78","143","50000","0.00","513103.98","513103.98","10.26","Meal Prep on-site","Meal Prep on-site","No","No","222846.03","1558.36","100%+","BROOKLYN","40.64386","-74.012767","76","3013917","3008070046","Sunset Park West"
"20F01","WILLIAMSBURG SATMAR NEIGHBORHOOD SR CTR","CONGREGATION YETEV LEV DSATMAR, INC.","NEIGHBORHOOD SENIOR CENTERS","125 HEYWARD STREET",,"BROOKLYN","11206","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","304","34","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","00:00 AM - 00:00PM","00:00 AM - 00:00PM","552793.71","628165.06","5","0","350021.18","322463.00","7","552793.71","350021.18","463525.94","91","28750","0.00","249668.42","249668.42","8.68","Meal Prep on-site","Meal Prep on-site","No","No","184031.82","2022.33","100%+","BROOKLYN","40.701627","-73.956235","533","3060997","3022250042","Williamsburg"
"20J01","BROOKDALE NEIGHBORHOOD SENIOR CENTER","AGUDATH ISRAEL OF AMERICA COMMUNITY SERVICES, INC.","NEIGHBORHOOD SENIOR CENTERS","817 AVENUE H",,"BROOKLYN","11230","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","314","40","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","731475.43","446247.86","10","0","469729.08","426694.00","7","731475.43","469729.08","628165.06","101","34999","351532.13","0.00","351532.13","10.04","Meal Prep on-site","Meal Prep on-site","No","No","190662.20","1887.74","100%+","BROOKLYN","40.629268","-73.968686","460","3170160","3064960039","Flatbush"
"20Q01","INDEPENDENCE NEIGHBORHOOD SENIOR CENTER","BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION D/B/A MILLENNIUM DEVELOPMENT","NEIGHBORHOOD SENIOR CENTERS","114 TAYLOR STREET",,"BROOKLYN","11249","2019-11-01T00:00:00.000","2020-06-30T00:00:00.000","301","33","00:00 AM - 00:00PM","08:00 AM - 05:00PM","08:00 AM - 05:00PM","08:00 AM - 05:00PM","08:00 AM - 05:00PM","08:00 AM - 05:00PM","00:00 AM - 00:00PM","558010.50","443953.68","1","5","266657.55","508642.00","8","558010.50","266657.55","446247.86","72","39498","0.00","229073.42","229073.42","5.80","Both","Both","No","No","216160.18","3002.22","100%+","BROOKLYN","40.705508","-73.963702","545","3059905","3021760001","Williamsburg"
"20U01","MARINE PARK ACTIVE ADULTS NEIGHBORHOOD","BERGEN BEACH YOUTH ORGANIZATION, INC","NEIGHBORHOOD SENIOR CENTERS","3000 FILLMORE AVENUE",,"BROOKLYN","11234","2019-11-01T00:00:00.000","2020-06-30T00:00:00.000","318","45","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","544057.50","690640.44","7","0","286589.15","362705.00","8","544057.50","286589.15","443953.68","145","30099","0.00","229653.25","229653.25","7.63","Both","Both","No","No","219927.40","1516.74","100%+","BROOKLYN","40.608592","-73.937467","666","3000000","3084960001","park-cemetery-etc-Brooklyn"
"20Y01","BCA NEIGHBORHOOD SENIOR CENTER","BROOKLYN CHINESE-AMERICAN ASSOCIATION, INC.","NEIGHBORHOOD SENIOR CENTERS","545 60 STREET",,"BROOKLYN","11220","2019-11-01T00:00:00.000","2020-06-30T00:00:00.000","307","38","00:00 AM - 00:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","00:00 AM - 00:00PM","836847.00","426893.81","1","7","348486.00","557898.00","8","836847.00","348486.00","690640.44","206","60000","0.00","394838.15","394838.15","6.58","Catered","Catered","No","No","307037.42","1490.47","100%+","BROOKLYN","40.638869","-74.015137","102","3337343","3008640001","Sunset Park East"
"21A01","HABER HOUSE NEIGHBORHOOD SENIOR CENTER","JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC.","NEIGHBORHOOD SENIOR CENTERS","3024 WEST   24 STREET",,"BROOKLYN","11224","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","313","47","00:00 AM - 00:00PM","08:05 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","07:30 AM - 02:30PM","00:00 AM - 00:00PM","623194.29","346588.27","8","1","289288.22","373040.00","7","623194.29","289288.22","521684.40","140","59501","325080.41","0.00","325080.41","5.46","Meal Prep on-site","Meal Prep on-site","No","No","197570.18","1411.22","100%+","BROOKLYN","40.573171","-73.990645","352","3322050","3070700001","Seagate-Coney Island"
"21B01","MARIA LAWTON NEIGHBORHOOD SENIOR CENTER","FORT GREENE COUNCIL, INC.","NEIGHBORHOOD SENIOR CENTERS","400 HART STREET",,"BROOKLYN","11206","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","304","34","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","452468.57","426057.81","8","0","312691.95","263940.00","7","452468.57","312691.95","346588.27","32","25979","0.00","233518.90","233518.90","8.99","Meal Prep on-site","Meal Prep on-site","No","No","131997.36","4124.92","100%+","BROOKLYN","40.694725","-73.93519","287","3341752","3015950024","Stuyvesant Heights"
"21C01","MARLBORO NEIGHBORHOOD SENIOR CENTER","JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC.","NEIGHBORHOOD SENIOR CENTERS","2298 WEST    8 STREET",,"BROOKLYN","11223","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","315","44","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","542936.57","396815.61","6","1","271864.83","316713.00","7","542936.57","271864.83","426057.81","80","32501","275876.24","0.00","275876.24","8.49","Meal Prep on-site","Meal Prep on-site","No","No","148276.39","1853.45","100%+","BROOKLYN","40.592081","-73.978468","382","3322179","3071400016","Gravesend"
"21F01","RED HOOK NEIGHBORHOOD SENIOR CENTER","SPANISH SPEAKING ELDERLY COUNCIL - RAICES, INC.","NEIGHBORHOOD SENIOR CENTERS","120 WEST    9 STREET",,"BROOKLYN","11231","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","306","39","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","552788.57","498759.29","0","9","350557.17","322460.00","7","552788.57","350557.17","396815.61","59","32002","0.00","274746.70","274746.70","8.59","Meal Prep on-site","Meal Prep on-site","No","No","124793.45","2115.14","100%+","BROOKLYN","40.675925","-74.001961","85","3339412","3005380001","Carroll Gardens-Columbia Street-Red Hook"
"21H01","ROSETTA GASTON NEIGHBORHOOD SENIOR CTR","WAYSIDE OUT-REACH DEVELOPMENT, INC.","NEIGHBORHOOD SENIOR CENTERS","460 DUMONT AVENUE",,"BROOKLYN","11212","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","316","42","00:00 AM - 00:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","00:00 AM - 00:00PM","695850.86","176778.05","8","0","339483.33","670924.00","7","695850.86","339483.33","498759.29","86","62952","0.00","266548.15","266548.15","4.23","Meal Prep on-site","Meal Prep on-site","Yes","Yes","215567.03","2506.59","100%+","BROOKLYN","40.66514","-73.902222","910","3328133","3037970001","Brownsville"
"21H02","GLENMORE SOCIAL CLUB","WAYSIDE OUT-REACH DEVELOPMENT, INC.","NEIGHBORHOOD SENIOR CENTERS","1777 PITKIN AVENUE",,"BROOKLYN","11212","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","316","42","00:00 AM - 00:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","00:00 AM - 00:00PM","220914.86","190181.69","0","4","146255.81","670924.00","7","220914.86","146255.81","176778.05",,"3466","0.00","21780.89","21780.89","6.28","-","NULL","-","NULL","99951.98",,"100%+","BROOKLYN","40.670168","-73.907561","906","3080766","3035070001","Brownsville"
"21H03","BROWNSVILLE SOCIAL CLUB","WAYSIDE OUT-REACH DEVELOPMENT, INC.","NEIGHBORHOOD SENIOR CENTERS","528 MOTHER GASTON BOULEVARD",,"BROOKLYN","11212","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","316","42","00:00 AM - 00:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","00:00 AM - 00:00PM","233389.71","375293.07","0","4","180672.00","670924.00","7","233389.71","180672.00","190181.69",,"0","0.00","0.00","0.00","0.00","-","NULL","-","NULL","130338.10",,"100%+","BROOKLYN","40.665956","-73.905923","912","3325326","3035610001","Brownsville"
"21J01","TILDEN NEIGHBORHOOD SENIOR CENTER","WAYSIDE OUT-REACH DEVELOPMENT, INC.","NEIGHBORHOOD SENIOR CENTERS","630 MOTHER GASTON BOULEVARD",,"BROOKLYN","11212","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","316","42","00:00 AM - 00:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","00:00 AM - 00:00PM","492618.86","156932.97","8","0","307469.40","416117.00","7","492618.86","307469.40","375293.07","77","33900","0.00","210197.85","210197.85","6.20","Meal Prep on-site","Meal Prep on-site","Yes","Yes","174105.35","2261.11","100%+","BROOKLYN","40.663471","-73.905278","912","3326549","3035760001","Brownsville"
"21J02","LANGSTON HUGHES SOCIAL CLUB","WAYSIDE OUT-REACH DEVELOPMENT, INC.","NEIGHBORHOOD SENIOR CENTERS","301 SUTTER AVENUE",,"BROOKLYN","11212","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","316","42","00:00 AM - 00:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","00:00 AM - 00:00PM","220724.57","456956.85",,"10","149991.19","416117.00","7","220724.57","149991.19","156932.97",,"0","0.00","0.00","0.00","0.00","-","NULL","-","NULL","105624.23",,"100%+","BROOKLYN","40.667312","-73.909072","906","3348344","3035260021","Brownsville"
"21K01","BLENMAN NEIGHBORHOOD SENIOR CENTER","FORT GREENE COUNCIL, INC.","NEIGHBORHOOD SENIOR CENTERS","720 EAST NEW YORK AVENUE",,"BROOKLYN","11203","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","309","41","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 07:00PM","08:00 AM - 04:00PM","08:00 AM - 07:00PM","08:00 AM - 04:00PM","10:00 AM - 03:00PM","578016.00","375194.83","11","0","362715.43","337176.00","7","578016.00","362715.43","456956.85","63","38052","0.00","329446.29","329446.29","8.66","Meal Prep on-site","Meal Prep on-site","Yes","Yes","138617.67","2200.28","100%+","BROOKLYN","40.662289","-73.938916","87401","3106612","3047950016","Prospect Lefferts Gardens-Wingate"
"21N01","HUGH GILROY NEIGHBORHOOD SENIOR CENTER","FORT GREENE COUNCIL, INC.","NEIGHBORHOOD SENIOR CENTERS","447 KINGSBOROUGH",,"BROOKLYN","11233","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","308","41","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","467569.71","342940.10","6","1","314188.80","272749.00","7","467569.71","314188.80","375194.83","50","24190","0.00","263781.23","263781.23","10.90","Meal Prep on-site","Meal Prep on-site","No","No","109391.78","2187.84","100%+","BROOKLYN",,,,,,
"21P01","WILLOUGHBY NEIGHBORHOOD SENIOR CTR","FORT GREENE COUNCIL, INC.","NEIGHBORHOOD SENIOR CENTERS","105 NORTH PORTLAND AVENUE",,"BROOKLYN","11205","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","302","35","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","464842.29","346235.35","7","0","293629.37","271158.00","7","464842.29","293629.37","342940.10","40","26251","0.00","244689.39","244689.39","9.32","-","Meal Prep on-site","-","No","115682.96","2892.07","100%+","BROOKLYN","40.694782","-73.976116","18501","3335258","3020410001","Fort Greene"
"21Q01","WYCKOFF GARDENS NEIGHBORHOOD SENIOR CTR","SPANISH SPEAKING ELDERLY COUNCIL - RAICES, INC.","NEIGHBORHOOD SENIOR CENTERS","280 WYCKOFF STREET",,"BROOKLYN","11217","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","302","33","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","470902.29","357009.15","0","9","311417.14","274693.00","7","470902.29","311417.14","346235.35","40","25001","0.00","243964.99","243964.99","9.76","Meal Prep on-site","Meal Prep on-site","No","No","108214.38","2705.36","100%+","BROOKLYN","40.683365","-73.983941","127","3336056","3003940001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"21T01","VAN DYKE NEIGHBORHOOD SENIOR CENTER","WAYSIDE OUT-REACH DEVELOPMENT, INC.","NEIGHBORHOOD SENIOR CENTERS","430 DUMONT AVENUE",,"BROOKLYN","11212","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","316","42","00:00 AM - 00:00PM","08:00 AM - 04:30PM","08:00 AM - 04:30PM","08:00 AM - 04:30PM","08:00 AM - 04:30PM","08:00 AM - 04:30PM","00:00 AM - 00:00PM","520265.14","410994.82","8","0","289627.15","303488.00","7","520265.14","289627.15","357009.15","81","37500","0.00","207408.91","207408.91","5.53","Meal Prep on-site","Meal Prep on-site","No","No","149105.41","1840.81","100%+","BROOKLYN","40.664982","-73.903308","910","3328126","3037940001","Brownsville"
"21U01","STUYVESANT HEIGHTS NEIGHBORHOOD SC","FORT GREENE COUNCIL, INC.","NEIGHBORHOOD SENIOR CENTERS","562-574 MADISON STREET",,"BROOKLYN","11221","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","304","37","00:00 AM - 00:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","00:00 AM - 00:00PM","571839.43","529078.39","7","0","330051.53","333573.00","7","571839.43","330051.53","410994.82","44","16250","0.00","260687.40","260687.40","16.04","Catered","Catered","No","No","172014.77","3909.43","100%+","BROOKLYN","40.686471","-73.935295","293","3045125","3016450001","Stuyvesant Heights"
"22A01","BENSONHURST NEIGHBORHOOD SENIOR CENTER","EDITH AND CARL MARKS JEWISH COMMUNITY HOUSE OF BENSONHURST, INC.","NEIGHBORHOOD SENIOR CENTERS","7802 BAY PARKWAY",,"BROOKLYN","11214","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","311","44","00:00 AM - 00:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","00:00 AM - 00:00PM","560634.86","459174.36","10","4","347185.47","327037.00","7","560634.86","347185.47","560634.86","91","33751","311860.81","0.00","311860.81","9.24","Meal Prep on-site","Meal Prep on-site","No","No","187234.49","2057.52","100%+","BROOKLYN","40.606369","-73.989235","270","3162352","3062640030","Bensonhurst West"
"22B01","SUNSET PARK NEIGHBORHOOD SENIOR CENTER","SUNSET PARK HEALTH COUNCIL, INC. DBA: FAMILY HEALTH CENTERS AT NYU LANGONE","NEIGHBORHOOD SENIOR CENTERS","4520 4 AVENUE",,"BROOKLYN","11220","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","307","38","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","551026.30","534093.63","10","0","393693.22","320928.00","7","551026.30","393693.22","459174.36","58","22411","0.00","175035.38","175035.38","7.81","Meal Prep on-site","Meal Prep on-site","Yes","Yes","284133.79","4898.86","100%+","BROOKLYN","40.649111","-74.009845","80","3324372","3007460039","Sunset Park West"
"22K01","CCNS ST LOUIS NEIGHBORHOOD SENIOR CENTER","CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC.","NEIGHBORHOOD SENIOR CENTERS","230 KINGSTON AVENUE",,"BROOKLYN","11213","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","308","36","00:00 AM - 00:00PM","08:30 AM - 04:30PM","08:30 AM - 04:30PM","08:30 AM - 04:30PM","08:30 AM - 04:30PM","08:30 AM - 04:30PM","00:00 AM - 00:00PM","691194.86","494701.54","11","0","374623.06","403197.00","7","691194.86","374623.06","615848.26","61","24998","0.00","304731.24","304731.24","12.19","Meal Prep on-site","Meal Prep on-site","Yes","Yes","276549.67","4533.60","100%+","BROOKLYN","40.671821","-73.941982","339","3032045","3012500025","Crown Heights North"
"22L01","SENIOR ALLIANCE NEIGHBORHOOD SENIOR CTR","THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED","NEIGHBORHOOD SENIOR CENTERS","161 CORBIN PLACE",,"BROOKLYN","11235","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","315","48","00:00 AM - 00:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","00:00 AM - 00:00PM","627468.00","374286.00","7","0","284194.06","366023.00","7","627468.00","284194.06","494701.54","158","49999","0.00","290749.45","290749.45","5.82","Catered","Catered","No","No","228569.88","1446.64","100%+","BROOKLYN","40.578026","-73.954127","61004","3245719","3087190073","Brighton Beach"
"22M01","GRANT SQUARE NEIGHBORHOOD SENIOR CENTER","FORT GREENE COUNCIL, INC.","NEIGHBORHOOD SENIOR CENTERS","19 ROGERS AVENUE",,"BROOKLYN","11216","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","308","36","00:00 AM - 00:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","00:00 AM - 00:00PM","495234.86","418333.46","8","0","350733.31","288887.00","7","495234.86","350733.31","374286.00","43","15751","0.00","237423.10","237423.10","15.07","Meal Prep on-site","Meal Prep on-site","Yes","Yes","159304.59","3704.76","100%+","BROOKLYN","40.676909","-73.952667","315","3030302","3012120006","Crown Heights North"
"22N01","HOMECREST BENSONHURST NEIGHBORHOOD SENIOR CENTER","HOMECREST COMMUNITY SERVICES, INC.","NEIGHBORHOOD SENIOR CENTERS","BROOKLYN",,"BROOKLYN","11229","2019-11-01T00:00:00.000","2020-06-30T00:00:00.000","315","46","00:00 AM - 00:00PM","08:30 AM - 03:00PM","08:30 AM - 03:00PM","08:30 AM - 03:00PM","08:30 AM - 03:00PM","08:30 AM - 03:00PM","00:00 AM - 00:00PM","431277.00","451610.98","6","0","183987.42","287518.00","8","431277.00","183987.42","418333.46","71","23751","0.00","277382.80","277382.80","11.68","Catered","Catered","No","No","129075.95","1817.97","100%+","BROOKLYN",,,,,,
"22P01","VANDALIA NEIGHBORHOOD SENIOR CENTER","BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION D/B/A MILLENNIUM DEVELOPMENT","NEIGHBORHOOD SENIOR CENTERS","47 VANDALIA AVENUE",,"BROOKLYN","11239","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","305","42","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","597334.29","388073.59","2","5","287835.77","348445.00","7","597334.29","287835.77","451610.98","98","55200","0.00","288687.13","288687.13","5.23","Meal Prep on-site","Meal Prep on-site","No","No","150608.08","1536.82","100%+","BROOKLYN","40.649799","-73.88676","105804","3348859","3044310100","Starrett City"
"22R01","ABE STARK NEIGHBORHOOD SENIOR CENTER","BERGEN BASIN COMMUNITY DEVELOPMENT CORPORATION D/B/A MILLENNIUM DEVELOPMENT","NEIGHBORHOOD SENIOR CENTERS","10315 FARRAGUT ROAD",,"BROOKLYN","11236","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","318","42","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","500622.86","716773.85","2","5","319782.74","292030.00","7","500622.86","319782.74","388073.59","52","39502","0.00","225807.10","225807.10","5.72","Meal Prep on-site","Meal Prep on-site","Yes","Yes","142268.85","2735.94","84%","BROOKLYN","40.649668","-73.89929","1098","3229152","3081520201","East New York"
"22T01","JAY-HARAMA NEIGHBORHOOD SENIOR CENTER","JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC.","NEIGHBORHOOD SENIOR CENTERS","2600 OCEAN AVENUE",,"BROOKLYN","11229","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","315","46","00:00 AM - 00:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","08:00 AM - 04:00PM","00:00 AM - 00:00PM","905883.43","429449.57","10","0","399913.30","534329.00","7","905883.43","399913.30","716773.85","143","54501","485140.23","0.00","485140.23","8.90","Meal Prep on-site","Meal Prep on-site","No","No","268805.45","1879.76","100%+","BROOKLYN","40.598158","-73.951186","578","3199766","3073520032","Madison"
"22Y01","SAINT GABRIELS NEIGHBORHOOD SENIOR CTR","ST. GABRIEL'S EPISCOPAL CHURCH, INC","NEIGHBORHOOD SENIOR CENTERS","331 HAWTHORNE STREET",,"BROOKLYN","11225","2019-12-01T00:00:00.000","2020-06-30T00:00:00.000","309","40","00:00 AM - 00:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","09:00 AM - 05:00PM","00:00 AM - 00:00PM","551196.00","525356.73","6","0","308372.57","321531.00","7","551196.00","308372.57","429449.57","44","31251","0.00","303220.15","303220.15","9.70","Meal Prep on-site","Meal Prep on-site","No","No","115844.99","2632.84","100%+","BROOKLYN","40.657919","-73.949217","804","3000000","3048140071","Prospect Lefferts Gardens-Wingate"
