"oer_project_numbers","project_name","street_number","street_name","borough","bbl","oer_program","class","phase","project_specific_document","latitude","longitude","zip_code","community_district","city_council_district","census_tract_2010","building_identification_number","nta_name"
"17TMP0922M,18EHAZ303M,19CVCP041M","124 EAST 14TH STREET","124","EAST 14TH STREET","Manhattan","1005590016","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/4565/docrepository","40.733812","-73.988435","3","2","42","1084306","1005590016","East Village"
"17TMP0396K,17EHAZ163K,17CVCP066K","183 MCGUINNESS BOULEVARD","183","MCGUINNESS BOULEVARD","Brooklyn","3025990019,3025990018","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/4039/docrepository","40.728548","-73.950419","1","33","573","3065398","3025990019","Greenpoint"
"14TMP0585K,14EHAN585K,15CVCP006K","Domino Sugar Site C","320-328","KENT AVENUE","Brooklyn","3024140001,3024140026","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/2127/docrepository","40.713691","-73.967254","1","33","551","3426897","3024140026","North Side-South Side"
"13TMP0186X,13EHAN186X,13CVCP130X","2987 Webster Ave. Webster II","2987","Webster Avenue","Bronx","2032800045,2032800046","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1522/docrepository","40.867986","-73.882451","7","11","415","2127781","2032800045","Bedford Park-Fordham North"
"17TMP0373K,17CVCP062K","402 SNEDIKER AVENUE","402","SNEDIKER AVENUE","Brooklyn","3037990026","VCP (Enrolled)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/4016/docrepository","40.665053","-73.899901","5","42","1132","3327032","3037990026","East New York (Pennsylvania Ave)"
"18TMP1359K,18EH-N460K,22CVCP029K","121-123 GRAND STREET","121","GRAND STREET","Brooklyn","3023790024,3023790027,3023790029","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/6936/docrepository","40.715243","-73.963126","1","34","555","3062594","3023790029","North Side-South Side"
"13TMP0318K,13EHAZ318K,13CVCP128K","501 Leonard Street","501","Leonard Street","Brooklyn","3026970007,3026977504","VCP (Enrolled), E/RD (Review)","Active (A)","Site Management","https://a002-epic.nyc.gov/app/workspace/163/docrepository","40.722133","-73.949020","1","33","515","3425474","3026977504","North Side-South Side"
"13TMP0273K,13EHAZ273K,13CVCP118K","291 Metropolitan Avenue - DOB Job No. NB - 320545362","291","Metropolitan Avenue","Brooklyn","3023530013","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1679/docrepository","40.714608","-73.957943","1","34","519","3424213","3023537502","North Side-South Side"
"13TMP0480K,13EHAZ480K","40 North 4th Street","40","North 4th Street","Brooklyn","3023490015","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1722/docrepository","40.718482","-73.963215","1","33","555","3343247","3023490015","North Side-South Side"
"17TMP0461M,19ENOS432M","66 CLINTON STREET","66","CLINTON STREET","Manhattan","1003440139","E/RD (No Cleanup)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/4104/docrepository","40.719379","-73.984906","3","1","2201","1004110","1003440139","Lower East Side"
"14TMP0190M,14EHAN190M","217-221 West 29th Street - DOB Job No. 121184431 & 121945093","217","West 29th Street","Manhattan","1007790027,1007790028","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2045/docrepository","40.748178","-73.993652","5","3","95","1090618","1007790027","Midtown-Midtown South"
"14TMP0223Q,14RHAN223Q,14CVCP191Q","Flushing Commons Buildings C & D","38-18","Union Street","Queens","4049780025,4049780040,4049787502","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2503/docrepository","40.761492","-73.827073","7","20","871",,,"Flushing"
"13TMP0380K,13EH-N380K,14CVCP157K","1035 Fulton Street","1035","Fulton Street","Brooklyn","3019920012,3019920013,3019920015,3019920016","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1831/docrepository","40.682456","-73.960520","2","35","227","3418184","3019920012","Clinton Hill"
"18TMP1311K,18EHAN464K,19CVCP043K","Greenpoint Landing H3","45","COMMERCIAL STREET","Brooklyn","3024720100,3024720055,3024720475,3024720200","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/5889/docrepository","40.736516","-73.958092","1","33","563","3000000","3024720070","Greenpoint"
"13TMP0454K,13EHAZ454K,14CVCP224K","566 Carroll Street","566","Carroll Street","Brooklyn","3009610007","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1714/docrepository","40.675872","-73.983211","6","39","133","3426950","3009610007","Park Slope-Gowanus"
"18TMP0404Q,18EH-N162Q,18CVCP056Q","43-46 39th Place","43-46","39TH PLACE","Queens","4001910044","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/4982/docrepository","40.744901","-73.925004","2","26","179","4000000","4001910044","Hunters Point-Sunnyside-West Maspeth"
"17TMP0083X,17EH-N063X,17CVCP056X","859 Concourse Village West","859","CONCOURSE VILLAGE WEST","Bronx","2024590053,2024590054","VCP (Enrolled), E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/3723/docrepository","40.825934","-73.921523","4","16","5902","2129192","2024590053","East Concourse-Concourse Village"
"13TMP0086K,13EH-N086K,15CVCP033K","531 Waverly Avenue","531","Waverly Avenue","Brooklyn","3020120001,3020120069,3020120070,3020120071","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1754/docrepository","40.682326","-73.965679","2","35","199","3000000","3020120001","Clinton Hill"
"19TMP1250X,19RH-A303X,19CVCP096X","829 TILDEN STREET","829","TILDEN STREET","Bronx","2046710007,2046710009,2046710010,2046710012","VCP (Enrolled), E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/9349/docrepository","40.876865","-73.860681","12","12","380","2058216","2046710007","Williamsbridge-Olinville"
"17TMP0606K,17EH-N247K,18CVCP016K","2437 PITKIN AVENUE","2437","PITKIN AVENUE","Brooklyn","3040030035","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/4249/docrepository","40.673905","-73.882342","5","37","1166","3319656","3040030035","East New York"
"14TMP0486K,14EH-N486K,15CVCP030K","156 Tillary Street","156","Tillary Street","Brooklyn","3001330015","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2416/docrepository","40.695999","-73.983801","2","35","15","3000250","3001330015","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"17TMP0446K,17EHAZ183K,18CVCP035K","177 BAYARD STREET","177","BAYARD STREET","Brooklyn","3027200041","VCP (Enrolled), E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/4089/docrepository","40.720509","-73.945461","1","33","499","3067865","3027200041","Greenpoint"
"15TMP0319M,15EHAN319M","401-405 9th Avenue - Brookfield/NE Tower (NNO Submissions)","401","9th Avenue","Manhattan","1007290060","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2680/docrepository","40.752446","-73.997001","4","3","103","1000000","1007290060","Hudson Yards-Chelsea-Flatiron-Union Square"
"14TMP0480K,14EH-N480K,15CVCP151K","840 Fulton Street","840","Fulton Street","Brooklyn","3020100025","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2414/docrepository","40.683666","-73.967730","2","35","199","3426625","3020100025","Clinton Hill"
"21TMP0178Q,21EH-A045Q,22CVCP054Q","35-10 12th Street","35-30","12TH STREET","Queens","4003310038,4003310027","VCP (Prospective), E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/19987/docrepository","40.761932","-73.938438","1","26","85","4003973","4003310038","Queensbridge-Ravenswood-Long Island City"
"19TMP1549X,19EHAZ342X,19CVCP089X","762 EAST 213TH STREET","762","EAST 213TH STREET","Bronx","2046600053","VCP (Withdrawn), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/9648/docrepository","40.878479","-73.862565","12","12","380","2057765","2046600053","Williamsbridge-Olinville"
"17TMP0423Q,17EHAN165Q,18CVCP003Q","131-19 FOWLER AVENUE","13119","FOWLER AVENUE","Queens","4050760029","VCP (Enrolled), E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/4066/docrepository","40.751837","-73.832960","7","20","849",,,"Flushing"
"19TMP1943K,19EHAN411K,20CVCP016K","3294 Atlantic Avenue","3294","ATLANTIC AVENUE","Brooklyn","3041530040","VCP (Enrolled), E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/10042/docrepository","40.679870","-73.877904","5","37","1192","3093132","3041530040","East New York"
"12TMP0454X,12EHAZ454X,13CVCP077X","715 East 214th Street","715","East 214th Street","Bronx","2046620023,2046620024","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1182/docrepository","40.879625","-73.864234","12","12","380","2118385","2046620023","Williamsbridge-Olinville"
"14TMP0584K,14EHAN584K,15CVCP003K","Domino Sugar Site B","280","Kent Avenue","Brooklyn","3024140001","VCP (Enrolled), E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/2126/docrepository","40.715135","-73.966604","1","33","551","3000000","3024140001","North Side-South Side"
"15TMP0311Q,15EHAZ311Q,15CVCP160Q","175 Woodward Avenue","175","Woodward Avenue","Queens","4033770001","VCP (Enrolled), E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/2777/docrepository","40.711780","-73.917369","5","34","539","4080430","4033770001","Ridgewood"
"13TMP0003M,13EH-N003M,17CVCP037M","450 Eleventh Avenue","450","11th Avenue","Manhattan","1007080065","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/1732/docrepository","40.757486","-74.000729","4","3","99","1080352","1007080065","Hudson Yards-Chelsea-Flatiron-Union Square"
"15TMP0480K,15EHAN480K,15CVCP129K","47 Walton Street","47","WALTON STREET","Brooklyn","3022450062,3022450060","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2712/docrepository","40.701216","-73.950850","1","33","509","3424166","3022450060","Williamsburg"
"22TMP0979Q,22EH-N214Q,22CVCP055Q","36-22 31ST STREET","36-22","31ST STREET","Queens","3005990040","VCP (Enrolled), E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/32426/docrepository","40.756092","-73.930164","1","26","51","4007871","4005990040","Queensbridge-Ravenswood-Long Island City"
"15TMP0344K,15EH-N344K,15CVCP126K","977 Manhattan Avenue","977","Manhattan Avenue","Brooklyn","3025320045","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2881/docrepository","40.732565","-73.954659","1","33","563","3425610","3025320045","Greenpoint"
"15TMP0587K,15CVCP120K,15CVCP120K","Henry Apartments Site B - 8 Rockaway Avenue","8","Rockaway Avenue","Brooklyn","3015070032,3015070033,3015070035,3015070036,3015070037,3015070039,3015070041,3015077501","VCP (Enrolled)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2540/docrepository","40.683362","-73.911657","16","41","373","3414036","3015077501","Ocean Hill"
"15TMP0465M,15EH-A465M,17CVCP052M","100-102 Charlton Street","102","Charlton Street","Manhattan","1005970050,1005970051","VCP (Withdrawn), E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/2622/docrepository","40.727400","-74.008168","2","3","37","1000000","1005970050","SoHo-TriBeCa-Civic Center-Little Italy"
"15TMP0267Q,15EH-A267Q,15CVCP167Q","31-12 38th Avenue","31-12","38th Avenue","Queens","4003820017","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2612/docrepository","40.753683","-73.931844","1","26","31","4597137","4003827501","Queensbridge-Ravenswood-Long Island City"
"14TMP0455K,14EHAZ455K,14CVCP250K","269-271 4th Avenue","271","4th Avenue","Brooklyn","3009640006,3009640007,3009640008,3009647508","VCP (Enrolled), E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/2238/docrepository","40.675490","-73.984422","6","39","133","3426694","3009640007","Park Slope-Gowanus"
"10TMP0062Q,10RHAZ062Q,15CVCP109Q","34-22 35th Street - Astoria Studio","34-22","35th Street","Queens","4006420036","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/508/docrepository","40.757705","-73.924444","1","26","57","4618091","4006420036","Astoria"
"15TMP0582K,15CVCP118K,15CVCP118K","81-111 Junius Street","81","Junius Street","Brooklyn","3036960001,3036960010","VCP (Enrolled)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2539/docrepository","40.673003","-73.903826","16","37","908","3425596","3036967501","Brownsville"
"14TMP0378X,14EH-A378X,15CVCP007X","4729 Park Avenue","4729","Park Avenue","Bronx","2030320037","VCP (Prospective), E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/1974/docrepository","40.859690","-73.891829","6","15","38302","2000000","2030320037","Fordham South"
"15TMP0303K,15ENOS303K","425 Fulton Street","425","Fulton Street","Brooklyn","3001500010","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2992/docrepository","40.691740","-73.988021","2","33","11","3000373","3001500010","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"12TMP0570K,12CVCP054K,12CVCP054K","107 Union Street","107","Union Street","Brooklyn","3003350042","VCP (Enrolled)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/883/docrepository","40.684590","-74.003696","6","39","51","3398732","3003350042","Carroll Gardens-Columbia Street-Red Hook"
"14TMP0515X,14EA-N515X","1776 Boston Road High Hawk","1776","Boston Road","Bronx","2029910005","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1943/docrepository","40.837938","-73.886812","3","17","161","2119255","2029910005","Crotona Park East"
"14TMP0556K,14RHAZ556K,15CVCP157K","583 Franklin Avenue","583","FRANKLIN AVENUE","Brooklyn","3011990003","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2514/docrepository","40.678535","-73.955161","8","35","221","3425460","3011997502","Crown Heights North"
"11TMP0272K,11EH-N272K,13CVCP070K","876 Livonia Avenue New 2-Story Commerical Bldg. - DOB Job No. NB - 320232930","876","Livonia Avenue","Brooklyn","3040920003","VCP (Enrolled)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/808/docrepository","40.666186","-73.884490","5","42","1124","3252958","3040920003","East New York"
"19TMP0561Q,19EHAZ212Q,20CVCP004Q","108-40 Roosevelt Avenue","108-40","ROOSEVELT AVENUE","Queens","1019960029,1019960034,4019960025,4019960031,4019960039,4019960026,4019960027,4019960028,4019960030,4019960033","VCP (Withdrawn), E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/7661/docrepository","40.750852","-73.858281","4","21","401","4307718","4019960025","North Corona"
"12TMP0302M,12EH-N302M,15CVCP009M","509 West 38th Street ELB","509","West 38th Street","Manhattan","1007100022,1007100042","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1313/docrepository","40.757343","-73.997831","4","3","117","1090727","1007107501","Hudson Yards-Chelsea-Flatiron-Union Square"
"13TMP0218M,13EHAZ218M,13CVCP125M","464 West 130th Street","464","West 130th Street","Manhattan","1019690068","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1659/docrepository","40.815357","-73.953671","9","7","21303","1090600","1019697501","Manhattanville"
"19TMP0336Q,19EH-A100Q,19CVCP049Q","97-18 SUTPHIN BLVD","97-18","SUTPHIN BLVD","Queens","4100300012,4100300015","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/7436/docrepository","40.697033","-73.805610","12","28","208","4214586","4100300012","Jamaica"
"15TMP0294K,15EH-A294K,15CVCP152K","417 Manhattan Avenue","417","Manhattan Avenue","Brooklyn","3027230029","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2616/docrepository","40.719176","-73.946898","1","33","499","3067908","3027230029","Greenpoint"
"15TMP0111M,15RHAN111M,17CVCP040M","NYU CORE - 1, 2, 3 & 4 Washington Square Village (181 Mercer Street)","4","Washington Square Village","Manhattan","1005330001,1005240066","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/3049/docrepository","40.727126","-73.997023","2","1","5501","1077836","1005330001","West Village"
"19TMP0936X,19EA-N272X","2759 WEBSTER AVENUE","2759","WEBSTER AVENUE","Bronx","2032780085,2032780084","E/RD (No Cleanup)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/9035/docrepository","40.865649","-73.886421","7","15","40502","2016403","2032780084","Bedford Park-Fordham North"
"13TMP0010M,13EHAN010M,17TMP0077M","501-513 West 19th Street (NNO Submissions)","501","West 19th Street","Manhattan","1006910027,1006910029,1006910025,1006917502","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1477/docrepository","40.745271","-74.006030","4","3","99","1090162","1006917502","Hudson Yards-Chelsea-Flatiron-Union Square"
"13TMP0498M,13EH-N498M","555 West 22nd Street","562","West 23rd Street","Manhattan","1006940065,1006940002,1006940005,1006940060","E/RD (Review), State BCP","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1865/docrepository","40.748458","-74.006013","4","3","99","1012322","1006940005","Hudson Yards-Chelsea-Flatiron-Union Square"
"12TMP0416Q,12EAIR416Q","148-19 90th Avenue","148-19","90th Street","Queens","4096810091,4096810093,4096810094","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/891/docrepository",,,,,,,,
"19TMP1887Q,19EHAZ397Q,19CVCP084Q","28-09 39th Avenue","28-09","39TH AVENUE","Queens","4003850032","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/9986/docrepository","40.753855","-73.935075","1","26","31","4004671","4003850032","Queensbridge-Ravenswood-Long Island City"
"14TMP0558Q,14EHAZ558Q,16CVCP033Q","11-51 47th Avenue","11-51","47th Avenue","Queens","4000560001,4000567502","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2260/docrepository","40.744821","-73.949634","2","26","7","4619677","4000567502","Hunters Point-Sunnyside-West Maspeth"
"12TMP0131K,12EHAZ131K","683 4th Avenue","683","4th Avenue","Brooklyn","3006430005","E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1107/docrepository","40.662440","-73.995949","7","38","145","3420408","3006430005","Sunset Park West"
"15TMP0079K,15ENOS079K","138 North 1st Street","138","North 1st Street","Brooklyn","3023800015","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2951/docrepository","40.715229","-73.961590","1","34","553","3425634","3023800015","North Side-South Side"
"15TMP0391M,15EHAN391M,17CVCP058M","92 - 100 Vandam Street","100","Vandam Street","Manhattan","1005970010,1005970007","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/2694/docrepository","40.726689","-74.008453","2","3","37","1010360","1005970007","SoHo-TriBeCa-Civic Center-Little Italy"
"17TMP0097Q,17EH-N076Q,17CVCP044Q","148-28 HILLSIDE AVENUE","148-28","HILLSIDE AVENUE","Queens","4096940017","VCP (Prospective), E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/3737/docrepository","40.706172","-73.808169","12","24","238","4207107","4096940017","Jamaica"
"14TMP0567M,14RH-N567M","268 West Street/58 Vestry - DOB Job No. NB-121186812","268","West Street","Manhattan","1002230003,1002230005,1002230007,1002230009,1002230011,1002230012","E/RD (No Cleanup), State BCP","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2524/docrepository","40.723379","-74.011512","1","1","39","1090656","1002237502","SoHo-TriBeCa-Civic Center-Little Italy"
"12TMP0333Q,12EHAZ333Q,13CVCP099Q","37-14 36th Street - DOB Job No. NB - 420651672","37-14","36th Street","Queens","4003770023","VCP (Terminated), E/RD (Review), State BCP","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1150/docrepository","40.752654","-73.927435","1","26","55","4618337","4003777501","Queensbridge-Ravenswood-Long Island City"
"13TMP0197K,13EHAZ197K,13CVCP144K","498 Leonard Street","498","Leonard Street","Brooklyn","3026980011,3026980010,3026980009","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1654/docrepository","40.722075","-73.948991","1","33","499","3425146","3026980009","Greenpoint"
"19TMP0380X,19OTHER002X,19EHAN119X","1675 WESTCHESTER AVENUE","1675","WESTCHESTER AVENUE","Bronx","2037800001,2037800051","E/RD (Review), State BCP","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/7480/docrepository","40.830230","-73.872089","9","18","64","2025407","2037800001","West Farms-Bronx River"
"16TMP0425K,16EHAZ390K,17CVCP055K","578 5th Avenue","578","5th Avenue","Brooklyn","3010520046,3010520046","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/3394/docrepository","40.664690","-73.990077","7","39","141","3024134","3010520046","Park Slope-Gowanus"
"19TMP0383M,19EH-A118M","410 West 126th Street","402-422","WEST 126TH STREET","Manhattan","1019660077,1019660083,1019660082,1019660081,1019660080,1019660078","E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/7483/docrepository","40.812110","-73.953705","9","7","20901","1000000","1019660077","Morningside Heights"
"18TMP1417K,18EH-N489K","33 TRUXTON STREET","33","TRUXTON STREET","Brooklyn","3015430001,3015430031","E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/6994/docrepository","40.678378","-73.908065","16","37","369","3330731","3015430001","Ocean Hill"
"15TMP0501K,15EHAZ501K,16CVCP044K","71 & 76 N 7th Street","71","North 7th Street","Brooklyn","3023170018,3023170030","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/2814/docrepository","40.719859","-73.960959","1","33","557","3061873","3023170030","North Side-South Side"
"14TMP0454Q,14EA-N454Q","152-09 88 Avenue - DOB Job No. 420942804","152-09","88 Avenue","Queens","4096970052","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1940/docrepository","40.706176","-73.804371","12","24","236","4207143","4096970052","Briarwood-Jamaica Hills"
"17TMP0622K,18CVCP046K,18EH-N452K","2718 Fulton Street","2718","FULTON STREET","Brooklyn","3036730014,3036730015,3036730016","VCP (Enrolled), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/4265/docrepository","40.677641","-73.894251","5","37","1198","3000000","3036730014","East New York"
"18TMP0064K,18EHAN037K,18CVCP084K","315 Linwood Street","315","LINWOOD","Brooklyn","3039710019,3039710021,3039710017","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/4642/docrepository",,,,,,,,
"13TMP0459X,13EH-N459X,14CVCP179X","3100 Webster Avenue","3100","Webster Avenue","Bronx","2033300068","VCP (Enrolled), E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1854/docrepository","40.870972","-73.877076","7","11","425","2129274","2033300068","Norwood"
"12TMP0299K,12EH-N299K,14CVCP198K","89 Grand Street DOB Job No. NB-320917521","89","GRAND STREET","Brooklyn","3023790042,3023790040","VCP (Enrolled)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1312/docrepository","40.715537","-73.963916","1","34","555","3426542","3023790040","North Side-South Side"
"20TMP0160Q,20EH-N054Q,21CVCP002Q","165-20 Archer Avenue","165-20","ARCHER AVENUE","Queens","4101550035","VCP (Enrolled), E/RD (Review)","Active (A)","Closure","https://a002-epic.nyc.gov/app/workspace/11444/docrepository","40.704140","-73.793510","12","27","444","4216226","4101550035","Jamaica"
"17TMP0828Q,17EHAZ311Q,18CVCP081Q","38-24 32ND STREET","38-24","32ND STREET","Queens","4003820024","VCP (Prospective), E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/4471/docrepository","40.753035","-73.931542","1","26","31","4004601","4003820024","Queensbridge-Ravenswood-Long Island City"
"21TMP0279K,21EHAN062K,22CVCP043K","1775 CONEY ISLAND AVENUE","1775","CONEY ISLAND AVENUE","Brooklyn","3067490078","VCP (Withdrawn), E/RD (Review)","Active (A)","Construction","https://a002-epic.nyc.gov/app/workspace/20088/docrepository","40.614035","-73.963128","14","48","542","3181194","3067490078","Midwood"
"12TMP0526Q,12RHAZ526Q","Linden Center","133-40","79th Street","Queens","4113580001,4113590001,4113770001","E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/1410/docrepository","40.671837","-73.856675","10","32","6202","4541230","4113580001","Lindenwood-Howard Beach"
"16TMP0380K,16EHAN262K,16CVCP068K","52-56 Throop Avenue","52","Throop Avenue","Brooklyn","3022500027,3022500028,3022500029","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/3300/docrepository","40.703259","-73.947451","1","33","507","3425732","3022507503","Bedford"
"11TMP0315Q,11EH-N315Q","140-24 Queens Blvd. - DOB Job Nos. 420353085 & 420491391","140-24","Queens Blvd","Queens","4096190019","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/825/docrepository","40.703531","-73.814965","12","24","214","4206301","4096190019","Briarwood-Jamaica Hills"
"19TMP0335X,19EHAN102X","1325 JEROME AVENUE","1325","JEROME AVENUE","Bronx","2028560053","E/RD (Review)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/7435/docrepository","40.838715","-73.918794","4","16","219","2129224","2028560053","Highbridge"
"12TMP0506M,12ENOS506M","26 Avenue B","26","Avenue B","Manhattan","1003980034","E/RD (No Cleanup)","Completed (C)","Completed","https://a002-epic.nyc.gov/app/workspace/1380/docrepository","40.722324","-73.983232","3","2","3002","1088371","1003987503","East Village"
"20TMP1390Q,20EHAN275Q","134-11 221 Street","134 11","221 STREET","Queens","4131000026,4131000022","E/RD (Review)","Active (A)","Approved Remedial Plan","https://a002-epic.nyc.gov/app/workspace/17668/docrepository","40.678266","-73.748351","13","31","358","4000000","4131000022","Laurelton"
"18TMP0099K,18EHAZ054K,18CVCP034K","2570 FLATBUSH AVENUE","2570","FLATBUSH AVENUE","Brooklyn","3085900031,3085900140,3085900142,3085900146,3085900148,3085900583","VCP (Enrolled), E/RD (Review)","Completed (C)","Site Management","https://a002-epic.nyc.gov/app/workspace/4677/docrepository","40.607904","-73.920393","18","46","662",,,"Georgetown-Marine Park-Bergen Beach-Mill Basin"
