"file","law_number","type","status","final_action","title"
"Int 0466-2014","2014/054","Introduction","Enacted","2014-10-27T00:00:00.000","A Local Law to amend the administrative code of the city of New York, in relation to reducing the citywide speed limit to twenty-five miles per hour."
"Res 0406-2014",,"Resolution","Committee",,"Resolution calling upon the New York State Legislature to pass, and the Governor to sign, legislation expanding the senior citizen rent increase exemption (SCRIE) program to include dwelling units subject to an agreement that bases rent increases on New York City Rent Guidelines Board orders."
"Int 0465-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York and the New York city building code, in relation to maximum Portland cement content in concrete."
"T2014-1774",,"Oversight","Filed","2014-09-22T00:00:00.000","Oversight - Reviewing the Findings of the Campaign Finance Board's 2013 Post Election Report."
"T2014-1745",,"Oversight","Filed","2014-09-30T00:00:00.000","Oversight: Medicaid Redesign"
"M 0115-2014",,"Communication","Adopted","2014-09-10T00:00:00.000","Communication from the Office of Management & Budget – Submitting request for approval of the modification of the Fiscal 2015 Capital Budget and Capital Program proposed by the Mayor pursuant to Section 216 of the New York City Charter."
"T2014-1727",,"Oversight","Filed","2014-09-16T00:00:00.000","Oversight - A Safer NYCHA and the Mayor’s Plan to Reduce Violent Crime at Public Housing."
"Res 0407-2014",,"Resolution","Adopted","2014-09-10T00:00:00.000","Resolution amending Rule 7.00 of the Rules of the Council in relation to changes in Committee jurisdictions, the creation of a new Committee, Chair and Membership, deletion of a subcommittee and allowances."
"T2014-1719",,"Oversight","Filed","2014-09-18T00:00:00.000","Oversight: Update on Progress of the Build It Back Program."
"T2014-1718",,"Oversight","Filed","2014-09-18T00:00:00.000","Oversight: Price Displays at Gas Stations in New York City."
"Res 0413-2014",,"Resolution","Adopted","2014-09-10T00:00:00.000","Resolution approving the application submitted by the New York City Department of Housing Preservation and Development (“HPD”) and the decision of the City Planning Commission, ULURP No. C 140386 HAM, approving the designation of the properties located at 726/728 11th Avenue and 553/55 West 51st Street (Block 1080, Part of Lot 103), Borough of Manhattan, as an Urban Development Action Area, approving an Urban Development Action Area Project, and approving the disposition of city-owned properties located at 726/728 11th Avenue and 553/55 West 51st Street (Block 1080, Part of Lot 103) to a devel"
"Res 0412-2014",,"Resolution","Adopted","2014-09-10T00:00:00.000","Resolution approving the petition for a revocable consent for an unenclosed sidewalk café located at 254 5th Avenue, Borough of Manhattan (20145718 TCM; L.U. No. 111)."
"T2014-1705",,"Oversight","Filed","2014-09-16T00:00:00.000","Oversight: Afterschool Programs"
"Int 0464-2014",,"Introduction","Committee",,"A Local Law to amend the New York city charter, in relation to the Department of Correction promoting absentee voting among jailed individuals."
"Res 0393-2014",,"Resolution","Committee",,"Resolution commending Governor Cuomo and the New York State Legislature for enacting legislation which increases the number of Family Court judges throughout the state and urging them to continue to regularly assess the need to appoint more judges in New York City."
"LU 0112-2014",,"Land Use Application","Adopted","2014-09-10T00:00:00.000","Application No. C 140386 HAM by the New York City Department of Housing Preservation and Development pursuant to Article 16 of the General Municipal Law for approval of Urban Development Action Area and Project for property located at 726/728 11th Avenue and 553/55 West 51st Street (Block 1080, Part of Lot 103), Borough of Manhattan, and pursuant to Section 197-c of the New York City Charter for the approval of disposition of such properties, Community Board 4, Council District 3."
"Int 0451-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to the use of biodiesel fuel in marine craft owned or operated by the department of environmental protection."
"Res 0392-2014",,"Resolution","Committee",,"Resolution calling on the New York State Legislature and the Governor to amend the New York State Penal and Criminal Procedure Laws to increase penalties for physical assaults on the elderly and disabled."
"Int 0459-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to providing notice of street resurfacing projects to utility companies."
"Int 0460-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to suicide prevention services for veterans."
"Int 0457-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to listings of newly issued notices of violation."
"Res 0389-2014",,"Resolution","Committee",,"Resolution calling on the Metropolitan Transportation Authority (“MTA”) to extend the “Balance-Protection Program” to pay-per-ride MetroCards."
"Int 0461-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to information regarding summer meals."
"Int 0458-2014",,"Introduction","Committee",,"A Local Law to require the department of consumer affairs to provide young adults with outreach and education regarding consumer protection issues."
"Int 0450-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to notification of intent to alter or demolish certain rent regulated housing accommodations."
"Res 0388-2014",,"Resolution","Committee",,"Resolution in support of the New York State Education Department’s Elementary and Secondary Education Act Waiver Renewal request that newly arrived English Language Learners be exempted from participating in the English language arts assessments for two years."
"Int 0456-2014",,"Introduction","Committee",,"A Local Law to amend the New York city charter, in relation to requiring an annual analysis of OATH tribunal dismissals."
"Res 0390-2014",,"Resolution","Committee",,"Resolution in support of A9182/S7337, an act to amend the election law in relation to requiring the New York City Board of Elections to provide Russian interpreters at certain polling locations."
"Int 0463-2014",,"Introduction","Committee",,"A Local Law to amend the New York city charter, in relation to providing e-mail and text message notifications to New York City voters."
"Res 0391-2014",,"Resolution","Committee",,"Resolution calling upon the United States Congress to pass and the President to sign S.2413, The Restoring Veterans’ Trust Act of 2014, a bill to improve the provision of medical services and benefits to veterans, and for other purposes."
"Int 0453-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to requiring the department of transportation to report a list of all the sidewalks under its jurisdiction."
"Int 0455-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to requiring the display of information on vehicles involved in hit and run crashes in taxis and HAIL vehicles."
"Int 0452-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to requiring updates to the “Vision Zero” report."
"Int 0454-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to the condition of bridges, sidewalks and ferries."
"Int 0462-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to the establishment of an emergency repair program for elevators."
"Res 0384-2014",,"Resolution","Committee",,"Resolution calling upon the New York City Board of Elections to allow poll workers to work half-day shifts."
"Res 0385-2014",,"Resolution","Committee",,"Resolution calling upon the New York City Department of Education to provide school principals with the discretion to declare primary days as staff development days, specifically if they believe election operations will significantly disrupt a regular school day."
"Int 0446-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to banning the discharge, disposal, sale or use within the city of New York of any wastewater or natural gas waste produced from the process of hydraulic fracturing."
"Int 0447-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to procurement of native trees and vegetation."
"Res 0386-2014",,"Resolution","Committee",,"Resolution calling upon the Metropolitan Transportation Authority to conduct a pilot program involving the installation of structures on subway steps designed to facilitate movement of bicycles."
"Int 0442-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to setting nutritional standards for distributing incentive items aimed at children."
"Int 0448-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to civil and criminal penalties for building code violations resulting from certain work done in response to a natural or man-made disaster."
"Res 0383-2014",,"Resolution","Committee",,"Resolution calling upon the United States Congress to pass, and the President to sign, the Silent Skies Act."
"Int 0444-2014",,"Introduction","Committee",,"A Local Law to amend the New York city charter, in relation to the displaying of the POW/MIA flag on property under the care and control of the department of education."
"Int 0445-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to funding a participant in the campaign finance matching program who does not qualify for the full match with at least as many public dollars as an opponent who does so qualify."
"Res 0377-2014",,"Resolution","Committee",,"Resolution recognizing the 50th anniversary of the Mississippi Summer Project."
"Int 0437-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to allowing pedicab drivers to transport up to four passengers."
"Int 0436-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to allowing the commissioner of the department of consumer affairs to issue warnings in lieu of monetary penalties for certain item pricing violations."
"Int 0435-2014",,"Introduction","Laid Over in Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to requiring the department of education to report information regarding students receiving special education services."
"Int 0440-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to health services in city correctional facilities."
"Int 0439-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to mandatory sanctions for submitting incorrect professionally certified applications for construction document approval."
"Res 0380-2014",,"Resolution","Adopted","2014-09-23T00:00:00.000","Resolution recognizing September as Ovarian Cancer Awareness Month in New York City."
"Res 0378-2014",,"Resolution","Laid Over in Committee",,"Resolution calling on the New York State Legislature to pass and the Governor to sign A.3668-A, which would raise the age of adult criminal responsibility from sixteen to eighteen years of age."
"Int 0432-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to allowing ill or incapacitated street vendors to transfer their license to a family member."
"Res 0376-2014",,"Resolution","Committee",,"Resolution calling upon the New York State Legislature to pass, and the Governor to sign, legislation abolishing the minimum charge for water service imposed by the New York City Water Board."
"Res 0375-2014",,"Resolution","Committee",,"Resolution calling upon New York State Department of Education to include lessons on climate change in K-12 schools’ curriculum."
"Int 0434-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to including a community notification requirement in the gun offender registry act."
"Int 0433-2014",,"Introduction","Laid Over in Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to the installation of safety covers on electrical outlets in public areas of certain multiple dwellings."
"Res 0374-2014",,"Resolution","Committee",,"Resolution calling upon the New York State Legislature to amend the State Education Law to require that the New York City Department of Education equip all schools with adequate heating and air conditioning means to ensure an indoor temperature of 68 to 75 degrees Fahrenheit in the winter and 73 to 79 degrees Fahrenheit during the summer while school or summer school is in operation in the building."
"Res 0404-2014",,"Resolution","Adopted","2014-08-21T00:00:00.000","RESOLUTION APPROVING THE APPOINTMENT BY THE MAYOR OF JACQUES JIHA AS A MEMBER OF THE NEW YORK CITY TAXI AND LIMOUSINE COMMISSION."
"Res 0403-2014",,"Resolution","Adopted","2014-08-21T00:00:00.000","RESOLUTION APPROVING THE APPOINTMENT BY THE MAYOR OF JOHN GUSTAFSSON AS A MEMBER OF THE NEW YORK CITY LANDMARKS PRESERVATION COMMISSION."
"Res 0402-2014",,"Resolution","Adopted","2014-08-21T00:00:00.000","RESOLUTION APPROVING THE APPOINTMENT BY THE MAYOR OF ADI SHAMIR BARRON AS A MEMBER OF THE NEW YORK CITY LANDMARKS PRESERVATION COMMISSION."
"Res 0401-2014",,"Resolution","Adopted","2014-08-21T00:00:00.000","RESOLUTION APPROVING THE APPOINTMENT BY THE MAYOR OF MARJORY PERLMUTTER AS A MEMBER OF THE NEW YORK CITY BOARD OF STANDARDS AND APPEALS."
"Int 0438-2014","2014/057","Introduction","Enacted","2014-11-05T00:00:00.000","A Local Law to amend the administrative code of the city of New York, in relation to the establishment of the West Shore business improvement district."
"LU 0111-2014",,"Land Use Application","Adopted","2014-09-10T00:00:00.000","Application no. 20145718 TCM, pursuant to §20-226 of the Administrative Code of the City of New York, concerning the petition of CG Alm LLC, d/b/a/ L&C Oyster Co for a revocable consent to establish, maintain and operate an unenclosed sidewalk café located at 254 Fifth Avenue, Borough of Manhattan, Community District 5, Council District 4. This application is subject to review and action by the Land Use Committee only if called-up by vote of the Council pursuant to Rule 11.20b of the Council and §20-226(e) of the New York City Administrative Code."
"M 0114-2014",,"Land Use Call-Up","Adopted","2014-08-21T00:00:00.000","By Council Member Johnson: Pursuant to Rule 11.20b of the Council and §20-226 or §20-225 of the New York City Administrative Code, the Council resolves that the action of the Department of Consumer Affairs approving an unenclosed sidewalk café located at 24 Fifth Avenue, Borough of Manhattan, Community Board No. 2, Application no. 20145612 TCM shall be subject to review by the Council."
"LU 0110-2014",,"Land Use Application","Adopted","2014-09-23T00:00:00.000","Application no. 20145612 TCM, pursuant to §20-226 of the Administrative Code of the City of New York, concerning the petition of 24 5th Avenue LLC, d/b/a/ Claudette for a revocable consent to establish, maintain and operate an unenclosed sidewalk café located at 24 Fifth Avenue, Borough of Manhattan, Community District 2, Council District 3. This application is subject to review and action by the Land Use Committee only if called-up by vote of the Council pursuant to Rule 11.20b of the Council and §20-226(e) of the New York City Administrative Code."
"M 0110-2014",,"Communication","Adopted","2014-09-10T00:00:00.000","Communication from the Manhattan Borough President - Submitting the name of Anna Hayes Levin to the Council for its advice and consent regarding her reappointment to the City Planning Commission, Pursuant to Sections 31 and 192 of the City Charter."
"M 0113-2014",,"Land Use Call-Up","Adopted","2014-08-21T00:00:00.000","By Council Member Garodnick: Pursuant to Rule 11.20b of the Council and §20-226 or §20-225 of the New York City Administrative Code, the Council resolves that the action of the Department of Consumer Affairs approving an unenclosed sidewalk café located at 254 Fifth Avenue, Borough of Manhattan, Community Board No. 5, Application no. 20145718 TCM shall be subject to review by the Council."
"Res 0395-2014",,"Resolution","Adopted","2014-08-21T00:00:00.000","RESOLUTION APPROVING THE MODIFICATION (MN-1) OF UNITS OF APPROPRIATION AND THE TRANSFER OF CITY FUNDS BETWEEN AGENCIES PROPOSED BY THE MAYOR PURSUANT TO SECTION 107(b) OF THE NEW YORK CITY CHARTER."
"M 0112-2014",,"Communication","Adopted","2014-08-21T00:00:00.000","Communication from the Office of Management & Budget - Transfer City funds between two agencies in fiscal year 2015 to implement required changes to the City's expense budget to pay collective bargaining agreements in the Health and Hospital Corporation, pursuant to Section 107(b) of the New York City Charter. (MN-1)"
"Res 0400-2014",,"Resolution","Adopted","2014-08-21T00:00:00.000","Resolution approving the decision of the City Planning Commission on ULURP No. C 140111 ZMQ, a Zoning Map amendment (L.U. No. 107)."
"Res 0399-2014",,"Resolution","Adopted","2014-08-21T00:00:00.000","Resolution approving the petition for a revocable consent for an unenclosed sidewalk café located at 753 Washington Street, Borough of Manhattan (20145294 TCM; L.U. No. 106)."
"Res 0398-2014",,"Resolution","Adopted","2014-08-21T00:00:00.000","Resolution approving the petition for a revocable consent for an unenclosed sidewalk café located at 50 West 72nd Street, Borough of Manhattan (20145615 TCM; L.U. No. 105)."
"Res 0397-2014",,"Resolution","Adopted","2014-08-21T00:00:00.000","Resolution approving the petition for a revocable consent for an unenclosed sidewalk café located at 263 Lafayette Street, Borough of Manhattan (20145468 TCM; L.U. No. 104)."
"Res 0396-2014",,"Resolution","Adopted","2014-08-21T00:00:00.000","Resolution approving the termination of an existing real property tax exemption pursuant to General Municipal Law Section 696 and the granting of a new real property tax exemption for a previously approved project pursuant to Section 577 of the Private Housing Finance Law for an Exemption Area located on Block 1435, Lots 26, 42 and 47, Block 1444, Lots 1, 29 and 49, and Block 1468, Lot 9), Borough of Brooklyn (L.U. No. 70; 20145542 HAK)."
"Res 0394-2014",,"Resolution","Adopted","2014-08-21T00:00:00.000","RESOLUTION APPROVING THE MODIFICATION (MN-6) OF UNITS OF APPROPRIATION AND THE TRANSFER OF CITY FUNDS BETWEEN AGENCIES PROPOSED BY THE MAYOR PURSUANT TO SECTION 107(b) OF THE NEW YORK CITY CHARTER."
"M 0111-2014",,"Communication","Adopted","2014-08-21T00:00:00.000","Communication from the Office of Management & Budget - Transfer City funds between two agencies in fiscal year 2014 to implement required changes to the City's expense budget to pay collective bargaining agreements in the Health and Hospital Corporation, pursuant to Section 107(b) of the New York City Charter. (MN-6)"
"Res 0381-2014",,"Resolution","Adopted","2014-08-21T00:00:00.000","Resolution concerning the establishment of the West Shore Business Improvement District in the Borough of Staten Island and setting the date, time and place for the public hearing to hear all persons interested in the establishment of such district."
"Int 0441-2014","2014/043","Introduction","Enacted","2014-08-28T00:00:00.000","A Local Law to amend the New York city charter, in relation to the voters guide requirements of the campaign finance board."
"Res 0387-2014",,"Resolution","Adopted","2014-08-21T00:00:00.000","Resolution calling on the New York State Legislature to pass, and for the Governor to sign, legislation that would mandate employee safeguards for experienced bus drivers, attendants, dispatchers and mechanics as part of all current and future bus contracts."
"Int 0449-2014","2014/044","Introduction","Enacted","2014-08-28T00:00:00.000","A Local Law to establish a program in relation to the employment of school bus drivers, attendants, dispatchers and mechanics by qualified employers."
"Res 0379-2014",,"Resolution","Adopted","2014-08-21T00:00:00.000","Resolution calling on the New York City Department of Correction to end the practice of placing individuals returning to City jails into punitive segregation, also known as solitary confinement, to complete time owed."
"T2014-1620",,"Oversight","Filed","2014-09-04T00:00:00.000","Oversight – The September People’s Climate March and the United Nations Climate Summit: Can Unity between People and Policymakers promote global agreement on Climate Change in 2015?"
"Res 0382-2014",,"Resolution","Adopted","2014-08-21T00:00:00.000","Resolution approving the new designation and changes in the designation of certain organizations to receive funding in the Expense Budget."
"Int 0430-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to prohibiting the use of high-frequency noise devices designed to repel or deter certain persons from entering upon real property."
"Int 0429-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to notification of discolored water or reduction of water pressure."
"Res 0361-2014",,"Resolution","Committee",,"Resolution calling upon the New York State Legislature to introduce and adopt, and the Governor to sign, legislation which would authorize the City of New York to establish a Small Performance Venue Business Tax Credit."
"LU 0107-2014",,"Land Use Application","Adopted","2014-08-21T00:00:00.000","Application No. C 140111 ZMQ submitted by 176 Woodward Owner, LLC pursuant to Sections 197-c and 201 of the New York City Charter for the amendment of the Zoning Map, Section No. 13b, changing an M1-1 to a R5B District; and an M1-1 to R6B/C1-3 District, in the Ridgewood section of the Borough of Queens, Community Board 5, Council District 34."
"Int 0427-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to newsrack requirements."
"Res 0360-2014",,"Resolution","Committee",,"Resolution calling on the New York State Legislature to introduce legislation that would create a statewide online registry of individuals convicted of gun-related offenses."
"Res 0359-2014",,"Resolution","Committee",,"Resolution calling upon the United States Congress to pass and the President to sign legislation requiring the United States Small Business Administration to forgive disaster recovery loans made to home and business owners following Hurricane Sandy."
"Int 0425-2014",,"Introduction","Laid Over in Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to a communications access plan for certain emergency events."
"Int 0428-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to requiring the issuance of a five year plan to expand wi-fi access in city parks."
"Int 0426-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to benefits counseling services for veterans."
"Int 0431-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to outdoor signs."
"Int 0421-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to the powers and duties of the commission on human rights."
"Int 0409-2014","2014/067","Introduction","Enacted","2014-12-14T00:00:00.000","A Local Law to amend the administrative code of the city of New York, in relation to regulating publicly accessible collection bins."
"Int 0418-2014",,"Introduction","Committee",,"A Local Law to amend the New York city charter, in relation to written explanations by the board of standards and appeals."
"Res 0351-2014",,"Resolution","Committee",,"Resolution calling upon the Department of Education to calculate salaries of teachers in the New York City public school system based on the Department’s central budget rather than an individual school’s budget."
"Int 0410-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to arterial roadway towing."
"Int 0420-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to mitigation of construction noise within seventy-five feet of a school."
"Res 0358-2014",,"Resolution","Committee",,"Resolution calling upon the New York State Legislature to introduce and pass, and the Governor to sign a law, which would amend the General Municipal Law to afford municipalities greater latitude to advance social goals through procurement."
"Int 0411-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York in relation to requirements and enforcement of newsrack provisions."
"Res 0353-2014",,"Resolution","Committee",,"Resolution supporting a statewide and national ban on nontherapeutic uses of antibiotics in livestock production and calling upon the United States Congress to pass and the President to sign the Preventing Antibiotic Resistance Act (S. 1256) and the Preservation of Antibiotics for Medical Treatment Act (H.R. 1150)."
"Res 0354-2014",,"Resolution","Adopted","2014-09-10T00:00:00.000","Resolution calling upon the United States Senate to pass and President to sign companion legislation to H.R. 863, which would establish a commission to study the creation of a National Women’s History Museum."
"Int 0417-2014",,"Introduction","Committee",,"A Local Law to amend the New York city charter, in relation to providing public notice of production permits."
"Res 0356-2014",,"Resolution","Adopted","2014-09-10T00:00:00.000","Resolution recognizing the dangers of climate change to human health and the environment and endorsing the People’s Climate March NYC scheduled to precede the United Nations Summit on Climate Change that will take place on September 23, 2014, in New York City, which is “aimed at catalyzing action by governments, business, finance, industry, and civil society in areas for new commitments and substantial, scalable and replicable contributions to the Summit that will help the world shift toward a low-carbon economy.”"
"Res 0349-2014",,"Resolution","Committee",,"Resolution calling on the New York State Senate to pass S.5740 and the Governor to sign such legislation into law, which would amend the New York State Correction Law by enhancing training for staff in residential mental health treatment unit programs inside correctional facilities."
"Int 0424-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to the food service establishment advisory board."
"Int 0423-2014",,"Introduction","Laid Over in Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to worker cooperatives."
"Res 0355-2014",,"Resolution","Laid Over in Committee",,"Resolution calling on the New York City Department of Education to bring more mentoring programs into schools to combat bullying and violence, as called for in the Stop School Violence online petition campaign by Anthony Vargas, a local high school student."
"Res 0348-2014",,"Resolution","Committee",,"Resolution calling upon the New York State Legislature to pass and the Governor to sign, A.8859/S.4469A, to amend the Education Law, in relation to hazing, serving alcohol to minors and illegal drug offenses."
"Int 0414-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to information required to be posted by owners of residential dwellings during utility outages and other emergencies."
"Int 0416-2014",,"Introduction","Committee",,"A Local Law to amend the New York city charter, in relation to notification of community boards of changes of regulations relating to traffic."
"Res 0371-2014",,"Resolution","Adopted","2014-07-24T00:00:00.000","RESOLUTION APPROVING THE APPOINTMENT BY THE MAYOR OF CHERYL COHEN EFFRON AS A MEMBER OF THE NEW YORK CITY PLANNING COMMISSION."
"Int 0415-2014",,"Introduction","Committee",,"A Local Law to amend the New York city charter, in relation to requiring that no videotape, or its contents, produced by an agency be destroyed or otherwise disposed of and that the head of each agency transmit to the municipal reference and research center such material in a timely manner."
"Int 0413-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York, in relation to requiring restaurants to disclose when gratuity is included in the total cost of services."
"Int 0412-2014",,"Introduction","Committee",,"A Local Law to amend the administrative code of the city of New York in relation to modular newsracks."
"Res 0350-2014",,"Resolution","Committee",,"Resolution calling upon the New York City Department of Education to enforce Chancellor’s Regulation A-801, which requires that students on school buses wear seat belts until the bus comes to a destination stop."
"Int 0419-2014",,"Introduction","Laid Over in Committee",,"A Local Law to amend the New York city charter, in relation to a comprehensive cultural plan."
"M 0106-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a change of location base station license High Class Limo Car Svce Corp., Council District 14, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0105-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal and change of name base station license Habirah Inc., Council District 44, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0104-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal and officer change base station license 79 Masada III, Inc., Council District 48, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0103-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal and officer change base station license POWER LUXURY RADIO DISPATCH INC., Council District 7, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0102-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal and ownership change base station license DT Brooklyn Car And Limo Svc. Inc., Council District 35, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0101-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license BLUE WHITE ASSOC. TRANS.SVC., Council District 11, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0100-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license MUNKACS CAR SVC LTD., Council District 39, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0099-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license RESCUE C/S INC., Council District 35, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0098-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license TRANSP UNLIMITED., Council District 40, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0097-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license J.J.S. Transportation Co. Inc., Council District 50, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0096-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license Mirage Limousine Service, Inc., Council District 26, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0095-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license Vic & Bay Car Service, Inc., Council District 49, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0094-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license Old Town Cars Corp., Council District 49, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0093-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license Lincoln Limo SVCE INC., Council District 26, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0092-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license New American, Council District 39, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0091-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a renewal base station license LIL'D Dispatch Inc., Council District 38, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0090-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a new base station license Alfred Holding Inc., Council District 31, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0089-2014",,"Communication","Committee",,"Communication from the Taxi & Limousine Commission – Submitting its approval of an application for a new base station license Daddy Limo Inc., Council District 20, pursuant to Section 19-511(i), of the administrative code of the city of New York."
"M 0088-2014",,"Mayor's Message","Adopted","2014-08-21T00:00:00.000","Communication from the Mayor - Submitting the name of Jacques Jiha to the Council for its advice and consent regarding his appointment to the New York City Taxi and Limousine Commission, Pursuant to Sections 31 and 2301 of the City Charter."
"M 0087-2014",,"Mayor's Message","Adopted","2014-08-21T00:00:00.000","Communication from the Mayor - Submitting the name of John Gustafsson to the Council for its advice and consent regarding his appointment to the Landmarks Preservation Commission, Pursuant to Sections 31 and 3020 of the City Charter."
"M 0086-2014",,"Mayor's Message","Adopted","2014-08-21T00:00:00.000","Communication from the Mayor - Submitting the name of Adi Shamir Baron to the Council for its advice and consent regarding her appointment to the Landmarks Preservation Commission, Pursuant to Sections 31 and 3020 of the City Charter."
"M 0085-2014",,"Mayor's Message","Adopted","2014-08-21T00:00:00.000","Communication from the Mayor - Submitting the name of Margery Perlmutter to the Council for its advice and consent regarding her appointment to the New York City Board of Standards and Appeals, Pursuant to Sections 31 and 659 of the City Charter."
"M 0084-2014",,"Mayor's Message","Received, Ordered, Printed and Filed","2014-07-24T00:00:00.000","Communication from the Mayor - Withdrawing the nomination of Marcie Kesner (M 82) from the City Council for its advice and consent regarding her appointment to the Landmarks Preservation Commission."
