"business_name","address","industry_group","type","telephone","cross_streets","zip_code","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"Vacant","509 Madison Ave","Vacant","Vacant",,"between 52nd - 53rd St","10022","MANHATTAN","40.759555","-73.974346","5","4","102","1035714","1012880051","Midtown-Midtown South                                                      "
"H2O+","511 Madison Ave ","Misc. Retail","Cosmetics","212-750-8119","between 52nd - 53rd St","10022","MANHATTAN","40.759643","-73.974281","5","4","102","1035714","1012880051","Midtown-Midtown South                                                      "
"Camicissima Milano","511 Madison Ave","AA&F","Men's Apparel",,"between 52nd - 53rd St","10022","MANHATTAN","40.759643","-73.974281","5","4","102","1035714","1012880051","Midtown-Midtown South                                                      "
"Cute Toonz ","372 Fifth Ave","Misc. Retail","Gifts/Souvenirs","212 967 6942","between 35th - 36th St","10016","MANHATTAN","40.749341","-73.984369","5","4","84","1015898","1008370040","Midtown-Midtown South                                                      "
"Beads on Fifth ","376 Fifth Ave ","Misc. Retail","Art & Photography Supplies","212-244-6616","between 35th - 36th St","10016","MANHATTAN","40.749297","-73.983947","5","4","84","1015898","1008370040","Midtown-Midtown South                                                      "
"42nd Photo","378 Fifth Ave ","Misc. Retail","Art & Photography Supplies","212-594-6565","between 35th - 36th St","10016","MANHATTAN","40.749344","-73.983911","5","4","84","1015898","1008370040","Midtown-Midtown South                                                      "
"Rainbow","380 Fifth Ave ","AA&F","Women's Apparel","212-947-0829","between 35th - 36th St","10016","MANHATTAN","40.749393","-73.983878","5","4","84","1015898","1008370040","Midtown-Midtown South                                                      "
"David Z.","384 Fifth Ave ","AA&F","Unisex Footwear","917-351-1484","between 35th - 36th St","10016","MANHATTAN","40.749489","-73.983806","5","4","84","1015899","1008370045","Midtown-Midtown South                                                      "
"City Sports","390 Fifth Ave","AA&F","Sporting Goods & Athletic Apparel","212-695-0171","between 36th - 37th St","10016","MANHATTAN","40.749807","-73.98408","5","4","84","1015900","1008370048","Midtown-Midtown South                                                      "
"W Café","390 Fifth Ave ","Food & Drink","Quick-Serve Eatery","212-563-9444","between 36th - 37th St","10016","MANHATTAN","40.749807","-73.98408","5","4","84","1015900","1008370048","Midtown-Midtown South                                                      "
"Starbucks ","373 Fifth Ave","Food & Drink","Quick-Serve Eatery","212-490-3189","between 35th - 36th St","10016","MANHATTAN","40.749193","-73.984001","5","4","82","1017116","1008650001","Murray Hill-Kips Bay                                                       "
"Oxford Café","375 Fifth Ave ","Food & Drink","Quick-Serve Eatery","212-889-7757","between 35th - 36th St","10016","MANHATTAN","40.749253","-73.983954","5","4","82","1017117","1008650002","Murray Hill-Kips Bay                                                       "
"I Love Souvenirs","377 Fifth Ave","Misc. Retail","Gifts/Souvenirs","212-532-5338","between 35th - 36th St","10016","MANHATTAN","40.749316","-73.983907","5","4","82","1017118","1008650003","Murray Hill-Kips Bay                                                       "
"You & I","379 Fifth Ave","AA&F","Acc., Jewelry & Watches","212-889-1208","between 35th - 36th St","10016","MANHATTAN","40.749376","-73.983864","5","4","82","1017119","1008650004","Murray Hill-Kips Bay                                                       "
"Memories of Fifth Ave","381 Fifth Ave ","Misc. Retail","Gifts/Souvenirs","212-679-3811","between 35th - 36th St","10016","MANHATTAN","40.74944","-73.983817","5","4","82","1080792","1008650073","Murray Hill-Kips Bay                                                       "
"Ricky's","383 Fifth Ave","Misc. Retail","Cosmetics","212-481-6701","between 35th - 36th St","10016","MANHATTAN","40.749503","-73.983773","5","4","82","1080793","1008650073","Murray Hill-Kips Bay                                                       "
"New York #1 Gifts Inc.","385 Fifth Ave","Misc. Retail","Gifts/Souvenirs","212-779-7568","between 35th - 36th St","10016","MANHATTAN","40.749563","-73.983726","5","4","82","1017134","1008650071","Murray Hill-Kips Bay                                                       "
"Vitamin Shoppe","385 Fifth Ave ","Misc. Retail","Health & Beauty","212-532-4534","between 35th - 36th St","10016","MANHATTAN","40.749563","-73.983726","5","4","82","1017134","1008650071","Murray Hill-Kips Bay                                                       "
"Setai Fifth Avenue","392-400 Fifth Ave ","Food & Drink","Restaurant",,"between 36th - 37th St","10016","MANHATTAN","40.749821","-73.983564","5","4","84","1000000","1008387501","Midtown-Midtown South                                                      "
"Comp U Photo ","402 Fifth Ave ","Misc. Retail","Art & Photography Supplies","212-594-5886","between 36th - 37th St","10016","MANHATTAN","40.750131","-73.98334","5","4","84","1015938","1008380048","Midtown-Midtown South                                                      "
"Oasis ","402 Fifth Ave ","Misc. Retail","Health & Beauty","212-736-1482","between 36th - 37th St","10016","MANHATTAN","40.750131","-73.98334","5","4","84","1015938","1008380048","Midtown-Midtown South                                                      "
"Capital One Bank","404 Fifth Ave ","Financial Services","Full-Service Branch","212-967-9400","between 36th - 37th St","10016","MANHATTAN","40.750192","-73.983297","5","4","84","1015938","1008380048","Midtown-Midtown South                                                      "
"Pret-A-Manger","389 Fifth Ave ","Food & Drink","Quick-Serve Eatery","212-716-3500","between 36th - 37th St","10016","MANHATTAN","40.749813","-73.983546","5","4","82","1017175","1008660001","Murray Hill-Kips Bay                                                       "
"Glance Eyewear (2nd Floor)","389 Fifth Ave (2nd floor)","Pers. & Prof. Services","Optical/Eyewear","212-689-2288","between 36th - 37th St","10016","MANHATTAN","40.749813","-73.983546","5","4","82","1017175","1008660001","Murray Hill-Kips Bay                                                       "
"Yankees Clubhouse ","393 Fifth Ave ","AA&F","Sporting Goods & Athletic Apparel","212-685-4693","between 36th - 37th St","10016","MANHATTAN","40.749901","-73.983481","5","4","82","1017176","1008660003","Murray Hill-Kips Bay                                                       "
"Burger King ","401 Fifth Ave","Food & Drink","Quick-Serve Eatery","212-679-4646","between 36th - 37th St","10016","MANHATTAN","40.750074","-73.983358","5","4","82","1017190","1008660076","Murray Hill-Kips Bay                                                       "
"TD Bank #28","401 Fifth Ave","Financial Services","Full-Service Branch","212-679-2270","between 36th - 37th St","10016","MANHATTAN","40.750074","-73.983358","5","4","82","1017190","1008660076","Murray Hill-Kips Bay                                                       "
"401 Gifts","401 Fifth Ave","Misc. Retail","Gifts/Souvenirs",,"between 36th - 37th St","10016","MANHATTAN","40.750074","-73.983358","5","4","82","1017190","1008660076","Murray Hill-Kips Bay                                                       "
"Citibank","411 Fifth Ave ","Financial Services","Full-Service Branch","212-889-0731","between 36th - 37th St","10016","MANHATTAN","40.75043","-73.983098","5","4","82","1017191","1008670001","Murray Hill-Kips Bay                                                       "
"Au Bon Pain","420 Fifth Ave","Food & Drink","Quick-Serve Eatery","212-730-5401","between 37th - 38th St","10016","MANHATTAN","40.750809","-73.982845","5","4","84","1081017","1008397501","Midtown-Midtown South                                                      "
"Vacant","420 Fifth Ave ","Vacant","Vacant","212-674-2556 ext. 100","between 37th - 38th St","10016","MANHATTAN","40.750809","-73.982845","5","4","84","1081017","1008397501","Midtown-Midtown South                                                      "
"Vacant","417 Fifth Ave ","Vacant","Vacant","212-252-0099","between 37th - 38th St","10016","MANHATTAN","40.750691","-73.982907","5","4","82","1017224","1008670070","Murray Hill-Kips Bay                                                       "
"Vacant","417 Fifth Ave ","Vacant","Vacant",,"between 37th - 38th St","10016","MANHATTAN","40.750691","-73.982907","5","4","82","1017224","1008670070","Murray Hill-Kips Bay                                                       "
"Vacant","417 Fifth Ave ","Vacant","Vacant","212-372-2430","between 37th - 38th St","10016","MANHATTAN","40.750691","-73.982907","5","4","82","1017224","1008670070","Murray Hill-Kips Bay                                                       "
"Zales Jewelers","417 Fifth Ave ","AA&F","Acc., Jewelry & Watches","212-679-3626","between 37th - 38th St","10016","MANHATTAN","40.750691","-73.982907","5","4","82","1017224","1008670070","Murray Hill-Kips Bay                                                       "
"Lord & Taylor ","424-434 Fifth Ave ","AA&F","Department Store","212-391-3344","between 38th - 39th St","10016","MANHATTAN","40.751056","-73.982665","5","4","84","1016004","1008400042","Midtown-Midtown South                                                      "
"Sleepy's ","425 Fifth Ave ","Misc. Retail","Home Furnishings","212-686-0258","between 38th - 39th St","10016","MANHATTAN","40.7509","-73.982131","5","4","82","1085975","1008687503","Murray Hill-Kips Bay                                                       "
"GNC","431 Fifth Ave ","Misc. Retail","Health & Beauty","212-889-3168","between 38th - 39th St","10016","MANHATTAN","40.751265","-73.982488","5","4","82","1017226","1008680005","Murray Hill-Kips Bay                                                       "
"KO Computer Inc","431 Fifth Ave (2nd floor)","Misc. Retail","Elec. & Telecom.","212-213-4990","between 38th - 39th St","10016","MANHATTAN","40.751265","-73.982488","5","4","82","1017226","1008680005","Murray Hill-Kips Bay                                                       "
"Prima Donna","433 Fifth Ave ","Misc. Retail","Women's Apparel","212-481-4099","between 38th - 39th St","10016","MANHATTAN","40.75132","-73.982448","5","4","82","1017246","1008680075","Murray Hill-Kips Bay                                                       "
"Green Pea Deli","435 Fifth Ave","Food & Drink","Quick-Serve Eatery","212-686-5666","between 38th - 39th St","10016","MANHATTAN","40.751372","-73.982412","5","4","82","1017245","1008680074","Murray Hill-Kips Bay                                                       "
"Payless Shoe Source","437 Fifth Ave ","AA&F","Unisex Footwear","212-481-2653","between 38th - 39th St","10016","MANHATTAN","40.751427","-73.982372","5","4","82","1017244","1008680072","Murray Hill-Kips Bay                                                       "
"Vacant","452 Fifth Ave ","Vacant","Vacant",,"between 39th - 40th St","10016","MANHATTAN","40.752269","-73.982253","5","4","84","1016047","1008410049","Midtown-Midtown South                                                      "
"HSBC","452 Fifth Ave ","Financial Services","Full-Service Branch","212-525-6125","between 39th - 40th St","10018","MANHATTAN","40.752269","-73.982253","5","4","84","1016047","1008410049","Midtown-Midtown South                                                      "
"Data Vision ","445 Fifth Ave","Misc. Retail","Elec. & Telecom.","212-689-1111","between 39th - 40th St","10018","MANHATTAN","40.751512","-73.981864","5","4","82","1017603","1008697501","Murray Hill-Kips Bay                                                       "
"Chase","510 Fifth Ave ","Financial Services","Full-Service Branch","212-819-1300","between 42nd - 43rd St","10018","MANHATTAN","40.753973","-73.980538","5","4","96","1034200","1012580040","Midtown-Midtown South                                                      "
"H&M","505 Fifth Ave ","AA&F","Unisex Apparel","212-489-0396","between 42nd - 43rd St","10018","MANHATTAN","40.753663","-73.980744","5","4","94","1035344","1012770002","Midtown-Midtown South                                                      "
"Bakers","509 Fifth Ave ","AA&F","Unisex Footwear",,"between 42nd - 43rd St","10018","MANHATTAN","40.753897","-73.980571","5","4","94","1035354","1012777501","Midtown-Midtown South                                                      "
"IDB Bank","511 Fifth Ave ","Financial Services","Full-Service Branch","212-551-8500","between 42nd - 43rd St","10018","MANHATTAN","40.754001","-73.980495","5","4","94","1035353","1012770069","Midtown-Midtown South                                                      "
"Fifth Avenue Gallery Art & Antique Center","516 Fifth Ave ","Misc. Retail","Art & Photography Supplies","212-473-6666","between 43rd - 44th St","10018","MANHATTAN","40.754204","-73.980369","5","4","96","1034209","1012590035","Midtown-Midtown South                                                      "
"Vacant","331 Madison Ave","Vacant","Vacant",,"On 43rd St","10017","MANHATTAN","40.753375","-73.978849","5","4","94","1035352","1012770027","Midtown-Midtown South                                                      "
"I Heart NY T-Shirt","518 Fifth Ave ","Misc. Retail","Gifts/Souvenirs",,"between 43rd - 44th St","10018","MANHATTAN","40.754311","-73.980293","5","4","96","1034210","1012590035","Midtown-Midtown South                                                      "
"JK Gifts and Gallery","520 Fifth Ave ","Misc. Retail","Gifts/Souvenirs","212 398 0084","between 43rd - 44th St","10018","MANHATTAN","40.754421","-73.980213","5","4","96","1034211","1012590035","Midtown-Midtown South                                                      "
"Botticelli","522 Fifth Ave ","AA&F","Women's Apparel","212-632-8300","between 43rd - 44th St","10018","MANHATTAN","40.754514","-73.980145","5","4","96","1034212","1012597502","Midtown-Midtown South                                                      "
"ORVIS ","522 Fifth Ave","AA&F","Unisex Apparel","212-827-0698","between 43rd - 44th St","10018","MANHATTAN","40.754514","-73.980145","5","4","96","1034212","1012597502","Midtown-Midtown South                                                      "
"Urban Outfitters","521 Fifth Ave","AA&F","Unisex Apparel",,"between 43rd - 44th St","10018","MANHATTAN","40.754078","-73.979935","5","4","94","1035355","1012780001","Midtown-Midtown South                                                      "
"Best Buy","529 Fifth Ave ","Misc. Retail","Elec. & Telecom.","212-808-0309","between 43rd - 44th St","10018","MANHATTAN","40.754467","-73.979455","5","4","94","1035365","1012780069","Midtown-Midtown South                                                      "
"Chase Bank","530 Fifth Ave ","Financial Services","Full-Service Branch",,"between 43rd - 44th St","10018","MANHATTAN","40.754879","-73.979877","5","4","96","1034227","1012607503","Midtown-Midtown South                                                      "
"In Build-out","530 Fifth Ave ","Vacant","Vacant",,"between 44th - 45th St","10018","MANHATTAN","40.754879","-73.979877","5","4","96","1034227","1012607503","Midtown-Midtown South                                                      "
"Fossil","530 Fifth Ave ","AA&F","Acc., Jewelry & Watches","212-997-3976","between 44th - 45th St","10018","MANHATTAN","40.754879","-73.979877","5","4","96","1034227","1012607503","Midtown-Midtown South                                                      "
"Lens Crafters","530 Fifth Ave ","Pers. & Prof. Services","Optical/Eyewear","212-352-1460","between 44th - 45th St","10018","MANHATTAN","40.754879","-73.979877","5","4","96","1034227","1012607503","Midtown-Midtown South                                                      "
"Staples ","535 Fifth Ave","Misc. Retail","Office Supplies","646-227-0585","between 44th - 45th St ","10018","MANHATTAN","40.754997","-73.979769","5","4","94","1035366","1012790001","Midtown-Midtown South                                                      "
"Duane Reade ","535 Fifth Ave ","Pers. & Prof. Services","Pharmacy","212-687-8641","between 44th - 45th St ","10018","MANHATTAN","40.754997","-73.979769","5","4","94","1035366","1012790001","Midtown-Midtown South                                                      "
"Barami","535 Fifth Ave ","AA&F","Women's Apparel","212-949-1000","between 44th - 45th St ","10018","MANHATTAN","40.754997","-73.979769","5","4","94","1035366","1012790001","Midtown-Midtown South                                                      "
"Europa Café","545 Fifth Ave","Food & Drink","Quick-Serve Eatery",,"between 44th - 45th St","10018","MANHATTAN","40.755164","-73.979188","5","4","94","1035380","1012790069","Midtown-Midtown South                                                      "
"Starbucks ","545 Fifth Ave ","Food & Drink","Quick-Serve Eatery","212 687 1026  ","between 44th - 45th St","10018","MANHATTAN","40.755164","-73.979188","5","4","94","1035380","1012790069","Midtown-Midtown South                                                      "
"Cohen's Fashion Optical ","545 Fifth Ave ","Pers. & Prof. Services","Optical/Eyewear","212-697-0915","between 44th - 45th St","10018","MANHATTAN","40.755164","-73.979188","5","4","94","1035380","1012790069","Midtown-Midtown South                                                      "
"Michael C. Fina ","545 Fifth Ave ","Misc. Retail","Home Furnishings","212 557 2500 ","between 44th - 45th St","10018","MANHATTAN","40.755164","-73.979188","5","4","94","1035380","1012790069","Midtown-Midtown South                                                      "
"Safra National Bank","546 Fifth Ave ","Financial Services","Full-Service Branch","212-768-2106","between 45th - 46th St","10018","MANHATTAN","40.755447","-73.979466","5","4","96","1082895","1012610034","Midtown-Midtown South                                                      "
"Sovereign Bank","550 Fifth Ave ","Financial Services","Full-Service Branch","212-656-9963","between 45th - 46th St","10018","MANHATTAN","40.755626","-73.979336","5","4","96","1083858","1012610036","Midtown-Midtown South                                                      "
"Smiler's ","554 Fifth Ave ","Food & Drink","Quick-Serve Eatery","212-840-6580","between 45th - 46th St ","10018","MANHATTAN","40.755807","-73.979202","5","4","96","1034251","1012610038","Midtown-Midtown South                                                      "
"Cute Souvenirs","560 Fifth Ave","Misc. Retail","Gifts/Souvenirs",,"between 45th - 46th St","10018","MANHATTAN","40.756087","-73.979408","5","4","96","1034253","1012610041","Midtown-Midtown South                                                      "
"Niletti","560 Fifth Ave  (2nd Floor)","AA&F","Acc., Jewelry & Watches","212-719-1123","between 45th - 46th St","10018","MANHATTAN","40.756087","-73.979408","5","4","96","1034253","1012610041","Midtown-Midtown South                                                      "
"The New York Look","551 Fifth Ave ","AA&F","Women's Apparel","212-297-0946","between 45th - 46th St","10018","MANHATTAN","40.755617","-73.979318","5","4","94","1035389","1012810001","Midtown-Midtown South                                                      "
"Morellato","551 Fifth Ave ","AA&F","Acc., Jewelry & Watches","212-682-8710","between 45th - 46th St","10018","MANHATTAN","40.755617","-73.979318","5","4","94","1035389","1012810001","Midtown-Midtown South                                                      "
"DePicciotto Jewelers","555 Fifth Ave ","AA&F","Acc., Jewelry & Watches","212-949-7421","between 45th - 46th St ","10018","MANHATTAN","40.755801","-73.97874","5","4","94","1035401","1012810069","Midtown-Midtown South                                                      "
"Barnes & Noble ","555 Fifth Ave ","Misc. Retail","Bookstore","212-697-3048","between 45th - 46th St","10018","MANHATTAN","40.755801","-73.97874","5","4","94","1035401","1012810069","Midtown-Midtown South                                                      "
"Ryoshi","12 East 44th St (2nd Floor)","Food & Drink","Restaurant",,,,"MANHATTAN","40.754503","-73.9793","5","4","94","1035362","1012780063","Midtown-Midtown South                                                      "
"Granduca","1 East 35th St","Food & Drink","Restaurant","212-213-9167","between 5th and Madison","10016","MANHATTAN","40.749009","-73.983831","5","4","82","1017120","1008657502","Murray Hill-Kips Bay                                                       "
"Chado","4 East 36th St","Food & Drink","Restaurant","212-689-8040",,"10016","MANHATTAN","40.749563","-73.983264","5","4","82","1017133","1008650069","Murray Hill-Kips Bay                                                       "
"Toledo","6 East 36th St","Food & Drink","Restaurant",,,"10016","MANHATTAN","40.749511","-73.983138","5","4","82","1017132","1008650068","Murray Hill-Kips Bay                                                       "
"Galway Hooker Pub ","7 East 36th St","Food & Drink","Restaurant","212-725-2353",,"10016","MANHATTAN","40.749503","-73.983073","5","4","82","1017175","1008660001","Murray Hill-Kips Bay                                                       "
"Slattery's Midtown Pub","8 East 36th St","Food & Drink","Bars & Lounges","212-683-6444",,"10016","MANHATTAN","40.749459","-73.983015","5","4","82","1017131","1008650067","Murray Hill-Kips Bay                                                       "
"Vacant","9 East 36th St","Vacant","Vacant",,,"10016","MANHATTAN","40.749459","-73.982972","5","4","82","1017177","1008660009","Murray Hill-Kips Bay                                                       "
"Swift Copy Printing","10 East 36th St","Pers. & Prof. Services","Printing/Shipping","212-683-0065",,"10016","MANHATTAN","40.749407","-73.982889","5","4","82","1017122","1008650014","Murray Hill-Kips Bay                                                       "
"The Ginger Man","11 East 36th St","Food & Drink","Restaurant","212-532-3740",,"10016","MANHATTAN","40.749417","-73.982867","5","4","82","1017178","1008667501","Murray Hill-Kips Bay                                                       "
"The Archive","12 East 36th St","Food & Drink","Bars & Lounges","212-213-0093",,"10016","MANHATTAN","40.749354","-73.982766","5","4","82","1017122","1008650014","Murray Hill-Kips Bay                                                       "
"Mondello","3 East 37th St","Food & Drink","Quick-Serve Eatery","212-684-2411",,"10016","MANHATTAN","40.750189","-73.982788","5","4","82","1017224","1008670070","Murray Hill-Kips Bay                                                       "
"Hair & Beyond","5 East 37th St","Pers. & Prof. Services","Hair Salon","212-448-1192",,"10016","MANHATTAN","40.750131","-73.982647","5","4","82","1017224","1008670070","Murray Hill-Kips Bay                                                       "
"Vacant","7 East 37th St","Vacant","Vacant","212-328-2001",,"10016","MANHATTAN","40.750071","-73.98251","5","4","82","1017224","1008670070","Murray Hill-Kips Bay                                                       "
"Vacant","417 Fifth Ave ","Vacant","Vacant",,"on 38th St","10016","MANHATTAN","40.750691","-73.982907","5","4","82","1017224","1008670070","Murray Hill-Kips Bay                                                       "
"Vacant","2 East 38th St","Vacant","Vacant",,,"10016","MANHATTAN","40.75085","-73.982488","5","4","82","1017224","1008670070","Murray Hill-Kips Bay                                                       "
"38 Nail Studio","6 East 38th St","Pers. & Prof. Services","Nail Salon","212-889-1442",,"10016","MANHATTAN","40.750746","-73.982239","5","4","82","1017224","1008670070","Murray Hill-Kips Bay                                                       "
"Dynasty Tailors","6 East 38th St","Pers. & Prof. Services","Tailor","212-679-1075",,"10016","MANHATTAN","40.750746","-73.982239","5","4","82","1017224","1008670070","Murray Hill-Kips Bay                                                       "
"Vacant","425 Fifth Avenue","Vacant","Vacant",,"on 38th","10016","MANHATTAN","40.7509","-73.982131","5","4","82","1085975","1008687503","Murray Hill-Kips Bay                                                       "
"Icon Parking","250-264 Madison Ave ","Parking","Parking Lots & Garages",,"on 38th St","10016","MANHATTAN","40.750433","-73.981027","5","4","82","1017230","1008680016","Murray Hill-Kips Bay                                                       "
"Butterfield8","5 East 38th St","Food & Drink","Restaurant","212-679-0646",,"10016","MANHATTAN","40.750746","-73.982199","5","4","82","1017227","1008680008","Murray Hill-Kips Bay                                                       "
"Crown Trophy","7 East 38th St","Misc. Retail","Specialty Store","212-532-4500",,"10016","MANHATTAN","40.750688","-73.982059","5","4","82","1017228","1008680010","Murray Hill-Kips Bay                                                       "
"Japas 38","9 East 38th St ","Food & Drink","Restaurant","212-679-4040",,"10016","MANHATTAN","40.750628","-73.981918","5","4","82","1017229","1008680012","Murray Hill-Kips Bay                                                       "
"Evergreen on 38","10 East 38th St","Food & Drink","Restaurant","212-448-1199",,"10016","MANHATTAN","40.750642","-73.98199","5","4","82","1017223","1008670064","Murray Hill-Kips Bay                                                       "
"BK Shoe Repair","15 East 38th St","Pers. & Prof. Services","Shoe Care/Repair",,,"10016","MANHATTAN","40.750449","-73.981499","5","4","82","1017230","1008680016","Murray Hill-Kips Bay                                                       "
"Vacant","16 East 38th St","Vacant","Vacant",,,,"MANHATTAN","40.750482","-73.981618","5","4","82","1017222","1008670062","Murray Hill-Kips Bay                                                       "
"Bergers","2 East 39th St ","Food & Drink","Quick-Serve Eatery","212-719-4173",,"10016","MANHATTAN","40.75147","-73.98204","5","4","82","1017244","1008680072","Murray Hill-Kips Bay                                                       "
"The Berkshire Bank","4 East 39th St ","Financial Services","Full-Service Branch","212-802-1000",,"10016","MANHATTAN","40.751421","-73.981929","5","4","82","1017243","1008680070","Murray Hill-Kips Bay                                                       "
"Empire Safe & Vault","6 East 39th St","Misc. Retail","Locksmith","212-684-2255",,"10016","MANHATTAN","40.751374","-73.981817","5","4","82","1017227","1008680008","Murray Hill-Kips Bay                                                       "
"Moulded Shoes","10 East 39th St ","AA&F","Unisex Footwear","212-683-9389",,"10001","MANHATTAN","40.751281","-73.981593","5","4","82","1017228","1008680010","Murray Hill-Kips Bay                                                       "
"Vacant","335 Madison Ave","Vacant","Vacant",,"on 43rd St","10017","MANHATTAN","40.753715","-73.9786","5","4","94","1035360","1012780020","Midtown-Midtown South                                                      "
"Heavenly Bamboo Restaurant","10 East 39th St ","Food & Drink","Restaurant","212-684-2100",,"10016","MANHATTAN","40.751281","-73.981593","5","4","82","1017228","1008680010","Murray Hill-Kips Bay                                                       "
"Wood Tobe Coburn School","11 East 39th St","Other","School",,,"10016","MANHATTAN","40.751223","-73.981405","5","4","82","1017601","1008690066","Murray Hill-Kips Bay                                                       "
"Delgado Travel","14 East 39th St. ","Pers. & Prof. Services","Travel Services",,"Second Floor","10016","MANHATTAN","40.751188","-73.981366","5","4","82","1017242","1008680065","Murray Hill-Kips Bay                                                       "
"Inspirations ","16 East 39th St","Pers. & Prof. Services","Hair Salon","212-370-1400",,"10017","MANHATTAN","40.751141","-73.981254","5","4","82","1089811","1008680064","Murray Hill-Kips Bay                                                       "
"Oak Hill Graphics","18 East 39th St","Pers. & Prof. Services","Printing/Shipping","212-679-8689",,"10016","MANHATTAN","40.751092","-73.981142","5","4","82","1017230","1008680016","Murray Hill-Kips Bay                                                       "
"Café Bonjour ","20 East 39th St","Food & Drink","Quick-Serve Eatery","212-684-4040",,"10016","MANHATTAN","40.751045","-73.98103","5","4","82","1017230","1008680016","Murray Hill-Kips Bay                                                       "
"Monkeys","265 Madison Ave ","Pers. & Prof. Services","Locksmith","212-481-1224","on 39th St","10016","MANHATTAN","40.750866","-73.980319","6","4","82","1017591","1008690024","Murray Hill-Kips Bay                                                       "
"Icon Park","261 Madison Ave ","Parking","Parking Lots & Garages","212-986-9800","on 39th St ","10016","MANHATTAN","40.750806","-73.98073","6","4","82","1017231","1008680025","Murray Hill-Kips Bay                                                       "
"Icon Park","90 Park Ave ","Parking","Parking Lots & Garages",,"on 39th St ","10016","MANHATTAN","40.750504","-73.978865","6","4","82","1017595","1008690034","Murray Hill-Kips Bay                                                       "
"Rapid Park","99 Park Ave ","Parking","Parking Lots & Garages",,"on 40th St.","10016","MANHATTAN","40.750745","-73.978666","6","4","80","1019460","1008950001","Murray Hill-Kips Bay                                                       "
"Polaris Cleaners","99 Park Ave ","Pers. & Prof. Services","Dry Cleaning",,"on 40th St.","10016","MANHATTAN","40.750745","-73.978666","6","4","80","1019460","1008950001","Murray Hill-Kips Bay                                                       "
"Salmon River","3 East 40th St","Food & Drink","Restaurant","212-682-8733",,"10016","MANHATTAN","40.752058","-73.981466","5","4","82","1035312","1012750006","Murray Hill-Kips Bay                                                       "
"Bistro Market Place","90 Park Ave ","Food & Drink","Quick-Serve Eatery","212-841-7887","on 40th St.","10016","MANHATTAN","40.750504","-73.978865","6","4","82","1017595","1008690034","Murray Hill-Kips Bay                                                       "
"Café Charlie","9 East 40th St","Food & Drink","Quick-Serve Eatery","212-391-0088",,"10018","MANHATTAN","40.751915","-73.981131","5","4","82","1081143","1012750008","Murray Hill-Kips Bay                                                       "
"Angel's Nail","15 East 40th St","Pers. & Prof. Services","Nail Salon","212-725-1420",,"10016","MANHATTAN","40.751772","-73.980795","5","4","82","1035315","1012750012","Murray Hill-Kips Bay                                                       "
"Art Gallery and Framing","15 East 40th St","Misc. Retail","Art & Photography Supplies","212-684-4300",,"10016","MANHATTAN","40.751772","-73.980795","5","4","82","1035315","1012750012","Murray Hill-Kips Bay                                                       "
"Fed Ex Office","90 Park Ave ","Pers. & Prof. Services","Printing/Shipping","212-869-5263",,"10016","MANHATTAN","40.750504","-73.978865","6","4","82","1017595","1008690034","Murray Hill-Kips Bay                                                       "
"Jack's 99 Cents Store","16 East 40th St","Department Store","Department Store","212-490-5664",,"10016","MANHATTAN","40.751723","-73.980716","5","4","82","1017600","1008690064","Murray Hill-Kips Bay                                                       "
"Sterling National Bank","622 Third Ave ","Financial Services","Full-Service Branch","212-696-5767",,"10016","MANHATTAN","40.749581","-73.975324","6","4","80","1089024","1012950033","Murray Hill-Kips Bay                                                       "
"Studio Hair Plus","20 East 40th St","Pers. & Prof. Services","Hair Salon","212-490-9821",,"10017","MANHATTAN","40.751618","-73.980467","5","4","82","1017599","1008690061","Murray Hill-Kips Bay                                                       "
"Fifth Avenue Epicure","20 East 40th St","Pers. & Prof. Services","Nail Salon","212-689-3255",,"10016","MANHATTAN","40.751618","-73.980467","5","4","82","1017599","1008690061","Murray Hill-Kips Bay                                                       "
"Photo Mission Ltd.","22 East 40th St","Misc. Retail","Art & Photography Supplies","212-683-4700",,"10016","MANHATTAN","40.751421","-73.979998","6","4","82","1017597","1008690054","Murray Hill-Kips Bay                                                       "
"Food Merchants","26 East 40th St","Food & Drink","Quick-Serve Eatery","212-972-8701",,"10016","MANHATTAN","40.751396","-73.979943","6","4","82","1017597","1008690054","Murray Hill-Kips Bay                                                       "
"Chemist Shop","30 East 40th St","Pers. & Prof. Services","Pharmacy","212-687-0005",,"10016","MANHATTAN","40.751371","-73.979886","6","4","82","1017596","1008690049","Murray Hill-Kips Bay                                                       "
"Park Madison Salon","30 East 40th St","Pers. & Prof. Services","Hair Salon","212-684-5125",,"10016","MANHATTAN","40.751371","-73.979886","6","4","82","1017596","1008690049","Murray Hill-Kips Bay                                                       "
"Allan's Florets","30 East 40th St","Misc. Retail","Florist","212-683-8176",,"10016","MANHATTAN","40.751371","-73.979886","6","4","82","1017596","1008690049","Murray Hill-Kips Bay                                                       "
"Concord Hair Design Studio","124 East 40th St","Pers. & Prof. Services","Hair Salon","212-213-8330",,"10016","MANHATTAN","40.750309","-73.977367","6","4","80","1019491","1008950078","Murray Hill-Kips Bay                                                       "
"Peter Dillon's ","130 East 40th St","Food & Drink","Bars & Lounges","212-532-0692",,"10016","MANHATTAN","40.75005","-73.97675","6","4","80","1019487","1008950069","Murray Hill-Kips Bay                                                       "
