"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","location_point"
"50109708","MADAM MIKETTE'S","Manhattan","987","2 AVENUE","10022","3473791381",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.756323928993","-73.967474612419","106","04","009800","1038530","1013260022","MN19",
"50104476","OTTAVA, SAINT EVES","Brooklyn","1123","8 AVENUE","11215","9174075786",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.664355128212","-73.980366155755","306","39","016700","3026308","3010970001","BK37",
"50101619","Caribbean Soul","Brooklyn","249","BUSHWICK AVENUE","11206","7572549710",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.707398271705","-73.939783454396","301","34","049300","3071253","3030640002","BK78",
"50119636","GONG CHA","Manhattan","2061","BROADWAY","10023","6142841775",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.77818089758","-73.982112544602","107","06","015900","1030418","1011630030","MN14",
"50102591","DYNASTY RESTAURANT","Brooklyn","2670","CONEY ISLAND AVENUE","11235","6465121199",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.591481554603","-73.96068531414","315","48","037000","3195539","3072040023","BK19",
"50120807",,"Brooklyn","1109","CLARKSON AVENUE","11212","9293971599",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.660248407422","-73.921458653679","317","41","088400","3100680","3046310054","BK96",
"50108410","THE BOSS OF THE TACOS AND PIZZA","Queens","4405","30TH AVE","11103","3474831201",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.762322017037","-73.911645380937","401","22","014700","4012143","4007000047","QN70",
"50115872","ROBATAYA NY LLC dba, Hi-Collar","Manhattan","231","EAST    9 STREET","10003","2122283030",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.729613161309","-73.988230482697","103","02","004000","1006802","1004650058","MN22",
"50119443",,"Brooklyn","3167","CONEY ISLAND AVENUE","11235","9179745251",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.578715193504","-73.959681290111","313","48","061003","3245357","3087070070","BK19",
"50116377","space 71x inc","Brooklyn","71","MALCOLM X BOULEVARD","11221","7183079215",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.691599764087","-73.930771949699","303","36","038700","3324986","3016120001","BK35",
"50113705",,"Brooklyn","80","KENT STREET","11222","3475044405",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.730539329819","-73.958091705812","301","33","056500","3337033","3025570024","BK76",
"50111073","LEVY - FOREST HILLS STADIUM","Queens","1","TENNIS PLACE","11375","9174174384",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.718998770783","-73.846638263739","406","29","072300","4437648","4032190001","QN17",
"50126576",,"Bronx","1586","UNIVERSITY AVENUE","10453","3472702463",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.846811944799","-73.920670056642","205","14","021502","2008818","2028760064","BX36",
"50112671","BAYLANDER STEEL BEACH","Manhattan","000","WEST HARLEM PIERS PARK",,"6462070440",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"0","0",,,,,"1",,
"50105746","SONG TEA","Queens","3819","MAIN ST","11354","6178237592",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.760644618339","-73.830659053906","407","20","087100","4534816","4049787501","QN22",
"50107036","PARTNERS COFFEE","Manhattan","44","CHARLES STREET","10014","3474576160",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.735007205214","-74.002294917621","102","03","007300","1010829","1006110016","MN23",
"50120838","MICHAELI BAKERY","Manhattan","401","EAST   90 STREET","10128","6462438678",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.77929548065","-73.947163595646","108","05","015200","1050719","1015700001","MN32",
"50090897","THE RIVER BUILLDING","Manhattan","1228","YORK AVENUE","10065","2123278626",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.762937939147","-73.956583970812","108","05","011600",,"1","MN31",
"50072404","GRECA","Manhattan","452","WASHINGTON STREET","10013","9172614795","Greek","2022-05-12T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","56",,,"2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.723986535003","-74.010267690768","101","01","003900","1000000","1002240001","MN24",
"41086967","IL SOLE","Manhattan","229233","DYCKMAN STREET",,"2125440406","Italian","2019-10-11T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,"2022-08-29T06:00:14.000","Smoke-Free Air Act / Initial Inspection","0","0",,,,,"1",,
"50110974",,"Brooklyn","2","KNICKERBOCKER AVENUE","11237","908 7689261",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.707679371791","-73.931992345105","301","34","045300","3070605","3029910005","BK77",
"50118543","Mr. Dak","Queens","19415","NORTHERN BLVD","11358","6467044212",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.757910169992","-73.787379526982","411","19","118100","4121140","4053700002","QN48",
"50121060","GOLDEN WONTON KING","Queens","15401","NORTHERN BLVD","11354","7187990033",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.764656712982","-73.810848066703","407","19","117100","4119175","4052650007","QN51",
"50125806","BENJYS PIZZA","Queens","7272","MAIN ST","11367","16462088126",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.724890193136","-73.820911737018","408","24","077902","4143473","4066230033","QN37",
"50115392",,"Manhattan","601","LEXINGTON AVENUE","10022","9179818268",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.758457530151","-73.970913550161","106","04","010000","1036474","1013087501","MN19",
"50114091","IHOP 3720","Queens","2161","31ST ST","11105","9147040727",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.77688971418","-73.909748443942","401","22","011300","4016921","4008310001","QN72",
"50115150",,"0","N/A","N/A","N/A","3473618178",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,,,,,,,,,
"50123102","SIGNAL","Queens","16210","CROCHERON AVE","11358","7188860818",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.762497931927","-73.803482876938","407","19","117100","4119545","4052850006","QN51",
"50067074","BAZAR","Manhattan","31","WEST   26 STREET","10010","2125108155","Tapas","2019-10-22T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable","0","A","2019-10-22T00:00:00.000","2022-08-29T06:00:16.000","Cycle Inspection / Re-inspection","40.744124877251","-73.989786935337","105","03","005800","1015637","1008280015","MN13",
"50117557","NEXT MOVE CAFE","Brooklyn","6","BAY   23 STREET","11214","3472061904",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.604696219316","-73.999376976661","311","47","028400","3166819","3063730056","BK28",
"50122364","SUITE 150","Manhattan","1","POLICE PLZ","10038","9088127520",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.712332706419","-74.00089456795","101","01","002900","1079143","1001190001","MN27",
"50002977","FAMOUS PIZZA EXPRESS","Bronx","570","KAPPOCK STREET","10463","7188548510","Pizza","2022-03-25T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","20",,,"2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.878820964898","-73.916755153541","208","11","029302","2083248","2057230066","BX29",
"41304673","KEVIN'S","Brooklyn","277","VAN BRUNT AVENUE",,"7185968335","American","2019-09-27T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable","0",,,"2022-08-29T06:00:14.000","Inter-Agency Task Force / Initial Inspection","0","0",,,,,"3",,
"50114090",,"Manhattan","771","BROADWAY","10003","2122285020",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.731249356436","-73.991859998323","102","02","005900","1009099","1005617501","MN23",
"50123954",,"Queens","3440","UNION ST","11354","6465964225",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.765899250002","-73.82774677327","407","20","088901","4112105","4049560049","QN22",
"50044368","CHOPSTICK","Brooklyn","884","REMSEN AVENUE","11236","7186298555","Chinese","2022-06-02T00:00:00.000","Establishment re-opened by DOHMH.",,,"Not Applicable","0","Z","2022-06-02T00:00:00.000","2022-08-29T06:00:14.000","Cycle Inspection / Reopening Inspection","40.646378281768","-73.912833728405","318","45","096000","3397396","3079200006","BK50",
"50063518","ASIAN YUMMY HOUSE","Brooklyn","824","BROADWAY","11206","7185998889","Chinese","2019-03-19T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical","8","A","2019-03-19T00:00:00.000","2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.699281776951","-73.93939410739","303","36","028501","3042838","3015790026","BK78",
"50116837","YOPPARAI RONIN","Manhattan","69A","CLINTON ST","10002","6464160234",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.71933362663","-73.984949471573","103","01","003001",,"1","MN27",
"50106475","ARBERIA GRILL AND CAFE","Brooklyn","2325","65 STREET","11204","7186764408",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.612110627574","-73.978573531093","311","44","043600","3172519","3065590068","BK29",
"50114537","MAMA'S CUPBOARD","Manhattan","42","BROADWAY","10004","6469191465",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.706263297358","-74.012908734166","101","01","000900","1000812","1000220020","MN25",
"50117050",,"Brooklyn","188","JAMAICA AVENUE","11207","3474979996",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.680253981788","-73.892959638513","305","37","114600","3086808","3039170002","BK83",
"50017852","CHOTE NAWAB","Manhattan","115","LEXINGTON AVENUE","10016","2126794603","Indian","2019-07-23T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","11","A","2019-07-23T00:00:00.000","2022-08-29T06:00:14.000","Cycle Inspection / Re-inspection","40.742540271591","-73.982515506331","106","02","006800","1018193","1008830066","MN21",
"50123508","SUKHWINDER SINGH","Queens","11601","101ST AVE","11419","3479246040",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.689274444157","-73.828392614794","409","28","012000","4441339","4094510050","QN54",
"50122585",,"Queens","6416","FRESH POND RD","11385","3473068879",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.710142037389","-73.899245372177","405","30","059300","4084722","4035250049","QN20",
"50117699",,"Queens","2821","STEINWAY ST","11103","3477834924",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.765211218107","-73.91390139679","401","22","014700","4010782","4006630012","QN70",
"40876618","BIJAN'S","Brooklyn","7981","HOYT STREET",,"7188555574","American","2022-06-22T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","26",,,"2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","0","0",,,,,"3",,
"50067257","SAJHOMA RESTAURANT","Brooklyn","408","NEW LOTS AVENUE","11207","3476737555","Spanish","2021-11-30T00:00:00.000","Violations were cited in the following area(s).","09C","Food contact surface not properly maintained.","Not Critical","13","A","2021-11-30T00:00:00.000","2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.662080382875","-73.892513132159","305","42","112800","3096441","3042990008","BK85",
"50119015",,"Queens","8513","111TH ST","11418","3478954453",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.700312659664","-73.838858956055","409","32","013000",,"4","QN54",
"50120759",,"Manhattan","1152","1 AVENUE","10065","9177832175",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.76224750887","-73.960020993042","108","05","010602","1045377","1014587504","MN31",
"41679611","TAKESUSHI","Queens","4346","42 STREET","11104","7187298253","Japanese","2018-10-18T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical","31",,,"2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.744573812143","-73.922221382615","402","26","018102","4002472","4001880043","QN31",
"50107404","COFFEE BAR","Queens","3937","43RD AVE","11104","8003115613",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.745626652691","-73.924612875817","402","26","018101","4002418","4001860042","QN31",
"50121676",,"Brooklyn","100","JAMAICA AVENUE","11207","9173555176",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.678634984386","-73.896405310307","305","37","114600","3083112","3036610015","BK83",
"41085105","BROADWAY AU LAIT","Manhattan","307072","BROADWAY",,"2128658429","Vegetarian","2022-03-07T00:00:00.000","Violations were cited in the following area(s).","10C","Lighting Inadequate","Not Critical","5","A","2022-03-07T00:00:00.000","2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","0","0",,,,,"1",,
"50126593",,"Queens","4215","CRESCENT ST","11101","3479728249",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.750159589988","-73.940946511455","402","26","001900","4005057","4004230005","QN31",
"41576836","DELI ON MADISON","Manhattan","420","MADISON AVENUE","10017","2123086140","American","2020-01-14T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","30",,,"2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.75688053465","-73.976310519699","105","04","009400","1035438","1012840017","MN17",
"50112540","YOMIE'S RICE X YOGURT","Queens","8612","JUSTICE AVE","11373","9178619918",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.737647685529","-73.877054599537","404","25","047300","4045399","4018420012","QN29",
"41629960","NEW KING WAH","Queens","2104","NEWTOWN AVENUE","11102","7185457000","Chinese","2022-06-13T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches present in facility's food and/or non-food areas.","Critical","33",,,"2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.772103341315","-73.925741720021","401","22","007100","4458141","4005430015","QN71",
"50121809",,"Queens","12420","LIBERTY AVE","11419","6465338691",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.687869837292","-73.819915383921","410","28","015802","4204517","4095780010","QN55",
"50114991","ALPHAA OMEGAA FRESH FOOD COURT","Bronx","249","WEST  231 STREET","10463","9178470077",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.879751741296","-73.906454907184","208","11","028900","2083167","2057060001","BX29",
"50122106","W'S BAR AND RESTAURANT","Staten Island","7001","AMBOY ROAD","10307","7189489412",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.515842237008","-74.233502136328","503","51","024800","5088658","5080080014","SI11",
"50083249","BUSHWICK HALL OF MUSIC","Brooklyn","428","TROUTMAN STREET","11237","9176535345",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.707214764481","-73.92219300383","304","34","044700","3072615","3031890016","BK77",
"50126154","POLLOS NAPOLES","Queens","4513","34TH AVE","11101","6462516279",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.754717304935","-73.916676230217","401","26","016100","4439582","4007080071","QN70",
"50121666","FIORENTINA RESTAURANT","Manhattan","852","8 AVENUE","10019","2129180737",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.763120897498","-73.985481022323","105","03","013100","1081646","1010230002","MN17",
"50018155","NO. 1 KITCHEN","Bronx","839","PROSPECT AVENUE","10459","7188610291","Chinese","2022-01-24T00:00:00.000","Establishment re-opened by DOHMH.",,,"Not Applicable","0","Z","2022-01-24T00:00:00.000","2022-08-29T06:00:14.000","Cycle Inspection / Reopening Inspection","40.820060569313","-73.901466497603","201","17","007700","2116639","2026770026","BX34",
"41641101","SIRENAS","Bronx","1896","JEROME AVENUE","10453","9177923395","Tex-Mex","2020-01-27T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable","0","A","2020-01-27T00:00:00.000","2022-08-29T06:00:16.000","Cycle Inspection / Re-inspection","40.85009002159","-73.910628305122","205","14","023301","2008233","2028520009","BX41",
"41483706","TIFERS RIVKA","Brooklyn","125763","38 STREET",,"7186868700","Jewish/Kosher","2018-02-22T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","12","A","2018-02-22T00:00:00.000","2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","0","0",,,,,"3",,
"50076434","WEST PLACE","Manhattan","1288","AMSTERDAM AVENUE","10027","2129329390","Chinese","2018-10-23T00:00:00.000","Violations were cited in the following area(s).","20F","Current letter grade sign not posted.","Not Critical",,,,"2022-08-29T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.811569828638","-73.957592532575","109","07","021100","1084108","1019780001","MN09",
"50102158","SAIKAI RAMEN","Staten Island","965","RICHMOND AVENUE","10314","9176673368",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.623060321028","-74.149304005968","501","49","030301","5150290","5014790001","SI12",
"50119364",,"Manhattan","216","FORT WASHINGTON AVENUE","10032","7189376622",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.842564909726","-73.942096615289","112","10","025100","1063381","1021380079","MN36",
"50102225","NATHAN'S FAMOUS","Bronx","4156B","WHITE PLAINS ROAD","10466","7185590291",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.892289380477","-73.857973884227","212","12","042200","2063676","2048450036","BX44",
"50122704","NARO","Manhattan","10","WEST   50 STREET","10020","19174062872",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.758708812036","-73.977645437495","105","04","010400","1075692","1012650050","MN17",
"50121830","KONO","Manhattan","46","BOWERY","10013","6465246838",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.7156895061","-73.996414332671","103","01","002900","1002430","1002020025","MN27",
"50117228","Street Lawyer Services NYC LLC","Manhattan","85","STANTON STREET","10002","6466305217",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.721524389825","-73.988780276159","103","01","003001","1005523","1004160055","MN27",
"41647039","MAX","Queens","4702","30 AVENUE","11103","7187771635","German","2022-04-13T00:00:00.000","Violations were cited in the following area(s).","20F","Current letter grade sign not posted.","Not Critical",,,,"2022-08-29T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.761189318345","-73.909264429988","401","22","015100","4013380","4007290042","QN70",
"50104820","MARLOW EVENTS","Brooklyn","177","DWIGHT STREET","11231","9179090277","Other","2021-07-22T00:00:00.000","Violations were cited in the following area(s).","10J","Hand wash sign not posted","Not Critical","12","A","2021-07-22T00:00:00.000","2022-08-29T06:00:14.000","Pre-permit (Operational) / Initial Inspection","40.673757074626","-74.011701941803","306","38","005300","3396331","3006000102","BK33",
"50086119","SUNRISE ZOU","Queens","9607","101ST AVE","11416","7188351302","Chinese","2022-05-12T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","18",,,"2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.684615219169","-73.844785028688","409","32","003800","4188648","4090710114","QN53",
"40873175","CRAFT","Manhattan","4347","EAST   19 STREET",,"2127800880","American","2019-03-08T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","19",,,"2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","0","0",,,,,"1",,
"50125228","FAIR-FIELD  PAVILLION","Queens","13110","101ST AVE","11419","3477209803",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.692771314793","-73.816018352259","409","28","015200","4438636","4094990001","QN54",
"50108483",,"Brooklyn","1466","SAINT JOHNS PLACE","11213","3472472153",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.670513917992","-73.929986431436","308","41","034900","3037112","3013850022","BK61",
"50125097","MACKDADDYS","Brooklyn","5511","AVENUE N","11234","3477316995",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.619263585415","-73.921860069114","318","46","069000","3220242","3078800006","BK58",
"50065323","RESOBOX","Manhattan","91","EAST    3 STREET","10003","2125985993","Japanese","2019-06-12T00:00:00.000","Establishment re-opened by DOHMH.",,,"Not Applicable","0","Z","2019-06-12T00:00:00.000","2022-08-29T06:00:14.000","Cycle Inspection / Reopening Inspection","40.724818036835","-73.988054550256","103","02","003800","1006184","1004450038","MN22",
"50111810","MUSTANG WHISKY & BITES","Queens","65-14","ROOSEVELT AVENUE","11377","7188985088",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.746084151958","-73.898544800686","402","26","026300","4030209","4012980034","QN63",
"50070493","TIAN SHUN RESTAURANT","Brooklyn","5816","8 AVENUE","11220","7184393453","Chinese","2019-06-05T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,"2022-08-29T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.63648599443","-74.008539141247","307","38","010400","3016214","3008580044","BK34",
"50072946","SUENOS AMERICANO BAR RESTAURANT","Queens","3514/16","JUNCTION BLVD",,"7185330028","Spanish","2020-02-26T00:00:00.000","Violations were cited in the following area(s).","06F","Wiping cloths soiled or not stored in sanitizing solution.","Critical","10","A","2020-02-26T00:00:00.000","2022-08-29T06:00:14.000","Cycle Inspection / Re-inspection","0","0",,,,,"4",,
"50066588","CAP'T LOUI","Manhattan","3147","BROADWAY","10027","2122226608","Seafood","2019-10-24T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","13","A","2019-10-24T00:00:00.000","2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.814134085217","-73.959433353051","109","07","021100","1059851","1019930079","MN09",
"50104962","EMPANADAS RD","Bronx","1971","DR MARTIN L KING JR BLVE",,"3477264990","Latin American","2021-10-08T00:00:00.000","Violations were cited in the following area(s).","22F","MISBRANDED AND LABELING","Not Critical",,,,"2022-08-29T06:00:14.000","Administrative Miscellaneous / Re-inspection","0","0",,,,,"2",,
"50089233","SNOW WOLF","Brooklyn","416","KENT AVENUE","11249","7183883266",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.710212175193","-73.968532412368","301","33","054900","3418297","3021280005","BK73",
"50124278","POTLUCK CLUB","Manhattan","133","CHRYSTIE STREET","10002","6465065715",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.719422244276","-73.993185406032","103","01","001800","1005667","1004240031","MN27",
"50117187","APNA PIND","Queens","11816","ROCKAWAY BLVD","11420","6463398466",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.676223657446","-73.819867639036","410","28","084000","4253500","4117110043","QN55",
"50075193","FUEL","Manhattan","379","3 AVENUE","10016","2126842221","American","2019-04-08T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedures improper.","Not Critical","4","A","2019-04-08T00:00:00.000","2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.74152998471","-73.981162504077","106","02","006600","1019870","1009080003","MN20",
"40710411","DONATO'S PIZZERIA RESTAURANT","Queens","5022","39 AVENUE","11377","7185074591","Pizza","2019-10-15T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable",,,,"2022-08-29T06:00:14.000","Administrative Miscellaneous / Initial Inspection","40.748832608482","-73.913074504463","402","26","016900","4000923","4001290037","QN31",
"50114038","ROSA MEXICANO","Manhattan","251","EAST   52 STREET","10022","6467853798",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.756590508962","-73.968690895035","106","04","009800","1038529","1013260021","MN19",
"50125419",,"Brooklyn","219","BEDFORD AVENUE","11211","9179296460",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.716566071482","-73.959063690606","301","34","055300","3335719","3023440003","BK73",
"50106407",,"Queens","12615","LIBERTY AVE","11419","7188447300",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.688684530896","-73.817857839287","410","28","015802","4203949","4095630022","QN55",
"50126965","URBANSPACE","Manhattan","135","WEST   50 STREET","10020","9732234354",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.760367337647","-73.981532569014","105","04","013100","1022708","1010030005","MN17",
"50094077","YOGI'S RESTAURANT INC","Queens","9240","GUY R BREWER BLVD","11433","7182061890","Caribbean","2022-07-08T00:00:00.000","Violations were cited in the following area(s).","09B","Thawing procedure improper.","Not Critical","12","A","2022-07-08T00:00:00.000","2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.704363095448","-73.796852668086","412","27","044601","4215627","4101020024","QN61",
"50125088","IWAK","Brooklyn","340","GRAND STREET","11211","9299924925",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.712502742386","-73.956166056381","301","34","052300","3062839","3023960012","BK73",
"50125919","TIO NACHO","Bronx","2368","HOFFMAN STREET","10458","9143188161",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.855321885296","-73.889043814866","206","15","039100","2011888","2030650027","BX06",
"50082630","GUADALUPANA MEXICAN RESTAURANT","Manhattan","3829","BROADWAY","10032","2129285989","Mexican","2022-07-20T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Not Critical","22",,,"2022-08-29T06:00:14.000","Cycle Inspection / Initial Inspection","40.835594105847","-73.943765071144","112","07","024500","1063349","1021370001","MN36",
"50121804","KEATS","Manhattan","842","2 AVENUE","10017","2126825490",,"1900-01-01T00:00:00.000",,,,"Not Applicable",,,,"2022-08-29T06:00:17.000",,"40.751598370567","-73.970894901051","106","04","009000","1038769","1013370149","MN19",
