"agency","dataset","dataset_description","update_frequency","original_plan_date","latest_plan_date","release_status","release_date","url1","u_id","agency_notes","from_the_2021_open_data_plan_"
"Department of Consumer Affairs (DCA)","Weights, Measures, and Other Tests","Detailed information about DCA inspections of scales, measuring devices, pricing, and other equipment.","Weekly","2016-08-01T00:00:00.000","2016-08-01T00:00:00.000","Released","2016-08-03T00:00:00.000","https://data.cityofnewyork.us/City-Government/Weights-Measures-and-Other-Tests/8fei-z6rz","8fei-z6rz",,
"Department of Consumer Affairs (DCA)","Licensing Center Customer Information","Licensing center customer volume and customer experience information","Monthly","2018-12-31T00:00:00.000","2016-01-31T00:00:00.000","Released","2016-01-29T00:00:00.000","https://data.cityofnewyork.us/Business/Licensing-Center-Customer-Information/azp6-hepu","azp6-hepu",,
"Department of Consumer Affairs (DCA)","Trust Fund Invasions and Repayments","Consumer restitution and DCA fines paid out of DCA-administered Home Improvement Contractor and Tow Truck Trust funds for trust fund participants that are delinquent on their debts","Weekly","2015-01-31T00:00:00.000","2018-12-31T00:00:00.000","Released","2018-12-28T00:00:00.000","https://data.cityofnewyork.us/Business/Trust-Fund-Invasions/ga3c-v25a","ga3c-v25a",,
"Department of Consumer Affairs (DCA)","Waiting List for General Vendor Licenses","Applicants placed on waiting list for General Vendor licenses after annual lottery. (Lottery not always held each year.)","Annually","2015-01-31T00:00:00.000","2018-12-31T00:00:00.000","Released","2018-12-28T00:00:00.000","https://data.cityofnewyork.us/Business/Waiting-List-for-General-Vendor-Licenses/6y5g-5hkj","6y5g-5hkj","Enterprise data system upgrade, external system integration and shifting agency priorities and resources, staff turnover.",
"Department of Consumer Affairs (DCA)","Sightseeing Guides","A list of DCA licensed Sightseeing Guides, and exemplary exam scores.","Monthly","2017-11-01T00:00:00.000","2018-12-31T00:00:00.000","Released","2018-12-19T00:00:00.000","https://data.cityofnewyork.us/Business/New-York-City-Sightseeing-Guides-Licensed-by-the-D/nhms-9u6g","nhms-9u6g","Enterprise data system upgrade, external system integration and shifting agency priorities and resources, staff turnover.",
"Department of Consumer Affairs (DCA)","Tow Truck Companies Enrolled in DARP and ROTOW","The roster of tow truck companies enrolled in the DARP and ROTOW programs","Monthly","2019-12-31T00:00:00.000","2019-12-31T00:00:00.000","Released","2020-03-09T00:00:00.000","https://data.cityofnewyork.us/City-Government/DARP-ROTOW-Enrollment-Status-of-Active-Tow-Truck-C/q5u8-89nv","q5u8-89nv",,
"Department of Consumer Affairs (DCA)","Mobile Services Study","OFE - Data behind Mobile Services Study","Historical Data","2017-12-31T00:00:00.000","2017-12-31T00:00:00.000","Removed from the plan",,,,"The data compiled for this research study do not meet the standard for ""Open Data"" because,-they originate from publicly available or proprietary data sources not maintained by DCA;-the research was conducted by third parties;-the data was processed and aggregated and therefore represents internal work product;-the final report is publicly available (https://www1.nyc.gov/assets/dca/MobileServicesStudy/Research-Brief.pdf)-data visualization tool is publicly available (https://www1.nyc.gov/assets/dca/MobileServicesStudy/)",
"Department of Consumer Affairs (DCA)","Office of Financial Empowerment (OFE) - Free Tax Preparation Sites","A list of locations where NYC residents can get free tax preparation services.","Bi-Weekly","2017-12-31T00:00:00.000","2018-12-31T00:00:00.000","Released","2018-12-19T00:00:00.000","https://data.cityofnewyork.us/Business/NYC-Free-Tax-Prep-Sites/5kqf-fg3n","5kqf-fg3n","Released as NYC Free Tax Prep Sites",
"Department of Consumer Affairs (DCA)","Payments Received for Issued Fines and Fees","Payments received by DCA for fines and fees payable to DCA.","Weekly","2018-12-28T00:00:00.000","2018-12-28T00:00:00.000","Released","2019-02-01T00:00:00.000","https://data.cityofnewyork.us/Business/Payments-Received-for-DCA-Fines-and-Fees/2xab-argn","2xab-argn",,
"Department of Consumer Affairs (DCA)","Monthly Compliance Report Dates","List of randomly generated audit dates for Process Servers.","Monthly","2017-11-01T00:00:00.000","2018-12-31T00:00:00.000","Released","2018-12-19T00:00:00.000","https://data.cityofnewyork.us/Business/DCA-Monthly-Compliance-Report-Date-for-Process-Ser/8hgr-brxd","8hgr-brxd","Enterprise data system upgrade, external system integration and shifting agency priorities and resources, staff turnover.",
"Department of Consumer Affairs (DCA)","Revocations and Suspensions","All revocations and suspensions ordered by DCA tribunal","Weekly","2015-01-31T00:00:00.000","2018-12-31T00:00:00.000","Released","2018-12-19T00:00:00.000","https://data.cityofnewyork.us/Business/License-Revocations-Suspensions-Surrenders-and-Rei/rpeq-j89e","rpeq-j89e","Enterprise data system upgrade, external system integration and shifting agency priorities and resources, staff turnover.",
"Department of Consumer Affairs (DCA)","Inspections","DCA inspections of over 80 business categories to ensure compliance with license regulations, weights and measures regulations, and provisions of the New York City Consumer Protection Law","Weekly","2015-01-31T00:00:00.000","2016-01-31T00:00:00.000","Released","2016-01-29T00:00:00.000","https://data.cityofnewyork.us/Business/Inspections/jzhd-m6uv","jzhd-m6uv",,
"Department of Consumer Affairs (DCA)","Receivables and Receipts","Fees and fines owed to DCA and payments thereon","Weekly","2015-01-31T00:00:00.000","2018-12-31T00:00:00.000","Removed from the plan",,,,"This dataset is actually stored in two separate record types in our systems, and will be replaced with two separate datasets described in Table 1, above.",
"Department of Consumer Affairs (DCA)","Licensing Fees Rate Table","Fee table for DCA license applications","Monthly","2015-01-31T00:00:00.000","2016-01-31T00:00:00.000","Removed from the plan",,,,"Data does not exist",
"Department of Consumer Affairs (DCA)","Free Tax Prep Sites","Dataset contains information about locations where NYC residents can get free tax preparation services.","As Needed","2017-12-31T00:00:00.000","2017-12-31T00:00:00.000","Removed from the plan",,,,"This is a duplicate of the ""Office of Financial Empowerment (OFE) - Free Tax Preparation Sites"" dataset already scheduled for publication",
"Department of Consumer Affairs (DCA)","Charges","Charges issued as a result of DCA enforcement efforts to ensure compliance with license regulations, weights and measures regulations, and provisions of the New York City Consumer Protection Law","Weekly","2015-01-31T00:00:00.000","2016-01-31T00:00:00.000","Released","2016-01-29T00:00:00.000","https://data.cityofnewyork.us/Business/Charges/5fn4-dr26","5fn4-dr26",,
"Department of Consumer Affairs (DCA)","DCA FOIL Requests","A list of all FOIL requests received by DCA, including date, requestor, and description of records requested.","Monthly","2017-10-31T00:00:00.000","2017-10-31T00:00:00.000","Removed from the plan",,,,"This data is maintained by another agency on Open Records.",
"Department of Consumer Affairs (DCA)","Consumer Restitution Awarded through DCA Tribunal","Restitution awarded to consumers through DCA's Administrative Tribunal","Weekly","2015-01-31T00:00:00.000","2016-01-31T00:00:00.000","Removed from the plan",,,,"This data will be reported as part of the OATH Health and Consumer Case dataset when DCA disbands its tribunal and begins to file its cases at OATH for either hearings or trials.",
"Department of Consumer Affairs (DCA)","Case Workflow","Status of cases in DCA's Administrative Tribunal","Weekly","2015-01-31T00:00:00.000","2016-01-31T00:00:00.000","Removed from the plan",,,,"This data will be reported as part of the OATH Health and Consumer Case dataset when DCA disbands its tribunal and begins to file its cases at OATH for either hearings or trials.",
"Department of Consumer Affairs (DCA)","Consumer Services Complaint Mediation","Complaints docketed by DCA and mediation outcomes","Weekly","2015-01-31T00:00:00.000","2015-01-31T00:00:00.000","Released","2016-01-29T00:00:00.000","https://data.cityofnewyork.us/Business/Consumer-Services-Mediated-Complaints/nre2-6m2s","nre2-6m2s",,
"Department of Consumer Affairs (DCA)","Issued Fines and Fees","Fees and fines payable to DCA based on Adjudications, Settlements, Pleadings and, licensing and application fees.","Weekly","2018-12-28T00:00:00.000","2018-12-28T00:00:00.000","Released","2019-02-01T00:00:00.000","https://data.cityofnewyork.us/Business/DCA-Fines-and-Fees/2k3g-r445","2k3g-r445",,
"Department of Consumer and Worker Protection (DCWP)","Action Taken Against Process Servers","A report of  the suspension, revocation, denial of renewal of license, and the issuance of penalties against licensed process servers, and the reason.","Monthly","2020-12-31T00:00:00.000","2020-12-31T00:00:00.000","Released","2020-12-22T00:00:00.000","https://data.cityofnewyork.us/Business/Action-Taken-Against-Process-Servers/b9yk-4pzk","b9yk-4pzk",,
"Department of Consumer and Worker Protection (DCWP)","NYC Mobile Services Study","An online data visualization and exploration tool for mobile financial usage patterns of low and middle income New Yorkers.","Historical Data","2020-12-31T00:00:00.000","2020-12-31T00:00:00.000","Released","2020-12-17T00:00:00.000","https://data.cityofnewyork.us/Business/NYC-Mobile-Services-Study/j46y-iqiq","j46y-iqiq",,
"Department of Consumer and Worker Protection (DCWP)","New Yorkers' Use of Banks and Their Perception of Financial Security","An online data visualization tool created to better understand New Yorkers’ use of banks and sense of financial health and develop more effective future programming and products.","Historical Data","2020-12-31T00:00:00.000","2020-12-31T00:00:00.000","Released","2020-12-17T00:00:00.000","https://data.cityofnewyork.us/Business/Where-Are-the-Unbanked-and-Underbanked-in-New-York/v5w4-adxa","v5w4-adxa",,
"Department of Consumer and Worker Protection (DCWP)","DCA Visiting Inspector Program (VIP)","List of all inspections conducted by DCA and their results as part of Visiting Inspector Program","Monthly","2020-12-31T00:00:00.000","2020-12-31T00:00:00.000","Removed from the plan",,,,"This dataset is a subset of all inspections and will not be published.  Instead DCWP will be enhancing the already existing ""Inspections"" open data publication to allow users to filter on ""Business Education"" inspections, as well as all other inspection types.",
"Department of Correction (DOC)","Jail Population Profiles","Average inmate population, inmate profiles, staff profiles, incidents by facility","Monthly","2015-06-30T00:00:00.000","2017-07-31T00:00:00.000","Removed from the plan",,,,"Remove dataset. Average inmate population and inmate profiles are currently accounted for by published datasets Inmate Admissions, Inmate Discharges, and Daily Inmates in Custody. Staff profiles are currently accounted for by published dataset Aggregate Employee Statistics. Incidents by facility will be accounted for through augmentations to published datasets Inmate Assault on Staff, Inmate Incidents - Inmate Fights, Inmate Incidents - Slashing and Stabbing. Request release date of these augmented datasets of 8/31/17.",
"Department of Correction (DOC)","Population Capacity","Population as a percentage of capacity","Monthly","2015-03-31T00:00:00.000","2019-03-31T00:00:00.000","Removed from the plan",,,,"This data does not qualify as “dataset” as per Local Law 11 of 2012. This information can be found in the Mayor's Management Report (MMR) - https://www1.nyc.gov/site/operations/performance/mmr.page",
"Department of Correction (DOC)","Inmate Incidents","Violent inmate-on-inmate incidents (monthly rate per 1,000 ADP)","Monthly","2015-03-31T00:00:00.000","2016-03-31T00:00:00.000","Released","2016-06-02T00:00:00.000","https://data.cityofnewyork.us/Public-Safety/Inmate-Incidents-Slashing-and-Stabbing/gakf-suji","gakf-suji","Released as two datasets. The second dataset's UID is k548-32d3",
"Department of Correction (DOC)","Inmate assaults","Inmate assault on staff (monthly rate per 1,000 ADP)","Monthly","2015-03-31T00:00:00.000","2016-03-31T00:00:00.000","Released","2016-06-02T00:00:00.000","https://data.cityofnewyork.us/Public-Safety/Inmate-Assault-on-Staff/erra-pzy8","erra-pzy8",,
"Department of Correction (DOC)","Inmates in Custody","List of inmates in custody with demographics, charge data, and status","Daily","2015-06-30T00:00:00.000","2016-03-31T00:00:00.000","Released","2016-06-02T00:00:00.000","https://data.cityofnewyork.us/Public-Safety/Daily-Inmates-In-Custody/7479-ugqb","7479-ugqb",,
"Department of Correction (DOC)","Aggregate Employee Statistics","Quarterly sums of staff attributes (status, rank, title, average salary, gender)","Quarterly","2014-12-31T00:00:00.000","2016-03-31T00:00:00.000","Released","2016-06-02T00:00:00.000","https://data.cityofnewyork.us/Public-Safety/Aggregate-Employee-Statistics/eddp-3v5g","eddp-3v5g",,
"Department of Correction (DOC)","Hart Island Burial Records","Individuals buried on Hart Island with date and place of death when available","Quarterly","2014-06-30T00:00:00.000","2014-06-30T00:00:00.000","Released","2014-07-07T00:00:00.000","https://data.cityofnewyork.us/City-Government/DOC-Hart-Island-Burial-Records/c39u-es35","c39u-es35",,
"Department of Correction (DOC)","Aggregate Visits/Visitors","Numbers of visitors by day, visits with children","Quarterly","2014-06-30T00:00:00.000","2014-06-30T00:00:00.000","Removed from the plan",,,,"Does not qualify as a “public data set” according to Local Law 11 of 2012",
"Department of Correction (DOC)","Inmate Discharges","List of monthly inmate discharges with demographics and charge at admissions data","Monthly","2015-06-30T00:00:00.000","2016-03-31T00:00:00.000","Released","2016-06-02T00:00:00.000","https://data.cityofnewyork.us/Public-Safety/Inmate-Discharges/94ri-3ium","94ri-3ium",,
"Department of Correction (DOC)","Aggregate Population Statistics","Quarterly sums of inmate attributes (custody level, gang membership, institutional conduct, mental health diagnosis)","Quarterly","2015-06-30T00:00:00.000","2016-03-31T00:00:00.000","Under Review",,,,,
"Department of Correction (DOC)","Inmate deaths","Non-natural deaths of inmates in custody","Monthly","2015-03-31T00:00:00.000","2016-03-31T00:00:00.000","Released","2016-06-02T00:00:00.000","https://data.cityofnewyork.us/Public-Safety/Inmate-Deaths/f64t-5yiv","f64t-5yiv",,
"Department of Correction (DOC)","Staff Injuries","Serious injury to staff as a result of inmate assault on staff (monthly rate per 1,000 ADP)","Monthly","2015-03-31T00:00:00.000","2016-03-31T00:00:00.000","Released","2016-06-02T00:00:00.000","https://data.cityofnewyork.us/Public-Safety/Staff-Injuries-Class-A-Injuries/7hi3-kaps","7hi3-kaps",,
"Department of Correction (DOC)","Inmate Injuries","Serious injury to inmate(s) as a result of violent inmate-on-inmate incidents (monthly rate per 1,000 ADP)","Monthly","2015-03-31T00:00:00.000","2019-06-30T00:00:00.000","Removed from the plan",,,,"This data does not qualify as “dataset” as per Local Law 11 of 2012. This information can be found in the Mayor's Management Report (MMR) - https://www1.nyc.gov/site/operations/performance/mmr.page",
"Department of Correction (DOC)","Inmate Admissions","List of monthly inmate admissions with demographics and charge at admissions data","Monthly","2015-06-30T00:00:00.000","2016-03-31T00:00:00.000","Released","2016-06-02T00:00:00.000","https://data.cityofnewyork.us/Public-Safety/Inmate-Admissions/6teu-xtgp","6teu-xtgp",,
"Department of Cultural Affairs (DCLA)","Materials for the Arts","Data regarding donations processed through MFTA","Annually","2014-09-08T00:00:00.000","2014-09-08T00:00:00.000","Released","2017-04-06T00:00:00.000","https://data.cityofnewyork.us/d/vhtt-kpwy","vhtt-kpwy",,
"Department of Cultural Affairs (DCLA)","Cultural Institutions","Data regarding the 33 organizations that comprise the Cultural Institutions Group","Annually","2014-09-08T00:00:00.000","2014-09-08T00:00:00.000","Released","2016-08-18T00:00:00.000","https://data.cityofnewyork.us/d/ka27-qx5k","ka27-qx5k",,
"Department of Cultural Affairs (DCLA)","Capital Projects","Organizations awarded Capital Projects funding","Annually","2014-09-08T00:00:00.000","2014-09-08T00:00:00.000","Released","2017-04-06T00:00:00.000","https://data.cityofnewyork.us/d/7hgn-sgmk","7hgn-sgmk",,
"Department of Design and Construction (DDC)","Open RFQ","List of Open Requests for Qualification (RFQ) for Contractor Qualification","As Needed","2020-10-31T00:00:00.000","2020-10-31T00:00:00.000","Released","2021-01-20T00:00:00.000","https://data.cityofnewyork.us/Housing-Development/Open-and-Closed-Request-for-Qualifications/eyee-wq88","eyee-wq88",,
"Department of Design and Construction (DDC)","PQL","List of Pre-qualified Contractors","As Needed","2020-10-31T00:00:00.000","2020-10-31T00:00:00.000","Released","2021-01-20T00:00:00.000","https://data.cityofnewyork.us/Housing-Development/Pre-qualified-Lists-PQLs-/5zry-xenh","5zry-xenh",,
"Department of Design and Construction (DDC)","Project Information","Consolidated information on project status","Quarterly","2017-09-30T00:00:00.000","2017-09-30T00:00:00.000","Removed from the plan",,,,"This is a redundant dataset to our 'Active Projects - Infrastructure' and 'Active Project - 'Public Buildings' datasets in our current inventory.",
"Department of Design and Construction (DDC)","PIMS","Comprehensive Project Information","As needed","2018-06-01T00:00:00.000","2018-06-01T00:00:00.000","Removed from the plan",,,,"This information is now provided on NYCityMap at: http://www1.nyc.gov/site/ddc/projects/nycitymap.page",
"Department of Design and Construction (DDC)","Active Projects","List of currently active projects including description and high level schedule and budget range.","As needed","2015-12-01T00:00:00.000","2015-12-01T00:00:00.000","Released","2016-06-08T00:00:00.000","https://data.cityofnewyork.us/Housing-Development/Active-Projects-Infrastructure/rukc-mmqu","rukc-mmqu","Released as 2 datasets. The second dataset's UID is g9ub-hrve",
"Department of Design and Construction (DDC)","Closed RFQ","List of Closed Requests for Qualification (RFQ) for Contractor Qualification","As Needed","2020-10-31T00:00:00.000","2020-10-31T00:00:00.000","Released","2021-01-20T00:00:00.000","https://data.cityofnewyork.us/Housing-Development/Open-and-Closed-Request-for-Qualifications/eyee-wq88","eyee-wq88",,
"Department of Education (DOE)","2013-2017 Math Test Results - District - All Students/Ethnicity/Econ_Status/Gender/Ever_ell/SWD","Math test results by district of all students by 3rd to 8th grade.","Historical Data","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2017-09-25T00:00:00.000","https://data.cityofnewyork.us/Education/2013-2017-District-Math-Results-All/27h8-t3wt","27h8-t3wt",,
"Department of Education (DOE)","Math Results","Math results for the years 2006-2016","Annually","2017-12-30T00:00:00.000","2017-12-30T00:00:00.000","Released","2017-09-25T00:00:00.000","https://data.cityofnewyork.us/Education/2013-2017-Borough-Math-Results-All/qjx7-9mep","qjx7-9mep","Released as series of 25 datasets",
"Department of Education (DOE)","2014-2015 Arts Reporting - All","Reports data for annual arts survey for grades 1 through 6, 8th graders who received two half-units of arts instruction in two different disciplines, high school students discharged with a local or regents diploma.","Historical Data","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-04-16T00:00:00.000","https://data.cityofnewyork.us/Education/2014-2015-Arts-Reports/exe6-f2vx","exe6-f2vx",,
"Department of Education (DOE)","Suspension Report - Removals","Multiple Removals","Annually","2017-12-30T00:00:00.000","2017-12-30T00:00:00.000","Released","2018-07-13T00:00:00.000","https://data.cityofnewyork.us/Education/2015-16-Multiple-Removals-SWD/4ynn-w9fk","4ynn-w9fk","Released as series of 7 datasets",
"Department of Education (DOE)","2013-2014 Arts Reporting - All","Reports data for annual arts survey for grades 1 through 6, 8th graders who received two half-units of arts instruction in two different disciplines, high school students discharged with a local or regents diploma.","Historical Data","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-04-09T00:00:00.000","https://data.cityofnewyork.us/Education/2013-2014-Arts-Report/h5j6-bv4u","h5j6-bv4u",,
"Department of Education (DOE)","2017-2018 Class Size Report - District - All","Reports the average class size for each district by grade and program type.","Annually","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-04-20T00:00:00.000","https://data.cityofnewyork.us/dataset/2017-2018-Class-Size-Report-District-K-8-Average-C/pkhy-wwga","pkhy-wwga",,
"Department of Education (DOE)","2016-2017 Suspension Report NYPD Contacts - All","Reports the total count of disciplinary responses where NYPD was contacted by school, race, gender, grade level, IEP status.","Annually","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-05-08T00:00:00.000","https://data.cityofnewyork.us/Education/2015-2016-Suspension-Report-NYPD-Contacts-Grade-Le/fsmu-8tsy","fsmu-8tsy",,
"Department of Education (DOE)","2016-2017 School Quality Reports Results - High School Transfers - All Summary","Quality review evaluates how well schools are organized to support student learning and teacher practice by challenge of curriculum, strong instructional practices,  assessment of what is taught, learned and structured professional collaborations.","Annually","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-05-06T00:00:00.000","https://data.cityofnewyork.us/Education/2016-2017-Students-With-Multiple-Removals-Or-Suspe/4ysd-hagc","qmc5-z72r",,
"Department of Education (DOE)","2013-2014 Discharge Local Law 42 Report - By Code Level - High School","Reports to the New York City Council by June 30th the number of students in grade 6 through 12 who were discharged, transferred or graduated during the previous school year.","Historical Data","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-04-16T00:00:00.000","https://data.cityofnewyork.us/Education/2013-14-Discharge-Reporting-By-Code-HS/chb2-ipkr","chb2-ipkr",,
"Department of Education (DOE)","2010-2011 Discharge Local Law 42 Report - School Level - High School","Reports to the New York City Council by June 30th the number of students in grade 6 through 12 who were discharged, transferred or graduated during the previous school year.","Historical Data","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-06-27T00:00:00.000","https://data.cityofnewyork.us/Education/2010-11-Discharge-Reporting-by-School-HS/5u4m-9udf","5u4m-9udf",,
"Department of Education (DOE)","2017-2018 Class Size Report - Borough - All","Reports by borough the number of students, number of classes and average class size by grade and program type.","Annually","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-04-20T00:00:00.000","https://data.cityofnewyork.us/Education/2017-2018-Class-Size-Report-Borough-Middle-And-Hig/9nyh-gsuu","9nyh-gsuu",,
"Department of Education (DOE)","2015-2016 Career & Technical Education Programs","Reports in reference to local law 174;  data reflects statistics on computer technical education programs in New York City schools.","Historical Data","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-04-25T00:00:00.000","https://data.cityofnewyork.us/Education/2015-2016-Career-Technical-Education-Report/pjwn-nnx8","pjwn-nnx8",,
"Department of Education (DOE)","2014-2015 Discharge Local Law 42 Report - By Code Level - High School","Reports to the New York City Council by June 30th the number of students in grade 6 through 12 who were discharged, transferred or graduated during the previous school year.","Historical Data","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-04-17T00:00:00.000","https://data.cityofnewyork.us/Education/2010-11-Discharge-Reporting-by-School-MS/t6a9-nby7","t6a9-nby7",,
"Department of Education (DOE)","2013-14-2017-18 Demographic Snapshot - Citywide/Borough/District/Full Day Pre-K for All/3-K for All","Student demographic  and enrollment data by year from 2013-14 through 2017-18, final file.","Historical Data","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2018-05-02T00:00:00.000","https://data.cityofnewyork.us/Education/2013-2014-2017-2018-Demographic-Snapshot-Citywide/bvzk-auuz","bvzk-auuz",,
"Department of Education (DOE)","Route School","Route and schools","Monthly","2015-10-12T00:00:00.000","2015-10-12T00:00:00.000","Released","2016-03-28T00:00:00.000","https://data.cityofnewyork.us/Transportation/Routes-by-Transportation-Sites/fgqh-vfzz","fgqh-vfzz",,
"Department of Education (DOE)","NYC School Survey 2013","Survey aides school leaders understand what key members of school community say about learning environment at each school.  Information captured is to support a dialog among school community on how to make school better place.","Historical Data","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2018-11-21T00:00:00.000","https://data.cityofnewyork.us/Education/2013-NYC-School-Survey/s27g-2w3u","s27g-2w3u",,
"Department of Education (DOE)","2011-2012 Progress Report - Citywide - District 75 Schools","Progress reports is an accountability tool used to grade each school with A, B, C, D or F based on student progress and/or  performance; in this case for district 75 schools.","Historical Data","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-04-16T00:00:00.000","https://data.cityofnewyork.us/Education/2011-2012-D75-Progress-Report/gdpi-hegk","gdpi-hegk",,
"Department of Education (DOE)","2017-2018 Bi-Annual Report - Student Bullying/Harassment/Discrimination","Reports in reference to local law 51; data reflects statistics on student to student bullying, harassment, intimidation and discrimination.","Annually","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-04-09T00:00:00.000","https://data.cityofnewyork.us/Education/2017-2018-Bullying-Harassment-Dicrimination-Bi-Ann/8h5p-ccrz","8h5p-ccrz",,
"Department of Education (DOE)","2017-2018 Class Size Report - Citywide - All","Reports for entire city the number of students, number of classes  and class size by grade level by program type.","Annually","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-04-20T00:00:00.000","https://data.cityofnewyork.us/Education/2017-2018-Class-Size-Report-City-Middle-School-And/43qn-d6r8","43qn-d6r8",,
"Department of Education (DOE)","2014-2015 Discharge Local Law 42 Report - School Level - High School","Reports to the New York City Council by June 30th the number of students in grade 6 through 12 who were discharged, transferred or graduated during the previous school year.","Historical Data","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-06-27T00:00:00.000","https://data.cityofnewyork.us/Education/2014-15-Discharge-Reporting-By-Code-HS/dazy-4wwv","dazy-4wwv",,
"Department of Education (DOE)","2001-2013 Graduation Outcomes - Borough - All Students/ELL/SWD/Gender/Ethnicity/Ever_ELL","Graduation outcome by borough of all students who first entered 9th grade and defined as those students earning either a local or regents diploma and exclude those earning an GED or IEP diploma.","Historical Data","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-06-25T00:00:00.000","https://data.cityofnewyork.us/Education/2001-2013-Graduation-Outcomes-Borough-ALL-STUDENTS/268n-a7em","268n-a7em",,
"Department of Education (DOE)","Suspension Report - Discipline","Reports the total count of disciplinary responses in SY2015-2016 by school broken down in various categories such as race/ethnicity, gender, grade level, IEP status, ELL, STH and others. In addition, we report out a total count of EMS transports and EMS transports for emotional/psychological conditions for students by district broken down by race, IEP, and age. (Local Law 93)","Annually","2017-12-30T00:00:00.000","2017-12-30T00:00:00.000","Released","2017-08-10T00:00:00.000","https://data.cityofnewyork.us/Education/2015-2016-Student-Discipline-Annual-Report-RACE/ewg2-2vyd","ewg2-2vyd","Released as series of 10 datasets",
"Department of Education (DOE)","2013-2014 School Quality Reports Results - High Schools - All Summary","Quality review evaluates how well schools are organized to support student learning and teacher practice by challenge of curriculum, strong instructional practices,  assessment of what is taught and learned and structured professional collaborations.","Historical Data","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-04-19T00:00:00.000","https://data.cityofnewyork.us/Education/2013-2014-School-Quality-Reports-Results-for-High-/bm9v-cvch","bm9v-cvch",,
"Department of Education (DOE)","2015-2016 Demographic Snapshot School","Reports for all grades student enrollment counts based on Octber 31st register including statistics on students with disabilities, english language learners, students poverty status.","Historical Data","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2019-04-09T00:00:00.000","https://data.cityofnewyork.us/Education/2015-2016-Demographic-Snapshot/wspa-cuqk","wspa-cuqk",,
"Department of Education (DOE)","Health Education Data Report","Citywide Health Education data, disaggregated by community school district, city council district, and each individual school. (Local Law 14)","Annually","2017-12-30T00:00:00.000","2017-12-30T00:00:00.000","Released","2017-12-04T00:00:00.000","https://data.cityofnewyork.us/Education/Local-Law-14-Health-Data-HS-School/6kks-jijx","6kks-jijx",,
"Department of Education (DOE)","PreK Ridership","Summary of documented students by school/site","Quarterly","2015-11-01T00:00:00.000","2015-11-01T00:00:00.000","Released","2016-03-28T00:00:00.000","https://data.cityofnewyork.us/Transportation/PreK-Riders-by-Transportation-Site/kjgh-ywbx","kjgh-ywbx",,
"Department of Education (DOE)","2013-2017 English Language Arts (ELA) Test Resutls by Grade - District - All Students/Ethnicity/Econ_Status/Gender/Ever_ELL/SWD","English Language Arts test results by district of all students by 3rd to 8th grade.","Historical Data","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2017-09-25T00:00:00.000","https://data.cityofnewyork.us/Education/2013-2017-ELA-Test-Results-by-Grade-Districts-All/scfi-iv96","scfi-iv96",,
"Department of Education (DOE)","NYC School Survey 2014","Survey aides school leaders understand what key members of school community say about learning environment at each school.  Information captured is to support a dialog among school community on how to make school better place.","Historical Data","2019-06-30T00:00:00.000","2019-06-30T00:00:00.000","Released","2018-11-21T00:00:00.000","https://data.cityofnewyork.us/Education/NYC-School-Survey-2014/i3si-qy6x","i3si-qy6x",,
"Department of Education (DOE)","Underutilized Space Report","The DOE has previously identified 594 schools located in 330 buildings as “under-utilized” based upon the 2010-2011 Enrollment-Capacity-Utilization Report (The Blue Book). The DOE is also identifying 25 school buildings (listed below) which contain schools proposed for full phase-out, grade truncation or immediate closure due to poor performance. These proposals are scheduled to be voted on by the Panel for Education Policy on February 9, 2012. Should these proposals be approved, there will be excess space available in the buildings. In many cases, the DOE has already made companion proposals on how to use this additional space","Annually","2018-12-31T00:00:00.000","2015-09-01T00:00:00.000","Released","2015-09-01T00:00:00.000","https://data.cityofnewyork.us/Education/Underutilized-Space-Report/q7ra-ebu4","q7ra-ebu4",,
