"company_name","company_contact","company_email","company_phone","address","city","state","zip","industry","industry_descr","company_type","current_fulltime","job_created","job_retain","effective_date","total_savings","savings_from_beginning","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"Foster Reeve & Associates, Inc.","Foster Reeve","creilly@fraplaster.com","7186090090","1155 Manhattan Avenue #1011","Brooklyn","NY","11222","Manufacturing","Mfg. of Plaster, Molding","ECSP","31",,,"2010-06-02T00:00:00.000","3941.88","48609.78","Brooklyn","40.738162","-73.955442","301","33","563","3404803","3024720350","Greenpoint"
"Franke Gottsegen & Cox Architect.","Erika Franke","studio@unionstreetstudiollc.com","718596","78 Union Street","Brooklyn","NY","11231","Commercial","Architecture Design Co.","ECSP","5",,,"2014-07-10T00:00:00.000","1396.20","8694.99","Brooklyn","40.684708","-74.004183","306","39","51","3004377","3003410016","Carroll Gardens-Columbia Street-Red Hook"
"FRED GELLER ELECTRICAL, INC.","Oleg Samilenko",,"7183503900","54-15 38TH AVE./37-32 55TH ST.","QUEENS","NY","11377","Commercial","Electrical contractor","ECSP","360",,,"2012-05-15T00:00:00.000","13010.07","104231.65","Queens",,,,,,,,
"FRESH DIRECT LLC","JOE LACY","gbennett@freshdirect.com","2128222203","23-30 BORDEN AVENUE","Queens","NY","11101","Manufacturing","MFG. PERIS. FOOD","ECSP","200",,,"2010-10-05T00:00:00.000","33328.86","453415.19","Queens","40.739918","-73.947213","402","26","1","4436621","4000680038","Hunters Point-Sunnyside-West Maspeth"
"FRESH DIRECT LLC","JOE LACY","gbennett@freshdirect.com","2128222203","23-30 BORDEN AVENUE","Queens","NY","11101","Manufacturing","MFG. PERIS. FOOD","ECSP","2565",,,"2017-08-08T00:00:00.000","740244.55","1989179.05","Queens","40.739918","-73.947213","402","26","1","4436621","4000680038","Hunters Point-Sunnyside-West Maspeth"
"G & G Manhattan Fruitier, Inc.","Jehv  Gold","jgold@manhattanfruitier.com","2126860404","48-09 34th Queens NY","Long Island City","NY","11101","Wholesale/Warehouse/Distribution","Fresh Fruits & Vegitables Novelties","ECSP","15",,,"2017-08-04T00:00:00.000","1406.41","4662.09","Queens",,,,,,,,
"Gailer Stamping & Die Cutting, LLC","Dennis Dourgarian","ddourgarian@gailer.com","2122435662","37-18 Northern Blvd.","Long Island City","NY","11101","Manufacturing","Die Cutting","ECSP","30",,,"2010-06-02T00:00:00.000","1057.81","52481.11","Queens","40.752096","-73.925887","401","26","171","4003103","4002140040","Hunters Point-Sunnyside-West Maspeth"
"GBW LLC","Marton Guttman","info@necsenergy.com","7184880770","42-46 Walworth Street","Brooklyn","NY","11205","Manufacturing","Dairy Products","ECSP","66",,,"2018-08-23T00:00:00.000","58880.61","98174.30","Brooklyn","40.697957","-73.954946","303","33","1237","3338196","3017160048","Bedford"
"gCreate LLC","Anna Lee","anna@gcreate.com","7188528418","141 Flushing Ave, Bldg 77, Ste 605","Brooklyn","NY","11205","Manufacturing","mfg and distribute 3D printers","ECSP","5",,,"2019-04-19T00:00:00.000","1951.66","3698.07","Brooklyn","40.697863","-73.971138","302","33","543","3335143","3020230001","park-cemetery-etc-Brooklyn"
"Global Container Terminal (GCT) New York LP","Thomas Fallon","tfallon@globalterminals.com","7185681714","300 Western Ave","Staten Island","NY","10303","Commercial","Container Terminal, transportation & warehousing","ECSP","292",,,"2018-01-04T00:00:00.000","370582.43","1188739.12","Staten Island","40.633645","-74.182637","501","49","323","5000000","5014100250","Mariner's Harbor-Arlington-Port Ivory-Graniteville"
"Globus Cork, Inc.","Jennifer Biscoe","info@corkfloor.com","7187427264","141 Flushing Ave, Bldg 77, #604","Brooklyn","NY","11025","Manufacturing","Manufacturer of color tiles","ECSP","8",,,"2019-07-19T00:00:00.000","2347.61","4060.38","Brooklyn","40.697863","-73.971138","302","33","543","3335143","3020230001","park-cemetery-etc-Brooklyn"
"Goldstein Capital Corp","Paul Goldstein","paulg@goldsteincapital.com","2127507450","43-01 22nd Street, Suite 516","Queens","NY","11101","Commercial","investment advisory","ECSP","5",,,"2018-11-02T00:00:00.000","886.29","1612.61","Queens","40.750081","-73.944744","402","26","19","4005194","4004400008","Hunters Point-Sunnyside-West Maspeth"
"Gotham Greens Gowanus LLC","Viraj Puri","viraj@gothamgreens.com","3477991100","190-220 Third Street","Brooklyn","NY","11215","Manufacturing","Hydroponic greenhouse","ECSP","33",,,"2014-08-08T00:00:00.000","111952.35","515972.95","Brooklyn","40.675669","-73.989246","306","39","119","3000000","3009780023","Park Slope-Gowanus"
"GOTHAM SEAFOOD CORP.","John McGuire","macsfish@gmail.com","2122689169","542 WEST 29TH STREET","New York","NY","10001","Manufacturing","MFG. FISH","ECSP","70",,,"2017-07-05T00:00:00.000","20884.68","55262.97","New York","40.752098","-74.002999","104","3","99","1012437","1007000057","Hudson Yards-Chelsea-Flatiron-Union Square"
"GOURMET BOUTIQUE LLC","Robert Liberto","rliberto@gourmetboutique.com","7182862782","144-02 158th Street","Queens","NY","11434","Manufacturing","MFG. GOURMET FOODS","ECSP","253",,,"2008-03-17T00:00:00.000","27023.16","1629461.34","Queens","40.665363","-73.779302","413","31","306","4296646","4150120006","Springfield Gardens South-Brookville"
"Graf & Lewent Architects LLP","Howard Graf","hgraf@glarchiects.com","7186516200","90-28 11st Street","Jamaica","NY","11432","Commercial","Provider of architectural services","ECSP","42",,,"2013-02-18T00:00:00.000","2247.82","14262.33","Queens",,,,,,,,
"Graham Windham Organization","Francis XSpain","BonillaC@graham-windham.org","2125296445","423-429 West 127th Street","New York","NY","10027","Wholesale/Warehouse/Distribution",,"ECSP","24",,,"2012-10-09T00:00:00.000","3738.54","31505.67","New York","40.812964","-73.953759","109","7","21303","1084105","1019670060","Manhattanville"
"GRAND MERIDIAN PRINTINGS, INC.","Kwok Yim Chow","gm3343388@aol.com","7189373888","31-16 Hunters Point Ave","Queens","NY","11101","Manufacturing","COMMERCIAL PRINTER","ECSP","31",,,"2009-06-08T00:00:00.000","-30.82","45996.81","Queens","40.740189","-73.935824","402","26","199","4314365","4002890040","Hunters Point-Sunnyside-West Maspeth"
"Grandstand Sports & Memorabilia, Inc.","Howard Schwartz","scottw@grandstandsports.com","2125328900","37-18 Northern Blvd","Long Island City","NY","11101","Wholesale/Warehouse/Distribution","Provider of authentic celebrity and sports memorabilia","ECSP","16",,,"2017-03-06T00:00:00.000","1098.22","6234.39","Queens","40.752096","-73.925887","401","26","171","4003103","4002140040","Hunters Point-Sunnyside-West Maspeth"
"Greenfelds LLC","Joseph Freund","officegreenfelds.com","7188559368","632-644 Parkside Avenue","Brooklyn","NY","11226","Commercial","Back Office","ECSP","29",,,"2015-10-27T00:00:00.000","13051.03","58035.93","Brooklyn","40.656131","-73.952145","309","40","820","3116054","3050570021","Prospect Lefferts Gardens-Wingate"
"Greenpoint Avenue Realty LLC","Gina Argento","ginabws@gmail.com","7183499093","370 Greenpoint Avenue","Brooklyn","NY","11222","Manufacturing","Film studio productions","ECSP","2",,,"2014-11-03T00:00:00.000","29759.29","195526.67","Brooklyn","40.732015","-73.944744","301","33","579","3065233","3025830012","Greenpoint"
"GREENPOINT GROUP, LLC","Mike  Kustanovich","aletaind@aol.com","7183490040","242 Eagle Street","BROOKLYN","NY","11222","Manufacturing","manufacture air conditioning ducts","ECSP","36",,,"2008-06-02T00:00:00.000","1124.80","57207.71","Brooklyn","40.735569","-73.950677","301","33","579","3332274","3025060027","Greenpoint"
"Grimm Ales LLC","Lauren Grimm","infor@grimmales.com","4093700422","990 Metropolitan Avenue","Brooklyn","NY","11211","Manufacturing","Manufacturer of beer that are produce and brew in kegs and cans of Artisan Beer for distribution in Brooklyn","ECSP","2",,,"2018-06-05T00:00:00.000","17007.33","29814.67","Brooklyn","40.714488","-73.936293","301","34","481","3070374","3029180007","East Williamsburg"
"Gustav Restoration LLC","Karin Geiger-Hill","karingh@gustavrestoration.com","3478706114","19-60 45th Street","Queens","NY","11105","Manufacturing","construction fabrication, roofing, metal, skylights","ECSP","40",,,"2016-03-11T00:00:00.000","5936.58","30010.37","Queens","40.775199","-73.897862","401","22","12301","4015228","4007880055","Steinway"
"HALE & HEARTY SOUPS, LLC","Simon Jacobs","sjacobs@haleandhearty.com","2122552400","75 NINTH AVENUE","New York","NY","10011","Manufacturing","MFG. WHS. OF SOUPS","ECSP","38",,,"2009-02-05T00:00:00.000","29148.34","682373.78","New York","40.741876","-74.004713","104","3","83","1012541","1007130001","Hudson Yards-Chelsea-Flatiron-Union Square"
"Hall Street Storage LLC","Jeffrey Sitt","jsitt@vinegarhillhc.com","7188553636","12-38 HALL STREET","Brooklyn","NY","11205","Wholesale/Warehouse/Distribution","Cold storage, dry storage warehouse","ECSP","21",,,"2014-07-08T00:00:00.000","81492.53","328295.65","Brooklyn","40.6972","-73.966663","302","35","543","3334438","3018750014","park-cemetery-etc-Brooklyn"
"HALMARK ARCHITECTUAL FINISHING","Rachael Lazarus","rachel@halmarkarchitectural.com","7182721831","1768 DEAN STREET","Brooklyn","NY","11232","Commercial","Manufacturer of architectrual paint for metals","ECSP","40",,,"2015-07-17T00:00:00.000","17606.37","73171.60","Brooklyn","40.675741","-73.929199","308","36","307","3035818","3013490021","Crown Heights North"
"HALO  Recognition, Inc","Kristy Grippo","kristy.grippo@halo.com","7186098120","30-30 47th Avenue, Suite #630","Long Island City","NY","11101","Wholesale/Warehouse/Distribution","Distribute promotional products","ECSP","93",,,"2020-06-05T00:00:00.000","534.71","1838.98","Queens","40.743168","-73.936568","402","26","199","4003540","4002820001","Hunters Point-Sunnyside-West Maspeth"
"Harry Brainum Jr., Inc.","Gail Brainum","gbrainum@hbsteel.com","7183894080","360 McGuinness Blv./237 Freeman St","Brookln","NY","11222","Manufacturing",,"ECSP","21",,,"2018-04-03T00:00:00.000","10956.83","22845.09","Brooklyn",,,,,,,,
"HEINSEN PRODUCTS, INC.","OSCAR HEINSEN","oscar@heinsenproducts.com","7183780290","312 CASANOVA STREET","BRONX","NY","10474","Manufacturing","Sausage products","ECSP","14",,,"2008-02-04T00:00:00.000","1766.70","122136.06","Bronx","40.806719","-73.888274","202","17","93","2087656","2027740220","Hunts Point"
"HERCULES HEAT TREATING CORPORATION,","Joseph J.  Rizzo","joe@herculesht.com","7186251266","101 CLASSON AVENUE","Brooklyn","NY","11205","Manufacturing","AEROSPACE PARTS","ECSP","17",,,"2007-12-04T00:00:00.000","22152.39","1610855.19","Brooklyn","40.697278","-73.961816","303","33","191","3054180","3018810017","Clinton Hill"
"HI INTERIORS, INC.","GREGORY MADZIO",,"2126860401","62 18TH STREET 6TH FL","BROOKLYN","NY","11215","Manufacturing","Cabinets and doors","ECSP","7",,,"2007-08-10T00:00:00.000","-23.92","22304.07","Brooklyn","40.666626","-73.997675","307","38","18","3336793","3006320004","Sunset Park West"
"Hi Tech Metals, Inc.","Jay Valentino","justyjay47@alo.com","7188941212","59-20 56th Avenue","Maspeth","NY","11378","Manufacturing","Specializes custom architecual metal","ECSP","114",,,"2019-07-17T00:00:00.000","26085.73","48294.64","Queens","40.725308","-73.907795","405","30","531","4059963","4026890019","Maspeth"
"Highline Locations LLC","Alinda Lundry","alina@highlinestages.com","2122068280","238-252 Conover Street","Brooklyn","NY","11231","Wholesale/Warehouse/Distribution","Film production supplies, repairs and lighting warehouse","ECSP","4",,,"2015-03-12T00:00:00.000","514.84","9722.52","Brooklyn","40.676489","-74.01613","306","38","53","3008773","3005950001","Carroll Gardens-Columbia Street-Red Hook"
"Hindustan Granites, Inc.","Babureddy  Mareddy","babu@hgstones.com","7183836708","280 Johnson Avenue","Brooklyn","NY","11206","Manufacturing","Mfg. of Granite & Stones","ECSP","22",,,"2011-07-06T00:00:00.000","10746.27","100084.45","Brooklyn","40.707138","-73.937331","301","34","485","3325872","3030730035","Bushwick South"
"HIRD/BLAKER, INC.","Cliff Blaker","cblaker@millerblaker.com","7186650500","620 EAST 132ND STREET","Bronx","NY","10454","Manufacturing","Architectural woodworking","ECSP","52",,,"2010-02-10T00:00:00.000","24613.09","329539.83","Bronx","40.802366","-73.918986","201","8","19","2117310","2025430040","Mott Haven-Port Morris"
"HI-TECH RESOURCE RECOVERY","MICHAEL SIRISI","tnt71@mrtcarting.com","7183660834","492 Scholes Street","Brooklyn","NY","11237","Commercial","recycling cardboard, plastics & metal","ECSP","14",,,"2009-03-09T00:00:00.000","21908.99","492058.44","Brooklyn","40.711376","-73.927934","301","34","449","3070560","3029690014","East Williamsburg"
"House of Spices (India), Inc","Ashwin  Shah","ashwinshah@houseofspicesindia.com","7185074600","57-07 49th Place","Queens","NY","11368","Manufacturing","spices and east Asian culinary goods","ECSP","37",,,"2017-07-14T00:00:00.000","19441.56","50700.94","Queens","40.721144","-73.919543","405","30","219","4462230","4026030068","Hunters Point-Sunnyside-West Maspeth"
"Hudson Moving & Storage Co., Inc.","Anne Whitman","whitmananne@icloud.com","2126784862","659-665 W. 158th Street","New York","NY","10032","Wholesale/Warehouse/Distribution","Moving and storage","ECSP","16",,,"2012-01-18T00:00:00.000","1688.25","15338.81","New York","40.836017","-73.947563","112","7","247","1063299","1021350056","Washington Heights South"
"HUSH Studios, Inc.","David Schwarz","info@heyhush.com","7184221537","141 Flushing Ave, Bldg 77, #602","Brooklyn","NY","11205","Commercial","Graphic design","ECSP","14",,,"2019-03-21T00:00:00.000","3040.72","5821.14","Brooklyn","40.697863","-73.971138","302","33","543","3335143","3020230001","park-cemetery-etc-Brooklyn"
"Hydromx, Inc.","Michael Butigian","mikeb@hydromx","9174406066","217-86 98th Street","Queens Village","NY","11429","Manufacturing","heat transfer fluid for HVAC industry","ECSP","2",,,"2019-06-07T00:00:00.000","14687.66","14960.53","Queens",,,,,,,,
"I. AM. Malia Mills, LLC","Carol Mills","carol@maliamills.com","2123544200","32 33rd Street","Brooklyn","NY","11232","Wholesale/Warehouse/Distribution","Women apparel","ECSP","13",,,"2018-10-30T00:00:00.000","4726.00","6472.27","Brooklyn","40.658251","-74.006433","307","38","18","3336897","3006830001","Sunset Park West"
"Ideas by Barbara","Barbara Szafianski","msza@aol.com","7187070910","37-18 Northern Blvd","Queens","NY","11101","Manufacturing","Womens dresses","ECSP","12",,,"2012-04-03T00:00:00.000","927.35","9992.00","Queens","40.752096","-73.925887","401","26","171","4003103","4002140040","Hunters Point-Sunnyside-West Maspeth"
"IDL Communications and Electric, Inc","Eva Rose Cupit","ecupit@idlelectric.com","7184429099","850 Third Ave, #408","Brooklyn","NY","11232","Commercial","Electrical Contractors","ECSP","89",,,"2020-02-12T00:00:00.000","212.59","212.59","Brooklyn","40.658518","-74.003327","307","38","18","3009889","3006710001","Sunset Park West"
"IEH CORPORATION","ROBERT KNOTH","bob@iehcorp.com","7184929673","140 58TH STR. BLD.B UNIT 8E&8F","Brooklyn","NY","11220","Manufacturing","MGF ELECTRIC COMPONENTS","ECSP","117",,,"2013-07-03T00:00:00.000","20200.94","176751.82","Brooklyn",,,,,,,,
"Ikea Holding U.S., Inc.","James Pomponi","elizabeth.gabor @ikea.com","6464717801","586 Gulf Avenue","Staten Island","NY","10314","Wholesale/Warehouse/Distribution","fulfillment center","ECSP","475",,,"2020-02-07T00:00:00.000","18261.02","18261.02","Staten Island","40.615721","-74.179177","502","50","29102","5166782","5017600001","New Springville-Bloomfield-Travis"
"Inner Gaze Furniture Designs, Inc.","Celia de Campo","celia@innergaze.com","7183848276","148 Hinsdale Street","Brooklyn","NY","11207","Manufacturing","furniture and cabinet woodworking, millwork, doors","ECSP","5",,,"2019-04-22T00:00:00.000","6934.12","12155.93","Brooklyn","40.671779","-73.900666","305","37","1144","3326823","3037150025","East New York (Pennsylvania Ave)"
"Insek Design","Ashira Israel","ashira@insekdesign.com","3473518915","1102 Atlantic Avenue","Brooklyn","NY","11238","Manufacturing","Cast concrete, wood and metal furniture","ECSP","1",,,"2016-10-21T00:00:00.000","525.84","2118.09","Brooklyn","40.679518","-73.956819","308","35","305","3027572","3011260029","Crown Heights North"
"Iron Mountain","Dan Anninos","therman@ArtexFAS.com","617-535-28","33-20 48 Ave","Long Island City","NY","11101","Wholesale/Warehouse/Distribution","Storage of fine arts and fine arts services.","ECSP","42",,,"2014-08-06T00:00:00.000","40327.91","269728.98","Queens","40.740775","-73.932182","402","26","199","4003456","4002550023","Hunters Point-Sunnyside-West Maspeth"
"J & B Realty LLC","Harold Roseberg","haroldr@galwein.com","7187845210","11-20 43rd Rd","Queens","NY","11101","Wholesale/Warehouse/Distribution","Warehouse and distribute wire cable communication products","ECSP","30",,,"2017-11-02T00:00:00.000","5894.90","18520.03","Queens","40.750848","-73.948587","402","26","19","4005214","4004450001","Hunters Point-Sunnyside-West Maspeth"
"J & J Johnson General Contracting Co., Inc.","Joe Galea","joe@jandjjohnson.com","7183923033","42-26 13th Street","Queens","NY","11101","Manufacturing","Furniture and wooden cabinets","ECSP","31",,,"2012-02-07T00:00:00.000","8460.17","70460.82","Queens","40.751745","-73.9458","402","26","19","4005277","4004580090","Hunters Point-Sunnyside-West Maspeth"
"J&S LICATA BROTHERS, INC","Joseph Licata","bakerboy@optonline.net","7188056924","89-31 129TH STREET","Queens","NY","11418","Commercial","WHOLESALE BAKERY","ECSP","20",,,"2011-04-26T00:00:00.000","20444.66","196003.75","Queens","40.699206","-73.821995","409","29","14202","4196791","4093550036","Richmond Hill"
"J. Crew Group, Inc.","Robert Chichester","robert.chichester@jcrew.com","2122095692","30-30 47fth Avenue","Long Island City","NY","11101","Wholesale/Warehouse/Distribution","Specialty distributor","ECSP","143",,,"2017-02-07T00:00:00.000","18083.54","92620.50","Queens",,,,,,,,
"Jacques Torres Manufacturing LLC","Jacques  Torres","jacques@mrchocolate.com","2124142462","140 58th Street","Brooklyn","NY","11220","Manufacturing","chocolates and bakery products","ECSP","23",,,"2013-07-03T00:00:00.000","2835.81","38779.91","Brooklyn","40.645338","-74.022864","307","38","18","3414976","3057780001","Sunset Park West"
"JAMES CARPENTER DESIGN ASSOC., INC.","DIANE CHILLOG","james.carpenter@aol.com","2124314318","145 HUDSON ST. 4th Floor","NEW YORK","NY","10013","Manufacturing","Architectural glass design","ECSP","14",,,"2007-12-03T00:00:00.000","255.99","16400.06","New York","40.721073","-74.008398","101","1","39","1002803","1002147502","SoHo-TriBeCa-Civic Center-Little Italy"
"JANUS MANAGEMENT, INC.","Ben Weissbourd","ben@janusproperty.com","2129322388","1361 AMSTERDAM AVENUE","New York","NY","10027","Other","LANDLORD","ECSP","2",,"4","2009-01-09T00:00:00.000","1552.31","29542.71","New York","40.814216","-73.95564","109","7","21303","1081781","1019670040","Manhattanville"
"Japanese Food Depot LLC","Yin Guan Chen","JFDUSA8@yahoo.com","7184454010","31-45 Downing Street","Flushing","NY","11354","Wholesale/Warehouse/Distribution","fresh and frozen seafood","ECSP","15",,,"2016-05-03T00:00:00.000","27641.79","132925.21","Queens","40.767332","-73.835629","407","20","869","4100767","4044060009","Flushing"
"JDB Market Corp.","John Burdo","marian@johnsnyc.com","7184828422","25-34 50th Avenue","Long Island City","NY","11101","Wholesale/Warehouse/Distribution","Grocery Stores & Supermarkets Industry","ECSP","16",,,"2012-04-06T00:00:00.000","12693.31","69426.14","Queens","40.740811","-73.944214","402","26","1","4000767","4001100038","Hunters Point-Sunnyside-West Maspeth"
"JetBlue Airways, Corp.","Dave Barger","Dave.Barger.@Jetblue.com","718-286-79","27-01 Bridge Plaza North","Long Island City","NY","11101","Other","Back Office","ECSP","3878",,,"2013-12-04T00:00:00.000","759480.44","5502522.03","Queens","40.750561","-73.939315","401","26","33","4005016","4004160010","Queensbridge-Ravenswood-Long Island City"
"JetBlue Airways, Corp.","Dave Barger","Dave.Barger.@Jetblue.com","718-286-79","27-01 Bridge Plaza North","Long Island City","NY","11101","Other","Back Office","ECSP","880",,,"2013-06-04T00:00:00.000","57634.59","592457.59","Queens","40.750561","-73.939315","401","26","33","4005016","4004160010","Queensbridge-Ravenswood-Long Island City"
"Jetro Cash & Carry Enterprises LLC","RICHARD KIRSCHNER","rkirschner@jetrord.com","7187628700","17-10 Whitestone Expressway","Queens","NY","11357","Wholesale/Warehouse/Distribution","WHSL PROVIDER OF FOOD","ECSP","240",,,"2012-06-04T00:00:00.000","75663.46","911749.29","Queens","40.78415","-73.825065","407","19","945","4000000","4041480078","Whitestone"
"Jewels For Me, Inc.","Thomas Izsak","tomifm@gmail.com","7183617527","162 44th Street","Brooklyn","NY","11232","Manufacturing","jewelry","ECSP","10",,,"2016-11-14T00:00:00.000","1811.56","8825.18","Brooklyn","40.652989","-74.014333","307","38","18","3322615","3007350070","Sunset Park West"
"Johnson Ingraham Associates","James Vitto","mindhandcoinc@verizon.net","2126294028","1663 Cody Avenue","Ridgewood","NY","11385","Manufacturing","Wood cabinets, furnitures","ECSP","15",,,"2008-10-15T00:00:00.000","1702.52","55158.78","Queens","40.695117","-73.899705","405","34","559","4437824","4035560061","Ridgewood"
"Josiah McElheny Studio","Mark Shortliffe","Markshortliffe@gmail.com","7188550154","1102 Atlantic Avenue, Unit 2F","Brooklyn","NY","11238","Manufacturing","Art and sculptor,","ECSP","3",,,"2016-10-20T00:00:00.000","7276.72","25095.25","Brooklyn","40.679518","-73.956819","308","35","305","3027572","3011260029","Crown Heights North"
"JPR Mechanical Inc.","Timothy  Schmidt","tschmidt@jprmechanical.com","9143813232","441 East 164th Street","Bronx","NY","10456","Manufacturing","sheet metal fabrication, pipe fitting, hvac installation & svc","ECSP","26",,,"2017-07-24T00:00:00.000","3131.51","20267.44","Bronx","40.826141","-73.910835","203","17","185","2117413","2023860164","Morrisania-Melrose"
"JUST BAGELS/ NORDQUIST ENTERPRISES","Charles Contreras","charlii@justbagels.com","7183289700","527 CASANOVA STREET","Bronx","NY","10474","Manufacturing","MGF BAGELS & RELATED PRDT","ECSP","65",,,"2009-01-05T00:00:00.000","13038.55","432328.84","Bronx","40.810408","-73.889254","202","17","93","2006785","2027680159","Hunts Point"
"K Line Logistics (USA) Inc","Joseph Carni","joseph-c@us.klinelogistics.com","7188073200","145-68 228th Street, Unit 2","Queens","NY","11413","Wholesale/Warehouse/Distribution","Freight forwarding and warehousing","ECSP","33",,,"2014-08-14T00:00:00.000","4463.18","27996.51","Queens","40.660713","-73.752361","413","31","690","4612085","4134750016","Springfield Gardens South-Brookville"
"K M S CONTRACTING INC dba Sure Iron Works","Mark Gandman","everon@sureiron.com","7184956500","2413 ATLANTIC AVENUE","Brooklyn","NY","11233","Manufacturing","Mfg structural steel","ECSP","12",,,"2008-01-22T00:00:00.000","1203.13","82734.08","Brooklyn","40.676026","-73.904993","316","37","367","3042803","3015740032","Ocean Hill"
"K. K. Machine Company, Inc.","Karel Hajek","kkmachine@usa.com","7184461556","69-34 51st  Avenue","Queens","NY","11377","Manufacturing","Mfg landing gear","ECSP","12",,,"2011-07-21T00:00:00.000","18360.97","156382.27","Queens","40.735419","-73.894885","402","30","489","4056501","4024570010","Elmhurst-Maspeth"
"Karr Graphics Corp.","Lawrence Karr","Lkarr@karrgraphics.com","2126456000","22-19 41st Avenue","Long Island City","NY","11101","Commercial","Commercial Printer","ECSP","18",,,"2008-07-02T00:00:00.000","1609.00","78489.00","Queens","40.753348","-73.941179","401","26","33","4004951","4004090001","Queensbridge-Ravenswood-Long Island City"
"KAS PRODUCTION CENTER LLC","Hal G. Rosenbluth",,"7187299288","34-37 36TH STREET","Queens","NY","11106","Manufacturing","Film & Television","ECSP","29",,,"2010-06-04T00:00:00.000","16014.94","267681.24","Queens","40.757169","-73.923756","401","26","57","4538647","4006440045","Astoria"
"Katiroll Company LLC, The","Payal Saha","renuka@thekatirollcompany.com","2127306740","620-630 Gerard Place","Bronx","NY","10018","Manufacturing","Indian street food","ECSP","9",,,"2016-09-14T00:00:00.000","11147.88","39759.00","Bronx",,,,,,,,
"KAUFMAN Astoria Studios","Tracy Capune","tracy@kaufmanastoria.com","7183925600","34-12 36TH STREET","New York","NY","11101","Commercial","MFG. (COMMUNICATIONS)","ECSP","40",,,"2020-06-04T00:00:00.000","544.49","24231.64","New York",,,,,,,,
"KEPCO, INC.","MARTIN KUPFERBERG",,"7184617000","131-10 & 131-40 MAPLE AVENUE","Queens","NY","11352","Manufacturing","MFG. ELECTRONIC EQUIPMENT","ECSP","41",,,"2008-01-31T00:00:00.000","1736.57","117077.08","Queens",,,,,,,,
"KEPCO, INC.","MARTIN KUPFERBERG",,"7184617000","131-10 & 131-40 MAPLE AVENUE","Queens","NY","11352","Manufacturing","MFG. ELECTRONIC EQUIPMENT","ECSP","86",,,"2008-01-31T00:00:00.000","5799.57","283913.77","Queens",,,,,,,,
"Kickstarter, PBC","Perry  Chen","Finance@kickstarter.com","3478154501","58 Kent St","Brooklyn","NY","11222","Commercial","Internet fundraising","ECSP","123",,,"2017-12-01T00:00:00.000","16592.79","44767.49","Brooklyn","40.730475","-73.958839","301","33","565","3337019","3025570007","Greenpoint"
"Kingsland 359 LLC","Gina Argento","ebond203@aol.com","7183499093","270-294 Monitor Street/359-381 Kingsland Avenue","Brooklyn","NY","11222","Manufacturing","Film studio and production","ECSP","5",,,"2015-07-02T00:00:00.000","67667.81","274757.59","Brooklyn",,,,,,,,
"Kintetsu World Express (U.S.A.), Inc.","Thomas Smith","tom.smith@am.kwe.com","5168062504","145-68 228th Street, Unit 1","Queens","NY","11413","Wholesale/Warehouse/Distribution","Freight forwarding and warehousing","ECSP","32",,,"2015-07-17T00:00:00.000","11402.18","53464.90","Queens","40.660713","-73.752361","413","31","690","4612085","4134750016","Springfield Gardens South-Brookville"
"Kleins Naturals Ltd.","Robert Morel","cityonere@aol.com","7183490050","4702 Second Ave","Brooklyn","NY","11232","Manufacturing","Mfg. of Nuts","ECSP","45",,,"2009-11-13T00:00:00.000","40015.98","497701.54","Brooklyn","40.650686","-74.015287","307","38","18","3250698","3007620035","Sunset Park West"
"KONG KEE REALTY CORP","KENT KONG","BG20744@hotmail.com","7189372746","32-15 HUNTERS POINT AVENUE","LONG ISLAND CITY","NY","11101","Manufacturing","Toufu, soy beans and rice products.","ECSP","32",,,"2008-01-07T00:00:00.000","6615.25","599205.25","Queens","40.739456","-73.934086","402","26","199","4003468","4002590001","Hunters Point-Sunnyside-West Maspeth"
"Kopelevich & Feldsherova, PC","Mikhail Kopelevich","mkopelevich@kflawny.com","7183320577","241 37th St. Suite B439","Brooklyn","NY","11237","Commercial","Back Office","ECSP","10",,,"2019-12-03T00:00:00.000","639.53","1190.21","Brooklyn","40.6558","-74.008408","307","38","2","3336906","3006950001","Sunset Park West"
"Krasnyi Oktybar, Inc.","Semyow Kutsura","gvgendel@gmail.com","7188586720","60 20th Street","Brooklyn","NY","11232","Wholesale/Warehouse/Distribution","Commercial Imports and distributor of Ethnic foods from Eastern Europe","ECSP","17",,,"2018-04-12T00:00:00.000","11774.89","31301.35","Brooklyn","40.665171","-73.998144","307","38","18","3336798","3006350010","Sunset Park West"
"KRINOS FOODS, INC.","Eric Moscahlaids","ericm@Krinos.com","7186876262","1734 Bathgate Ave.","Bronx","NY","10457","Manufacturing","MFG. CANNED GOODS","ECSP","86",,,"2016-07-29T00:00:00.000","48124.58","223927.03","Bronx","40.842915","-73.899225","203","15","165","2128563","2029220002","Claremont-Bathgate"
"LaFarge North America","William J. Kastin","bill.kastin@lafarge-na.com","7184999205","75 25th Street","Brooklyn","NY","11232","Wholesale/Warehouse/Distribution","Portland and slag cement","ECSP","5",,,"2007-07-12T00:00:00.000","300.10","186533.54","Brooklyn","40.662023","-74.000588","307","38","18","3414710","3006440109","Sunset Park West"
