"development","tds","building","borough","house","street","address","city","state","zip_code","bin","block","lot","borough_block_lot","census_tract_2010","neighborhood_tabulation_area","neighborhood_tabulation_area_1","community_district","city_council_district","state_assembly_district","state_senate_district","us_congressional_district","latitude","longitude"
"CLAREMONT REHAB (GROUP 4)","335","2","BRONX","1248","CLAY AVENUE","1248 CLAY AVENUE","BRONX","NY","10456","2002095","2427","10","2024270010","17701","BX14","East Concourse-Concourse Village","4","16","77","32","15","40.8332802198947","-73.9099973329195"
"CLAREMONT REHAB (GROUP 4)","335","3","BRONX","1240","CLAY AVENUE","1240 CLAY AVENUE","BRONX","NY","10456","2002093","2427","7","2024270007","17701","BX14","East Concourse-Concourse Village","4","16","77","32","15","40.833070944779","-73.9101033795848"
"CLAREMONT REHAB (GROUP 4)","335","4","BRONX","1228","CLAY AVENUE","1228 CLAY AVENUE","BRONX","NY","10456","2002090","2427","3","2024270003","17701","BX14","East Concourse-Concourse Village","4","16","77","32","15","40.8327732785218","-73.910281977796"
"CLAREMONT REHAB (GROUP 4)","335","5","BRONX","1128","FINDLAY AVENUE","1128 FINDLAY AVENUE","BRONX","NY","10456","2002272","2434","57","2024340057","175","BX14","East Concourse-Concourse Village","4","16","77","32","15","40.8308362750061","-73.9133615531319"
"CLAREMONT REHAB (GROUP 4)","335","6","BRONX","1114","FINDLAY AVENUE","1114 FINDLAY AVENUE","BRONX","NY","10456","2002270","2434","53","2024340053","175","BX14","East Concourse-Concourse Village","4","16","77","32","15","40.8304577681851","-73.9135897106522"
"CLAREMONT REHAB (GROUP 4)","335","7","BRONX","335","EAST 166TH STREET","335 EAST 166TH STREET","BRONX","NY","10456","2002287","2434","88","2024340088","175","BX14","East Concourse-Concourse Village","4","16","77","32","15","40.829840172282","-73.9133337099386"
"CLAREMONT REHAB (GROUP 4)","335","8","BRONX","1068","TELLER AVENUE","1068 TELLER AVENUE","BRONX","NY","10456","2002121","2428","12","2024280012","175","BX14","East Concourse-Concourse Village","4","16","77","32","15","40.8291788424323","-73.9133267599808"
"CLAREMONT REHAB (GROUP 4)","335","9","BRONX","1046","TELLER AVENUE","1046 TELLER AVENUE","BRONX","NY","10456","2002117","2428","3","2024280003","175","BX14","East Concourse-Concourse Village","4","16","77","32","15","40.8286749723755","-73.913635658439"
"CLAREMONT REHAB (GROUP 5)","336","1","BRONX","1150","COLLEGE AVENUE","1150 COLLEGE AVENUE","BRONX","NY","10456","2002259","2434","18","2024340018","175","BX14","East Concourse-Concourse Village","4","16","77","32","15","40.8315333895493","-73.9139834051517"
"CLAREMONT REHAB (GROUP 5)","336","2","BRONX","1131","FINDLAY AVENUE","1131 FINDLAY AVENUE","BRONX","NY","10456","2002260","2434","26","2024340026","175","BX14","East Concourse-Concourse Village","4","16","77","32","15","40.8309252262412","-73.9135527950393"
"CLAREMONT REHAB (GROUP 5)","336","3","BRONX","1113","FINDLAY AVENUE","1113 FINDLAY AVENUE","BRONX","NY","10456","2002262","2434","34","2024340034","175","BX14","East Concourse-Concourse Village","4","16","77","32","15","40.830410325576","-73.9138701587495"
"CLASON POINT GARDENS","11","1","BRONX","865","NOBLE AVENUE","865 NOBLE AVENUE","BRONX","NY","10473","2092727","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8223296528404","-73.868634074774"
"CLASON POINT GARDENS","11","1","BRONX","867","NOBLE AVENUE","867 NOBLE AVENUE","BRONX","NY","10473","2092727","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8223417393557","-73.8685377163581"
"CLASON POINT GARDENS","11","1","BRONX","869","NOBLE AVENUE","869 NOBLE AVENUE","BRONX","NY","10473","2092727","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8223599165827","-73.8684333171934"
"CLASON POINT GARDENS","11","1","BRONX","871","NOBLE AVENUE","871 NOBLE AVENUE","BRONX","NY","10473","2092727","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8223719854965","-73.8683209025699"
"CLASON POINT GARDENS","11","1","BRONX","873","NOBLE AVENUE","873 NOBLE AVENUE","BRONX","NY","10473","2092727","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.822390170802","-73.868224531958"
"CLASON POINT GARDENS","11","2","BRONX","857","NOBLE AVENUE","857 NOBLE AVENUE","BRONX","NY","10473","2092733","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.822263880992","-73.8682264415948"
"CLASON POINT GARDENS","11","2","BRONX","859","NOBLE AVENUE","859 NOBLE AVENUE","BRONX","NY","10473","2092733","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8222457048525","-73.8683308406635"
"CLASON POINT GARDENS","11","2","BRONX","861","NOBLE AVENUE","861 NOBLE AVENUE","BRONX","NY","10473","2092733","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8222336176093","-73.8684271989797"
"CLASON POINT GARDENS","11","2","BRONX","863","NOBLE AVENUE","863 NOBLE AVENUE","BRONX","NY","10473","2092733","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.822221549492","-73.8685396133484"
"CLASON POINT GARDENS","11","3","BRONX","839","NOBLE AVENUE","839 NOBLE AVENUE","BRONX","NY","10473","2092732","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8218266562891","-73.8680294975804"
"CLASON POINT GARDENS","11","3","BRONX","843","NOBLE AVENUE","843 NOBLE AVENUE","BRONX","NY","10473","2092732","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8218937579359","-73.8680454205516"
"CLASON POINT GARDENS","11","3","BRONX","847","NOBLE AVENUE","847 NOBLE AVENUE","BRONX","NY","10473","2092732","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.821973065068","-73.8680693467951"
"CLASON POINT GARDENS","11","3","BRONX","851","NOBLE AVENUE","851 NOBLE AVENUE","BRONX","NY","10473","2092732","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8220523730946","-73.8680932730937"
"CLASON POINT GARDENS","11","4","BRONX","2","CLASON POINT LANE NORTH","2 CLASON POINT LANE NORTH","BRONX","NY","10473","2092728","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8217556542556","-73.8685059027685"
"CLASON POINT GARDENS","11","4","BRONX","4","CLASON POINT LANE NORTH","4 CLASON POINT LANE NORTH","BRONX","NY","10473","2092728","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8218288539893","-73.8685218141545"
"CLASON POINT GARDENS","11","4","BRONX","6","CLASON POINT LANE NORTH","6 CLASON POINT LANE NORTH","BRONX","NY","10473","2092728","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8219020537186","-73.86853772439"
"CLASON POINT GARDENS","11","4","BRONX","8","CLASON POINT LANE NORTH","8 CLASON POINT LANE NORTH","BRONX","NY","10473","2092728","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8219691552959","-73.8685536490772"
"CLASON POINT GARDENS","11","5","BRONX","827","NOBLE AVENUE","827 NOBLE AVENUE","BRONX","NY","10473","2092731","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8214717276951","-73.8683821176638"
"CLASON POINT GARDENS","11","5","BRONX","829","NOBLE AVENUE","829 NOBLE AVENUE","BRONX","NY","10473","2092731","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8214838057311","-73.8682777318943"
"CLASON POINT GARDENS","11","5","BRONX","831","NOBLE AVENUE","831 NOBLE AVENUE","BRONX","NY","10473","2092731","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8215019533901","-73.8681492519128"
"CLASON POINT GARDENS","11","5","BRONX","833","NOBLE AVENUE","833 NOBLE AVENUE","BRONX","NY","10473","2092731","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8215140128417","-73.8680288113207"
"CLASON POINT GARDENS","11","6","BRONX","819","NOBLE AVENUE","819 NOBLE AVENUE","BRONX","NY","10473","2092730","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8213904989963","-73.8680139782821"
"CLASON POINT GARDENS","11","6","BRONX","821","NOBLE AVENUE","821 NOBLE AVENUE","BRONX","NY","10473","2092730","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8213784404604","-73.8681344186516"
"CLASON POINT GARDENS","11","6","BRONX","823","NOBLE AVENUE","823 NOBLE AVENUE","BRONX","NY","10473","2092730","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8213602818439","-73.8682548698688"
"CLASON POINT GARDENS","11","6","BRONX","825","NOBLE AVENUE","825 NOBLE AVENUE","BRONX","NY","10473","2092730","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8213482129924","-73.8683672827952"
"CLASON POINT GARDENS","11","7","BRONX","1719","LAFAYETTE AVENUE","1719 LAFAYETTE AVENUE","BRONX","NY","10473","2092729","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8208562431682","-73.8678803932668"
"CLASON POINT GARDENS","11","7","BRONX","801","NOBLE AVENUE","801 NOBLE AVENUE","BRONX","NY","10473","2092729","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8209293694037","-73.8678320806405"
"CLASON POINT GARDENS","11","7","BRONX","805","NOBLE AVENUE","805 NOBLE AVENUE","BRONX","NY","10473","2092729","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8210025692418","-73.867847992273"
"CLASON POINT GARDENS","11","7","BRONX","807","NOBLE AVENUE","807 NOBLE AVENUE","BRONX","NY","10473","2092729","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8210757782725","-73.8678719288835"
"CLASON POINT GARDENS","11","7","BRONX","811","NOBLE AVENUE","811 NOBLE AVENUE","BRONX","NY","10473","2092729","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8211794706656","-73.8678877788726"
"CLASON POINT GARDENS","11","8","BRONX","1705","LAFAYETTE AVENUE","1705 LAFAYETTE AVENUE","BRONX","NY","10473","2095242","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8210934507321","-73.8685820817041"
"CLASON POINT GARDENS","11","8","BRONX","1707","LAFAYETTE AVENUE","1707 LAFAYETTE AVENUE","BRONX","NY","10473","2095242","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8210202418463","-73.8685581419352"
"CLASON POINT GARDENS","11","8","BRONX","1709","LAFAYETTE AVENUE","1709 LAFAYETTE AVENUE","BRONX","NY","10473","2095242","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8209348449017","-73.8685422547978"
"CLASON POINT GARDENS","11","8","BRONX","1711","LAFAYETTE AVENUE","1711 LAFAYETTE AVENUE","BRONX","NY","10473","2095242","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.820855536955","-73.8685183295511"
"CLASON POINT GARDENS","11","9","BRONX","1697","LAFAYETTE AVENUE","1697 LAFAYETTE AVENUE","BRONX","NY","10473","2092737","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8208260749681","-73.8686815344899"
"CLASON POINT GARDENS","11","9","BRONX","1699","LAFAYETTE AVENUE","1699 LAFAYETTE AVENUE","BRONX","NY","10473","2092737","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8209053737422","-73.8686974338126"
"CLASON POINT GARDENS","11","9","BRONX","1701","LAFAYETTE AVENUE","1701 LAFAYETTE AVENUE","BRONX","NY","10473","2092737","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8210090742635","-73.8687213123551"
"CLASON POINT GARDENS","11","9","BRONX","1703","LAFAYETTE AVENUE","1703 LAFAYETTE AVENUE","BRONX","NY","10473","2092737","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8210883730297","-73.868737211769"
"CLASON POINT GARDENS","11","10","BRONX","10","CLASON POINT LANE NORTH","10 CLASON POINT LANE NORTH","BRONX","NY","10473","2092734","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8219360492999","-73.8689126683889"
"CLASON POINT GARDENS","11","10","BRONX","12","CLASON POINT LANE NORTH","12 CLASON POINT LANE NORTH","BRONX","NY","10473","2092734","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8220152567478","-73.8688482892395"
"CLASON POINT GARDENS","11","10","BRONX","14","CLASON POINT LANE NORTH","14 CLASON POINT LANE NORTH","BRONX","NY","10473","2092734","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8220822751887","-73.868791961425"
"CLASON POINT GARDENS","11","11","BRONX","16","CLASON POINT LANE NORTH","16 CLASON POINT LANE NORTH","BRONX","NY","10473","2095239","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8221859308866","-73.8688991901856"
"CLASON POINT GARDENS","11","11","BRONX","18","CLASON POINT LANE NORTH","18 CLASON POINT LANE NORTH","BRONX","NY","10473","2095239","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8221311086977","-73.868955493962"
"CLASON POINT GARDENS","11","11","BRONX","20","CLASON POINT LANE NORTH","20 CLASON POINT LANE NORTH","BRONX","NY","10473","2095239","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8220701801092","-73.8690037810283"
"CLASON POINT GARDENS","11","11","BRONX","22","CLASON POINT LANE NORTH","22 CLASON POINT LANE NORTH","BRONX","NY","10473","2095239","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.822009257914","-73.8690600954379"
"CLASON POINT GARDENS","11","12","BRONX","1690","STORY AVENUE","1690 STORY AVENUE","BRONX","NY","10473","2095246","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8223445439082","-73.8692858304386"
"CLASON POINT GARDENS","11","12","BRONX","1692","STORY AVENUE","1692 STORY AVENUE","BRONX","NY","10473","2095246","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8224177444278","-73.8693017428215"
"CLASON POINT GARDENS","11","12","BRONX","1694","STORY AVENUE","1694 STORY AVENUE","BRONX","NY","10473","2095246","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8225153466467","-73.8693256348235"
"CLASON POINT GARDENS","11","12","BRONX","1698","STORY AVENUE","1698 STORY AVENUE","BRONX","NY","10473","2095246","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.822600743461","-73.8693415233438"
"CLASON POINT GARDENS","11","13","BRONX","1682","STORY AVENUE","1682 STORY AVENUE","BRONX","NY","10473","2092738","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8225847522688","-73.8695035986179"
"CLASON POINT GARDENS","11","13","BRONX","1684","STORY AVENUE","1684 STORY AVENUE","BRONX","NY","10473","2092738","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8225115526797","-73.8694876859711"
"CLASON POINT GARDENS","11","13","BRONX","1686","STORY AVENUE","1686 STORY AVENUE","BRONX","NY","10473","2092738","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8224200395567","-73.8694557531091"
"CLASON POINT GARDENS","11","13","BRONX","1688","STORY AVENUE","1688 STORY AVENUE","BRONX","NY","10473","2092738","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8223346336661","-73.8694318370197"
"CLASON POINT GARDENS","11","14","BRONX","30","CLASON POINT LANE SOUTH","30 CLASON POINT LANE SOUTH","BRONX","NY","10473","2092735","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8212609191067","-73.8688464474072"
"CLASON POINT GARDENS","11","14","BRONX","32","CLASON POINT LANE SOUTH","32 CLASON POINT LANE SOUTH","BRONX","NY","10473","2092735","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8213157503856","-73.8687981728054"
"CLASON POINT GARDENS","11","14","BRONX","34","CLASON POINT LANE NORTH","34 CLASON POINT LANE NORTH","BRONX","NY","10473","2092735","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8213766715579","-73.8687418575592"
"CLASON POINT GARDENS","11","14","BRONX","36","CLASON POINT LANE NORTH","36 CLASON POINT LANE NORTH","BRONX","NY","10473","2092735","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8214375918029","-73.8686855433971"
"CLASON POINT GARDENS","11","14","BRONX","38","CLASON POINT LANE NORTH","38 CLASON POINT LANE NORTH","BRONX","NY","10473","2092735","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8214985220656","-73.8686372564947"
"CLASON POINT GARDENS","11","15","BRONX","40","CLASON POINT LANE NORTH","40 CLASON POINT LANE NORTH","BRONX","NY","10473","2092736","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8217473915806","-73.8688754456104"
"CLASON POINT GARDENS","11","15","BRONX","42","CLASON POINT LANE NORTH","42 CLASON POINT LANE NORTH","BRONX","NY","10473","2092736","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.821704856924","-73.8690120024658"
"CLASON POINT GARDENS","11","15","BRONX","44","CLASON POINT LANE NORTH","44 CLASON POINT LANE NORTH","BRONX","NY","10473","2092736","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8216317384168","-73.8690683405558"
"CLASON POINT GARDENS","11","15","BRONX","46","CLASON POINT LANE SOUTH","46 CLASON POINT LANE SOUTH","BRONX","NY","10473","2092736","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8215525499614","-73.8691487738132"
"CLASON POINT GARDENS","11","15","BRONX","48","CLASON POINT LANE SOUTH","48 CLASON POINT LANE SOUTH","BRONX","NY","10473","2092736","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8214672715021","-73.8692372485962"
"CLASON POINT GARDENS","11","15","BRONX","50","CLASON POINT LANE SOUTH","50 CLASON POINT LANE SOUTH","BRONX","NY","10473","2092736","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.821351418508","-73.8692535309801"
"CLASON POINT GARDENS","11","16","BRONX","52","CLASON POINT LANE SOUTH","52 CLASON POINT LANE SOUTH","BRONX","NY","10473","2092739","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8215719944845","-73.8696744408209"
"CLASON POINT GARDENS","11","16","BRONX","54","CLASON POINT LANE SOUTH","54 CLASON POINT LANE SOUTH","BRONX","NY","10473","2092739","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8216206371621","-73.8695459012711"
"CLASON POINT GARDENS","11","16","BRONX","56","CLASON POINT LANE SOUTH","56 CLASON POINT LANE SOUTH","BRONX","NY","10473","2092739","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8216998531543","-73.8694895517568"
"CLASON POINT GARDENS","11","16","BRONX","58","CLASON POINT LANE NORTH","58 CLASON POINT LANE NORTH","BRONX","NY","10473","2092739","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8217729445927","-73.8694091295073"
"CLASON POINT GARDENS","11","16","BRONX","60","CLASON POINT LANE NORTH","60 CLASON POINT LANE NORTH","BRONX","NY","10473","2092739","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8218460441714","-73.869336735675"
"CLASON POINT GARDENS","11","16","BRONX","62","CLASON POINT LANE NORTH","62 CLASON POINT LANE NORTH","BRONX","NY","10473","2092739","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8219801743266","-73.8693043613556"
"CLASON POINT GARDENS","11","17","BRONX","64","CLASON POINT LANE NORTH","64 CLASON POINT LANE NORTH","BRONX","NY","10473","2092740","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8220777286644","-73.8697037192544"
"CLASON POINT GARDENS","11","17","BRONX","66","CLASON POINT LANE NORTH","66 CLASON POINT LANE NORTH","BRONX","NY","10473","2092740","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8220228970133","-73.8697519936627"
"CLASON POINT GARDENS","11","17","BRONX","68","CLASON POINT LANE NORTH","68 CLASON POINT LANE NORTH","BRONX","NY","10473","2092740","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8219619844159","-73.8698163347665"
"CLASON POINT GARDENS","11","17","BRONX","70","CLASON POINT LANE SOUTH","70 CLASON POINT LANE SOUTH","BRONX","NY","10473","2092740","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.821894956414","-73.8698646340346"
"CLASON POINT GARDENS","11","17","BRONX","72","CLASON POINT LANE SOUTH","72 CLASON POINT LANE SOUTH","BRONX","NY","10473","2092740","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8218279456005","-73.8699289868313"
"CLASON POINT GARDENS","11","18","BRONX","74","CLASON POINT LANE SOUTH","74 CLASON POINT LANE SOUTH","BRONX","NY","10473","2092741","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8218963883486","-73.8700667904336"
"CLASON POINT GARDENS","11","18","BRONX","76","CLASON POINT LANE SOUTH","76 CLASON POINT LANE SOUTH","BRONX","NY","10473","2092741","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.821963399237","-73.8700024365242"
"CLASON POINT GARDENS","11","18","BRONX","78","CLASON POINT LANE NORTH","78 CLASON POINT LANE NORTH","BRONX","NY","10473","2092741","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.822036517296","-73.8699460991814"
"CLASON POINT GARDENS","11","18","BRONX","80","CLASON POINT LANE NORTH","80 CLASON POINT LANE NORTH","BRONX","NY","10473","2092741","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8220974381213","-73.8698897843781"
"CLASON POINT GARDENS","11","18","BRONX","82","CLASON POINT LANE NORTH","82 CLASON POINT LANE NORTH","BRONX","NY","10473","2092741","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8221522707312","-73.8698415112127"
"CLASON POINT GARDENS","11","19","BRONX","1660","STORY AVENUE","1660 STORY AVENUE","BRONX","NY","10473","2092742","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.82246421896","-73.8707235537316"
"CLASON POINT GARDENS","11","19","BRONX","1662","STORY AVENUE","1662 STORY AVENUE","BRONX","NY","10473","2092742","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.82248237925","-73.8706031000063"
"CLASON POINT GARDENS","11","19","BRONX","1664","STORY AVENUE","1664 STORY AVENUE","BRONX","NY","10473","2092742","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8225005394142","-73.8704826462153"
"CLASON POINT GARDENS","11","19","BRONX","1666","STORY AVENUE","1666 STORY AVENUE","BRONX","NY","10473","2092742","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8225125832489","-73.8703461480787"
"CLASON POINT GARDENS","11","19","BRONX","1668","STORY AVENUE","1668 STORY AVENUE","BRONX","NY","10473","2092742","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8225307612135","-73.870241750327"
"CLASON POINT GARDENS","11","20","BRONX","856","METCALF AVENUE","856 METCALF AVENUE","BRONX","NY","10473","2095245","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.821798927845","-73.870625250251"
"CLASON POINT GARDENS","11","20","BRONX","860","METCALF AVENUE","860 METCALF AVENUE","BRONX","NY","10473","2095245","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8218782263383","-73.8706411521224"
"CLASON POINT GARDENS","11","20","BRONX","864","METCALF AVENUE","864 METCALF AVENUE","BRONX","NY","10473","2095245","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8219697301365","-73.8706650577475"
"CLASON POINT GARDENS","11","20","BRONX","868","METCALF AVENUE","868 METCALF AVENUE","BRONX","NY","10473","2095245","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8220612348287","-73.8706889634369"
"CLASON POINT GARDENS","11","20","BRONX","872","METCALF AVENUE","872 METCALF AVENUE","BRONX","NY","10473","2095245","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8221466305612","-73.8707048535998"
"CLASON POINT GARDENS","11","21","BRONX","842","METCALF AVENUE","842 METCALF AVENUE","BRONX","NY","10473","2095244","3633","1","2036330001","46","BX09","Soundview-Castle Hill-Clason Point-Harding Park","9","18","85","34","15","40.8215904487726","-73.8701425290416"
