"biblioid","borough","author","date","title","report_abstract"
"402","M","Historical Perspectives, Inc.","1990","Phase IA Archaeological Assessment For The Royal Bank Of Canada Project Site.  For: Alee King Rosen & Fleming, Inc.  CEQR 90-074M   [Multiple authors]","Investigation of archaeological significance surrounding three vacant buildings in the financial district, slated to be demolished to build the Royal Bank of Canada.  Although two vacant areas of the site were thought to contain archaeologically significant material from the late 18th and early 19th centuries, intensive study and soil borings showed previous subsurface construction would have destroyed any remains. No further testing is recommended."
"403","M","Historical Perspectives, Inc.","1992","Phase IA Archaeological Documentary Study Gold Street Hotel Site.  For: Nelson Young, Barleda Development Corp.  CEQR 15-92 CQBSA, 81-207M   [Multiple authors]","Project site in Lower Manhattan by Gold and Platt Streets.  While the area may have contained significant prehistoric, Dutch, and colonial material, that has likely been destroyed by subsurface construction.  However, there may be remains of 18th and 19th Century privies, cisterns, and/or wells below the current shallow basements on the site.  Because such features would be destroyed by the construction plans for a new 14’ basement, archaeological testing is recommended."
"404","M","Historical Perspectives, Inc.","1993","Phase IA Archaeological Assessment Report, West 60th Street Rezoning Project.  For: Kam West 60th Street Associates.  CEQR 90-113M   [Multiple authors]","Project on W 60th St.  This site has high prehistoric potential and may have been a suitable site for shellfish harvesting.  Because of the fill of the waterways caused by the construction of the Hudson River Railroad, and the protected natural terracing, evident in an 1889 map, there is a small chance that there are prehistoric remains in situ.  Soil boring tests are recommended in the areas which were originally watercourses or terraces."
"405","M","Historical Perspectives, Inc.","1993","Phase IA Archaeological Documentary Study, Peter Minuit Park Map change.  For: Philip Habib & Associates. [filed as FTA 106M; former CEQR 94DOT002M 0 Whitehall Ferry Terminal]   [Multiple authors]","Analysis of planned construction of Peter Minuit Park, by the Whitehall Ferry Terminal in Lower Manhattan.  This site likely contains remains from its use as a harbor in the 17th century, landfill material from the 17th and 18th centuries, 17th and 18th century fortifications, and 19th century structures.  There has also been limited subsurface disturbance.  However, due to the minimal impact of park construction, further testing is only recommended in a few key areas."
"406","M","Historical Perspectives, Inc.","1993","Phase IA Archaeological Study, Proposed Mt. Sinai Multipurpose Building Project.  New York, NY.  SEQRA-M   [Multiple authors]","Project at Madison Avenue and 99th St on the Upper East Side. This site was near a known prehistoric settlement and probably once had a wealth of prehistoric material.  In addition, 19th century shanties and early 20th century occupation would have contributed archaeologically useful privy and/or cistern remains.  However, land grading in the 20th century would have destroyed or disturbed the artifacts, so no further testing is recommended."
"407","M","Historical Perspectives, Inc.","1995","Two Bridges Urban Renewal Area, Manhattan, New York.  Phase IA Archaeological Study.  CEQR 94-HPD-019M. [258 South Street]","Project site by South Street in Lower Manhattan.  This site may have contained a prehistoric trail and other associated remains, but these were likely destroyed by tidal movement.  The site may, however,  contain valuable remains from early landfilling and 19th century waterfront industry, including a pier and an iron foundry.  It is unknown to what extent the new construction will impact these materials, so an archaeological monitoring program is recommended."
"408","M","Historical Perspectives, Inc.","1996","Phase IA, Archaeological Assessment, Hudson Center Hotel Site, Block 218, Lots 20, 23, and 28, Manhattan, New York.  BSA Cal #: 180-95-BZ,.  Premises 256 West Street, Borough of Manhattan.  For: Wall & Associates. CEQR  96BSA048M   [Multiple authors]","Project at West and Laight Streets in Tribeca, which proposes the construction of a hotel and the stabilization and rehabilitation of a historic warehouse. This area was created by landfill in the 19th century and subsequently housed an iron foundry, the remains of which may provide important information relating to 19th century industrial waterfronts.  Once building plans are completed, a Phase 1B examination is recommended."
"409","M","Historical Perspectives, Inc.","1997","Archaeological Assessment for 124 Hudson Street, New York, New York.  For: Allee King Rosen & Fleming, Inc.  [0 Ericsson Rezoning] CEQR 97DCP068M.   [Multiple authors]","Project on Hudson and Beach Streets on the Lower East Side.  Remains from the Revolutionary War and early-19th century residential occupation may exist; therefore testing is recommended."
"410","M","Historical Perspectives, Inc.","1997","Existing Conditions Report Archaeological Resources Hudson River Park Project Chambers Street To West Houston Street Manhattan, New York. Draft. For: Allee King Rosen & Fleming, Inc. Revised 1997.","Project between West Houston and Chambers Streets on the western edge of Manhattan.  Three prehistoric sites have been identified as possibly existing beneath a landfill on the project site; potential impacts to these sites have yet to be determined.  In addition, a 20th-century tile floor is partially intact on the site and may be of interest for preservation efforts."
"411","M","Historical Perspectives, Inc.","1997","Existing Conditions Report Archaeological Resources Hudson River Park Project West Houston Street To Little West 12th Street Manhattan, New York. Draft. For: Allee King Rosen & Fleming, Inc. Revised 1997.","Project between West Houston and Little West 12th St on the western edge of Manhattan. Within the project site there were several possible historic sites, including 19th century piers and 20th century market buildings, but none of them were deemed archaeologically significant. A bulkhead wall and inboard relieving platforms are considered in an NYSOPRHP Building-Structure Inventory Form."
"412","M","Historical Perspectives, Inc.","1997","Existing Conditions Report Archaeological Resources Hudson River Park Project Little West 12th Street To West 24th Street Manhattan, New York. Draft. For: Allee King Rosen & Fleming, Inc. Revised 1997.","Project between Little West 12th St and West 24th St on the western edge of Manhattan. No archaeologically significant sites were identified, but a bulkhead wall and inboard relieving platforms are considered in an NYSOPRHP Building-Structure Inventory Form."
"413","M","Historical Perspectives, Inc.","1997","Existing Conditions Report Archaeological Resources Hudson River Park Project West 24th Street to West 40th Street Manhattan, New York. Draft. For: Allee King Rosen & Fleming, Inc. Revised 1997.","Project between West 24th St and West 40th St on the western edge of Manhattan. No archaeologically significant sites were identified, but a bulkhead wall and inboard relieving platforms are considered in an NYSOPRHP Building-Structure Inventory Form. In addition, the site contains a 1954 railroad transfer bridge, which was determined by SHPO to be eligible for listing on the State and National Registers of Historic Places."
"414","M","Historical Perspectives, Inc.","1997","Existing Conditions Report Archaeological Resources Hudson River Park Project West 40th Street To West 46th Street Manhattan, New York. Draft. For: Allee King Rosen & Feming, Inc. Revised 1997","Project between West 40th St and West 46th St on the western edge of Manhattan. No archaeologically significant sites were identified, but a bulkhead wall and inboard relieving platforms are considered in an NYSOPRHP Building-Structure Inventory Form."
"415","M","Historical Perspectives, Inc.","1997","Existing Conditions Report Archaeological Resources Hudson River Park Project West 46th Street To West 59th Street Manhattan, New York. Draft. For: Allee King Rosen & Fleming, Inc. Revised 1997.","Project between West 46th St and West 59th St on the western edge of Manhattan. No archaeologically significant sites were identified, but a bulkhead wall and inboard relieving platforms are considered in an NYSOPRHP Building-Structure Inventory Form."
"416","M","Historical Perspectives, Inc.","1997","Phase IA Archaeological Assessment, River Center Site.  New York, NY.  96DCP005M   [Multiple authors]","Project at 550 W 59th St. Although data about prehistoric resources was inconclusive, there is a small possibility that such materials remain.  Thus, soil borings are recommended."
"417","M","Historical Perspectives, Inc.","1997","Results of Phase Ib Fieldwork, Ericcson Place Site.  New York, NY.  For: Allee King Rosen & Fleming, Inc.  [0 Ericsson Rezoning] CEQR 97DCP068M.   [Multiple authors]","Project on Hudson and Beach Streets on the Lower East Side.  Remains from the Revolutionary War period were thought to have existed on the project site, but only remains from the late-19th and 20th centuries were encountered.  Therefore any remains from this period seem to have been disturbed by demolition activities during the 20th century.  No further testing is necessary."
"418","M","Historical Perspectives, Inc.","1998","Manhattan East Side Transit Alternatives, Archaeological Assessment. For: AKRF, Inc.. MTA, SEQRA-M   [Multiple authors]","Project areas include Water Street between Broad Street and Fulton Street, Pearl Street between Fulton Street and Frankfort Street, Frankfort Street, Canal Street between The Bowery and East Broadway, East Broadway and Grand Street, Kazan/Columbia Street between Grand Street and East Houston Street, Avenue D from East Houston to 14th Street, 14th Street, East Midtown, Upper East Side, East Harlem, and Second Avenue. This project considers the necessary precautions that would need to be taken in order to improve transportation on the East Side, considering the impact of either a Subway line or a Light Rail. As digging had not yet taken place at the time of the study, further testing was recommended. A site on  East 124th Street was also deemed sensitive and it is recommended that no digging take place on that site. The Light Rail would cause significantly more impact on sensitive sites. Soil borings and addition study is recommended."
"419","M","Historical Perspectives, Inc.","1998","Phase IB Archaeological Examination of the Towers Project Parcel, CEQR DCP 87-299M, Manhattan, New York.   [Multiple authors]","Project at 106th Street and Central Park West.  Testing was done to look for remains relating to the Revolutionary War and the War of 1812.  However 19th-century activities likely damaged or destroyed any remains that might have existed.  Artifacts are from the 19th and 20th centuries, and are not found in separate strata.  No further testing is recommended."
"420","M","Historical Perspectives, Inc.","1998","Stage 1A Archaeological Assessment . 0 East River Plaza Site. Manhattan. UDC/SEQRA-M","Project site between E 116th and E 119th Streets at FDR Drive. There is significant potential for prehistoric resources, as other sites have been found nearby.  In addition, several areas are likely to have hosted 19th Century shaft features which could be significant.  An in-depth study of homelot habitation is recommended, as well as archaeological testing in two areas to look for prehistoric and historic resources."
"421","M","Historical Perspectives, Inc.","1998","Stage 1b Archaeological Examination, 527 and 529 East 118th Street, 0 East River Plaza Site, Manhattan.  SEQRA   [Multiple authors]","Project at 527 and 529 East 118th St.  An archaeological assessment found these lots to be likely to contain intact shaft features dating from 1870-1935, and thus recommended further testing.  Excavation with a backhoe and by hand was carried out, but no intact 19th Century material was found."
"422","M","Historical Perspectives, Inc.","1998","Greenwich Street Reconstruction: Phase IA Archaeological Assessment.  99-DME001M.  aka 98dme002m","Project on Greenwich Street in Tribeca.  This site once hosted 18th Century palisades and the Greenwich Street gate, and could also contain remains from Revolutionary War entrenchment and later domestic/commercial remains.  The portion undisturbed by later subsurface construction is small, however, so a construction-monitoring plan is recommended for that area only."
"423","M","Historical Perspectives, Inc.","1999","Stage 1a Archaeological Assessment, 18 [12] Platt Street, Manhattan, NY.  99DCP031M   [Multiple authors]","Project site at Platt and Gold Streets in Lower Manhattan.  Due to the leveling of the hill once present on the site, all prehistoric and Dutch colonial remains have probably been destroyed.  As no other significant material has been attributed to the site, no further testing is warranted."
"424","Y","Historical Perspectives, Inc.","1999","Stage 1a Archaeological Assessments for the MTA/LIRR Manhattan East Side Access Project.  For: AKRF, Inc..   MTA, SEQRA-M.  (Sara Mascia, Richard Schaefer, Faline Schneiderman-Fox)","Part of a large transportation construction initiative, the Long Island Rail Road East Side Access Project, this report examines the archaeological potential of areas in Manhattan, Sunnyside Yard, Yard A, Blissville Yard, Maspeth Yard, and Fresh Pond Yard in Queens, Highbridge Yard in the Bronx, and Roosevelt Island.  While construction plans have not been finalized, many areas within the current construction plans are sensitive for a variety of prehistoric and historic archaeological resources, particularly Native American settlements and Revolutionary War remains. Sensitive areas are indicated, and construction plans should attempt to avoid them.  If this is not possible, soil borings, archaeological monitoring and/or archaeological testing are recommended in order to determine the presence and significance of any intact archaeological material."
"425","M","Historical Perspectives, Inc.","2000","Cultural Resource Assessment Report, Durst West 47th Street.  Manhattan, NY;   01DCP0041M; 0 57TH Street Rezoning   [Multiple authors]","Project site includes Block 1105 bounded by West 58th Street, Eleventh Avenue, West 57th Street and Twelfth Avenue. No further testing is warranted due to former flooding of the site."
"426","M","Historical Perspectives, Inc.","2000","Cultural Resource Assessment Report Studio City Project, West 45th Street, Manhattan, New York B1073L 1 [0 Studio City]; 01DME001M","Project site includes Lot 1 on Block 1073 in Manhattan between West 44th Street, West 45th Street, and Eleventh Avenue. It has been determined that there is potential for the existance of archaeologically significant features on the site and recommendations include the completion of a series of soil borings and further testing were the borings to indicate potential sensitivity."
"427","M","Historical Perspectives, Inc.","2000","Randall’s Island, Cultural Resource Assessment [B 1819 L 203; LA-CEQR-M]   [Multiple authors]","Project site includes southern Randall's Island bounded by the Harlem River, the strait of Little Hell Gate, the Triborough Bridge, and the golf center on Randall's Island. The demolition of Downing Stadium, located on the project site, has been proposed in order to construct a new stadium. Prior to the construction of Downing Stadium, the House of Refuge complex was located on the site. Recommendations include a more detailed study of the House of Refuge and its occupants using materials at the New York State Archives in Albany. Downing Stadium itself is not of archaeological value though if it were demolished, proper documentation of the building's features through photography and other means of preservation is recommended."
"428","M","Historical Perspectives, Inc.","2000","Stage 1A Archaeological Study for Proposed Improvements to Coenties Slip for the Office-Trading Facility at 55 Water Street, Manhattan, New York, New York.  01DCP020M","Project at 55 Water Street, between Old Slip and Coenties Slip in Lower Manhattan.  This site has a great deal of historic potential from multiple periods, as evidenced by documentary research and the finds of a nearby excavation. Once construction plans are finalized, field investigations are recommended."
"429","M","Historical Perspectives, Inc.","2000","Stage 1A Archaeological Assessment, 600 Washington Street, Manhattan. 01BSA-060M.","Project site includes the area between Morton Street, Leory Street, West Street, and Washington Street. No additional testing is recommended."
"430","M","Historical Perspectives, Inc.","2001","Phase IA Archaeological Assessment 101-117 Worth Street, Manhattan, NYS.HFA.ER.M","Project site includes Lots 12-20 on Block 170 between Catharine Lane, Broadway, Worth Street, and Lafayette Street. The site is not thought to contain any viable archaeological resources. No further testing is recommended."
"431","M","Historical Perspectives, Inc.","2001","Cultural Resources Assessment for 499 Greenwich St.  Block 594, Manhattan.  01BSA135M","Project between Greenwich and Renwick Streets in Manhattan.  There may have been an early 19th century market house and 19th century homelots with privies on this site.  Although the market remains have likely been destroyed, soil boring tests at the 19th century homelot sites indicated the presence of historic remains.  Thus, further archaeological testing is recommended."
"432","M","Historical Perspectives, Inc.","2002","Stage 1B Field Survey for 499 Greenwich St, Block 594, Manhattan.  01BSA135M","Project between Greenwich and Renwick Streets in Manhattan.  Archaeological testing was carried out in 3 limited sections of the site to search for possible 19th century shaft features. These three sections had minimal documented subsurface construction and had hosted long-term residents. Excavation revealed, however, that a great deal of undocumented earth-moving had occurred during the 20th century, and so only a miniscule area was left.  Because of this, no useful information was discovered, and no further archaeological consideration is warranted."
"433","M","Historical Perspectives, Inc.","2003","Second Avenue Subway Phase Ia Archeological Assessment.  FTA-106-M","Project site includes the site of the proposed Second Avenue Subway: the area between 125th Street between Fifth and Second Avenues to Houston Street on Second Avenue as well as Forsyth Street, Christie Street, St. James Place, Water Street, and Whitehall. Further research is recommended."
"434","M","Historical Perspectives, Inc.","2003","Stage 1A Archaeological Assessment 32-40 Bond Street, Manhattan.  03BSA135M","Project site includes 32-40 Bond Street, the site on which a new apartment building and retail complex is to be constructed. As several historic houses once existed on the site, further testing is recommended."
"435","M","Historical Perspectives, Inc.","2003","Addendum to Second Avenue Subway Phase Ia Archeological Assessment. Section 7.8 to 7.12, March 2003. FTA-106-M","Project area includes East 53rd Street between Second and Third Avenues, East 42nd Street between Second and Third Avenues, East 14th Street between Second and Third Avenues, Broome Street between Chrystie Street and the Bowery, and Grand Street between Chrystie Street and the Bowery. As there is a moderate chance of encountering findings of significance on East 53rd, 42nd, and Broome Streets, recommendations include that of new boring tests to evaluate the sensitivity of the site while particularly archaeologically rich areas would be further studied. The 14th Street site is considered unlikely to harbor archaeological remains though if boring tests were to indicate otherwise, this could refer to a rare Native American site that would be National Register eligible. Were a finding confirmed on this site, it is recommended that archaeological sites either be avoided in construction of the Second Avenue Subway or, if this were not possible, that proper recovery efforts be made to preserve findings. The Grand Street site is considered likely to hold remains from the Revolutionary War period. Additional soil boring tests are recommended."
"436","M","Historical Perspectives, Inc.","2003","Second Avenue Subway, Methodist Episcopal Cemetery Intensive Documentary Study, Second Avenue, NY, NY.   [B 456 L 1; B 457 L 32,33,34]","Project area includes the area from East 125th Street to Lower Manhattan: the proposed route of the Second Avenue Subway. Research has highlighted possible sensitivity for human remains on Second Avenue between East First and East Second Streets as this location was the site of the Methodist Episcopal Church-East Circuit cemetery. Recommendations involve redesigning the subway line to avoid contact with this area or, if this is not possible, archaeological testing and/or monitoring during the construction period is suggested."
"437","M","Historical Perspectives, Inc.","2003","Second Avenue Subway, St. Philip’s  Episcopal Church Cemetery Intensive Documentary Study Chrystie St.  [B 426 L 29]","Project area spans from 125th Street to Lower Manhattan: the proposed route of the Second Avenue Subway.  Research has highlighted possible sensitivity for human remains on Chrystie Street between Stanton and Rivington Streets, the site of St. Philip's Episcopal Church cemetery. Recommendations involve redesigning the subway line to avoid contact with this area. Since the involvement of this area has already been omitted from the construction of the Second Avenue Subway line, no further testing is recommended."
"438","M","Historical Perspectives, Inc.","2003","Archeological Sensitivity Assessment, Olympia Theatre, 2770 Broadway, NY, NY","Project site is The Olympia Theatre, 2770 Broadway at 107th Street. No further testing is recommended."
"439","M","Historical Perspectives, Inc.","2003","Second Avenue Subway East 36th to East 29th Streets, Intensive Documentary Study, NY, NY","Project area includes Second Avenue between East 36th Street and East 35th Street and East 33rd Street east of Second Avenue. As archaeological resources may be present, it is recommended that the project avoid disturbing this area. If this is not possible, archaeological testing and monitoring prior to and during construction is suggested."
"440","M","Historical Perspectives, Inc.","2003","Second Avenue Subway, Phase IA Archeological Assessment, Supplemental Analysis of Boring Logs","Project area includes the area in which the Second Avenue Subway will run, from 125th Street to Lower Manhattan. Boring samples have revealed new areas of sensitivity and have refuted previous findings in other areas. It is recommended that these new findings be incorporated into further research."
"441","M","Historical Perspectives, Inc.","2003","Second Avenue Subway, St. Stephens Church and Cemetery Intensive Documentary Study, Chrystie Street, NY, NY.  Second Avenue Subway.","Project area spans from 125th Street to Lower Manhattan: the proposed route of the Second Avenue Subway. Research has alluded to the presence of human remains in Sara Delano Roosevelt Park, at the corner of Chrystie and Broome Streets. This was formerly the site of St. Stephen's Protestant Episcopal Church. As St. Stephen's relocated human remains to other cemetaries when it moved, there is a small potential that remains might still be present. It is recommended that the Second Avenue Subway be redesigned to avoid disturbing the area, though if this is not possible, archeological testing prior to construction and monitoring during construction is recommended."
"442","M","Historical Perspectives, Inc.","2003","Addendum to Second Avenue Subway Phase Ia Archeological Assessment. Section 7.13, March 2003. FTA-106-M","Project area includes portions of 61st, 62nd, and 63rd, 64th and 65th Streets between First and Third Avenues.  This area may be sensitive for historic remains and thus testing is recommended. If viable remains are discovered, it is recommended that the project be ammended to avoid contact with the area or that archaeological monitoring and data recovery take place."
"443","M","Historical Perspectives, Inc.","2003","Second Avenue Subway, Shearlith Israel Cemetery Intensive Documentary Study, St. James Place, NY, NY.  Second Avenue Subway.","Project area includes St. James Place between James and Oliver Streets. This area may include human remains from the Cemetery of the Congregation Shearith Israel. Though all remains were moved from the cemetery prior to the construction of St. James Place, there is potential for there to be remains that were forgotten. It is recommended that the Second Avenue Subway line be redesigned to avoid contact with this site, though if this is not possible field testing and archeological monitoring is suggested."
"446","M","Hunter Research, Inc.","1994","Analysis of Cultural Materials Including Human Skeletal Remains Retrieved from Soils Originating from Chambers Street North of Tweed Courthouse at City Hall Park.  Borough of Manhattan, New York City.  LPC 96-0856, SR94-0004, LPC 93-2917; LP-1901. To hab","Project in Chambers Street adjacent to Tweed Courthouse. Human remains were found in the backdirt of a utility construction trench. Because of this, all of the excavated soil was screened, and all human bones and cultural materials found are catalogued and analyzed in the report.  Much of the contextual information was compromised, but it is likely that intact materials remain in the vicinity."
"447","M","Hunter Research, Inc.","1995","Archaeological Investigations in City Hall Park Electrical Conduit Trench Tweed Courthouse to Broadway Borough of Manhattan City of New York, New York State.  Prepared for: Mesick Cohen Waite Architects; LP-1901   (Barbara S. Hildebrant)","Project in the north-west corner of City Hall Park.  This document details the testing and excavation of trench to be used for electrical wiring.  It contained domestic fill from the 18th and 19th centuries, and the artifacts are catalogued and analyzed in the report. It is believed that colonial era materials exist below the base of the trench, and this more accurate measure of stratigraphy adds to the archaeological sensitivity model for the area."
"448","M","John Milner Associates, Inc.","1994","Foley Square Federal Courthouse and Office Building, New York, New York. Archaeological and Physical Anthropological Supervision of the Installation of Catch Basin and a Utility Line at the African Burial Ground, 290 Broadway. Prepared for: Edwards and Ke","Archaeological supervision of the installation of catch basins and electrical trenches just north of the African Burial Ground site in Lower Manhattan.  Archaeological testing and screening discerned that these areas were highly disturbed and so no useful remains were found.  Intact archaeological remains likely exist nearby, and so archaeological monitoring of all future utility construction is advised."
"449","M","John Milner Associates, Inc.","1995","Archaeological and Geoarchaeological Investigations Associated with the Construction of the Metropolitan Corrections Center Tunnel Under Pearl Street, Foley Square [Court House Block], New York, New York. Foley Square Federal Courthouse and Office Buildin","Project on the tunnel running under Pearl Street in Foley Square, Manhattan that connects the Federal Courthouse to the Metropolitan Corrections Center. The report describes the results of archaeological and geological testing at the site. Excavations identified two features as historically significant: areas of an 18th century tanyard near what was once Collect Pond, and remnants of a 19th century tenement. Geological analyses of the site then allowed researchers to reconstruct the geological activities that shaped Lower Manhattan going as far back as 1500 B.P."
"450","M","John Milner Associates, Inc.","2003","Archeological Investigations on Block 427, Lot 30, within the Cooper Square URA, NY, NY.  00HPD014M; former 00HPD003M","Project on Block 427  of Cooper Square, Manhattan located between Houston Street, East Houston Street, Bowery, Chrystie Street and Staton Street. The block formerly housed a 19th century residence as well as a portion of The Society of Friends Cemetery. Archaeological testing on the portion of the block associated with the residence did not recover any historically significant or undisturbed material. While some human remains and 19th century artifacts were found in the portion of the block associated with the former cemetery, they too were  significantly disturbed over time and found to be historically insignificant. No further archaeological testing was recommended and the remains were returned to the Society of Friends for reinterrment."
"462","M","John Milner Associates, Inc.","2000","Tales of Five Points: Working-Class Life in Nineteenth Century New York [six volumes] V.I A Narrative History and Archeology of Block 160  (Yamin, Rebecca)","This report is Volume I of a six volume study on excavations conducted at Block 160, between Worth and Pearl Streets, in Lower Manhattan. The site held a portion of the Five Points neighborhood, a 19th century slum made infamous by Herbert Asboury's 1927 book ""Gangs of New York"".   Volume I gives a narrative history of Five Points based on the researchers' archaeological and historical findings. Together, these two lines of evidence create a much more complete picture of the racially and ethnically diverse working-class neighborhood during the Industrial Revolution."
"463","M","Soil Systems, Inc.","1983","Archaeological Investigation of the 175 Water Street Block, New York, New York: The (Ronson) Ship.  Volume 2.  Professional Service Industries, Inc.  For: HRO International.  81-506M","Project at 175 Water Street block bounded by John Street (Burling Slip), Front Street, Fletcher Street, and Water Street in the Financial District, Manhattan. Excavations recovered numerous 19th century artifacts associated with the growing merchant industry in Lower Manhattan at the turn of the century. These finds included an 18th century merchant ship that was submerged to form a part of the lot's foundation. This volume, the second of two, analyzes and catalogues these artifacts and includes descriptions, tables, charts, and photographs of finds. It emphasizes the archaeological value of the finds and encourages further research."
"464","M","John Milner Associates, Inc. and Howard University","1993","Research Design for Archaeological, Historical and Bio-anthropological Investigations of the African Burial Ground (Broadway Block), New York, New York. Foley Square Federal Courthouse and Office Building. Prepared for: Edwards and Kelcey Engineers, Inc.","African Burial Ground site, just north of City Hall Park in Lower Manhattan.  This report discusses the rich archaeological significance of the site, as well as its symbolic and educational value to the public.  Research questions, methodologies, and goals are discussed, both for specific types of artifacts and for the site in general.  A conservation plan is presented, along with suggestions for public educational and community involvement initiatives."
"465","M","Key Perspectives","1984","Stage 1A Survey, Block 768, Lots 56 to 71, 232 to 262 West 19th Street. For Benabi Reality Co.  83-320M   [Multiple authors]","Project at W 19th St between 7th and 8th Aves.  19th Century houses were constructed on the site around the time when indoor plumbing became available in the area, and so it is unlikely but possible that cisterns or privies are present on the site. Archaeological monitoring is recommended."
"466","M","Key Perspectives","1984","Stage 1A Survey, 124-130 East 79th Street, Block 1413, Lots 61, 62, 63, 63 1/2.  For: Haseko (New York), Inc.  CEQR 83-243M   [Multiple authors]","Project at 124-130 East 79th Street.  Although its proximity to an ancient waterway suggests there could have been prehistoric settlements here, construction during the 19th century reached bedrock, destroying any remains.  No further testing is recommended."
"467","M","Key Perspectives","1984","Stage 1A Survey, 53rd at Third Project, Block 1327, Lots 1, 2, 3, 3 1/2, 4, 43, 44, 45, 46, 47, 48, 101, 102.  For: Gerald D. Hines Interests.   [Multiple authors]","Project on 3rd Ave between 58th and 59th Streets.  The proximity of ancient trails and waterways indicated this site as being of high potential to have remains from a Woodland Period fishing or hunting station. Some areas may be undisturbed, so archaeological testing is recommended."
"468","M","Key Perspectives","1984","Fifty-third at Third, Report of Test Excavations.  For: Gerald D. Hines Interests.  [Multiple authors]","Excavation of four test pits at 3rd Ave between 58th and 59th Streets. Many non-diagnostic 19th century domestic materials were found, but no prehistoric materials remained.  While no further testing is recommended at this site, future archaeological testing is recommended on other sites in the vicinity, as prehistoric  remains may exist nearby."
"469","M","Key Perspectives","1985","Report of Test Excavations, Block 2172, Lots 68 and 72, Inwood, Manhattan.  For: The New York City Board of Education.   [Multiple authors]","Project is in Inwood for the New York City board of Education, specifically oBlock 2172, Lots 68 and 72. Prehistoric remains had once been found on this site. Shovel tests were employed and showed that both lots were covered with extensive surface deposists of fill. The fill is considered a protective layer for archaeological remains and as long as little ground disturbance is necessary for the project, no further testing is recommended. If designs change, further analysis is needed."
"470","M","Key Perspectives","1988","Documentary Research Report (Stage 1A), Stuyvesant Square.  Adjacent to Second Avenue, Between East 15th and East 17th Streets, Borough of Manhattan.  (Property No. M-86)  In fulfillment of contract OMBP 1191, New York City Parks and Recreation.","Project at Second Avenue, between 16th and 17th Streets. It is unlikely that any historic or prehistoric materials exist here, and those that did would have been destroyed by land grading and park construction. No further testing is recommended."
"471","M","Key Perspectives","1988","Stage 1A, Block 2172, Lot 64, 60 Nagle Avenue, Inwood, Manhattan.  For: YM YWHA of Washington Heights.  CEQR 88-194M   [Multiple authors]","Project area is block 2172, Lot 64 in Inwood: a site considered sensitive for prehistoric and historic remains. The site, if left undisturbed, would have a high potential for archaeological remains, though a similar nearby site was not considered of value. If construction is undertaken on the site, it is recommended that an archaeologist be present to monitor work."
"472","M","Key Perspectives","1989","Stage 1A Documentary Study, PSA Service Area #5, East Harlem, New York.  CEQR 89-048M   (Karen S. Rubinson)","Project area is block 1788, lots 9, 10, 11, 12, 38, 40, 41, and 42 in Harlem as they are considered sensitive for containing 17th and 18th century remains. All lots except for lot 12 are disturbed though lot 12 might contain wells or privies. The construction of Police Service Area #5 may impact lot 12 and if the project is to extend more than 2' below grade, it is recommended that an archaeologist be present on site."
"473","M","Key Perspectives","1991","Documentary Study, East Harlem Triangle Site, Block 1791, Part of Lot 1, Block 1792, Lots 5, 9, 10, 219 East 126th Street, Etc.  For: The New York City Housing Preservation and Development.  (June & September 1991) CEQR 89-106M   [Multiple authors]","Project in East Harlem.  It is possible that 19th century privies remain in a few areas, so field testing is recommended. Should any features be uncovered, further archival research should be conducted to determine individuals associated with the materials."
"474","M","Key Perspectives","1993","Documentary Study for Block 378, Lots 14, 15, 16, 17, 55, 56, 59, 60, 62, 63.  East  and 9th Streets Between Avenues C and D in Manhattan.  For: The New York City Housing Authority.  CEQR 95CHA001M [3533-371 E 8 St.]   (Karen S. Rubinson)","Project area is Block 378, lots 13-17, 55, 56, 59, 60, 62 and 63 between Avenue C and Avenue D and 8th and 9th Streets. The site will house Police Service Area No. 4 and may contain nineteenth century domestic artifacts. The site was found t have no sensitivity for prehistoric or early historic archaeological remains but the possibility of backyard features from the 19th century remains. If the project will not disturb lots 55-62 more than 4' below grade, artifacts will remain undisturbed. Lot 63, however, may be impacted by the project. Lot 63 may contain a privy pit and thsu requires further research. The other lots require no further testing as long as the project design does not change."
"475","M","Kise Straw and Kolodner","2000","Bio-archaeological Monitoring of Water Main Repairs and Identification of Associated Human Skeletal Remains, Chambers Street Between Broadway and Centre Street, Lower Manhattan, New York City. For: The Department of Environmental Protection (99-2539 permi","Project area is Chambers Street between Broadway and Centre Street. Much of the site is considered heavily disturbed. Human remains, however, were discovered in the area though it is belived that they were the result of fill layers that had been redistributed, most likely from City Hall Park."
"476","M","Louis Berger & Associates, Inc.","1983","An Archaeological and Historical Assessment of the Barclay's Bank Site, 100 Water Street, New York, New York.   For: The Barclays Bank International, Ltd., Head Office, North America.  CEQR 83-140M","Project at 100 Water Street in Lower Manhattan. This site was created during one of the earliest British landfilling efforts, and also housed archaeologically significant 19th century structures with cisterns and privies. Despite some subsurface disturbance, many areas may remain intact, so archaeological testing in a number of locations is recommended."
"477","M","Louis Berger & Associates, Inc.","1983","A Proposal For An Archaeological Testing Program of the Barclay's Bank Site, 100 Water Street [aka 75 Wall St.; Block 31], New York, New York.  For: The Barclays Bank International Limited.  CEQR 83-140M","Project at 100 Water Street in Lower Manhattan. This report details the intended procedure for the planned archaeological testing project.  It presents research topics and questions, methodologies, and the locations of test trenches. The archaeological basis for the testing is detailed in report 476."
