"organization_name","address","city","state","postcode","main_phone","discipline","council_district","community_board","borough","latitude","longitude","census_tract","bin","bbl","nta"
"Center for Urban Pedagogy, Inc.","232 Third Street, #D201","Brooklyn","NY","11215","(718) 596-7721","Multi-Discipline, Non-Perform","Brooklyn Council District #39","Brooklyn Community Board #6","Brooklyn","40.674909","-73.987671","119","3337594","3009800008","Park Slope-Gowanus"
"Center for the Study of Classical Architecture","20 West 44th Street","New York","NY","10036","(212) 730-9646 x103","Architecture/Design","Manhattan Council District #3","Manhattan Community Board #5","Manhattan","40.755156","-73.980848","96","1034214","1012590048","Midtown-Midtown South"
"CenterStage: The Queens Center for the Performing Arts, Inc.","135-32 38th Avenue","Flushing","NY","11354","(718) 321-8496","Multi-Discipl, Perf & Non-Perf","Queens Council District #20","Queens Community Board #8","Queens","40.760399","-73.831899","871","4112307","4049750001","Flushing"
"Central Astoria Local Development Coalition, Inc.","25-69 38th Street","Astoria","NY","11103","(718) 728-7820","Multi-Discipline, Performing","Queens Council District #22","Queens Community Board #1","Queens","40.767773","-73.912931","143","4536838","4006547501","Astoria"
"Central City Chorus, Inc.","c/o St. Ignatius of Antioch Church","New York","NY","10024","(917) 797-6675","Music","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",,,,,,
"Central Family Life Center","59 Wright Street","Staten Island","NY","10304","(718) 273-8414","Other","Staten Island Council Dist #49","Staten Island Community Brd #1","Staten Island","40.627039","-74.078084","21","5013676","5005210053","Stapleton-Rosebank"
"Central Park Brass, Inc.","1435 Lexington Avenue, #7F","New York","NY","10128","(646) 201-5242","Music","Manhattan Council District #4","Manhattan Community Board #8","Manhattan","40.784248","-73.952103","15801","1048403","1015220050","Upper East Side-Carnegie Hill"
"Centro Civico Cultural Dominicano, Inc.","619 West 145th Street, 2nd Floor","New York","NY","10031","(917) 405-6167","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #7","Manhattan Community Board #9","Manhattan","40.826637","-73.950938","229","1062376","1020920022","Hamilton Heights"
"Centro Cultural Cubano, Inc.","P.O. Box 2608","New York","NY","10036","(212) 677-9377","Music","Manhattan Council District #1","Manhattan Community Board #3","Manhattan",,,,,,
"Cerddorian NYC, Inc.","P.O. Box 946 Village Station","New York","NY","10014","(212) 799-0244","Music","Manhattan Council District #3","Manhattan Community Board #2","Manhattan",,,,,,
"ChaRosa Foundation Corporation","P.O. Box 110279","Jamaica","NY","11411","(718) 723-1400","Multi-Discipline, Non-Perform","Queens Council District #19","Queens Community Board #13","Queens",,,,,,
"Chamber Dance Project","P.O. Box 4499","New York","NY","10163","(914) 332-7762","Dance","Manhattan Council District #6","Manhattan Community Board #5","Manhattan",,,,,,
"Chamber Music America, Inc.","12 West 32nd Street","New York","NY","10001","(212) 242-2022 x15","Music","Manhattan Council District #3","Manhattan Community Board #5","Manhattan","40.747475","-73.986278","76","1015826","1008330052","Midtown-Midtown South"
"Chamber Music Society of Lincoln Center, Inc.","70 Lincoln Center Plaza, Tenth Floor","New York","NY","10023","(212) 875-5799","Music","Manhattan Council District #6","Manhattan Community Board #7","Manhattan","40.773626","-73.983591","149","1077844","1011377501","Lincoln Square"
"Chamber Orchestra of New York Ottorino Respighi","450 Lexington Avenue, #1514","New York","NY","10163","(646) 642-8441","Music","Manhattan Council District #5","Manhattan Community Board #6","Manhattan","40.753102","-73.974854","92","1085671","1012800090","Turtle Bay-East Midtown"
"ChamberMusicNY, Inc.","PO Box 230736","New York","NY","10023","(646) 300-1027","Music","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",,,,,,
"Chambers Memorial Baptist Church","219 East 123 rd Street","New York","NY","10035","(917) 822-6429","Theater","Manhattan Council District #8","Manhattan Community Board #11","Manhattan",,,,,,
"Change for Kids Inc","110 East 23rd Street","New York","NY","10010","(646) 853-1791","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #3","Manhattan Community Board #5","Bronx",,,,,,
"Character Studies Productions, Inc.","202 West 107th Street 6-W","New York","NY","10025","(212) 665-8279","Theater","Manhattan Council District #8","Manhattan Community Board #7","Manhattan","40.801215","-73.965481","195","1056641","1018780036","Morningside Heights"
"Chashama, Inc.","201 East 42nd Street, 32nd Floor","New York","NY","10017","(212) 391-8151 x23","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #4","Manhattan Community Board #6","Manhattan","40.750714","-73.974295","88","1037549","1013160001","Turtle Bay-East Midtown"
"Chassida Shmella:  Ethiopian Jewish Community","25 Broadway, Ste. 1700","New York","NY","10004","(212) 284-6532","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #1","Manhattan Community Board #1","Manhattan","40.705752","-74.013374","13","1000045","1000130027","Battery Park City-Lower Manhattan"
"Chelsea Art Museum","556 West 22nd Street","New York","NY","10011","(212) 255-0719","Museum","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.747733","-74.006374","99","1012319","1006930064","Hudson Yards-Chelsea-Flatiron-Union Square"
"Chelsea Film Festival","115 Norfolk Street","New York","NY","10002","(347) 614-8029","Film/Video/Audio","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.719143","-73.986984","18","1088708","1003537503","Chinatown"
"Chelsea Music Festival","c/o Robert S. Perlstein, Esq.","New York","NY","10036","(646) 820-6506","Music","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",,,,,,
"Chelsea Opera, Inc.","P.O. Box 277","New York","NY","10011","(212) 260-1796","Music","Manhattan Council District #4","Manhattan Community Board #6","Manhattan",,,,,,
"Chelsea Symphony","245 Eighth Avenue","New York","NY","10011","(888) 741-2915","Music","Manhattan Council District #2","Manhattan Community Board #4","Manhattan","40.744901","-73.998784","93","1013361","1007460038","Hudson Yards-Chelsea-Flatiron-Union Square"
"Cherry Lane Alternative, Inc.","38 Commerce Street","New York","NY","10014","(212) 989-2020 x31","Theater","Manhattan Council District #3","Manhattan Community Board #2","Manhattan","40.731451","-74.005203","67","1009827","1005840027","West Village"
"Cherry Orchard Festival Foundation","45 Rockefeller Plaza","New York","NY","10111","(800) 349-0021","Multi-Discipline, Performing","Manhattan Council District #4","Manhattan Community Board #5","Manhattan","40.759204","-73.978335","104","1083860","1012660001","Midtown-Midtown South"
"Chhandayan, Inc.","4 West 43rd Street","New York","NY","10036","(646) 281-4062","Folk Arts","Manhattan Council District #4","Manhattan Community Board #5","Manhattan","40.754371","-73.980932","96","1034201","1012580042","Midtown-Midtown South"
"Chhaya Community Development Corporation","37-43 77th Street","Jackson Heights","NY","11372","(718) 478-3848","Multi-Discipl, Perf & Non-Perf","Queens Council District #25","Queens Community Board #3","Queens","40.747993","-73.888827","287","4029909","4012880059","Jackson Heights"
"Chica Luna Productions","1690 Lexington Avenue, Second Floor","New York","NY","10029","(212) 410-3544","Film/Video/Audio","Manhattan Council District #8","Manhattan Community Board #11","Manhattan","40.79235","-73.946215","172","1052019","1016340015","East Harlem South"
"Children of Promise, NYC","54 MacDonough St","Brooklyn","NY","11216","(718) 483-9290","Multi-Discipl, Perf & Non-Perf","Brooklyn Council District #36","Brooklyn Community Board #3","Brooklyn","40.680929","-73.944383","269","3053461","3018540025","Bedford"
"Children's Aid Society","105 East 22nd Street","New York","NY","10010","(212) 949-4696","Music","Manhattan Council District #2","Manhattan Community Board #6","Manhattan","40.739265","-73.986215","68","1018010","1008780001","Gramercy"
"Children's Art Carnival","62 Hamilton Terrace","New York","NY","10031","(212) 234-4093","Visual Arts","Manhattan Council District #7","Manhattan Community Board #9","Manhattan","40.823075","-73.946309","227","1060961","1020500064","Hamilton Heights"
"Children's Arts & Science Workshops, Inc.","4320 Broadway","New York","NY","10033","(212) 923-7766","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #10","Manhattan Community Board #12","Manhattan","40.852155","-73.934715","271","1081882","1021670001","Washington Heights North"
"Children's Museum of Manhattan","212 West 83rd Street","New York","NY","10024","(212) 721-1223","Museum","Manhattan Council District #6","Manhattan Community Board #7","Manhattan","40.785946","-73.976961","171","1032767","1012300038","Upper West Side"
"Children's Museum of the Arts","103 Charlton Street","New York","NY","10014","(212) 274-0986","Museum","Manhattan Council District #3","Manhattan Community Board #2","Manhattan","40.7274","-74.008006","37","1010378","1005980058","SoHo-TriBeCa-Civic Center-Little Italy"
"Children's Orchestra Society","65-03 180th Street","Fresh Meadows","NY","11365","(718) 888-0635","Music","Queens Council District #24","Queens Community Board #8","Manhattan",,,,,,
"Children's Theatre Company of New York","526 West 26th Street","New York","NY","10001","(212) 633-6629","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.750094","-74.003999","99","1012386","1006970047","Hudson Yards-Chelsea-Flatiron-Union Square"
"China Institute in America","100 Washington Street","New York","NY","10006","(212) 744-8181 x133","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #1","Manhattan Community Board #1","Manhattan","40.708494","-74.014291","13","1088750","1000557501","Battery Park City-Lower Manhattan"
"Chinatown Partnership Local Development Corp","60 St James Place","New York","NY","10038","(212) 346-9288","Multi-Discipline, Performing","Manhattan Council District #1","Manhattan Community Board #3","Manhattan","40.712828","-73.998662","27","1077406","1001170001","Chinatown"
"Chinese American Arts Council, Inc.","456 Broadway, 3rd Floor","New York","NY","10013","(212) 431-9740","Other","Manhattan Council District #1","Manhattan Community Board #2","Manhattan","40.720602","-74.000848","45","1003033","1002320011","SoHo-TriBeCa-Civic Center-Little Italy"
"Chinese American Culture & Art Association","401 Broadway, Ste. 2001","New York","NY","10013","(212) 750-5295","Multi-Discipline, Performing","Manhattan Council District #1","Manhattan Community Board #1","Manhattan","40.71871","-74.002482","33","1002310","1001940042","SoHo-TriBeCa-Civic Center-Little Italy"
"Chinese Community Center of Flushing, Inc.","43-17 Union Street","Flushing","NY","11355","(347) 542-3700","Humanities","Queens Council District #20","Queens Community Board #7","Queens","40.754358","-73.821356","859","4534926","4051937502","Flushing"
"Chinese Methodist Center Corporation","69 Madison st.","New York","NY","10002","(212) 349-2703","Photography","Manhattan Council District #2","Manhattan Community Board #1","Manhattan","40.712115","-73.996562","8","1079619","1002770056","Chinatown"
"Chinese Music Ensemble of New York, Inc.","P.O. Box 1062","New York","NY","10002","(212) 925-6110","Music","Manhattan Council District #1","Manhattan Community Board #3","Manhattan",,,,,,
"Chinese Musical Arts, Inc.","c/o Xiaoshan Wen","Flushing","NY","11354","(718) 461-2666","Music","Manhattan Council District #3","Brooklyn Community Board #2","Queens",,,,,,
"Chinese Theatre Works, Inc.","37-18 Northern Boulevard, # 105","Long Island City","NY","11101","(718) 392-3493","Theater","Queens Council District #21","Queens Community Board #3","Queens","40.752096","-73.925887","171","4003103","4002140040","Hunters Point-Sunnyside-West Maspeth"
"Chinese Writers Association of New York","189-23 46 Avenue","Flushing","NY","11358","(718) 888-2678","Multi-Discipline, Non-Perform","Queens Council District #20","Queens Community Board #11","Queens","40.753495","-73.791037","1459","4124857","4055310065","Auburndale"
"Choral Chameleon, Inc.","199 Carroll Street","New York","NY","11231","(973) 220-8593","Music","Manhattan Council District #3","Manhattan Community Board #5","Brooklyn","40.681472","-73.997963","65","3004837","3003510048","Carroll Gardens-Columbia Street-Red Hook"
"Church Street School for Music and Art, Inc.","41 White Street","New York","NY","10013","(212) 571-7290","Multi-Discipline, Non-Perform","Manhattan Council District #1","Manhattan Community Board #1","Manhattan","40.718664","-74.004452","33","1001931","1001750019","SoHo-TriBeCa-Civic Center-Little Italy"
"Cinema Conservancy, Inc.","225 W. 13th Street","New York, NY","NY","10011","(212) 989-1038","Film/Video/Audio","Manhattan Council District #3","Manhattan Community Board #2","Manhattan","40.738308","-74.001205","77","1011120","1006180052","West Village"
"Cinema Tropical, Inc.","611 Broadway, Ste. 836","New York","NY","10012","(212) 254-5474","Film/Video/Audio","Manhattan Council District #1","Manhattan Community Board #2","Manhattan","40.725699","-73.996558","5501","1008240","1005230048","West Village"
"Circle in the Square Theatre School, Inc.","1633 Broadway","New York","NY","10019","(212) 307-0388","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan","40.761574","-73.983962","131","1024812","1010220043","Midtown-Midtown South"
"Circuit Productions, Inc.","635 Carroll Street, Ste. 2","Brooklyn","NY","11215","(718) 638-4878","Multi-Discipl, Perf & Non-Perf","Brooklyn Council District #39","Brooklyn Community Board #6","Brooklyn","40.674746","-73.980277","133","3020342","3009590074","Park Slope-Gowanus"
"Circus Amok, Inc.","53 South 11th Street, #5A","Brooklyn","NY","11249","(718) 486-7432","Theater","Brooklyn Council District #33","Brooklyn Community Board #1","Brooklyn","40.707584","-73.966824","547","3392478","3021560124","North Side-South Side"
"Cities at Peace, Inc.","104 West 27th Street, 12th floor","New York","NY","10001","(212) 924-9204","Multi-Discipline, Performing","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.745628","-73.991479","95","1015047","1008020049","Midtown-Midtown South"
"Citizen Schools, Inc.","55 Exchange Place, Sixth Floor","New York","NY","10005","(646) 442-3873","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #1","Manhattan Community Board #1","Manhattan","40.706186","-74.010907","7","1078988","1000267501","Battery Park City-Lower Manhattan"
"Citizens Against Recidivism, Inc.","137-58 Thurston St","Springfield Gardens","NY","11413","(347) 626-7233","Visual Arts","Queens Council District #27","Queens Community Board #12","Queens","40.673254","-73.760079","330","4534276","4130230042","Springfield Gardens North"
"Citizens Committee for New York City, Inc.","77 Water St.","New York","NY","10005","(212) 822-9590","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #1","Manhattan Community Board #1","Bronx",,,,,,
"City Center for Music & Drama, Inc.","20 Lincoln Center","New York","NY","10023","(212) 870-4285","Multi-Discipline, Performing","Manhattan Council District #6","Manhattan Community Board #6","Manhattan","40.771414","-73.983201","149","1028831","1011340005","Lincoln Square"
"City College Center for the Arts","CCNY, Office of Gov't, Comm. & Cultural Affairs","New York","NY","10031","(212) 650-5362","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #9","Manhattan Community Board #9","Manhattan","40.818101","-73.95075","21703","1000000","1019570105","Manhattanville"
"City Grand Opera Society, Inc.","250 West 54th Street, Suite 807","New York","NY","10019","(212) 245-8837","Music","Manhattan Council District #4","Manhattan Community Board #8","Manhattan","40.764308","-73.983145","131","1024842","1010250054","Midtown-Midtown South"
"City Island Historical Society","P.O. Box 82","Bronx","NY","10464","(718) 885-1565","Museum","Bronx Council District #13","Bronx Community Board #10","Bronx",,,,,,
"City Island Theater Group","160 Pilot Street, #127","Bronx","NY","10464","(718) 885-3190","Theater","Bronx Council District #13","Bronx Community Board #10","Bronx","40.841299","-73.783771","516","2082434","2056400018","Pelham Bay-Country Club-City Island"
"City Lights Youth Theatre, Inc.","630 Ninth Avenue, Suite 1411","New York","NY","10036","(212) 262-4104","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.760038","-73.991449","121","1024982","1010350001","Clinton"
"City Lore, Inc.","56 East 1st Street","New York","NY","10003","(212) 529-1955 x301","Folk Arts","Manhattan Council District #1","Manhattan Community Board #3","Manhattan","40.723631","-73.989281","3602","1087561","1004430049","East Village"
"City Parks Foundation","830 Fifth Avenue, Rm. 27","New York","NY","10065","(212) 360-1399","Multi-Discipline, Performing","Manhattan Council District #4","Manhattan Community Board #8","Manhattan","40.767711","-73.970516","143","1083811","1011110001","park-cemetery-etc-Manhattan"
"CityArts, Inc.","525 Broadway, Ste. 700","New York","NY","10012","(212) 966-0377","Visual Arts","Manhattan Council District #1","Manhattan Community Board #2","Manhattan","40.722797","-73.999015","49","1007248","1004840009","SoHo-TriBeCa-Civic Center-Little Italy"
"CityKids Foundation, Inc.","57 Leonard Street","New York","NY","10013","(212) 925-3320 x15","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #1","Manhattan Community Board #2","Manhattan","40.717862","-74.006154","33","1001972","1001770005","SoHo-TriBeCa-Civic Center-Little Italy"
"Citywide Youth Opera, Inc.","P. O. Box 3647","New York","NY","10163","(646) 296-0344","Music","Manhattan Council District #4","Manhattan Community Board #6","Manhattan",,,,,,
"Civil Aid Services, Inc.","P. O. Box 130287","New York","NY","10013","(212) 966-3253","Multi-Discipline, Performing","Brooklyn Council District #47","Brooklyn Community Board #11","Manhattan",,,,,,
"Civilians, Inc.","138 S. Oxford Street","Brooklyn","NY","11217","(212) 730-2019","Theater","Manhattan Council District #5","Manhattan Community Board #3","Manhattan",,,,,,
"Clarion Music Society, Inc.","P.O. Box 259","New York","NY","10021","(212) 580-5700","Music","Manhattan Council District #4","Manhattan Community Board #8","Manhattan",,,,,,
"Classic Chamber Players","1133 Broadway","New York","NY","10010","(914) 762-8878","Music","Manhattan Council District #3","Manhattan Community Board #5","Manhattan","40.743523","-73.989073","58","1015625","1008270049","Hudson Yards-Chelsea-Flatiron-Union Square"
"Classical Domain","218 East 18th Street","New York","NY","10003","(212) 366-6900 x201","Music","Brooklyn Council District #33","Brooklyn Community Board #6","Brooklyn","40.645866","-73.962408","512","3117582","3051210018","Flatbush"
"Classical Theatre of Harlem, Inc.","C/O WeWork Harlem","New York","NY","10027","(212) 564-9983","Theater","Manhattan Council District #9","Manhattan Community Board #7","Manhattan",,,,,,
"Clemente Soto Velez Cultural and Educational Center, Inc.","107 Suffolk Street, Room 312","New York","NY","10002","(212) 566-5600","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #1","Manhattan Community Board #3","Manhattan","40.718943","-73.986122","1402","1004301","1003530054","Lower East Side"
"Climate Museum","800 Third Ave.","New York","NY","10022","(212) 324-3512","Other","Manhattan Council District #4","Manhattan Community Board #6","Brooklyn","40.660244","-74.001532","18","3009718","3006590071","Sunset Park West"
"Cliplight Theatre Company, Inc.","555 West 52nd Street, Apt. 806","New York","NY","10019","(917) 385-9090","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.76671","-73.992697","135","1088745","1010810070","Clinton"
"Clive Barnes Foundation Incorporated","241 West 23rd Street, 4A","New York","NY","10011","(212) 463-8955","Multi-Discipline, Performing","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.744626","-73.996878","91","1014146","1007730022","Hudson Yards-Chelsea-Flatiron-Union Square"
"Clockwork Theatre, Inc.","P.O. Box 20162","New York","NY","10014","(631) 793-1946","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",,,,,,
"Club A-Elita, Inc.","2740 Cropsey Ave, 13A","brooklyn","NY","11214","(347) 495-2669","Multi-Discipline, Performing","Brooklyn Council District #43","Brooklyn Community Board #13","Brooklyn","40.587446","-73.989184","314","3321111","3069370048","Gravesend"
"Clubbed Thumb, Inc.","440 Lafayette St, 4th Floor","New York","NY","10003","(212) 228-0153","Theater","Manhattan Council District #2","Manhattan Community Board #6","Manhattan","40.729327","-73.991907","57","1088676","1005450026","West Village"
"Clutch Productions, Inc.","19 Seaman Avenue","NEW YORK","NY","10034","(646) 481-2725","Theater","Manhattan Council District #10","Manhattan Community Board #12","Manhattan","40.866744","-73.927274","295","1064936","1022370012","Marble Hill-Inwood"
"Coalition for Hispanic Family Services","315 Wyckoff Avenue","Brooklyn","NY","11237","(718) 497-6090 x304","Multi-Discipl, Perf & Non-Perf","Brooklyn Council District #37","Brooklyn Community Board #4","Brooklyn","40.700045","-73.911981","439","3076376","3033380001","Bushwick North"
"Coalition to Preserve Reggae Music, Inc.","1199 Ocean Avenue","New York","NY","11230","(718) 421-6927","Music","Brooklyn Council District #45","Brooklyn Community Board #14","Brooklyn","40.633332","-73.957818","766","3121393","3052410006","Flatbush"
"Cocolart","555 West 186th Street, #4C","New York","NY","10033","(646) 225-0333","Visual Arts","Manhattan Council District #10","Manhattan Community Board #12","Manhattan","40.852009","-73.930587","269","1063801","1021570093","Washington Heights North"
"CollaborationTown, A Theatre Company, Inc.","529 Fifth Street, #1R","Brooklyn","NY","11215","(646) 369-4592","Theater","Brooklyn Council District #39","Brooklyn Community Board #6","Manhattan",,,,,,
"Collaborative Arts Project 21, Inc.","18 West 18th Street,  6th Floor","New York","NY","10011","(212) 807-0202 x14","Theater","Manhattan Council District #5","Manhattan Community Board #3","Manhattan","40.738859","-73.99266","54","1015426","1008190056","Hudson Yards-Chelsea-Flatiron-Union Square"
"Collaborative Urban Sculpture, Inc.","62 Washington Ave. #1","Brooklyn","NY","11205","(917) 418-3516","Visual Arts","Brooklyn Council District #33","Brooklyn Community Board #2","Brooklyn","40.69688","-73.967587","543","3054139","3018740042","park-cemetery-etc-Brooklyn"
"Collapsable Giraffe, Inc.","251 Pacific Street, Apt. 25","Brooklyn","NY","11201","(917) 821-4451","Theater","Brooklyn Council District #34","Brooklyn Community Board #1","Brooklyn","40.68835","-73.990499","43","3000830","3001810039","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"Collected Objects, Inc.","100 Newel Street, #2R","Brooklyn","NY","11222","(917) 715-8601","Multi-Discipline, Performing","Brooklyn Council District #33","Brooklyn Community Board #1","Manhattan",,,,,,
"Collective Unconscious","P.O. Box 2026","New York","NY","10013","(212) 920-4161","Multi-Discipline, Performing","Manhattan Council District #1","Manhattan Community Board #1","Manhattan",,,,,,
"College Art Association of America, Inc.","50 Broadway, 21st Fl.","New York","NY","10004","(212) 691-1051","Visual Arts","Manhattan Council District #1","Manhattan Community Board #1","Manhattan","40.706449","-74.012761","9","1000813","1000220024","Battery Park City-Lower Manhattan"
"College Community Services, Inc.","P.O. Box 100163","Brooklyn","NY","11210","(718) 951-4600 x20","Multi-Discipline, Performing","Brooklyn Council District #45","Brooklyn Community Board #14","Brooklyn",,,,,,
"Colonial Dames of America/Mount Vernon Hotel Museum & Garden","421 East 61st Street","New York","NY","10065","(212) 838-6878 x28","Museum","Manhattan Council District #5","Manhattan Community Board #8","Manhattan","40.760589","-73.960401","10602","1045284","1014560012","Lenox Hill-Roosevelt Island"
"Colonial Farmhouse Restoration Society of Bellerose, Inc.","73-50 Little Neck Parkway","Floral Park","NY","11004","(718) 347-3276 x13","Museum","Queens Council District #23","Queens Community Board #13","Queens","40.748163","-73.719431","1567","4572707","4084010001","Bellerose"
"Colt Coeur Theater Company, Inc.","138 South Oxford Street","Brooklyn","NY","11217","(646) 489-7380","Theater","Brooklyn Council District #33","Brooklyn Community Board #2","Brooklyn","40.685073","-73.973221","179","3000000","3020040048","Fort Greene"
"Community Center of the Rockaway Peninsula, Inc.","257 Beach 17th Street","Far Rockaway","NY","11691","(718) 868-2300 x206","Music","Queens Council District #31","Queens Community Board #14","Queens","40.596751","-73.751147","101001","4454258","4156340094","Far Rockaway-Bayswater"
"Community Film Workshop Council","525 West 125th Street","New York","NY","10027","(212) 531-3786","Film/Video/Audio","Manhattan Council District #7","Manhattan Community Board #9","Manhattan","40.813876","-73.956685","219","1059694","1019820014","Manhattanville"
"Community New Horizons of New York, Inc.","341 Wadsworth Avenue, Suite B","New York","NY","10040","(212) 543-0682","Visual Arts","Manhattan Council District #10","Manhattan Community Board #12","Manhattan","40.855572","-73.930757","279","1064021","1021690001","Washington Heights North"
"Community Works, Inc.","55 West End Avenue","New York","NY","10023","(212) 459-1854","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #6","Manhattan Community Board #7","Manhattan","40.774058","-73.988681","151","1087719","1011710063","Lincoln Square"
"Community-Word Project, Inc.","11 Broadway, Suite 508","New York","NY","10004","(212) 962-3820","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #1","Manhattan Community Board #1","Manhattan","40.705354","-74.013731","13","1000044","1000130005","Battery Park City-Lower Manhattan"
"Complexions - A Concept in Dance","c/o NMBC","New York","NY","10019","(212) 777-7771","Dance",,"Manhattan Community Board #1","Manhattan",,,,,,
"Complicated, Incorporated","1072 Lorimer St. #3l","Brooklyn","NY","11222","(612) 227-8013","New Media","Brooklyn Council District #33","Brooklyn Community Board #1","Brooklyn","40.727372","-73.953851","561","3065314","3025960008","Greenpoint"
"Composers Collaborative, Inc.","210 Riverside Drive, Apt. 11G","New York","NY","10025","(212) 663-1967","Music","Manhattan Council District #6","Manhattan Community Board #7","Manhattan","40.79423","-73.976518","179","1034130","1012520034","Upper West Side"
"Composers Concordance, Inc.","1510 york ave #2b","New Yrok","NY","10075","(212) 663-8826","Music","Manhattan Council District #5","Manhattan Community Board #8","Manhattan","40.771967","-73.950004","136","1050773","1015760049","Yorkville"
"Concert Artists Guild, Inc.","153 East 57th Street, 7th Floor","New York","NY","10022-2050","(212) 333-5200 x11","Music","Manhattan Council District #3","Manhattan Community Board #5","Manhattan","40.760726","-73.968628","11203","1036911","1013120028","Turtle Bay-East Midtown"
"Concerts in Motion, Inc.","341 W38th Street","New York","NY","10018","(212) 498-9868","Music","Manhattan Council District #3","Manhattan Community Board #7","Manhattan","40.755237","-73.992864","115","1013637","1007620011","Clinton"
"Concerts in the Heights","251 Seaman Avenue, #1F","New York","NY","10034","(212) 543-0475","Music","Manhattan Council District #7","Manhattan Community Board #12","Manhattan","40.871766","-73.918157","307","1065036","1022430366","Marble Hill-Inwood"
"Concrete Temple Theatre","211 East 14th Street, Apt. 10","New York","NY","10003","(212) 598-9135","Theater","Manhattan Council District #2","Manhattan Community Board #6","Manhattan","40.733092","-73.986678","48","1019503","1008960010","Gramercy"
"Coney Island Generation Gap Reunion Committee, Corp","2904 Neptune Avenue","Brooklyn","NY","11224","(718) 975-0447","Film/Video/Audio","Brooklyn Council District #47","Brooklyn Community Board #13","Brooklyn","40.577733","-73.995997","328","3188862","3070100010","Seagate-Coney Island"
"Coney Island History Project, Inc.","c/o Deno's Wonder Wheel Park","Brooklyn","NY","11224","(718) 265-2100","Multi-Discipline, Non-Perform","Brooklyn Council District #47","Brooklyn Community Board #13","Brooklyn","40.574034","-73.979194","352","3347224","3086960145","Seagate-Coney Island"
"Coney Island Youth Alive Inc.","2953 West 33rd street","New York","NY","11224","(718) 372-0361","Multi-Discipline, Performing","Brooklyn Council District #47","Brooklyn Community Board #13","Brooklyn","40.573651","-73.99932","342","3321766","3070480015","Seagate-Coney Island"
"Coney Island, USA","1208 Surf Avenue","Brooklyn","NY","11224","(718) 372-5159","Multi-Discipl, Perf & Non-Perf","Brooklyn Council District #47","Brooklyn Community Board #13","Brooklyn","40.575535","-73.979978","352","3245137","3086940018","Seagate-Coney Island"
"Conference House Association, Inc.","298 Satterlee Street","Staten Island","NY","10307","(718) 984-0415","Museum","Staten Island Council Dist #51","Staten Island Community Brd #3","Staten Island","40.502357","-74.25144","24402","5126463","5078570001","Charleston-Richmond Valley-Tottenville"
"Congress for Jewish Culture, Inc.","PO Box 1590","New York","NY","10159","(212) 505-8040","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #2","Manhattan Community Board #5","Manhattan",,,,,,
"Conrad Poppenhusen Association","P.O. Box 91","College Point","NY","11356","(718) 358-0067","Multi-Discipl, Perf & Non-Perf","Queens Council District #19","Queens Community Board #7","Queens",,,,,,
"Conscientious Musical Revues","2576 Broadway, Apt. 446","New York","NY","10025","(800) 624-8474","Music","Staten Island Council Dist #49","Staten Island Community Brd #1","Staten Island",,,,,,
"Construction Company Theater/Dance Associates, Inc.","10 East 18th Street, #3","New York","NY","10003","(212) 924-7882","Dance","Manhattan Council District #2","Manhattan Community Board #5","Manhattan","40.738225","-73.991163","52","1080748","1008467502","Hudson Yards-Chelsea-Flatiron-Union Square"
"Contemporaneous Inc.","P.O. Box 275","New York","NY","10023","(205) 914-9663","Music","Manhattan Council District #6","Manhattan Community Board #7","Brooklyn",,,,,,
"Contemporary Art for America, Inc.","330 West 15th Street, Suite 5D","New York","NY","10011","(212) 645-2895","Museum","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.740866","-74.003046","83","1013028","1007380057","Hudson Yards-Chelsea-Flatiron-Union Square"
