"schooldbn","locationname","final_address","borough","district","prek_type","phone","contact_name","contact_email","website","meals","play","income_flg","uniforms","singlegender","programname1","programname2","programname3","programcode1","programcode2","programcode3","nyceec_current_all","nyceec_current_some","nyceec_current_none","nyceec_siblings_all","nyceec_siblings_some","nyceec_siblings_none","nyceec_services_all","nyceec_services_some","nyceec_services_none","nyceec_targetlang","nyceec_targetlang_1","nyceec_targetlang_2","nyceec_others_all","nyceec_others_some","nyceec_others_none","district_zonedsib","district_zonedsib_1","district_zonedsib_2","district_otherzone","district_otherzone_1","district_otherzone_2","district_1","district_2","district_3","district_outdissibs","district_outdissibs_1","district_outdissibs_2","district_indistrict","district_indistrict_1","district_indistrict_2","district_outdistrict","district_outdistrict_1","district_outdistrict_2","pkc_indistrict_all","pkc_indistrict_some","pkc_indistrict_none","pkc_outdistrict_all","pkc_outdistrict_some","pkc_outdistrict_none","lpga","halfday_offers","bus","subway_stop","rezoning","specialpriority","magnet","diversity","earlydropoff","latepickup","flexschedule","iepnote","enhancedlang_note","accessibility","seats","hours","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"11XATE","Susan Wagner Day School","4102 White Plains Road, Bronx NY 10466","Bronx","11","NYCEEC","718-547-0501","Joyce James","jamjoy2007@yahoo.com",,"Breakfast/Lunch/Snack(s)","Contact program",,"Yes",,"Full-Day Program","Half-Day Program",,"11XATEFDPK","Contact program to apply.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This program is new to the 2018 application.",,"Bx16, Bx31, Bx39, Bx8, BxM11","2 5",,,,,,"5:45pm",,,,"Contact program","54 Full-Day, 36 Half-Day","8am-2:20pm","10466","40.890779","-73.858814","12","12","422","2063602","2048430034","Williamsbridge-Olinville                                                   "
"11XAVX","Sunshine Daycare of Westchester Village","1564 St. Peters Avenue, Bronx NY 10461","Bronx","11","NYCEEC","718-989-9801","Mariella Baccellieri","mariella@sunshinenewyork.com","sunshinenewyork.com","Contact program","Outdoor (Offsite) Playspace",,"No",,"Full-Day Program",,,"11XAVXFDPK",,,"x",,,"x",,,"x",,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx21, Bx22, Bx24, Bx31, Bx4, Bx40, Bx42, Bx4A, Bx8","6",,,,,,"6:30pm",,,,"Contact program","18 Full-Day","Contact program","10461","40.840569","-73.847594","10","13","200","2041898","2039860007","Van Nest-Morris Park-Westchester Square                                    "
"11XAWG","All Seasons Day Care, LLC","1701 Nereid Avenue, Bronx NY 10466","Bronx","11","NYCEEC","718-324-8300","Antoninette Longo","al5538@optonline.net","allseasonsdaycarebronx.com","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace",,"No",,"Full-Day Program",,,"11XAWGFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx16, Bx31, Bx39, BxM11","2 5",,,,,,"5:30pm",,,,"Contact program","17 Full-Day","8am-2:20pm","10466","40.897866","-73.852411","12","11","434","2070786","2050720013","Woodlawn-Wakefield                                                         "
"11XAWP","St. Lucy Early Childhood Academy","2401 Bronxwood Avenue, Bronx NY 10469","Bronx","11","NYCEEC","347-326-8593","Linda Minneci","minneci@stlucys.org","stlucys.org","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace",,"No",,"Full-Day Program",,,"11XAWPFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx12, Bx12-SBS, Bx26, Bx39, Bx8, BxM11","2 5",,,,,,,,,,"Contact program","72 Full-Day","7:45am-2:05pm","10469","40.861282","-73.861719","11","13","328","2095038","2044380027","Bronxdale                                                                  "
"11XAYC","All Seasons A&C Day Care, LLC","700 Rosewood Street, Bronx NY 10467","Bronx","11","NYCEEC","718-231-7200","Antoinette Longo","al5538@optonline.net","allseasonsdaycarebronx.com","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Offsite) Playspace",,"No",,"Full-Day Program",,,"11XAYCFDPK",,,"x",,,"x",,,"x",,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx28, Bx30, Bx38, Bx39, Bx41, Bx8, BxM11","2 5",,,,,,"5:30pm",,,,"Contact program","20 Full-Day","8am-2:20pm","10467","40.873206","-73.866977","12","15","374","2118206","2045960022","Williamsbridge-Olinville                                                   "
"24Z106","Mosaic Pre-K Center at 80-55 Cornish Avenue","80-55 Cornish Avenue, Queens NY 11373","Queens","24","Pre-K Center","646-461-0794","Julie Garcia","jgarcia38@schools.nyc.gov",,"Breakfast/Lunch","Contact program",,"No",,"Full-Day Program",,,"24Z106FDPK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x",,,"x",,,,,"Q60, Q58","M R",,,,,,,,,,"Contact program","72 Full-Day","8am-2:20pm","11373","40.739115","-73.882487","4","25","485","4467710","4015380075","Elmhurst-Maspeth                                                           "
"11XAYQ","Bronx Park East Preparatory, Inc.","2270 Bronx Park East, Bronx NY 10467","Bronx","11","NYCEEC","718-882-3261","Keshea Adewakun","keshea@bronxparkeastacademy.com","bronxparkeastacademy.com","Lunch/Snack(s)","Contact program",,"No",,"Full-Day Program",,,"11XAYQFDPK",,,"x",,,"x",,,"x",,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx12, Bx12-SBS, Bx22, Bx26, Bx39, BxM11","2 5",,,,,"7:30am","5:30pm",,,,"Contact program","20 Full-Day","8:30am-2:50pm","10467","40.859399","-73.870811","11","15","33201","2049740","2043400006","Bronxdale                                                                  "
"11XAZB","Santa Maria Early Childhood Academy","1659 Zerega Avenue, Bronx NY 10462","Bronx","11","NYCEEC","718-863-5047","Sr Diane Mastroianni","bmccrory@santamariabronx.org","santamariabronx.org/","Contact program","Outdoor (Onsite) Playspace/Outdoor (Offsite) Playspace",,"Contact program",,"Full-Day Program",,,"11XAZBFDPK",,,"x",,,"x",,,"x",,,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx21, Bx22, Bx24, Bx31, Bx4, Bx40, Bx42, Bx4A, Bx8","6",,,,,"Contact program for time","Contact program for time","May utilize flexible scheduling policy. Contact for more information.",,,"Contact program","40 Full-Day","Contact program","10462","40.839539","-73.850694","10","18","204","2042063","2039910075","Westchester-Unionport                                                      "
"11XAZX","St. Clare Of Assisi Early Childhood Academy","1925 Hone Avenue, Bronx NY 10461","Bronx","11","NYCEEC","718-892-4080","Theresa Bivona","theresa.bivona@archny.org","stclareofassisischool.org","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace",,"No",,"Full-Day Program",,,"11XAZXFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx12, Bx21, Bx8, BxM10","5",,,,,"7:30am","5:45pm",,,,"Contact program","120 Full-Day","Contact program","10461","40.851398","-73.856686","11","13","250","2087156","2042690037","Pelham Parkway                                                             "
"11XBAZ","Lil Inventors Child Care- Wallace Ave","2100 Wallace Avenue, Bronx NY 10462","Bronx","11","NYCEEC","718-502-6455","Nurita De Sane-Love","nlove@nycnac.com","www.lilinventors.com","Breakfast/Lunch/Snack(s)","Contact program",,"No",,"Full-Day Program",,,"11XBAZFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx12, Bx12-SBS, Bx22, Bx39, BxM11","2 5",,,,,"7:30am","6:30pm",,,,"Contact program","54 Full-Day","Contact program","10462","40.853263","-73.86484","11","13","228","2093291","2042920014","Pelham Parkway                                                             "
"11Z037","District 11 Pre-K Center at 800 Lydig Avenue","800 Lydig Avenue, Bronx NY 10462","Bronx","11","Pre-K Center","718-794-2360","Desiree Johnson","DAlford@schools.nyc.gov",,"Breakfast/Lunch","Contact program",,"Yes",,"Full-Day Program",,,"11Z037FDPK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x",,,"x",,,,,"Bx12, Bx12-SBS, Bx22, Bx39, Bx8, BxM11","2 5",,,,,,,,,,"Contact program","36 Full-Day","8:10am-2:30pm","10462","40.854415","-73.863732","11","13","228","2048831","2042930031","Pelham Parkway                                                             "
"11Z038","District 11 Pre-K Center at 1684 White Plains Road","1684 White Plains Road, Bronx NY 10462","Bronx","11","Pre-K Center","718-239-5910","Shannon Greenberg-Garcia","Dalford@schools.nyc.gov","schools.nyc.gov/Academics/EarlyChildhood/District11PKC","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"11Z038FDPK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x",,,,"x",,,"Bx21, Bx22, Bx39, Bx40, Bx42, Bx4A, BxM10, BxM6","2 5",,,,,,,,,,"Contact program","72 Full-Day","8am-2:20pm","10462","40.843523","-73.865496","11","13","238","2097571","2040370001","Van Nest-Morris Park-Westchester Square                                    "
"13KBLK","Bedford Stuyvesant ECDC 5Q","5 Quincy Street, Brooklyn NY 11238","Brooklyn","13","NYCEEC","718-453-0788","Ms. Mcneill","mcneilla@bsecdc.org",,"Breakfast/Lunch/Snack(s)","Outdoor (Offsite) Playspace",,"Contact program",,"Half-Day Program",,,"Contact program to apply.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B25, B26, B38, B44, B44-SBS, B45, B48, B49, B52, B65, B69","C G S",,,,,,,,,,"Contact program","38 Half-Day","Contact program","11238","40.685789","-73.960911","2","35","231","3056376","3019690030","Clinton Hill                                                               "
"11Z039","District 11 Pre-K Center at 4520 Matilda Avenue","4520 Matilda Avenue, Bronx NY 10470","Bronx","11","Pre-K Center","718-325-4370","Lynne Isidore","dalford@schools.nyc.gov","schools.nyc.gov/Academics/EarlyChildhood/District11PKC","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"11Z039FDPK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"x",,,"x",,,,,"Bx16, Bx39, BxM11","2 5",,,,,,,,,,"Contact program","36 Full-Day","8:20am-2:40pm","10470","40.901428","-73.8544","12","11","414","2097456","2050800001","Woodlawn-Wakefield                                                         "
"12X006","P.S. 6 West Farms","1000 East Tremont Avenue, Bronx NY 10460","Bronx","12","District School","718-542-7676","Tiawana Perez","Tperez14@schools.nyc.gov","schools.nyc.gov/schoolportals/12/x006","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"12X006FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"Bx19, Bx21, Bx36, Bx40, Bx42, Bx9, BxM10, Q44-SBS","2 5",,,,,"7:30am",,,,,"Not Accessible","72 Full-Day","8am-2:20pm","10460","40.840755","-73.881707","6","17","359","2010892","2030050010","East Tremont                                                               "
"12X044","P.S. 44 David C. Farragut","1825 Prospect Avenue, Bronx NY 10457","Bronx","12","District School","718-583-2360","Melissa Harrow","mharrow2@schools.nyc.gov","schools.nyc.gov/schoolportals/12/x044","Breakfast/Lunch","Indoor/Outdoor (Offsite) Playspace",,"No",,"Full-Day Program",,,"12X044FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"Bx15, Bx17, Bx19, Bx21, Bx36, Bx40, Bx42, Bx9","2 5",,,,,,,,,,"Not Accessible","36 Full-Day","Contact program","10457","40.842084","-73.891116","6","17","36902","2009957","2029490064","East Tremont                                                               "
"12X057","P.S. 57 Crescent","2111 Crotona Avenue, Bronx NY 10457","Bronx","12","District School","718-367-9446","Mary Blandino-Sanchez","mblandino-sanchez@schools.nyc.gov","ps57crescent.com","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"12X057FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,,"x",,,,,,,,,,"Bx12, Bx15, Bx17, Bx19, Bx36, Bx40, Bx42, Bx9",,,,,,,,,,,"Not Accessible","36 Full-Day","8am-2:20pm","10457","40.848472","-73.888561","6","15","373","2012359","2030810026","East Tremont                                                               "
"12X061","P.S. 61 Francisco Oller","1550 Crotona Park East, Bronx NY 10460","Bronx","12","District School","718-542-7230","Patricia Quigley","PQuigle@schools.nyc.gov","schools.nyc.gov/schoolportals/12/x061","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"12X061FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"Bx11, Bx15, Bx17, Bx19, Bx21, Bx36, Bx41","2 5",,,,,,,,,,"Not Accessible","36 Full-Day","Contact program","10460","40.836575","-73.892817","3","17","153","2009865","2029390045","Crotona Park East                                                          "
"12X066","P.S. 66 School of Higher Expectations","1001 Jennings Street, Bronx NY 10460","Bronx","12","District School","718-319-2820","Kevin Goodman","KGoodma@schools.nyc.gov","schools.nyc.gov/schoolportals/12/x066","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"12X066FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"Bx11, Bx19, Bx21, Bx27, Bx35, Bx36, Bx4, Bx4A","2 5 6",,,,,,,,,,"Not Accessible","72 Full-Day","Contact program","10460","40.831165","-73.887094","3","17","157","2010916","2030080001","Crotona Park East                                                          "
"12X067","P.S. 67 Mohegan School","2024 Mohegan Avenue, Bronx NY 10460","Bronx","12","District School","718-823-4101","Jeffrey Santiago","JSantia7@schools.nyc.gov","schools.nyc.gov/schoolportals/12/x067","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"12X067FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"Bx17, Bx19, Bx21, Bx36, Bx40, Bx42, Bx9, Q44-SBS","2 5",,,,,,,,,,"Not Accessible","54 Full-Day","Contact program","10460","40.843945","-73.884788","6","17","363","2013142","2031230003","East Tremont                                                               "
"12X092","P.S. 92 Bronx","700 East 179th Street, Bronx NY 10457","Bronx","12","District School","718-731-7900","Yasmin Lugo","YLugo@schools.nyc.gov","schools.nyc.gov/schoolportals/12/x092","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"12X092FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"Bx12, Bx15, Bx17, Bx19, Bx36, Bx40, Bx42, Bx9",,,,,,"Contact program for time",,,,,"Not Accessible","36 Full-Day","Contact program","10457","40.846711","-73.889815","6","17","371","2012620","2030920014","East Tremont                                                               "
"12X134","P.S. 134 George F. Bristow","1330 Bristow Street, Bronx NY 10459","Bronx","12","District School","718-328-3351","Allison King","aking3@schools.nyc.gov","schools.nyc.gov/schoolportals/12/x134","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"12X134FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"Bx11, Bx17, Bx19, Bx21, Bx27, Bx35, Bx4, Bx4A, Bx5","2 5",,,,,"Contact program for time",,,,,"Not Accessible","54 Full-Day","Contact program","10459","40.83132","-73.894794","3","17","153","2010273","2029650082","Crotona Park East                                                          "
"12X150","P.S. 150 Charles James Fox","920 East 167th Street, Bronx NY 10459","Bronx","12","District School","718-328-7729","Norma Sanchez","nsanche6@schools.nyc.gov","schools.nyc.gov/schoolportals/12/x150","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"12X150FDPK",,,,,,,,,,,,,,,,,,"x",,,,"x",,,,"x",,,"x",,,"x",,,"x",,,,,,,,,"Bx11, Bx17, Bx19, Bx21, Bx27, Bx35, Bx4, Bx4A, Bx5, Bx6","2 5 6",,,,,,,,,,"Not Accessible","36 Full-Day","8am-2:20pm","10459","40.82636","-73.894398","2","17","12701","2005681","2027170005","Hunts Point                                                                "
"12X195","P.S. 195","1250 Ward Avenue, Bronx NY 10472","Bronx","12","District School","718-861-4461","Unal Karakas","ukarakas@schools.nyc.gov","schools.nyc.gov/schoolportals/12/x195","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"12X195FDPK",,,,,,,,,,,,,,,,,,"x",,,,"x",,,,"x",,,"x",,,"x",,,"x",,,,,,,,,"Bx11, Bx27, Bx36, Bx4, Bx4A","6",,,,,,,,,,"Not Accessible","36 Full-Day","8am-2:20pm","10472","40.830691","-73.877743","9","18","54","2088553","2037750025","West Farms-Bronx River                                                     "
"12X196","P.S. 196","1250 Ward Avenue, Bronx NY 10472","Bronx","12","District School","718-328-7187","Lizzette Graciani","LGraciani@schools.nyc.gov","schools.nyc.gov/schoolportals/12/x196","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"12X196FDPK",,,,,,,,,,,,,,,,,,,"x",,,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,"Bx11, Bx27, Bx36, Bx4, Bx4A","6",,,,,,,,,,"Not Accessible","18 Full-Day","Contact program","10472","40.830691","-73.877743","9","18","54","2088553","2037750025","West Farms-Bronx River                                                     "
"12X211","P.S. 211","1919 Prospect Avenue, Bronx NY 10457","Bronx","12","District School","718-901-0436","Tanya Drummond","TDrummond@schools.nyc.gov","schools.nyc.gov/schoolportals/12/x211","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"12X211FDPK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Last year, this program admitted students from all priority groups.",,"Bx12, Bx15, Bx17, Bx19, Bx21, Bx36, Bx40, Bx42, Bx9","2 5",,"This is a non-zoned school",,,,,,,,"Partially Accessible","36 Full-Day","Contact program","10457","40.843546","-73.889755","6","17","36901","2094582","2029510032","East Tremont                                                               "
"12X212","P.S. 212","1180 Tinton Avenue, Bronx NY 10456","Bronx","12","District School","718-842-2331","Gloria Ford Anderson","GFordAnderson@schools.nyc.gov","schools.nyc.gov/schoolportals/12/x212","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"12X212FDPK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Last year, this program admitted students from all priority groups.",,"Bx11, Bx15, Bx17, Bx19, Bx21, Bx35, Bx4, Bx4A, Bx6","2 5",,"This is a non-zoned school",,,,,,,,"Partially Accessible","36 Full-Day","Contact program","10456","40.828419","-73.900721","3","17","135","2004869","2026720001","Morrisania-Melrose                                                         "
"12X214","P.S. 214","1970 West Farms Road, Bronx NY 10460","Bronx","12","District School","718-589-6728","David Cintron","dcintro@schools.nyc.gov","schools.nyc.gov/schoolportals/12/x214","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"12X214FDPK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Last year, this program admitted students from all priority groups.",,"Bx19, Bx21, Bx36, Bx40, Bx42, Bx9, BxM10, Q44-SBS","2 5",,"This is a non-zoned school",,,"7:30am",,,,,"Partially Accessible","90 Full-Day","8am-2:20pm","10460","40.839565","-73.880358","6","17","60","2094603","2030210038","Crotona Park East                                                          "
"12X300","The School of Science and Applied Learning","2050 Prospect Avenue, Bronx NY 10457","Bronx","12","District School","718-584-6310","Venessa Singleton","VSingle2@schools.nyc.gov","schools.nyc.gov/schoolportals/12/x300","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"12X300FDPK",,,,,,,,,,,,,,,,,,"x",,,,,"x",,,"x",,,,,,"x",,,"x",,,,,,,,,"Bx12, Bx15, Bx17, Bx19, Bx21, Bx36, Bx40, Bx42, Bx9",,,,,,"Contact program for time",,,,,"Partially Accessible","18 Full-Day","Contact program","10457","40.846236","-73.887405","6","15","371","2012957","2031090001","East Tremont                                                               "
"12X314","Fairmont Neighborhood School","1550 Vyse Avenue, Bronx NY 10460","Bronx","12","District School","718-860-5210","Scott Wolfson","SWolfso2@schools.nyc.gov","schools.nyc.gov/schoolportals/12/x314","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"12X314FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"Bx11, Bx17, Bx19, Bx21, Bx27, Bx36, Bx4, Bx4A","2 5 6",,,,,,,,,,"Not Accessible","36 Full-Day","Contact program","10460","40.834157","-73.887512","3","17","157","2010786","2029960010","Crotona Park East                                                          "
"12X458","Samara Community School","1550 Vyse Avenue, Bronx NY 10460","Bronx","12","District School","718-860-5332","Danielle Derrig","DDerrig@schools.nyc.gov","samaracommunityschool.org","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program","Spanish Dual Language Program",,"12X458FDPK","12X458FDPKSP",,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"Bx11, Bx17, Bx19, Bx21, Bx27, Bx36, Bx4, Bx4A","2 5 6",,,,,,,,,,"Not Accessible","36 Full-Day","Contact program","10460","40.834157","-73.887512","3","17","157","2010786","2029960010","Crotona Park East                                                          "
"12X463","Urban Scholars Community School","1180 Tinton Avenue, Bronx NY 10456","Bronx","12","District School","718-842-8133","Debra Jones","djones51@schools.nyc.gov","schools.nyc.gov/schoolportals/12/x463","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"12X463FDPK",,,,,,,,,,,,,,,,,,"x",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,"Bx11, Bx15, Bx17, Bx19, Bx21, Bx35, Bx4, Bx4A, Bx6","2 5",,,,,"7:35am",,,,,"Partially Accessible","36 Full-Day","Contact program","10456","40.828419","-73.900721","3","17","135","2004869","2026720001","Morrisania-Melrose                                                         "
"12X531","Archer Elementary School","1827 Archer Street, Bronx NY 10460","Bronx","12","District School","718-828-3791","Amy Dorr","adorr@schools.nyc.gov","www.archerelementary.com","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"12X531FDPK",,,,,,,,,,,,,,,,,,"x",,,,"x",,,,"x",,,"x",,,"x",,,"x",,,,,,,,,"Bx21, Bx22, Bx36, Bx39, Bx4, Bx40, Bx42, Bx4A, BxM10, BxM6, Q44-SBS","2 5 6",,,,,"8am",,,,,"Partially Accessible","18 Full-Day","8:20am-2:40pm","10460","40.837631","-73.866036","9","18","21601","2028640","2039210030","West Farms-Bronx River                                                     "
"12X536","P.S. 536","1827 Archer Street, Bronx NY 10460","Bronx","12","District School","718-931-4270","Sasha Medina","SMedina10@schools.nyc.gov","schools.nyc.gov/schoolportals/12/x536","Breakfast/Lunch","Indoor/Outdoor (Onsite) Playspace",,"Contact program",,"Full-Day Program",,,"12X536FDPK",,,,,,,,,,,,,,,,,,"x",,,,"x",,,,"x",,,"x",,,"x",,,"x",,,,,,,,,"Bx21, Bx22, Bx36, Bx39, Bx4, Bx40, Bx42, Bx4A, BxM10, BxM6, Q44-SBS","2 5 6",,,,,"Contact program for time",,,,,"Partially Accessible","18 Full-Day","Contact program","10460","40.837631","-73.866036","9","18","21601","2028640","2039210030","West Farms-Bronx River                                                     "
"12X691","Bronx Little School","1827 Archer Street, Bronx NY 10460","Bronx","12","District School","718-792-2650","Loida Guzman","lguzman16@schools.nyc.gov","schools.nyc.gov/schoolportals/12/x691","Breakfast/Lunch","Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"12X691FDPK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Last year, this program admitted siblings of current students and some other in-district students.",,"Bx21, Bx22, Bx36, Bx39, Bx4, Bx40, Bx42, Bx4A, BxM10, BxM6, Q44-SBS","2 5 6",,"Prioritizes students zoned to 12X531 and 12X536",,,,,,,,"Partially Accessible","18 Full-Day","8am-2:20pm","10460","40.837631","-73.866036","9","18","21601","2028640","2039210030","West Farms-Bronx River                                                     "
"12XAAS","Bronxdale Nursery","1065 Beach Avenue, Bronx NY 10472","Bronx","12","NYCEEC","718-991-8315","Monica Montanero","bronxdalepreschool@gmail.com",,"Breakfast/Lunch/Snack(s)","Outdoor (Onsite) Playspace","May have income or other eligibility requirements. Contact for more information.","No",,"Full-Day Program",,,"12XAASFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx27, Bx36, Bx39, Bx4, Bx5, BxM8, Q44-SBS","6",,,,,,,,,,"Contact program","40 Full-Day","8am-2:20pm","10472","40.827038","-73.865255","9","18","44","2092801","2037250001","Soundview-Bruckner                                                         "
"12XADT","Saint John Chrysostom School","1144 Hoe Avenue, Bronx NY 10459","Bronx","12","NYCEEC","718-328-7226","Sr. Mary E. Mooney","b243@adnyeducation.org","sjchrysostom.org","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace",,"Yes",,"Full-Day Program",,,"12XADTFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx11, Bx17, Bx19, Bx27, Bx35, Bx4, Bx4A, Bx5, Bx6","2 5 6",,,,,"6:30am","5:45pm",,,,"Contact program","92 Full-Day","Contact program","10459","40.827328","-73.890888","3","17","12101","2086634","2027520009","Morrisania-Melrose                                                         "
"12XAEP","St. Thomas Aquinas School","1909 Daly Avenue, Bronx NY 10460","Bronx","12","NYCEEC","718-893-7600","Jessica Perez-Maldonado","b263@adnyeducation.org","staschoolbx.org","Breakfast/Lunch","Contact program",,"No",,"Full-Day Program",,,"12XAEPFDPK",,,"x",,,"x",,,"x",,,,,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx17, Bx19, Bx21, Bx36, Bx40, Bx42, Bx9, Q44-SBS","2 5",,,,,"7:15am","6pm",,,,"Contact program","40 Full-Day","Contact program","10460","40.840695","-73.884584","6","17","359","2010618","2029850017","East Tremont                                                               "
"12XAFK","Phipps Neighborhoods Daly Avenue ECEC","921 East 180th Street, Bronx NY 10460","Bronx","12","NYCEEC","718-364-2496","Trina Blount","tblount@phippsny.org","phippsny.org","Breakfast/Lunch/Snack(s)","Indoor/Outdoor (Onsite) Playspace",,"No",,"Full-Day Program",,,"12XAFKFDPK",,,"x",,,"x",,,"x",,,"x",,,"x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx17, Bx19, Bx21, Bx36, Bx40, Bx42, Bx9, Q44-SBS","2 5",,,,,"8am","5:45pm",,,"Enhanced Language Support: Spanish","Contact program","72 Full-Day","Contact program","10460","40.844498","-73.881473","6","17","363","2114117","2031280001","East Tremont                                                               "
