"brooklyn_cooperatives_comparable_properties_boro_block_lot","brooklyn_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","brooklyn_cooperatives_comparable_properties_neighborhood","brooklyn_cooperatives_comparable_properties_building_classification","brooklyn_cooperatives_comparable_properties_total_units","brooklyn_cooperatives_comparable_properties_year_built","brooklyn_cooperatives_comparable_properties_gross_sqft","brooklyn_cooperatives_comparable_properties_est_gross_income","brooklyn_cooperatives_comparable_properties_gross_income_per_sqft","brooklyn_cooperatives_comparable_properties_full_market_value","brooklyn_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"3-02450-0015","350 4 STREET
Brooklyn, NY 
(40.671405407916, -73.982229891202)","3",,,,,,,,,,"WILLIAMSBURG-SOUTH","C6-WALK-UP","35","1925","26250","323663","12.33","1220000","46.5","3-02449-0001","322 RODNEY STREET
Brooklyn, NY 
(40.708951120147, -73.956083057652)","WILLIAMSBURG-SOUTH","C1-WALK-UP","42","1915","27090","404724","14.94","1600000","59","0.1","3-02463-0015","374 5 STREET
Brooklyn, NY 
(40.670986387518, -73.983121492774)","WILLIAMSBURG-SOUTH","C1-WALK-UP","41","1914","20160","269942","13.39","1010000","50","0.05"
"3-06036-0030","8502 FT HAMILTON PARKWAY
Brooklyn, NY 
(40.620944486382, -74.023750242219)","3","11209","40.620873","-74.023828","10","43","142","3153211","3060360030","Bay Ridge                                                                  ","BAY RIDGE","D4-ELEVATOR","60","1934","59100","598683","10.13","2020000","34.2","3-05928-0006","7401 RIDGE BOULEVARD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","49","1924","50400","563648","11.18","1990000","39.5","0.8","3-06086-0045","9106 4 AVENUE
Brooklyn, NY 
(40.61908753149, -74.029903999711)","BAY RIDGE","D7-ELEVATOR","99","1929","99300","901218","9.08","2970000","29.9","0.35"
"3-01372-0017","1346 PARK PLACE
Brooklyn, NY 
(40.672438851629, -73.932779088025)","3","11213","40.672458","-73.93262","8","36","345","3036486","3013720017","Crown Heights North                                                        ","CROWN HEIGHTS","C6-WALK-UP","27","1923","20832","212278","10.19","600000","28.8","3-01372-0072","1389 STERLING PLACE
Brooklyn, NY 
(40.671591700617, -73.93260675329)","CROWN HEIGHTS","C1-WALK-UP","43","1926","34835","332674","9.55","1120000","32.2","0","3-01205-0062","1067 DEAN STREET
Brooklyn, NY 
(40.677432085727, -73.954669729047)","CROWN HEIGHTS","C1-WALK-UP","32","1910","30416","330317","10.86","1010000","33.2","1.2"
"3-06463-0143","244 BAY 19 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11214","40.601934","-74.007152","11","43","176","3328654","3064630143","Bath Beach                                                                 ","BATH BEACH","C6-WALK-UP","62","1949","45414","534069","11.76","1880000","41.4","3-05881-0003","7005 SHORE ROAD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","C9-WALK-UP","46","1950","51840","540326","10.42","1830000","35.3","2.85","3-08716-0080","3047 BRIGHTON 13 STREET
Brooklyn, NY 
(40.579359485036, -73.955902832961)","BRIGHTON BEACH","C1-WALK-UP","41","1926","30800","388004","12.6","1460000","47.4","3.15"
"3-03633-0001","1371 LINDEN BOULEVARD
Brooklyn, NY 
(40.654560763331, -73.909356381919)","3","11212","40.654398","-73.909226","16","42","922","3326602","3036330001","Brownsville                                                                ","BROWNSVILLE","D4-ELEVATOR","342","1962","398223","4639297","11.65","13100000","32.9","3-04902-0047","149 31 STREET
Brooklyn, NY 
(40.598455247657, -73.996118147678)","FLATBUSH-EAST","C1-WALK-UP","27","1928","21600","216053","10","730000","33.8","2.1","3-04917-0006","1084 NEW YORK AVENUE
Brooklyn, NY 
(40.64674902043, -73.946264844021)","FLATBUSH-EAST","C7-WALK-UP","63","1926","47680","330592","6.93","1010000","21.18","2.05"
"3-08515-0024","5402 FILLMORE AVENUE
Brooklyn, NY 
(40.61467465122, -73.922482944116)","3","11234","40.61472","-73.922373","18","46","670","3337564","3085150024","Georgetown-Marine Park-Bergen Beach-Mill Basin                             ","OLD MILL BASIN","C6-WALK-UP","58","1955","51936","788908","15.19","3210000","62","3-05670-0047","1379 54 STREET
Brooklyn, NY 
(40.631225672155, -73.993284116546)","BOROUGH PARK","C7-WALK-UP","11","1916","22500","359607","15.98","1460000","65","3.95","3-05024-0063","526 FLATBUSH AVENUE
Brooklyn, NY 
(40.661320254035, -73.961214173092)","FLATBUSH-LEFFERTS GARDEN","C1-WALK-UP","16","1931","7596","127812","16.83","520000","68","3.9"
"3-01071-0002","19 FISKE PLACE
Brooklyn, NY 
(40.67233661195, -73.974803435411)","3","11215","40.671984","-73.97513","6","39","157","3024922","3010710002","Park Slope-Gowanus                                                         ","PARK SLOPE","C6-WALK-UP","20","1920","16350","343350","21","1530000","94","3-01158-0016","170 PROSPECT PLACE
Brooklyn, NY 
(40.67812026645, -73.971219503991)","PROSPECT HEIGHTS","C1-WALK-UP","16","1931","16124","341570","21.18","1530000","95","0.45","3-01160-0032","382 PROSPECT PLACE
Brooklyn, NY 
(40.67661917631, -73.963979411428)","PROSPECT HEIGHTS","C1-WALK-UP","24","1931","17116","331518","19.37","1480000","86","0.6"
"3-05218-0001","1802 NEWKIRK AVENUE
Brooklyn, NY 
(40.636800689335, -73.96060118764)","3","11226","40.636866","-73.960529","14","40","518","3120562","3052180001","Flatbush                                                                   ","FLATBUSH-CENTRAL","D4-ELEVATOR","134","1958","152466","1568875","10.29","5300000","34.8","3-05212-0043","2516 NEWKIRK AVENUE
Brooklyn, NY 
(40.639673108024, -73.953048861657)","FLATBUSH-CENTRAL","C1-WALK-UP","16","1931","16000","157839","9.86","446000","27.9","0.45","3-05213-0062","2617 FOSTER AVENUE
Brooklyn, NY 
(40.638449910913, -73.951964112481)","FLATBUSH-CENTRAL","C1-WALK-UP","16","1931","13400","142539","10.64","482000","36","0.5"
"3-07579-0029","3310 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"FLATBUSH-EAST","D4-ELEVATOR","360","1950","295200","3191112","10.81","11200000","37.9","3-01189-0060","49 CROWN STREET
Brooklyn, NY 
(40.6673142939, -73.959912781658)","CROWN HEIGHTS","D3-ELEVATOR","321","1973","320000","3469058","10.84","9800000","30.6","2.7","3-04891-0001","249 37 STREET
Brooklyn, NY 
(40.593901822446, -73.99368998127)","FLATBUSH-EAST","D1-ELEVATOR","53","1931","44928","458715","10.21","1550000","34.5","1.3"
"3-00219-0005","81 COLUMBIA HEIGHTS
Brooklyn, NY 
(40.700223078566, -73.995382984989)","3","11201","40.700172","-73.995207","2","33","1","3326022","3002190005","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","C6-WALK-UP","60","1890","39280","797776","20.31","3570000","91","3-00042-0018","254 WATER STREET
Brooklyn, NY 
(40.702970948925, -73.983701985909)","DOWNTOWN-FULTON FERRY","D8-ELEVATOR","26","2002","28358","639651","22.56","2860000","101","0.65","3-06681-0225","1879 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D3-ELEVATOR","50","1987","36769","799034","21.73","2260000","61","6.8"
"3-00235-0044","130 HICKS STREET
Brooklyn, NY 
(40.697672128422, -73.994744379748)","3","11201","40.697532","-73.994785","2","33","301","3001799","3002350044","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","40","1958","22750","485712","21.35","2170000","95","3-00384-0072","15 WYCKOFF STREET
Brooklyn, NY 
(40.6869249104, -73.992995514723)","BOERUM HILL","C1-WALK-UP","40","1900","26084","581511","22.29","2600000","100","0.7","3-02096-0014","205 ASHLAND PLACE
Brooklyn, NY 
(40.688964517167, -73.978433754731)","FORT GREENE","C1-WALK-UP","16","1931","25032","510051","20.38","2280000","91","1.1"
"3-02398-0015","407 KEAP STREET
Brooklyn, NY 
(40.711101831027, -73.953358332884)","3","11211","40.711109","-73.953336","1","34","513","3062863","3023980015","North Side-South Side                                                      ","WILLIAMSBURG-SOUTH","C6-WALK-UP","28","1910","18318","140715","7.68","397000","21.67","3-02182-0023","160 WILSON STREET
Brooklyn, NY 
(40.706010161078, -73.961402675531)","WILLIAMSBURG-CENTRAL","C1-WALK-UP","25","1915","19350","141642","7.32","435000","22.48","0.55","3-02394-0020","258 GRAND STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","C1-WALK-UP","23","1910","25839","210329","8.14","646000","25","0.3"
"3-00987-0011","270 5 STREET
Brooklyn, NY 
(40.672125132241, -73.985461442301)","3",,,,,,,,,,"PARK SLOPE","C6-WALK-UP","35","1911","38775","620400","16","2520000","65","3-00733-0038","874 43 STREET
Brooklyn, NY 
(40.644026338157, -73.998001532029)","BOROUGH PARK","C1-WALK-UP","44","1926","30556","480000","15.71","1950000","64","2.05","3-00297-0019","182 AMITY STREET
Brooklyn, NY 
(40.688767939764, -73.994587461443)","COBBLE HILL","C1-WALK-UP","48","1900","35950","575302","16","2340000","65","1.2"
"3-01433-0038","2182 ATLANTIC AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11233","40.676513","-73.914121","16","41","303","3038570","3014330038","Ocean Hill                                                                 ","OCEAN HILL","C6-WALK-UP","16","1910","17000","135830","7.99","384000","22.59","3-01375-0069","1633 STERLING PLACE
Brooklyn, NY 
(40.671151256869, -73.924545178592)","CROWN HEIGHTS","C1-WALK-UP","70","1927","67800","559728","8.26","1840000","27.1","0.55","3-01268-0009","464 EASTERN PARKWAY
Brooklyn, NY 
(40.66974814789, -73.953013646147)","CROWN HEIGHTS","C1-WALK-UP","16","1913","18032","141911","7.87","436000","24.18","2"
"3-05848-0040","6702 RIDGE BOULEVARD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11220","40.638757","-74.027687","10","43","30","3144391","3058480040","Bay Ridge                                                                  ","BAY RIDGE","D4-ELEVATOR","47","1936","42722","381080","8.92","1260000","29.5","3-06058-0001","8801 SHORE ROAD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","140","1936","275892","2102681","7.62","6460000","23.41","1.2","3-06069-0004","8831 FT HAMILTON PARKWAY
Brooklyn, NY 
(40.619188475173, -74.025517745718)","BAY RIDGE","D1-ELEVATOR","122","1931","129024","1170620","9.07","3860000","29.9","1.4"
"3-02404-0016","78 1 STREET
Brooklyn, NY 
(40.677982019708, -73.990704144512)","3",,,,,,,,,,"WILLIAMSBURG-SOUTH","C6-WALK-UP","29","1911","18000","221940","12.33","834000","46.3","3-02420-0043","209 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","C1-WALK-UP","20","1910","23700","281319","11.87","794000","33.5","0.35","3-02449-0001","322 RODNEY STREET
Brooklyn, NY 
(40.708951120147, -73.956083057652)","WILLIAMSBURG-SOUTH","C1-WALK-UP","42","1915","27090","404724","14.94","1600000","59","0.6"
"3-05417-0058","275 WEBSTER AVENUE
Brooklyn, NY 
(40.632882879106, -73.970765446137)","3","11230","40.632894","-73.970716","14","40","482","3127746","3054170058","Flatbush                                                                   ","OCEAN PARKWAY-NORTH","D4-ELEVATOR","88","1964","73584","841065","11.43","2960000","40.2","3-07158-0033","2245 OCEAN PARKWAY
Brooklyn, NY 
(40.594801722844, -73.964576962002)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","74","1958","67620","768374","11.36","2710000","40.1","2.65","3-07197-0001","388 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","76","1957","74834","860280","11.5","3030000","40.5","3"
"3-06494-0051","763 OCEAN PARKWAY
Brooklyn, NY 
(40.62992320214, -73.971248160371)","3","11230","40.629724","-73.971507","14","40","460","3345768","3064940051","Flatbush                                                                   ","OCEAN PARKWAY-NORTH","D4-ELEVATOR","124","1937","138600","1358904","9.8","4590000","33.1","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","1.8","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","3.1"
"3-08806-0150","3080 VOORHIES AVENUE
Brooklyn, NY 
(40.587948517106, -73.933303341066)","3","11235","40.587971","-73.93327","15","48","598","3321826","3088060150","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ","SHEEPSHEAD BAY","D4-ELEVATOR","153","1966","157500","2130975","13.53","8010000","51","3-07235-0001","2612 WEST STREET
Brooklyn, NY 
(40.586035845351, -73.969409550361)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","240","1951","194880","2710993","13.91","9560000","49.1","1.95","3-07179-0058","2375 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","135","1957","112320","1476059","13.14","5550000","49.4","1.85"
"3-00236-0133","148 HENRY STREET
Brooklyn, NY 
(40.696174441754, -73.993659118645)","3","11201","40.696299","-73.993592","2","33","501","3001878","3002360133","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","C6-WALK-UP","12","1840","4050","84645","20.9","378000","93","3-00970-0009","283 5 AVENUE
Brooklyn, NY 
(40.673848061168, -73.982364203544)","PARK SLOPE","C1-WALK-UP","16","1920","7652","269351","35.2","1350000","176","1.8","3-00146-0036","406 ALBEE SQUARE
Brooklyn, NY 
(40.691034734001, -73.983500585409)","DOWNTOWN-FULTON MALL","C1-WALK-UP","15","1905","9055","148593","16.41","604000","67","0.7"
"3-07560-0001","3215 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"FLATBUSH-EAST","D4-ELEVATOR","192","1961","188540","2392573","12.69","8990000","47.7","3-06518-0059","996 OCEAN PARKWAY
Brooklyn, NY 
(40.624276809848, -73.970813358062)","OCEAN PARKWAY-NORTH","D7-ELEVATOR","121","1964","154378","1855333","12.02","6540000","42.4","1.5","3-00236-0015","55 PIERREPONT STREET
Brooklyn, NY 
(40.695829631478, -73.995231517766)","BROOKLYN HEIGHTS","D7-ELEVATOR","191","1928","157042","2390870","15.22","6750000","43","5.1"
"3-00917-0048","549 41 STREET
Brooklyn, NY 
(40.649529465264, -74.003957147164)","3",,,,,,,,,,"SUNSET PARK","C6-WALK-UP","40","1927","33528","536448","16","2180000","65","3-00297-0019","182 AMITY STREET
Brooklyn, NY 
(40.688767939764, -73.994587461443)","COBBLE HILL","C1-WALK-UP","48","1900","35950","575302","16","2340000","65","2.7","3-00733-0038","874 43 STREET
Brooklyn, NY 
(40.644026338157, -73.998001532029)","BOROUGH PARK","C1-WALK-UP","44","1926","30556","480000","15.71","1950000","64","0.45"
"3-05233-0001","1212 NEWKIRK AVENUE
Brooklyn, NY 
(40.634295701325, -73.965801778011)","3","11230","40.634356","-73.965744","14","40","526","3121089","3052330001","Flatbush                                                                   ","FLATBUSH-CENTRAL","D4-ELEVATOR","66","1931","78600","541554","6.89","1660000","21.12","3-05220-0069","1051 OCEAN AVENUE
Brooklyn, NY 
(40.636837275839, -73.958451642457)","FLATBUSH-CENTRAL","C5-WALK-UP","16","1931","17100","155010","9.06","511000","29.9","0.45","3-05220-0072","1045 OCEAN AVENUE
Brooklyn, NY 
(40.636973379183, -73.958478694053)","FLATBUSH-CENTRAL","C5-WALK-UP","16","1931","17100","155010","9.06","511000","29.9","0.45"
"3-01948-0014","342 LAFAYETTE AVENUE
Brooklyn, NY 
(40.688644593571, -73.961799041075)","3","11238","40.688676","-73.961706","2","35","231","3055580","3019480014","Clinton Hill                                                               ","CLINTON HILL","C6-WALK-UP","16","1905","7832","141994","18.13","401000","51","3-00306-0024","286 CLINTON STREET
Brooklyn, NY 
(40.687161384473, -73.995882721043)","COBBLE HILL","C1-WALK-UP","11","1900","7000","121473","17.35","494000","71","1.85","3-01131-0003","41 UNDERHILL AVENUE
Brooklyn, NY 
(40.679680943479, -73.964992117135)","PROSPECT HEIGHTS","C1-WALK-UP","12","1931","7237","136858","18.91","557000","77","0.6"
"3-05268-0089","149 PROSPECT PARK
Brooklyn, NY 
(40.70062050128, -73.985277784361)","3","11215","40.661354","-73.96968","55","39","177","3000000","3011170001","park-cemetery-etc-Brooklyn                                                 ","WINDSOR TERRACE","C6-WALK-UP","16","1931","18240","156499","8.58","516000","28.3","3-05240-0001","1204 OCEAN AVENUE
Brooklyn, NY 
(40.632988900952, -73.95786963222)","FLATBUSH-CENTRAL","C1-WALK-UP","59","1917","57600","447947","7.78","1380000","23.96","1.6","3-05240-0110","1086 OCEAN AVENUE
Brooklyn, NY 
(40.636118768078, -73.95838719797)","FLATBUSH-CENTRAL","C1-WALK-UP","35","1931","37500","310733","8.29","1020000","27.2","1.6"
"3-06620-0001","100 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"GRAVESEND","D4-ELEVATOR","65","1938","87324","867155","9.93","2930000","33.6","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","1.05","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","3.55"
"3-00221-0033","73 ORANGE STREET
Brooklyn, NY 
(40.698969919087, -73.99309710771)","3","11201","40.698959","-73.993126","2","33","1","3001650","3002210033","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","C6-WALK-UP","16","1925","13428","247747","18.45","1010000","75","3-02396-0027","279 1 STREET
Brooklyn, NY 
(40.674613611257, -73.983464945998)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","22","1910","16250","271862","16.73","835000","51","2.15","3-05079-0019","142 ST PAUL'S PLACE
Brooklyn, NY 
(40.650448198699, -73.962579935387)","FLATBUSH-CENTRAL","D9-ELEVATOR","16","1912","16080","398556","24.79","1220000","76","3.7"
"3-08378-0001","5607 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"OLD MILL BASIN","C6-WALK-UP","22","1955","18576","282169","15.19","1150000","62","3-05670-0047","1379 54 STREET
Brooklyn, NY 
(40.631225672155, -73.993284116546)","BOROUGH PARK","C7-WALK-UP","11","1916","22500","359607","15.98","1460000","65","4.05","3-05024-0063","526 FLATBUSH AVENUE
Brooklyn, NY 
(40.661320254035, -73.961214173092)","FLATBUSH-LEFFERTS GARDEN","C1-WALK-UP","16","1931","7596","127812","16.83","520000","68","3.95"
"3-06044-0072","315 87 STREET
Brooklyn, NY 
(40.622657906732, -74.03090145859)","3",,,,,,,,,,"BAY RIDGE","C6-WALK-UP","16","1927","14500","190240","13.12","715000","49.3","3-06109-0046","200 GELSTON AVENUE
Brooklyn, NY 
(40.617039995058, -74.028793731276)","BAY RIDGE","C1-WALK-UP","20","1928","16000","194920","12.18","733000","45.8","0.4","3-06134-0007","9901 3 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","C7-WALK-UP","27","1929","19600","275361","14.05","1090000","56","0.65"
"3-05657-0035","5100 15 AVENUE
Brooklyn, NY 
(40.631250376023, -73.988912455102)","3","11219","40.631168","-73.988976","12","44","236","3138425","3056570035","Borough Park                                                               ","BOROUGH PARK","D4-ELEVATOR","100","1931","118800","1218532","10.26","4120000","34.7","3-05670-0047","1379 54 STREET
Brooklyn, NY 
(40.631225672155, -73.993284116546)","BOROUGH PARK","C7-WALK-UP","11","1916","22500","359607","15.98","1460000","65","0.2","3-05024-0063","526 FLATBUSH AVENUE
Brooklyn, NY 
(40.661320254035, -73.961214173092)","FLATBUSH-LEFFERTS GARDEN","C1-WALK-UP","16","1931","7596","127812","16.83","520000","68","2.55"
"3-06715-0062","1061 13 STREET
Brooklyn, NY 
(40.623528984575, -73.962924108332)","3",,,,,,,,,,"MIDWOOD","D4-ELEVATOR","48","1935","50100","446892","8.92","1470000","29.3","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","379025","15.12","1070000","42.7","1.4","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4433111","41.2","22300000","207","2.55"
"3-00255-0025","99 CLINTON STREET
Brooklyn, NY 
(40.69318493027, -73.992900875876)","3","11201","40.693198","-73.992925","2","33","9","3002246","3002550025","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","C6-WALK-UP","11","1900","25900","409220","15.8","1660000","64","3-00182-0057","103 SMITH STREET
Brooklyn, NY 
(40.688253798868, -73.989368440395)","BOERUM HILL","C7-WALK-UP","28","1900","19200","287704","14.98","1140000","59","0.4","3-00020-0006","25 JAY STREET
Brooklyn, NY 
(40.704188212301, -73.98654953086)","DOWNTOWN-FULTON FERRY","C7-WALK-UP","28","1920","47735","793631","16.63","3230000","68","0.85"
"3-06027-0031","580 84 STREET
Brooklyn, NY 
(40.621705900144, -74.023496460868)","3",,,,,,,,,,"BAY RIDGE","D4-ELEVATOR","72","1954","59000","793550","13.45","2980000","51","3-05917-0016","230 73 STREET
Brooklyn, NY 
(40.633233418579, -74.029044232643)","BAY RIDGE","D1-ELEVATOR","59","1963","46800","679796","14.53","2690000","57","0.8","3-06130-0001","303 99 STREET
Brooklyn, NY 
(40.614281272611, -74.034840258341)","BAY RIDGE","D1-ELEVATOR","58","1961","50741","627095","12.36","2360000","46.5","0.75"
"3-01354-0006","125 SCHENECTADY AVENUE
Brooklyn, NY 
(40.674826846789, -73.933306941361)","3","11213","40.674808","-73.933324","8","36","309","3035832","3013540006","Crown Heights North                                                        ","CROWN HEIGHTS","C6-WALK-UP","25","1910","26250","241237","9.19","795000","30.3","3-01240-0017","778 PARK PLACE
Brooklyn, NY 
(40.673476592761, -73.951912469495)","CROWN HEIGHTS","C1-WALK-UP","20","1906","17244","160196","9.29","528000","30.6","1.05","3-01205-0062","1067 DEAN STREET
Brooklyn, NY 
(40.677432085727, -73.954669729047)","CROWN HEIGHTS","C1-WALK-UP","32","1910","30416","330317","10.86","1010000","33.2","1.2"
"3-05240-0025","1150 OCEAN AVENUE
Brooklyn, NY 
(40.634330553311, -73.958114581198)","3","11230","40.63426","-73.958015","14","45","764","3121360","3052400025","Flatbush                                                                   ","FLATBUSH-CENTRAL","D4-ELEVATOR","67","1931","80690","555954","6.89","1710000","21.19","3-05220-0069","1051 OCEAN AVENUE
Brooklyn, NY 
(40.636837275839, -73.958451642457)","FLATBUSH-CENTRAL","C5-WALK-UP","16","1931","17100","155010","9.06","511000","29.9","0.2","3-05220-0072","1045 OCEAN AVENUE
Brooklyn, NY 
(40.636973379183, -73.958478694053)","FLATBUSH-CENTRAL","C5-WALK-UP","16","1931","17100","155010","9.06","511000","29.9","0.2"
"3-00291-0043","135 AMITY STREET
Brooklyn, NY 
(40.689228945323, -73.996037447988)","3","11201","40.689204","-73.996019","6","39","45","3003050","3002910043","Carroll Gardens-Columbia Street-Red Hook                                   ","COBBLE HILL","C6-WALK-UP","12","1901","7680","174720","22.75","781000","102","3-00182-0039","317 PACIFIC STREET
Brooklyn, NY 
(40.687394757036, -73.987988200552)","BOERUM HILL","C1-WALK-UP","16","1900","6328","123819","19.57","553000","87","0.4","3-00185-0039","485 PACIFIC STREET
Brooklyn, NY 
(40.68501503149, -73.981853646344)","BOERUM HILL","C1-WALK-UP","20","1913","13516","184673","13.66","732000","54","0.8"
"3-05400-0091","525 OCEAN PARKWAY
Brooklyn, NY 
(40.635556109209, -73.972296384094)","3","11218","40.635373","-73.972581","12","39","484","3127251","3054000091","Kensington-Ocean Parkway                                                   ","OCEAN PARKWAY-NORTH","D4-ELEVATOR","62","1963","62226","777203","12.49","2920000","46.9","3-06382-0006","2225 BENSON AVENUE
Brooklyn, NY 
(40.599769304263, -73.994767031686)","GRAVESEND","D1-ELEVATOR","69","1960","52542","641337","12.21","2260000","43","2.65","3-06383-0006","2255 BENSON AVENUE
Brooklyn, NY 
(40.59931837295, -73.994008247892)","GRAVESEND","D1-ELEVATOR","69","1960","54210","691887","12.76","2600000","48","2.65"
"3-05257-0045","135 PROSPECT PARK
Brooklyn, NY 
(40.70062638776, -73.985401400454)","3","11215","40.661354","-73.96968","55","39","177","3000000","3011170001","park-cemetery-etc-Brooklyn                                                 ","WINDSOR TERRACE","D4-ELEVATOR","87","1929","97884","1061063","10.84","3740000","38.2","3-05240-0001","1204 OCEAN AVENUE
Brooklyn, NY 
(40.632988900952, -73.95786963222)","FLATBUSH-CENTRAL","C1-WALK-UP","59","1917","57600","447947","7.78","1380000","23.96","1.7","3-05240-0110","1086 OCEAN AVENUE
Brooklyn, NY 
(40.636118768078, -73.95838719797)","FLATBUSH-CENTRAL","C1-WALK-UP","35","1931","37500","310733","8.29","1020000","27.2","1.7"
"3-05904-0002","7259 SHORE ROAD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11209","40.634835","-74.037182","10","43","38","3147142","3059040002","Bay Ridge                                                                  ","BAY RIDGE","D4-ELEVATOR","132","1955","152604","1942649","12.73","7300000","47.8","3-06104-0004","9303 SHORE ROAD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","70","1957","81200","1059393","13.05","3980000","49","1.15","3-06124-0012","120 96 STREET
Brooklyn, NY 
(40.616319569092, -74.036587873868)","BAY RIDGE","D1-ELEVATOR","78","1960","72000","870440","12.09","3070000","42.6","1.3"
"3-00230-0017","35 CLARK STREET
Brooklyn, NY 
(40.697967312908, -73.994796073278)","3","11201","40.697968","-73.994861","2","33","301","3001724","3002300017","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","34","1923","37800","588546","15.57","2390000","63","3-01153-0010","93 UNDERHILL AVENUE
Brooklyn, NY 
(40.677896119242, -73.965621004396)","PROSPECT HEIGHTS","C1-WALK-UP","35","1930","32835","515470","15.7","2100000","64","2.15","3-01167-0013","452 PARK PLACE
Brooklyn, NY 
(40.675418372846, -73.962824894705)","CROWN HEIGHTS","C1-WALK-UP","39","1926","29560","456201","15.43","1860000","63","2.4"
