"complaint","date","address","street_name","borough","block","lot","bin","postcode","landmark_name","work_reported","action_taken","status","community_council","community_board","nta","latitude","longitude"
"CMP-15-00477","2015-02-12T00:00:00.000","132","Cambridge Place","Brooklyn","1980","7504","3425942","11238",,"Demolishing building","No Warning Letter Issued","Closed","35","BK-2","Clinton Hill","40.68330211212576","-73.96279433923476"
"CMP-15-00478","2015-02-12T00:00:00.000","75","Macdonough Street","Brooklyn","1852","1","3053346","11216","Stuyvesant Heights - Historic District","ongoing façade work","Warning Letter Issued","Closed","36","BK-3","Bedford","40.681103693850545","-73.94302698968025"
"CMP-15-00481","2015-02-16T00:00:00.000","166","Decatur Street","Brooklyn","1679","13","3047369","11233","Bedford Stuyvesant/Expanded Stuyvesant Heights - Historic District","Installation of electrical meters","Warning Letter Issued","Closed","36","BK-3","Stuyvesant Heights","40.68108108408285","-73.93653723549764"
"CMP-15-00480","2015-02-16T00:00:00.000","497","11th Street","Brooklyn","1094","1","3026118","11215","Park Slope  Extension - Historic District","Total renovation","No Warning Letter Issued","Closed","39","BK-6","Park Slope-Gowanus","40.665468440708985","-73.98209602633918"
"CMP-15-00482","2015-02-18T00:00:00.000","5","Mercer Street","Manhattan","230","42","1003003","10013","SoHo-Cast Iron - Historic District","Construction of parapet at front façade","Warning Letter Issued","Closed","01","MN-2","SoHo-TriBeCa-Civic Center-Little Italy","40.720280097618094","-74.00228718633227"
"CMP-15-00483","2015-02-19T00:00:00.000","1020","Grand Concourse","bronx","2461","94","2002823","10451","Grand Concourse - Historic District","Installation of signage at 3rd floor balcony","No Warning Letter Issued","Closed","16","BX-4","East Concourse-Concourse Village","40.830314124028","-73.92078450573074"
"CMP-15-00484","2015-02-23T00:00:00.000","131","Duane Street","Manhattan","147","2","1001606","10013","Tribeca South - Historic District","Demolition at landmark site","Warning Letter Issued","Closed","01","MN-1","SoHo-TriBeCa-Civic Center-Little Italy","40.71616822943779","-74.0074455226523"
"CMP-15-00485","2015-02-23T00:00:00.000","126","East 73rd Street","Manhattan","1407","63","1042866","10021","Upper East Side - Historic District","areaway fence","Warning Letter Issued","Closed","04","MN-8","Upper East Side-Carnegie Hill","40.77138670487944","-73.96239853789783"
"CMP-15-00486","2015-02-23T00:00:00.000","328","West 87th Street","Manhattan","1248","7501","1033948","10024","Riverside-West End - Historic District","Installation of rooftop addition in noncompliance","Warning Letter Issued","Closed","06","MN-7","Upper West Side","40.78992049383488","-73.97824177902655"
"CMP-15-00487","2015-02-23T00:00:00.000","349","West Broadway","Manhattan","475","7","1007059","10013","SoHo-Cast Iron - Historic District","Installation of signage","No Warning Letter Issued","Closed","01","MN-2","SoHo-TriBeCa-Civic Center-Little Italy","40.7228217171242","-74.00338040272"
"CMP-15-00488","2015-02-25T00:00:00.000","21-25","West 8th Street","Manhattan","572","54","1009439","10011","Greenwich Village - Historic District","Painting the terracotta base","Warning Letter Issued","Closed","03","MN-2","West Village","40.7326891350175","-73.99735517383509"
"CMP-15-00491","2015-02-27T00:00:00.000","404","West 145th Street","Manhattan","2050","51","1060953","10031","Hamilton Heights  Extension - Historic District","Alterations to stoop","Warning Letter Issued","Closed","07","MN-9","Hamilton Heights","40.824320252998476","-73.94546250878285"
"CMP-15-00498","2015-02-27T00:00:00.000","418","West 145th Street","Manhattan","2050","47","1060949","10031","Hamilton Heights  Extension - Historic District","Alterations to stoop","No Warning Letter Issued","Closed","07","MN-9","Hamilton Heights","40.824421920011055","-73.94570089639807"
"CMP-15-00497","2015-02-27T00:00:00.000","416","West 145th Street","Manhattan","2050","147","1061005","10031","Hamilton Heights  Extension - Historic District","Alterations to stoop","Warning Letter Issued","Closed","07","MN-9","Hamilton Heights","40.824408179413986","-73.94566477565729"
"CMP-15-00496","2015-02-27T00:00:00.000","414","West 145th Street","Manhattan","2050","48","1060950","10031","Hamilton Heights  Extension - Historic District","Alterations to stoop","No Warning Letter Issued","Closed","07","MN-9","Hamilton Heights","40.824394440509145","-73.94563226812463"
"CMP-15-00495","2015-02-27T00:00:00.000","412","West 145th Street","Manhattan","2050","49","1060951","10031","Hamilton Heights  Extension - Historic District","Alterations to stoop","No Warning Letter Issued","Closed","07","MN-9","Hamilton Heights","40.82437795517497","-73.94559614965699"
"CMP-15-00494","2015-02-27T00:00:00.000","410","West 145th Street","Manhattan","2050","148","1061006","10031","Hamilton Heights  Extension - Historic District","Alterations to stoop","No Warning Letter Issued","Closed","07","MN-9","Hamilton Heights","40.82436421625072","-73.94556364215326"
"CMP-15-00492","2015-02-27T00:00:00.000","406","West 145th Street","Manhattan","2050","150","1061008","10031","Hamilton Heights  Extension - Historic District","Alterations to stoop","No Warning Letter Issued","Closed","07","MN-9","Hamilton Heights","40.82433399195132","-73.94549501624422"
"CMP-15-00490","2015-02-27T00:00:00.000","402","West 145th Street","Manhattan","2050","151","1061009","10031","Hamilton Heights  Extension - Historic District","Alterations to stoop","No Warning Letter Issued","Closed","07","MN-9","Hamilton Heights","40.82430651232651","-73.94542638814649"
"CMP-15-00489","2015-02-27T00:00:00.000","67","Reade Street","Manhattan","149","6","1001627","10007","Tribeca South - Historic District","Painting Reade Street façade","Warning Letter Issued","Closed","01","MN-1","SoHo-TriBeCa-Civic Center-Little Italy","40.715031944998096","-74.00668786999287"
"CMP-15-00493","2015-02-27T00:00:00.000","408","West 145th Street","Manhattan","2050","50","1060952","10031","Hamilton Heights  Extension - Historic District","Alterations to stoop","No Warning Letter Issued","Closed","07","MN-9","Hamilton Heights","40.8243504773173","-73.94553113466296"
"CMP-15-00499","2015-03-01T00:00:00.000","179","Bergen Street","Brooklyn","195","45","3001336","11217","Boerum Hill - Historic District","Installation of rooftop mechanicals","Warning Letter Issued","Closed","33","BK-2","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","40.68524516301875","-73.98666268574915"
"CMP-15-00501","2015-03-01T00:00:00.000","577","Vanderbilt Avenue","Brooklyn","1130","4","3027655","11238","Prospect Heights - Historic District","cracked sidewalk, basement window broken, gate broken","No Warning Letter Issued","Closed","35","BK-8","Prospect Heights","40.6804820055093","-73.96783625727956"
"CMP-15-00500","2015-03-01T00:00:00.000","14","Cambridge Place","Brooklyn","1964","42","3056146","11238","Clinton Hill - Historic District","Replacement of sidewalk, entrance gate has chipped concrete","No Warning Letter Issued","Closed","35","BK-2","Clinton Hill","40.68639841073524","-73.96340558345808"
"CMP-15-00503","2015-03-02T00:00:00.000","519","Throop Avenue","Brooklyn","1831","3","3052120","11221",,"Changed the windows","No Warning Letter Issued","Closed","36","BK-3","Stuyvesant Heights","40.684525524729985","-73.9412356806496"
"CMP-15-00502","2015-03-02T00:00:00.000","326","Convent Avenue","Manhattan","2059","13","1061281","10031","Hamilton Heights - Historic District","Replacement of top floor windows","Warning Letter Issued","Closed","07","MN-9","Hamilton Heights","40.823653986491216","-73.94696251390417"
"CMP-15-00504","2015-03-03T00:00:00.000","2626","Broadway","Manhattan","1871","22","1056460","10025","Midtown Theater (now Metro Theater) - Individual Landmark","FTM Marquee","No Warning Letter Issued","Closed","07","MN-7","Upper West Side","40.79684638697676","-73.97017459184454"
"CMP-15-00506","2015-03-04T00:00:00.000","120","East 64th Street","Manhattan","1398","65","1083883","10065","Upper East Side - Historic District","Installation of security cameras and conduits","Warning Letter Issued","Closed","04","MN-8","Upper East Side-Carnegie Hill","40.765711923211164","-73.96676263451725"
"CMP-15-00505","2015-03-04T00:00:00.000","676","Broadway","Manhattan","530","4","1008468","10012","NoHo - Historic District","Installation of illuminated signage","Warning Letter Issued","Closed","01","MN-2","West Village","40.72750970361813","-73.99500300199821"
"CMP-15-00507","2015-03-04T00:00:00.000","151","East 71st Street","Manhattan","1406","22","1042808","10021","Upper East Side - Historic District","Replacement of upper floor windows","Warning Letter Issued","Closed","04","MN-8","Upper East Side-Carnegie Hill","40.769608105642526","-73.96237427055668"
"CMP-15-00509","2015-03-05T00:00:00.000","895","Fifth Avenue","Manhattan","1385","1","1081214","10021","The Frick Collection - Individual Landmark;  Upper East Side - Historic District","Installation of security cameras without permits","Warning Letter Issued","Closed","04","MN-8","Upper East Side-Carnegie Hill","40.7715667135068","-73.96767312539356"
"CMP-15-00508","2015-03-05T00:00:00.000","15","Commerce Street","Manhattan","587","65","1009973","10014","Greenwich Village - Historic District","Ongoing façade work without permits; removal of a window","Warning Letter Issued","Closed","03","MN-2","West Village","40.731725673778286","-74.00436588456931"
"CMP-15-00511","2015-03-09T00:00:00.000","304","West 90th Street","Manhattan","1250","102","1034054","10024","Riverside-West End - Historic District","Installation of security cameras, light fixtures and garbage enclosure","Warning Letter Issued","Closed","06","MN-7","Upper West Side","40.79155047633348","-73.97627663846596"
"CMP-15-00510","2015-03-09T00:00:00.000","220","Berkeley Place","Brooklyn","1063","26","3024572","11217","Park Slope - Historic District","replacement of windows","Warning Letter Issued","Closed","39","BK-6","Park Slope-Gowanus","40.67452730989312","-73.97358922327541"
"CMP-15-00513","2015-03-10T00:00:00.000","893","Broadway","Manhattan","848","14","1016162","10003","Ladies' Mile - Historic District","Installation of bracket signs without permits","Warning Letter Issued","Closed","02","MN-5","Hudson Yards-Chelsea-Flatiron-Union Square","40.73886441367127","-73.98985995859566"
"CMP-15-00512","2015-03-10T00:00:00.000","113","Bainbridge Street","Brooklyn","1680","59","3047455","11233","Stuyvesant Heights - Historic District","FTM roof","Warning Letter Issued","Closed","36","BK-3","Crown Heights North","40.68076611401486","-73.9328960682688"
"CMP-15-00514","2015-03-10T00:00:00.000","2191","Broadway","Manhattan","1169","57","1030900","10024","West End-Collegiate  Extension - Historic District","Installation of signage without permits","Warning Letter Issued","Closed","06","MN-7","Upper West Side","40.78284774473292","-73.98063814309617"
"CMP-15-00515","2015-03-10T00:00:00.000","161-175","West 75th Street","Manhattan","1147","7501","1030112","10023","Upper West Side/Central Park West - Historic District","Replacement of windows","No Warning Letter Issued","Closed","06","MN-7","Upper West Side","40.78038282217634","-73.97976143403922"
"CMP-15-00517","2015-03-11T00:00:00.000","423","West 154th Street","Manhattan","2068","55","1061685","10032","Hamilton Heights/Sugar Hill Northwest - Historic District","Subdivided the building","Warning Letter Issued","Closed","07","MN-9","Hamilton Heights","40.83038998044162","-73.94221259247125"
"CMP-15-00516","2015-03-11T00:00:00.000","219","Kane Street","Brooklyn","312","55","3003557","11231","Cobble Hill - Historic District","Windows in noncompliance, new windows at front, HVAC","Warning Letter Issued","Closed","39","BK-6","Carroll Gardens-Columbia Street-Red Hook","40.68598146442565","-73.9959796513803"
"CMP-15-00518","2015-03-13T00:00:00.000","190","Columbia Heights","Brooklyn","208","317","3001504","11201","Brooklyn Heights - Historic District","Installation of HVAC equipment","Warning Letter Issued","Closed","33","BK-2","Brooklyn Heights-Cobble Hill","40.69736679254733","-73.99678677816931"
"CMP-15-00519","2015-03-15T00:00:00.000","59","Strong Place","Brooklyn","324","1","3003876","11231","Cobble Hill - Historic District","Continued ongoing façade work","No Warning Letter Issued","Closed","39","BK-6","Carroll Gardens-Columbia Street-Red Hook","40.68502359084488","-73.9979303614725"
"CMP-15-00524","2015-03-18T00:00:00.000","189","West 10th Street","Manhattan","620","71","1011216","10014","Greenwich Village - Historic District","Diablo Royale altered the exterior; removed french doors and added plywood panels","Warning Letter Issued","Closed","03","MN-2","West Village","40.73422618319745","-74.00320056606199"
"CMP-15-00521","2015-03-18T00:00:00.000","69","Greene Street","Manhattan","486","25","1007294","10012","SoHo-Cast Iron - Historic District","façade work in noncompliance","Warning Letter Issued","Closed","01","MN-2","SoHo-TriBeCa-Civic Center-Little Italy","40.72311819673432","-74.00094521819904"
"CMP-15-00522","2015-03-18T00:00:00.000","41","Grove Street","Manhattan","588","69","1010048","10014","Greenwich Village - Historic District","replacement of parlor floor windows","No Warning Letter Issued","Closed","03","MN-2","West Village","40.732787892131995","-74.00440925288461"
"CMP-15-00523","2015-03-18T00:00:00.000","218","Park Place","Brooklyn","1164","38","3029053","11238","Prospect Heights - Historic District","gut renovation","No Warning Letter Issued","Closed","35","BK-8","Prospect Heights","40.677087477075276","-73.97066798675154"
"CMP-15-00520","2015-03-18T00:00:00.000","641","East 17th Street","Manhattan",,,,,,"Installation of garden wall with decorations on top","Warning Letter Issued","Closed",,,,,
"CMP-15-00525","2015-03-19T00:00:00.000","61","Strong Place","Brooklyn","324","66","3003925","11231","Cobble Hill - Historic District","Ongoing façade work","No Warning Letter Issued","Closed","39","BK-6","Carroll Gardens-Columbia Street-Red Hook","40.68498516436654","-73.99794839086493"
"CMP-15-00527","2015-03-20T00:00:00.000","21","Stuyvesant Street","Manhattan","465","29","1006785","10003","Stuyvesant-Fish House - Individual Landmark;  St. Mark's - Historic District","Installation of security cameras","Warning Letter Issued","Closed","02","MN-3","East Village","40.729946572792265","-73.98841808649513"
"CMP-15-00528","2015-03-20T00:00:00.000","44","West 91st Street","Manhattan","1204","48","1031608","10024","Upper West Side/Central Park West - Historic District","FTM stoop","Warning Letter Issued","Closed","06","MN-7","Upper West Side","40.78910306234063","-73.96851687242855"
"CMP-15-00526","2015-03-20T00:00:00.000","147","Bergen Street","Brooklyn","195","7501","3001352","11217","Boerum Hill - Historic District","Installation of roof deck","Warning Letter Issued","Closed","33","BK-2","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","40.685596594698026","-73.9875640337223"
"CMP-15-00529","2015-03-21T00:00:00.000","99","2nd Avenue","Manhattan","461","29","1006624","10003","East Village/Lower East Side - Historic District","Illegally constructed 2nd floor façade","Warning Letter Issued","Closed","02","MN-3","East Village","40.72724850181084","-73.98866028650129"
"CMP-15-00534","2015-03-23T00:00:00.000","1024","St. Johns Place","Brooklyn","1257","12","3032432","11213","Crown Heights North  III - Historic District","Noting changes made before designation: Installation of awnings","No Warning Letter Issued","Closed","35","BK-8","Crown Heights North","40.67128335840354","-73.94398346701703"
"CMP-15-00530","2015-03-23T00:00:00.000","1450","Dean Street","Brooklyn","1216","35","3030542","11213","Crown Heights North  III - Historic District","Noting changes made before designation: Replace windows, paint cornice, brownstone stoop","No Warning Letter Issued","Closed","36","BK-8","Crown Heights North","40.67634283254142","-73.9402226266044"
"CMP-15-00532","2015-03-23T00:00:00.000","25","Jay Street","Brooklyn","20","6","3000012","11201","DUMBO - Historic District","Creating new door opening","Warning Letter Issued","Closed","33","BK-2","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","40.70415935018039","-73.98657234135864"
"CMP-15-00531","2015-03-23T00:00:00.000","601","Hudson Street","Manhattan","624","19","1011372","10014","Greenwich Village - Historic District","enlarged bulkhead and installation of rooftop deck","Warning Letter Issued","Closed","03","MN-2","West Village","40.737226098392426","-74.0057699386156"
"CMP-15-00533","2015-03-23T00:00:00.000","154","Lafayette Avenue","Brooklyn","2120","24","3059435","11238","Fort Greene - Historic District","Installation of roof deck","Warning Letter Issued","Closed","35","BK-2","Fort Greene","40.68760552754057","-73.97099148610906"
"CMP-15-00536","2015-03-24T00:00:00.000","272","Lafayette Avenue","Brooklyn","1946","23","3055516","11238","Clinton Hill - Historic District","Adding 5th floor and replacement of parlor floor doors","No Warning Letter Issued","Closed","35","BK-2","Clinton Hill","40.688268168457114","-73.96523991856637"
"CMP-15-00535","2015-03-24T00:00:00.000","1465","Dean Street","Brooklyn","1210","56","3030221","11213","Crown Heights North  III - Historic District","Noting changes made before designation: Replaced door, lights, security camera, restoring window","No Warning Letter Issued","Closed","36","BK-8","Crown Heights North","40.676337123071946","-73.93980082645172"
"CMP-15-00537","2015-03-26T00:00:00.000","2710","Broadway","Manhattan","1875","46","1056574","10025","Horn & Hardart Automat Cafeteria Building - Individual Landmark","Installation of temporary sf without escrow in place","Warning Letter Issued","Closed","07","MN-7","Upper West Side","40.799557677527346","-73.96829882898182"
"CMP-15-00539","2015-03-26T00:00:00.000","101","Park Place","Brooklyn","939","68","3018966","11217","Park Slope - Historic District","window replacement","No Warning Letter Issued","Closed","39","BK-6","Prospect Heights","40.67841147885696","-73.97499014079082"
"CMP-15-00538","2015-03-26T00:00:00.000","692","Madison Avenue","Manhattan","1377","115","1040918","10065","Upper East Side - Historic District","Neon signage and signage in sf windows","No Warning Letter Issued","Closed","04","MN-8","Upper East Side-Carnegie Hill","40.7656139870862","-73.96994670798853"
"CMP-15-00541","2015-03-27T00:00:00.000","59","Reade Street","Manhattan","149","3","1001625","10007","Tribeca South - Historic District","Painted storefront and parapet, altered storefront","Warning Letter Issued","Closed","01","MN-1","SoHo-TriBeCa-Civic Center-Little Italy","40.71490844635504","-74.00641370594059"
"CMP-15-00540","2015-03-27T00:00:00.000","1211","Dean Street","Brooklyn","1207","65","3030081","11216","Crown Heights North - Historic District","Work without permits","No Warning Letter Issued","Closed","36","BK-8","Crown Heights North","40.676838390656","-73.94904050216645"
"CMP-15-00546","2015-03-30T00:00:00.000","104","Clinton Street","Brooklyn","254","81","3002240","11201","Brooklyn Heights - Historic District","Installation of for rent signage without permits","Warning Letter Issued","Closed","33","BK-2","Brooklyn Heights-Cobble Hill","40.693438851426606","-73.99283468501994"
"CMP-15-00549","2015-03-30T00:00:00.000","106","West 87th Street","Manhattan","1217","138","1032222","10024","Upper West Side/Central Park West - Historic District","Installation of security grille without permits","No Warning Letter Issued","Closed","06","MN-7","Upper West Side","40.7873858153708","-73.9722335945092"
"CMP-15-00548","2015-03-30T00:00:00.000","108","West 87th Street","Manhattan","1217","37","1032202","10024","Upper West Side/Central Park West - Historic District","Installation of security grille without permits","No Warning Letter Issued","Closed","06","MN-7","Upper West Side","40.78740503892848","-73.97227692073243"
"CMP-15-00547","2015-03-30T00:00:00.000","626","First Avenue","Manhattan","967","1","1000000","10016",,"Unsafe construciton site, electrical work","No Warning Letter Issued","Closed","04","MN-6","Turtle Bay-East Midtown","40.74489732888435","-73.97268797740104"
"CMP-15-00544","2015-03-30T00:00:00.000","408","Broadway","Manhattan","196","5","1002338","10013","Tribeca East - Historic District","Exterior signage and lighting","Warning Letter Issued","Closed","01","MN-1","SoHo-TriBeCa-Civic Center-Little Italy","40.718946145258634","-74.00225467325997"
"CMP-15-00543","2015-03-30T00:00:00.000","401","Broadway","Manhattan","194","42","1002310","10013","Tribeca East - Historic District","Exterior signage and lighting","Warning Letter Issued","Closed","01","MN-1","SoHo-TriBeCa-Civic Center-Little Italy","40.718710091262395","-74.00248193553419"
"CMP-15-00545","2015-03-30T00:00:00.000","64","Cheever Place","Brooklyn","321","70","3003725","11231","Cobble Hill - Historic District","Installation of quions without permits","Warning Letter Issued","Closed","39","BK-6","Carroll Gardens-Columbia Street-Red Hook","40.68551217822776","-73.99964664449166"
"CMP-15-00542","2015-03-30T00:00:00.000","84-16","37th Avenue","Queens","1472","1","4036228","11372","Jackson Heights - Historic District","Installation of signage","Warning Letter Issued","Closed","21","QN-3","Jackson Heights","40.749959290386165","-73.88220430996579"
"CMP-15-00552","2015-03-31T00:00:00.000","335","East 9th Street","Manhattan","451","44","1006421","10003",,"Unsafe construction site, steal beams in store","No Warning Letter Issued","Closed","02","MN-3","East Village","40.728796288125714","-73.98630399226987"
"CMP-15-00550","2015-03-31T00:00:00.000","565","5th Street","Brooklyn","1083","7502","3025579","11215","Park Slope - Historic District","Installation of HVAC units","Warning Letter Issued","Closed","39","BK-6","Park Slope-Gowanus","40.66774556016254","-73.97630985855714"
"CMP-15-00553","2015-03-31T00:00:00.000","13","South Elliot Place","Brooklyn","2099","34","3058802","11217","Fort Greene - Historic District","Removal of brownstone stoop, railings","No Warning Letter Issued","Closed","35","BK-2","Fort Greene","40.68906963611448","-73.97596333145351"
"CMP-15-00551","2015-03-31T00:00:00.000","351","Canal Street","Manhattan","229","6","1084859","10013","SoHo-Cast Iron - Historic District","Holes being dug in the basement","No Warning Letter Issued","Closed","01","MN-2","SoHo-TriBeCa-Civic Center-Little Italy","40.72073294478042","-74.00374105416851"
"CMP-15-00555","2015-04-01T00:00:00.000","40-03","48th Street","Queens","133","13","4001073","11104","Sunnyside Gardens - Historic District","Installation of shed at rear","No Warning Letter Issued","Closed","26","QN-2","Hunters Point-Sunnyside-West Maspeth","40.74733194275521","-73.91595326194299"
"CMP-15-00557","2015-04-01T00:00:00.000","2100","Richmond Avenue","Staten Island","2100","400",,,"Asbury Methodist Church - Individual Landmark","Removal of stone wall, excavation at cemetery","Warning Letter Issued","Closed",,,,,
"CMP-15-00556","2015-04-01T00:00:00.000","616","Halsey Street","Brooklyn","1666","41","3046512","11233","Bedford Stuyvesant/Expanded Stuyvesant Heights - Historic District","removed decorative brick façade and lintels and installed a storefront, light fixtures, and signage","No Warning Letter Issued","Closed","36","BK-3","Stuyvesant Heights","40.684093726767195","-73.92988204964956"
"CMP-15-00554","2015-04-01T00:00:00.000","82-12","37th Avenue","Queens","1470","6","4036194","11372","Jackson Heights - Historic District","Installation of sign fascia and sign","Warning Letter Issued","Closed","21","QN-3","Jackson Heights","40.74976083525967","-73.88408863671397"
"CMP-15-00558","2015-04-01T00:00:00.000","344","West 22nd Street","Manhattan","745","61","1013328","10011","Chelsea  Extension - Historic District","Construction of fence, construction of porch","Warning Letter Issued","Closed","03","MN-4","Hudson Yards-Chelsea-Flatiron-Union Square","40.745177786518035","-74.0002959296042"
"CMP-15-00561","2015-04-02T00:00:00.000","2","Verandah Place","Brooklyn","301","4","3326060","11201","Cobble Hill - Historic District","Replacement of sw (bluestone replaced with concrete)","Warning Letter Issued","Closed","39","BK-6","Carroll Gardens-Columbia Street-Red Hook","40.68838591632769","-73.99706125356259"
"CMP-15-00560","2015-04-02T00:00:00.000","327","Stuyvesant Avennue","Brooklyn","1666","1","3046474","11233","Bedford Stuyvesant/Expanded Stuyvesant Heights - Historic District","Painting cornice and windows. Adding at the rear","Warning Letter Issued","Closed","36","BK-3","Stuyvesant Heights","40.6832084933951","-73.93209678509623"
"CMP-15-00559","2015-04-02T00:00:00.000","3940","Broadway","Manhattan","2124","43","1087469","10032",,"installation of christmas lights","No Warning Letter Issued","Closed","10","MN-12","Washington Heights South","40.83927677013605","-73.94105200619487"
"CMP-15-00562","2015-04-03T00:00:00.000","420","Stuyvesant AVEnue","Brooklyn","1685","45","3047748","11233","Stuyvesant Heights - Historic District","painted façade","Warning Letter Issued","Closed","36","BK-3","Crown Heights North","40.68027948647031","-73.93153372179569"
"CMP-15-00563","2015-04-06T00:00:00.000","179","Atlantic Avenue","Brooklyn","276","13","3002772","11201","Brooklyn Heights - Historic District","Painting storefront in noncompliance","Warning Letter Issued","Closed","33","BK-2","Brooklyn Heights-Cobble Hill","40.690068325880176","-73.9937076786147"
"CMP-15-00564","2015-04-06T00:00:00.000","25","Broad Street","Manhattan","25","19","1000824","10004","Broad Exchange Building - Individual Landmark","removal of light fixtures","Warning Letter Issued","Closed","01","MN-1","Battery Park City-Lower Manhattan","40.70611385494862","-74.01126037586627"
"CMP-15-00566","2015-04-06T00:00:00.000","24","East 73rd Street","Manhattan","1387","59","1041477","10021","Upper East Side - Historic District","Installation of awning without permits","Warning Letter Issued","Closed","04","MN-8","Upper East Side-Carnegie Hill","40.77265846536549","-73.9654197138673"
"CMP-15-00565","2015-04-06T00:00:00.000","3940","Broadway","Manhattan","2124","43","1087469","10032",,"Installation of christmas lights","No Warning Letter Issued","Closed","10","MN-12","Washington Heights South","40.83927677013605","-73.94105200619487"
"CMP-15-00568","2015-04-06T00:00:00.000","516","Hudson Street","Manhattan","619","7","1084957","10014","Greenwich Village - Historic District","Installation of storefront without permits","Warning Letter Issued","Closed","03","MN-2","West Village","40.73357829282507","-74.00631086315435"
"CMP-15-00567","2015-04-06T00:00:00.000","598","Halsey Street","Brooklyn","1666","30","3046501","11233","Bedford Stuyvesant/Expanded Stuyvesant Heights - Historic District","Replacement of windows","Warning Letter Issued","Closed","36","BK-3","Stuyvesant Heights","40.684022734592325","-73.93049507443824"
"CMP-15-00569","2015-04-07T00:00:00.000","536","East 19th Street","Brooklyn","5204","24","3120223","11226","Ditmas Park - Historic District","Painting façade in noncompliance","No Warning Letter Issued","Closed","40","BK-14","Flatbush","40.637866810723025","-73.95992999018944"
"CMP-15-00570","2015-04-07T00:00:00.000","47","East 67th Street","Manhattan","1382","31","1041220","10065","Upper East Side - Historic District","painting façade in noncompliance","No Warning Letter Issued","Closed","04","MN-8","Upper East Side-Carnegie Hill","40.76838543606375","-73.96723423061448"
"CMP-15-00573","2015-04-08T00:00:00.000","321","West 80th Street","Manhattan","1244","35","1033734","10024","Riverside Drive-West 80th-81st Street - Historic District","Garbage enclosures","Warning Letter Issued","Closed","06","MN-7","Upper West Side","40.785200050560356","-73.98105273175453"
"CMP-15-00571","2015-04-08T00:00:00.000","522","Hudson Street","Manhattan","620","1","1011183","10014","Greenwich Village - Historic District","Installation of awning","Warning Letter Issued","Closed","03","MN-2","West Village","40.73390766625408","-74.00625677004092"
"CMP-15-00572","2015-04-08T00:00:00.000","516","Hudson Street","Manhattan","619","7","1084957","10014","Greenwich Village - Historic District","Installation of awning","Warning Letter Issued","Closed","03","MN-2","West Village","40.73357829282507","-74.00631086315435"
"CMP-15-00575","2015-04-10T00:00:00.000","215","Cumberland street","Brooklyn","2102","28","3059012","11205","Fort Greene - Historic District","Alts at rear yard","Warning Letter Issued","Closed","35","BK-2","Fort Greene","40.68919524502534","-73.97302810980975"
"CMP-15-00576","2015-04-10T00:00:00.000","253","Cumberland street","Brooklyn","2102","8","3058998","11205","Fort Greene - Historic District","Alts to areaway curb","Warning Letter Issued","Closed","35","BK-2","Fort Greene","40.68827844941117","-73.97284818974336"
"CMP-15-00574","2015-04-10T00:00:00.000","237","Cumberland Street","Brooklyn","2102","7502","3395107","11205","Fort Greene - Historic District","Areaway alts","Warning Letter Issued","Closed","35","BK-2","Fort Greene","40.68866273508053","-73.97292375588071"
"CMP-15-00577","2015-04-10T00:00:00.000","16","East 10th Street","Manhattan","567","14","1009233","10003","Greenwich Village - Historic District","Painting façade white","Warning Letter Issued","Closed","02","MN-2","West Village","40.73303487587999","-73.99455877414331"
"CMP-15-00578","2015-04-10T00:00:00.000","129","West 88th Street","Manhattan","1219","118","1032317","10024","Upper West Side/Central Park West - Historic District","Work on the bay window","Warning Letter Issued","Closed","06","MN-7","Upper West Side","40.788217463961814","-73.97221158028852"
"CMP-15-00579","2015-04-12T00:00:00.000","20","Commerce Street","Manhattan","587","12","1009942","10014","Greenwich Village - Historic District","Removal of fan light window above main entrance","No Warning Letter Issued","Closed","03","MN-2","West Village","40.731687244314216","-74.0044416535582"
"CMP-15-00581","2015-04-13T00:00:00.000","429","Washington Avenue","Brooklyn","1963","19","3056055","11238","Clinton Hill - Historic District","Installation of front façade brickwork in noncompliance (no approved samples)","Warning Letter Issued","Closed","35","BK-2","Clinton Hill","40.685646928827666","-73.96529537010635"
"CMP-15-00580","2015-04-13T00:00:00.000","537","2nd Street","Brooklyn","1076","56","3025214","11215","Park Slope - Historic District","Installation of window at stoop without permits","Warning Letter Issued","Closed","39","BK-6","Park Slope-Gowanus","40.6704574746815","-73.97667659050012"
"CMP-15-00584","2015-04-14T00:00:00.000","673","Madison Avenue","Manhattan","1376","21","1040850","10065","Upper East Side - Historic District","Replacement of corner storefront, installation of 2nd floor signage--core","Warning Letter Issued","Closed","04","MN-8","Upper East Side-Carnegie Hill","40.76479610201741","-73.97013118505046"
"CMP-15-00582","2015-04-14T00:00:00.000","200","9th Avenue","Manhattan","746","2","1013338","10011","Chelsea  Extension - Historic District","Installation of storefront","Warning Letter Issued","Closed","03","MN-4","Hudson Yards-Chelsea-Flatiron-Union Square","40.74599845479801","-74.00167454911981"
"CMP-15-00583","2015-04-14T00:00:00.000","9","East 17th Street","Manhattan","846","10","1016114","10003","Ladies' Mile - Historic District","Installation of gate","Warning Letter Issued","Closed","02","MN-5","Hudson Yards-Chelsea-Flatiron-Union Square","40.73762391772186","-73.99149118417752"
