"bic_number","account_name","trade_name","application_type","application_industry","application_status","application_status_date","street","city","state","postcode","renewal_application","export_date","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"BIC-2211","WORLD CLASS DEMOLITION CORP.","WORLD CLASS DEMOLITION CORP.","CL2 - Exempt","Trade Waste","Denied","2008-11-07T00:00:00.000","55-14 GRAND AVENUE","MASPETH","NY","11378-","False","2022-08-29T00:00:00.000","QUEENS","40.718862","-73.914045","5","30","535","4440820","4026300201","Maspeth"
"HPP-183","BAM PRODUCE, INC.",,"Public Wholesale Market","Markets","Denied","2015-06-22T00:00:00.000","14 KANES LANE","HUNTINGTON BAY","NY","11743","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-598","A.V.F. CARTING CO. INC.","A.V.F. CARTING CO. INC.","License","Trade Waste","Denied","2002-06-27T00:00:00.000","50 2ND AVENUE","GARDEN CITY PARK","NY","11040","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-497898","CLEAN FLEET, CORP",,"CL2 - Exempt","Trade Waste","Denied","2020-10-30T00:00:00.000","PO BOX 2231","ASTORIA","NY","11102","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-3264","GREENWOOD 2 INC.","GREENWOOD 2 INC.","CL2 - Exempt","Trade Waste","Denied","2013-01-14T00:00:00.000","119 SMITHTOWN ROAD","HACKETTSTOWN","NJ","07840-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-487713","GRACE CARTING CORP",,"CL2 - Exempt","Trade Waste","Denied","2020-03-31T00:00:00.000","180 9TH STREET","BROOKLYN","NY","11215","True","2022-08-29T00:00:00.000","BROOKLYN","40.671753","-73.991647","6","39","121","3022216","3010080032","Park Slope-Gowanus"
"BIC-3531","GREASE MONKEYS OF NY INC","GREASE MONKEYS OF NY INC","License","Trade Waste","Denied","2015-11-09T00:00:00.000","324 E. 88TH STREET","BROOKLYN","NY","11236-","True","2022-08-29T00:00:00.000","BROOKLYN","40.646822","-73.915853","17","45","960","3256899","3079240093","Canarsie"
"BIC-478247","MPI ENTERPRISE LLC","MPI ENTERPRISE LLC","CL2 - Exempt","Trade Waste","Denied","2017-03-31T00:00:00.000","60-04 146TH STREET","FLUSHING","NY","11355","False","2022-08-29T00:00:00.000","QUEENS","40.742451","-73.823095","7","20","837","4140322","4064100045","Queensboro Hill"
"BIC-1942","MRC II CONTRACTING, INC.","MRC II","CL2 - Exempt","Trade Waste","Denied","2008-06-24T00:00:00.000","242 NEVINS STREET","BROOKLYN","NY","11217-","False","2022-08-29T00:00:00.000","BROOKLYN","40.680917","-73.98618","6","33","71","3336103","3004180001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"BIC-381","SMITH RECYCLING GROUP LTD.","SMITH RECYCLING GROUP LTD.","License","Trade Waste","Denied","2000-06-30T00:00:00.000","334 MESEROLE STREET","BROOKLYN","NY","11206","False","2022-08-29T00:00:00.000","BROOKLYN","40.708828","-73.93531","1","34","485","3071189","3030560015","Bushwick South"
"BIC-275","TRANSBORO CONTAINER SERVICE INC.","TRANSBORO CONTAINER SERVICE INC.","License","Trade Waste","Denied","2001-03-23T00:00:00.000","686 MORGAN AVENUE","BROOKLYN","NY","11222","False","2022-08-29T00:00:00.000","BROOKLYN","40.727651","-73.940058","1","33","593","3337979","3026600001","Greenpoint"
"BIC-147","CHINATOWN CARTING CORP.","CHINATOWN CARTING CORP.","License","Trade Waste","Denied","2006-06-20T00:00:00.000","41 N. LAWN AVENUE","ELMSFORD","NY","10523-","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-2363","CORONA & SON TRUCKING INC","CORONA & SON TRUCKING INC","CL2 - Exempt","Trade Waste","Denied","2010-06-28T00:00:00.000","8405 133 AVENUE","OZONE PARK","NY","11417-","True","2022-08-29T00:00:00.000","QUEENS","40.67406","-73.852085","10","32","58","4245042","4113470039","Ozone Park"
"HPA-489995","ABARROTES AND MEXICAN FLAVORS CORP.",,"Public Wholesale Market","Markets","Denied","2021-01-19T00:00:00.000","1170 RANDALL AVENUE","BRONX","NY","10474","False","2022-08-29T00:00:00.000","BRONX","40.811298","-73.8919","2","17","93","2006768","2027680053","Hunts Point"
"BIC-65","PAPER RECYCLING CORP.","PAPER RECYCLING CORP.","License","Trade Waste","Denied","1998-02-10T00:00:00.000","201 POWELL STREET","BROOKLYN","NY","11212","False","2022-08-29T00:00:00.000","BROOKLYN","40.669726","-73.903957","16","42","908","3319606","3037290002","Brownsville"
"BIC-1906","ORIENT EXPRESS WASTE INDUSTRIES","ORIENT EXPRESS WASTE INDUSTRIES","License","Trade Waste","Denied","2008-01-29T00:00:00.000","41 NORTH LAWN AVENUE","ELMSFORD","NY","10523-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-2867","DOWNTOWN CARTING CORP.","DOWNTOWN CARTING CORP.","License","Trade Waste","Denied","2010-03-18T00:00:00.000","3 TROTTER PLACE","MARLBORO","NJ","07746-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-197","QUICK INTERIOR CORP.","QUICK INTERIOR CORP.","License","Trade Waste","Denied","1998-10-23T00:00:00.000","1239 E.85TH STREET","BROOKLYN","NY","11236-4925","False","2022-08-29T00:00:00.000","BROOKLYN","40.632273","-73.903377","18","46","1006","3226781","3080640019","Canarsie"
"BIC-4610","5 BROTHERS FARMING CORP.","5 BROTHERS FARMING CORP.","CL2 - Exempt","Trade Waste","Revocation","2015-12-09T00:00:00.000","2150 B 5TH AVENUE","RONKONKOMA","NY","11779-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-625","LAQUILA CONSTRUCTION INC.","LAQUILA CONSTRUCTION INC.","CL2 - Exempt","Trade Waste","Denied","2004-03-23T00:00:00.000","1590 TROY AVENUE","BROOKLYN","NY","11234","False","2022-08-29T00:00:00.000","BROOKLYN","40.633425","-73.934252","18","45","726","3213364","3077270017","Flatlands"
"BIC-1831","RAPID DEMOLITION CONTAINER SERVICES,INC.","RAPID DEMOLITION CONTAINER SERVICES,INC.","CL2 - Exempt","Trade Waste","Denied","2005-06-09T00:00:00.000","139 82ND STREET","BROOKLYN","NY","11209-","False","2022-08-29T00:00:00.000","BROOKLYN","40.627455","-74.034397","10","43","46","3151607","3059950071","Bay Ridge"
"BIC-778","ANGELO COMPETIELLO LANDSCAPING","ANGELO COMPETIELLO LANDSCAPING","CL1","Trade Waste","Denied","2013-12-18T00:00:00.000","21 BALDWIN STREET","FARMINGDALE","NY","11735","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-2501","TRI-STATE ENVIRONMENTAL, INC.",,"CL2 - Broker","Trade Waste","Denied","2017-03-31T00:00:00.000","P.O. BOX 22","SYOSSET","NY","11791-","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-223","CANAL CARTING INC.","CANAL CARTING INC.","License","Trade Waste","Denied","2014-05-08T00:00:00.000","P O BOX 1474","BAYONNE","NJ","07002-","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-3798","MIRNA LANDSCAPING",,"CL1","Trade Waste","Denied","2014-11-20T00:00:00.000","27 N 11TH STREET","WYANDANCH","NY","11798","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-3193","WASTE SOLUTIONS OF LI INC.","GALAXY CARTING; REDBOX PLUS","CL2 - Exempt","Trade Waste","Denied","2015-06-23T00:00:00.000","847 11TH STREET","RONKONKOMA","NY","11779-","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-3917","TREVOR WILLIAMS","T & L LANDSCAPING","CL1","Trade Waste","Denied","2015-06-22T00:00:00.000","110-38 197TH STREET","ST. ALBANS","NY","11412-","True","2022-08-29T00:00:00.000","QUEENS","40.704217","-73.759575","12","27","506","4234072","4109360244","Hollis"
"BIC-927","NATIONAL WASTE SERVICES CORP.","NATIONAL WASTE SERVICES CORP.","License","Trade Waste","Denied","2003-07-29T00:00:00.000","42 CAMDEN PLACE","NEW HYDE PARK","NY","11040","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-1914","ATLANTIC CARTING, L.L.C.","ATLANTIC CARTING LLC.","CL2 - Exempt","Trade Waste","Denied","2014-11-20T00:00:00.000","1141 ROUTE 23","WAYNE","NJ","07470-","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-301","MULTI RECYCLING INC.",,"License","Trade Waste","Denied","2002-08-15T00:00:00.000","9614 DITMAS AVENUE","BROOKLYN","NY","11236-","False","2022-08-29T00:00:00.000","BROOKLYN","40.651135","-73.910027","17","42","960","3325411","3081220040","Canarsie"
"HPA-34","3'S PRODUCE CORP",,"Public Wholesale Market","Markets","Denied","2013-01-14T00:00:00.000","420 HUNTS POINT AVE","BRONX","NY","10474","False","2022-08-29T00:00:00.000","BRONX","40.80978","-73.880906","2","17","117","2006932","2027720266","Hunts Point"
"BIC-632","LAQUILA CONTRACTING INC.","LAQUILA CONTRACTING INC.","CL2 - Exempt","Trade Waste","Denied","2004-03-23T00:00:00.000","1590 TROY AVENUE","BROOKLYN","NY","11234","False","2022-08-29T00:00:00.000","BROOKLYN","40.633425","-73.934252","18","45","726","3213364","3077270017","Flatlands"
"BIC-169","PARK RUBBISH REMOVAL INC.","PARK RUBBISH REMOVAL INC.","License","Trade Waste","Denied","2001-12-27T00:00:00.000","513 B ACORN STREET","DEER PARK","NY","11729","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-769","ROSE DEMOLITION & CARTING INC.",,"CL2 - Exempt","Trade Waste","Denied","2017-03-31T00:00:00.000","95 BRUCKNER BLVD","BRONX","NY","10454-","True","2022-08-29T00:00:00.000","BRONX","40.805488","-73.924246","1","8","19","2000185","2022780077","Mott Haven-Port Morris"
"BIC-5","DECOSTOLE CARTING, INC.","DECOSTOLE CARTING, INC.","License","Trade Waste","Denied","2002-08-15T00:00:00.000","1481 TROY AVENUE","BROOKLYN","NY","11003-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-2441","VERA CONSTRUCTION INC.","VERA CONSTRUCTION INC.","CL2 - Exempt","Trade Waste","Denied","2013-05-15T00:00:00.000","131-02 40TH ROAD","FLUSHING","NY","11354-","True","2022-08-29T00:00:00.000","QUEENS","40.755884","-73.836104","7","20","871","4614966","4050660150","Flushing"
"BIC-4659","JUMP RECYCLE, INC.","JUMP RECYCLE, INC.","License","Trade Waste","Denied","2015-03-06T00:00:00.000","2159 GRAND AVENUE","BALDWIN","NY","11510-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-1508","RMR CARTING CO. INC","RMR CARTING CO. INC.","License","Trade Waste","Denied","2004-03-23T00:00:00.000","386 3RD AVENUE","BROOKLYN","NY","11215-","False","2022-08-29T00:00:00.000","BROOKLYN","40.674009","-73.988907","6","39","119","3021042","3009790005","Park Slope-Gowanus"
"FFM-129","CARA SEAFOOD EXPRESS INC.",,"Wholesale Seafood Delivery","Markets","Denied","2011-08-02T00:00:00.000","210 MILTON AVENUE","STATEN ISLAND","NY","10306","False","2022-08-29T00:00:00.000","STATEN IS","40.561766","-74.106656","3","50","12806","5056265","5040570038","Oakwood-Oakwood Beach"
"BIC-68","JOE'S SANITARY HAULAGE AND RUBBISH","JOE'S SANITARY HAULAGE AND RUBBISH","License","Trade Waste","Denied","1999-10-08T00:00:00.000","231 30 BAY STREET","DOUGLASTON","NY","11363","False","2022-08-29T00:00:00.000","QUEENS","40.770783","-73.754641","11","19","1483","4168559","4080720016","Douglas Manor-Douglaston-Little Neck"
"BIC-3","GRT TRUCKING CORP.","GRT CONSTRUCTION CO.","CL2 - Exempt","Trade Waste","Denied","2005-02-10T00:00:00.000","745 LIBERTY AVENUE","BROOKLYN","NY","11208","False","2022-08-29T00:00:00.000","BROOKLYN","40.676537","-73.882139","5","37","1168","3088412","3039720057","East New York"
"FFM-76","LOU'S FISH MARKET, INC.",,"Public Wholesale Market","Markets","Denied","2020-07-31T00:00:00.000","800 FOOD CENTER DRIVE UNIT#46","BRONX","NY","10474","True","2022-08-29T00:00:00.000","BRONX","40.805255","-73.876414","2","17","93","2088215","2027800073","Hunts Point"
"BIC-1827","PANICO LANDSCAPING","PANICO LANDSCAPING","CL1","Trade Waste","Denied","2012-06-05T00:00:00.000","220 HECKER STREET","STATEN ISLAND","NY","10307-","True","2022-08-29T00:00:00.000","STATEN IS","40.515165","-74.237925","3","51","248","5149666","5080370045","Charleston-Richmond Valley-Tottenville"
"BIC-615","EAST COAST DEMOLITION","EAST COAST DEMOLTION","CL2 - Exempt","Trade Waste","Denied","2003-07-29T00:00:00.000","74 GEORGIA AVENUE","BROOKLYN","NY","11207-","False","2022-08-29T00:00:00.000","BROOKLYN","40.675098","-73.89866","5","37","1198","3252543","3036840027","East New York"
"BIC-2755","MC & O CONSTRUCTION, INC.","MC & O CONSTRUCTION, INC.","CL2 - Exempt","Trade Waste","Denied","2013-06-24T00:00:00.000","PO BOX 780187","MASPETH","NY","11378-","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-4571","PINNACLE DEMOLITION AND ENVIRONMENTAL SERVICES CORP",,"CL2 - Exempt","Trade Waste","Denied","2015-03-06T00:00:00.000","43-20 54TH RD","MASPETH","NY","11378","False","2022-08-29T00:00:00.000","QUEENS","40.731484","-73.924434","2","30","205","4058821","4025230016","Hunters Point-Sunnyside-West Maspeth"
"BIC-444","ACE CONCRETE PAVING CORP.","ACE CONCRETE PAVING CORP.","CL2 - Exempt","Trade Waste","Denied","2003-07-29T00:00:00.000","P.O. BOX 1789","BRONX","NY","10451","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-1016","GLOBAL RECYCLING & COLLECTION INC.","GLOBAL RECYCLING & COLLECTION INC.","CL2 - Exempt","Trade Waste","Denied","1999-01-21T00:00:00.000","PO BOX 2391","PEEKSKILL","NY","10566","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-552","ROADWAY CONTRACTING INC.","ROADWAY CONTRACTING INC.","CL2 - Exempt","Trade Waste","Denied","2010-08-03T00:00:00.000","570 GARDNER AVENUE","BROOKLYN","NY","11222","True","2022-08-29T00:00:00.000","BROOKLYN","40.727221","-73.932207","1","33","449","3069684","3027980005","East Williamsburg"
"BIC-1958","EL CAMINO TRUCKING CORPORATION","EL CAMINO TRUCKING CORPORATION","CL2 - Exempt","Trade Waste","Denied","2013-01-14T00:00:00.000","150 EXETER STREET","STATEN ISLAND","NY","10308-","True","2022-08-29T00:00:00.000","STATEN IS","40.555866","-74.147664","3","51","14605","5062489","5046190052","Great Kills"
"BIC-1912","V GAROFALO CARTING INC","V GAROFALO CARTING INC","CL2 - Exempt","Trade Waste","Denied","2006-10-24T00:00:00.000","P O BOX 283","CAMMACK","NY","11725-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-356","FAST CONTAINER SERVICE INC.","FAST CONTAINER SERVICE INC.","License","Trade Waste","Denied","1998-10-23T00:00:00.000","1239 E.85TH STREET","BROOKLYN","NY","11236-4926","False","2022-08-29T00:00:00.000","BROOKLYN","40.632273","-73.903377","18","46","1006","3226781","3080640019","Canarsie"
"BIC-2228","PEBBLE ROCK, LTD.","PEBBLE ROCK, LTD.","CL2 - Exempt","Trade Waste","Denied","2007-05-08T00:00:00.000","476 STAFFORD AVENUE","STATEN ISLAND","NY","10312-","False","2022-08-29T00:00:00.000","STATEN IS","40.543449","-74.193648","3","51","17009","5081277","5063170003","Arden Heights"
"BIC-475035","ARMTECH INDUSTRIES CORP.",,"CL2 - Exempt","Trade Waste","Denied","2019-03-20T00:00:00.000","64-04 138TH STREET","FLUSHING","NY","11367","True","2022-08-29T00:00:00.000","QUEENS","40.738663","-73.828424","7","24","80302","4141750","4065000007","Queensboro Hill"
"BIC-4046","MAAD CONSTRUCTION INC","MAAD CONSTRUCTION INC","CL2 - Exempt","Trade Waste","Denied","2015-11-09T00:00:00.000","P.O. BOX 244","ISLAND PARK","NY","11558-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-2989","TOP GUN SUPPLIES CORP.","TOP GUN SUPPLIES CORP.","CL2 - Exempt","Trade Waste","Denied","2010-06-28T00:00:00.000","15  AVENUE C","HOLBROOK","NY","11741-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-3043","A.C. CARTING OF NEW YORK INC.","A.C. CARTING OF NEW YORK INC.","CL2 - Exempt","Trade Waste","Denied","2011-08-02T00:00:00.000","1641 RESEACH AVENUE","BRONX","NY","10465-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-159","BREEZE CARTING CORP","BREEZE CARTING CORP","CL2 - Exempt","Trade Waste","Denied","2008-05-08T00:00:00.000","31 BAY STREET","BROOKLYN","NY","11231-","False","2022-08-29T00:00:00.000","BROOKLYN","40.673531","-74.009121","6","38","53","3008770","3005900019","Carroll Gardens-Columbia Street-Red Hook"
"BIC-306","YORK CITY RECYCLE CORP.","YORK CITY RECYCLE CORP.","License","Trade Waste","Denied","1997-12-19T00:00:00.000","38 26 10 STREET","L.I.C.","NY","11101","False","2022-08-29T00:00:00.000","QUEENS","40.758328","-73.94278","1","26","85","4436841","4004750045","Queensbridge-Ravenswood-Long Island City"
"BIC-4511","CLEAN SOIL SOLUTIONS INCORPORATED",,"CL2 - Exempt","Trade Waste","Denied","2015-11-09T00:00:00.000","154 E. 97TH ST. APT. 14","NEW YORK","NY","10029-","True","2022-08-29T00:00:00.000","MANHATTAN","40.786336","-73.949957","11","5","15802","1051711","1016240044","East Harlem South"
"BIC-2471","ULTIMATE CONCRETE WORKS INC.","ULTIMATE CONCRETE WORKS INC.","CL2 - Exempt","Trade Waste","Denied","2008-06-24T00:00:00.000","153-23 79TH STREET","HOWARD BEACH","NY","11414-","False","2022-08-29T00:00:00.000","QUEENS","40.665373","-73.855009","10","32","6202","4247289","4114410048","Lindenwood-Howard Beach"
"BIC-276","G.T.M. CARTING INC.","G.T.M. CARTING INC.","License","Trade Waste","Denied","2002-06-27T00:00:00.000","60 GRAVESEND NECK ROAD","BROOKLYN","NY","11223","False","2022-08-29T00:00:00.000","BROOKLYN","40.595203","-73.972962","15","47","398","3193455","3071470022","Gravesend"
"BIC-479399","NU WAY CONTRACTING INC.",,"CL2 - Exempt","Trade Waste","Denied","2019-03-20T00:00:00.000","47 CLUB POINTE DRIVE","WHITE PLAINS","NY","10605","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-682","ANCAR TRUCKING CORP.","ANCAR TRUCKING CORP.","CL2 - Exempt","Trade Waste","Denied","2011-08-02T00:00:00.000","1237 72ND STREET","BROOKLYN","NY","11228-","True","2022-08-29T00:00:00.000","BROOKLYN","40.622821","-74.006938","10","43","196","3157639","3061770059","Dyker Heights"
"BIC-264","SILVER STAR CARTING CORP.","SILVER STAR CARTING CORP.","License","Trade Waste","Denied","2000-04-28T00:00:00.000","4108 BERRIAN BLVD","ASTORIA","NY","11105","False","2022-08-29T00:00:00.000","QUEENS","40.779559","-73.89623","1","22","12301","4442102","4008020045","Steinway"
"BIC-1841","WASTE MAVEN CARTING CORP.","WASTE MAVEN CARTING CORP.","License","Trade Waste","Denied","2008-06-24T00:00:00.000","P.O. BOX 740463","BRONX","NY","10474-","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-119","FLAG CONTAINER SERVICES INC.",,"License","Trade Waste","Denied","2019-06-17T00:00:00.000","11 FERRY STREET","STATEN ISLAND","NY","10302","True","2022-08-29T00:00:00.000","STATEN IS","40.640944","-74.131894","1","49","207","5107016","5010680045","Port Richmond"
"BIC-149","CIRCLE RUBBISH REMOVAL INC.","CIRCLE RUBBISH REMOVAL INC.","License","Trade Waste","Denied","2009-04-14T00:00:00.000","2365 EAST LINDEN AVENUE","LINDEN","NJ","07036-","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-483007","MIKE MASONRY CORP",,"CL2 - Exempt","Trade Waste","Denied","2015-03-06T00:00:00.000","53 BRADLEY AVE","STATEN ISLAND","NY","10314","False","2022-08-29T00:00:00.000","STATEN IS","40.611204","-74.1323","1","50","18701","5018335","5007240068","Westerleigh"
"BIC-2817","ANNEX GENERAL CONTRACTING INC.","ANNEX GENERAL CONTRACTING INC.","CL2 - Exempt","Trade Waste","Denied","2010-08-03T00:00:00.000","331 HEWLETT AVE.","MERRICK","NY","11566-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-1485","TRICON ENTERPRISES, INC.","TRICON ENTERPRISES, INC.","CL2 - Exempt","Trade Waste","Denied","2005-06-09T00:00:00.000","101 L MAIN STREET","SOUTH AMBOY","NJ","08879-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-369","SUBURBAN CARTING CORP.","SUBURBAN CARTING CORP.","License","Trade Waste","Denied","1998-01-09T00:00:00.000","524 WAVERLY AVENUE","MAMARONECK","NY","10543","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-488534","SALVATORE VICARI","SAL GENERAL CONTRACTOR","CL2 - Exempt","Trade Waste","Denied","2020-02-25T00:00:00.000","60-54 74TH STREET","MIDDLE VILLAGE","NY","11379","True","2022-08-29T00:00:00.000","QUEENS","40.722892","-73.886347","5","30","669","4064266","4028430031","Middle Village"
"BIC-1329","DOWNTOWN ENVIROMENTAL RECYCLING INC.","DOWNTOWN ENVIROMENTAL RECYCLING INC.","License","Trade Waste","Denied","2010-03-18T00:00:00.000","3 TROTTER PLACE","MARLBORO","NJ","07746-","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-2437","SDC ASSETS, INC.","SDC ASSETS, INC.","CL2 - Exempt","Trade Waste","Denied","2008-11-07T00:00:00.000","63  FLUSHING AVE UNIT# 112 BLDG 131 A","BROOKLYN","NY","11205-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-150","ISABELLA CITY CARTING CORP.",,"License","Trade Waste","Revocation","2015-01-20T00:00:00.000","1564 HAIGHT AVENUE","BRONX","NY","10461","True","2022-08-29T00:00:00.000","BRONX","40.845565","-73.849925","11","13","256","2044230","2040860010","Van Nest-Morris Park-Westchester Square"
"BIC-4333","DABIN TRUCKING, INC.","DABIN TRUCKING, INC.","CL2 - Exempt","Trade Waste","Denied","2015-11-09T00:00:00.000","190 DRAKE LANE","LEDGEWOOD","NJ","07852-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-3752","HI-TECH GENERALCONST. & MGMT. SCVS, INC.","HI-TECH GENERALCONST. & MGMT. SCVS, INC.","CL2 - Exempt","Trade Waste","Denied","2011-08-02T00:00:00.000","828 CONEY ISLAND AVE","BROOKLYN","NY","11218-","False","2022-08-29T00:00:00.000","BROOKLYN","40.63759","-73.968322","12","40","492","3345378","3053930039","Kensington-Ocean Parkway"
"BIC-653","NEW YORK DIRT CONTRACTING CORP.","NEW YORK DIRT CONTRACTING CORP.","CL2 - Exempt","Trade Waste","Denied","2009-07-31T00:00:00.000","121 EAST SECOND STREET","MINEOLA","NY","11501","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-885","RMR CARTING CO. INC","RMR CARTING CO. INC.","License","Trade Waste","Denied","1999-08-27T00:00:00.000","386 3RD AVENUE","BROOKLYN","NY","11215-","False","2022-08-29T00:00:00.000","BROOKLYN","40.674009","-73.988907","6","39","119","3021042","3009790005","Park Slope-Gowanus"
"BIC-1116","ROYAL PETROLEUM TRANSPORTING INC.","SAME","License","Trade Waste","Denied","1999-11-19T00:00:00.000","426 436  3 AVENUE","BROOKLYN","NY","11215-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-2782","SV TRUCKING CORP.","SV TRUCKING CORP.","CL2 - Exempt","Trade Waste","Denied","2013-05-15T00:00:00.000","27 LINDEN AVENUE","BELLEVILLE","NJ","07109-","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-4391","MAC HUDSON INDUSTRIES CORP.",,"License","Trade Waste","Denied","2017-03-31T00:00:00.000","50-01 25TH STREET","WOODSIDE","NY","11377","True","2022-08-29T00:00:00.000","QUEENS","40.740606","-73.944943","2","26","1",,,"Hunters Point-Sunnyside-West Maspeth"
"BIC-2416","FANELLI TOP SOIL & RECYCLING, INC.","FANELLI TOP SOIL & RECYCLING, INC.","CL2 - Exempt","Trade Waste","Denied","2010-06-28T00:00:00.000","2059 RICHMOND AVENUE","STATEN ISLAND","NY","10314-","True","2022-08-29T00:00:00.000","STATEN IS","40.596901","-74.162238","2","50","27301","5034761","5020150032","New Springville-Bloomfield-Travis"
"BIC-848","CONSUMER RUBBISH REMOVAL INC.","CONSUMER RUBBISH REMOVAL INC.","License","Trade Waste","Denied","2002-06-27T00:00:00.000","P.O. BOX 320-207 BUSH TERMINAL STATION","BROOKLYN","NY","11232","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-2613","CLEAN RIGHT INDUSTRIES, INC.","CLEAN RIGHT INDUSTRIES, INC.","CL2 - Exempt","Trade Waste","Denied","2008-11-07T00:00:00.000","23-15 129TH STREET","COLLEGE POINT","NY","11356-","False","2022-08-29T00:00:00.000","QUEENS","40.778111","-73.83979","7","19","907","4430326","4042340029","College Point"
"BIC-344","DUFFY WASTE & RECYCLING CORP.","DUFFY WASTE & RECYCLING CORP.","License","Trade Waste","Denied","1997-12-05T00:00:00.000","459 WEST 19 STREET","NEW YORK","NY","10011","False","2022-08-29T00:00:00.000","MANHATTAN","40.744813","-74.004948","4","3","89","1012571","1007170005","Hudson Yards-Chelsea-Flatiron-Union Square"
"BIC-4187","G & S CARTING INC.","G & S CARTING INC.","CL2 - Exempt","Trade Waste","Denied","2015-11-09T00:00:00.000","P.O. BOX 90353","STATEN ISLAND","NY","10309-","True","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-2847","TOP SHELF SUPPLIES INC.","TOP SHELF SUPPLIES INC.","CL2 - Exempt","Trade Waste","Denied","2010-06-28T00:00:00.000","1131 MARTINSTEIN AVENUE","BAY SHORE","NY","11706-","False","2022-08-29T00:00:00.000",,,,,,,,,
"BIC-2125","ALL PRO CONTRACTING, LLC","ALL PRO CONTRACTING, LLC","CL2 - Exempt","Trade Waste","Denied","2006-10-24T00:00:00.000","180 HICKORY STREET","ORANGE","NJ","07050-","False","2022-08-29T00:00:00.000",,,,,,,,,
