"appeal_type","appeal_subtype","agency","status","date_filed","date_closed","exam_no","title","expiration","extension","acronym"
"Section 50","Psych","Police Department - NYPD","Closed","2018-09-06T00:00:00.000","2018-10-10T00:00:00.000","5305","Police Officer","2021-03-02T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-09-06T00:00:00.000",,"6508","Child Protective Specialist Supervisor","2021-07-26T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2018-09-05T00:00:00.000","2019-01-04T00:00:00.000","4329","Police Officer","2020-11-25T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Open","2018-09-05T00:00:00.000",,"4300","Police Officer","2019-12-22T00:00:00.000",,"NYPD"
"Section 50","Medical","Police Department - NYPD","Closed","2018-09-05T00:00:00.000","2018-12-17T00:00:00.000","7326","Police Officer",,,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-09-05T00:00:00.000","2018-12-20T00:00:00.000","5014","Associate Staff Analyst","2020-08-10T00:00:00.000",,"DCAS"
"Section 50","Character","Department of Correction - DOC","Closed","2018-09-05T00:00:00.000","2018-11-27T00:00:00.000","2338","Correction Officer","2018-12-11T00:00:00.000",,"DOC"
"Section 50","Psych","Police Department - NYPD","Closed","2018-09-05T00:00:00.000","2018-12-11T00:00:00.000","5325","Police Officer","2021-07-05T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-09-04T00:00:00.000",,"7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Transit Authority - NYCTA","Closed","2018-09-04T00:00:00.000","2018-11-02T00:00:00.000","7605","Railroad Stock Worker",,,"NYCTA"
"Section 50","Medical","Department of Probation - DOP","Open","2018-09-04T00:00:00.000",,"8001","Probation Officer","2022-06-06T00:00:00.000",,"DOP"
"Section 50","Education and Experience","Transit Authority - NYCTA","Closed","2018-09-04T00:00:00.000","2018-11-02T00:00:00.000","7605","Railroad Stock Worker",,,"NYCTA"
"Section 50","Education and Experience","Transit Authority - NYCTA","Closed","2018-09-04T00:00:00.000","2018-09-28T00:00:00.000","7606","Transit Mgmt Analyst Trainee",,,"NYCTA"
"Section 50","Medical","Department of Correction - DOC","Closed","2018-09-04T00:00:00.000","2018-12-14T00:00:00.000","8001","Probation Officer","2022-06-06T00:00:00.000",,"DOC"
"Section 50","Education and Experience","Transit Authority - NYCTA","Closed","2018-09-04T00:00:00.000","2018-10-10T00:00:00.000","7605","Railroad Stock Worker",,,"NYCTA"
"Section 50","Medical","Department of Correction - DOC","Closed","2018-09-04T00:00:00.000","2018-12-05T00:00:00.000","4303","Correction Officer","2019-09-23T00:00:00.000",,"DOC"
"Section 50","Psych","Police Department - NYPD","Closed","2018-08-31T00:00:00.000","2018-11-26T00:00:00.000","3309","Police Officer","2019-06-23T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Transit Authority - NYCTA","Closed","2018-08-31T00:00:00.000","2018-11-02T00:00:00.000","7605","Railroad Stock Worker",,,"NYCTA"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-08-30T00:00:00.000",,"7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Open","2018-08-30T00:00:00.000",,,,,,"DCAS"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Open","2018-08-29T00:00:00.000",,"7542","Area Supervisor (Highway Maintenance)","2022-06-06T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Transit Authority - NYCTA","Closed","2018-08-29T00:00:00.000","2018-10-12T00:00:00.000","7605","Railroad Stock Worker",,,"NYCTA"
"Section 50","Education and Experience","Transit Authority - NYCTA","Closed","2018-08-29T00:00:00.000","2018-11-09T00:00:00.000","7605","Railroad Stock Worker",,,"NYCTA"
"Section 50","Medical","Department of Sanitation - DSNY","Open","2018-08-28T00:00:00.000",,"5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Eligibility","Department of Citywide Administrative Services - DCAS","Closed","2018-08-27T00:00:00.000","2018-11-15T00:00:00.000","8414","Computer Associate (Operations)",,,"DCAS"
"Section 50","Medical","Department of Correction - DOC","Open","2018-08-27T00:00:00.000",,"6325","Correction Officer","2020-09-21T00:00:00.000",,"DOC"
"Section 50","Medical","Fire Department - FDNY","Open","2018-08-27T00:00:00.000",,"7014","EMT - Trainee","2021-11-22T00:00:00.000",,"FDNY"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2018-08-24T00:00:00.000","2018-10-22T00:00:00.000",,,,,"DCAS"
"Section 50","Psych","Police Department - NYPD","Open","2018-08-24T00:00:00.000",,"7502","Promotional Police Officer","2021-07-26T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2018-08-24T00:00:00.000","2018-11-08T00:00:00.000","4312","Police Officer","2020-06-22T00:00:00.000",,"NYPD"
"Section 50","Character","Fire Department - FDNY","Closed","2018-08-24T00:00:00.000","2018-10-03T00:00:00.000","7031","Emergency Medical Specialist - EMT","2021-03-30T00:00:00.000",,"FDNY"
"Section 50","Character","Department of Correction - DOC","Closed","2018-08-24T00:00:00.000","2018-12-06T00:00:00.000","3302","Correction Officer","2019-05-29T00:00:00.000",,"DOC"
"Section 50","Psych","Department of Correction - DOC","Open","2018-08-23T00:00:00.000",,"4318","Correction Officer","2019-11-04T00:00:00.000",,"DOC"
"Section 50","Psych","Police Department - NYPD","Closed","2018-08-23T00:00:00.000","2018-12-05T00:00:00.000","6525","Police Officer","2020-12-07T00:00:00.000",,"NYPD"
"Section 50","Character","Department of Citywide Administrative Services - DCAS","Open","2018-08-23T00:00:00.000",,"7316","Special Officer",,,"DCAS"
"Section 50",,"Department of Finance - DOF","Open","2018-08-23T00:00:00.000",,"7006","Deputy City Sheriff","2022-01-10T00:00:00.000",,"DOF"
"Section 50","Education and Experience","Human Resources Administration - HRA","Open","2018-08-23T00:00:00.000",,"1328","Eligibility Specialist","2019-08-27T00:00:00.000",,"HRA"
"Section 50","Psych","Police Department - NYPD","Closed","2018-08-22T00:00:00.000","2018-12-10T00:00:00.000","5329","Police Officer","2021-07-07T00:00:00.000",,"NYPD"
"Section 50","Medical","Department of Sanitation - DSNY","Closed","2018-08-22T00:00:00.000","2018-12-03T00:00:00.000","5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 76","Suspension","Housing Authority - NYCHA","Closed","2018-08-22T00:00:00.000","2018-11-23T00:00:00.000",,,,,"NYCHA"
"Section 76","Termination","Department of Correction - DOC","Closed","2018-08-22T00:00:00.000","2018-11-29T00:00:00.000",,,,,"DOC"
"Section 50","Psych","Department of Probation - DOP","Open","2018-08-22T00:00:00.000",,"8001","Probation Officer","2022-06-06T00:00:00.000",,"DOP"
"Section 50","Character","Police Department - NYPD","Open","2018-08-22T00:00:00.000",,"7323","Police Officer","2021-12-13T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Transit Authority - NYCTA","Closed","2018-08-22T00:00:00.000","2018-10-12T00:00:00.000","7605","Railroad Stock Worker",,,"NYCTA"
"Section 50","Medical","Department of Sanitation - DSNY","Closed","2018-08-21T00:00:00.000","2018-10-31T00:00:00.000","5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Psych","Department of Correction - DOC","Open","2018-08-21T00:00:00.000",,"8308","Correction Officer","2022-01-31T00:00:00.000",,"DOC"
"Section 50","Medical","Department of Correction - DOC","Closed","2018-08-21T00:00:00.000","2018-12-05T00:00:00.000","8309","Correction Officer","2022-06-06T00:00:00.000",,"DOC"
"Section 50","Unauthorized Substance","Department of Sanitation - DSNY","Closed","2018-08-20T00:00:00.000","2018-12-13T00:00:00.000","5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 76","Suspension","Housing Authority - NYCHA","Closed","2018-08-20T00:00:00.000","2018-10-23T00:00:00.000",,,,,"NYCHA"
"Section 50","Education and Experience","Transit Authority - NYCTA","Closed","2018-08-20T00:00:00.000","2018-11-02T00:00:00.000","7605","Railroad Stock Worker",,,"NYCTA"
"Section 50","Unauthorized Substance","Department of Sanitation - DSNY","Closed","2018-08-20T00:00:00.000","2018-12-12T00:00:00.000","5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Psych","Police Department - NYPD","Closed","2018-08-20T00:00:00.000","2018-10-25T00:00:00.000","4325","School Safety Agent","2020-04-28T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Open","2018-08-20T00:00:00.000",,"7302","School Safety Agent","2021-07-19T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Transit Authority - NYCTA","Closed","2018-08-20T00:00:00.000","2018-12-20T00:00:00.000","7605","Railroad Stock Worker",,,"NYCTA"
"Waiting for DQ",,"Police Department - NYPD","Closed","2018-08-18T00:00:00.000","2018-10-22T00:00:00.000",,,,,"NYPD"
"Jurisdictional Issue",,"Department of Citywide Administrative Services - DCAS","Open","2018-08-17T00:00:00.000","2018-08-29T00:00:00.000",,,,,"DCAS"
"Waiting for Appeal Request",,"Fire Department - FDNY","Closed","2018-08-17T00:00:00.000","2018-10-22T00:00:00.000",,,,,"FDNY"
"Section 50","Psych","Police Department - NYPD","Closed","2018-08-06T00:00:00.000","2018-08-09T00:00:00.000","3326","School Safety Agent","2019-09-09T00:00:00.000",,"NYPD"
"Section 50","Character","Fire Department - FDNY","Closed","2018-08-17T00:00:00.000","2018-10-03T00:00:00.000","7000","Emergency Medical Specialist - EMT","2021-03-29T00:00:00.000",,"FDNY"
"Section 50","Education and Experience","Transit Authority - NYCTA","Closed","2018-08-17T00:00:00.000","2018-10-31T00:00:00.000","7605","Railroad Stock Worker",,,"NYCTA"
"Section 50",,"Department of Finance - DOF","Open","2018-08-17T00:00:00.000",,"7006","Deputy City Sheriff","2022-01-10T00:00:00.000",,"DOF"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-08-17T00:00:00.000","2018-11-26T00:00:00.000","4010","Oiler","2019-11-18T00:00:00.000",,"DCAS"
"Section 50","Eligibility","Department of Citywide Administrative Services - DCAS","Open","2018-08-16T00:00:00.000",,"7701","Promotion to Dispatcher (Rapid Transit Operations)","2022-06-20T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Transit Authority - NYCTA","Closed","2018-08-16T00:00:00.000","2018-09-27T00:00:00.000","7605","Railroad Stock Worker",,,"NYCTA"
"Section 50","Character","Police Department - NYPD","Closed","2018-08-15T00:00:00.000","2018-08-20T00:00:00.000","7307","Traffic Enforcement Agent",,,"NYPD"
"Section 50","Psych","Police Department - NYPD","Open","2018-08-15T00:00:00.000",,"5311","Police Officer","2021-04-12T00:00:00.000",,"NYPD"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Open","2018-08-15T00:00:00.000",,"7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Unauthorized Substance","Police Department - NYPD","Closed","2018-08-14T00:00:00.000","2018-11-30T00:00:00.000","7314","School Safety Agent","2022-03-08T00:00:00.000",,"NYPD"
"Section 50","Unauthorized Substance","Police Department - NYPD","Closed","2018-08-13T00:00:00.000","2018-08-29T00:00:00.000","7307","Traffic Enforcement Agent","2021-04-05T00:00:00.000",,"NYPD"
"Section 50","Medical","Police Department - NYPD","Closed","2018-08-13T00:00:00.000","2018-10-01T00:00:00.000","7323","Police Officer","2021-12-13T00:00:00.000",,"NYPD"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Open","2018-08-13T00:00:00.000",,"7529","Promotion to Captain (Correction)",,,"DCAS"
"Section 50",,"Department of Finance - DOF","Open","2018-08-13T00:00:00.000",,"7006","Deputy City Sheriff","2022-01-10T00:00:00.000",,"DOF"
"Section 50","Medical","Fire Department - FDNY","Closed","2018-08-13T00:00:00.000","2018-11-30T00:00:00.000","7014","EMT - Trainee","2021-11-22T00:00:00.000",,"FDNY"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-08-13T00:00:00.000","2018-10-24T00:00:00.000","7532","Lieutenant (Police) (Promotion)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-08-13T00:00:00.000","2018-10-02T00:00:00.000","8021","Social Worker",,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-08-10T00:00:00.000",,"7030","City Tax Auditor","2022-05-23T00:00:00.000",,"DCAS"
"Section 50","Medical","Police Department - NYPD","Open","2018-08-10T00:00:00.000",,"5314","Police Officer","2021-06-28T00:00:00.000",,"NYPD"
"Other",,"Department of Citywide Administrative Services - DCAS","Closed","2018-01-02T00:00:00.000",,,,,,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2018-08-09T00:00:00.000","2018-10-31T00:00:00.000","5320","Police Officer","2021-06-30T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2018-08-09T00:00:00.000","2018-11-30T00:00:00.000","5305","Police Officer","2021-03-02T00:00:00.000",,"NYPD"
"Section 50","Medical","Police Department - NYPD","Closed","2018-08-09T00:00:00.000","2018-11-26T00:00:00.000","3311","Police Officer","2019-06-29T00:00:00.000",,"NYPD"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2018-08-09T00:00:00.000","2018-08-29T00:00:00.000",,,,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-08-08T00:00:00.000",,"8003","Clerical Associate",,,"DCAS"
"Waiting for DQ",,"Department of Probation - DOP","Open","2018-08-08T00:00:00.000",,,,,,"DOP"
"Section 50","Medical","Police Department - NYPD","Closed","2018-08-08T00:00:00.000","2018-09-25T00:00:00.000","7323","Police Officer","2021-12-13T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Human Resources Administration - HRA","Open","2018-08-07T00:00:00.000",,"2321","Caseworker","2022-01-31T00:00:00.000",,"HRA"
"Section 50","Character","Department of Citywide Administrative Services - DCAS","Open","2018-08-06T00:00:00.000",,"7316","Special Officer",,,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-08-06T00:00:00.000","2018-08-30T00:00:00.000","6508","Child Protective Specialist Supervisor (PROM)","2021-07-26T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-08-06T00:00:00.000","2018-09-05T00:00:00.000","7019","Procurement Analyst",,,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-08-06T00:00:00.000","2018-10-24T00:00:00.000","5006","Mate (Ferry)","2019-04-22T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Transit Authority - NYCTA","Closed","2018-08-06T00:00:00.000","2018-12-20T00:00:00.000","7605","Railroad Stock Worker",,,"NYCTA"
"Section 50","Character","Police Department - NYPD","Closed","2018-08-03T00:00:00.000","2018-11-08T00:00:00.000","4320","Police Officer","2020-08-25T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2018-08-03T00:00:00.000","2018-12-19T00:00:00.000","5317","Police Officer","2021-06-29T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-08-03T00:00:00.000","2018-08-30T00:00:00.000","7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Waiting for Appeal Request",,"Department of Finance - DOF","Closed","2018-08-03T00:00:00.000","2018-10-02T00:00:00.000",,,,,"DOF"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-08-03T00:00:00.000","2018-09-05T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50",,"Department of Finance - DOF","Open","2018-08-03T00:00:00.000",,"7006","Deputy City Sheriff","2022-01-10T00:00:00.000",,"DOF"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-08-02T00:00:00.000","2018-09-28T00:00:00.000","8025","Bridge Operator",,,"DCAS"
"Section 50",,"Department of Finance - DOF","Open","2018-08-01T00:00:00.000",,"7006","Deputy City Sheriff","2022-01-10T00:00:00.000",,"DOF"
"Section 50","Score","Department of Citywide Administrative Services - DCAS","Open","2018-07-31T00:00:00.000",,"7023","Fire Protection Inspector","2022-03-07T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-07-31T00:00:00.000","2018-08-29T00:00:00.000","7532","Lieutenant (Police) (Promotion)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-07-31T00:00:00.000","2018-10-25T00:00:00.000","8003","Clerical Associate",,,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2018-07-30T00:00:00.000","2018-10-30T00:00:00.000","6525","Police Officer","2020-12-07T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2018-07-29T00:00:00.000","2018-08-29T00:00:00.000","4336","Police Communication Technician","2020-03-09T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2018-07-27T00:00:00.000","2018-10-29T00:00:00.000","6525","Police Officer","2020-12-07T00:00:00.000",,"NYPD"
"Section 72",,"Housing Authority - NYCHA","Closed","2018-07-27T00:00:00.000","2018-08-22T00:00:00.000",,,,,"NYCHA"
"Section 50","Score","Transit Authority - NYCTA","Closed","2018-07-27T00:00:00.000","2018-10-31T00:00:00.000","7604","Train Operator","2022-09-19T00:00:00.000",,"NYCTA"
"Section 50","Eligibility","Department of Citywide Administrative Services - DCAS","Closed","2018-07-27T00:00:00.000","2018-08-02T00:00:00.000","8288","Transit Railcar Technology Specialist","2019-04-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-07-27T00:00:00.000",,"6029","Probation Officer","2020-09-14T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2018-07-26T00:00:00.000","2018-08-13T00:00:00.000","7302","School Safety Agent","2021-07-19T00:00:00.000",,"NYPD"
"Section 50","Score","Transit Authority - NYCTA","Closed","2018-07-26T00:00:00.000","2018-11-02T00:00:00.000","6718","Maintenance Supervisor","2022-09-12T00:00:00.000",,"NYCTA"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-07-26T00:00:00.000",,"7030","City Tax Auditor","2022-05-23T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-07-26T00:00:00.000","2018-09-27T00:00:00.000","8049","Park Service Worker",,,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-07-26T00:00:00.000","2018-10-03T00:00:00.000","7014","Emergency Medical Specialist Trainee","2021-11-22T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Open","2018-07-26T00:00:00.000",,"4310","Police Officer","2019-12-28T00:00:00.000",,"NYPD"
"Section 50","Score","Transit Authority - NYCTA","Closed","2018-07-26T00:00:00.000","2018-10-18T00:00:00.000","7604","Train Operator","2022-09-19T00:00:00.000",,"NYCTA"
"Section 50","Psych","Police Department - NYPD","Open","2018-07-25T00:00:00.000",,"3319","Police Officer","2019-12-21T00:00:00.000",,"NYPD"
"Other",,"Department of Citywide Administrative Services - DCAS","Closed","2018-07-25T00:00:00.000","2018-07-25T00:00:00.000",,,,,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-07-25T00:00:00.000","2018-10-02T00:00:00.000","8001","Probation Officer","2022-06-06T00:00:00.000",,"DCAS"
"Section 50","Medical","Department of Probation - DOP","Open","2018-07-25T00:00:00.000",,"8001","Probation Officer","2022-06-06T00:00:00.000",,"DOP"
"Waiting for DQ",,"Department of Citywide Administrative Services - DCAS","Closed","2018-07-24T00:00:00.000","2018-07-25T00:00:00.000",,,,,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-07-24T00:00:00.000",,"7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Score","Transit Authority - NYCTA","Closed","2018-07-24T00:00:00.000","2018-11-02T00:00:00.000","6718","Maintenance Supervisor","2022-09-12T00:00:00.000",,"NYCTA"
"Section 50","Psych","Department of Health and Mental Hygiene - DOHMH","Closed","2018-07-24T00:00:00.000","2018-10-29T00:00:00.000","6333","Special Officer","2021-02-01T00:00:00.000",,"DOHMH"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-07-24T00:00:00.000","2018-10-30T00:00:00.000","7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Character","Police Department - NYPD","Closed","2018-07-24T00:00:00.000","2018-10-18T00:00:00.000","5329","Police Officer","2021-07-07T00:00:00.000",,"NYPD"
"Section 50","Psych","Department of Probation - DOP","Open","2018-07-24T00:00:00.000",,"8001","Probation Officer","2022-06-06T00:00:00.000",,"DOP"
"Waiting for DQ",,"Transit Authority - NYCTA","Closed","2018-07-23T00:00:00.000","2018-08-23T00:00:00.000",,,,,"NYCTA"
"Waiting for DQ",,"Fire Department - FDNY","Closed","2018-07-23T00:00:00.000","2018-08-23T00:00:00.000",,,,,"FDNY"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-07-23T00:00:00.000","2018-10-02T00:00:00.000","7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Psych","Department of Correction - DOC","Closed","2018-07-23T00:00:00.000","2018-12-04T00:00:00.000","7322","Correction Officer","2021-05-17T00:00:00.000",,"DOC"
"Section 50","Psych","Police Department - NYPD","Closed","2018-07-22T00:00:00.000","2018-08-27T00:00:00.000","4312","Police Officer","2020-06-22T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Open","2018-07-20T00:00:00.000",,"7303","Traffic Enforcement Agent","2021-03-08T00:00:00.000",,"NYPD"
"Section 50","Character","Police Department - NYPD","Closed","2018-07-20T00:00:00.000","2018-10-03T00:00:00.000","3318","Police Officer","2019-12-17T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2018-07-20T00:00:00.000","2018-08-24T00:00:00.000","5326","Police Officer","2021-07-06T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Social Services - DSS","Open","2018-07-20T00:00:00.000",,"6333","Special Officer","2021-02-01T00:00:00.000",,"DSS"
"Section 50","Psych","Police Department - NYPD","Open","2018-07-20T00:00:00.000",,"4337","Police Communications Technician","2020-09-14T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2018-07-19T00:00:00.000","2018-08-03T00:00:00.000","5331","Police Communications Technician","2020-09-28T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-07-19T00:00:00.000",,"7023","Fire Protection Inspector","2022-03-07T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-07-19T00:00:00.000",,"7023","Fire Protection Inspector","2022-03-07T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2018-07-19T00:00:00.000","2018-10-29T00:00:00.000","5326","Police Officer","2021-07-06T00:00:00.000",,"NYPD"
"Section 50","Psych","Department of Correction - DOC","Closed","2018-07-19T00:00:00.000","2018-11-30T00:00:00.000","7331","Correction Officer","2021-09-21T00:00:00.000",,"DOC"
"Section 50","Character","Human Resources Administration - HRA","Closed","2018-07-18T00:00:00.000","2018-09-24T00:00:00.000","3016","Clerical Associate","2018-12-24T00:00:00.000",,"HRA"
"Section 50","Psych","Police Department - NYPD","Closed","2018-07-17T00:00:00.000","2018-10-29T00:00:00.000","4314","School Safety Agent","2020-01-08T00:00:00.000",,"NYPD"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Open","2018-07-17T00:00:00.000",,"7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Character","Fire Department - FDNY","Closed","2018-07-17T00:00:00.000","2018-10-03T00:00:00.000","8009","EMS-EMT","2022-03-28T00:00:00.000",,"FDNY"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-07-17T00:00:00.000","2018-09-05T00:00:00.000","7032","Steam Fitter",,,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2018-07-16T00:00:00.000","2018-10-30T00:00:00.000","7502","Police Officer","2021-07-26T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2018-07-16T00:00:00.000","2018-11-15T00:00:00.000","5320","Police Officer","2021-06-30T00:00:00.000",,"NYPD"
"Section 50","Psych","Police Department - NYPD","Closed","2018-07-16T00:00:00.000","2018-08-24T00:00:00.000","5327","School Safety Agent","2020-10-06T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-07-16T00:00:00.000","2018-09-20T00:00:00.000","7005","Computer Specialist (Software)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2018-06-22T00:00:00.000","2018-09-07T00:00:00.000","3317","Police Officer","2019-12-16T00:00:00.000",,"NYPD"
"Section 50","Eligibility","Department of Citywide Administrative Services - DCAS","Open","2018-07-16T00:00:00.000",,"8288","Transit Railcar Technology Specialist","2019-04-25T00:00:00.000",,"DCAS"
"Section 50","Education and Experience","Department of Citywide Administrative Services - DCAS","Closed","2018-07-16T00:00:00.000","2018-08-29T00:00:00.000","7613","Transit Electro-Mechanical Mtr",,,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-07-16T00:00:00.000","2018-10-11T00:00:00.000","3056","Supervising Computer Service Technician","2019-07-22T00:00:00.000",,"DCAS"
"Section 50","Medical","Department of Sanitation - DSNY","Closed","2018-07-14T00:00:00.000","2018-11-19T00:00:00.000","5001","Sanitation Worker","2020-03-16T00:00:00.000",,"DSNY"
"Section 50","Character","Department of Correction - DOC","Closed","2018-07-13T00:00:00.000","2018-10-25T00:00:00.000","7320","Correction Officer","2021-01-11T00:00:00.000",,"DOC"
"Section 76","Termination","Housing Authority - NYCHA","Closed","2018-07-12T00:00:00.000","2018-09-25T00:00:00.000",,,,,"NYCHA"
"Section 76","Demotion","Housing Authority - NYCHA","Closed","2018-07-12T00:00:00.000","2018-10-09T00:00:00.000",,,,,"NYCHA"
"Section 50","Score","Transit Authority - NYCTA","Closed","2018-07-12T00:00:00.000","2018-10-16T00:00:00.000","6718","Maintenance Supervisor","2022-09-12T00:00:00.000",,"NYCTA"
"Section 50","Psych","Police Department - NYPD","Open","2018-07-12T00:00:00.000",,"4336","Police Communications Technician","2020-03-09T00:00:00.000",,"NYPD"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-07-11T00:00:00.000","2018-07-30T00:00:00.000","7005","Computer Specialist","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Timeliness","Department of Citywide Administrative Services - DCAS","Closed","2018-07-11T00:00:00.000","2018-09-11T00:00:00.000","7002","Computer Associate (Software)","2021-10-25T00:00:00.000",,"DCAS"
"Section 50","Veterans Credits","Department of Citywide Administrative Services - DCAS","Open","2018-07-11T00:00:00.000",,"7532","Promotion to Lieutenant (Police)","2022-05-16T00:00:00.000",,"DCAS"
"Section 50","Psych","Police Department - NYPD","Closed","2018-07-11T00:00:00.000","2018-08-03T00:00:00.000","3319","Police Officer","2019-12-21T00:00:00.000",,"NYPD"
