"loccode","prek_type","borough","locname","note","phone","address","zip","day_length","seats","spcoordx","spcoordy","email","website","meals","indoor_outdoor","extended_day","sems_code","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta"
"KCED","NYCEEC","K","Sunshine Center Of Coney Island",,"718-996-7200","2929 W31st St","11224","4","18","985130","148137","yaneris@sunshinenewyork.com","http://sunshinenewyork.com","3","8","1","21KCED","40.575048","-73.997455","13","47","342","3321834","3070500001","Seagate-Coney Island                                                       "
"KCEG","NYCEEC","K","Imagine Dumbo - Adams",,"718-522-2263","85 Adams St","11201","1","11","987478","194940","caroline@imagineelc.com","http://imagineelc.com","5","6","1","13KCEG","40.701816","-73.988596","2","33","21","3391222","3000527501","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"KCEH","NYCEEC","K","Imagine Brooklyn Heights",,"718-624-7520","50 Monroe Pl","11201","1","20","986272","192646","Sally@imagineelc.com","http://imagineelc.com","5","2","1","13KCEH","40.695717","-73.992831","2","33","502","3001917","3002380007","Brooklyn Heights-Cobble Hill                                               "
"KCEI","NYCEEC","K","Bambi Day Care II",,"718-648-3332","2121 Bragg St","11229","1","80","1002078","158034","info@bambiacademy.com","http://bambidaycare.com","3","3","1","22KCEI","40.600261","-73.936041","15","46","570","3200516","3073690068","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             "
"KCFA","NYCEEC","K","SCO Family Of Services","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","929-234-6870","225 Newport St","11212","1","35","1010105","179731","coerlemans@sco.org","http://sco.org","3","3","1","23KCFA","40.65969","-73.906761","16","42","918","3082389","3036040001","Brownsville                                                                "
"KCFR","NYCEEC","K","Bubble Bee Day Care",,"718-676-0080","76 Lorraine St","11231","3","20","982331","184909","esther@bumblebeesrus.com",,"3","3","1","15KCFR","40.674385","-74.006886","6","38","53","3338801","3005800016","Carroll Gardens-Columbia Street-Red Hook                                   "
"KCFV","NYCEEC","K","Magic Kingdom LLC",,"347-793-0180","5215 Church Ave","11203","2","27","1004246","176982","boydilene@gmail.com",,"5","9","3","18KCFV","40.652221","-73.928236","17","41","868","3102219","3046780041","Rugby-Remsen Village                                                       "
"KCGN","NYCEEC","K","SCO Family Of Services",,"718-345-6666","774 Saratoga Ave","11212","1","90","1007553","180354","SAndrews@sco.org","http://sco.org","3","3","2","23KCGN","40.661915","-73.915578","16","41","894","3326658","3035680001","Brownsville                                                                "
"KCGP","NYCEEC","K","Birch Family Services Nazareth ECC",,"212-616-1851","475 East 57th St","11203","3","16","1005765","173846","marjory.antoine@birchfamilyservices.org",,"5","9","3","18KCGP","40.643889","-73.922732","17","45","946","3221961","3079150010","Rugby-Remsen Village                                                       "
"KCGR","NYCEEC","K","Brooklyn Chinese American Assoc.",,"718-438-0008","4116 8th Ave","11232","1","30","984537","174612","bcaupkfd@gmail.com","http://bca.net","2","6","2","15KCGR","40.646018","-73.998627","7","38","92","3018183","3009220038","Sunset Park East                                                           "
"KCGT","NYCEEC","K","Gold Material Montessori School",,"718-801-2155","105 Kings Hwy","11214","1","40","987606","160196","maksim@goldmaterial.com","http://goldmaterial.com","5","9","3","21KCGT","40.606196","-73.987791","11","44","428","3329040","3062537502","Bensonhurst East                                                           "
"KCHJ","NYCEEC","K","Arista Prep, Inc.",,"718-756-5550","221 Kingston Ave","11213","1","54","1000435","184294","aristaprep@gmail.com","http://aristaprepschool.org/","3","2","1","17KCHJ","40.672452","-73.941899","8","36","343","3330683","3012440006","Crown Heights North                                                        "
"KCHM","NYCEEC","K","Alonzo A Daughtry Memorial DCC Inc.","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-596-1993","565 Baltic St","11217","1","20","989100","187600","alonzodaughtrydcc@verizon.net",,"3","3","1","13KCHM","40.681306","-73.982697","6","33","127","3006388","3004010001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"KCHN","NYCEEC","K","Friends Of Crown Heights",,"917-966-4400","2805 Newkirk Ave","11226","1","40","998107","172467","cdelicar@aol.com","http://fochdaycare.org","3","6","1","22KCHN","40.639889","-73.95015","17","45","828","3333904","3052150024","Erasmus                                                                    "
"KCHP","NYCEEC","K","Weeksville Gardens",,"718-623-9803","1640 Pacific St","11213","1","54","1002387","185783","jmatison@bksny.org",,"5","9","3","18KCHP","40.676818","-73.934627","8","36","309","3341633","3013410012","Crown Heights North                                                        "
"KCHR","NYCEEC","K","Apple Tree Day Care, Inc.",,"718-287-7488","440 East 48th St","11203","1","40","1002981","176464","tjcole265@aol.com",,"3","6","1","18KCHR","40.651024","-73.932266","17","45","860","3102758","3046950017","East Flatbush-Farragut                                                     "
"KCHT","NYCEEC","K","Baybee Lounge Daycare, Inc.",,"347-955-4783","2745 Atlantic Ave","11207","1","15","1013935","185723","baybeelounge@gmail.com","http://baybeeloungedaycare.com","3","7","1","19KCHT","40.676183","-73.892876","5","37","1198","3083398","3036740045","East New York                                                              "
"KCHU","NYCEEC","K","Infinity UPK Of Gerritsen Avenue",,"718-336-1981","2934 - 2936 Gerritsen Ave","11229","1","29","1006121","153905","blitblues@aol.com","http://infinitypreschool.org","5","4","2","22KCHU","40.589325","-73.921229","15","46","628","3249464","3089070524","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             "
"KCHV","NYCEEC","K","New York Creative Childcare, Inc.",,"718-686-0388","5015 6th Ave","11220","1","36","981943","173649","nycreativechildcare@gmail.com","http://nycreativechildcare.com","3","7","1","15KCHV","40.643632","-74.008252","7","38","98","3393312","3007937501","Sunset Park East                                                           "
"KCHX","NYCEEC","K","Dezzenterprise LLC",,"917-207-2438","3524 Neptune Ave","11224","1","12","983726","149443","info@dezzenterprise.com","http://dezzenterprise.com","3","4","2","21KCHX","40.577077","-74.001444","13","47","328","3188708","3070050002","Seagate-Coney Island                                                       "
"KCHZ","NYCEEC","K","Little Hands Creative Minds",,"718-676-2947","4111 Ave J","11210","1","16","1001996","168021","Lhcm718@gmail.com","http://daviduniversecity.org/","3","4","1","22KCHZ","40.627654","-73.936307","18","45","734","3215074","3077670006","Flatlands                                                                  "
"KCIA","NYCEEC","K","Effie Bs ECDC Corp.",,"718-735-5500","1171 Eastern Pkwy","11213","1","36","1003783","183072","effieb.center@gmail.com","http://effieskids.com","3","8","1","17KCIA","40.668726","-73.929617","8","41","349","3037378","3013910058","Crown Heights North                                                        "
"KCIC","NYCEEC","K","Little Einstiens Of Canarsie, LLC",,"718-251-5000","8413 Ave K","11236","1","100","1010231","170493","nbokhour@aol.com",,"5","9","3","18KCIC","40.634314","-73.906386","18","46","996","3397081","3080367501","Canarsie                                                                   "
"KCIE","NYCEEC","K","Bnos Chaya",,"718-851-1212","4511 14th Ave","11219","1","20","987664","170821","draizy102@gmail.com",,"7","3","1","20KCIE","40.635809","-73.987703","12","44","232","3136756","3056180004","Borough Park                                                               "
"KCII","NYCEEC","K","Kings Bay Y At North Williamsburg",,"718-407-6388","14 Hope St","11211","1","35","996088","199246","swaller@northwilliamsburgy.org","http://northwilliamsburgy.org","5","2","1","14KCII","40.713735","-73.957349","1","34","519","3062679","3023837503","North Side-South Side                                                      "
"KCIL","NYCEEC","K","Urban Strategies Child Care",,"718-235-6151","1405 Bushwick Ave","11207","1","18","1009275","188871","USHeadStart1@aol.com","http://urbanstrategies.org","3","6","2","32KCIL","40.684665","-73.909632","4","37","403","3326473","3034390003","Bushwick South                                                             "
"KCIM","NYCEEC","K","Brooklyn Explorers Academy",,"855-687-6923","110 Schermerhorn St","11201","1","36","987165","190666","info@brooklynexplorersacademy.com","http://brooklynexplorersacademy.com","7","7","1","15KCIM","40.690162","-73.989182","2","33","43","3000533","3001690009","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"KCIO","NYCEEC","K","Honeydew Drop Playhouse",,"718-941-2177","1113 Church Ave","11218","1","14","992888","175116","Honeydewplayhouse@gmail.com","http://honeydewdrop.com","2","1","1","17KCIO","40.647079","-73.969106","14","40","506","3116378","3050720035","Flatbush                                                                   "
"KCIS","NYCEEC","K","Greater Bright Light Learning Center",,"917-960-4044","1320 Sutter Ave","11208","1","20","1020571","184512","gzellars@gblmbc.com",,"5","9","3","19KCIS","40.673174","-73.869185","5","42","1208","3095779","3042680023","East New York                                                              "
"KCIW","NYCEEC","K","IP Kids Montessori",,"718-633-1178","850 50th St","11220","1","87","983551","172516","JLee7818@gmail.com",,"3","3","2","20KCIW","40.640435","-74.002598","12","38","108","3137829","3056440027","Sunset Park East                                                           "
"KCIY","NYCEEC","K","Ronomoza, Inc. / The Learning Experience",,"718-627-7340","412 Kings Hwy","11223","1","36","991295","159431","brooklyn@tlecorp.com","http://brooklyn.tlechildcare.com/","3","3","1","21KCIY","40.604473","-73.974795","11","44","412","3253634","3066787501","Bensonhurst East                                                           "
"KCIZ","NYCEEC","K","Al Madinah School Site 2",,"718-222-4986","2015 64 St","11204","1","15","988538","164029","almadinahinfo@gmail.com","http://almadinah-school.com","2","2","1","20KCIZ","40.616804","-73.984692","11","47","254","3133294","3055420072","Bensonhurst West                                                           "
"KCJC","NYCEEC","K","Blue Star DCC",,"718-703-0009","2217 Caton Ave","11226","1","36","996273","177158","bluestarofnewyork@gmail.com",,"3","6","1","17KCJC","40.652781","-73.956775","14","40","79602","3396958","3050837502","Prospect Lefferts Gardens-Wingate                                          "
"KCJF","NYCEEC","K","Clarkson ECC",,"718-649-3488","8801 Glenwood Rd","11236","1","36","1009460","172815","8801cecc@gmail.com",,"7","6","2","18KCJF","40.640846","-73.909018","18","46","964","3224067","3079930008","Canarsie                                                                   "
"KCJH","NYCEEC","K","A Castle For Classy Kids Learning Center, Inc.",,"347-750-8154","2570 Pitkin Ave","11208","1","36","1018271","185021","acastle4classykids@gmail.com",,"3","7","1","19KCJH","40.6746","-73.877427","5","37","1194","3336165","3040240018","East New York                                                              "
"KCJK","NYCEEC","K","Lpbc Day Care",,"718-621-5458","7524 14th Ave","11228","1","19","982608","164657","llv9005@msn.com","http://lpbcdaycareupk.webs.com","5","7","1","20KCJK","40.618784","-74.005436","10","43","198","3160022","3062220045","Dyker Heights                                                              "
"KCJM","NYCEEC","K","Circle, Triangle, Square Daycare, Inc.",,"718-373-2234","2720 86th St","11223","3","18","989394","155744","shwnisaac@circletrianglesquaredaycare.com","http://circletrianglesquaredaycare.com","3","3","1","21KCJM","40.594458","-73.981489","13","47","402","3397445","3071167501","Bensonhurst East                                                           "
"KCJN","NYCEEC","K","Stillwell Avenue Prep School",,"718-232-3628","6420 Bay Pkwy","11204","1","40","989394","163034","stillwellprep@yahoo.com",,"3","7","1","20KCJN","40.614276","-73.981","11","47","254","3133705","3055500038","Bensonhurst West                                                           "
"KCJO","NYCEEC","K","Aim High Childrens Services",,"718-509-0630","83 Marlborough Rd","11226","1","48","993841","175405","upk@aimhighchild.com","http://aimhighchild.org","5","4","1","17KCJO","40.647986","-73.965697","14","40","1522","3117046","3050960001","Flatbush                                                                   "
"KCJQ","NYCEEC","K","Initial Steps CDC",,"718-434-2805","3003 Glenwood Rd","11210","1","20","998809","170336","initialstepscdc@yahoo.com",,"3","7","1","22KCJQ","40.634017","-73.947614","17","45","786","3113943","3050050009","Flatbush                                                                   "
"KCJR","NYCEEC","K","A To Z DCC",,"718-368-1234","3053 Ave U","11229","1","29","1001782","158293","jaynelipkovich@gmail.com","http://a2zdaycare.com","3","7","1","22KCJR","40.600983","-73.936919","15","46","568","3199284","3073400046","Madison                                                                    "
"KCJS","NYCEEC","K","Yeshiva Torah Vodaath",,"718-941-8000","452 East 9 St","11218","1","40","992643","171495","preschoolytv@gmail.com",,"7","3","1","22KCJS","40.637648","-73.969586","12","40","492","3126876","3053920032","Kensington-Ocean Parkway                                                   "
"KCJT","NYCEEC","K","Kaleidoscope Early Childhood Develepment Center",,"917-652-4422","480 Stratford Rd","11218","1","43","993255","171230","ecdckaleidoscope@aol.com","http://ecdckaleidoscope.com","2","7","1","22KCJT","40.636662","-73.967364","14","40","526","3413863","3051747501","Flatbush                                                                   "
"KCJX","NYCEEC","K","Mohdc - Smart Start",,"718-915-3015","533 Blake Ave","11207","1","108","1012214","182425","rayed@mohdc.com",,"5","9","3","19KCJX","40.667194","-73.89922","5","42","1134","3084260","3037670001","East New York (Pennsylvania Ave)                                           "
"KCJY","NYCEEC","K","Angel ECDC",,"718-259-0888","1436 67th St 1st Floor","11219","1","32","984335","166178","angeldaycare67@gmail.com",,"7","7","1","20KCJY","40.622942","-73.999643","11","43","190","3142954","3057690023","Bensonhurst West                                                           "
"KCJZ","NYCEEC","K","COPO Prek Program",,"718-434-3266","1083 Coney Is Ave","11230","1","18","993635","169229","fhaq@copousa.org","http://copousa.org","3","7","2","22KCJZ","40.631035","-73.966433","14","45","528","3178915","3066860076","Flatbush                                                                   "
"KCKB","NYCEEC","K","Bushwick United Development Fund","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-443-0685","243 South 2nd St","11211","1","19","995969","198682","jendale319@aol.com","http://bushwickunited.org","3","8","1","14KCKB","40.711824","-73.958096","1","34","523","3256381","3024080032","North Side-South Side                                                      "
"KCKC","NYCEEC","K","Alpha Christian Academy",,"718-272-0505","921 East 107th St","11236","1","20","1014150","175485","alphachristiandaycare921@gmail.com","http://alphachristianacademy.com","3","6","1","18KCKC","40.647928","-73.892691","18","46","984","3230692","3082150022","Canarsie                                                                   "
"KCKG","NYCEEC","K","Rockgate DCC 1",,"718-348-7414","770 - 784 Glenmore Ave","11208","1","25","1017056","185285","jrockgate@gmail.com",,"3","6","1","19KCKG","40.675288","-73.88177","5","37","1166","3088977","3040040012","East New York                                                              "
"KCKK","NYCEEC","K","992 Gates Avenue",,"718-483-9553","992 Gates Ave","11221","3","42","1005406","190355","adaptivesolutions1@gmail.com",,"5","9","3","17KCKK","40.6893","-73.923685","3","41","375","3039623","3014800002","Stuyvesant Heights                                                         "
"KCKU","NYCEEC","K","Promise World Daycare",,"718-743-2828","1968 Ocean Ave","11230","1","28","996885","162953","yelena011@gmail.com",,"5","9","3","22KCKU","40.614194","-73.954225","14","48","546","3181619","3067570046","Midwood                                                                    "
"KCKV","NYCEEC","K","Little Nest Preschool",,"718-484-0033","511 Church Ave","11218","1","18","991088","174161","info@littlenestpreschool.com","http://littlenestpreschool.com","5","6","1","15KCKV","40.644478","-73.975468","12","39","496","3124690","3053380033","Kensington-Ocean Parkway                                                   "
"KCKY","NYCEEC","K","Queen Of The Rosary Catholic Academy",,"718-388-7992","11 Catherine St","11211","1","36","1001486","199184","marian_hernandez@verizon.net","http://queenoftherosarybrooklyn.org","5","9","3","14KCKY","40.713264","-73.937387","1","34","481","3331619","3029210023","East Williamsburg                                                          "
"KCKZ","NYCEEC","K","A2z Kidz Center, LLC",,"718-758-7729","190 Exeter St","11235","1","40","998531","149742","jaynelipkovich@gmail.com","http://a2zdaycare.com","5","9","3","22KCKZ","40.577935","-73.948349","15","48","620","3246120","3087360026","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             "
"KCLC","NYCEEC","K","Sunny Skies Preschool","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","917-337-8003","720 Washington Ave","11238","1","58","994321","185652","paola@sunnyskiespreschool.com","http://sunnyskiespreshool.com","5","9","3","13KCLC","40.676306","-73.963494","8","35","205","3028878","3011600037","Prospect Heights                                                           "
"KCLD","NYCEEC","K","Sunny Skies Prospect Corp.","<p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>","718-372-4665","969 43rd St","11219","1","18","985524","173420","info@sunnyskiespreschool.com",,"5","9","3","15KCLD","40.642867","-73.996025","12","38","112","3135794","3055950043","Sunset Park East                                                           "
"KCLE","NYCEEC","K","Faces Of The Future ELC, LLC",,"718-618-0061","1080 Utica Ave","11203","1","40","1003647","174842","upk21080@gmail.com",,"5","9","3","18KCLE","40.64671","-73.929856","17","45","850","3349019","3047340032","East Flatbush-Farragut                                                     "
"KCLF","NYCEEC","K","Ira's Daycare And Preschool Inc., III",,"718-739-6500","900 Lenox Rd","11203","1","54","1004738","178086","rogersdorinda@gmail.com",,"5","9","3","18KCLF","40.655612","-73.926153","17","41","866","3392635","3046607501","Rugby-Remsen Village                                                       "
"KCLH","NYCEEC","K","Neshama Preschool",,"917-804-8284","723 Ave Z","11223","1","20","993304","153043","neshama1inc@gmail.com",,"5","9","3","21KCLH","40.58655","-73.967352","13","47","37401","3195856","3072180077","Gravesend                                                                  "
"KCLI","NYCEEC","K","Yeshivat Beth Hillel Of Krasna, Inc.",,"212-929-0839","1360 42 St","11219","1","36","987964","171682","duvivogel@gmail.com",,"5","9","3","20KCLI","40.63817","-73.986773","12","39","232","3135945","3055990030","Borough Park                                                               "
"KCLM","NYCEEC","K","Trey Whitfield School",,"718-342-7722","17 Hinsdale St","11207","1","54","1011694","185198","jwhitney@treywhitfieldschool.org",,"5","9","3","19KCLM","40.674961","-73.901487","5","37","1144","3083450","3036820033","East New York (Pennsylvania Ave)                                           "
"KCMA","NYCEEC","K","Seeds Of Unity",,"347-715-6545","5816 13th Ave","11219","1","20","984827","168692","seedsofunity@gmail.com",,"5","9","3","20KCMA","40.629843","-73.997521","12","44","192","3140724","3057040045","Borough Park                                                               "
"KCME","NYCEEC","K","Bka Utica",,"718-953-9011","250 Utica Ave","11213","1","20","1003343","183392","office@brooklynkidsny.org",,"5","9","3","17KCME","40.670102","-73.931011","8","35","351","3398400","3013840051","Crown Heights North                                                        "
"KCMK","NYCEEC","K","Brooklyn Treehouse Preeschool, Inc.",,"718-499-1234","639 4th Ave","11232","1","30","985804","181024","warmen@optonline.net","http://brooklyntreehousepreschool.com","5","9","3","15KCMK","40.663708","-73.994637","7","38","143","3397574","3006377501","Park Slope-Gowanus                                                         "
"KCML","NYCEEC","K","Bryan's Educational Center",,"718-282-6944","3922 Church Ave","11203","1","36","1000837","176492","bryansdaycare@aol.com","http://bryanseducationalcenter.com","5","9","3","18KCML","40.651237","-73.94067","17","45","858","3109654","3048930010","East Flatbush-Farragut                                                     "
"KCMN","NYCEEC","K","ECDC Kaleidoscope",,"917-652-4422","165 Prospect Park Southwest","11218","1","12","991634","177650","ecdckaleidoscope@aol.com","http://ecdckaleidoscope.com","5","9","3","15KCMN","40.654364","-73.973194","7","39","50202","3122557","3052750092","Windsor Terrace                                                            "
"KCMT","NYCEEC","K","Glorious And Gifted ECC Inc.",,"718-812-0426","421 Throop Ave","11221","1","20","1000382","190102","dlittlestardaycare@yahoo.com",,"5","9","3","16KCMT","40.688462","-73.942018","3","36","279","3050770","3018060007","Stuyvesant Heights                                                         "
"KCMV","NYCEEC","K","ABC Plus",,"347-702-6868","1018 Banner Ave #2","11235","1","12","995544","151828","vbobvb144@msn.com","http://abcplusdaycare.com","5","9","3","21KCMV","40.583509","-73.959711","15","48","608","3247959","3088090031","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             "
"KCMZ","NYCEEC","K","Free Greek Community Of The Three Hierarchs",,"718-339-0280","1720 Ave P","11229","1","48","996395","161684","vur501@aol.com",,"5","9","3","22KCMZ","40.610635","-73.95642","15","48","552","3182464","3067800001","Madison                                                                    "
"KCNA","NYCEEC","K","The Friends Of Crown Heights Educational Centers, Inc.",,"718-638-8686","2809 Newkirk Ave","11226","1","36","998141","172469","davis@foch.biz","http://fochdaycare.org","5","9","3","22KCNA","40.639892","-73.950124","17","45","828","3333905","3052150024","Erasmus                                                                    "
"KCNF","NYCEEC","K","Itty Bitty Adventures Preschool",,"718-375-4700","3416 Ave S","11234","1","16","1003059","161147","pattiemerhej@ittybittyadventures.com","http://ittybittyadventures.com","5","9","3","22KCNF","40.608922","-73.932605","18","46","658","3240855","3085200042","Georgetown-Marine Park-Bergen Beach-Mill Basin                             "
"KCNH","NYCEEC","K","Kiddieprise - 1520 86th Street",,"718-232-1936","1520 86th St","11228","1","18","981727","161849","info@purplecrayonny.com","http://purplecrayonny.com","5","9","3","20KCNH","40.611107","-74.009033","11","43","172","3166172","3063600045","Bath Beach                                                                 "
"KCNK","NYCEEC","K","Learn And Explore",,"718-513-3600","330 Neptune Ave","11235","1","54","993934","150819","info@learnandexplore1.com","http://learnandexplore1.com","5","9","3","21KCNK","40.58084","-73.965177","13","48","364","3244337","3086630247","Brighton Beach                                                             "
"KCNN","NYCEEC","K","Little Brilliant Minds, Inc.",,"718-234-6463","5916 20th Ave","11204","1","15","989023","165054","littlebrilliantminds@gmail.com","http://littlebrilliantminds.com","5","9","3","20KCNN","40.619815","-73.98245","12","44","244","3131902","3055130044","Borough Park                                                               "
"KCNP","NYCEEC","K","Little Sunshine Preschool",,"347-921-1815","1815 85th St","11214","1","54","983845","160708","nylittlesunshinepreschool@gmail.com",,"5","9","3","20KCNP","40.607399","-74.001235","11","47","278","3398583","3063320071","Bensonhurst West                                                           "
"KCNU","NYCEEC","K","Learning Zone",,"718-820-2442","1729 Rockaway Pkwy","11236","1","12","1013265","172204","learningzonechildcare@gmail.com","http://learningzonekids.com","5","9","3","18KCNU","40.639342","-73.895847","18","46","1012","3231833","3082430018","Canarsie                                                                   "
"KCNW","NYCEEC","K","Okie Dokie Day Care",,"646-261-0936","1002 65th St","11219","1","28","981992","168708","nita1022@gmail.com",,"5","9","3","20KCNW","40.629749","-74.007771","10","38","212","3142155","3057510007","Dyker Heights                                                              "
"KCNY","NYCEEC","K","NY Preschool Brooklyn Heights",,"718-228-0800","182 Henry St","11201","1","18","985816","192521","stephanie.t@nykidsclub.com",,"5","9","3","13KCNY","40.69505","-73.994187","2","33","501","3001962","3002420001","Brooklyn Heights-Cobble Hill                                               "
"KCNZ","NYCEEC","K","NY Preschool Park Slope",,"718-228-0800","125 5th Ave","11217","1","54","990177","186542","stephanie.t@nykidsclub.com","http://nykidsclub.com","5","9","3","13KCNZ","40.6788","-73.978833","6","39","131","3019195","3009440006","Park Slope-Gowanus                                                         "
"KCOG","NYCEEC","K","Stepz 2 Success CCC",,"718-508-2199","1992 Nostrand Ave","11210","1","12","998595","171354","dadams0784@gmail.com",,"5","9","3","22KCOG","40.637091","-73.948116","14","45","788","3121059","3052310054","Flatbush                                                                   "
"KCOH","NYCEEC","K","Sweet Home DCC",,"718-871-4301","927 Macdonald Ave","11218","1","36","990640","169321","dmitriyuspenskiy@hotmail.com",,"5","9","3","20KCOH","40.631512","-73.977299","14","44","478","3127549","3054080055","Borough Park                                                               "
"KCOI","NYCEEC","K","Treasure Island",,"718-238-7676","347 74th St","11209","1","40","977131","169485","silbekidz@aol.com",,"5","9","3","20KCOI","40.631852","-74.026203","10","43","66","3339305","3059180027","Bay Ridge                                                                  "
"KCOJ","NYCEEC","K","Candy Kid's DCC",,"718-287-6200","3212 Church Ave","11226","1","18","998899","176369","janlwrn@verizon.net",,"5","9","3","17KCOJ","40.650903","-73.947424","17","40","824","3109326","3048860005","Erasmus                                                                    "
"KCOL","NYCEEC","K","Happy Scholars, Inc.",,"917-907-0183","7806 New Utrecht Ave","11214","1","36","983999","162711","happyscholars2013@gmail.com",,"5","9","3","20KCOL","40.613248","-74.000677","11","43","182","3162090","3062590037","Bensonhurst West                                                           "
"KCOS","NYCEEC","K","Gated Academy",,"718-693-3699","1019 Church Ave","11218","1","20","992646","174992","GATEDACADEMY@GMAIL.COM",,"5","9","3","17KCOS","40.646714","-73.970047","14","40","506","3116329","3050710041","Flatbush                                                                   "
"KCOT","NYCEEC","K","Giocare, LLC",,"347-827-1372","279 23rd St, 1st Floor","11215","1","12","986197","179524","ellen@giocareplayschool.com","http://giocareplayschool.com","5","9","3","15KCOT","40.659415","-73.99322","7","38","145","3017650","3008990050","Sunset Park West                                                           "
"KCOU","NYCEEC","K","My Sunshine Kids Inc.",,"718-877-9833","928 55th St","11219","1","54","983195","171140","mysunshinekids.ecc@gmail.com",,"5","9","3","20KCOU","40.636458","-74.003567","12","38","116","3421364","3056807501","Borough Park                                                               "
"KCOW","NYCEEC","K","Little Scholars Learning Center",,"718-373-7046","52 Quentin Rd","11223","1","18","988502","159761","littlescholarsnyc@gmail.com",,"5","9","3","21KCOW","40.605325","-73.984727","11","44","428","3176456","3066450002","Bensonhurst East                                                           "
"KCOX","NYCEEC","K","Little Hands And Feet School",,"718-680-5437","1270 Bay Rdg Pkwy","11228","1","13","982011","165313","soos016@aol.com","http://littlehandsandfeetdaycare.com","5","9","3","20KCOX","40.620763","-74.008202","10","43","200","3159952","3062217501","Dyker Heights                                                              "
"KCPC","NYCEEC","K","Wonder Land Pallc",,"718-332-0500","1018 Ave Y","11235","1","60","995399","153981","wonderlandcare@gmail.com","http://wonderlandpsa.com","5","9","3","21KCPC","40.589474","-73.960236","15","48","588","3396930","3074300007","Homecrest                                                                  "
"KCPD","NYCEEC","K","Little Sunshine Child Development",,"347-673-7239","2102 70th St","11204","1","12","987976","162301","littlesunshine.cd@gmail.com","http://littlesunshinecdc.com","5","9","3","20KCPD","40.612199","-73.986378","11","44","258","3157486","3061750006","Bensonhurst West                                                           "
"KCPE","NYCEEC","K","Little Scholars II",,"917-774-6505","448 Neptune Ave","11224","1","18","992545","150381","littlescholarsnyc2@gmail.com",,"5","9","3","21KCPE","40.579867","-73.970207","13","48","35602","3196581","3072740015","West Brighton                                                              "
"KCPF","NYCEEC","K","Sarah Winner Daycare",,"917-804-8284","2997 Ocean Pkwy","11235","1","12","993251","149815","sarahwinner30@gmail.com",,"5","9","3","21KCPF","40.577413","-73.968267","13","48","362","3244597","3086690088","Brighton Beach                                                             "
"KCPK","NYCEEC","K","Chabad Of North Brooklyn",,"718-388-0748","132 North 5 St","11249","1","12","995549","200403","director@ganchabadpreschool.com",,"5","9","3","14KCPK","40.716944","-73.95928","1","33","553","3062307","3023430012","North Side-South Side                                                      "
"KCPL","NYCEEC","K","Brooklyn Star Daycare Inc.",,"718-934-0075","2175 East 22 St","11229","1","36","998422","157212","brooklynstardaycare@gmail.com",,"5","9","3","22KCPL","40.598231","-73.94918","15","48","576","3199915","3073550053","Madison                                                                    "
"KCPM","NYCEEC","K","High Definition Day Care, Inc.",,"718-240-9300","337 Lenox Rd","11226","1","18","998572","177733","highdef_kids@hotmail.com",,"5","9","3","17KCPM","40.654263","-73.948315","17","40","818","3396954","3048377501","Erasmus                                                                    "
"KCPN","NYCEEC","K","One World Project - Brooklyn",,"212-929-0839","302 Vanderbilt St","11218","1","16","990117","176907","joanne@oneworldproject.org",,"5","9","3","15KCPN","40.652444","-73.978925","7","39","1502","3382209","3052720001","Windsor Terrace                                                            "
"KCPO","NYCEEC","K","Redeemer St. John's Nursery School",,"718-476-8030","939 83 St","11228","1","18","978945","165235","rsjnursery@gmail.com",,"5","9","3","20KCPO","40.62032","-74.019635","10","43","140","3330938","3060110040","Dyker Heights                                                              "
"KCPR","NYCEEC","K","Bam Bam's Playhouse",,"347-613-9475","714 Banner Ave","11235","1","18","995143","151756","bam.bams.daycare1@gmail.com",,"5","9","3","21KCPR","40.583372","-73.960816","13","48","366","3196537","3072640045","Brighton Beach                                                             "
"KCQE","NYCEEC","K","Stuyvesant Heights Day Care / New Vision One",,"718-783-5383","69 Macdonough St","11216","1","18","999853","187459","stepbystepecc@gmail.com",,"5","9","3","13KCQE","40.680992","-73.943986","3","36","269","3053328","3018510039","Bedford                                                                    "
"M001","DOE","M","P.S. 001 Alfred E Smith",,"212-267-4133","8 Henry St","10038","1","72","984943","198898","ahom@schools.nyc.gov","http://schools.nyc.gov/schoolportals/02/m001","3","3","3","02M001","40.71276","-73.997489","3","1","27","1003375","1002790040","Chinatown                                                                  "
