"bronx_cooperatives_comparable_properties_boro_block_lot","bronx_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","bronx_cooperatives_comparable_properties_neighborhood","bronx_cooperatives_comparable_properties_building_classification","bronx_cooperatives_comparable_properties_total_units","bronx_cooperatives_comparable_properties_year_built","bronx_cooperatives_comparable_properties_gross_sqft","bronx_cooperatives_comparable_properties_est_gross_income","bronx_cooperatives_comparable_properties_gross_income_per_sqft","bronx_cooperatives_comparable_properties_full_market_value","bronx_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"2-05864-0526","6535 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10471","40.906601","-73.896517","8","11","345","2085191","2058640526","North Riverdale-Fieldston-Riverdale                                        ",,,"60","1969","60829","729948","12","2520000","41.4","2-05746-0567","2675 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","78","1951","92782","1085344","11.7","3740000","40.3","2.05","2-05864-0516","6555 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","73","1961","62570","816808","13.05","2980000","47.6","0"
"2-02683-0041","571 SOUTHERN BOULEVARD
Bronx, NY 
(40.81245139545, -73.903133881487)","2","10455","40.812457","-73.903039","2","17","83","2005084","2026830041","Longwood                                                                   ",,,"42","1907","25926","311112","12","728000","28.1","2-02677-0014","824 161 STREET
Bronx, NY 
(40.820657012465, -73.902162968964)","MORRISANIA/LONGWOOD","C1-WALK-UP","22","1907","19500","191041","9.8","545000","27.9","0.5","2-02620-0022","3246 3 AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","MORRISANIA/LONGWOOD","C7-WALK-UP","25","1907","22672","327870","14.46","1200000","53","0.75"
"2-03347-0043","3279 HULL AVENUE
Bronx, NY 
(40.876261399995, -73.874897510146)","2","10467","40.876193","-73.874904","7","11","42902","2018362","2033470043","Norwood                                                                    ",,,"51","1924","44950","362282","8.06","848000","18.87","2-02466-0040","155 168 STREET
Bronx, NY 
(40.836065414067, -73.917229848916)","MELROSE/CONCOURSE","C1-WALK-UP","51","1924","45500","323235","7.1","757000","16.64","3.5","2-03197-0005","2284 GRAND AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE HTS/UNIV HTS","C1-WALK-UP","51","1924","46285","362282","7.83","848000","18.32","1.9"
"2-04247-0057","2015 ST PAUL AVENUE
Bronx, NY 
(40.852547269761, -73.828793858665)","2","10461","40.852914","-73.829023","10","13","300","2047715","2042470057","Pelham Bay-Country Club-City Island                                        ",,,"66","1964","58600","666868","11.38","2300000","39.2","2-04246-0020","2025 CONTINENTAL AVENUE
Bronx, NY 
(40.852503424205, -73.829825319969)","SCHUYLERVILLE/PELHAM BAY","D1-ELEVATOR","55","1963","57840","677884","11.72","2340000","40.5","0.03","2-04178-0010","3555 BRUCKNER BOULEVARD
Bronx, NY 
(40.825576999979, -73.918448999722)","SCHUYLERVILLE/PELHAM BAY","D3-ELEVATOR","142","1960","112000","1274936","11.38","4400000","39.3","0.4"
"2-02861-0119","1780 DAVIDSON AVENUE
Bronx, NY 
(40.84872487509, -73.912729781876)","2","10453","40.848937","-73.912612","5","14","217","2008370","2028610119","University Heights-Morris Heights                                          ",,,"42","1928","42450","297999","7.02","698000","16.44","2-02505-0046","1130 ANDERSON AVENUE
Bronx, NY 
(40.835399393333, -73.924742269136)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","42","1928","40800","286565","7.02","671000","16.45","1.15","2-02506-0022","1214 SHAKESPEARE AVENUE
Bronx, NY 
(40.837197076689, -73.923269772104)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","43","1926","39816","352385","8.85","825000","20.72","1.05"
"2-03016-0007","1900 LONGFELLOW AVENUE
Bronx, NY 
(40.839108519406, -73.882078475593)","2","10460","40.838969","-73.882285","6","17","359","2010965","2030160007","East Tremont                                                               ",,,"28","1931","27550","222577","8.08","521000","18.91","2-03287-0066","314 196 STREET
Bronx, NY 
(40.866470927441, -73.890170863277)","BEDFORD PARK/NORWOOD","C1-WALK-UP","28","1922","27000","208427","7.72","538000","19.93","1.9","2-03346-0017","3220 PERRY AVENUE
Bronx, NY 
(40.875089828219, -73.876760060371)","BEDFORD PARK/NORWOOD","C1-WALK-UP","28","1927","25250","216152","8.56","506000","20.04","2.5"
"2-03131-0020","998 179 STREET
Bronx, NY 
(40.842179548527, -73.880188950171)","2",,,,,,,,,,,,"90","1971","90900","1054440","11.6","3640000","40","2-03108-0044","825 179 STREET
Bronx, NY 
(40.844751086023, -73.885759804948)","EAST TREMONT","D1-ELEVATOR","90","2001","82309","797128","9.68","2270000","27.6","0.35","2-03797-0001","2001 BRUCKNER BOULEVARD
Bronx, NY 
(40.825576999979, -73.918448999722)","CASTLE HILL/UNIONPORT","D3-ELEVATOR","118","1964","112507","1412246","12.55","4870000","43.3","1.7"
"2-05796-0107","525 236 STREET
Bronx, NY 
(40.886508399451, -73.907495187006)","2",,,,,,,,,,,,"57","1956","68728","927828","13.5","3390000","49.3","2-05793-0467","3555 OXFORD AVENUE
Bronx, NY 
(40.88632086694, -73.908793797665)","RIVERDALE","D1-ELEVATOR","57","1960","72553","821627","11.32","2550000","35.1","0.1","2-05907-0348","3725 BLACKSTONE AVENUE
Bronx, NY 
(40.888932645311, -73.911592854676)","RIVERDALE","D1-ELEVATOR","42","1968","41803","622298","14.89","2270000","54","0.25"
"2-03368-0010","4320 VAN CORTLANDT PARK
Bronx, NY 
(40.898839039722, -73.874093107846)","2","10471","40.895865","-73.892294","26","11","435",,,"park-cemetery-etc-Bronx                                                    ",,,"110","1958","151800","1296000","8.54","3340000","22","2-04286-0013","2084 BRONX PARK
Bronx, NY 
(40.840492619955, -73.878374604799)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","106","1929","132000","1148792","8.7","2960000","22.42","3.15","2-04338-0012","660 THWAITES PLACE
Bronx, NY 
(40.858845897175, -73.869087756)","BRONXDALE","D1-ELEVATOR","108","1954","137350","1366632","9.95","3900000","28.4","2.8"
"2-04289-0035","754 BRADY AVENUE
Bronx, NY 
(40.852356385184, -73.865627637506)","2","10462","40.852358","-73.865413","11","13","22404","2090368","2042890035","Pelham Parkway                                                             ",,,"59","1932","75260","669814","8.9","1730000","22.99","2-04284-0001","2039 CRUGER AVENUE
Bronx, NY 
(40.85151387209, -73.866826178161)","MORRIS PARK/VAN NEST","D1-ELEVATOR","73","1935","81456","724971","8.9","1870000","22.96","0.1",,,,,,,,,,,,
"2-04337-0001","601 PELHAM PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10467","40.857365","-73.870656","11","15","33201","2049724","2043370001","Bronxdale                                                                  ",,,"116","1937","108757","1267019","11.65","4370000","40.2","2-04426-0017","2440 OLINVILLE AVENUE
Bronx, NY 
(40.862137546515, -73.86843904349)","BRONXDALE","D1-ELEVATOR","83","1965","95700","862834","9.02","2230000","23.3","0.35","2-04342-0010","2280 OLINVILLE AVENUE
Bronx, NY 
(40.859362051632, -73.868536757872)","BRONXDALE","D1-ELEVATOR","256","1965","255000","2971510","11.65","10300000","40.4","0.2"
"2-04845-0011","745 231 STREET
Bronx, NY 
(40.884537979225, -73.91834237219)","2",,,,,,,,,,,,"201","1957","249258","2849258","11.43","9830000","39.4","2-05909-0163","3950 BLACKSTONE AVENUE
Bronx, NY 
(40.890261642548, -73.911362719053)","RIVERDALE","D1-ELEVATOR","176","1959","237000","2849258","12.02","9830000","41.5","2.8",,,,,,,,,,,,
"2-05409-0041","1110 STADIUM AVENUE
Bronx, NY 
(40.836033998876, -73.817266686766)","2","10465","40.835994","-73.817285","10","13","27402","2091334","2054090041","Pelham Bay-Country Club-City Island                                        ",,,"130","1963","136913","1334901","9.75","3810000","27.8","2-05920-0670","3801 HUDSON MANOR TERRACE
Bronx, NY 
(40.888545076654, -73.915673378076)","RIVERDALE","D1-ELEVATOR","135","1960","152400","2104803","13.81","7680000","50","6.3","2-03212-0005","2260 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","110","1959","122883","1137080","9.25","3240000","26.4","4.9"
"2-03253-0255","2875 SEDGWICK AVENUE
Bronx, NY 
(40.873984218343, -73.901694440926)","2","10468","40.874492","-73.901495","8","14","273","2015580","2032530255","Van Cortlandt Village                                                      ",,,"85","1927","107220","923320","8.61","2380000","22.2","2-03250-0102","117 197 STREET
Bronx, NY 
(40.869983743244, -73.892496369202)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","85","1926","108500","923320","8.51","2160000","19.91","0.2","2-04320-0005","2160 HOLLAND AVENUE
Bronx, NY 
(40.855252698748, -73.865699859482)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","85","1930","82548","893517","10.82","2780000","33.7","2.35"
"2-05919-0436","3777 INDEPENDENCE AVENUE
Bronx, NY 
(40.888990840119, -73.913056791538)","2","10463","40.8889","-73.913036","8","11","309","2085871","2059190436","North Riverdale-Fieldston-Riverdale                                        ",,,"196","1963","255000","2996250","11.75","10300000","40.4","2-04342-0010","2280 OLINVILLE AVENUE
Bronx, NY 
(40.859362051632, -73.868536757872)","BRONXDALE","D1-ELEVATOR","256","1965","255000","2971510","11.65","10300000","40.4","3.15","2-05909-0163","3950 BLACKSTONE AVENUE
Bronx, NY 
(40.890261642548, -73.911362719053)","RIVERDALE","D1-ELEVATOR","176","1959","237000","2849258","12.02","9830000","41.5","0.25"
"2-02421-0013","270 162 STREET
Bronx, NY 
(40.82645700183, -73.91782103863)","2",,,,,,,,,,,,"11","1931","10675","117425","11","275000","25.8","2-02398-0027","395 151 STREET
Bronx, NY 
(40.817593209003, -73.917326772025)","MELROSE/CONCOURSE","D7-ELEVATOR","39","1931","36360","399132","10.98","1240000","34.1","0.55","2-02418-0001","299 158 STREET
Bronx, NY 
(40.82329417536, -73.917997001021)","MELROSE/CONCOURSE","C7-WALK-UP","15","1931","11815","143848","12.18","496000","42","0.15"
"2-02608-0022","1103 FRANKLIN AVENUE
Bronx, NY 
(40.827948227628, -73.906223709357)","2","10456","40.827713","-73.90645","3","16","185","2113110","2026080022","Morrisania-Melrose                                                         ",,,"25","1917","24750","289575","11.7","678000","27.4","2-02609-0028","536 168 STREET
Bronx, NY 
(40.830871669725, -73.905347224407)","MORRISANIA/LONGWOOD","C7-WALK-UP","38","1917","24174","283097","11.71","977000","40.4","0.2","2-02418-0001","299 158 STREET
Bronx, NY 
(40.82329417536, -73.917997001021)","MELROSE/CONCOURSE","C7-WALK-UP","15","1931","11815","143848","12.18","496000","42","0.65"
"2-03201-0003","2506 DAVIDSON AVENUE
Bronx, NY 
(40.864337623241, -73.901029548299)","2","10468","40.864537","-73.900899","7","14","265","2014362","2032010003","Kingsbridge Heights                                                        ",,,"42","1941","37000","314500","8.5","811000","21.92","2-03216-0016","1940 ANDREWS AVENUE
Bronx, NY 
(40.854998717974, -73.912950774843)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","43","1925","54150","434728","8.03","1120000","20.68","0.95","2-03225-0106","2326 LORING PLACE
Bronx, NY 
(40.861489315879, -73.908522883957)","KINGSBRIDGE HTS/UNIV HTS","D1-ELEVATOR","42","1928","39780","405070","10.18","1260000","31.7","0.5"
"2-05403-0025","3321 BRUCKNER BOULEVARD
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10461","40.842087","-73.826163","10","13","264","2074929","2054030025","Schuylerville-Throgs Neck-Edgewater Park                                   ",,,"71","1939","57994","565441","9.75","1610000","27.8","2-05385-0013","2816 ROEBLING AVENUE
Bronx, NY 
(40.842697720645, -73.836174438854)","SCHUYLERVILLE/PELHAM BAY","D1-ELEVATOR","60","1929","50000","409310","8.19","1060000","21.2","0.45",,,,,,,,,,,,
"2-05803-0965","4414 CAYUGA AVENUE
Bronx, NY 
(40.891539935318, -73.899173855169)","2","10471","40.891826","-73.899147","8","11","351","2084221","2058030965","North Riverdale-Fieldston-Riverdale                                        ",,,"30","1930","30000","379500","12.65","1310000","43.7","2-04435-0018","2530 HOLLAND AVENUE
Bronx, NY 
(40.863571628859, -73.865419539762)","BRONXDALE","D1-ELEVATOR","35","1930","30816","353134","11.46","1220000","39.6","2.55","2-05716-0287","2475 PALISADE AVENUE
Bronx, NY 
(40.880092839955, -73.92234413928)","RIVERDALE","D1-ELEVATOR","25","1932","31098","495336","15.93","1960000","63","1.4"
"2-04543-0001","3000 BRONX PARK
Bronx, NY 
(40.869715436196, -73.870483087816)","2","10467","40.856629","-73.875725","27","15","334",,,"park-cemetery-etc-Bronx                                                    ",,,"297","1961","352360","4104994","11.65","9610000","27.3","2-04342-0010","2280 OLINVILLE AVENUE
Bronx, NY 
(40.859362051632, -73.868536757872)","BRONXDALE","D1-ELEVATOR","256","1965","255000","2971510","11.65","10300000","40.4","0.75","2-04633-0001","831 BARTHOLDI STREET
Bronx, NY 
(40.8738024884, -73.862386094326)","BRONXDALE","D1-ELEVATOR","122","1973","127629","1545572","12.11","4410000","34.6","0.45"
"2-02868-0121","1966 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,,,"11","1914","17100","169461","9.91","397000","23.22","2-02876-0067","1600 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","HIGHBRIDGE/MORRIS HEIGHTS","C1-WALK-UP","32","1922","29315","290385","9.91","828000","28.2","0.55","2-02876-0065","1592 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","HIGHBRIDGE/MORRIS HEIGHTS","C1-WALK-UP","32","1922","29315","290385","9.91","828000","28.2","0.55"
"2-02443-9080","780 CONCOURSE VILLAGE
Bronx, NY 
(40.823141442756, -73.919767525003)","2",,,,,,,,,,,,"936","1963","862500","10082625","11.69","23600000","27.4","2-02314-0001","271 138 STREET
Bronx, NY 
(40.810935227356, -73.927054860398)","MOTT HAVEN/PORT MORRIS","D1-ELEVATOR","145","1965","137800","1446900","10.5","3390000","24.6","0.8",,,,,,,,,,,,
"2-05038-0010","4331 RICHARDSON AVENUE
Bronx, NY 
(40.89680576882, -73.856842373849)","2","10466","40.896798","-73.856812","12","11","418","2069660","2050380010","Woodlawn-Wakefield                                                         ",,,"21","1964","17013","181615","10.68","564000","33.2","2-03355-0109","3370 DECATUR AVENUE
Bronx, NY 
(40.877200096155, -73.873029244118)","BEDFORD PARK/NORWOOD","C1-WALK-UP","21","1937","16450","156630","9.52","447000","27.2","1.55","2-04826-0040","633 224 STREET
Bronx, NY 
(40.887869752157, -73.863181606189)","WILLIAMSBRIDGE","C1-WALK-UP","21","1928","15532","181615","11.69","627000","40.4","0.65"
"2-02861-0114","1770 DAVIDSON AVENUE
Bronx, NY 
(40.848609151379, -73.912813102948)","2","10453","40.848772","-73.912724","5","14","217","2008369","2028610114","University Heights-Morris Heights                                          ",,,"65","1927","81502","688691","8.45","1610000","19.75","2-02506-0010","1190 SHAKESPEARE AVENUE
Bronx, NY 
(40.836432884976, -73.923296751765)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","80","1929","97000","819498","8.45","2110000","21.75","1.05","2-02505-0064","1161 JEROME AVENUE
Bronx, NY 
(40.835716420463, -73.923051183973)","HIGHBRIDGE/MORRIS HEIGHTS","D1-ELEVATOR","96","1927","84018","881351","10.49","2740000","32.6","1.15"
"2-02727-0039","1111 SOUTHERN BOULEVARD
Bronx, NY 
(40.825929563903, -73.891991861798)","2","10459","40.826341","-73.891926","2","17","12701","2005804","2027270039","Hunts Point                                                                ",,,"26","1925","21917","180315","8.23","422000","19.25","2-02699-0048","993 INTERVALE AVENUE
Bronx, NY 
(40.822960584514, -73.896908557146)","MORRISANIA/LONGWOOD","C7-WALK-UP","25","1925","21995","339822","15.45","796000","36.2","0.3","2-02740-0007","887 HUNT'S POINT AVENUE
Bronx, NY 
(40.819030143579, -73.889531627131)","HUNTS POINT","C7-WALK-UP","25","1925","22120","154921","7","363000","16.41","0.55"
"2-03282-0046","2665 DECATUR AVENUE
Bronx, NY 
(40.864217439386, -73.889522844095)","2","10458","40.864167","-73.889489","7","15","40502","2016481","2032820046","Bedford Park-Fordham North                                                 ",,,"26","1916","24000","237120","9.88","555000","23.13","2-03282-0019","2654 MARION AVENUE
Bronx, NY 
(40.864616727396, -73.890742671612)","BEDFORD PARK/NORWOOD","C1-WALK-UP","21","1911","23750","230397","9.7","657000","27.7","0","2-03278-0018","2726 DECATUR AVENUE
Bronx, NY 
(40.865475149577, -73.888059019446)","BEDFORD PARK/NORWOOD","C1-WALK-UP","31","1915","24080","249134","10.35","774000","32.1","0.1"
"2-05787-0177","3225 JOHNSON AVENUE
Bronx, NY 
(40.883724655146, -73.910419745906)","2","10463","40.884292","-73.910424","8","11","297","2084110","2057870177","Spuyten Duyvil-Kingsbridge                                                 ",,,"60","1970","60928","700672","11.5","2420000","39.7","2-05793-0467","3555 OXFORD AVENUE
Bronx, NY 
(40.88632086694, -73.908793797665)","RIVERDALE","D1-ELEVATOR","57","1960","72553","821627","11.32","2550000","35.1","0.1","2-05864-0516","6555 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","73","1961","62570","816808","13.05","2980000","47.6","1.7"
"2-05908-0203","645 239 STREET
Bronx, NY 
(40.889755079348, -73.91267102555)","2",,,,,,,,,,,,"43","1953","59766","717192","12","2470000","41.3","2-05107-0003","4769 WHITE PLAINS ROAD
Bronx, NY 
(40.905195810038, -73.849572118291)","WAKEFIELD","D7-ELEVATOR","65","1965","55304","645740","11.68","2230000","40.3","3.35","2-05907-0348","3725 BLACKSTONE AVENUE
Bronx, NY 
(40.888932645311, -73.911592854676)","RIVERDALE","D1-ELEVATOR","42","1968","41803","622298","14.89","2270000","54","0.05"
"2-04550-0012","2922 BARNES AVENUE
Bronx, NY 
(40.86829311291, -73.863399171709)","2","10467","40.868308","-73.863418","11","13","340","2093477","2045500012","Bronxdale                                                                  ",,,"129","1928","127566","1544824","12.11","5330000","41.8","2-04633-0001","831 BARTHOLDI STREET
Bronx, NY 
(40.8738024884, -73.862386094326)","BRONXDALE","D1-ELEVATOR","122","1973","127629","1545572","12.11","4410000","34.6","0.4","2-04338-0012","660 THWAITES PLACE
Bronx, NY 
(40.858845897175, -73.869087756)","BRONXDALE","D1-ELEVATOR","108","1954","137350","1366632","9.95","3900000","28.4","0.75"
