"company_name","company_contact","company_email","company_phone","address","city","state","zip","industry","industry_descr","company_type","current_fulltime","job_create","job_retain","effective_date","total_savings","savings_from_beginning","borough","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"DOWN RIGHTS LTD.","Mordechai Fried","info@downrightltd.com","7187886363","4603 FIRST AVENUE","Brooklyn","NY","11232","Manufacturing","MFG LINENS & BEDDING","IDA","28",,"28","2005-07-13T00:00:00.000","276.25","107684.82","BROOKLYN","40.652459","-74.017003","307","38","18","3350102","3007350015","Sunset Park West"
"Dr. Smood New York Production LLC","Dan Schwartz","dans@drsmood.com","5162428036","47-10 Austel Place","Long Island City","NY","11101","Manufacturing","Food","Relocator","13",,,"2017-08-04T00:00:00.000","1203.00","6027.62","QUEENS","40.743404","-73.941909","402","26","1","4000742","4000980042","Hunters Point-Sunnyside-West Maspeth"
"Duce Construction Corp.","Vejai Dadydeen","vejai@ducecc.com","2123162400","412 West 127th Street","New York","NY","10027","Commercial",,"Tenant","31",,,"2013-06-10T00:00:00.000","1353.24","10755.31","MANHATTAN","40.812887","-73.953622","109","7","21303","1081778","1019670015","Manhattanville"
"Dundy Glass & Mirror Corp.","Eric  Latin","eric@dundyglass.com","7187235800","122-52 Montauk Street","Springfield Gardens","NY","11413","Manufacturing","Cutter of glass","ICIP","18",,,"2008-04-16T00:00:00.000","3094.58","55898.35","QUEENS","40.681472","-73.759058","412","27","352","4442292","4127000038","St. Albans"
"DURA FOAM, INC.","ANTHONY FONTANA","ldyjewles@yahoo.com","7188481216","63-02 59TH AVENUE","Queens","NY","11378","Manufacturing","MFG/FABR FOAM & CUSHIONS","ICIP","14","30","42","2006-02-16T00:00:00.000","1780.95","89029.12","QUEENS","40.719695","-73.901421","405","30","521","4437578","4027550023","Maspeth"
"East Coast Envelope & Graphics, LLC","RICARDO  WILKOWSKI","ricardow@interstate-envelope.com","7183262424","56-05 55th Dr","Queens","NY","11378","Manufacturing","MFG. OF ENVELOPES","ICAP","52",,,"2016-10-17T00:00:00.000","32158.64","156995.52","QUEENS","40.726479","-73.914291","402","30","219","4058925","4025730162","Hunters Point-Sunnyside-West Maspeth"
"EASTERN CONCEPTS, INC.","ERIC GREENBERG","ericg@gm-graphics.com","2124723377","11030 45TH ROAD","LONG ISLAND CITY","NY","11101","Manufacturing","Signs and Award Plaques","Relocator","9",,,"2015-11-04T00:00:00.000","1713.96","6201.55","QUEENS","40.746929","-73.949225","402","26","7","4617933","4000547501","Hunters Point-Sunnyside-West Maspeth"
"Eastern Effects, Inc.","Christopher Hayes","Scott@easterneffects.com","7188551197","302 Scheffield Avenue","Brooklyn","NY","11215","Wholesale/Warehouse/Distribution",,"IDA","29",,,"2016-02-23T00:00:00.000","23929.17","78762.77",,,,,,,,,
"Eastern Plating, Inc.","Shlomo Basch","sol@easterntabletop.com","7185224142","1943 Pitkin Avenue","Brooklyn","NY","11207","Wholesale/Warehouse/Distribution","Mfg. Silver Plating","ICIP","20",,,"2010-04-22T00:00:00.000","4780.07","43222.19","BROOKLYN","40.671139","-73.900999","305","37","1144","3083763","3037150033","East New York (Pennsylvania Ave)"
"Echostar Satellite, LLC","Angelique Carter","angelique.carter@dishnetwork.com","7205146423","3189 123rd Street","Flushing","NY","11354","Commercial",,"ICIP","133",,,"2009-01-02T00:00:00.000","21571.00","302463.11","QUEENS","40.768295","-73.845753","407","19","907","4438020","4043920025","College Point"
"Eclectic/Encore Properties, Inc.","Suri Bieler","sbieler@eclecticprops.com","2126458880","47-51 33rd Street","Long Island City","NY","11101","Commercial","Prop and rental company","IDA","18",,,"2015-07-08T00:00:00.000","11936.64","45568.82","QUEENS","40.741725","-73.932261","402","26","199","4311874","4002510001","Hunters Point-Sunnyside-West Maspeth"
"EDISON PRICE, INC.","EMMA PRICE","eprice@epl.com","7186850701","41-10 22 St.","Queens","NY","11101","Manufacturing",,"ICIP","150",,,"2012-12-04T00:00:00.000","35350.83","237233.88","QUEENS","40.753148","-73.941706","401","26","33","4004977","4004110031","Queensbridge-Ravenswood-Long Island City"
"EMERALD SEAFOOD CO., INC.","THOMAS FLANIGAN","EmeraldSeaFoodCompany@newfultonfishmarket.com","7186208414","800 FOOD CENTER DRIVE,  59,61,63","Bronx","NY","10474","Wholesale/Warehouse/Distribution","DISTRIBUTOR","Tenant","15",,"15","2006-07-03T00:00:00.000","1244.10","53856.18","BRONX","40.805255","-73.876414","202","17","93","2088215","2027800073","Hunts Point"
"EMG Media, Inc.","Adam Pierce","adamp@emgmediainc.com","2129939429","11-11 44th Drive","Queens","NY","11101","Commercial","organize corp events and sales promo svcs","Relocator","24",,,"2015-07-08T00:00:00.000","3898.12","14868.42","QUEENS","40.748483","-73.949282","402","26","19","4005232","4004470013","Hunters Point-Sunnyside-West Maspeth"
"Empire Merchants","Stephen Meresman","smeresman@empiremerchants.com","7187262500","19-50 48TH STREET","Queens","NY","11105","Wholesale/Warehouse/Distribution","WH & DIST. WINES & SPIRIT","ICIP","25","5","25","2005-04-12T00:00:00.000","792.75","83826.86","QUEENS","40.773816","-73.89556","401","22","12301","4014509","4007650001","Steinway"
"Empire Merchants","Stephen Meresman","smeresman@empiremerchants.com","7187262500","19-50 48TH STREET","Queens","NY","11105","Wholesale/Warehouse/Distribution","WH & DIST. WINES & SPIRIT","IDA","840","15","2520","2005-09-09T00:00:00.000","2092.87","523488.92","QUEENS","40.773816","-73.89556","401","22","12301","4014509","4007650001","Steinway"
"Empress Media, Inc.","David Miller","dmiller@empressmam.com","2126434898","39-20 24th St, 2nd Fl","Queens","NY","11101","Manufacturing","computer software & design","Relocator","43",,,"2011-12-07T00:00:00.000","6650.47","35686.91","QUEENS","40.754795","-73.937896","401","26","33","4314376","4003940034","Queensbridge-Ravenswood-Long Island City"
"ENVELOPE MANUFACTURERS","ROBERT HARPER Sr","danielle.germain.em@verizon.net","7188515009","450 JOHNSON AVENUE","Brooklyn","NY","11237","Manufacturing","MANUFACTURER","ICIP","32","8","119","2007-04-05T00:00:00.000","23595.99","670346.70","BROOKLYN","40.708045","-73.930409","301","34","453","3070612","3029920021","Bushwick North"
"Epic Pharma LLC","Ram Potti","r.potti@epic-pharma.com","7182768600","227-15 North Conduit Avenue","Queens","NY","11413","Manufacturing","Prescription pharmaceuticals","ICIP","187",,,"2014-09-08T00:00:00.000","144465.42","643121.08","QUEENS","40.666407","-73.746684","413","31","682","4440705","4131930100","Laurelton"
"Export Trade of America, Inc.","Henry Lapiddos","henry@export-sales.com","2126735000","44-61 11th Street","Long Island City","NY","11101","Commercial","Exporter of american groceries","Relocator","11",,,"2009-06-08T00:00:00.000","1761.63","18432.65","QUEENS","40.748206","-73.949701","402","26","7","4000441","4000520020","Hunters Point-Sunnyside-West Maspeth"
"E-Z Ink, Inc.","Oleg Zoan","oleg.ezink@gmail.com","7183698211","140 58th Street Bldg. B Unit 4E","Brooklyn","NY","11220","Manufacturing",,"City/State","38",,,"2014-09-03T00:00:00.000","11758.28","54551.87","BROOKLYN","40.645338","-74.022864","307","38","18","3414976","3057780001","Sunset Park West"
"FAIR FISH CO., INC.","FRANK FOGLIAND","FairFish@newfultonfishmarket.com","7187451115","800 FOOD CENTER DRIVE UNITS21,23,25","Bronx","NY","10474","Wholesale/Warehouse/Distribution","DIST. VARIOUS FISH","Tenant","15",,"15","2006-03-07T00:00:00.000","784.07","47047.74","BRONX","40.805255","-73.876414","202","17","93","2088215","2027800073","Hunts Point"
"Fairway Bakery LLC","Dennis Tortora","dennis.tortora@fairwaymarket.com","9177348111","400 Walnut Avenue","Bronx","NY","10454","Manufacturing","Baked goods and fresh produce preparation and distributing","Relocator","70",,,"2014-11-06T00:00:00.000","108644.12","544997.47","BRONX","40.805184","-73.906015","201","17","19","2004053","2025990089","Mott Haven-Port Morris"
"FALCONE''''S COOKIELAND, LTD.","CARMINE FALCONE","Falconecookie@aol.com","7182364200","1632 61ST STREET","Brooklyn","NY","11204","Manufacturing","MFG. FLAT BREAD & COOKIES","ICIP","55",,,"2011-06-09T00:00:00.000","13053.60","114974.88","BROOKLYN","40.623705","-73.991628","311","44","248","3132386","3055240020","Bensonhurst West"
"FAT WITCH BAKERY, INC.","PATRICIA HELDING","witchservice@fatwitch.com","2128071335","1753 Park Ave","New York","NY","10035","Manufacturing","COMMERCIAL BAKERY","Relocator","18",,,"2009-02-12T00:00:00.000","3273.78","54463.37","MANHATTAN","40.802929","-73.940568","111","9","196","1087919","1017700071","East Harlem North"
"Gotham Greens Gowanus LLC","Viraj Puri","viraj@gothamgreens.com","3477991100","190-220 Third Street","Brooklyn","NY","11215","Manufacturing","Hydroponic greenhouse","Tenant","33",,,"2014-08-08T00:00:00.000","82102.87","298917.36","BROOKLYN","40.675669","-73.989246","306","39","119","3000000","3009780023","Park Slope-Gowanus"
"Faviana International Inc","Omid Pourmoradi","omid@faviana.com","2125944422","31-10 Hunters Point Ave","Queens","NY","11101","Manufacturing","design & manufacture women''''''''s evening wear","IDA","8",,,"2016-07-07T00:00:00.000","6649.57","17628.46","QUEENS","40.740233","-73.935968","402","26","199","4003554","4002890034","Hunters Point-Sunnyside-West Maspeth"
"FAVORITE PLASTICS CO., INC.","Mitchell Kirschner","plasticsrus@aol.com","7182537000","1465 UTICA AVENUE","Brooklyn","NY","11205","Manufacturing","MFG. PLASTIC BAGS","ICIP","75",,"75","2005-08-29T00:00:00.000","0","2076967.07","BROOKLYN","40.636521","-73.928747","318","45","932","3325342","3079690020","East Flatbush-Farragut"
"FAVORITE PLASTICS CO., INC.","Mitchell Kirschner","plasticsrus@aol.com","7182537000","1465 UTICA AVENUE","Brooklyn","NY","11205","Manufacturing","MFG. PLASTIC BAGS","IDA","42",,,"2017-06-02T00:00:00.000","124943.43","189115.35","BROOKLYN","40.636521","-73.928747","318","45","932","3325342","3079690020","East Flatbush-Farragut"
"Fay Da Manufacturing Corp.","Kellen Chow","kellen@fayda.com","7184569331","186-192 SEIGEL STREET","Brooklyn","NY","11206","Manufacturing","Mfg Asian dessert food products","ICIP","15",,,"2009-07-07T00:00:00.000","28680.07","271057.23","BROOKLYN","40.704687","-73.938484","301","34","485","3071471","3031000011","Bushwick South"
"FEDERAL EXPRESS","Samuel Adamson","sam.adamson@fedex.com","7187886000","3630 Hacks Cross Rd","Memphis","TN","38125","Commercial","OVERNIGHT SHP.","ICAP","77",,,"2015-07-08T00:00:00.000","64833.68","233309.01",,,,,,,,,
"FEDERAL EXPRESS","Samuel Adamson","sam.adamson@fedex.com","7187886000","3630 Hacks Cross Rd","Memphis","TN","38125","Commercial","OVERNIGHT SHP.","ICIP","221",,,"2007-07-05T00:00:00.000","13595.96","377230.72",,,,,,,,,
"FEDERAL EXPRESS","Samuel Adamson","sam.adamson@fedex.com","7187886000","3630 Hacks Cross Rd","Memphis","TN","38125","Commercial","OVERNIGHT SHP.","Relocator","193",,,"2008-09-09T00:00:00.000","24053.54","456659.65",,,,,,,,,
"First United Distribution Corp.","Ismeta Durkovic","ismetaksdc@gmail.com","7183261219","58-38 59th Street","Queens","NY","11378","Wholesale/Warehouse/Distribution",,"Tenant","2",,,"2015-10-16T00:00:00.000","2121.30","7736.53","QUEENS","40.719945","-73.908282","405","30","525","4539678","4026810052","Maspeth"
"Five Star Seafood, Inc.","Mitchell  Goldstein","mitchsseafood@gmail.com","9732092240","800 Food Center Dr. UNIT 94","Bronx, NY","NY","10474","Wholesale/Warehouse/Distribution","Wholersaler of seafood","Tenant","1",,,"2006-03-07T00:00:00.000","474.21","17808.12","BRONX","40.805255","-73.876414","202","17","93","2088215","2027800073","Hunts Point"
"Food Saver, New York, Inc.","Orin Tucker","andre@cvmventures.com","7182099300","402 E. 83rd Street","Brooklyn","NY","11236","Manufacturing",,"ICIP","15",,,"2015-05-26T00:00:00.000","12273.02","44199.92","BROOKLYN","40.643104","-73.917904","318","45","960","3221975","3079180111","Canarsie"
"FoodFest Depot LLC","Michael Tyras","mtyras@foodfestdepot.com","7183781122","550 E. 132nd Street","Bronx","NY","11545","Wholesale/Warehouse/Distribution","Distibutor of meats and groceries to restaurants and delis","IDA","16",,,"2014-08-11T00:00:00.000","47467.41","236471.72",,,,,,,,,
"FOREST CITY PIERREPONT ASSOCIATES","Rick Ragaliotis","rragaliotis@fcrc.com","7088020131","300 CADMAN PLAZA WEST","BROOKLYN HEIGHT","NY","11201","Commercial","Landlord","ICIP","47",,,"2008-10-30T00:00:00.000","31556.99","622255.85","BROOKLYN","40.695198","-73.990869","302","33","502","3001937","3002390001","Brooklyn Heights-Cobble Hill"
"Foster Reeve & Associates, Inc.","Foster Reeve","creilly@fraplaster.com","7186090090","1155 Manhattan Avenue #1011","Brookyn","NY","11222","Manufacturing","Mfg. of Plaster, Molding","Tenant","31",,,"2010-06-02T00:00:00.000","7153.55","43976.23","BROOKLYN","40.738162","-73.955442","301","33","563","3404803","3024720350","Greenpoint"
"FRANK W. WILKISSON, INC.","JOHN WILKISSON","fww779@aol.com","7185895280","800 FOOD CENTER DRIVE, UNITS 98","Bronx","NY","10474","Wholesale/Warehouse/Distribution","WHOLESALE AND DISTRIBUTOR","Tenant","14",,"14","2006-06-02T00:00:00.000","665.82","25385.00","BRONX","40.805255","-73.876414","202","17","93","2088215","2027800073","Hunts Point"
"Franke Gottsegen & Cox Architect.","Erika Franke","studio@unionstreetstudiollc.com","718596","78 Union Street","Brooklyn","NY","11231","Commercial",,"ICIP","5",,,"2014-07-10T00:00:00.000","1311.15","6143.15","BROOKLYN","40.684708","-74.004183","306","39","51","3004377","3003410016","Carroll Gardens-Columbia Street-Red Hook"
"FRED GELLER ELECTRICAL, INC.","Oleg Samilenko",,"7183503900","54-15 38TH AVE./37-32 55TH ST.","QUEENS","NY","11377","Commercial","Electrical contractor","ICIP","360",,,"2012-05-15T00:00:00.000","11410.56","83686.59",,,,,,,,,
"Freeman Lewis LLP","Jennifer Freeman","jfreeman@freemanlewis.com","2129804082","11-11 44th Road","Queens","NY","11101","Commercial","Corporate Law Office","Relocator","5",,,"2013-04-08T00:00:00.000","333.93","2146.21","QUEENS","40.749237","-73.949065","402","26","19","4005224","4004460023","Hunters Point-Sunnyside-West Maspeth"
"FRESH DIRECT LLC","JOE LACY","gbennett@freshdirect.com","2128222203","23-30 BORDEN AVENUE","Queens","NY","11101","Manufacturing","MFG. PERIS. FOOD","ICIP","200",,,"2010-10-05T00:00:00.000","51644.73","402156.18","QUEENS","40.739918","-73.947213","402","26","1","4436621","4000680038","Hunters Point-Sunnyside-West Maspeth"
"FRESH DIRECT LLC","JOE LACY","gbennett@freshdirect.com","2128222203","23-30 BORDEN AVENUE","Queens","NY","11101","Manufacturing","MFG. PERIS. FOOD","IDA","2565",,,"2017-08-08T00:00:00.000","351929.36","765912.89","QUEENS","40.739918","-73.947213","402","26","1","4436621","4000680038","Hunters Point-Sunnyside-West Maspeth"
"G & G Manhattan Fruitier, Inc.","Jehv  Gold","jgold@manhattanfruitier.com","2126860404","48-09 34th Queens NY","Long Island City","NY","11101","Wholesale/Warehouse/Distribution",,"Relocator","15",,,"2017-08-04T00:00:00.000","1788.65","2273.22",,,,,,,,,
"G & G SEAFOOD, INC.","JIM TIEDEMANN","jtiedemann@universal-seafood.com","7188422200","800 FOOD CENTER DRIVE Unit 36,125","Bronx","NY","10474","Wholesale/Warehouse/Distribution","DIST. VARIOUS SEAFOODS","Tenant","19",,"19","2006-05-03T00:00:00.000","1129.59","52589.75","BRONX","40.805255","-73.876414","202","17","93","2088215","2027800073","Hunts Point"
"G & J WHOLESALE ASSOCIATES, LLC","PINA SOARES","pinagracesmarketplace.com","2128760200","1735 PARK AVENUE","New York","NY","10035","Wholesale/Warehouse/Distribution","WHOLESALE","ICIP","2","4","4","2006-10-11T00:00:00.000","3223.05","116299.67","MANHATTAN","40.802355","-73.940987","111","9","196","1086569","1017690003","East Harlem North"
"Gailer Stamping & Die Cutting, LLC","Dennis Dourgarian","ddourgarian@gailer.com","2122435662","37-18 Northern Blvd.","Long Island City","NY","11101","Manufacturing","Die Cutting","Relocator","30",,,"2010-06-02T00:00:00.000","4777.82","51239.31","QUEENS","40.752096","-73.925887","401","26","171","4003103","4002140040","Hunters Point-Sunnyside-West Maspeth"
"GENERAL HARDWARE MANUFACTURING","Jeff Arbeit","j.arbeit@generaltools.com","2127764296","80 WHITE STREET","New York","NY","10013","Manufacturing","MFG. SMALL HAND TOOLS","ICIP","43",,"43","2006-05-11T00:00:00.000","604.98","84515.87","MANHATTAN","40.717634","-74.002233","101","1","31","1002333","1001950030","SoHo-TriBeCa-Civic Center-Little Italy"
"Global Container Terminal (GCT) New York LP","Thomas Fallon","tfallon@globalterminals.com","7185681714","300 Western Ave","Staten Island","NY","10303","Commercial","Container Terminal, transportation & warehousing","IDA","460","150","1380","2006-09-06T00:00:00.000","311054.98","2820705.18","STATEN IS","40.633645","-74.182637","501","49","323","5000000","5014100250","Mariner's Harbor-Arlington-Port Ivory-Graniteville"
"GOTHAM SEAFOOD CORP.","John McGuire","macsfish@gmail.com","2122689169","542 WEST 29TH STREET","New York","NY","10001","Manufacturing","MFG. FISH","ICIP","39","5","39","2005-06-15T00:00:00.000","8.59","103450.20","MANHATTAN","40.752098","-74.002999","104","3","99","1012437","1007000057","Hudson Yards-Chelsea-Flatiron-Union Square"
"GOTHAM SEAFOOD CORP.","John McGuire","macsfish@gmail.com","2122689169","542 WEST 29TH STREET","New York","NY","10001","Manufacturing","MFG. FISH","IDA","70",,,"2017-07-05T00:00:00.000","3473.35","17126.34","MANHATTAN","40.752098","-74.002999","104","3","99","1012437","1007000057","Hudson Yards-Chelsea-Flatiron-Union Square"
"GOURMET BOUTIQUE LLC","Robert Liberto","rliberto@gourmetboutique.com","7182862782","144-02 158th Street","Queens","NY","11434","Manufacturing","MFG. GOURMET FOODS","IDA","253",,,"2008-03-17T00:00:00.000","97318.29","1602438.18","QUEENS","40.665363","-73.779302","413","31","306","4296646","4150120006","Springfield Gardens South-Brookville"
"Gourmet Guru, Inc.","Val  Lichtenstein","vlichtenstrin@gourmetguru.com","7188422828","1123 Worthen Street","Bronx,","NY","10474","Wholesale/Warehouse/Distribution","Dist. of organic foods","IDA","19",,,"2010-11-01T00:00:00.000","1725.91","132483.51","BRONX","40.814074","-73.894052","202","17","93","2094360","2027360237","Hunts Point"
"Graf & Lewent Architects LLP","Howard Graf","hgraf@glarchiects.com","7186516200","90-28 11st Street","Jamaica","NY","11432","Commercial","Provider of architectural services","ICIP","42",,,"2013-02-18T00:00:00.000","2039.40","11664.34",,,,,,,,,
"Graham Windham Organization","Francis XSpain","BonillaC@graham-windham.org","2125296445","423-429 West 127th Street","New York","NY","10027","Wholesale/Warehouse/Distribution",,"Tenant","24",,,"2012-10-09T00:00:00.000","3910.25","25098.05","MANHATTAN","40.812964","-73.953759","109","7","21303","1084105","1019670060","Manhattanville"
"GRAND MERIDIAN PRINTINGS, INC.","Kwok Yim Chow","gm3343388@aol.com","7189373888","31-16 Hunters Point Ave","Queens","NY","11101","Manufacturing","COMMERCIAL PRINTER","IDA","31",,,"2009-04-08T00:00:00.000","8553.64","108831.59","QUEENS","40.740189","-73.935824","402","26","199","4314365","4002890040","Hunters Point-Sunnyside-West Maspeth"
"Grandstand Sports & Memorabilia, Inc.","Howard Schwartz","scottw@grandstandsports.com","2125328900","37-18 Northern Blvd","Long Island City","NY","11101","Wholesale/Warehouse/Distribution",,"Relocator","16",,,"2017-03-06T00:00:00.000","2416.14","2756.06","QUEENS","40.752096","-73.925887","401","26","171","4003103","4002140040","Hunters Point-Sunnyside-West Maspeth"
"Greenfelds LLC","Joseph Freund","officegreenfelds.com","7188559368","632-644 Parkside Avenue","Brooklyn","NY","11226","Commercial",,"IDA","29",,,"2015-10-27T00:00:00.000","9005.40","28334.38","BROOKLYN","40.656131","-73.952145","309","40","820","3116054","3050570021","Prospect Lefferts Gardens-Wingate"
"Greenpoint Avenue Realty LLC","Gina Argento","ginabws@gmail.com","7183499093","370 Greenpoint Avenue","Brooklyn","NY","11222","Manufacturing","Film studio productions","ICIP","2",,,"2014-11-03T00:00:00.000","28334.23","161148.16","BROOKLYN","40.732015","-73.944744","301","33","579","3065233","3025830012","Greenpoint"
"GREENPOINT GROUP, LLC","Mike  Kustanovich","aletaind@aol.com","7183490040","242 Eagle Street","BROOKLYN","NY","11222","Manufacturing","manufacture air conditioning ducts","IDA","36",,,"2008-06-02T00:00:00.000","3632.42","56082.91","BROOKLYN","40.735569","-73.950677","301","33","579","3332274","3025060027","Greenpoint"
"Gustav Restoration LLC","Karin Geiger-Hill","karingh@gustavrestoration.com","3478706114","19-60 45th Street","Queens","NY","11105","Manufacturing","construction fabrication, roofing, metal, skylights","Relocator","40",,,"2016-03-11T00:00:00.000","5554.27","18039.86","QUEENS","40.775199","-73.897862","401","22","12301","4015228","4007880055","Steinway"
"HALE & HEARTY SOUPS, LLC","Simon Jacobs","sjacobs@haleandhearty.com","2122552400","75 NINTH AVENUE","New York","NY","10011","Manufacturing","MFG. WHS. OF SOUPS","ICIP","38",,,"2009-02-05T00:00:00.000","62460.22","645789.15","MANHATTAN","40.741876","-74.004713","104","3","83","1012541","1007130001","Hudson Yards-Chelsea-Flatiron-Union Square"
"Hall Street Storage LLC","Jeffrey Sitt","jsitt@vinegarhillhc.com","7188553636","12-38 HALL STREET","Brooklyn","NY","11205","Wholesale/Warehouse/Distribution","Cold storage, dry storage warehouse","ICAP","21",,,"2014-07-08T00:00:00.000","28492.30","145919.27","BROOKLYN","40.6972","-73.966663","302","35","543","3334438","3018750014","park-cemetery-etc-Brooklyn"
"Hall Street Storage LLC","Jeffrey Sitt","jsitt@vinegarhillhc.com","7188553636","12-38 HALL STREET","Brooklyn","NY","11205","Wholesale/Warehouse/Distribution","Cold storage, dry storage warehouse","ICIP","24",,,"2009-09-03T00:00:00.000","32458.61","312880.04","BROOKLYN","40.6972","-73.966663","302","35","543","3334438","3018750014","park-cemetery-etc-Brooklyn"
"HALMARK ARCHITECTUAL FINISHING","Rachael Lazarus","rachel@halmarkarchitectural.com","7182721831","1768 DEAN STREET","Brooklyn","NY","11232","Commercial","Manufacturer of architectrual paint for metals","IDA","40",,,"2015-07-17T00:00:00.000","11420.95","40971.07","BROOKLYN","40.675741","-73.929199","308","36","307","3035818","3013490021","Crown Heights North"
"Harry Brainum Jr., Inc.","Gail Brainum","gbrainum@hbsteel.com","7183894080","360 McGuinness Blv./237 Freeman St","Brookln","NY","11222","Manufacturing",,"ICIP","21",,,"2018-04-03T00:00:00.000","1687.45","7226.95",,,,,,,,,
"HEINSEN PRODUCTS, INC.","OSCAR HEINSEN","oscar@heinsenproducts.com","7183780290","312 CASANOVA STREET","BRONX","NY","10474","Manufacturing","Sausage products","ICIP","14",,,"2008-02-04T00:00:00.000","4610.49","116415.39","BRONX","40.806719","-73.888274","202","17","93","2087656","2027740220","Hunts Point"
"Helen Uffner Vintage Clothing, LLC","Helen Uffner","uffnervintagellc@aol.com","7189370220","30-10 41st Avenue, 3rd Fl. South","Long Island City","NY","11101","Wholesale/Warehouse/Distribution","Renting vintage clothing to movie, theater and designer industry","Relocator","5",,,"2007-10-03T00:00:00.000","615.07","7946.50","QUEENS","40.749656","-73.935945","401","26","171","4003409","4002390026","Hunters Point-Sunnyside-West Maspeth"
"HELMS BROS. INC.","ARTHR GOLDSTEIN",,"2125577200","40-05 168TH STREET","Queens","NY","11361","Commercial","PROVIDES PARTS AND REPAIR SERVICES OF CARS. |","ICIP","50","45","50","2007-01-30T00:00:00.000","11039.60","304954.22","QUEENS","40.761017","-73.798233","407","19","1175","4120204","4053230250","Murray Hill"
"HENRY MODELL CO., INC.","Joe Conley",,"7187579177","1500 BASSETT AVENUE","Bronx","NY","10461","Manufacturing","WAREHOUSE DISTRIBUTOR","IDA","246","200","492","2006-06-30T00:00:00.000","14326.30","784759.29","BRONX","40.852806","-73.842191","211","13","296","2047123","2042260005","Pelham Parkway"
"HERCULES HEAT TREATING CORPORATION,","Joseph J.  Rizzo","joe@herculesht.com","7186251266","101 CLASSON AVENUE","Brooklyn","NY","11205","Manufacturing","AEROSPACE PARTS","ICIP","17",,,"2007-12-04T00:00:00.000","89947.67","1587900.71","BROOKLYN","40.697278","-73.961816","303","33","191","3054180","3018810017","Clinton Hill"
"HERGO ERGONOMIC SYS., INC.","KRISTEN SPERANZA-DIAMOND","kristen@hergo.com","8882227270","56-01 55TH AVE.","Maspeth","NY","11378","Manufacturing","MFG. SHEET METAL","Relocator","45","10","90","2006-05-16T00:00:00.000","3313.15","159111.50","QUEENS","40.727923","-73.914625","402","30","219","4058918","4025670150","Hunters Point-Sunnyside-West Maspeth"
"HI INTERIORS, INC.","GREGORY MADZIO",,"2126860401","62 18TH STREET 6TH FL","BROOKLYN","NY","11215","Manufacturing","Cabinets and doors","Tenant","7",,,"2007-08-10T00:00:00.000","1007.79","22327.99","BROOKLYN","40.666626","-73.997675","307","38","18","3336793","3006320004","Sunset Park West"
"Highline Locations LLC","Alinda Lundry","alina@highlinestages.com","2122068280","238-252 Conover Street","Brooklyn","NY","11231","Wholesale/Warehouse/Distribution","Film production supplies, repairs and lighting warehouse","ICIP","4",,,"2015-03-12T00:00:00.000","2030.11","8741.48","BROOKLYN","40.676489","-74.01613","306","38","53","3008773","3005950001","Carroll Gardens-Columbia Street-Red Hook"
"Hindustan Granites, Inc.","Babureddy  Mareddy","babu@hgstones.com","7183836708","280 Johnson Avenue","Brooklyn","NY","11206","Manufacturing","Mfg. of Granite & Stones","IDA","22",,,"2011-07-06T00:00:00.000","10262.32","70560.11","BROOKLYN","40.707138","-73.937331","301","34","485","3325872","3030730035","Bushwick South"
"HIRD/BLAKER, INC.","Cliff Blaker","cblaker@millerblaker.com","7186650500","620 EAST 132ND STREET","Bronx","NY","10454","Manufacturing","Architectural woodworking","ICAP","52",,,"2010-02-10T00:00:00.000","34267.15","274031.72","BRONX","40.802366","-73.918986","201","8","19","2117310","2025430040","Mott Haven-Port Morris"
"HI-TECH RESOURCE RECOVERY","MICHAEL SIRISI","tnt71@mrtcarting.com","7183660834","492 Scholes Street","Brooklyn","NY","11237","Commercial","recycling cardboard, plastics & metal","ICIP","14",,,"2009-03-09T00:00:00.000","36143.04","461283.78","BROOKLYN","40.711376","-73.927934","301","34","449","3070560","3029690014","East Williamsburg"
"HOME ENTERTAINMENT DESIGN, INC.","MARK HURWITZ","mark@hedhifi.com","2128700000","417 WEST 126TH STREET","New York","NY","10027","Manufacturing","LANDLORD/MFG HOME ENTERTA","ICIP","42","5","42","2006-02-09T00:00:00.000","199.06","21542.97","MANHATTAN","40.812648","-73.954391","109","7","21303","1081779","1019670015","Manhattanville"
"House of Spices (India), Inc","Ashwin  Shah","ashwinshah@houseofspicesindia.com","7185074600","57-07 49th Place","Queens","NY","11368","Manufacturing","spices and east Asian culinary goods","ICAP","37",,,"2017-07-14T00:00:00.000","16594.10","18084.79","QUEENS","40.721144","-73.919543","405","30","219","4462230","4026030068","Hunters Point-Sunnyside-West Maspeth"
"House of Spices (India), Inc","Ashwin  Shah","ashwinshah@houseofspicesindia.com","7185074600","57-07 49th Place","Queens","NY","11368","Manufacturing","spices and east Asian culinary goods","IDA","156","5","156","2005-06-14T00:00:00.000","34.45","375208.99","QUEENS","40.721144","-73.919543","405","30","219","4462230","4026030068","Hunters Point-Sunnyside-West Maspeth"
"Hudson Moving & Storage Co., Inc.","Anne Whitman","hudson@moving-storage.com","2126784862","659-665 W. 158th Street","New York","NY","10032","Wholesale/Warehouse/Distribution",,"IDA","16",,,"2012-01-18T00:00:00.000","1543.80","13120.50","MANHATTAN","40.836017","-73.947563","112","7","247","1063299","1021350056","Washington Heights South"
