"facility_pk","facilityname","service_category","service_type","buildingnumber","partnertype","partner_type_detailed","address","address_2","borough","zipcode","latitude","longitude","phone","additionalinfo","startdate","enddate","monday","tuesday","wednesday","thursday","friday","saturday","sunday","condoms_male","fc2_female_insertive_condoms","lubricant","facility_type","website","community_board","council_district","census_tract","bin","bbl","nta"
"188862036","LA MAGIA BARBERSHOP","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","3369 FULTON AVENUE",,"Brooklyn","0","0","0","(347) 369-9365","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,,,,,"3",
"188861912","Fina Beauty Salon","Free Safer Sex Products","Condoms and Lubricant",,"Business","Beauty Salon","503 West 181 Street",,"Manhattan","10033","40.84823773224","-73.931154096397",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the front at this beauty salon. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","false","false",,,"112","10","26900","1063700","1021550019","MN35"
"188862169","Platinum Image Salon","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","1491 Fulton Street",,"Brooklyn","11216","40.679973554822","-73.941834532755","(917) 412-9761","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"303","36","26900","3053633","3018570017","BK75"
"188862018","Julius","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","159 West 10 Street",,"Manhattan","10014","40.734444539463","-74.001659832008",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser/ fishbowl located at the bar and dispenser near the window at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.co","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","false","true",,,"102","3","7300","1010833","1006110030","MN23"
"188862046","Latino Commission on AIDS","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Social Service","24 West 25 Street,9th Floor",,"Manhattan","10010","40.743375576208","-73.990003579606","(212) 675-3288","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser/fishbowl located in the old testing room at this social service. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Fa","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"105","3","5800","1080686","1008260057","MN13"
"188862265","The Four Faced Liar","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","165 West 4 Street",,"Manhattan","10014","40.732045618531","-74.001403589819",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the back near the restroom at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook","19000101000000.000000000","19000101000000.000000000","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","true","false","false",,,"102","3","7100","1010226","1005920029","MN23"
"188861724","BIG BROTHER BARBERSHOP","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","3420 BROADWAY",,"Manhattan","10031","40.822725480131","-73.953137624922","(347) 260-9448","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"109","7","22500","1061726","1020710001","MN04"
"188862086","Metropolitan Bar","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","559 Lorimer Street",,"Brooklyn","11211","40.713660956573","-73.949315216081","212-969-0460","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located on the left side by the front door at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Face","19000101000000.000000000","19000101000000.000000000","3:00 PM - 4:00 AM","3:00 PM - 4:00 AM","3:00 PM - 4:00 AM","3:00 PM - 4:00 AM","3:00 PM - 4:00 AM","3:00 PM - 4:00 AM","3:00 PM - 4:00 AM","true","false","true",,,"301","34","51300","3068790","3027610035","BK73"
"188861695","Atlas Social Club","Free Safer Sex Products","Condoms and Lubricant",,"Business","Night Club","753 9 Avenue",,"Manhattan","10019","40.763903510982","-73.988653981842","718-651-2797","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located behind the bar at this night club. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","true","true","true",,,"104","3","13300","1026689","1010600035","MN15"
"188861951","Happyfun Hideaway","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","1211 Myrtle Avenue",,"Brooklyn","11221","40.697389013618","-73.931642250525","212-431-2609","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located by the bar at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","4:00 PM - 4:00 AM","2:00 PM - 4:00 AM","2:00 PM - 4:00 AM","true","false","false",,,"304","34","39100","3328093","3031830079","BK78"
"188861792","Chiquito Liquor Store","Free Safer Sex Products","Condoms and Lubricant",,"Community Health Center","Other","100-24 Northern Blvd",,"Queens","11368","40.757356189145","-73.868152953152","(929) 462-0170","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"403","21","37700","4441117","4017150010","QN26"
"188862222","Sol's 4 Pharmacy","Free Safer Sex Products","Condoms and Lubricant",,"Pharmacy","Other","107-18 37th Drive",,"Queens","11368","40.752870742712","-73.86075550623","718-639-4107","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in front of the store at this location.Last Updated: 7/6/2022 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondo","19000101000000.000000000","19000101000000.000000000","9:30 AM - 6:00 PM","9:30 AM - 6:00 PM","9:30 AM - 6:00 PM","9:30 AM - 6:00 PM","9:30 AM - 6:00 PM","8:30 AM - 3:00 PM",,"true","false","false",,,"403","21","40300","4595616","4017740030","QN26"
"188862008","Jhonkirs Salon/ Beauty Spa","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","150 Sherman Ave.",,"Manhattan","10034","40.864596817329","-73.923248246923","(973) 336-6094","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"112","10","29100","1064833","1022250042","MN01"
"188862178","Public Health Solutions Ft Greene clinic","Free Safer Sex Products","Condoms and Lubricant",,"Community Health Center","Women's Center","295 Flatbush Avenue Extension,3rd Floor",,"Brooklyn","11201","40.691978895504","-73.982496362054","718-522-1144","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a condom bowl located in waiting room at this women's center. Last Updated: 7/26/2022 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYC","19000101000000.000000000","19000101000000.000000000","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 7:00 PM","9:00 AM - 5:00 PM",,,"true","true","true",,"""http://healthsolutions.org""","302","35","1500","3058406","3020790021","BK38"
"188861716","Best Neighborhood Pharmacy 8Th Ave.","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","2830 Frederick Douglass Boulevard",,"Manhattan","0","0","0","(212) 234-3900","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,,,,,"1",
"188861822","CYAAPH FH at Rego Park","Free Safer Sex Products","Condoms and Lubricant",,"Hospital","None","95-25 Queens Boulevard,2nd Floor (Suite B)",,"Queens","11374","40.730597678411","-73.86363460641","(347) 906-1003","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a clear plastic bin located at the reception desk at this location.Last Updated: 7/11/2022 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.co","19000101000000.000000000","19000101000000.000000000",,"9:00 AM - 1:00 PM","9:00 AM - 6:00 PM","9:00 AM - 5:00 PM","9:00 AM - 3:00 PM",,,"true","false","true",,"""https://pediatrics.northwell.edu/departments-services/pediatric-allergy-and-immunology/programs-services/center-for-young-adult-adolescent-pediatric-hiv""","406","29","71701","4050410","4020790001","QN18"
"188862165","Pitkin Soul Food","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","1512 Pitkin Ave",,"Brooklyn","11212","40.668625639625","-73.917782712668","(347) 406-5141","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"316","41","90000","3080924","3035140036","BK81"
"188861813","Corona Barber Shop Plus","Free Safer Sex Products","Condoms and Lubricant",,"Business","Barbershop","94-17 37 Avenue",,"Queens","11372","40.750955289735","-73.87291902948",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located near the entrance on the right at this barbershop. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook","19000101000000.000000000","19000101000000.000000000","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM",,,"true","false","false",,"""https://www.coronabarbershopplus.com/""","403","21","27300","4036171","4014680036","QN28"
"188861904","Fairytail Lounge","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","500 West 48th Street",,"Manhattan","10036","40.763461941022","-73.992816281951",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located at reception at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"104","3","12900","1026998","1010760036","MN15"
"188861790","Chelsea Garden Barber Shop","Free Safer Sex Products","Condoms and Lubricant",,"Business","Barbershop","253 West 23 Street",,"Manhattan","10011","40.744720909069","-73.997120106439",,"This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the back seating area at this barbershop. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook commun","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","false","true",,,"104","3","9100","1076138","1007730012","MN13"
"188861804","Commonwealth","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","497 5 Avenue",,"Brooklyn","11215","40.667271122189","-73.987870243252","212-757-0788","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located on the right near door at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook communit","19000101000000.000000000","19000101000000.000000000","3:00 PM - 4:00 AM","3:00 PM - 4:00 AM","3:00 PM - 4:00 AM","3:00 PM - 4:00 AM","3:00 PM - 4:00 AM","2:00 PM - 4:00 AM","2:00 PM - 4:00 AM","true","false","true",,,"306","39","13900","3337712","3010290010","BK37"
"188862279","Tobacco and Vape","Free Safer Sex Products","Condoms and Lubricant",,"Community Health Center","Other","33-18 31 Avenue,Ground",,"Queens","11106","40.763457389491","-73.921664979034","(718) 777-1524","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"401","22","6100","4008931","4006230143","QN70"
"188862094","MISTER BARBERSHOP","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","1525 Pitkin Ave",,"Brooklyn","11212","40.668732242002","-73.917166166214","(718) 566-2731","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"316","41","90200","3080698","3034930001","BK81"
"188861906","Family Service Network of New York","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Social Service","1420 Bushwick Avenue,Room# 336",,"Brooklyn","11207","40.684310938797","-73.909055753287","347-770-9911 X6","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser/fishbowl located at reception and downstairs at this social service. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondo","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"304","37","40300","3080067","3034440022","BK78"
"188862249","Tat-Multi Service Inc.","Free Safer Sex Products","Condoms and Lubricant",,"Hospital","Other","117 E. Mt. Eden Avenue",,"Bronx","10452","40.843471246578","-73.912614236663","(718) 901-1111","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"204","14","22702","2008024","2028380027","BX41"
"188861878","El Abuelo Gozon","Free Safer Sex Products","Condoms and Lubricant",,"Business","Night Club","79-03 Roosevelt Avenue,1st Floor",,"Queens","11372","40.7473602271","-73.886564461239","7184242724","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located in the front near the bar at this night club. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook comm","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","false","false",,,"403","25","28500","4029980","4012900046","QN28"
"188861975","Hilam Barbershop","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","289 Buffalo Avenue",,"Brooklyn","11213","40.669037159946","-73.925525270445","(347) 755-7893","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"308","41","35900","3037414","3013930001","BK61"
"188862115","New Class Barber Shop","Free Safer Sex Products","Condoms and Lubricant",,"Hospital","Other","53 W. 183rd Street",,"Bronx","10453","40.859067034079","-73.905923769788","(646) 671-7349","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"207","14","25300","2014539","2032090015","BX30"
"188862051","Leslie Lohman Museum","Free Safer Sex Products","Condoms and Lubricant",,"Business","Museum","26 Wooster Street",,"Manhattan","10013","40.7216978142","-74.003203582242","718-610-2870","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located at the front desk at this museum. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","false","false",,,"102","1","4700","1077455","1002290020","MN24"
"188861922","Franja Wines & Liquors","Free Safer Sex Products","Condoms and Lubricant",,"Community Health Center","Other","785 Wyckoff Ave.",,"Queens","11385","40.698490552477","-73.90919141043","(718) 381-3881","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"405","34","55300","4085397","4035450001","QN20"
"188862082","Medisys Hollis","Free Safer Sex Products","Condoms and Lubricant",,"Hospital","Clinical Facility","188-03 Jamaica Avenue,first floor",,"Queens","11423","40.710903733314","-73.770569636935","718-651-2797","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located near front entrance at this clinical facility. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook com","19000101000000.000000000","19000101000000.000000000","8:30 AM - 4:30 PM","8:30 AM - 4:30 PM","8:30 AM - 4:30 PM","8:30 AM - 4:30 PM","8:30 AM - 4:30 PM",,,"true","false","false",,,"412","23","48000","4222077","4104430020","QN61"
"188861700","Baltic Street AEH/ Staten Island Peer Advocacy","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","2071 Clove Rd,Suite 204",,"Staten Island","10304","40.603954757267","-74.083657069513","718-442-6100","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located in the office at this location.Last Updated: 6/28/2022 <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Faceb","19000101000000.000000000","19000101000000.000000000","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM",,,"true","true","true",,,"502","50","5000","5112655","5029210006","SI14"
"188861834","DBL","Free Safer Sex Products","Condoms and Lubricant",,"Business","Bar/Lounge","667 10 Avenue",,"Manhattan","10036","40.76252875642","-73.993365081375","212-391-8053","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a fishbowl located behind the bar at this bar/lounge. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","12:00 PM - 4:00 AM","true","true","true",,,"104","3","12900","1026971","1010750036","MN15"
"188862025","Kike Barber Shop","Free Safer Sex Products","Condoms and Lubricant",,"Business","Barbershop","91-19 37 Avenue",,"Queens","11372","40.750656398894","-73.875687870305","212-505-9408","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products inside a dispenser located near th front door by the coat rack at this barbershop. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Fac","19000101000000.000000000","19000101000000.000000000","9:00 AM - 9:00 PM","9:00 AM - 9:00 PM","9:00 AM - 9:00 PM","9:00 AM - 9:00 PM","9:00 AM - 10:00 PM","9:00 AM - 10:00 PM","9:00 AM - 9:00 PM","true","false","false",,,"403","25","27500","4036040","4014650037","QN28"
"188861916","Five Star Barber Shop","Free Safer Sex Products","Condoms and Lubricant",,"Hospital","Other","2425 Grand Avenue",,"Bronx","10468","40.862408189716","-73.903598001056","(347) 231-5251","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"207","14","25300","2014615","2032120072","BX30"
"188862023","Kev'S Unique Barbershop","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","793 Crown Street",,"Brooklyn","11213","40.665203315931","-73.930882356284","(347) 304-1203","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","8:00 AM - 5:00 PM","true","true","true",,,"309","41","34900","3330836","3014150001","BK61"
"188861929","Gay Men's Health Crisis (GMHC)","Free Safer Sex Products","Condoms and Lubricant",,"Community-Based Organization/Non-Profit","Other","307 W. 38th Street",,"Manhattan","10018","40.754939423312","-73.992174723398","(212) 367-1000","This location has confirmed it is open during the COVID-19 pandemic. We advise calling ahead before visiting and practice physical distancing at all times. Find free safer sex products at this location. <br <br These free safer sex products are supplied by the NYC Health Department's Condom Availability Program. Visit our <a href=http://nyc.gov/condoms website  to learn more or join our <a href=http://www.facebook.com/NYCcondom Facebook community .","19000101000000.000000000","19000101000000.000000000",,,,,,,,"true","true","true",,,"104","3","11500","1013643","1007620025","MN15"
