Category,Type of Business,Business,Address,City/State,Zip Code,Phone Number,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
Retail,Optical,Sol Moscot Optician,69 West 14th Street,"New York, NY",10011,212-647-1550,MANHATTAN,40.736875,-73.995663,5,3,54,1015283,1008160001,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.736875, -73.995663)",12074,11,4,10,7
Services,Health and Fitness,Crunch,113 4th Avenue,"New York, NY",10003,212-533-0001,MANHATTAN,40.732873,-73.989991,3,2,42,1066890,1005587502,East Village                                                               ,"(40.732873, -73.989991)",11724,70,4,50,5
Retail,Home Furnishings,Dryden Gallery and Custom Framing,129 4th Avenue,"New York, NY",10003,212-420-1690,MANHATTAN,40.733263,-73.989911,3,2,42,1077855,1005580010,East Village                                                               ,"(40.733263, -73.989911)",11724,70,4,50,5
Food and Drink,Casual Eateries,Subway,153 3rd Avenue,"New York, NY",10003,,MANHATTAN,40.73422,-73.986491,6,2,48,1019523,1008970001,Gramercy                                                                   ,"(40.73422, -73.986491)",11724,71,4,50,7
Points of Interest,Theaters and Cinemas,Cinema Village,22 East 12th Street,"New York, NY",10003,212-924-3363,MANHATTAN,40.734202,-73.993483,2,2,61,1009279,1005690017,West Village                                                               ,"(40.734202, -73.993483)",11724,57,4,50,3
Food and Drink,Casual Eateries,Slice & Co.,527 6th Avenue,"New York, NY",10011,212-255-6333,MANHATTAN,40.737262,-73.996922,2,3,71,1010646,1006090038,West Village                                                               ,"(40.737262, -73.996922)",12074,57,4,10,3
Services,Spas and Salons,Groom-O-Rama Inc.,496 6th Avenue,"New York, NY",10011,212-627-2899,MANHATTAN,40.736367,-73.99755,2,3,63,1009610,1005760006,West Village                                                               ,"(40.736367, -73.99755)",12074,57,4,10,3
Food and Drink,Casual Eateries,Il Forno Pizzeria Restaurant,343 2nd Avenue,"New York, NY",10003,212-358-8300,MANHATTAN,40.735938,-73.982341,6,2,64,1019603,1009000027,Gramercy                                                                   ,"(40.735938, -73.982341)",11724,71,4,50,7
Retail,Pharmacies,Duane Reade,611 6th Avenue,"New York, NY",10011,212-691-0952,MANHATTAN,40.739735,-73.995121,4,3,81,1087701,1007937507,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.739735, -73.995121)",12074,12,4,10,7
Food and Drink,Groceries and Liquors,Aloha Fine Wines and Spirits,333 2nd Avenue,"New York, NY",10003,,MANHATTAN,40.735644,-73.982553,6,2,64,1019603,1009000027,Gramercy                                                                   ,"(40.735644, -73.982553)",11724,71,4,50,7
Food and Drink,Restaurants,Da Andrea Ristorante,35 West 13th Street,"New York, NY",10011,212-367-1979,MANHATTAN,40.735854,-73.995381,2,3,63,1009713,1005770019,West Village                                                               ,"(40.735854, -73.995381)",12074,57,4,10,3
Services,Health and Fitness,Pure Fitness,244 East 14th Street,"New York, NY",10003,212-598-9800,MANHATTAN,40.732848,-73.986148,3,2,40,1006906,1004690030,East Village                                                               ,"(40.732848, -73.986148)",11724,70,4,50,5
Retail,Apparel and Footwear,Aerosoles,12 East 14th Street,"New York, NY",10003,212-627-0970,MANHATTAN,40.735717,-73.992946,2,2,61,1009403,1005717501,West Village                                                               ,"(40.735717, -73.992946)",11724,57,4,50,3
Food and Drink,Casual Eateries,Cosi,257 Park Avenue South,"New York, NY",10003,212-598-4070,MANHATTAN,40.738574,-73.987536,5,2,50,1017947,1008760006,Gramercy                                                                   ,"(40.738574, -73.987536)",12073,11,4,50,7
Services,Cleaners and Shoe Repair,John's Shoe Repair,32 Irving Place,"New York, NY",10003,212-533-4110,MANHATTAN,40.735151,-73.987912,6,2,50,,,Gramercy                                                                   ,"(40.735151, -73.987912)",11724,71,4,50,7
Points of Interest,Arts and Leisure,National Arts Club,15 Gramercy Park South,"New York, NY",10003,212-475-3424,MANHATTAN,40.737783,-73.986483,6,2,50,1017939,1008750070,Gramercy                                                                   ,"(40.737783, -73.986483)",11724,71,4,50,7
Food and Drink,Groceries and Liquors,Italian Wine Merchants,108 East 16th Street,"New York, NY",10003,212-473-2323,MANHATTAN,40.735667,-73.988724,5,2,50,1017817,1008710078,Gramercy                                                                   ,"(40.735667, -73.988724)",11724,11,4,50,7
Parking,Parking,Hertz Parking Garage,12-16 East 13th Street,"New York, NY",10003,212-486-5915,MANHATTAN,40.735036,-73.993487,2,2,61,1009378,1005700011,West Village                                                               ,"(40.735036, -73.993487)",11724,57,4,50,3
Retail,Apparel and Footwear,Filene's Basement,40 East 14th Street,"New York, NY",10003,212-358-0169,MANHATTAN,40.735148,-73.991571,2,2,61,1009216,1005650011,West Village                                                               ,"(40.735148, -73.991571)",11724,57,4,50,3
Food and Drink,Casual Eateries,City Bakery,3 West 18th Street,"New York, NY",10011,212-366-1414,MANHATTAN,40.738736,-73.992321,5,3,54,1015450,1008200036,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738736, -73.992321)",12074,11,4,10,7
Retail,Electronics and Video,T-Mobile,30 East 14th Street,"New York, NY",10003,212-242-3570,MANHATTAN,40.735423,-73.992242,2,2,61,1009396,1005710018,West Village                                                               ,"(40.735423, -73.992242)",11724,57,4,50,3
Food and Drink,Bars and Lounges,Blind Pig,233 East 14th Street,"New York, NY",10003,212-209-1573,MANHATTAN,40.732944,-73.986328,6,2,48,1019509,1008960016,Gramercy                                                                   ,"(40.732944, -73.986328)",11724,71,4,50,7
Food and Drink,Groceries and Liquors,University Market Place,20 East 16th Street,"New York, NY",10003,212-929-2281,MANHATTAN,40.7371,-73.992123,5,2,52,1087303,1008430022,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.7371, -73.992123)",11724,11,4,50,7
Services,Cleaners and Shoe Repair,Joy Dry Cleaners,53 West 16th Street,"New York, NY",10011,212-243-3225,MANHATTAN,40.738044,-73.994327,5,3,54,1015373,1008180007,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738044, -73.994327)",12074,11,4,10,7
Food and Drink,Restaurants,Parea Bistro,36 East 20th Street,"New York, NY",10003,212-777-8448,MANHATTAN,40.738892,-73.989124,5,2,52,1016179,1008480050,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738892, -73.989124)",11724,11,4,50,7
Retail,Apparel and Footwear,True Religion Brand Jeans,863 Broadway,"New York, NY",10003,212-741-1401,MANHATTAN,40.737435,-73.990246,5,2,52,1016125,1008460022,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737435, -73.990246)",11724,11,4,50,7
Food and Drink,Casual Eateries,71 Irving Place Coffee & Tea Bar,71 Irving Place,"New York, NY",10003,212-995-5252,MANHATTAN,40.736732,-73.986779,5,2,50,1017870,1008740019,Gramercy                                                                   ,"(40.736732, -73.986779)",11724,11,4,50,7
Retail,Office Supplies and Stationary,FedEx,650 6th Avenue,"New York, NY",10003,646-638-9238,MANHATTAN,40.740855,-73.994277,5,3,54,1015487,1008217503,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.740855, -73.994277)",12074,11,4,10,7
Retail,Apparel and Footwear,Bebe,100 5th Avenue,"New York, NY",10011,212-675-2323,MANHATTAN,40.736881,-73.992992,5,3,54,1080621,1008177502,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.736881, -73.992992)",12074,11,4,10,7
Food and Drink,Casual Eateries,Ennju,20 East 17th Street,"New York, NY",10003,646-336-7004,MANHATTAN,40.73744,-73.991091,5,2,52,1016090,1008447502,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.73744, -73.991091)",11724,11,4,50,7
Retail,Home Furnishings,Kentshire Galleries,37 East 12th Street,"New York, NY",10003,212-673-6644,MANHATTAN,40.733688,-73.992217,2,2,61,1009205,1005640030,West Village                                                               ,"(40.733688, -73.992217)",11724,57,4,50,3
Food and Drink,Restaurants,Little Town NYC,108 East 15th Street,"New York, NY",10003,212-677-6300,MANHATTAN,40.735011,-73.989139,5,2,50,1083247,1008707501,Gramercy                                                                   ,"(40.735011, -73.989139)",11724,11,4,50,7
Food and Drink,Restaurants,Coffee Shop,29 Union Square West,"New York, NY",10011,212-243-7969,MANHATTAN,40.736438,-73.990831,5,2,52,1016075,1008430029,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.736438, -73.990831)",11724,11,4,50,7
Food and Drink,Casual Eateries,Vapiano,113 University Place,"New York, NY",10003,212-777-9477,MANHATTAN,40.734375,-73.99239,2,2,61,1009197,1005640007,West Village                                                               ,"(40.734375, -73.99239)",11724,57,4,50,3
Retail,Home Furnishings,Broadway Kitchen & Baths,819 Broadway,"New York, NY",10003,212-260-7768,MANHATTAN,40.733104,-73.991149,2,2,61,1009134,1005630031,West Village                                                               ,"(40.733104, -73.991149)",11724,57,4,50,3
Services,Spas and Salons,Sally Spa,165 3rd Avenue,"New York, NY",10003,,MANHATTAN,40.734519,-73.98627,6,2,48,1019531,1008970035,Gramercy                                                                   ,"(40.734519, -73.98627)",11724,71,4,50,7
Retail,Apparel and Footwear,Mandee,48 West 14th Street,"New York, NY",10011,212-255-2129,MANHATTAN,40.736656,-73.995186,2,3,63,1080154,1005770015,West Village                                                               ,"(40.736656, -73.995186)",12074,57,4,10,3
Services,Spas and Salons,Acqua Beauty Bar,7 East 14th Street,"New York, NY",10003,212-620-4329,MANHATTAN,40.735859,-73.993245,5,2,52,1016062,1008420007,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.735859, -73.993245)",11724,11,4,50,7
Points of Interest,Education,Legacy School,34 West 14th Street,"New York, NY",10011,212-645-1980,MANHATTAN,40.736518,-73.994858,2,3,63,1009713,1005770019,West Village                                                               ,"(40.736518, -73.994858)",12074,57,4,10,3
Retail,Apparel and Footwear,Puma,33 Union Square West,"New York, NY",10011,212-206-7761,MANHATTAN,40.736696,-73.990647,5,2,52,1016085,1008440019,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.736696, -73.990647)",11724,11,4,50,7
Retail,Home Furnishings,Raymour & Flanigan Furniture,133 East 14th Street,"New York, NY",10003,646-652-0372,MANHATTAN,40.733801,-73.98836,6,2,50,1084936,1008700024,Gramercy                                                                   ,"(40.733801, -73.98836)",11724,71,4,50,7
Services,Cleaners and Shoe Repair,Young's Cleaner,22 East 14th Street,"New York, NY",10003,212-627-3624,MANHATTAN,40.735555,-73.992556,2,2,61,1009394,1005717502,West Village                                                               ,"(40.735555, -73.992556)",11724,57,4,50,3
Food and Drink,Restaurants,The City Tavern,22 East 13th Street,"New York, NY",10003,212-807-1313,MANHATTAN,40.734885,-73.993126,2,2,61,1009381,1005700016,West Village                                                               ,"(40.734885, -73.993126)",11724,57,4,50,3
Services,Spas and Salons,Rehoboth Spa,55 West 14th Street,"New York, NY",10011,212-462-4957,MANHATTAN,40.736738,-73.995338,5,3,54,1078691,1008160007,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.736738, -73.995338)",12074,11,4,10,7
Parking,Parking,Irving Place Garage ,100 East 15th Street,"New York, NY",10003,212-677-2026,MANHATTAN,40.73522,-73.98963,5,2,50,,,Gramercy                                                                   ,"(40.73522, -73.98963)",11724,11,4,50,7
Retail,Electronics and Video,AT&T,31 East 17th Street,"New York, NY",10003,212-614-2522,MANHATTAN,40.737037,-73.990088,5,2,52,1016129,1008460029,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737037, -73.990088)",11724,11,4,50,7
Retail,Books and News,Books of Wonder,18 West 18th Street,"New York, NY",10011,212-989-3270,MANHATTAN,40.738859,-73.99266,5,3,54,1015426,1008190056,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738859, -73.99266)",12074,11,4,10,7
Services,Spas and Salons,Bellissimo Nails and Spa,125 4th Avenue,"New York, NY",10003,212-677-2392,MANHATTAN,40.733167,-73.989933,3,2,42,1009009,1005580006,East Village                                                               ,"(40.733167, -73.989933)",11724,70,4,50,5
Food and Drink,Casual Eateries,Friendhouse,99 3rd Avenue,"New York, NY",10003,212-388-1838,MANHATTAN,40.732354,-73.987855,3,2,40,1079847,1004680007,East Village                                                               ,"(40.732354, -73.987855)",11724,70,4,50,5
Retail,Home Furnishings,Frenchman Air Conditioning,333 1st Avenue,"New York, NY",10003,,MANHATTAN,40.734527,-73.980118,6,2,64,1020523,1009250036,Gramercy                                                                   ,"(40.734527, -73.980118)",11729,71,4,50,7
Food and Drink,Restaurants,Piola,48 East 12th Street,"New York, NY",10003,212-777-7781,MANHATTAN,40.733493,-73.991798,2,2,61,1009134,1005630031,West Village                                                               ,"(40.733493, -73.991798)",11724,57,4,50,3
Retail,Home Furnishings,Basics Plus,121 University Place,"New York, NY",10003,212-228-4950,MANHATTAN,40.734718,-73.992105,2,2,61,1009214,1005650005,West Village                                                               ,"(40.734718, -73.992105)",11724,57,4,50,3
Food and Drink,Casual Eateries,New Amici Pizza,88 3rd Avenue,"New York, NY",10003,212-979-9686,MANHATTAN,40.732063,-73.988093,3,2,42,1009025,1005580036,East Village                                                               ,"(40.732063, -73.988093)",11724,70,4,50,5
Services,Lodging,W Hotel,201 Park Avenue South,"New York, NY",10003,212-253-9119,MANHATTAN,40.736644,-73.988944,5,2,50,1080799,1008730001,Gramercy                                                                   ,"(40.736644, -73.988944)",11724,11,4,50,7
Food and Drink,Casual Eateries,Xoom,244 East 14th Street,"New York, NY",10003,212-505-9666,MANHATTAN,40.732848,-73.986148,3,2,40,1006906,1004690030,East Village                                                               ,"(40.732848, -73.986148)",11724,70,4,50,5
Services,Cleaners and Shoe Repair,Discount Cleaners,155 3rd Avenue,"New York, NY",10003,,MANHATTAN,40.73427,-73.986454,6,2,48,1019523,1008970001,Gramercy                                                                   ,"(40.73427, -73.986454)",11724,71,4,50,7
Retail,Home Furnishings,LV Wood Floors,24 West 20th Street,"New York, NY",10011,212-627-9663,MANHATTAN,40.740089,-73.991949,5,3,54,1015481,1008210058,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.740089, -73.991949)",12074,11,4,10,7
Food and Drink,Casual Eateries,Dogmatic,26 East 17th Street,"New York, NY",10003,212-414-0600,MANHATTAN,40.737322,-73.990809,5,2,52,1016089,1008440026,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737322, -73.990809)",11724,11,4,50,7
Retail,Apparel and Footwear,New Balance,150 5th Avenue,"New York, NY",10003,212-727-2520,MANHATTAN,40.739507,-73.99108,5,3,54,1015478,1008210041,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.739507, -73.99108)",12074,11,4,10,7
Services,Spas and Salons,Luxe Beauty Nail Salon,544 6th Avenue,"New York, NY",10011,212-206-7973,MANHATTAN,40.737808,-73.9965,5,3,54,1015304,1008160079,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737808, -73.9965)",12074,11,4,10,7
Services,Banks and Finances,Capital One Bank,31 East 17th Street,"New York, NY",10003,212-979-5255,MANHATTAN,40.737037,-73.990088,5,2,52,1016129,1008460029,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737037, -73.990088)",11724,11,4,50,7
Retail,Beauty,Fresh,872 Broadway,"New York, NY",10003,212-477-1100,MANHATTAN,40.737696,-73.990145,5,2,52,1016133,1008460052,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737696, -73.990145)",11724,11,4,50,7
Food and Drink,Casual Eateries,Café Medina,9 East 17th Street,"New York, NY",10003,212-242-2777,MANHATTAN,40.737624,-73.991491,5,2,52,1016114,1008460010,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737624, -73.991491)",11724,11,4,50,7
Food and Drink,Groceries and Liquors,The Wine Gallery,576 6th Avenue,"New York, NY",10011,212-242-2719,MANHATTAN,40.73886,-73.995735,5,3,54,1015371,1008180002,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.73886, -73.995735)",12074,11,4,10,7
Food and Drink,Restaurants,Aldea,31 West 17th Street,"New York, NY",10011,212-675-7223,MANHATTAN,40.738418,-73.993393,5,3,54,1087262,1008190020,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738418, -73.993393)",12074,11,4,10,7
Retail,Home Furnishings,NY Central Framing & Furniture Annex,102 3rd Avenue,"New York, NY",10003,212-420-6060,MANHATTAN,40.732456,-73.987804,3,2,42,1009019,1005580029,East Village                                                               ,"(40.732456, -73.987804)",11724,70,4,50,5
Services,Health and Fitness,Jivamukti Yoga ,841 Broadway,"New York, NY",10003,212-353-0214,MANHATTAN,40.734243,-73.990896,2,2,61,1080132,1005650015,West Village                                                               ,"(40.734243, -73.990896)",11724,57,4,50,3
Retail,Optical,HMY Vision,212 3rd Avenue,"New York, NY",10003,,MANHATTAN,40.736037,-73.985195,6,2,50,1017882,1008747501,Gramercy                                                                   ,"(40.736037, -73.985195)",11724,71,4,50,7
Food and Drink,Casual Eateries,Pizza Bash NYC,42 Union Square East,"New York, NY",10003,212-410-2274,MANHATTAN,40.736254,-73.989236,5,2,50,1017819,1008720001,Gramercy                                                                   ,"(40.736254, -73.989236)",11724,11,4,50,7
Food and Drink,Casual Eateries,The Lite Choice,145 4th Avenue,"New York, NY",10003,212-533-7734,MANHATTAN,40.733916,-73.989872,3,2,42,1077569,1005590009,East Village                                                               ,"(40.733916, -73.989872)",11724,70,4,50,5
Food and Drink,Casual Eateries,Hale and Hearty,11 East 17th Street,"New York, NY",10003,212-675-6611,MANHATTAN,40.737578,-73.991383,5,2,52,1016115,1008460011,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737578, -73.991383)",11724,11,4,50,7
Food and Drink,Restaurants,Republic,37 Union Square West,"New York, NY",10011,212-627-7172,MANHATTAN,40.736836,-73.990549,5,2,52,1016087,1008440023,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.736836, -73.990549)",11724,11,4,50,7
Retail,Apparel and Footwear,Ibiza NYC,825 Broadway,"New York, NY",10003,212-533-4616,MANHATTAN,40.733482,-73.991066,2,2,61,1009202,1005640020,West Village                                                               ,"(40.733482, -73.991066)",11724,57,4,50,3
Retail,Pharmacies,GNC,549 6th Avenue,"New York, NY",10011,212-924-5925,MANHATTAN,40.737902,-73.996453,4,3,81,1014530,1007900040,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737902, -73.996453)",12074,12,4,10,7
Retail,Beauty,GapBody,122 5th Avenue,"New York, NY",10011,917-408-5580,MANHATTAN,40.738173,-73.99205,5,3,54,1015420,1008190039,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738173, -73.99205)",12074,11,4,10,7
Food and Drink,Casual Eateries,Marquet,15 East 12th Street,"New York, NY",10003,212-229-9313,MANHATTAN,40.734306,-73.993682,2,2,61,1076982,1005700038,West Village                                                               ,"(40.734306, -73.993682)",11724,57,4,50,3
Points of Interest,Landmarks,Church of Stant Francis Xavier,55 West 15th Street,"New York, NY",10011,212-627-2100,MANHATTAN,40.737424,-73.994836,5,3,54,1080626,1008170072,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737424, -73.994836)",12074,11,4,10,7
Services,Health and Fitness,Jenny Craig,545 6th Avenue,"New York, NY",10011,212-590-3676,MANHATTAN,40.737814,-73.996518,4,3,81,1014529,1007900039,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737814, -73.996518)",12074,12,4,10,7
Services,Spas and Salons,Dramatics NYC,77 5th Avenue,"New York, NY",10003,212-243-0068,MANHATTAN,40.736963,-73.992909,5,2,52,1016070,1008430003,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.736963, -73.992909)",11724,11,4,50,7
Retail,Home Furnishings,Sit Down New York,873 Broadway,"New York, NY",10003,212-777-7795,MANHATTAN,40.737901,-73.990109,5,2,52,1080750,1008470016,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737901, -73.990109)",11724,11,4,50,7
Services,Banks and Finances,Apple Bank,4 Irving Place,"New York, NY",10003,,MANHATTAN,40.734163,-73.988627,6,2,50,1084936,1008700024,Gramercy                                                                   ,"(40.734163, -73.988627)",11724,71,4,50,7
Food and Drink,Restaurants,Dosirak,30 East 13th Street,"New York, NY",10003,212-366-9299,MANHATTAN,40.734764,-73.992837,2,2,61,1009384,1005700020,West Village                                                               ,"(40.734764, -73.992837)",11724,57,4,50,3
Services,Spas and Salons,Spa Ology,241 East 14th Street,"New York, NY",10003,212-460-9662,MANHATTAN,40.732889,-73.986202,6,2,48,1019512,1008960020,Gramercy                                                                   ,"(40.732889, -73.986202)",11724,71,4,50,7
Services,Health and Fitness,New York Sports Club,34A West 14th Street,"New York, NY",10011,212-337-9900,MANHATTAN,40.736518,-73.994858,2,3,63,1009713,1005770019,West Village                                                               ,"(40.736518, -73.994858)",12074,57,4,10,3
Retail,Apparel and Footwear,Gap,122 5th Avenue,"New York, NY",10011,917-408-5580,MANHATTAN,40.738173,-73.99205,5,3,54,1015420,1008190039,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738173, -73.99205)",12074,11,4,10,7
Food and Drink,Groceries and Liquors,Food Depot,138 5th Avenue,"New York, NY",10011,212-627-0361,MANHATTAN,40.738925,-73.991505,5,3,54,1015454,1008200046,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738925, -73.991505)",12074,11,4,10,7
Retail,Home Furnishings,Fishs Eddy,889 Broadway,"New York, NY",10003,212-420-9020,MANHATTAN,40.738593,-73.989932,5,2,52,1016161,1008480012,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738593, -73.989932)",11724,11,4,50,7
Points of Interest,Education,The New School,65 5th Avenue,"New York, NY",10003,212-229-5600,MANHATTAN,40.735656,-73.993859,2,2,61,1088879,1005710001,West Village                                                               ,"(40.735656, -73.993859)",11724,57,4,50,3
Food and Drink,Restaurants,Mari Vanna,41 East 20th Street,"New York, NY",10003,212-777-1955,MANHATTAN,40.738881,-73.989048,5,2,52,1016209,1008490029,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738881, -73.989048)",12073,11,4,50,7
Food and Drink,Casual Eateries,Motorino Pizzeria,349 East 12th Street,"New York, NY",10003,212-777-2644,MANHATTAN,40.730528,-73.984734,3,2,40,1006499,1004540046,East Village                                                               ,"(40.730528, -73.984734)",11724,70,4,50,5
Retail,Electronics and Video,Radio Shack,7 East 14th Street,"New York, NY",10003,212-463-0143,MANHATTAN,40.735859,-73.993245,5,2,52,1016062,1008420007,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.735859, -73.993245)",11724,11,4,50,7
Food and Drink,Restaurants,Laut,15 East 17th Street,"New York, NY",10003,212-206-8989,MANHATTAN,40.737487,-73.991159,5,2,52,1016117,1008460013,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737487, -73.991159)",11724,11,4,50,7
Food and Drink,Groceries and Liquors,Garden of Eden,7 East 14th Street,"New York, NY",10003,212-255-4200,MANHATTAN,40.735859,-73.993245,5,2,52,1016062,1008420007,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.735859, -73.993245)",11724,11,4,50,7
Food and Drink,Bars and Lounges,Bar None,98 3rd Avenue,"New York, NY",10003,212-777-6663,MANHATTAN,40.732343,-73.987887,3,2,42,1009021,1005580031,East Village                                                               ,"(40.732343, -73.987887)",11724,70,4,50,5
Food and Drink,Restaurants,Casa Mono,52 Irving Place,"New York, NY",10003,212-253-2773,MANHATTAN,40.735963,-73.987316,6,2,50,1017846,1008730022,Gramercy                                                                   ,"(40.735963, -73.987316)",11724,71,4,50,7
Services,Spas and Salons,Nancy Nail and Spas,212 3rd Avenue,"New York, NY",10003,,MANHATTAN,40.736037,-73.985195,6,2,50,1017882,1008747501,Gramercy                                                                   ,"(40.736037, -73.985195)",11724,71,4,50,7
Retail,Apparel and Footwear,Strawberry,38 East 14th Street,"New York, NY",10003,212-353-2700,MANHATTAN,40.735176,-73.991643,2,2,61,1009215,1005650008,West Village                                                               ,"(40.735176, -73.991643)",11724,57,4,50,3
Retail,Apparel and Footwear,Coach,79 5th Avenue,"New York, NY",10003,212-675-6403,MANHATTAN,40.737051,-73.992844,5,2,52,1016079,1008430045,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.737051, -73.992844)",11724,11,4,50,7
Retail,Apparel and Footwear,Banana Republic Women,89 5th Avenue,"New York, NY",10003,212-366-4630,MANHATTAN,40.73758,-73.992458,5,2,52,1016081,1008440003,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.73758, -73.992458)",11724,11,4,50,7
Food and Drink,Groceries and Liquors,Trader Joe's Grocery Store,140 East 14th Street,"New York, NY",10003,212-529-4612,MANHATTAN,40.733718,-73.988215,3,2,42,1085790,1005590022,East Village                                                               ,"(40.733718, -73.988215)",11724,70,4,50,5
Food and Drink,Casual Eateries,Corbet & Conley,125 East 17th Street,"New York, NY",10003,212-982-3939,MANHATTAN,40.735771,-73.987111,6,2,50,1017846,1008730022,Gramercy                                                                   ,"(40.735771, -73.987111)",11724,71,4,50,7
Retail,Office Supplies and Stationary,"Mail Boxes, etc.",511 6th Avenue,"New York, NY",10011,212-924-4002,MANHATTAN,40.736875,-73.997203,2,3,71,1010653,1006090047,West Village                                                               ,"(40.736875, -73.997203)",12074,57,4,10,3
Food and Drink,Casual Eateries,Riceton,223 East 14th Street,"New York, NY",10003,212-982-8999,MANHATTAN,40.73301,-73.986487,6,2,48,1019504,1008960011,Gramercy                                                                   ,"(40.73301, -73.986487)",11724,71,4,50,7
Food and Drink,Bars and Lounges,The Watering Hole,106 East 19th Street,"New York, NY",10003,212-674-5783,MANHATTAN,40.73736,-73.987298,5,2,50,1017905,1008740073,Gramercy                                                                   ,"(40.73736, -73.987298)",11724,11,4,50,7
Retail,Office Supplies and Stationary,The Container Store,629 6th Avenue,"New York, NY",10011,212-366-4200,MANHATTAN,40.740312,-73.994703,4,3,87,1014718,1007940030,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.740312, -73.994703)",12074,12,4,10,7
Retail,Apparel and Footwear,Levis Store,25 West 14th Street,"New York, NY",10011,212-242-2128,MANHATTAN,40.736447,-73.994649,5,3,54,1015290,1008160023,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.736447, -73.994649)",12074,11,4,10,7
Services,Cleaners and Shoe Repair,Chips Cleaners,159 3rd Avenue,"New York, NY",10003,,MANHATTAN,40.734371,-73.986382,6,2,48,1019531,1008970035,Gramercy                                                                   ,"(40.734371, -73.986382)",11724,71,4,50,7
Retail,Apparel and Footwear,Payless Shoe Source,40 West 14th Street,"New York, NY",10011,212-242-3670,MANHATTAN,40.736576,-73.994999,2,3,63,,,West Village                                                               ,"(40.736576, -73.994999)",12074,57,4,10,3
Retail,Optical,Union Square Optical,9 West 14th Street,"New York, NY",10011,212-242-0314,MANHATTAN,40.736293,-73.994281,5,3,54,1078658,1008160031,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.736293, -73.994281)",12074,11,4,10,7
Retail,Apparel and Footwear,Area Kids,55 West 14th Street,"New York, NY",10011,212-229-1700,MANHATTAN,40.736738,-73.995338,5,3,54,1078691,1008160007,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.736738, -73.995338)",12074,11,4,10,7
Retail,Home Furnishings,ABC Carpet and Home,888 Broadway,"New York, NY",10003,212-473-3000,MANHATTAN,40.738384,-73.989965,5,2,52,1016154,1008477501,Hudson Yards-Chelsea-Flatiron-Union Square                                 ,"(40.738384, -73.989965)",11724,11,4,50,7
