"publication_date","reference_year","reference_month","industry","employment","method","revision_reason"
"20180713","1992","11","Total Private","2685.105","1.0",
"20180713","1992","11","Financial Activities","466.308","1.0",
"20180713","1992","11","Finance and Insurance","363.503","1.0",
"20180713","1992","11","Securities, Commodity Contracts, Investments ","149.544","1.0",
"20180713","1992","11","Credit Intermediation and Related Activities","138.692","1.0",
"20180713","1992","11","Real Estate and Rental and Leasing","102.805","1.0",
"20180713","1992","11","Information","151.406","1.0",
"20180713","1992","11","Professional and Business Services","414.015","1.0",
"20180713","1992","11","Professional, Scientific, and Technical Services","218.877","1.0",
"20180713","1992","11","Management of Companies and Enterprises","50.661","1.0",
"20180713","1992","11","Administrative and Waste Services","144.478","1.0",
"20180713","1992","11","Employment Services","36.644","1.0",
"20180713","1992","11","Education and Health Services","514.059","1.0",
"20180713","1992","11","Educational Services","106.826","1.0",
"20180713","1992","11","Health Care and Social Assistance","407.233","1.0",
"20180713","1992","11","Leisure and Hospitality","191.887","1.0",
"20180713","1992","11","Arts, Entertainment, and Recreation","40.040","1.0",
"20180713","1992","11","Accommodation and Food Services","151.847","1.0",
"20180713","1992","11","Other Services, except public administration","118.204","1.0",
"20180713","1992","11","Trade, Transportation, and Utilities","524.349","1.0",
"20180713","1992","11","Retail Trade","228.771","1.0",
"20180713","1992","11","Wholesale Trade","160.978","1.0",
"20180713","1992","11","Transportation and Warehousing","113.970","1.0",
"20180713","1992","11","Utilities","20.629","1.0",
"20180713","1992","11","Natural Resources, Mining and Construction","82.504","1.0",
"20180713","1992","11","Manufacturing","222.374","1.0",
"20180713","1992","11","Public Administration","583.023","1.0",
"20180713","1992","12","Total Nonfarm","3270.548","1.0",
"20180713","1992","12","Total Private","2687.686","1.0",
"20180713","1992","12","Financial Activities","466.643","1.0",
"20180713","1992","12","Finance and Insurance","363.867","1.0",
"20180713","1992","12","Securities, Commodity Contracts, Investments ","150.413","1.0",
"20180713","1992","12","Credit Intermediation and Related Activities","138.515","1.0",
"20180713","1992","12","Real Estate and Rental and Leasing","102.776","1.0",
"20180713","1992","12","Information","150.080","1.0",
"20180713","1992","12","Professional and Business Services","415.499","1.0",
"20180713","1992","12","Professional, Scientific, and Technical Services","219.445","1.0",
"20180713","1992","12","Management of Companies and Enterprises","50.620","1.0",
"20180713","1992","12","Administrative and Waste Services","145.434","1.0",
"20180713","1992","12","Employment Services","37.440","1.0",
"20180713","1992","12","Education and Health Services","515.262","1.0",
"20180713","1992","12","Educational Services","107.689","1.0",
"20180713","1992","12","Health Care and Social Assistance","407.573","1.0",
"20180713","1992","12","Leisure and Hospitality","191.927","1.0",
"20180713","1992","12","Arts, Entertainment, and Recreation","40.357","1.0",
"20180713","1992","12","Accommodation and Food Services","151.571","1.0",
"20180713","1992","12","Other Services, except public administration","118.693","1.0",
