"sitekey","sitestatus","providername","sitename","building","street","unit","borough","city","postcode","mappedaddress","phone","extension","show311","showonmap","website","ada_accessible","incomelimit","l1","itin","s1","amendedreturn","prioryear","aarp","selfemployed","opendatestr","opendateiso","closedatestr","closedateiso","apptorwalkin","mondayopen","imondayopen","mondayclose","imondayclose","tuesdayopen","ituesdayopen","tuesdayclose","ituesdayclose","wednesdayopen","iwednesdayopen","wednesdayclose","iwednesdayclose","thursdayopen","ithursdayopen","thursdayclose","ithursdayclose","fridayopen","ifridayopen","fridayclose","ifridayclose","saturdayopen","isaturdayopen","saturdayclose","isaturdayclose","sundayopen","isundayopen","sundayclose","isundayclose","ianydayopen","ianydayclose","scheduleexceptions","notes","citycouncildistrict","communitydistrict","bbl","nta","xcoordinate","ycoordinate","latitude","longitude","icon","geocoded_column"
"FBNYC - 63","Active","Nazareth Housing Inc.","Center for Learning and Self-Sufficiency","206","East 4th Street",,"Manhattan",,,"""206 East 4th Street, Manhattan NY, 10009""","(212) 777-1010",,"Yes","Yes","https://nazarethhousingnyc.org/",,"""Individuals without dependents: $54,000, Families with dependents: $58,000""","""English, Spanish, Russian, French, Italian""","None","In Person","Yes","Yes","No","Yes","Jan 30","2019-01-30T00:00:00.000","Apr 13","2019-04-13T00:00:00.000","Appointment Only",,,,,,,,,"12:00 PM","12","8:00 PM","20","12:00 PM","12","8:00 PM","20",,,,,,,,,,,,,"12","20",,,"02","103","1003990011","MN22","0988684","0203013","40.72389934534457","-73.98400325708894",,"(40.723899345345, -73.984003257089)"
"BXNHS - 1","Active","Food Bank For New York City","Community Services Housing Development Corporation","1474","Eastern Parkway","Suite 1B","Brooklyn",,,"""1474 Eastern Parkway, Brooklyn NY, 11233""","(646) 794-5961",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","English","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Both","10:00 AM","10","7:00 PM","19","10:00 AM","10","7:00 PM","19","10:00 AM","10","7:00 PM","19","10:00 AM","10","7:00 PM","19","10:00 AM","10","7:00 PM","19",,,,,,,,,"10","19",,,"41","316","3014740009","BK79","1006581","0183261","40.669657648469304","-73.91950094605933",,"(40.669657648469, -73.919500946059)"
"FBNYC - 45","Active","Food Bank For New York City","NYCHA Brooklyn Community Service - Beacon","101","Park Avenue","Room 227","Brooklyn",,,"""101 Park Avenue, Brooklyn NY, 11205""","(718) 943-6956",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","English","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Both",,,,,"7:00 PM","19","8:00 PM","20",,,,,"7:00 PM","19","8:00 PM","20",,,,,,,,,,,,,"19","20",,,"35","302","3020280001","BK68","0990966","0192967","40.6963240221726","-73.97578040340693",,"(40.696324022173, -73.975780403407)"
"GB - 5","Active","Food Bank For New York City","Blessed Assurance Church of God","2093","Fulton Street",,"Brooklyn",,,"""2093 Fulton Street, Brooklyn NY, 11233""","(646) 355-5561",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","English","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Appointment Only",,,,,"11:00 AM","11","2:00 PM","14",,,,,,,,,"11:00 AM","11","2:00 PM","14","12:30 PM","12.5","3:30 PM","15.5",,,,,"11","15.5",,,"37","316","3015420053","BK79","1009332","0186383","40.678219465706846","-73.90957249741099",,"(40.678219465707, -73.909572497411)"
"MMCC - 4","Active","Food Bank For New York City","Castle Hill Library","947","Castle Hill Avenue",,"Bronx",,,"""947 Castle Hill Avenue, Bronx NY, 10473""","(718) 824-3838",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","English","Non-CAA ITIN","Assisted Self-Preparation","No","No","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Walk-in Only","3:00 PM","15","6:00 PM","18","10:00 AM","10","2:00 PM","14",,,,,"10:00 AM","10","2:00 PM","14","1:00 PM","13","4:00 PM","16",,,,,,,,,"10","18",,,"18","209","2036880042","BX59","1025818","0240455","40.82657108860151","-73.84980176988991",,"(40.826571088602, -73.84980176989)"
"UU - 21","Active","Food Bank For New York City","Morrisania Baptist Church","551","East 169th Street",,"Bronx",,,"""553 East 169th Street, Bronx NY, 10456""","(646) 981-6111",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""Individuals without dependents: $30,000, Families with dependents: $55,000""","""English, Spanish, Bengali""","Non-CAA ITIN","In Person","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Appointment Only","12:00 PM","12","7:00 PM","19","12:00 PM","12","7:00 PM","19","12:00 PM","12","7:00 PM","19","12:00 PM","12","7:00 PM","19",,,,,"9:00 AM","9","4:00 PM","16",,,,,"9","19","Closed 2/18/2019 for President's Day","To make an appointment go to https://www.foodbanknyc.org/taxhelp.ÿ","16","203","2029250092","BX01","1010775","0242579","40.832458842544","-73.90414839657929",,"(40.832458842544, -73.904148396579)"
"FBNYC - 73","Active","Urban Upbound","Far Rockaway","1907","Mott Avenue",,"Queens","Far Rockaway",,"""1907 Mott Avenue, Queens NY, 11691""","(718) 784-0877","7","Yes","Yes","http://www.urbanupbound.org",,"""For all filers: Income below $66,000.""","English","None","In Person","Yes","Yes","No","Yes","Jan 25","2019-01-25T00:00:00.000","Apr 13","2019-04-13T00:00:00.000","Appointment Only",,,,,,,,,,,,,,,,,"9:30 AM","9.5","4:30 PM","16.5","9:00 AM","9","4:00 PM","16",,,,,"9","16.5",,,"31","414","4155610034","QN15","1053126","0159321","40.60370795917836","-73.75195993573095",,"(40.603707959178, -73.751959935731)"
"UU - 15","Active","Food Bank For New York City","Food Bank For New York City - Mobile","71","St. Nicholas Avenue",,"Manhattan",,,"""73 St. Nicholas Avenue, Manhattan NY, 10026""","(646) 981-6111",,"No","No","http://www.foodbanknyc.org/taxhelp",,"""Individuals without dependents: $30,000, Families with dependents: $55,000""","""English, Spanish""","Non-CAA ITIN","In Person","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Walk-in Only","9:00 AM","9","5:00 PM","17","9:00 AM","9","5:00 PM","17","9:00 AM","9","5:00 PM","17","9:00 AM","9","5:00 PM","17","9:00 AM","9","5:00 PM","17",,,,,,,,,"9","17","Closed 2/18/2019 for President's Day","To make an appointment go to https://www.foodbanknyc.org/taxhelp.ÿ","09","110","1018230058","MN11","0997387","0231182","40.801207341032914","-73.9525500038924",,"(40.801207341033, -73.952550003892)"
"FBNYC - 50","Active","Grow Brooklyn","East Flatbush Kings County Hospital NYC Health+Hospitals","451","Clarkson Ave",,"Brooklyn",,,"""451 Clarkson Ave, Brooklyn NY, 11203""","(347) 682-5606",,"Yes","Yes","http://www.growbrooklyn.org/taxes",,"""Individuals without dependents: $35,000, Families with dependents: $62,000""","English","None","""In Person, Drop Off""","Yes","Yes","No","Yes","Jan 23","2019-01-23T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Appointment Only","11:00 AM","11","6:00 PM","18",,,,,"11:00 AM","11","6:00 PM","18",,,,,"11:00 AM","11","5:00 PM","17",,,,,,,,,"11","18",,"""www.growbrooklyn.org/taxes- By Appointment Only -  no walk-ins --- Only 2018 returns in February; prior years will be done  in March and April*  Due to space limitations, please do not arrrive more than 15 minutes before your appointment ""","40","309","3048290001","BK60","0999627","0178193","40.65576192134303","-73.94458035788318",,"(40.655761921343, -73.944580357883)"
"FBNYC - 82","Active","Urban Upbound","Moya","106-01","Corona Avenue",,"Queens","Corona",,"""106-01 Corona Avenue, Queens NY, 11368""","(718) 784-0877","7","Yes","Yes","http://www.urbanupbound.org",,"""For all filers: Income below $66,000.""","""English, Spanish""","None","In Person","No","No","No","Yes","Feb 5","2019-02-05T00:00:00.000","Apr 11","2019-04-11T00:00:00.000","Appointment Only",,,,,"10:30 AM","10.5","4:30 PM","16.5",,,,,"10:30 AM","10.5","4:30 PM","16.5",,,,,,,,,,,,,"10.5","16.5",,,"21","404","4019940041","QN25","1023839","0210337","40.74391442084902","-73.8571299983419",,"(40.743914420849, -73.857129998342)"
"UU - 17","Active","Food Bank For New York City","John Jay College","524","West 59th Street","Suite L.68.13","Manhattan",,,"""524 West 59th Street, Manhattan NY, 10019""","(646) 981-6111",,"No","No","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","English","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Walk-in Only","10:00 AM","10","4:00 PM","16","10:00 AM","10","6:00 PM","18","10:00 AM","10","6:00 PM","18","10:00 AM","10","4:00 PM","16","9:00 AM","9","1:00 PM","13",,,,,,,,,"9","18","Closed 2/19/18 for Presidents' Day","Notapublicsite.","06","104","1010870005","MN14","0987426","0220098","40.770793916626495","-73.9885337323758",,"(40.770793916626, -73.988533732376)"
"ARIVA - 13","Active","Ariva","Mexican Consulate","27","East 39th Street",,"Manhattan",,,"""27 East 39th Street , Manhattan NY, 10016""","(212) 217-6424",,"Yes","Yes","https://ariva.org",,"""Individuals without dependents: $30,000, Families with dependents: $55,000""","""English, Spanish""","Non-CAA ITIN","In Person","Yes","Yes","No","Yes","Jan 25","2019-01-25T00:00:00.000","Apr 12","2019-04-12T00:00:00.000","Appointment Only",,,,,,,,,,,,,,,,,"8:30 AM","8.5","4:00 PM","16",,,,,,,,,"8.5","16",,,"04","106","1008690027","MN20","0989788","0212754","40.75063535746771","-73.9800122874889",,"(40.750635357468, -73.980012287489)"
"ARIVA - 21","Active","Ariva","ReadNY","337","Alexander Avenue",,"Bronx",,,"""341 Alexander Avenue, Bronx NY, 10454""","(718) 665-5250","240","Yes","Yes","https://ariva.org",,"""Individuals without dependents: $30,000, Families with dependents: $55,000""","""English, Spanish""","None","In Person","No","No","No","Yes","Feb 2","2019-02-02T00:00:00.000","Feb 2","2019-02-02T00:00:00.000","Appointment Only",,,,,,,,,,,,,,,,,,,,,,,,,"10:00 AM","10","4:00 PM","16","10","16",,,"08","201","2023150038","BX39","1005430","0235237","40.812321573778796","-73.92348642578499",,"(40.812321573779, -73.923486425785)"
"AARPBX - 3","Active","AARP Tax Aide","JASA - NORC Einstein Senior Center","135","Einstein Loop","Room 35 - 2nd Floor","Bronx",,,"""137 Einstein Loop, Bronx NY, 10475""","(718) 320-2066",,"Yes","Yes","http://www.aarp.org/taxaide",,"""Open to all taxpayers, with special attention to those 60 and older.""","""English, Spanish""","None","In Person","Yes","Yes","Yes","Yes","Jan 29","2019-01-29T00:00:00.000","Apr 9","2019-04-09T00:00:00.000","Walk-in Only",,,,,"10:00 AM","10","2:00 PM","14","10:00 AM","10","2:00 PM","14",,,,,,,,,,,,,,,,,"10","14",,"Preferred Income limit: $60K","12","210","2051350210","BX13","1033476","0254199","40.864254893709756","-73.82203018655045",,"(40.86425489371, -73.82203018655)"
"UU - 3","Active","Food Bank For New York City","El Centro De Hospitalidad - Project Hospitality","1546","Castleton Avenue",,"Staten Island",,,"""1546 Castleton Avenue, Staten Island NY, 10302""","(718) 448-3470",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""Individuals without dependents: $30,000, Families with dependents: $55,000""","""English, Spanish""","Non-CAA ITIN","In Person","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Appointment Only",,,,,"9:00 AM","9","4:00 PM","16","9:00 AM","9","4:00 PM","16","9:00 AM","9","4:00 PM","16","9:00 AM","9","7:00 PM","19","9:00 AM","9","2:00 PM","14",,,,,"9","19","Closed 2/18/2019 for President's Day","To make an appointment go to https://www.foodbanknyc.org/taxhelp.ÿ","49","501","5010350014","SI28","0946939","0170966","40.63586013518829","-74.13443105060368",,"(40.635860135188, -74.134431050604)"
"AARPMN - 27","Active","AARP Tax Aide","St. Margaret's House","49","Fulton Street","Ground Floor","Manhattan",,,"""49 Fulton Street, Manhattan NY, 10038""","(212) 766-8122",,"Yes","Yes",,,"""Open to all taxpayers, with special attention to those 60 and older.""","""English, Spanish""","None","In Person","Yes","Yes","Yes","Yes","Feb 2","2019-02-02T00:00:00.000","Apr 13","2019-04-13T00:00:00.000","Walk-in Only",,,,,,,,,,,,,,,,,,,,,"10:00 AM","10","2:00 PM","14",,,,,"10","14",,"""First come, first served.  We will stop accepting taxpayers when we have reached capacity""","01","101","1000950027","MN25","0982969","0197285","40.708178375358884","-74.00462043183734",,"(40.708178375359, -74.004620431837)"
"FBNYC - 53","Active","Grow Brooklyn","Office of Council Member Deutsch","2401","""Avenue U,""",,"Brooklyn",,,"""2401 Avenue U,, Brooklyn NY, 11229""","(347) 682-5606",,"Yes","Yes","http://www.growbrooklyn.org/taxes",,"""Individuals without dependents: $35,000, Families with dependents: $62,000""","""English, Spanish, Russian""","None","""In Person, Drop Off""","Yes","Yes","No","Yes","Jan 22","2019-01-22T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Appointment Only",,,,,,,,,,,,,,,,,,,,,,,,,"12:00 PM","12","5:00 PM","17","12","17",,"""www.growbrooklyn.org/taxes- By Appointment Only -  no walk-ins --- Only 2018 returns in February; prior years will be done  in March and April*  Due to space limitations, please do not arrrive more than 15 minutes before your appointment ""","48","315","3073290055","BK44","0998843","0157814","40.59982719350412","-73.94745000210673",,"(40.599827193504, -73.947450002107)"
"FBNYC - 38","Active","Food Bank For New York City","St. Mark AME Church","95-18","Northern Boulevard","3rd Floor","Queens","Jackson Heights",,"""95-18 Northern Boulevard, Queens NY, 11372""","(646) 981-6111",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""Individuals without dependents: $30,000, Families with dependents: $55,000""","""English, Spanish, Cantonese, Mandarin""","Non-CAA ITIN","In Person","Yes","Yes","No","Yes","Mar 1","2019-03-01T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Appointment Only","12:00 PM","12","7:00 PM","19","12:00 PM","12","7:00 PM","19","12:00 PM","12","7:00 PM","19",,,,,,,,,"9:00 AM","9","4:00 PM","16",,,,,"9","19","Closed 2/18/2019 for President's Day","To make an appointment go to https://www.foodbanknyc.org/taxhelp.ÿ","21","403","4017100010","QN26","1019473","0215049","40.75686612483663","-73.87286144927161",,"(40.756866124837, -73.872861449272)"
"FBNYC - 4","Active","Food Bank For New York City","New Lots Library","665","New Lots Avenue",,"Brooklyn",,,"""665 New Lots Avenue, Brooklyn NY, 11207""","(718) 649-0311",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","English","Non-CAA ITIN","Assisted Self-Preparation","No","No","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Walk-in Only","12:00 PM","12","5:00 PM","17","2:30 PM","14.5","7:30 PM","19.5",,,,,,,,,,,,,,,,,"1:00 PM","13","4:30 PM","16.5","12","19.5",,,"42","305","3040900001","BK82","1015935","0181594","40.66505357274081","-73.88578940328217",,"(40.665053572741, -73.885789403282)"
"FBNYC - 26","Active","Food Bank For New York City","NYCHA St. Mary's Park (BronxWorks)","595","Trinity Avenue",,"Bronx",,,"""595 Trinity Avenue, Bronx NY, 10455""","(718) 618-7478",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","English","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Both",,,,,"6:00 PM","18","9:00 PM","21","6:00 PM","18","9:00 PM","21",,,,,,,,,"10:00 AM","10","1:00 PM","13",,,,,"10","21",,,"17","201","2026230135","BX34","1009296","0236169","40.81486953797448","-73.9095168817007",,"(40.814869537974, -73.909516881701)"
"AARPBX - 1","Active","AARP Tax Aide","RAIN Gunhill Senior Center","3377","White Plains Road","1st Floor","Bronx",,,"""3377 White Plains Road, Bronx NY, 10467""","(718) 881-5589",,"Yes","Yes","http://www.aarp.org/taxaide",,"""Open to all taxpayers, with special attention to those 60 and older.""","""English, Spanish""","None","In Person","Yes","Yes","Yes","Yes","Feb 1","2019-02-01T00:00:00.000","Apr 12","2019-04-12T00:00:00.000","Walk-in Only",,,,,,,,,,,,,,,,,"10:00 AM","10","2:00 PM","14",,,,,,,,,"10","14",,"Preferred Income limit: $60K","12","212","2046240037","BX44","1021015","0258045","40.87487166904558","-73.86706003035614",,"(40.874871669046, -73.867060030356)"
"NH -2","Active","Food Bank For New York City","Christ Apostolic Church","108-02","Sutphin Blvd",,"Queens","Jamaica",,"""108-02 Sutphin Blvd, Queens NY, 11003""","(516) 644-9246",,"No","No","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","English","None","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Both","4:00 PM","16","6:00 PM","18",,,,,"1:00 PM","13","4:00 PM","16",,,,,,,,,"10:00 AM","10","12:00 PM","12",,,,,"10","18",,,"28","412","4119460119","QN01","1039884","0191813","40.69298424384695","-73.79937958548571",,"(40.692984243847, -73.799379585486)"
"FBNYC - 46","Active","Grow Brooklyn","APNA Brooklyn  Community Center","236","Neptune Ave",,"Brooklyn",,,"""236 Neptune Ave, Brooklyn NY, 11235""","(347) 682-5606",,"Yes","Yes","http://www.growbrooklyn.org/taxes",,"""Individuals without dependents: $35,000, Families with dependents: $62,000""","English","None","""In Person, Drop Off""","Yes","Yes","No","Yes","Jan 22","2019-01-22T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Appointment Only",,,,,,,,,,,,,,,,,,,,,"11:00 AM","11","5:00 PM","17",,,,,"11","17",,"""www.growbrooklyn.org/taxes- By Appointment Only -  no walk-ins --- Only 2018 returns in February; prior years will be done  in March and April*  Due to space limitations, please do not arrrive more than 15 minutes before your appointment ""","48","313","3086660662","BK19","0994785","0151134","40.58149768523625","-73.96207344109642",,"(40.581497685236, -73.962073441096)"
"FBNYC - 27","Active","Food Bank For New York City","""NYCHA Van Dyke I and Brownsville Housed (DB Grant Associates, Inc)""","330","Powell Street",,"Brooklyn",,,"""330 Powell Street , Brooklyn NY, 11212""","(347) 853-7934",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","""English, Spanish""","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Both","9:00 AM","9","5:00 PM","17",,,,,"9:00 AM","9","7:00 PM","19",,,,,"9:00 AM","9","5:00 PM","17",,,,,,,,,"9","19",,"1ST. AND 3RD. SATURDAY OF FEBRUARY AND 1ST. SATURDAY IN APRIL 9AM TO 2PM","41","316","3037770001","BK81","1011133","0182000","40.66618383451806","-73.9030968832413",,"(40.666183834518, -73.903096883241)"
"AARPMN - 17","Active","AARP Tax Aide","Lenox Hill Neighborhood House","331","East 70th Street","Ground Floor","Manhattan",,,"""331 East 70th Street, Manhattan NY, 10021""","(212) 744-5022",,"Yes","Yes",,,"""Open to all taxpayers, with special attention to those 60 and older.""","""English, Spanish""","None","In Person","Yes","Yes","Yes","Yes","Jan 30","2019-01-30T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Walk-in Only",,,,,,,,,"9:00 AM","9","1:00 PM","13",,,,,,,,,,,,,,,,,"9","13",,"""First come, first served.  We will stop accepting taxpayers when we have reached capacity""","05","108","1014450014","MN31","0995898","0218691","40.76692496422546","-73.95794983271793",,"(40.766924964225, -73.957949832718)"
"FBNYC - 6","Active","Food Bank For New York City","New York Common Pantry","1290","Hoe Avenue",,"Bronx",,,"""1290 Hoe Avenue, Bronx NY, 10459""","(917) 982-2700",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","""English, Spanish""","Non-CAA ITIN","Drop Off","Yes","Yes",,"Yes","Jan 28","2019-01-28T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Both",,,,,"9:00 AM","9","5:00 PM","17","9:00 AM","9","5:00 PM","17","9:00 AM","9","5:00 PM","17","9:00 AM","9","5:00 PM","17","9:00 AM","9","5:00 PM","17",,,,,"9","17",,,"17","203","2029870010","BX75","1014554","0242011","40.830887688787","-73.8904950583833",,"(40.830887688787, -73.890495058383)"
"FBNYC - 48","Active","Grow Brooklyn","Brooklyn Coop Federal Credit Union","315","Grove Street",,"Brooklyn",,,"""315 Grove Street, Brooklyn NY, 11237""","(347) 682-5606",,"Yes","Yes","http://www.growbrooklyn.org/taxes",,"""Individuals without dependents: $35,000, Families with dependents: $62,000""","""English, Spanish""","None","""In Person, Drop Off""","Yes","Yes","No","Yes","Jan 22","2019-01-22T00:00:00.000","Apr 15","2019-04-15T00:00:00.000","Appointment Only","6:00 PM","18","8:00 PM","20",,,,,"6:00 PM","18","8:00 PM","20",,,,,,,,,"10:00 AM","10","4:00 PM","16","10:00 AM","10","4:00 PM","16","10","20",,"""www.growbrooklyn.org/taxes- By Appointment Only -  no walk-ins --- Only 2018 returns in February; prior years will be done  in March and April*  Due to space limitations, please do not arrrive more than 15 minutes before your appointment ""","37","304","3033170029","BK77","1007718","0193849","40.69871633738934","-73.91536540058422",,"(40.698716337389, -73.915365400584)"
"FBNYC - 80","Active","Urban Upbound","Jobs Plus Harlem","335","East 111th Street",,"Manhattan",,,"""335 East 111th Street, Manhattan NY, 10029""","(718) 784-0877","7","Yes","Yes","http://www.urbanupbound.org",,"""For all filers: Income below $66,000.""","""English, Spanish""","None","In Person","No","Yes","No","Yes","Jan 25","2019-01-25T00:00:00.000","Apr 13","2019-04-13T00:00:00.000","Appointment Only",,,,,,,,,,,,,"10:00 AM","10","6:00 PM","18",,,,,"10:00 AM","10","4:00 PM","16",,,,,"10","18","Appointments for the public only on Thursdays",,"08","111","1016830018","MN34","1001263","0228257","40.79317240026267","-73.93855755656581",,"(40.793172400263, -73.938557556566)"
"FBNYC - 77","Active","Urban Upbound","HHC Elmhurst Hospital","79-01","Broadway","A1-23","Queens","Elmhurst",,"""79-01 Broadway, Queens NY, 11373""","(718) 784-0877","7","Yes","Yes","http://www.urbanupbound.org",,"""For all filers: Income below $66,000.""","""English, Spanish""","None","In Person","No","No","No","Yes","Feb 5","2019-02-05T00:00:00.000","Apr 13","2019-04-13T00:00:00.000","Appointment Only",,,,,"12:00 PM","12","7:00 PM","19","3:00 PM","15","7:00 PM","19",,,,,,,,,"10:00 AM","10","4:00 PM","16",,,,,"10","19",,,"25","404","4015000002","QN29","1015812","0210508","40.744416063816544","-73.88609724376178",,"(40.744416063817, -73.886097243762)"
"AARPMN - 1","Active","AARP Tax Aide","58th Street Branch Library","127","East 58th Street","2nd Floor","Manhattan",,,"""127 East 58th Street, Manhattan NY, 10022""","(212) 759-7358",,"Yes","Yes",,,"""Open to all taxpayers, with special attention to those 60 and older.""","""English, Spanish""","None","In Person","Yes","Yes","Yes","Yes","Jan 30","2019-01-30T00:00:00.000","Apr 13","2019-04-13T00:00:00.000","Walk-in Only",,,,,,,,,"10:00 AM","10","2:00 PM","14",,,,,,,,,"10:00 AM","10","2:00 PM","14",,,,,"10","14","""Closed February 6, 2019""","""First come, first served.  We will stop accepting taxpayers when we have reached capacity""","04","105","1013130005","MN19","0992822","0216818","40.761787580647734","-73.9690568144609",,"(40.761787580648, -73.969056814461)"
"FBNYC - 67","Active","Urban Upbound","Bronx","573","East Fordham Road",,"Bronx",,,"""573 East Fordham Road, Bronx NY, 10458""","(718) 842-8100",,"Yes","Yes","http://www.urbanupbound.org",,"""For all filers: Income below $66,000.""","""English, Spanish""","None","In Person","No","Yes","No","Yes","Jan 29","2019-01-29T00:00:00.000","Apr 13","2019-04-13T00:00:00.000","Appointment Only",,,,,"12:00 PM","12","7:00 PM","19","12:00 PM","12","7:00 PM","19","12:00 PM","12","7:00 PM","19",,,,,"10:00 AM","10","5:00 PM","17",,,,,"10","19",,,"15","206","2032730269","BX06","1015845","0252171","40.858769359712284","-73.88578210298026",,"(40.858769359712, -73.88578210298)"
"FBNYC - 21","Active","Food Bank For New York City","NYCHA Henry Street Settlement - Job Plus - Wald & RIIS II Houses -Boys And Girls","24","Avenue D","Ground Floor","Manhattan",,,"""24 Avenue D, Manhattan NY, 10009""","(212) 254-4333",,"Yes","Yes","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","""English, Spanish""","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Appointment Only","12:00 PM","12","5:00 PM","17","12:00 PM","12","5:00 PM","17","12:00 PM","12","5:00 PM","17","12:00 PM","12","5:00 PM","17","12:00 PM","12","5:00 PM","17",,,,,,,,,"12","17",,,"02","103","1003560001","MN28","0990311","0201880","40.720788569205475","-73.97813447592229",,"(40.720788569205, -73.978134475922)"
"ARIVA - 16","Inactive","Ariva","Bronx House","990","Pelham Parkway South",,"Bronx",,,"""990 Pelham Parkway South, Bronx NY, 10461""","(718) 792-1800","226","Yes","Yes","https://ariva.org",,"""Individuals without dependents: $30,000, Families with dependents: $55,000""","""English, Spanish""","None","In Person","No","No","No","Yes","Mar 30","2019-03-30T00:00:00.000","Mar 30","2019-03-30T00:00:00.000","Appointment Only",,,,,,,,,,,,,,,,,,,,,,,,,"10:00 AM","10","4:00 PM","16","10","16",,,"13","211","2043287501","BX49","1022880","0251465","40.85680362381491","-73.86035424677017",,"(40.856803623815, -73.86035424677)"
"UU - 20","Active","Food Bank For New York City","LSA Family Health Service","333","East 115th Street",,"Manhattan",,,"""333 East 115th Street, Manhattan NY, 10029""","(646) 672-5200",,"No","No","http://www.foodbanknyc.org/taxhelp",,"""For all filers: Income below $55,000.""","""English, Spanish""","Non-CAA ITIN","Drop Off","Yes","Yes","No","Yes","Jan 28","2019-01-28T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Appointment",,,,,,,,,,,,,,,,,"10:00 AM","10","3:00 PM","15",,,,,,,,,"10","15","Closed between 12pm to 1pm",,"08","111","1016870017","MN34","1001716","0229193","40.79574058253402","-73.93691911350425",,"(40.795740582534, -73.936919113504)"
"FBNYC - 60","Active","MMCC","GRANT HOUSES","1301","AMSTERDAM AVENUE","1STFL","Manhattan",,,"""1301 AMSTERDAM AVENUE, Manhattan NY, 10027""","(718) 882-4000","208","Yes","Yes","http://www.mmcc.org",,"Open to all taxpayers.","""English, Spanish""","Non-CAA ITIN","""In Person, Drop Off""","Yes","Yes","Yes","Yes","Jan 13","2019-01-13T00:00:00.000","Apr 10","2019-04-10T00:00:00.000","Both","10:00 AM","10","2:00 PM","14",,,,,,,,,,,,,,,,,"11:00 AM","11","6:00 AM","6","11:00 AM","11","6:00 AM","6","10","14",,,"07","109","1019640001","MN09","0996080","0235111","40.811993207077556","-73.95726387922927",,"(40.811993207078, -73.957263879229)"
