BOROUGH,SITE_STATUS,SITE_NAME,SITE_NUMBER,STREET_NUMBER,STREET_SUFFIX,STREET_NAME,POSTCODE,CITY,VOTER_ENTRANCE,HANDICAP_ENTRANCE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
MANHATTAN,A,PS 133,M0051,2121,,5 Avenue,10037,New York,2121 5 Avenue,East 130th Street,40.809619,-73.939818,11,9,206,1054276,1017550001,Central Harlem North-Polo Grounds,"(40.809619, -73.939818)",13095,7,4,36,16
QUEENS,A,PS 56-Harry Eichler,Q0276,86-10,,114 Street,11418,Richmond Hill,86-10 114 Street,Side Entrance on 86 Avenue near corner of 114 Street,40.699252,-73.835415,9,32,130,4192689,4092260057,Richmond Hill,"(40.699252, -73.835415)",24014,46,3,41,60
BRONX,A,JHS 131 Albert Einstein,X0203,885,,Bolton Avenue,10473,Bronx,885 Bolton Avenue,885 Bolton Avenue,40.823696,-73.859798,9,18,42,2103869,2036440001,Soundview-Castle Hill-Clason Point-Harding Park,"(40.823696, -73.859798)",11611,58,5,31,26
BROOKLYN,A,JHS 50,B0093,183,,South 3 Street,11211,Brooklyn,183 South 3 Street,To left of Main Entrance on Driggs Avenue,40.711736,-73.96024,1,34,523,3063128,3024190001,North Side-South Side,"(40.711736, -73.96024)",17613,36,2,30,56
BROOKLYN,A,Bay Ridge Towers,B0207,350,,65th Street,11220,Brooklyn,350 65th Street,350 65th Street,40.638905,-74.023015,10,38,70,3144194,3058260001,Bay Ridge,"(40.638905, -74.023015)",18180,10,2,7,41
BROOKLYN,A,Bushwick Campus,B0226,400,,Irving Avenue,11237,Brooklyn,400 Irving Avenue,Enter on right side of main entrance,40.696928,-73.910853,4,37,435,3076908,3033650098,Bushwick North,"(40.696928, -73.910853)",18181,42,2,37,53
QUEENS,A,PS 69-Jackson Heights,Q0251,77-02,,37 Avenue,11372,Jackson Heights,77-02 37 Avenue,Entrance on 77th Street near 37th Avenue,40.749204,-73.888814,3,25,287,4029892,4012880001,Jackson Heights,"(40.749204, -73.888814)",14783,65,3,5,73
BROOKLYN,A,PS 270,B0134,241,,Emerson Place,11205,Brooklyn,241 Emerson Place,Enter on Dekalb  Avenue,40.692087,-73.961574,2,35,193,3055378,3019330102,Clinton Hill,"(40.692087, -73.961574)",17212,68,2,48,55
STATEN IS,A,PS 53 Bay Terrace,S0035,330,,Durant Avenue,10308,Staten Island,330 Durant Avenue,330 Durant Avenue,40.552537,-74.137005,3,51,13203,5065016,5051060001,Great Kills,"(40.552537, -74.137005)",10695,15,1,9,76
BROOKLYN,A,MS 2,10598,655,,Parkside Avenue,11226,Brooklyn,655 Parkside Avenue,Enter on left side of main entrance,40.656229,-73.95158,9,40,802,3378201,3050500051,Prospect Lefferts Gardens-Wingate,"(40.656229, -73.95158)",13509,17,2,11,44
QUEENS,A,Hunter's Point Community Middle School,11628,1-50,,51 Avenue,11101,Long Island City,1-50 51 Avenue,1-50 51 Avenue,,,2,26,1,4538588,4000060008,Hunters Point-Sunnyside-West Maspeth,,,,,,
MANHATTAN,A,Good Shepherd Church,M0011,104,,Cooper Street,10034,New York,110 Cooper Street,110 Cooper Street,40.868683,-73.92142,12,10,303,1077394,1022420019,Marble Hill-Inwood,"(40.868683, -73.92142)",13092,47,4,39,22
QUEENS,A,PS 295,11164,222-14,,Jamaica Avenue,11428,Queens Village,222-14 Jamaica Avenue,Rear Schoolyard Entrance from 95th Avenue,40.72052,-73.732013,13,23,568,4231378,4108130005,Queens Village,"(40.72052, -73.732013)",24337,63,3,16,63
BROOKLYN,A,Betsy Head Pool,11447,694,,Thomas Boyland Street,11212,Brooklyn,694 Thomas Boyland Street,694 Thomas Boyland Street,40.663462,-73.912232,16,41,898,3081931,3035700001,Brownsville,"(40.663462, -73.912232)",17614,55,2,17,46
BROOKLYN,A,PS 48,B0292,6015,,18 Avenue,11204,Brooklyn,6015 18 Avenue,60 Street,40.621846,-73.987318,12,44,244,3132140,3055190001,Borough Park,"(40.621846, -73.987318)",16867,2,2,18,39
QUEENS,A,Grover Cleveland H.S.,Q0113,21-27,,Himrod Street,11385,Ridgewood,21-27 Himrod Street,Side Entrance on Grandview Avenue,40.711015,-73.90893,5,30,595,4080227,4033630001,Ridgewood,"(40.711015, -73.90893)",15310,54,3,34,62
QUEENS,A,IS 231-Magnetech 2000,Q0053,145-00,,Springfield Boulevard,11413,Springfield Gardens,145-00 Springfield Boulevard,Rear Entrance at 144th Road & Arthur Street,40.664621,-73.758965,13,31,320,4285682,4133310001,Springfield Gardens South-Brookville,"(40.664621, -73.758965)",15313,63,3,47,63
STATEN IS,A,Staten Island Tech HS,10006,485,,Clawson Street,10306,Staten Island,485 Clawson Street,11 Colgate Place,40.567937,-74.115407,2,50,134,5107621,5042440001,New Dorp-Midland Beach,"(40.567937, -74.115407)",10693,30,1,14,76
QUEENS,A,Grace Houses,10819,155-02,,90 Avenue,11432,Jamaica,155-02 90 Avenue,155-02 90 Avenue,40.704506,-73.802127,12,24,240,4459168,4097540001,Jamaica,"(40.704506, -73.802127)",24340,41,3,24,61
STATEN IS,A,PS 52 John C. Thompson,S0043,450,,Buel Avenue,10305,Staten Island,450 Buel Avenue,440 Buel Avenue Accessible Entrance,40.58273,-74.08863,2,50,11201,5053746,5037050001,Old Town-Dongan Hills-South Beach,"(40.58273, -74.08863)",10692,30,1,14,76
BROOKLYN,A,Atlantic Terminal Community Center,11591,501,,Carlton Avenue,11238,Brooklyn,501 Carlton Avenue,501 Carlton Avenue,,,2,35,179,3057520,3020070001,Fort Greene,,,,,,
BROOKLYN,A,Linden Plaza Preservation Bldg 5,B0302,675,,Lincoln Avenue,11208,Brooklyn,675 Lincoln Avenue,675 Lincoln Avenue,40.672625,-73.866327,5,42,1208,3095889,3042710005,East New York,"(40.672625, -73.866327)",17215,45,2,25,47
QUEENS,A,St. Albans Library,11436,191-05,,Linden Boulevard,11412,Saint Albans,191-05 Linden Boulevard,191-05 Linden Boulevard,40.692439,-73.760109,12,27,528,4238275,4110620024,St. Albans,"(40.692439, -73.760109)",15312,41,3,6,71
QUEENS,A,PS 161-Arthur Ashe School,10735,101-33,,124 Street,11419,South Richmond Hill,101-33 124 Street,Accessible Entrance on 125 Street adjacent to school yard,40.690473,-73.821412,9,28,156,4200748,4094910001,Richmond Hill,"(40.690473, -73.821412)",24015,46,3,46,60
BROOKLYN,A,PS 306,B0372,970,,Vermont Street,11207,Brooklyn,970 Vermont Street,970 Vermont Street,40.656105,-73.886716,5,42,1104,3097873,3043920001,East New York,"(40.656105, -73.886716)",17214,45,2,25,47
BROOKLYN,A,Breukelen Community Center,B0315,715,,East 105 Street,11236,Brooklyn,715 East 105 Street,715 East 105 Street,40.648915,-73.896096,18,42,982,3321523,3081930001,Canarsie,"(40.648915, -73.896096)",13827,5,2,25,42
MANHATTAN,A,NYU Brittany Hall,M0265,55,,East 10 Street,10003,New York,55 East 10 Street,55 East 10 Street,40.731931,-73.991742,2,2,61,1009112,1005620030,West Village,"(40.731931, -73.991742)",11724,57,4,50,3
BROOKLYN,A,Ed R Murrow HS,B0077,1600,,Avenue L,11230,Brooklyn,1600 Avenue L,1600 Avenue L,40.620365,-73.959017,14,44,768,3180673,3067340109,Midwood,"(40.620365, -73.959017)",13513,60,2,18,43
QUEENS,A,PS 11-Kathryn Phelan,Q0198,54-25,,Skillman Avenue,11377,Woodside,54-25 Skillman Avenue,54-25 Skillman Avenue,40.745467,-73.909308,2,26,251,4552510,4012390001,Woodside,"(40.745467, -73.909308)",14787,53,3,33,66
QUEENS,A,PS 63-Old South,Q0291,90-15,,Sutter Avenue,11417,Ozone Park,90-15 Sutter Avenue,Through Playground Gate on 91st Street,40.676465,-73.846789,10,32,54,4190727,4091550025,Ozone Park,"(40.676465, -73.846789)",24013,62,3,41,64
BROOKLYN,A,PS 321,B0090,180,,7 Avenue,11215,Brooklyn,180 7 Avenue,Back Entrance on 1st Street.,40.671491,-73.977839,6,39,155,3337516,3009710028,Park Slope-Gowanus,"(40.671491, -73.977839)",17617,14,2,27,50
BRONX,A,PS 1 Courtlandt School,X0131,335,,East 152 Street,10451,Bronx,335 East 152 Street,School Entrance on 153rd St nearest to Courtlandt Ave,40.81882,-73.918783,1,17,67,2001881,2024110119,Melrose South-Mott Haven North,"(40.81882, -73.918783)",10929,49,5,43,23
BROOKLYN,A,JASA Sr Ctr,10160,202,,Graham Avenue,11206,Brooklyn,202 Graham Avenue,202 Graham Avenue,40.708869,-73.943364,1,34,493,3344974,3030260001,Bushwick South,"(40.708869, -73.943364)",17213,36,2,30,56
MANHATTAN,A,Church of St Paul & St Andrew,10432,263,,West 86 Street,10024,New York,263 West 86th Street,263 West 86th Street,40.788569,-73.976919,7,6,175,1033195,1012347502,Upper West Side,"(40.788569, -73.976919)",12421,20,4,19,15
STATEN IS,A,On Your Mark Inc.,11441,475,,Victory Boulevard,10301,Staten Island,475 Victory Boulevard,475 Victory Boulevard,40.630763,-74.088575,1,49,75,5002887,5001200112,New Brighton-Silver Lake,"(40.630763, -74.088575)",10369,4,1,13,74
QUEENS,A,PS 60-Woodhaven,Q0294,91-02,,88 Avenue,11421,Woodhaven,91-02 88 Avenue,88th Road Main Entrance (From Woodhaven Blvd & 88 Rd),40.692108,-73.852696,9,32,18,4184144,4089290058,Woodhaven,"(40.692108, -73.852696)",24017,46,3,41,60
BROOKLYN,A,Bedford Village School (PS 3),B0258,50,,Jefferson Avenue,11216,Brooklyn,50 Jefferson Avenue,50 Jefferson Avenue Enter on Left side of main entrance,40.682592,-73.955339,3,36,227,3057406,3019980001,Clinton Hill,"(40.682592, -73.955339)",17618,69,2,49,51
BROOKLYN,A,New Hope Family Worship,11446,817,,Livonia Avenue,11207,Brooklyn,817 Livonia Avenue,Enter on Schenck Avenue,40.666049,-73.886505,5,42,1124,3090412,3040760001,East New York,"(40.666049, -73.886505)",17214,45,2,25,47
QUEENS,A,Immaculate Conception Center,Q0245,72-00,,Douglaston Parkway,11362,Little Neck,72-00 Douglaston Parkway,72-00 Douglaston Parkway,40.74775,-73.733487,11,23,152901,4172700,4083100300,Douglas Manor-Douglaston-Little Neck,"(40.74775, -73.733487)",14197,26,3,16,69
MANHATTAN,A,Andrew Heiskell Library,10527,40,,West 20 Street,10011,New York,40 West 20 Street,40 West 20 Street,40.740156,-73.992277,5,3,54,1076145,1008217501,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.740156, -73.992277)",12074,11,4,10,7
BROOKLYN,A,IS 391,11421,790,,East New York Avenue,11203,Brooklyn,790 East New York Avenue,Enter through school yard on Maple St.,40.662369,-73.936527,9,41,876,3107129,3048060001,Prospect Lefferts Gardens-Wingate,"(40.662369, -73.936527)",16866,17,2,17,44
BROOKLYN,A,Our Lady of Perpetual Help,11420,552,,59 Street,11220,Brooklyn,552 59th Street,552 59th Street,40.639298,-74.014444,7,38,102,3337343,3008640001,Sunset Park East,"(40.639298, -74.014444)",18180,9,2,7,45
BROOKLYN,A,Macon Public Library,11407,361,,Lewis Avenue,11233,Brooklyn,361 Lewis Avenue,361 Lewis Avenue,40.683167,-73.934992,3,36,295,3046408,3016650001,Stuyvesant Heights,"(40.683167, -73.934992)",13516,69,2,49,52
BROOKLYN,A,JHS 258,B0061,141,,Macon Street,11216,Brooklyn,141 Macon Street,Macon Street to left of Main Entrance,40.681597,-73.945589,3,36,269,3053075,3018450001,Bedford,"(40.681597, -73.945589)",17618,69,2,49,51
BROOKLYN,A,Marlborough Gardens,10295,386,,Marlborough Road,11226,Brooklyn,386 Marlborough Road,386 Marlborough Road,40.64068,-73.964418,14,40,520,3118681,3051570013,Flatbush,"(40.64068, -73.964418)",13510,60,2,11,43
BROOKLYN,A,PS 17,B0113,208,,North 5 Street,11211,Brooklyn,Enter through school yard to right of main entrance,Enter through school yard to right of main entrance,40.715239,-73.956663,1,34,519,3062337,3023450001,North Side-South Side,"(40.715239, -73.956663)",17613,36,2,30,57
MANHATTAN,A,Taino Towers IV,11685,240,,East 123 Street,10035,New York,240 East 123 Street,240 East 123 Street,,,11,8,194,1054629,1017870080,East Harlem North,,,,,,
BROOKLYN,A,Penny Yates Apts,11190,63,,Central Avenue,11206,Brooklyn,63 Central Avenue,63 Central Avenue,40.701326,-73.930739,4,34,425,3389471,3031570101,Bushwick South,"(40.701326, -73.930739)",17213,42,2,30,53
QUEENS,A,Greater Ridgewood Youth Center,10585,59-03,,Summerfield St.,11385,Ridgewood,59-03 Summerfield Street,59-03 Summerfield Street,40.699362,-73.898052,5,34,557,4437841,4035880001,Ridgewood,"(40.699362, -73.898052)",15310,54,3,30,62
QUEENS,A,PS 154-Queens,Q0248,75-02,,162 Street,11366,Fresh Meadows,75-02 162 Street,Side Pathway on 75th Avenue between School & Playground,40.726775,-73.806976,8,24,1257,4148003,4068340001,Kew Gardens Hills,"(40.726775, -73.806976)",14508,25,3,24,65
QUEENS,A,PS 122-Mamie Fay,Q0112,21-21,,Ditmars Boulevard,11105,Astoria,21-21 Ditmars Boulevard,Side Entrance on 23rd Street,40.780414,-73.916619,1,22,103,4019633,4008800001,Steinway,"(40.780414, -73.916619)",16862,39,3,4,72
QUEENS,A,Maspeth High School,11438,54-40,,74 Street,11373,Elmhurst,54-40 74 Street,54-40 74 Street,40.729036,-73.88767,5,30,49302,4062864,4028030001,Maspeth,"(40.729036, -73.88767)",14784,54,3,34,62
QUEENS,A,PS 32-State Street,Q0085,171-11,,35 Avenue,11358,Flushing,171-11 35 Avenue,Through Schoolyard on 172nd Street to Rear Entrance,40.764821,-73.794698,7,19,1141,4118954,4052560001,Murray Hill,"(40.764821, -73.794698)",14193,22,3,20,67
MANHATTAN,A,Stanley Isaacs Ctr,M0086,415,,East 93 Street,10128,New York,415 East 93 Street,415 East 93 Street,40.780954,-73.944978,8,5,152,1082367,1015730001,Yorkville,"(40.780954, -73.944978)",10099,23,4,1,11
MANHATTAN,A,LaGuardia High School,M0280,100,,Amsterdam Avenue,10023,New York,W. 65th St (Off the corner of Amsterdam Ave),W. 65th St (Off the corner of Amsterdam Ave),40.773683,-73.985322,7,6,151,1030341,1011560030,Lincoln Square,"(40.773683, -73.985322)",12420,20,4,19,12
BROOKLYN,A,Canarsie HS,B0079,1600,,Rockaway Parkway,11236,Brooklyn,1600 Rockaway Pkwy,1600 Rockaway Pkwy,40.641819,-73.898735,18,46,990,3230949,3082220001,Canarsie,"(40.641819, -73.898735)",13827,5,2,8,42
QUEENS,A,Queensview  Inc.,Q0111,21-15,,34 Avenue,11106,Astoria,21-15 34 Avenue,21-15 34 Avenue,40.762767,-73.933665,1,22,45,4430870,4005570003,Astoria,"(40.762767, -73.933665)",16863,39,3,4,72
BROOKLYN,A,PS 68 JHS,B0371,956,,East 82 Street,11236,Brooklyn,Enter on East 81th Street,Enter on East 81th Street,40.635487,-73.910824,18,46,956,3224947,3080180001,Canarsie,"(40.635487, -73.910824)",13827,5,2,8,42
BROOKLYN,A,IS 171,B0272,528,,Ridgewood Avenue,11208,Brooklyn,528 Ridgewood Avenue,528 Ridgewood Avenue,40.686113,-73.869607,5,37,1184,3092456,3041340020,Cypress Hills-City Line,"(40.686113, -73.869607)",17215,45,2,37,47
BRONX,A,PS 19 Judith K. Weiss,X0156,4318,,Katonah Avenue,10470,Bronx,4318 Katonah Avenue,Thru ramp on Katonah Ave,40.899298,-73.867419,12,11,45102,2019463,2033860001,Woodlawn-Wakefield,"(40.899298, -73.867419)",11608,29,5,40,30
BROOKLYN,A,St. Edmund Preparatory HS,11419,2474,,Ocean Avenue,11229,Brooklyn,2474 Ocean Avenue,To right of Main Entrance on Avenue T,40.601197,-73.951832,15,48,578,3336574,3073240001,Madison,"(40.601197, -73.951832)",13512,32,2,15,36
BROOKLYN,A,Vollies Memorial Hall,10256,43,,Seba Avenue,11229,Brooklyn,43 Seba Avenue,43 Seba Avenue,40.587936,-73.922857,15,46,628,3249558,3089070784,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,"(40.587936, -73.922857)",13512,32,2,8,36
QUEENS,A,PS 195-William Haberle,Q0131,253-50,,149 Avenue,11422,Rosedale,253-50 149 Avenue,Ramp on Weller Lane near 149th Avenue,40.652954,-73.735581,13,31,664,4290116,4136550001,Rosedale,"(40.652954, -73.735581)",24018,63,3,47,63
MANHATTAN,A,IS 70,M0192,333,,West 17 Street,10011,New York,333 West 17 Street,333 West 17 Street,40.742131,-74.002045,4,3,83,1079152,1007410010,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.742131, -74.002045)",12074,12,4,10,6
QUEENS,A,PS 175-Lynn Gross Discovery School,Q0225,64-35,,102 Street,11374,Rego Park,64-35 102 Street,Accessible Side Entrance located midway on 65th Avenue,40.730985,-73.8531,6,29,721,4051200,4021280014,Forest Hills,"(40.730985, -73.8531)",14785,40,3,28,70
STATEN IS,A,PS 29 Bardwell,S0014,1581,,Victory Boulevard,10314,Staten Island,1581 Victory Boulevard,1581 Victory Boulevard,40.613641,-74.116184,1,50,147,5009028,5003310001,Westerleigh,"(40.613641, -74.116184)",10700,4,1,14,74
MANHATTAN,A,Find Aid For Aged (Hamilton),M0043,141,,West 73 Street,10023,New York,141 West 73 Street,141 West 73 Street,40.778652,-73.979427,7,6,157,1030011,1011450012,Lincoln Square,"(40.778652, -73.979427)",12420,20,4,19,12
BROOKLYN,A,Jimerson Houses,B0062,1411,,Linden Boulevard,11212,Brooklyn,1411 Linden Boulevard,1411 Linden Boulevard,40.654867,-73.907578,16,42,922,3342488,3036340001,Brownsville,"(40.654867, -73.907578)",17614,55,2,25,46
BROOKLYN,A,Trump Village Bldg 4A,B0249,458,,Neptune Avenue,11224,Brooklyn,458 Neptune Avenue,458 Neptune Avenue,40.579652,-73.970778,13,48,35602,3196580,3072740001,West Brighton,"(40.579652, -73.970778)",18184,21,2,15,35
MANHATTAN,A,53rd Street Library,11615,18,,West 53 Street,10103,New York,18 West 53 Street,18 West 53 Street,,,5,4,104,1089376,1012687503,Midtown-Midtown South,,,,,,
BRONX,A,PS 72 Dr. William Dorney,X0225,2951,,Dewey Avenue,10465,Bronx,Entrance on Edison Avenue; Left Side poll room,Entrance on Edison Avenue; Left Side poll room,40.822647,-73.818311,10,13,158,2077162,2054400001,Schuylerville-Throgs Neck-Edgewater Park,"(40.822647, -73.818311)",11274,43,5,12,28
QUEENS,A,PS/IS 314,11687,88-08,,164 Street,11432,Jamaica,88-08 164 Street,88-08 164 Street,,,12,24,44602,4310514,4098130033,Jamaica,,,,,,
BRONX,A,Sedgwick Community Center,X0041,1553,,University Avenue,10453,Bronx,1553 University Avenue,1553 University Avenue,40.84606,-73.921938,5,16,20501,2092105,2028770001,University Heights-Morris Heights,"(40.84606, -73.921938)",10931,6,5,42,29
BRONX,A,PS 189/IS 462-Rosa Parks Educational Campus,11456,3441,,Steenwick Avenue,10475,Bronx,3441 Steenwick Avenue,Enter thru side door right of main entrance on Steenwick,40.882865,-73.830444,12,12,46202,2124548,2052630192,Co-op City,"(40.882865, -73.830444)",12344,29,5,2,30
QUEENS,A,"Big Six Towers, Inc.",Q0209,59-15,,47 Avenue,11377,Woodside,59-15 47 Avenue,59-15 47 Avenue,40.740335,-73.905804,2,26,245,4432197,4023140001,Woodside,"(40.740335, -73.905804)",14787,53,3,33,66
STATEN IS,A,Our Lady Help Of Christians,11780,23,,Summit Street,10307,Staten Island,23 Summit Street Main Entrance,Doorway at end of parking lot on Yetman Ave,,,3,51,24401,5109820,5078960048,Charleston-Richmond Valley-Tottenville,,,,,,
QUEENS,A,PS 54-Hillside,Q0275,86-02,,127 Street,11418,Richmond Hill,86-02 127 Street,Rear Schoolyard Entrance from 126th Street,40.703094,-73.824345,9,29,14201,4193916,4092800001,Richmond Hill,"(40.703094, -73.824345)",24011,46,3,28,60
QUEENS,A,Astoria Community Center,Q0171,4-05,,Astoria Boulevard,11102,Astoria,4-05 Astoria Boulevard,4-05 Astoria Boulevard,40.773119,-73.9339,1,22,87,4430787,4004900101,Old Astoria,"(40.773119, -73.9339)",16859,39,3,4,72
BROOKLYN,A,Williams Center,B0190,323,,Roebling Street,11211,Brooklyn,323 Roebling Street,323 Roebling Street,40.708198,-73.960803,1,33,525,3341975,3021400026,North Side-South Side,"(40.708198, -73.960803)",17613,36,2,38,56
MANHATTAN,A,Northern Man. Nur Hm,10445,116,,East 125 Street,10035,New York,116 East 125 Street,116 East 125 Street,40.804683,-73.938333,11,8,196,1087050,1017730007,East Harlem North,"(40.804683, -73.938333)",13093,7,4,35,16
BRONX,A,St. Mary's Park Community Center,10817,595,,Trinity Avenue,10455,Bronx,595 Trinity Avenue,595 Trinity Avenue,40.814389,-73.909762,1,17,73,2091317,2026230135,Melrose South-Mott Haven North,"(40.814389, -73.909762)",10933,49,5,43,23
MANHATTAN,A,PS 72,M0032,131,,East 104 Street,10029,New York,131 East 104 Street (Enter through schoolyard),131 East 104 Street (Enter through schoolyard),40.791245,-73.947767,11,8,166,1081340,1016320011,East Harlem South,"(40.791245, -73.947767)",12426,7,4,35,14
STATEN IS,A,PS 56 The Louis Desario School,10596,250,,Kramer Avenue,10309,Staten Island,250 Kramer Avenue,250 Kramer Avenue,40.542152,-74.214577,3,51,20801,5128148,5070440001,Rossville-Woodrow,"(40.542152, -74.214577)",10696,15,1,9,77
BROOKLYN,A,PS 264,11382,371,,89 Street,11209,Brooklyn,371 89th Street,371 89th Street,40.620978,-74.030004,10,43,60,3413664,3060620141,Bay Ridge,"(40.620978, -74.030004)",17216,10,2,44,41
BROOKLYN,A,PS 227 JHS,B0300,6500,,16 Avenue,11204,Brooklyn,Enter on 66 Street,Enter on 66 Street,40.621966,-73.995047,11,38,250,3133741,3055510018,Bensonhurst West,"(40.621966, -73.995047)",17621,1,2,7,37
MANHATTAN,A,Clinton Community Center,10404,456,,West 37 Street,10018,New York,456 West 37 Street,456 West 37 Street,40.756151,-73.997141,4,3,111,1012895,1007340066,Hudson Yards-Chelsea-Flatiron-Union Square,"(40.756151, -73.997141)",12080,12,4,10,6
BROOKLYN,A,Trump Village Bldg 7A,B0172,2942,,West 5 Street,11224,Brooklyn,2942 West   5 Street,2942 West   5 Street,40.576974,-73.97308,13,48,354,3196577,3072730050,West Brighton,"(40.576974, -73.97308)",18184,21,2,15,35
BRONX,A,Hostos Community College,10071,120,,East 149 Street,10451,Bronx,Bldg D on E.149th Street and Walton Avenue; Room 202,Bldg D on E.149th Street and Walton Avenue; Room 202,40.818997,-73.929118,1,17,63,2001091,2023500039,West Concourse,"(40.818997, -73.929118)",10929,49,5,43,23
BRONX,A,PS 16 Wakefield,X0161,4550,,Carpenter Avenue,10470,Bronx,4550 Carpenter Avenue,Exterior Gate,40.902183,-73.854766,12,11,414,2070894,2050760031,Woodlawn-Wakefield,"(40.902183, -73.854766)",11608,29,5,40,30
QUEENS,A,PS 149-Christa McAuliffe,Q0301,93-11,,34 Avenue,11372,Jackson Heights,93-11 34 Avenue,Side Entrance on 93rd Street,40.754895,-73.874649,3,25,273,4035441,4014410015,Jackson Heights,"(40.754895, -73.874649)",14783,65,3,5,73
QUEENS,A,Parker J Institute,10691,271-11,,76 Avenue,11040,New Hyde Park,271-11 76 Avenue,271-11 76 Avenue,40.753955,-73.706211,13,23,155102,4173982,4085200175,Glen Oaks-Floral Park-New Hyde Park,"(40.753955, -73.706211)",16098,63,3,16,63
BROOKLYN,A,PS 276,B0024,1070,,East 83 Street,11236,Brooklyn,1070 East 83rd Street,East 82nd Street,40.634097,-73.90805,18,46,996,3225637,3080340001,Canarsie,"(40.634097, -73.90805)",13827,5,2,8,42
BROOKLYN,A,Polish Slavic Culture Center,11293,177,,Kent Street,11222,Brooklyn,177 Kent Street,Enter on left side of main entrance,40.731023,-73.953623,1,33,575,3064646,3025510052,Greenpoint,"(40.731023, -73.953623)",18182,36,2,38,57
MANHATTAN,A,Towers On The Park,10943,300,,West 110 Street,10026,New York,300 Cathedral Parkway (West 110th Street),300 Cathedral Parkway (West 110th Street),40.800675,-73.958607,7,7,193,1076522,1018457501,Morningside Heights,"(40.800675, -73.958607)",12423,20,4,23,15
BRONX,A,Mott Hall V (James Monroe Annex),X0028,1551,,East 172 Street,10472,Bronx,1551 East 172 Street; take elevators,1551 East 172 Street; take elevators,40.831402,-73.878355,9,18,56,2117663,2038640012,West Farms-Bronx River,"(40.831402, -73.878355)",11610,58,5,31,26
BROOKLYN,A,Cadman Towers 2,11625,10,,Clinton Street,11201,Brooklyn,10 Clinton Street,10 Clinton Street,,,2,33,502,3319420,3002380035,Brooklyn Heights-Cobble Hill,,,,,,
BROOKLYN,A,Crown Heights Public Library,10045,560,,New York Avenue,11225,Brooklyn,560 New York Avenue,560 New York Avenue,40.661056,-73.947848,9,40,804,3106505,3047910046,Prospect Lefferts Gardens-Wingate,"(40.661056, -73.947848)",13509,17,2,11,44
BRONX,A,Walker Memorial Church Hall,X0019,120,,East 169 Street,10452,Bronx,Right of Main Entrance on 169th Street,Right of Main Entrance on 169th Street,40.836933,-73.917464,4,16,22102,2002859,2024660019,West Concourse,"(40.836933, -73.917464)",10930,50,5,42,27
BROOKLYN,A,Saratoga Village,11633,940,,Hancock Street,11233,Brooklyn,940 Hancock Street,940 Hancock Street,,,16,41,373,3039983,3014920001,Ocean Hill,,,,,,
BROOKLYN,A,Raices Times Plaza Senior Center,11430,460,,Atlantic Avenue,11217,Brooklyn,460 Atlantic Avenue,460 Atlantic Avenue,40.686134,-73.983012,2,33,41,3000937,3001840025,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.686134, -73.983012)",17619,68,2,38,54
BRONX,A,Council Towers,11759,777,,Co-op City Boulevard,10475,Bronx,777 Co-op City Boulevard,Door left of main entrance,,,10,12,46201,2099381,2051410265,Co-op City,,,,,,
QUEENS,A,Blessed Trinity Church,Q0106,204-25,,Rockaway Point Boulevard,11697,Breezy Point,204-25 Rockaway Point Boulevard,204-25 Rockaway Point Boulevard,40.560781,-73.913894,14,32,91601,4460264,4163500400,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,"(40.560781, -73.913894)",20533,51,3,41,58
BROOKLYN,A,Carmine Carro Community Center,11442,3000,,Fillmore Avenue,11234,Brooklyn,3000 Fillmore Avenue,3000 Fillmore Avenue,40.608517,-73.937234,18,46,666,3000000,3084960001,park-cemetery-etc-Brooklyn,"(40.608517, -73.937234)",13512,5,2,8,38
BROOKLYN,A,PS 329,10048,2929,,West 30 Street,11224,Brooklyn,2929 West  30 Street,Enter on West 29 St exit 1,40.574597,-73.996203,13,47,342,3189517,3070510001,Seagate-Coney Island,"(40.574597, -73.996203)",18184,21,2,45,35
BROOKLYN,A,PS 38,B0247,450,,Pacific Street,11217,Brooklyn,Enter on Dean Street,Enter on Dean Street,40.685265,-73.982824,2,33,39,3001183,3001910001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.685265, -73.982824)",17619,68,2,38,54
BROOKLYN,A,Flatbush  Public Library,11412,22,,Linden Boulevard,11226,Brooklyn,22 Linden Boulevard,22 Linden Boulevard,40.652115,-73.958389,14,40,79602,3116706,3050860015,Prospect Lefferts Gardens-Wingate,"(40.652115, -73.958389)",13510,60,2,11,43
BRONX,A,Our Lady Of Assumption School,11676,1617,,Parkview Avenue,10461,Bronx,1617 Parkview Avenue,Gym Entrance On Middletown Road,,,10,13,26602,2087149,2041730018,Pelham Bay-Country Club-City Island,,,,,,
BROOKLYN,A,Unity Plaza Comm Ctr,10043,576,,Blake Avenue,11207,Brooklyn,576 Blake Avenue,576 Blake Avenue,40.667346,-73.897687,5,42,1134,3336125,3037850015,East New York (Pennsylvania Ave),"(40.667346, -73.897687)",17214,45,2,25,47
