"bronx_cooperatives_comparable_properties_boro_block_lot","bronx_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","bronx_cooperatives_comparable_properties_neighborhood","bronx_cooperatives_comparable_properties_building_classification","bronx_cooperatives_comparable_properties_total_units","bronx_cooperatives_comparable_properties_year_built","bronx_cooperatives_comparable_properties_gross_sqft","bronx_cooperatives_comparable_properties_est_gross_income","bronx_cooperatives_comparable_properties_gross_income_per_sqft","bronx_cooperatives_comparable_properties_full_market_value","bronx_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"2-03344-0102","3535 KINGS COLLEGE PLACE
Bronx, NY 
(40.880501106972, -73.875774047255)","2","10467","40.880577","-73.875724","7","11","431","2110145","2033440102","Norwood                                                                    ",,,,,"160000","1742400","10.89","4520000","28.3","2-03253-0063","2735 SEDGWICK AVENUE
Bronx, NY 
(40.870675595369, -73.902640773202)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","124","1922","137495","1611582","11.72","4530000","32.9","1.55","2-05732-0941","2728 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","121","1928","158408","2230472","14.08","6950000","43.9","2.05"
"2-02849-0028","1723 TOWNSEND AVENUE
Bronx, NY 
(40.846732906456, -73.911934375315)","2","10453","40.846738","-73.911899","5","14","22701","2008180","2028490028","Mount Hope                                                                 ",,,,,"24900","426537","17.13","1590000","64","2-02786-0009","1420 MORRIS AVENUE
Bronx, NY 
(40.838371825205, -73.911047987092)","MOUNT HOPE/MOUNT EDEN","C1-WALK-UP","17","1927","10100","99990","9.9","212000","20.99","0.6","2-02848-0020","12 CLIFFORD PLACE
Bronx, NY 
(40.846467094339, -73.912977478975)","MOUNT HOPE/MOUNT EDEN","C1-WALK-UP","27","1927","15925","272837","17.13","1020000","64","0.05"
"2-03098-0050","2131 CLINTON AVENUE
Bronx, NY 
(40.848656948405, -73.886944818843)","2","10457","40.848829","-73.886771","6","15","371","2012772","2030980050","East Tremont                                                               ",,,,,"29600","333000","11.25","706000","23.85","2-03107-0016","800 179 STREET
Bronx, NY 
(40.845173551374, -73.886736166802)","EAST TREMONT","C1-WALK-UP","29","1912","20300","273340","13.47","851000","41.9","0.35","2-03107-0034","1981 MARMION AVENUE
Bronx, NY 
(40.843745732705, -73.886519566022)","EAST TREMONT","C1-WALK-UP","25","1915","21213","235118","11.08","609000","28.7","0.35"
"2-02663-0011","1230 BOSTON ROAD
Bronx, NY 
(40.830092764815, -73.901609478295)","2","10456","40.83013","-73.90159","3","17","151","2004745","2026630011","Morrisania-Melrose                                                         ",,,,,"21500","256880","11.95","545000","25.3","2-02749-0010","1018 HOE AVENUE
Bronx, NY 
(40.823692010096, -73.890420284592)","MORRISANIA/LONGWOOD","C1-WALK-UP","20","1909","14450","161001","11.14","417000","28.9","0.7","2-02749-0020","1046 HOE AVENUE
Bronx, NY 
(40.824450554915, -73.890492974992)","MORRISANIA/LONGWOOD","C1-WALK-UP","21","1909","14450","160061","11.08","415000","28.7","0.7"
"2-03126-0028","940 178 STREET
Bronx, NY 
(40.842471366382, -73.882824399829)","2",,,,,,,,,,,,,,"17820","231660","13","721000","40.5","2-03080-0038","2037 BELMONT AVENUE
Bronx, NY 
(40.847875903687, -73.890421067013)","EAST TREMONT","C1-WALK-UP","17","1909","11629","162311","13.96","344000","29.6","0.6","2-03187-0045","2327 WALTON AVENUE
Bronx, NY 
(40.859208346744, -73.902324976372)","FORDHAM","C1-WALK-UP","17","1926","16200","218062","13.46","679000","41.9","1.6"
"2-03047-0014","490 181 STREET
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,,,,,"26000","333320","12.82","707000","27.2","2-03047-0067","503 180 STREET
Bronx, NY 
(40.851064020569, -73.894699326657)","BATHGATE","C1-WALK-UP","21","1911","20050","188040","9.38","399000","19.9","0.05","2-03048-0030","546 182 STREET
Bronx, NY 
(40.853069547131, -73.892783341618)","BATHGATE","C1-WALK-UP","25","1913","21200","271783","12.82","576000","27.2","0.1"
"2-03396-0021","4265 WEBSTER AVENUE
Bronx, NY 
(40.897991048131, -73.862487867703)","2","10470","40.89793","-73.862482","12","11","45101","2019775","2033960021","Woodlawn-Wakefield                                                         ",,,,,"62015","683405","11.02","1770000","28.5","2-03256-0020","201 KINGSBRIDGE ROAD
Bronx, NY 
(40.866095430305, -73.894130937368)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","54","1998","76362","885799","11.6","2490000","32.6","2.7","2-04365-0064","1135 PELHAM PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","PELHAM PARKWAY NORTH","D1-ELEVATOR","53","1955","57000","622554","10.92","1610000","28.2","2.65"
"2-04341-0001","665 THWAITES PLACE
Bronx, NY 
(40.858899993647, -73.868922833194)","2","10467","40.858853","-73.868957","11","15","33201","2049998","2043410001","Bronxdale                                                                  ",,,,,"125891","1753661","13.93","4550000","36.1","2-04633-0001","831 BARTHOLDI STREET
Bronx, NY 
(40.8738024884, -73.862386094326)","BRONXDALE","D1-ELEVATOR","122","1973","127629","1777643","13.93","4610000","36.1","1.05","2-04342-0010","2280 OLINVILLE AVENUE
Bronx, NY 
(40.859362051632, -73.868536757872)","BRONXDALE","D1-ELEVATOR","256","1965","255000","3151521","12.36","8860000","34.7","0.05"
"2-03277-0023","2676 DECATUR AVENUE
Bronx, NY 
(40.864424344522, -73.889235183101)","2","10458","40.864334","-73.889298","7","15","397","2016367","2032770023","Belmont                                                                    ",,,,,"18000","206460","11.47","438000","24.33","2-03277-0014","2656 DECATUR AVENUE
Bronx, NY 
(40.864044879438, -73.889596273764)","BEDFORD PARK/NORWOOD","C1-WALK-UP","23","1910","22000","289429","13.16","614000","27.9","0","2-03278-0018","2726 DECATUR AVENUE
Bronx, NY 
(40.865475149577, -73.888059019446)","BEDFORD PARK/NORWOOD","C1-WALK-UP","31","1915","24080","262087","10.88","679000","28.2","0.1"
"2-04317-0006","2160 BRONX PARK
Bronx, NY 
(40.854668775875, -73.869485173014)","2","10467","40.856629","-73.875725","27","15","334",,,"park-cemetery-etc-Bronx                                                    ",,,,,"64291","678912","10.56","1760000","27.4","2-04317-0040","2185 BOLTON STREET
Bronx, NY 
(40.856254677536, -73.868683134224)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","67","1935","70704","716211","10.13","1520000","21.5","0","2-04317-0046","2165 BOLTON STREET
Bronx, NY 
(40.855821549924, -73.868695611151)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","67","1935","70230","741783","10.56","1920000","27.3","0"
"2-03260-0005","2860 BAILEY AVENUE
Bronx, NY 
(40.874743714617, -73.904613998992)","2","10463","40.87506","-73.904503","8","14","273","2015884","2032600005","Van Cortlandt Village                                                      ",,,,,"77760","1108525","14.26","3750000","48.2","2-05732-0924","2700 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","78","1955","108955","1203875","11.05","3120000","28.6","0.75","2-05746-0567","2675 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","78","1951","92782","1170220","12.61","3290000","35.5","0.85"
"2-05724-0685","601 KAPPOCK STREET
Bronx, NY 
(40.878878228329, -73.916730465982)","2","10463","40.878975","-73.916687","8","11","29302","2083258","2057240685","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"129600","1555200","12","4370000","33.7","2-05904-0267","600 239 STREET
Bronx, NY 
(40.889579457198, -73.911174785847)","RIVERDALE","D1-ELEVATOR","90","1956","98681","1338816","13.57","4170000","42.3","0.7","2-05787-0137","3220 NETHERLAND AVENUE
Bronx, NY 
(40.883961568175, -73.911511205264)","RIVERDALE","D1-ELEVATOR","85","1954","100498","1228776","12.23","3450000","34.3","0.45"
"2-02458-0090","800 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,,,,,"252105","3432000","13.61","7280000","28.9","2-02432-0005","986 MORRIS AVENUE
Bronx, NY 
(40.828527009337, -73.916800136382)","MELROSE/CONCOURSE","D1-ELEVATOR","30","1929","34125","453026","13.28","960000","28.1","0.5","2-02555-0013","592 OAK TERRACE
Bronx, NY 
(40.808870030461, -73.914416499858)","MOTT HAVEN/PORT MORRIS","D1-ELEVATOR","32","1925","23635","384033","16.25","1300000","55","1.15"
"2-05738-0366","3030 JOHNSON AVENUE
Bronx, NY 
(40.882338063147, -73.910869436909)","2","10463","40.881515","-73.911289","8","11","295","2083416","2057380366","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"64310","771720","12","2170000","33.7","2-05793-0467","3555 OXFORD AVENUE
Bronx, NY 
(40.88632086694, -73.908793797665)","RIVERDALE","D1-ELEVATOR","57","1960","72553","895116","12.34","2520000","34.7","0.3","2-03715-0017","1030 BOYNTON AVENUE
Bronx, NY 
(40.824657751124, -73.877261657116)","SOUNDVIEW","D1-ELEVATOR","67","1930","66456","845869","12.73","1790000","26.9","4.3"
"2-05953-0550","5600 NETHERLAND AVENUE
Bronx, NY 
(40.904351291388, -73.906294899245)","2","10471","40.904441","-73.906291","8","11","323",,,"North Riverdale-Fieldston-Riverdale                                        ",,,,,"395000","5628750","14.25","19000000","48.1","2-05722-0475","2600 NETHERLAND AVENUE
Bronx, NY 
(40.87884073942, -73.916759477415)","RIVERDALE","D7-ELEVATOR","608","1975","844578","15587450","18.46","58300000","69","2.05","2-05950-0429","5530 NETHERLAND AVENUE
Bronx, NY 
(40.903119530613, -73.906169923979)","RIVERDALE","D1-ELEVATOR","270","1948","235467","2978471","12.65","8370000","35.5","0.3"
"2-03173-0001","2386 MORRIS AVENUE
Bronx, NY 
(40.860322383643, -73.900545839575)","2","10468","40.860565","-73.900475","5","14","23703","2013902","2031730001","Fordham South                                                              ",,,,,"30886","301138","9.75","781000","25.3","2-03168-0049","2625 GRAND
Bronx, NY 
(40.825576999979, -73.918448999722)","FORDHAM","D7-ELEVATOR","41","1948","44550","417328","9.37","992000","22.27","0.35","2-03169-0053","2075 CRESTON AVENUE
Bronx, NY 
(40.853573276561, -73.90409043384)","FORDHAM","D7-ELEVATOR","32","1921","29000","308022","10.62","733000","25.3","0.55"
"2-03044-0027","1993 BATHGATE AVENUE
Bronx, NY 
(40.848790509589, -73.896130020538)","2","10457","40.848761","-73.896112","6","15","395","2011441","2030440027","Claremont-Bathgate                                                         ",,,,,"15175","163738","10.79","347000","22.87","2-03044-0029","1991 BATHGATE AVENUE
Bronx, NY 
(40.848747658437, -73.896154215406)","BATHGATE","C1-WALK-UP","17","1908","15175","156133","10.29","331000","21.81","0","2-02927-0033","545 ST PAUL'S PLACE
Bronx, NY 
(40.835732869619, -73.902089162432)","BATHGATE","C7-WALK-UP","20","1928","17020","183634","10.79","437000","25.7","0.9"
"2-05737-0061","640 231 STREET
Bronx, NY 
(40.883259768082, -73.914657656949)","2",,,,,,,,,,,,,,"72800","880880","12.1","2480000","34.1","2-05784-0340","500 235 STREET
Bronx, NY 
(40.885146854323, -73.907410007235)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","87","1954","92600","1246526","13.46","3880000","41.9","0.4","2-05851-2091","6477 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","64","1996","54000","533536","9.88","1130000","20.93","1.75"
"2-02869-0143","2015 GRAND AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10453","40.853351","-73.91","5","14","243","2008611","2028690143","University Heights-Morris Heights                                          ",,,,,"25000","256500","10.26","544000","21.76","2-02876-0067","1600 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","HIGHBRIDGE/MORRIS HEIGHTS","C1-WALK-UP","32","1922","29315","300824","10.26","715000","24.39","0.55","2-02876-0065","1592 DR
Bronx, NY 
(40.825576999979, -73.918448999722)","HIGHBRIDGE/MORRIS HEIGHTS","C1-WALK-UP","32","1922","29315","279059","9.52","664000","22.65","0.55"
"2-04343-0001","2215 CRUGER AVENUE
Bronx, NY 
(40.85816724332, -73.86660543008)","2","10467","40.858285","-73.86658","11","13","330","2093353","2043430001","Bronxdale                                                                  ",,,,,"140662","1959421","13.93","5080000","36.1","2-04633-0001","831 BARTHOLDI STREET
Bronx, NY 
(40.8738024884, -73.862386094326)","BRONXDALE","D1-ELEVATOR","122","1973","127629","1777643","13.93","4610000","36.1","1.1","2-04342-0010","2280 OLINVILLE AVENUE
Bronx, NY 
(40.859362051632, -73.868536757872)","BRONXDALE","D1-ELEVATOR","256","1965","255000","3151521","12.36","8860000","34.7","0.1"
"2-05902-0193","3515 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10463","40.886399","-73.912823","8","11","30701","2085774","2059020193","North Riverdale-Fieldston-Riverdale                                        ",,,,,"104000","1388400","13.35","4320000","41.5","2-05903-0283","3611 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D3-ELEVATOR","123","1951","134000","1961368","14.64","6630000","49.5","0.05","2-05796-0129","3660 OXFORD AVENUE
Bronx, NY 
(40.887600254178, -73.90868609313)","RIVERDALE","D3-ELEVATOR","77","1967","106934","1346616","12.59","3780000","35.3","0.25"
"2-04429-0001","2550 OLINVILLE AVENUE
Bronx, NY 
(40.863816236651, -73.868382894818)","2","10467","40.863941","-73.868401","11","15","33202","2051300","2044290001","Bronxdale                                                                  ",,,,,"232532","2874095","12.36","8080000","34.7","2-04338-0012","660 THWAITES PLACE
Bronx, NY 
(40.858845897175, -73.869087756)","BRONXDALE","D1-ELEVATOR","108","1954","137350","1057852","7.7","2240000","16.31","0.4","2-04342-0010","2280 OLINVILLE AVENUE
Bronx, NY 
(40.859362051632, -73.868536757872)","BRONXDALE","D1-ELEVATOR","256","1965","255000","3151521","12.36","8860000","34.7","0.3"
"2-03253-0255","2875 SEDGWICK AVENUE
Bronx, NY 
(40.873984218343, -73.901694440926)","2","10468","40.874492","-73.901495","8","14","273","2015580","2032530255","Van Cortlandt Village                                                      ",,,,,"107220","1024362","9.55","2440000","22.76","2-03250-0102","117 197 STREET
Bronx, NY 
(40.869983743244, -73.892496369202)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","85","1926","108500","983038","9.06","2080000","19.17","0.2","2-04320-0005","2160 HOLLAND AVENUE
Bronx, NY 
(40.855252698748, -73.865699859482)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","85","1930","82548","923806","11.19","2390000","29","2.35"
"2-03252-0143","74 VAN CORTLANDT PARK
Bronx, NY 
(40.884562844843, -73.889401445946)","2","10471","40.895865","-73.892294","26","11","435",,,"park-cemetery-etc-Bronx                                                    ",,,,,"76320","676958","8.87","1440000","18.87","2-03191-0048","25 193 STREET
Bronx, NY 
(40.866456206064, -73.897312068536)","FORDHAM","C1-WALK-UP","56","1921","69000","638800","9.26","1520000","22.03","1.2","2-03258-0177","3470 CANNON PLACE
Bronx, NY 
(40.881630684225, -73.898039330804)","KINGSBRIDGE/JEROME PARK","C1-WALK-UP","55","1927","65000","537362","8.27","1140000","17.54","0.4"
"2-02765-0146","645 BARRETTO STREET
Bronx, NY 
(40.812800747734, -73.888954900755)","2","10474","40.812829","-73.888932","2","17","93","2006613","2027650146","Hunts Point                                                                ",,,,,"38720","391238","10.1","829000","21.41","2-02762-0086","836 FAILE STREET
Bronx, NY 
(40.817995199492, -73.887367617587)","HUNTS POINT","C1-WALK-UP","35","1927","33880","354486","10.46","919000","27.1","0.35","2-02674-0027","592 UNION AVENUE
Bronx, NY 
(40.813652237534, -73.904953255847)","MORRISANIA/LONGWOOD","C1-WALK-UP","43","1926","33890","534664","15.78","1810000","53","0.8"
"2-02967-0006","1574 BOSTON ROAD
Bronx, NY 
(40.835732215568, -73.891405855244)","2","10460","40.835744","-73.891484","3","17","153","2010300","2029670006","Crotona Park East                                                          ",,,,,"50000","675000","13.5","1430000","28.6","2-02453-0030","1210 SHERMAN AVENUE
Bronx, NY 
(40.833944618593, -73.915758651694)","MELROSE/CONCOURSE","D7-ELEVATOR","56","1938","53000","739959","13.96","2300000","43.4","1.25","2-03197-0001","2280 GRAND AVENUE
Bronx, NY 
(40.825576999979, -73.918448999722)","KINGSBRIDGE HTS/UNIV HTS","D7-ELEVATOR","55","1927","53662","621530","11.58","1750000","32.6","1.8"
"2-05746-0584","2601 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10463","40.880741","-73.918291","8","11","301","2083481","2057460584","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"92171","1083009","11.75","3040000","33","2-05851-2091","6477 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","64","1996","54000","533536","9.88","1130000","20.93","1.9","2-05796-0129","3660 OXFORD AVENUE
Bronx, NY 
(40.887600254178, -73.90868609313)","RIVERDALE","D3-ELEVATOR","77","1967","106934","1346616","12.59","3780000","35.3","0.65"
"2-05736-0006","3050 FAIRFIELD AVENUE
Bronx, NY 
(40.882630194345, -73.914556792386)","2","10463","40.882723","-73.914509","8","11","29302","2083403","2057360006","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"111000","1443000","13","4490000","40.5","2-05723-0100","500 KAPPOCK STREET
Bronx, NY 
(40.877254092404, -73.917945168665)","RIVERDALE","D1-ELEVATOR","82","1950","59142","1204598","20.37","4500000","76","0.35","2-05784-0340","500 235 STREET
Bronx, NY 
(40.885146854323, -73.907410007235)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","87","1954","92600","1246526","13.46","3880000","41.9","0.35"
"2-03252-0135","4016 HILLMAN AVENUE
Bronx, NY 
(40.883726885897, -73.890552839642)","2","10463","40.883811","-73.890516","8","11","281","2015454","2032520135","Van Cortlandt Village                                                      ",,,,,"31150","276300","8.87","586000","18.81","2-03636-0001","1735 LAFAYETTE AVENUE
Bronx, NY 
(40.820880681418, -73.866932244877)","SOUNDVIEW","C1-WALK-UP","32","1929","31300","359950","11.5","1010000","32.3","4.4","2-04248-0026","2954 196 STREET
Bronx, NY 
(40.854141557314, -73.829667234241)","SCHUYLERVILLE/PELHAM BAY","C1-WALK-UP","33","1932","31500","299504","9.51","712000","22.6","3.8"
"2-03398-0087","4315 WEBSTER AVENUE
Bronx, NY 
(40.899338135469, -73.862118183111)","2","10470","40.899615","-73.861997","12","11","45102","2019831","2033980087","Woodlawn-Wakefield                                                         ",,,,,"61914","682292","11.02","1770000","28.6","2-03256-0053","2800 HEATH AVENUE
Bronx, NY 
(40.872693974562, -73.904583549957)","KINGSBRIDGE/JEROME PARK","D1-ELEVATOR","78","1962","57349","714245","12.45","2010000","35","2.85","2-04999-0068","730 236 STREET
Bronx, NY 
(40.887213196001, -73.915117362614)","WAKEFIELD","D1-ELEVATOR","78","1929","60968","698401","11.46","1960000","32.1","0.5"
"2-02452-0029","1113 GRANT AVENUE
Bronx, NY 
(40.831436826517, -73.916266117711)","2","10456","40.831437","-73.916252","4","16","18101","2002660","2024520029","East Concourse-Concourse Village                                           ",,,,,"57080","529130","9.27","1120000","19.62","2-02427-0018","1268 CLAY AVENUE
Bronx, NY 
(40.833666143802, -73.909851664709)","MELROSE/CONCOURSE","C1-WALK-UP","12","1909","11345","102734","9.06","218000","19.22","0.4","2-02481-0028","1265 WALTON AVENUE
Bronx, NY 
(40.836462129363, -73.918437010591)","MELROSE/CONCOURSE","C1-WALK-UP","68","1926","71850","550395","7.66","1170000","16.28","0.4"
"2-04840-0023","747 226 STREET
Bronx, NY 
(40.888477635757, -73.85984412188)","2",,,,,,,,,,,,,,"16506","212571","12.88","662000","40.1","2-02981-0046","1463 HOE AVENUE
Bronx, NY 
(40.832205650046, -73.889767886436)","CROTONA PARK","C1-WALK-UP","22","1925","14400","189870","13.19","591000","41","4.15","2-05042-0025","676 NEREID AVENUE
Bronx, NY 
(40.898755050969, -73.855151240604)","WAKEFIELD","C1-WALK-UP","22","1924","17952","214346","11.94","602000","33.5","0.7"
"2-03095-0001","705 179 STREET
Bronx, NY 
(40.846734186008, -73.889777010932)","2",,,,,,,,,,,,,,"30000","300000","10","636000","21.2","2-03096-0052","2120 CROTONA AVENUE
Bronx, NY 
(40.848828938944, -73.88822348895)","EAST TREMONT","C1-WALK-UP","35","1914","24540","268281","10.93","695000","28.3","0.1","2-03134-0035","975 181 STREET
Bronx, NY 
(40.825576999979, -73.918448999722)","EAST TREMONT","C1-WALK-UP","49","1926","40880","424626","10.39","1100000","26.9","0.55"
"2-03398-0097","4295 WEBSTER AVENUE
Bronx, NY 
(40.898939297048, -73.862227754106)","2","10470","40.899231","-73.86211","12","11","45102","2019832","2033980097","Woodlawn-Wakefield                                                         ",,,,,"57840","701889","12.14","1970000","34.1","2-04827-0029","641 225 STREET
Bronx, NY 
(40.888362327284, -73.86213681348)","WILLIAMSBRIDGE","D1-ELEVATOR","77","1998","63115","664243","10.52","1410000","22.34","0.8","2-04999-0068","730 236 STREET
Bronx, NY 
(40.887213196001, -73.915117362614)","WAKEFIELD","D1-ELEVATOR","78","1929","60968","698401","11.46","1960000","32.1","0.5"
"2-04298-0022","900 LYDIG AVENUE
Bronx, NY 
(40.85438447122, -73.861973109013)","2","10462","40.854382","-73.861856","11","13","246","2048981","2042980022","Pelham Parkway                                                             ",,,,,"105000","1185450","11.29","3070000","29.2","2-04221-0001","2100 EASTCHESTER ROAD
Bronx, NY 
(40.856145150899, -73.843912499886)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","70","1963","81000","794923","9.81","1890000","23.33","1","2-04222-0093","1545 RHINELANDER AVENUE
Bronx, NY 
(40.855823864137, -73.841490693618)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","106","1962","112339","1435107","12.77","4470000","39.8","1.05"
"2-05800-0001","3616 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10463","40.887266","-73.911646","8","11","297","2091883","2058000001","Spuyten Duyvil-Kingsbridge                                                 ",,,,,"207100","2454135","11.85","6900000","33.3","2-05874-1028","6629 BROADWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","RIVERDALE","D1-ELEVATOR","84","1962","76009","1028922","13.54","3200000","42.1","1.65","2-05787-0137","3220 NETHERLAND AVENUE
Bronx, NY 
(40.883961568175, -73.911511205264)","RIVERDALE","D1-ELEVATOR","85","1954","100498","1228776","12.23","3450000","34.3","0.2"
"2-02290-0001","401 145 STREET
Bronx, NY 
(40.825576999979, -73.918448999722)","2",,,,,,,,,,,,,,"10789","0","0","235000","21.78","2-02285-0001","401 140 STREET
Bronx, NY 
(40.810411837191, -73.921897882772)","MOTT HAVEN/PORT MORRIS","C7-WALK-UP","14","1910","11510","110743","9.62","235000","20.42","0.25","2-02550-0007","218 ST ANNS AVENUE
Bronx, NY 
(40.806352785531, -73.917771344834)","MOTT HAVEN/PORT MORRIS","C7-WALK-UP","16","1910","13440","125342","9.33","266000","19.79","0.5"
"2-03353-0033","3176 DECATUR AVENUE
Bronx, NY 
(40.873158293429, -73.876088342626)","2","10467","40.873032","-73.876259","7","11","425","2018546","2033530033","Norwood                                                                    ",,,,,"59000","671815","11.39","1740000","29.5","2-03285-0019","2976 MARION AVENUE
Bronx, NY 
(40.869575835091, -73.883264102385)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","62","1950","67930","750992","11.06","1950000","28.7","0.45","2-03344-0014","3530 BAINBRIDGE AVENUE
Bronx, NY 
(40.881414680237, -73.878343229116)","BEDFORD PARK/NORWOOD","D1-ELEVATOR","62","1959","61000","569406","9.33","1350000","22.13","0.65"
"2-02826-0011","1770 WALTON AVENUE
Bronx, NY 
(40.847569538062, -73.910185559477)","2","10453","40.847659","-73.910152","5","14","22701","2007880","2028260011","Mount Hope                                                                 ",,,,,"29600","354312","11.97","996000","33.6","2-02829-0030","55 179 STREET
Bronx, NY 
(40.852197110553, -73.907498623411)","MOUNT HOPE/MOUNT EDEN","C1-WALK-UP","33","1923","29655","354970","11.97","998000","33.7","0.35","2-02829-0042","2030 WALTON AVENUE
Bronx, NY 
(40.853239671904, -73.906614148806)","MOUNT HOPE/MOUNT EDEN","C1-WALK-UP","36","1924","26835","306247","11.41","861000","32.1","0.35"
"2-05909-0977","4525 HENRY HUDSON PARKWAY
Bronx, NY 
(40.825576999979, -73.918448999722)","2","10471","40.891386","-73.908483","8","11","30701","2085807","2059090977","North Riverdale-Fieldston-Riverdale                                        ",,,,,"201511","2589416","12.85","8060000","40","2-05909-0163","3950 BLACKSTONE AVENUE
Bronx, NY 
(40.890261642548, -73.911362719053)","RIVERDALE","D1-ELEVATOR","176","1959","237000","3082644","13.01","9600000","40.5","0","2-05920-0687","699 239 STREET
Bronx, NY 
(40.889952051174, -73.915197373288)","RIVERDALE","D1-ELEVATOR","132","1962","160000","2359798","14.75","7980000","49.9","0.2"
"2-04659-0031","3511 BARNES AVENUE
Bronx, NY 
(40.877176904431, -73.861663866221)","2","10467","40.877177","-73.861649","12","12","380","2057725","2046590031","Williamsbridge-Olinville                                                   ",,,,,"136070","1537098","11.3","3260000","23.96","2-04323-0018","2160 MATTHEWS AVENUE
Bronx, NY 
(40.855584960591, -73.862859391516)","PELHAM PARKWAY SOUTH","D1-ELEVATOR","133","1964","136122","1793068","13.17","5580000","41","1.5","2-05780-0940","3900 GREYSTONE AVENUE
Bronx, NY 
(40.88950389842, -73.904451506606)","RIVERDALE","D1-ELEVATOR","127","1928","134703","1542298","11.45","4330000","32.1","2.25"
"2-03010-0004","1670 LONGFELLOW AVENUE
Bronx, NY 
(40.834674504394, -73.885113218108)","2","10460","40.834879","-73.885021","3","17","161","2010933","2030100004","Crotona Park East                                                          ",,,,,"66258","550603","8.31","1170000","17.66","2-02453-0045","1254 SHERMAN AVENUE
Bronx, NY 
(40.834551087797, -73.915399262536)","MELROSE/CONCOURSE","D1-ELEVATOR","60","1927","60360","450000","7.46","954000","15.81","1.6","2-03909-0081","1230 TREMONT AVENUE
Bronx, NY 
(40.839708963116, -73.872424811556)","EAST TREMONT","D1-ELEVATOR","60","1932","62400","610064","9.78","1450000","23.24","0.7"
"2-03061-0070","565 178 STREET
Bronx, NY 
(40.847407400685, -73.894180682521)","2",,,,,,,,,,,,,,"16100","209461","13.01","444000","27.6","2-03070-0026","2119 HUGHES AVENUE
Bronx, NY 
(40.849583938922, -73.890118994059)","EAST TREMONT","C1-WALK-UP","25","1911","22000","286135","13.01","607000","27.6","0.2","2-03070-0028","2115 HUGHES AVENUE
Bronx, NY 
(40.849448680909, -73.890200929201)","EAST TREMONT","C1-WALK-UP","27","1911","22000","239567","10.89","508000","23.09","0.2"
