"download_pdf_report","license_number","industry_sector","base_does_business_as","base_name","serving_areas","year_base_opened","green_taxi_service","on_demand_service","book_ahead_service","phone","website","email","booking_app","_24_hours","_2015_honor_roll_drivers","_2015_honor_roll_base","hosted_vision_zero_training","vehicle_safety_technology_used","base_provides_safety_training","fatal_crashes","fatal_crash_details","injury_crashes_per_vehicle","sector_average_injury_crashes_per_vehicle","vehicle_safety_violations_per_vehicle","sector_average_vehicle_safety_violations_per_vehicle","base_safety_violations_per_vehicle","sector_average_base_safety_violations_per_vehicle","affiliated_vehicles","average_vehicle_age","sector_average_average_vehicle_age","percent_hybrid_alt_fuel_vehicles","percent_wheelchair_accessible_vehicles","top_vehicle_models_1","top_vehicle_models_2","top_vehicle_models_3","top_vehicle_models_4","top_vehicle_models_5","address","latitude","longitude","location","postcode","borough","community_board","council_district","census_tract","bin","bbl","nta"
"http://www.nyc.gov/html/tlc/downloads/pdf/B01995.pdf","B01995","livery","NYMEX UNO EXECUTIVE SEDANS","(NYMEX CAR SERVICE)","New York City","2002","No","Not Reported","Not Reported","718-786-1000",,"NYMEXUNO@HOTMAIL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.06","0.05","0","0.1","0","0.03","16","7.9","7.3","6","0","Lincoln Town Car","Toyota Camry","Chevrolet Tahoe","Ford Crown Victoria","Honda Accord","90-03   31 AVENUE  EAST ELMHURST NY 11369","40.760249","-73.878437","(40.760249, -73.878437)","11369","QUEENS   ","3","22","351","4033549","4013880042","Jackson Heights                                                            "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02408.pdf","B02408","black car","PETER EXECUTIVE LIMOUSINE",,"New York City","2010","No","Not Reported","Not Reported","718-784-7900",,"RESERVATION@PETERLIMO.COM",,"Not Reported","1","No","Yes","No","Not Reported","0",,"0.02","0.04","0.04","0.09","0","0.02","46","4.8","3.4","4","0","Chevrolet Tahoe","Lincoln Town Car","Chevrolet Suburban","Cadillac Escalade","Toyota Camry","34-39   31 STREET  ASTORIA NY 11106","40.758334","-73.92795","(40.758334, -73.92795)","11106","QUEENS   ","1","26","57","4008152","4006080005","Astoria                                                                    "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02292.pdf","B02292","black car","AGUILA CAR & LIMO ",,"New York City","2008","No","Not Reported","Not Reported","718-393-3333",,"NYGREENCAB@GMAIL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0","0.04","0.26","0.09","0.09","0.02","11","5.5","3.4","0","0","Lincoln Town Car","Chevrolet Tahoe","Cadillac Escalade","Nissan Pathfinder","Toyota Camry","372 WILSON AVENUE  BROOKLYN NY 11221","40.694835","-73.915817","(40.694835, -73.915817)","11221","BROOKLYN ","4","37","417","3076447","3033420039","Bushwick South                                                             "
"http://www.nyc.gov/html/tlc/downloads/pdf/B00932.pdf","B00932","livery","NATASHAS GROUP CAR ",,"New York City","1958","No","Yes","Yes","718-574-0155",,"NATASHASGROUP@YAHOO.COM",,"Not Reported","0","No","Yes","No","Not Reported","0",,"0.07","0.05","0.04","0.1","0","0.03","45","6.2","7.3","9","0","Toyota Camry","Lincoln Town Car","Honda Accord","Ford Crown Victoria","Ford Escape","372 WILSON AVENUE  BROOKLYN NY 11221","40.694835","-73.915817","(40.694835, -73.915817)","11221","BROOKLYN ","4","37","417","3076447","3033420039","Bushwick South                                                             "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01848.pdf","B01848","livery","GRAND LIMO & CAR SERVICE ",,"New York City","1999","Yes","Not Reported","Not Reported","718-433-4255",,"GRANDLIMONY@GMAIL.COM",,"Not Reported","2","No","No","No","Not Reported","0",,"0.05","0.05","0.03","0.1","0","0.03","1118","5.8","7.3","30","9","Toyota Camry","Lincoln Town Car","Ford Escape","Toyota Sienna","Ford Crown Victoria","36-07   32 STREET  ASTORIA NY 11106","40.755937","-73.92898","(40.755937, -73.92898)","11106","QUEENS   ","1","26","55","4007942","4006010032","Queensbridge-Ravenswood-Long Island City                                   "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02315.pdf","B02315","livery","LA MORENITA CAR LIMO SERVICE ",,"New York City","2009","No","Not Reported","Not Reported","718-615-0039",,"LAMORENITA_CARSERVICE@LIVE.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.04","0.05","0.07","0.1","0.03","0.03","67","7.3","7.3","2","0","Lincoln Town Car","Toyota Camry","Toyota Sienna","Honda Odyssey","Mercury Grand Marquis","115 BRIGHTON   11 STREET  BROOKLYN NY 11235","40.579811","-73.95744","(40.579811, -73.95744)","11235","BROOKLYN ","13","48","61004","3245429","3087090099","Brighton Beach                                                             "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01964.pdf","B01964","luxury limo","GOLDEN TOUCH TRANSPORTATION OF NY","(ECAR NEW YORK)","New York City","2002","No","Not Reported","Not Reported","718-886-5204",,"ROBERTOSPINO@GTTNY.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.02","0.01","0.14","0.06","0.06","0.01","63","3.6","3.8","0","0","Cadillac XTS","Cadillac Escalade","Lincoln Town Car","Cadillac Escalade ESV","Chevrolet Suburban","45-02 DITMARS BOULEVARD SUITE #19 ASTORIA NY 11105","40.770551","-73.902827","(40.770551, -73.902827)","11105","QUEENS   ","1","22","137","4014554","4007697501","Steinway                                                                   "
"http://www.nyc.gov/html/tlc/downloads/pdf/B00210.pdf","B00210","livery","QUEENS DISPATCH SERVICE","(HOWARD)","New York City","1939","No","Yes","Yes","718 835 3500",,"HOWARDBCAR@AOL.COM",,"Not Reported","0","No","Yes","Yes","Yes","0",,"0","0.05","0","0.1","0","0.03","13","11.1","7.3","0","0","Ford Crown Victoria","Mercury Grand Marquis","Nissan Altima",,,"6 COLEMAN SQUARE  HOWARD BEACH NY 11414","40.660308","-73.83054","(40.660308, -73.83054)","11414","QUEENS   ","10","32","884","4295514","4141820112","Lindenwood-Howard Beach                                                    "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01821.pdf","B01821","livery","EMPIRE TRANSPORTATION SERVICE ",,"New York City","1998","Yes","Not Reported","Not Reported","718-376-5050",,"EMPIRETRANS@OPTONLINE.NET",,"Not Reported","0","No","No","No","Not Reported","0",,"0.06","0.05","0","0.1","0","0.03","17","9.1","7.3","6","6","Lincoln Town Car","Dodge Caravan","Mercury Grand Marquis","Toyota Camry","Toyota Prius","1417 GRAVESEND NECK ROAD  BROOKLYN NY 11229","40.594949","-73.956043","(40.594949, -73.956043)","11229","BROOKLYN ","15","48","586","3200743","3073750037","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01061.pdf","B01061","livery","DAT RADIO DISPATCH",,"New York City","1997","Yes","Not Reported","Not Reported","718-328-8888",,"DATRD@OPTONLINE.NET",,"Not Reported","1","No","No","No","Not Reported","0",,"0.04","0.05","0.05","0.1","0","0.03","270","4.8","7.3","12","1","Toyota Camry","Lincoln Town Car","Toyota Sienna","Honda Accord","Toyota Venza","650 SOUNDVIEW AVENUE  BRONX NY 10473","40.818455","-73.862707","(40.818455, -73.862707)","10473","BRONX    ","9","18","20","2021836","2035580012","Soundview-Castle Hill-Clason Point-Harding Park                            "
"http://www.nyc.gov/html/tlc/downloads/pdf/B00053.pdf","B00053","black car","CHARGE AND RIDE ",,"New York City","1999","Yes","Not Reported","Not Reported","718-392-5200",,"TABBASI@CHARGEANDRIDE.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.05","0.04","0.17","0.09","0.01","0.02","153","3.9","3.4","17","0","Toyota Camry","Lincoln Town Car","Toyota Highlander","Chevrolet Suburban","Chevrolet Tahoe","47-01 VERNON BOULEVARD  L.I.C NY 11101","40.745304","-73.95305","(40.745304, -73.95305)","11101","QUEENS   ","2","26","7","4000343","4000460048","Hunters Point-Sunnyside-West Maspeth                                       "
"http://www.nyc.gov/html/tlc/downloads/pdf/B00446.pdf","B00446","black car","COMMUNICAR ",,"New York City","2000","No","Not Reported","Not Reported","718-418-1100",,"MANAGEMENT@COMMUNICAR.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.03","0.04","0.1","0.09","0.03","0.02","143","4.1","3.4","4","0","Lincoln Town Car","Toyota Avalon","Lincoln MKT","Toyota Highlander","Toyota Venza","73-10   88 STREET  GLENDALE NY 11385","40.70868","-73.863547","(40.70868, -73.863547)","11385","QUEENS   ","5","30","637","4308310","4038100086","Glendale                                                                   "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01190.pdf","B01190","livery","NEW BELL CAR SERVICE ",,"New York City","1998","Yes","Not Reported","Not Reported","718-230-4499",,"INFO@NEWBELLCARSERVICE.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.03","0.05","0.07","0.1","0","0.03","86","7.1","7.3","10","0","Lincoln Town Car","Toyota Camry","Toyota Highlander","Honda Odyssey","Toyota Avalon","628 MYRTLE AVENUE  BROOKLYN NY 11205","40.694109","-73.95885","(40.694109, -73.95885)","11205","BROOKLYN ","3","33","235","3054937","3019120024","Clinton Hill                                                               "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02030.pdf","B02030","livery","BLUE CAR & LIMO ",,"New York City","2003","No","Not Reported","Not Reported","718-243-2094",,"INFO@800BLUE.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.16","0.05","0","0.1","0","0.03","13","8.7","7.3","0","0","Lincoln Town Car","Chrysler 300","Honda Odyssey",,,"137 COURT STREET  BROOKLYN NY 11201","40.689442","-73.992181","(40.689442, -73.992181)","11201","BROOKLYN ","2","33","43","3335949","3002780020","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01726.pdf","B01726","livery","SUPER CLASS RADIO DISPATCH",,"New York City","1997","Yes","Not Reported","Not Reported","718-367-2222",,"SUPERCLASS53@HOTMAIL.COM",,"Not Reported","1","No","Yes","No","Not Reported","0",,"0.05","0.05","0.05","0.1","0.01","0.03","199","5.2","7.3","23","1","Toyota Camry","Toyota Prius","Honda Accord","Lincoln Town Car","Toyota Avalon","1831 GRAND CONCOURSE  BRONX NY 10453","40.847759","-73.907886","(40.847759, -73.907886)","10453","BRONX    ","5","14","22701","2115491","2028260083","Mount Hope                                                                 "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02248.pdf","B02248","black car","HYBRID LIMO EXPRESS ",,"New York City","2008","No","Not Reported","Not Reported","718-643-4600",,"TLC@NYC2WAY.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0","0.04","0.16","0.09","0","0.02","12","5.4","3.4","92","0","Toyota Camry","Toyota Sienna",,,,"335 BOND STREET  BROOKLYN NY 11231","40.678782","-73.989979","(40.678782, -73.989979)","11231","BROOKLYN ","6","39","75","3007478","3004450001","Carroll Gardens-Columbia Street-Red Hook                                   "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01016.pdf","B01016","livery","810 CAR SERVICE",,"New York City","1999","No","Not Reported","Not Reported","718-235-3480",,"810CARSERVICE@GMAIL.COM",,"Not Reported","1","No","Yes","No","Not Reported","0",,"0.11","0.05","0.05","0.1","0","0.03","91","7.7","7.3","8","0","Lincoln Town Car","Toyota Camry","Mercury Grand Marquis","Ford Crown Victoria","Toyota Sienna","2672 PITKIN AVENUE  BROOKLYN NY 11208","40.674932","-73.87351","(40.674932, -73.87351)","11208","BROOKLYN ","5","42","1196","3095008","3042300020","East New York                                                              "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02398.pdf","B02398","luxury limo","NY PREMIER LIMOUSINE ",,"New York City","2010","No","Not Reported","Not Reported","718-359-2013",,"CONTACT@NYPREMIERLIMOUSINE.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.08","0.01","0.08","0.06","0.08","0.01","13","8.8","3.8","0","0","Lincoln Town Car","Chevrolet Suburban","Chevrolet Tahoe","Ford Excursion","Lincoln MKS","37-53   90 STREET ROOM 6 JACKSON HEIGHTS NY 11372","40.74901","-73.876567","(40.74901, -73.876567)","11372","QUEENS   ","3","21","275","4036374","4014780050","Jackson Heights                                                            "
"http://www.nyc.gov/html/tlc/downloads/pdf/B00271.pdf","B00271","black car","UTOG 2-WAY RADIO ","(UTOG CORPORATE CAR SERVICE)","New York City","1997","No","Not Reported","Not Reported","718-361-7290",,"FMENNONA@UTOG.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.03","0.04","0.09","0.09","0","0.02","296","3.3","3.4","19","0","Lincoln Town Car","Toyota Avalon","Toyota Camry","Toyota Highlander","Lincoln MKT","25-20   39 AVENUE  LONGISLANDCITY NY 11101","40.754227","-73.93631","(40.754227, -73.93631)","11101","QUEENS   ","1","26","33","4004792","4003960024","Queensbridge-Ravenswood-Long Island City                                   "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01467.pdf","B01467","livery","NEW EXPERIENCE #1 ",,"New York City","1996","Yes","Not Reported","Not Reported","718-729-5756",,"ARIOLLE@AOL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.02","0.05","0.1","0.1","0","0.03","83","7.6","7.3","5","0","Lincoln Town Car","Toyota Sienna","Toyota Camry","Honda Odyssey","Honda Pilot","38-33B   29 STREET  LIC NY 11101","40.753642","-73.93421","(40.753642, -73.93421)","11101","QUEENS   ","14","31","99802",,,"Far Rockaway-Bayswater                                                     "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02298.pdf","B02298","luxury limo","NYG LIMOUSINE ",,"New York City","2008","No","Not Reported","Not Reported","718-525-1600",,"JAVAID@NYGLOBAL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.09","0.01","0.13","0.06","0.04","0.01","23","2.1","3.8","0","0","Cadillac Escalade","Chevrolet Suburban","Lincoln Town Car","BMW 7-Series","Mercedes-Benz E-Class","167 LAWRENCE AVENUE  INWOOD NY 11096","40.619641","-73.737598","(40.619641, -73.737598)","11096",,,,,,,
"http://www.nyc.gov/html/tlc/downloads/pdf/B01392.pdf","B01392","livery","NEW AMERICAN CLASS LIMO AND CAR SERVICE ",,"New York City","1997","No","Not Reported","Not Reported","718-426-0164",,"NEWAMERICANCLASS@YAHOO.COM",,"Not Reported","0","No","Yes","No","Not Reported","0",,"0.07","0.05","0.07","0.1","0.07","0.03","14","8.1","7.3","7","0","Lincoln Town Car","Toyota Camry","Chevrolet Tahoe","GMC Denali","Honda Pilot","81-36 BAXTER AVENUE  FLUSHING NY 11373","40.775987","-73.9018","(40.775987, -73.9018)","11373","QUEENS   ","4","25","26902","4037184","4015060006","Elmhurst                                                                   "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02254.pdf","B02254","black car","FINESSE GROUP LIMOUSINE",,"New York City","2008","No","Not Reported","Not Reported","718-522-7000",,"KINGSPLAZALIMO@GMAIL.COM",,"Not Reported","0","No","Yes","No","Not Reported","0",,"0","0.04","0.09","0.09","0","0.02","22","5.7","3.4","0","0","Dodge Caravan","Cadillac Escalade","Chrysler Town and Country","Lincoln Town Car","Ford Five Hundred","20 4TH AVENUE  BROOKLYN NY 11217","40.684202","-73.978792","(40.684202, -73.978792)","11217","BROOKLYN ","2","33","39","3388735","3001867501","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"http://www.nyc.gov/html/tlc/downloads/pdf/B00692.pdf","B00692","livery","CHEERS DISPATCH","(SEVENTH AVE CAR SERVICE)","New York City","1997","No","Not Reported","Not Reported","718-965-1616",,"CHEERS7AVECS@AIM.COM",,"Not Reported","0","No","Yes","No","Not Reported","0",,"0","0.05","0.25","0.1","0","0.03","16","7.3","7.3","0","0","Ford Crown Victoria",,,,,"307A    7 AVENUE  BROOKLYN NY 11215","40.667552","-73.98081","(40.667552, -73.98081)","11215","BROOKLYN ","6","39","153","3025809","3010880080","Park Slope-Gowanus                                                         "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01976.pdf","B01976","luxury limo","PARTNERS DYNAMIC SECURITY TRANSPORTATION","(PARTNERS EXECUTIVE TRANSPORT)","New York City","2002","No","Not Reported","Not Reported","516-741-1515",,"JOSEPH@PARTNERSEXECUTIVE.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.02","0.01","0.04","0.06","0","0.01","53","3","3.8","0","0","Chevrolet Suburban","Lincoln MKT","Chevrolet Tahoe","GMC Yukon XL","Lincoln Town Car","19-02 WHITESTONE EXPWY  WHITESTONE NY 11357","40.782137","-73.826104","(40.782137, -73.826104)","11357","QUEENS   ","7","19","945","4099032","4041480110","Whitestone                                                                 "
"http://www.nyc.gov/html/tlc/downloads/pdf/B00552.pdf","B00552","luxury limo","HINO-MARU ENTERPRISES ",,"New York City","1999","No","Not Reported","Not Reported","212-752-0133",,"CUSTOMCARE@HINOMARUNY.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0","0.01","0.15","0.06","0","0.01","20","4.7","3.8","0","0","Ford E350","GMC Yukon XL","Chevrolet Tahoe","Lincoln Town Car","Cadillac Escalade","8 WEST 38 STREET STE. 1206 NEW YORK NY 10018","40.751092","-73.983587","(40.751092, -73.983587)","10018","MANHATTAN","5","4","84","1075696","1008390055","Midtown-Midtown South                                                      "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02352.pdf","B02352","black car","SUPER FAST LIMOUSINE SERVICE",,"New York City","2009","No","Not Reported","Not Reported","718-438-6262",,"SUNSETPARKCARSERVICE03@GMAIL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.02","0.04","0.07","0.09","0","0.02","42","3.9","3.4","13","0","Toyota Camry","Hyundai Sonata","Honda Accord","Lincoln Town Car","Toyota Highlander","4405    5 AVENUE  BROOKLYN NY 11220","40.64816","-74.00679","(40.64816, -74.00679)","11220","BROOKLYN ","7","38","96","3011245","3007390007","Sunset Park East                                                           "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01308.pdf","B01308","livery","LIL'D DISPATCH","(STRICTLY CAR SERVICE)","New York City","1997","No","Not Reported","Not Reported","718-837-7000",,"DAVID806@GMAIL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.09","0.05","0.13","0.1","0.09","0.03","22","9.7","7.3","0","0","Ford Crown Victoria","Lincoln Town Car","Chrysler Town and Country","Ford Windstar","Mercury Grand Marquis","8439 NEW UTRECHT AVENUE  BROOKLYN NY 11219","40.607908","-74.00157","(40.607908, -74.00157)","11219","BROOKLYN ","11","47","278","3165305","3063320001","Bensonhurst West                                                           "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02461.pdf","B02461","livery","NEW HEAVEN RADIO DISPATCH ",,"New York City","2011","Yes","Not Reported","Not Reported","212-923-1212",,"NEWHEAVENDISPATCHER@HOTMAIL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.04","0.05","0.06","0.1","0","0.03","99","4.7","7.3","6","0","Toyota Camry","Toyota Highlander","Lincoln Town Car","Honda Accord","Toyota Avalon","1059 ST NICHOLAS AVENUE  NYC NY 10032","40.836953","-73.94037","(40.836953, -73.94037)","10032","MANHATTAN","12","7","245","1062949","1021220153","Washington Heights South                                                   "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02396.pdf","B02396","livery","OLA CAR SERVICE ",,"New York City","2010","No","Not Reported","Not Reported","718-866-8899",,"BODILIN74@ME.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0","0.05","0","0.1","0","0.03","22","6.5","7.3","0","0","Dodge Caravan/Durango 4x2/Intrepid","Dodge Sprinter","Dodge Sprinter Van","Toyota Sienna","Honda Odyssey","4911    8 AVENUE  BROOKLYN NY 11220","40.64135","-74.003067","(40.64135, -74.003067)","11220","BROOKLYN ","12","38","108","3137523","3056370006","Sunset Park East                                                           "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01346.pdf","B01346","livery","ARECIBO CAR SERVICE ",,"New York City","1998","Yes","Not Reported","Not Reported","718-783-6465",,"C.ARECIBO@YAHOO.COM",,"Not Reported","2","No","No","No","Not Reported","0",,"0.02","0.05","0.09","0.1","0.02","0.03","126","6.8","7.3","6","0","Lincoln Town Car","Toyota Camry","Toyota Sienna","Honda Accord","Honda Odyssey","170    5 AVENUE  BROOKLYN NY 11217","40.677669","-73.97994","(40.677669, -73.97994)","11217","BROOKLYN ","6","39","131","3019560","3009490044","Park Slope-Gowanus                                                         "
"http://www.nyc.gov/html/tlc/downloads/pdf/B00756.pdf","B00756","livery","T & S HILLSIDE","(RED CAP CAR SERVICE)","New York City","1997","Yes","Not Reported","Not Reported","718-658-5252",,"TNSHILLSIDETAXI@AOL.COM",,"Not Reported","0","No","Yes","No","Not Reported","0",,"0","0.05","0.09","0.1","0.03","0.03","33","6.2","7.3","21","0","Toyota Camry","Lincoln Town Car","Ford Escape","Toyota Highlander","Honda CR-V","87-51 HOMELAWN STREET  JAMAICA NY 11432","40.711551","-73.79299","(40.711551, -73.79299)","11432","QUEENS   ","8","24","458","4210573","4098440001","Jamaica Estates-Holliswood                                                 "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01985.pdf","B01985","black car","LUXURY WORLDWIDE TRANSPORTATION","(LUXURY LIMOUSINE TRANSPORTATION)","New York City","2002","No","Not Reported","Not Reported","718-832-2600",,"JMAD@GOINLUXURY.COM",,"Not Reported","0","Yes","No","No","Not Reported","0",,"0","0.04","0","0.09","0","0.02","54","3.5","3.4","2","0","Chevrolet Suburban","Chevrolet Tahoe","Lincoln Town Car","Cadillac Escalade","GMC Yukon XL","329   38 STREET  BROOKLYN NY 11232","40.654091","-74.006819","(40.654091, -74.006819)","11232","BROOKLYN ","7","38","84","3250687","3007000053","Sunset Park West                                                           "
"http://www.nyc.gov/html/tlc/downloads/pdf/B02442.pdf","B02442","luxury limo","LEROS MANAGEMENT",,"New York City","2010","No","Not Reported","Not Reported","800-825-3767",,"INFO@LEROSLIMO.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0","0.01","0.08","0.06","0","0.01","13","3.2","3.8","0","0","Lincoln MKT","Chevrolet Tahoe","Lincoln MKS",,,"400 COLOMBUS AVENUE  VALHALLAE NY 10595","41.09836","-73.775645","(41.09836, -73.775645)","10595",,,,,,,
"http://www.nyc.gov/html/tlc/downloads/pdf/B01738.pdf","B01738","livery","NEW COMMANDO CAR SERVICE","(N.Y. SAETA)","New York City","1997","Yes","Not Reported","Not Reported","718-424-8282",,"NYSAETACARSERVICE@YAHOO.COM",,"Not Reported","0","No","Yes","No","Not Reported","0",,"0.08","0.05","0.13","0.1","0","0.03","24","6.5","7.3","0","0","Lincoln Town Car","Toyota Camry","Chrysler 300","Ford Crown Victoria","Nissan Altima","80-01   31 AVENUE  ELMHURST NY 11370","40.759078","-73.88774","(40.759078, -73.88774)","11370","QUEENS   ","3","22","30903","4025096","4011290044","Jackson Heights                                                            "
"http://www.nyc.gov/html/tlc/downloads/pdf/B00254.pdf","B00254","black car","XYZ TWO WAY RADIO",,"New York City","1999","No","Not Reported","Not Reported","718-499-3505",,"S.CHECK@XYZCAR.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.02","0.04","0.1","0.09","0","0.02","293","3.3","3.4","2","0","Toyota Highlander","Lincoln Town Car","Lincoln MKT","Honda Pilot","Chrysler 300","275   20 STREET  BROOKLYN NY 11215","40.661323","-73.99142","(40.661323, -73.99142)","11215","BROOKLYN ","7","38","143","3017170","3008850058","Park Slope-Gowanus                                                         "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01675.pdf","B01675","livery","TOWNCAR TRANSPORTATION","(NEW TOPACIO CAR SERVICE)","New York City","1997","No","Not Reported","Not Reported","718-963-4310",,"NEWTOPACIO@YAHOO.COM",,"Not Reported","0","No","Yes","No","Not Reported","0",,"0.12","0.05","0","0.1","0","0.03","17","6","7.3","25","0","Toyota Camry","Lincoln Town Car","Ford Crown Victoria","Ford Explorer","Toyota Avalon","616 GRAND STREET  BROOKLYN NY 11211","40.711065","-73.947526","(40.711065, -73.947526)","11211","BROOKLYN ","1","34","503","3069536","3027860024","East Williamsburg                                                          "
"http://www.nyc.gov/html/tlc/downloads/pdf/B00171.pdf","B00171","livery","SHAMROCK DISPATCH ","(KELLY'S PRIVATE CAR SERVICE)","New York City","1999","Yes","Not Reported","Not Reported","718-229-4141",,"KELLYSCARDR@AOL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.1","0.05","0","0.1","0","0.03","21","6.2","7.3","0","0","Lincoln Town Car","Scion xB","Kia Sedona","Toyota Camry","Ford Flex","212-35   42 AVENUE  BAYSIDE NY 11361","40.762829","-73.7718","(40.762829, -73.7718)","11361",,,,,,,
"http://www.nyc.gov/html/tlc/downloads/pdf/B01485.pdf","B01485","livery","FLAMINGO TRANSPORT & LIMO SERVICES",,"New York City","1997","No","Not Reported","Not Reported","718-493-4306",,"FIRSTCLASSCAR@AOL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0.1","0.05","0.02","0.1","0.08","0.03","52","7.2","7.3","4","0","Lincoln Town Car","Toyota Camry","Ford Crown Victoria","Toyota Sienna","Chrysler Town and Country","1518 BERGEN STREET  BROOKLYN NY 11213","40.675021","-73.93308","(40.675021, -73.93308)","11213","BROOKLYN ","8","36","309","3035882","3013540111","Crown Heights North                                                        "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01079.pdf","B01079","livery","THE METRO MARINE CAR SERVICE","(MARINE LIMO & CAR SERVICE)","New York City","1997","No","Not Reported","Not Reported","718-745-5555",,"MARINECARSERVICEINC@GMAIL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0","0.05","0.1","0.1","0","0.03","10","6.6","7.3","0","0","Ford Fusion","Lincoln Town Car","Chrysler Town and Country","Ford Crown Victoria","Mercury Grand Marquis","9126    4 AVENUE  BROOKLYN NY 11209","40.618621","-74.030267","(40.618621, -74.030267)","11209","BROOKLYN ","10","43","58","3154744","3060860045","Bay Ridge                                                                  "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01923.pdf","B01923","luxury limo","AVID INTERNATIONAL",,"New York City","1985","No","Yes","Yes","908-345-6231","http://WWW.DIVALIMO.COM","RICHARD@DIVALIMO.COM",,"Not Reported","0","No","No","Yes","Yes","0",,"0","0.01","0","0.06","0","0.01","21","2.7","3.8","0","0","Cadillac Escalade","Cadillac XTS","Chevrolet Tahoe","Lincoln MKT","Ford E350","22 BUTLER STREET  ELIZABETH NJ 07206","40.647572","-74.192462","(40.647572, -74.192462)",,,,,,,,
"http://www.nyc.gov/html/tlc/downloads/pdf/B02047.pdf","B02047","livery","LA NEW EXPRESS ",,"New York City","2006","No","Yes","Yes","718-837-8200",,"JULIO131417@HOTMAIL.COM",,"Not Reported","0","No","No","No","Not Reported","0",,"0","0.05","0.16","0.1","0.05","0.03","19","9.2","7.3","10","0","Lincoln Town Car","Ford Crown Victoria","Mercury Grand Marquis","Toyota Camry","Toyota Sienna","6004   20 AVENUE  BROOKLYN NY 11204","40.619195","-73.9831","(40.619195, -73.9831)","11204","BROOKLYN ","12","44","244","3132226","3055200040","Borough Park                                                               "
"http://www.nyc.gov/html/tlc/downloads/pdf/B01239.pdf","B01239","livery","BEST DEAL PRIVATE CAR SERVICE","(BEST DEAL DOMINICAN CAR SERVICE)","The Bronx & Lower Westchester County","1987","Yes","Yes","Yes","718-798-5555",,"BESTDEALCARSERVICE@GMAIL.COM","Limosys","Not Reported","0","No","No","No","Yes","0",,"0.02","0.05","0.05","0.1","0.02","0.03","121","6.1","7.3","4","0","Toyota Camry","Lincoln Town Car","Toyota Sienna","Nissan Altima","Toyota Avalon","757A BURKE AVENUE  BRONX NY 10467","40.871551","-73.86485","(40.871551, -73.86485)","10467","BRONX    ","12","15","372","2056272","2045980007","Williamsbridge-Olinville                                                   "
