"date_and_time_of_initial","date_and_time_of_ranger","borough","property","location","species_description","call_source","species_status","animal_condition","duration_of_response","age","animal_class","_311sr_number","final_ranger_action","of_animals","pep_response","animal_monitored","rehabilitator","hours_spent_monitoring","police_response","esu_response","acc_intake_number"
"2021-01-01T13:30:00.000","2021-01-01T14:00:00.000","Manhattan","Highbridge Park","Outside the PEP Trailer","Cooper's Hawk","Central","Native","Injured","1","Adult","Raptors","311-05024424","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-12-31T12:00:00.000","2020-12-31T12:00:00.000","Bronx","Pelham Bay Park","Orchard Beach traffic cricle","Canada Goose","Observed by Ranger","Native","Injured","0.25","Adult","Birds",,"Monitored Animal","1","false","true",,"0.25","false","false",
"2020-12-30T22:00:00.000","2020-12-31T11:30:00.000","Brooklyn","Sunset Park","7th Ave and 44th St","Chicken","Employee","Domestic","Healthy","1.5","Adult","Domestic;#Birds","311-05011022","ACC","4","false","false",,,"false","false","148099"
"2020-12-30T15:34:00.000","2020-12-30T15:35:00.000","Manhattan","East River Esplanade","South East Corner of the Brian Watkins Tennis Center (40.714909, -73.975205)","Red-tailed Hawk","Other","Native","Injured","1.25","Juvenile","Raptors","311-05009255","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-12-30T13:45:00.000","2020-12-30T14:00:00.000","Staten Island","Historic Richmondtown","off Richmond Road","Canada Goose","Public","Native","Injured","0.5","Adult","Birds",,"Monitored Animal","1","false","false",,,"false","false",
"2020-12-30T15:30:00.000","2020-12-30T15:30:00.000","Queens","Forest Park","Forest Park Visitor Center","Domestic Dove","Observed by Ranger","Domestic","Unhealthy","1","Adult","Domestic;#Birds","311-05009156","ACC","1","false","false",,,"false","false","109692"
"2020-12-30T08:00:00.000","2020-12-30T12:30:00.000","Manhattan","Union Square Park","16th Union Square west","Red-tailed Hawk","Public","Native","Injured","3","Juvenile","Raptors","311-05013365","Rehabilitator","1","false","true","Bobby Horvath","3","false","false",
"2020-12-29T08:00:00.000","2020-12-29T17:00:00.000","Manhattan","Union Square Park","16th street","Red-tailed Hawk","Public","Native","Injured","0.15","Juvenile","Raptors","311- 05000169","Advised/Educated others","0","false","false",,,"false","false",
"2020-12-29T12:55:00.000","2020-12-29T13:15:00.000","Bronx","Walton Park","Inside Playground","Chicken","Central","Domestic","Injured","2","Adult","Domestic;#Birds","311-04997729","ACC","1","false","false",,,"false","false","109608"
"2020-12-29T12:15:00.000","2020-12-29T13:00:00.000","Manhattan","Central Park","110th St and Adam Clayton Powell Blvd","Cat","Conservancies/""Friends of"" Groups","Domestic","Healthy","1.5","Juvenile","Domestic",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-12-29T13:00:00.000","2020-12-29T13:30:00.000","Staten Island","Bloomingdale Park","Bloomingdale Rd and Ramona Ave woods","White-tailed Deer","Central","Native","Injured","0.75","Adult","Deer",,"Unfounded","0","false","false",,,"false","false",
"2020-12-28T11:30:00.000","2020-12-27T15:20:00.000","Bronx","Pelham Bay Park","40.869531, -73.785360 (Section 1 of the beach)","Raccoon","Employee","Native","DOA","1.5","Adult","Small Mammals-RVS",,"ACC","1","false","false",,,"false","false","109519"
"2020-12-26T15:45:00.000","2020-12-26T15:50:00.000","Queens","Cunningham Park","Path to the left of the fork in the Parking Lot off the DMV Testing Site","Raccoon","Central","Native","DOA","0.5","Adult","Small Mammals-RVS","311-049-738-62","Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-12-26T11:50:00.000","2020-12-26T11:55:00.000","Manhattan","Central Park","West 75th street and Central park West Drive","Eastern Gray Squirrel","Employee","Native","DOA","0.5","Adult","Small Mammals-non RVS",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-12-26T08:40:00.000","2020-12-26T08:50:00.000","Manhattan","Central Park","Great Lawn / Turtle Pond (40.7792497, -73.9677343)","Eastern Coyote","Central","Native","Healthy","1.5","Adult","Coyotes","311-04971170","Monitored Animal","1","true","false",,,"false","false",
"2020-12-24T13:00:00.000","2020-12-24T13:00:00.000","Bronx","Pelham Bay Park","Orchard Beach South Near the Parking Lot","White-tailed Deer","Public","Native","DOA","0.5","Adult","Deer",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-12-24T11:11:00.000","2020-12-24T11:12:00.000","Queens","Crocheron Park","Btwn Golden Pond and Cross Is Pkwy","Canada Goose","Public","Native","Injured","3.5","Adult","Birds","311-04959970","ACC","3","false","false",,,"false","false","14797"
"2020-12-22T14:30:00.000","2020-12-22T16:30:00.000","Manhattan","Carl Schurz Park","87th St and E End Ave","Great Blue Heron","Public","Native","Unhealthy","0.5","Juvenile","Birds","311-04947347","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-12-23T08:00:00.000","2020-12-23T08:45:00.000","Manhattan","Jackie Robinson Park","Ball Field","Cat","Central","Domestic","Unhealthy","0.25","Adult","Domestic","311-04950824","Advised/Educated others","1","false","false",,,"false","false",
"2020-12-22T15:08:00.000","2020-12-22T15:10:00.000","Manhattan","Riverside Park","East 102nd and Riverside Drive","Red-tailed Hawk","Public","Native","Unhealthy","1.5","Juvenile","Raptors","311-04946973","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-12-21T14:00:00.000","2020-12-22T02:45:00.000","Manhattan","Union Square Park","Western edge of park near E 16th Street","Red-tailed Hawk","Public","Native","Injured","5","Juvenile","Raptors",,"Monitored Animal","1","false","true",,"2","false","false",
"2020-12-20T16:00:00.000","2020-12-20T16:05:00.000","Staten Island","Wolfe's Pond Park","On beach between jetty and restrooms","Red-throated Loon","Public","Native","DOA","0.25","Adult","Birds",,"Submitted for DEC Testing","1","false","false",,,"false","false",
"2020-12-20T11:45:00.000","2020-12-20T11:50:00.000","Queens","Alley Pond Park","Oakland Lake by Ice Rescue Ladder #2","Canada Goose","Central","Native","Unhealthy","3","Adult","Birds","311-04-92-77-13","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-12-20T11:30:00.000","2020-12-20T12:00:00.000","Brooklyn","Bush Terminal Park","Marsh Restoration Area","Canada Goose","Public","Native","Injured","2.5","Adult","Birds",,"Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-12-20T08:20:00.000","2020-12-20T08:29:00.000","Queens","Alley Pond Park","Handball courts by Adventure Course","Raccoon","Central","Native","Unhealthy","2.75","Juvenile","Small Mammals-RVS","311-04-92-58-91","ACC","1","false","false",,,"false","false","147064"
"2020-12-19T13:00:00.000","2020-12-19T13:30:00.000","Manhattan","Sherman Creek","Swindlers Cove","Canada Goose","Employee","Native","N/A","1","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-12-17T21:14:00.000","2020-12-18T10:00:00.000","Queens","Bowne Park","Bowne Lake","Canada Goose","Central","Native","Injured","1","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-12-18T13:00:00.000","2020-12-18T13:00:00.000","Manhattan","Inwood Hill Park","Payson Park House","Carolina Wren","Observed by Ranger","Native","Healthy","0.25","Adult","Birds",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-12-17T12:00:00.000","2020-12-17T12:00:00.000","Manhattan","Inwood Hill Park","Payson Parkhouse","Eastern Gray Squirrel","Observed by Ranger","Native","Healthy","0.25","Adult","Small Mammals-non RVS",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-12-16T09:20:00.000","2020-12-16T13:50:00.000","Staten Island","Bloomingdale Park","At Comfort Station M&O Office","Rock Dove","Employee","Native","Injured","0.5","Adult","Birds",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-12-16T09:00:00.000","2020-12-16T13:20:00.000","Staten Island","Wolfe's Pond Park","Picnic area","Canada Goose","Employee","Native","Injured","0.5","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-12-16T12:05:00.000","2020-12-16T12:05:00.000","Bronx","Van Cortlandt Park","Van Cortlandt Lake","Canada Goose","Observed by Ranger","Native","Injured","0.75","Adult","Birds",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-12-15T15:10:00.000","2020-12-15T15:15:00.000","Manhattan","Union Square Park","Union Sq E & E 16th","Red-tailed Hawk","Public","Native","Injured","1.25","Juvenile","Raptors",,"Monitored Animal","1","false","true",,"2.5","false","false",
"2020-12-15T14:25:00.000","2020-12-15T14:35:00.000","Queens","Flushing Meadows Corona Park","Jurassic Playground","Raccoon","Employee","Native","Injured","0.75","Adult","Small Mammals-RVS",,"Monitored Animal","1","false","true",,"0.5","false","false",
"2020-12-15T07:00:00.000","2020-12-15T09:00:00.000","Manhattan","Riverside Park","115th and Riverside Drive, lower level","Raccoon","Conservancies/""Friends of"" Groups","Native","DOA","0.5","Adult","Small Mammals-RVS",,"Advised/Educated others","1","false","false",,,"false","false",
"2020-12-13T12:00:00.000","2020-12-14T12:05:00.000","Queens","Baisley Pond Park","Baisley Pond Park","Pig","Public","Domestic","Healthy","0.75","Juvenile","Domestic",,"Unfounded","0","false","false",,,"false","false",
"2020-12-13T14:20:00.000","2020-12-13T14:40:00.000","Staten Island","Wolfe's Pond Park","across from hockey rink (40.518572, -74.18719)","Striped Skunk","Employee","Native","Injured","2","Adult","Small Mammals-RVS","311-04863875","ACC","1","false","false",,,"false","false","108889"
"2020-12-12T17:00:00.000","2020-12-13T10:30:00.000","Manhattan","Central Park","Near Ice Rescue Ladder #2 at 59th Street Pond","Tufted Titmouse","Public","Native","DOA","0.5","Adult","Birds",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-12-13T11:10:00.000","2020-12-13T11:15:00.000","Queens","Cunningham Park","Tennis Courts","Raccoon","Central","Native","Unhealthy","1.25","Adult","Small Mammals-RVS","311-04861465","ACC","1","false","false",,,"false","false","108868"
"2020-12-13T10:10:00.000","2020-12-13T10:15:00.000","Queens","Cunningham Park","Tennis Courts","Raccoon","Central","Native","Unhealthy","3","Adult","Small Mammals-RVS","311-04861465","ACC","1","false","false",,,"false","false","108867"
"2020-12-13T12:00:00.000","2020-12-13T00:45:00.000","Manhattan","Fort Tryon Park","Billings Lawn","Raccoon","Central","Native","N/A","1.5","Adult","Small Mammals-RVS",,"Unfounded","0","false","false",,,"false","false",
"2020-12-13T10:50:00.000","2020-12-13T11:00:00.000","Bronx","Van Cortlandt Park","Van Cortlandt Lake","Canada Goose","Employee","Native","Injured","1.5","Adult","Birds",,"Monitored Animal","1","false","true",,"1","false","false",
"2020-12-11T15:00:00.000","2020-12-12T13:00:00.000","Manhattan","Central Park","Hallet Nature Sanctuary","Eastern Gray Squirrel","Public","Native","N/A","1","Adult","Small Mammals-non RVS",,"Advised/Educated others","1","false","false",,,"false","false",
"2020-11-23T11:20:00.000","2020-12-11T14:50:00.000","Queens","Flushing Meadows Corona Park","South of the Boathouse at Meadow Lake","Yellow-headed Blackbird","Employee","Exotic","Healthy","0.75","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-12-07T12:45:00.000","2020-12-11T08:00:00.000","Queens","Bowne Park","Bowne Pond","Domestic Duck","Public","Domestic","Healthy","1.5","Adult","Domestic;#Birds","311-04738836","Rehabilitator","10","false","false","They All Want to Live",,"false","false",
"2020-12-11T09:45:00.000","2020-12-11T10:00:00.000","Manhattan","Inwood Hill Park","The Clove trail, near the Glacial Potholes","Raccoon","Employee","Native","DOA","1.5","Adult","Small Mammals-RVS",,"Relocated/Condition Corrected","2","false","false",,,"false","false",
"2020-12-10T10:20:00.000","2020-12-10T10:30:00.000","Bronx","Van Cortlandt Park","87 North Ramp parallel to Van Cortlandt Park South","Eastern Coyote","Employee","Native","DOA","0.5","Adult","Coyotes",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-12-09T11:30:00.000","2020-12-09T12:00:00.000","Manhattan","Riverside Park","115th and Riverside Drive","Raccoon","Employee","Native","Injured","1","Adult","Small Mammals-RVS","311-04823719","ACC","1","false","false",,,"false","false","146085"
"2020-12-08T10:20:00.000","2020-12-08T10:26:00.000","Queens","Alley Pond Park","73rd avenue and 230th street","Raccoon","Employee","Native","Unhealthy","3","Adult","Small Mammals-RVS","311-048-15134","ACC","1","false","false",,,"false","false","108604"
"2020-12-08T09:30:00.000","2020-12-08T10:20:00.000","Bronx","Van Cortlandt Park","Mosholu and Broadway","Chicken","Employee","Domestic","DOA","0.25","Adult","Birds;#Domestic",,"Relocated/Condition Corrected","2","false","false",,,"false","false",
"2020-12-08T10:30:00.000","2020-12-08T10:30:00.000","Brooklyn","Fulton Park","Tree on the Fulton St side","Red-tailed Hawk","Central","Native","Healthy","0.25","Adult","Raptors",,"Advised/Educated others","1","false","false",,,"false","false",
"2020-12-07T14:30:00.000","2020-12-07T14:40:00.000","Queens","Bowne Park","In the pond","Domestic Duck","Employee","Domestic","Healthy","1.5","Adult","Domestic;#Birds",,"Monitored Animal","6","false","true",,"0.5","false","false",
"2020-12-02T14:00:00.000","2020-12-07T09:20:00.000","Staten Island","Willowbrook Park","Willowbrook Pond","Domestic Duck","Employee","Domestic","Healthy","1","Adult","Birds;#Domestic",,"Relocated/Condition Corrected","2","false","false",,,"false","false",
"2020-12-07T13:45:00.000","2020-12-07T13:55:00.000","Staten Island","Kingdom Pond Park","Corner of Kingdom ave and Hylan","White-tailed Deer","Employee","Native","Injured","1","Adult","Deer","311-04805032","Relocated/Condition Corrected","1","false","false",,,"true","true",
"2020-12-06T12:30:00.000","2020-12-06T12:35:00.000","Manhattan","Central Park","59 street pond next to the Gapstow Bridge","Gadwall","Central","Native","Injured","2","Adult","Birds","311-04794847","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-12-06T11:30:00.000","2020-12-06T11:40:00.000","Manhattan","Central Park","Harlem Meer","Double-crested Cormorant","Central","Native","Injured","1","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-12-01T18:40:00.000","2020-12-05T12:15:00.000","Staten Island","Willowbrook Park","Willowbrook Lake","Domestic Duck","Employee","Domestic","Healthy","0.5","Adult","Domestic;#Birds",,"Monitored Animal","3","false","false",,,"false","false",
"2020-12-03T11:00:00.000","2020-12-05T11:20:00.000","Staten Island","Seaside Wildlife Nature Park","Shore line near playground","Brant Goose","Employee","Native","Injured","0.75","Adult","Birds",,"Monitored Animal","1","false","false",,,"false","false",
"2020-12-04T13:10:00.000","2020-12-04T13:30:00.000","Manhattan","Randall's Island Park","Little Hellgate Salt Marsh","Double-crested cormorant","Central","Native","Injured","2","Juvenile","Birds",,"Monitored Animal","1","false","true",,"0.25","false","false",
"2020-12-04T11:00:00.000","2020-12-04T11:00:00.000","Bronx","Pelham Bay Park","""On the trail near the lake""- Patron","White-tailed Deer","Employee","Native","Injured","2","Adult","Deer",,"Unfounded","0","false","false",,,"false","false",
"2020-12-02T17:00:00.000","2020-12-03T04:30:00.000","Queens","Bowne Park","Bowne Lake","Domestic Duck","Employee","Domestic","Healthy","1.5","Adult","Domestic;#Birds",,"Monitored Animal","1","false","true",,"0.5","false","false",
"2020-12-03T14:00:00.000","2020-12-03T14:20:00.000","Bronx","Soundview Park","Baseball Field","Striped Skunk","Employee","Native","N/A","1.5","Adult","Small Mammals-RVS",,"Unfounded","0","false","false",,,"false","false",
"2020-12-03T11:00:00.000","2020-12-03T11:10:00.000","Staten Island","Seaside Wildlife Nature Park","Entrance of park at the end of Cleveland Avenue","Brant Goose","Employee","Native","Injured","0.5","Adult","Birds",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-12-03T09:30:00.000","2020-12-03T10:00:00.000","Manhattan","Central Park","near Great Hill","Red-tailed Hawk","Conservancies/""Friends of"" Groups","Native","N/A","1","Juvenile","Raptors",,"Unfounded","0","false","false",,,"false","false",
"2020-12-03T11:00:00.000","2020-12-03T11:20:00.000","Manhattan","Morningside Park","West 111th","Red-tailed Hawk","Employee","Native","DOA","2","Adult","Raptors","311-04767430","Submitted for DEC Testing","1","false","false",,,"false","false",
"2020-12-01T18:40:00.000","2020-12-02T09:45:00.000","Staten Island","Willowbrook Park","Willowbrook Park Pond","Domestic Duck","Employee","Domestic","Healthy","12","Adult","Birds;#Domestic",,"Monitored Animal","4","false","false",,,"false","false",
"2020-12-02T13:00:00.000","2020-12-02T13:20:00.000","Staten Island","Willowbrook Park","Willowbrook Pond","Domestic Duck","Employee","Domestic","Healthy","1","Adult","Domestic;#Birds",,"Rehabilitator","4","false","false","They All Want to Live",,"false","false",
"2020-12-02T10:40:00.000","2020-12-02T11:00:00.000","Staten Island","Great Kills Park","Cedar Grove Park, at the end of New Dorp Lane","Groundhog","Employee","Native","Unhealthy","1","Adult","Small Mammals-non RVS",,"Unfounded","0","false","false",,,"false","false",
"2020-12-02T11:46:00.000","2020-12-02T11:46:00.000","Manhattan","Robert L. Clinkscales Playground and Community Garden","Underneath play equipment in the playarea","Norway Rat","Public","Invasive","DOA","0.25","Adult","Small Mammals-non RVS",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-12-01T16:00:00.000","2020-12-01T16:05:00.000","Manhattan","Union Square Park","On E 14th Street and Union Square East","Red-tailed Hawk","Other","Native","N/A","1.75","Adult","Raptors",,"Unfounded","0","false","false",,,"false","false",
"2020-12-01T09:10:00.000","2020-12-01T09:32:00.000","Bronx","Pelham Bay Park","Intersection of Shore Road and City Island Road between bike path and guard rail","White-tailed Deer","Central","Native","Injured","2.5","Adult","Deer","311-04745097","ACC","1","false","false",,,"true","true",
"2020-11-30T13:00:00.000","2020-11-30T13:00:00.000","Manhattan","Morningside Park","Playground 123, W 123rd and Morningside Ave","Raccoon","Employee","Native","Healthy","1.5","Adult","Small Mammals-RVS","311-04737090","Monitored Animal","1","false","true",,"0.75","false","false",
"2020-11-30T15:00:00.000","2020-11-30T15:17:00.000","Queens","Bowne Park","At the pond","Domestic Duck","Central","Domestic","Healthy","0.5","Adult","Birds",,"Monitored Animal","8","false","false",,,"false","false",
"2020-11-29T11:25:00.000","2020-11-29T14:35:00.000","Staten Island","Conference House Park","On beach between Swinnerton and and Main St off Bilop","Gull (Unknown)","Employee","Native","N/A","1","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-11-23T11:20:00.000","2020-11-29T13:52:00.000","Queens","Flushing Meadows Corona Park","South of the Boathouse by Meadow Lake","Yellow-headed Blackbird","Employee","Exotic","Healthy","0.25","Adult","Birds",,"Monitored Animal","1","false","false",,,"false","false",
"2020-11-28T13:30:00.000","2020-11-28T14:50:00.000","Bronx","Pelham Bay Park","Orchard Beach Parking lot","Herring Gull","Employee","Native","Injured","1","Adult","Birds","311-04722654","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-11-27T12:30:00.000","2020-11-27T13:30:00.000","Staten Island","Wolfe's Pond Park","by beach trailers","Herring Gull","Employee","Native","DOA","0.75","Adult","Birds",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-11-27T14:00:00.000","2020-11-27T14:10:00.000","Queens","Rockaway Beach and Boardwalk","Beach 114th St and shoreline","Herring Gull","Public","Native","Injured","2.5","Adult","Birds","31104715370","ACC","1","false","false",,,"false","false","107934"
"2020-11-27T08:00:00.000","2020-11-27T08:30:00.000","Staten Island","Franklin D. Roosevelt Boardwalk and Beach","bike path north of Oceanbreeze Fishing Pier- Father Capodanno Blvd and Seaview Ave","White-tailed Deer","Employee","Native","Injured","3","Adult","Deer",,"Relocated/Condition Corrected","1","false","false",,,"false","false",
"2020-11-25T16:45:00.000","2020-11-25T16:52:00.000","Queens","Astoria Park","At the base of the Hell Gate Bridge","Raccoon","Employee","Native","Unhealthy","1.25","Adult","Small Mammals-RVS",,"Unfounded","0","false","false",,,"false","false",
"2020-11-25T08:20:00.000","2020-11-25T08:30:00.000","Bronx","Pelham Bay Park","Orchard Beach Boardwalk Section 9","Striped Skunk","Central","Native","Unhealthy","3","Adult","Small Mammals-RVS","311-04700382","ACC","1","false","false",,,"false","false","107825"
"2020-11-25T10:30:00.000","2020-11-25T10:30:00.000","Manhattan","Inwood Hill Park","Salt Marsh / Peninsula","Double-crested Cormorant","Public","Native","Unhealthy","2","Juvenile","Birds","311-04699688","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-11-24T14:00:00.000","2020-11-25T14:30:00.000","Brooklyn","Bushwick Playground","Building of Bushwick Pool","Cat","Employee","Domestic","Healthy","4","Juvenile","Domestic",,"ACC","3","false","false",,,"false","false","107821, 107822, 107823"
"2020-11-24T13:40:00.000","2020-11-24T14:15:00.000","Manhattan","Morningside Park","40.806019, -73.958959 on path just east of Morningside Drive at W 116th St.","Raccoon","Employee","Native","DOA","1.5","Adult","Small Mammals-RVS","311-04692167","ACC","1","true","false",,,"false","false","107776"
"2020-11-24T11:30:00.000","2020-11-24T12:00:00.000","Brooklyn","Brooklyn Bridge Park","Pier 4","Mute Swan","Central","Invasive","Injured","2.5","Juvenile","Birds","311-04691439","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-11-23T11:20:00.000","2020-11-24T13:05:00.000","Queens","Flushing Meadows Corona Park","South of the Boathouse at Meadow Lake","Yellow-headed Blackbird","Employee","Exotic","Healthy","3","Adult","Birds",,"Monitored Animal","1","false","false",,"1","false","false",
"2020-11-20T11:40:00.000","2020-11-24T11:18:00.000","Staten Island","Willowbrook Park","Willowbrook Lake","Domestic Duck","Observed by Ranger","Domestic","Healthy","0.5","Adult","Birds",,"Monitored Animal","4","false","false",,,"false","false",
"2020-11-23T11:20:00.000","2020-11-23T11:22:00.000","Queens","Flushing Meadows Corona Park","South of the boathouse at Meadow Lake","Yellow-headed Blackbird","Employee","Exotic","Healthy","3.5","Adult","Birds",,"Monitored Animal","1","false","false",,,"false","false",
"2020-11-23T10:30:00.000","2020-11-23T10:45:00.000","Manhattan","Fort Tryon Park","New Leaf Comfort Station","Raccoon","Public","Native","N/A","1","Adult","Small Mammals-RVS",,"Unfounded","0","false","false",,,"false","false",
"2020-11-21T13:30:00.000","2020-11-21T13:30:00.000","Brooklyn","Marine Park","In the water at Marine Park","Brant Goose","Observed by Ranger","Native","Injured","3.5","Adult","Birds","311-04665261","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-11-20T13:00:00.000","2020-11-20T13:30:00.000","Bronx","Pelham Bay Park","Within Turtle Cove Driving Range","Canada Goose","Employee","Native","Injured","2.5","Adult","Birds","311-04662001","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-11-20T11:40:00.000","2020-11-20T11:40:00.000","Staten Island","Willowbrook Park","Willowbrook Lake","Domestic Duck","Observed by Ranger","Domestic","Healthy","1.5","Adult","Birds","311-04653221","ACC","1","false","false",,,"false","false","107494"
"2020-11-19T12:15:00.000","2020-11-19T12:50:00.000","Brooklyn","Shore Park and Parkway","On Bike Path near the entrance of Knapp Street and Emmons Street","Mute Swan","Public","Invasive","Unhealthy","3.5","Adult","Birds","311-04645241","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-11-19T07:45:00.000","2020-11-19T08:30:00.000","Brooklyn","Bartlett Playground","park perimeter","Common Snapping Turtle","Central","Native","N/A","0.5","Juvenile","Terrestrial Reptile or Amphibian",,"Unfounded","0","false","false",,,"false","false",
"2020-11-17T10:00:00.000","2020-11-17T10:36:00.000","Staten Island","Snug Harbor Cultural Center","Snug Harbor Wetlands","Great Blue Heron","Public","Native","Healthy","0.75","Adult","Birds",,"Monitored Animal","1","false","true",,"0.5","false","false",
"2020-11-17T09:26:00.000","2020-11-17T09:30:00.000","Staten Island","Clove Lakes Park","Ice Skating Rink- Victory Blvd and cypress st","White-tailed Deer","Employee","Native","N/A","1.25","Adult","Deer",,"Unfounded","0","false","false",,,"false","false",
"2020-11-17T09:30:00.000","2020-11-17T09:40:00.000","Bronx","Bronx Park","Rosewood Playground","Red-tailed Hawk","Central","Native","Healthy","0.75","Adult","Raptors","311-04620632","Relocated/Condition Corrected","1","false","true",,"0.25","false","false",
"2020-11-17T07:45:00.000","2020-11-17T08:00:00.000","Queens","Crocheron Park","Across from Golden Pond","Pig","Public","Domestic","Healthy","1","Infant","Domestic",,"Unfounded","0","false","false",,,"false","false",
"2020-11-16T15:44:00.000","2020-11-16T15:45:00.000","Staten Island","Silver Lake Park","Forest Ave and Havenwood Rd","Wild Turkey","Observed by Ranger","Native","Healthy","0.25","Adult;#Juvenile","Birds",,"Monitored Animal","18","false","false",,,"false","false",
"2020-11-16T18:45:00.000","2020-11-16T19:15:00.000","Staten Island","Clove Lakes Park","Victory Blvd and Cypress st","White-tailed Deer","Central","Native","N/A","1.25","Adult","Deer",,"Unfounded","0","false","false",,,"false","false",
"2020-11-15T16:00:00.000","2020-11-15T16:10:00.000","Manhattan","Central Park","Arthur Ross Pinetum","Northern Saw-whet Owl","Public","Native","Injured","0.75","Adult","Raptors","311-04604478","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-11-16T09:40:00.000","2020-11-16T09:40:00.000","Manhattan","Morningside Park","113th and Manhattan Ave","Red-tailed Hawk","Central","Native","Healthy","1","Adult","Raptors",,"Advised/Educated others","1","false","true",,"0.5","false","false",
"2020-11-14T17:25:00.000","2020-11-14T17:30:00.000","Queens","Bowne Park","Eastern edge of Bowne Lake","Domestic Duck","Public","Domestic","Unhealthy","3","Juvenile","Birds","311-04595183","ACC","2","false","false",,,"false","false","107167 and 107168"
"2020-11-14T12:40:00.000","2020-11-14T13:00:00.000","Brooklyn","Sheepshead Bay Piers","By 400 Shore Blvd.","Mute Swan","Public","Invasive","Unhealthy","3","Juvenile","Birds","311-04592948","Rehabilitator","1","false","false","Wild Bird Fund",,"false","false",
"2020-11-13T16:00:00.000","2020-11-13T16:10:00.000","Queens","Rockaway Beach and Boardwalk","Beach 92nd St","Tern (Unknown)","Central","Native","Injured","2.5","Adult","Birds","311-04585110","ACC","1","false","false",,,"false","false",
"2020-11-12T12:20:00.000","2020-11-12T12:20:00.000","Bronx","Pelham Bay Park","Orchard Beach Maintenance & Operations Building","Red Fox","Central","Native","Healthy","1.25","Adult","Small Mammals-RVS",,"Unfounded","0","false","false",,,"false","false",
"2020-11-11T13:30:00.000","2020-11-11T13:30:00.000","Bronx","Van Cortlandt Park","Van Cortlandt Lake","Red-eared Slider","Observed by Ranger","Invasive","Healthy","0.25","Adult","Terrestrial Reptile or Amphibian",,"Unfounded","0","false","false",,,"false","false",
"2020-11-10T15:40:00.000","2020-11-11T08:30:00.000","Manhattan","Central Park","Harlem Meer","Canada Goose","Conservancies/""Friends of"" Groups","Native","N/A","0.5","Adult","Birds",,"Unfounded","0","false","false",,,"false","false",
"2020-11-11T08:15:00.000","2020-11-11T08:20:00.000","Queens","Queensbridge Park","Baseball fields","Red-tailed Hawk","Employee","Native","DOA","1.25","Adult","Raptors","311-04565054","Submitted for DEC Testing","1","false","false",,,"false","false",
"2020-11-10T16:15:00.000","2020-11-10T16:30:00.000","Brooklyn","Cadman Plaza Park","N/A","Red-tailed Hawk","Central","Native","Injured","1","Adult","Raptors",,"Unfounded","0","false","false",,,"false","false",
"2020-11-10T09:00:00.000","2020-11-10T09:00:00.000","Brooklyn","Grand Army Plaza","N/A","Dog","Employee","Domestic","N/A","2","Adult","Domestic",,"Monitored Animal","1","false","true",,"2","false","false",
"2020-11-10T15:40:00.000","2020-11-10T15:50:00.000","Manhattan","Central Park","On the west side of Bird Island in the Harlem Meer","Canada Goose","Conservancies/""Friends of"" Groups","Native","N/A","0.75","Adult","Birds",,"Monitored Animal","1","false","true",,"0.25","false","false",
"2020-11-07T17:10:00.000","2020-11-07T17:15:00.000","Manhattan","Central Park","South side of the 59th street Pond along the walking path","Rock Dove","Employee","Native","Injured","0.75","Adult","Birds","311-04529009","Relocated/Condition Corrected","1","true","false",,,"false","false",
