Leverancier;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel (binnen- en buitenland);1120 - Arbeidsomstandigheden en personele zorg (incl. BHV middelen);1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Studie en opleiding;1160 - Personeelsevenementen, - bijeenkomsten en recepties;1180 - Reis en verblijfkosten;Eindtotaal
Hoogduin Papierrestauratoren;;;;;;2;;;2
Hoora Watersport;;;;;;1;;;1
Horeca Breda B.V.;;;;;;;1;;1
Horeca non food trading;;;;1;;;;;1
Horeca Spoordonk B.V.;;;;;1;;;;1
Horizon 66 B.V.;;;;;;3;;;3
Hostnet B.V.;;;;;;1;;;1
Hotel Café Restaurant 'De Oude Molen';;;;;;;;1;1
Hotel Frederiksoord;;;;;;;1;;1
Hotel Leeuwarden Centre B.V.;;;;;;;1;;1
Hotel Leusden B.V.;;;;;;;2;;2
Hotel Papendal B.V.;;;;1;;;;;1
Hotel Restaurant Dennenheuvel;;;;1;;;;;1
Hotel Restaurant Princenhof;;;;;;;1;;1
Hotel Wieringermeer B.V.;;;;;;;1;;1
Hotel-Café-Restaurant 'Zwolle' B.V.;;;;;;;1;;1
Hotelexpl.mij. Stationsstraat Amersfoort B.V.;;;;;;;1;;1
Hotel-Restaurant 'De Zwarte Boer' B.V.;;;;;;;1;;1
Hotel-Restaurant 'Oud London';;;;;;;1;;1
House of Sports;;;;;;1;;;1
Hout Onder Spanning;;;;;;1;;;1
HRorganizer B.V.;;;;;3;;;;3
HSK Interventie B.V.;;;;;1;1;;;1
Huis van Verbeelding B.V.;;;;;;1;;;1
Hull Vane B.V.;;;6;;;;;;6
Human Dimensions B.V.;;;;;;1;;;1
Humphrey's Restaurant;;;;;;1;;;1
Hunfeld Training & Advies;;;;;;1;;;1
Hurenkamp Boomkwekerij;;;;;;;1;;1
HvH Advocaten;2;;;;;;;;2
HvO Music & Books;;;;;;;1;;1
hvs Dienstverlening;;;;;;4;;;4
I.A.B.;;;;;;1;;;1
IamProgrez B.V.;;;;;3;;;;3
Ianua Consult;;;;;;1;;;1
I-Aspect B.V.;;;;;4;;;;4
Ibis Amsterdam City Stopera;;;;;2;;;;2
IBN Participatie B.V.;;;;;4;;;;4
IBN-Arbeidsintegratie;;;;;1;;;;1
IBN-Productie;;;;;4;;;;4
Ibos' Bedrijfs- en Onderwijs Selectie;;;;;;1;;;1
ICM Opleidingen & Trainingen B.V.;;;;;;2;;;2
ICTRecht Privacy B.V.;;;;;;2;;;2
ID College VAVO B.V.;;;;;;1;;;1
Ideaalcatering B.V.;;;;;;;1;;1
Idox Netherlands B.V.;;;;;1;;;;1
Ifmec Academy B.V.;;;;;;1;;;1
Ifmec Young Professionals B.V.;;;;;2;;;;2
Igo-Post B.V.;;;;1;;;1;;1
IIR South Africa B.V.;;;;;;1;;;1
IJssel Predictive Maintenance B.V.;;;;;;2;;;2
IJzeren Man Horeca V.O.F.;;;;;;;1;;1
I'm a Foodie;;;;;;1;;;1
Imaging People;;;;1;;;;;1
IMK Intermediair B.V.;;;;;3;;;;3
Impact Learning;;;;;;3;;;3
Import Buddy;;;;1;;;;;1
Improve Quality Services B.V.;;;;;;1;;;1
Impulsus, Support & Facilities B.V.;;;;;;3;;;3
In 't Groene Woud B.V.;;;;1;;;1;;1
in Transit Coaching;;;;;;1;;;1
Inchainge B.V.;;;;;;1;;;1
Inclusion4Diversity;;;;;2;;;;2
Incontrol Simulation Software B.V.;;;;;;1;;;1
Indoor Skydive N.V.;;;;;;2;;;2
Industrieel Klimmen B.V.;;;;;;3;;;3
Infinity Labs B.V.;;;;;;2;;;2
Information Security Academy B.V.;;;;;;3;;;3
Inge Advies en Organisatie;;;;;;1;;;1
Ingressus B.V.;;;;;;1;;;1
Inktshop Roosendaal V.O.F.;;;;;;;1;;1
Innov8ion B.V.;;;;;;1;;;1
Innoventa B.V.;;;;;;1;;;1
Inpakcentrale ICN B.V.;;;;1;;;1;;1
InsightsWorld B.V.;;;;;2;;;;2
inspearit B.V.;;;;;;2;;;2
Instituut Van der Heijden;;;;;;1;;;1
Instituut voor Bedrijfskundige Opleidingen;;;;;;1;;;1
Instituut voor Effect;;;;;1;;;;1
Instituut voor Mens. Gedrag / De Leugenacad.;;;;;;1;;;1
Instituut voor Psychotrauma Nederland B.V.;;;;;;1;;;1
Instituut voor Veiligheid en Milieu B.V.;;;;;;2;;;2
Int. Knowledge & Networking (IKN) B.V.;;;;;;1;;;1
Intelligence Group B.V.;;;;;2;;;;2
Intercédé B.V.;;;;;;1;;;1
InterDuinen B.V.;;;;;;;1;;1
International Wellness Resorts B.V.;;;;;1;;;;1
Interprint Zeefdrukkers;;;;1;;;;;1
Interspiro B.V.;;;;;;1;;;1
Intertoys B.V.;;;;;;;1;;1
Intratuin Barneveld B.V.;;;;1;;;;;1
Introspectief;;;;;;3;;;3
Inzicht;;;;;;1;;;1
In-zicht Communicatie Trainingen;;;;;;1;;;1
IP Trainershouse B.V.;;;;;;1;;;1
IPC Groene Ruimte B.V.;;;;;;1;;;1
IPION B.V.;;;;;;2;;;2
Ipol B.V.;;;;;;2;;;2
IQuizzen;;;;;;;1;;1
IRoo Services;;;;;;1;;;1
ISBC B.V.;;;;1;;;;;1
ISBW;;;;;;1;;;1
Israel Producten Centrum;;;;1;;;;;1
ISVE;;;;;;2;;;2
IT Management Group;;;;;;1;;;1
IVIO@school;;;;;;6;;;6
IVON Opleidingen B.V.;;;;;;3;;;3
J & H Professioneel Licht en Geluid;;;;;;1;;;1
J. & C. Productions B.V.;;;;;;;1;;1
Jachtwerf Den Helder B.V.;;;;;;1;;;1
JAM visueel denken B.V.;;;;;;2;;;2
Ja-maar® B.V.;;;;;;1;;;1
Janssen Sound & Light;;;;1;;;;;1
Jargon Aviation Consultancy B.V.;;;;;;2;;;2
Jay Sound Productions;;;;1;;;;;1
JB-Water B.V.;;;;;;1;;;1
JCB;;;;;;1;;;1
JENS brand support;;;;;;;1;;1
Jessamijn;;;;;;1;;;1
Jet Aviation Netherlands B.V.;;;;;;;;1;1
Jin Van Coothplein B.V.;;;;1;;1;;;1
JMP Products;;;;;;;1;;1
JoConnect;;;;;;1;;;1
Joewin Inc.;;;;;1;;;;1
JoGe11;;;;1;;;;;1
Jojoli;;;;;1;;;;1
Jolmers IVVO Opleidingen B.V.;;;;;;1;;;1
Jongeneel Bergen op Zoom;;;;;;1;;;1
Jongeneel Utrecht;;;1;;;;;;1
Jumping Amsterdam B.V.;;;;;1;;;;1
Jungheinrich Nederland B.V.;;;;;;1;;;1
Kaap Doorn B.V.;;;;1;;;;;1
Kader Bureau voor Kwaliteitszorg B.V.;;;;;;2;;;2
KAM Consultants B.V.;;;;;;1;;;1
Kamera Express;;;;;;1;;;1
Kanoschool.nl;;;;;;;1;;1
Kappenstein/Kappenstein v.o.f.;;;;;;;1;;1
Kapteyn Bloemen;;;;1;;;;;1
Karcher B.V.;;;;;;1;;;1
Kart en Bowlingcentrum Groningen B.V.;;;;;;;1;;1
Kartbaan Uden B.V.;;;;;;;1;;1
Karting Plaza Exploitatie B.V.;;;;1;;;;;1
Kartschool Lelystad B.V.;;;;;;;1;;1
Kasteel Maurick B.V.;;;;;;;1;;1
Keijser exploitatie;;;;;;;1;;1
KEMP Vakopleidingen B.V.;;;;;;1;;;1
Kennedy Van der Laan;;;;;3;;;;3
Kensas B.V.;;;;;;1;;;1
Kentie Nederland B.V.;;;;1;;;1;;1
Kerst Company B.V.;;;;;;;2;;2
KijkDaan B.V.;;;1;;;;;;1
King Arthur B.V.;;;;1;;;;;1
Kirkman Company B.V.;;;;1;;;;;1
Kistler B.V.;;;;;;1;;;1
KIT Intercultural Professionals;;;;;;2;;;2
Kiwa Nederland B.V.;;;;;;1;;;1
Kiwa Training B.V.;;;;;;2;;;2
Kjenning B.V.;;;;;;1;;;1
Klachtenmanagement Zorg;;;;;;3;;;3
Klein Buitenrust;;;;1;;;;;1
Klein Zwitserland Ede B.V.;;;;;;;1;;1
Klict B.V.;;;;;;4;;;4
KLM Health Services B.V.;;;;;;1;;;1
KM Nederland B.V.;1;;;;;;;;1
Knowingo B.V.;;;;;;2;;;2
Koetsenruijter Conflictmanagement en Bemid.;;;;;;4;;;4
Kompas Groep B.V.;;;;1;;;;;1
Koninklijke Begeer B.V.;;;;1;;;;;1
Koninklijke Burgers' Zoo;;;;;1;;2;;2
Koninklijke HaskoningDHV Groep B.V.;;;2;;;;;;2
Koninklijke Hesselink B.V.;;;;2;;;;;2
KPMG N.V.;;;;;;1;;;1
Kraaijeveld coaching & supervisie;;;;;;1;;;1
Kraam-Cadeau.nl;;;;1;;;;;1
Kragt Stroom B.V.;;;;1;;;;;1
Kraton Rosbeijer B.V.;;;;;;;1;;1
Kreca Ento-Feed B.V.;;;;;;1;;;1
Kris Kras context, content and design;;;;;;1;;;1
Kruimel Advies;;;;;2;;;;2
Kruit Assurantiën B.V.;;;;;;1;;;1
KTBA Kwaliteitszorg;;;;;2;;;;2
KTV Toetsing B.V.;;;;;;1;;;1
Kuprido;;;;1;;;;;1
Kuurman Noord B.V.;;;1;;;;;;1
Kwekerij Landjuweel;;;;1;;;;;1
L.B.B. Beheer B.V.;;;;;;;1;;1
Lab-QC;;;;;;1;;;1
Laco Woensdrecht B.V.;;;1;;;;;;1
Lagaay International B.V.;;;;;;1;;;1
Lagerweij & Partner Consultants B.V.;;;;;;4;;;4
Landal GreenParks Beheer en Projecten B.V.;;;;;;;5;;5
Landal GreenParks Holding B.V.;;;;;;;2;;2
Landesbergen Music;;;;1;;;;;1
Landgoed Hoenderdaell B.V.;;;;;;;;1;1
Language Partners;;;;;;2;;;2
Lankhorst Taselaar B.V.;;;;;;1;;;1
Lasaulec B.V.;;;;1;;;;;1
Laska Computers;;;;;2;;;;2
Lasschool.nl Harderwijk B.V.;;;;;;1;;;1
Lasschool.nl Nieuwegein B.V.;;;;;;1;;;1
Lautenbag Reclame;;;;1;;;;;1
Lavista Relatiegeschenken B.V.;;;;1;;;;;1
LCMC B.V.;;;;;;1;;;1
LDC Uitgeverij B.V.;;;;;3;;;;3
LDP International B.V.;;;;;1;;;;1
Le Connaisseur;;;;;;;1;;1
Le Ponpom;;;;1;;;;;1
Lead2Meet;;;;;1;;;;1
Lean Six Sigma Groep B.V.;;;;;;2;;;2
Leap-Forward;;;;;;1;;;1
Learn it B.V.;;;;;;4;;;4
Learning Vision;;;;;;1;1;;1
LED-visuals B.V.;;;;1;;;;;1
Ledyears Support B.V.;;;;;;1;;;1
LEEUW opleidingen;;;;;;1;;;1
Leidse Onderwijsinstellingen B.V.;;;;;;2;;;2
Leitz Service B.V.;;;;;;1;;;1
Leugemors Sport;;;;;;;1;;1
Lichtendonk Lijsten;;;;1;;;;;1
Liever Liesje Entertainment;;;;;;;1;;1
Life Force Fitness Instituut;;;;;;1;;;1
Lifo Benelux B.V.;;;;;;1;;;1
Liftinstituut B.V.;;;;;;1;;;1
Lijstenatelier Driebergen;;;;1;;;;;1
Lijstenmakerij Dost;;;;1;;;;;1
Line Up Events;1;;;;;;;;1
LION;;;;;;1;;;1
Lloyd's Register Nederland B.V.;;;;;;1;;;1
Loc Logistiek Opleidingscentrum B.V.;;;;;;1;;;1
Logoprint B.V.;;;;1;;;;;1
Lokaal 58 B.V.;;;;;;2;;;2
Loo Van Eck B.V.;;;;;;1;;;1
Loyalty Makers B.V.;;;;2;;;;;2
LSSG B.V.;;;;;;3;;;3
LT Insights B.V.;;;;;;1;;;1
LTP Holding B.V.;;;;;6;;;;6
Lunchroom Royal Corner;;;;1;;;1;;1
Lyreco Nederland B.V.;;;;;;1;;;1
M2 Printing B.V.;;;;1;;;;;1
Maartenskliniek Research B.V.;;;;;;2;;;2
Maatschap CS Opleidingen;;;;;;2;;;2
Maatschap Sprengers Advocaten;1;;;;;;;;1
Maatwerk Zorgcollege B.V.;;;;;;1;;;1
Machineverhuur Luk;;;;1;;;;;1
Macrovet;;;;;;1;;;1
Mad Multimedia;;;;;;3;;;3
Maepa;;;;;;;1;;1
Magnolia Bloemen Tilburg;;;;1;;;;;1
Malle Babbe B.V.;;;;;;;1;;1
Mammoet Nederland B.V.;;;;;;1;;;1
Management Drives Netherlands B.V.;;;;;;1;;;1
Manege Soethout;;;;;1;;;;1
Mannenspeeltuin.nl;;;;;1;1;;;1
Mannies klussenbedrijf;;;;;;3;;;3
Manooa training en advies bureau;;;;;;1;;;1
Manutan B.V.;1;;;1;;1;;;1
Marad Match*maker;;;;1;;;;;1
Marconsult;;;;;2;;;;2
MARIN Academy B.V.;;;2;;;1;;;2
Marina Horeca B.V.;;;;1;;;;;1
Maritech Marine B.V.;;;;;;1;;;1
Maritime & More Solutions;;;;;;1;;;1
MARK Leefstijl & Vitaliteit;;;;;;1;;;1
Marktechnical B.V.;;;;;;1;;;1
Marmelo;;;;;;4;;;4
Martinair Vestiging Vliegveld Lelystad B.V.;;;;;;1;;;1
Maruda;;;2;;;;;;2
Masha International;;;;1;;;;;1
Master it Training B.V.;;;;;;2;;;2
Mastertent B.V.;;;;;1;;;;1
MatriXmethode Instituut;;;;;;1;;;1
MaxiAxi B.V.;1;;;;;;;;1
Maximum Alliances B.V.;;;;;8;;;;8
MB Business Promotion B.V.;2;;;1;;;1;;2
Me4Care;;;;;;1;;;1
Mediahuis Nederland B.V.;;;;1;;;;;1
Mediat. & Train. Network The Lime Tree B.V.;;;;;;1;;;1
Mediavision B.V.;;;;;;1;;;1
Medicalparts;;;;;;2;;;2
Medipreventiecentrum B.V.;;;;;;1;;;1
Medisch Specialisten Noord West;;;1;;;;;;1
Meditel;;;5;;;;;;5
Meetwinkel B.V.;;;;;;;1;;1
Mega Paintdiscount;;;;;;1;;;1
Me-Ha-Har Media Productions;;;;;1;;;;1
Melanie Video Producties;;;;1;;;;;1
Memory Events B.V.;;;;;2;;;;2
Memory Group B.V.;;;;;2;;;;2
Mennens Hengelo B.V.;;;;;;2;;;2
Mensely B.V.;;;;;6;;;;6
Mensketiers;;;;;;1;;;1
Merlin Software B.V.;;;;;;1;;;1
MeteoGroup Nederland B.V.;;;;;;1;;;1
Metos B.V.;;;;;;1;;;1
Metrohm Nederland B.V.;;;;;;1;;;1
METS Center B.V.;;;;;;1;;;1
MHJ Groep;;;;;;;1;;1
Middendorp Groente en Fruit;;;;1;;;;;1
Mier Entertainment;;;;;;;1;;1
Mikrocentrum Activiteiten B.V.;;;;;;2;;;2
Mikrocentrum Opleidingen B.V.;;;;;;1;;;1
Military Master Models;;;;1;;1;1;;1
Mind Cultivation;;;;;;1;;;1
Mindkids;;;;;;1;;;1
Mitra Rialto Slijterijen B.V.;;;;1;;;1;;1
Mitutoyo Nederland B.V.;;;;;;1;;;1
MK2 Audiovisueel B.V.;;;;;;2;;;2
MKB management ondersteuning;;;;;;1;;;1
Mobicam B.V.;1;;;;;;;;1
Moestuin Maarschalkerweerd B.V.;;;;;1;;1;;1
Mol Audiovisueel V.O.F.;;;;;;1;;;1
Möllenkramer Training;;;;;;1;;;1
Mona Lisa's;;;2;;;;;;2
Monkland Productions;;;;;;1;;;1
Monseurs Total Office Point;;;;;;1;;;1
Monsterevents;;;;;1;;1;;1
Monuta Uitvaartverzorging;;;;2;;;2;;2
Mooii Eten & Drinken B.V.;;;;;;;1;;1
Mooij Verf;;;;;;1;;;1
Moois van Mooy Bloembindersatelier;;;;;;1;1;;1
Moon HRM B.V.;;;;;2;;;;2
Moons Horeca Business;;;;;;;1;;1
MOOSECAMP B.V.;;;;;;;1;;1
More Sophisticated Control Beheer B.V.;;;;;;1;;;1
Moreforless;;;2;;;;;;2
Motex;;;;;;;1;;1
Motivaction International B.V.;;;;;2;;;;2
Mourik Vlissingen B.V.;;;;1;;;;;1
Mouwes Kosher Delicatessen;;;;1;;;;;1
Moving Concepts;;;;1;;;;;1
Mr Wok Hardenberg B.V.;;;;;;;1;;1
MSA Nederland B.V.;;;;;;2;;;2
MTC Momentum Training & Coaching;;;;;;1;;;1
Muller & Co B.V.;;;;;;;1;;1
Mullerwenskaarten;;;;1;;1;;;1
Multigift Relatiegeschenken B.V.;;;;1;;;;;1
Munckhof Business Travel;;;;;;;;1;1
Music Shop Europe B.V.;;;;1;;;;;1
Muta Sport Nederland B.V.;;;1;;;;;;1
Muziekcentrum van Gorp;;;;;;3;;;3
MW Restaurant B.V.;;;;1;;;;;1
My Motivation Insights B.V.;;;;;;1;;;1
My Productions B.V.;;;;1;;;;;1
Myler B.V.;;;;2;;;;;2
Nationaal Parachutisten Centrum Teuge B.V.;;;;;;2;;;2
National Instruments Netherlands B.V.;;;;;;1;;;1
Naturalis;;;2;;;;;;2
NCOI Techniek Trainingen B.V.;;;;;;1;;;1
NDC mediagroep B.V.;;;;1;1;;;;1
Ned. Trainingsinst. v Neurolinguist. Progr.;;;;;;1;;;1
Nederlands Loodswezen B.V.;;;;;;1;;;1
Nederlandse School voor Openbaar Bestuur B.V.;;;;;;4;;;4
Nedermeijer Office;;;;;;1;;;1
NEDFAC B.V.;1;;;;;1;;;1
Nestas Communicatie B.V.;;;;;;1;;;1
Netherlands Business Academy B.V.;;;;;;1;;;1
NetwerkShop;;;;;;1;;;1
Neuland Nederland;;;;;;1;;;1
Neurolytics B.V.;;;;;2;1;;;2
Neve Design B.V.;;;;;;3;;;3
NEVI-Purspective B.V.;;;;;;5;;;5
Next Chapter Business Consultancy;;;;;2;;;;2
NFGD Zoetermeer B.V.;;;;;2;;;;2
NHG Uitgeverij B.V.;;;;;;1;;;1
NIBHV B.V.;;;;;;1;;;1
Nicothe;;;;1;;1;;;1
Nieuwe Sporen;1;;;;;1;;;1
Nieuwenburg V.O.F.;;;;1;;;;;1
Nieuwhuis Consult B.V.;;;;;;1;;;1
Nihon Sport Nederland B.V.;;;;;;1;;;1
Nijhof Teamadvies;;;;;;1;;;1
Nimmerdor...;;;;1;;;;;1
NLR - Deelnemingen B.V.;;;2;;;2;;;2
NLTactical;;;;;1;1;2;;2
NMP;;;;1;;;;;1
Non Plus Ultra;;;;;;;1;;1
Noordhoff Uitgevers;;;;;;2;;;2
Noorloos Specialist Equipment B.V.;;;;;;1;1;;1
NoRisk Veiligheidsopleidingen B.V.;;;;;;1;;;1
NOSCERE;;;;;;1;;;1
Novalinq B.V.;;;;;;1;;;1
NRC Handelsblad Weekeditie voor buitenland;;;;1;;;;;1
Nyenrode Services B.V.;;;;;;2;;;2
O crew;;;1;;;;;;1
Obex Opleidingen B.V.;;;;;;1;;;1
OCLC B.V.;;;;;;1;;;1
Odyssey Hotel Breda B.V.;;;;;;1;;;1
Offroad Apps B.V.;;;;;;1;;;1
OIB Holding B.V.;;;;;;;1;;1
Olea Nuts;;;;;1;;1;;1
Olijck Charcuterie B.V.;;;;;;;2;;2
Onsz Valkenswaard B.V.;;;;1;;;;;1
Oogenlust;;;;1;;;1;;1
Oostendorp Muziek B.V.;;;;1;;;;;1
Op Drift Teamontwikkeling;;;;;;2;;;2
Op Koerz;;;;;;1;;;1
Open Ateliers B.V.;;;;;;1;;;1
OPEN.satisfaction B.V.;;;;;;1;;;1
OpenEdu B.V.;;;;;;2;;;2
Opensource ICT Solutions B.V.;;;;;;2;;;2
Openupsupervisie;;;;;;1;;;1
Opleiding Z & W;;;;;;1;;;1
optijd.nu;;;;;;2;;;2
Optisport Breda B.V.;;;;;;;1;;1
Optisport Sonsbeeck;;;;;;;1;;1
Optisport Wisselaar;;;;;;;1;;1
Optisport Wolfslaar;;;;;;;1;;1
Orbit Groundschool B.V.;;;;;;5;;;5
ORC Events;;;;;;1;;;1
Orenda Design;;;;;;;1;;1
Organizational Development Consultancy B.V.;;;;;1;;;;1
Origineel Kadootje;;;;;;;1;;1
Orly Pharma B.V.;;;2;;;;;;2
ORTEC B.V.;;;;;;2;;;2
Oskam Organisatieadvies;;;;;;1;;;1
OSR Juridische Opleidingen B.V.;;;;;;1;;;1
Oudaen B.V.;;;;;;;1;;1
Oudshoorn Bloemen;;;;1;;;;;1
Outdoor & Travel Outfitters B.V.;;;4;;;;1;;4
Oveducon;;;;;;1;;;1
Owello B.V.;;;;2;;1;;;2
Oxford University Press;;;;;;1;;;1
Paardekooper;;;;1;;;;;1
Paintball World;;;;;;1;;;1
Pakua-Adviseurs;;;;;;;1;;1
Paralax B.V.;;;;;;1;;;1
Parcival B.V.;;;;;;1;;;1
Parema Verpakkingstechniek B.V.;;;;;;1;;;1
Parkhuys Rosarium;;;;;;;1;;1
Parnasos;;;;;;1;;;1
Parnassia Groep B.V.;;;;1;;;;;1
Partyboot 'The Partyfactory Amersfoort';;;;;;;1;;1
Partygroep Twente B.V.;;;;;1;;;;1
Passionned Nederland B.V.;;;;;;1;;;1
PCS Training B.V.;;;;;;1;;;1
PDS Professional Driving Solutions B.V.;;;;;;3;;;3
Pearson Benelux B.V.;;;;;2;;;;2
Pecten Aquatic;;;;;;1;;;1
Pega B.V.;;;;;;1;;;1
Pels Rijcken & Droogleever Fortuijn N.V.;1;;;;2;;;;2
Pen Tests Publisher B.V.;;;;;;1;;;1
Pennen Party World;;;;;;;1;;1
People & Print Group;;;;1;;;;;1
Pepijn's Kitchen;;;;;;;1;;1
Performance Development Group B.V.;;;;;;1;;;1
Perier's Vleesbedrijf B.V.;;;;;;1;1;;1
PernU B.V.;;;;;7;;;;7
Perspectief Groep B.V.;;;;;1;;;;1
Phalerae;;;;;2;;;;2
Pias;;;;;;1;;;1
Piek International Education Centre B.V.;;;;;;2;;;2
Pilz Nederland;;;;;;1;;;1
PIMM Solutions B.V.;;;;2;;;;;2
Pinkcube B.V.;1;;;1;;;1;;1
Piscator supervisie;;;;;;1;;;1
Pitch & Putt Golf Leeuw. thodn De Twa Marren;;;1;;;;;;1
Plein 9 A B.V.;;;;;;;1;;1
Plezant Producties;;;;;;7;;;7
Pluk Bloemen;;;;;;;1;;1
Pluto Sport Europe B.V.;;;;;;;1;;1
PMT, Ground Crew Training Centre B.V.;;;;;;5;;;5
PN Music Training;1;;;;;;;;1
Podium Projectcommunicatie B.V.;;;;;;1;;;1
Podobrace B.V.;;;;;;1;;;1
Polymax Industrietechniek B.V.;;;;;;2;;;2
PontMeyer Handelsbedrijven B.V.;;;;;;1;;;1
Posno Sport;;;;;;;1;;1
Posthumus Promotions;;;;;;;1;;1
PPS. Imaging;;;;2;;;;;2
Praefero;;;;1;;;;;1
Praktijk Helderman;;;;;;2;;;2
Praxis Doe-Het-Zelf Center B.V.;;;;;;1;;;1
Prelum Uitgevers B.V.;;;;;;1;;;1
Pressum;;;;;;;1;;1
Pride at Work B.V.;;;;1;;;;;1
Prikkels B.V.;;;;;;;2;;2
PRiMAN Talent Management;;;;;;2;;;2
Primaned B.V.;;;;;;1;;;1
Primera De Uithof;;;;1;;;;;1
Primera Van Elzakker;;;;;;1;;;1
Primera Van Walsem;;;;1;;;;;1
Printhuus;;;;1;;;;;1
Priva B.V.;;;;;;1;;;1
Priva Building Automation B.V.;;;;;;1;;;1
Pro Warehouse B.V.;;;;;;1;;;1
ProCare B.V.;;;;;;1;;;1
PROCentrum B.V.;;;;;;6;;;6
Profit4Cloud B.V.;;;;;;1;;;1
Progress Educations;;;;;;1;;;1
Project Escape;;;;;;;1;;1
Promen;;;;;3;;;;3
Promio;;;;;;1;1;;1
Promofit;;;;;1;;;;1
Promopodium B.V.;;;;;;;1;;1
Promosale;;;;1;;;;;1
Promosign B.V.;;;;;;;1;;1
ProQuest Netherlands B.V.;;;;;;4;;;4
Protask Performance B.V.;;;;;;1;;;1
Protocolbureau;;;;;;1;;;1
Psychologenpraktijk Achterhoek;1;;;;;;;;1
Psyon B.V.;;;;;1;;;;1
Pubblik & Vos B.V.;;;;2;;;;;2
Publi-Air Nederland B.V.;;;;;;;1;;1
PubliContact B.V.;;;;;;1;;;1
Pulsar Karting B.V.;;;;;;;1;;1
Puur Amsterdam;;;;;;1;;;1
Puur Natuur bloemen en meer...;;;;1;;;;;1
Puur! Buitensport & Kanoverhuur;;;;1;;;;;1
Q_Share B.V.;;;;;;2;;;2
QAducation;;;;;;1;;;1
Qboat;;;;;;1;;;1
QRS Healthcare;;;;;;1;;;1
Q-Track consultancy;;;;;;1;;;1
Quadient Netherlands B.V.;;;;;1;;;;1
Quakernaat Automatiserings Praktijk;;;;;;1;;;1
Quality Marine Den Helder;;;;;;1;;;1
Quercus Technical Services B.V.;;;;;;5;;;5
Questo Reclame B.V.;;;;;1;;;;1
Quick Graveerservice;;;;1;;;;;1
Quint;;;;;;6;;;6
Quoratio Zorgadministrateurs B.V.;;;;;;2;;;2
Radiometer Benelux B.V.;;;;;;1;;;1
Rae Benelux B.V.;;;;;;1;;;1
Rafiki RAMS B.V.;;;;;;3;;;3
Ramblas;;;;;;;1;;1
Randstad Groep Nederland B.V.;;;;;2;;;;2
Randstad HR Solutions B.V.;;;;;2;;;;2
Randstad Nederland B.V.;;;;;;2;;;2
Ravisie;;;;;;1;;;1
Rebelou;;;;;;4;;;4
Recreatie & Entertainment NL 4;;;;;;;1;;1
Recreatiepark Uddelermeer;;;;;;;1;;1
Rederij P. Kooy B.V.;;;;;;;1;;1
REEQ B.V.;;;3;;;;;;3
Regina Bloemsierkunst;;;;1;;;;;1
Regio Business B.V.;;;;;;1;;;1
RegioXpo B.V.;;;;;2;;;;2
Reilen en Zo;;;;;;1;;;1
RelyOn Nutec;;;;;;4;;;4
Rendac Son B.V.;;;;;;1;;;1
Rensen Regeltechniek B.V.;;;;;;1;;;1
Reptielen- en Amfibieënhuis De Aarde;;;;;;1;;;1
Reputatiegroep B.V.;;;;;;1;;;1
Resoort Reclame B.V.;;;;;;;1;;1
Restaurant BY ÚS;;;;;;;1;;1
Restaurant Crijns;;;;1;;;;;1
Restaurant De Basiliek B.V.;;;;;;;1;;1
Restaurant De Grote Wielen B.V.;;;;;;1;;;1
Restaurant De Luytervelde B.V.;;;;;;;1;;1
Restaurant Fouquet;;;;;;;1;;1
Restaurant 'Het Boshuis' B.V.;;;;;;;1;;1
Restaurant Pesse B.V.;;;;;;;1;;1
Restaurant Samen B.V.;;;;1;;;1;;1
Restaurant 't Jagershuys B.V.;;;;;;;1;;1
Restaurant Wilhelminapark B.V.;;;;1;;;;;1
Restaurant Wox;;;;;;;1;;1
Revis Verkeerstechniek B.V.;;;;;;;1;;1
Revoir Recruitment B.V.;;;;;4;;;;4
Rhino Projects;;;;;2;;;;2
Rhodos Breda B.V.;;;;1;;;;;1
Ribhouse Texas Epe B.V.;;;;1;;;1;;1
Ribhouse Texas Woudenberg B.V.;;;;;;;1;;1
Ricas Inst. v. Risico-Adv. en Veiligheidsopl.;;;;;;6;;;6
RIDE ALONG;;;;;;;1;;1
Rietveld Bloemisten;;;;1;;;;;1
Rijvaardigheidscentrum Lelystad B.V.;;;;;;1;;;1
Ristorante Trattoria Impero Romano;;;;;;;1;;1
Rituals Alkmaar B.V. thodn Rituals Cosmetics;;;;;;;1;;1
Robitex B.V.;;;;;1;;;;1
RobotXperience B.V.;;;;;;1;;;1
ROC Friese Poort Opleiding & Training;;;;;;2;;;2
Roeigoed;;;;;;1;;;1
Rollercoaster Music;;;;1;;;;;1
RondHeel Consultatie & Training;;;;;;1;;;1
Rondo;;;;;;2;;;2
Rondvaartbedrijf Zilvermeeuw B.V.;;;;;;1;;;1
Rongen Aktief B.V.;;;;;1;;;;1
RONT Management Consultants B.V.;;;;;;1;;;1
Roompot Service B.V.;;;;;;;4;;4
Roossien Hoogwerktechniek;;;;;;1;;;1
Rootmedia;;;;;1;;;;1
Rooymans Neckwear B.V.;;;;1;;;;;1
Ropament B.V.;;;;;;;1;;1
Rotterdam Acc., Auditing en Controlling B.V.;;;;;;2;;;2
Rotterdam Business Events B.V.;;;;;;;1;;1
Rousseau Chocolade B.V.;;;;1;;;1;;1
