;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel (binnen- en buitenland);1120 - Arbeidsomstandigheden en personele zorg (incl. BHV middelen);1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Studie en opleiding;1160 - Personeelsevenementen, - bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis en verblijfkosten;Eindtotaal
EGN Nederland B.V.;1;;;;;;;;;1
EHM Hotel Lelystad B.V.;;;;;;;;;1;1
Eigeman-ID;;;;1;;;;;;1
EIJGEN STEIJL Evenementen & Communicatie;;;;1;;;;;;1
Eindhoven Academy B.V.;;;;;;1;;;;1
El Primo B.V.;;;;1;;;;;;1
El Sótano;;;;1;;;;;;1
Elba Media B.V.;;;;;;1;;;;1
Elektroraad Opleidingen B.V.;;;;;;2;;;;2
Elektrotechnische Studievereniging Scintilla;;;;;1;;;;;1
Elektrotechnische Studievereniging Thor;;;;;1;;;;;1
Elja Daae Marketingadvies;;;;;;1;;;;1
ELMEKZ;;;;;;1;;;;1
Elpira B.V.;;;;1;;;;;;1
Elycio Talen B.V.;;;;;;1;;;;1
Embodied Learning;;;;;;1;;;;1
EMC Advies B.V.;;;;;;4;;;;4
Emerce B.V.;;;;;;1;;;;1
Emeritor Procurement Services B.V.;;;;;1;1;;;;1
Emilia home hapjes;1;;;;;;;;;1
EMMA Communicatie B.V.;;;;1;;;;;;1
Empower 2 Improve B.V.;;;;1;;5;;;;5
Engelen en Partners Organisatieontwikk. B.V.;;;;;1;;;;;1
Engels Conference Center B.V.;1;;;2;;;;;;2
Enigma Consulting Group Sdn Bhd;;;;;;1;;;;1
Enjoyce Catering & Eventmanagement;;;;;1;;;;;1
Enker;;;;1;1;2;;;;2
Enstti European Nuclear Safety Trai;;;;;;1;;;;1
Entopic B.V.;;;;;;1;;;;1
ENVAQUA;;;;;;1;;;;1
Epiphany Mindfulness;;;;;2;1;;;;2
Epona Software Productions B.V.;;;;1;;;;;1;1
Erasmus Centre for Urban,Port&Transp.Ec. B.V.;;;;;;2;;;;2
ER-coaching;1;;;;1;;;;;1
Ergatis B.V.;2;;;;3;1;;;;3
Ergos B.V.;;;;;;1;;;;1
Eridanos;;;;;;2;;;;2
Ernst Sillem Hoeve B.V.;;;;2;;2;;;2;3
Erven Bossink' Advies;;;;;1;1;;;;2
ESB B.V.;;;;;;1;;;1;1
ESCAL INSTITUTE OF ADVANCED TECHNOL;;;;;;1;;;;1
Escape Haarlem B.V.;;;;1;;;;;;1
Escape Room Designer B.V.;;;;1;;;;;;1
Escaperoom Leiden;;;;1;;;;;;1
Escaping NL B.V.;;;;1;;;;;;1
Escher Water Projects;;;;;;2;;;;2
Esri Nederland;;;;;;2;;;;2
Essencia;1;;;;;;;;;1
ESSL;;;;;;1;;;;1
Esther-Louise Luytjes Facilities;;;;1;;;;;;1
Esther's Cookery;;;;1;;;;;;1
Eten bij Werelds;;;;1;;;;;;1
Eten en drinken BIJRipperda;;;;1;;;;;;1
Eur. Instit. voor Certified Public Controll.;;;;;;1;;;;1
Euroforum;1;;;;1;3;;;;3
Euromast Horeca B.V.;;;;1;;;;;;1
European Flight Training Center;1;;;;;;;;;1
EUROPEAN ORG FOR CIVIL AVIATION;;;;;;1;;;;1
EVE Tilburg B.V.;;;;1;;;;;;1
evenementen organisatie de waterkoets;;;;1;;;;;;1
Events Company;;;;1;;;;;;1
Evera en Ondernemershuis Groningen;;;;1;;;;;;1
EVO Fenedex;;;;;;1;;;;1
Evolve B.V.;;;;;;1;;;;1
eX:plain;;;;;;2;;;;2
Except B.V.;;;;;;1;;;;1
Exellior B.V.;1;;;;;1;;;;2
Exito Beekbergen B.V.;;;;1;;;;;;1
EXKI S.A.;;;;1;;1;;;;1
Ex-Ox-Tox;;;1;;;;;;;1
ExplainIT Special Accounts B.V.;;;;;;1;;;;1
Exploit. Maatsch. De Nwe Poort Rotterdam B.V.;;;;1;;;;;;1
Exploitatie de Molenplas;;;;1;;;;;;1
Exploitatie Golfbaan Spaarnwoude B.V.;;;;1;;;;;;1
Exploitatie Maatschappij Spant B.V.;;;;3;;;;;;3
Exploitatiemaatschappij City Hotel Gouda B.V.;;;;1;;;;;;1
Exploitatiemaatschappij Fort Vechten B.V.;;;;1;;;;;;1
Exploitatiemaatschappij Hotel Best B.V.;;;;;;2;;;1;2
Exploitatiemij. Grand Hotel Karel V B.V.;1;;;1;;;;;;1
Expo Display Service;;;;;1;;;;;1
EYE - Bar Restaurant B.V.;;;;1;;;;;;1
F.A.X. Translations B.V.;;;;1;1;;;;;1
Fa. De Bruin's Slagerijen;;;;1;;;;;;1
Fa. Hotel Van den Bosch;;;;;;;;;1;1
Factor Vijf;;;;;2;1;;;;2
Faillissementsfraude.nl B.V.;;;;;;1;;;;1
FairBoost B.V.;;;;;;1;;;;1
Fari B.V.;;;;;1;;;;;1
Farnell (Netherlands) B.V.;;;;;;;;;1;1
FavoRent;;;;1;;;;;;1
Fecto;;;;1;;;;;;1
Federatie Nederlandse Vakbeweging;;;;;;;;;1;1
Feedback Training & Consulting B.V.;;;;;;1;;;;1
Feelgood2GO B.V.;;;;1;;;;;;1
Fellini City Lounge B.V.;;;;1;;;;;;1
FEM Holding B.V.;;;;1;;1;;;;1
FEMZ;;;;1;;;;;;1
Fepa Horeca B.V.;1;;;;;;;;;1
Festive B.V.;;;;;;1;;;;1
Fico Urban Italian;;;;1;;;;;;1
Fiets en verhuur Ede;;;;1;;;;;;1
Fietscentrum Overdevest;;;;1;;;;;;1
Fietstochten Utrecht;;;;1;;;;;;1
fietsverhuur Westland;;;;1;;;;;;1
Figi;;;;1;;;;;;1
Finn Kortman Fotografie;;;;1;;;;;;1
Fire and Medical Training Centre B.V.;;;;;;2;;;;2
Firebrand Training BeNeLux B.V.;1;;;;;;;;;1
Fireware;;;1;;;;;;;1
Firma Bolle t.h.o.d.n. Coop Bolle;;;;1;;;;;;1
Firma Hof der Muzen;;;;1;;;;;;1
First Choice Events;;;;1;;;;;;1
Firstnoise Bookings B.V.;;;;1;;;;;;1
Fitt-recreatie B.V.;;;;1;;;;;;1
Flamengo Beach Exploitatie;;;;1;;;;;;1
FLASHBAY LIMITED;;;;1;;1;;;;1
Fletcher hotel de Zalm;;;;;;;;;1;1
Fletcher Hotel Erica;;;;;;1;;;;1
Fletcher Hotel La Ville Blanche;;;;;;1;;;;1
Fletcher Hotel- Restaur. & zalen De Mallejan;;;;;;;;;1;1
Fletcher Hotel Restaurant Apeldoorn;;;;1;;;;;;1
Fletcher Hotel Restaurant De Witte Raaf;;;;;;1;;;;1
Fletcher Hotel Restaurant Doorwerth-Arnhem;;;;1;;1;;;;1
Fletcher Hotel-Restaurant Heiloo;;;;1;;;1;;1;1
Fletcher Hotel-Restaurant Wolfheze;;;;;;;;;1;1
Fletcher Parkhotel Val Monte;;;;;;1;;;;1
Flevo Yachtcharter;;;;;;1;;;;1
Flexera Software Limited;;;;;;1;;;;1
Flitz-Events;;;;1;;;;;;1
FlixBus DACH GmbH;;;;1;;;;;;1
Floating Farm Rotterdam B.V.;;;;;;1;;;;1
Flore V.O.F.;;;;1;;;;;;1
florinverso;;;;;;1;;;;1
Flow d'Azur Management & Coaching B.V.;;;;;1;1;;;;1
Flowermoments by Anggrek;;;;1;;;;;;1
flux.partners B.V.;;;;;;1;;;;1
Flying Camera;1;;;;;;;;;1
Fnidsen;;;;1;;;;;;1
Focus Learning Journeys B.V.;;;;;;1;;;;1
Foodhallen Arnhem B.V.;;;;1;;;;;;1
Foodloverz B.V.;;;;1;;;;;;1
For a Change;;;;;;1;;;;1
For Conference B.V.;;;;;;1;;;;1
Forsa Advies B.V.;;;;;;1;;;;1
Fortune Factory B.V.;;;;1;;;;;;1
Fortuyn Horeca B.V.;;;;1;;;;;;1
Fotostudio XL;;;;1;;;;;;1
Fotoworkshopspecialist;;;;;1;;;;;1
Fox-IT;;;;;;2;;;;2
Frank Jansen Fotografie;;;;1;;;;;;1
Frankwatching B.V.;;;;;;1;;;;1
Franky's Nieuwegein;;;;1;;;;;;1
Fratelli Leidschendam B.V.;;;;1;;;;;;1
FRConsulting B.V.;;;;;;1;;;;1
Fred Zuiderwijk Produkties;;;;;;1;;;;1
Frederik B.V.;;;;1;;;;;;1
Frephitophe;;;;;1;2;;;;2
FRISS entertainment;;;;1;;;;;;1
Frisse Blikken ondernemen met talent B.V.;;;;;3;3;;;;4
Fritjof Brave;;;;;1;;;;;1
Fröbel B.V.;;;;1;;;;;;1
Frontiers Media SA;;;;;;1;;;;1
FRUIT OP JE WERK;1;;;2;;;;;1;2
Fruitcup;;;;1;;;;;;1
Fruitful Office Benelux;;;;1;;;;;;1
Fruitschaal.nu;;;;1;;;;;;1
"FSBI ""The Administration of the Bal";;;;2;;;;;;2
Fudgy;;;;1;;;;;;1
Fun Forest Rotterdam B.V.;;;;1;;;;;;1
Fundustry Events B.V.;;;;1;;;;;;1
Funty speeltoestellen;;;;1;;;;;;1
Future Female Leaders (FFL) B.V.;;;;;;1;;;;1
Future House Music;;;;;;1;;;;1
FysioDynamiek;;;1;;;;;;;1
Fysiotherapie Haaften;1;;1;;1;;;;;1
G4S Direct B.V.;;;;;;2;;;;2
Gaasterlandexpress;;;;1;;;;;;1
g-ACK-AB;;;;;;1;;;;1
Gajes in de Bajes B.V.;;;;1;;;;;;1
Galerie Bij Krepel B.V.;;;;1;;;;;;1
Galerie VijfB;;;;;;1;;;;1
Galerij De Hamer;;;;1;;;;;;1
Gall & Gall B.V.;;;;1;;;;;;1
Gans Coaching;;;;;1;1;;;;1
Ganspoort B.V.;;;;1;;;;;;1
Ganzenmarkt 24-26 Horeca Exploitatie;;;;1;;;;;;1
Gartner U.K. Limited;;;;;;1;;;;1
Gasterij De Engel;;;;1;;;;;;1
Gasthuis B.V.;;;;;;1;;;;1
Gastmaal Cafe;;;;1;;;;;;1
GC Tavenu B.V.;;;;1;;;;;;1
Gebr. Barendsen B.V.;;;;1;;;;;;1
gefeliciTAART B.V.;;;;1;;1;;;;1
GEK;;;;;1;;;;;1
Gelukmanagement Beheer B.V.;;;;;;1;;;;1
Genius Loci;;;;;;1;;;;1
Genootschap Flevo;;;;;;1;;;;1
Geo-Col GIS and collaborative planning;;;;;;1;;;;1
Geoplan Nederland B.V.;;;;;;2;;;;2
Geovusie;;;;2;2;1;;;;2
Gerard Zwetsloot Research & Consultancy;;;;;;1;;;;1
Gertjan Mulder Advies & Begeleiding;;;;;2;;;;;2
Geschikt Groen Geschikt;;;;1;;;;;;1
Get out of here B.V.;;;;1;;;;;;1
get the laugh flow;;;;1;1;1;;;;1
Getting the picture B.V.;;;;1;1;;;;;2
Gewoon aan de slag;;;;;;1;;;;1
Gezana Eritrean Restaurant;;;;1;;;;;;1
Gezond in Bedrijf;;;;;;1;;;;1
Ghielen Materieel B.V.;;;;;;1;;;;1
Gifts to Connect;;;;1;;;;;;1
Gilde Delft;;;;1;;;;;;1
Gitaya;;;;;1;;;;;1
GITP Training & Opleiding B.V.;;;;;;2;;;;2
Glamping Club;;;;1;;;;;;1
Glasblazerij 'Glaswerk';;;;1;;;;;;1
Global Knowledge Network Netherlands B.V.;;;;;;2;;;;2
Global Project Performance;;;;;;1;;;;1
GMG Horeca B.V.;;;;1;;;;;;1
GMW Advocaten B.V.;;;;;1;;;;;1
Go Green for Climate;;;;;;;;;1;1
Goderie B.V.;;;;1;;;;;;1
Goense Holding B.V.;;;;1;;;;;;1
Goevaers Consultancy B.V.;;;;;;1;;;;1
Go-Kart-in B.V.;;;;1;;;;;;1
GoMaris;;;;;;1;;;;1
Good Work Company B.V.;;;;;;3;;;;3
GoodHabitz B.V.;;;;;;2;;;;2
Gouden Huis Lelystad B.V.;;;;1;;;;;;1
Governance & Integrity Nederland B.V.;;;;;;1;;;;1
Goya City Nieuwegein B.V.;;;;1;;;;;;1
GrachtenAtelier;;;;2;;1;;;;2
Graffitinetwerk;;;;1;;;;;;1
Gran Mercado B.V.;1;;;2;;;;;;2
Grand Café Arnhems Meisje;;;;1;;;;;;1
Grand Café de Graanbeurs;;;;1;;;;;;1
Grand Café De Werf;;;;1;;;;;;1
Grand Café Hermes B.V.;;;;1;;;;;;1
grand café Lebowski;;;;1;;;;;;1
Grand Cafe Lubeck;;;;1;;;;;;1
Grand Café Metropole;;;;1;;;;;;1
Grand Café Raymondo B.V.;;;;1;;;;;;1
Grand Café Rutgers;;;;1;;;;;;1
Grand Café Silva Ducis B.V.;;;;1;;;;;;1
Grand Café Tsien;;;;1;;;;;;1
Grand Café Valerius;;;;1;;;;;;1
Grand Café-Restaurant Loos B.V.;;;;1;;;;;;1
Grand Central Food Market B.V.;;;;1;;;;;;1
Grand Hotel Alkmaar B.V.;;;;;;;;;1;1
Grand Jardin;;;;1;;;;;;1
Grandcafe Haagsche Bluf;;;;1;;;;;;1
Grand-café Stefano's;;;;1;;;;;;1
Grand-Café 't Stift;;;;1;;;;;;1
Grandi Vini;;;;1;;;;;;1
Granny's Corner;1;;;2;;;;;;2
Graphic Hunters;;;;;;1;;;;1
Graphic Services Bossers;;;;;;1;;;;1
Grazie Grazie B.V.;;;;1;;;;;;1
Greengiving B.V.;;;;1;1;;;;;1
Greens in the Park B.V.;;;;1;;;;;;1
Greenstory;;;;;;1;;;;1
Greetz B.V.;;;;1;;;;;;1
GreetZZ Ballonvaarten B.V.;1;;;;;;;;;1
Grieks Specialiteitenrestaurant Mykonos;;;;1;;;;;;1
Griftpark 1;1;;;1;;;;;;1
Grizzly B.V.;;;;2;1;1;;;;2
Groenvisie Mette;;;;;;1;;;;1
Groningen Seaports N.V.;;;;1;;;;;;1
Groot Haarlem B.V.;;;;1;;;;;;1
Groot Kievitsdal B.V.;;;;;;1;;;;1
Groot Vertroue;;;;1;;;;;;1
Ground Lion;;;;;;1;;;;1
GroupSupport.com B.V.;;;;;;1;;;;1
Grubben Ontwikkeling en Communicatie;;;;;;1;;;;1
GT-Advies;;;;;;1;;;;1
Gulien-Visser;;;;1;;;;;;1
Gulpener BrouwLokaal B.V.;;;;1;;;;;;1
Gumption26 B.V.;;;;;;1;;;;1
Gumtree Creatieve Communicatie;;;;;;1;;;;1
Gusto Mangia e Bevi;;;;1;;;;;;1
Gyro Conference;;;;;;1;;;;1
H. Post Nijmegen B.V.;;;1;;;;;;;1
H.A. de Kort's Trading B.V.;;;;1;;;;;;1
H.B. Banket B.V.;1;;;1;;;;;;1
H.J.P. Kaan, thodn Proeflokaal Sijgje Delft;;;;1;;;;;;1
Haagse Shuttle B.V.;;;;;1;;;;;1
Haagse Taxi Mobilofoon Centrale B.V.;;;;1;;;;;1;1
Haarlemmer Stroom Events B.V.;;;;1;;;;;;1
Hafo B.V.;;;;1;;;;;;1
Hajé Natuurpark B.V.;;;;1;;1;;;;1
Hajé Nieuwegein B.V.;;;;1;;;;;;1
HALITO!;;;;1;;1;;;;1
Hallmark Cards Nederland;1;;;1;;;;;;1
Han Vermeer Ontwikkel. van Mens & Organisatie;;;;;1;;;;;1
Handelsonderneming Sensor;;;;1;;;;;;1
Hanneke Elich ... voor de Verandering;;;;;1;;;;;1
Han's Adviesbureau Mariene Ecologie (HAME);;;;2;;;;;;2
Hans Kreuning B.V.;;;;1;;1;;;;1
HappinessBureau;;;;;;1;;;;1
Happy Meat B.V.;;;;1;;;;;;1
Happy Spirits;;;;;1;;;;;1
Hart Beach B.V.;;;;1;;;;;;1
Hartelijk Gefaciliteerd;;;;;;1;;;;1
Harvest Coffee Brewers;;;;1;;;;;;1
HaskoningDHV Nederland B.V.;;;;;2;1;;;;2
Hattem Restaurant B.V.;;;;1;;;;;;1
Havenvereniging Rotterdam;;;;;;1;;;;1
HE Den Haag B.V.;;;;2;;;1;;1;2
Health2Work B.V.;;;1;;;;;;;1
HealthyWoman B.V.;;;;;;1;;;;1
Hebbes Media;;;;;;1;;;;1
Hedelfinger Gasterie;;;;1;;;;;;1
Heemskerk Bloemisten;1;;;1;;;;;;1
Helder Werken;;;;;1;;;;;1
Heli Holland Air Service B.V.;;;1;;;;;;;1
Heliview Conferences en Training B.V.;;;;;;1;;;;1
Hellenique Media B.V.;1;;;;;;;;;1
Helloprint B.V.;;;;1;;;;;;1
Helming Coaching en Advies;;;;;1;;;;;1
Hemelrijk Lelystad B.V.;;;;1;;;;;;1
Henri Culinair;;;;1;;;;;;1
Henriëtte van Dueren den Hollander;;;;;1;1;;;;1
Herberg het Klooster;;;;1;;;;;;1
Herberg Molecaten VOF;;;;1;;;;;;1
Herberg Vlietzigt;;;;1;;;;;;1
Herrot's;;;;;;1;;;;1
Hersenherstel.nl;;;;;1;;;;;1
Herten en Wilde Zwijnen B.V.;;;;1;;;;;;1
Het Atma Instituut;;;;;;1;;;;1
Het Bolwerck;;;;1;;;;;;1
Het Borghuis B.V.;;;;1;;;;;;1
Het Boscafé Oisterwijk;;;;1;;;;;;1
Het Eerste Huis B.V.;;;;;1;2;;;;2
Het ezelhuis;;;;1;;;;;;1
Het Genot;;;;1;;;;;;1
Het Gezelschap 'Practische Studie';;;;;1;;;;;1
Het Grootste Kennisfestival;;;;1;;1;;;;1
Het Haringhuis B.V.;;;;1;;;;;;1
Het Inzichtenlab;;;;;1;;;;;1
Het Keringhuis;;;;1;;;;;;1
Het Ketelhuis Utrecht;;;;1;;;;;;1
Het Kookplein;;;;2;;;;;;2
Het Kookstation;;;;1;1;;;;;1
Het Muntgebouw-Utrecht B.V.;;;;2;;;;;;2
Het Nationaal Automobielmuseum;;;;1;;;;;;1
Het Nederlands Openluchtmuseum;1;;;1;;;;;;1
het Ngi: voorh. Ned. Genootsch. Informatica;;;;;;1;;;;1
Het Panorama;;;;1;;;;;;1
Het Pleidooi;;;;1;;;;;;1
Het Prentenkabinet;;;;1;;;;;;1
HET SECRETARIAAT-GENERAAL VAN DE BE;;;;;;1;;;;1
Het trainingsbureau Coöperatief UA;;;;1;;;;;;1
Het Wapen van Leeuwarden B.V.;;;;1;;;;;;1
Het Wapen van Rhoon B.V.;;;;1;;;;;;1
Het Wapen van Zoetermeer B.V.;;;;2;;;;;;2
Het Zalmhuis B.V.;;;;1;;;;;;1
High Five Tang Soo Do;;;;1;;;;;;1
High Security International B.V.;1;;1;;;;;;;1
Highmark Geldrop B.V.;;;;;;1;;;;1
Himalayam B.V.;;;;1;;;;;;1
HiP Alexandrium B.V.;;;;1;;;;;;1
HIT Eten en Drinken;;;;1;;;;;;1
HOC Opleiding & Training B.V.;;;;;;2;;;;2
Hockeyloges Almere;;;;1;;;;;;1
Hoezo Proj.manag. & Congresorganisatie B.V.;;;;1;;1;;;;1
Hof van Herstal B.V.;;;;1;;;;;;1
Hof van Salland;;;;1;;;;;;1
Hofland & Habieb V.O.F.;;;;1;;;;;;1
Hofstad Catering;;;;1;;;;;;1
Hofstad Events B.V.;;;;1;;1;;;;1
Hofstad Tours B.V.;;;;1;;;;;1;1
Hofstede Landduin;;;;1;;;;;;1
Hofvlietvilla B.V.;;;;1;;;;;;1
Hogeschool NOVI B.V.;;;;;;2;;;;2
Hogeschool Schoevers;;;;;;2;;;;2
Hogeschool Van Hall Larenstein;;;;;;2;;;;2
Hogeschool VHL;;;;;;;;;;
Hogeschool Zeeland/Hogeschool Zeeland (WEB);;;;;;1;;;;1
Hokus Fokus B.V.;;;;;;1;;;;1
Holapress Communicatie;;;;;;1;;;;1
Holding Beheermaatschappij Ropeni B.V.;1;;;2;1;;;;;2
Holding Da Vinci B.V.;;;;1;;;;;;1
Holland Casino Amsterdam West;;;;1;;;;;;1
Holland Evenementen Groep B.V.;;;;1;;;;;;1
Holland Tour Guides B.V.;;;;1;;;;;;1
Hollandse Hoogte B.V.;;;;;1;;;;;1
Hollandse Telecommunicatie Maatschappij;;;;;;;;;1;1
Hollandsouvenirshop;;;;1;;;;;;1
HoneyPie;;;;1;;;;;;1
Hoogesteger Verkeersopleidingen B.V.;;;;;;1;;;;1
Hooghiem Coaching;;;;;1;1;;;;1
Hoogland Consulting B.V.;;;;;1;1;;;;1
Hoppe Schiedam B.V.;;;;1;;;;;;1
Horeca Exploitatie Tiel B.V.;;;;1;;;;;;1
Horeca ExploitatieMaatschappij IJmond B.V.;;;;1;;;;;;1
Horeca onderneming Peters;;;;1;;;;;;1
Horeca 't Olde Schop B.V.;;;;1;;;;;;1
Horecabedrijf de Agnietenberg B.V.;;;;1;;;;;;1
Horizon Trainingen B.V.;;;;1;;;;;;1
Hortus;;;;1;;;;;;1
Hot. Expl. Mij. Ibis Budg. R'dam Hag.Airp. BV;;;;;;1;;;;1
Hotel & Tapperij De Poshoorn B.V.;;;;1;;;;;;1
Hotel Amersfoort B.V.;;;;1;;;;;;1
Hotel Brasserie de Pergola;;;;1;;;;;;1
Hotel Café Restaurant Nap;;;;1;;;;;;1
Hotel De Koophandel B.V.;;;;;;1;;;1;1
Hotel De Vigilante B.V.;;;;1;1;1;;;;1
Hotel Des Indes B.V.;;;;1;;;;;;1
Hotel Drachten B.V.;;;;;;;;;1;1
Hotel Goes;;;;2;;1;;;;2
Hotel Indigo The Haque - Palace Noordeinde;;;;1;;;;;;1
Hotel KOM!;;;;1;;;;;;1
Hotel Leeuwarden Centre B.V.;;;;;;1;;;;1
Hotel Mercure Noordwijk;;;;1;;;;;;1
Hotel Mitland;;;;1;;;;;;1
Hotel New York B.V.;;;;1;;1;;;;1
Hotel Pillows Zwolle B.V.;;;;;;;;;1;1
Hotel Restaurant Augusta B.V.;;;;1;;;;;;1
Hotel Restaurant Gasthof Driland;;;;;;;;;1;1
Hotel Restaurant The Kettle B.V.;;;;1;;;;;;1
Hotel Riche B.V.;;;;1;;;;;;1
Hotel Ridderkerk B.V.;;;;;;1;;;;1
Hotel Texel B.V.;;;;;;;;;1;1
Hotel Tiel;;;;1;;;;;;1
Hotel Triniteit;;;;;;1;;;;1
Hotel-Café-Restaurant De Biltsche Hoek;;;;1;;;;;1;1
Hotel-Café-Restaurant 'De Draak' B.V.;;;;1;;;;;;1
Hotel-Café-Restaurant Haarhuis;;;;1;;;;;;1
Hotel-Café-Restaurant 'Zwolle' B.V.;;;;1;;;;;;1
Hotelexpl.mij. Janskerkhof Utrecht B.V.;;;;;;;;;1;1
Hotel-Restaurant De Prins Westzaan;;;;1;;;;;;1
Hotel-Restaurant 'Oud London';;;;;;1;;;;1
Houdt van Eten;;;;1;;;;;;1
House of Lords B.V.;;;;1;;;;;;1
House of Performance B.V.;;;;;;2;;;;2
House of Sports;;;;1;;1;;;;1
Hout van Suus;;;;1;;;;;;1
Houtelgroep;;;;1;;;;;;1
How Company B.V.;;;;;;1;;;;1
how2ask;;;;;;1;;;;1
HowAboutYou B.V.;;;;;1;;;;;1
HSG Nederland B.V.;;;1;;;;;;;1
HSK Interventie B.V.;1;;;;1;1;;;;2
HTCE Site Management B.V.;;;;;;1;;;;1
Hudson Danzig B.V.;1;;;;;;;;;1
huibertvanwijngaarden.com;;;;;2;;;;;2
Huifkarcentrum Bergh;;;;1;;;;;;1
Huis in Danba;;;;1;;;;;;1
Huisaanhuis.nu B.V.;1;;;;;;;;;1
Huize Bergen B.V.;;;;;;1;;;;1
Huize Molenaar B.V.;;;;1;;;;;;1
Human Capital Group B.V.;;;;;;1;;;;1
Human Company B.V.;;;;;;1;;;;1
Human Dimensions B.V.;;;;;;1;;;;1
Humanication Holding B.V.;;;;;;1;;;;1
Humphrey's Den Haag B.V.;;;;1;;;;;;1
Humphrey's Nijmegen B.V.;;;;1;;;;;;1
Humphrey's Rotterdam B.V.;;;;1;;;;;;1
Humphrey's Utrecht B.V.;;;;1;;;;;;1
Hunfeld Training & Advies;;;;;;1;;;;1
Huszár;;;;1;;;;;;1
Huurverhuislift.nl B.V.;;;;1;;;;;;1
HVMP Marketing B.V.;;;;;;1;;;;1
Hyatt on the Bund;;;;;;;;;1;1
HYPERREUTS;;;;;;2;;;;2
Hytorc Nederland B.V.;;;;;;1;;;;1
I & O Research B.V.;;;;;1;;;;;1
IAM Trading Ltd;;;;;;1;;;;1
iBabs B.V.;;;;1;;2;;;;2
ICARA B.V.;;;;;1;;;;;1
ICLEI;;;;;;1;;;;1
ICM Administratie B.V.;;;;;;2;;;;2
ICM Opleidingen & Trainingen B.V.;;;;;;2;;;;2
ICT Leskisten;;;;;;1;;;;1
ICTRecht B.V.;;;;;;1;;;;1
IDA Projectadvies;;;;;2;;;;;2
IDGift.nl;;;;1;;;;;;1
Idols Rijswijk B.V.;;;;1;;;;;;1
IES Asset Management;;;;;;3;;;;3
IFM Electronic B.V.;;;;;;1;;;;1
IGES Institute for Global Environme;;;;;;;;;1;1
Igluu B.V.;;;;1;;;;;;1
IGMA;;;;1;;;;;;1
IJmuidense Rondvaart Maatschappij B.V.;;;;1;;;;;;1
IJskarretje.com;1;;;;;;;;;1
IKA Nederland;1;;;;;;;;;1
IKEA B.V.;;;;1;;;;;;1
IKSO;;;;;;1;;;;1
Il Forno;;;;1;;;;;;1
Il Peperoncino;;;;1;;;;;;1
Il Pozzo B.V.';;;;1;;;;;;1
Il Tartufo;;;;1;;;;;;1
IMD B.V.;;;;;;1;;;;1
Impact Company;;;;;1;;;;;1
ImpactAbility;;;;;;1;;;;1
Impero Romano Holding B.V.;;;;1;;;;;;1
In Bocca al Lupo;;;;1;;;;;;1
In de Driehoek, congres- en vergadercentrum;;;;1;;;;;;1
In de keuken van Floris;;;;1;;;;;;1
In de Steigers B.V.;;;;1;;;;;;1
In den Gapenden Eter;;;;1;;;;;;1
In Pace B.V.;;;;1;;;;;;1
In 't Groene Woud B.V.;;;;1;;;;;;1
In Tune Consultancy;;;;;1;1;;;;1
In Verbinding, Academie voor Geweldloze Comm.;;;;;;1;;;;1
In2Coaching;;;;;;1;;;;1
In2Documents B.V.;;;;;;1;;;;1
INBC Verhuur B.V.;;;;;;1;;;;1
Incassobureau Plaggemars;;;;;;1;;;;1
Indian Restaurant Maharani B.V.;;;;1;;;;;;1
Indisch Restaurant Bandoeng;;;;1;;;;;;1
Indisch Restaurant Garoeda;;;;1;;;;;;1
Indonesisch Restaurant Djawa;;;;1;;;;;;1
Indonesisch Restaurant Poentjak;;;;1;;;;;;1
Industrieel Klimmen B.V.;;;1;;;;;;;1
Infini.nu;;;;;1;;;;;1
Inflow Consultancy B.V.;1;;;;1;1;;;;1
ING Bank N.V.;1;;;;;;;;1;1
Ingenieursbureau Westenberg B.V.;;;;;;1;;;;1
Inner-Tree;;;;;;1;;;;1
Innovapoort B.V.;;;;;1;1;;;;1
Innovatie Centrum Duurzaam Bouwen B.V.;;;;1;;;;;;1
innovatief LerenLeren;1;;;;1;;;;;1
Innovero Software Solutions B.V.;;;;1;1;;;;;1
Inntel Hotels Rotterdam Centre;;;;1;;1;;;;1
INPOLIS UCE GmbH;;;;;;1;;;;1
InProeftijd;;;;;;1;;;;1
Inrush B.V.;;;;;;1;;;;1
Inspire Circle of Professionals;;;;;1;;;;;1
Inspiring Art;;;;;;1;;;;1
INSPT;;;;;1;1;;;;1
Instituut van Internal Auditors Nederland;;;;;;1;;;;1
Instituut voor Agrarisch Recht;;;;;;1;;;;1
Instituut voor Faalkunde;;;;;1;;;;;1
Instituut voor Juridische Opleidingen B.V.;;;;;;1;;;;1
Instituut voor vastgoed en duurzaamheid B.V.;;;;;;1;;;;1
Instituut voor Wijsbegeerte B.V.;;;;2;;2;;;1;2
Instock Den Haag;;;;1;;;;;;1
Instock Utrecht;;;;1;;;;;;1
INT INST OF ADMINISTRATIVE SCIENCES;;;;;;1;;;;1
Int. Ass. for Organ. and Soc. Developm. B.V.;;;;;;1;;;;1
Int. Knowledge & Networking (IKN) B.V.;;;;;;2;;;;2
Intelligence Group B.V.;;;;;1;;;;;1
Intercontinental Dhaka;;;;;1;;;;;1
