objectid;zaaknummer;omschrijving;zaaktype_oms;zaakproduct_oms;zaaksubproduct_oms;status_oms;adres;postcode;ddindiening;ddbeschikking;geo_shape;geo_point_2d
171747;V20/43045-OVR-43045;bouwen van 69 woningen Het Plateau fase 1 BlixemBosch Buiten;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Panorama 18;5629TT;2020-12-17T01:00:00+00:00;2021-03-24T01:00:00+00:00;"{""coordinates"": [5.4778823259496905, 51.49534688997315], ""type"": ""Point""}";51.49534688997315, 5.4778823259496905
171749;11/2234-DHV-74955;horecabedrijf Cafetaria Restaurant Unique;Aanvraag beschikking regulier behandelen;Alcoholwet;;Beschikking vastgesteld;Pastoor van Arsplein 3;5622CH;2011-07-13T02:00:00+00:00;2011-08-17T02:00:00+00:00;"{""coordinates"": [5.460171744531247, 51.45843519573034], ""type"": ""Point""}";51.45843519573034, 5.460171744531247
171751;H21/47281-DHV-134003;horecabedrijf Spice Up;Aanvraag beschikking regulier behandelen;Alcoholwet;;Beschikking vastgesteld;Stratumseind 91;5611ER;2021-11-30T01:00:00+00:00;2022-02-02T01:00:00+00:00;"{""coordinates"": [5.48309345420154, 51.43583448152673], ""type"": ""Point""}";51.43583448152673, 5.48309345420154
171754;V21/47138-OVR-47138;aanvullende werkzaamheden behorende bij eerder verleende vergunning met zaaknummer V17_31928, de BunkerToren;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Vincent van den Heuvellaan 419;5612MZ;2021-11-21T01:00:00+00:00;2022-06-20T02:00:00+00:00;"{""coordinates"": [5.47961964097489, 51.446945715190914], ""type"": ""Point""}";51.446945715190914, 5.47961964097489
171755;V22/49406-OVR-49406;uitbouwen van de bestaande woning op begane grond niveau;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Moriaenstraat 2;5625EG;2022-05-28T02:00:00+00:00;2022-06-22T02:00:00+00:00;"{""coordinates"": [5.46872796545737, 51.472484941115056], ""type"": ""Point""}";51.472484941115056, 5.46872796545737
171757;V18/35356-OVR-35356;verbouwen van kamerverhuur-pand naar 3 appartementen;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Zaak afgerond;Tongelresestraat 126A;5613DN;2018-12-14T01:00:00+00:00;2019-02-06T01:00:00+00:00;"{""coordinates"": [5.494760259372754, 51.439151572548305], ""type"": ""Point""}";51.439151572548305, 5.494760259372754
171758;H14/21272-EXP-93328;Horecabedrijf Klein Gemaakt;Aanvraag beschikking regulier behandelen;APV Exploitatievergunning;Exploitatievergunning openbare inrichting;Beschikking vastgesteld;Torenallee 55;5617BA;2014-09-16T02:00:00+00:00;2014-10-07T02:00:00+00:00;"{""coordinates"": [5.45621211028089, 51.44647992345282], ""type"": ""Point""}";51.44647992345282, 5.45621211028089
171766;V20/43038-OVR-43038;bouwen van 32 woningen met gebouwde parkeervoorzieningen gelegen in drie verschillende gebouwen in Bosrijk Cluster 18;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Bosuil 43;5658CP;2020-12-17T01:00:00+00:00;2021-07-07T02:00:00+00:00;"{""coordinates"": [5.41385138809471, 51.44317602407378], ""type"": ""Point""}";51.44317602407378, 5.41385138809471
171767;V21/44745-OVR-44745;realiseren van een aanbouw aan de achterzijde van het woonhuis;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Gemeentelijk monument, Bouwen;Beschikking vastgesteld;Elzentlaan 9;5611LG;2021-04-30T02:00:00+00:00;2021-07-30T02:00:00+00:00;"{""coordinates"": [5.481880660641198, 51.431679928126], ""type"": ""Point""}";51.431679928126, 5.481880660641198
171771;09/1868-DHV-61596;horecabedrijf Eetcafe Publiek;Aanvraag beschikking regulier behandelen;Alcoholwet;;Beschikking vastgesteld;Markt 20;5611EC;2009-07-22T02:00:00+00:00;2019-07-25T02:00:00+00:00;"{""coordinates"": [5.47828713345724, 51.439069868710284], ""type"": ""Point""}";51.439069868710284, 5.47828713345724
171773;H21/46681-DHV-133192;horecabedrijf De Huiskamer Strijp-S;Aanvraag beschikking regulier behandelen;Alcoholwet;;Beschikking vastgesteld;Leidingstraat 12;5617AJ;2021-10-14T02:00:00+00:00;2021-12-28T01:00:00+00:00;"{""coordinates"": [5.458350742565589, 51.447194968933815], ""type"": ""Point""}";51.447194968933815, 5.458350742565589
171774;H18/35418-DHV-116316;horecabedrijf restaurant Mount Everest;Aanvraag beschikking regulier behandelen;Alcoholwet;;Beschikking vastgesteld;Gestelsestraat 9B;5615LA;2018-12-19T01:00:00+00:00;2019-02-11T01:00:00+00:00;"{""coordinates"": [5.47206000321886, 51.43343377770421], ""type"": ""Point""}";51.43343377770421, 5.47206000321886
171781;V19/36455-OVR-36455;wijzigen van de omgevingsvergunning mbt begane grond;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Kruisstraat 45;5612CC;2019-04-04T02:00:00+00:00;2019-05-29T02:00:00+00:00;"{""coordinates"": [5.4750574302993, 51.44650190854643], ""type"": ""Point""}";51.44650190854643, 5.4750574302993
171789;EHV-ZP2022-000778;bouwen van 7 grondgebonden woningen en 28 appartementen;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Eikberg 65;5629CT;2022-07-21T02:00:00+00:00;2022-10-25T02:00:00+00:00;"{""coordinates"": [5.457097627903929, 51.494357362233984], ""type"": ""Point""}";51.494357362233984, 5.457097627903929
171792;V21/46510-OVR-46510;realiseren van een appartementencomplex binnen het plan Wiele;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Lochemstraat 98;5651EK;2021-09-30T02:00:00+00:00;2022-01-14T01:00:00+00:00;"{""coordinates"": [5.4400727640532285, 51.44854162699173], ""type"": ""Point""}";51.44854162699173, 5.4400727640532285
171795;V20/42528-OVR-42528;bouwen van een dakkapel aan de achterzijde van de woning;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Zaak afgerond;Genneperweg 92;5654AJ;2020-11-03T01:00:00+00:00;2020-12-07T01:00:00+00:00;"{""coordinates"": [5.467878008487836, 51.4239608311819], ""type"": ""Point""}";51.4239608311819, 5.467878008487836
171797;V21/46512-OVR-46512;realiseren van 46 appartementen verdeeld over 2 blokken binnen het plan Wiele;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Elsthof 26;5651HS;2021-09-30T02:00:00+00:00;2022-01-21T01:00:00+00:00;"{""coordinates"": [5.440905498560444, 51.449685358300094], ""type"": ""Point""}";51.449685358300094, 5.440905498560444
171798;V19/37431-OVR-37431;realiseren van een appartementencomplex met 158 appartementen en een commerciele ruimte op de begane grond;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Zaak afgerond;Stoomstraat 93;5617AS;2019-07-12T02:00:00+00:00;2019-10-24T02:00:00+00:00;"{""coordinates"": [5.46179053686953, 51.44585661328517], ""type"": ""Point""}";51.44585661328517, 5.46179053686953
171799;V20/40588-OVU-40588;bouwen van een drietal gebouwen met 260 appartementen, 4 grondgebonden woningen en een commerciële ruimte op de begane grond , project Hartje Eindhove;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;PSV-laan 159;5616LA;2020-05-18T02:00:00+00:00;2021-03-08T01:00:00+00:00;"{""coordinates"": [5.46517317687182, 51.443504793917796], ""type"": ""Point""}";51.443504793917796, 5.46517317687182
171803;V21/45389-OVR-45389;aan de voorzijde uitbreiden van het woonhuis;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Fransebaan 99;5627JR;2021-06-22T02:00:00+00:00;2021-08-09T02:00:00+00:00;"{""coordinates"": [5.449315604971483, 51.48471684654104], ""type"": ""Point""}";51.48471684654104, 5.449315604971483
171804;EHV-ZP2022-001071;aangepast plan m.b.t. plaatsen dakkapel;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Zaak gestart;Generaal Dibbetslaan 74;5623JR;2022-08-13T02:00:00+00:00;2022-08-15T02:00:00+00:00;"{""coordinates"": [5.4778443427951435, 51.46161192456016], ""type"": ""Point""}";51.46161192456016, 5.4778443427951435
171810;V21/47492-OVR-47492;realiseren van 7 compacte duurzame zelfbouw woningen op het project Minitopia op Buurtschap te Veld;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Boslust 21;5629CP;2021-12-19T01:00:00+00:00;2022-06-01T02:00:00+00:00;"{""coordinates"": [5.460376227904959, 51.49424385186299], ""type"": ""Point""}";51.49424385186299, 5.460376227904959
171811;V21/43665-OVU-43665;transformeren van het bestaande pand tot appartementen en realiseren van studio's op het achterliggende terrein;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Buitenplanse afwijking, Bouwen;Beschikking vastgesteld;Leenderweg 65B;5614HL;2021-02-12T01:00:00+00:00;2022-12-13T01:00:00+00:00;"{""coordinates"": [5.488988881324747, 51.426871431827706], ""type"": ""Point""}";51.426871431827706, 5.488988881324747
171813;V18/34880-OVR-34880;"bouwen van een parkeerkelder, een commerciele plint en 230 appartementen ; plan de Bakermat";Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Uitweg, Bouwen;Zaak afgerond;Johannes van der Waalsweg 9B;5612JA;2018-10-26T02:00:00+00:00;2019-02-15T01:00:00+00:00;"{""coordinates"": [5.464278157182642, 51.451126106704436], ""type"": ""Point""}";51.451126106704436, 5.464278157182642
171821;EHV-ZP2022-001012;verbouwen van de woning;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Dommelhoefstraat 5;5613EL;2022-08-05T02:00:00+00:00;2022-11-08T01:00:00+00:00;"{""coordinates"": [5.489802485469116, 51.439262202709166], ""type"": ""Point""}";51.439262202709166, 5.489802485469116
171823;EHV-ZP2022-001383;verbouwen entree Pius Center;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Geldropseweg 276;5643TS;2022-09-09T02:00:00+00:00;2022-11-02T01:00:00+00:00;"{""coordinates"": [5.50312084516913, 51.43059939969505], ""type"": ""Point""}";51.43059939969505, 5.50312084516913
171824;EHV-ZP2022-002636;tijdelijk plaatsen van een zeecontainer;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Binnenplanse afwijking, Bouwen;Beschikking vastgesteld;Horsten 1;5612AX;2022-12-02T01:00:00+00:00;2023-01-25T01:00:00+00:00;"{""coordinates"": [5.494968496228938, 51.44966100367197], ""type"": ""Point""}";51.44966100367197, 5.494968496228938
171826;EHV-ZP2022-000778;bouwen van 7 grondgebonden woningen en 28 appartementen;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Eikberg 29;5629CT;2022-07-21T02:00:00+00:00;2022-10-25T02:00:00+00:00;"{""coordinates"": [5.4570816087319685, 51.49367025313594], ""type"": ""Point""}";51.49367025313594, 5.4570816087319685
171833;V22/48713-OVR-48713;plaatsen van de stellingen, entreesolvloer en een beloopbare dak van de techniekruimte;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Zaak afgerond;Park Forum 1124;5657HK;2022-03-25T01:00:00+00:00;2022-07-19T02:00:00+00:00;"{""coordinates"": [5.386075129980438, 51.44098656519428], ""type"": ""Point""}";51.44098656519428, 5.386075129980438
171834;036631-DHV-4832;Horecavergunning, Gildehuis St. Jorisgilde;Aanvraag beschikking regulier behandelen;Alcoholwet;Alcoholwetvergunning (paracommercieel);Beschikking vastgesteld;Boutenslaan 159A;5644TV;1991-06-04T02:00:00+00:00;2014-03-28T01:00:00+00:00;"{""coordinates"": [5.479139238918376, 51.423861973211686], ""type"": ""Point""}";51.423861973211686, 5.479139238918376
171837;V17/31928-OVU-31928;realiseren van een woontoren , kantoren en een grand cafe;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Uitweg, Aanleg, Vellen van houtopstanden (kappen), Bouwen;Beschikking vastgesteld;Vincent van den Heuvellaan 365;5612MZ;2017-12-21T01:00:00+00:00;2018-12-17T01:00:00+00:00;"{""coordinates"": [5.479587138896026, 51.446977992322616], ""type"": ""Point""}";51.446977992322616, 5.479587138896026
171840;V21/47059-OVR-47059;herbestemmen café met bovenwoning naar 2 zelfstandige woonruimtes;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Zaak afgerond;Strijpsestraat 23A;5616GK;2021-11-15T01:00:00+00:00;2022-03-31T02:00:00+00:00;"{""coordinates"": [5.460845398551837, 51.43857472130176], ""type"": ""Point""}";51.43857472130176, 5.460845398551837
171843;V22/48478-OVR-48478;vervangen van bestaande erfafscheiding;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Sloop in beschermd stads/dorpsgezicht, Bouwen;Zaak afgerond;Pauwlaan 17;5613CG;2022-03-06T01:00:00+00:00;2022-05-16T02:00:00+00:00;"{""coordinates"": [5.494365029815703, 51.44047993243472], ""type"": ""Point""}";51.44047993243472, 5.494365029815703
171844;H17/30525-DHV-108566;horecabedrijf Grieks restaurant Leonidas;Aanvraag beschikking regulier behandelen;Alcoholwet;;Beschikking vastgesteld;Franz Leharplein 6;5654AZ;2017-08-01T02:00:00+00:00;2017-09-18T02:00:00+00:00;"{""coordinates"": [5.461776315648176, 51.42327352785884], ""type"": ""Point""}";51.42327352785884, 5.461776315648176
171845;H17/30715-DHV-108782;horecabedrijf Yellow Monkey Horeca;Aanvraag beschikking regulier behandelen;Alcoholwet;;Beschikking vastgesteld;De Regent 4;5611HW;2017-08-21T02:00:00+00:00;2017-10-04T02:00:00+00:00;"{""coordinates"": [5.474197408002684, 51.4384009320541], ""type"": ""Point""}";51.4384009320541, 5.474197408002684
171852;V20/40588-OVU-40588;bouwen van een drietal gebouwen met 260 appartementen, 4 grondgebonden woningen en een commerciële ruimte op de begane grond , project Hartje Eindhove;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;PSV-laan 287;5616LA;2020-05-18T02:00:00+00:00;2021-03-08T01:00:00+00:00;"{""coordinates"": [5.4644742589918405, 51.444009767145694], ""type"": ""Point""}";51.444009767145694, 5.4644742589918405
171854;EHV-ZP2022-001378;uitbreiden van het woonhuis;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Buitenplanse kleine afwijking, Bouwen;Intake afgerond;Spoorwaterlaan 35;5622CA;2022-09-09T02:00:00+00:00;2022-10-25T02:00:00+00:00;"{""coordinates"": [5.460891635081593, 51.461366824020644], ""type"": ""Point""}";51.461366824020644, 5.460891635081593
171866;H18/34061-DHV-114245;horecabedrijf K19 Art Surroundings B.V.;Aanvraag beschikking regulier behandelen;Alcoholwet;;Beschikking vastgesteld;Keizersgracht 19;5611GC;2018-08-05T02:00:00+00:00;2020-09-28T02:00:00+00:00;"{""coordinates"": [5.477739392984317, 51.437033723272286], ""type"": ""Point""}";51.437033723272286, 5.477739392984317
171869;V21/47138-OVR-47138;aanvullende werkzaamheden behorende bij eerder verleende vergunning met zaaknummer V17_31928, de BunkerToren;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Vincent van den Heuvellaan 287;5612MZ;2021-11-21T01:00:00+00:00;2022-06-20T02:00:00+00:00;"{""coordinates"": [5.479627344556593, 51.447027586839646], ""type"": ""Point""}";51.447027586839646, 5.479627344556593
171871;H18/34466-DHV-114851;horecabedrijf Hey Days B.V.;Aanvraag beschikking regulier behandelen;Alcoholwet;;Beschikking vastgesteld;Grote Berg 12;5611KK;2018-09-13T02:00:00+00:00;2018-12-11T01:00:00+00:00;"{""coordinates"": [5.477469359612031, 51.43643001093852], ""type"": ""Point""}";51.43643001093852, 5.477469359612031
171873;V21/46399-OVR-46399;transformeren van het leegstaande gedeelte van de Fatimakerk tot appartementencomplex en realiseren nieuwbouw woningen op naastgelegen perceel;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Fatimahof 20;;2021-09-23T02:00:00+00:00;2022-02-09T01:00:00+00:00;"{""coordinates"": [5.49526310105913, 51.427506634857615], ""type"": ""Point""}";51.427506634857615, 5.49526310105913
171876;11/3511-DHV-76905;horecabedrijf Yakitori & The Sushis;Aanvraag beschikking regulier behandelen;Alcoholwet;;Beschikking vastgesteld;Grote Berg 30;5611KK;2011-11-07T01:00:00+00:00;2011-12-23T01:00:00+00:00;"{""coordinates"": [5.476499383661498, 51.436065261642696], ""type"": ""Point""}";51.436065261642696, 5.476499383661498
171877;V22/48958-VGW-48958;verbouwen van de panden;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Binnenplanse afwijking, Gemeentelijk monument, Bouwen;Beschikking vastgesteld;Wilhelminaplein 10G;5611HE;2022-04-15T02:00:00+00:00;2022-09-08T02:00:00+00:00;"{""coordinates"": [5.47115374541956, 51.437558366844534], ""type"": ""Point""}";51.437558366844534, 5.47115374541956
171882;V22/49336-VGW-49336;Realiseren van een appartementengebouw met 16 wooneenheden en 16 grondgebonden woningen project kamer E in Buurtschap Te Veld;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Intake afgerond;Overakker 1;5629CM;2022-05-20T02:00:00+00:00;2022-09-20T02:00:00+00:00;"{""coordinates"": [5.454870982426945, 51.493406799518446], ""type"": ""Point""}";51.493406799518446, 5.454870982426945
171886;V20/42110-OVR-42110;realiseren plan Nieuw Bergen iz bestaande uit 7 gebouwen, één tweelaagse ondergrondse parkeergarage en 1850 m2 commercieel programma verdeelt over 5 g;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Uitweg, Handelen in strijd met Ruimtelijke Ordening, Sloop in beschermd stads/dorpsgezicht, Bouwen;Beschikking vastgesteld;Deken van Somerenstraat 328;5611KX;2020-10-01T02:00:00+00:00;2021-07-08T02:00:00+00:00;"{""coordinates"": [5.4754855919361125, 51.435159608065646], ""type"": ""Point""}";51.435159608065646, 5.4754855919361125
171889;EHV-ZP2022-002266;plaatsen van een schaftkeet en toilet;Aanvraag beschikking regulier behandelen;Gebruik openbare ruimte;Flitsvergunning gebruik openbare ruimte (container, steiger, etc.);Zaak afgerond;Jonathanstraat 28;5632NZ;2022-11-09T01:00:00+00:00;2022-11-22T01:00:00+00:00;"{""coordinates"": [5.4943514442515715, 51.481131431188864], ""type"": ""Point""}";51.481131431188864, 5.4943514442515715
171896;V21/45629-OVR-45629;vervangen van de huidige condensor;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Kastelenplein 86;5653LR;2021-07-12T02:00:00+00:00;2021-08-24T02:00:00+00:00;"{""coordinates"": [5.440901988075158, 51.419103430788816], ""type"": ""Point""}";51.419103430788816, 5.440901988075158
171900;EHV-ZP2022-002580;realiseren van een aanbouw;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Intake afgerond;Poirterslaan 8;5611LB;2022-11-29T01:00:00+00:00;2023-01-17T01:00:00+00:00;"{""coordinates"": [5.480170276201628, 51.43009913741221], ""type"": ""Point""}";51.43009913741221, 5.480170276201628
171903;V22/49363-OVR-49363;plaatsen van een dakkapel aan voorzijde woonhuis;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Herman Heyermanslaan 17;5644TG;2022-05-23T02:00:00+00:00;2022-07-12T02:00:00+00:00;"{""coordinates"": [5.482956066993438, 51.42228024907795], ""type"": ""Point""}";51.42228024907795, 5.482956066993438
171909;V21/47138-OVR-47138;aanvullende werkzaamheden behorende bij eerder verleende vergunning met zaaknummer V17_31928, de BunkerToren;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Vincent van den Heuvellaan 67;5612MZ;2021-11-21T01:00:00+00:00;2022-06-20T02:00:00+00:00;"{""coordinates"": [5.479680027692067, 51.44717219961468], ""type"": ""Point""}";51.44717219961468, 5.479680027692067
171910;V21/47138-OVR-47138;aanvullende werkzaamheden behorende bij eerder verleende vergunning met zaaknummer V17_31928, de BunkerToren;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Vincent van den Heuvellaan 423;5612MZ;2021-11-21T01:00:00+00:00;2022-06-20T02:00:00+00:00;"{""coordinates"": [5.47929958680967, 51.446979271823146], ""type"": ""Point""}";51.446979271823146, 5.47929958680967
171911;V21/44474-OVR-44474;splitsen van de bestaande bovenwoningen in 4 appartementen;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Nieuwe Emmasingel 35;5611AM;2021-04-15T02:00:00+00:00;2021-08-23T02:00:00+00:00;"{""coordinates"": [5.476828442030019, 51.440184095271555], ""type"": ""Point""}";51.440184095271555, 5.476828442030019
171912;V21/46363-VGW-46363;verhogen van bestaande afzuigingspijp op het dak van de supermarkt;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Kruisstraat 43A;5612CC;2021-09-21T02:00:00+00:00;2021-11-29T01:00:00+00:00;"{""coordinates"": [5.474977980295913, 51.44641816714371], ""type"": ""Point""}";51.44641816714371, 5.474977980295913
171914;11/3434-DHV-76773;horecabedrijf Egidios B.V.;Aanvraag beschikking regulier behandelen;Alcoholwet;;Beschikking vastgesteld;Stationsplein 9;5611AB;2011-10-31T01:00:00+00:00;2011-12-15T01:00:00+00:00;"{""coordinates"": [5.479805347448657, 51.44116213261119], ""type"": ""Point""}";51.44116213261119, 5.479805347448657
171915;EHV-ZP2023-000348;realiseren van 88 woningen;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Uitweg, Bouwen;Zaak gestart;Antony Moddermanstraat 6;5652GH;2023-01-27T01:00:00+00:00;2023-01-30T01:00:00+00:00;"{""coordinates"": [5.442930391978365, 51.441409752356144], ""type"": ""Point""}";51.441409752356144, 5.442930391978365
171917;V20/41297-OVR-41297;nieuwbouwplan project Celsius Fase 3 en 4;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Beschikking vastgesteld;Brugmanstraat 19;5621BV;2020-11-06T01:00:00+00:00;2020-11-16T01:00:00+00:00;"{""coordinates"": [5.454227502015733, 51.456598326452045], ""type"": ""Point""}";51.456598326452045, 5.454227502015733
171921;V22/48108-VGW-48108;renoveren van het geurbehandelingssysteem bij RWZI Eindhoven;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Milieuvergunning, Bouwen;Beschikking vastgesteld;van Oldenbarneveltlaan 1;5631AG;2022-02-08T01:00:00+00:00;2022-07-25T02:00:00+00:00;"{""coordinates"": [5.503516158861199, 51.459377860436526], ""type"": ""Point""}";51.459377860436526, 5.503516158861199
171926;EHV-ZP2022-002418;verduurzamen dak 55 woningen;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Generaal Pattonlaan 80;5623KC;2022-11-17T01:00:00+00:00;2022-12-23T01:00:00+00:00;"{""coordinates"": [5.4799369113187515, 51.46092390295375], ""type"": ""Point""}";51.46092390295375, 5.4799369113187515
171933;V22/48710-OVR-48710;realiseren van een gevelwijziging en units plaatsen linkerzijgevel;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Zaak gestart;Moreelselaan 62;5643RP;2022-03-25T01:00:00+00:00;2022-08-10T02:00:00+00:00;"{""coordinates"": [5.504354153391897, 51.427751134711], ""type"": ""Point""}";51.427751134711, 5.504354153391897
171939;V20/43046-OVR-43046;bouwen van 81 grondgebonden woningen in Berckelbosch, deelplan 10 (Mahler);Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Xylofoonlaan 18;5642RR;2020-12-17T01:00:00+00:00;2021-10-15T02:00:00+00:00;"{""coordinates"": [5.525615137649979, 51.43575151523569], ""type"": ""Point""}";51.43575151523569, 5.525615137649979
171942;V21/44526-OVR-44526;omzetten van het pand naar 3 zelfstandige appartementen zoals reeds gebruikt vanaf d.d. 1992;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Zaak afgerond;St Catharinastraat 46B;5611JD;2021-04-19T02:00:00+00:00;2021-07-28T02:00:00+00:00;"{""coordinates"": [5.472195714442829, 51.43594322679891], ""type"": ""Point""}";51.43594322679891, 5.472195714442829
171945;V22/48278-VGW-48278;bouwen van een woning;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Uitweg, Bouwen;Intake afgerond;Swalmstraat 4;5626DM;2022-02-18T01:00:00+00:00;2022-06-23T02:00:00+00:00;"{""coordinates"": [5.431281110535788, 51.48295020924151], ""type"": ""Point""}";51.48295020924151, 5.431281110535788
171946;EHV-ZP2022-000778;bouwen van 7 grondgebonden woningen en 28 appartementen;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Eikberg 25;5629CT;2022-07-21T02:00:00+00:00;2022-10-25T02:00:00+00:00;"{""coordinates"": [5.456643033528323, 51.493620197313], ""type"": ""Point""}";51.493620197313, 5.456643033528323
171949;V20/40681-OVR-40681;bouwen van 48 nieuwbouw woningen 'Bosrijk';Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Uitweg, Bouwen;Beschikking vastgesteld;Bosuil 24;5658CP;2020-05-26T02:00:00+00:00;2020-09-30T02:00:00+00:00;"{""coordinates"": [5.416060836665399, 51.44372496200672], ""type"": ""Point""}";51.44372496200672, 5.416060836665399
171951;V19/39023-OVU-39023;"realiseren van nieuwbouw 6 grondgebonden woningen en 59 appartementen; plan Kronehoef";Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Zaak afgerond;Otterstraat 13;5622AL;2019-12-19T01:00:00+00:00;2020-11-25T01:00:00+00:00;"{""coordinates"": [5.468226891380351, 51.452941318240285], ""type"": ""Point""}";51.452941318240285, 5.468226891380351
171956;V21/45883-OVR-45883;realiseren van 73 grondgebonden woningen Wiele;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Bouwen;Beschikking vastgesteld;Elsthof 83;5651HS;2021-07-30T02:00:00+00:00;2021-11-29T01:00:00+00:00;"{""coordinates"": [5.440198190837334, 51.44891391631936], ""type"": ""Point""}";51.44891391631936, 5.440198190837334
171958;V21/47357-OVR-47357;intern verbouwen tbv het creëren van 3e appartement op 2e verdieping;Aanvraag beschikking uitgebreid behandelen;Omgevingsvergunning;Handelen in strijd met Ruimtelijke Ordening, Bouwen;Zaak afgerond;Mauritsstraat 63B;5611GV;2021-12-09T01:00:00+00:00;2022-04-08T02:00:00+00:00;"{""coordinates"": [5.4709604187103285, 51.43591083732651], ""type"": ""Point""}";51.43591083732651, 5.4709604187103285
