Leveranciers;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;1-Personele exploitatie
Taat & De Regt;;;;;;1;;;;1
Taleninstituut Nederland;;;;;;1;;;;1
TALENT WALKS;;;;;;1;;;;1
TAM TAM PRODUCTIONS;;;;;;2;;;;2
Tampat Senang Indisch Restaurant;;;;1;;;;;;1
Taverne D'n Ouwe Brandtoren;;;;1;;;;;;1
Taxi 023;;;;;;;;;1;1
TAXI ALKMAAR;;;;;;;;;1;1
Taxi en Bergingsbedrijf Dorenbos;;;;;;;;;1;1
Taxicentrale Den Haag;;;;;;;;;1;1
TCR Tours;;;;1;;;;;1;1
Te Werve Landgoed;;;;;;1;;;;1
Tentoo (incl. Directors Cast & Crew);;;;;;1;;;;1
Terra Sarda Ristorante;;;;1;;;;;;1
Tezet Business Gifts;;;;1;;;;;;1
TFC;;;;;1;;;;;1
TFM Total Facility Management;;;;;;3;;;;3
THCB HOGESCHOOL ZUYD;;;;;;;;;1;1
The Curious Network;;;;;;1;;;;1
The DJ Company;;;;1;;;;;;1
The Fishclub Kijkduin;;;;1;;;;;;1
The Grand Winston Hotel;;;;;;1;;;;1
The Lime Tree;;;;;;1;;;;1
The Unit;;;;;;1;;;;1
Tias Nimbas Business School Utrecht;;;;;;2;;;;2
Tieben & Kojima B.V.;;;;1;;;;;;1
Tinguely Xperts;;;;;;1;;;;1
TNO;;;2;;;2;;;1;2
Toko Si Pentje;;;;1;;;;;;1
Tomeij Beheer;;;;;;2;;;;2
Ton Tweewielers Verhuur;;;;1;;;;;1;1
Top Tours;;;;1;;;;;;1
Topbloemen Nederland;;;;2;;;;;;2
Topfreelance;;;;;;2;;;;2
Total Identity, Total Public;;;;;;1;;;;1
Total Resource Solution B.V.;;;;;;2;;;;2
TotZo! (Fietstours en Excursies);;;;1;;;;;;1
Tower Leisure (Haagse Toren);;;;1;;1;;;;1
TRAINED;;;;;;1;;;;1
Trancity;;;;1;;;;;;1
TRConsult;;;;;;1;;;;1
Triana Tapasbar&Restaurant;;;;1;;;;;;1
Trimension;;;;;;3;;;;3
Tromp Bureau;;;;;;1;;;;1
TSM Business School;;;;;;1;;;;1
TVVL Nederlandse Technische Vereniging;;;;;;1;;;;1
Tweewielerservice Nico Krul;;;;;;;;;1;1
Twitter;;;;1;;;;;;1
Two2Train;;;;;;2;;;;2
Twynstra Gudde (incl. Adviestalent, The Bridge Business Innovators);;;;;;3;;;;3
Tyrilo (incl. Oscars restaurant);;;;1;;1;;;;1
Uit koken / Diner Thuis;;;;1;;1;;;;2
Uitspanning Het Engelse Werk;;;;1;;;;;;1
Ultracomp Academy;;;;;;1;;;;1
Umami Restaurant;;;;1;;;;;;1
Unique Nederland (incl. Content Uitzendbureau, Technicum);4;;;;;;;;;4
United Talent;;;;;;3;;;;3
Unlimited People (incl. Burnout Poli);;;1;;;1;;;;2
Upscale Your Life;;;2;;;;;;;2
Upside Down;;;1;;;;;;;1
Urbanguides;;;;1;;;;;;1
USG (incl. Innotiv, Start People, Utrechtse Juristen Groep);;;1;;;;;;;1
UTS UniGroup Worlwide incl. UGRN, APC verhuizen;;5;;;;;;;2;5
Uturnity;;;;;;2;;;;2
Uw Bedrijfsarts;;;2;;;;;;;2
Vaccinatiezorg;;;;;;1;;;;1
Vakmedianet Management;;;;;;1;;;;1
Van Buuren Verkeersschool, Beroepsopleiding;;;;;;1;;;;1
Van De Werff Stadscafé-Restaurant;;;;1;;;;;;1
Van der Hilst Communicatie-Trainingen;;;;;;1;;;;1
Van der Kroft's Party Rental;;;;;;1;;;;1
van der Leen Psychologisch Advies;;;;;;1;;;;1
Van der Leest Consult;;;;;;1;;;;1
Van der Maarel Sfeerdecoraties;;;;1;;;;;;1
Van der Meer & De Vos;;;2;;;;;;;2
Van der Pluijm & Roodenrijs de Bakkers;;;;1;;;;;;1
Van der Valk Hotels;;;;;;;;;1;1
Van der Veeken en De Bruijn Trainingen;;;;;;2;;;;2
Van der Wielen Personenvervoer;;;;1;;;;;;1
Van Dijk Educatie;;;;;;1;;;;1
Van Essel Management Consultancy;;;;;;1;;;;1
Van Gans Catering;;;;;;1;;;;1
Van Harte & Lingsma;;;;;;2;;;;2
Van Herwegen Health Services;;;3;;;;;;;3
Van Heugten Tours (incl. Bert Flink);;;;;;1;;;;1
Van Kleef Jenevers, Likeuren, Bitters;;;;1;;;;;;1
Van Oss & Partners / Training Coach;;;;;;1;;;;1
Van Ruijven & Co;;;;;;1;;;;1
Van Stockum;;;;1;;1;;;;1
Van Vieren Organisatieadviseurs;;;;;;1;;;;1
Van Vlier Media;;;;;;1;;;;1
Vastgoed Cert (Stichting);;;;;;1;;1;;1
Vastgoed Journaal;;;;1;;1;;;;1
Vastgoedsociëteit Haaglanden Stichting;;;;1;;;;;;1
Vaverra Consult;;;;;;2;;;;2
VBR Vereniging Voor Bouwrecht;;;;;;1;;;;1
VBT Groep;;;;;;1;;;;1
VCA Nederland;;;;;;1;;;;1
VCD Groep (incl. Automatisering/Business Inteligence/Css);;;;;;1;;;;1
VCK Groep, Travel & Logistics;;;;;;1;;;6;6
VDLC van der Linden Communicatie Publishers/Consultants;;;;;;1;;;;1
Veraart Interim Management & advies;;;;;;1;;;;1
VeReFi Project Management;;;;;;1;;;;1
Vereniging van Grondbedrijven;;;;;;;;1;;1
Verona Restaurant;;;;1;;;;;;1
Vers Eethuis;;;;1;;1;;;;1
Vertel Trainingen;;;;;;1;;;;1
VFM Facility Experts;;;;;;2;;;;2
VHIC (Van Heijst Information Consulting) Uitgeverij;;;;;;1;;;;1
Via Milia;;;;;;1;;;;1
Via Vanessa;;;;1;;;;;;1
Via Vinci Academy;;;;;;1;;;;1
Vide Beroepsvereniging;;;;;;1;;;;1
Vijlbrief P&O;;;;;;1;;;;1
Vijverberg Juristen (incl. Detachering);;;;;;1;;;;1
Villa Augustus Hotel-Restaurant;;;;1;;1;;;;2
Villa Westend;;;;1;;;;;;1
Vino & Cucina Restaurant;;;;1;;1;;;;1
Vis Organisatieadvies;;;;;;3;;;;3
Vistanova;;;;;;1;;;;1
Vivon;;;;1;;;;;;1
VNSG Vereniging Nederlandstalige SAP Gebruikers;;;;;;1;;1;;1
VNU Exhibitions;;;;1;;;;;;1
Vodafone (incl. Libertel);;;;;;2;;;;2
VOJACEK NEGOCIANT EN VINS;;;;1;;;;;;1
Voor-Thuis.nl;;;;1;;;;;;1
Vriendschap Café-Restaurant;;;;1;;;;;;1
VVK Vereniging Voor Klachtrecht in De Publieke Sector;;;;;;1;;;;1
VVV Nederland;;;;1;;;;;;1
W S L PRODUCTIONS;;;;1;;;;;;1
W/E Adviseurs Duurzaam Bouwen;;;;;;1;;;;1
Wat is Wijsheid.Nu;;;;;;1;;;;1
We Canteen;;;;1;;;;;;1
We Young Folks;;;;;;1;;;;1
Weer een Los;;;;;;1;;;;1
Wegener Nieuws Media (incl. De Gelderlander, De stentor);;;;1;;;;;;1
Weka Uitgeverij;;;;;;1;;;;1
Werkgeverskeuringen (vh PMO Keuringen);;;1;;;;;;1;2
Werkplan;;;;;2;;;;;2
WeShareTalent;;;;;1;;;;;1
Westcord Hotels;;;;;;;;;2;2
WielandtVerzuimmanagement;;;;;;2;;;;2
Wielders Management;;;;1;;;;;;1
Wijland Advies en Coaching;;;;;;2;;;;2
Wijnkoperij Bartels;;;;1;;;;;;1
Wijnkoperij De Gouden Ton;;;;1;;;;;;1
Wildverband;;;;1;;;;;;1
WIMFRED GRASHOFF CONSULTING;;;;;;1;;;;1
Winkelman van Hessen;;;;;;3;;;;3
Winnock;;;1;;;1;;;;1
Wok van Hattem Restaurant;;;;1;;;;;;1
Woltering Consultancy;;;;;;1;;;;1
Wolters Kluwer (incl. Kluwer);;;;;;1;;;;1
Workshopevents;;;;1;;;;;;1
World of Delights;;;;;;1;;;;1
World Present;;;;1;;;;;;1
Worldvisuals;;;;;;1;;;;1
Woudschoten Conferentiecentrum;;;;;;2;;;1;2
WTA Nederland-Vlaanderen;;;;;;1;;;;1
WVS Training;;;;;;1;;;;1
X Styling & Image;;;;;;1;;;;1
XiEzDa Discountstore;;;;1;;;;;;1
Xzellent;;;;;;1;;;;1
Yearth;;;;;;2;;;;2
Yellowbrick;;;;;;;;;1;1
YIC Consult;;;;;;1;;;;1
Ynno;;;;;;1;;;;1
Ynnovate Strategic Innovation Consultants;;;;;;1;;;;1
YogaParts;;;;;;1;;;;1
Yoursurprise.Com;;;;1;;;;;;1
Zanzibar Beachclub;;;;1;;;;;;1
Zenne Restaurant;;;;1;;;;;;1
Zeno Adviesbureau;;;;;;1;;;;1
Zen's Wok;;;;1;;;;;;1
Zieffect;;;;1;;;;;;1
ZIGT Media Management;;;;;3;;;;;3
Zin Kloosterhotel;;;;;;1;;;1;2
ZONNEN II;;;;1;;;;;;1
Zorg Innovatie Forum Stg;;;;;;1;;;;1
Zuidema Bureau;;;;;;3;;;;3
Zus Lunches;;;;1;;;;;;1
Eindtotaal;4;5;7;7;5;8;2;1;7;9
