FID,omschr,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,begintijd,eindtijd,fk_veld1,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
maximum_snelheden_wegvak_overdag.1634,70,H,391287043,2021-05-01T00:00:00,0,350,0,0,039128704320210501,KLK0008088792,R,I,,"LINESTRING (195900.49599999934 443637.61499999836, 195964.2622999996 443580.5705000013, 196029.58210000023 443514.4640999995, 196041.1649999991 443501.5940000005, 196108.186999999 443423.20899999887, 196139.9177000001 443383.2039999999)"
maximum_snelheden_wegvak_overdag.1635,90,H,391287043,2021-05-01T00:00:00,350,774,0,0,039128704320210501,KLK0007730831,R,I,,"LINESTRING (196139.9177000001 443383.2039999999, 196168.42500000075 443347.26300000027, 196237.2509999983 443259.11100000143, 196302.4609999992 443175.4789999984, 196359.64699999988 443101.11499999836, 196400.75769999996 443048.59059999883)"
maximum_snelheden_wegvak_overdag.1636,90,H,392286014,2021-05-01T00:00:00,0,223,0,0,039228601420210501,KLK0007730831,R,I,,"LINESTRING (196400.75769999996 443048.59059999883, 196407.56599999964 443039.18200000003, 196432.2030000016 443008.21599999815, 196469.7250000015 442958.94099999964, 196490.29300000146 442934.3040000014, 196537.92819999903 442873.1213000007)"
maximum_snelheden_wegvak_overdag.1637,90,H,600146702,2021-05-01T00:00:00,0,413,0,0,060014670220210501,KLK0008086447,L,I,,"LINESTRING (196429.8200000003 443056.12000000104, 196374.69099999964 443132.39400000125, 196313.0639999993 443209.08900000155, 196255.71299999952 443280.4629999995, 196180.5161000006 443385.00620000064)"
maximum_snelheden_wegvak_overdag.1638,70,H,600146922,2021-05-01T00:00:00,0,138,0,0,060014692220210501,KLK0009920961,L,I,,"LINESTRING (195525.22670000046 444001.2600999996, 195515 443991, 195511 443984, 195505.99300000072 443974.9789999984, 195501 443968, 195498 443961, 195495 443954, 195493 443949, 195490 443943, 195486 443919, 195481 443874)"
maximum_snelheden_wegvak_overdag.1639,70,H,390287063,2021-05-01T00:00:00,0,81,0,0,039028706320210501,KLK0007730809,R,I,,"LINESTRING (195499.16099999845 443714.23099999875, 195507.8359999992 443711.91099999845, 195578.38580000028 443725.9219999984)"
maximum_snelheden_wegvak_overdag.1640,70,H,600146923,2021-05-01T00:00:00,0,43,0,0,060014692320210501,KLK0009920961,L,I,,"LINESTRING (195554.81159999967 444032.4167000018, 195549 444023, 195525.22670000046 444001.2600999996)"
maximum_snelheden_wegvak_overdag.1641,100,H,600448422,2021-05-01T00:00:00,0,98,0,0,060044842220210501,KLK0007729193,L,I,,"LINESTRING (125106.07580000162 479211.4085999988, 125115.86070000008 479213.4365000017, 125125.83460000157 479213.96660000086, 125134.24839999899 479213.0401000008, 125142.50340000167 479211.1350999996, 125149.69280000031 479207.379900001, 125157.85489999875 479201.6319999993, 125161.47670000046 479198.18829999864, 125164.7388000004 479194.4015999995, 125167.60680000111 479190.30860000104, 125170.06830000132 479185.95899999887, 125172.07699999958 479181.38280000165, 125173.63879999891 479176.6354999989, 125174.25349999964 479173.14079999924, 125175.31100000069 479166.7932000011, 125175.23550000042 479164.15249999985)"
maximum_snelheden_wegvak_overdag.1642,100,H,600448423,2021-05-01T00:00:00,0,125,0,0,060044842320210501,KLK0007729193,L,I,,"LINESTRING (125175.23550000042 479164.15249999985, 125175.02569999918 479156.8145999983, 125172.79430000111 479147.0843999982, 125168.70270000026 479137.9781999998, 125163.04630000144 479129.7463000007, 125159.72599999979 479126.0095999986, 125152.35550000146 479119.26089999825, 125129.55249999836 479103.8548000008, 125090.12330000103 479081.7688000016)"
maximum_snelheden_wegvak_overdag.1643,50,H,600448423,2021-05-01T00:00:00,125,173,0,0,060044842320210501,KLK0007729192,L,I,,"LINESTRING (125090.12330000103 479081.7688000016, 125048.24460000172 479058.31060000136)"
maximum_snelheden_wegvak_overdag.1644,100,H,600448481,2021-05-01T00:00:00,0,95,0,0,060044848120210501,KLK0007729066,L,I,,"LINESTRING (125289.24760000035 479327.2049999982, 125306.45279999822 479330.52529999986, 125350.58540000021 479350.2102999985, 125376.83210000023 479361.58740000054, 125377.31230000034 479361.80249999836)"
maximum_snelheden_wegvak_overdag.1645,100,H,600448482,2021-05-01T00:00:00,0,38,0,0,060044848220210501,KLK0007729066,L,I,,"LINESTRING (125377.31230000034 479361.80249999836, 125397.15340000018 479370.6908, 125412.34939999878 479375.0582999997)"
maximum_snelheden_wegvak_overdag.1646,100,H,600448514,2021-05-01T00:00:00,0,261,0,0,060044851420210501,KLK0008077229,L,I,,"LINESTRING (125060.46020000055 479202.1704000011, 125092.44420000166 479219.0725999996, 125144.9376000017 479248.49430000037, 125170.02010000125 479262.78180000186, 125274.79540000111 479319.19110000134, 125289.24760000035 479327.2049999982)"
maximum_snelheden_wegvak_overdag.1647,80,H,600449023,2021-05-01T00:00:00,0,292,0,0,060044902320210501,KLK0008433372,L,I,,"LINESTRING (126312.07620000094 479917.99159999937, 126425.3487999998 479981.42599999905, 126538.59070000052 480044.3969999999, 126566.48250000179 480061.63159999996)"
maximum_snelheden_wegvak_overdag.1648,80,H,600449024,2021-05-01T00:00:00,0,10,0,0,060044902420210501,KLK0008433372,L,I,,"LINESTRING (126566.48250000179 480061.63159999996, 126574.83210000023 480067.13479999825)"
maximum_snelheden_wegvak_overdag.1649,50,H,600449024,2021-05-01T00:00:00,10,54,0,0,060044902420210501,KLK0008433371,L,I,,"LINESTRING (126574.83210000023 480067.13479999825, 126584.89290000126 480073.76579999924, 126615.09290000051 480084.9875999987)"
maximum_snelheden_wegvak_overdag.1650,100,H,600449034,2021-05-01T00:00:00,0,101,0,0,060044903420210501,KLK0008077229,L,I,,"LINESTRING (128320.76260000095 481055.5890999995, 128402.50569999963 481115.70899999887)"
maximum_snelheden_wegvak_overdag.1651,100,H,256362014,2021-05-01T00:00:00,0,712,0,0,025636201420210501,KLK0008077229,L,I,,"LINESTRING (128402.50569999963 481115.70899999887, 128430.68699999899 481139.6656999998, 128470.28330000117 481177.07239999995, 128526.66699999943 481230.17159999907, 128656.66910000145 481363.76309999824, 128705.7228000015 481422.69680000097, 128772.39799999818 481514.5603, 128844.56709999964 481635.91849999875, 128857.64699999988 481657.1259999983)"
maximum_snelheden_wegvak_overdag.1652,100,H,250358046,2021-05-01T00:00:00,0,107,0,0,025035804620210501,KLK0007729193,L,I,,"LINESTRING (125008.69590000063 479167.74720000103, 125021.13940000162 479170.25510000065, 125034.65900000185 479176.7391999997, 125060.90579999983 479189.9684000015, 125087.99909999967 479202.98589999974, 125106.07580000162 479211.4085999988)"
maximum_snelheden_wegvak_overdag.1653,90,H,250358047,2021-05-01T00:00:00,0,102,0,0,025035804720210501,KLK0007729179,L,I,,"LINESTRING (125322.94339999929 479326.3145000003, 125337.36129999906 479334.21229999885, 125383.08139999956 479357.07229999825, 125412.34939999878 479375.0582999997)"
maximum_snelheden_wegvak_overdag.1654,90,H,250358034,2021-05-01T00:00:00,0,415,0,0,025035803420210501,KLK0007729179,L,I,,"LINESTRING (125055.07499999925 479046.1420000009, 125062.67350000143 479050.1226999983, 125148.47019999847 479097.7602000013, 125177.77309999987 479121.5566000007, 125187.99969999865 479139.6495999992, 125193.70289999992 479161.0859999992, 125196.88859999925 479201.39339999855, 125200.78280000016 479227.1651000008, 125210.81269999966 479245.65150000155, 125222.0225000009 479262.9578999989, 125237.75560000166 479277.11769999936, 125258.01199999824 479290.09750000015, 125322.94339999929 479326.3145000003)"
maximum_snelheden_wegvak_overdag.1655,80,H,252359059,2021-05-01T00:00:00,0,109,0,0,025235905920210501,KLK0008433372,L,I,,"LINESTRING (126218.30860000104 479863.89090000093, 126228.1024999991 479873.3819000013, 126250.82019999996 479885.90190000087, 126276.41550000012 479899.9868000001, 126312.07620000094 479917.99159999937)"
maximum_snelheden_wegvak_overdag.1656,100,H,600448388,2021-05-01T00:00:00,0,168,0,0,060044838820210501,KLK0008056401,L,I,,"LINESTRING (124245.99399999902 479251.3344999999, 124230.98790000007 479276.5042999983, 124218.20300000161 479297.8616999984, 124207.73180000111 479314.123399999, 124201.4039000012 479325.36360000074, 124178.77259999886 479361.1490999982, 124159.065200001 479392.6004000008, 124158.40320000052 479394.2564999983)"
maximum_snelheden_wegvak_overdag.1657,100,H,600448391,2021-05-01T00:00:00,0,165,0,0,060044839120210501,KLK0008077229,L,I,,"LINESTRING (124677.75560000166 478420.3145999983, 124679.61059999838 478429.64449999854, 124662.8872999996 478463.9770000018, 124628.55469999835 478530.09479999915, 124609.16840000078 478568.2448000014)"
maximum_snelheden_wegvak_overdag.1658,130,H,600124600,2021-05-01T00:00:00,0,350,0,0,060012460020210501,KLK0008480286,R,I,,"LINESTRING (124418.32330000028 428388.2628000006, 124415 428366, 124406 428317, 124397 428296, 124384 428280, 124369 428269, 124364 428266, 124345 428259, 124315 428260, 124301 428264, 124280 428277, 124269 428289, 124265 428295, 124257 428312, 124253 428327, 124253 428343, 124256 428359, 124266 428378, 124271.27100000158 428384.48800000176)"
maximum_snelheden_wegvak_overdag.1660,100,H,248256054,2021-05-01T00:00:00,0,387,6,19,024825605420210501,KLK0008480319,R,A,,"LINESTRING (124093.21999999881 428263.1479999982, 124104 428268, 124136 428275, 124151 428277, 124168 428278, 124206 428274, 124235 428267, 124264 428259, 124316 428248, 124345 428248, 124355 428251, 124373 428259, 124381 428263, 124391 428272, 124409 428292, 124418 428318, 124422.41059999913 428340.59970000014)"
maximum_snelheden_wegvak_overdag.1661,80,H,248256054,2021-05-01T00:00:00,387,434,0,0,024825605420210501,KLK0007732838,R,I,,"LINESTRING (124422.41059999913 428340.59970000014, 124431.32589999959 428386.28119999915)"
maximum_snelheden_wegvak_overdag.1662,90,H,600124443,2021-04-01T00:00:00,0,290,0,0,060012444320210401,KLK0007397104,R,I,,"LINESTRING (124591.4085999988 479086.5023000017, 124565.71279999986 479096.317400001, 124542.83049999923 479105.9230000004, 124522.74399999902 479114.2628000006, 124504.00279999897 479121.4699999988, 124486.52950000018 479127.2996999994, 124463.82400000095 479133.1218000017, 124448.00789999962 479135.80519999936, 124429.2399000004 479137.43620000035, 124404.15480000153 479137.03539999947, 124381.70600000024 479134.18030000106, 124362.50950000063 479129.7692999989, 124342.98680000007 479123.3200000003, 124325.43470000103 479115.6495000012, 124315.36950000003 479110.0311000012)"
maximum_snelheden_wegvak_overdag.1663,100,H,600124613,2021-04-01T00:00:00,0,75,0,0,060012461320210401,KLK0008540621,L,I,,"LINESTRING (124762.86800000072 428280.6550000012, 124755.07600000128 428252.5370000005, 124743.14600000158 428208.30799999833)"
maximum_snelheden_wegvak_overdag.1664,100,H,600143397,2021-06-01T00:00:00,0,40,0,0,060014339720210601,KLK0008117264,L,I,,"LINESTRING (178296.1783999987 580089.0047999993, 178256.3599999994 580091.318)"
maximum_snelheden_wegvak_overdag.1665,100,H,600143396,2021-06-01T00:00:00,0,550,0,0,060014339620210601,KLK0008117264,L,I,,"LINESTRING (178788.19579999894 579904.9362999983, 178771.87689999864 579903.3528999984, 178764.25439999998 579902.7666000016, 178759.32919999957 579904.2324000001, 178755.86980000138 579906.5777999982, 178744.2602000013 579927.0410999991, 178731.7124999985 579946.9180999994, 178721.33419999853 579960.1695000008, 178714.76720000058 579967.6160000004, 178701.75039999932 579980.5155000016, 178685.39139999822 579993.6495999992, 178668.15300000086 580004.9074000008, 178651.96990000084 580013.2921000011, 178634.90740000084 580020.6213000007, 178628.04720000178 580023.2599, 178604.12440000102 580030.5892000012, 178576.39039999992 580038.6807000004, 178515.05900000036 580054.3946000002, 178460.29470000044 580066.0628999993, 178446.22250000015 580068.6427999996, 178403.26159999892 580076.4442000017, 178377.23739999905 580080.2032999992, 178352.33289999887 580083.5238000005, 178342.20919999853 580084.6981999986, 178319.7344999984 580087.1684000008, 178307.42399999872 580088.3022999987, 178296.1783999987 580089.0047999993)"
maximum_snelheden_wegvak_overdag.1666,70,H,600112343,2021-06-01T00:00:00,0,13,0,0,060011234320210601,KLK0008083327,L,I,,"LINESTRING (94985 461631, 94973 461637)"
maximum_snelheden_wegvak_overdag.1667,30,H,267362005,2021-06-01T00:00:00,0,34,0,0,026736200520210601,KLK0008629862,R,I,,"LINESTRING (133955.66099999845 481437.13500000164, 133976.58300000057 481463.77800000086)"
maximum_snelheden_wegvak_overdag.1668,30,H,268362020,2021-06-01T00:00:00,0,29,0,0,026836202020210601,KLK0008629862,R,I,,"LINESTRING (134147.35300000012 481430.70699999854, 134165.14699999988 481453.2419999987)"
maximum_snelheden_wegvak_overdag.1669,30,H,267362006,2021-06-01T00:00:00,0,36,0,0,026736200620210601,KLK0008629862,R,I,,"LINESTRING (133933.2650000006 481408.61400000006, 133955.66099999845 481437.13500000164)"
maximum_snelheden_wegvak_overdag.1670,30,H,267363026,2021-06-01T00:00:00,120,145,0,0,026736302620210601,KLK0008629862,R,I,,"LINESTRING (133773.10020000115 481527.79019999877, 133776.71400000155 481526.688000001, 133796.62299999967 481518.39499999955)"
maximum_snelheden_wegvak_overdag.1671,50,H,267363026,2021-06-01T00:00:00,45,120,0,0,026736302620210601,KLK0008629861,R,I,,"LINESTRING (133701.25039999932 481549.2895000018, 133722.12099999934 481543.33900000155, 133773.10020000115 481527.79019999877)"
maximum_snelheden_wegvak_overdag.1673,100,H,267363026,2021-06-01T00:00:00,0,45,6,19,026736302620210601,KLK0008629866,R,I,,"LINESTRING (133657.9750000015 481561.6279999986, 133701.25039999932 481549.2895000018)"
maximum_snelheden_wegvak_overdag.1674,130,H,600284622,2021-07-01T00:00:00,0,348,0,0,060028462220210701,KLK0010236574,L,I,,"LINESTRING (167738.9572999999 416334.01469999924, 167805 416341, 167808.749499999 416341.1629999988, 167837.82669999823 416342.0885999985, 167852.53200000152 416340.3194999993, 167867.23730000108 416336.5601999983, 167880.61580000073 416329.373399999, 167892.99920000136 416319.7542000003, 167903.17130000144 416307.0390000008, 167910.46869999915 416292.33370000124, 167913.5645999983 416277.18620000035, 167913.8962999992 416267.67749999836, 167912.7906000018 416255.73629999906, 167908.92080000043 416240.5887000002, 167903.83469999954 416230.748300001, 167894.87889999896 416217.9226000011, 167884.1539000012 416206.20259999856, 167836.00759999827 416169.64090000093)"
maximum_snelheden_wegvak_overdag.1675,100,H,600145519,2021-06-01T00:00:00,0,119,6,19,060014551920210601,KLK0009651778,L,I,,"LINESTRING (188775.26999999955 448565.55700000003, 188753 448576, 188665.02299999818 448608.8539999984)"
maximum_snelheden_wegvak_overdag.1677,100,H,600145518,2021-06-01T00:00:00,0,158,6,19,060014551820210601,KLK0009651778,L,I,,"LINESTRING (188918 448504, 188907.1950000003 448511.1799999997, 188884.79800000042 448527.8509999998, 188868.14400000125 448537.1279999986, 188837.4210000001 448541.8429999985, 188794.37799999863 448556.59600000083, 188775.26999999955 448565.55700000003)"
maximum_snelheden_wegvak_overdag.1679,100,H,600145522,2021-06-01T00:00:00,0,37,6,19,060014552220210601,KLK0009651778,L,I,,"LINESTRING (188946.81899999827 448480.7650000006, 188933.1640000008 448489.9789999984, 188918 448504)"
maximum_snelheden_wegvak_overdag.1681,80,H,600123975,2021-06-01T00:00:00,0,32,0,0,060012397520210601,KLK0008250536,R,I,,"LINESTRING (121268.59829999879 483391.6629999988, 121253.8984999992 483419.6955000013)"
maximum_snelheden_wegvak_overdag.1682,30,H,267363025,2021-06-01T00:00:00,0,188,0,0,026736302520210601,KLK0008629862,R,I,,"LINESTRING (133796.62299999967 481518.39499999955, 133828.8139999993 481469.9360000007, 133854.42799999937 481431.16899999976, 133863.42799999937 481422.5159999989, 133933.2650000006 481408.61400000006)"
maximum_snelheden_wegvak_overdag.1683,30,H,267362001,2021-06-01T00:00:00,0,164,0,0,026736200120210601,KLK0008629862,R,I,,"LINESTRING (133986.29100000113 481461.8979999982, 134147.35300000012 481430.70699999854)"
maximum_snelheden_wegvak_overdag.1684,130,H,268362016,2021-06-01T00:00:00,22,76,0,0,026836201620210601,KLK0008629863,R,I,,"LINESTRING (134186.92610000074 481450.13219999894, 134213.9990000017 481446.1649999991, 134240.4759999998 481441.2509999983)"
maximum_snelheden_wegvak_overdag.1685,30,H,268362016,2021-06-01T00:00:00,0,22,0,0,026836201620210601,KLK0008629862,R,I,,"LINESTRING (134165.14699999988 481453.2419999987, 134182.3350000009 481450.8049999997, 134186.92610000074 481450.13219999894)"
maximum_snelheden_wegvak_overdag.1686,60,H,266291014,2021-06-01T00:00:00,0,19,0,0,026629101420210601,KLK0008057350,R,I,,"LINESTRING (133448.17300000042 445946.78500000015, 133453.9990000017 445928.81700000167)"
maximum_snelheden_wegvak_overdag.1687,100,H,600093963,2021-07-01T00:00:00,0,92,0,0,060009396320210701,KLK0008280384,L,I,,"LINESTRING (36518.51099999994 371581.15900000185, 36473.86899999902 371615.063000001, 36446.12810000032 371638.2870000005)"
maximum_snelheden_wegvak_overdag.1688,100,H,72143007,2021-07-01T00:00:00,0,1853,0,0,007214300720210701,KLK0008454932,R,I,,"LINESTRING (36427.30169999972 371641.4408, 36440.25 371629.86100000143, 36461.40199999884 371611.71400000155, 36495.78799999878 371584.7250000015, 36519.13599999994 371567.618999999, 36549.82299999893 371546.8720000014, 36578.25600000098 371528.7259999998, 36619.11499999836 371505.55099999905, 36636.914000000805 371496.07400000095, 36674.65199999884 371477.5229999982, 36697.074999999255 371467.58199999854, 36744.29100000113 371447.9910000004, 36796.70699999854 371429.7870000005, 36850.28000000119 371414.7030000016, 36898.188999999315 371402.85599999875, 36959.85200000182 371388.6970000006, 37366.87700000033 371295.0179999992, 37429.92700000107 371280.51199999824, 37503.09099999815 371261.6719999984, 37548.16800000146 371248.1490000002, 37601.278000000864 371231.1000000015, 37622.25600000098 371223.9919999987, 37655.54399999976 371212.0870000012, 37701.48800000176 371194.3449999988, 37763.61400000006 371168.7430000007, 37821.0009999983 371144.64499999955, 37884.629000000656 371117.88699999824, 37946.40799999982 371091.4759999998, 38007.26199999824 371065.875, 38123.653999999166 371016.7520000003, 38151.93989999965 371004.86019999906)"
maximum_snelheden_wegvak_overdag.1689,100,H,76142004,2021-07-01T00:00:00,0,37,0,0,007614200420210701,KLK0008454932,R,I,,"LINESTRING (38151.93989999965 371004.86019999906, 38186.254000000656 370991.0201999992)"
maximum_snelheden_wegvak_overdag.1690,70,H,76142004,2021-07-01T00:00:00,37,342,0,0,007614200420210701,KLK0007902945,R,I,,"LINESTRING (38186.254000000656 370991.0201999992, 38207.56700000167 370982.4239999987, 38234.61300000176 370972.368999999, 38275.125 370958.0940000005, 38298.01000000164 370950.0029999986, 38348.57800000161 370934.3420000002, 38397.642999999225 370920.06700000167, 38440.927999999374 370907.6420000009, 38476.87299999967 370898.81799999997)"
maximum_snelheden_wegvak_overdag.1723,30,H,377094015,2021-06-01T00:00:00,9,403,0,0,037709401520210601,KLK0008191513,L,I,,"LINESTRING (188538.44150000066 347158.95639999956, 188544.1160000004 347162.36100000143, 188555.72300000116 347181.55700000003, 188561.0789999999 347202.5379999988, 188572.57499999925 347220.39400000125, 188592.21700000018 347243.83100000024, 188614.53700000048 347267.71400000155, 188625.5859999992 347281.10599999875, 188675.3599999994 347331.7729999982, 188738.19200000167 347395.1640000008, 188761.7410000004 347419.26999999955, 188790.64600000158 347456.7679999992)"
maximum_snelheden_wegvak_overdag.1724,100,H,347431006,2021-06-01T00:00:00,0,111,6,19,034743100620210601,KLK0008563915,R,I,,"LINESTRING (173967 515565, 173970 515600, 173974 515632, 173978.61499999836 515675.37900000066)"
maximum_snelheden_wegvak_overdag.1691,80,H,356034122,2021-04-01T00:00:00,0,1392,0,0,035603412220210401,KLK0008520311,L,I,,"LINESTRING (178203.53400000185 317071.23099999875, 178200.7039999999 317083.9849999994, 178189.5949999988 317126.16600000113, 178178.4849999994 317161.23000000045, 178168.24399999902 317189.26399999857, 178159.91099999845 317209.0529999994, 178145.15700000152 317239.86400000006, 178131.96400000155 317264.16600000113, 178113.3909999989 317294.1099999994, 178096.20600000024 317319.10599999875, 178078.73800000176 317340.9239999987, 178060.96799999848 317362.76300000027, 178041.8740000017 317383.8530000001, 178010.2809999995 317416.66099999845, 177983.02800000086 317444.34800000116, 177971.22399999946 317457.19299999997, 177959.4210000001 317469.5170000009, 177935.813000001 317496.8570000008, 177917.23900000006 317520.811999999, 177901.09600000083 317544.15900000185, 177887.20899999887 317566.3779999986, 177873.49599999934 317590.94000000134, 177862.7340000011 317612.98600000143, 177855.44299999997 317628.5210000016, 177847.45800000057 317647.26900000125, 177839.47300000116 317668.4459999986, 177832.35599999875 317690.05700000003, 177826.80200000107 317709.6719999984, 177821.07299999893 317733.19299999997, 177816.7340000011 317752.2879999988, 177813.78299999982 317766.6950000003, 177808.22800000012 317809.30999999866, 177806.66600000113 317823.0240000002, 177803.01999999955 317872.2349999994, 177800.76399999857 317920.23099999875, 177798.16000000015 317976.0390000008, 177795.90300000086 318028.5480000004, 177794.86199999973 318071.51099999994, 177792.60500000045 318117.9450000003, 177790.52199999988 318168.1979999989, 177788.4389999993 318220.5329999998, 177787.05099999905 318274.08399999887, 177787.39799999818 318323.2960000001, 177787.61899999902 318346.9290000014)"
maximum_snelheden_wegvak_overdag.1692,80,H,356034124,2021-04-01T00:00:00,0,206,0,0,035603412420210401,KLK0008192080,R,A,,"LINESTRING (178170.98800000176 317128.2129999995, 178180.3759999983 317093.5480000004, 178186.29800000042 317069.71599999815, 178192.58100000024 317041.6229999997, 178199.5859999992 317002.98699999973, 178203.125 316976.4820000008, 178209.73600000143 316925.77699999884)"
maximum_snelheden_wegvak_overdag.1693,70,H,600123624,2021-04-01T00:00:00,0,23,0,0,060012362420210401,KLK0008825172,L,I,,"LINESTRING (115465.36199999973 547399.5859999992, 115465.5859999992 547409.1840000004, 115462.59499999881 547414.6939999983, 115456.76999999955 547418.9450000003)"
maximum_snelheden_wegvak_overdag.1694,70,T,231494007,2021-04-01T00:00:00,0,111,0,0,023149400720210401,KLK0008825172,M,I,,"LINESTRING (115675.26799999923 547315.0040000007, 115722 547289, 115771.09849999845 547259.0348000005)"
maximum_snelheden_wegvak_overdag.1695,70,H,231494007,2021-04-01T00:00:00,0,108,0,0,023149400720210401,KLK0008825191,M,I,,"LINESTRING (115675.26799999923 547315.0040000007, 115722 547289, 115768.53770000115 547260.5976000018)"
maximum_snelheden_wegvak_overdag.1696,100,T,231494007,2021-04-01T00:00:00,111,168,0,0,023149400720210401,KLK0007744376,M,I,,"LINESTRING (115771.09849999845 547259.0348000005, 115819.60750000179 547229.429299999)"
maximum_snelheden_wegvak_overdag.1697,100,H,231494007,2021-04-01T00:00:00,108,168,0,0,023149400720210401,KLK0007744373,M,I,,"LINESTRING (115768.53770000115 547260.5976000018, 115819.60750000179 547229.429299999)"
maximum_snelheden_wegvak_overdag.1698,100,H,600448121,2021-05-01T00:00:00,0,509,6,19,060044812120210501,KLK0009764963,R,A,,"LINESTRING (172691.07649999857 447457.96510000154, 172708.93070000038 447451.7985999994, 172752.7061999999 447437.6011000015, 172782.28429999948 447425.7699000016, 172805.5522999987 447412.75549999997, 172831.9754000008 447395.20589999855, 172855.4406999983 447376.07869999856, 172874.96220000088 447355.76839999855, 172893.10339999944 447334.2751000002, 172910.85020000115 447311.992899999, 172920.5124000013 447299.57009999827, 172935.69579999894 447282.61199999973, 172946.5410999991 447270.78079999983, 172962.71049999818 447258.94959999993, 172986.76729999855 447246.5267999992, 173019.30310000107 447235.08999999985, 173060.51520000026 447228.18840000033, 173098.79619999975 447223.6378999986, 173120.80999999866 447220.0309999995)"
maximum_snelheden_wegvak_overdag.1700,100,H,600142880,2021-05-01T00:00:00,0,67,6,19,060014288020210501,KLK0008097983,L,I,,"LINESTRING (181747.94959999993 435240.56390000135, 181730.5300000012 435260.01000000164, 181699.17700000107 435286.9979999997)"
maximum_snelheden_wegvak_overdag.1702,70,H,600150691,2021-04-01T00:00:00,0,428,0,0,060015069120210401,KLK0010038176,L,I,,"LINESTRING (234480.4200000018 580608.5190000013, 234446.89699999988 580588.5650000013, 234418.4299999997 580573.932, 234384.375 580558.2349999994, 234341.61400000006 580538.9100000001, 234237.5390000008 580502.8869999982, 234172.34699999914 580481.504999999, 234114.5940000005 580463.6420000009, 234083.0300000012 580452.8889999986)"
maximum_snelheden_wegvak_overdag.1703,70,H,600152023,2021-04-01T00:00:00,0,286,0,0,060015202320210401,KLK0010038176,L,I,,"LINESTRING (234688.7340000011 580801.4400000013, 234649.76300000027 580753.9169999994, 234623.2899999991 580725.0500000007, 234576.4699999988 580676.6700000018, 234480.4200000018 580608.5190000013)"
maximum_snelheden_wegvak_overdag.1704,70,H,600152022,2021-04-01T00:00:00,0,535,0,0,060015202220210401,KLK0010038176,L,I,,"LINESTRING (235107.72899999842 581128.7679999992, 235060.125 581101.6220000014, 235001.89799999818 581059.9189999998, 234956.26099999994 581024.9039999992, 234924.78700000048 581004.4459999986, 234889.77299999818 580984.3819999993, 234840.39799999818 580951.9239999987, 234806.95699999854 580923.5980000012, 234761.3200000003 580880.3209999986, 234722.7650000006 580840.9789999984, 234688.7340000011 580801.4400000013)"
maximum_snelheden_wegvak_overdag.1705,100,H,170305016,2021-04-01T00:00:00,0,93,0,0,017030501620210401,KLK0009566393,R,I,,"LINESTRING (85417.52299999818 452976.61199999973, 85396.38360000029 452938.6308000013, 85381.10590000078 452910.5511999987, 85376.09299999848 452893.4140000008)"
maximum_snelheden_wegvak_overdag.1706,100,H,600114492,2021-07-01T00:00:00,47,66,6,19,060011449220210701,KLK0009690421,L,I,,"LINESTRING (99947.65450000018 442251.4968999997, 99932.00400000066 442240.55700000003)"
maximum_snelheden_wegvak_overdag.1708,30,H,600114492,2021-07-01T00:00:00,0,47,0,0,060011449220210701,KLK0008697402,L,I,,"LINESTRING (99985 442280, 99960.29399999976 442260.33199999854, 99947.65450000018 442251.4968999997)"
maximum_snelheden_wegvak_overdag.1709,100,H,600120420,2021-07-01T00:00:00,0,195,6,19,060012042020210701,KLK0008695670,R,I,,"LINESTRING (105927.20300000161 408764.81500000134, 105948.07999999821 408705.5540000014, 105980.41299999878 408608.2960000001, 105984.61400000006 408578.9919999987)"
maximum_snelheden_wegvak_overdag.1711,100,H,600123740,2021-06-01T00:00:00,0,19,0,0,060012374020210601,KLK0008081985,L,I,,"LINESTRING (118466.44200000167 490621.0179999992, 118455.44299999997 490605.0219999999)"
maximum_snelheden_wegvak_overdag.1712,100,H,212216014,2021-07-01T00:00:00,0,296,6,19,021221601420210701,KLK0008695670,R,I,,"LINESTRING (106032.20600000024 408409.01900000125, 106046.04199999943 408402.6330000013, 106056.61100000143 408387.44099999964, 106083.03200000152 408322.70899999887, 106112.09499999881 408251.3729999997, 106125.63599999994 408220.3280000016, 106136.86400000006 408203.81500000134, 106166.58799999952 408168.1469999999, 106175.16200000048 408156.0460000001)"
maximum_snelheden_wegvak_overdag.1714,100,H,212216017,2021-07-01T00:00:00,0,90,6,19,021221601720210701,KLK0008695670,R,I,,"LINESTRING (106175.16200000048 408156.0460000001, 106188.60200000182 408139.4629999995, 106208.42500000075 408104.3909999989, 106219.95600000024 408078.76099999994)"
maximum_snelheden_wegvak_overdag.1716,100,T,478397007,2021-07-01T00:00:00,0,78,0,0,047839700720210701,KLK0010136584,M,I,,"LINESTRING (238985.5300000012 498741.506000001, 239003.65300000086 498666.0940000005)"
maximum_snelheden_wegvak_overdag.1717,100,H,478397007,2021-07-01T00:00:00,0,78,0,0,047839700720210701,KLK0010136585,M,I,,"LINESTRING (238985.5300000012 498741.506000001, 239003.65300000086 498666.0940000005)"
