"SORT","Begrotingsprogramma","THEMA","Variabele","Label","Labelkort","Definitie","Bron","Peildatum","Verschijningsfrequentie","Rekeneenheid","Symbool","GROEP","format","Berekende variabelen","Thema Kerncijfertabel","Tussenkopje_kerncijfertabel","Kleurenpalet","LegendaCode","SD minimum Bevtotaal","SD minimum WvoorrBAG","Topic area","Label_1","Definition","Reference date","Frequency"
"2490","Wonen en Groen","Openbare ruimte","ORWONINGENMOOI_R","Uiterlijk woningen (1-10)","Uiterlijk woningen (1-10)","Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Hoe beoordeelt u de woningen in uw buurt? (1=zeer lelijk, 10 =zeer mooi).

Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten. ","Wonen in Amsterdam ","nvt","1 keer in de 2 jaar","3","","","F5.1","","","","1","1","","","Public space","Appearance houses (1-10)","Average answer to the question: 
How would you assess the  houses in the neighbourhood?
1=very ugly and 10= very beautiful

Numbers are only available for areas with at least 20 respondents.","n.a.","every two years"
"2500","Wonen en Groen","Openbare ruimte","ORGROENMOOI_R","Uiterlijk groen (1-10)","Uiterlijk groen (1-10)","Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Hoe beoordeelt u de groenvoorzieningen in uw buurt? (1=zeer lelijk, 10 =zeer mooi).

Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten. ","Wonen in Amsterdam ","nvt","1 keer in de 2 jaar","3","","","F5.1","","","","1","1","","","Public space","Appearance green spaces (1-10)","Average answer to the question: 
How would you assess the green spaces in your neighbourhood? 
1=very ugly and 10= very beautiful

Numbers are only available for areas with at least 20 respondents.","n.a.","every two years"
"2510","Wonen en Groen","Openbare ruimte","ORGROEN_R","Aanbod groen (1-10)","Groen (1-10)","Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Wat vindt u van het aanbod van groenvoorzieningen in uw buurt? (1=ruim onvoldoende, 10= ruim voldoende).

Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten. ","Wonen in Amsterdam ","nvt","1 keer in de 2 jaar","3","","","F5.1","","","","1","1","","","Public space","Green spaces (1-10)","Average answer to the question: 
What is your opinion on the availability of green spaces in your neighbourhood? 
1 = very insufficient and 10 = very sufficient 

Numbers are only available for areas with at least 20 respondents.","n.a.","every two years"
"2520","Wonen en Groen","Openbare ruimte","ORAANBODSPELEN_R","Aanbod spelen (1-10)","Speelvoorzieningen (1-10)","Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Wat vindt u van het aanbod van speelvoorzieningen in uw buurt? (1=ruim onvoldoende, 10= ruim voldoende).

Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten. ","Wonen in Amsterdam ","nvt","1 keer in de 2 jaar","3","","","F5.1","","Verkeer en Openbare ruimte","Openbare ruimte","1","1","","","Public space","Playing facilities (1-10)","Average answer to the question: 
What is your opinion on the availability of playing facilities in your neighbourhood? 
1 = very insufficient and 10 = very sufficient 

Numbers are only available for areas with at least 20 respondents.","n.a.","every two years"
"2530","Wonen en Groen","Openbare ruimte","ORVERLOED_P","Verloederingsscore","Verloederingsscore","De verloederingsscore wordt berekend obv 6 vragen uit de Veiligheidsmonitor naar de mate van overlast van:   
*bekladding van muren of gebouwen
*rommel op straat
*hondenpoep
*vernieling straatmeubilair. 
En het oordeel over: 
*het onderhoud van groen in de buurt
*het onderhoud  van straten in de buurt.

Alle vragen zijn omgescoord naar een schaal van 0 tot 100, waarbij 0 staat voor geen verloedering en 100 voor zeer veel. De verloederingsscore is het gemiddelde van deze zes. 

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten. ","Veiligheidsmonitor","jaarcijfer","1 keer per jaar","1","%","","F8.","","Verkeer en Openbare ruimte","Openbare ruimte","2","1","","","Public space","Detoriation score","The detoriation score is based on six questions from the Safety Survey concerning:
*graffiti on walls and/or buildings
*trash in the streets
*dog mess
*destruction of telephone booths, bus or trolley rain shelters
*The upkeep of roads, paths and squares 
*The upkeep of flowerbeds, public gardens and parks

All questions are  rescored to a scale from 0 to 100 and divided by 6. A detoriation score of 0 stands for no detoriation and a score of 100 for severe detoriation. 

Numbers are only available for areas with at least 50 respondents.","Annual total ","once a year"
"2540","Wonen en Groen","Openbare ruimte","OR_GROF_P","Zwerfvuil grof (% weinig/geen)","Zwerfvuil grof","Het aandeel plekken waar op basis van tellingen minstens de score B is gegeven voor de aanwezigheid van grof zwerfvuil.   In vakken van 100 bij 100 meter is steeds gezocht naar de slechtste plek. Deze plek krijgt een score van A+, A, B, C of D, waarbij A+ het beste resultaat is (geen vuil aanwezig) en D het slechtste (veel vuil aanwezig). ","Buiten in Beeld","jaarcijfer","1 keer per jaar","1","%","","F8.","","","","1","1","","","Public space","Litter (large)","Percentage of places that score at least a 'B' for the presence of large litter. 
The litter is counted in grids of 100m2. The worst spot determines the score: 'A+' stands for no litter at all and a' D' for much litter. ","Annual total ","twice a year"
"2550","Wonen en Groen","Openbare ruimte","OR_FIJN_P","Zwerfvuil fijn (% weinig/geen)","Zwerfvuil fijn","Het aandeel plekken waar op basis van tellingen minstens de score B is gegeven voor de aanwezigheid van fijn zwerfvuil.   In vakken van 100 bij 100 meter is steeds gezocht naar de slechtste plek. Deze plek krijgt een score van A+, A, B, C of D, waarbij A+ het beste resultaat is (geen vuil aanwezig) en D het slechtste (veel vuil aanwezig). ","Buiten in Beeld","jaarcijfer","2 keer per jaar","1","%","","F8.","","Verkeer en Openbare ruimte","Openbare ruimte","1","1","","","Public space","Litter (small)","Percentage of places that scores at least a 'B' for the presence of small litter. 
The litter is counted in grids of 100m2. The worst spot determines the score: 'A+' stands for no litter at all and a 'D' for much litter. ","Annual total ","twice a year"
"2560","Wonen en Groen","Openbare ruimte","ORSCHOONSTRATEN_R","Schoon straten en stoepen (1-10)","Schoon straat (1-10)","Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Hoe beoordeelt u het schoonhouden van de straten en stoepen in uw buurt? (1= ruim onvoldoende, 10 = ruim voldoende).

Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten. ","Wonen in Amsterdam ","nvt","1 keer in de 2 jaar","3","","","F5.1","","","","1","1","","","Public space","Clean-up state  streets and pavements (1-10)","Average answer to the question: 
How would you assess the clean-up state of streets and pavements in your neighbourhood? 
1 = very insufficient and 10 = very sufficient

Numbers are only available for areas with at least 20 respondents.","n.a.","every two years"
"2570","Wonen en Groen","Openbare ruimte","ORSCHOONGROEN_R","Schoon groen (1-10)","Schoon groen (1-10)","Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Hoe beoordeelt u het schoonhouden van de groenvoorzieningen in uw buurt? (1= ruim onvoldoende, 10 = ruim voldoende).

Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten. ","Wonen in Amsterdam ","nvt","1 keer in de 2 jaar","3","","","F5.1","","","","1","1","","","Public space","Clean-up state green spaces  (1-10)","Average answer to the question: 
How would you assess the  clean-up state of green spaces in your neighbourhood? 
1 = very insufficient and 10 = very sufficient

Numbers are only available for areas with at least 20 respondents.","n.a.","every two years"
"2580","Wonen en Groen","Openbare ruimte","ORSCHOONSPELEN_R","Schoon speelvoorzieningen (1-10)","Schoon speelplaatsen (1-10)","Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Hoe beoordeelt u het schoonhouden van de speelvoorzieningen in uw buurt? (1= ruim onvoldoende, 10 = ruim voldoende).

Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten. ","Wonen in Amsterdam ","nvt","1 keer in de 2 jaar","3","","","F5.1","","","","1","1","","","Public space","Clean-up state playing facilities  (1-10)","Average answer to the question: 
How would you assess the  clean-up state of playing facilities in your neighbourhood? 
1 = very insufficient and 10 = very sufficient

Numbers are only available for areas with at least 20 respondents.","n.a.","every two years"
"2590","Wonen en Groen","Openbare ruimte","ORONDERHOUDSTRATEN_R","Onderhoud straten en stoepen (1-10)","Onderhoud straat (1-10)","Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Hoe beoordeelt u de staat van onderhoud van de straten en stoepen in uw buurt? (1= ruim onvoldoende, 10 = ruim voldoende).

Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten. ","Wonen in Amsterdam ","nvt","1 keer in de 2 jaar","3","","","F5.1","","Verkeer en Openbare ruimte","Openbare ruimte","1","1","","","Public space","Maintenance streets and pavements  (1-10)","Average answer to the question: 
How would you assess the maintenance of streets and pavements in your neighbourhood? 
1 = very insufficient and 10 = very sufficient.

Numbers are only available for areas with at least 20 respondents.","n.a.","every two years"
"2600","Wonen en Groen","Openbare ruimte","ORONDERHOUDGROEN_R","Onderhoud groen (1-10)","Onderhoud groen (1-10)","Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Hoe beoordeelt u de staat van onderhoud van de groenvoorzieningen in uw buurt? (1= ruim onvoldoende, 10 = ruim voldoende).

Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten. ","Wonen in Amsterdam ","nvt","1 keer in de 2 jaar","3","","","F5.1","","Verkeer en Openbare ruimte","Openbare ruimte","1","1","","","Public space","Maintenance green spaces  (1-10)","Average answer to the question: 
How would you assess the maintenance of green spaces in your neighbourhood? 
1 = very insufficient and 10 = very sufficient.

Numbers are only available for areas with at least 20 respondents.","n.a.","every two years"
"2610","Wonen en Groen","Openbare ruimte","ORONDERHOUDSPELEN_R","Onderhoud speelvoorzieningen (1-10)","Onderhoud speelplaatsen (1-10)","Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Hoe beoordeelt u de staat van onderhoud van de speelvoorzieningen in uw buurt? (1= ruim onvoldoende, 10 = ruim voldoende).

Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten. ","Wonen in Amsterdam ","nvt","1 keer in de 2 jaar","3","","","F5.1","","","","1","1","","","Public space","Maintenance playing facilities  (1-10)","Average answer to the question: 
How would you assess the maintenance of playing facilities in your neighbourhood? 
1 = very insufficient and 10 = very sufficient.

Numbers are only available for areas with at least 20 respondents.","n.a.","every two years"
"2620","Wonen en Groen","Openbare ruimte","MVERVUILING_R","Overlast vervuiling (1-10)","Overlast vervuiling (1-10)","Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: In welke mate ondervindt u overlast van vervuiling? (1= ernstige overlast, 10 =geen overlast).

Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten. ","Wonen in Amsterdam","nvt","1 keer in de 2 jaar","3","","","F5.1","","","","1","1","","","Public space","Nuisance: pollution (1-10)","Average answer to the question: 
On a scale of 1 to 10, can you indicate the degree of inconvenience you experience caused by pollution? 

A low score means that you experience a lot of inconvenience and a high score means that you experience little or no inconvenience.

Numbers are only available for areas with at least 20 respondents.

","n.a.","every two years"
"2630","Wonen en Groen","Openbare ruimte","ORVERLICHT_P","Verlichting goed (%)","Verlichting goed (%)","% Bewoners dat het (helemaal) eens is met de volgende stelling:
In de buurt is het buiten goed verlicht.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten. ","Veiligheidsmonitor","jaarcijfer","1 keer per jaar","1","%","","F8.","","","","1","1","","","Public space","Well lit (%)","Percentage of the population that (totally) agree with the statement: 
The neighbourhood is well lit.

Numbers are only available for areas with at least 50 respondents.","Annual total ","once a year"
"2640","Wonen en Groen","Openbare ruimte","OROPP","Oppervlakte totaal","Oppervlakte (ha)","Totaal oppervlak van het gebied in hectares.","Kernregistratie gebieden","1 januari","1 keer per jaar, met een jaar vertraging","2","ha","","F5.2","","","","9","3","","","Public space","Area total (ha)","Total surface area in hectares","1 January ","once a year, with a one year delay"
"2650","Wonen en Groen","Openbare ruimte","ORLAND","Oppervlakte land","Land (ha)","Landoppervlak in hectares,  zoals vastgesteld door het CBS om bevolkings- en woningdichtheden te berekenen. 

In 2017 is er een trendbreuk door overgang van Stand Bodemgebruik Amsterdam (STABO) naar de landelijke basisregistratie Topografie (Top10nl).","Basisregistratie Topografie (Top10nl)","1 januari","1 keer per jaar, met een jaar vertraging","2","ha","bodemoppervlakte","F5.2","","","","9","3","","","Public space","Area land (ha)","Land area in hectares (= total surface area minus inland water)","1 January ","once a year, with a one year delay"
"2660","Wonen en Groen","Openbare ruimte","ORPUBGROEN","Oppervlakte publiek groen","Publiek groen (ha)","Aantal hectare levend groen in de publieke ruimte (inclusief agrarisch en natuurlijk groen). De minimale oppervlakte van meegeteld groen is 1 m2.  Bomen in een stenige omgeving hebben op straatniveau een te kleine oppervlakte en zijn niet meegenomen in de cijfers. ","Basisregistratie Grootschalige Topografie (BGT)","1 januari","1 keer per jaar, met een jaar vertraging","2","ha","","F5.2","","","","9","3","","","Public space","Area public green (ha)","Number of hectares of living green in public areas (including agricultural and natural terrain) 
","1 January ","once a year, with a one year delay"
"2670","Wonen en Groen","Openbare ruimte","ORBEBOUWD","Oppervlakte bebouwd","Bebouwd  (ha)","Aantal hectare bebouwd terrein (publiek en privaat) inclusief het bijbehorende erf. ","Basisregistratie Grootschalige Topografie (BGT)","1 januari","1 keer per jaar, met een jaar vertraging","2","ha","","F5.2","","","","9","3","","","Public space","Area buildings (ha)","Number of hectares that is built on, including the properties.  
","1 January ","once a year, with a one year delay"
"2680","Wonen en Groen","Openbare ruimte","ORVERHARD","Oppervlakte verhard","Verhard  (ha)","Aantal hectare onbebouwde verharde ruimte (publiek en privaat), zoals wegen. ","Basisregistratie Grootschalige Topografie (BGT)","1 januari","1 keer per jaar, met een jaar vertraging","2","ha","","F5.2","","","","9","3","","","Public space","Area paved (ha)","Number of hectares that is paved.  
","1 January ","once a year, with a one year delay"
"2690","Wonen en Groen","Openbare ruimte","ORWATER","Oppervlakte water","Water (ha)","Aantal hectare binnenwater.","Basisregistratie Grootschalige Topografie (BGT)","1 januari","1 keer per jaar, met een jaar vertraging","2","ha","bodemoppervlakte","F5.2","","","","9","3","","","Public space","Area water (ha)","Number of hectares inland water","1 January ","once a year, with a one year delay"
"2700","Wonen en Groen","Openbare ruimte","ORWATER_P","Oppervlakte: % water","Water (%)","Aandeel binnenwater op de totale oppervlakte.","Basisregistratie Grootschalige Topografie (BGT)","1 januari","1 keer per jaar, met een jaar vertraging","1","%","","F5.2","1","","","3","2","","","Public space","Area: % water","Percentage of the total surface area that is water.","1 January ","once a year, with a one year delay"
"2710","Wonen en Groen","Openbare ruimte","ORPUBGROEN_P","Oppervlakte: % publiek groen","Groen (%)","Aandeel levend groen in de publieke ruimte (inclusief agrarisch en natuurlijk groen) op de totale oppervlakte. ","Basisregistratie Grootschalige Topografie (BGT)","1 januari","1 keer per jaar, met een jaar vertraging","1","%","","F5.2","1","","","3","2","","","Public space","Area: % green","Percentage of the total surface area that is living green in public areas (including agricultural and natural terrain). 
","1 January ","once a year, with a one year delay"
"2720","Wonen en Groen","Openbare ruimte","ORBEBOUWD_P","Oppervlakte: % bebouwd","Bebouwd  (%)","Aandeel van de totale opppervlakte dat bestaat uit bebouwd terrein (publiek en privaat) inclusief het bijbehorende erf. ","Basisregistratie Grootschalige Topografie (BGT)","1 januari","1 keer per jaar, met een jaar vertraging","1","%","","F5.2","1","","","3","2","","","Public space","Area: % buildings","Percentage of the total surface area that is built on (including all properties).  
","1 January ","once a year, with a one year delay"
"2730","Wonen en Groen","Openbare ruimte","ORVERHARD_P","Oppervlakte: % verhard","Verhard  (%)","Aandeel van de totale oppervlakte dat bestaat uit onbebouwde verharde ruimte (publiek en privaat), zoals wegen. ","Basisregistratie Grootschalige Topografie (BGT)","1 januari","1 keer per jaar, met een jaar vertraging","1","%","","F5.2","1","","","3","2","","","Public space","Area: % paved ","Percentage of the total surface area that is paved.  
","1 January ","once a year, with a one year delay"
"2740","Wonen en Groen","Openbare ruimte","ORVERBLIJF_I","Verblijversdichtheidsindex","Verblijversdichtheidsindex","De Verblijversdichtheidsindex beschrijft per wijk het aantal verblijvers per hectare openbare ruimte op een gemiddelde dag. De indexwaarde 100 staat voor het stedelijk gemiddelde in 2014. Een indexcijfer boven de 100 betekent dat er op een gemiddelde dag per hectare meer mensen verblijven dan gemiddeld in een Amsterdamse wijk in 2014.

Verblijvers zijn bewoners, werkzame personen, studenten en bezoekers. Er is geen rekening gehouden met verkeer.  
Het aantal bezoekers is gebaseerd op bezoekersaantallen voor: hotels, Airbnb, bibliotheek, familie en vrienden, sport, ziekenhuizen, werkbezoek, musea, attracties, theater, concerthallen, exposities, rondvaartboten, winkelstraten, markten, parken, trein, P+R en pontgebruik.","O&S","jaarcijfer","1 keer in de 2 jaar","4","","","F8.","","Verkeer en Openbare ruimte","Openbare ruimte","3","2","","","Public space","People density index","The people density index: Number of people per hectare public space on a average day of the year. The index value 100 stands for the average value in Amsterdam in 2014.

Counted are: residents, employees, students and visitors
Visitors are visitors of: hotels, Airbnb, library, family and friends, sports, hospitals, work visitors, museums, attractions, theatre, touring boats, shopping streets, markets, parks, trains, P+R, ferries.
Not counted: traffic ","Annual total ","once a year"
"2750","Wonen en Groen","Openbare ruimte","ORVERBLIJFWOON_P","Verblijvers: bewoners (%)","Bewoners (%)","Benadering van het  aandeel bewoners in de verblijvers per hectare openbare ruimte op een gemiddelde dag.

Verblijvers, zoals vastgesteld voor de Verblijversdichtheidsindex,  zijn bewoners, werkzame personen, studenten en bezoekers. Er is geen rekening gehouden met verkeer.  ","O&S","jaarcijfer","1 keer in de 2 jaar","1","%","","F8.","","Verkeer en Openbare ruimte","","3","2","","","Public space","Density: people","Percentage of residents in the number of people per hectare public space on a average day of the year. 

People counted for the People density index are: residents, employees, students and visitors.","Annual total ","once a year"
"2760","Wonen en Groen","Openbare ruimte","ORVERBLIJFWERK_P","Verblijvers: werkzame personen (%)","Werkenden (%)","Benadering van het  aandeel werkzame personen in de verblijvers per hectare openbare ruimte op een gemiddelde dag.

Verblijvers, zoals vastgesteld voor de Verblijversdichtheidsindex,  zijn bewoners, werkzame personen, studenten en bezoekers. Er is geen rekening gehouden met verkeer.  ","O&S","jaarcijfer","1 keer in de 2 jaar","1","%","","F8.","","Verkeer en Openbare ruimte","","3","2","","","Public space","Density: employees","Percentage of employees in the number of people per hectare public space on a average day of the year. 

People counted for the People density index are: residents, employees, students and visitors.","Annual total ","once a year"
"2770","Wonen en Groen","Openbare ruimte","ORVERBLIJFSTUD_P","Verblijvers: studenten (%)","Studenten (%)","Benadering van het  aandeel studenten in de verblijvers per hectare openbare ruimte op een gemiddelde dag.

Verblijvers, zoals vastgesteld voor de Verblijversdichtheidsindex,  zijn bewoners, werkzame personen, studenten en bezoekers. Er is geen rekening gehouden met verkeer. Studenten zijn personen die zijn ingeschreven bij  een instelling voor voortgezet onderwijs, MBO, HBO of WO in het gebied. ","O&S","jaarcijfer","1 keer in de 2 jaar","1","%","","F8.","","Verkeer en Openbare ruimte","","3","2","","","Public space","Density: students","Percentage of students in the number of people per hectare public space on a average day of the year. 

People counted for the People density index are: residents, employees, students and visitors.

Visitors are visitors of: hotels, Airbnb, library, family and friends, sports, hospitals, work visitors, museums, attractions, theatre, touring boats, shopping streets, markets, parks, trains, P+R, ferries.
Not counted: traffic ","Annual total ","once a year"
"2780","Wonen en Groen","Openbare ruimte","ORVERBLIJFBEZOEK_P","Verblijvers: bezoekers (%)","Bezoekers (%)","Benadering van het  aandeel bezoekers in de verblijvers per hectare openbare ruimte op een gemiddelde dag.

Verblijvers, zoals vastgesteld voor de Verblijversdichtheidsindex,  zijn bewoners, werkzame personen, studenten en bezoekers. Er is geen rekening gehouden met verkeer.  
Het aantal bezoekers is gebaseerd op bezoekersaantallen voor: hotels, Airbnb, bibliotheek, familie en vrienden, sport, ziekenhuizen, werkbezoek, musea, attracties, theater, concerthallen, exposities, rondvaartboten, winkelstraten, markten, parken, trein, P+R en pontgebruik.","O&S","jaarcijfer","1 keer in de 2 jaar","1","%","","F8.","","Verkeer en Openbare ruimte","","3","2","","","Public space","Density: visitors","Percentage of visitors in the number of people per hectare public space on a average day of the year. 

People counted for the People density index are: residents, employees, students and visitors.

Visitors are visitors of: hotels, Airbnb, library, family and friends, sports, hospitals, work visitors, museums, attractions, theatre, touring boats, shopping streets, markets, parks, trains, P+R, ferries.
Not counted: traffic ","Annual total ","once a year"
"2790","Verkeer, Vervoer en Waterstaat","Verkeer","VKHARD_P","Overlast: te hard rijden (%) ","Overlast te hard rijden (%) ","% Bewoners dat zegt zelf veel overlast te ervaren van te hard rijden in de buurt.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten. ","Veiligheidsmonitor","jaarcijfer","1 keer per jaar","1","%","","F8.","","Verkeer en Openbare ruimte","Verkeer","2","1","","","Traffic","Nuisance: speeding traffic (%)","Percentage of the population that experience a lot of nuisance by speeding traffic.

Numbers are only available for areas with at least 50 respondents.","Annual total ","once a year"
"2800","Verkeer, Vervoer en Waterstaat","Verkeer","VKAGRESSIEF_P","Overlast: agressief gedrag verkeer (%)","Overlast agressief verkeer (%)","% Bewoners dat zegt zelf veel overlast te ervaren in de buurt van agressief gedrag in het verkeer.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten. ","Veiligheidsmonitor","jaarcijfer","1 keer per jaar","1","%","","F8.","","","","2","1","","","Traffic","Nuisance: aggressive behaviour in traffic (%)","Percentage of the population that experience a lot of nuisance by  aggressive behaviour in traffic.

Numbers are only available for areas with at least 50 respondents.","Annual total ","once a year"
"2810","Verkeer, Vervoer en Waterstaat","Verkeer","VKPARKOVL_P","Overlast: parkeerproblemen (%)","Overlast parkeerproblemen (%)","% Bewoners dat zegt zelf veel overlast te ervaren in de buurt van parkeerproblemen, bijvoorbeeld fout geparkeerde voertuigen of drukte.

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten. ","Veiligheidsmonitor","jaarcijfer","1 keer per jaar","1","%","","F8.","","","","2","1","","","Traffic","Nuisance: parking problems (%)","Percentage of the population that experience a lot of nuisance by parking.

Numbers are only available for areas with at least 50 respondents.","Annual total ","once a year"
"2820","Verkeer, Vervoer en Waterstaat","Verkeer","VKPTOTAAL","Parkeerplaatsen totaal","Parkeerplaatsen totaal","Aantal parkeerplaatsen in de openbare ruimte.","RVE Parkeren","februari","1 keer per jaar","2","","","F8.","","","","9","3","","","Traffic","Parking spots total","Number of parking spots in public space.","February","once a year"
"2830","Verkeer, Vervoer en Waterstaat","Verkeer","VKPFISCAAL","Parkeerplaatsen fiscaal","Parkeerplaatsen fiscaal","Aantal fiscale parkeerplaatsen in de openbare ruimte. Dit zijn parkeerplaatsen waarvoor parkeergeld betaald moet worden volgens de daarvoor geldende regels. ","RVE Parkeren","februari","1 keer per jaar","2","","parkeerplaatsen","F8.","","","","9","3","","","Traffic","Parking spots fiscal","Number of fiscal parking spots in public space.

Fiscal parking spot: a  parking spot for which a parking fee is required","February","once a year"
"2840","Verkeer, Vervoer en Waterstaat","Verkeer","VKPNIETFISC","Parkeerplaatsen niet-fiscaal","Parkeerplaatsen niet-fiscaal","Aantal niet-fiscale parkeerplaatsen in de openbare ruimte. Dit zijn parkeerplaatsen waar gratis kan worden geparkeerd.","RVE Parkeren","februari","1 keer per jaar","2","","parkeerplaatsen","F8.","","","","9","3","","","Traffic","Parking spots non-fiscal","Number of non-fiscal parking spots in public space

Non-fiscal parking spot: a free parking spot","February","once a year"
"2850","Verkeer, Vervoer en Waterstaat","Verkeer","VKPMULDER","Parkeerplaatsen Mulderplaats","Parkeerplaatsen Mulderplaats","Aantal niet algemeen toegankelijke parkeerplaatsen in de openbare ruimte als blauwe zones, bus- of taxistandplaatsen, gehandicaptenparkeerplaatsen, plaatsen bestemd voor laden en lossen en plaatsen bestemd voor politie.","RVE Parkeren","februari","1 keer per jaar","2","","parkeerplaatsen","F8.","","","","9","3","","","Traffic","Parking spots non public","Number of  'Mulder parking spots' in public space.

Mulder parking spots are reserved for specific use like blue zones, bus- or taxi stands, disabled people, police and handling.","February","once a year"
"2860","Verkeer, Vervoer en Waterstaat","Verkeer","VKPARKEREN_R","Parkeervoorzieningen (1-10)","Parkeren auto (1-10)","Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Wat vindt u van het aanbod van parkeervoorzieningen in uw buurt? (1=ruim onvoldoende, 10= ruim voldoende).

Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten. ","Wonen in Amsterdam ","nvt","1 keer in de 2 jaar","3","","","F5.1","","Verkeer en Openbare ruimte","Verkeer","1","1","","","Traffic","Parking facilities (1-10)","Average score given to the question:
What is your opinion on the availability of parking facilities in your neighbourhood? 
1 = very insufficient and 10 = very sufficient 

The minimum number of respondents is 20.","n.a.","every two years"
"2870","Verkeer, Vervoer en Waterstaat","Verkeer","VKFIETSPARKEREN_R","Parkeervoorzieningen fietsen (1-10)","Parkeren fietsen (1-10)","Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Wat vindt u van het aanbod aan fietsparkeervoorzieningen in uw buurt (1=ruim onvoldoende, 10 = ruim voldoende)..

Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten. ","Wonen in Amsterdam ","nvt","1 keer in de 2 jaar","3","","","F5.1","","Verkeer en Openbare ruimte","Verkeer","1","1","","","Traffic","Parking facilities bikes (1-10)","Average score given to the question:
What is your opinion on the availability of bike parking facilities in your neighbourhood? 1 = very insufficient and 10 = very sufficient 

The minimum number of respondents is 20.","n.a.","every two years"
"2880","Verkeer, Vervoer en Waterstaat","Verkeer","VKPARKEEROVERLAST_R","Parkeeroverlast (1-10)","Parkeeroverlast (1-10)","Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Kunt u aangeven in welke mate u overlast ondervindt van parkeren? (1= ernstige overlast, 10 =geen overlast).

Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten. ","Wonen in Amsterdam ","nvt","1 keer in de 2 jaar","3","","","F5.1","","","","1","1","","","Traffic","Nuisance: parking (1-10)","On a scale of 1 to 10, can you indicate the degree of inconvenience you are experiencing regarding parking cars? 

A low score means that you experience a lot of inconvenience and a high score means that you experience little or no inconvenience.

Numbers are only available for areas with at least 20 respondents.

","n.a.","every two years"
"2890","Verkeer, Vervoer en Waterstaat","Verkeer","VKOV_R","Aanbod OV (1-10)","OV (1-10)","Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Wat vindt u van het aanbod van openbaar vervoer in uw buurt? (1=ruim onvoldoende, 10= ruim voldoende).

Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten. ","Wonen in Amsterdam ","nvt","1 keer in de 2 jaar","3","","","F5.1","","Verkeer en Openbare ruimte","Verkeer","1","1","","","Traffic","Public transport (1-10)","What is your opinion on the availability of public transport in your neighbourhood? 
1 = very insufficient and 10 = very sufficient 

Numbers are only available for areas with at least 20 respondents.","n.a.","every two years"
"2900","Verkeer, Vervoer en Waterstaat","Verkeer","VKOV65_R","Aanbod OV 65+ (1-10)","OV 65+ (1-10)","Gemiddeld rapportcijfer dat bewoners van 65 jaar en ouder geven als antwoord op de vraag: Wat vindt u van het aanbod van openbaar vervoer in uw buurt? (1=ruim onvoldoende, 10= ruim voldoende).

Er wordt alleen gerapporteerd over gebieden met minstens 20 respondenten. ","Wonen in Amsterdam ","nvt","1 keer in de 2 jaar","3","","","F5.1","","","","1","1","","","Traffic","Public transport 65+ (1-10)","Average score given by people aged 65 and over to the question:
What is your opinion on the availability of public transport in your neighbourhood? 1 = very insufficient and 10 = very sufficient 

Numbers are only available for areas with at least 20 respondents.","n.a.","every two years"
