Rijlabels;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Aan een externe partij uitbestede ICT-dienstverlening;Eindtotaal
Zeelandnet B.V.;;;;;;1;1;1
Zeewaardig;;;;;1;;;1
Zet Solutions B.V.;;;;;;1;;1
Ziekenhuis 'Nij Smellinghe';;;;;;;1;1
Zilt Bikes;1;;;;;;;1
Zite Media B.V.;;;1;;;;;1
Zitmaxx B.V.;1;;;;;;;1
Zorgcentrum Oldenhaghen;;;;;;;1;1
Zorgkwartet Beheer B.V.;;;;;;;1;1
Zuidema Personeelsmanagement B.V.;;;;1;;;;1
ZZ_3dNinja B.V.;;1;;;;;;1
&Maes B.V.;;;;;;;2;2
2 Behave;;;;;;;2;2
A.G. Advies B.V.;;;;;;;2;2
Aannemersbedrijf Peters B.V.;2;;;;;;;2
Abiom Communication Systems (A.C.S.) B.V.;;;;2;;;;2
Acapture B.V.;;;;;;;2;2
Adviesbureau Planplan;2;;;;;;;2
Aksum B.V.;;;;;;;2;2
Al Zahirah Tourism Investments FZ LLC;;;;;;;2;2
Alewijnse Utrecht;2;;;;;;;2
AMPLEXOR Netherlands;;;;;;;2;2
anoniem 13;2;;;;;;;2
Applied Biosystems;1;;;2;;;;2
Apps B.V.;;;;;;;2;2
Architektenburo en Bouwburo Coors B.V.;2;;;;;;;2
Ardis Organisatieontwikkeling B.V.;;;;;;;2;2
Arjo Nederland B.V.;2;;;;;;;2
Arnold Roos;;;;;;;2;2
Arob Antennebouw B.V.;1;;;1;2;;;2
ARP Nederland B.V.;;2;;;;;;2
ASB Security B.V.;;;1;;;2;;2
Audi Centrum Breda;2;;;;;;;2
Automatic Signal Rijsenhout B.V.;1;1;;1;;;;2
Autotelex B.V.;;;;2;;;;2
Avans Hogeschool B.V.;;;;;;;2;2
B.V. Architectenbureau Cees Dam;2;;;;;;;2
BAM Bouw en Techniek regio Zuidwest;2;;;;;;;2
Bas Vaandrager;2;;;;;;;2
BDO Audit & Assurance B.V.;;;;;;;2;2
Beck-online DIE DATENBANK;;;2;;;;;2
Benelux Solar & Technical Systems-Applications B.V.;;2;;;;;;2
Berko Noord B.V.;2;;;;;;;2
Between B.V.;;;;;;;2;2
BIS Bedrijfs Informatie Systemen B.V.;2;;;;;;;2
BKBO B.V.;;;;;;;2;2
Blauw Research B.V.;;;;;;;2;2
Boris van der Heijden Advies;;;;;;;2;2
Bouter B.V.;2;;;;;;;2
Bouwbedrijf Buiteveld B.V.;2;;;;;;;2
Bouwbedrijf De Zwart B.V.;2;;;;;;;2
Bouwbedrijf Meliskerke B.V.;2;;;;;;;2
BPRvisie Rental Solutions;2;;;;;;;2
Breur IJzerhandel Vlietlaan B.V.;2;;;;;;;2
British Broadcasting Corporation;;;;;;2;;2
Bruker France S.A.S.;2;;;;;;;2
Bruynzeel Storage Systems B.V.;2;;;;;;1;2
Burger Coaching & Advies;;;;;;;2;2
Bus' Handelmaatschappij B.V.;2;;;;;;;2
C6 Consultancy B.V.;;;;;;;2;2
CCV Group B.V.;1;1;1;;;1;1;2
CDDN QualiData B.V.;;;;;;;2;2
Central Point Nederland BV;2;;;2;;;;2
Chemical Abstracts Service;;;;2;;;;2
CIIO B.V.;;;;;;;2;2
Cloud Telecom;;;;;;;2;2
COBBS Industries B.V.;2;;;;;;;2
Colt Technology Services B.V.;;;;;;;2;2
Computest Services B.V.;;;;;;;2;2
Connected Information Systems B.V.;;;;2;;;;2
ContentValue Beheer B.V.;;;;2;;;;2
Control Risks Benelux B.V.;;;2;;;;;2
Cornelese Technical Systems B.V.;2;;;;;;;2
CRAYON B.V.;;;;;;;2;2
Crisisplan B.V.;;;;;;;2;2
CTM Solution B.V.;;;;2;;;;2
Cycling Dutchmen;;;;;;;2;2
D & A Medical Group B.V.;;;;;2;;;2
D.A. de Ruiter;;;;;;;2;2
DATA-collectief Groep B.V.;;;;;2;;;2
DBS Maaitechniek B.V.;2;;;;;;;2
De Horeca Academie Zakelijk B.V.;;;;;;;2;2
De Projectinrichter B.V.;2;;;;;;;2
De Ridder B.V.;2;;;;;;;2
De Vries Projekt Design B.V.;2;;;;;;;2
Defacto Software B.V.;;;;2;;;;2
DEKRA Certification B.V.;;;;;;;2;2
Detailresult Groep N.V.;;;;;;;2;2
Detron Mobile Solutions;;1;;1;;2;;2
DF Interim;;;;;;;2;2
Digidentity B.V.;;1;1;2;;1;;2
Direct2Improve B.V.;;;;;;;2;2
Directions on Microsoft;;;2;;;;;2
Discountoffice.nl B.V.;1;1;2;;1;1;;2
Diversey B.V.;2;;;;;;;2
DJM Bouw BV;2;;;;;;;2
DNV GL Business Assurance;;;;;;;2;2
Docspro B.V.;;1;;2;1;;;2
Doorwerth Groep B.V.;;;;;;;2;2
Doxis;;;;;;;2;2
DPI Animation House B.V.;1;;;;1;;;2
Durable Advice;;;;;;;2;2
Duracryl Flooring Systems Nederland B.V.;2;;;;;;;2
Dutch Drone Group B.V.;2;;;;;;;2
Easy Noise Control B.V.;2;;;;;;;2
Eaton Industries (Netherlands) B.V.;;2;;;;;;2
eclidian;;;;;;;2;2
Edpnet B.V.;;;;;;1;1;2
Effect Consulting B.V.;;;;;;;2;2
ElanWave Nederland B.V.;;1;2;;;;1;2
Electrocar B.V.;2;;;;;;;2
Elinex Power Solutions B.V.;2;;;;;;;2
Elscolab B.V.;2;;;;;;;2
Elsto-Boekholt-Dynatec B.V.;;;;;2;;;2
EMMA Communicatie B.V.;;;;;;;2;2
Enliven Media;;;;;;;2;2
Ensura Solutions B.V.;;;;;2;;;2
Entopic B.V.;;;;1;1;;;2
Evite Services B.V.;;;;;;;2;2
Experian Nederland B.V.;;;1;;;2;;2
ExpertDoc B.V.;;;;;2;;;2
Exsta Nederland B.V.;2;;;;;;;2
Facility Trade Group;2;;;;;;;2
Ferro Explore B.V.;;;;;;;2;2
Finaps B.V.;;;;2;;;2;2
Flec International B.V.;;;;;;;2;2
Fleur de Caf? B.V.;2;;;;;;;2
Flir Systems Trading Belgium BVBA;2;;;;;;;2
Forensisch Milieuonderzoek Nijboer;;;;;;;2;2
Forouzfar Laundry Systems B.V.;2;;;;;;;2
Fysicon B.V.;;;;2;;;;2
G2 Speech B.V.;1;;;2;;;;2
Games & Learning;;;;;;;2;2
Gauddi B.V.;1;;;;;1;;2
Gebr. Ter Haar Bakkerij-Machinehandel B.V.;2;;;;;;;2
GGz Centraal locatie Zon & Schild;;;;;2;;1;2
GGZ Dennenweg;;;;;;;2;2
Giarte Media Group B.V.;;;;;2;;;2
Haagse Beek organisatieadvies B.V.;;;;;;;2;2
Hackdefense B.V.;;;;1;2;;1;2
Haklander Interieurbouw B.V.;2;;;;;;;2
Hatek Lastechniek NH B.V.;2;;;;;;;2
HDM Management;;;;;;;2;2
Health2Work B.V.;2;1;1;;1;;;2
Hedayah;;;;;2;;;2
Hengst Holding B.V.;;;;;;;2;2
Heras B.V.;2;;;;;;;2
Het Motorhuis;2;;;;;;;2
Hewlett-Packard Nederland B.V.;;2;1;;;;;2
Hoeksma, Homans & Menting Org.adv. B.V.;;;;;;;2;2
Honeywell Building Solutions;2;;;;;;;2
Huiskes-Kokkeler Oldenzaal;2;;;;;;;2
iBabs B.V.;;1;2;1;;;;2
ID Ware International B.V.;1;;;;2;;;2
Ideeaanzee B.V.;;;;;;;2;2
Impact R&D;;;;;;;2;2
Improvement-IT B.V.;;;;2;;;;2
Improven B.V.;;;;;;;2;2
IMTA;;;;;;;2;2
Incredible Crowds B.V.;;;;;;;2;2
Infoprojects;;;;;;;2;2
Infracom Internet B.V.;;;;;;1;1;2
Ingenico e-Commerce Solutions B.V.;;;;2;;;;2
Innovention Change Management B.V.;;;;;;;2;2
Inquest B.V.;;;;;;;2;2
Inspiration Office;;2;;;;;;2
Instituut voor Psychotrauma Nederland B.V.;;;;;;;2;2
InterConnect Services B.V.;;;;1;;;1;2
Intermetzo Zorg;;;;;;;2;2
International Organization For Migration IOM;;;;;;;2;2
Intimus International Netherlands B.V.;2;2;1;;;;1;2
Iolan B.V.;1;;;1;;;;2
Iquality Business Solutions B.V.;2;;;;;;;2
Ivo Vrancken;;;;;;;2;2
JAM visueel denken B.V.;;;;;;;2;2
Janse de Jonge Advies;;;;;;;2;2
Joh. Enschedé Amsterdam B.V.;;;;;;;2;2
Jong & Je Wil Wat;;;;;;;2;2
Kagys;;;;;;;2;2
Kaliber Interactive B.V.;;;;;;;2;2
Karloff;;;;;;;2;2
Kembit B.V.;;;;2;;;;2
Khonraad Software Engineering B.V.;;;;2;;;;2
Kickstart Your Social Impact;;;;;;;2;2
Kiwa Nederland B.V.;;;;;;;2;2
Knol Bouwgroep B.V.;2;;;;;;;2
Knowledge Exchange B.V.;;;;;;2;;2
Koning & Hartman B.V.;;;;;;2;;2
Koninklijke Fabrieken Posthumus B.V.;;2;;;;;;2
Kors Hoogwerksystemen B.V.;2;;;;;;;2
KPN B.V. Hotspots;;;;;;2;;2
Kris Kras context, content and design;;;;;;;2;2
L.R.E. Weegtechniek;2;;;;;;;2
Lead B.V.;;;;2;;;;2
LexisNexis Univentio B.V.;;;1;;;1;;2
LGC Limited;2;;;;;;;2
Linia B.V.;2;;;;;;;2
Lloyd's Register Nederland B.V.;;;;;;;2;2
Lokale Zaken B.V.;;;;;;;2;2
LTP Advies B.V.;;;;;;;2;2
M & I /Partners B.V.;;;;;;;2;2
Maasdam Broers Fischer advocaten;;;;;;;2;2
Maasdam Groep B.V.;2;;;;;;;2
Machinehandel Overmars;2;;;;;;;2
Mainpress B.V.;;;2;;;1;;2
Manutan B.V.;2;1;1;;1;1;;2
Measuremen B.V.;;;;;;;2;2
Medizon B.V.;2;;;;;;;2
MegaSnel B.V.;;;;;2;;;2
Mekander;;;;;;;2;2
Meltwater The Netherlands B.V.;;;2;;;;;2
Mensch Creative Agency B.V.;;;;;;;2;2
Merlin Software B.V.;2;;;;;;;2
Metabolic Co÷peratief U.A.;;;;;;;2;2
Metos B.V.;2;;;;;;;2
Miele Nederland B.V.;2;;;;;;;2
Morgens B.V.;;;;;;;2;2
Motivaction International B.V.;;;;;;;2;2
Mproov Management en Organisatieontwikkeling;;;;;;;2;2
Mr. A. Rouvoet;;;;;;;2;2
Multi Profiel Magazijn- en Archiefinrichting;2;;;;;;;2
MWM2 B.V.;;;;2;;;;2
Nancy van Heusden Management Support;;;;;;;2;2
Nederlands Centrum voor Informatie Management;;;;;2;;;2
Neopost Finance B.V.;;2;;2;;;;2
NetAnts B.V.;;;2;;;;;2
Nilfisk B.V.;2;;;;;;;2
No Gutz No Glory;;;;;;;2;2
NTA;;;;;;;2;2
OCLC B.V.;;;2;2;;;;2
Okapion B.V.;;;;;;;2;2
Omnext B.V.;;;;;;;2;2
Omnisign B.V.;2;;;;;;;2
OnlyHuman Groep B.V.;;;;;;;2;2
Oostendorp Interieur en Meubelstoffering B.V.;2;;;;;;;2
Orcado B.V.;2;;;;;;;2
Organisatieluisteraars B.V.;;;;;;;2;2
Paardekooper;2;;;;;;;2
Panteia B.V.;;;;;;;2;2
PassQuat B.V.;;2;;1;;;1;2
PAYGM Ltd;;;;;;2;;2
PerkinElmer Nederland B.V.;2;;;;;;;2
Pheidis Consultants B.V.;;;;;;;2;2
Pillen Checkout Systems B.V.;2;;;;;;;2
Pinewood B.V.;;1;;1;;;;2
Polytrack B.V.;;;;1;1;;;2
Pouw Rijssen;2;;;;;;;2
PRCS Performance Delivery B.V.;;;;;;;2;2
Pretty Good Knowledge B.V.;;;;;;;2;2
ProcessGold B.V.;;;;;2;;;2
Qmatic Holland B.V.;;2;1;;;;;2
Quarter House Limited;;;;;;;2;2
Quarto B.V.;;1;;2;;;;2
R2 Retail Solutions B.V.;;;;2;;;;2
Raad van Buiten;;;;;;;2;2
Regional Support Office RSO-MIO;2;;;;;;;2
Regulator;;;;;;;2;2
Reversed Media;;;2;;;;;2
Right Marktonderzoek en Advies B.V.;;;;;;;2;2
S+B Rotterdam B.V.;2;;;;;;;2
SAMR;;;;;;;2;2
Schiphol Telematics B.V.;;;;;;1;1;2
Seastarters B.V.;;;;;;;2;2
Securify B.V.;;;;2;;;;2
Securitech Detection & Verification B.V.;;2;;;;;;2
Sensus-Methode B.V.;;;;;2;;;2
Sharewire B.V.;;;;;;;2;2
Shore & Offshore Security Management B.V.;;;;;;;2;2
Siemens Nederland N.V.;2;;;;;;;2
Silent Partners;;;;;;;2;2
Simone Koning;2;;;;;;;2
Smart Cable Technology B.V.;2;;;;;;;2
Smith Communicatie B.V.;;;;;;;2;2
Smits Van Burgst Beveiliging B.V.;;;;;;;2;2
Soda Studio B.V.;;;;;;;2;2
SOLOAN B.V.;2;;;;;;;2
Spanjaard Development & Training;;;;;;;2;2
Speechless;;;;;;;2;2
Square Consulting Group;;;2;;2;;1;2
Start People;;;;;;;2;2
Steam Advertising;;;;1;;;1;2
Steria Benelux S.A.;;;;2;;;;2
Stg. Dutch Inst. for Technology, Saf. & Sec.;;;;;2;;;2
Stg. Leger D. Heils Jeugdbesch.&Reclassering;;;;;;;2;2
Stg. Nat. Lucht- en Ruimtevaartlaboratorium;;;;;;;2;2
Sticht. Int. Belasting Documentatie Bureau;;;2;;;;;2
Sticht. The Hague Instit. for Innovat. of Law;;;;;;;2;2
Stichting 180   gedragsinterv./ontw. Jongeren;;;;;;;2;2
Stichting GDI.Foundation;;;;;2;;;2
Stichting Halt;;;;;;;2;2
Stichting MVO Nederland;2;;;;;;;2
Stichting Nederlands Fotomuseum;;;;;2;;;2
Stichting Restorative Justice Nederland;;;;;;;2;2
Stichting T.M.C. Asser Instituut;;;;;;;2;2
Stipp B.V.;;;2;2;;;;2
Strategisch Veiligheids Advies Jonge Vos;;;;;;;2;2
Stream B.V.;;;;;2;;;2
Strict Consultancy B.V.;;;;;;;2;2
SURFnet B.V.;;;;2;;;;2
Tardis Research B.V.;;;;;2;;;2
TES Install.techn. Service & Onderhoud B.V.;;1;;2;;;;2
TNS Nipo B.V.;;;;;;;2;2
TOPdesk Nederland B.V.;;;;2;;1;;2
Toyota Material Handling Nederland B.V.;2;;;;;;;2
Traurig Landtechnik GmbH;2;;;;;;;2
Trenton B.V.;;;;2;;;1;2
Trots Consultancy & Detachering B.V.;;;;;;;2;2
Truven Health Analystics LLC.;;;2;;;;;2
Tuwi Nederland B.V.;2;;;;;;;2
TVcN B.V.;;;;;;;2;2
USG Capacity;;;;;;;2;2
USG Restart;;;;;;;2;2
van de Kolk Consultancy;;;;;;;2;2
Vanberkel Professionals B.V.;;;;;;;2;2
Vandejong B.V.;;;;;;;2;2
VDMi Intelligence & Projects B.V.;;;;1;;;2;2
Veiligeusb.nl;1;1;;;;;;2
Verbindende Zaken;;;;;;;2;2
Vest IT Engineering B.V.;;;;;2;;;2
vhp Human Performance B.V.;;;;;;;2;2
VIA Software;;;;2;;;;2
Virtual Vaults Nederland;;;;2;;;;2
Vital Innovators B.V.;;;;;;;2;2
Vodafone Libertel B.V.;;;;;;2;;2
Volders Forensisch Milieuonderzoek;;;;;;;2;2
Voorhout Data Connection B.V.;1;1;;;1;;;2
VR Lab B.V..;;;;;;;2;2
Vreeburg Airport Advice;;;;;;;2;2
VRH Informatisering B.V.;;2;;1;;;;2
VRmagic Imaging GmbH;2;;;;;;;2
VWR International B.V.;2;1;;;;;;2
Waterzee;;;;;;;2;2
Weststrate;2;;;;;;;2
Wientjens B.V.;2;;;;;;;2
WillemsenMachines;2;;;;;;;2
Wind Internet;;;;1;;;2;2
Winkwaves B.V.;;;;2;;;1;2
Wolters Kluwer Nederland B.V.;;;1;2;;;;2
WorldStartupFactory B.V.;;;;;;;2;2
XA Document Solutions;;;2;;;;;2
Yellow Yard B.V.;;;2;;;;;2
Zarmina Babury;;;;;;;2;2
Ziggo Services B.V.;;;1;;;2;;2
AIB Safetech B.V.;;;;;;;3;3
Alpheios B.V.;3;;;;;;;3
Amici IT B.V.;3;;;;;;;3
Anoigo Services Limited;;;1;2;;2;;3
ARCADIS Nederland;;;;;;;3;3
Axians;;1;;2;;;;3
B.V. Algemeen Nederlands Persbureau ANP;;;2;;;3;;3
B.V.D.A. International B.V.;3;;1;;;;;3
Bochane Auto I B.V.;3;;;;;;;3
Bouwservice Fons van der Heijden B.V.;3;;;;;;;3
Brand Interieurs & Control Rooms B.V.;3;;;;;;;3
BSI Group The Netherlands B.V.;;;;;;;3;3
Bureau Beke;;;;;;;3;3
Capitola Digital B.V.;;;;;3;;;3
CGI;;1;;;3;;2;3
Chris Verhoef, Adviseur;;;;;;;3;3
CLB Integrated Solutions B.V.;;2;;3;;;;3
Clevr B.V.;;2;;1;3;;;3
Considerati B.V.;;;;;;;3;3
Content Strategy B.V.;;;;;;;3;3
Coosto Holding B.V.;;;2;2;1;;;3
COT Inst. v. Veiligh. & Crisismanagement B.V.;;;;;;;3;3
CraftsMen B.V.;;;;;;;3;3
Deloitte Accountants B.V.;;;;;;;3;3
Deloitte Consulting B.V.;;;;;;;3;3
Enigmatry B.V.;;;;;;;3;3
European Business Process Institute (EBPI) B.V.;;;;3;;;;3
Exact Software;;;;3;;;;3
Factiva Limited;;;;2;;3;;3
flux.partners B.V.;;;;;;;3;3
Four Lemons B.V.;3;;;;;;;3
Gemnet B.V.;;;3;;2;1;;3
GMI Groep B.V.;;;;;;;3;3
Heijmans Utiliteit;3;;;;;;;3
Hospitality Interim B.V.;;;;;;;3;3
In2Content B.V.;;;;;;;3;3
Incontrol Management Consultants B.V.;;;;2;;2;;3
Information Dynamics B.V.;;;;3;;;;3
Intelligence Group B.V.;;;;;;;3;3
IP Begeleiding;;;;;;;3;3
ISS Global Ltd.;;;;3;;;;3
Jungheinrich Nederland B.V.;3;;;;;;;3
Kompactor B.V.;3;;;;;;;3
KPN Consulting B.V.;;;;;;;3;3
Kropman Installatietechniek;3;;;;;;;3
LINKIT B.V.;;;;;;;3;3
Lost Lemon B.V.;;;;;;;3;3
Louwman & Parqui B.V.;3;;;;;;;3
M&R Micro-Imaging;;;;;;;3;3
Maastricht Aachen Airport B.V.;;;;;;;3;3
Madison Gurkha B.V.;;;2;;2;;2;3
Manav Telecom;2;;1;;;2;;3
MDxHealth Research B.V.;;2;;2;;;;3
Metis IT B.V.;;;;;2;;3;3
Motrac Intern Transport B.V.;3;;;;;;;3
Neopost;3;2;;;;;;3
Net2Legal Consultants;;;;;;;3;3
Nine Thirty B.V.;;;;;2;;2;3
Oasis Data & Archief;;;;;;;3;3
OpenRemote;;;;;;;3;3
Pakkt Organisatieadviesbureau B.V.;;;;;;;3;3
PARAG;;;;;;;3;3
Pels Rijcken & Droogleever Fortuijn N.V.;;;;;;;3;3
Perdon Hout en Interieur B.V.;3;;;;;;;3
PostNL Data Solutions B.V.;;;;;;;3;3
Pricewaterhousecoop. Belastingadviseurs N.V.;;;;;;;3;3
Privacy Management Partners Coöperatie UA;;;;;;;3;3
Promax Cloud Security B.V.;;;;;;2;2;3
QuoVadis Trustlink B.V.;;1;3;2;;;;3
Radar Advies B.V.;;;;;;;3;3
Randoe Verandermanagement;;;;;;;3;3
Redkiwi B.V.;;;1;2;;;;3
Regioplan Beleidsonderzoek B.V.;;;;;;;3;3
Rekenservice;;;;;;3;;3
Riscure B.V.;;;;;2;;3;3
Schiphol Nederland B.V.;;;;;;;3;3
SMELT Europe;3;;;;;;;3
Sociaal Economisch OndeRzoek Rotterdam B.V.;;;;;;;3;3
SPITZ congres & event B.V.;;;;;;;3;3
Sprokkereef Consultancy;;;;;;;3;3
Stelvio Coaching & Advies;;;;;;;3;3
Stg. Studiecentr. Crimin. en Rechtshandhaving;;;;;;;3;3
Stichting Nationaal Onderwijs Museum;;;;;;;3;3
Strijbosch B.V.;3;1;;;1;;;3
SubsidieCenter;;;;;;;3;3
T&T Compet&t.b.v.;1;;;1;;2;3;3
Technimo nv-sa;3;;;;;;;3
Twiza Transcultureel Advies en Rapportage;;;;;;;3;3
Twynstra Gudde;;;;;;;3;3
Twynstra Gudde Huisv., V.g. en Fac. Man. B.V.;;;;;;;3;3
University of Patras, Research Committee;;;;;;;3;3
Van Vlier Media B.V.;;;;;;;3;3
X Pact B.V.;;;2;;2;;;3
XS4ALL Internet B.V.;;;2;;1;2;;3
Yacht;;;;;;;3;3
Zomerdijk & Groenheijde Telecommunicatie;1;;;3;1;;;3
Zunderdorp B.V.;;;;;;;3;3
Actacom Nederland B.V.;;2;;;;;4;4
Adviesbureau Van Montfoort B.V.;;;;;;;4;4
Agilent Technologies Netherlands B.V.;4;;;;;;;4
Baker Tilly Berk Eindhoven;;;;2;;;4;4
Be Informed B.V.;;;;4;;;;4
Behr Groep Nederland B.V.;;;;;;;4;4
BKB;;;;;;;4;4
BMC Implementatie;;;;;;;4;4
Boer & Croon Executive Management B.V.;;;;;;;4;4
Bouw- en Aannemingsbedrijf L. Dijkxhoorn B.V.;4;;;;;;;4
BPI Services B.V.;2;;;1;1;;4;4
Buyitdirect.com NV;4;;;2;;1;;4
C.P.E. Production;4;;;;;;;4
Centralpoint Nijmegen B.V.;2;;;4;;;;4
Christelijke Hogeschool Windesheim;;;;;;;4;4
CM Telecom B.V.;;;2;;3;3;;4
De Galan Groep B.V.;;;;;;;4;4
De Staffing Groep Nederland B.V.;;;;;;;4;4
Decos Mobile Solutions B.V.;;;3;2;;;2;4
DSP-Groep B.V.;;;;;;;4;4
Evers Kassasystemen B.V.;4;;;3;;;;4
Eyckveld B.V.;;;;;;;4;4
FlexIntens Werving, Selectie & Detacher. B.V.;;;;;;;4;4
Forensic Technology;;;;4;;;;4
Fresh Forward;;;;;;;4;4
Gaston Schul Customs B.V.;4;;;;;;;4
Ingressus B.V.;;;2;4;;;;4
Inter (VCD) B.V.;4;2;;2;;;;4
Intos B.V.;4;;;;;;;4
Johnson Health Tech. Netherlands B.V.;4;;;;;;;4
KPMG Audit;;;;;;;4;4
KPMG Staffing & Facility Services B.V.;;;;;;;4;4
Leaseplan Nederland N.V.;4;;;;;;;4
Maasmond B.V.;4;;;;;;;4
Manpower Personeelplanning;;;;;;;4;4
MediFirst B.V.;;;;;;;4;4
Mercedes-Benz Vans Nederland B.V.;4;;;;;;;4
MoorContent;;;;;;;4;4
Mount Knowledge B.V.;;;;;;;4;4
Nauta Security Storage B.V.;4;;;;;;;4
one2many B.V.;2;;;;;;3;4
ORION Duurzaam Leren B.V.;;;;;;;4;4
OSAGE communicatie en ontwerp;1;;;;;;4;4
P.I.P. Interieur Productie B.V.;4;;;;;;;4
Pricewaterhousecoopers N.V.;2;;;;2;;4;4
RebelGroup Executives B.V.;;;;;;;4;4
Ricoh;;1;1;4;1;;;4
Sectra Communications B.V.;;2;3;;2;;;4
Stg. Dr. Hilda Verwey-Jonker, I.v.O. van M.V.;;;;;;;4;4
Stg. Routerings (Int.)Nat. Informatiestromen;;;3;2;;;;4
Stichting Ideefix;;;;;;;4;4
Telio Nederland B.V.;;2;3;2;4;1;;4
Topicus.Healthcare B.V.;;;;4;1;;;4
Visser B.V.;4;;;;;;;4
WCC Services;;;;4;;;;4
Ziggo B.V.;1;1;3;;1;2;;4
Avex B.V.;4;5;1;;;;;5
Boerhof Projectinrichters;5;;;;;;;5
Carrosserie Akkermans B.V.;5;;;;;;;5
Croonwolter&dros B.V.;5;;;;2;;;5
Dassault SystÃƒÂ¨mes B.V.;;;;5;;;;5
Detron Communication Solutions;3;4;1;1;1;4;;5
Eindhoven Airport N.V.;;;;;;;5;5
Electrolux Professional B.V.;5;;;;;;;5
FireEye Ireland Limited;;;2;;5;;;5
Gartner Nederland B.V.;;;;3;;;4;5
Groningen Airport Eelde N.V.;;;;;;;5;5
Hamilton Germany GmbH;5;;;;;;;5
HeadFirst B.V.;;;;;;;5;5
IDEMIA Identity & Security France;5;;;;;;;5
Jeol (Europe) B.V.;5;;;;;;;5
Mavention B.V.;;;;5;;;;5
Omnicom Public Relations Group B.V.;;;;;;;5;5
Oracle Nederland;;;;5;3;;;5
PA Consulting Services B.V.;;;;;;;5;5
PBLQ B.V.;;;;;;;5;5
Recorded Future AB;;;;;5;;;5
Rotterdam Airport B.V.;;;;;;;5;5
Schutten It B.V.;4;4;;2;;;;5
Shimadzu Benelux;5;;;;;;;5
Significant B.V.;;;;;;;5;5
SOS (Netherlands) B.V.;;;;;;;5;5
Stg. Centr. voor Arbeidsverhoud. Overh.pers.;;;;;;1;5;5
Tulip 2;;;;;;4;3;5
Verdonck, Klooster & Associates B.V.;;;;;;;5;5
Andersson Elffers Felix;;;;;;;6;6
Attenti Electronic Monitoring;4;;;1;5;;;6
Berenschot Groep B.V.;;;;;;;6;6
Centric Netherlands B.V.;;6;;2;;;;6
Comparex;;;2;6;2;;;6
DXC Technology;;;;5;4;;;6
Ernst & Young Accountants LLP;;;;;3;;5;6
FMMU Advies B.V.;;;;;;;6;6
Fox-IT;;5;;2;5;;;6
Gispen Kantoorinrichting;6;;;;;;;6
Impulse Info Systems;;;;5;4;;;6
Ned. Org. voor toegep.-nat.wetensch. ond. TNO;;;;;;;6;6
Ordina Technologie & Competenties B.V.;;;;;6;;3;6
Primair Projekt B.V.;6;;;;;;;6
ROHDE & GRAHL B.V.;6;;;;;;;6
Seceurtronics Nederland B.V.;6;;;;;;;6
SLTN IT Professionals B.V.;5;4;;;;;1;6
VX Company IT Services B.V.;;;;6;;;4;6
Accenture B.V.;;;;7;;;;7
Buyitdirect.com N.V.;7;6;5;1;4;6;;7
Capgemini Nederland B.V.;;;;3;;;7;7
Central Point Nederland B.V.;7;5;3;1;5;6;;7
Equinix (Netherlands) B.V.;;;;;7;;;7
Fox Crypto B.V.;;;;2;7;;;7
G4S Cash Solutions B.V.;;;;;7;;;7
Hamilton Storage GmbH;7;2;;;;;;7
i3 groep;;7;;2;;;;7
Insight Enterprises Netherlands B.V.;5;2;4;7;1;;;7
KPN B.V.;3;4;4;5;3;7;2;7
Misco Solutions B.V.;7;6;2;4;3;;;7
SLTN IT Products B.V.;7;7;2;1;1;;;7
Talk & Vision B.V.;7;5;;;;;;7
Telindus-ISIT B.V.;5;5;7;;5;;;7
Vepa Kantoor- en Projektmeubelen;7;1;;;;;;7
Vodafone;2;1;4;;1;7;3;7
Xerox (Nederland) B.V.;7;3;2;1;1;4;1;7
PQR B.V.;8;7;5;6;2;2;;8
Solvinity;2;5;7;6;5;7;4;8
Unisys Nederland N.V.;;;;7;7;;7;8
Atos Nederland B.V.;;;1;1;1;;9;9
Fujitsu Technology Solutions B.V.;1;3;1;9;1;;7;9
Protinus IT B.V.;7;7;6;8;6;6;4;9
Scholten Awater B.V.;8;7;3;7;6;4;2;9
SoftwareONE B.V.;4;1;5;9;;;6;9
Tele2 Nederland B.V.;4;7;5;;5;8;;9
COMPAREX Nederland B.V.;7;4;7;9;7;;4;10
Eindtotaal;10;9;9;11;9;9;10;13
;;;;;;;;
