FID,omschr,aant_msk,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,fk_veld1,fk_veld4,izi_side,ibn,vnrwol,gdb_geomattr_data,shape
mengstroken_wegvak.1042,Uitrijstrook,1 -> 1,H,600453963,2022-03-01T00:00:00,1657,1715,060045396320220301,KLK0008602851,L,I,3,,"LINESTRING (196921.79340000078 396073.1897, 196923.99590000138 396054.999400001, 196926.72590000182 396035.1864, 196929.6416000016 396016.0216999985)"
mengstroken_wegvak.1043,Weefstrook,1 -> 1,H,312535004,2022-03-01T00:00:00,0,446,031253500420220301,KLK0008071764,R,I,3,,"LINESTRING (156329.9134999998 567662.1526999995, 156754.21009999886 567525.3682999983)"
mengstroken_wegvak.1044,Invoegstrook,1 -> 1,H,399528020,2022-03-01T00:00:00,0,346,039952802020220301,KLK0008072849,R,I,3,,"LINESTRING (199666.56289999932 564237.4351000004, 199815.497299999 564497.5370999984, 199838.46319999918 564537.7120999992)"
mengstroken_wegvak.1073,Uitrijstrook,1 -> 1,H,341520003,2022-03-01T00:00:00,2039,2167,034152000320220301,KLK0008584007,R,I,3,,"LINESTRING (172579.27230000123 559538.8150999993, 172583.56920000166 559537.7507000007, 172603.11190000176 559533.4888000004, 172623.69319999963 559529.693500001, 172643.4466000013 559526.5309000015, 172663.26460000128 559523.8385999985, 172673.30299999937 559522.6842, 172706.20949999988 559520.0397000015)"
mengstroken_wegvak.1045,Splitsing,1 -> 1,H,600427658,2022-03-01T00:00:00,626,1028,060042765820220301,KLK0008584164,R,I,2,,"LINESTRING (181987.94099999964 551887.4725000001, 182013.26680000126 551870.6053000018, 182029.76929999888 551859.3040999994, 182046.17080000043 551847.8590000011, 182069.81769999862 551831.0223000012, 182103.50829999894 551806.2615999989, 182119.45160000026 551794.1860000007, 182135.3429000005 551782.0425000004, 182157.624499999 551764.5997000001, 182188.7501000017 551739.4726999998, 182212.06590000167 551720.0626000017, 182242.45039999858 551694.0474000014, 182257.4470999986 551680.8132000007, 182272.31269999966 551667.4270000011, 182303.06720000133 551638.9741000012)"
mengstroken_wegvak.1046,Weefstrook,1 -> 1,H,600143609,2022-03-01T00:00:00,0,754,060014360920220301,KLK0008580989,L,I,3,,"LINESTRING (183675.0502000004 552032.0632999986, 183649.04100000113 551992.4659999982, 183622.90190000087 551953.6477999985, 183600.1875 551920.7252999991, 183567.22520000115 551874.0760999992, 183534.9699999988 551829.7452000007, 183512.7575000003 551799.9488000013, 183489.31540000066 551769.1251999997, 183458.1757999994 551729.0943999998, 183433.28779999912 551697.7793999985, 183403.88190000132 551661.7148000002, 183378.47419999912 551631.2551999986, 183353.0014999993 551601.2925000004, 183339.92669999972 551586.1585999988, 183302.64330000058 551543.7573999986, 183264.97030000016 551502.0634999983, 183239.48539999872 551474.5678999983, 183208.11520000175 551441.4593000002)"
mengstroken_wegvak.1047,Weefstrook,1 -> 1,H,369505005,2022-03-01T00:00:00,0,327,036950500520220301,KLK0008581032,R,I,3,,"LINESTRING (184606.65819999948 552505.760400001, 184758.93930000067 552503.2012999989, 184778.9375 552503.0185000002, 184933.5379000008 552500.5291999988)"
mengstroken_wegvak.1048,Uitrijstrook,1 -> 1,H,600147422,2022-03-01T00:00:00,1182,1408,060014742220220301,KLK0008602034,L,I,3,,"LINESTRING (195866.74480000138 353369.4426999986, 195811.48440000042 353312.50609999895, 195742.21559999883 353240.38159999996, 195709.99340000004 353206.6158000007)"
mengstroken_wegvak.1049,Uitrijstrook,1 -> 1,H,600149284,2022-03-01T00:00:00,3389,3607,060014928420220301,KLK0008602410,L,I,3,,"LINESTRING (207309.3759999983 370342.44260000065, 207300.33399999887 370324.2014000006, 207287.33590000123 370297.9792000018, 207269.23409999907 370262.3095000014, 207232.440200001 370191.27050000057, 207209.71570000052 370148.08089999855)"
mengstroken_wegvak.1050,Uitrijstrook,1 -> 1,H,400530007,2022-03-01T00:00:00,1715,1945,040053000720220301,KLK0008072911,R,I,3,,"LINESTRING (201169.69159999862 566723.1666000001, 201174.94040000066 566730.061900001, 201191.06159999967 566750.7864000015, 201203.73889999837 566766.3264000006, 201216.61450000107 566781.6411000006, 201229.67810000107 566796.7883000001, 201242.92020000145 566811.7767000012, 201256.35080000013 566826.5973999985, 201271.2514999993 566842.6719000004, 201285.13329999894 566857.2072999999, 201299.1576000005 566871.4730000012, 201322.45899999887 566894.2941999994)"
mengstroken_wegvak.1051,Invoegstrook,1 -> 1,H,347518121,2022-03-01T00:00:00,0,260,034751812120220301,KLK0010093198,R,I,3,,"LINESTRING (173614.43059999868 559475.4849999994, 173869.8227000013 559463.0139000006, 173874.12159999833 559462.8143999986)"
mengstroken_wegvak.1052,Uitrijstrook,1 -> 1,H,347518121,2022-03-01T00:00:00,475,595,034751812120220301,KLK0008584010,R,I,3,,"LINESTRING (174088.91600000113 559453.5610000007, 174128.0300000012 559452.4316000007, 174146.9710999988 559452.1849000007, 174169.93549999967 559452.2443999983, 174209.35940000042 559452.991799999)"
mengstroken_wegvak.1053,Uitrijstrook,1 -> 1,H,600144573,2022-03-01T00:00:00,1101,1326,060014457320220301,KLK0008584237,L,I,3,,"LINESTRING (187567.74240000173 553136.2938000001, 187351.13899999857 553076.9880999997)"
mengstroken_wegvak.1054,Uitrijstrook,1 -> 1,H,600150568,2021-10-01T00:00:00,2525,2763,060015056820211001,KLK0008643913,R,I,3,,"LINESTRING (235744.83740000054 575580.5111999996, 235741 575591, 235719 575656, 235692 575743, 235681 575782, 235675.59299999848 575807.7144000009)"
mengstroken_wegvak.1055,Invoegstrook,1 -> 1,H,600150568,2021-10-01T00:00:00,0,343,060015056820211001,KLK0008111675,R,I,3,,"LINESTRING (236701.29899999872 573277.2340000011, 236699.16800000146 573303.2170000002, 236685 573475, 236677 573554, 236669 573603, 236666.3044999987 573618.2747000009)"
mengstroken_wegvak.1056,Invoegstrook,1 -> 1,H,459560070,2021-10-01T00:00:00,985,1095,045956007020211001,KLK0009960340,R,I,3,,"LINESTRING (230427.09580000117 579682.0251999982, 230528.872299999 579641.0909999982)"
mengstroken_wegvak.1057,Invoegstrook,1 -> 1,H,493518032,2022-03-01T00:00:00,0,239,049351803220220301,KLK0008596048,R,I,3,,"LINESTRING (246741.9252000004 559133.1886, 246751.08559999987 559136.4329999983, 246826.38580000028 559163.4411000013, 246935.84629999846 559203.123399999, 246966.71049999818 559214.3812000006)"
mengstroken_wegvak.1058,Invoegstrook,1 -> 1,H,467508004,2022-03-01T00:00:00,0,224,046750800420220301,KLK0008595964,R,I,3,,"LINESTRING (233719.53020000085 554239.0861000009, 233758.5174999982 554230.0962999985, 233778.0487000011 554225.7490000017, 233846.32030000165 554211.0144000016, 233935.9151000008 554192.2347000018, 233938.45789999887 554191.7160999998)"
mengstroken_wegvak.1059,Invoegstrook,1 -> 1,H,503525013,2022-03-01T00:00:00,0,247,050352501320220301,KLK0008596133,R,I,3,,"LINESTRING (251608.97670000046 562773.8894999996, 251610.71979999915 562775.2899999991, 251647.6565000005 562806.0724, 251677.9937000014 562832.0733999982, 251693.04019999877 562845.2496999986, 251713.8456000015 562863.7762999982, 251767.90450000018 562912.9805999994, 251782.74960000068 562926.3698000014, 251794.61030000076 562936.7754000016)"
mengstroken_wegvak.1060,Uitrijstrook,1 -> 1,H,600143612,2022-03-01T00:00:00,69,312,060014361220220301,KLK0008581033,L,I,3,,"LINESTRING (184869.66640000045 552521.8519000001, 184820.4354000017 552522.7148000002, 184626.62779999897 552525.7873999998)"
mengstroken_wegvak.1061,Uitrijstrook,1 -> 1,H,362494016,2022-03-01T00:00:00,3231,3464,036249401620220301,KLK0008580921,R,I,3,,"LINESTRING (182207.44570000097 550415.4686999992, 182242.9235999994 550448.3651, 182286.75019999966 550489.3445999995, 182315.77910000086 550516.8641999997, 182376.30920000002 550575.5903999992)"
mengstroken_wegvak.1062,Invoegstrook,1 -> 1,H,362494016,2022-03-01T00:00:00,0,323,036249401620220301,KLK0008580920,R,I,3,,"LINESTRING (181047.63969999924 547460.2410000004, 181075.08850000054 547627.4767999984, 181097.94359999895 547765.5987000018, 181100.23530000076 547778.9296999983)"
mengstroken_wegvak.1063,Invoegstrook,1 -> 1,H,600143607,2022-03-01T00:00:00,0,344,060014360720220301,KLK0008563397,L,I,3,,"LINESTRING (182498.63969999924 550727.1999000013, 182428.442400001 550655.9794999994, 182400.2003000006 550627.6517000012, 182365.2707999982 550593.1557999998, 182330.184799999 550559.1893000007, 182295.77760000154 550526.4527000003, 182261.8874000013 550494.745000001, 182252.9021999985 550486.5368000008)"
mengstroken_wegvak.1064,Uitrijstrook,1 -> 1,H,600143607,2022-03-01T00:00:00,3089,3309,060014360720220301,KLK0008637642,L,I,3,,"LINESTRING (181122.55530000106 548036.9329999983, 181086.28880000114 547819.637600001)"
mengstroken_wegvak.1065,Uitrijstrook,2 -> 2,H,600147997,2022-03-01T00:00:00,0,52,060014799720220301,KLK0008601261,L,I,2,,"LINESTRING (199437.35449999943 357847.8966999985, 199442.24870000035 357843.84739999846, 199457.50519999862 357805.1096000001, 199459.79399999976 357801.57499999925)"
mengstroken_wegvak.1066,Weefstrook,1 -> 1,H,600147459,2022-03-01T00:00:00,0,965,060014745920220301,KLK0008602189,L,I,3,,"LINESTRING (199771.99489999935 357230.87220000103, 199792.88549999893 357174.6462999992, 199806.3205000013 357136.9699999988, 199815.97239999846 357109.0592, 199828.77490000054 357071.15780000016, 199841.1704000011 357033.1262000017, 199859.0410999991 356975.8478000015, 199870.24909999967 356938.3707999997, 199875.82429999858 356919.16310000047, 199886.7039999999 356880.66690000147, 199894.36030000076 356852.65480000153, 199909.52490000054 356794.60280000046, 199917.0636 356764.2971000001, 199926.38080000132 356725.4026999995, 199930.8911000006 356705.9173000008, 199939.57349999994 356666.87099999934, 199947.81949999928 356627.7272000015, 199954.16530000046 356595.6457999982, 199957.8462000005 356575.98629999906, 199964.69849999994 356536.5775000006, 199969.30820000172 356507.56159999967, 199972.21310000122 356487.7730999999, 199977.41519999877 356448.1116000004, 199981.13199999928 356414.22780000046, 199983.0188000016 356394.3167999983, 199984.82389999926 356372.29940000176, 199986.21059999987 356352.34650000185, 199987.37170000002 356332.3792000003, 199988.21799999848 356312.3968000002, 199988.75519999862 356294.48319999874)"
mengstroken_wegvak.1067,Invoegstrook,1 -> 1,H,600147464,2022-03-01T00:00:00,0,344,060014746420220301,KLK0008602335,L,I,3,,"LINESTRING (202627.26419999823 364078.50659999996, 202595.67449999973 364057.2188999988, 202579.20600000024 364045.8528999984, 202541.83419999853 364019.22679999843, 202509.71770000085 363995.3643999994, 202493.80970000103 363983.24060000107, 202462.31960000098 363958.5753000006, 202431.26260000095 363933.3546999991, 202415.91490000114 363920.5126999989, 202395.3264000006 363902.9428000003, 202365.28990000114 363876.5230999999, 202355.754900001 363867.8200000003)"
mengstroken_wegvak.1068,Uitrijstrook,1 -> 1,H,600435682,2022-03-01T00:00:00,339,560,060043568220220301,KLK0008602200,L,I,3,,"LINESTRING (199160.3350000009 358533.7941999994, 199161.4257999994 358528.3458000012, 199166.58700000122 358505.1966000013, 199171.2111000009 358485.7329000011, 199176.13549999893 358466.34699999914, 199181.34809999913 358447.03810000047, 199186.77180000022 358427.7857999988, 199194.91789999977 358400.53269999847, 199200.96730000153 358381.4791000001, 199207.27059999853 358362.49819999933, 199213.7782999985 358343.5859999992, 199221.62409999967 358321.90260000154)"
mengstroken_wegvak.1069,Uitrijstrook,1 -> 1,H,600149096,2022-03-01T00:00:00,1196,1410,060014909620220301,KLK0008602505,R,I,3,,"LINESTRING (206421.4512999989 375335.4147000015, 206415.48279999942 375343.6070000008, 206404.0636 375360.0276999995, 206392.94640000165 375376.65410000086, 206382.19889999926 375393.5322000012, 206367.9257999994 375417.02419999987, 206361.3823999986 375428.42660000175, 206357.9587999992 375434.3924999982, 206357.05629999936 375436.0417000018, 206348.35319999978 375451.9448999986, 206339.13329999894 375469.69370000064, 206330.2452000007 375487.61140000075, 206321.71409999952 375505.7109999992, 206314.8407999985 375520.95230000094)"
mengstroken_wegvak.1070,Weefstrook,1 -> 1,H,399110010,2022-03-01T00:00:00,0,382,039911001020220301,KLK0008602146,R,I,3,,"LINESTRING (199667.97989999875 355311.38809999824, 199689.95160000026 355339.17449999973, 199702.08199999854 355355.0780999996, 199713.58579999954 355370.58399999887, 199725.25950000063 355386.7972000018, 199736.71770000085 355403.1898000017, 199747.97089999914 355419.7272000015, 199763.3775999993 355443.1116000004, 199774.07600000128 355459.92599999905, 199784.58460000157 355476.9459999986, 199794.85830000043 355494.1057000011, 199804.92350000143 355511.3892999999, 199820.06120000035 355538.4648000002, 199829.52070000023 355556.0879999995, 199838.7580000013 355573.8271000013, 199847.74240000173 355591.69779999927, 199858.47989999875 355613.8903999999, 199868.33359999955 355635.11199999973)"
mengstroken_wegvak.1071,Uitrijstrook,1 -> 1,H,600427660,2022-03-01T00:00:00,881,1127,060042766020220301,KLK0008564999,L,I,3,,"LINESTRING (180797.97250000015 552776.1425999999, 180768.72210000083 552821.012600001, 180747.39889999852 552854.8553000018, 180719.28280000016 552900.3671000004, 180698.96429999918 552933.9519000016, 180668.50239999965 552985.0846000016)"
mengstroken_wegvak.1072,Uitrijstrook,1 -> 1,H,388511011,2022-03-01T00:00:00,3913,4149,038851101120220301,KLK0008584410,R,I,3,,"LINESTRING (196488.98490000144 558926.8326000012, 196599.56969999894 559135.6064999998)"
mengstroken_wegvak.1074,Uitrijstrook,1 -> 1,H,341520003,2022-03-01T00:00:00,0,255,034152000320220301,KLK0008583978,R,I,3,,"LINESTRING (170865.89990000054 560497.0419999994, 170881.79769999906 560462.7406000011, 170896.04309999943 560433.6295000017, 170905.3214999996 560415.9114000015, 170915.04419999942 560398.4299999997, 170927.97929999977 560376.8147, 170936.0940000005 560363.9593000002, 170947.1438000016 560347.3062999994, 170958.7115000002 560330.9910000004, 170963.9567000009 560323.9070999995, 170976.12999999896 560308.0417999998, 170988.69810000062 560292.4840999991, 170998.73209999874 560280.5516999997)"
mengstroken_wegvak.1075,Uitrijstrook,1 -> 1,H,307534006,2022-03-01T00:00:00,388,550,030753400620220301,KLK0008582109,R,I,3,,"LINESTRING (154294.4312000014 567242.510400001, 154296.77439999953 567244.2875999995, 154300.48889999837 567247.6427000016, 154319.78200000152 567263.5458999984, 154342.2386999987 567283.0938000008, 154359.89339999855 567299.3007999994, 154374.21299999952 567313.2641000003, 154395.10269999877 567334.1504000016, 154412.97569999844 567353.190200001)"
mengstroken_wegvak.1076,Uitrijstrook,1 -> 1,H,600136945,2022-03-01T00:00:00,955,1195,060013694520220301,KLK0008583647,L,I,3,,"LINESTRING (155544.7408999987 567824.6633000001, 155537.4776000008 567824.5932999998, 155517.4620999992 567824.1438999996, 155477.41820000112 567822.6785000004, 155443.39119999856 567820.8101000004, 155403.49610000104 567817.9140000008, 155379.44399999827 567815.818500001, 155359.61050000042 567813.8969999999, 155339.69810000062 567811.7599, 155305.69700000063 567807.5441999994)"
mengstroken_wegvak.1077,Uitrijstrook,1 -> 1,H,600137495,2022-03-01T00:00:00,1550,1810,060013749520220301,KLK0008583772,L,I,3,,"LINESTRING (163100.0967000015 563661.6442999989, 163062 563674, 163004 563697, 162929 563733, 162886 563756, 162862.74080000073 563766.6900000013)"
mengstroken_wegvak.1078,Invoegstrook,1 -> 1,H,600137495,2022-03-01T00:00:00,0,297,060013749520220301,KLK0008583817,L,I,3,,"LINESTRING (164615.2670999989 563342.4706999995, 164514.9481999986 563371.1631999984, 164443.03429999948 563389.8957999982, 164327.87209999934 563417.1572999991)"
mengstroken_wegvak.1079,Invoegstrook,1 -> 1,H,310535004,2022-03-01T00:00:00,0,323,031053500420220301,KLK0008583646,R,I,3,,"LINESTRING (155328.061999999 567789.7608999982, 155345.753800001 567791.7309999987, 155368.55409999937 567794.1876000017, 155382.1228 567795.5218999982, 155391.82699999958 567796.4428999983, 155402.65300000086 567797.3143000007, 155416.97549999878 567798.4671999998, 155429.83089999855 567799.5018999986, 155447.08469999954 567800.6011000015, 155464.29919999838 567801.5826000012, 155484.9785999991 567802.5753000006, 155506.77320000157 567803.3944000006, 155526.6013999991 567803.8189000003, 155546.43769999966 567804.2247000001, 155566.20600000024 567804.3132999986, 155582.5689000003 567804.2547000013, 155598.60929999873 567804.1380000003, 155609.80310000107 567803.9618000016, 155626.62090000138 567803.5683000013, 155644.6147999987 567802.9822999984, 155650.45569999889 567802.7193000019)"
mengstroken_wegvak.1080,Uitrijstrook,1 -> 1,H,600481823,2022-02-01T00:00:00,82,297,060048182320220201,KLK0008537259,L,I,2,,"LINESTRING (111095.2479000017 427098.74340000004, 111084.48779999837 427110.0940999985, 111074.81280000135 427121.49709999934, 111053.72789999843 427147.56870000064, 111050.25820000097 427151.5659000017, 111043.31450000033 427158.71350000054, 111038.1261 427163.43090000004, 111034.32189999893 427166.6548999995, 111030.34409999847 427169.685899999, 111026.25890000165 427172.5700000003, 111020.67990000173 427176.1517000012, 110999.31109999865 427189.0978000015, 110993.82679999992 427192.79470000044, 110989.76550000161 427195.7485000007, 110982.0073999986 427202.058699999, 110978.27789999917 427205.4017999992, 110975.42700000107 427208.2089000009, 110969.16930000111 427214.91899999976, 110945.19110000134 427249.40459999815)"
mengstroken_wegvak.1081,Uitrijstrook,1 -> 1,H,222254032,2022-02-01T00:00:00,3531,3771,022225403220220201,KLK0008477822,R,I,4,,"LINESTRING (114156.74320000038 426472.9228999987, 114168.16589999944 426468.6636000015, 114178.78880000114 426464.4583999999, 114197.62180000171 426457.7038999982, 114235.07649999857 426443.64550000057, 114272.30600000173 426429.01779999956, 114331.808699999 426405.189199999, 114380.58830000088 426386.1086000018)"
mengstroken_wegvak.1082,Invoegstrook,1 -> 1,H,222254032,2022-02-01T00:00:00,0,338,022225403220220201,KLK0008091407,R,I,4,,"LINESTRING (110704.06549999863 427175.35610000044, 110778.35029999912 427145.77259999886, 110815.60300000012 427131.2041000016, 110852.95560000092 427116.8922000006, 110890.77019999921 427102.89559999853, 110928.39779999852 427089.4204000011, 110947.32629999891 427082.9615999982, 110984.70820000023 427070.7767000012, 111003.78029999882 427064.83960000053, 111021.4814000018 427059.6066999994)"
mengstroken_wegvak.1083,Uitrijstrook,1 -> 1,H,600152239,2022-03-01T00:00:00,1821,1941,060015223920220301,KLK0009971043,L,I,3,,"LINESTRING (237749.5186999999 554462.257100001, 237738.10069999844 554460.9981999993, 237629.88199999928 554451.0014999993)"
mengstroken_wegvak.1084,Invoegstrook,1 -> 1,H,600152239,2022-03-01T00:00:00,0,247,060015223920220301,KLK0008596022,L,I,3,,"LINESTRING (239524.58819999918 554805.8680999987, 239488.34690000117 554788.9805000015, 239470.63289999962 554780.9103000015, 239434.05220000073 554764.7278999984, 239397.25429999828 554749.0298000015, 239378.77820000052 554741.3531999998, 239331.25699999928 554722.2346000001, 239312.6110999994 554714.9976000004, 239297.35500000045 554709.2201000005)"
mengstroken_wegvak.1085,Uitrijstrook,1 -> 1,H,501524007,2022-03-01T00:00:00,371,498,050152400720220301,KLK0008596132,R,I,3,,"LINESTRING (251231.58350000158 562508.8392999992, 251246.06219999865 562518.3088000007, 251262.89189999923 562529.1158999987, 251322.3456000015 562566.5850999989, 251338.6794999987 562577.0643000007)"
mengstroken_wegvak.1086,Uitrijstrook,1 -> 1,H,470508018,2022-03-01T00:00:00,1982,2115,047050801820220301,KLK0009971041,R,I,3,,"LINESTRING (237335.42229999974 554411.0828000009, 237467.4167000018 554424.5379000008)"
mengstroken_wegvak.1087,Uitrijstrook,1 -> 1,H,505526049,2022-03-01T00:00:00,396,533,050552604920220301,KLK0008596134,R,I,3,,"LINESTRING (253307.82039999962 563670.8792999983, 253313.7329000011 563674.6539000012, 253330.47340000048 563685.6141000018, 253365.3938000016 563709.0813999996, 253402.52739999816 563734.6435999982, 253420.9032999985 563747.5218000002)"
mengstroken_wegvak.1088,Uitrijstrook,1 -> 1,H,488516006,2022-03-01T00:00:00,1933,2064,048851600620220301,KLK0008596047,R,I,3,,"LINESTRING (246018.0912999995 558878.5009999983, 246069.90890000015 558896.9692000002, 246079.42379999906 558900.3603999987, 246118.440200001 558914.2661999986, 246140.36019999906 558922.0786000006, 246141.68580000103 558922.5511000007)"
mengstroken_wegvak.1089,Uitrijstrook,1 -> 1,H,464509009,2022-03-01T00:00:00,167,302,046450900920220301,KLK0008119737,R,I,2,,"LINESTRING (232456.4578000009 554710.6147000007, 232469.15790000185 554706.0419000015, 232487.87469999865 554698.9805000015, 232503.67590000108 554692.7131999992, 232522.19959999993 554685.1105000004, 232540.53920000046 554677.1306999996, 232558.77600000054 554668.9103000015, 232580.95969999954 554658.5494000018)"
mengstroken_wegvak.1090,Invoegstrook,1 -> 1,H,600150201,2022-03-01T00:00:00,0,336,060015020120220301,KLK0008646805,L,I,2,,"LINESTRING (232653.00250000134 554634.5980999991, 232617.14809999987 554652.2998000011, 232599.33509999886 554661.3938000016, 232563.79140000045 554679.7437999994, 232528.37640000135 554698.3476999998, 232496.05189999938 554715.5841000006, 232460.92049999908 554734.7098000012, 232408.5289000012 554763.9569999985, 232365.49350000173 554788.5458999984, 232357.02899999917 554793.5020999983)"
mengstroken_wegvak.1091,Uitrijstrook,1 -> 1,T,600451479,2022-03-01T00:00:00,163,256,060045147920220301,KLK0008601382,R,I,1,,"LINESTRING (206349.6886 375741.3222000003, 206357.87200000137 375742.46400000155, 206389.44000000134 375740.39400000125, 206431.70100000128 375734.6959999986, 206442.4134999998 375733.4387000017)"
mengstroken_wegvak.1092,Invoegstrook,1 -> 1,H,399115048,2022-03-01T00:00:00,0,337,039911504820220301,KLK0008602199,R,I,3,,"LINESTRING (199556.82290000096 357730.6871000007, 199527.71130000055 357783.14499999955, 199511.17179999873 357812.1381999999, 199491.10090000182 357846.7388000004, 199471.53799999878 357879.563099999, 199424.32690000162 357957.0815999992, 199392.53460000083 358010.0817000009, 199386.0218999982 358021.15520000085)"
mengstroken_wegvak.1093,Uitrijstrook,1 -> 1,H,403125012,2022-03-01T00:00:00,660,898,040312501220220301,KLK0008602333,R,I,3,,"LINESTRING (201905.85860000178 363276.15850000083, 201917.23530000076 363296.6420000009, 201927.1152999997 363314.03290000185, 201937.18050000072 363331.32140000165, 201952.7846999988 363357.5324999988, 201963.23640000075 363374.61780000106, 201973.85020000115 363391.5709999986, 201995.47419999912 363425.2221000008, 202017.75019999966 363458.4538999982, 202031.13549999893 363477.90349999815)"
mengstroken_wegvak.1094,Invoegstrook,1 -> 1,H,391106008,2022-03-01T00:00:00,0,333,039110600820220301,KLK0008602033,R,I,3,,"LINESTRING (195739.86780000106 353220.63910000026, 195800.96269999817 353284.44209999964, 195896.00820000097 353382.62029999867, 195971.53189999983 353459.8438999988)"
mengstroken_wegvak.1095,Invoegstrook,1 -> 1,H,600147789,2022-03-01T00:00:00,0,275,060014778920220301,KLK0008602035,L,I,3,,"LINESTRING (199105.99689999968 354858.69209999964, 199077.78929999843 354835.4648000002, 199062.61320000142 354822.42489999905, 199047.61980000138 354809.1845000014, 199032.81940000132 354795.73270000145, 199018.1667000018 354782.1191999987, 199003.68950000033 354768.3134999983, 198989.44000000134 354754.25829999894, 198972.3863000013 354736.90630000085, 198958.53830000013 354722.47360000014, 198931.41899999976 354693.0692999996, 198908.92190000042 354667.4486999996)"
mengstroken_wegvak.1096,Invoegstrook,1 -> 1,H,374506026,2022-03-01T00:00:00,0,320,037450602620220301,KLK0008565113,R,I,3,,"LINESTRING (187349.2697999999 553055.1964000016, 187657.84789999947 553139.9288000017)"
mengstroken_wegvak.1097,Uitrijstrook,1 -> 1,H,600146369,2022-03-01T00:00:00,3200,3453,060014636920220301,KLK0008584433,L,I,3,,"LINESTRING (197808.93079999834 561128.9924000017, 197794.4375 561105.1873999983, 197762.76029999927 561054.2281000018, 197741.3104000017 561020.4657000005, 197730.44700000063 561003.6722000018, 197708.60319999978 560970.1596000008, 197672.5335999988 560915.4492000006)"
mengstroken_wegvak.1098,Invoegstrook,1 -> 1,H,600146369,2022-03-01T00:00:00,0,380,060014636920220301,KLK0008584478,L,I,3,,"LINESTRING (199429.5064000003 563887.182599999, 199228.72940000147 563580.9237999991, 199221.06610000134 563569.4527999982)"
mengstroken_wegvak.1099,Uitrijstrook,1 -> 1,H,305380001,2021-10-01T00:00:00,5472,5733,030538000120211001,KLK0008067738,R,I,3,,"LINESTRING (156996.6464000009 493579.9246000014, 157190.00600000098 493755.2569999993)"
mengstroken_wegvak.1100,Invoegstrook,1 -> 1,H,305380001,2021-10-01T00:00:00,0,348,030538000120211001,KLK0008067677,R,I,4,,"LINESTRING (152592.88210000098 490345.11499999836, 152690.07499999925 490405.79100000113, 152744.30099999905 490440.73900000006, 152799.71400000155 490475.9829999991, 152851.07299999893 490508.756000001, 152886.6964999996 490531.59120000154)"
mengstroken_wegvak.1101,Uitrijstrook,1 -> 1,H,600482320,2022-03-01T00:00:00,0,83,060048232020220301,KLK0008596784,R,I,2,,"LINESTRING (252797.249499999 598766.9719999991, 252794.34800000116 598780.2221999988, 252789.67029999942 598788.4277999997, 252783.11840000004 598799.9213000014, 252778.59690000117 598806.9354000017, 252757.78280000016 598839.2237000018)"
mengstroken_wegvak.1374,Invoegstrook,1 -> 1,H,250257015,2021-10-01T00:00:00,0,249,025025701520211001,KLK0008480277,R,I,3,,"LINESTRING (125448.93329999968 428708.0555999987, 125697.83320000023 428715.11459999904)"
mengstroken_wegvak.1102,Uitrijstrook,1 -> 1,H,600482350,2022-03-01T00:00:00,2,154,060048235020220301,KLK0009971779,L,I,2,,"LINESTRING (250962.46159999818 601729.5725999996, 250958.18719999865 601722.6959999986, 250955.63870000094 601703.6435000002, 250953.19810000062 601678.3709000014, 250952.64299999923 601666.5744000003, 250952.49980000034 601663.5317000002, 250951.99720000103 601652.8513999991, 250951.96350000054 601651.3077999987, 250951.933699999 601649.7641999982, 250951.90780000016 601648.2204999998, 250951.88580000028 601646.6766999997, 250951.86769999936 601645.1328999996, 250951.8535999991 601643.5890000015, 250951.84340000153 601642.0450999998, 250951.8370999992 601640.5012000017, 250951.83469999954 601638.9572999999, 250951.83619999886 601637.4133000001, 250951.84160000086 601635.8693999983, 250951.8509999998 601634.3255000003, 250951.86419999972 601632.7817000002, 250951.8814000003 601631.2377999984, 250951.90249999985 601629.6939999983, 250951.92749999836 601628.1502999999, 250951.95639999956 601626.6066000015, 250951.9893000014 601625.063099999, 250952.02600000054 601623.5196000002, 250952.06670000032 601621.9761999995, 250952.11129999906 601620.4329000004, 250952.1598000005 601618.8896999992, 250952.21220000088 601617.3467000015, 250952.26850000024 601615.8038000017, 250952.32880000025 601614.2609999999, 250952.39290000126 601612.7184000015, 250952.4609999992 601611.175999999, 250952.53299999982 601609.6336999983, 250952.6088999994 601608.0916999988, 250952.6887000017 601606.5498000011, 250952.7723999992 601605.008200001, 250952.8599999994 601603.4666999988, 250952.95149999857 601601.9255000018, 250953.0469999984 601600.3845000006, 250953.1462999992 601598.8438000008, 250953.24960000068 601597.3033000007, 250953.35669999942 601595.7630999982, 250953.46779999882 601594.2232000008, 250953.5828000009 601592.6834999993, 250953.70160000026 601591.1442000009, 250953.82440000027 601589.6052000001, 250953.95109999925 601588.066399999, 250954.0817000009 601586.5280000009, 250954.21620000154 601584.9899999984, 250954.35449999943 601583.4523000009, 250954.4968000017 601581.9149000011, 250954.64299999923 601580.3779000007, 250954.75759999827 601579.2050999999)"
mengstroken_wegvak.1103,Uitrijstrook,1 -> 1,H,600482225,2022-03-01T00:00:00,1377,1510,060048222520220301,KLK0009971525,M,I,2,,"LINESTRING (254356.95659999922 586189.4563000016, 254357.42339999974 586181.6807000004, 254363.94469999894 586066.2620999999, 254364.24549999833 586061.1917999983, 254364.47239999846 586057.1121999994)"
