Rijlabels;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel (binnen- en buitenland);1120 - Arbeidsomstandigheden en personele zorg (incl. BHV middelen);1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Studie en opleiding;1160 - Personeelsevenementen, - bijeenkomsten en recepties;1180 - Reis en verblijfkosten;Eindtotaal
SRS Consulting B.V.;;;;;;1;;;1
St. Helenaheuvel;1;;;;;;;;1
Stadsarrangement.nl;;;;1;;;;;1
Stadstaxi Haaglanden;;;;;;;;1;1
Stadstaxi Rotterdam;;;;;;;;1;1
Stap.nu Re?�ntegratie & Counseling B.V.;;;;;;1;;;1
Star Lodge Hotels B.V.;;;;1;;;;;1
Star Project;;;;;;1;;;1
Stathe B.V.;;;;1;;;;;1
Stavoor B.V.;1;;;;;1;;;2
Stayokay 'Den Haag';;;;1;;;;;1
STC Training & Consultancy;;;;;1;2;;;2
STC-NESTRA B.V.;;;;;;;;1;1
Steenstraat B.V.;1;;;1;;;;;1
Stegman Groothandel B.V.;1;;;5;;;;;5
Stg. Colloq. Vervoersplanologisch Speurwerk;;;;;;1;;;1
Stg. Crow, kennisplatf. infrastruct., verkeer;;;;;;1;;;1
Stg. Kon. Visio, exp.centr. slechtz./slechth.;1;;;;;1;;;1
Stg. Nat. Nautische Verkeersdienst Opleiding;;;;;;6;;;6
Stg. Ned. Inst. voor Int. Betr. 'Clingend.';;;;;;2;;;2
Stg. Opleidingsk. / Found. for Corp. Educ.;;;;;;1;;;1
Stg. ProDemos - Huis voor dem. en rechtsstaat;1;;;1;;1;;;1
Stg. RIONED, Platf. Buitenriolering Nederland;;;;;;1;;;1
Stg. Sioo, Int.univ. Centr. Veranderkunde;;;;;;1;;;1
Stichting 0.0;;;;;;1;;;1
Stichting Accessibility;;;;1;;;;;1
Stichting Adelante Zorg;;;;;1;;;;1
Stichting Airborne Museum;;;;1;;;;;1
Stichting Arq;1;;;;;;;;1
Stichting Bedrijfshulpverlening Nederland;;;;;;1;;;1
Stichting Beheer Derdengelden Kadaster;1;;;;;;;;1
Stichting Beheer JAA Training Organisation;;;;;;2;;;2
Stichting Blikverruimers;;;;;;1;;;1
Stichting Commonland;;;;1;;1;;;1
Stichting Communicatie;;;;;;1;;;1
Stichting Cultuur+Ondernemen;;;;;;1;;;1
Stichting De Ooievaart;;;;1;;;;;1
Stichting De Verkeersgedragdag;;;;;;1;;;1
Stichting deelnemersgelden congresbureau;;;;;;1;;;1
Stichting Deltares;;;;;;;;1;1
Stichting Derdengelden Status Plus B.V.;;;;;;1;;;1
Stichting Eusebius Arnhem;;;;1;;;;;1
Stichting Expat Center Food Valley;1;;;;;;;1;1
Stichting Geo Academie;;;;;;1;;;1
Stichting Grotius Academie;;;;;;2;;;2
Stichting Herberg Welgelegen;1;;;;;;;;1
Stichting Humanity House;;;;1;;;;;1
Stichting Infrastr. Kwaliteitsborg. Bodembeh.;;;;;;1;;;1
Stichting Internat. Perscentrum 'Nieuwspoort';1;;;1;;;;1;1
Stichting International Water Conferences;;;;;;1;;;1
Stichting Jarige Job;1;;;;;;;;1
Stichting Kennislab voor Urbanisme;1;;;;;;;;1
Stichting Lean Management Instituut;;;;;;2;;;2
Stichting Marketing Scheveningen;1;;;2;;;;1;2
Stichting Mens en Onderneming;;;;;;1;;;1
Stichting Mission Aviation Training Centre;;;;;;1;;;1
Stichting Museum voor Communicatie;;;;1;;2;;;2
Stichting Ned. Bureau Keuringen Binnenvaart;;;;;;1;;;1
Stichting Personeelsinstrumenten Onderwijs;;;;;;1;;;1
Stichting Planologische Diskussiedagen;;;;;;1;;;1
Stichting Portaal Van Vlaanderen;;;;1;;;;;1
Stichting Radiation Protection Symp;1;;;;;2;;;2
Stichting Rail Cargo Information Netherlands;;;;;;1;;;1
Stichting Springtij Festival Terschelling;1;;;;;2;;;2
Stichting The Hague Marketing Bureau;1;;;1;;;;;1
Stichting TKI-Wind op Zee;;;;;;1;;;1
Stichting Toegepast Onderzoek Waterbeheer;;;;;;1;;;1
Stichting Trash'ure Taarten;1;;;;;;;;1
Stichting Veteraan Autobussen;1;;;;;;;;1
Stichting voor Vluchteling-Studenten Uaf;1;;;;;;;;1
Stichting VVV Breda;1;;;;;;;;1
Stichting VVV Midden-Limburg;;;;;;1;;;1
Stichting Zebra;;;;;;;1;;1
Stomerij Panda;;;;1;;;;;1
STPconsult;;;;;;1;;;1
Straal Den Haag;;;;;1;1;;;1
Stradon;1;;;;;;;;1
Strandcafé & Restaurant Wensveen;;;;1;;;;;1
Strandclub Doen! Strand noord;;;;1;;;;;1
Strandpaviljoen Paal 10 B.V.;;;;1;;;;;1
Streets Of The World B.V.;1;;;;;;;;1
Struijk Training & Adviesbureau;;;;;;2;;;2
STS B.V.;1;;;;;;;;1
Summertime;;;;2;;;;;2
Summit World B.V.;;;;1;;;;;1
Sustainable Change B.V.;;;;;;1;;;1
Symbol Edu B.V.;;;;;;1;;;1
Symphony Re-integratie B.V.;;;;;;1;;;1
't Goude Hooft Exploitatie B.V.;;;;1;;;;;1
't Oude Tolhuys B.V.;;;;1;;;;;1
't Parkhuys;;;;1;;;;;1
T.I.M. Fysiotherapie B.V.;1;;;;;;;;1
Taarten.nl B.V.;;;;1;;;;;1
Taartenwinkel.nl B.V.;;;;1;1;;;;1
Tabasco;;;;1;;;;;1
Takeaway.com Central Core B.V.;;;;1;;;;;1
TalentOn B.V.;;;;;;1;;;1
talk&awe;;;;;;;;1;1
Tapa del Toro Markthal Rotterdam B.V.;;;;1;;;;;1
Tapas Bar Restaurant Limon;;;;1;;;;;1
Taphuys Arnhem B.V.;;;;1;;;;;1
Tapperij Atjeh;;;;1;;;;;1
Taverna Kostas;1;;;;;;;;1
Taverne Meer en Bosch B.V.;;;;1;;;;;1
Taxi Linsen Driel B.V.;;;;;;;;1;1
Taxi Randstad;;;;;;;;1;1
Taxibedrijf Gebr. De Groot B.V.;;;;;;;;1;1
Taxibedrijf Stienen Beheer B.V.;;;;;;;;1;1
Taxibedrijf Van der Wijst;;;;;;;;1;1
Taxicentrale Dordrecht;;;;;;;;1;1
Taxicentrale Luttikhuis B.V.;;;;;;;;1;1
TaxiService Westerhoven;;;;;;;;1;1
TB Brandveiligheid;;;;;;1;;;1
TB Events;;;;1;;;;;1
TCR Tours B.V.;1;;;;;;;;1
Team Biesbosch B.V.;1;;;;;;;;1
TeamChange Talentontwikkeling;;;;;1;;;;1
Technische Handelsonderneming P. van Leeuwen;1;;;;;;;;1
Tekstbureau Woordenschat;;;;;1;;;;1
Ten-Tempus est Nunc;;;;;1;1;;;1
Tezet Business Gifts B.V.;1;;;;;;;;1
TGH wholesale B.V.;;;;1;;;;;1
The Associate, Coaching & Consultancy;;;;;;1;;;1
The Blue Lagoon B.V.;;;;1;;;;;1
The Coaching Experience;;;;;;1;;;1
The Hague Marriott;;;;;;1;;;1
The International Rail Technology Institute;;;;;1;1;;;1
The MathWorks B.V.;;;;;;1;;;1
The sand company;1;;;;;;;;1
The Square Mile Public Sector Training B.V.;;;;;;2;;;2
The Talent Lane;1;;;;;;;;1
Theehuis Rhijnauwen B.V.;;;;;;1;;;1
Theehuis Sprakel in het Bos;1;;;;;;;;1
Things To Make And Do B.V.;;;;2;;;;;2
TiasNimbas Business School;;;;;;2;;;2
Time/System International B.V.;;;;;;;;1;1
Toeristisch Evenementen Buro Ermelo;1;;;;;;;;1
Ton Tweewielers B.V.;1;;;;;;;;1
Tony's Factory B.V.;1;;;1;;;;;1
Topgeschenken Nederland B.V.;1;;;1;;;;;1
Topjobcoaching;;;;;1;;;;1
Tower Leisure B.V.;;;;1;;;;;1
transform@work;;;;;1;1;;;1
Transp.- en Aann.bedr. B.J.A. Lesker B.V.;;;;;;;1;;1
Travelcard B.V.;;;;;;;1;1;1
TRConsult B.V.;1;;;;;1;;;2
Tri Tunggal;;;;1;;;;;1
TRIBES Holding B.V.;;;;1;;;;;1
Tridata B.V.;;;;;;1;;;1
Tridata Holding B.V.;;;;;;1;;;1
TSM Europe B.V.;;;;;;1;;;1
TUI Airlines Nederland B.V.;;;;;;1;;;1
TVHG Budget Randstad II B.V.;;;;;;;;1;1
Twist2Change;;;;;1;1;;;1
Twynstra Gudde;;;;;;1;;;1
Tyrilo B.V.;1;;;2;;;;;2
UCT - Sundries;;;;;;2;;;2
Udink Schepel B.V.;1;;;;;;;;1
UF De Schilde B.V.;;;;1;;;;;1
Ugostiteljstvo Opus d.o.o.;;;;;;;;1;1
Uitgeverij Blauwdruk B.V.;1;;;;;;;;1
Uitgeverij Kerckebosch B.V.;;;;;;1;;;1
Uitjes in Holland;1;;;;;;;;1
UKIP MEDIA & EVENTS LIMITED;;;;;;1;;;1
Umami Restaurant B.V.;;;;1;;;;;1
Umami Restaurant Den Haag B.V.;1;;;1;;;;;1
Uncle Jim;;;;1;;;;;1
UNIVERSITY OF BIRMINGHAM;;;;;;;;1;1
University of Novi Sad;;;;;;1;;;1
UNIVERSITY OF OXFORD;;;;;;;;1;1
University of Reading;;;;;;;;1;1
University of York;;;;;;1;;;1
UNLP B.V.;;;;;;1;;;1
Upside Out;;;;;;1;;;1
Utrecht;1;;;;;;;;1
Utrechtse Aardwetenschappen Vereniging;;;;;;1;;;1
Utrechtse Taxi Centrale (U.T.C.) B.V.;1;;;;;;;;1
V.I.A. B.V.;;;;;1;;;;1
V.O.F. Alpina-van Houweninge & IJsselstijn;;;;1;;;;;1
V.O.F. De Gespleten Arent;;;;1;;;;;1
V.O.F. 'De Sjerp';;;;1;;;;;1
V.O.F. De Tuin van De Vier Windstreken;;;;1;;;;;1
V.O.F. Mekar Sari;1;;;;;;;;1
Vakmedianet Management B.V.;;;;;;1;;;1
Valkenhorst Corporate Sales;;;;;;;;1;1
Van den Berg Horeca Noordwijk B.V.;;;;1;;;;;1
Van der Hilst Communicatie B.V.;;;;;;1;;;1
Van der Linde Catering Concepts B.V.;1;;;;;;;;1
Van der Valk Exclusief Hotel Emmeloord;;;;;;;;1;1
Van der Valk Exclusief Hotel Haarlem;;;;;;;;1;1
Van der Valk Hotel Den Haag B.V.;;;;;;;;1;1
Van der Valk Hotel Eindhoven;;;;;;;;1;1
Van der Valk Maastricht B.V.;;;;1;;;;1;1
Van der Veen Coaching B.V.;;;;;1;;;;1
Van Dijk Groothandel B.V.;;;;1;;;;;1
Van Doesburg Company;;;;;1;;;;1
Van Eijnsbergen Training & Advies;2;;;;;1;;;2
Van Gent Autoverhuur B.V.;;;;;;;;1;1
Van Harte & Lingsma Man. en Organisatie B.V.;1;;;;;3;;;3
Van Keep Development B.V.;;;;;2;1;;;2
Van Kleef;;;;1;;;;;1
Van Oss Opleiding Vertrouwenspersoon;;;;;;1;;;1
Van Vieren B.V.;;;;;1;2;;;2
Vanberkel Professionals B.V.;;;;;;2;;;2
vanderbijladvies;;;;;;1;;;1
VCA Nederland B.V.;;;;;;1;;;1
VCK Travel B.V.;;;;;;1;;7;7
VCM Totaal;;;;;;1;;;1
VD Heijde B.V.;;;;1;;;;;1
Veiligheidsinstituut Medi-Select B.V.;;;;;;1;;;1
Veldhuis Opleidingsadvies;;;;;;1;;;1
Vennootschap onder firma Bar Bistro;;;;1;;;;;1
Verda Nova B.V.;;;;1;;;;;1
Verdilicious;;;;1;;;;;1
Vereniging van Milieuprofessionals;1;;;;;1;;;1
Vereniging voor Milieurecht;1;;;;;1;;;1
Verhuur Scheveningen;1;;;;;;;;1
Verhuurbedrijf Paul B.V.;1;;;;;;;;1
Verliefd op Vrijheid;;;;;;1;;;1
Vermaat Bedrijfshoreca B.V.;;;;1;;;;;1
Vermaat Leisure B.V.;;;;1;;;;;1
Vesper Hotel;;;;;;;;1;1
VHIC (Van Heijst Information Consulting) B.V.;;;;;;1;;;1
Vhic Uitgeverij B.V.;;;;;;2;;;2
Vigor B.V.;;;;;;1;;;1
Vijlbrief Assessment;;;;;;1;;;1
Vijverberg Holding B.V.;;;;;;1;;;1
Vijverschie Arcadia;;;;1;;;;;1
Vila Verde Consultancy B.V.;;;;;1;2;;;2
Villa Jongerius;;;;1;;;;;1
Villa Rozenrust B.V.;;;;1;;;;;1
Vino & Cucina;;;;1;;;;;1
Visumdienst Breda B.V.;;;;1;;;;;1
Vital Change B.V.;;;;1;;;;;1
VitalSmarts Benelux;;;;1;;1;;;1
Vlaams Co�rdinatiecentrum Mestverwe;;;;;;1;;;1
VLB Services Bedrijf B.V.;;;;1;;;;1;1
VMTL B.V.;;;;;;1;;;1
VMV cad adviseurs;;;;;;1;;;1
VNSG Diensten B.V.;;;;;;2;;;2
Voerman International B.V.;2;1;;;;;;;2
Volta Food B.V.;;;;1;;;;;1
Vorm Vijf Grafisch Adviesteam B.V.;1;;;;;;;;1
VPI;;;;;;1;;;1
Vrije Universiteit Brussel;;;;;;1;;;1
Vroeg B.V.;;;;1;;;;;1
VVV Business B.V.;1;;;2;;;;;2
VVV Schiermonnikoog;;;;;;;;1;1
W.L.Bakker-Davidse,Interimmanager/Supervisor;;;;;;1;;;1
Waag Society;;;;1;;;;;1
Walrus Sneek B.V.;;;;1;;;;;1
Wat is Wijsheid.nu;;;;;;2;;;2
Watertaxi Rotterdam B.V.;;;;1;;;;;1
WEEELABEX Organisation;;;;;;1;;;1
Wenders B.V.;;;;;;1;;;1
Werken met Taal;;;;;2;1;;;2
Werklust;;;;;;1;;;1
Wesselink Van Zijst B.V.;;;;;;2;;;2
Wicked Grounds;;;;1;;;;;1
Wicked Wines II;;;;1;;;;;1
Wijnfort-Lent B.V.;2;;;;;;;;2
Wijnhandel-Slijterij Noorman;1;;;;;;;;1
WIJNKOPERS;;;;1;;;;;1
Winetwists;;;;1;;;;;1
WING Process Consultancy B.V.;1;;;;;2;;;2
Wings over Holland B.V.;;;;;;1;;;1
Winkelman-v. Hessen Market. & Publ. Rel. B.V.;;;;;;2;;;2
Winnock B.V.;;;;;1;;;;1
Winterhuis B.V.;;;;1;;;;;1
Witteveen+Bos;;;;;1;;;;1
Witteverloningen B.V.;1;;;;;;;;1
Wizzconcept Holding B.V.;;;;1;;;;;1
Wok in Vuur en Vlam;;;;1;;;;;1
Wolters Kluwer Nederland B.V.;;;;;;1;;;1
Wonderbox NL B.V.;;;;1;;;;;1
Work21 B.V.;1;;;;;2;;;2
Worldmeetings.com B.V.;;;;1;;;;5;5
Woudschoten Conferentiecentrum B.V.;;;;;;1;;;1
WPEX B.V.;1;;;;;;;;1
Wupkes Loopbaancoaching;;;;;;1;;;1
X Styling & Image;;;;;;1;;;1
Xerox (Nederland) B.V.;;;;1;;;;;1
XING AG;;;;;;1;;;1
XL Adventure & Events;;;;;;1;;;1
Xomnia B.V.;;;;;;1;;;1
YaGi Yoga;;;;;1;;;;1
Yearth B.V.;;;;;;1;;;1
Yoghurt Barn N2 B.V.;;;;1;;;;;1
Yolk B.V.;1;;;;1;4;;;4
Youfacilitate B.V.;;;;;;1;;;1
Your Local Guide;;;;1;;;;;1
YPD Development B.V.;;;;;;2;;;2
YTL B.V.;;;;1;;;;;1
Zaamen;;;;1;;;;;1
Zandhof B.V.;;;;1;;;;;1
Zeb's de Bilt B.V.;;;;1;;;;;1
Zenzez Hotel & Lounge;;;;;;;;1;1
Zetje;;;;;;1;;;1
Zin-in-Zicht, Prakt. voor Persoonlijke Groei;;;;;1;;;;1
Zoetermeerse Dagtochten Specialist Z.D.S.;;;;1;;;;1;1
Zorg Innovaties Nederland B.V.;1;;;;;;;;1
Zorgman Fotografie;1;;;;1;;;;1
Zuid B.V.;;;;1;;;;;1
Zus en Zoet;;;;1;;;;;1
Zwanennest B.V.;;;;1;;;;;1
anoniem 918;1;;;;;;;;1
Eindtotaal;6;1;1;7;6;8;2;9;9
