x;y;Locatienaam;Organisatie;Straat;Nummer;Letter;Toevoeging;Adres;Postcode;Woonplaats;PCPlaats;Wijknaam;Buurtnaam;Domein;Hoofdfunctie;Functie;Kaart;Doelgroep;Telefoon;Email;Website1;Website2;Toegankelijkheid
134751;458150;Floris;Stichting Ludens;Prinses Margrietstraat;20; ; ;Prinses Margrietstraat 20  ;3554 GE;Utrecht;3554 GE Utrecht;Noordwest;Schaakbuurt e.o.;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-2567070;ip@ludens.nl;http://www.ludens.nl; ;
136242;455528;Partou BSO Laan van Puntenburg 2A;Partou B.V.;Laan van Puntenburg;2;A; ;Laan van Puntenburg 2A ;3511 ER;Utrecht;3511 ER Utrecht;Binnenstad;Hoog Catharijne, NS, Jaarbeurs;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;088-2357550;info@partou.nl;https://www.partou.nl/; ;
131167;456897;Partou BSO Pablo Picassostraat 2000;Partou B.V.;Pablo Picassostraat;2000; ; ;Pablo Picassostraat 2000  ;3544 NX;Utrecht;3544 NX Utrecht;Leidsche Rijn;Het Zand-west;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;088-2357550;info@partou.nl;https://www.partou.nl/; ;
133398;455640;De Groene Weide;Saartje kinderopvang BV;Derde Oosterparklaan;21; ; ;Derde Oosterparklaan 21  ;3541 SC;Utrecht;3541 SC Utrecht;Leidsche Rijn;Hoge Weide;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-6702170;m.weber@saartje.nl;http://www.saartje.nl/; ;
134497;457213;Het Fantaziehuis;Stichting Ludens;Cartesiusweg;23; ; ;Cartesiusweg 23  ;3534 BA;Utrecht;3534 BA Utrecht;West;Schepenbuurt, Bedrijvengebied Cartesiusweg;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-2567070;ip@ludens.nl;http://www.ludens.nl; ;
134422;458024;Petteflet;Stichting Ludens;St.-Ludgerusstraat;251; ; ;St.-Ludgerusstraat 251  ;3553 CX;Utrecht;3553 CX Utrecht;Noordwest;Elinkwijk e.o.;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-2567070;ip@ludens.nl;http://www.ludens.nl; ;
133048;459179;Topkids BSO Sport;Topkids BSO Sport B.V.;Amsterdamsestraatweg;1015; ; ;Amsterdamsestraatweg 1015  ;3555 HT;Utrecht;3555 HT Utrecht;Noordwest;Zuilen-noord;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;0346-214323;info@topkids.nl;http://www.topkids.nl/; ;
134372;455343;de Stoere Stapjes;Stichting Kinderopvang Oog in Al;Handelstraat;51; ; ;Handelstraat 51  ;3533 GH;Utrecht;3533 GH Utrecht;West;Oog in Al;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-2468811;stoerestapjes@bso-ooginal.nl;http://www.bso-ooginal.nl; ;
135313;454620;Zwaluwen;Stichting Kinderopvang Oog in Al;Grebbeberglaan;4; ; ;Grebbeberglaan 4  ;3527 VX;Utrecht;3527 VX Utrecht;Zuidwest;Transwijk-noord;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-2932215;zwaluwen@bso-ooginal.nl;http://www.bso-ooginal.nl; ;
137755;453722;Fort Kakola;Stichting Ludens;Houtensepad;150; ; ;Houtensepad 150  ;3524 SB;Utrecht;3524 SB Utrecht;Zuid;Lunetten-noord;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-2567070;ip@ludens.nl;http://www.ludens.nl; ;
137728;455546;Partou BSO Bolstraat 28A;Partou B.V.;Bolstraat;28;A; ;Bolstraat 28A ;3581 WX;Utrecht;3581 WX Utrecht;Oost;Oudwijk;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;088-2357550;info@partou.nl;https://www.partou.nl/; ;
138793;454087;Partou BSO laan van Maarschalkerweerd 14;Partou B.V.;Laan van Maarschalkerweerd;14; ; ;Laan van Maarschalkerweerd 14  ;3585 LJ;Utrecht;3585 LJ Utrecht;Oost;Maarschalkerweerd, Mereveld;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;088-2357550;info@partou.nl;https://www.partou.nl/; ;
134517;456277;Aspelin;Stichting Ludens;Vleutenseweg;422; ; ;Vleutenseweg 422  ;3532 HX;Utrecht;3532 HX Utrecht;West;Laan van Nieuw-Guinea, Spinozaplantsoen e.o.;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-2567070;ip@ludens.nl;http://www.ludens.nl; ;
137577;456228;Partou BSO Pallaesstraat 3;Partou B.V.;Pallaesstraat;3; ; ;Pallaesstraat 3  ;3581 RP;Utrecht;3581 RP Utrecht;Oost;Buiten Wittevrouwen;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;088-2357550;info@partou.nl;https://www.partou.nl/; ;
137197;453409;Eigenwijs;Stichting Ludens;Ridderlaan;4; ; ;Ridderlaan 4  ;3523 HT;Utrecht;3523 HT Utrecht;Zuid;Nieuw Hoograven-noord;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-2567070;ip@ludens.nl;http://www.ludens.nl; ;
131238;457117;de Spoorzoekers;Stichting Kindercentra Midden Nederland Kind en Co;Emile Hullebroeckstraat;66; ; ;Emile Hullebroeckstraat 66  ;3543 BZ;Utrecht;3543 BZ Utrecht;Leidsche Rijn;Terwijde-west;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;06-43215376;info@kmnkindenco.nl;http://www.kmnkindenco.nl; ;
136760;456706;Kaktus;Stichting Ludens;Kievitstraat;6; ; ;Kievitstraat 6  ;3514 VB;Utrecht;3514 VB Utrecht;Noordoost;Vogelenbuurt;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-2567070;ip@ludens.nl;http://www.ludens.nl; ;
137120;457942;MikMak locatie Regentesselaan;Kinderopvang Mini Stek B.V.;Regentesselaan;70; ; ;Regentesselaan 70  ;3571 CG;Utrecht;3571 CG Utrecht;Noordoost;Tuindorp, Van Lieflandlaan-west;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-2721586;mikmaktuindorp@mini-stek.nl;http://www.mini-stek.nl; ;
137239;457952;Het Tuinhuis;Stichting Ludens;Prof. van Bemmelenlaan;51;C; ;Prof. van Bemmelenlaan 51C ;3571 EL;Utrecht;3571 EL Utrecht;Noordoost;Tuindorp, Van Lieflandlaan-west;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-2567070;ip@ludens.nl;http://www.ludens.nl; ;
135962;456434;Maanvis;Stichting Ludens;Amsterdamsestraatweg;1; ; ;Amsterdamsestraatweg 1  ;3513 AA;Utrecht;3513 AA Utrecht;Noordwest;Pijlsweerd-zuid;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-2567070;ip@ludens.nl;http://www.ludens.nl; ;
135223;456280;Villa Nova;Stichting Ludens;Staringstraat;1; ; ;Staringstraat 1  ;3532 VM;Utrecht;3532 VM Utrecht;West;Nw Engeland, Th. ?á Kempisplantsoen e.o.;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-2567070;ip@ludens.nl;http://www.ludens.nl; ;
136351;457786;Globetrotters;Stichting Ludens;Winterboeidreef;111; ; ;Winterboeidreef 111  ;3561 HX;Utrecht;3561 HX Utrecht;Overvecht;Taagdreef, Rubicondreef e.o.;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-2567070;ip@ludens.nl;http://www.ludens.nl; ;
134418;458465;Zigzag;Stichting Ludens;Prinses Margrietstraat;118; ; ;Prinses Margrietstraat 118  ;3554 GJ;Utrecht;3554 GJ Utrecht;Noordwest;Schaakbuurt e.o.;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-2567070;ip@ludens.nl;http://www.ludens.nl; ;
135205;457658;Odin;Stichting Ludens;Thorbeckelaan;18;A; ;Thorbeckelaan 18A ;3552 CS;Utrecht;3552 CS Utrecht;Noordwest;Ondiep;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-2567070;ip@ludens.nl;http://www.ludens.nl; ;
132460;457080;Boogiewoogie;Stichting Kindercentra Midden Nederland Kind en Co;Jazzsingel;900; ; ;Jazzsingel 900  ;3543 GB;Utrecht;3543 GB Utrecht;Leidsche Rijn;Terwijde-oost;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;06-13171623;m.vanmechelen@kmnkindenco.nl;http://www.kmnkindenco.nl; ;
137840;454252;Vriendjes;Vriendjes BV;Koningsweg;226; ; ;Koningsweg 226  ;3582 GL;Utrecht;3582 GL Utrecht;Oost;Lodewijk Napoleonplantsoen e.o.;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-2513379;info@kinderdagverblijfvriendjes.nl;http://www.kinderdagverblijfvriendjes.nl; ;
136314;452498;Harlekino HKC;Stichting Ludens;Verlengde Hoogravenseweg;37;A; ;Verlengde Hoogravenseweg 37A ;3525 BB;Utrecht;3525 BB Utrecht;Zuid;Nieuw Hoograven-zuid;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-2567070;ip@ludens.nl;http://www.ludens.nl; ;
138032;457005;Chr. BSO Lev;Chr. Buitenschoolse Opvang Waddinxveen;Oortlaan;1; ; ;Oortlaan 1  ;3572ZM;Utrecht;3572ZM Utrecht;Noordoost;Huizingalaan, Karel Doormanlaan e.o.;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;06-30849079;info@christelijkebso.nl;https://zieuit.nl/; ;
135005;455810;Rosa;Stichting Ludens;Malakkastraat;6; ; ;Malakkastraat 6  ;3531 HM;Utrecht;3531 HM Utrecht;West;Lombok-west;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-2567070;ip@ludens.nl;http://www.ludens.nl; ;
136575;459223;Zeppelin;Stichting Ludens;Schooneggendreef;27;D; ;Schooneggendreef 27D ;3562 GG;Utrecht;3562 GG Utrecht;Overvecht;Neckardreef e.o.;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-2567070;ip@ludens.nl;http://www.ludens.nl; ;
130732;458277;Partou BSO Componistenlaan 10;Partou B.V.;Componistenlaan;10; ; ;Componistenlaan 10  ;3451 SX;Vleuten;3451 SX Vleuten;Vleuten - De Meern;Leidsche Rijn Park;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;088-2357550;info@partou.nl;https://www.partou.nl/; ;
129077;456521;Partou BSO Moerasvaren 105-119;Partou B.V.;Moerasvaren;105-119; ; ;Moerasvaren 105-119  ;3452 KB;Vleuten;3452 KB Vleuten;Vleuten - De Meern;Vleuterweide-west;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;088-2357550;info@partou.nl;https://www.partou.nl/; ;
128514;456282;BSO Leidsche-Rijn Passiebloem;BSO Leidsche-Rijn;Passiebloemweg;5; ; ;Passiebloemweg 5  ;3452 CZ;Vleuten;3452 CZ Vleuten;Vleuten - De Meern;Vleuterweide-west;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-8778699;info@bso-leidsche-rijn.nl;http://www.bso-leidsche-rijn.nl; ;
129979;455518;BSO BuitenGewoon Sport Theater & Dans;BSO BuitenGewoon Sport Theater & Dans;Europaweg;52; ; ;Europaweg 52  ;3451 HG;Vleuten;3451 HG Vleuten;Vleuten - De Meern;De Meern-noord;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;06-54294181;carlijn_vos@hotmail.com;http://www.bso-buitengewoon.nl/; ;
128375;456193;BSO de Toverboom;Koko Kinderopvang B.V.;Doyenneperenlaan;1; ; ;Doyenneperenlaan 1  ;3452 EC;Vleuten;3452 EC Vleuten;Vleuten - De Meern;Vleuterweide-zuid;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-8908680;info@kokokinderopvang.nl;http://www.kokokinderopvang.nl; ;
130918;456193;Jansens Sidonia Paperclip;J&J3;Parkzichtlaan;201; ; ;Parkzichtlaan 201  ;3451 GX;Vleuten;3451 GX Vleuten;Vleuten - De Meern;Leidsche Rijn Park;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-2995100;patrick@kdvjansenenjansen.nl;http://www.kdvjansenenjansen.nl/; ;
129844;457815;Uit de Kunst;Koko Kinderopvang B.V.;Kortland;22; ; ;Kortland 22  ;3451 VD;Vleuten;3451 VD Vleuten;Vleuten - De Meern;Vleuten;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-6773855;annet.hijdra@kokokinderopvang.nl;http://www.kokokinderopvang.nl; ;
129505;455686;De Frogs;Kinderopvang De Groene Kikker;Lentetuinlaan;14; ; ;Lentetuinlaan 14  ;3452 RC;Vleuten;3452 RC Vleuten;Vleuten - De Meern;Vleuterweide-zuid;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-2657485;info@kinderopvang-de-groene-kikker.nl;http://www.kinderopvang-de-groene-kikker.nl; ;
129299;457380;Kids Xpress;Kids Xpress B.V.;Stationsstraat;36; ; ;Stationsstraat 36  ;3451 BZ;Vleuten;3451 BZ Vleuten;Vleuten - De Meern;Vleuten;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;06-46163220;kids-xpress@hotmail.com;http://www.kids-xpress.nl; ;
128621;456503;de Kameleon;Smallsteps B.V.;Teunisbloemlaan;42; ; ;Teunisbloemlaan 42  ;3452 CB;Vleuten;3452 CB Vleuten;Vleuten - De Meern;Vleuterweide-west;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-6620011;receptiehengelo@estroservices.nl;http://www.kinderdagverblijf-hoppetossa.nl/; ;
128995;455864;BSO De Toverkunst;Koko Kinderopvang B.V.;Kweektuinlaan;11; ; ;Kweektuinlaan 11  ;3452 SR;Vleuten;3452 SR Vleuten;Vleuten - De Meern;Vleuterweide-zuid;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-6771552;info@kokokinderopvang.nl;http://www.kokokinderopvang.nl; ;
129408;457415;Willibrord;Saartje kinderopvang BV;Pastoor Ohllaan;28; ; ;Pastoor Ohllaan 28  ;3451 CC;Vleuten;3451 CC Vleuten;Vleuten - De Meern;Vleuten;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-6702170;klantencontact@saartje.nl;http://www.saartje.nl; ;
128493;456282;De Klimboom;Stichting Kindercentra Midden Nederland Kind en Co;Passiebloemweg;3; ; ;Passiebloemweg 3  ;3452 CZ;Vleuten;3452 CZ Vleuten;Vleuten - De Meern;Vleuterweide-west;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;0346-262887;bsovleuterweide@deklimboom.nl;http://www.deklimboom.nl; ;
128621;456503;Atlantis;Koko Kinderopvang B.V.;Teunisbloemlaan;44; ; ;Teunisbloemlaan 44  ;3452 CB;Vleuten;3452 CB Vleuten;Vleuten - De Meern;Vleuterweide-west;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-6661851;helena.hester@kokokinderopvang.nl;http://www.kokokinderopvang.nl; ;
129702;456793;Gouddelvers;Stichting Kindercentra Midden Nederland Kind en Co;Rhenovalaan;2; ; ;Rhenovalaan 2  ;3451 HZ;Vleuten;3451 HZ Vleuten;Vleuten - De Meern;Leidsche Rijn Park;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030 - 6773850;e.pollmann@kmnkindenco.nl;http://www.kmnkindenco.nl; ;
129033;455777;De Tovertuin;Koko Kinderopvang B.V.;Kweektuinlaan;1-mrt; ; ;Kweektuinlaan 1-mrt  ;3452 SR;Vleuten;3452 SR Vleuten;Vleuten - De Meern;Vleuterweide-zuid;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-6771552;info@kokokinderopvang.nl;http://www.kokokinderopvang.nl; ;
129267;457657;Piek-O-Bello;Koko Kinderopvang B.V.;Schoolstraat;1-mrt; ; ;Schoolstraat 1-mrt  ;3451 AA;Vleuten;3451 AA Vleuten;Vleuten - De Meern;Vleuten;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;030-6773855;annet.hijdra@kokokinderopvang.nl;http://www.kokokinderopvang.nl; ;
130474;458083;Partou BSO Componistenlaan 1;Partou B.V.;Componistenlaan;1; ; ;Componistenlaan 1  ;3451 SX;Vleuten;3451 SX Vleuten;Vleuten - De Meern;Leidsche Rijn Park;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;088-2357550;info@partou.nl;https://www.partou.nl/; ;
130760;455911;MHC Fletiomare;Brood & Spelen Kinderopvang B.V.;Alendorperplaats;1; ; ;Alendorperplaats 1  ;3451 GZ;Vleuten;3451 GZ Vleuten;Vleuten - De Meern;Leidsche Rijn Park;Welzijn;Buitenschoolse opvang;BSO, buitenschoolse opvang, kinderopvang;Buitenschoolse opvang;Kinderen van 4 tot 13 jaar;06-45722513;kika@nokik.nl;http://www.broodspelen.nl/; ;
129709;455008;LOKOWO Gob;Gastouder Bureau LOKOWO B.V.;St.Pietersberg;6; ; ;St.Pietersberg 6  ;3453PH;De Meern;3453PH De Meern;Vleuten - De Meern;Veldhuizen;Welzijn;Gastouderbureau;GOB, gastouderbureau, kinderopvang, begeleiden en adviseren ouders en gastouders;Gastouderbureau;Ouders en gastouders;06-38905414 / 030-2676399;gwen@lokowo.com;http://www.lokowo.com; ;
132738;455355;Amira Children (Gob);Amira Children;Langerakbaan;145; ; ;Langerakbaan 145  ;3544 PE;Utrecht;3544 PE Utrecht;Leidsche Rijn;Langerak;Welzijn;Gastouderbureau;GOB, gastouderbureau, kinderopvang, begeleiden en adviseren ouders en gastouders;Gastouderbureau;Ouders en gastouders;030-2416727;info@amirachildren.nl;http://www.amirachildren.nl; ;
131196;456243;ViaViela Utrecht Gob;ViaViela Utrecht;Crouweldijk;28; ; ;Crouweldijk 28  ;3544 MX;Utrecht;3544 MX Utrecht;Leidsche Rijn;Het Zand-west;Welzijn;Gastouderbureau;GOB, gastouderbureau, kinderopvang, begeleiden en adviseren ouders en gastouders;Gastouderbureau;Ouders en gastouders;06-33035854;utrecht@viaviela.nl;http://www.viaviela.nl; ;
136492;456428;Gastouderbureau Maatwerk Bemiddeling;;Lange Lauwerstraat;7;A; ;Lange Lauwerstraat 7A ;3512 VG;Utrecht;3512 VG Utrecht;Binnenstad;Breedstraat, Plompetorengracht e.o.;Welzijn;Gastouderbureau;GOB, gastouderbureau, kinderopvang, begeleiden en adviseren ouders en gastouders;Gastouderbureau;Ouders en gastouders;06-46125601;info@maatwerkbemiddeling.nl;http://www.maatwerkbemiddeling.nl; ;
131444;457356;Gastouderbureau Oppas voor jou;;Musicallaan;363; ; ;Musicallaan 363  ;3543 ED;Utrecht;3543 ED Utrecht;Leidsche Rijn;Terwijde-oost;Welzijn;Gastouderbureau;GOB, gastouderbureau, kinderopvang, begeleiden en adviseren ouders en gastouders;Gastouderbureau;Ouders en gastouders;06-37292061;info@oppasvoorjou.nl;http://www.oppasvoorjou.nl; ;
138213;455226;Drakepit (Gob);Drakepit;Hobbemastraat;16; ; ;Hobbemastraat 16  ;3583 CX;Utrecht;3583 CX Utrecht;Oost;Schildersbuurt;Welzijn;Gastouderbureau;GOB, gastouderbureau, kinderopvang, begeleiden en adviseren ouders en gastouders;Gastouderbureau;Ouders en gastouders;06-53898506;dortebest@drakepit.nl;http://www.drakepit.nl; ;
135066;457819;Govie;Govie;Marnixlaan;186; ; ;Marnixlaan 186  ;3552 HJ;Utrecht;3552 HJ Utrecht;Noordwest;Geuzenwijk, De Driehoek;Welzijn;Gastouderbureau;GOB, gastouderbureau, kinderopvang, begeleiden en adviseren ouders en gastouders;Gastouderbureau;Ouders en gastouders;06-46109964;info@govie.nl;http://www.govie.nl; ;
132660;456188;Veilig Oppas in Huis;VOH Gastouderbureau BV;Wessel Couzijnstraat;20; ; ;Wessel Couzijnstraat 20  ;3541 AN;Utrecht;3541 AN Utrecht;Leidsche Rijn;Grauwaart;Welzijn;Gastouderbureau;GOB, gastouderbureau, kinderopvang, begeleiden en adviseren ouders en gastouders;Gastouderbureau;Ouders en gastouders;030-8793300;info@veiligoppasinhuis.nl;http://www.veiligoppasinhuis.nl/; ;
128186;456249;Gastouderbureau EigenOppas;Gastouderbureau EigenOppas;Belleperenlaan;5; ; ;Belleperenlaan 5  ;3452 EV;Vleuten;3452 EV Vleuten;Vleuten - De Meern;Vleuterweide-zuid;Welzijn;Gastouderbureau;GOB, gastouderbureau, kinderopvang, begeleiden en adviseren ouders en gastouders;Gastouderbureau;Ouders en gastouders;030-6665727;info@eigenoppas.nl;http://www.eigenoppas.nl; ;
131223;455169;Het Piratenschip;Koko Kinderopvang B.V.;Woerdlaan;14; ; ;Woerdlaan 14  ;3454 VK;De Meern;3454 VK De Meern;Vleuten - De Meern;De Meern-noord;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;030-8908689;info@kokokinderopvang.nl;http://www.kokokinderopvang.nl; ;
131276;454297;Kiekiek;Kindercentra LOKOWO B.V.;Laan 1954;59; ; ;Laan 1954 59  ;3454 CP;De Meern;3454 CP De Meern;Vleuten - De Meern;De Meern-zuid;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;030-2676399;info@kdv-kiekiek.nl;http://www.kdv-kiekiek.nl; ;
129703;454609;'t Schildpadje;Kindercentra LOKOWO B.V.;Nirrewortel;17; ; ;Nirrewortel 17  ;3453 VP;De Meern;3453 VP De Meern;Vleuten - De Meern;Veldhuizen;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;06-36222367;info@tschildpadje.nl;http://www.tschildpadje.nl; ;
129988;454753;Boerderij de Balije;Koko Kinderopvang B.V.;Augustusweg;36; ; ;Augustusweg 36  ;3453 KS;De Meern;3453 KS De Meern;Vleuten - De Meern;Veldhuizen;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;030-6691023;info@kokokinderopvang.nl;http://www.kokokinderopvang.nl; ;
131603;455539;Partou KDV Pratumplaats 1;Partou B.V.;Pratumplaats;1; ; ;Pratumplaats 1  ;3454 NA;De Meern;3454 NA De Meern;Vleuten - De Meern;De Meern-noord;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;088-2357550;info@partou.nl;https://www.partou.nl/; ;
129429;455295;'t Bootje;Kindercentra LOKOWO B.V.;Bovenpolder;53; ; ;Bovenpolder 53  ;3453 NM;De Meern;3453 NM De Meern;Vleuten - De Meern;Veldhuizen;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;06-27016326;kdvhetbootje@hotmail.com;http://www.lokowo.com; ;
130463;454195;Kindergarden De Meern;Kindergarden Nederland B.V;Spinsterlaan;10; ; ;Spinsterlaan 10  ;3454 WZ;De Meern;3454 WZ De Meern;Vleuten - De Meern;De Meern-zuid;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;020-4235422;info@kindergarden.nl;http://www.kindergarden.nl; ;
130991;454563;Olleke Bolleke;Koko Kinderopvang B.V.;Mereveldlaan;10;A; ;Mereveldlaan 10A ;3454 CG;De Meern;3454 CG De Meern;Vleuten - De Meern;De Meern-zuid;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;030-6666987;Mariska.grootveld@kokokinderopvang.nl;http://www.kokokinderopvang.nl; ;
129584;455029;Okido;Okido Kinderopvang;St.Pietersberg;40;A; ;St.Pietersberg 40A ;3453 PJ;De Meern;3453 PJ De Meern;Vleuten - De Meern;Veldhuizen;Welzijn;Kinderdagverblijf;KDV, kinderdagverblijf, kinderopvang;Kinderdagverblijf;Kinderen 0 tot 4 jaar;030-6667922;info@okido-kinderopvang.nl;http://www.okido-kinderopvang.nl; ;
