Leverancier;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement, Documentontwikkeling en -verwerking;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;Eindtotaal
Bambook V.O.F.;;;;;;;;2;;2
Banketbakkerij Boheemen;;;;;1;;;;;1
Banketbakkerij Konditorei v.d. Sterre V.O.F.;1;;;;;;;;;1
Banketbakkerij Maison Kelder B.V.;;;;;1;;;;;1
Banketbakkerij van Beek & Specker B.V.;;;;;1;;;;;1
Banketbakkerij Vlaar B.V.;;;;;1;;;;;1
Barlucca;;;;;1;;;;;1
Baronie Doner Place;1;;;;;;;;;1
Bart Versteeg fotograaf;;;;;1;;;;;1
Barteljee;;;;;1;;;;;1
Bartholomeus Gasthuis;;;;;1;;;;;1
Bartmanz;1;;;;;;;;;1
BAS Bedrijfskleding B.V.;;;1;1;;;;5;;5
BaSystemen B.V.;;;;;;;;1;;1
Battlefield Live Nederland B.V.;;;;;1;;;;;1
Bavak Beveiligingsgroep B.V.;;2;;;;;1;1;;3
Bax-shop.nl B.V.;;;;;;;;1;;1
BBB Transport Verhuizingen Sloopwerken;1;;;;;;;;;1
BCC elektro speciaalzaken;;;1;;;;;;;1
BCN B.V.;;;;;1;;;;;1
BCS Europe B.V.;;;1;;;;;1;;1
BD Containers B.V.;;;;;;;;1;;1
BD Service Nederland B.V.;;1;;;;;;;;1
Beans & Branded;1;;;;;;;1;;1
Beaumont B.V.;;;;;;;1;;;1
Bedrijfsfitness Nederland B.V.;;1;;;;;;;;1
Bedrijfsinrichting 'Hammy Fietje' B.V.;;;;;;;;1;;1
Bedrijvenvereniging WEST;;;;;;;1;;;1
Bek;;;1;;1;;;1;;2
Bekelaar culinair;1;;;;;;;;;1
Benèl B.V.;;;;;;;;1;;1
Bergmans Telecom Service;;1;;;;;;;;1
Bergsma Boomverzorging;;1;;;;;;;;1
Bernard Poelman Holding B.V.;;;;;1;;;;;1
Bernard Poelman Maatkleding;;;;;;;;4;;4
Bersih Products;;;1;;;;;;;1
Bert Smit Reklame;;;;;1;;;;;1
Beuk Horeca B.V.;1;;;;;;;1;;2
Beurtvaartadres document B.V.;;;;;1;;;;;1
Beveiligingswereld J. Meijer;;;;;;;;1;;1
Bever B.V.;;;;;;;;1;;1
Bewust M&O;;;;;1;;;;;1
Bezorgservice Scheveningen;1;;;;;;;;;1
BHV Competent;;1;;;;;;;;1
BHVstore.nl;;1;;;;;;1;;1
Biblionet B.V.;;;;;;;;1;;1
Bieck&co B.V.;;;;;1;;;;;1
Bieling Zeefdruk B.V.;;;;;;;;1;;1
Bienvenue;1;;;;;;;;;1
Biermans IJzerhandel Breda B.V.;;;;;;;;1;;1
Bigoli;1;;;;;;;;;1
Bijl groentechniek B.V.;;;;;;;;1;;1
Bijzondere Locaties Groningen B.V.;;;;;1;;;;;1
Bilderberg Grand Hotel Wientjes;1;;;;1;;;;;1
Binq Events;;;;;1;;;;;1
BIS Econocom;;;;;;;;2;;2
BJT BOUW;;;;;;;;1;;1
BKB;;;;;1;;;;;1
BKFF bas kijzers fotografie en film;;;;;1;;;;;1
Bleumink Regtop, h.o.d.n. Profile Bleumink;;;;;;;1;;;1
Bleyenberg Deurservice;;1;;;;;;;;1
BLOEM!;;;;;1;;;;;1
Bloembinderij Cees Van Eijck;;;;;1;;;;;1
Bloemenatelier in de Roos;;;;;1;;;;;1
Bloemenhuis De Zonnestraal;;;;;;;;1;;1
Bloemenweelde;;;;;1;;;;;1
Bloemsierkunst Anneke Kapteyn;;;;;1;;;;;1
Bloemsierkunst 'Het groene Huys';;;;;1;;;;;1
Bloemsierkunst 'Margriet';;;;;1;;;;;1
BLOSSOM bloemisterij;;;;;1;;;;;1
BM Services B.V.;;;;;;;;1;;1
BNR Totale Kantoorinrichting B.V.;;;;;;;;1;;1
Bobbe International B.V.;;;;;1;;;1;;1
Boca Kaarsen Groep B.V.;;;;;1;;;;;1
Boeijen B.V.;;;;;;;;1;;1
Boek 9 B.V.;;;1;;;;1;;;1
Boekhandel Van der Velde B.V.;;;;;;;;1;;1
Boekuwzending.com B.V.;;;;1;;;;;;1
Boels Verhuur Lelystad;;1;1;;;;1;1;;2
Boerhof Projectinrichters;;;;;;;6;1;;6
Boerman Transport B.V.;;;;;;;;1;;1
bol.com B.V.;;;1;;1;;1;1;1;2
Bon Bon Partyservice B.V.;1;;;;;;;;;1
Bonaire Office Systems B.V.;;;;;;;;1;;1
Bonbon Atelier A3;;;;;;;;;;
Bond voor Materialenkennis;;;;;;;1;;;1
Bontekoe Produkties V.O.F.;;;;;1;;;;;1
Boom uitgevers Amsterdam B.V.;;;;;1;;;;;1
Boom uitgevers Den Haag;;;;;2;;;;;2
Boomwereld;;;1;;;;;;;1
Boon Edam Nederland B.V.;;;;;;;1;;;1
Bordurama;;;;;;;;1;;1
Borduur Kado;;;;;1;;;;;1
Bos Incasso B.V.;;;;;;;;;1;1
Bos Tuingereedschappen;;;;;;;;1;;1
Bosch Security Systems B.V.;;1;;;;;;;;1
Boschhuis Catering;1;;;;;;;;;1
Bosenco;;;;;1;;;;;1
Bossers & Cnossen B.V.;;;;;;;1;;;1
Bosveld;;;;;1;;;;;1
Bosveld Gerechtsdeurwaarders & Incasso's;;;;;;;;;1;1
Boterwaag Den Haag B.V.;;;;;1;;;;;1
Bouter B.V.;1;;;;;;;1;;1
Bouw- en Aannemingsbedrijf L. Dijkxhoorn B.V.;;;;;;;1;;;1
Bouwbedrijf De Vries Leeuwarden B.V.;;;;;;;1;;;1
Bouwbedrijf De Zwart B.V.;;;;;;;1;1;;1
Bouwbedrijf Kolthof B.V.;;;;;;;;1;;1
Bouwbedrijf Kreeft B.V.;;;2;;;;;;;2
Bouwservice Fons van der Heijden B.V.;;1;;;;;;;;1
Bové B.V.;;;1;;;;;1;;1
BPI Services B.V.;;;;;;;;1;;1
Braam Groep B.V.;1;;;;;;;;;1
Brady B.V.;;;;;;;;1;;1
Bramidan Nederland B.V.;;;;;;;;1;;1
Brand Commerce B.V.;;;1;;;;;;;1
Brandpreventie Kreuwel V.O.F.;;1;;;;;;;;1
Brandweertrainingscentrum Kleefse Waard B.V.;;2;;;;;;;;2
Brasserie De Boerderij;;;;;1;;;;;1
Bravo-Preventie;;1;;;;;;;;1
Brecon Cleanroom Applicatie B.V.;;;;;;;;1;;1
Bremer Kantoorcentrum B.V.;;;;;1;;;;;1
Breur IJzerhandel;;1;;;;;;2;;2
Brezo-Elan B.V.;;;;;1;;;;;1
Brikfabriek;;;;;;;;1;;1
Brillat-Savarin B.V.;1;;;;;;;;;1
Brink Industrial Holding B.V.;1;;3;1;;;;1;;3
Brofa V.O.F.;1;;;;;;;;;1
Brondool B.V.;;1;;;;;;1;;1
Brood en Banket Alsady;1;;;;;;;;;1
Brood- en Banketbakkerij Jantien Timmer VOF;1;;;;;;;;;1
Brood- en Banketbakkerij P.A. Bliek;1;;;;;;;;;1
Broodje Best;1;;;;;;;;;1
Broodje van Martin;;;;;1;;;;;1
Broodjes Direct;1;;;;;;;;;1
Broodjes Express B.V.;1;;;;;;;;;1
Broodjeskantine;1;;;;;;;;;1
Bruinsma Speelgoed B.V.;;;;;1;;;;;1
Brunschwig Chemie B.V.;;1;;;;;;;;1
Bruynzeel Storage Systems B.V.;;;;;;;;1;;1
BS Workspace Solutions;;;1;;;;;1;;2
BSG Media Producties & AV Faciliteiten;;;;;1;;;;;1
BSH Huishoudapparaten B.V.;;;;;;;;1;;1
Buckaroo B.V.;;;;;;;;;4;4
Budget Broodjes;1;;;;;;;;;1
BugetCopy Signs & Prints B.V.;;;1;;;;;2;;2
BührmannUbbens;;;;;1;;;;;1
Buko Bouw & Winkels B.V.;;;;;;;1;;;1
Bumé Bouw en Onderhoud;;;;;;;;1;;1
Bureau BlauwGeel B.V.;;;;;;;;;;
Bureau Veritas Industrial Services;;;;;;;;1;;1
Bureau Wijkwiskunde;1;;;;;;;;;1
Burgers Carrosserie B.V.;;;;;;;;1;;1
Buro Acting;;1;;;;;;;;1
Buro BRAND Visuele Communicatie B.V.;;;;;1;;;;;1
Business Art Service B.V.;;;;;;;2;;;2
Business Fashion;;;;;;;;3;;3
Businesspoint V.O.F.;;;1;;;;;;;1
Buyitdirect.com B.V.;;;;;1;;3;2;;3
BvanE Alphen B.V.;;;;;1;;;;;1
Bvba BENEDEN;;;;;1;;;;;1
C 3;;;;;;;;2;;2
C. Mulckhuyse Bouw- en Aannemingsbedrijf B.V.;;2;;1;;;1;2;;3
C.P.E. Production Oy;;;;;;;;2;;2
C.V. MOBILITAS;;;;;;;;1;;1
Cadeau Concepten B.V.;;;;;1;;;1;;1
Cadeaubonnen.nl B.V.;;;;;1;;;;;1
Café Restaurant Hoogendam;;;;;1;;;;;1
Café Restaurant Luchthaven Lelystad;2;;;;;;;;;2
Café Restaurant Rootz B.V.;;;;;1;;;;;1
Café Verheyden;;;;;1;;;;;1
Café-Restaurant 'De Soesterduinen' B.V.;1;;;;;;;;;1
Café-Restaurant De Veranda B.V.;;;;;1;;;;;1
Cafetaria De Tourist;1;;;;;;;;;1
Cafetaria Jimmy's;1;;;;;;;;;1
Calandborgh;;;;;1;;;;;1
Calertho Bouwkunde B.V.;;;;;;;1;;;1
Calluna Tuindesign;;;;;1;;;;;1
Calumet Photographic B.V.;;;;;;;;1;;1
CameraNU.nl;;1;;;;;;1;;1
Caminoverde B.V.;;;;;;;;1;;1
Cannock Incasso Den Haag;;;;;;;;;1;1
Cantonees Restaurant Fine Food;1;;;;;;;;;1
CanvasCompany.nl B.V.;;;;;;;1;;;1
CAOP;;;;;1;;;;;1
Car Cleaners B.V.;;;1;;;;;;;1
Card Vision B.V.;;1;;;;;;1;;1
Catering De Steiger V.O.F.;1;;;;;;;;;1
Catering Gamba;1;;;;;;;;;1
Catering Sneek;1;;;;;;;;;1
Catering Zutphen;1;;;;;;;;;1
Cavalier International Air Freight B.V.;;;;1;;;;;;1
CCV Group B.V.;;;;;;;;1;1;1
Centralpoint Amstelveen B.V.;;;;;;;;;;
Centralpoint Nijmegen B.V.;;1;;;;;1;2;;2
Cerbul Srl;;;;;;;;2;;2
Ch Brandbeveiliging B.V.;;1;;;;;;1;;1
Chantal Vansuyt Grafisch Ontwerp;;;;;1;;;;;1
Charity Service;;;;;1;;;;;1
Chemisch Reiniging Hahné;;;;;;;;1;;1
Chin. Ind. Afhaalrestaurant De Mandarijn;1;;;;;;;;;1
Chin. Ind. Rest. 'Mai-Li';1;;;;;;;;;1
Chin. Indisch Restaurant International Almelo;1;;;;;;;;;1
Chinees Indisch Restaurant 'De Chinese Muur';1;;;;;;;;;1
Chinees Indisch Restaurant 'Hong Fong';1;;;;;;;;;1
Chinees Indisch Restaurant Long Sing;1;;;;;;;;;1
Chinees Indisch restaurant Wan Sing;1;;;;;;;;;1
Chinees Indisch Spec. Rest. De Kersenbloesem;1;;;;;;;;;1
Chinees Restaurant China;1;;;;;;;;;1
Chinees Restaurant Panda;1;;;;;;;;;1
Chinees-Indisch Restaurant 'de Nieuwe Pauw';1;;;;;;;;;1
Chiron AS;;;;;;;1;;;1
Chocolade Atelier van Noppen B.V.;;;;;1;;;;;1
Chocstar B.V.;;;;;1;;;;;1
Christian Lukes;;;;;1;;;;;1
Chubb Fire & Security Amsterdam;;1;;;;;;;;1
Cijfers en Letters Lichtreklame Zwolle;;;;;1;;;;;1
CIO Platform Nederland;;;;;;;1;;;1
Circuit Bedrijfskleding B.V.;;;;;;;;1;;1
Classic Incasso B.V.;;;;;;;;;1;1
Claxwagen.nl;;;;;;;;1;;1
CleanProfs B.V.;;;1;;;1;;;;1
ClearCircle B.V.;;;1;;;;;;;1
Clevr B.V.;;;1;;;;;;;1
Cloose;;;;;1;;;;;1
Co van Beek Tweewielers;;1;;;;;;1;;1
COBBS Industries B.V.;;;;;;;;1;;1
Cobi Oostveen;;1;;;;;;;;1
Coca-Cola European Partners Nederland B.V.;1;;;;;;;;;1
Coin Design;;;;;1;;;;;1
CombiCraft B.V.;;1;;;;;1;;;1
Combigas B.V.;;;;;;;;1;;1
Comic House Amsterdam B.V.;;;;;1;;;;;1
Communicatie Techniek Jaspers;;;;;;;;1;;1
Communicatiebureau Nadim;;;;;1;;;;;1
Compacon B.V.;;;;;1;;;;;1
Company Webcast B.V.;;;;;1;;;;;1
COMPAREX Nederland B.V.;;;;;;;2;2;;2
Compass Group Nederland B.V.;5;;;;1;;;;;5
Comsec Safe B.V.;;1;;;;;;;;1
Comtext;;;;;1;;;;;1
Confederation of European Probation;;;;;;;2;;;2
Conpax B.V.;1;;;;;;;;;1
Conrad Electronic Benelux B.V.;1;1;1;1;;;1;1;;1
Constructor Dexion Holland B.V.;;;;;;;;2;;2
Control Risks Benelux B.V.;;2;;;;;;;;2
Coolblue B.V.;;;1;;;;1;1;;1
Coolworld Nederland B.V.;;;;;;;;2;;1
Coöperatie De Betekenaar U.A.;;;;;1;;;;;1
Copy 76;;;;;1;;;;;1
Copy Service Leeuwarden B.V.;;;;;1;;;;;1
Core Supply Group B.V.;;;1;;;;;;;1
Cornelese Technical Systems B.V.;;2;;;;;;;;2
Cornelissen Aannemingsbedrijf B.V.;;;;;;;;;;
Cornelissen Service en Onderhoud B.V.;;;;;;;1;2;;2
Corps 3 op twee B.V.;;;;;2;;;1;;2
Correctbook Europe B.V.;;;;;1;;;;;1
Corvus;;1;;;;;;;;1
CreaGiftsWear;;;;;;;;1;;1
Creja Ontwerpen B.V.;;;;;1;;;1;;1
Crisicom B.V.;;1;;;;;;;;1
Cristal Cleaning Eindhoven;;;;;;;;1;;1
Cristal Cleaning Zwolle-Zuid;;;;;;;;1;;1
Crohill B.V.;;;1;;;;;;;1
Croissanterie 'de Snor' Beheer B.V.;1;;;;;;;;;1
Croissanterie/Cafetaria v/h Meier;1;;;;;;;;;1
Crowne Plaza Hotel Maastricht;;;;;1;;;;;1
CSU B.V.;;2;5;;;;;1;;6
CURA Safety Solutions B.V.;;1;;;;;1;;;1
CURLconcepts B.V.;;;;;;;;1;;1
CWS Nederland;;;6;;;;;;;6
D & A Medical Group B.V.;;;;;;;;;1;1
D. van Looy Groente en Fruit;1;;;;;;;;;1
D.P. Hilversum B.V.;1;;;;;;;1;;1
D.R. Nobel B.V.;;;;;;;1;;;1
Da Lina Lunchroom;1;;;;;;;;;1
Dael Security B.V.;;5;;;;;;1;;5
Dagelijks Lekker B.V.;1;;;;;;;;;1
Danckaarts Prof. Keukeninrichtingen B.V.;1;;;;;;;;;1
DataExpert B.V.;;1;;;;;;;;1
Datec;;;;;;;;;;
Datema Electronics;;;;;;;;1;;1
Dauphin HumanDesign B.V.;;;;;;;1;;;1
DBS Maaitechniek B.V.;;;;;;;;1;;1
de Aanblazer;;;;;;;;1;;1
De Apostelhoeve;;;;;1;;;;;1
De Baak B.V.;;;;;2;;;;;2
De Batterijen aan de Overeindseweg B.V.;;;;;1;;;;;1
De Beer Professioneel B.V.;;;;;;;;;;
De Beveiligingswinkel;;;;;;;;1;;1
De Blauwe Lotus;1;;;;;;;;;1
De Block Uniq Print;;;;;;;;1;;1
De Boer Dental;;;;;;;;2;;2
De Broadtsje Bakker;1;1;;;;;;;;1
De Broodjes Box;1;;;;;;;;;1
De Buurman VersLokaal;1;;;;;;;;;1
de connectie;;;;;1;;;;;1
De Drie Pilaren;;;;;1;;;;;1
De Eetkaamer;1;;;;;;;;;1
De EHBO Academie;;1;;;;;;;;1
De Feed Fabriek;;;;;1;;;;;1
De Frietoloog;1;;;;;;;;;1
De Gouden Ton;;;;;1;;;;;1
De Groot Design B.V.;;;;;1;;;;;1
De Harmonie;;;;;1;;;;;1
De Hertenkamp Assen B.V.;;;;;1;;;;;1
De Jong tentenverhuur;1;;;;;;;;;1
De Jufferen Lunsingh V.O.F.;1;;;;;;;;;1
De Kaartenmakers;;;;;1;;;;;1
De Kersenbloesem;1;;;;;;;;;1
De Kloveniersdoelen B.V.;;;;;1;;;;;1
De Kluizenier;;1;;;;;;;;1
De Knegt & Leeflang B.V.;;;;;;;;2;;2
De Kock Raamfolie B.V.;;;;;;;;1;;1
De Kookfabriek Utrecht B.V.;;;;;1;;;;;1
De Kroon Beveiliging B.V.;;1;;;;;;;;1
De Kroon Glasbewassing B.V.;;;1;;;;;;;1
De Kroon Service- en Schoonmaakdiensten B.V.;;;1;;;;;;;1
De Leeuw Protection Systems B.V.;;;;;;;3;1;;3
De Lijsten Fabriek;;;;;;;1;;;1
De Mobiele Fietsenmaker Fred Eman;;;;;;;1;;;1
De Nieuwe Pelgrim;;;;;1;;;;;1
De Peinder B.V.;;;;;;;1;;;1
De Poort van Kleef Utrecht B.V.;;;;;;;1;;;1
De Poort van Lunetten B.V.;1;;;;;;;;;1
De Processpecialisten B.V.;;;;;1;;;;;1
De Raat Security Products B.V.;;;;;;;1;;;1
De Ridder B.V.;1;1;4;;1;;1;2;;4
De Rijk Magazijninrichting B.V.;;;;;;;1;;;1
De Roemer Groningen;;;;;1;;;;;1
De Roos Geschenken B.V.;;;;;1;;;;;1
De Ruif B.V.;1;;;;;;;;;1
De Ruijsscher Broodjes thodn Subway Dordrecht;1;;;;;;;;;1
De Schenker B.V.;;;;;1;;;;;1
De Sleutelbal;;;;;;;;1;;1
De Stempelplaats B.V.;;;;;1;;;1;;1
De Tijd' Bedrijfskleding;;;;;;;;2;;2
De tuin van de smid;;;;;1;;;;;1
De Vang - eten & drinken;;;;;1;;;;;1
De Vries Projekt Design B.V.;1;;1;;1;;1;1;;2
De Wilt-Cyrox Groep B.V.;;;;;;;1;1;;1
De Winkel van Sinkel B.V.;;;;;1;;;;;1
De Wit CAD-Tekenbureau B.V.;;2;;;;;;;;2
De Wit Schijndel B.V.;;;;;;;;1;;1
De Zandkamer;;;;;1;;;;;1
De Zilveren Vosch B.V.;;;;;1;;;;;1
Deadan.com. B.V.;;;;1;;;1;;;1
Decathlon Netherlands B.V.;;;;;;;;1;;1
Defibrion;1;5;3;;;;1;1;;5
Defibrion Services B.V.;;1;2;;;;;1;;2
DefibSolutions;;;1;;;;;;;1
Delifrance Zwolle;1;;;;1;;;;;1
Delphi;;1;;1;;;;1;;1
Delta International Promotioneel B.V.;;1;;;2;;;3;;4
Delta Security & Hospility B.V.;;2;;;;;;;;2
Dem B.V.;;;;;;;;2;;2
Dencor Medical;;;2;;;;;;;2
Dental Recycling Services B.V.;;;;;;1;;;;1
Dentalair Consumables B.V.;;1;1;;;;;;;1
Dentalair Products Nederland B.V.;;;;;;;;1;;1
DentalSil;;;1;;;;;;;1
Derekteur;;;;;1;;;;;1
Design Kantoormeubilair B.V.;;;;;;;1;;;1
Destil B.V.;;;;;;;;1;;1
Detron Communication Solutions;;;;;;;;1;;1
DHL Express (Netherlands) B.V.;;;;1;;;;;;1
Dialoc ID Products B.V.;;;;;;;;1;;1
Digital Revolution B.V.;;;;1;1;;1;2;;2
DigiWorks;;;;;;;;;;
Diner Thuis;;;;;1;;;;;1
Dirksen Bedrijfskleding B.V.;1;1;1;;;;;7;;7
Discountoffice.nl B.V.;1;;2;1;1;;1;2;;2
Diversey B.V.;;;4;;;;;1;;4
DKTR B.V.;;;;;1;;;1;;1
DNN Service B.V.;;;;;;;;1;;1
Dnn Verhuur;1;;2;;;;;;;2
Dock Four B.V.;;;;;;;2;;;2
DOEN, praktijk (gezins) therapie en coaching;;;;;;;;1;;1
Dokkumer Vlaggen Centrale B.V.;;;;;1;;1;1;;1
Dokter Schoonmaakorganisatie B.V.;;;;;;;1;;;1
Dolmans Calamiteiten Diensten;;;1;;;;;1;;1
Dolmans Specialistische Reiniging B.V.;;;1;;;;;;;1
Dominoids V.O.F.;1;;;;;;;;;1
Donker Groep B.V.;;;;;;;1;;;1
doosopmaat.nl;;;;;;;;1;;1
Dopper;;;;;1;;;;;1
Dordtse Bazar Verhuur;;;;;1;;;;;1
Douwe Egberts Horeca;2;;;;;;;1;;2
Douwes Equipment;;;;;;;;1;;1
DozenProducent B.V.;;;;;1;;;1;;1
DP Gelderland;1;;;;;;;;;1
DPshop;;;;;;;;1;;1
Dräger Medical Netherlands B.V.;;;;;;;;;;
Dräger Nederland B.V.;;2;;;;;;2;;3
Draisma Industriële Vormgeving;;;;;;;;1;;1
Drankenhandel Degen;1;;;;;;;;;1
Drankenspeciaalzaak Ton Overmars;1;;;;;;;;;1
Drentea Kantoormeubelen;;;;;;;1;;;1
Drukbedrijf.nl B.V.;;;;;1;;;;;1
Drukkerij Assendorp;;;;;1;;;;;1
Drukkerij Engelen Sevenum B.V.;;;;;1;;;;;1
Drukkerij Excelsior B.V.;;;;;1;;;1;;1
Drukkerij G.B. 't Hooft B.V.;;;;;1;;1;;;1
Drukkerij Het Snorretje;;;;;1;;;;;1
Drukkerij Loor B.V.;;;;;1;;;;;1
Drukkerij Teeuwen & Zonen;;;;;1;;;;;1
Drukkerij Van Beek;;;;;1;;;;;1
DS Groep Apeldoorn;;;;;;;;1;;1
DS Groep Hoogeveen;;;;;;;;1;;1
DSG diensten B.V.;;;;;;;;;;
DSPH B.V.;;;;;2;;;;;2
Dudok aan de Maas B.V.;;;;;1;;;;;1
Dudok Arnhem B.V.;;;;;1;;;;;1
Dudok Produktiekeuken B.V.;;;;;;;;;;
Duifhuizen tassen & koffers B.V.;;;;;;;;1;;1
Duits isolatie;;;;;;;;1;;1
Dujardin Remmers Solutions;;1;;;;;1;;;2
Dutch Drone Group B.V.;;;;;;;;4;;4
Dynastart Tools;;1;;;;;;;;1
E.S.R.Z.;1;;;;;;;;;1
Eagle ICT Consultancy;;;;;;;1;;;1
Easy Ergonomics B.V.;;;;;;;;1;;1
Easylocate;;;;;;;;2;;2
Eburon Uitgeverij B.V.;;;;;1;;;;;1
Eco-Point Diensten B.V.;;;1;;;;;;;1
EcoSmart Nederland B.V.;;;2;;;2;;2;;3
Edelstomerij en -wasserij Miedema B.V.;;;;;;;;1;;1
Edelstomerij en -wasserij Miedema V.O.F.;;;;;;;;1;;1
Eden Oranje Hotel B.V.;;;;;1;;;;;1
Eden Springs Nederland B.V.;2;;;;;;1;1;;2
Edenred Nederland;;;;;;;;1;;1
EDITOO B.V.;;;;;1;;;;;1
EE Devices B.V.;;1;;;;;;1;;1
Eefje Goos;;;;;1;;;;;1
Eethuis Panama;1;;;;;;;;;1
Efficienta Visuele Organisatiemiddelen B.V.;;;;;;;;1;;1
Ehabo Preventie B.V.;;1;;1;;;;;;1
EHBO BHV Nederland;;1;;;;;;;;1
EHBOWORKS Opleidingen BHV, EHBO en EHAK;;1;;;;;;;;1
EHM Hotel Breda B.V.;;;;;1;;;;;1
Eiber Bier;;;;;1;;;;;1
Eijsink Afrekensystemen;1;;;;;;;1;;1
ELA Units;;;;;;;1;;;1
Electro Tubbergen t.h.o.d.n. Expert Almelo;;;;;;;;1;;1
Electrocar B.V.;;;;;;;;1;;1
Electrocar C&L B.V.;;;;;;;1;;;1
Electrolux Professional B.V.;;;;;;;;1;;1
Elinex Power Solutions B.V.;;;;;;;;1;;1
Elise Polman Music;;;;;1;;;;;1
Ellen Nooren P&O Advies en Interimmanagement;;;;;1;;;;;1
Elmapa Wenskaarten;;;;;1;;;;;1
Elzinga Catering;1;;;;;;;;;1
Em Kantoorsystemen B.V.;;;;;;;;1;;1
Emblemen-Badges B.V.;;;;;1;;;;;1
Emtek Ergonomics B.V.;;;;;;;2;;;2
en Insp.-instellingen-Fenelab;;;;;;;1;;;1
Enersafe B.V.;;1;;;;;;;;1
Enexis Netbeheer B.V.;;;;;;;;;1;1
ENFSI Secretariat Wiesbaden;;;;;;;1;;;1
Engelbert Strauss B.V.;;;;;;;;1;;1
Engels;;;;;;;;1;;1
Engels Conference Center B.V.;;;;;2;;;;;2
ENGIE Serv. Zuid vestiging Maastricht-Airport;;1;;;;;;;;1
ENGIE Services Noord locatie Leeuwarden;;;;;;;;2;;2
ENGIE Services West B.V.;;;;;;;;2;;2
ER Medical;;1;1;;;;;1;;2
Ergo2Work B.V.;;;;;;;;1;;1
Ergozit;;;;;;;1;;;1
ESE Beheer B.V.;;;1;1;;;;1;;1
Espresso Service Dienst B.V.;;;;;;;;2;;2
Espresso Service West;1;;;;;;;;;1
Esra Handelmaatschappij B.V.;;;;;;;;1;;1
ESVSHOP B.V.;;1;;;;;;1;;1
Eur. Instit. voor Certified Public Controll.;;;;;;;1;;;1
Euro Events B.V.;;;;;;;;1;;1
Euro Label B.V.;;;;;;;;1;;1
Eurocarbon B.V.;;;;;;;;1;;1
Euro-Index B.V.;;;;;;;1;1;;1
Euromate B.V.;;;;;;;;;;
Europcar Autoverhuur B.V.;;;;;;;;1;;1
European Association for Biometrics;;;;;;;1;;;1
European Network of Forensic Science Institutes;;;;;;;1;;;1
European Networks of Councils for the Judiciary;;;;;;;1;;;1
Evac First Aid & Safety Products B.V.;;1;;;;;;;;1
Eveline Bets Tekst & Publiciteit;;;;;;;;;;
Event@Home Box;1;;;;;;;;;1
Eventr B.V.;1;;;;;;;;;1
Evers Kassasystemen B.V.;;;;;;;;2;;2
Expedio Arbori;;;;;;;;1;;1
Expert Meijer t.h.o.d.n. Expert Franeker;;;;;;;1;;;1
Exploit. Maatsch. De Nwe Poort Amsterdam B.V.;;;;;1;;;;;1
Exploitatiemij. Grand Hotel Karel V B.V.;;;;;1;;;;;1
Exploitatiestichting 'Het Ruweel';;;;;1;;;;;1
Explora Werkplaatsinrichting B.V.;;;;;;;1;;;1
Expofit B.V.;;;;;;;;1;;1
Exsta Nederland B.V.;;;;;;;3;;;3
F&NN;;;;;;;;1;;1
FaberExposize B.V.;;;;;1;;;;;1
Fabory Nederland;;;;;;;;1;;1
Facilicom Solutions B.V.;;1;;;;;2;;;2
Facilion B.V.;;;;;2;;;;;2
Facility Trade Group;1;1;2;;;;;2;;3
FacilityBEE B.V.;;;1;;;;;;;1
Fancybooth;;;;;;;;1;;1
Fast Feet B.V.;;;;;;;;6;;6
Federatie West Nederlandse Personeelsver.;;;;;1;;;;;1
FEI Europe B.V.;;;;;;;;1;;1
FEM Products;;;;;;;;1;;1
Femke Reuvers;;;;;;;;1;;1
Fepatex Machines B.V.;;;;1;;;;;;1
Ferry Fast Koeriersdiensten B.V.;;;;1;;;;;;1
Fietspunt B.V.;;;;;;;;1;;1
Fietsservice Norg;;;;;;;;1;;1
Filmolux Benelux B.V.;;;;;;;;1;;1
FilmService B.V.;;;;;1;;;;;1
Fire Retarding Technology B.V.;;1;;;;;;;;1
Firecom;;1;;;;;;1;;1
Fire-Control B.V.;;1;;;;;;;;1
Fireware;;1;;;;;;;;1
Firma Bakkerij Van der Veer;1;;;;;;;;;1
Firma H. Jonker en Zn.;1;;;;;;;;;1
Firma Rijwielhandel Tieleman en Zoon;;;;;;;1;;;1
Firms Network;;;;;;;;;;
First Care Company;;;;;;;;1;;1
First Care Company B.V.;;1;;;;;;1;;1
First Floor TV;;;;;1;;;;;1
Fisi B.V.;1;;;;;;;;;1
Flamingo Television Bonaire B.V.;;1;;;;;;;;1
Flanderijn B.V.;;;;;;;;;1;1
Flanders Inox BVBA;;;1;;;;;;;1
Flash Rental Services B.V.;;4;;;;;1;4;;5
Flashcards Company;;;;;;;;1;;1
Flashymagnets;;;;;1;;;;;1
Fletcher Hotel Erica;1;;;;;;;;;1
Flevofood;;;;1;;;;;;1
Flexinplex Kunststoffen B.V.;;;1;;;;1;;;1
Flinders Cafe B.V.;;;;;;;;1;;1
Flip! Reclame Promotie & Ontwerp;;;;;1;;;1;;1
FloorFriendly B.V.;;;;;;;1;;;1
Flora Nova Interieurbeplanting B.V.;;;;;1;;;;;1
Flow In Motion B.V.;;;1;;;;;;;1
