Leverancier;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel (binnen- en buitenland);1120 - Arbeidsomstandigheden en personele zorg (incl. BHV middelen);1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Studie en opleiding;1160 - Personeelsevenementen, - bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis en verblijfkosten;Eindtotaal
NR Academy B.V.;;;;;;1;;;;1
NS Reizigers B.V.;;;;;;;;;1;1
NS Stations Retailbedrijf B.V.;;;;1;;;;;;1
NU Service en Dienstverlening;;;2;;;;;;;2
Nvdo, Ned. Verenig. voor Doelmatig Onderhoud;;;;;;1;;;;1
Nyenrode Services B.V.;;;;;;2;;;;2
Nysingh advocaten - notarissen N.V.;;;;;;1;;;;1
ObeyaCoaching.nl;;;;;;1;;;;1
Odissea;;;;;;1;;;;1
Odyssee B.V.;;;;1;;1;;;;2
Oei voor Groei;;;;;;1;;;;1
Oker B.V.;;;;1;;;;;;1
Ollini;;;;1;;;;;;1
OmgevingsAlert B.V.;;;;1;;;;;;1
One for the Road Catering B.V.;1;;;;;;;;;1
OneClick;;;;1;;;;;;1
Online Seminar B.V.;;;;;;1;;;;1
OnlyHuman Groep B.V.;;;;;3;;;;;3
Oostduinhaghe Hotel B.V.;;;;1;;;;;;1
OPPS B.V.;;;;;;2;;;;2
Oracle Benelux Usergroups;;;;;;1;;;;1
Oracle Nederland;;;;;;2;;;;2
Orde van organisatiekundigen en -adviseurs;;;;;;;;1;;1
ORMIT B.V.;;;;;;4;;;;4
Oscar David Consultancy B.V.;;;;;;1;;;;1
OSR Juridische Opleidingen B.V.;;;;;;1;;;;1
Osther Consultancy & Coaching;;;;;;1;;;;1
OTS InterStudie;;;;;;1;;;;1
Otys International B.V.;;;;;;1;;;;1
Oudaen B.V.;;;;1;;;;;;1
Oude Markt Exploitatie B.V.;;;;1;;;;;;1
P. Glerum Beheer B.V.;;;;;;;;;1;1
P. Sjollema Bedrijfsarts;;;4;;;;;;;4
Pact Eilander;;;;;;2;;;;2
Palmette B.V.;;;;1;;;;;;1
Parcival B.V.;;;;;;1;;;;1
Park Plaza Utrecht;;;;;;1;;;;1
Partner in time;;;;;;1;;;;1
Partycentrum Dekker's Hoeve;;;;1;;;;;;1
Partycentrum 'Het Witte Paard' B.V.;;;;1;;;;;;1
Partycharter B.V.;;;;1;;;;;;1
Passion@Work;;;;;;2;;;;2
Pauwer Consult;;;;;;1;;;;1
Paviljoen Malieveld;1;;;;;;;;;1
PBLQ B.V.;;;;;;2;;;;2
PDS Professional Driving Solutions B.V.;;;;;;3;;;;3
Peckish;;;;1;;;;;;1
Peijnenburg Advies;;;;;;1;;;1;1
Pels Rijcken & Droogleever Fortuijn N.V.;;;;;;1;;;;1
PENSIOENFONDS CARIBISCH NEDERLAND;6;;;;;;;;;6
Penta Scope B.V.;;;;;;1;;;;1
Percuris B.V.;;;;;;1;;;;1
PernU B.V.;;;;;;;;;1;1
Personal Talent;;;;;;1;;;;1
Perstretto;;;;;;1;;;;1
PETER BLOKLAND;;;;1;;1;;;;1
Phaos Advies B.V.;;;;;;1;;;;1
Phoenix Opleidingen;;;;;;1;;;;1
PHOENIX Opleidingen TA/NLP B.V.;;;;;;1;;;;1
PIMM Solutions B.V.;;;;2;;;;;;2
Pitch&Putt Groningen;;;;1;;;;;;1
Pizzalab;;;;1;;;;;;1
Pizze e Pazze B.V.;;;;1;;;;;;1
Pizzeria Il Vesuvio;;;;1;;;;;;1
PJ den Ouden Medical Services B.V.;;;3;;;;;;;3
planBeerda;;;;;;1;;;;1
Plata Foundation B.V.;;;;;;1;;;;1
Plata Fundament B.V.;;;;;;2;;;;2
Plein 10a BV;;;;1;;;;;;1
Plein 12A BV (Eetcafe Cloos) .;;;;1;;;;;;1
Plein 19 Den Haag B.V.;;;;1;;;;;;1
Plein 20 Den Haag B.V.;1;;;1;;;;;;1
Plein 9 A B.V.;1;;;2;;;;;;2
Pllek-NDSM B.V.;1;;;;;;;;;1
Ploni Nieboer;;;;;1;;;;;1
Pluimen B.V.;;;;1;;;;;;1
Plus Delta Holding B.V.;;;;;;3;;;;3
Pluym Coaching & Training V.O.F.;;;3;;;;;;;3
Pol Horeca Delft B.V.;;;;1;;;;;;1
PosadMaxwan;;;;1;;;;;;1
POSG Professionals B.V.;;;;;;1;;;;1
Postwagen Tolbert B.V.;;;;1;;;;;;1
Pottenbakkery Galerie Basalt;;;;1;;;;;;1
Pouw Vervoer B.V.;;;;1;;;;;1;1
PPRC B.V.;;;;;;2;;;;2
Prabhu Haremaker;;;;;;1;;;;1
Praktijk O.N. Markx;;;;;;1;;;;1
Praktijk Psychotherapie, Arbeid & Vitaliteit;;;1;;;;;;;1
Praktijk voor hypnotherapie en coaching;;;1;;;;;;;1
Praktijk voor psychologie Marianne Schipper;;;;;1;;;;;1
Prezend;;;;;;1;;;;1
Pricewaterhousecoopers N.V.;;;;1;;;;;;1
PRiMAN B.V.;;;;;;1;;;;1
PRiMAN Talent Management;;;;;;1;;;;1
Prinsenhof Groningen;;;;;;;;;1;1
Privilege Beauty;;;;1;;;;;;1
ProCreative;;;;1;;;;;;1
ProDemos;;;;;;1;;;;1
Prodrive Training B.V.;;;;;;1;;;;1
Proeflokaal Maallust;;;;1;;;;;;1
Professional Strategies;;;;1;;3;;;;3
Profource B.V.;;;;;;7;;;;7
progressiv;;;;;;2;;;;2
Project Escape;;;;1;;;;;;1
ProMindful;;;;;;3;;;;3
Promo.XL;;;;1;;;;;;1
Promofit;;;;1;;;;;;1
Promostore Merchandising B.V.;;;;1;;;;;;1
Pronkstuk B.V.;;;;1;;;;;;1
Protinus IT B.V.;;;;;;2;;;;2
Protocolbureau;;;;;;1;;;;1
Provada B.V.;;;;;;1;;;;1
Provero;;;;;;;;1;;1
Prunus B.V.;;;;1;;;;;;1
Psychologie Praktijk De Jong;;;;;;1;;;;1
Psyon B.V.;;;1;1;;;;;;1
PTV Nederland B.V.;;;;;;1;;;;1
Public Cinema B.V.;;;;;;1;;;;1
Public Partners B.V.;;;;;;2;;;;2
Publiek Denken;;;;1;;;;;;1
Puur Amsterdam;;;;2;;1;;;;2
PvIB: Platform voor informatiebeveiliging;;;;;;;;1;;1
Q-Link Bemiddeling & Advies;;;;;;1;;;;1
Q-Park Beheer B.V.;;;;;;;;;1;1
Q-Park Nederland;;;;;;;;;1;1
Q-Park Operations Netherlands B.V.;;;;;;;;;1;1
Q-Park Parking Hooghuis;;;;;;;;;1;1
Quality Bookings B.V.;;;;;;1;;;;1
Quint;;;;;;2;;;;2
Quint Wellington Redwood Learning BV;;;;;;1;;;;1
Quint Wellington Redwood Nederland B.V.;;;;;;1;;;;1
Quint Wellington Redwood Nederland BV;;;;;;4;;;;4
Quiz Brothers;;;;1;;;;;;1
Quizaway.nl;;;;1;;;;;;1
Quizzzit;;;;1;;;;;;1
Raak Advies;;;;;;1;;;;1
RAAKuitroepteken;;;;1;;;;;;1
Randstad Sourceright B.V.;;;;;3;;;;;3
Randstad Uitzendbureau;;;3;;;;;;;3
Rasant-M. B.V.;;;5;;;;;;;5
Real Estate Business School B.V.;;;;;;2;;;;2
Real-life Xcape;;;;1;;;;;;1
Reas Slagerijen B.V.;;;;1;;;;;;1
Redbreast Associates N.V.;;;;;;1;;;;1
Re-integratiebureau re-turn B.V.;;;;1;;;;;;1
Reisbureau en Touringcarbedrijf Pasteur B.V.;;;;1;;;;;;1
Relatiegeschenken.nl B.V.;;;;2;;;;;;2
Rendement Uitgeverij B.V.;;;;;;1;;;;1
Republiq NL B.V.;;;;;;2;;;;2
ResetManagement B.V.;;;;;;3;;;;3
Rest. Villa La Ruche;1;;;;;;;;;1
Restaurant & Catering Mennega;;;;1;;;;;;1
Restaurant Buytenhout;;;;1;;;;;;1
Restaurant De Artisjok;;;;1;;;;;;1
Restaurant De Basiliek B.V.;1;;;1;;;;;;1
Restaurant Diverso;;;;1;;;;;;1
Restaurant Fouquet;1;;;;;;;;;1
Restaurant Grand Café de Korenmolen B.V.;1;;;;;;;;;1
Restaurant Het Spinnewiel;;;;1;;;;;;1
Restaurant La Viña;1;;;;;;;;;1
Restaurant Samen B.V.;;;;1;;;;;;1
Restaurant 't Berghuis;;;;1;;;;;;1
Restaurant Tante Kee;;;;1;;;;;;1
Restaurant Wilhelminapark B.V.;1;;;;;;;;;1
Restaurant Wox;1;;;;;;;;;1
Restobar Chester;;;;1;;;;;;1
Result ADR B.V.;;;;;;1;;;;1
Result Mediation Centre B.V.;;;1;;;;;;;1
Richard van Hooijdonk B.V.;;;;;;1;;;;1
Rick Willemsen Training & Advies;;;;;;1;;;;1
Riks Ytsma Training & Advies;;;;;;1;;;;1
RINO Amsterdam;;;;;;1;;;;1
Ristorante da Braccini;;;;1;;;;;;1
Ristorante Tanta Roba B.V.;;;;1;;;;;;1
Ristorante Trattoria Impero Romano;;;;1;;;;;;1
Rivierduinen;;;1;;;;;;;1
Rivos Amsterdam B.V.;1;;;;;;;;;1
RJ Events;;;;1;;;;;;1
RJ Events/Escape Room Wageningen;;;;1;;;;;;1
ROC van Twente;;;;;;2;;;;2
Rochette Theater & Trainingen;;;;;;1;;;;1
Rodast B.V.;;;;;;;;;1;1
Rodizio Den Haag;;;;1;;;;;;1
Roestvrij Taal B.V.;;;;;7;;;;;7
Rogers Attorneys & Consultants B.V.;1;;;;;;;;;1
Rongen Consult B.V.;;;;;1;;;;;1
Rovarbo;;;2;;;;;;;2
RR Interim;;;;;;2;;;;2
Sabeh Tours B.V.;;;;;;;;;1;1
Samantha Huizinga Coaching & Consulting;;;;1;;;;;;1
Samen Bewegen;;;;;;1;;;;1
SAMen Gezond Werken;;;;;1;;;;;1
Sancy Tres B.V.;1;;;1;;;1;;;1
Santé Horeca Beheer B.V.;;;;1;;;;;;1
SAP Nederland B.V.;;;;;;1;;;;1
Sapori d'italia 2 B.V.;;;;1;;;;;;1
Sapri B.V.;;;;;;1;;;;1
Sas Institute B.V.;;;;;;4;;;;4
SBBA B.V.;;;4;;;;;;;4
SBI Formaat Opleiding en Advies B.V.;;;;;;2;;;;2
SBI Training en Advies/FNV Formaat B.V.;;;;;;1;;;;1
Schateiland Training B.V.;;;;;;1;;;;1
Scheidegger Opleidingen B.V.;;;;;;1;;;;1
Schiphol Nederland B.V.;;;;;;1;;;1;1
SchoolvoorCoaching B.V.;;;;;;1;;;;1
Schouten & Nelissen Groep B.V.;;;;;;1;;;;1
Schouten & Nelissen Nederland B.V.;;;;;;1;;;;1
Scil For Your Skills;;;;;;1;;;;1
Scobe Academy B.V.;;;;;;1;;;;1
Scolea B.V.;;;;;;2;;;;2
Sdu Uitgevers B.V.;;;;;;1;;;;1
Sealed Air B.V.;;;;;;1;;;;1
Search Milieu;;;;;;1;;;;1
Seba Cultuurmanagement B.V.;;;;;;1;;;;1
Segment Opleidingen B.V.;;;;;;1;;;;1
Seminars Op Maat B.V.;;;;;;1;;;;1
Sensim;;;;;;1;;;;1
Servicekantoor Ipse de Bruggen;1;;;1;;;;;;1
Servitect B.V.;;;;;;1;;;;1
Shabu Shabu 's-Gravenhage B.V.;;;;1;;;;;;1
Shoku;;;;1;;;;;;1
shoPDarts;;;;1;;;;;;1
Shuttel B.V.;;;;;;;;;7;7
Significant Synergy B.V.;;;;;;5;;;;5
Simonis Oude Visafslag B.V.;;;;1;;;;;;1
Simply Colors;;;;1;;;;;;1
Simply Thai;;;;1;;;;;;1
Simpro evenementenservice;;;2;;;;;;;2
SineFuma B.V.;;;1;;;;;;;1
Sioo;;;;;;1;;;;1
SJ ArboMed;;;5;;;;;;;5
Sjöcrona Van Stigt Advocaten;;;;2;;;;;;2
Sjouke Training en Coaching;;;;;1;1;;;;1
Skils B.V.;;;2;2;1;1;;;;3
Slagerij Gerard Dijkstra;;;;1;;;;;;1
Slijterij en Wijnkoperij Hamer;;;;1;;;;;;1
Smaakaron;;;;1;;;;;;1
Smeets Gijbels;;;;;;1;;;;1
Smit Loopbaan en Reïntegratie;;;;;;1;;;;1
SMT Simple Management Technologies B.V.;;;;;;1;;;;1
SnowWorld Leisure N.V.;;;;1;;;;;;1
SNR Schouten & Nelissen Recovery B.V.;;;;;;2;;;;2
SOBA Security Academy B.V.;;;;;;2;;;;2
SOBA Security Opleidingen B.V.;;;;;;1;;;;1
Social Dutch;;;;;;1;;;;1
Sodexo Altys B.V.;;;;1;;;;;;1
Sofhanet Project- en Interim Management;;;;;;1;;;;1
Sohi Audio Rental;;;;;;1;;;;1
SolBeach B.V.;1;;;1;;;;;;1
Soli Clean B.V.;;;2;;;;;;;2
Solid Sense B.V.;;;;1;2;2;;;;3
Soliton Systems Europe N.V.;;;;;;;;;1;1
Soomers;1;;;1;;;;;;1
SOS Sport en Events B.V.;;;;1;;;;;;1
Spaarbank Exploitatie B.V.;;;;1;;;;;;1
Spaargaren BMW en Traumahulpverlening;;;1;;;;;;;1
Speak to Inspire;;;;;;1;;;;1
Speech Republic B.V.;;;;;;1;;;;1
Speechless;;;;;;1;;;;1
Spiegelhart;;;;;;1;;;;1
SPITZ congres & event B.V.;;;;;;1;;;;1
Sportbay B.V.;;;;1;;;;;;1
Spru IT B.V.;;;;;;1;;;;1
SPRYG B.V.;;;;;;1;;1;;1
SRM Communicatie B.V.;;;;;;2;;;;2
ST HBO HAAGLANDEN;;;;;;1;;;;1
St Maarten Maartens;;;;;;;;;3;3
St. Koninklijke Visio;;;1;;;;;;;1
St. Philadelphia Zorg;;;;1;;;;;;1
Staatvandienst B.V.;;;1;;2;;;;;2
Stadsherberg 't Pumpke B.V.;;;;1;;;;;;1
Staf Depla;1;;;;;;;;1;1
STAPFOODS B.V.;;;;1;;;;;;1
Starsound Productions;;;;1;;;;;;1
State of Orange;;;;;;1;;;;1
Stg. Atlantic and Pacific Exchange Program;;;;;;1;;;;1
Stg. Centr. voor Arbeidsverhoud. Overh.pers.;;;;;;1;;;;1
Stg. ECHO, Expert.centr. Diversiteitsbeleid;;;;;;1;;;;1
Stg. Fund for Exc. of the Royal Conservatoire;;;;1;;;;;;1
Stg. Groninger Real Estate Students& Profess.;;;;;;1;;;;1
Stg. Ned. Instituut voor Kennisoverdracht;;;;;;1;;;;1
Stg. RIONED, Platf. Buitenriolering Nederland;;;;;;1;;;;1
Stg. Sioo, Int.univ. Centr. Veranderkunde;;;;;;2;;;;2
Stg. Vakexam. v.d. Part. Beveiligingsorg.;;;;;;1;;;;1
Sticht. Lerend platform Energ.&Omg.(Stg. LEO);;;;;;1;;;;1
Sticht. Nederlands Register Vastg. Taxateurs;;;;1;;;;;;1
Stichting 113;;;;;;1;;;;1
Stichting Accessibility;;;;;;1;;;;1
Stichting Achmea Rechtsbijstand;1;;;;;;;;;1
Stichting Administratiekantoor Quint Holding;;;;;;1;;;;1
Stichting Agora Network;;;;;2;;;;;2
STICHTING ALGEMEEN PENSIOENFONDS ARUBA;6;;;;;;;;;6
Stichting ArchiNed;;;;1;;;;;;1
Stichting ARIS - Gebruikers Nederland;;;;;;1;;;;1
Stichting Beeckestijn Management Educatie;;;;;;1;;;;1
Stichting Beheer Derdengelden X Pact;;;;1;;;;;;1
Stichting CAON;;;;;;1;;;;1
Stichting Crisislab;;;;;;2;;;;2
Stichting CROW;;;;;;1;;;;1
Stichting CROW, kennisplatform voor;;;;;;1;;;;1
Stichting de Baak;;;;;;1;;;;1
Stichting De Delftse Bedrijvendagen;;;;;;;;;;
Stichting De Letselschade Raad;3;;;;;;;;;3
Stichting De Ooievaart;;;;1;;;;;;1
Stichting Den Haag Nieuw Centrum;;;;;;1;;;;1
Stichting Derdengelden APG Service Partners;8;;;;;;;;;8
Stichting Digitale Overheid;;;;;;1;;;;1
Stichting Diva Dichtbij;;;;1;;;;;;1
Stichting Enterpr.Innovatief.Buurtbeh.;;;;;;1;;;;1
Stichting Filosofische School Nederland;;;;;;2;;;;2
Stichting Grote of Sint-Jacobskerk;;;;1;;;;;;1
Stichting Halt;4;;;;;;;;;4
Stichting Health & Safety Institute;;;;1;;;;;;1
Stichting Herinneringscentrum Kamp Westerbork;;;;1;;;;;;1
Stichting Hoger Beroepsonderwijs Haaglanden;;;;;;1;;;;1
Stichting Hulpkaarten Kadaster Nederland;;;;;;;;1;;1
Stichting Humanity House;;;;;;;;;1;1
Stichting iBestuur Congres;;;;;;2;;;;2
Stichting In goed gezelschap van Laura;;;;;;1;;;;1
Stichting Industr. Bouwen Nederland Booosting;;;;;;1;;;;1
Stichting Instituut voor Bouwrecht;;;;1;;2;;;;2
Stichting Internat. Perscentrum 'Nieuwspoort';1;;;1;;;;1;;1
Stichting IT Circle Nederland;;;;;;2;;;;2
Stichting Ketter & Co;;;;1;;;;;;1
Stichting Lean Management Instituut;;;;;;3;;;;3
Stichting Nationaal Centrum Erfgoedopleidingen;;;;;;2;;;;2
Stichting Nationaal Informatica Congres SNIC;;;;;;2;;;;2
Stichting Nationaal Jenevermuseum Schiedam;;;;1;;;;;;1
Stichting Nederlandse Filmpromotie;;;;1;;;;;;1
Stichting Pensioenregister;1;;;;;;;;;1
Stichting Personeelsinstrumenten Onderwijs;;;;;;1;;;;1
Stichting Pleio;;;;;;;;1;;1
Stichting ProDemos;;;;1;;;;;;1
Stichting Professional Experience Programme;;;;1;;1;;;;1
Stichting Recruiters United;;;;;;1;;;;1
Stichting Revalidatiecentrum Roessingh;;;;;;1;;;;1
Stichting S.P.L.I.K.A.;;;;;;1;;;;1
Stichting SERTUM;;;;;;1;;;;1
Stichting Sioo,Interuniversitair Centrum;;;;;;3;;;;3
STICHTING SOCIAAL FONDS PERSONEEL;;;;;;;;1;;1
Stichting Springtij Festival Terschelling;;;;;;1;;;1;2
Stichting The Hague Humanity Hub;;;;1;;;;;;1
Stichting TivoliVredenburg Fonds;;;;1;;;;;;1
Stichting Topvrouw van het jaar;;;;;;1;;;;1
Stichting 'Vastgoedcert';;;;;;1;;;;1
Stichting Vrienden Nationaal Militair Museum;;;;;;;;1;;1
Stichting Werk aan de Linie;;;;1;;;;;;1
Stoelmassage op locatie Roemers;;;1;;;;;;;1
STORMPUNT;;;;1;;1;;;;1
Strandclub WIJ;;;;1;;;;;;1
Strandpaviljoen Buiten B.V.;;;;1;;;;;;1
Strandpaviljoen De Staat B.V.;;;;1;;;;;;1
Strandweg 9 B.V.;;;;1;;;;;;1
Strange B.V.;;;;;;1;;;;1
STRESS-Trainer B.V.;;;3;;;;;;;3
Strokes;;;;;;2;;;;2
Strukton Worksphere B.V.;;;;1;;;;;;1
Struycken Arbo Expertise;;;2;;;;;;;2
STS B.V.;;;;;;1;;;;1
Studio Julia Janssen;;;;;;1;;;;1
Sturingsadvies;;;;;;1;;;;1
Stylequest;;;;;;1;;;;1
Styling en Interieurontwerp 'Valinta';;;;1;;;;;;1
Summertime;1;;;;;;;;;1
SUMMIT;;;;;;2;;;;2
Sumo Den Haag 2 Sushi en Grill restaurant;;;;1;;;;;;1
Sumo Den Haag II B.V.;;;;1;;;;;;1
Supertrainer;;;;;;1;;;;1
Support at Work;;;3;;;;;;;3
Sushi Today Utrecht B.V.;;;;1;;;;;;1
Suzie Q Horeca B.V.;;;;1;;;;;;1
SVC SchoolvoorCoaching B.V.;;;;;;1;;;;1
Sweco Nederland B.V.;;;;2;;;;;;2
SwiRo;;;4;;;;;;;4
Sybren van der Schaar Beheer B.V.;;;;;;1;;;;1
Sydney Brouwer;;;;1;;;;;;1
Szweda Arbozorg;;;3;;;;;;;3
t Goude Hooft Exploitatie B.V.;;;;1;;;;;;1
T.E. Segers;;;;;;;;;1;1
T.T. de Mos;;;;1;;;;;;1
TA academie;;;;;;1;;;;1
Taartenwinkel.nl B.V.;1;;;;;;;;;1
taiji@work;;;;;;1;;;;1
Tailor ICT Training B.V.;;;;;;1;;;;1
Takeaway.com European Operations B.V.;;;;2;;;;;;2
Talant B.V.;;;4;;;;;;;4
TalkFirst;;;;;;1;;;;1
Tangram B.V.;;;;;;1;;;;1
Tapisco Kneuterdijk 11 B.V.;;;;1;;;;;;1
Tapperij Atjeh;;;;1;;;;;;1
TB Events;;;;1;;;;;;1
Teambuildingspellen.nl B.V.;;;;1;;;;;;1
Teamroltraining;;;;;;2;;;;2
Teamspeling;;;;1;;1;;;;1
Tele'Train Education II B.V.;;;;;;2;;;;2
Tellekamp bedrijfsgeneeskundig advies;;;2;;;;;;;2
Tempo-Team Resource B.V.;;;4;;;;;;;4
Tempo-Team Uitzenden B.V.;;;;;;;;;1;1
ten Hove Praktijk B.V.;;;;;;1;;;;1
TerZake Partners B.V.;;;;;2;;;;;2
Tezet Business Gifts B.V.;;;;2;;;;;;2
Thales Nederland;;;;;;2;;;;2
The DJ Company B.V.;;;;1;;;;;;1
The Hague Tech B.V.;1;;;2;;1;;;;2
The Human Battery Company;;;1;;;;;;;1
The people side of change B.V.;;;;;;1;;;;1
The Village Lounge;;;;1;;;;;;1
Thema B.V.;;;;;;1;;;;1
TheNextShop Group B.V.;;;1;;;;;;;1
Things To Make And Do B.V.;;;;2;;;;;;2
TIAS Business School B.V.;;;;;;1;;;;1
Tiem B.V.;;;;;;;;;1;1
Tijdrevolutie B.V.;;;;;;1;;;;1
Tilkema Horeca B.V.;1;;;1;;;;;;1
TIM Foundation;;;;;;2;;;;2
Time-Lines.nl B.V.;;;;;;1;;;;1
Tineke den Haan;;;3;;;;;;;3
Tinguely Xperts B.V.;;;2;;;;;;;2
Toby enzo;;;;;;1;;;;1
TODAY DESIGNERS B.V.;;;;;;1;;;;1
Toko Eddo B.V.;;;;1;;;;;;1
Tomatis Instituut IJmuiden;;;;;;1;;;;1
Tony's Chocolonely Nederland B.V.;;;;1;1;1;;;;1
Tony's Factory B.V.;;;;1;;;;;;1
Topbloemen Nederland B.V.;;;;2;;;;;;2
Topgeschenken Nederland B.V.;;;;3;;;;;;3
Tornak Groep B.V.;;;;;;1;;;;1
Toro Pinto;;;;1;;;;;;1
Total Blue Events B.V.;;;;1;;;;;;1
Tower Leisure B.V.;;;;1;;;;;;1
Trafalgar Pub B.V.;;;;1;;;;;;1
TrainersNoord;;;;;;2;;;;2
Trainiac B.V.;;;;;;1;;;;1
Traject Consult;;;;;1;;;;;1
TrajectConsult;;;;;2;;;;;2
Transfer Education B.V.;;;;;;1;;;;1
Transformation Technologies B.V.;;;;;;1;;;;1
TransIP B.v;;;;1;;;;;;1
Transitie Advies;;;;;;1;;;;1
TRConsult B.V.;;;;;1;1;;;;1
Trend Forward Events B.V.;;;;1;;;;;;1
Tri Tunggal;;;;1;;;;;;1
Trialis Consult;;;;;;1;;;;1
Tridata B.V.;;;;;;1;;;;1
Trimension B.V.;;;;;;2;;;;2
Tristan Knelange;;;;;;1;;;;1
Trois Cannetons B.V.;;;;;;1;;;;1
Truman Amsterdam B.V.;;;;1;;;;;;1
Tse en Spaans V.O.F.;;;;1;;;;;;1
Tshukudu Technology College B.V.;;;;;;2;;;;2
TSM Business School;;;;;;2;;;;2
TwynstraGudde;;;;;;1;;;;1
Tyrilo B.V.;;;;1;;;;;;1
Uffen Management Consultancy Diensten B.V.;;;;;;1;;;;1
Uitjesbazen B.V.;;;;1;;;;;;1
Ultimate Travelstyle;;;;1;;;;;;1
Umbrio B.V.;;;;;;1;;;;1
UMOJO;;;;;;1;;;;1
Unica Installatietechniek;;;;;;1;;;;1
United People B.V.;;;;;1;;;;;1
United Talent B.V.;;;;;;2;;;;2
Unlimited People B.V.;;;;;;1;;;;1
Unzip Holding B.V.;;;3;;;;;;;3
UP Events B.V.;;;;1;;;;;;1
Upbeatles;;;;1;;;;;;1
UPD VOF B.V.;;;;;;1;;;;1
USG Restart;;;;;3;;;;;3
USG Restart B.V.;;;1;;;;;;;1
Uw Bedrijfsarts;;;4;;;;;;;4
Uytewaal Catering B.V.;;;;1;;;;;;1
V.O.F. Babbage Automation;;;;;1;;;;;1
V.O.F. Bakkerij Bos;;;;1;;;;;;1
V.O.F. Balkan Restaurant Makedonia;;;;1;;;;;;1
V.o.f. Bomans Jur. trainings- en adviesbur.;;;;;;1;;;;1
V.O.F. Het Witte Huis;;;;1;;;;;;1
V.O.F. Monninkhof;;;;;;;;;1;1
V.O.F. Slagerij Konijn;;;;1;;;;;;1
V.O.M.;;;;1;;;;;;1
Vakmedianet BouwCommunities B.V.;;;;;;1;;;;1
Van Buuren Beroepsopleidingen B.V.;;;;;;1;;;;1
Van Buuren Transportopleidingen B.V.;;;;;;1;;;;1
Van de bovenste plank;;;;1;;;;;;1
van den Ham bedrijfsarts;;;3;;;;;;;3
Van der Hilst Communicatie B.V.;;;;;;1;;;;1
Van der Meer & De Vos B.V.;;;4;;;;;;;4
Van der Veeken en De Bruijn Trainingen B.V.;;;;;;1;;;;1
Van Ede & Partners Amsterdam B.V.;;;;;;1;;;;1
Van Harte & Lingsma Man. en Organisatie B.V.;;;;;;2;;;;2
Van Harte & Lingsma Management en Organisatie;;;;;;2;;;;2
van Loon Medisch Advies;;;2;;;;;;;2
Van Olphen Company B.V.;;;;;;1;;;;1
VAN OSS TRAINING COACHING;;;;;;1;;;;1
Van Slobbe B.V.;;;;1;;;;;;1
Van Soest-Koedam Consultancy B.V.;;;;;;1;;;;1
Van Stokkum B.V.;;;;1;;1;;;;1
Van 't Klooster Bedrijfspsychologie;;;;;;2;;;;2
Van Vogelpoel Bloembinderijen Utrecht V.O.F.;;;;1;;;;;;1
Vanberkel Professionals Holding B.V.;;;;;;1;;;;1
VanderAa Consultancy;;;;;;1;;;;1
vanFreydach;;;;1;;;;;;1
VAP Nederland BV;;;;1;;;;;;1
Vaverra Consult;;;;;;2;;;;2
VCA Nederland B.V.;;;;;;1;;;;1
VCK Business Travel;;;;;;;;;3;3
VCK Travel B.V.;;;;;;2;;;6;6
VD4;;;1;;;;;;;1
Vecht & Zo;;;;1;;;;;;1
Veerman Transformational Presence;;;;;;1;;;;1
Vel.Onc@work;;;4;;;;;;;4
Veldsterkte;;;;;;1;;;;1
Vendl, Opleiden & Ontwikkelen;;;;;;1;;;;1
Ver. Arbeidsrecht Advocaten Nederland (VAAN);;;;;;1;;;;1
Ver. v. Corp. Real Estate Manag. Execut.;;;;;;1;;;;1
Ver. voor Klachtrecht in de publieke sector;;;;;;;;1;;1
Verdonck, Klooster & Associates B.V.;;;;;;2;;;;2
Verenig. v. Onr. Goed-Onderzoekers Nederland;;;;;;1;;;;1
Vereniging Ambtenaar & Recht;;;;;;;;1;;1
Vereniging Bedrijfscollecties Nederland;;;;;;1;;;;1
Vereniging Facility Management Nederland;;;;;;;;1;;1
Vereniging Facta non Verba;;;;;;1;;;;1
Vereniging van Bos- en Natuurterreineigenaren;;;;;;2;;;;2
Vereniging van Registercontrollers;;;;;;1;;;;1
Vereniging voor Bestuurskunde;;;;;;;;1;;1
Vereniging voor Bouwrecht;;;;;;;;1;;1
Vereniging voor Milieurecht;;;;;;;;1;;1
Vereniging voor Overheidsmanagement;;;;;;;;1;;1
Vergouwen Overduin B.V.;;;;;;1;;;;1
Verkeersschool Keijbeck B.V.;;;;;;1;;;;1
Verkeersschool Van Buuren B.V.;;;;;;1;;;;1
Vermaat Bedrijfshoreca B.V.;1;;;1;;;;;;1
Vermaat Leisure B.V.;1;;;2;;;;;;2
Vers & Fijn Benelux B.V.;;;;1;;;;;;1
VERT VAN NED IN DE NED ANTILLEN;4;;;;;;;;1;4
Victor de Stuersstichting;;;;;;1;;;;1
VideoBird B.V.;;;;1;;;;;;1
Videv;;;;;;;;1;;1
Vijfhart IT-trainingen B.V.;;;;;;1;;;;1
Vijlbrief Assessment;;;;;;1;;;;1
Vijverberg Advocaten B.V.;;;;;;1;;;;1
Villa Ockenburgh B.V.;;;;1;;;;;;1
Vincent de Kievit;;;;1;;;;;;1
