FID,omschr,afst_glg,hgte_glg,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,fk_veld1,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
geluids_beperkingen_wegvak.1026,Geluidswal,5.5 -> 5.5,5 -> 5,H,600105779,2021-10-01T00:00:00,238,581,060010577920211001,KLK0008689992,R,I,,"LINESTRING (80623.16330000013 389068.63390000165, 80602.81450000033 388726.71189999953)"
geluids_beperkingen_wegvak.1027,Niet doorzichtig geluidsscherm,5.5 -> 5.5,5 -> 5,H,250257015,2021-10-01T00:00:00,0,88,025025701520211001,KLK0008097198,R,I,,"LINESTRING (125448.93329999968 428708.0555999987, 125536.89790000021 428710.5502999984)"
geluids_beperkingen_wegvak.1028,Geluidswal,2.5 -> 2.5,3 -> 3,H,261450016,2021-10-01T00:00:00,0,187,026145001620211001,KLK0008070961,R,I,,"LINESTRING (130605.54639999941 525360.6981000006, 130597.46339999884 525414.5687000006, 130592.21400000155 525451.4340999983, 130590.61890000105 525463.5100000016, 130585.44739999995 525503.1744000018, 130580.63439999893 525542.8845999986, 130580.28440000117 525545.9721999988)"
geluids_beperkingen_wegvak.1029,Niet doorzichtig geluidsscherm,2.5 -> 5.5,5 -> 5,H,282223030,2021-10-01T00:00:00,0,118,028222303020211001,KLK0009848113,R,I,,"LINESTRING (141326.5502000004 411867.74439999834, 141347.75499999896 411858.13340000063, 141367.38149999827 411854.15199999884, 141391.82820000127 411848.92020000145, 141439.82609999925 411838.1275999993)"
geluids_beperkingen_wegvak.1030,Geluidswand,7.5 -> 7.5,3 -> 3,H,282268011,2021-10-01T00:00:00,49,339,028226801120211001,KLK0010208095,R,I,,"LINESTRING (141458.64719999954 434251.32349999994, 141499.2333999984 434257.16380000114, 141519.05649999902 434259.8231999986, 141524.02859999985 434260.3729999997, 141530.86149999872 434260.8828999996, 141540.84180000052 434261.1110999994, 141545.8398000002 434260.91010000184, 141552.0843999982 434260.22769999877, 141556.9362999983 434259.35709999874, 141564.65320000052 434257.50290000066, 141569.43100000173 434256.0414999984, 141574.09750000015 434254.2410000004, 141580.129900001 434251.3150999993, 141584.50429999828 434248.8830000013, 141588.72040000185 434246.1933000013, 141595.41319999844 434240.9123999998, 141598.97630000114 434237.44519999996, 141602.3652999997 434233.76900000125, 141608.82030000165 434226.16600000113, 141614.90190000087 434218.25759999827, 141629.30040000007 434197.8178999983, 141643.42700000107 434177.1917000003, 141662.98189999908 434148.1625000015, 141681.27699999884 434120.57609999925)"
geluids_beperkingen_wegvak.1031,Geluidswand,7.5 -> 4.5,3 -> 3,H,282269029,2021-10-01T00:00:00,0,290,028226902920211001,KLK0010207910,R,I,,"LINESTRING (141433.88170000166 434501.2243999988, 141456.6576000005 434462.4136000015, 141496.71499999985 434395.39719999954, 141502.74810000136 434384.82719999924, 141506.49309999868 434376.751600001, 141508.2617000006 434372.0844999999, 141510.75019999966 434363.8407000005, 141511.8126000017 434359.00129999965, 141512.84430000186 434351.6220000014, 141513.17220000178 434346.6447999999, 141513.11820000038 434337.92760000005, 141512.7098999992 434332.9545000009, 141512.00539999828 434327.99709999934, 141511.04930000007 434323.0892999992, 141509.79989999905 434318.31870000064, 141508.23939999938 434313.54560000077, 141506.4327000007 434308.8834999986, 141503.434799999 434302.44959999993, 141501.03610000014 434298.057599999, 141498.37519999966 434293.82449999824, 141493.3515000008 434287.05099999905, 141490.07730000094 434283.3148000017, 141486.57290000096 434279.7371999994, 141482.90729999915 434276.3363999985, 141476.25070000067 434271.10440000147, 141472.08520000055 434268.3372000009, 141467.76469999924 434265.811999999, 141463.3227000013 434263.5161000006, 141456.0848999992 434260.3808999993, 141452.33540000021 434259.001699999, 141452.02540000156 434258.9147000015)"
geluids_beperkingen_wegvak.1032,Geluidswand,7.5 -> 4.5,3 -> 3,H,282269030,2021-10-01T00:00:00,78,82,028226903020211001,KLK0010207910,R,I,,"LINESTRING (141432.1174999997 434504.27430000156, 141433.88170000166 434501.2243999988)"
geluids_beperkingen_wegvak.1033,Doorzichtig geluidsscherm,7.5 -> 7.5,3 -> 3,H,282269030,2021-10-01T00:00:00,0,78,028226903020211001,KLK0008057594,R,I,,"LINESTRING (141401.877700001 434575.1794000007, 141408.12700000033 434545.7489, 141432.1174999997 434504.27430000156)"
geluids_beperkingen_wegvak.1034,Geluidswand,4.5 -> 4.5,5 -> 5,H,294305041,2021-10-01T00:00:00,0,273,029430504120211001,KLK0008800313,R,I,,"LINESTRING (147011.8541000001 452694.97089999914, 147031.48959999904 452710.3440999985, 147051.61360000074 452725.1785000004, 147072.19099999964 452739.38809999824, 147085.5775000006 452748.2531999983, 147102.42029999942 452759.0445000008, 147115.16209999844 452766.95969999954, 147132.2857999988 452777.2945000008, 147145.2835999988 452784.7938000001, 147166.17049999908 452796.21920000017, 147197.4188000001 452811.9882000014, 147225.80160000175 452825.50290000066, 147241.96189999953 452840.375)"
geluids_beperkingen_wegvak.1035,Geluidswand,4.5 -> 6.5,6 -> 6,H,294305046,2021-10-01T00:00:00,241,728,029430504620211001,KLK0008085521,R,I,,"LINESTRING (147468.81329999864 452920.9893999994, 147475.4182999991 452922.7879000008, 147494.8000999987 452927.7435000017, 147524.10449999943 452934.7217999995, 147554.76799999923 452941.374499999, 147574.38720000163 452945.2778999992, 147594.05160000175 452948.9285000004, 147613.7655000016 452952.32129999995, 147634.86670000106 452955.6031999998, 147654.64409999922 452958.4283000007, 147674.47580000013 452961.01740000024, 147704.68299999833 452964.4243000001, 147724.57229999825 452966.3352999985, 147744.5086000003 452967.99760000035, 147766.4849999994 452969.5091999993, 147786.4620999992 452970.6079000011, 147806.439100001 452971.5870999992, 147826.4246999994 452972.3460999988, 147866.4140000008 452973.3969999999, 147929.26929999888 452974.4444999993, 147951.2862999998 452974.72630000114)"
geluids_beperkingen_wegvak.1036,Geluidswand,4.5 -> 4.5,6 -> 6,H,294305046,2021-10-01T00:00:00,110,241,029430504620211001,KLK0008085520,R,I,,"LINESTRING (147343.90450000018 452881.6411000006, 147360.07129999995 452887.42240000144, 147378.99700000137 452893.8971000016, 147397.9946999997 452900.14979999885, 147417.71409999952 452906.32880000025, 147436.88870000094 452912.04199999943, 147456.12029999867 452917.5331000015, 147468.81329999864 452920.9893999994)"
geluids_beperkingen_wegvak.1037,Doorzichtig geluidsscherm,4.5 -> 4.5,6 -> 6,H,294305046,2021-10-01T00:00:00,59,110,029430504620211001,KLK0008085519,R,I,,"LINESTRING (147296.26080000028 452863.45230000094, 147313.10960000008 452870.11840000004, 147341.25239999965 452880.6926999986, 147343.90450000018 452881.6411000006)"
geluids_beperkingen_wegvak.1038,Geluidswand,4.5 -> 4.5,6 -> 6,H,294305046,2021-10-01T00:00:00,0,59,029430504620211001,KLK0008085518,R,I,,"LINESTRING (147241.96189999953 452840.375, 147294.50919999927 452862.75930000097, 147296.26080000028 452863.45230000094)"
geluids_beperkingen_wegvak.1039,Geluidswand,7.5 -> 7.5,3 -> 3,H,294305046,2021-10-01T00:00:00,5179,5315,029430504620211001,KLK0008085589,R,I,,"LINESTRING (152402.03449999914 453011.48420000076, 152465.3310999982 453012.28069999814, 152538.08570000157 453013.5353000015)"
geluids_beperkingen_wegvak.1040,Geluidswal,5.5 -> 5.5,3 -> 3,H,294353016,2021-10-01T00:00:00,0,658,029435301620211001,KLK0008195021,R,I,,"LINESTRING (147319.51300000027 476995.3420000002, 147318.93210000172 477003.3669999987, 147322.06859999895 477118.2615999989, 147323.00829999894 477138.2397999987, 147324.21229999885 477157.1385000013, 147325.4063999988 477172.0912999995, 147327.75200000033 477195.0828999989, 147329.72560000047 477209.9721999988, 147333.2153000012 477232.25930000097, 147336.42799999937 477248.91690000147, 147339.70650000125 477263.5571999997, 147343.73059999943 477279.45059999824, 147347.75279999897 477293.92990000173, 147351.94909999892 477307.5865000002, 147358.3764999993 477326.5262000002, 147361.8029000014 477335.9257999994, 147366.39620000124 477347.8280999996, 147372.1427000016 477361.68730000034, 147380.35539999977 477379.9241999984, 147387.0150000006 477393.84270000085, 147396.22560000047 477411.59589999914, 147405.05939999968 477427.37409999967, 147412.7776999995 477440.23600000143, 147423.05000000075 477456.32919999957, 147431.49049999937 477468.7292999998, 147443.90960000083 477485.9864999987, 147456.92990000173 477503.08999999985, 147466.26260000095 477514.8332000002, 147484.19159999862 477536.39130000025, 147500.49529999867 477555.3436000012, 147517.14350000024 477573.99870000035, 147534.6906999983 477593.3299999982)"
geluids_beperkingen_wegvak.1041,Geluidswal met daarop of -in een scherm,6.5 -> 6.5,5 -> 5,H,600138009,2021-10-01T00:00:00,0,260,060013800920211001,KLK0010236438,L,I,,"LINESTRING (156529.9563000016 413874.63919999823, 156515.1356999986 413872.26729999855, 156498.74549999833 413870.07360000163, 156488.78649999946 413869.1103999987, 156478.81019999832 413868.41910000145, 156461.48809999973 413867.85880000144, 156446.4897999987 413868.14719999954, 156433.1735999994 413868.99909999967, 156418.2734999992 413870.72890000045, 156408.24870000035 413872.3889000006, 156398.46059999987 413874.34760000184, 156393.5898000002 413875.47740000114, 156388.73330000043 413876.66690000147, 156379.10500000045 413879.4008000009, 156364.65689999983 413884.16690000147, 156355.30189999938 413887.71559999883, 156346.12040000036 413891.67980000004, 156335.0450000018 413896.8348999992, 156303.77650000155 413912.5601999983, 156294.62099999934 413916.2996000014, 156289.92449999973 413917.7305999994, 156285.07079999894 413918.9659000002, 156279.77650000155 413919.8995000012)"
geluids_beperkingen_wegvak.1042,Geluidswal met daarop of -in een scherm,6.5 -> 6.5,5 -> 5,H,600138010,2021-10-01T00:00:00,0,72,060013801020211001,KLK0010236438,L,I,,"LINESTRING (156601.5647 413884.78290000185, 156529.9563000016 413874.63919999823)"
geluids_beperkingen_wegvak.1043,Geluidswal met daarop of -in een scherm,5.5 -> 5.5,3 -> 3,H,600138011,2021-10-01T00:00:00,128,280,060013801120211001,KLK0008140531,L,I,,"LINESTRING (156478.70600000024 413849.00879999995, 156468.5177000016 413846.5128999986, 156429.49020000175 413837.746199999, 156409.90819999948 413833.6656000018, 156377.82600000128 413827.4442999996, 156338.47100000083 413820.1937999986, 156329.79619999975 413818.65300000086)"
geluids_beperkingen_wegvak.1044,Geluidswal,5.5 -> 5.5,1 -> 3,H,600138012,2021-10-01T00:00:00,0,298,060013801220211001,KLK0010235617,L,I,,"LINESTRING (156918.69689999893 414013.6079999991, 156902.1457999982 414007.11829999834, 156865.11939999834 413991.94849999994, 156802.4065000005 413965.375, 156747.2782999985 413941.6688000001, 156710.3911000006 413926.194600001, 156691.88159999996 413918.61840000004, 156657.63430000097 413905.05579999834, 156643.34530000016 413899.72129999846)"
geluids_beperkingen_wegvak.1045,Geluidswal met daarop of -in een scherm,5.5 -> 5.5,3 -> 1,H,600138012,2021-10-01T00:00:00,298,342,060013801220211001,KLK0008140553,L,I,,"LINESTRING (156643.34530000016 413899.72129999846, 156638.90089999884 413898.0621000007, 156601.5647 413884.78290000185)"
geluids_beperkingen_wegvak.1046,Geluidswal,4.5 -> 4.5,3 -> 3,H,600139905,2021-10-01T00:00:00,194,683,060013990520211001,KLK0009569345,L,I,,"LINESTRING (173942.5901999995 422750.3757000007, 173909.97769999877 422707.54470000044, 173897.72670000046 422691.73600000143, 173872.79100000113 422660.45230000094, 173852.85390000045 422635.77230000123, 173840.00389999896 422620.44619999826, 173815.61560000107 422592.2553999983, 173802.34369999915 422577.3531000018, 173788.8434999995 422562.58520000055, 173775.21090000123 422547.945700001, 173747.60220000148 422518.99969999865, 173733.61149999872 422504.70749999955, 173720.95039999858 422492.04940000176, 173706.4737999998 422478.248300001, 173692.2287000008 422464.20969999954, 173677.68679999933 422450.47410000116, 173655.63940000162 422430.1832000017, 173625.81060000136 422403.42770000175, 173612.12590000033 422391.3594000004)"
geluids_beperkingen_wegvak.1047,Geluidswand,6.5 -> 6.5,3 -> 3,H,600139924,2021-10-01T00:00:00,13,55,060013992420211001,KLK0008307028,R,I,,"LINESTRING (167397.87370000035 458918.4675000012, 167387.38500000164 458943.33579999954, 167381.63210000098 458957.1999000013)"
geluids_beperkingen_wegvak.1048,Geluidswal,25 -> 25,5 -> 5,H,600139942,2021-10-01T00:00:00,1441,1871,060013994220211001,KLK0009690880,L,I,,"LINESTRING (165655.1992000006 476749.3605000004, 165650.31159999967 476734.88980000094, 165624.15029999986 476659.28810000047, 165604.13019999862 476602.7259999998, 165584.17760000005 476547.3922000006, 165563.4620999992 476491.0346999988, 165542.43140000105 476434.83520000055, 165521.0604000017 476378.7701999992, 165508.09849999845 476345.3409000002)"
geluids_beperkingen_wegvak.1050,Doorzichtig geluidsscherm,7.5 -> 7.5,3 -> 3,H,600140168,2021-10-01T00:00:00,198,591,060014016820211001,KLK0008085914,L,I,,"LINESTRING (173293.9593999982 447383.4285000004, 173028.1686999984 447422.3319000006, 172988.63720000163 447428.43879999965, 172966.39440000057 447432.0560000017, 172926.95870000124 447438.7729999982, 172905.47199999914 447442.6752999984)"
geluids_beperkingen_wegvak.1051,Niet doorzichtig geluidsscherm,8.5 -> 6.5,3 -> 3,H,600140193,2021-10-01T00:00:00,0,5,060014019320211001,KLK0008115083,R,I,,"LINESTRING (170149.48299999908 453202.81120000035, 170147.25890000165 453207.28929999843)"
geluids_beperkingen_wegvak.1052,Niet doorzichtig geluidsscherm,5.5 -> 5.5,3 -> 3,H,600140193,2021-10-01T00:00:00,1857,1998,060014019320211001,KLK0008115124,R,I,,"LINESTRING (169420.4541000016 454907.8161999993, 169419.1449000016 454913.0625, 169412.4037999995 454941.9274000004, 169403.78590000048 454981.01040000096, 169395.74560000002 455020.1948999986, 169390.9525000006 455045.2531999983)"
geluids_beperkingen_wegvak.1053,Niet doorzichtig geluidsscherm,6.5 -> 6.5,3 -> 3,H,600140193,2021-10-01T00:00:00,1121,1588,060014019320211001,KLK0008115114,R,I,,"LINESTRING (169677.7718999982 454219.38170000166, 169574.32789999992 454461.9296000004, 169550.87950000167 454517.1532999985, 169535.46130000055 454554.064100001, 169522.22619999945 454587.08960000053, 169507.8563000001 454624.4188000001, 169498.3440000005 454650.4754000008)"
geluids_beperkingen_wegvak.1054,Doorzichtig geluidsscherm,6.5 -> 6.5,3 -> 3,H,600140193,2021-10-01T00:00:00,1062,1121,060014019320211001,KLK0008115113,R,I,,"LINESTRING (169700.9177000001 454165.11129999906, 169677.7718999982 454219.38170000166)"
geluids_beperkingen_wegvak.1055,Niet doorzichtig geluidsscherm,6.5 -> 6.5,3 -> 3,H,600140193,2021-10-01T00:00:00,751,1062,060014019320211001,KLK0008115112,R,I,,"LINESTRING (169823.78929999843 453879.4160999991, 169820.97830000147 453885.7355000004, 169796.89339999855 453940.6906999983, 169775.6218000017 453989.95059999824, 169700.9177000001 454165.11129999906)"
geluids_beperkingen_wegvak.1056,Niet doorzichtig geluidsscherm,6.5 -> 6.5,3 -> 3,H,600140193,2021-10-01T00:00:00,5,507,060014019320211001,KLK0008115084,R,I,,"LINESTRING (170147.25890000165 453207.28929999843, 170109.32470000163 453283.6656000018, 170014.64449999854 453473.22459999844, 169975.21979999915 453553.2303000018, 169949.14389999956 453607.2692000009, 169925.31949999928 453657.5500999987)"
geluids_beperkingen_wegvak.1057,Doorzichtig geluidsscherm,6.5 -> 6.5,3 -> 3,H,600140194,2021-10-01T00:00:00,420,496,060014019420211001,KLK0008115141,R,I,,"LINESTRING (169334.7862999998 455461.4153999984, 169325.4913999997 455536.84490000084)"
geluids_beperkingen_wegvak.1058,Niet doorzichtig geluidsscherm,6.5 -> 6.5,3 -> 3,H,600140194,2021-10-01T00:00:00,496,722,060014019420211001,KLK0008115142,R,I,,"LINESTRING (169325.4913999997 455536.84490000084, 169306.6785000004 455689.5137999989, 169298.14009999856 455761.1832999997)"
geluids_beperkingen_wegvak.1059,Niet doorzichtig geluidsscherm,6.5 -> 6.5,3 -> 3,H,600140194,2021-10-01T00:00:00,173,420,060014019420211001,KLK0008115130,R,I,,"LINESTRING (169365.10940000042 455216.28400000185, 169360.70109999925 455251.1132000014, 169334.7862999998 455461.4153999984)"
geluids_beperkingen_wegvak.1060,Geluidswal,10 -> 10,5 -> 5,H,600140247,2021-10-01T00:00:00,2441,2653,060014024720211001,KLK0010230509,L,I,,"LINESTRING (173788.74280000106 436814.03009999916, 173578.43129999936 436840.7340000011)"
geluids_beperkingen_wegvak.1061,Geluidswal,10 -> 10,5 -> 5,H,600140247,2021-10-01T00:00:00,2721,2817,060014024720211001,KLK0008092820,L,I,,"LINESTRING (173510.97289999947 436849.29940000176, 173416.00310000032 436861.3579999991)"
geluids_beperkingen_wegvak.1062,Niet doorzichtig geluidsscherm,4.5 -> 4.5,3 -> 3,H,600140365,2021-10-01T00:00:00,0,127,060014036520211001,KLK0009771844,L,I,,"LINESTRING (171185.02540000156 482442.47140000015, 171059.2525999993 482456.6689000018)"
geluids_beperkingen_wegvak.1063,Geluidswal met daarop of -in een scherm,3.5 -> 3.5,3 -> 3,H,600140455,2021-10-01T00:00:00,27,51,060014045520211001,KLK0008810888,R,I,,"LINESTRING (167273.2707999982 459263.4338000007, 167268.6854000017 459275.49130000174, 167260.16420000046 459282.3407999985)"
geluids_beperkingen_wegvak.1064,Geluidswal,3.5 -> 3.5,3 -> 3,H,600140455,2021-10-01T00:00:00,0,27,060014045520211001,KLK0008810887,R,I,,"LINESTRING (167285.06500000134 459239.18090000004, 167280.18389999866 459247.9501999989, 167277.9750000015 459252.435899999, 167273.96620000154 459261.60539999977, 167273.2707999982 459263.4338000007)"
geluids_beperkingen_wegvak.1065,Geluidswal,25 -> 25,5 -> 5,H,600140459,2021-10-01T00:00:00,7,192,060014045920211001,KLK0010232722,L,I,,"LINESTRING (168088.55999999866 436864.05220000073, 168037.55689999834 436864.7014000006, 168025.92590000108 436864.9248000011, 168015.92559999973 436865.3101999983, 168005.94079999998 436865.90630000085, 167996.35799999908 436866.79100000113, 167986.42770000175 436867.99329999834, 167981.48490000144 436868.748399999, 167971.29210000113 436870.51680000126, 167961.501600001 436872.5859000012, 167947.59430000186 436876.1568999998, 167938.02809999883 436879.0720000006, 167928.52329999954 436882.195700001, 167906.85190000013 436889.9208999984)"
geluids_beperkingen_wegvak.1066,Geluidswal,10 -> 10,3 -> 3,H,600140468,2021-10-01T00:00:00,0,90,060014046820211001,KLK0010232763,L,I,,"LINESTRING (173416.00310000032 436861.3579999991, 173374.28700000048 436874.7197000012, 173328.96550000086 436882.88479999825)"
geluids_beperkingen_wegvak.1067,Geluidswal,10 -> 10,6 -> 6,H,600140471,2021-10-01T00:00:00,30,370,060014047120211001,KLK0008088509,L,I,,"LINESTRING (172840.254900001 447465.07360000163, 172836.37730000168 447465.47410000116, 172821.53869999945 447467.6700000018, 172806.77109999955 447470.32770000026, 172781.57079999894 447475.1735999994, 172747.26220000163 447482.0956999995, 172732.6041000001 447485.2895000018, 172676.17130000144 447498.56540000066, 172651.88850000128 447504.5302999988, 172621.11740000173 447512.42969999835, 172584.80950000137 447522.0185999982, 172551.0348000005 447531.20259999856, 172527.55359999835 447537.8038999997, 172509.07519999892 447535.6832999997)"
geluids_beperkingen_wegvak.1068,Geluidswal,5.5 -> 5.5,5 -> 5,H,600140479,2021-10-01T00:00:00,277,972,060014047920211001,KLK0009569204,L,I,,"LINESTRING (167743.35570000112 415167.7296000011, 167735.23739999905 415147.064199999, 167703.30220000073 415066.2470000014, 167681.6196999997 415010.3183000013, 167667.66640000045 414972.83040000126, 167653.4263000004 414932.7010000013, 167646.95010000095 414913.77849999815, 167640.6772999987 414894.7857999988, 167633.565200001 414872.5091000013, 167621.99069999903 414834.28390000015, 167616.44299999997 414815.06810000166, 167611.1009999998 414795.79459999874, 167605.9717000015 414776.4615999982, 167598.0249999985 414745.1123000011, 167593.2985999994 414725.67330000177, 167588.80370000005 414706.18360000104, 167584.52800000086 414686.6460000016, 167578.3951999992 414657.23589999974, 167574.5234999992 414637.62680000067, 167570.8561999984 414617.9657000005, 167567.40989999846 414598.26249999925, 167562.7135999985 414569.5931000002, 167559.6854000017 414549.8792999983, 167556.87310000136 414530.07510000095, 167553.2311999984 414501.68250000104)"
geluids_beperkingen_wegvak.1069,Geluidswal met daarop of -in een scherm,5.5 -> 5.5,5 -> 5,H,600140479,2021-10-01T00:00:00,972,977,060014047920211001,KLK0008126911,L,I,,"LINESTRING (167553.2311999984 414501.68250000104, 167552.64090000093 414497.0800999999)"
geluids_beperkingen_wegvak.1070,Geluidswand,5.5 -> 5.5,3 -> 3,H,600141044,2021-10-01T00:00:00,0,109,060014104420211001,KLK0008059594,L,I,,"LINESTRING (166021.37139999866 373152.3885000013, 166006.37829999998 373171.8980999999, 165991.84849999845 373192.32919999957, 165980.77899999917 373208.9871000014, 165966.7184999995 373231.4818999991, 165960.32239999995 373242.5645000003)"
geluids_beperkingen_wegvak.1071,Geluidswal,7.5 -> 7.5,3 -> 3,H,600141546,2021-10-01T00:00:00,0,301,060014154620211001,KLK0008200149,L,I,,"LINESTRING (181292.33139999956 330264.2335000001, 181040.88489999995 330098.77760000154)"
geluids_beperkingen_wegvak.1072,Geluidswal met daarop of -in een scherm,8.5 -> 8.5,6 -> 6,H,600141547,2021-10-01T00:00:00,0,542,060014154720211001,KLK0008147734,L,I,,"LINESTRING (181939.4732999988 330667.75869999826, 181903.47349999845 330648.7952999994, 181885.88540000096 330639.3328000009, 181850.87920000032 330619.97349999845, 181831.30820000172 330608.8205000013, 181813.98939999938 330598.8198999986, 181779.52969999984 330578.5091000013, 181759.85709999874 330566.7133000009, 181725.754900001 330545.80750000104, 181708.62070000172 330535.4853999987, 181695.9389999993 330527.20270000026, 181628.500500001 330484.1651000008, 181578.94810000062 330452.0720999986, 181477.17240000144 330385.3718000017)"
geluids_beperkingen_wegvak.1073,Geluidswal,9.5 -> 9.5,5 -> 5,H,600142431,2021-10-01T00:00:00,1321,1389,060014243120211001,KLK0008086063,L,I,,"LINESTRING (182048.66099999845 448283.7021000013, 182017.46770000085 448283.18140000105, 181980.67650000006 448282.27760000154)"
geluids_beperkingen_wegvak.1074,Geluidswal,9.5 -> 9.5,3 -> 5,H,600142431,2021-10-01T00:00:00,1389,1892,060014243120211001,KLK0008086051,L,I,,"LINESTRING (181980.67650000006 448282.27760000154, 181935.05710000172 448281.1568999998, 181860.29830000177 448278.69359999895, 181811.44209999964 448276.8016999997, 181771.48589999974 448275.0669, 181711.55590000004 448272.1638999991, 181669.35590000078 448269.8883999996, 181587.61210000142 448265.02259999886, 181527.74700000137 448261.01839999855, 181487.85069999844 448258.14009999856, 181478.34690000117 448257.40890000015)"
geluids_beperkingen_wegvak.1075,Doorzichtig geluidsscherm,5.5 -> 5.5,3 -> 3,H,600142454,2021-10-01T00:00:00,363,652,060014245420211001,KLK0008054452,L,I,,"LINESTRING (179341.7547999993 365285.47940000147, 179332.4593999982 365302.4497000016, 179322.6790000014 365319.8953000009, 179305.62099999934 365349.4935000017, 179285.09160000086 365383.82550000027, 179278.82580000162 365393.9301000014, 179268.11690000072 365410.83260000125, 179257.23779999837 365427.61499999836, 179246.12799999863 365444.2485000007, 179226.90850000083 365471.7115999982, 179213.7525999993 365489.66420000046, 179201.6735999994 365505.61239999905, 179189.33370000124 365521.3524999991, 179184.43059999868 365527.4204000011)"
geluids_beperkingen_wegvak.1076,Geluidswand,5.5 -> 5.5,1 -> 3,H,600142454,2021-10-01T00:00:00,652,662,060014245420211001,KLK0008054451,L,I,,"LINESTRING (179184.43059999868 365527.4204000011, 179178.14570000023 365535.19860000163)"
geluids_beperkingen_wegvak.1077,Niet doorzichtig geluidsscherm,2.5 -> 3.5,3 -> 3,H,600142850,2021-10-01T00:00:00,0,42,060014285020211001,KLK0008654365,R,I,,"LINESTRING (183009.18989999965 333848.94839999825, 182994.9466000013 333831.51480000094, 182987.3830000013 333813.3674999997)"
geluids_beperkingen_wegvak.1078,Geluidswal,4.5 -> 4.5,1 -> 1,H,600143487,2021-10-01T00:00:00,0,3,060014348720211001,KLK0008116217,L,I,,"LINESTRING (177656.813000001 580094.5936000012, 177653.81320000067 580094.6248000003)"
geluids_beperkingen_wegvak.1079,Geluidswal,4.5 -> 4.5,1 -> 1,H,600143488,2021-10-01T00:00:00,0,182,060014348820211001,KLK0008116235,L,I,,"LINESTRING (178175.69530000165 580088.2369000018, 178096.3830000013 580089.4739999995, 177993.71189999953 580090.6697999984)"
geluids_beperkingen_wegvak.1080,Geluidswal,4.5 -> 4.5,1 -> 1,H,600143488,2021-10-01T00:00:00,210,519,060014348820211001,KLK0008116217,L,I,,"LINESTRING (177965.71379999816 580090.9959000014, 177656.813000001 580094.5936000012)"
geluids_beperkingen_wegvak.1081,Geluidswal,4.5 -> 4.5,1 -> 1,H,600143489,2021-10-01T00:00:00,51,113,060014348920211001,KLK0008117248,L,I,,"LINESTRING (177607.2124999985 580104.4565000013, 177597.07339999825 580105.3273000009, 177574.68079999834 580107.4772000015, 177559.78269999847 580109.252799999, 177550.6873999983 580110.6893000007, 177545.61340000108 580111.6556999981)"
geluids_beperkingen_wegvak.1082,Geluidswal,4.5 -> 4.5,1 -> 1,H,600143490,2021-10-01T00:00:00,0,140,060014349020211001,KLK0008117248,L,I,,"LINESTRING (177545.61340000108 580111.6556999981, 177535.81289999932 580113.8156000003, 177530.96229999885 580115.0555000007, 177526.1436999999 580116.3979999982, 177516.61129999906 580119.4208000004, 177507.21559999883 580122.8834000006, 177501.1372999996 580125.4459999986, 177488.40549999848 580131.3916999996, 177477.63120000064 580137.1578000002, 177469.03990000114 580142.2980999984, 177458.7371999994 580148.9851999991, 177433.9294999987 580165.8579999991, 177422.54879999906 580173.1374999993, 177421.46159999818 580173.7897000015)"
geluids_beperkingen_wegvak.1083,Niet doorzichtig geluidsscherm,6.5 -> 6.5,3 -> 3,H,600146560,2021-10-01T00:00:00,490,786,060014656020211001,KLK0010091591,L,I,,"LINESTRING (198179.33889999986 468045.0080000013, 198178.8654000014 468038.34750000015, 198173.9739000015 467994.38340000063, 198171.82459999993 467954.4528999999, 198171.1666000001 467938.54140000045, 198170.90080000088 467918.54030000046, 198170.93679999933 467898.5399999991, 198171.16310000047 467875.42650000006, 198171.6125999987 467855.4316999987, 198173.29250000045 467808.99709999934, 198174.3535999991 467789.02430000156, 198176.98580000177 467749.8986000009)"
geluids_beperkingen_wegvak.1084,Niet doorzichtig geluidsscherm,6.5 -> 6.5,1 -> 1,H,600146560,2021-10-01T00:00:00,334,441,060014656020211001,KLK0010091622,L,I,,"LINESTRING (198195.7375999987 468200.10929999873, 198194.1085000001 468188.29459999874, 198190.74010000005 468162.5229000002, 198188.34980000183 468142.6662000008, 198183.8302000016 468100.74540000036, 198183.25409999862 468093.85060000047)"
geluids_beperkingen_wegvak.1085,Doorzichtig geluidsscherm,5.5 -> 5.5,1 -> 1,H,600146560,2021-10-01T00:00:00,441,490,060014656020211001,KLK0010091621,L,I,,"LINESTRING (198183.25409999862 468093.85060000047, 198180.28339999914 468058.29459999874, 198179.33889999986 468045.0080000013)"
geluids_beperkingen_wegvak.1086,Geluidswal,4.5 -> 4.5,3 -> 3,H,600147216,2021-10-01T00:00:00,0,126,060014721620211001,KLK0008117925,R,I,,"LINESTRING (203119.06540000066 535478.7917999998, 203111.44949999824 535486.4193000011, 203072.87689999864 535497.5073999986, 203034.60970000178 535509.1552999988, 203025.10460000113 535512.2659999989, 203016.061999999 535515.5348999985, 203002.0234999992 535521.2879999988)"
geluids_beperkingen_wegvak.1087,Geluidswal,4.5 -> 4.5,3 -> 3,H,600148931,2021-10-01T00:00:00,0,107,060014893120211001,KLK0009775344,L,I,,"LINESTRING (209649.2250000015 521744.46290000156, 209637.8958999999 521738.126699999, 209599.41189999878 521685.50659999996, 209581.83300000057 521662.1059000008)"
