Leveranciers;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
Groningen Seaports N.V.;1;;;1;;;;;;1
GULDEN VLIES HET;;;;1;;;;;;1
Gusto Mangia e Bevi;;;;1;;;;;;1
GVZ2 B.V.;;;;1;;;;;;1
GVZ3 B.V.;;;;1;;;;;;1
H. de Vos Beheer;;;;;;1;;;;1
H.C.R. Lands End B.V.;;;;;;;;;1;1
H.J. Nieman t.h.o.d.n. Multicopy Drukwerksrv.;1;;;;;;;;;1
Haagse Taxi Mobilofoon Centrale B.V.;;;;;;;;;1;1
HAARDPAKKET.NL;1;;;;;;;;;1
Haarhuis Vastgoed B.V.;;;;1;;;;;;1
HACH;;;;;;1;;;;1
Hagedoorn IJmuiden Beheer B.V.;;;;;;;;;1;1
Hajé Nieuwegein B.V.;1;;;1;;;;;;1
Hakkers B.V.;;;;1;;;;;;1
Hakze;;;;1;;;;;;1
Hallmark Cards Nederland;;;;1;;;;;;1
Hampshire Exploitatie II B.V.;;;;;;;;;1;1
Han Vermeer Ontwikkel. van Mens & Organisatie;;;;;1;;;;;1
Handelsonderneming de Klomp;;;;1;;;;;;1
Handelsonderneming Smit;;;;1;;;;;;1
Hannick Reizen B.V.;;;;1;;;;;;1
Hans Buiter historicus en publicist;;;;;;1;;;;1
Hape Aviation & Marine Service;;;1;;;;;;;1
Happen en Trappen B.V.;1;;;;;;;;;1
Happy Day Tours;;;;1;;;;;;1
Happy Meat B.V.;;;;1;;;;;;1
Happy Moose;;;;1;;;;;;1
Haptotherapie Den Haag;1;;;;1;;;;;1
Hart Beach B.V.;;;;1;;;;;;1
Hartelijk Gefaciliteerd;;;;;;1;;;;1
Hatech Gasdetectietechniek B.V.;;;;;;1;;;;1
Hatenboer-Water B.V.;;;;;;1;;;;1
Hatro;;;;;;;;;1;1
Havana B.V.;;;;1;;;;;;1
HAVANA DEN HAAG;;;;1;;;;;;1
Havenbedrijf IJmuiden;;;;;;;;;1;1
Havenbedrijf Rotterdam N.V.;1;;;1;;;;;;1
Havi Reizen B.V.;;;;1;;;;;;1
HD Handelsonderneming V.O.F.;1;;;;;;;;;1
HEALTH & BEAUTY;;;;1;;;;;;1
Heart & Soul Events B.V.;;;;1;;;;;;1
Heavy Decor Events & Teambuilding;;;;1;;;;;;1
HEC B.V.;;;;;;1;;;;1
Heemskerk Bloemisten;;;;1;;;;;;1
Heineken International B.V.;;;;1;;;;;;1
Hemelse Modder;;;;1;;;;;;1
Hende Bauer Therapie training en coaching;;;;;;1;;;;1
Hendriks Fysiotherapie;1;;;;;;;;;1
Henri Bloem's Wijnkoperij;;;;1;;;;;;1
Herberg De Engel B.V.;;;;1;;;;;1;1
Herberg De Raaf B.V.;;;;1;;;;;;1
Herberg Restaurant De Lingehoeve B.V.;;;;1;;;;;;1
Herberg van Ouds 't Nest;;;;1;;;;;;1
Heren van Houten B.V.;;;;1;;;;;;1
Herma Jonker thodn Personal Quality & Results;;;;;1;;;;;1
Herten en Wilde Zwijnen B.V.;;;;1;;;;;;1
Herweijer & Scholtes Kwaliteitsbakkers;;;;1;;;;;;1
Het Bergpaviljoen, proeftuin van A'foort B.V.;;;;1;;;;;;1
Het Bosrestaurant Joppe;;;;1;;;;;;1
Het Brouwcafé Scheveningen-Haven;1;;;1;;;;;;1
Het Buiten;;;;1;;;;;;1
Het Eerste Huis;;;;;;1;;;;1
Het Effectieve Werken B.V.;;;;;;1;;;;1
Het Gegeven Paard B.V.;;;;1;;;;;;1
Het Gordiaantje;;;;1;;;;;;1
Het Gulden ABC B.V.;;;;1;;;;;;1
Het Hart Eefde B.V.;1;;;;;;;;;1
Het Hof van Liempde;;;;;;;;;1;1
Het Keringhuis;;;;1;;;;;;1
Het Kookplein;1;;;2;;;;;;2
Het Labyrint;1;;;;;;;;;1
Het Muntgebouw-Utrecht B.V.;;;;1;;;;;;1
Het Nationaal Automobielmuseum;;;;1;;;;;;1
Het Nationale Ballet;;;;1;;;;;;1
Het Nutshuis;1;;;;;;;;;1
Het Oude Politiebureau;;;;1;;;;;;1
Het Pleidooi;;;;1;;;;;;1
Het Postkantoor Delft;;;;1;;;;;;1
Het Raadhuis Terschelling;;;;1;;;;;;1
Het Roer Om;;;;1;;;;;;1
het Strandhuisje;;;;1;;;;;;1
Het Wapen van Leeuwarden B.V.;;;;1;;;;;;1
Het Wapen van Rhoon B.V.;;;;1;;;;;;1
Highmark Geldrop B.V.;;;;;;;;;1;1
HIGH-W;;;;;;1;;;;1
Hing Fat Exploitatie B.V.;;;;1;;;;;;1
Hippefruitmand.nl;1;;;;;;;;;1
HLBookshop;;;;1;;;;;;1
HMF B.V.;;;;1;;;;;;1
Hobrand B.V.;;;1;;;;;;;1
Hocarest B.V.;2;;;;;;;;;2
Hockey Club Houten;;;;1;;;;;;1
Hodac B.V.;;;;;;1;;;;1
Hoegen Fietsverhuur;1;;;;;;;;;1
Hoek Zakelijk Vervoer B.V.;;;;;;;;;1;1
Hoeve Kromwijk;;;;1;;;;;;1
Hoeve ten Hezelaer;;;;;;;;;1;1
Hoezo Proj.manag. & Congresorganisatie B.V.;;;;1;1;1;;;1;2
Hof van Solms;;;;1;;;;;;1
Hofje van Pauw: praktijk voor haptonomie;;;;;1;;;;;1
Hogenboom Vakantieparken B.V.;;;;1;;;;;;1
Hogeschool NOVI B.V.;2;;;;;;;;;2
Hogeschool Zeeland/Hogeschool Zeeland (WEB);;;;1;;;;;;1
Holding Beheermaatschappij Ropeni B.V.;1;;;2;;;;;1;2
Holding Hotel-Rest. 'Het Wapen van Elst' B.V.;;;;1;;;;;;1
Holland Casino Scheveningen;;;;1;;;;;;1
Holland Evenementen Groep B.V.;1;;;1;;;;;;1
Holland Tour Guides;1;;;;;;;;;1
Homminga's Fijne Winkeltje;;;;1;;;;;;1
Hoogland Consulting B.V.;;;;;;2;;;;2
Hoppinger;;;;;;1;;;;1
Hor.- Expl.Maatschappij De Spitsheuvel;;;;1;;;;;;1
Hor.bedr. v. Spronsen hodn het Develpaviljoen;;;;1;;;;;;1
Horeca Berg & Dal B.V.;;;;1;;;;;;1
Horeca Exploitatie Hermitage B.V.;;;;1;;;;;;1
Horeca Exploitatie Maatschappij Schiphol B.V.;;;;1;;;;;;1
Horeca Exploitatie Maatschappij Zalmhuis B.V.;;;;1;;;;;;1
Horeca Exploitatie West-Ende B.V.;;;;1;;;;;1;1
Horeca Gelegenheid Jos;;;;1;;;;;;1
Horecaservice Beesd B.V.;1;;;1;;;;;;1
Hot. Exploit. Maatsch. Maarssenbr. B.V.;;;;;;;;;1;1
Hot.expl.mij. Jaarbeurspln. Utrecht B.V.;1;;;1;;;;;1;1
Hotel 96 B.V.;;;;1;;;;;;1
Hotel Ambassade B.V.;;;;;;;;;1;1
Hotel America Vastgoed B.V.;;;;;;;;;1;1
Hotel Bergambacht B.V.;;;;;;;;;1;1
Hotel Café Restaurant Nap;;;;1;;;;;1;1
Hotel Centraal;;;;;;;;;1;1
Hotel Contact B.V.;1;;;2;;1;;;5;5
Hotel Corona Zeist;;;;;;;;;1;1
Hotel Corps de Garde;;;;;;;;;1;1
Hotel De Bilderberg;;;;1;;;;;;1
Hotel De Koophandel B.V.;;;;;;;;;1;1
Hotel De Plataan B.V.;;;;;;;;;1;1
Hotel De Rusthoek B.V.;;;;;;;;;1;1
Hotel De Vigilante;;;;;;;;;1;1
Hotel Delft;;;;;;;;;1;1
Hotel Derlon;;;;;;;;;1;1
Hotel Des Indes B.V.;;;;1;;;;;;1
Hotel Drachten B.V.;;;;;;;;;1;1
Hotel Exploit. Maatschappij Bluefinger B.V.;;;;;;;;;1;1
Hotel Exploitatie Huisduinen B.V.;;;;;;;;;1;1
Hotel Exploitatie Kerckebosch B.V.;;;;1;;;;;;1
Hotel Exploitatiemaatschappij Chagall B.V.;1;;;;1;;;;1;1
Hotel Fidder;;;;;;;;;1;1
Hotel Gieling B.V.;;;;;;;;;1;1
Hotel Gilze-Rijen;;;;;;;;;1;1
Hotel Goes;;;;1;;;;;1;1
Hotel Gorinchem B.V.;;;;1;;;;;;1
Hotel Keershuys B.V.;;;;;;;;;1;1
Hotel Mitland;;;;1;;;;;1;1
Hotel Modez B.V.;;;;1;;;;;1;1
Hotel New York B.V.;;;;1;;1;;;1;2
Hotel Oepkes-de Schoener B.V.;;;;;;;;;1;1
Hotel Post Plaza B.V.;;;;;;;;;1;1
Hotel Prinsenhof;;;;;;;;;1;1
Hotel Restaur. Cateringserv. De Sluiskop B.V.;;;;1;;;;;;1
Hotel Restaurant De Vossenberg B.V.;1;;;;;;;;;1
Hotel Restaurant Princenhof;;;;;;1;;;1;1
Hotel Restaurant The Kettle B.V.;;;;;;;;;1;1
Hotel Rotterdam-Blijdorp B.V.;;;;;;;;;1;1
Hotel Schylge B.V.;;;;1;;;;;;1
Hotel Vue-La Caverne B.V.;;;;1;;;;;;1
Hotel Wieringermeer B.V.;;;;;;;;;1;1
Hotel Zeezicht V.O.F.;;;;;;;;;1;1
Hotel Zuiderduin B.V.;;;;;;;;;1;1
Hotel/Restaurant Anna Casparii;;;;1;;;;;;1
Hotel/Restaurant Corona;;;;1;;;;;;1
Hotel-Café-Restaurant De Biltsche Hoek;;;;1;;;1;;1;1
Hotel-Café-Restaurant 'De Draak' B.V.;;;;1;;;;;;1
Hotel-Café-Restaurant De Gouden Leeuw;;;;;;;;;1;1
Hotel-Café-Restaurant 'Zeezicht';;;;;;;;;1;1
Hotel-Café-Restaurant 'Zwolle' B.V.;;;;1;;;;;;1
Hotel-Congrescentrum De Zeeuwse Stromen;;;;;;;;;1;1
Hotelexpl.mij. Capelle aan den IJssel B.V.;;;;;;;;;1;1
Hotelexpl.mij. Janskerkhof Utrecht B.V.;;;;1;;;;;1;1
Hotelexpl.mij. Stationsstraat Amersfoort B.V.;;;;;;;;;1;1
Hotel-Garni Villa Arrisja;;;;;;;;;1;1
Hotelschool The Hague Curriculum;;;;;;1;;;;1
Houdt van Eten;;;;1;;;;;;1
Houtelgroep;;;;1;;;;;;1
HowAboutYou B.V.;;;;;;1;;;;1
HSK Interventie B.V.;1;;;;1;1;;;;2
HTM Personenvervoer N.V.;;;;;;;;;1;1
HTM Specials;;;;1;;;;;1;1
HTMC Holding B.V.;;;;1;;;;;1;1
Hudson Danzig B.V.;;;;1;;;;;;1
Huf & Go;;;;1;;;;;;1
Huize Molenaar B.V.;;;;1;;;;;;1
HumanAbility Arbeidsdeskundig Advies B.V.;1;;;;;;;;;1
HumanAbility Medisch Advies B.V.;1;;;;;;;;;1
HumanDimensions Training & Development;1;;;;;;;;;1
Humphrey's Beheer B.V.;;;;1;;;;;;1
Humphrey's Leeuwarden B.V.;;;;1;;;;;;1
Humphrey's Restaurant;;;;1;;;;;;1
Humphrey's Uden B.V.;;;;1;;;;;;1
HUMPHREY'S UTRECHT;;;;1;;;;;;1
Humphrey's Utrecht B.V.;;;;1;;;;;;1
Hurricane Textile & Sportswear B.V.;;;1;;;;;;;1
Huszár;;;;1;;;;;;1
Hutten Catering B.V.;;;;1;;;;;;1
Huureeneend.nl;;;;1;;;;;;1
Hvk horeca exploitatie B.V.;;;;1;;;;;;1
HYPSOS;;;;;;1;;;;1
I Love Workshopevents;;;;1;;;;;;1
I. Plak h.o.d.n. Barney Beer;;;;1;;;;;;1
I2L, instituut voor innovatie en leren;;;;;;;;;1;1
Ibex B.V.;;;;;;1;;;;1
ICARA B.V.;1;;;;;;;;;1
ICM Administratie B.V.;;;;;;2;;;;2
ICM Opleidingen & Trainingen B.V.;1;;;;1;4;;;;4
ICT Beroepsopleidingen B.V.;;;;;;1;;;;1
Idee Brouwerij;2;;;;;;;;;2
IEP, Instit. voor Eclect. Psychologie B.V.;;;;;;1;;;;1
IES Asset Management;;;;;;1;;;;1
Ifoods;;;;1;;;;;;1
Igo-Post B.V.;1;;;1;;;;;;1
IIO KANTOOR EN INFORMATICA OPL;;;;;;1;;;;1
IJ KANTINE;;;;1;;;;;;1
IJsselconsult;;;;;1;;;;;1
Il Punto;;;;1;;;;;;1
Impact Company;;;;;;1;;;;1
Impact Opleidingen;;;;;1;1;;;;1
ImpactAbility;;;;;;1;;;;1
Impero Romano Holding B.V.;1;;;;;;;;;1
ImproSophie;;;;;;1;;;;1
In d' Groene Lanteern;1;;;;;;;;;1
In de Driehoek, congres- en vergadercentrum;;;;1;;;;;;1
in de Kazerne;;;;1;;;;;;1
In de Verkleedkist;1;;;1;;;;;;1
In 't Groene Woud B.V.;;;;1;;;;;;1
In Tune Consultancy;;;;;;2;;;;2
In Verbinding, Academie voor Geweldloze Comm.;;;;;;1;;;;1
Indian Restaurant Maharani;1;;;;;;;;;1
Indigo Colors;;;;1;;;;;;1
Indisch Restaurant Bandoeng;1;;;1;;;;;;1
Indisch Restaurant Garoeda;;;;1;;;;;;1
Indonesisch Restaurant Poentjak;;;;1;;;;;;1
Indonesisch Restaurant Selamat Makan Utrecht;;;;1;;;;;;1
Industrielinqs Beheer B.V.;;;;;;1;;;;1
Information Security Academy B.V.;;;;;;1;;;;1
Informatique Computers & Componenten;;;;1;;;;;;1
Inklinks;;;;;;1;;;;1
Inn Events Company B.V.;;;;2;;;;;;2
Innovatie Groep Nederland;1;;;;;;;;;1
Innovero Software Solutions B.V.;;;;;;1;;;;1
Inntel Hotels Rotterdam Centre;;;;;;;;;1;1
Insight Enterprises Netherlands B.V.;1;;;1;;;;;;1
Inspiration Office;1;;;;;;;;;1
Inspiration Point B.V.;;;;1;;;;;;1
Institute for International Research;;;;;;1;;;;1
Instituut Synergologie Nederland;;;;;;1;;;;1
Instituut van Internal Auditors Nederland;;;;;;1;;;;1
Instituut voor Juridische Opleidingen B.V.;1;;;;;1;;;;1
Instituut voor Technische Vakexamens B.V.;;;;;;1;;;;1
Instituut voor Veiligheid en Milieu B.V.;;;;;;1;;;;1
Instituut voor Wijsbegeerte B.V.;;;;;;1;;;1;1
Int. Ass. for Organ. and Soc. Developm. B.V.;;;;;;1;;;;1
Int. Vereniging van Stedebouwkundigen;;;;;;1;;;;1
Inter HRM;;;;;1;;;;;1
Internet New Business Concepts B.V.;;;;1;;;;;;1
Intersafe Groeneveld B.V.;3;;4;;;;;;;5
Intersafe Services B.V.;;;1;;;;;;;1
Inthere;;;;;;1;;;;1
Intop Zorgsector B.V.;;;;;;1;;;;1
Intressio B.V.;;;;;;1;;;;1
Inzicht Bureau voor Coaching en Communicatie;;;;;1;;;;;1
Iona Des Indes B.V.;;;;1;;;;;1;1
Ipanema;;;;1;;;;;;1
IPMA Certificering B.V.;;;;;;1;;;;1
Ipol B.V.;;;;;;4;;;;4
i-pre B.V.;;;;;;;;;1;1
IPV Opleiding & Training B.V.;;;;;;1;;;;1
Ir. H.J. VD Wolfshaar Consulting & Coaching;1;;;;1;;;;;1
ISBW;;;;;;1;;;;1
Iscreen B.V.;;;;1;;;;;;1
ISES B.V.;;;;;;1;;;;1
ISES Nederland B.V.;;;;;;1;;;;1
Istana Indonesisch Restaurant;;;;1;;;;;;1
IT Comfort B.V.;;;;1;;;;;;1
It Fryske Gea;;;;1;;;;;;1
IT Management Group;;;;;;2;;;;2
IT Rains Fishes;;;;1;;;;;;1
It Wiid II B.V.;;;;1;;;;;;1
ITIP School voor Leven en Werk B.V.;;;;;;1;;;;1
Itsmf-NL Technol. Serv. Man. Forum-Nederland;;;;;;;;;1;1
J.A.A. Liefbroer h/o Gauchos a.d. Maas R'dam;;;;1;;;;;;1
J.L. de Jong Touringcarbedrijf Rotterdam B.V.;1;;;;;;;;;1
J.W. Lagendijk Sportprijzen;1;;;;;;;;;1
Jaarbeurs-Servicebureau;3;;;1;;1;1;;;3
Jachthaven Kortenhoef B.V.;;;;1;;;;;;1
Jack's;;;;1;;;;;;1
Jacques Handelé Antwoorden en Vragen;;;;;1;1;;;;1
Ja-maar® B.V.;;;;;;1;;;;1
Jan de Wit Autocars N.V.;1;;;;;;;;;1
Jan Stam Fietsverhuur;1;;;;;;;;;1
Jan Tabak N.V.;;;;;;;;;1;1
Janoq B.V.;1;;;1;;;;;;1
JanStevens coaching, training & interimmanag.;;;;;;1;;;;1
Jeanz Horeca B.V.;;;;1;;;;;;1
Jij InZicht;;;;;;1;;;;1
Jill's caricatures;;;;1;;;;;;1
Jobmassage B.V.;1;;;;;;;;;1
JoJotours B.V.;1;;;;;;;;1;1
Jongerius-Seghwaert B.V.;1;;;;;;;;;1
Jongsma Grime en Haarwerk;1;;;;;;;;;1
Joop van den Ende Theaterproducties B.V.;;;;2;;;;;;2
joost schrijnen ruimte voor ontwikkeling;1;;;;;;;;;1
Joris Unlimited;;;;;;1;;;;1
Jos Rietstap Vormgeving;;;;;;1;;;;1
Jos ten Berg's Handelmaatschappij B.V.;;;;1;;;;;;1
JR Horeca Company B.V.;;;;1;;;;;;1
JS Consultancy;;;;;2;;;;;2
Judith de Bruijn B.V.;;;;;1;1;;;;1
Judith Manshanden Coaching & Advies;1;;;;;;;;;1
Judith Meulenbrug;;;;;;1;;;;1
Jules Verne B.V.;;;;1;;;;;;1
Jumbo - Offset;;;;1;;;;;;1
JuRo Horeca;;;;1;;;;;;1
Jutter;;;;1;;;;;;1
K&M training-coaching;;;;;;1;;;;1
Kaap Doorn B.V.;;;;;1;1;;;;1
Kaboom Hotel B.V.;;;;;;;;;1;1
Kader Bureau voor Kwaliteitszorg B.V.;;;;;;1;;;;1
KAIROS;;;;;1;;;;;1
Kaliber Communicatieprojecten;;;;;;1;;;;1
Kameryck B.V.;1;;;1;;;;;;1
Kami Sushi Exploitatie B.V.;1;;;;;;;;;1
Kanters Restaurant Relais E 10 B.V.;;;;1;;;;;;1
Kapellerput Conferentiecentrum;;;;;;;;;1;1
Karin Westerink Reintegrat. Coach. en Train.;;;;;1;;;;;1
Kasteel Elsloo B.V.;;;;1;;;;;;1
Kasteel Engelenburg B.V.;;;;1;;;;;;1
Kasteel Horeca-advies B.V.;;;;1;;;;;;1
Kasteel Limbricht Partycentrum B.V.;;;;1;;;;;;1
Kasteel Oud-Poelgeest B.V.;;;;1;;;;;1;1
KASTEELFEESTEN NL;;;;1;;;;;;1
Kat Supermarkt t.h.o.d.n. Albert Heijn;;;;;;;;;1;1
Kazerne B.V.;;;;1;;;;;;1
KC Catering;;;;1;;;;;;1
Keeda Trading;;;;1;;;;;;1
Keizer Culinair B.V.;;;;1;;;;;;1
Keizers Taxi;;;;;;;;;1;1
Kendal Gehoorbescherming B.V.;1;;;;;;;;;1
Kerkeböske B.V.;;;;1;;;;;;1
Kern Konsult B.V.;2;;;;1;1;;;;2
Kessels & Smit, the Learning Company B.V.;;;;;1;1;;;;1
Kessels Participaties B.V.;;;;;;1;;;;1
Keukenvuur;;;;1;;;;;;1
Khotinsky;;;;1;;;;;;1
Kickstart Taaltraining;;;;;;1;;;;1
Kiekieris Ontspanningscentrum;;;;1;;;;;;1
Kieworks;;;;;1;;;;;1
King Arthur B.V.;;;;1;;;;;;1
Kirkman Company B.V.;1;;;;;;;;1;1
KIT Hotel B.V.;;;;1;;;;;;1
Kite-Extreme;1;;;1;;;;;;1
Kiwa Register B.V.;;;;;;1;;;;1
Kjenning B.V.;;;;;;1;;;;1
Klein Berlijn;;;;1;;;;;;1
Klimpark Fun Forest Venlo-Tegelen B.V.;;;;1;;;;;;1
KLM Cityhopper B.V.;;;;;;;;;2;2
KLM Health Services B.V.;;;1;;;;;;;1
Klotz Schouten Prevoo Train. Coaching Advies;;;;;;2;;;;2
Kluwer Opleidingen;;;;;;1;;;;1
KN Singles and Twins Aviat. Consultants B.V.;;;;;;1;;;;1
Knus;;;;1;;;;;;1
Koetsenruijter/ Teksten & Trainingen;;;;;;1;;;;1
Koetshuis Den Dolder B.V.;2;;;;;1;;;;2
Koffie- en Eetsalon 't Achterommetje;;;;;;;;;1;1
Koggevaarder;;;;1;;;;;;1
Kok op Stelten;;;;1;;;;;;1
Koken-op-maat;;;;1;;;;;;1
Kok-Timmer thodn Plantage Boekhand. de Brunte;;;;1;;;;;;1
Kon. Ned. Veren. van Informatieprofessionals;1;;;;;1;;;;1
Koninginneweg 227 B.V.;;;;1;;;;;;1
Koninkl. Ned. Ver. v. Afval en Reinigingsman.;;;;;;1;;;;1
Koninklijk Instituut van Ingenieurs;1;;;1;;1;;;;1
Koninklijk Nederlands Waternetwerk;;;;;;1;;;;1
Koninklijke Burgers' Zoo;;;;2;;;;;;2
Koninklijke Haskoning DHV Groep B.V.;;;;;;;;;1;1
Koninklijke Luchtvaart Maatschappij N.V.;;;;;;2;;;1;2
Koninklijke Roeiers Vereeniging Eendracht;;;;;;;;;1;1
Konnichi WA B.V.;;;;1;;;;;;1
Kontakt der Kontinenten;;;;1;;;;;1;2
Koock;1;;;;;;;;;1
Kooistra Supermarkten B.V.;;;;;;;;;2;2
Kookstudio 25;;;;1;;;;;;1
Kookworkshop.com;;;;1;;;;;;1
Koot, Groenten, Fruit, Primeurs, Delicatessen;;;;1;;;;;;1
Kop Beveiliging B.V.;;;2;;;;;;;2
Korbee & Hovelynck B.V.;;;;;1;;;;;1
Korfbalvereniging 'Stormvogels';;;;1;;;;;;1
Korte Poten 1-3 B.V.;;;;1;;;;;;1
Kraamzorg Yunio B.V.;1;;;;;;;;;1
Krauthammer International B.V.;;;;;;1;;;;1
KSG B.V.;;;;;;2;;;;2
'KSV De Betuwe';;;;1;;;;;;1
Kultifa;;;;;;1;;;;1
Kumpulan Congres- en Reuniecentrum;;;;1;;;;;;1
Kwartiernoord;;;;1;;;;;;1
KWD Resultaatmanagement B.V.;;;;;;1;;;;1
Kwibus Funbus B.V.;;;;;;;;;1;1
KWR Water B.V.;;;;;;1;;;;1
L.A.-DJ'S;;;;1;;;;;;1
L.C.B weg en water dienst verlening;1;;;;;;;;;1
L.H.L. Beekmans Holding B.V.;1;;;;;;;;;1
La Bergère Hospitality Group B.V.;;;;;;;;;1;1
La Cantina di David B.V.;1;;;1;;;;;;1
La Liguria;;;;1;;;;;;1
La Place Catering Service;;;;1;;;;;;1
La Red B.V.;;;;;;1;;;;1
La Señorita;1;;;;;;;;;1
La Stanza B.V.;1;;;1;;;;;;1
La Vérité Group B.V.;;;;;;1;;;;1
Lab QAcademy;;;;;;1;;;;1
Lagerweij & Partner Consultants B.V.;1;;;;1;1;;;;2
Lalotta;1;;;1;;;;;;1
Landal Greenparks B.V.;;;;;;;;;1;1
Landal Nooitgedacht B.V.;;;;1;;;;;;1
Landelijke Vereniging van Vertrouwenspersonen;1;;;;;1;;;;1
Landgoed de Horst;;;;1;;1;;;1;1
Landgoed Rhederoord B.V.;;;;;;;;;1;1
Lanting consult;;;;;1;;;;;1
Laserbeest;;;;;;1;;;;1
Lawach B.V.;;;;1;;;;;;1
Le Bistroquet B.V.;;;;1;;;;;;1
Le Connaisseur Utrecht B.V.;;;;1;;;;;;1
Le Journal B.V.;;;;1;;;;;;1
Le Strasbourg;;;;2;;;;;;2
LE:EN Restaurant B.V.;;;;1;;;;;;1
Lean Consultancy Group B.V.;;;;;;1;;;;1
Lean Six Sigma Groep B.V.;;;;;;1;;;;1
Leapfrog B.V.;;;;;;1;;;;1
Learn it B.V.;;;;;;1;;;;1
Leaseplan Nederland N.V.;;;;;;;;;1;1
Lebkov;;;;1;;;;;;1
Lectric Trainingen B.V.;;;;;;1;;;;1
Leeuwendaal Advies B.V.;1;;;;2;2;;;;2
Leeuwenhorst Congres Center B.V.;;;;;;;;;1;1
Leidse Onderwijsinstellingen B.V.;1;;;;1;1;;;;1
Leike van Oss Organisatievragen;;;;;;1;;;;1
Lemapa B.V.;;;;1;;;;;;1
Lemon Grass Gastronomie B.V.;;;;1;;;;;;1
Leo Ringelberg Touringcars;;;;1;;;;;1;1
Leoprinting Nederland B.V.;;;;1;;;;;;1
Les Ombrelles;;;;1;;;;;;1
Les Pêcheurs B.V.;1;;;;;;;;;1
L'Hirondelle V.O.F.;;;;1;;;;;1;1
Lijst-in;;;;1;;;;;;1
Likkepot Rosmalen;1;;;;;;;;;1
Linthorst Culinair;;;;1;;;;;;1
Literaire Boekhandel Lijnmarkt;;;;;;1;;;;1
Little V Den Haag B.V.;;;;1;;;;;;1
Liuwherne;1;;;;;;;;;1
Live Trainingen B.V.;;;;;;1;;;;1
Living Story;;;;;;1;;;;1
LIVOM;;;;;1;1;;;;1
Lloyd's Register Emea;;;;;;1;;;;1
Lloyd's Register Nederland B.V.;;;;;;2;;;;2
Locals Grand Café;;;;1;;;;;;1
Loffelijk;1;;;1;;;;;;1
Logeion;;;;;;1;;;;1
Logo Support;;;;1;;;;;;1
Logopedie Mid-Fryslân;1;;;;;;;;;1
Logopediepraktijk Beetsterzwaag;;;;;;1;;;;1
Löhr Holding B.V.;;;;1;;;;;;1
Loods Lounge Restaurant;;;;1;;;;;;1
Lorje's Goedkope Kantoorboekhandel;;;;;;1;;;;1
Lotus Zeeland;1;;;;;;;;;1
L'OUEST;;;;1;;;;;;1
LOUIS;;;;1;;;;;;1
Lovers Events B.V.;;;;1;;;;;;1
LPD;;;;;4;;;;;4
LS Holding B.V.;;;;;;1;;;;1
LTP Impact B.V.;;;;;4;;;;;4
Lucia Meeuwesse Consultancy & Coaching;;;;;1;;;;;1
Luden Utrecht;;;;1;;;;;;1
Ludens Talentontwikkeling B.V.;;;;;;2;;;;2
Lunch- en Eetcafe Augustus;;;;1;;;;;;1
Lunchroom Harrels;;;;1;;;;;;1
Lysias Advies B.V.;;;;;;1;;;;1
M. Hakvoort, psychiater;;;;;1;;;;;1
M.A.M. Boersma Consultancy;;;;;;;;;1;1
M.C. Wilpstra thodn Banketbakkerij Jullens;;;;1;;;;;;1
M.L. Lieferink B.V.;1;;;1;;;;;;1
M+P, raadgevende ingenieurs B.V.;;;;;;1;;;;1
Maaike Bakker Beheer B.V.;;;;;1;;;;;1
Maarsingh & v. Steijn Netw. v. Psych. Expert.;1;;;;;;;;;1
Maatschap J.W. de Voogd en A.J.G. Luijk;1;;;;;;;;1;1
Maatschap Nolet Advocaten;1;;;;;;;;;1
Maatschap voor Communicatie;;;;1;;1;;;;1
Madeleine B.V.;;;;1;;;;;;1
Madurodam B.V.;1;;;2;;;;;;2
Maesstede Catering B.V.;;;;1;;;;;;1
MaetisArdyn;1;;;;;;;;;1
Magna Carta B.V.;;;;;1;;;;;1
Magneet Grafische Communicatie B.V.;;;;;;;;;1;1
Magneet Poortugaal B.V.;;;;1;;;;;;1
Mahanakorn B.V.;;;;1;;;;;;1
Main Sales Europe B.V.;;;;1;;;;;;1
Mainpress B.V.;1;;;;;1;;;;1
Maison van den Boer B.V.;2;;;2;;;;;;2
Maison van den Boer Mus.kwart. 's-Hertogenb.;2;;;;;;;;;2
Maja Visser Supervisie Coaching Training;;;;;1;;;;;1
Makanan Sederhana;1;;;;;;;;;1
Maliebaan45 B.V.;;;;;;;;;1;1
Mammoet Europe B.V.;;;;;;1;;;;1
Management Drives Holding B.V.;;;;;1;3;;;;3
Management Producties B.V.;;;;;;1;;;;1
Management voor Management B.V.;;;;;;1;;;;1
Mangiare.nu B.V.;;;;1;;;;;;1
Manpower Personeelplanning;1;;;;;1;;;;1
Manutan B.V.;1;;;1;;;;;1;1
Marcus Evans (Holland) Limited;;;;;;1;;;;1
MARIA'S Biologische Catering en Eetwinkel;;;;1;;;;;;1
Maribu Beach;;;;1;;;;;;1
Márion Reizen;;;;1;;;;;;1
Mariposa Trainingen, Coaching en Advies B.V.;;;;;;1;;;;1
