;Departement;Sector;Organisatie;Plaats;Functienaam;Motivatie;
839;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
840;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
841;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
842;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
843;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
844;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
845;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
846;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
847;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
848;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
849;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
850;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
851;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
852;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
853;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
854;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
855;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
856;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
857;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
858;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
859;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
860;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
861;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
862;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
863;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
864;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
865;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
866;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
867;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
868;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
869;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
870;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
871;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
872;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
873;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
874;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
875;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
876;VWS;Zorgaanbieders;Erasmus MC;ROTTERDAM;Univ. med. spec.;"De salarissen van hoogleraren, stafleden en medisch specialisten wordt bepaald door de CAO-UMC. In uitzonderlijke gevallen wordt hiervan afgeweken. Dit kan veroorzaakt worden doordat vergelijkbare functies elders hoger worden gewaardeerd; vanwege deindividuele kwaliteiten van voor het Erasmus MC beeldbepalende medewerkers kan een hoger salaris worden verstrekt. Verder geldt dat vanwege de omzetting van maatschappen in 1999 naar een vast loondienstverband een compensatie is verwerkt in het salaris voor gemiste maatschapinkomsten. Hiernaast wordt bij uitzonderlijk goed functioneren een toelage verstrekt. Ook voor onregelmatige diensten en 24-uurs bereikbaarheid kunnen toelagen worden verstrekt.   ";
