Rijlabels;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
Obba Lounge Restaurant B.V.;;;;1;;;;;;1
OBM Veenendaal B.V.;;;;;;1;;;;1
OCA Operations B.V.;;;;;;1;;;;1
Odyssee B.V.;;;;;;2;;;;2
Olala Chocola;;;;1;;;;;;1
Ollini;;;;2;;;;;;2
Om De Hoek;;;;1;;;;;1;1
ONI B.V.;1;;;;;;;;;1
Oostduinhaghe Hotel B.V.;;;;;;1;;;2;2
Open Ateliers B.V.;;;;;;1;;;;1
Openbare Bibliotheek Amsterdam;;;;;;1;;;;1
Opleidingscentrum Haaglanden B.V.;;;;;;2;;;;2
Oppidum Project Services B.V.;;;;;;1;;;;1
Opportunity Opleidingen B.V.;;;;;;2;;;;2
Optelec Nederland B.V.;;;1;;;;;;;1
Optisport Rijswijk B.V.;;;;1;;;;;;1
Oracle Benelux Usergroups;;;;;;1;;;;1
Oracle Gebruikersclub Holland;;;;;;1;;;;1
Orange5 Catering & Events B.V.;1;;;;;1;;;;1
Original Tours & Activities Nederland B.V.;;;;1;;1;;;;1
Osps Beheer B.V.;;;;;;1;;;;1
OSR Juridische Opleidingen B.V.;;;;;;1;;;;1
Ottenhome B.V.;1;;;;;;;;;1
Otys International B.V.;;;;;;1;;;;1
Oubelkas Communications B.V.;;;;;;1;;;;1
Oudaen B.V.;;;;1;;1;;;;1
P. de Jong Kabelmetingen B.V.;;;;1;;;;;;1
Paagman Den Haag B.V.;;;;1;;;;;;1
Paardenplezier;;;;;;1;;;;1
PaardvanTrojecafe B.V.;;;;1;;;;;;1
Pakhuis Leiden B.V.;;;;1;;;;;;1
Pan;;;;1;;;;;;1
Panteia B.V.;;;;;;1;;;;1
Pantem B.V.;;;;1;;;;;;1
Paralax B.V.;;;;;;2;;;;2
Park Plaza Utrecht;1;;;;;1;;;;1
Parkhotel Den Haag;;;;;;;;;2;2
Partner in Leiderschap;;;;;;1;;;;1
Partyboerderij De Urnenhoeve B.V.;;;;1;;;;;;1
Partycentrum Rendering B.V.;;;;1;;;;;;1
Partyschip Thales;;;;;;1;;;;1
Passionned Nederland B.V.;;;;;;1;;;;1
Pastis Den Haag B.V.;;;;1;;;;;;1
Paviljoen Welgelegen;;;;1;;;;;;1
PBLQ B.V.;;;;;;4;;;1;4
PDS Professional Driving Solutions B.V.;;;;;;2;;;;2
Pellenaer Events B.V.;;;;;;1;;;;1
Pels Rijcken & Droogleever Fortuijn N.V.;;;;;;1;;;;1
PeP Restaurants B.V.;;;;1;;;;;;1
Performa Uitgeverij B.V.;;;;;;1;;;;1
Personal Talent;;;;;;1;;;;1
Peter Blokdijk Services;;;;1;;;;;;1
Phaos Advies B.V.;;;;1;;1;;;;1
Phoenix Opleidingen;;;;;;1;;;;1
Phonsawan B.V.;;;;1;;;;;;1
Photo Republic;1;;;;;;;;;1
Phyleon B.V.;;;;;;1;;;;1
Pientere Puzzels en Spellen;;;;1;;;;;;1
Pier Zuid B.V.;;;;1;;;;;;1
Piet Bakker;;;;;;2;;;;2
Pinball Palace Exploitatie B.V.;;;;1;;;;;;1
Pinkcube B.V.;;;;2;;;;;;2
PJ Bindt;;;;;;2;;;;2
Plata Foundation B.V.;;;;;;2;;;;2
Plata Fundament B.V.;;;;;;1;;;;1
Plein 9 A B.V.;1;;;2;;1;1;;;2
Plus Delta B.V.;;;;;;2;;;;2
PMO Institute B.V.;;;;;;2;;;;2
Polman's Huis B.V.;;;;;;1;;;;1
Popocatepetl;;;;1;;;;;;1
Postillion Bunnik B.V.;;;;;;2;;;;2
Postillion Rotterdam B.V.;;;;;;2;;;;2
Pouw Vervoer B.V.;;;;;;;;;1;1
PPS Netwerk B.V.;;;;;;1;;;;1
Praktijk voor Bewustzijnstraining;;;;;;1;;;;1
PRiMAN Talent Management;;;;;2;2;;;;3
Primera Van der Zwaan;;;;1;;;;;;1
PrivacyAgent Holding B.V.;;;;;;1;;;;1
Prodrive Training B.V.;;;;;;2;;;;2
Projektivity;;;;;;1;;;;1
PromoCompany B.V.;;;;1;;;;;;1
Promofit;;;;1;;;;;;1
Promopodium B.V.;;;;1;;;;;;1
Protinus IT B.V.;;;3;;;;;;;3
Proven Partners B.V.;;;;;;1;;;;1
Prowareness Academy B.V.;;;;;;1;;;;1
Public Support & More B.V.;;;;;;1;;;1;1
Public Support Young B.V.;;;;;2;;;;;2
Publieke Werken B.V.;;;;1;;;;;;1
Pullman Eindhoven Cocagne;;;;;;2;;;;2
Pure Zen;;;;;;3;;;;3
Purple Haze Sound & Lights B.V.;;;;;;1;;;;1
Purple Monkey;;;;;;1;;;;1
Puur Amsterdam;;;;2;;;1;;;2
Puur Natuur Landgoed Twente;;;;1;;;;;;1
Puur Utrecht;;;;;;1;;;;1
PUUR.nu B.V.;;;;;;1;;;;1
PvIB: Platform voor informatiebeveiliging;;;;;;1;;;;1
Q-Park Beheer B.V.;;;;;;;;;1;1
Q-Park Nederland;;;;;;;;;1;1
Quakernaat B.V.;;;;;;1;;;;1
Quality Calls;;;;;;2;;;;2
Quint Wellington Redwood Learning B.V.;;;;;;2;;;;2
Quint Wellington Redwood Nederland B.V.;;;;1;;;;;;1
Quinton Brandveiligheid B.V.;;;;;;1;;;;1
R2B Inspecties B.V.;;;;;;1;;;;1
Radicand Economics;;;;;;1;;;;1
Rainmen B.V.;;;;;;1;;;;1
Randstad Gezondheidszorg;;;;;;;;;1;1
Randstad HR Solutions;;;;;;;;;1;1
Randstad Resource Bedrijf Zakelijk B.V.;;;;;;;;;1;1
Randstad Uitzendbureau;;;;;;;;;1;1
React Advies en Training;;;;;;2;;;;2
Real-life Xcape;;;;1;;1;;;;1
ReaL-Sports;;;;;;1;;;;1
Rederij Rembrandt B.V.;;;;1;;;;;;1
Reed Business B.V.;;;;;;1;;;;1
Regardez;;;;;;2;;;1;2
Regus Amsterdam B.V.;;;;;;1;;;;1
Reisbureau en Touringcarbedrijf Pasteur B.V.;1;;;;;;;;;1
Relatics B.V.;;;;;;1;;;;1
Relatiegeschenken.nl B.V.;;;;1;;;;;;1
Rendement Uitgeverij B.V.;;;;;;1;;;;1
Renée Broekmeulen Tekst & Training;;;;;;3;;;;3
Rentmeester Art;;;;;;1;;;;1
ResetManagement B.V.;;;;;;1;;;;1
Reshift Digital B.V.;;;;;;2;;;;2
Restaurant Bo&Ro B.V.;;;;1;;;;;;1
Restaurant Bogor B.V.;;;;1;;;;;;1
Restaurant Bohica B.V.;;;;1;;;;;;1
Restaurant De Basiliek B.V.;1;;;2;;1;1;;;2
Restaurant De Doelen;;;;1;;;;;;1
Restaurant de Haven;;;;1;;;;;;1
Restaurant 'De Sniep' B.V.;;;;;;;1;;;1
Restaurant Indonesisch 'Srikandi';;;;1;;;;;;1
Restaurant La Passione;;;;1;;;;;;1
Restaurant Stork B.V.;;;;;;2;;;;2
Restaurant Wox;;;;1;;;;;;1
Restaurant Zenne B.V.;;;;1;;;;;;1
Retriever Media Informatie B.V.;;;;;;1;;;;1
RICS International Limited;;;;;;1;;;;1
Right Management;;;;;;1;;;;1
Right Time Private Label;;;;1;;;;;;1
Rijksmuseum Volkenkunde;2;;;;;;;;;2
Rikkers Infographics;;;;1;;;;;;1
Rinkel Film B.V.;;;;;;1;;;;1
Ristorante Il Senso;;;;1;;;;;;1
Ristorante Italiano 'La Liguria' B.V.;;;;1;;;;;;1
Ristorante Pizzeria Lanterna;;;;1;;;;;;1
Ristorante Tanta Roba B.V.;;;;1;;;;;;1
ROC van Twente;;;;;;4;;;;4
Roestvrij Taal B.V.;;;;;;5;;;;5
ROHDE & GRAHL B.V.;;;1;;;;;;;1
ROI B.V.;;;;;;1;;;1;1
RONT Management Consultants B.V.;;;;;;2;;;;2
Rootz Harbour B.V.;;;;1;;1;;;;1
ROSA Zoetermeer B.V.;;;;1;;;;;;1
Rotterdam Business Events B.V.;;;;1;;;;;;1
Royal Security Services B.V.;;;;;;;;;1;1
RSS Recruitment B.V.;;;;;2;;;;;2
RVG Sportpresentaties B.V.;;;;;;1;;;;1
S. Engel;;;;1;;;;;;1
S.B.I. Zonheuvel B.V.;;;;;;1;;;;1
Samaya B.V.;;;;;;;;;1;1
Sancy Tres B.V.;;;;;;;1;;;1
Santé Horeca Beheer B.V.;;;;2;;;1;;;2
SAP Nederland B.V.;;;;;;2;;;;2
SBI Training en Advies/FNV Formaat B.V.;;;;;;1;;;;1
Scheidegger Opleidingen B.V.;;;;;;1;;;;1
Schiphol Nederland B.V.;;;;;;1;;;1;1
Scholten Bloemen en Planten;;;;1;;;;;;1
Schouten & Nelissen Nederland B.V.;;;;;;2;;;;2
ScienceWorks B.V.;;;;;;1;;;;1
Scil For Your Skills;;;;;;1;;;;1
Sdu Uitgevers B.V.;;;;;;1;;;;1
Sea Life Centre Scheveningen B.V.;;;;1;;;;;;1
Seats2Meet.com Utrecht B.V.;;;;;;1;;;1;1
Securitas Beveiliging B.V.;;;;;;1;;;;1
See Tickets Nederland;;;;1;;;;;;1
SeeTrue;;;;;;2;;;;2
Shabu Shabu Zoetermeer B.V.;;;;1;;;;;;1
shoPDarts;;;;;;;1;;;1
Shoppartners B.V.;;;;1;;;;;;1
Sieso;;;;;;1;;;;1
Significant B.V.;;;;;;1;;;;1
Signs of The Time B.V.;;;;;;1;;;;1
Simon Groen International;;;;;;1;;;;1
Simonis Oude Visafslag B.V.;;;;1;;;;;;1
Sioo B.V.;;;;;;1;;;;1
Sjaak Otten's Catering;;;;;;;1;;;1
Skils B.V.;;;;;;1;;;;1
SkyView de Pier B.V.;;;;1;;;;;;1
Sligro-Ven;;;;1;;;;;;1
Slijterij De Markthof B.V.;;;;1;;;;;;1
Slotboom Coaching;;;;;;1;;;;1
Smaakland Van Ark;;;;1;;;;;;1
SNR Schouten & Nelissen Recovery B.V.;;;;;;2;;;;2
SOBA Security Opleidingen B.V.;;;;;;1;;;;1
Sociaal.nl Schuldsanering B.V.;;;1;;;;;;;1
Sodexo Altys B.V.;;;;1;;1;;;;1
Software AG Nederland B.V.;;;;;;1;;;;1
Sogeti Nederland B.V.;;;;;;1;;;;1
Solid Sense B.V.;;;;;1;;;;;1
Soly Europe B.V.;;;;1;;;;;;1
Soortenbescherming Nederland;;;;1;;;;;;1
SoSecure Academy B.V.;;;;;;1;;;;1
SP3 Praktijk voor Praktische Psychologie;;;1;;;;;;;1
SpaceJump Parkstad B.V.;;;;;;;;;1;1
Spaces Rode Olifant B.V.;;;;1;;3;;;1;3
Speech Republic B.V.;;;;;;1;;;;1
Speechless;;;;;;1;;;;1
SPITZ congres & event B.V.;;;;;;1;;;;1
SpiZe B.V.;;;;1;;;;;;1
Sport Catering B.V.;;;;;;2;;;;2
Sportcentrum Mariahoeve B.V.;;;;1;;;;;;1
Sportclubpartner;;;;1;;;;;;1
Sportieve Evenementen Peter Oversteegen;;;;1;;;;;;1
Sportsdesign Utrecht B.V.;;;;1;;;;;;1
Sporttainment Center De Uithof B.V.;;;;1;;;;;;1
Sprengers Advocaten;;;;;;1;;;;1
SpronQ B.V.;;;;;;1;;;;1
SRM Communicatie B.V.;;;;;;1;;;;1
St. Postacademisch Scholingstraj. Archeologie;;;;;;1;;;;1
Stanbyme;;;;1;;;;;;1
Stanislaw Mos;;;;;;1;;;;1
Staples Nederland B.V.;;;;1;;;;;;1
Star Project;;;;;;1;;;;1
Start People B.V.;;;;;;;;;1;1
Stavoor B.V.;;;;;;2;;;;2
Steam Advertising;;;;;;1;;;;1
Stelvio Coaching & Advies;;;;;;2;;;;2
Stepwise B.V.;;;;;;1;;;;1
Stg. Atlantic and Pacific Exchange Program;;;;;;2;;;2;2
Stg. Centr. voor Arbeidsverhoud. Overh.pers.;1;;;;;1;;;;1
Stg. Kenniscentrum Center People & Buildings;;;;;;1;;;;1
Stg. Org. Redd.w. & E.H.B.O. Het Oranje Kruis;;;1;;;;;;;1
Stg. PostAcademisch Onderw. Techniek en Man.;;;;;;1;;;;1
Stg. ProDemos - Huis voor dem. en rechtsstaat;;;;;;1;;;;1
Stg. Vakexam. v.d. Part. Beveiligingsorg.;;;;;;1;;;;1
Sticht. Netw. Manag. en Kwalit.zorg bij Gem.;;;;;;1;;;;1
Stichting Academische Opleidingen Groningen;;;;;;1;;;;1
Stichting Accessibility;;;;;2;1;;;;2
Stichting Aight;;;;;;1;;;;1
Stichting Amsterdam School of Real Estate;;;;;;4;;;;4
Stichting Arta;;;;;;1;;;;1
Stichting Bartimeus Sonneheerdt;;;;;;1;;;;1
Stichting Christus Triumfatorkerk;;;;;;1;;;;1
Stichting City Mondial;;;;1;;;;;;1
Stichting CSR Stressmanagement;;;;;;1;;;;1
Stichting de Gift City;;;;1;;;;;;1
Stichting de Koninklijke Schouwburg;;;;1;;;;;;1
Stichting De Ooievaart;1;;;;;;;;;1
Stichting Den Haag Marketing;2;;;6;;;;;;6
Stichting DFI Derdengelden;;;;;;;;1;;1
Stichting Duister Den Haag;;;1;;;;;;;1
Stichting Elan Training;;;;;;3;;;;3
Stichting Escher Collectie;;;;;;1;;;;1
Stichting GeoFort;;;;;;1;;;;1
Stichting Grotius Academie;;;;;;1;;;;1
Stichting Haagsche City Tax;;;;;;;;;1;1
Stichting Haagse Willemsvaart;;;;;;;1;;;1
Stichting Harmonia;;;;;;2;;;;2
Stichting Het Scheepvaartmuseum Enterprise;;;;;;1;;;;1
Stichting Hoger Beroepsonderwijs Haaglanden;;;;;;2;;;;2
Stichting Hogeschool Utrecht;;;;;;2;;;;2
Stichting Hogeschool van Arnhem en Nijmegen;;;;;;2;;;;2
Stichting HRR Wegwedstrijd;;;;1;;;;;;1
Stichting Humanity House;;;;;;1;;;;1
Stichting ICT Milieu;;;;;;1;;;;1
Stichting Instituut voor Agrarisch Recht;;;;;;2;;;;2
Stichting Instituut voor Bouwrecht;1;;;;;2;;;;2
Stichting Integrand;;;;;;2;;;;2
Stichting Internat. Perscentrum 'Nieuwspoort';;;;1;;;;;;1
Stichting IT Circle Nederland;;;;;;2;;;;2
Stichting KdK Conferentiehotel;;;;;;;;;1;1
Stichting Kinderen Kankervrij;;;;1;;;;;;1
Stichting Koninklijk Paleis te Amsterdam;1;;;;;;;;;1
Stichting Kunstmin;;;;;;1;;;;1
Stichting Kwaliteit BA&O;;;;;;1;;;;1
Stichting Landelijk Congres der Bestuurskunde;;;;;;1;;;;1
Stichting Lean Management Instituut;;;;;;2;;;;2
Stichting 'Molen De Hoop';;;;1;;;;;;1
Stichting Nationaal Informatica Congres;;;;;;1;;;;1
Stichting Nationaal Renovatie Platform;;;;;;1;;;;1
Stichting Nederland Beweegt;;;;;;;2;;;2
Stichting Netwerk Jeugdtheaterscholen;;;;;;1;;;;1
Stichting Nieuwe Helden;;;;;;1;;;;1
Stichting Personeelsinstrumenten Onderwijs;;;;;;1;;;;1
Stichting Professional Experience Programme;;;;;;1;;;;1
Stichting Rederij De Drie Geuzen;;;;1;;1;;;;1
Stichting Register Mediator;;;;;;1;;;;1
Stichting Research Strategische Communicatie;;;;;;1;;;;1
Stichting Rondvaart Zoetermeer;;;;1;;;;;;1
Stichting Saxion;;;;;;1;;;;1
Stichting SBRCURnet;;;;;;;;1;;1
Stichting Schapedrift Ermelo;;;;1;;;;;;1
Stichting Schrijvers School Samenleving;;;;;;1;;;;1
Stichting Sociocratisch Centrum;;;;;;1;;;;1
'Stichting Sportevenementen Le Champion';;;;1;;;;;;1
Stichting StiR;;;;1;;;;;;1
Stichting Stresscentrum;;;;;;1;;;;1
Stichting Talentcoach;;;;;;1;;;;1
Stichting Terugspeeltheater Amsterdam;;;;;;1;;;;1
Stichting The Dutch Deal;;;;;;1;;;;1
Stichting 'Vastgoedcert';;;;;;1;;;;1
Stichting Werken op Maat;1;;;;;;;;;1
Stichting Werkgroep Oost-Europa;;;;1;;;;;;1
Stichting Zevenheuvelenloop;;;;1;;;;;;1
Stichting Zorg Ondernemend Nederland;;;;;;1;;;;1
Stiho Amsterdam;;;;1;;;;;;1
Strandpaviljoen Buiten B.V.;;;;1;;;;;;1
Strandtent Doris B.V.;;;;2;;;;;;2
Strange B.V.;;;;;;1;;;;1
STROOM Architecten;;;;;;1;;;;1
Studio Spomenik;;;;;;1;;;;1
Studio Z B.V.;;;;;;1;;;;1
Suite novotel Den Haag City Centre;;;;;;;;;1;1
Sumo Den Haag II B.V.;;;;1;;;1;;;1
Sumo Scheveningen Japans Sushi & Grill B.V.;;;;1;;;;;;1
SVC SchoolvoorCoaching B.V.;;;;;;2;;;;2
Swaanswijk B.V.;;;;;;1;;;;1
Sweco Nederland;;;;;;1;;;;1
Sweco Nederland B.V.;;;;;;1;;;;1
Synnova B.V.;;;;;;1;;;;1
SZP Training & Advies;;;;1;;;;;;1
't Goude Hooft Exploitatie B.V.;;;;1;;;1;;;2
't Hekeltje Verhuur B.V.;;;;1;;;;;;1
't Oude Tolhuys B.V.;1;;;;;;;;;1
't Ruysdael B.V.;;;;;;2;;;;2
't Zusje Apeldoorn B.V.;;;;1;;;;;;1
Taartenwinkel.nl B.V.;;;;1;;;;;;1
Taartjes Toko;;;;1;;;;;;1
Tabasco;;;;1;;;;;;1
Taleninstituut Nederland;;;;;;1;;;;1
Taller Events B.V.;;;;1;;;;;;1
Talmundo Netherlands B.V.;;;;;;1;;;;1
Tandarts Prins Alexander;;;;;;;;;1;1
Tangram B.V.;;;;;2;1;;;;2
Tappan Communicatie B.V.;;;;;;2;;;;2
Tapperij Atjeh;;;;1;;;;;;1
TB Brandveiligheid;;;;;;1;;;;1
Te Werve B.V.;;;;1;;;;;;1
Teamvorm B.V.;;;;;;1;;;;1
Technisch Bureau Magema B.V.;;;2;;;;;;;2
Teeuwen Marketing;;;;;;1;;;;1
Tek Tok;;;;;;1;;;;1
Teka Groep B.V.;1;;;;;2;;;;2
Tekstbureau Karakter;1;;;;;;;;;1
Telecom.Paper B.V.;;;;;;1;;;;1
TeleWaarde;;;;;;1;;;;1
Telindus-ISIT B.V.;;;;;;2;;;;2
Tempo-Team Resource B.V.;;;;;;;;;1;1
Tennispark Mariahoeve B.V.;;;;1;;;;;;1
TextielDrukDeal B.V.;;;;1;;;;;;1
Tezet Business Gifts B.V.;;;;2;;;;;;2
Thales Holding B.V.;;;;1;;;;;;1
The Box Ventures B.V.;;;;;;2;;;;2
The City Retreat;;;;;;1;;;;1
The Embedding Company B.V.;;;;;;1;;;;1
The Garden;;;;;;1;;;;1
'The Kitchen';;;;1;;;;;;1
The Lean Six Sigma Company;;;;;;3;;;;3
The Next Women Crowd Fund I B.V.;;;;;;1;;;;1
The Printer;;;;1;;;;;;1
The Twins B.V.;;;;1;;;1;;;1
The Vintage 3.0. B.V.;;;;1;;;;;;1
Thea Stapper Bedr.maatsch. Werk & Coaching;;;1;;;;;;;1
Things To Make And Do B.V.;;;1;;;;;;;1
Tilkema Horeca B.V.;1;;;1;;;;;;1
Toby enzo;;;;;;1;;;;1
Toga Atelier Schout;;;;;;1;;;;1
Toko Toet;;;;1;;;;;;1
Tony's Factory B.V.;;;;1;;;;;;1
TOP teamwerk;;;;1;;1;;;;1
Topbloemen Nederland B.V.;;;;2;;;;;;2
Tornak Groep B.V.;;;;;;2;;;;2
Tot Z Diensten B.V.;;;;;;1;;;;1
Total Identity;;;;;;2;;;;2
Total Resource Solutions B.V.;;;;;;2;;;;2
Tower Leisure B.V.;;;;1;;1;;;;1
Trainmark;;;;;;1;;;;1
Tramrestaurant Hoftrammm B.V.;;;;1;;;;;;1
Tranq;;;;;;1;;;;1
Trapezium;;;;1;;;;;;1
TRConsult B.V.;;;;;;1;;;;1
Tri Tunggal;;;;1;;;;;;1
Trialis Consult;;;;;;1;;;;1
Triana Tapasbar & Restaurant;;;;1;;;;;;1
Tridata B.V.;;;;;;2;;;;2
Trimension B.V.;;;;;;2;;;;2
Tshukudu Technology College B.V.;;;;;;1;;;;1
TSS Rotterdam B.V.;;;;1;;;;;;1
Tuktuk Vlieland;;;;;;;;;1;1
Turner;;;;;;1;;;;1
TvO Nederland B.V.;;;;;;1;;;;1
Two2train;;;;;;1;;;;1
Twynstra Gudde Domus Consilium B.V.;;;;;;2;;;;2
Twynstra Gudde Veiligheid B.V.;;;;;;2;;;;2
Tyrilo B.V.;;;;2;;2;1;;1;2
Uitvaartverzorging Van Lith B.V.;;;;1;;;;;;1
Umami Restaurant Den Haag B.V.;;;;1;;;;;;1
Unique Sources Advies;;;;;;2;;;;2
Upscale Your Life;;;1;;;;;;;1
UTS International (Europe) B.V.;;4;;;;;;;2;5
Uw Bedrijfsarts;;;3;;;;;;;3
V.F.M. Adviesgroep B.V.;;;;;;3;;;;3
V.O.F. Alpina-van Houweninge & IJsselstijn;;;;1;;;;;;1
Vaarschool Limburg;;;;;;1;;;;1
Vakmedianet Management B.V.;;;;;;1;;;;1
van Bennekom;;;4;;;;;;;4
Van Buuren Beroepsopleidingen B.V.;;;;;;2;;;;2
Van der Heijden Communications;;;;;;1;;;;1
Van der Hilst Communicatie-Opleidingen B.V.;;;;;;1;;;;1
Van der Maarel Event Styling B.V.;;;;2;;;;;;2
van der Valk Advies;;;;;;;;;1;1
Van der Valk Hotel Den Haag B.V.;;;;1;;;1;;;1
Van der Valk Hotel Heerlen;;;;;;;;;1;1
Van der Valk Hotels B.V.;;;;;;1;;;1;2
Van Dijk Zakelijk B.V.;;;;1;;1;;1;;1
Van Harte & Lingsma Man. en Organisatie B.V.;;;;;;4;;;;4
Van Herwegen Health Services B.V.;;;2;;;;;;;2
Van Heugten Tours;;;;1;;;;;;1
Van Kralingen B.V.;1;;;;;;;;;1
Van 't Loo/Van Eck Beheer B.V.;;;;;;1;;;;1
Vanguard Asset Man. Ltd. - Amsterdam Branch;;;;;;2;;;;2
Vastgoedjournaal.nl B.V.;;;;;;1;;;;1
Vaverra Consult;;;;;;2;;;;2
VBT Beheer B.V.;1;;;;;1;;;;1
VCA Nederland B.V.;;;;;;1;;;;1
VCK Business Travel;;;;;;1;;;2;2
VCK Travel B.V.;;;;1;;2;;;7;7
VDWJ B.V.;;;;;;1;;;;1
Vegro Verpleegartikelen B.V.;;;1;;;;;;;1
Verenig. v. Onr. Goed-Onderzoekers Nederland;;;;;;1;;;;1
Vereniging Ambtenaar & Recht;;;;;;1;;;;1
Vereniging Facility Management Nederland;;;;;;;;1;;1
Vereniging van Registercontrollers;;;;;;1;;;;1
Vereniging voor Milieurecht;;;;;;;;1;;1
Verf Advies Centrum B.V.;;;;;;2;;;;2
Verhuurbedrijf Paul B.V.;;;;1;;;1;;;1
Vermaak Advies & Trainingen;;;;;;1;;;;1
Vermaat Winkels/Restaurants Holding B.V.;;;;1;;2;;;;3
Vertaalbureau Textwerk B.V.;;;;;;1;;;;1
Vertus B.V.;;;;1;;;;;;1
Verzuimzorg Noord-Nederland;;;1;;;;;;;1
Vesper Hotel;;;;;;;;;1;1
viA BK;;;;1;;;;;;1
Vigor B.V.;;;;;;1;;;;1
Vijverberg Juristen B.V.;;;;;;1;;;;1
Villa Augustus B.V.;1;;;1;;;;;;1
VINEUM B.V.;;;;1;;;;;;1
Vino & Cucina;;;;1;;;;;;1
Vis Organisatieadvies;;;;;;1;;;;1
VistaNova B.V.;;;;;;1;;;;1
Vitamine en Zo;;;;;;;1;;;1
VNO-NCW West;;;;;;1;;;;1
VNSG Diensten B.V.;;;;;;2;;1;;2
Voerman International B.V.;;1;;;;;;;;1
Vojacek Négociant en Vins B.V.;;;;1;;;;;;1
Voorzet Arbeid;;;;;;1;;;;1
Vrije Academie t Pad;;;;;;1;;;;1
Vrije Universiteit;;;;;;1;;;;1
VVBA B.V.;;;;;;1;;;;1
VVE Gierstraat 49 en /Nieuwstraat 2 en 2A;1;;;1;;;;;;1
VVE Radiant te Amsterdam;;;;;;1;;;;1
Walking Dinner B.V.;;;;1;;;;;;1
Water Events Geertruidenberg B.V.;;;;1;;;;;;1
Waterink Instituut B.V.;;;1;;;1;;;;1
Wattanders B.V.;;;;;;1;;;;1
WE CANTEEN B.V.;;;;;;;;;1;1
Web-effect;;;;;;1;;;;1
WEKA Business Media B.V.;;;;;;1;;;;1
Wennekes tevens / De Kaasspec. Sav. Lohmanpl.;;;;1;;;;;;1
Werkgeversinstituut B.V.;;;;;;2;;;;2
Wesseling Company Strategics;;;;;;1;;;;1
Westernboerderij Coaching & Zorg B.V.;;;;1;;;;;;1
Wielders Management B.V.;;;;1;;;;;;1
Wijzijndeoplossing B.V.;;;;;1;;;;;1
Winkeliersvereniging Haagsche Bluf;;;;1;;;;;;1
Winkelman-v. Hessen Market. & Publ. Rel. B.V.;;;;;;1;;;;1
Winnock B.V.;;;1;;;1;;;;2
WishWish NL B.V.;;;;1;;;;;;1
Wok Sprengenhorst B.V.;;;;1;;;;;;1
Wolters Kluwer Nederland B.V.;;;;;;1;;;;1
Workers Academy B.V.;;;;;;1;;;;1
Worktrainer B.V.;;;1;;;;;;;1
World Forum Convention Center N.V.;;;;;;3;;;;3
Worldwide Comprehensive Logistics B.V.;;;;;;1;;;;1
Wouter Duinisveld LDG;;;;;;1;;;;1
WPEX B.V.;;;1;;;;;;;1
Xerox (Nederland) B.V.;;;;2;;2;;;;2
Yaya On Sax Productions;;;;1;;;;;;1
Yearth B.V.;;;;;;1;;;;1
Yellowbrick B.V.;;;;;;;;;1;1
YESGIFTS.NL B.V.;;;;1;;;;;;1
Ynformed;;;;;;1;;;;1
Yogastudio Sunderman;;;;1;;;;;;1
Yogastudio108;;;;1;;1;;;;1
YSE B.V.;;;;;;1;;;;1
Zalen Pakhuis de Zwijger B.V.;;;;;;1;;;;1
Zandhof B.V.;;;;1;;;;;;1
Zebedeus;;;;1;;;;;;1
Zinnige Zaken B.V.;;;;1;;;;;;1
Zorg voor Party;;;;1;;;;;;1
Van Stockum;;;;1;;;;;;1
Eindtotaal;5;4;7;7;5;9;4;2;7;9
