Leveranciers;3000 - Uitbesteden overig;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3130 - Uitbesteden communicatieadvies;3140 - Uitbesteden juridisch adviesopdrachten;3150 - Uitbesteden automatiseringsadvies;3160 - Uitbesteden accountancy en financien;Eindtotaal
RBOI Adv.bur. Ruimt. Bel., Ontw. & Inr. B.V.;;2;;;;;2
RBOI B.V.;;1;;;;;1
Re/Gent B.V.;;1;;;;;1
Realink Consultancy B.V.;;1;;;;;1
Rebel Economics & Transactions B.V.;;2;;;;;2
Rebel Energy B.V.;;3;;;;;3
Rebel Strategy & Finance B.V.;;2;;;;;2
Rebelgroup Advisory B.V.;;4;;;;;4
RebelGroup International B.V.;;3;;;;;3
Rebels Advies;;2;;;;;2
Red Ball Consultancy;;1;;;;;1
REDDY Solutions;;1;;;;;1
Regardz Business Center;;1;;;;;1
RegelDirect;;;2;;;;2
Regulator;;2;;;;;2
Regus Amsterdam B.V.;;4;;;;;4
Rens de Jong Producties;;1;;;;;1
Rentokil hygiene;;4;;;;;4
Reputatiegroep B.V.;;1;;;;;1
Rescon B.V.;;1;;;;;1
Research voor Beleid B.V.;;5;;;;;5
Restaurant Christian;;1;;;;;1
Restaurant De Boet;;1;;;;;1
Restaurant Eindeloos;;1;;;;;1
Restaurant Lounge van der Dussen;;1;;;;;1
Restaurant Meneer Buscourr;;1;;;;;1
Restaurant Mero;;1;;;;;1
Restaurant Saigon;;1;;;;;1
Restaurant Seinpost;;1;;;;;1
Restaurant Wilhelminapark B.V.;;1;;;;;1
R-Fotografie;;1;;;;;1
Rho Adviseurs B.V.;;4;;;;;4
Right Marktonderzoek en Advies B.V.;;1;;;;;1
Rigo Research en Advies B.V.;;1;;;;;1
RijnmondICT;;1;;;;;1
Rijnveld Beleidsmediation;;2;;;;;2
RIKILT;;7;;;;;7
Rob Berkers Advies;;2;;;;;2
Robbers en van den Hoogen B.V.;;1;;;;;1
ROC Nijmegen;;3;;;;;3
RoHu ontwerp;;1;;;;;1
Roland Kupers Consultancy;;2;;;;;2
Rolf Groundwater Services;;2;;;;;2
ROM3D;;2;;;;;2
Ronald Mossou Photography;;1;1;;;;1
Rondeel Barneveld B.V.;;1;;;;;1
RonilLA Snellen;;1;;;;;1
Room Mate Amsterdam B.V.;;1;;;;;1
Roosegaarde Holding B.V.;;1;;;;;1
Roots Beleidsadvies;;1;;;;;1
Rostra B.V.;;1;;;;;1
Rottenberg Algemene Zaken B.V.;;2;;;;;2
RS Vision Expo B.V.;;1;;;;;1
Ruben Jorksveld Fotografie;;1;;;;;1
RuigrokNetPanel B.V.;;2;;;;;2
Ruigwerk;;1;;;;;1
Ruijtenbeek Advice B.V.;;2;;;;;2
Rulemanagement Group B.V.;;;;;1;;1
RW Media;;;1;;;;1
RWI Consultancy & Counseling;;2;;;;;2
Sabel Communicatie B.V.;;3;;;;;3
Sabern B.V.;;1;;;;;1
Saint Trofee;;1;;;;;1
Salarisprofs B.V.;;2;;;;;2
Salie & Citroen;;1;;;;;1
Samenwerking Utrecht West;;1;;;;;1
Samenwerkingsv.Nation.Parken;;2;;;;;2
Sander Koenen, journalist en fotograaf;;2;2;;;;2
Sandy Dane;;1;;;;;1
Sarvision B.V.;;2;;;;;2
Sas Consultancy;;4;;;;;4
SBR;;2;;;;;2
Scenarios 4 Summits B.V.;;4;;;;;4
Scheepvaart en Transport College;;2;;;;;2
Schepers Communicatie Advies Beheer B.V.;;1;;;;;1
Schiphol Nederland B.V.;;1;;;;;1
Schipper Safestore B.V.;;;;;1;;1
Scholten Awater B.V.;;;;;1;;1
Schrijf-Schrijf, Creat.Concepten & Tekstprod.;;2;;;;;2
Schuttelaar & Partners, Maatsch. Comm. B.V.;;4;;;;;4
Sciomino B.V.;;1;;;;;1
SD Communicatie B.V.;;1;;;;;1
Seafood Trade Intelligence Portal B.V. i.o.;;1;;;;;1
Search & Co Groep;;1;;;;;1
Sease;;1;;;;;1
SEc2 - Systems Engineering Coach. & Consult.;;3;;;;;3
Securitas Beveiliging B.V.;;2;;;;;2
Senergy Consult;;2;;;;;2
Servicenet Nat. Landschappen Coöperatief UA;;2;;;;;2
Seyst Finance & Strategy B.V.;;1;;;;;1
SGS;;1;;;;;1
SGS Nederland;;1;;;;;1
SGS Nederland B.V.;;5;;;;;5
Shaking Networks;2;;;;;;2
Shared Business B.V.;;2;;;;;2
shareNL;;2;;;;;2
Shoot Management B.V.;;2;;;;;2
SHR B.V.;;1;;;;;1
Sia Partners;;3;;;;;3
SietsQo.nl;;;1;;;;1
Sifratex;;1;;;;;1
Sigma Laser Vision;;1;;;;;1
Significant B.V.;;3;;;;;3
SILO;;1;;;;;1
Silverback;;3;;;;;3
Simonis Oude Visafslag B.V.;;1;;;;;1
Sira Consulting B.V.;3;5;;;;;6
Sirene Grafisch Ontwerpers;;1;;;;;1
SiRM B.V.;;3;;;;;3
Skils B.V.;1;;;;;;1
Sky Promotions B.V.;;2;;;;;2
SkyGeo Netherlands B.V.;;4;;;;;4
Slem;;1;;;;;1
SlimmeVos.nl;;1;;;;;1
Slootweg en van Schooten;;2;;;;;2
Sme Advies;;2;;;;;2
SMS Europe;;1;;;;;1
SNS REAAL;;1;;;;;1
Snuverink Advies;;1;;;;;1
Socius Partnerships;;1;;;;;1
Soesterduinen B.V.;;1;;;;;1
Software Improvement Group B.V.;;2;;;;;2
SoftwareONE B.V.;2;2;;;;;2
Sogeti Nederland B.V.;8;2;;;7;;9
Sohum Holding B.V.;;1;;;;;1
SOIL;;1;;;;;1
Solabcool B.V.;;1;;;;;1
SolBeach;;1;;;;;1
Soma Bedrijfsopleidingen;;3;;;;;3
Sovon Vogelonderzoek Nederland;;5;;;;;5
Spacetalk B.V.;;2;;;;;2
Spandonk Sourcing Support;;2;;;;;2
Sparkling Projects Beheer B.V.;;2;;;;;2
Sparring Partner in Retail B.V.;;2;;;;;2
Special Balloon Services;;1;;;;;1
SPF-Gezonde Varkens;;2;;;;;2
SPPS Consultants B.V.;;2;;;;;2
Sprite-IT Managed Services B.V.;;3;;;;;3
Sproutside B.V.;;2;;;;;2
SRK Rechtsbijstand;;;;1;;;1
St.stg. Ver. v. Zoogdierk. en Zoogdierbesch.;;2;;;;;2
Stadsruim B.V.;;2;;;;;2
Start People;6;;;;;;6
STC-Group Scheepvaart en Transport College;;3;;;;;3
Stedin;;1;;;;;1
StefanWijers.nl;;1;;;;;1
Stem-Techniek en Marketing B.V.;;1;;;;;1
Stéphanie van Oostrum;;2;;;;;2
Stern Partyservice;;1;;;;;1
Stg. Beheer Drd.gld. Advocatuur, NautaDutilh;;1;;;;;1
Stg. Bur. Commissie v.d. Mil.-Effectrapport.;;4;;;;;4
Stg. Centr. voor Arbeidsverhoud. Overh.pers.;;1;;;;;1
Stg. Comm. Int. Sam.werk. en Duurz. Ontwikk.;;3;;;;;3
Stg. Crow, kennisplatf. infrastruct., verkeer;;1;;;;;1
Stg. Duurz. Ontwik. Nederland Suriname (DONS);;2;;;;;2
Stg. European Centre for Eco and Agro Tourism;;6;;;;;6
Stg. European Invertebrate Survey Nederland;;2;;;;;2
Stg. Instit. voor Maatschappelijke Innovatie;;1;;;;;1
Stg. Int. Instit. voor Luchten Ruimterecht;;1;;;;;1
Stg. Kenniscentrum Arbeid & Longaandoeningen;;2;;;;;2
Stg. Nat. Lucht- en Ruimtevaartlaboratorium;;4;;;;;4
Stg. Ned. Centrum v. Handelsbevordering;;5;;;;;5
Stg. Ned. Inst. voor Int. Betr. 'Clingend.';;5;;;;;5
Stg. Ned.-Afrikaans Centr. voor Handelsbev.;;4;1;;;;4
Stg. Nederl. Ind. voor Defensie en Veiligheid;;1;;;;;1
Stg. Nederlands Inst. Van Register-Experts;;2;;;;;2
Stg. Pens.fonds Benelux-Bur. Intell. Eigendom;;1;;;6;;6
Stg. Samenw.verb. Prakt.opl. Bouw Z.-Holl. Z.;;1;;;;;1
Stg. Studieproj. Market. Associatie Amsterdam;;2;;;;;2
Stg. The Berlage, Cent. for Adv. Stud. in AUD;;2;;;;;2
Stg. v. Fundamenteel Onderzoek der Materie;;3;;;;;3
Stg. Werkgeversinst. Soc. Cult.Werk Rotterdam;;2;;;;;2
Stibbe N.V.;2;;;;;;2
Sticht. Centr. For Int. Legal Cooperation;;4;;;;;4
Sticht. HAS KennisTransfer en Bedr.opleid.;;2;;;;;2
Sticht. Kennis van het Noordelijke Platteland;;1;;;;;1
Sticht. NHTV internationale hogeschool Breda;;2;;;;;2
Sticht. Techn. Centr. voor de Keramische Ind.;;2;;;;;2
Sticht. voor Handelsbevordering Europa-Afrika;;2;;;;;2
Stichting 2getherforNature Foundation;;1;;;;;1
Stichting Abrona;;1;;;;;1
Stichting Accessibility;;1;;;;;1
Stichting Adviesbureau Onroerende Zaken;;1;;;;;1
Stichting Aeres Groep;;2;;;;;2
Stichting African Architecture Matters;;1;;;;;1
Stichting Afrika-Studiecentrum;;2;;;;;2
Stichting Anemoon;;1;;;;;1
Stichting Antares;;2;;;;;2
Stichting APS;;2;;;;;2
Stichting Ark;;1;;;;;1
Stichting AVINED;;2;;;;;2
Stichting Bargerveen;;4;;;;;4
Stichting Beheer Derdengelden Houthoff Buruma;;;;1;;;1
Stichting Bijzonder;;1;;;;;1
STICHTING Centre for Safety and Development;;1;;;;;1
Stichting Centrum Particuliere Bouw (KUUB);;1;;;;;1
Stichting Connekt;;2;;;;;2
Stichting Crisislab;;2;;;;;2
Stichting Dasuda Foundation;;2;;;;;2
Stichting De Effenaar;;1;;;;;1
Stichting De Groene Vogel Beesel;;2;;;;;2
Stichting de Rode Hoed;;1;;;;;1
Stichting Deltares;;6;;;;;6
Stichting Dienst Landbouwkundig Onderzoek;;3;;;;;3
Stichting Dirk III;;2;;;;;2
Stichting Duik de Noordzee schoon;;1;;;;;1
Stichting Duisenberg School of Finance;;2;;;;;2
Stichting Dutch Green Building Council;;2;;;;;2
Stichting Dutch Techcentre for Life Sciences;;1;;;;;1
Stichting Dutchbasecamp;;1;;;;;1
Stichting duurzame PABO;;2;;;;;2
Stichting Duurzame Verbinding;;1;;;;;1
Stichting EBF International Business Research;;2;;;;;2
Stichting Economisch Instituut Midden en Kleinbedrijf (EIM);;3;;;;;3
Stichting Economisch Instituut voor de Bouw;;1;;;;;1
Stichting Energy Delta Institute;;3;;;;;3
Stichting Energy Valley;;2;;;;;2
Stichting Fonds Instituut Clingendael;;3;;;;;3
Stichting Food Valley;;1;;;;;1
Stichting Green Deal MKB-Nederland;;4;;;;;4
Stichting Greenwish;;3;;;;;3
Stichting GroenGelinkt;;4;;;;;4
Stichting HAS Opleidingen;;1;;;;;1
Stichting Herenboeren NL;;3;;;;;3
Stichting Hermitage aan De Amstel;;1;;;;;1
Stichting Het Groene Brein;;5;;;;;5
Stichting Hibertad;;2;;;;;2
Stichting HIER opgewekt;;2;;;;;2
Stichting Hoger Beroepsonderwijs Haaglanden;;1;;;;;1
Stichting Hogeschool Utrecht;;2;;;;;2
Stichting Hogeschool van Arnhem en Nijmegen;;1;;;;;1
Stichting Holland Pig;;2;;;;;2
Stichting Immuno Valley;;3;;;;;3
Stichting Innovatie Glastuinbouw;;3;;;;;3
Stichting Innovatie Recreatie & Ruimte;;2;;;;;2
Stichting Instituut voor Bouwrecht;;2;;;;;2
Stichting Internat. Perscentrum 'Nieuwspoort';;1;;;;;1
Stichting International New Town Institute;;2;;;;;2
Stichting ISSO;;3;;;;;3
Stichting iTrust Foundation;;2;;;;;2
Stichting IUCN Nederlands Comité;;4;;;;;4
Stichting IVN;;2;;;;;2
Stichting Kennis voor Klimaat;;2;;;;;2
Stichting Kennisbank Bouwfysica;;1;;;;;1
Stichting Kenniscentrum Maatschappelijk Verantwoord Ondernem;;6;;;;;6
Stichting Kenniscentrum Papier en Karton;;4;;;;;4
Stichting Klimaatverbond;;2;;;;;2
Stichting Koninklijke Rotterdamse Diergaarde;;4;;;;;4
Stichting Kwaliteitsborging Installatiesector;;2;;;;;2
Stichting Kwaliteits-Controle-Bureau;;5;;;;;5
Stichting Life Sciences Health - TKI;;2;;;;;2
Stichting Masterplan Duurzame Visserij;;1;;;;;1
Stichting Mediamatic;;2;;;;;2
Stichting Milieu Centraal;;2;;;;;2
Stichting Milieukeur;;3;;;;;3
Stichting Missing Chapter Foundation;;2;;;;;2
Stichting Monitoring Zonnestroom;;2;;;;;2
Stichting MVO Nederland;;3;;;;;3
Stichting Natuur en Milieu;;4;;;;;4
Stichting Natuur en Milieu Overijssel;;2;;;;;2
Stichting Natuurinformatie;;1;;;;;1
Stichting NBTC Holland Marketing;;2;;;;;2
Stichting Nederlands Helsinki Comité;;3;;;;;3
Stichting Nederlands Watermuseum;;1;;;;;1
Stichting Nederlands-Frans Centrum voor Handelsbevordering;;4;;;;;4
Stichting Nedworc Stip;;1;;;;;1
Stichting Netherlands Water Partnership (Nwp);;7;;;;;7
Stichting New World Campus;;2;;;;;2
Stichting NJR het Bureau;;2;;;;;2
Stichting Noorderslag;;1;;;;;1
Stichting Oplaadpalen.nl;;1;;;;;1
Stichting Our Common Future;;2;;;;;2
Stichting PAO;;1;;;;;1
Stichting Passief Bouwen.nl;;2;;;;;2
Stichting Personeelsactiviteiten EL&I;;1;;;;;1
Stichting Pharmaccess International;;2;;;;;2
Stichting Photonics Cluster Netherlands;;1;;;;;1
Stichting Pleio;;1;;;;;1
Stichting Probos;;4;;;;;4
Stichting Prosea Marine Education;;4;;;;;4
Stichting RTS Products;;1;;;;;1
Stichting Saxion;;1;;;;;1
Stichting SBRCURnet;;2;;;;;2
Stichting SEO Economisch Onderzoek;;6;;;;;6
Stichting Service Logistics Forum;;1;;;;;1
Stichting SHT;;1;;;;;1
Stichting Sint Maartenskliniek;;1;;;;;1
Stichting Smart Homes;;2;;;;;2
Stichting Social Powerhouse;;1;;;;;1
Stichting Socrates Nederland;;2;;;;;2
Stichting Solidaridad;;4;;;;;4
Stichting Springtij Festival Terschelling;;1;;;;;1
Stichting Stenden Hogeschool;;1;;;;;1
Stichting Stimular;;1;;;;;1
Stichting Streekeigen Producten Nederland;;2;;;;;2
Stichting Sustainable Finance Lab;;2;;;;;2
Stichting Synchem Plus;;1;;;;;1
Stichting T.M.C. Asser Instituut;;4;;;;;4
Stichting time-2-move;;1;;;;;1
Stichting TKI CLICKNL;;1;;;;;1
Stichting TKI Switch2SmartGrids;;2;;;;;2
Stichting TKI Urban Energy;;1;;;;;1
Stichting TKI-Wind op Zee;;2;;;;;2
Stichting Toegepast Onderzoek Waterbeheer;;3;;;;;3
Stichting Tomato World;;1;;;;;1
Stichting Top Institute Pharma;;1;;;;;1
Stichting True Price;;2;;;;;2
Stichting Urgenda;;1;;;;;1
Stichting van Hall Instituut Business Center;;2;;;;;2
Stichting VeiligheidNL;;2;;;;;2
Stichting Veldwerk Nederland;;1;;;;;1
Stichting VETmessage;;2;;;;;2
Stichting Voeding Leeft;;3;;;;;3
Stichting voor de Technische Wetenschappen;;2;;;;;2
Stichting voor het beheren van de bijdragen van leden van NL;;3;;;;;3
Stichting Vrienden van Groningen Centraal !;;;;1;;;1
Stichting VU;;1;;;;;1
Stichting Water Alliance;;1;;;;;1
Stichting Wateropleidingen;;1;;;;;1
Stichting Wereld Vismigratie;;2;;;;;2
Stichting Werken op Maat;;1;;;;;1
Stichting ZorgTTP;;2;;;;;2
Stichting Zuyd Hogeschool;;1;;;;;1
Stijlbende B.V.;;1;;;;;1
Stijlmedia;;2;;;;;2
Stoas Wageningen Vilentum Hogeschool;;2;;;;;2
Stokerij Sculte;;1;;;;;1
Storm B.V.;;2;;;;;2
Straatsma Printmanagement Services B.V.;;1;;;;;1
Strabo B.V.;;;;;1;;1
Stratagem Group B.V.;;2;;;;;2
Strategy Works B.V.;;2;;;;;2
Stratix B.V.;;4;;;;;4
Stratix Consulting B.V.;;3;;;;;3
Stroming B.V.;;4;;;;;4
Studio A Mediamelange;;1;;;;;1
Studio Fonkel B.V.;;1;;;;;1
studio Gear Up;;2;;;;;2
Studio Kluif B.V.;;2;;;;;2
Studio Lammert Jonkman;;1;;;;;1
Studio Mosgroen;;1;;;;;1
Studio Pietertje;;1;;;;;1
Studio Tognini B.V.;;1;;;;;1
Studio Uppercase;;1;;;;;1
Studio v. Graf. Vormgeving Jos Tigges B.V.;;2;1;;;;2
Sturingsadvies;;1;;;;;1
SuGu Club B.V.;;2;;;;;2
Super Ambachtelijk;;1;;;;;1
SURFsara B.V.;;2;;;;;2
Susan de Boer Communicatie;;2;;;;;2
Sustainable Business Developement SME;;2;;;;;2
Sustainable Outlook B.V.;;5;;;;;5
SustainableMotion;;4;;;;;4
Svenon Ontwikkelingen B.V.;;1;;;;;1
Swis B.V.;;2;;;;;2
Synergos Communicatie B.V.;;2;;;;;2
Synergy Health Ede B.V.;;1;;;;;1
Synpact Project Management B.V.;;1;;;;;1
Sysqa B.V.;;1;;;;;1
't Koetshuis;;1;;;;;1
T&C Consulting;;1;;;;;1
T.D.I. (Touristic Development International);;4;;;;;4
Tabula Rasa B.V.;;3;;;;;3
TassenBol;;2;;;;;2
Tauw B.V.;;3;;;;;3
Te Pas Media;;1;;;;;1
Team Amstelstreek Holding B.V.;;1;;;;;1
Tebodin Netherlands B.V.;;2;;;;;2
Technopolis B.V.;;4;;;;;4
Technostarters Delft Vastgoed B.V.;;2;;;;;2
Teeuwen Legal Consultancy;;2;;;;;2
Tekst in Stijl-van Spreekleer tot Schrijfwerk;;2;;;;;2
Tekstbureau Met Andere Woorden;;1;;;;;1
Telan B.V.;;;1;;;;1
Telecom.Paper B.V.;;3;;;;;3
Ten Kroode & van Zee, Organisatie-Adviseurs;;1;;;;;1
TenderCoach;;1;;;;;1
Terra Incognita;;2;;;;;2
Terra Incognita - stedenbouw en Landsch.arch.;;2;;;;;2
Tertium;;2;;;;;2
Test Eddie Smit Int Geen;;2;;;;;2
Tethys : aquatic ecosystem advice;;2;;;;;2
Thaesis B.V.;;3;;;;;3
Thauris B.V.;;2;;;;;2
The Clarks;;1;;;;;1
The Fieldwork Company;;2;;;;;2
The Filmfactory B.V.;;1;;;;;1
The Hague Academy for Local Governance;;5;;;;;5
The Network Academy;;2;;;;;2
The New Motion B.V.;;2;;;;;2
The Oddshop B.V.;;3;;;;;3
The Playing Circle Studio B.V.;;1;;;;;1
The Power Factory;;1;;;;;1
The Punchy Pack B.V.;;1;;;;;1
Thema Project en Advies B.V.;;2;;;;;2
Theo Imhoff;;1;;;;;1
TheRockGroup Holding B.V.;;1;;;;;1
Thompson Media;;1;;;;;1
Thomson Reuters Netherlands B.V.;;2;;;1;;2
TiasNimbas Business School;;1;;;;;1
Tie Nederland B.V.;;2;;;;;2
Tiemersma Organisatieadvies en Ontwikkeling;;2;;;;;2
Tienhof h.o.d.n. Museumcafé Catharijneconvent;;1;;;;;1
Tiggelen Communicatie;;1;;;;;1
Tijmen Rümke Advies;;1;;;;;1
Tjuna;;2;;;;;2
TLH B.V.;;1;;;;;1
TNO Delft B.V.;;2;;;;;2
TNS Nipo B.V.;;2;;;;;2
To Improve;;2;;;;;2
To Realize Concepts B.V.;;1;;;;;1
Toendra Beheermaatschappij B.V.;;2;;;;;2
Ton Persoon;;1;;;;;1
Top level punt B.V.;;2;;;;;2
Topbloemen Nederland B.V.;;1;;;;;1
Topjobcoaching;;1;;;;;1
Tornado Insider Services B.V.;;2;;;;;2
Total Facility Management B.V.;;2;;;;;2
Total Identity;;3;;;;;3
Tower Leisure B.V.;;1;;;;;1
Transaction Technologies B.V.;;1;;;;;1
TRANSFER Latin Business Consultancy B.V.;;3;;;;;3
Transformation Technologies B.V.;;3;;;;;3
Transmissivity B.V.;;1;;;;;1
Transport en Logistiek Nederland;;1;;;;;1
Transportbedrijf P.A. Van Rooyen B.V.;;1;;;;;1
transVORM B.V.;;2;;;;;2
TRC Advocaten;;1;;;;;1
Triarii B.V.;;2;;;;;2
Trimension B.V.;;2;;;;;2
Triode B.V.;;3;;;;;3
Trip Advocaten & Notarissen;;;;1;;;1
Trustworks B.V.;;1;;;;;1
TS 31 - Internos;;1;;;;;1
Tsong Management B.V.;;1;;;;;1
Tu/E-Innovation Lab B.V.;;1;;;;;1
Tuinbouw Techniek Ontwikkeling;;1;;;;;1
Turner Interim Management B.V.;;6;;;;;6
Twence Afvalscheiding;;1;;;;;1
Twynstra Gudde;;3;;;;;3
Twynstra Gudde Energie B.V.;;2;;;;;2
Twynstra Gudde Mobiliteit & Infrastruct. B.V.;;1;;;;;1
Twynstra Gudde Overheid en Organisatie B.V.;;2;;;;;2
Uitstekend geregeld!;;2;;;;;2
UJG;;3;;4;;;4
UMS Group Europe B.V.;;2;;;;;2
UNESCO-IHE Institute for Water Education;;3;;;;;3
Uneto-VNI;;1;;;;;1
Urban Connectors;;2;;;;;2
Urbancore;;2;;;;;2
Urban-Goods Coöperatie UA;;1;;;;;1
USG Capacity;2;;2;;;;3
Ushi Enschede B.V.;;1;;;;;1
UTS Abbink Den Haag;;1;;;;;1
Uytewaal Consultancies;;2;;;;;2
v. Heekeren & Frima Managem. Consult. B.V.;;2;;;;;2
V.O.F. Bakkerij en Kruideniersbedrijf Caris;;1;;;;;1
V.O.F. N. den Besten;;1;;;;;1
V.O.F. Van Zessen;;1;;;;;1
Valsplat B.V.;;1;;;;;1
Van Baerle International;;2;;;;;2
Van Beek Ingenieurs B.V.;;2;;;;;2
Van de Haterd Consultancy;;1;;;;;1
Van der Steen Beheer B.V.;;1;;;;;1
Van der Valk Hotel Den Haag B.V.;;1;;;;;1
Van der Werf Administratie & Advies;;1;;;;;1
van der Wiel Ruimtelijk Advies;;1;;;;;1
van Dijck Development Adviser;;2;;;;;2
Van Doorne N.V.;;1;;;;;1
Van Emden Marketing Consultancy B.V.;;1;;;;;1
Van Eybergen Management Advies;;1;;;;;1
Van Hulzen Public Relations B.V.;;;2;;;;2
Van Kempen Onderzoek en Advies;;4;;;;;4
Van Koningsveld B.V.;;1;;;;;1
Van Ons Holding B.V.;;2;;;;;2
Van Rijn Advies;;2;;;;;2
Van Swinden Laboratorium;;6;;;;;6
Van Zoolingen V.O.F.;;1;;;;;1
Van Zutphen Economisch Advies;;2;;;;;2
Vanberkel Interim Professionals B.V.;;;;;;4;4
Vanberkel Professionals B.V.;1;;;;;;1
Vanderlyde Promotions B.V.;;1;;;;;1
VanderSat B.V.;;2;;;;;2
Vandertuuk Revisited;;2;;;;;2
VanGo Creative Content;;1;;;;;1
Vanrutte Advisory;;2;;;;;2
VAPRO B.V.;;2;;;;;2
Vastgoed Belang Ledenservice B.V.;;1;;;;;1
Vastgoedjournaal.nl B.V.;;1;;;;;1
VCK Travel B.V.;;4;;;;;4
VD Heijde B.V.;;1;;;;;1
Velders & Novak IMC;;1;;;;;1
Veldmanadvies;;2;;;;;2
Velu Consultancy;;2;;;;;2
Ver. Behart. Bel. Nederl. Neth. Aerospace Gr.;;2;;;;;2
Ver. v. Vrij en Verantw. Varen op de Wadden;;1;;;;;1
Ver. VAN Lokale Natuur- en Milieucommunicatie;;3;;;;;3
Verdonck, Klooster & Associates B.V.;3;3;;;;;4
Verenig. Industriële Raad van Advies Van Niok;;2;;;;;2
Verenig. van de Ned. Chemische Industrie;;2;;;;;2
Vereniging de Nederlandse Werkgroep Drogen;;2;;;;;2
Vereniging DOET;;2;;;;;2
vereniging eigen huis;;2;;;;;2
Vereniging Energie-Nederland;;2;;;;;2
Vereniging FME-CWM;;5;;;;;5
Vereniging Holland Marine Equipment;;1;;;;;1
Vereniging tot Behoud van Natuurmonumenten;;3;;;;;3
Vereniging van Bos- en Natuurterreineigenaren;;6;;;;;6
Vereniging van Milieuprofessionals;;1;;;;;1
Vereniging van Ned. Koel- en Vrieshuizen;;3;;;;;3
Vereniging VNO-NCW;;2;;;;;2
Vereniging Wise Amsterdam;;1;;;;;1
Verhaert Netherlands B.V.;;1;;;;;1
Verheijden Concepten B.V.;;3;;;;;3
Verheul Communicatie B.V.;;;1;;;;1
Vermaat Leisure B.V.;;1;;;;;1
Vertaalbureau Anna Visser;;1;;;;;1
Vestigia Beheer B.V.;;1;;;;;1
Vestor;;1;;;;;1
Viadesk;;3;;;;;3
Vietnam Consult & Trading B.V.;;2;1;;;;2
Vigilo Consult;;2;;;;;2
Villa Jongerius;;1;;;;;1
Vinium;;2;;;;;2
VLG B.V.;;1;;;;;1
VMC Organisatie en Communicatie;;1;;;;;1
VNU Exhibitions Europe B.V.;;4;;;;;4
Vodafone;;;3;;;;3
Vogelaar Beheer B.V.;;3;;;;;3
Vollering Maatschap G.J.W.M. en A.W.M.;;1;;;;;1
Voorberg Bouwkunde B.V.;;4;;;;;4
Vos Consult;;1;;;;;1
Voxx Communicatie-Adviseurs B.V.;;5;3;;;;5
VWR International B.V.;;1;;;;;1
VX Company IT Services B.V.;6;;;;;;6
W.H.M. Zuijderwijk;;1;;;;;1
W.Th. Pot en Zoons B.V.;;1;;;;;1
W/E adviseurs duurzaam bouwen;;4;;;;;4
Waddenvereniging;;2;;;;;2
Wageningen UR-Livestock Research Sterksel;;4;;;;;4
Wanningen Water Consult;;3;;;;;3
Wärtsilä SAM Electronics Nederland B.V.;;1;;;;;1
Water Management;;3;;;;;3
Water Partner Foundation;;2;;;;;2
Water=essential B.V.;;2;;;;;2
WaterFocus;;1;;;;;1
Waternetwerk;;1;;;;;1
Wateropleidingen;;2;;;;;2
Waterwijs;;1;;;;;1
WAU What About Users;;1;;;;;1
Way2Trade B.V.;;1;;;;;1
We Quit Mail;;1;;;;;1
Webhelp Nederland B.V.;;6;;;;;6
Wellness Innovations B.V.;;2;;;;;2
Went Werkt Journalistiek;;1;;;;;1
werk&bouw;;1;;;;;1
Westerink;;1;;;;;1
Westland ITL B.V.;;1;;;;;1
WhatELs;;1;;;;;1
Wijnboerderij 't Heekenbroek;;1;;;;;1
Wijngaard 'Hof van Twente';;1;;;;;1
Wikibase Solutions;;1;;;;;1
Winecode B.V.;;1;;;;;1
WING Process Consultancy B.V.;;5;;;;;5
Winket B.V.;;1;;;;;1
Winst uit je Woning B.V.;;2;;;;;2
Wissing B.V.;;2;;;;;2
Witteveen+Bos;;3;;;;;3
Wolfpack;;2;;;;;2
WorldStartupFactory B.V.;;2;;;;;2
WTC Expo B.V.;;1;;;;;1
Wunderkraut Nederland B.V.;;2;;;;;2
Xedia;;1;;;;;1
Xerox;;2;;;;;2
Xerox (Nederland) B.V.;;4;1;;;;4
Xillio B.V.;;1;;;;;1
Xportwise;;2;;;;;2
X-Press Images;;1;;;;;1
XS4ALL Internet B.V.;;1;;;;;1
Yacht;2;;;;;;2
Young Works B.V.;;2;;;;;2
Youwe Concept;;1;;;;;1
YSE B.V.;;2;;;;;2
Zacco Netherlands B.V.;;1;;;;;1
Zandacademie Zoetermeer B.V.;;1;;;;;1
Zandbeek Eindhoven;;1;;;;;1
Zeeno;;1;;;;;1
Zeevisserijbedrijf P.A. Baaij en Zn.;;1;;;;;1
Zeevonk Grafisch Ontwerp;;2;;;;;2
Zet Solutions B.V.;1;;;;;;1
Ziggo B.V.;;;1;;;;1
Zilt Proefbedrijf B.V.;;2;;;;;2
Zuidelijke Land- en Tuinbouworganisatie;;3;;;;;3
Zuivere Speeltijd;;3;;;;;3
Eindtotaal;11;11;6;5;9;5;13
