FID,KUNSTWERKID,KUNSTWERKNAAM,KUNSTENAAR,EIGENDOM_VAN,LENGTEGRAAD,BREEDTEGRAAD,RD_X,RD_Y,LOKATIEBEELD,WEBSITEVERWIJZING,FOTO,CONTACT,DD_BRONBESTAND,DD_BIJGEWERKT,GEOMETRIE
CUL_KUNSTWERKEN.180,248,Zittende figuur,Oscar Goedhart,gemeente Nijmegen,"5,82683857","51,8054775",185321.53813822102,424185.6362762509,Couwenbergstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=248,248.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (185321.538138221 424185.636276251)
CUL_KUNSTWERKEN.181,260,Hier werd Petrus Canisius geboren,Wim van Woerkom,particulier,"5,86429730","51,8463852",187875.14403611212,428753.0566703633,Broerstraat 42-44,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=260,260.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187875.144036112 428753.056670363)
CUL_KUNSTWERKEN.182,262,Leeuw,Giuseppe Roverso,gemeente Nijmegen,"5,86331282","51,8477461",187806.315057358,428904.0166059835,Grote Markt (in de kerkboog),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=262,262.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187806.315057358 428904.016605984)
CUL_KUNSTWERKEN.183,271,Sculptuur,Oscar Goedhart,gemeente Nijmegen,"5,8402955","51,852598",186216.95927002208,429433.6640394314,Westerpark,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=271,271.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186216.959270022 429433.664039431)
CUL_KUNSTWERKEN.184,304,Afsluitpaal,Oscar Goedhart,gemeente Nijmegen,"5,86081315","51,8486406",187633.42877306038,429002.4069754587,Lompenkramersgas,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=304,304.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187633.42877306 429002.406975459)
CUL_KUNSTWERKEN.185,335,Olifant,Onbekend,gemeente Nijmegen,"5,86270546","51,8495728",187763.13530450984,429106.96947161935,Lage Markt/Priemstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=335,335.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187763.13530451 429106.969471619)
CUL_KUNSTWERKEN.186,337,Speelplastiek,Jos Wong Lun Hing,particulier,"5,88997901","51,8376433",189651.5013728193,427792.42744009447,Kopseweg 7,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=337,337.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (189651.501372819 427792.427440095)
CUL_KUNSTWERKEN.187,358,Twee muursculpturen,Oscar Goedhart,gemeente Nijmegen,"5,85642344","51,8500001",187329.9887360551,429151.6932345768,Veemarkt/Waalkade,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=358,358.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187329.988736055 429151.693234577)
CUL_KUNSTWERKEN.188,359,Twee muursculpturen,Oscar Goedhart,gemeente Nijmegen,"5,85666340","51,8499454",187346.56147271628,429145.7144970115,Veemarkt/Waalkade,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=359,359.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187346.561472716 429145.714497011)
CUL_KUNSTWERKEN.189,420,Sculptuur,Peter Dekkers,gemeente Nijmegen,"5,7806303","51,8315866",182118.8708400408,427072.0974354467,Leuvensbroek 12-00,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=420,420.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (182118.870840041 427072.097435447)
CUL_KUNSTWERKEN.190,428,Sculptuur,Gerard Walraeven,particulier,"5,81831688","51,8245501",184721.21807235377,426304.0078674482,Gerstweg (Philipsterrein),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=428,428.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (184721.218072354 426304.007867448)
CUL_KUNSTWERKEN.191,430,Japans Wandelmonument,Onbekend,gemeente Nijmegen,5.866656,51.840657,188041.87862829128,428116.8443211836,Waldeck Pyrmontsingel (Julianapark),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=430,430.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188041.878628291 428116.844321184)
CUL_KUNSTWERKEN.192,433,Minuendo intellego,Marius van Workum,gemeente Nijmegen,5.874323,51.819807,188585.80014192258,425800.72790613066,d'Almarasweg (Botanische Tuin),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=433,433.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188585.800141923 425800.727906131)
CUL_KUNSTWERKEN.193,520,Gevelsteen ('In de Gecroede Botter Ton'),Onbekend,particulier,"5,86762855","51,8460978",188104.89917014824,428722.59538479237,Raadhuisstraat 2,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=520,520.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188104.899170148 428722.595384792)
CUL_KUNSTWERKEN.194,4,Poort van het Oude Weeshuis,Simon Bosboom,particulier,"5,859645","51,847260",187553.93886380858,428848.28598278546,Gebroeders van Limburgplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=4,4.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187553.938863809 428848.285982785)
CUL_KUNSTWERKEN.195,542,Zonder titel,LaSalle (Albert Goederond/Patty Struik),gemeente Nijmegen,"5,834878","51,810659",185872.45840679313,424765.48188121547,Joulestraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=542,542.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (185872.458406793 424765.481881215)
CUL_KUNSTWERKEN.196,572,KunstVeld,Gelderse kunstenaars,particulier,"5,86978604","51,8717535",188234.60251813105,431577.8707767194,Rolling Stonesstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=572,572.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188234.602518131 431577.870776719)
CUL_KUNSTWERKEN.197,573,'Al mot ik krupe....',Toon Heijmans,gemeente Nijmegen,5.865611,51.847279,187965.0112794233,428853.090536807,Burchtstraat (tegenover de entree stadhuis),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=573,573.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187965.011279423 428853.090536807)
CUL_KUNSTWERKEN.198,177,Kind op bank,Ed van Teeseling,particulier,"5,89930726","51,8330941",190297.96612427192,427290.80539856764,Hengstdal Ubbergen (voorplein Sint Maartenskliniek),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=177,177.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (190297.966124272 427290.805398568)
CUL_KUNSTWERKEN.199,263,Zittend kind,Ed van Teeseling,gemeente Nijmegen,"5,86970074","51,8314489",188258.5096667338,427093.80099942384,Heyendaalseweg/Professor Huijbersstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=263,263.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188258.509666734 427093.800999424)
CUL_KUNSTWERKEN.200,223,Moeder Gods als beschermster van de schippers,Hans Truijen,gemeente Nijmegen,"5,86656096","51,8488842",188029.2897623126,429032.1063804128,Vleeshouwerstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=223,223.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188029.289762313 429032.106380413)
CUL_KUNSTWERKEN.201,228,Het gesprek,Pieter d'Hont,gemeente Nijmegen,"5,86393549","51,8342546",187859.06849104946,427403.32090136345,Archipelstraat/Molukkenstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=228,228.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187859.068491049 427403.320901363)
CUL_KUNSTWERKEN.202,229,Dame met stola,Pieter d'Hont,gemeente Nijmegen,"5,85819385","51,8429477",187457.05776548167,428367.8774952385,Nassausingel (plein stadsschouwburg),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=229,229.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187457.057765482 428367.877495239)
CUL_KUNSTWERKEN.203,230,Moeder en kind,Oscar Jespers,gemeente Nijmegen,5.865646,51.845076,187969.03699288302,428608.0147679473,Arsenaalpoort,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=230,230.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187969.036992883 428608.014767947)
CUL_KUNSTWERKEN.204,6,Weesjongen en weesmeisje,Gerhard Gröninger,gemeente Nijmegen,"5,86054756","51,8485003",187615.23059147023,428986.6787953189,Begijnenstraat 29,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=6,6.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187615.23059147 428986.678795319)
CUL_KUNSTWERKEN.205,73,C.A.P. Ivensbank,Charles Estourgie,gemeente Nijmegen,"5,872782","51,847941",188458.63528810316,428930.0192302851,Hunnerpark,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=73,73.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188458.635288103 428930.019230285)
CUL_KUNSTWERKEN.206,106,Sint Stephanus,Albert Termote,gemeente Nijmegen,"5,88415640","51,8376942",189250.1715404387,427795.32885963924,Berg en Dalseweg 205 (bij de Sint Stephanuskerk),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=106,106.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (189250.171540439 427795.328859639)
CUL_KUNSTWERKEN.207,233,Vierdaagsemonument,Vera Tummers-van Hasselt,gemeente Nijmegen,"5,86686391","51,8406233",188056.2314863965,428113.1896753246,Prins Bernhardstraat/Waldeck Pyrmontstraat (Julianapark),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=233,233.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188056.231486397 428113.189675325)
CUL_KUNSTWERKEN.208,244,Moenen,Piet Killaars,gemeente Nijmegen,5.862694,51.847649,187763.7465225789,428892.93456548394,Stikke Hezelstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=244,244.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187763.746522579 428892.934565484)
CUL_KUNSTWERKEN.209,350,Moeder en kind,Pépé Gregoire,gemeente Nijmegen,5.859717,51.848489,187558.01072422395,428985.04901096906,Papengas,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=350,350.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187558.010724224 428985.049010969)
CUL_KUNSTWERKEN.210,397,Billennium monument,Raf Verjans,gemeente Nijmegen,"5,87116412","51,8473800",188347.57302743406,428866.861982373,Voerweg,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=397,397.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188347.573027434 428866.861982373)
CUL_KUNSTWERKEN.211,530,Ponyrijden,Pieter d'Hont,gemeente Nijmegen,"5,86706866","51,8441659",188067.73866850167,428507.4096039678,Van Broeckhuysenstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=530,530.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188067.738668502 428507.409603968)
CUL_KUNSTWERKEN.212,108,Zonnewijzer met zonnewagen,Charles Hammes,particulier,"5,84410544","51,8325252",186493.49600919845,427202.13455159083,Groenestraat 310/336,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=108,108.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186493.496009198 427202.134551591)
CUL_KUNSTWERKEN.213,562,Het raadsel van Nijmegen,Oscar Goedhart,gemeente Nijmegen,"5,86221056","51,8481995",187730.03501225778,428953.9617417548,Achter de Smidstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=562,562.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187730.035012258 428953.961741755)
CUL_KUNSTWERKEN.214,8,Poortje met het Wapen van Nijmegen,Simon Bosboom,gemeente Nijmegen,"5,86054831","51,8485649",187615.2354424625,428993.8661190441,Begijnenstraat 29,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=8,8.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187615.235442463 428993.866119044)
CUL_KUNSTWERKEN.215,11,Academiepoort,Onbekend,gemeente Nijmegen,"5,86555514","51,8468371",187961.4859588166,428803.90222070616,Burchtstraat 20,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=11,11.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187961.485958817 428803.902220706)
CUL_KUNSTWERKEN.216,12,Gedeputeerdenpoort,Onbekend,gemeente Nijmegen,"5,86563814","51,8471012",187967.01162124093,428833.32196396217,Burchtstraat 20,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=12,12.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187967.011621241 428833.321963962)
CUL_KUNSTWERKEN.217,13,Gevelsteen 'De Blaauwe Hand',Onbekend,particulier,"5,86346233","51,8479467",187816.47060758978,428926.40162211674,Achter de Hoofdwacht 3,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=13,13.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187816.47060759 428926.401622117)
CUL_KUNSTWERKEN.218,14,Poort van de Hof van Batenburg,Onbekend,particulier,"5,86727237","51,8478156",188079.09317018132,428913.5445163586,Sint Anthoniusplaats 1,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=14,14.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188079.093170181 428913.544516359)
CUL_KUNSTWERKEN.219,15,Zeemeermin,Onbekend,particulier,"5,86167190","51,8495582",187691.93227449965,429104.87947471795,Oude Haven 104,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=15,15.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187691.9322745 429104.879474718)
CUL_KUNSTWERKEN.220,16,Poort Protestants Kinderen Weeshuis,Onbekend,gemeente Nijmegen,"5,86062360","51,8484990",187620.47091499908,428986.5683123848,Begijnenstraat 29,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=16,16.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187620.470914999 428986.568312385)
CUL_KUNSTWERKEN.221,18,Poort Roomsch Katholiek Kinderen Weeshuis,Pieter van der Kemp,gemeente Nijmegen,"5,86041019","51,8487436",187605.58908371808,429013.68513932184,Begijnenstraat 29,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=18,18.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187605.589083718 429013.685139322)
CUL_KUNSTWERKEN.86,254,Nachtbruid,Marius van Beek,gemeente Nijmegen,5.836424,51.807755,185981.06905399304,424443.0604264095,Grootstalselaan hoek Malderburchtstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=254,254.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (185981.069053993 424443.060426409)
CUL_KUNSTWERKEN.87,507,Monument voor Steve Biko,Arnaud Beerends,gemeente Nijmegen,"5,80241350","51,8165778",183629.9096122804,425410.67157386185,Steve Bikoplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=507,507.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (183629.90961228 425410.671573862)
CUL_KUNSTWERKEN.88,513,Sculptuur,Ari Berkulin,gemeente Nijmegen,5.869028,51.849179,188199.0570714114,429066.02863825974,Waalkade (ter hoogte van het Holland Casino),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=513,513.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188199.057071411 429066.02863826)
CUL_KUNSTWERKEN.89,227,Icarus,Gerard Bruning,gemeente Nijmegen,5.846312,51.820471,186654.0619086699,425862.0215050951,Hatertseweg/Slotemaker de Bruïneweg,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=227,227.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186654.06190867 425862.021505095)
CUL_KUNSTWERKEN.90,569,Erasmus,Huub Kortekaas,particulier,"5,865575","51,820095",187982.44214398524,425828.7606173667,Erasmuslaan (bij de universiteitsbibliotheek van de Radboud Universiteit),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=569,569.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187982.442143985 425828.760617367)
CUL_KUNSTWERKEN.91,437,Hommage aan Bernini,Gerard Bruning,gemeente Nijmegen,"5,87431887","51,8209069",188584.69513271187,425923.0934172885,d'Almarasweg (Botanische Tuin),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=437,437.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188584.695132712 425923.093417288)
CUL_KUNSTWERKEN.92,519,Zonder Titel,Erik Buijs,gemeente Nijmegen,"5,84272565","51,8370217",186395.25426708112,427701.7892335392,Floraweg (Florapark),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=519,519.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186395.254267081 427701.789233539)
CUL_KUNSTWERKEN.93,451,Sculptuur,Jan Samsom,gemeente Nijmegen,"5,87647916","51,8375610",188721.16047516788,427776.9180462042,Daalseweg (rotonde bij het Badhuis),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=451,451.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188721.160475168 427776.918046204)
CUL_KUNSTWERKEN.94,518,Sculptuur en Mozaïekrand,Abderrahim Chawky,gemeente Nijmegen,"5,85625445","51,8384304",187326.655385041,427864.4467436375,De Ruyterstraat (Thiemepark),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=518,518.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187326.655385041 427864.446743638)
CUL_KUNSTWERKEN.95,411,Objecten,Boudewijn Corstiaensen,gemeente Nijmegen,5.8602802,51.830438,187609.8930406752,426977.0636598132,Groenewoudseweg 322,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=411,411.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187609.893040675 426977.063659813)
CUL_KUNSTWERKEN.96,531,Zonder titel,Tony Cragg,gemeente Nijmegen,5.853778,51.842589,187153.01123326027,428326.0067732985,Stationsplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=531,531.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187153.01123326 428326.006773299)
CUL_KUNSTWERKEN.97,166,Geveldecoratie,Piet Schoenmakers,particulier,"5,87635642","51,8452301",188706.95687337336,428630.0746800979,Batavierenweg 2 t/m 68,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=166,166.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188706.956873373 428630.074680098)
CUL_KUNSTWERKEN.98,167,Geveldecoratie,Piet Schoenmakers,particulier,"5,87698224","51,8446855",188750.48926822803,428569.7766376808,Batavierenweg 70 t/m 136,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=167,167.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188750.489268228 428569.776637681)
CUL_KUNSTWERKEN.99,380,Omgevingsvormgeving,Christiaan Paul Damsté,gemeente Nijmegen,"5,86281372","51,8484202",187771.4340513954,428978.7873815424,Smidstraat (binnenplaats bij Petrus Canisiusschool),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=380,380.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187771.434051395 428978.787381542)
