FID,vrt_code,vrtnaam,haven_vaar,meetpunt,waterst_gw,waterst_hw,waterst_lw,waterst_ll,plaatsnaam,kenmerk_id,id,se_anno_cad_data,gdb_geomattr_data,shape
waterstand_nap.330,401a1,Vlieter,,0.231,,0.72,-0.82,-1.1,Den Oever,,52904,,,POINT (52.97379999999998 5.10469999899999)
waterstand_nap.331,060,Lemmer - Delfzijl,,0,,1.4,-1.6,-2.1,Delfzijl,,52913,,,POINT (53.324599999999975 6.9444000010000195)
waterstand_nap.332,102j,1e Petroleumhaven,,0,,1.14,-0.45,-0.7,Vlaardingen,,53034,,,POINT (51.894600000000025 4.338199998999983)
waterstand_nap.333,109,Vaarweg Spijkerboor-Werkendam,,11.448,,0.89,0.57,0.3,C) Werkendam buiten,,53409,,,POINT (51.80600000200002 4.876499998999975)
waterstand_nap.334,181,Bergsediepsluis - Oosterschelde,,0,,1.86,-1.6,-1.94,Bergsediepsluis west,,53460,,,POINT (51.51460000100002 4.1629999990000215)
waterstand_nap.335,114,Scheepvaartkanaal en Voedingskanaal en Brielse Meer,,0,,1.16,-0.4,-0.6,Spijkenisse,,53760,,,POINT (51.86419999999998 4.335099999000022)
waterstand_nap.336,120,Heusdensch Kanaal en Afgedamde Maas,,0,,0.74,0.54,0.2,Heesbeen,,53782,,,POINT (51.73739999899999 5.126600000999986)
waterstand_nap.337,002,Zeehavenkanaal en havens van Delfzijl,,1,,1.2,-1.7,-2.1,Delfzijl,,53817,,,POINT (53.316399999 7.006700002000002)
waterstand_nap.338,406a,"Mond van de Dollard, Groote Gat en Buiten A",,20.921,,1.35,-1.64,-2.07,Delfzijl,,53873,,,POINT (53.232399999999984 7.207899999000006)
waterstand_nap.339,138h,Geul van de Roggenplaat,,0,,1.33,-1.21,-1.48,Roompot binnen,,54002,,,POINT (51.640000000999976 3.8389000000000237)
waterstand_nap.340,102,"Nieuwe Maas, Nieuwe Waterweg en Maasmond",,40.355,,1.11,-0.63,-0.84,E) Hoek van Holland,,54019,,,POINT (51.97489999999999 4.118900000999986)
waterstand_nap.341,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,0,7.6,,,,B) Grave Boven,,54163,,,POINT (51.759300000999986 5.849100001000011)
waterstand_nap.342,180a1,Lodijksche Gat - Marollegat,,0,,1.9,-1.6,-1.9,Bergsediepsluis west,,54652,,,POINT (51.49889999999999 4.130399997999973)
waterstand_nap.343,152a,Afgesneden Maas en havengebied te Roermond,,0,16.8,,,,Roermond Boven,,54696,,,POINT (51.201599999999985 5.981699999)
waterstand_nap.344,150d,Gat van de Kerksloot,,0,,0.65,0.39,0.15,Moerdijk,,54819,,,POINT (51.721600000000024 4.768899999999974)
waterstand_nap.345,102c1,Binnenhaven te Rotterdam,,0,,1.32,-0.39,-0.65,Rotterdam,,55041,,,POINT (51.91120000199999 4.49509999899999)
waterstand_nap.346,102l,Haven van Maassluis,,0,,,,-0.8,Maassluis,,55142,,,POINT (51.9135 4.244800000999987)
waterstand_nap.347,014,Termunterzijldiep,,18.954,,1.35,-1.64,-2.07,Delfzijl,,55324,,,POINT (53.303800002 7.037399999999991)
waterstand_nap.348,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,68.298,11.6,,,,Belfeld Beneden,,55659,,,POINT (51.322299998000005 6.11239999899999)
waterstand_nap.349,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,167.864,,1.11,0.98,0.2,Lith Dorp,,55700,,,POINT (51.810400001999994 5.433200001999978)
waterstand_nap.350,102,"Nieuwe Maas, Nieuwe Waterweg en Maasmond",,0,,1.2,-0.38,-0.64,B) Rotterdam,,56059,,,POINT (51.889400002 4.618999998999982)
waterstand_nap.351,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,17.283,,1.23,0.99,0.4,Vuren,,56259,,,POINT (51.82099999899998 5.001899998999988)
waterstand_nap.352,131a,Speelmansgat naar Haven Paal,,0,,2.72,-2.11,-2.65,Bath,,56390,,,POINT (51.368799998999975 4.100299999000015)
waterstand_nap.353,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,69.445,2,,,,Olst,,56596,,,POINT (52.340700001000016 6.102100000000007)
waterstand_nap.354,111,Oude Maas,,26.842,,1.16,-0.4,-0.6,Spijkenisse,,56716,,,POINT (51.861099998999975 4.338399998999989)
waterstand_nap.355,006,"Vaarwegen in de stad Groningen, Reitdiep en Lauwersmeer",,51.165,,1.02,-1.29,-1.7,Lauwersoog,,56986,,,POINT (53.410799999000005 6.199999998999999)
waterstand_nap.356,184,Brabantsche Vaarwater - Oosterschelde,,0.384,,1.58,-1.39,-1.69,Stavenisse,,57010,,,POINT (51.58359999999999 3.9593999979999808)
waterstand_nap.357,152a1,"Maas, afgesneden rivierbocht bij Linne",,3.55,16.9,,,,Linne Beneden,,57281,,,POINT (51.160799999000005 5.946899998999982)
waterstand_nap.358,402,"Boontjes, Doove Balg, Texelstroom",,14.632,,0.95,-0.95,-1.18,Harlingen,,57324,,,POINT (53.080800001 5.294100001000004)
waterstand_nap.359,108,Nieuwe Merwede en Hollandsch Diep,,24.509,,0.65,0.39,0.15,Moerdijk,,57460,,,POINT (51.71240000099999 4.611900002000027)
waterstand_nap.360,117,Vaarweg van het Hollandsch Diep via de Goereesesluis naar de Noordzee,,34.848,,1.49,-0.86,-1.2,Haringvlietsluizen,,57488,,,POINT (51.84209999799998 4.035399998999992)
waterstand_nap.361,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,0,11.6,,,,A) Belfeld Beneden,,57763,,,POINT (51.39380000199998 6.154599997999981)
waterstand_nap.362,117,Vaarweg van het Hollandsch Diep via de Goereesesluis naar de Noordzee,,15.577,,0.67,0.4,0.15,Middelharnis,,57980,,,POINT (51.76170000100001 4.237500001000001)
waterstand_nap.363,403,"Vaargeul langs Pollendam, Blauwe Slenk, Vliestroom en Zuider Stortemelk",,30.245,,0.83,-1.06,-1.39,Vlieland haven,,58320,,,POINT (53.3116 5.097699999999975)
waterstand_nap.364,102,"Nieuwe Maas, Nieuwe Waterweg en Maasmond",,25.383,,1.14,-0.45,-0.7,C) Vlaardingen,,58525,,,POINT (51.897500001000026 4.293900001999987)
waterstand_nap.365,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,0,20.9,,,,Heel Boven,,58530,,,POINT (51.154199999000014 5.887200001999986)
waterstand_nap.366,403a,"Kimstergat, Vingegat en Vaarwater van de Zwarte Haan",,29.117,,1.04,-1.26,-1.62,Nes,,58617,,,POINT (53.35640000199999 5.654699999999991)
waterstand_nap.367,129c,"Zandvlietsluis, Vaarweg door",,0.5,,5.03,0.09,-0.14,Prosperpolder (waterstand TAW),,58643,,,POINT (51.35000000100001 4.293600000000026)
waterstand_nap.368,404b,Dantziggat,,1.19,,0.83,-1.05,-1.37,West-Terschelling,,58758,,,POINT (53.39559999900001 5.675299998000014)
waterstand_nap.369,00001,Donau,,0,,,,,Korneuburg,,1268093,,,POINT (48.32739999900002 16.334299999999985)
waterstand_nap.370,00001,Donau,,0,,,,,Wilhering,,1268094,,,POINT (48.32900000000001 14.178399999000021)
waterstand_nap.371,00001,Donau,,0,,,,,Linz,,1268206,,,POINT (48.30710000200003 14.284699998999997)
waterstand_nap.372,00001,Donau,,0,,,,,Kienstock,,1268224,,,POINT (48.38219999900002 15.462600000000009)
waterstand_nap.373,00001,Donau,,0,,,,,Wildungsmauer,,1268278,,,POINT (48.11529999999999 16.805500000999984)
waterstand_nap.374,00001,Donau,,0,,,,,Grein,,1268333,,,POINT (48.22720000100003 14.856699999)
waterstand_nap.375,00001,Donau,,0,,,,,Mauthausen,,1268422,,,POINT (48.23910000199999 14.532699997999998)
waterstand_nap.376,00001,Donau,,0,,,,,Ybbs,,1268471,,,POINT (48.17390000099999 15.090100001999986)
waterstand_nap.377,00001,Donau,,0,,,,,Achleiten,,1268528,,,POINT (48.58190000100001 13.503300000000024)
waterstand_nap.378,05200,Weser,,0,,,,,,,1283130,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.379,05200,Weser,,0,,,,,,,1283131,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.381,05200,Weser,,0,,,,,,,1283133,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.382,05200,Weser,,0,,,,,,,1283149,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.383,05200,Weser,,0,,,,,,,1283157,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.384,05200,Weser,,0,,,,,,,1283159,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.385,00100,Aller,,0,,,,,,,1283494,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.386,00100,Aller,,0,,,,,,,1283499,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.387,05891,Westoder,,0,,,,,,,1284308,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.388,05606,Elbe-Havel-Kanal-Pareyer Verbindungskanal,,0,,,,,,,1284928,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.389,05800,Havel-Oder-Wasserstrasse,,0,,,,,,,1285484,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.390,05800,Havel-Oder-Wasserstrasse,,0,,,,,,,1285549,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.391,05800,Havel-Oder-Wasserstrasse,,0,,,,,,,1285550,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.392,04200,Saar,,0,,,,,St.Arnual,,1287086,,,POINT (49.216200001999994 7.021600001000024)
waterstand_nap.393,04200,Saar,,0,,,,,Fremersdorf,,1287103,,,POINT (49.409100000000024 6.647300001000019)
waterstand_nap.394,00400,Donau,,0,,,,,Pfatter,,1287794,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.395,00400,Donau,,0,,,,,Regensburg brucke,,1287796,,,POINT (49.021000001999994 12.102299999000024)
waterstand_nap.396,00400,Donau,,0,,,,,Pfelling,,1287797,,,POINT (48.879799999 12.745200001)
waterstand_nap.397,00400,Donau,,0,,,,,Vilshofen,,1287800,,,POINT (48.64070000100003 13.178599997999981)
waterstand_nap.398,00400,Donau,,0,,,,,Passau,,1287823,,,POINT (48.576900002 13.459299999999985)
waterstand_nap.399,00400,Donau,,0,,,,,Kelheim,,1287824,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.400,00400,Donau,,0,,,,,Oberndorf,,1287827,,,POINT (48.94779999899998 12.014800001000026)
waterstand_nap.401,00400,Donau,,0,,,,,Hofkirchen,,1287831,,,POINT (48.67739999999998 13.113899998000022)
waterstand_nap.402,00400,Donau,,0,,,,,Regensburg Schwabelweis,,1287836,,,POINT (49.02299999799999 12.137299999999982)
waterstand_nap.403,00400,Donau,,0,,,,,Straubing,,1287838,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.404,00400,Donau,,0,,,,,Ingolstadt,,1287841,,,POINT (48.762699999000006 11.431100000000015)
waterstand_nap.405,00400,Donau,,0,,,,,Deggendorf,,1287846,,,POINT (48.82360000199998 12.962000000999979)
waterstand_nap.406,06200,Oder,,0,,,,,,,1290752,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.407,06200,Oder,,0,,,,,,,1290755,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.408,06200,Oder,,0,,,,,,,1290760,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.409,06200,Oder,,0,,,,,,,1290762,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.410,06200,Oder,,0,,,,,,,1290763,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.411,06200,Oder,,0,,,,,,,1290765,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.412,03900,Rhein (D),,0,,,,,Oestrich,,1290983,,,POINT (50.00279999899999 8.029899999000008)
waterstand_nap.413,03900,Rhein (D),,0,,,,,Rees,,1290985,,,POINT (51.75539999799997 6.395500001000016)
waterstand_nap.414,03900,Rhein (D),,0,,,,,Oberwinter,,1290992,,,POINT (50.61470000100002 7.212299998999981)
waterstand_nap.415,03900,Rhein (D),,0,,,,,Bingen,,1290995,,,POINT (49.972699999999975 7.900800000999993)
waterstand_nap.416,03900,Rhein (D),,0,,,,,Koln,,1290997,,,POINT (50.937100000999976 6.965500001000009)
waterstand_nap.417,03900,Rhein (D),,0,,,,,Worms,,1291012,,,POINT (49.63439999899998 8.378499999999974)
waterstand_nap.418,03900,Rhein (D),,0,,,,,Speyer,,1291013,,,POINT (49.31850000100002 8.45149999900002)
waterstand_nap.419,03900,Rhein (D),,0,,,,,Ruhrort,,1291017,,,POINT (51.457100000000025 6.723799999999983)
waterstand_nap.420,03900,Rhein (D),,0,,,,,Bonn,,1291021,,,POINT (50.73999999799997 7.109700002000011)
waterstand_nap.421,03900,Rhein (D),,0,,,,,Dusseldorf,,1291023,,,POINT (51.226199999000016 6.768100000999993)
waterstand_nap.422,03900,Rhein (D),,0,,,,,Rheinfelden,,1291024,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.423,03900,Rhein (D),,0,,,,,Wesel,,1291027,,,POINT (51.646499999000014 6.604400000999988)
waterstand_nap.424,03900,Rhein (D),,0,,,,,Andernach,,1291036,,,POINT (50.44350000100002 7.399300002000018)
waterstand_nap.425,03900,Rhein (D),,0,,,,,Maxau,,1291037,,,POINT (49.03889999900002 8.303800002000003)
waterstand_nap.426,03900,Rhein (D),,0,,,,,Iffezheim,,1291051,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.427,03900,Rhein (D),,0,,,,,Emmerich,,1291052,,,POINT (51.82759999899997 6.243200000000002)
waterstand_nap.428,03900,Rhein (D),,0,,,,,Mainz,,1291054,,,POINT (50.004799999 8.277899998999999)
waterstand_nap.429,03900,Rhein (D),,0,,,,,Mannheim,,1291066,,,POINT (49.48409999900002 8.452599998999972)
waterstand_nap.430,03900,Rhein (D),,0,,,,,Koblenz,,1291072,,,POINT (50.35880000100002 7.606600001000004)
waterstand_nap.431,03900,Rhein (D),,0,,,,,Kaub,,1291077,,,POINT (50.08309999900001 7.764199997999981)
waterstand_nap.432,05872,Schwedter Querfahrt,,0,,,,,,,1291518,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.433,06400,Saale,,0,,,,,,,1292773,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.434,06400,Saale,,0,,,,,,,1292789,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.435,06400,Saale,,0,,,,,,,1292803,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.436,02900,Main,,0,,,,,,,1293315,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.437,02900,Main,,0,,,,,Steinbach,,1293372,,,POINT (50.00939999899998 9.602499998999974)
waterstand_nap.438,02900,Main,,0,,,,,Schweinfurt,,1293385,,,POINT (50.03220000099998 10.220699998999976)
waterstand_nap.439,02900,Main,,0,,,,,Obernau,,1293389,,,POINT (49.935899999000014 9.123199999000008)
waterstand_nap.440,02900,Main,,0,,,,,Wurzburg,,1293392,,,POINT (49.794100001000004 9.925500001999978)
waterstand_nap.441,02900,Main,,0,,,,,Trunstadt,,1293396,,,POINT (49.929400000999976 10.75629999900002)
waterstand_nap.442,02900,Main,,0,,,,,Frankfurt Osthafen,,1293412,,,POINT (50.10649999999998 8.716499999000007)
waterstand_nap.443,02900,Main,,0,,,,,Raunheim,,1293415,,,POINT (50.01599999899997 8.446100000000001)
waterstand_nap.444,02601,"Leine, Ihme und Schneller Graben",,0,,,,,,,1294289,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.445,02601,"Leine, Ihme und Schneller Graben",,0,,,,,Herrenhausen,,1294298,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.446,02400,Lahn,,0,,,,,,,1294554,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.447,02400,Lahn,,0,,,,,Leun,,1294574,,,POINT (50.543499999000005 8.358899999000016)
waterstand_nap.448,02400,Lahn,,0,,,,,Kalkofen,,1294577,,,POINT (50.31709999999998 7.892400000000009)
waterstand_nap.449,02400,Lahn,,0,,,,,,,1294583,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.450,03300,Neckar,,0,,,,,Gundelsheim,,1296195,,,POINT (49.2817 9.154699999999991)
waterstand_nap.451,03300,Neckar,,0,,,,,Plochingen,,1296198,,,POINT (48.70939999799998 9.413899999000023)
waterstand_nap.452,03300,Neckar,,0,,,,,Heidelberg,,1296233,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.453,03300,Neckar,,0,,,,,Hessigheim,,1296239,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.454,03200,Mosel,,0,,,,,Cochem,,1298929,,,POINT (50.144299999 7.168600000000026)
waterstand_nap.455,03200,Mosel,,0,,,,,Trier,,1298939,,,POINT (49.73400000100003 6.626100000000008)
waterstand_nap.456,03200,Mosel,,0,,,,,,,1298943,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.457,03200,Mosel,,0,,,,,Ruwer,,1298946,,,POINT (49.786099999999976 6.704200000000014)
waterstand_nap.458,00700,Elbe,,0,,,,,,,1299292,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.459,00700,Elbe,,0,,,,,,,1299294,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.460,00700,Elbe,,0,,,,,,,1299299,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.461,00700,Elbe,,0,,,,,,,1299302,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.462,00700,Elbe,,0,,,,,,,1299303,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.463,00700,Elbe,,0,,,,,,,1299306,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.464,00700,Elbe,,0,,,,,,,1299307,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.465,00700,Elbe,,0,,,,,,,1299309,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.466,00700,Elbe,,0,,,,,,,1299315,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.467,00700,Elbe,,0,,,,,,,1299318,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.468,00700,Elbe,,0,,,,,,,1299321,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.469,00700,Elbe,,0,,,,,,,1299322,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.470,00700,Elbe,,0,,,,,,,1299326,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.471,00700,Elbe,,0,,,,,,,1299327,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.472,00700,Elbe,,0,,,,,,,1299328,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.473,00700,Elbe,,0,,,,,,,1299334,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.474,00700,Elbe,,0,,,,,,,1299342,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.475,03000,Main-Donau-Kanal,,0,,,,,Riedenburg,,1300103,,,POINT (48.96999999899998 11.682399998999983)
waterstand_nap.476,03000,Main-Donau-Kanal,,0,,,,,Bamberg,,1300157,,,POINT (49.881999999000016 10.907200000999978)
waterstand_nap.477,05869,Verbindungskanal Hohensaaten Ost,,0,,,,,,,1300760,,,POINT (52.10000000100001 10.100000001000012)
waterstand_nap.478,103e,Stuwkanaal Amerongen,,2.14391892,,,,,Amerongen boven,,2993760,,,POINT (51.97569999799998 5.411600001000011)
waterstand_nap.479,103e,Stuwkanaal Amerongen,,1.9259156,,,,,Amerongen beneden,,2993763,,,POINT (51.974800001999995 5.406100001000027)
waterstand_nap.480,04000,Maas,,0,,,,,Ampsin-Neuville,,2993772,,,POINT (50.532400000999985 5.296899999999994)
waterstand_nap.481,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,16.38956639,,,,,Arnhem,,2993775,,,POINT (51.975299999000015 5.910500001000003)
waterstand_nap.482,03900,Rhein (D),,0,,,,,Basel Rheinhalle,,2994027,,,POINT (47.559599999 7.616999998999972)
waterstand_nap.483,150c,Maas van Wessem naar Ohe en Laak,,0.2,,,,,Borgharen dorp,,3270502,,,POINT (50.87299999999999 5.691100000999995)
waterstand_nap.484,04000,Maas,,0,,,,,Boven Maas,,3270606,,,POINT (50.26790000099999 4.904899999000008)
waterstand_nap.485,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,10.48470721,,,,,Bunde,,3270663,,,POINT (50.89920000000001 5.719500002000018)
waterstand_nap.486,00065,Canal de la Meuse,,0,,,,,Chooz,,3270701,,,POINT (50.10330000099998 4.809599999)
waterstand_nap.487,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,70.83738054,,,,,Culemborg brug,,3270729,,,POINT (51.961300000999984 5.217099997999981)
waterstand_nap.488,00239,Moselle canalisée,,0,,,,,Custines,,3271446,,,POINT (48.79050000000001 6.137999999999977)
waterstand_nap.489,0,Meurthe,,0,,,,,Damelevieres,,3271518,,,POINT (48.561199999999985 6.389699999000015)
waterstand_nap.490,04000,Maas,,0,,,,,Dinant beneden,,3272046,,,POINT (50.26819999899999 4.904699999999991)
waterstand_nap.491,103d,Stuwkanaal Driel,,2.05994999,,,,,Driel beneden,,3272100,,,POINT (51.96300000000002 5.802799999999991)
waterstand_nap.492,103d,Stuwkanaal Driel,,1.95705324,,,,,Driel boven,,3272115,,,POINT (51.96579999800002 5.810800001000018)
waterstand_nap.493,04200,Ourthekanaal,,0,,,,,Angleur,,3272377,,,POINT (50.615099999999984 5.600699997999982)
waterstand_nap.494,225,Amsterdam-Rijnkanaal,,71.5,,,,,Betuwepand ARK,,3280541,,,POINT (51.90630000099998 5.4514000010000245)
waterstand_nap.495,081,Kanaal Zutphen-Enschede van de Twenthekanalen,,4.4,,,,,Eefde,,3280595,,,POINT (52.15900000200003 6.228500000999986)
waterstand_nap.496,00001,Donau,,0,,,,,Engelhartszell,,3280708,,,POINT (48.50780000200001 13.733499999999992)
waterstand_nap.497,00066,Canal des Vosges,,0,,,,,Epinal,,3280725,,,POINT (48.173 6.447299998000005)
waterstand_nap.498,0,Lesse,,0,,,,,Gendron,,3280775,,,POINT (50.201900002 4.987700000000018)
waterstand_nap.499,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,43.00087543,,,,,Grebbe,,3280943,,,POINT (51.95059999799997 5.591699999000014)
waterstand_nap.500,103f,Stuwkanaal Hagestein,,1.51315851,,,,,Hagestein beneden,,3281015,,,POINT (51.993299998 5.132300000999976)
waterstand_nap.501,103f,Stuwkanaal Hagestein,,1.17988222,,,,,Hagestein boven,,3281028,,,POINT (51.98989999999998 5.136100001999978)
waterstand_nap.502,04100,Ruhr,,0,,,,,Hattingen,,3281128,,,POINT (51.407400000999985 7.176300000000026)
waterstand_nap.503,00239,Moselle canalisée,,0,,,,,Hauconcourt,,3281145,,,POINT (49.220600002000026 6.199900001000003)
waterstand_nap.504,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,45.6501253,,,,,Heel beneden,,3281165,,,POINT (51.176499999999976 5.919899999999984)
waterstand_nap.505,301b,Kustroute van de Friese Hoek naar Makkum en Kornwerderzand,,27.68782143,,,,,IJsselmeer,,3281236,,,POINT (52.81329999899998 5.343600001000027)
waterstand_nap.506,00188,Grand canal d'Alsace,,0,,,,,Kembs,,3281778,,,POINT (47.689599998000006 7.51049999899999)
waterstand_nap.507,084,"Geldersche IJssel, Keteldiep en Ketelmeer",,115.33022432,,,,,Keteldiep,,3281875,,,POINT (52.58069999899999 5.844900000999985)
waterstand_nap.508,0,Emscher,,0,,,,,Konigstrasse,,3281962,,,POINT (51.512099999999975 6.8145000000000095)
waterstand_nap.509,03900,Rhein (D),,0,,,,,Konstanz,,3282569,,,POINT (47.66580000099998 9.17990000200001)
waterstand_nap.510,04000,Maas,,0,,,,,La Plante beneden,,3282615,,,POINT (50.456399999999974 4.863899998000022)
waterstand_nap.511,150t,Stuwkanaal Lith,,1.38885466,,,,,Lith boven,,3282700,,,POINT (51.80939999999998 5.454200000000014)
waterstand_nap.512,04300,Maas beneden Luik,,0,,,,,Lixhe boven,,3282722,,,POINT (50.75030000100003 5.68670000100002)
waterstand_nap.513,121,"Gekan. Dieze, Zuid-Willemsvaart, Verbindingskanaal in het Bossche Veld",,48.5,,,,,Lozen,,3282758,,,POINT (51.22439999900001 5.606899999000007)
waterstand_nap.514,04000,Maas,,0,,,,,Maas,,3282771,,,POINT (50.534100000000024 5.291499998000006)
waterstand_nap.515,,,,0,,,,,Maaseik,,3282784,,,POINT (51.092700001000026 5.798000000000002)
waterstand_nap.516,0,Meurthe,,0,,,,,Malzeville,,3282807,,,POINT (48.70780000100001 6.180700000000002)
waterstand_nap.517,04100,Samber,,0,,,,,Marcinelle beneden,,3282846,,,POINT (50.40760000099999 4.4316000009999925)
waterstand_nap.518,251,Vaarweg van Amsterdam via de Krabbersgatsluizen naar Lemmer,,12.66574761,,,,,Markermeer,,3282893,,,POINT (52.553499999999985 5.2391999999999825)
waterstand_nap.519,00001,Donau,,0,,,,,Melk,,3282907,,,POINT (48.23910000199999 15.337000000999979)
waterstand_nap.520,04300,Maas beneden Luik,,0,,,,,Monsin boven,,3282919,,,POINT (50.65179999899999 5.628400001999978)
waterstand_nap.521,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,130.69339985,,,,,Mook,,3282955,,,POINT (51.754399999999976 5.874299999000016)
waterstand_nap.522,103,"Pannerdensch Kanaal, Neder-Rijn en Lek",,6.32697566,,,,,Pannerden kanaal,,3282980,,,POINT (51.902499999999975 6.007199999000022)
waterstand_nap.523,00253,Rhin canalisé,,0,,,,,Plittersdorf,,3283023,,,POINT (48.88699999800002 8.134599998999988)
waterstand_nap.524,03900,Rhein (D),,0,,,,,Rekingen,,3283046,,,POINT (47.573100001 8.323300000000017)
waterstand_nap.525,04100,Samber,,0,,,,,Salzinnes,,3292224,,,POINT (50.46950000200002 4.849199999000007)
waterstand_nap.526,04100,Samber,,0,,,,,Sambre,,3292244,,,POINT (50.40790000200002 4.431000002000019)
waterstand_nap.527,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,2.29594566,,,,,Sint Pieter,,3292275,,,POINT (50.83030000000002 5.697400000000016)
waterstand_nap.528,00253,Rhin canalisé,,0,,,,,Straatsburg,,3293625,,,POINT (48.57600000100001 7.800799998999992)
waterstand_nap.529,225,Amsterdam-Rijnkanaal,,71.8,,,,,Tiel kanaal,,3293631,,,POINT (51.904399997999974 5.452699999999993)
waterstand_nap.530,00239,Moselle canalisée,,0,,,,,Tonnoy,,3293635,,,POINT (48.550299998000014 6.246599998000022)
waterstand_nap.531,00239,Moselle canalisée,,0,,,,,Toul,,3293638,,,POINT (48.673599998999975 5.89889999899998)
waterstand_nap.532,00239,Moselle canalisée,,0,,,,,Uckange,,3293641,,,POINT (49.30660000099999 6.161400001000004)
waterstand_nap.533,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,76.50920688,,,,,Venlo,,3293647,,,POINT (51.368799998999975 6.1629999990000215)
waterstand_nap.534,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,11.01459214,,,,,Millingen Waal,,3293650,,,POINT (51.872799999999984 6.036099999999976)
waterstand_nap.535,225,Amsterdam-Rijnkanaal,,67.40361401,,,,,Wijk bij Duurstede,,3293656,,,POINT (51.96880000099998 5.315999999999974)
waterstand_nap.536,131,Westerschelde,,64.386,,2.29,-1.9,-2.44,Terneuzen,,7069586,,,POINT (51.345800000999986 3.830400000999987)
waterstand_nap.537,110b,Sionssloot en Moldiep,,0,,0.92,0.13,0,Dordrecht,,7069663,,,POINT (51.80429999900002 4.739700001000017)
