Leveranciers;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;1-Personele exploitatie
Nederlands Instituut voor Beeld en Geluid;;;;2;;;1;;;2
Nederlands Openluchtmuseum;;;;1;;;;;;1
Nederlandse Dendrologische Vereniging;;;;;;1;;;;1
Nederlandse Natuurkundige Vereniging;;;;;;1;;;;1
Nederlandse Uitgevers Combinaties;;;;1;;;;;;1
Nederlandse Vereniging voor Energierecht;;;;;;1;;;;1
Neo Netherlands Geomatics & Earth Observation;;;;;;1;;;;1
NEPROM Vereniging Van Nederlandse Projectontwikkeling;;;;;;1;;;;1
Nevi/Neho;;;;;;2;;;;2
New Babylon Meeting Center;;;;1;;;;;;1
New King Tiu;;;;;;;1;;;1
New York Pizza;;;;;;;;;1;1
New-Garden Chinees-Indisch Restaurant;;;;;;;;;1;1
NFMD Nederlandse Stichting voor Management Development;;;;;;1;;;;1
NGFG Nederlands Genootschap van Functionarissen Voor De Gegevensbescherm;;;;;;1;;;;1
NH Hotels (incl. Nhow hotels);;;;;;;;;3;3
NHA Nationale Handels Academie;;;;;;1;;;;1
Ni Hao Group (incl. Restaurant, Trading, Horeca);;;;1;;;;;;1
NIBC Bank (Let Op Buitenland!);;;;1;;;;;;1
NIBE-SVV;;;;;;1;;;;1
Nieuw Annaland;;;;;;1;;;;1
Nieuwspoort;;;;1;;;;;1;1
Nijland & Velderman;;;;;;;1;;;1
NIMA - Nederlands Instituut voor Marketing;;;;;;1;;;;1
Nimo Project Management Instituut;;;;;;1;;;;1
Nintes Stichting Netherlands Intitute for New Technology, Economic and Social studies;;;;;;2;;;;2
Nive Ned Ver Voor Management;;;;;;1;;;;1
Nive Opleidingen;;;;;;1;;;;1
Niveau M;;;;;;1;;;;1
NIVOO Opleidingen & Uitgeverij;;;;;;1;;;;1
NJV Nederlandse Juristen Vereniging;;;;;;1;;;;1
NLingenieurs;;;;;;;;;1;1
Nluug Buro;;;;;;;;1;;1
NMv Nederlandse Mediatorsvereniging;;;;;;1;;;;1
Nobbe Mieras trainingen;;;;;;1;;;;1
Noble Relocations;;1;;;;;;;;1
Nol in 'T Bosch Hotel Restaurant;;;;;;1;;;1;1
Noloc;;;;;;1;;;;1
Noot Holding;;;;;;;;;1;1
Nordholt Consultancy Management;;;;;;1;;;;1
Nova Contract;;;;;;1;;;;1
Novotel;;;;;;;;;1;1
NOvU (Nederlandse Orde van Uitvinders);;;;;;1;;;;1
NPDI Nationaal Platform Duurzame Inzetbaarheid;;;;;;1;;;;1
NRC Handelsblad;1;;;1;;;;;;1
NRG Nuclear Research And Consultancy Group - Petten, Individual Monitoring, Radiation&Environment;;;;;;3;;;;3
NS - Spoorwegen Nederlandse;;;;;;;;;8;8
NS OV-Fiets;;;;;;;;;1;1
NS Stations Retailbedrijf (Seats2Meet.com, vh Servex);;;;;;;;;1;1
NSOB Nederlandse School Voor Openbaar Bestuur;;;;;;4;1;;;4
NT Publishers;;;;;;1;;;;1
NTI - Nederlands Talen Instituut;;;;;;1;;;;1
Nudge;;;;;;1;;;;1
NVVA Ned Ver Voor Aanbestedingsrecht;;;;;;1;;;;1
NVVK Nederlandse Vereniging Voor Veiligheidskunde;;;;;;1;;;;1
NWP Netherlands Water Partnership;;;;;;;;1;;1
Nyenrode Services;;;;;;2;;;;2
O = 4;;;;;;1;;;;1
Oase Beach Club;;;;;;;2;;;2
O'Caseys Irish Pub & Restaurant;;;;;;;1;;;1
Odissea;;;;;;1;;;;1
Odyssee Groep training, pensioen in zicht;;;;;;2;;;;2
Office Wageningen;;;;1;;;;;;1
Olijfje Restaurant;;;;1;;;;;;1
Olivier Belgisch Bier Café;;;;1;;;1;;;1
Olmenhorst Fruit;;;;;;;1;;;1
Onder De Luifel Catering & Partyservice;;;;1;;;;;;1
Onderwijsgroep Noordwest-Holland;;;;;;1;;;;1
Oni Japanese Dining;;;;1;;;;;;1
Onz Restaurant;;;;1;;;1;;1;2
Onzenoort Performance Coaching;;;;;;1;;;;1
Oostduinhaghe Hotel;;;;;;;;;1;1
Oostervant Recreatiecentrum;;;;1;;;;;;1
Oostland Logistics;;1;;;;;;;;1
Opatel open ateliers;;;;;;1;;;;1
Open Campus;;;;;;1;;;;1
Oracle;;;;;;2;;;;2
Ordina (incl. Be Value, Clockwork);;;;;;2;;;;2
Organisatieregie;;;;;;1;;;;1
Origame;;;;;;1;;;;1
OSR Opleidingen Sociaal Recht Juridische Opleidingen;;;;;;1;;;;1
Ossa Outdoor Sports Survival Adventures;;;;;;;1;;;1
Oud Poelgeest;;;;;;1;;;1;1
Oudaen Stadskasteel;;;;1;;;1;;1;1
Outdoor International;;;;1;;;;;;1
P. Dijkman (Nieuwe OR Training);;;;;;1;;;;1
P.C. van der Heijde Management;;;;;;2;;;;2
P.M.T. Cargo Security;;;;;;1;;;;1
Pakhuis De Zwijger;;;;;;;;;1;1
Pamukkale Turks Specialiteitenrestaurant;;;;;;;1;;;1
Pan Café Restaurant;;;;;;;1;;1;1
Panorama Mesdag;;;;;;;;;1;1
Pantem / Leopold Cafe-Restaurant;;;;1;;;;;;1
PAO PostAcademisch Onderwijs;;;;;;1;;;;1
Papieren Tijger Netwerk;;;;;;1;;;;1
Paralax;;;;;;1;;;;1
Park Plaza;;;;;;;;;1;1
Parkhotel;;;;;;;;;2;2
Park-Line;;;;;;;;;1;1
Parkmobile Benelux;;;;;;;;;2;2
Pastoor Communicatietrainingen;;;;;;1;;;;1
Pathé;;;;;;;1;;;1
Pato Partyservice;;;;;;;1;;;1
Paulcoumans;;;;;;1;;;;1
Pauwenhof Hotel Restaurant;;;;;;;;;1;1
Paviljoen Stormvogel;;;;1;;;;;;1
Pavlov Bar Restaurant;;;;1;;;1;;;1
PBLQ (HEC, ROI, Zenc);;;;;;4;;;;4
PDCA Training, Coachig en Advies;;;;;1;;;;;1
Peking Chinees Specialiteitenrestaurant;;;;;;;1;;;1
Pepermolen;;;;;;;1;;;1
Perron 4/5 Volgens Tollius;;;;1;;;1;;;1
Personeelsver. 'de Ooievaar', Laser Den Haag;;;;;;;;;1;1
Personeelsvereniging Cebusta-Voorburg;;;;;;;1;;;1
Personeelsvereniging 'De Til';;;;1;;;;;;1
Persoonlijk Succes;;;;;;1;;;;1
Peter van Loon Crisis, stress en trauma;;;;;;1;;;;1
Peterberk;;;;;;1;;;;1
Peters Rederij;;;;1;;;;;;1
Peters-Geven t.h.o.d.n. Bakkerij Schellens Trudoplein;;;;1;;;;;;1
Petra en Wilfred Haafs;;;;1;;;;;;1
Phaos Organisatieontwikkeling;;;;;;1;;;;1
Pharma Holland Consultancy;;;;;;1;;;;1
Pharmediair;;;;;;1;;;;1
Phoenix Opleidingen;;;;;;1;;;;1
Phonsawan Thais Restaurant;;;;1;;;;;;1
PHOV Post Hoger Onderwijs Veiligheidskunde;;;;;;1;;;;1
Pieke Potloed Bar Bistro;;;;1;;;;;;1
Piessens Advies & Consulting;;;;;;;;;1;1
Pieter Dros Houtbewerking;;;;;;;;;1;1
Pieterson Boulangerie;;;;1;;;;;;1
Pink Pepper;;;;1;;;1;;;1
Pino Evenementen & Congressen;;;;;;1;;;;1
Pino Productions;;;;;;1;;;1;1
Pinxt Verhuizingen;;1;;;;;;;;1
Pitch & Putt;;;;;;;1;;;1
Planon;;;;;;1;;;;1
Plantion B.V.;;;;1;;;;;;1
Platform Formalities Officers;;;;;;1;;;;1
Plein 10A (Rozee, Millers Restaurant);;;;;;;1;;1;1
Plesch;;;;;;2;;;;2
Plugwise;;;;;;;;;1;1
Pluimen (incl. WishWish nl);;;;;;;1;;;1
Pluk de Dag Bloemen en Sfeer;;;;1;;;;;;1
Plus Delta;;;;;;2;;;;2
PMT Ground Crew Training Centre;;;;;;1;;;;1
Podium Communicatie;;;;;;;;;1;1
Poentjak Indonesisch Restaurant;;;;1;;;;;1;1
Pol De Jong & Partners (vh Instituut voor Werk en Levenskunst);;;;;1;;;;;1
Polman's Café-Restaurant;;;;1;;;;;;1
Popocatepetl Mexicaans Restaurant;;;;;;;1;;;1
Pop-up Fun;;;;;;;1;;;1
POSG Professionals, P&O Services Professionals, P&O Mobiliteit;;;;;4;1;;;;4
Postillion Hotels;;;;;;;;;1;1
Pots Bakkerij;;;;1;;;;;;1
Powered By Twente Stg;;;;;;;;;1;1
PP Kloosterboer organisatie-advies;;;;;;1;;;;1
PPO Praktijkonderzoek Plant & Omgeving;;;;;;1;;;;1
PPP Platform Promotional Products;;;;1;;;;;;1
Prachtig;;;;;;;;;1;1
Primera;;;;1;;;2;;;2
Princeville Hotel Breda;;;;;;;;;1;1
Prinsenhof Hotel (Groningen);;;;;;;;;1;1
Pro Consult;;;;;;1;;;;1
Proambt Advies;;;;;2;;;;;2
Probos Stichting;;;;;;1;;;;1
Prodemos/Huis voor Democratie en Rechtstaat;;;;;;;1;;1;1
Professional Rebel;;;;;;1;;;;1
Profource;;;;;;3;;;;3
Profskills;;;;;;1;;;;1
Promenade Hotel-Restaurant;;;;1;;;;;;1
Promio (Hardist);;;;;;;1;;;1
Property Nl;;;;;;1;;;;1
Protestantse Gemeente te s-Hertogenbosch;;;;;;;;;1;1
Protestantse Stichting De Voorhof;;;;;;;;;1;1
Protinus It;1;;1;;;;;;;1
Psychologengroep Centrum West;;;;;;1;;;;1
Psychopraktisch;;;;;;1;;;;1
Public Impact;;;;;;1;;;;1
Publicimage.nl (incl. BasHoorn.NL);;;;;;1;;;;1
Publicontact;;;;;;1;;;;1
PublicSpirit;;;;;1;;;;;1
Pulchri Studio;;;;;;;1;;1;1
Pulsar Academie;;;;;;1;;;;1
Pure Talent;;;;;;1;;;;1
Puur Events;;;;1;;;1;;;1
Puur Inspiratie, nu;;;;;1;;;;;1
Q&A Company;;;;;;2;;;;2
Qaducation;;;;;;1;;;;1
QO Storm (Maria Café Utrecht);;;;1;;;1;;1;1
Q-Park;;;;;;;;;1;1
QPR CostControl;;;;;;1;;;;1
QSM Quantitative Software Management;;;;;;1;;;;1
Quads for All;;;;1;;;;;;1
Quakernaat;;;;;;1;;;;1
Queen Hotel-Café-Restaurant;;;;;;;;;1;1
Queens Vorstelijk Genieten;;;;;;;1;;;1
Quest for leadership;;;;;;1;;;;1
Quinton Brandveiligheid;;;;;;1;;;;1
R&B;;;;;;2;;;;2
R.B. van Baaren Holding (incl. D&b Dijksterhuis & van Baaren);;;;;;2;;;;2
Raaf Wielwerk;;;;;;1;;;;1
Raatwerk;;;2;;;;;;;2
Randstad Group (incl. Tempo Team, P/Flex);;;;;2;;;;1;2
RA'Quel;;;;;;1;;;;1
RDM Campus;;;;;;;1;;1;1
RDM Makerspace;;;;;;;1;;;1
Recreatie Noord-Holland;;;;;;;;;1;1
Rederij Dijkhuizen;;;;;;;1;;;1
Rederij Lovers;;;;;;;;;1;1
Rederij 't Smidtje;;;;;;;;;1;1
Rederij Volendam-Marken Express;;;;;;;1;;;1
Reed Elsevier (incl. Reed Business, Elsevier, Elsevier Opleiding, Sciencedirect);;;;;;2;;;;2
Refleks Training en Coaching;;;;;;2;;;;2
Reflexxie;;;1;;;;;;;1
Regardz (incl. Iassociate);;;;;;;1;;2;2
Regina Bloemsierkunst;;;;1;;;1;;1;1
Regina Coeli Taleninstituut (incl. de Nonnen van Vught);;;;;;2;;;1;2
RegioEffect;;;;;1;;;;;1
Regionaal Bureau Voor Toerisme Kan;;;;1;;;;;;1
Regus;;;;;;;;;1;1
Remunj Personeelsvereniging;;;;;;;1;;;1
Rena Productions;;;;;;1;1;;;1
Rendement;;;;;;1;;;;1
Renegades;;;;;;1;;;;1
Reprojanssen.nl;;;;;;1;;;;1
Restaurant De Flierenhof;;;;1;;;;;;1
Restaurant De Nas;;;;;;1;;;;1
Restaurant en Vistro Het Reijmerswale;;;;1;;;;;;1
Restaurant Ivory;;;;1;;;;;;1
Re-turn (werkkracht na kanker);;;;;;1;;;;1
Reynaarde Talentontwikkeling;;;;;;1;;;;1
Riet de Vlieger;;;;;1;;;;;1
Rijksmuseum Amsterdam;;;;1;;;;;;1
Rijn IJssel Training & Opleiding;;;;;;1;;;1;1
Ristorante Il Primo;;;;;;;;;1;1
Riwojo Verhuur;;;;1;;;1;;;1
Rob Flier Training & Consultancy;;;;;;1;;;;1
ROC Friese Poort Opleiding & Training;;;;;;1;;;;1
ROC Mondriaan;;;;;;1;1;;1;1
Rodaen Restaurant;;;;1;;;;;;1
Roel Wink;;;;;;1;;;;1
Rofra Sportieve Arrangementen;;;;;;;1;;;1
Rohde & Grahl (incl. Working Well);;;1;;;;;;;1
Rokin 65 Horeca;;;;;;;;;1;1
Ronell;;;1;;;;;;;1
Rongen Aktief;;;;;;;1;;;1
Rootz Cafe Restaurant;;;;;;;1;;1;1
Ropeni (incl. Schlemmer);;;;1;;;1;;1;1
RotterZwam;;;;;;;1;;;1
Routiers Distripark Eemhaven;;;;;;;;;1;1
Royal Delft / De Porceleyne Fles;;;;1;;;;;1;1
Royal Haskoning DHV (incl. Koninklijke Haskoning, Royal Haskoning, Corsmit, DHV);;;;;;;;;1;1
Royal Palace;;;;;;;1;;;1
Royal Rex;;;;;;;;;1;1
Ruimteutrecht;;;;;;;;;1;1
Rulemanagement Group;;;;;;1;;;;1
S and S Food Services;;;;;;;;;1;1
Safety Solutions Consultants;;;;;;2;;;;2
Saio;;;;;;1;;;;1
SALINE Advies;;;;;;1;;;;1
Salonboot den Haag & Delft;;;;1;;;;;;1
Sandton Hotels (incl. Sandton Malie Exploit.);;;;1;;;;;1;1
Santos Grillrestaurant;;;;;;;1;;;1
Sarah Mutsaers Training & Advies;;;;;;1;;;;1
Sarinande Indonesisch Restaurant;;;;1;;;1;;;1
Sas Institute;;;;;;2;;;;2
Savelberg Restaurant Hotel;1;;;;;;;;;1
SBI Training & Advies, Zonheuvel, Boschoord;;;;;;1;;;1;1
Scène 37;;;;;;1;;;;1
Schimmelpenninckhuys Hotel Restaurant;;;;;;;;;1;1
Schiphol Groep (incl. Real Estate);;;;;;1;;;;1
Schippers IT;;;;;;1;;;;1
Schoevers Opleidings- en Exameninstituut;;;;;;1;;;;1
Schoonhoven Keramiek;;;;1;;;;;;1
Schothorst Feed Research;;;;;;1;;;;1
Schouten Global (incl. Schouten & Nelissen Groep, Thema);;;;;;3;;;;3
Schuurman Barbeque en Catering Service;;;;1;;;;;;1
Schworks Woord en Beeld;;;;;;1;;;;1
ScienceWorks;;;;;;1;;;;1
Screenhouse Textieldrukkers;;;;;;;1;;;1
Scrumpy V.O.F.;;;;;;;1;;;1
SDU - Service Centrum Uitgevers;;;;;;1;;;1;2
See Tickets;;;;1;;;;;;1
See You At Noon;;;;;;;1;;;1
Selamat Makan Indonesisch Restaurant;;;;1;;;;;;1
Sems Leeuwarden;;;;;;;1;;;1
Senior Juristen Training & Coaching;;;;;1;1;;;;1
Sense Organisatie & Coaching;;;;;;1;;;;1
SEO Economisch Onderzoek;;;;;;2;;;;2
Sequenza Restaurant-Brasserie;;;;;;;1;;;1
Serpo;;;;;;1;;;;1
Shabib Holding B.V.;;;;;;1;;;;1
Shabu Shabu;;;;1;;;1;;;1
Sheltra, coaching & mediation;;;;;;1;;;;1
Show Rental;;;;1;;;;;;1
Sijbes Kantoor Goed;;;1;;;;;;;1
Sikasa;;;;1;;;;;;1
Silvertax Security Counts;;;;;;;;;1;1
Simon den Haak Strategie en Communicatie;;;;;;;;;1;1
Simon Peter Been;;;;;;1;;;;1
Simonis Oude Visafslag (incl. Catch Restaurant);;;;1;;;1;;1;1
SIOO Stichting Interuniveristair centrum Organisatie Veranderkunde;;;;;;2;;;;2
Sjerp Bloemen en Planten;;;;1;;;;;;1
Skils;;;3;;;2;;;;3
Slotboom Coaching;;;;;;1;;;;1
Smaak Utrecht;;;;2;;;;;;2
Smart & Co;;;;;;;;;1;1
Smeets loopcomfort;;;1;;;;;;;1
Smelt Advies Coaching & Selectie;;;;;;1;;;;1
SMT Simple Management Technology;;;;;;2;;;;2
Snelafstuderen.nl;;;;;;1;;;;1
Sociaal.NL Schuldsanering;;;;1;;;;;;1
Social Zoo;;;;;;1;;;;1
Societeit De Witte Nieuwe of Litteraire;2;;;;;;;;;2
SOD Opleidingen;;;;;;2;;;;2
Sodexo;;;;1;;;;;1;1
SoftwareOne;;;;;;2;;;;2
Sogeti Nederland;;;;;;2;;;;2
Solid Sense;;;2;;;;;;;2
Solyne;;;;;;1;;;;1
Soma Bedrijfsopleidingen;;;;;;1;;;;1
Soolsma Party Verhuur;;;;1;;;;;;1
Soomers Strandtent;;;;1;;;1;;;1
Sophie Verheij Training & Advies;;;;;;1;;;;1
Sopranos;;;;1;;;;;;1
Soul & Business Connection;;;;;;1;;;;1
South West Tours;;;;;;;;;1;1
Sovon Vogelonderzoek NL;;;;1;;1;;;;1
Spanjewinkel.nl;;;;;;;1;;;1
Sparq;;;;;;1;;;;1
Specialtours Events;;;;;;;1;;;1
Spectrum Consult;;;;;;1;;;;1
Speechless;;;;;;2;;;;2
Spencer Stuart Management Consultants;;;;;;2;;;;2
Spido;;;;1;;;;;;1
Spies & Spreken;;;;;;1;;;;1
Spirit in Bedrijf;;;;;;1;;;;1
Spitz Congres & Event;;;;;;1;;;;1
Spize Asian Bistro Restaurant;;;;1;;;1;;;1
spoor 3a;;;;;;1;;;;1
Sportvisserij Oost Nederland;;;;;;1;;;;1
Sportvisserij Zuidwest-Nederland;;;;;;1;;;;1
Spraakmakend Studio Voor Spreekkunst;;;;;;3;;;;3
St. George B.V.;;;;1;;;;;;1
Stadhuis Lunchcafe;;;;;;;;;1;1
Stadion Feijenoord;;;;1;;;;;;1
Stadsarrangement.nl;;;;;;;1;;;1
Stairway To Heaven;;;;1;;;;;;1
Standpaviljoen 'De Duinrand' Oostvoorne B.V.;;;;;;;;;1;1
Stap (Stichting Alcoholpreventie);;;;;;1;;;;1
Stap Na Stap Counselling & Coaching;;;;;;1;;;;1
Staples (incl. Advantage, Corporate Express);;;;1;;;;;;1
StartTel;;;;;;1;;;;1
Stavoor;;;;;;2;;;;2
Stepwise;;;;;;2;;;;2
Sternbudget, rent;;;;;;;;;1;1
Stg Behoud Salonboot Avanti;;;;;;;1;;;1
Stg de Leemput;;;;1;;;;;;1
Stg Gilde Wageningen;;;;1;;;;;;1
Stg HBO Haaglanden & Rijnstreek Haagse Hogeschool;;;;;;2;;;;2
Stg Papegaaienhulp;;;;;;1;;;;1
Stg Postdoctorale Opleidingen I&M;;;;;;1;;;;1
Stg TKI Wind op Zee;;;;;;;;;1;1
Stg. Het Zeeuwse Landschap;;;;;;1;;;;1
Stg. Vrienden van Het Mauritshuis;;;;1;;;;;;1
Stichting Aanbestedingsrecht;;;;;;1;;;;1
Stichting Academie voor Spreekkunst;;;;;;1;;;;1
Stichting AOC;;;;;;1;;;;1
Stichting Atlantische Commissie;;;;;;1;;;;1
Stichting Behoud Maritieme Monumenten;;;;1;;;;;;1
Stichting Beroepsopleiding Octrooigemachtigden;;;;;;1;;;;1
Stichting Binnendieze;;;;1;;;;;;1
Stichting Centraal Bureau Voor Schimmelcultures Odo van Vloten;;;;;;1;;;;1
Stichting ChangeLab;;;;;;1;;;;1
Stichting Dutchbasecamp;;;;;;1;;;;1
Stichting Eindhoven Marketing;;;;;;;1;;;1
Stichting Expertise Centrum Leren Voor Duurzame Ontwikkeling;;;;;;1;;;;1
Stichting Exploitatie Grote- of Lebuinuskerk te Deventer;;;;;;;1;;;1
Stichting Familie Bofkont;;;;;;;1;;;1
Stichting Food Micro Methods;;;;;;1;;;;1
Stichting Food Valley;;;;;;1;;;;1
Stichting Gek op Werk;;;;;;1;;;;1
Stichting Groennetwerk;;;;;;1;;;;1
Stichting Hartreanimatie Zutphen E.O.;;;;;;1;;;;1
Stichting Ik Start Smart;;;;;;1;;;;1
Stichting Kenniscentrum Plantenstoffen;;;;;;1;;;;1
Stichting Kontakt der Kontinenten Conferentiehotel;;;;;;1;;;1;1
Stichting MuseumKaart;;;;2;;;;;;2
Stichting Personeelsactiviteiten PAL;3;;;;;;;;;3
Stichting Raakvlak;;;;;;2;;;;2
Stichting Radio Nederland Wereld Omroep;;;;;;1;;;;1
Stichting Springtij Festival Terschelling;;;;;;1;;;;1
Stichting Stimular;;;;;;1;;;;1
Stichting The Natural Step Nederland;;;;;;1;;;;1
Stichting Urgenda;;;;;;;;;1;1
Stichting Wateropleidingen;;;;;;3;;;;3
Stichting Welzijn Zwijndrechtse Waard;;;;;;;;;1;1
Stichting Werk Aan De Linie;;;;;;1;1;;;1
Stille mts. Merkens en Merkens-Hamoen;;;;;;;;;1;1
Stoas Wageningen Vilentum Hogeschool;;;;;;1;;;;1
Stoelmassage Nederland;;;1;;;;;;;1
Storm Wageningen;;;;;;1;;;1;1
STOWA Stichting Toegepast Onderzoek Waterbeheer;;;;;;1;;;;1
Strandhoeve Adventures;;;;1;;;;;;1
Strandhotel;;;;;;;;;1;1
StroomQ;;;;;;1;;;;1
Struijk Training & Adviesbureau;;;;;;1;;;;1
Studio Bromet;;;;;;1;;;;1
Studystore Studieboekencentrale;;;;;;1;;;;1
Sumo Sushi & Grill Restaurant;;;;1;;;1;;;1
Suyderoogh Restaurant;;;;1;;;;;;1
SV Faja Lobi KDS (Krachtig Door Samenwerking);;;;;;;;;1;1
SVC School Voor Coaching;;;;;;1;;;;1
SVG Scholte Verhuis Groep;;1;;;;;;;;1
SVM Nivo;;;;;;1;;;;1
SVO Training & Advies;;;;;;1;;;;1
Swaanswijk B.V.;;;2;;;1;;;;2
Swinging.nl;;;;;;;1;;;1
Symbol;;;;;;1;;;;1
Synergy;;;;;;;;;1;1
't Anker Hotel Café ;;;;;;;1;;;1
't Bakkertje;;;;;;;1;;;1
'T Far Café Bar Petit-Restaurant;;;;;;;;;1;1
'T Feithhuis Restaurant;;;;1;;;;;;1
'T Gerecht Stadcafé-Restaurant;;;;1;;;;;;1
'T Goude Hooft Beheer Equus Stadsherberg, Hotel;;;;2;;;1;;;2
't Havengat B.V.;;;;;;;1;;;1
't Hoefslag Partycentrum;;;;1;;;;;;1
't Hof van Eten;;;;;;;;;1;1
'T Koetshuis Restaurant;;;;;;;1;;;1
't Pikeurtje;;;;;;;1;;;1
'T Vliegveld Cafe-Restaurant;;;;;;;;;1;1
't Vuurspoor barbeque restaurant;;;;1;;;;;;1
T.G.J. van Hattum Studiebegeleiding;;;;;;3;;;;3
T.M.T. Verhuur;;;;;;1;;;;1
T4All Personeelvereniging Ivw Divisie Telecom;;;;1;;;;;;1
Taalcentrum-Vu;;;;;;2;;;;2
TaalNetWerk;;;;;;1;;;;1
Taaltaal;;;;;;1;;;;1
Taarten Boetiek;;;;1;;;;;;1
Taartenwinkel.nl;;;;;;;1;;;1
Taat & De Regt;;;;1;;;2;;;2
Tabasco;;;;1;;;1;;1;2
Tabula Rasa;;;;;;2;;;;2
Tai Soen Chinees Indisch Restaurant;;;;1;;;;;;1
Talamini;;;;;;;1;;;1
Taleninstituut Nederland;;;;;;1;;;;1
Talentswitches;;;;;;1;;;;1
Taller Events;;;;;;1;;;;1
Tampat Senang Indisch Restaurant;;;;1;;;;;;1
Tanteloes;;;;1;;;;;;1
Tapverhuur Noord;;;;;;;;;1;1
Tara Advies;;;;;;1;;;;1
Taribush Events;;;;;;;1;;;1
Tas Trainingen, Advies & Onderzoek;;;;;;3;;;;3
Tasty Wok Hotel Restaurant;;;;1;;;;;;1
Taverne Hotel Café Restaurant;;;;;;;;;1;1
Taverne Meer & Bosch;;;;1;;;;;;1
Taxi en Bergingsbedrijf Dorenbos;;;;;;;;;1;1
Taxicentrale Waaksma;;;;;;;;;1;1
Team Reacon;;;;;1;;;;;1
Team Swanborn;;;;;;1;;;;1
Team4Teams;;;;1;;;;;;1
TeamWork;;;;;;1;;;;1
Telecom Paper;;;;;;1;;;;1
Tele'Train;;;;;;2;;;;2
Tendercoach;;;;;;1;;;;1
Ter Sprake;;;;;;1;;;;1
Tersteeg Organisatieadvies;;;1;;;2;;;;2
Texel Hotel;;;;;;;;;1;1
Thais Restaurant Sisaket;;;;;;;;;1;1
The Act Trainingen;;;;;;2;;;;2
The Basket Amsterdam;;;;;;;;;1;1
The Basket Uithof;;;;;;;;;1;1
The Clarks;;;;;;;1;;;1
The Colour Kitchen;;;;;;;;;1;1
The Curious Network;;;;;;1;;;;1
The Food Shop;;;;;;;;;1;1
The Institute of Protocol The Hague;;;;;;1;;;;1
The International School of The Hague;;1;;;;;;;;1
The M.C. Escher Company;;;;1;;;;;;1
The Return on Consultancy Company Rocco;;;;1;;;;;;1
The Square Mile;;;;;;1;;;;1
The Twins;;;;;;;2;;;2
The Universal Improvement Company;;;;;;1;;;;1
The Well Academy B.V.;;;;;;1;;;;1
Theaterhotel De Oranjerie;;;;;;;;;1;1
Theehuis Rhijnauwen;;;;1;;;1;;;1
Thibor Projectinrichting;;;1;;;;;;;1
Thirty-Seven;;;;;;;1;;;1
Ti Corp B.V.;;;1;;;;;;;1
Tias Nimbas Business School Utrecht;;;;;;1;;;;1
Tijdwinst (incl. SRS Consulting);;;;;;1;;;;1
Tinguely Xperts;;;4;;1;2;;;;4
Tinqwise;;;;;;1;;;;1
Tintelingen;;;;1;;;;;;1
TMG - de Telegraaf Media Group;;;;1;;;;;;1
TNO;;;;;;1;;;1;1
Ton Tweewielers Verhuur;;;;;;;1;;;1
Tone of Voice;;;;;;1;;;;1
Tony's Factory;;;;;;;1;;;1
Top Training & Coaching;;;;;;3;;;;3
Topbloemen Nederland;;;;1;;;1;;;1
Topscore;;;;;;3;;;;3
Topsport Noord Nederland;;;;1;;;;;;1
Total Health Opleidingen;;;;;;1;;;;1
Tower Leisure (Haagse Toren);;;;;;;1;;;1
Trainingproducties;;;;;;2;;;;2
Transfer Solutions, Consulting, Education;;;;;;2;;;;2
transform@work;;;;;;1;;;;1
Trend8;;;;;;1;;;;1
Trends for Rent;;;;;;;;;1;1
TRES internet B.V.;;;;1;;;;;;1
T-Rex V.O.F.;;;;1;;;;;;1
Triamfloat;;;;;;2;;;;2
Triana Tapasbar&Restaurant;;;;;;;1;;;1
Trimension;;;;;;2;;;;2
Tromp Bureau;;;;;;1;;;;1
Trusted-ID;;;;;;1;;;;1
TSTC Tshukudu Technology College;;;;;;2;;;;2
Tuincentrum De Oude Tol;;;;1;;;1;;;1
Tuincentrum Drint;;;;1;;;;;;1
TVHG Budget;;;;;;;;;1;1
TVM Werk & Advies;;;;;;1;;;;1
Twee Verschillende Sokken;;;;;;1;;;;1
Tweemetervijf fotografie;;;;;;;1;;;1
Twice;;;;;;1;;;;1
Twitter;;;;1;;;1;;;1
Twynstra Gudde (incl. Adviestalent, The Bridge Business Innovators);;;;;;7;;;1;7
Uit je eigen stad;;;;;;;1;;;1
Uit koken / Diner Thuis;;;;1;;;1;;1;1
Uitjes in Holland;;;;1;;;;;;1
Uitspanning Het Engelse Werk;;;;;;;1;;;1
Uit-Zeilen;;;;;;;1;;;1
Umami Restaurant;;;;1;;;;;;1
Ume Roermond B.V.;;;;;;;1;;;1
UNC Lean Six Sigma;;;;;;2;;;;2
Unique Sources;;;;;;2;;;;2
Unishore Bedrijfskleding;;;1;;;;;;;1
Unlimited People (incl. Burnout Poli);;;;;;2;1;;;2
Urban Event;;;;;;;1;;;1
UseYourTalents;;;;;;1;;;;1
USG (incl. Innotiv, Start People, Utrechtse Juristen Groep);;;;;;;;;2;2
Utility Consulting Partners;;;;;;2;;;;2
Utrecht Toerisme & Recreatie;;;;1;;;1;;;1
