Leveranciers;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
Croissanterie 'de Snor' Beheer B.V.;;;1;;1;;;1;1
Croon Elektrotechniek B.V.;;;;;1;;;;1
Cross Media Nederland B.V.;;;;1;;;;;1
Crosscheck Networks Nederland B.V.;;;;;1;;;;1
Crowne Plaza Hotel Maastricht;;;;;;;;1;1
Croy - de Goffert B.V.;;;;;;;;1;1
Crozier Advocaten;;;;;;;;1;1
Crystal River;;;;;2;;;;2
CS Opleidingen B.V.;;;;;1;;;;1
CSR Centrum B.V.;;;;;1;;;;1
CSU Cleaning Services;;;2;;1;;;;2
Cuisine Royale B.V.;;;;;;;;1;1
Culinair Café DieTwee;;;1;;;;;;1
Culinair Educatiecentrum Limburg;;;;;;;;1;1
Cuna International B.V.;;1;1;;;;;;1
Cura Advies & Training B.V.;;;1;;;;;;1
CURA Preventie B.V.;;;1;;;;;;1
CURA Safety Solutions B.V.;;1;;;;;;;1
Cure & Care Development B.V.;;;;;2;;;;2
CURLconcepts B.V.;;;1;;;;;;1
Cursor voor Ondernemingsraden B.V.;;;;;1;;;;1
CVA Informatica Opleidingen B.V.;;;;;1;;;;1
Cycle Center;;;1;;;;;;1
CZ Groep Zorgverzekeraar;;;5;;;;;;5
D & I Ondersteuning in opleiding en adv. B.V.;;;;;1;;;1;1
D&B Mobility B.V.;;;;;;;;1;1
D&D Schuldhulpverlening V.O.F.;;;1;;;;;;1
D&S Bloemenwinkel;;;1;;;;;;1
D. Donatella Onroerend Goed B.V.;;;;;1;;;;1
D. Middeldorp Beheer B.V.;;;;;;;;1;1
D. Scheepstra Consults;;;;2;;;;;2
D. van Looy Groente en Fruit;;;1;;;;;;1
D.P. Hilversum B.V.;;;;;;;;1;1
D.U.S. Media & Design;;;;;1;;;;1
Da Mauro;;;1;;;;;1;1
daadwerkelijk persoonlijk leiderschap;;;;;1;;;;1
Daamen Party Design;;;1;;;;;1;1
Daan Kookt;;;1;;;;;;1
Dacajami B.V.;;;;;1;;;;1
Dagelijks Lekker;;;;;;;;1;1
Daidalos Coaching & Advies;;;;;1;;;1;1
Damen Incasso;;;1;;;;;;1
Dames & Heren Culinair Cafe;;;;;;;;1;1
Damkracht;;;;;1;;;;1
Damsté advocaten - notarissen;;;;;1;;;;1
Damstraat Rent a Bike;;;;;;;;1;1
Daniël Brus B.V.;;;;;1;;;;1
Danielle Driessen Advies;;;;;1;;;;1
Daniëls en van Kruijsdijk;;;;;1;;;;1
Darque Magic;;;;;1;;;;1
DAS Nederl. Rechtsbijstand Verzeker.mij. N.V.;;;1;;;;;;1
Dasmooi;;;;;1;;;;1
DataExpert B.V.;;;;;1;;;;1
Datura;;;1;;;;;;1
Dave van Beek;;;;;;;;1;1
David Bernstein Forensic Consulting;;;;;1;;;;1
Davis Consulting;;;;;1;;;;1
DBC Reïntegratie B.V.;;;1;;;;;;1
DCT The Low Countries B.V.;;;;;1;;;;1
De 3 Vrienden;;;;;;;;1;1
'De 4 Azen' 's-Hertogenbosch B.V.;;;1;;;;;;1
De 4 Kolommen Cheng;;;;;;;;1;1
De Aanleiding;;;;;1;;;;1
De Academy B.V.;;;;;1;;;;1
De Amstelclub;;;;;;;;1;1
De Apostelhoeve;;;1;;;;;;1
De Baak Administratie;;;2;;4;;;2;4
De Baak B.V.;;;1;;1;;;1;2
De Bakkerij;;;1;;;;;;1
De Balken;;;1;;;;;1;1
De Ballentent;;;;;;;;1;1
De Ballonnenkoning;;;1;;;;;;1
De Bandenhal;;;;;;;;1;1
De Bazar Amsterdam B.V.;;;1;;;;;;1
De Bazar B.V.;;;1;;;;;1;1
De BegripsAcademie B.V.;;;;;1;;;;1
De Beleving B.V.;;;1;;;;;;1
De Bergse Bossen;;;;;1;;;;1
De Bierelier B.V.;;;1;;;;;1;1
De Bierkelder Utrecht;;;1;;;;;;1
De Bisschopsmolen;;;1;;;;;;1
De Blauwe Lotus;;;1;;;;;1;1
De Bloemenschuur;;;1;;;;;;1
De Bloemenweide;;;1;;;;;;1
De Bloemenwinkel;;;1;;;;;;1
De Boderie;;;1;;;;;;1
De Bosrand (recreatiecentrum);;1;;;;;;;1
De Bossche Kelders;;;1;;;;;;1
De Branding Utrecht B.V.;;;1;;;;;1;1
De Brauw Blackstone Westbroek N.V.;;;;;;;;1;1
De Broadtsje Bakker;;;1;;;;;1;1
De Budde Nijverdal B.V.;;1;;;;;;;1
De Buitenhorst V.O.F.;;;;;;;;1;1
De Burgemeester van Napels;;;1;;;;;;1
De Communicatiekaravaan;;;;;1;;;;1
De Communikater Tekst., webs.-opt./cont. man.;;;;2;;;;;2
De Compliance Academie;;;;;1;;;;1
de CONTEXT;;;;;1;;;;1
De ContractManager;;;;;1;;;;1
De Daaldersplaats;;;;;;;;1;1
De Dikke;;;1;;;;;;1
de Douairiere;;;1;;;;;;1
De Droomfabriek;;;;;1;;;;1
De Druiventros B.V.;;;;;;;;1;1
De Drukkerij B.V.;;;1;;;;;;1
De Duiventil;;;1;;;;;;1
De Efteling B.V.;;;1;;;;;;1
De Fabriek Leeuwarden;;;1;;;;;;1
De Fleurist;;;1;;;;;;1
De Franse Stap Culinair;;;1;;;;;;1
De Galan Groep B.V.;;;2;2;1;;;;3
De Galerie Den Haag B.V.;;;1;;;;;;1
De Gastery;;;;;;;;1;1
De Geinbrug;;;;;1;;;1;1
De Gelderlander;;1;1;1;;;;;1
De Gelegenheid;;;1;;;;;;1
De Gereghthof B.V.;;;1;;;;;2;2
De Goede Zinne;;1;;;;;;;1
De Gouden Bock;;;;;;;;1;1
De Gouden Ton;;;1;;;;;1;1
De Gouden Wok Schiphol A4 B.V.;;;1;;;;;;1
De Gouden Wok Zuiderpark;;1;;;;;;;1
De Goudsbloem Bloemenspeciaalzaak;;;1;;;;;;1
De Goudse Feestwinkel;;;1;;;;;;1
De Griek;;;1;;;;;;1
De Groene Schuur;;;;;;;;1;1
De Haagse Gravin;;;1;;;;;;1
De Halve Mane;;;1;;;;;;1
De Harmonie;;;2;;;;;;2
de Hemel op aarde;;;1;;;;;;1
De Herberg;;;;;1;;;;1
De Heuvelrug (Eikenstein);;;;;1;;;;1
de Hiparikaan;;;1;;;;;;1
De Hofnar Scheveningen B.V.;;;;;;;;1;1
De Hofstad Taxicentrale;;;;;;;;1;1
De Hoofdtrainer B.V.;;;;;1;;;;1
De Hoop Entertrainment B.V.;;;1;;;;;;1
De Horeca Academie Zakelijk B.V.;;;1;;;;;;1
De Houten Vier B.V.;;;;;;;;1;1
De HuishoudCoach;;;;;1;;;;1
De HumorGroep;;;1;;;;;;1
De IJsfiets B.V.;;;1;;;;;;1
De Japanse Watertuin B.V.;;;1;;;;;1;1
De Jong Creative Consultant;;;1;;;;;;1
De Jong tentenverhuur;;;1;;;;;1;1
De Jonge Haan;;;;;;;;1;1
De Jongens uit Schoorl;;;;;1;;;;1
De Jong's IJsbedrijf;;;1;;;;;;1
de JoppeHeuvel Bed and Breakfast;;;;;;;;1;1
De Jufferen Lunsingh V.O.F.;;;1;;;;;;1
De Juristerij;;;;;1;;;;1
De Kaaswaag;;;1;;;;;;1
De Kale Pater B.V.;;;;;;;;1;1
De Kantine;;;;;;;;1;1
De Kardinalen, praktijk voor psychoanalyse;;;;;1;;;;1
De Kersenbloesem;;;;;;;;1;1
De Keulse Kar;;;;;;;;1;1
De Kleine Brouwketel;;;1;;;;;;1
De Kleine Wereld;;;;;;;;1;1
De Kloveniersdoelen B.V.;;;1;;;;;;1
De kluis Eten & Drinken;;;1;;;;;1;1
de Knoop mediation;;;1;;;;;;1
De Koekjesfabriek;;;;;;;;1;1
De Koning Mediation;;;;;1;;;;1
De Koning Vlees B.V.;;;1;;;;;;1
De Kookfabriek Amsterdam B.V.;;;1;;;;;;1
De Kookfabriek Rotterdam B.V.;;;1;;;;;;1
De Koperen Hoogte;;;1;;;;;;1
De Koperen Tuin B.V.;;;1;;;;;1;1
De Kort Catering B.V.;;;;;;;;1;1
De Kuilart Recreatie B.V.;;;;;;;;1;1
De Kwizzenjer;;;1;;;;;;1
De Laat Trainingen en Consultancy;;;;;1;;;;1
De Lachende Javaan;;;;;;;;1;1
De Lachende Koe II B.V.;;;1;;;;;1;1
De Lachende Vis;;;1;;;;;;1
De Librije B.V.;;;1;;;;;;1
De Limbourg Sittard B.V.;;;;;;;;1;1
de Lind 63;;;;;;;;1;1
De Linde Coaching;;;;;1;;;;1
De Lof der Zotheid;;;;;;;;1;1
De Marspoort V.O.F.;;;;;1;;;;1
De Mastworp;;;1;;;;;;1
De Meesterproef;;;1;;;;;;1
De Molen;;;1;;;;;;1
De Monchy & Bakker;;;;;1;;;;1
De Nieuwe Academie B.V.;;;;;1;;;1;1
De Nieuwe Karmeliet;;;1;;;;;;1
De Nieuwe Kracht B.V.;;2;1;;1;;;;2
De Nieuwe Liefde B.V.;;;;;2;;;;2
De Nieuwe Pelgrim;;;2;;1;;;;2
De Nonnen in Vught;;;;;3;;;;3
De Nonnerie B.V.;;;;;;;;1;1
De Noot Horecagroep B.V.;;;1;;;;;;1
De Olde Signorie;;;;;;;;1;1
De Omval B.V.;;;;;;;;1;1
De Onderzoekspartner;;;;;1;;;;1
De Ooievaar Beheer;;;;;;;;1;1
De Oude Herbergh;;;1;;;;;;1
De Oude Rechtbank B.V.;;;1;;;;;;1
De Pastinaeck;;;1;;;;;;1
De Peer Horeca B.V.;;;1;;;;;;1
de Persgroep Nederland B.V.;;;1;;1;;;1;1
De Pijl Medezeggenschap;;;1;;;;;;1
De Pont B.V.;;;;;;;;1;1
De PreventieCoach;;;;;1;;;;1
De Prins B.V.;;;1;;;;;;1
De Processpecialisten B.V.;;;;;1;;;;1
De Professionals B.V.;;;;;;;;1;1
De Pudding;;;;;;;;1;1
De Pure Keuken;;;;;;;;1;1
De Rede van Batavia Haven B.V.;;;1;;;;;;1
'De Reehorst' B.V.;;;1;;;;;1;1
De Reuselhoeve B.V.;;;1;;;;;;1
De Rijtuigenloods B.V.;;;2;;;;;;2
De Roode Leeuw Terborg B.V.;;;1;;;;;;1
De Rooie Kater;;;1;;;;;;1
De Rooij & Van Wijk Advocaten;;;;;;;;1;1
De Roos Geschenken B.V.;;;1;;;;;;1
De Rosier Vught B.V.;;;1;;;;;1;1
De Rotterdam B.V.;;;;;;;;1;1
De Rozijnenkorf;;;;;1;;;;1
De Ruif B.V.;;;1;;;;;1;1
De Ruijsscher Broodjes thodn Subway Dordrecht;;;1;;;;;;1
'De Saladetuin' Catering;;;1;;;;;;1
De Schenker;;;1;;;;;;1
De Schieter Sportprijzen;;;1;;;;;;1
De Smaakfabriek;;;1;;;;;1;1
De Smidse 's-Hertogenbosch B.V.;;;;;;;;1;1
De Smockelaer B.V.;;;1;;;;;;1
De Stadskwekerij B.V.;;;;;;;;1;1
De Steinsetuin;;;;;;;;1;1
De Stomerij Theresiastraat;;;1;;;;;;1
De Stroper Dordt B.V.;;;;;1;;;;1
De Succesfabriek;;;;;1;;;;1
De Taalcoach;;;;;1;;;;1
De Taaltrainer;;;;;1;;;;1
De Taart van Tonny;;;1;;;;;;1
De Tombe Consultancy B.V.;;;;;1;;;;1
De Trainingsvijver Amsterdam B.V.;;;;;1;;;;1
De Tuinderij;;1;;;;;;;1
De Twentse Cateringgroep Beheer B.V.;;;1;;;;;;1
De Twirre;;;1;;;;;;1
De Uitdaging;;;1;;;;;;1
De Utrechtse Haven B.V.;;;1;;;;;1;1
De Vaan Communicatie B.V.;;;;;2;;;;2
De Veldkeuken;;;1;;;;;;1
De Veldweide V.O.F.;;;1;;;;;;1
De Veranderzaak;;;1;;2;;;1;2
De Verbinders;;;;;1;;;;1
De Vereniging De Jonge Balie te Arnhem;;;;;1;;;;1
De Vetweide;;;1;;;;;;1
de Viersprong;;;;;1;;;;1
De Vinkenwaard Holding B.V.;;;;;1;;;;1
De Voet Stempel-Galerie-Makerij;;;;;1;;;;1
De Vogel Horecabeheer B.V.;;;1;;;;;1;1
De Volkskrant B.V.;;;1;;;;;;1
De Voltage;;1;;;;;;;1
De Voort Advocaten - Mediators;;;;;3;;;;3
De Vreugdehoeve;;;1;;;;;;1
De Vroolijke Frans B.V.;;;1;;;;;;1
De Vrouwenpoort;;;;;;;;1;1
De Vuurlinie Beverwijk B.V.;;;1;;;;;;1
De Waagh Nijmegen B.V.;;;;;;;;1;1
De Waddenhoeve;;;1;;;;;;1
De Wartenster;;;1;;;;;;1
De Waterreus;;;2;;;;;;2
De Watertuin Schiedam B.V.;;;;;;;;1;1
De Watertuin Spijkenisse B.V.;;;1;;;;;1;1
De Werkconsulent B.V.;;;1;;;;;;1
De werktuin;;;1;;1;;;;1
De Wijnvriend;;;1;;;;;;1
De Wilgenweard;;1;2;;1;;;;2
De Winkel van Sinkel B.V.;;;1;;;;;;1
De Witte Leeuw Breda B.V.;;;1;;;;;;1
De Witte Vosch B.V.;;;;;1;;;;1
De Wolf Training & Advies;;;;;1;;;1;1
De Wolfsberg B.V.;;;1;;;;;1;1
De Zoete Inval B.V.;;;1;;;1;;1;1
Debat.NL B.V.;;;;;1;;;;1
Debatrix;;;;;1;;;;1
Decisco B.V.;;;;;3;;;;3
Decos Software Engineering B.V.;;;;;2;;;;2
Decotrend B.V.;;;1;;;;;;1
Deep -solutions;;;1;;;;;;1
Deer Cross Holding B.V.;;;;;;;;1;1
Defacto Software B.V.;;;;;2;;;;2
Defendokai Hoogeveen Academie van Arkel;;;;;1;;;;1
Defra Taxi;;;;;;;;1;1
Déhora Consultancy Group B.V.;;;;;2;;;;2
Deinum's Catering & Party-Service;;;1;;;;;1;1
dejong*moons advocaten;;;1;;;;;;1
Dekker Zoetermeer;;;1;;;;;1;1
Dekxels B.V.;;;1;;;;;1;1
Dela Coöperatie UA;;;1;;;;;;1
deLex B.V.;;;;;1;;;;1
Delft Projects & Consultancy;;;1;;;;;;1
Delnoy & Partners Organisatie Advies B.V.;;;;;1;;;;1
Deloitte Consulting B.V.;;;;;1;;;;1
Delphi;;1;1;;;;;1;1
Delta International Promotioneel B.V.;;;3;;;;;;3
Delta Park Neeltje Jans B.V.;;;1;;;;;;1
Delta Sportcentrum B.V.;;;1;;;;;;1
DEMI Trading;;;;;;;;1;1
Demovides B.V.;;;;;3;;;;3
Den Draeck;;;1;;;;;;1
Den Haag Evenementen;;;;;1;;;;1
Den Haag Taxi 24;;;;;;;;1;1
Den Hartog & van Heijst;;;3;;;;;;3
Den Tol Pannenkoeken;;;;;;;;1;1
Den Witten Haen;;;;;;;;1;1
DeNamik B.V.;;;;;2;;;;2
Dendy B.V.;;;1;;;;;1;1
Denk Productief B.V.;;;;;1;;;;1
Denk Producties B.V.;;;;;2;;;;2
Dental Recycling Services B.V.;;;;;1;;;;1
Depok B.V.;;;;;;;;1;1
Deskbookers;;;;;1;;;;1
DeskFIT;;;;;1;;;;1
Dessaur Trainingen;;;;;1;;;;1
Detail4Retail;;;;;1;;;;1
DETHON Horeca Exploitatie B.V.;;;;;;;;1;1
Detra;;;1;;1;;;;1
Detron Telecom Enterprise;;;;;1;;;;1
Devoteam Nederland B.V.;;;;;1;;;;1
DeWolf&Mussen;;;;;;;;1;1
DFG;;1;1;;1;;;;2
DFGS B.V.;;;;;1;;;;1
Dialexis Advies B.V.;;;;;1;;;;1
Dialogis;;;2;;1;;;;2
Dialogue B.V.;;;;;2;;;;2
Diamant Coaching;;;;;1;;;;1
Diamanten Schaar;;;1;;;;;;1
Diamantvlinder;;;;;1;;;;1
DiaVentie Management Consulting;;;;;2;;;;2
DIBO Beroepsopleidingen;;;;;2;;;;2
Dickens Horecabedrijven B.V.;;;;;;;;1;1
Diederen Konstruktie B.V.;;;1;;;;;;1
Diemen & Van Gestel Talentontwikkeling;;;;;1;;;;1
Diepeveen Herveld B.V.;;;;;;;;1;1
Dierenpark 'Amersfoort' B.V.;;;1;;;;;;1
Dietistenpraktijk K.van Wolfswinkel;;;1;;;;;;1
Digital Action;;;;;1;;;;1
Digitransfer B.V.;;;1;;;;;;1
Dikscommuniceert;;;;;1;;;;1
Dimencegroep;;;1;;1;;;;1
Dimensional Insight Netherlands;;;1;;;;;;1
Diner Thuis;;;;;;;;1;1
Dino Trailerbouw;;;1;;;;;;1
Dionysos Taverna Ouzomezedopolion;;;1;;;;;;1
DIOR Opleidingen;;;;;2;;;;2
Direct Students B.V.;;;;;1;;;;1
Direction Briefings for Business Leaders;;;;;1;;;;1
Dirksen Schoonmaakartikelen B.V.;;;7;4;;;;1;7
Dive the Globe B.V.;;;1;;;;;;1
Diversey B.V.;;;;;1;;;;1
DIVERSION Holding B.V.;;;2;;;;;;2
Divi Recruitment B.V.;;;;;2;;;1;2
Dixi Sanitary Services B.V.;;;1;;;;;;1
Djambo kidsplay B.V.;;;1;;;;;;1
DLB Exploitatie B.V.;;;;;;;;1;1
DMP Hardwork & Dedication;;;1;;;;;;1
DNV GL Business Assurance;;;1;;;;;;1
DO Consultancy;;;;;1;;;;1
Doc/sa;;;;;1;;;;1
DocWolves B.V.;;;1;;;;;;1
Doenederland.nl B.V.;;1;1;;;;;;2
Dokkumer Vlaggen Centrale B.V.;;;1;;;;;;1
Dokters van de Wereld;;;1;;;;;;1
Dolce Verona;;;1;;;;;;1
Dolce Vita;;;1;;;;;1;1
Dolderman Letselschade Advocatuur;;;1;;;;;;1
D'Olderwetse Bakkerieje;;;1;;;;;;1
Domino's Pizza;;;;;1;;;;1
Domino's Pizza Netherlands B.V.;;;;;;;;1;1
Dommerholt Advocaten;;;;;1;;;;1
Dompvloet Opleidingen;;;;;1;;;;1
Domstad Evenementen B.V.;;1;1;;;;;;1
DON Opleidingen Den Haag;;;;;1;;;;1
Don Qui John;;;;;;;;1;1
Donati;;;;;;;;1;1
Donato's Gewoon Bijzonder;;;;;;;;1;1
Dönerland;;;1;;;;;;1
Doomernik training & coaching;;;;;1;;;;1
Doornse Oranjerie;;;;;;;;1;1
Dopmeijer sinds 1909;;;1;;;;;;1
Dordts Genoegen;;;;;;;;1;1
Dordts Wonen;;;1;;;;;1;1
Dordtse Bazar Verhuur;;;1;;;;;;1
Double Dutch Amsterdam B.V.;;;1;;;;;;1
Double Healix Educational Media B.V.;;;;;1;;;;1
Down Under Horecaexploitatie B.V.;;;1;;;;;1;1
Doxa B.V.;;;1;;;;;1;1
dr. Christian Hauck, huisarts;;;1;;;;;;1
Draaijer Mediation & Conflicthantering;;;;;1;;;;1
Dräger Nederland B.V.;;;;;1;;;;1
Dragon Garden;;;;;;;;1;1
Drankenhandel J. Veldboer B.V.;;;1;;;;;;1
Drankenhandel Leiden;;;;;;1;;;1
D-Reizen Vakantie Winkels;;;;;;;;1;1
Drentea Kantoormeubelen;;1;;;;;;;1
Drieharing B.V.;;;;;;;;1;1
Driessen B.V.;;1;1;2;1;;;1;2
Drive-in show 4 you;;;1;;;;;;1
DRominos t.h.o.d.n. Domino's Pizza Den Bosch;;;1;;;;;1;1
DROOMvilla LUX B.V.;;;1;;;;;;1
Dros & Cohen Holding B.V.;;;;;1;;;;1
Drs. G.J. v.d. Spek Comm.train. & Tekstadv.;;;;;1;;;;1
Drs. Jacoba van Egmond, Coach;;;;;1;;;;1
Drs. M. van Ekelenburg Organis.-Adviseur B.V.;;;;;1;;;;1
Drukkerij Van den Broek V.O.F.;;;1;;;;;;1
Drums and Barrels;;;1;;;;;;1
DRW Juridische Diensten;;1;;;;;;;1
DSH Domburg Sportprijzen Holland/Promopin.nl;;;;;;1;;;1
DT&L;;;;;;;;2;2
DTS Veiligheidsopleidingen;;;;;1;;;;1
du ROI Audit & Monitoring;;;;;1;;;;1
Dubbel U B.V.;;;;;;;;1;1
Duck's Toer;;;1;;;;;;1
Ducktrail B.V.;;;1;;;;;1;1
Dudink & Starink Advocaten;;;;;;;;1;1
Dudok Arnhem B.V.;;;1;;;;;1;1
Dudok Den Haag B.V.;;1;1;;1;;;;1
Dudok Rotterdam B.V.;;;1;;;;;1;1
Dudok-Patisserie;;;1;;;;;;1
Duifhuizen tassen & koffers;;1;;;;;;;1
Dujos Horeca;;;1;;;;;1;1
Dunamis Rhema Works;;;;;1;;;;1
Dusecon;;;;;2;;;;2
Dutch Aviation Group (DAG);;;1;;;;;;1
Dutch Hunting Falcons;;;1;;;;;;1
Duynisveld PR & Events B.V.;;;2;;;;;;2
DWE B.V.;;;;;;;;1;1
Dynamisch Bureau;;;;;2;;;;2
Dynamisch Bureau B.V.;;;1;;;;;;1
Dynamo B.V.;;;;;1;;;;1
DynaVision B.V.;;;;;3;;;;3
E. Bonn Holding B.V.;;;;;1;;;1;1
E. Schut Acupunct./Orthomoleculair PNI adv.;;;;;;;;1;1
Eastern Plaza;;;1;;;;;;1
Easy Ergonomics B.V.;;1;;;;;;;1
EasyRent Rotterdam Autostrada;;;;;;;;1;1
Eat Your Heart Out;;;1;;;;;;1
Eazie Den Haag II B.V.;;;;;;;;1;1
Ebbinge & Company;;;;;2;;;;2
Ecabo Services;;;;;1;;;1;1
ECDL Nederland;;;;;1;;;;1
Echo Trainingen;;;;;1;;;;1
ECHOS Home Baan Zulu;;;1;;;;;1;1
Echte Bakker Brakenhoff B.V.;;;1;;;;;;1
Echte Bakker Verkerk;;;1;;;;;;1
Eddie's Taartenservice;;;2;;;;;;2
E-Democracy B.V.;;;;;1;;;;1
Eden Oranje Hotel B.V.;;;1;;1;;;1;1
Eden Springs Nederland B.V.;;;;;;;;1;1
Edenred Nederland;;;1;;;;;;1
Edu van de Velden OSC;;;;;1;;;;1
EDU-ACT BV;;;;;1;;;;1
Edulaw;;;;;1;;;;1
Edu-Line;;;;;2;;;;2
Edunoord B.V.;;;;;1;;;;1
Eduvita;;;1;;1;;;;1
Edz;;;1;;;;;;1
EEN! B.V.;;;;;;;;1;1
Eenden Verhuur Westland;;;1;;;;;;1
Eenhoorn Evenementen;;;1;;;;;;1
Eenhoorn Fotografie;;;1;;;;;1;1
eerlijkmetrecht B.V.;;;1;;;;;;1
Eerste Hulp Bij Ongelukken Vereniging Erp;;;;;1;;;;1
Eerste Taxi Centrale Almere (Etca) B.V.;;;1;;;;;;1
Eet & Bierlokaal Aogse Markt;;;;;;;;1;1
Eet- & Proeflokaaltje De Kurk;;;;;;;;1;1
Eet- en Bierencafé De Beiaard;;;;;;;;1;1
Eet en bierlokaal De Molen;;;1;;;;;;1
Eet- en koffiehuis de Kiosk;;;;;;;;1;1
Eetablissement Het Gerecht;;;;;;;;1;1
Eetcafé 12 Ambachten;;;1;;;;;;1
Eetcafé Cafetaria de Hoek;;;;;;;;1;1
Eetcafe De Fabriek;;;;;1;;;;1
Eetcafe De Kleine Prins B.V.;;;1;;;;;1;1
Eetcafe de Stadstuin;;;1;;;;;1;1
Eetcafe D'n Hertog;;;1;;;;;;1
Eetcafé en restaurant de Buren;;;1;;;;;;1
Eetcafé Jonker Sikke;;;;;;;;1;1
Eetcafé Noumidia;;;;;1;;;;1
Eetcafé Schuitendiep;;;;;;;;1;1
Eetcafe Spinoza;;;1;;;;;;1
Eetcafé 't Goede;;;1;;;;;;1
Eetcafé 't Keerpunt;;;;;;;;1;1
Eetcafé Te Koop B.V.;;;1;;;;;;1
Eetcafé Vidocq;;;;;;;;1;1
Eetcafé Walkabout;;;1;;;;;;1
Eethuis 'De Stoeterij';;;;;;;;1;1
Eethuis Misto;;;1;;;;;;1
Eetpark V.O.F.;;;1;;;;;;1
Eetwinkel de Boerenmeisjes;;;;;1;;;;1
Effecta;;;;;3;;;;3
Effectief Netwerken;;;;;2;;;;2
Effective English;;;;;1;;;;1
Effectivents;;;;;1;;;;1
Effectivitijd;;;;;1;;;;1
Effectory B.V.;;;4;;;;;;4
Egasail;;;1;;;;;;1
EHM Hotel Hulshorst De Beyaerd Expl.mij. B.V.;;;1;;1;;;;1
EHM Hotel Papendrecht Exploitatiemaatschappij;;;1;;;;;1;1
EHP Exploitatie Hotel De Veluwe B.V.;;;1;;;;;1;1
EHP Exploitatie Hotel Loosdrecht B.V.;;;1;;;;;;1
EHS crew;;;1;;;;;;1
Eiffel B.V.;;;;;1;;;;1
Eigen Houtje;;;;;;;;1;1
Eindhoven Airport Hotel B.V.;;;;;;;;1;1
Ekelmans & Meijer Advocaten;;;;;1;;;1;1
El Barrio;;;1;;;;;1;1
El Mundo de las Tapas;;;1;;;;;;1
El Niño;;;1;;;;;;1
El Pueblo;;;1;;;;;;1
Elan Groep;;;1;;1;;;;2
elasticsearch B.V.;;;;;1;;;;1
E-Learningportals B.V.;;;;;2;;;;2
Eleftheria B.V.;;;;;;;;1;1
Elisabeth Weeshuis Cafe;;1;;;;;;;1
Ellen Bakker Zang;;;;;;;;1;1
Ellen van Rijssel Personal Coaching;;;;;2;;;;2
Ellen Zijm;;;1;;;;;;1
Ellis Oudendijk Veranderingsmanagement;;;;;1;;;;1
Elly Pastoor Advies;;;;;1;;;;1
Elvira Bloemenatelier;;;1;;;;;;1
Elycio B.V.;;;;;1;;;;1
Elycio Talen;;;;;2;;;;2
Elycio Talen B.V.;;;;;3;;;;3
Emcéjé;;;;;1;;;;1
EMDR Kind en Jeugd;;;;;1;;;;1
Emerce B.V.;;;;;1;;;;1
E-Mergo;;;;;1;;;;1
Emgas B.V.;;;1;;;;;;1
emovement;;;1;;1;;;;1
Endlich Communicatie;;;;;1;;;;1
Engels B.V.;;;1;;;;;;1
Engels Conference Center B.V.;;;;;1;;;;1
Enjoy your Office;;;1;;;;;;1
Enneagram Nederland;;;;;1;;;;1
Enterprise Nederland;;;1;;;;;;1
Entopic B.V.;;;1;;1;;;;1
EPEA-NL;;;1;;1;;;;1
ER Events BV;;;;;1;;;1;1
Erfgoedlogies De Eshof;;;;;;;;1;1
Ergatis B.V.;;2;2;;;;;;2
ErgoVisie;;;;;1;;;;1
Ergoweb;;1;;;;;;;1
Ergozit;;1;;;;;;;1
Eriko Beheer B.V.;;;;;;;;1;1
Ermermeer Exploitatie B.V.;;;1;;;;;;1
Ernst & Young Accountants LLP;;;;;1;;;;1
Erve Hiddink Horeca & Recreatie V.O.F.;;;1;;;;;;1
Erve Hulsbeek B.V.;;;;;;;;1;1
Escape Room;;;1;;;;;;1
Escape World B.V.;;;1;;;;;1;1
Escape010;;;1;;;;;;1
Escaping;;;1;;;;;;1
Eskens Advies & Coaching;;;;;1;;;;1
Esra Handelmaatschappij B.V.;;;;;;;;1;1
Essence Trainingen Amsterdam B.V.;;;;;1;;;;1
Eten & Zo;;;;;;;;1;1
Eten & Zo Zoetermeer B.V.;;;1;;;;;1;2
Eten bij Werelds;;;1;;1;;;;1
Etop;;1;;;1;;;;1
Eur. Instit. voor Certified Public Controll.;;;1;;1;;;;1
Eur. Organ. of Prison and Correctional Serv.;;;1;;;;;;1
Euregio kantoormeubelhandel B.V.;1;;;;;;;;1
Euregionaal Congresburo;;;;;1;;;;1
Eurest Services B.V.;;;1;;1;;;1;1
Euro Car en Parts Center;;;;;;;;1;1
Euro Events;;1;;;;;;;1
Euroborg Horeca;;;2;;1;;;;2
Euroforum;;;1;;2;;;;2
Euroforum Uitgeverij B.V.;;;;;2;;;;2
Euronext Amsterdam N.V.;;;1;;;;;;1
Europe Service;;;;1;;;;;1
Europees Instituut De Baak B.V.;;;;;2;;;;2
Eurosafe Solutions B.V.;;;;;1;;;;1
EuSZ Consultancy;;;;;;;;1;1
EVC Centrum Nederland B.V.;;;1;;2;;;;2
Eveline Bets Tekst & Publiciteit;;;;;;;;1;1
EVEN DOEN B.V.;;;;;1;;;;1
