OBJECTID;ADRES;ADRES_TYPE;SOORTADRES;OPENBARERUIMTENAAM;HUISNUMMER;HUISLETTER;TOEVOEGING;POSTCODE;GEBRUIKSDOEL;BUURTNAAM;WIJKNAAM;STADSDEELNAAM;WOONPLAATSNAAM;BAG_ID_VERBLIJFSOBJECT;BAG_ID_ADRES;BAG_ID_PAND;VVE;AARD_ZAKELIJKRECHT;CULTUURBEBOUWD;KADAANDUIDING_APPARTEMENTSRECHT;SPLITSINGSTYPE;ONTSTAANUIT_SPLITSING;KADAANDUIDING_PERCELEN;KADCONTROLE;X;Y;LONG;LAT
977;Sirtemastraat 180 2513ST 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;180;;;2513ST;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000843594;0518200000843593;0518100000338397;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 444;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80370.9059999995;454771.5540000014;4.29857732605986;52.076187485349855
978;Sirtemastraat 178 2513ST 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;178;;;2513ST;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000708452;0518200000708451;0518100000338397;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 445;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80379.87099999934;454780.3770000003;4.298706147666289;52.0762679836541
979;Sirtemastraat 176 2513ST 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;176;;;2513ST;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000575924;0518200000575923;0518100000338397;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 446;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80388.64299999923;454786.8379999995;4.2988326714093175;52.076327229121944
980;Sirtemastraat 174 2513ST 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;174;;;2513ST;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000892393;0518200000892392;0518100000338397;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 447;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80396.39799999818;454792.55099999905;4.2989445264057675;52.076379615341466
981;Sirtemastraat 52 2513SN 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;52;;;2513SN;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000877551;0518200000877550;0518100000203790;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 448;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80412.93299999833;454795.0460000001;4.29918513891907;52.076404264927085
982;Sirtemastraat 54 2513SN 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;54;;;2513SN;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000707542;0518200000707541;0518100000203790;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 449;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80417.71299999952;454798.48600000143;4.299254101841859;52.07643582321656
983;Sirtemastraat 56 2513SN 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;56;;;2513SN;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000775257;0518200000775256;0518100000203790;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 450;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80427.64299999923;454805.6970000006;4.299397351986867;52.07650196411991
984;Sirtemastraat 58 2513SN 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;58;;;2513SN;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000437710;0518200000437709;0518100000203790;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 451;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80434.13100000098;454810.4479999989;4.299490939443699;52.07654553392901
985;Sirtemastraat 60 2513SN 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;60;;;2513SN;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000505228;0518200000505227;0518100000203790;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 452;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80442.78700000048;454814.94900000095;4.2996162014851915;52.076587148915685
986;Sirtemastraat 314 2513SX 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;314;;;2513SX;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000406272;0518200000406271;0518100000352894;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 453;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80299.68299999833;454714.54100000113;4.297551047260514;52.075665519973064
987;Sirtemastraat 316 2513SX 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;316;;;2513SX;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000707288;0518200000707287;0518100000352894;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 454;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80305.72899999842;454720.7749999985;4.297637860176865;52.07572235895765
988;Sirtemastraat 318 2513SX 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;318;;;2513SX;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000790157;0518200000790156;0518100000352894;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 455;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80313.1240000017;454726.21400000155;4.297744521816051;52.07577223538264
989;Sirtemastraat 320 2513SX 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;320;;;2513SX;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000641755;0518200000641754;0518100000352894;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 456;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80322.97399999946;454733.4609999992;4.2978865929547405;52.075838690850254
990;Sirtemastraat 250 2513SV 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;250;;;2513SV;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000437420;0518200000437419;0518100000308006;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 457;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80336.63800000027;454748.6479999982;4.298082552461857;52.07597701519309
991;Sirtemastraat 252 2513SV 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;252;;;2513SV;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000403802;0518200000403801;0518100000308006;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 458;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80344.00899999961;454754.061999999;4.298188870645855;52.07602666331175
992;Sirtemastraat 254 2513SV 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;254;;;2513SV;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000875201;0518200000875200;0518100000308006;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 459;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80353.21400000155;454760.8060000017;4.298321646234473;52.076088510957426
993;Sirtemastraat 256 2513SV 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;256;;;2513SV;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000806999;0518200000806998;0518100000308006;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 460;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80362.89799999818;454765.73000000045;4.298461806349591;52.07613406715009
994;Sirtemastraat 188 2513ST 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;188;;;2513ST;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000541735;0518200000541734;0518100000338397;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 461;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80370.9059999995;454771.5540000014;4.29857732605986;52.076187485349855
995;Sirtemastraat 186 2513ST 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;186;;;2513ST;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000843664;0518200000843663;0518100000338397;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 462;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80379.87099999934;454780.3770000003;4.298706147666289;52.0762679836541
996;Sirtemastraat 184 2513ST 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;184;;;2513ST;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000642516;0518200000642515;0518100000338397;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 463;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80388.64299999923;454786.8379999995;4.2988326714093175;52.076327229121944
997;Sirtemastraat 182 2513ST 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;182;;;2513ST;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000608878;0518200000608877;0518100000338397;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 464;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80396.39799999818;454792.55099999905;4.2989445264057675;52.076379615341466
998;Sirtemastraat 70 2513SP 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;70;;;2513SP;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000437712;0518200000437711;0518100000203790;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 465;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80412.93299999833;454795.0460000001;4.29918513891907;52.076404264927085
999;Sirtemastraat 68 2513SP 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;68;;;2513SP;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000505230;0518200000505229;0518100000203790;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 466;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80417.71299999952;454798.48600000143;4.299254101841859;52.07643582321656
1000;Sirtemastraat 66 2513SP 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;66;;;2513SP;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000807272;0518200000807271;0518100000203790;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 467;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80427.64299999923;454805.6970000006;4.299397351986867;52.07650196411991
1001;Sirtemastraat 64 2513SP 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;64;;;2513SP;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000370560;0518200000370559;0518100000203790;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 468;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80434.13100000098;454810.4479999989;4.299490939443699;52.07654553392901
1002;Sirtemastraat 62 2513SP 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;62;;;2513SP;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000471584;0518200000471583;0518100000203790;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 469;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80442.78700000048;454814.94900000095;4.2996162014851915;52.076587148915685
1003;Sirtemastraat 328 2513SX 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;328;;;2513SX;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000473675;0518200000473674;0518100000352894;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 470;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80299.68299999833;454714.54100000113;4.297551047260514;52.075665519973064
1004;Sirtemastraat 326 2513SX 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;326;;;2513SX;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000372797;0518200000372796;0518100000352894;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 471;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80305.72899999842;454720.7749999985;4.297637860176865;52.07572235895765
1005;Sirtemastraat 324 2513SX 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;324;;;2513SX;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000842985;0518200000842984;0518100000352894;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 472;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80313.1240000017;454726.21400000155;4.297744521816051;52.07577223538264
1006;Sirtemastraat 322 2513SX 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;322;;;2513SX;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000809050;0518200000809049;0518100000352894;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 473;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80322.97399999946;454733.4609999992;4.2978865929547405;52.075838690850254
1007;Sirtemastraat 258 2513SW 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;258;;;2513SW;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000840933;0518200000840932;0518100000308006;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 474;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80336.63800000027;454748.6479999982;4.298082552461857;52.07597701519309
1008;Sirtemastraat 262 2513SW 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;262;;;2513SW;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000471271;0518200000471270;0518100000308006;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 476;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80353.21400000155;454760.8060000017;4.298321646234473;52.076088510957426
1009;Sirtemastraat 264 2513SW 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;264;;;2513SW;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000807001;0518200000807000;0518100000308006;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 477;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80362.89799999818;454765.73000000045;4.298461806349591;52.07613406715009
1010;Sirtemastraat 196 2513ST 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;196;;;2513ST;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000542663;0518200000542662;0518100000338397;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 478;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80370.9059999995;454771.5540000014;4.29857732605986;52.076187485349855
1011;Sirtemastraat 194 2513ST 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;194;;;2513ST;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000441663;0518200000441662;0518100000338397;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 479;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80379.87099999934;454780.3770000003;4.298706147666289;52.0762679836541
1012;Sirtemastraat 192 2513ST 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;192;;;2513ST;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000643430;0518200000643429;0518100000338397;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 480;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80388.64299999923;454786.8379999995;4.2988326714093175;52.076327229121944
1013;Sirtemastraat 190 2513ST 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;190;;;2513ST;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000810552;0518200000810551;0518100000338397;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 481;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80396.39799999818;454792.55099999905;4.2989445264057675;52.076379615341466
1014;Sirtemastraat 72 2513SP 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;72;;;2513SP;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000404073;0518200000404072;0518100000203790;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 482;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80412.93299999833;454795.0460000001;4.29918513891907;52.076404264927085
1015;Sirtemastraat 74 2513SP 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;74;;;2513SP;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000739167;0518200000739166;0518100000203790;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 483;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80417.71299999952;454798.48600000143;4.299254101841859;52.07643582321656
1016;Sirtemastraat 76 2513SP 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;76;;;2513SP;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000471586;0518200000471585;0518100000203790;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 484;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80427.64299999923;454805.6970000006;4.299397351986867;52.07650196411991
1017;Sirtemastraat 78 2513SP 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;78;;;2513SP;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000572385;0518200000572384;0518100000203790;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 485;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80434.13100000098;454810.4479999989;4.299490939443699;52.07654553392901
1018;Sirtemastraat 80 2513SP 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;80;;;2513SP;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000538769;0518200000538768;0518100000203790;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 486;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80442.78700000048;454814.94900000095;4.2996162014851915;52.076587148915685
1019;Sirtemastraat 330 2513SX 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;330;;;2513SX;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000877239;0518200000877238;0518100000352894;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 487;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80299.68299999833;454714.54100000113;4.297551047260514;52.075665519973064
1020;Sirtemastraat 332 2513SX 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;332;;;2513SX;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000756050;0518200000756049;0518100000352894;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 488;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80305.72899999842;454720.7749999985;4.297637860176865;52.07572235895765
1021;Sirtemastraat 334 2513SX 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;334;;;2513SX;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000439883;0518200000439882;0518100000352894;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 489;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80313.1240000017;454726.21400000155;4.297744521816051;52.07577223538264
1022;Sirtemastraat 336 2513SX 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;336;;;2513SX;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000574509;0518200000574508;0518100000352894;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 490;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80322.97399999946;454733.4609999992;4.2978865929547405;52.075838690850254
1023;Sirtemastraat 266 2513SW 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;266;;;2513SW;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000504927;0518200000504926;0518100000308006;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 491;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80336.63800000027;454748.6479999982;4.298082552461857;52.07597701519309
1024;Sirtemastraat 268 2513SW 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;268;;;2513SW;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000471273;0518200000471272;0518100000308006;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 492;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80344.00899999961;454754.061999999;4.298188870645855;52.07602666331175
1025;Sirtemastraat 270 2513SW 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;270;;;2513SW;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000370312;0518200000370311;0518100000308006;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 493;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80353.21400000155;454760.8060000017;4.298321646234473;52.076088510957426
1026;Sirtemastraat 272 2513SW 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;272;;;2513SW;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000437422;0518200000437421;0518100000308006;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 494;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80362.89799999818;454765.73000000045;4.298461806349591;52.07613406715009
1027;Sirtemastraat 202 2513ST 's-Gravenhage;Verblijfsobject;Hoofdadres;Sirtemastraat;202;;;2513ST;woonfunctie;Kortenbos;Centrum;Centrum;'s-Gravenhage;0518010000821777;0518200000821776;0518100000338397;Vereniging Van Eigenaars Sirtemastraat 12 Tot En Met 336 (Even) Te 'S-Gravenhage;Eigendom (recht van);;GVH00 C 6218 A 496;Ondersplitsing;NL.KAD.Persoon.122866042;GVH00 C 6117 P ;1;80379.87099999934;454780.3770000003;4.298706147666289;52.0762679836541
