Leveranciers;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
Optimaal Talent;;;;;;1;;;;1
Oracle Nederland;;;;;;1;;;;1
Oranjebeekpraktijk;;;;;;1;;;;1
Orde van organisatiekundigen en -adviseurs;;;;;;1;;;;1
Ordina Nederland B.V.;2;;;;;;;;;2
Organisatieregie B.V.;;;;1;;2;;;;2
Organisatievragen Utrecht;;;;;;1;;;;1
Oscar Wildschut Training en Coaching;;;;;;1;;;;1
OSR Juridische Opleidingen B.V.;;;;;;2;;;;2
Oudaen B.V.;;;;1;;;;;1;1
Oudshoorn Bloemen;;;;1;;;;;;1
OVERDENKWERK;;;;;;1;;;;1
Oxera Consulting Limited;;;;;;1;;;;1
P.R.O. Consult;;;;;;1;;;1;1
P1 Off Street Management B.V.;;;;;;;;;2;2
Pact Eilander;;;;;;1;;;;1
Pardon Consult;;;;;;1;;;;1
Parfumerie Douglas Nederland B.V.;;;;1;;;;;;1
Park-line B.V.;1;;;;;;;;;1
ParkPlus B.V.;;;;;;;;;1;1
Partnership Brokers Association;;;;;;1;;;;1
Party Restaurant Rozenoord;;;;;;;;;1;1
Party Service-Catering De Vier Jaargetijden;;;;1;;;;;;1
Partyservice Slump B.V.;;;;1;;;;;;1
Partyservice Van der Zee;;;;1;;;;;;1
Partyverhuurzwolle;;;;1;;;;;;1
Passion@Work;;;;;;1;;;;1
Pastoor B.V.;;;;;;1;;;;1
Patisserie van Gent;;;;1;;;;;;1
Paviljoen Malieveld;;;;1;;;;;;1
PBLQ B.V.;;;;;1;4;;;;4
PDS Professional Driving Solutions B.V.;;;;;;1;;;;1
Peacock;;;;;;1;;;;1
Peltex Workwear;;;1;;;;;;;1
Penta Scope B.V.;;;;;;1;;;;1
Performa Uitgeverij B.V.;1;;;;;1;;;;1
Permeduc;;;;;;1;;;;1
Persolog Nederland;;;;;;1;;;;1
Personeelsvereniging 'De Til';;;;1;;;;;;1
Personeelsvereniging Remunj;;;;1;;;;;;1
Phaos Advies B.V.;;;;;;1;;;;1
Phoenix Opleidingen;;;;;;1;;;;1
Photo Republic;;;;1;;;;;;1
PiCompany B.V.;;;;;1;;;;;1
Pinc Conferences B.V.;;;;;;;;;1;1
Pioen Consult;;;;;;2;;;;2
Pipeline Protection Services;;;;;;1;;;;1
Pitch en Putt Golf Bussloo;;;;1;;;;;;1
Pizzeria Ristorante Bella Italia B.V.;;;;1;;;;;;1
Planon B.V.;;;;;;1;;;;1
Plata Foundation B.V.;;;;;;1;;;;1
Plaza Premium Lounge (UK) Limited;;;;;;;;;1;1
Plein 9 A B.V.;;;;1;;;1;;;1
Plesch B.V.;;;;;;1;;;;1
Plezier in Delft B.V.;;;;1;;;;;;1
PMT, Ground Crew Training Centre B.V.;;;;;;1;;;;1
Podium CafÃ© 'Peter en Leni';;;;1;;;;;;1
Polisophia;;;;1;;;;;;1
Pop-up Fun B.V.;;;;1;;;;;;1
POSG Professionals B.V.;;;;;1;;;;;1
Postillion Hotel Amersfoort Veluwemeer;;;;1;;;;;;1
Postwagen Tolbert B.V.;;;;1;;;;;;1
Prachtig B.V.;;;;1;;;;;;1
Praktijk Psychologie en Psychotherapie Meppel;;;;;;1;;;;1
Praktijk Winchester;;;;;;1;;;;1
Prelum Uitgevers B.V.;;;;;;1;;;;1
Premium & Promotion Partners B.V.;;;;1;;;;;;1
Primera Den Haag;;;;2;;;;;;2
Priva B.V.;;;;;;1;;;;1
Prixos B.V.;;;;1;;;;;;1
Pro Actief B.V.;;;;;;1;;;;1
Pro Facto B.V.;;;;;;1;;;;1
Proeflokaal Maallust;;;;1;;;;;;1
Proeverij La Coupure;;;;1;;;;;;1
ProHuman B.V.;;;;;;2;;;;2
Project Conscious Connect;;;;;1;;;;;1
Projektivity;;;;;;;;;1;1
Promopodium B.V.;;;;2;;;;;;2
Prosu B.V.;;;;;;1;;;1;1
Protinus IT B.V.;;;1;;;2;;;;2
Protocolbureau;;;;;;1;;;;1
Psychologisch Adviesbureau Kuhlemeier;;;;;;;;;1;1
Psyon B.V.;;;1;;;;;;;1
Public Partners B.V.;;;;;1;2;;;;2
Public Policy Exchange Ltd;;;;;;1;;;;1
Pulsar;;;;;;1;;;;1
Punda Milia;;;;;;;;;1;1
Punt Zes;;;;;;1;;;;1
PURE Talent;;;;;;1;;;;1
Purple Monkey;;;;;;1;;;;1
Puur Utrecht;;;;1;;;;;;1
Puur Werk Uitzendbureau B.V.;;;;1;;;;;;1
PUUR.nu B.V.;;;;;1;;;;;1
PvIB: Platform voor informatiebeveiliging;;;;;;1;;;;1
Q&A Company;;;;;;2;;;;2
Q5 Business Engineers B.V.;;;;;;;;;1;1
QAducation;;;;;;1;;;;1
Qiss IT B.V.;;;;;;1;;;;1
QMandS;;;;1;;;;;;1
QO Storm Utrecht B.V.;;;;1;;;;;;1
Q-Park Nederland;;;;;;;;;1;1
Quartier Leopold;;;;;;1;;;;1
Queen Bee;;;;1;;;;;;1
Quint Wellington Redwood Nederland B.V.;;;;;;1;;;;1
Quinton Brandveiligheid B.V.;;;;;;1;;;;1
Quirin's B.V.;;;;1;;;;;;1
QuoVadis Trustlink B.V.;;;;;1;;;;;1
Raatwerk B.V.;;;2;;;;;;;2
Radiological Society of North America (RSNA);;;;;;;;;1;1
Railforum Nederland;;;;;;1;;;;1
Rama Horeca B.V.;;;;1;;;;;;1
Randstad Groep Nederland B.V.;;;;;;;;;1;1
RAW;;;;1;;;;;;1
RB&W;;;;;;1;;;;1
RDM Kantine B.V.;;;;1;;;;;;1
Realix;;;;1;;;;;;1
Real-life Xcape;;;;1;;;;;;1
Rebus Varende Evenementen;;;;1;;;;;;1
Reciproc B.V.;;;;;;1;;;;1
Rederij Diane Rondvaarten;;;;1;;;;;;1
Reed Business B.V.;;;;;;1;;;1;1
Refleks Training en Coaching;;;;;;1;;;;1
Regardz Business Center;;;;;;;;;1;1
Regelink Ecologie B.V.;;;;;;1;;;;1
Regina Bloemsierkunst;;;;;;;1;;;1
Regina Coeli Language Courses B.V.;;;;;;2;;;;2
Regio Academie B.V.;;;;;;1;;;1;1
Regio. Opleidingen Centrum Midden Nederland;;;;;;1;;;;1
ReliableFarming;;;;;;;;;1;1
Rembrandt' Productions;;;;1;;;;;;1
Rena Beheer B.V.;;;;1;;;;;;1
Rendement Uitgeverij B.V.;;;;;;1;;;;1
Residence Rhenen B.V.;;;;1;;;;;;1
Resolve;;;;;;;;;1;1
Restaurant & Catering Mennega;;;;1;;;;;;1
Restaurant Assen B.V.;;;;1;;;;;;1
Restaurant Bij Erik;;;;1;;;;;;1
Restaurant Christian;;;;1;;;;;;1
Restaurant De Basiliek B.V.;;;;1;;;;;1;1
Restaurant De Gaanderij;;;;1;;;;;;1
Restaurant de Stroming;;;;1;;;;;;1
Restaurant 'De Twee Provinci�n';;;;2;;;;;;2
Restaurant d'Ouwe Tramhalte;;;;1;;;;;;1
Restaurant Fouquet;;;;1;;;;;;1
Restaurant Grandcaf� Liff;;;;1;;;;;;1
Restaurant Het Spinnewiel;;;;1;;;;;;1
Restaurant La Passione;;;;1;;;;;;1
Restaurant La Rusticana;;;;1;;;;;;1
Restaurant Le Vieux Jean;;;;;;;1;;;1
Restaurant Onz;;;;1;;;;;1;1
Restaurant Pesse B.V.;;;;1;;;;;;1
Restaurant San Siro;;;;1;;;;;1;1
Restaurant Sarinande;;;;1;;;;;;1
Restaurant Syr;;;;1;;;;;;1
Restaurant 't Veerhuis Opheusden;;;;1;;;;;;1
Restaurant Tafel aan de Gracht.;;;;;;;;;1;1
Restaurant van Aken;;;;;;;;;1;1
Resto VBA B.V.;;;;;;;;;1;1
Ricas Instituut voor Risico-Advisering en Veiligheidsopleidingen;;;;;;4;;;;4
Rietland';;;;1;;;;;;1
Rijangstcoach.nl;;;1;;;;;;;1
Rijnconsult B.V.;;;;;;1;;;;1
Rijwielspecialist P. Gahler V.O.F.;;;;1;;;;;;1
RIKILT;;;;;;;1;;;1
Riskjourney B.V.;;;;;;1;;;1;1
Ristorante Italiano Pizzeria Romagna;;;;1;;;;;;1
Rock Palace B.V.;;;;1;;;;;;1
Rodizio;;;;;;;;;1;1
ROHDE & GRAHL B.V.;;;1;;;;;;;1
Rond Je Stem;;;;;;1;;;;1
Rondeel B.V.;;;;;1;;;;;1
RONT Management Consultants B.V.;;;;;;;;;1;1
Rootz Harbour B.V.;;;;1;;;;;;1
Rosarium Wokrestaurant Westbroekpark;;;;1;;;;;;1
Rotterdam Marathon B.V.;;;;1;;;;;;1
Round Table on Resonsible Soy Association;;;;;;1;;;;1
Route 5 B.V.;;;;;;2;;;;2
Ruimte voor Helden;;;;;;1;;;;1
S&S Horeca B.V.;;;;1;;;;;;1
S. and S. Food Services B.V.;;;;1;;;;;;1
Safe Site B.V.;;;;;;1;;;;1
Sakana Den Bosch B.V.;;;;1;;;;;;1
SAMR Interim Solutions B.V.;;;;;2;;;;;2
Samurai at Work;;;;;;1;;;;1
Sancy Tres B.V.;1;;;1;;;;;;1
Santé Horeca Beheer B.V.;;;;1;;;;;;1
Sapporo Nijmegen B.V.;;;;1;;;;;;1
Sarjo, Poolcafé Het Levendaal;;;;1;;;;;;1
Sarthro Travelbags;;;1;;;;;;;1
Sas Institute B.V.;;;;;;2;;;;2
Satelliet Suzy;;;;;;1;;;;1
SB Commerce B.V.;;;;1;;;;;;1
SBI Training en Advies/FNV Formaat B.V.;;;;;;1;;;;1
Scally's The Hague Lunchroom;;;;1;;;;;;1
Scheidegger Trainingen B.V.;;;;;;1;;;;1
Schinkelshoek & Verhoog B.V.;;;;;;2;;;;2
Schiphol Nederland B.V.;;;;;;1;;;2;2
Schlangen OrganisatieAdvies & Coaching;;;;;;1;;;;1
Schoevers Opleidingen B.V.;;;;;;1;;;1;1
SchoolvoorCoaching B.V.;;;;;;1;;;;1
Schouten & Nelissen Nederland B.V.;;;;1;;2;;;;2
Schuttelaar Delicatessen Wijnen;;;;1;;;;;;1
ScienceWorks B.V.;;;;;;;;;1;1
Scorpio Recruitment;;;;;1;;;;;1
Scrum Academy B.V.;;;;;;1;;;;1
Scrum Company;;;;;;2;;;;2
Scrum Company B.V.;;;;;;1;;;;1
Sdu Uitgevers B.V.;;;;;;1;;;1;1
Sea Life Centre Scheveningen B.V.;;;;1;;;;;;1
SeaDreams Speakers Agency B.V.;;;;;;1;;;;1
Secretary Management Institute;;;;;;1;;;;1
Senior Jurist Training & Coaching;;;;;1;;;;;1
Sense Aandachttraining;;;;;;1;;;;1
Sense Organisatie & Coaching B.V.;;;;;;;;;1;1
SEP B.V.;;;;;;2;;;;2
September B.V.;;;;1;;;;;;1
Servicekantoor Ipse de Bruggen;;;;1;;;;;;1
Shimadzu Benelux;;;;;;1;;;;1
SIASA 3.0;;;;;;;;;1;1
Simonis Oude Visafslag B.V.;;;;1;;;;;1;1
Sioo B.V.;;;;;;2;;;;2
Skils B.V.;;;3;1;;2;;;;4
Skyros Congressos;;;;;;;;;1;1
Slagerij Nooren;;;;1;;;;;;1
Sligro B.V.;;;;1;;;;;;1
Smaackmakers Experience;;;;;;2;;;;2
SMART Wageningen B.V.;;;;1;;;;;;1
SmartRules B.V.;;;;;;2;;;;2
Smeets Loopcomfort B.V.;;;1;;;;;;;1
Snepvangers Consultancy B.V.;;;;;;1;;;;1
SNR Schouten & Nelissen Recovery B.V.;;;;;;2;;;;2
Society of Petroleum Engineers Stichting;;;;;;1;;;;1
Sodexo B.V.;;;;1;;;1;;1;1
Sodexo Luxembourg S.A.;;;;1;;;;;;1
SoftwareONE B.V.;;;;;;1;;;;1
Sogeti Nederland B.V.;4;;;;;2;;;;4
SolBeach;;;;2;;;;;;2
SolBeach B.V.;;;;1;;;;;1;1
Solexverhuur Utrecht;;;;1;;;;;;1
Solid Sense B.V.;;;3;;;2;;;;3
Solution Mining Research Institute SMRI;;;;;;1;;;;1
Soma Bedrijfsopleidingen;;;;;;1;;;;1
Somos Perú Restaurant;;;;1;;;;;;1
SOON Business;;;;1;;;;;;1
Soulpower Coaching;;;;;;1;;;;1
Source Creations;;;;;;1;;;;1
Speak to Inspire;;;;;;2;;;;2
Special Cosmetics B.V.;;;;1;;;;;;1
Speechless;;;;;;2;;;;2
s-Peer Catering;;;;1;;;;;;1
Spencer Medical B.V.;;;1;;;;;;;1
Spirit of the age;;;;;;1;;;;1
SPITZ congres & event B.V.;;;;;;1;;;;1
Sportfondsen Leidschendam-Voorburg B.V.;;;;1;;;;;;1
Sportieve Evenementen Peter Oversteegen;;;;1;;;;;;1
Sportlight;;;;1;;;;;;1
Sporttainment Center De Uithof B.V.;;;;1;;;;;;1
Spraakmakend Studio voor Spreekkunst;;;;;;2;;;;2
Sprankel & Co;;;;;;1;;;;1
Springhaver Theater CafÃ© B.V.;;;;1;;;;;;1
Sprl la Capranica;;;;;;1;;;;1
SPRYG B.V.;;;;;;;;;1;1
SRK Rechtsbijstand;;;;1;;;;;;1
SRM Communicatie B.V.;;;;;;2;;;;2
SRS Consulting B.V.;;;;;;2;;;;2
ST Groep B.V.;;;;;;1;;;;1
Stadsarrangement.nl;;;;1;;;;;;1
StadscafÃ© De Observant;;;;;;;;;1;1
Stadsdorp Wolvenburg;;;;1;;;;;;1
Stairway To Heaven B.V.;;;;1;;;;;;1
Staples Nederland B.V.;;;1;1;;;;;;1
Stapperij B.V.;;;;1;;;;;;1
Starfish21;;;;;;1;;;;1
Start Aim;;;;;;1;;;;1
Start People;6;;;;2;;;;1;6
Stavoor B.V.;;;;;;1;;;;1
Stayokay 'Bunnik';;;;1;;;;;;1
STC B.V.;;;;;;1;;;;1
STC-KNRM B.V.;;;;;;1;;;;1
Stelvio;1;;;;;1;;;;1
Ster in Uitvoering B.V.;;;;;;;;;1;1
Stg. Atlantic and Pacific Exchange Program;;;;;;1;;;;1
Stg. Centr. voor Arbeidsverhoud. Overh.pers.;;;;;;1;;;1;1
Stg. Comm. Int. Sam.werk. en Duurz. Ontwikk.;;;;;1;;;;;1
Stg. Diergeneeskund. Congres 'Voorjaarsdagen';;;;;;;;;1;1
Stg. Examen- en Certific.inst. Plaagdierprev.;;;;;;1;;;;1
Stg. Hoger Onderw.Markus Verbeek Praehep Opl.;;;;;;1;;;;1
Stg. Kon. Visio, exp.centr. slechtz./slechth.;;;1;;;;;;;1
Stg. Limb. Inst. for Bus. and Econ. Res.;;;;;1;;;;;1
Stg. Ned. Inst. voor Int. Betr. 'Clingend.';;;;;;2;;;;2
Stg. NL School of Public & Occupation. Health;;;;;;2;;;;2
Stg. Org. Redd.w. & E.H.B.O. Het Oranje Kruis;;;;;;;;1;;1
Stg. Pens.fonds Benelux-Bur. Intell. Eigendom;;;;;;;;;1;1
Stg. PostAcademisch Onderw. Techniek en Man.;;;;;;1;;;;1
Stg. ProDemos - Huis voor dem. en rechtsstaat;;;;1;;;;;;1
Stg. Professional Ass. for SQL Server Nederl.;;;;;;1;;;;1
Stg. Sioo, Int.univ. Centr. Veranderkunde;;;;;;1;;;1;2
Stg. tot Instandh. Diergaarde Natura Artis;;;;1;;;;;;1
Sticht. HAS KennisTransfer en Bedr.opleid.;;;;;;2;;;;2
Sticht. Intern. Business Foundation Amsterdam;;;;;;;;;1;1
Sticht. Post Hoger Onderwijs Veiligheidskunde;;;;;;1;;;;1
Sticht. Proj. Kiwanisclub Zeist-Kromme Rijn;;;;1;;;;;;1
Stichting Aanbestedingsrecht;;;;;;1;;;;1
Stichting ACE Nederland;;;;;1;;;;;1
Stichting Alliantie Nederland Rookvrij!;;;;;;;;;1;1
Stichting Bedrijfshockey Haagse Regio;;;;1;;;;;;1
Stichting Belmonte Arboretum;;;;1;;;;;;1
Stichting Bestuursbureau Noorderlink;;;;;2;;;;1;2
Stichting BuildinG;;;;1;;;;;;1
STICHTING Centre for Safety and Development;;;;;;1;;;;1
Stichting Chinese College Nederland;;;;;;1;;;;1
Stichting City Mondial;;;;1;;;;;;1
Stichting Connekt;;;;;;;;;1;1
Stichting Cultureel Centrum 't Paard;;;;2;;;;;;2
Stichting Dakpark Rotterdam;;;;1;;;;;;1
Stichting de Baak;;;;;;1;;;;1
Stichting De IJssellinie;;;;1;;;;;;1
Stichting de Nieuwe Berchplaets;;;;1;;;;;;1
Stichting De Ooievaart;;;;1;;;;;;1
Stichting De Schrijverscentrale;;;;;;1;;;;1
Stichting derdengelden congresbureau;;;;;;1;;;;1
Stichting derdengelden Congress by design;;;;;;;;;1;1
Stichting Digitale Overheid;;;;;;1;;;;1
Stichting Diversity Dinner;;;;;1;;;;;1
Stichting DOMunder;;;;1;;;;;;1
Stichting Drupal Nederland;;;;;;1;;;;1
Stichting Dutch Cuisine;;;;;;;;;1;1
Stichting Educatie Zorg & Welzijn;;;;;;1;;;;1
Stichting Elan Training;;;;;;1;;;;1
Stichting Emma at Work;;;;;1;;;;;1
Stichting Entrada Events Scheveningen;;;;1;;;;;;1
Stichting Erf en Weide;;;;1;;;;;;1
Stichting European Packaging Gallery;;;;;;1;;;;1
Stichting Exploitatie 'Pulchri Studio';;;;1;;;;;;1
Stichting Food Micro and Innovation;;;;;;;;;1;1
Stichting Food Micro Methods;;;;;;1;;;;1
Stichting Fraude Film Festival;;;;;;;;;1;1
Stichting Geo Academie;;;;;;1;;;;1
Stichting Gilde Den Haag;;;;1;;;;;;1
Stichting Gilde Leiden;;;;1;;;;;;1
Stichting Glas;;;;1;;;;;;1
Stichting Gouden Oor;;;;;;2;;;;2
Stichting Greenwish;;;;;;2;;;;2
Stichting Grotius Academie;;;;;;1;;;;1
Stichting Haagsche Broeder;;;;1;;;;;;1
Stichting Hanzehogeschool Groningen;;;;;;2;;;;2
Stichting Harmonia;;;;;1;;;;;1
Stichting Hartreanimatie Zutphen e.o.;;;;;;1;;;;1
Stichting Health Valley Netherlands;;;;;;1;;;;1
Stichting Herberg Welgelegen;;;;1;;;;;;1
Stichting Herenboeren NL;;;;1;;;;;;1
Stichting Het Varend Ijsselschip;;;;1;;;;;;1
Stichting HIER opgewekt;;;;;;1;;;;1
Stichting Hoetinkfonds, Sociaal Fonds EL&I;2;;;;;;;;;2
Stichting Hoger Beroepsonderwijs Haaglanden;;;;;;1;;;;1
Stichting Hogeschool Leiden;;;;;;1;;;;1
Stichting Hogeschool Utrecht;;;;;;1;;;;1
Stichting Hogeschool van Arnhem en Nijmegen;;;;;;1;;;;1
Stichting Humanity House;;;;1;;;;;;1
Stichting Infographicscongres Nederland;;;;;;;;;1;1
Stichting Instit. for Econom. and Soc. Stud.;;;;;;2;;;;2
Stichting Instituut voor Bouwrecht;;;;;;1;;;;1
Stichting Instock;;;;1;;;;;;1
Stichting Internat. Perscentrum 'Nieuwspoort';;;;1;;1;1;;;1
Stichting Katwijks Museum;;;;1;;;;;;1
Stichting Koninklijke Rotterdamse Diergaarde;;;;;;;;;1;1
Stichting Kwaliteits-Controle-Bureau;;;;;;1;;;;1
Stichting Maakotheek;;;;1;;;;;;1
Stichting Marketing Groningen;;;;1;;;;;;1
Stichting MasterPeace;;;;;;1;;;;1
Stichting Movies that Matter;;;;;;;;;1;1
Stichting Museum Slot Loevestein;;;;1;;;;;;1
Stichting Muzee Scheveningen;;;;1;;;;;;1
Stichting MVO Nederland;;;;;;1;;;;1
Stichting Nordwin College;;;;;;2;;;;2
Stichting Nova Contract;;;;;;1;;;;1
Stichting Ontwikkelingen Mededingingsrecht;;;;;;1;;;;1
Stichting Postacademisch Onderwijs;;;;;;1;;;;1
Stichting Publieksvoorzieningen Nederlands Scheepvaart Museum;;;;1;;;;;;1
Stichting SAM;;;;;1;;;;;1
Stichting Saxion;;;;;;1;;;;1
Stichting Schelpdierconferenties;;;;;;1;;;;1
Stichting Springtij Festival Terschelling;;;;;;1;;;1;1
Stichting Stunt;;;;1;;;;;;1
Stichting Taurus;;;;;;1;;;;1
Stichting The Hague Marketing Bureau;;;;1;;;;;;1
Stichting Theatergroep Aluin;;;;;;2;;;;2
Stichting Utrecht Marketing;;;;1;;;;;;1
Stichting Voedseltuin Rotterdam;;;;;;1;;;;1
Stichting Vogelpark Avifauna;;;;;;1;;;;1
Stichting Vogin;;;;;;1;;;1;1
Stichting Voorlinden;;;;1;;;;;;1
Stichting VVV Noordoost-Brabant;;;;1;;;;;;1
Stichting Waddenacademie;;;;1;;;;;;1
Stichting Wateropleidingen;;;;;;1;;;;1
Stichting Waterrecreatie Nederland;;;;;;;;1;;1
Stichting Werelderfgoed Kinderdijk;;;;1;;;;;;1
Stichting Werk aan de Linie;;;;1;;;;;;1
Stichting Werken op Maat;;;;;2;1;;;;2
Stichting Wind Energie Evenementen;;;;;;;;;1;1
Stichting Zuyd Hogeschool;;;;;;1;;;;1
Stiftelsen Institutet for Naringslivsforskning;;;;;;;;;1;1
StoerBoek;;;;;1;;;;;1
Stokes Verhoor Strategie;;;;;;2;;;;2
Strabrecht Juridisch Advies;;;;;;1;;;;1
Strand Binnen B.V.;;;;1;;;;;;1
Strandclub WIJ;;;;1;;;;;;1
Strandpaviljoen Buiten B.V.;;;;1;;;;;;1
Strandpaviljoen De Staat B.V.;;;;1;;;;;;1
Strandpaviljoen 'Escubelle';;;;1;;;;;;1
Strandpaviljoen Willy Zuid B.V.;;;;1;;;;;;1
StressWise;;;;;;1;;;;1
Stroopwafelbakkerij Markus B.V.;;;;1;;;;;;1
Studievereniging Frederik van der Marck;;;;;1;;;;;1
STUDIOLINGUA Amsterdam B.V.;;;;;;1;;;;1
Super Remie;;;;;1;;;;;1
SurveyMonkey Europe;;;;;;1;;;;1
Sustainable Building Support Centre;;;;1;;;;;;1
Sustainable Compass;;;;;;1;;;;1
Sustainable Tree Systems B.V.;;;;1;;;;;;1
SVC SchoolvoorCoaching B.V.;;;;;;2;;;;2
SVO Training en Advies B.V.;;;;;;1;;;;1
Sweco Nederland B.V.;;;;;;1;;;;1
Switch2Solar Solar College;;;;;;1;;;;1
SWKFacet Services B.V.;;;;1;;1;;;;1
Symbol B.V.;;;;;;1;;;;1
Syncasso Gerechtsdeurwaarders B.V.;;;;;;;;;2;2
Synergy B.V.;;;;;;1;;;;1
T & M Systems B.V.;;;;;;1;;;;1
t Bosch Kwartiertje B.V.;;;;1;;;;;;1
t Goude Hooft Exploitatie B.V.;;;;1;;;;;;1
t Veerhuis;;;;;;;;;1;1
t Waegstuk B.V.;;;;1;;;;;;1
T.P. Pechatnica Dule 99;;;;;;;;;1;1
Tabasco;;;;2;;;;;;2
TAFTIE-Academy;;;;;;1;;;;1
Taleninstituut Nederland;;;;;;1;;;;1
Taller Events B.V.;;;;;;1;;;;1
Tamarind Foods BVBA;;;;1;;;;;;1
Tangram B.V.;;;;;;1;;;;1
Tapasbar El Mundo B.V.;;;;1;;;;;;1
Tara Advies;;;;1;;1;;;;1
Taribush Uitjes;;;;1;;;;;;1
Tas Trainingen, Advies & Onderzoek;;;;;;2;;;;2
Taveerne Tivoli;;;;1;;;;;;1
Taverne Meer en Bosch B.V.;;;;1;;;;;;1
Taxibedrijf Van der Wijst;;;;;;;;;3;3
Taxicentrale Waaksma B.V.;;;;;;;;;1;1
TC&O Management voor Mobiliteit B.V.;;;;;;;;;1;1
Technical University of Denmark;;;;;;;;;1;1
Techniekwerkt B.V.;;;;;1;;;;;1
Techwatch B.V.;;;;;;;;;1;1
Tekna - Teknisk-naturvitenskapelig forening;;;;;;2;;;;2
Teknisk Ukeblad Media AS;;;;;;1;;;;1
Telecom.Paper B.V.;;;;;;1;;;;1
Ten-Tempus est Nunc;;;;;;1;;;;1
Tentoo Directors Cast & Crew B.V.;;;;1;;;;;;1
Tersteeg Organisatie Advies;;;;;;1;;;;1
Tertium MNM;;;;;;;;;1;1
Tezet Business Gifts B.V.;;;;1;;;;;;1
T-Fitness Nederland B.V.;;;1;;;;;;;1
The Act Trainingen;;;;;;2;;;;2
The Consumer Goods Forum;;;;;;;;;1;1
The Council of European Energy Regulators CEER;;;;;;1;;;;1
The Curious Network;;;;;;2;;;;2
The Financial Times Limited;;;;;;1;;;;1
The Great Escape Game;;;;1;;;;;;1
The International Rail Technology Institute;;;;;;1;;;;1
The Internet Academy;;;;;;1;;;;1
The Leadership Factory;;;;;;1;;;;1
The Learning Facilitator;;;;;;1;;;;1
The Lime Tree � Mediation & Trainingb.v.;;;;;;1;;;;1
The London School of Economics and Political Science;;;;;;1;;;;1
The LSE Summer School Office;;;;;;1;;;;1
The New How;;;;;;2;;;;2
The Pool Rotterdam;;;;;;1;;;;1
The Rat Pack B.V.;;;;1;;;;;1;1
The Treeclimbing Company;;;;;;1;;;;1
The University of Edinburgh;;;;;;1;;;;1
Theaterhotel De Oranjerie B.V.;;;;1;;;;;;1
Theatersport Den Haag;;;;1;;;;;;1
Theeschenkerij de Wieden;;;;1;;;;;;1
TheStoryConnection B.V.;;;;;;1;;;;1
Things2do4you;;;;;;1;;;;1
Thomashuis;;;;;;1;;;1;1
TiasNimbas Business School;;;;;;2;;;;2
Tilkema Horeca B.V.;;;;1;;;;;;1
Time-Lines.NL B.V.;;;;;;1;;;;1
Tinqwise B.V.;;;;;;1;;;;1
Tivoli Horeca Oudenbosch B.V.;;;;1;;;;;;1
TivoliVredenburg;;;;1;;;;;;1
Toneelvereniging 'Excelsior';;;;1;;;;;;1
Tony's Chocolonely Nederland B.V.;;;;2;;;;;;2
Topgeschenken Nederland B.V.;;;;1;;;;;;1
Topjobcoaching;;;;;;1;;;;1
Topscore B.V.;;;;;;2;;;;2
Topscore Services B.V.;;;;;;1;;;;1
Topsport Noord Nederland;;;;1;;;;;;1
TOP-uitje.nl;;;;1;;;;;;1
totzo!;;;;1;;;;;;1
Tower Leisure B.V.;;;;;;;1;;;1
Trainingproducties;;;;;;2;;;;2
Trainingsbureau voor Mindfulness;;;;;;1;;;;1
Transfer Education B.V.;;;;;;1;;;;1
Transparant Systemisch Werken;;;;;;1;;;;1
Transport en Logistiek Nederland;;;;;;1;;;;1
Transportbedrijf Van Veen B.V.;1;;;;;;;;;1
Trattoria Ciao;;;;1;;;;;;1
TRConsult B.V.;;;;;;1;;;;1
TriamFloat B.V.;;;;;;1;;;;1
Tridata B.V.;;;;;;2;;;;2
Trimension B.V.;;;;;;2;;;;2
Troost Westergas B.V.;;;;1;;;;;;1
Truckparq Nieuwland;1;;;;;;;;;1
TruQu B.V.;;;;;;1;;;;1
Tshukudu Technology College B.V.;;;;;;3;;;;3
TSTC Training B.V.;;;;;;2;;;;2
TuincafÃ© Botanica;;;;1;;;;;;1
Tulser Improvement Factory B.V.;;;;;;1;;;;1
Twest B.V.;;;;1;;;;;;1
Twynstra Gudde Contracteren/Risicomanag. B.V.;;;;;;2;;;;2
Twynstra Gudde Domus Consilium B.V.;;;;;;1;;;;1
Tyrilo B.V.;;;;1;;;;;;1
U.S. Geological Survey;;;;;;;;;1;1
UF De Schilde B.V.;;;;1;;;;;;1
Uit je eigen stad' Horeca B.V.;;;;1;;;;;;1
Uitgeverij Kerckebosch B.V.;;;;;;1;;;1;1
Uitgeverij Paris B.V.;;;;;;1;;;;1
Uitgeverij Verhagen B.V.;;;;1;;;;;;1
Uitjes in Holland;;;;1;;;;;;1
Umami Restaurant B.V.;;;;1;;;;;;1
Umami Restaurant Den Haag B.V.;;;;1;;;;;;1
UnaVolta;;;;1;;;;;;1
Unieke Uitjes.nl;;;;1;;;;;;1
Unique Sources Advies;;;;;;1;;;;1
United Nations Development Programme DK;;;;;;1;;;;1
University College London, Centre for Behaviour Change;;;;;;2;;;;2
