FID,ID,CBS_CATEGORIE,ADRES,REDENGEVENDE_OMSCHRIJVING,MONUMENTNUMMER,MONUMENTTYPE,MONUMENTCODE,GEOMETRIE
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_302e,1232,"Gebouwen, woonhuizen",Keizerstraat 9 ,"Zeventiende eeuws pand van twee bouwlagen met kap, in opzet deel uitmakend van blok van drie panden aansluitend bij de Keizerspoort.

Keizerstraat 21, 23, 25 zijn in de 17e eeuw (of 16e eeuw) opgezet als blok van drie panden aan de Keizerstraat op het erf van het middeleeuwse pand het hoge huis, Lange Jufferstraat 10, waartoe ook het hierachter gelegen hofje de Keizerspoort behoorde. De voorgevel is wit gepleisterd met blokverdeling en heeft op de verdieping 2 schuiframen en onder de lijst sierankers. De ongepleisterde lijstgevel aan de achterzijde is in de 19e eeuw vernieuwd, evenals bij nr. 25, en bevat op de verdieping twee schuiframen met roedeverdeling. De kap van beide panden is toen gewijzigd in een mansardekap met de nok evenwijdig met de rooijlijn (inmiddels verwaarloosd), tegen topgevel rechts. De balklagen zijn enkelvoudig en lopen evenwijdig aan de rooilijn en hebben overhoeks een profiel dat een tussenvorm is van kraal en duivenjager. 

Pand van bouwhistorisch belang, bijdragend aan het historisch straatkarakter van de Keizerstraat, en in samenhang met Keizerstraat 21, 25 en 5, het hierachter gelegen hofje en Lange Jufferstraatf 10, van belang als compleet voorbeeld van de ontwikkeling van de bebouwing van het erf van een belangrijk burgerlijk huis, in casu het middeleeuwse Hoge Huis.",3441059,GM,Gemeentelijk monument,POINT (137017.777 456166.899)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_302f,1232,"Gebouwen, woonhuizen",Keizerstraat 11 ,"Zeventiende eeuws pand van twee bouwlagen met kap, in opzet deel uitmakend van blok van drie panden aansluitend bij de Keizerspoort.

Keizerstraat 21, 23, 25 zijn in de 17e eeuw (of 16e eeuw) opgezet als blok van drie panden aan de Keizerstraat op het erf van het middeleeuwse pand het hoge huis, Lange Jufferstraat 10, waartoe ook het hierachter gelegen hofje de Keizerspoort behoorde. De voorgevel is wit gepleisterd met blokverdeling en heeft op de verdieping 2 schuiframen en onder de lijst sierankers. De ongepleisterde lijstgevel aan de achterzijde is in de 19e eeuw vernieuwd, evenals bij nr. 25, en bevat op de verdieping twee schuiframen met roedeverdeling. De kap van beide panden is toen gewijzigd in een mansardekap met de nok evenwijdig met de rooijlijn (inmiddels verwaarloosd), tegen topgevel rechts. De balklagen zijn enkelvoudig en lopen evenwijdig aan de rooilijn en hebben overhoeks een profiel dat een tussenvorm is van kraal en duivenjager. 

Pand van bouwhistorisch belang, bijdragend aan het historisch straatkarakter van de Keizerstraat, en in samenhang met Keizerstraat 21, 25 en 5, het hierachter gelegen hofje en Lange Jufferstraatf 10, van belang als compleet voorbeeld van de ontwikkeling van de bebouwing van het erf van een belangrijk burgerlijk huis, in casu het middeleeuwse Hoge Huis.",3441059,GM,Gemeentelijk monument,POINT (137017.777 456166.899)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3030,1232,"Gebouwen, woonhuizen",Keizerstraat 13 ,"Zeventiende eeuws pand van twee bouwlagen met kap, in opzet deel uitmakend van blok van drie panden aansluitend bij de Keizerspoort.

Keizerstraat 21, 23, 25 zijn in de 17e eeuw (of 16e eeuw) opgezet als blok van drie panden aan de Keizerstraat op het erf van het middeleeuwse pand het hoge huis, Lange Jufferstraat 10, waartoe ook het hierachter gelegen hofje de Keizerspoort behoorde. De voorgevel is wit gepleisterd met blokverdeling en heeft op de verdieping 2 schuiframen en onder de lijst sierankers. De ongepleisterde lijstgevel aan de achterzijde is in de 19e eeuw vernieuwd, evenals bij nr. 25, en bevat op de verdieping twee schuiframen met roedeverdeling. De kap van beide panden is toen gewijzigd in een mansardekap met de nok evenwijdig met de rooijlijn (inmiddels verwaarloosd), tegen topgevel rechts. De balklagen zijn enkelvoudig en lopen evenwijdig aan de rooilijn en hebben overhoeks een profiel dat een tussenvorm is van kraal en duivenjager. 

Pand van bouwhistorisch belang, bijdragend aan het historisch straatkarakter van de Keizerstraat, en in samenhang met Keizerstraat 21, 25 en 5, het hierachter gelegen hofje en Lange Jufferstraatf 10, van belang als compleet voorbeeld van de ontwikkeling van de bebouwing van het erf van een belangrijk burgerlijk huis, in casu het middeleeuwse Hoge Huis.",3441059,GM,Gemeentelijk monument,POINT (137016.962 456161.535)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3031,1232,"Gebouwen, woonhuizen",Keizerstraat 15 ,"Zeventiende eeuws pand van twee bouwlagen met kap, in opzet deel uitmakend van blok van drie panden aansluitend bij de Keizerspoort.

Keizerstraat 21, 23, 25 zijn in de 17e eeuw (of 16e eeuw) opgezet als blok van drie panden aan de Keizerstraat op het erf van het middeleeuwse pand het hoge huis, Lange Jufferstraat 10, waartoe ook het hierachter gelegen hofje de Keizerspoort behoorde. De voorgevel is wit gepleisterd met blokverdeling en heeft op de verdieping 2 schuiframen en onder de lijst sierankers. De ongepleisterde lijstgevel aan de achterzijde is in de 19e eeuw vernieuwd, evenals bij nr. 25, en bevat op de verdieping twee schuiframen met roedeverdeling. De kap van beide panden is toen gewijzigd in een mansardekap met de nok evenwijdig met de rooijlijn (inmiddels verwaarloosd), tegen topgevel rechts. De balklagen zijn enkelvoudig en lopen evenwijdig aan de rooilijn en hebben overhoeks een profiel dat een tussenvorm is van kraal en duivenjager. 

Pand van bouwhistorisch belang, bijdragend aan het historisch straatkarakter van de Keizerstraat, en in samenhang met Keizerstraat 21, 25 en 5, het hierachter gelegen hofje en Lange Jufferstraatf 10, van belang als compleet voorbeeld van de ontwikkeling van de bebouwing van het erf van een belangrijk burgerlijk huis, in casu het middeleeuwse Hoge Huis.",3441059,GM,Gemeentelijk monument,POINT (137016.744 456160.102)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3032,1232,"Gebouwen, woonhuizen",Keizerstraat 23 ,"Zeventiende eeuws pand van twee bouwlagen met kap, in opzet deel uitmakend van blok van drie panden aansluitend bij de Keizerspoort.

Keizerstraat 21, 23, 25 zijn in de 17e eeuw (of 16e eeuw) opgezet als blok van drie panden aan de Keizerstraat op het erf van het middeleeuwse pand het hoge huis, Lange Jufferstraat 10, waartoe ook het hierachter gelegen hofje de Keizerspoort behoorde. De voorgevel is wit gepleisterd met blokverdeling en heeft op de verdieping 2 schuiframen en onder de lijst sierankers. De ongepleisterde lijstgevel aan de achterzijde is in de 19e eeuw vernieuwd, evenals bij nr. 25, en bevat op de verdieping twee schuiframen met roedeverdeling. De kap van beide panden is toen gewijzigd in een mansardekap met de nok evenwijdig met de rooijlijn (inmiddels verwaarloosd), tegen topgevel rechts. De balklagen zijn enkelvoudig en lopen evenwijdig aan de rooilijn en hebben overhoeks een profiel dat een tussenvorm is van kraal en duivenjager. 

Pand van bouwhistorisch belang, bijdragend aan het historisch straatkarakter van de Keizerstraat, en in samenhang met Keizerstraat 21, 25 en 5, het hierachter gelegen hofje en Lange Jufferstraatf 10, van belang als compleet voorbeeld van de ontwikkeling van de bebouwing van het erf van een belangrijk burgerlijk huis, in casu het middeleeuwse Hoge Huis.",3441059,GM,Gemeentelijk monument,POINT (137018.943 456173.622)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3033,1232,"Gebouwen, woonhuizen",Keizerstraat 25 ,"Zeventiende eeuws pand van twee bouwlagen met kap, in opzet deel uitmakend van blok van drie panden aansluitend bij de Keizerspoort.

Keizerstraat 21, 23, 25 zijn in de 17e eeuw (of 16e eeuw) opgezet als blok van drie panden aan de Keizerstraat op het erf van het middeleeuwse pand het hoge huis, Lange Jufferstraat 10, waartoe ook het hierachter gelegen hofje de Keizerspoort behoorde. De voorgevel is wit gepleisterd met blokverdeling en heeft op de verdieping 2 schuiframen en onder de lijst sierankers. De ongepleisterde lijstgevel aan de achterzijde is in de 19e eeuw vernieuwd, evenals bij nr. 25, en bevat op de verdieping twee schuiframen met roedeverdeling. De kap van beide panden is toen gewijzigd in een mansardekap met de nok evenwijdig met de rooijlijn (inmiddels verwaarloosd), tegen topgevel rechts. De balklagen zijn enkelvoudig en lopen evenwijdig aan de rooilijn en hebben overhoeks een profiel dat een tussenvorm is van kraal en duivenjager. 

Pand van bouwhistorisch belang, bijdragend aan het historisch straatkarakter van de Keizerstraat, en in samenhang met Keizerstraat 21, 25 en 5, het hierachter gelegen hofje en Lange Jufferstraatf 10, van belang als compleet voorbeeld van de ontwikkeling van de bebouwing van het erf van een belangrijk burgerlijk huis, in casu het middeleeuwse Hoge Huis.",3441059,GM,Gemeentelijk monument,POINT (137019.23 456175.019)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3034,1247,"Gebouwen, woonhuizen",J.M. Kemperstraat 5 ,"Hoekpand Kemperstraat-Van der Duynstraat uit 1919, ontworpen door H. van Winkoop. 

De vrijstaande villa op rechthoekige plattegrond bestaat uit twee bouwlagen en een zadeldak in chaletstijl loodrecht op de Kemperstraat. De voorgevel heeft onregelmatige versterindeling met ter linkerzijde op de verdiepingshoogte een uitgebouwde houten erker. Tegen de achtergevel is een aanbouw geplaatst met dakterras. Het pand is van architectuurhistorisch belang vanwege zijn plaats in het oeuvre van H. van Winkoop en van belang als voorbeeld van de villabouw van rond 1920. Bovendien is het markant gelegen en van belang wegens schoonheid en karakter.Het maakt deel uit van een belangrijk stedebouwkundig ensemble. 

Het pand is van belang vanwege het uitwendige aspect.",3440635,GM,Gemeentelijk monument,POINT (137858.76 455756.851)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3035,1251,"Gebouwen, woonhuizen",Kerkstraat 16 ,"Dubbelpand gebouwd rond 1860 in de traditionele bouwwijze met een landelijk karakter. 

De woonhuizen zijn van historisch belang vanwege de herkenbaarheid van de locaal topografische ontwikkeling en van architectuurhistorisch belang als voorbeelden van de traditionele bouwwijze van rond 1860 met een landelijk karakter. Bovendien van belang wegens schoonheid en karakter.",3440350,GM,Gemeentelijk monument,POINT (137424.054 456097.686)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3036,1251,"Gebouwen, woonhuizen",Kerkstraat 18 ,"Dubbelpand gebouwd rond 1860 in de traditionele bouwwijze met een landelijk karakter. 

De woonhuizen zijn van historisch belang vanwege de herkenbaarheid van de locaal topografische ontwikkeling en van architectuurhistorisch belang als voorbeelden van de traditionele bouwwijze van rond 1860 met een landelijk karakter. Bovendien van belang wegens schoonheid en karakter.",3440350,GM,Gemeentelijk monument,POINT (137428.115 456101.926)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3037,1738,"Gebouwen, woonhuizen",Loeff Berchmakerstraat 48 ,,36287,RM,Rijksmonument,POINT (136559.713 456327.995)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3038,1738,"Gebouwen, woonhuizen",Loeff Berchmakerstraat 48 BS,,36287,RM,Rijksmonument,POINT (136559.845 456326.573)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3039,1744,"Gebouwen, woonhuizen",Lucasbolwerk 7 ,,514228,RM,Rijksmonument,POINT (137107.587 456160.69)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_303a,1744,"Gebouwen, woonhuizen",Lucasbolwerk 8 ,,514228,RM,Rijksmonument,POINT (137105.43 456173.228)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_303b,1904,Kerkelijke gebouwen,Mariahoek 15 ,,36350,RM,Rijksmonument,POINT (136434.546 455704.775)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_303c,1904,Kerkelijke gebouwen,Mariahoek 15A ,,36350,RM,Rijksmonument,POINT (136435.222 455702.979)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_303d,1904,Kerkelijke gebouwen,Mariahoek 15B ,,36350,RM,Rijksmonument,POINT (136435.898 455701.182)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_303e,1904,Kerkelijke gebouwen,Mariahoek 15C ,,36350,RM,Rijksmonument,POINT (136436.573 455699.383)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_303f,1909,"Gebouwen, woonhuizen",Mariaplaats 9 ,,450373,RM,Rijksmonument,POINT (136525.029 455789.221)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3040,1909,"Gebouwen, woonhuizen",Mariaplaats 9 BS,,450373,RM,Rijksmonument,POINT (136525.602 455787.912)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3041,1916,Kerkelijke gebouwen,Mariaplaats 22 ,,36357,RM,Rijksmonument,POINT (136390.491 455822.854)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3042,3804,"Gebouwen, woonhuizen",Zadelstraat 9 ,,18400,RM,Rijksmonument,POINT (136669.308 455811.896)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3043,3804,"Gebouwen, woonhuizen",Buurkerkhof 101 ,,18400,RM,Rijksmonument,POINT (136667.64 455816.684)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3044,3824,"Gebouwen, woonhuizen",Zadelstraat 33 ,,18401,RM,Rijksmonument,POINT (136621.117 455791.476)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3045,3824,"Gebouwen, woonhuizen",Buurkerkhof 8E ,,18401,RM,Rijksmonument,POINT (136617.458 455801.989)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3046,3832,"Gebouwen, woonhuizen",Zadelstraat 45 ,,450550,RM,Rijksmonument,POINT (136589.005 455776.694)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3047,3838,"Gebouwen, woonhuizen",Zakkendragerssteeg 26 ,,18402,RM,Rijksmonument,POINT (136388.827 456073.843)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3048,3838,"Gebouwen, woonhuizen",Zakkendragerssteeg 30 ,,18402,RM,Rijksmonument,POINT (136383.235 456074.721)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3049,3838,"Gebouwen, woonhuizen",Zakkendragerssteeg 32 ,,18402,RM,Rijksmonument,POINT (136381.219 456074.991)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_304a,3838,"Gebouwen, woonhuizen",Zakkendragerssteeg 34 ,,18402,RM,Rijksmonument,POINT (136380.034 456075.195)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_304b,3838,"Gebouwen, woonhuizen",Zakkendragerssteeg 36 ,,18402,RM,Rijksmonument,POINT (136378.618 456075.397)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_304c,3838,"Gebouwen, woonhuizen",Zakkendragerssteeg 38 ,,18402,RM,Rijksmonument,POINT (136363.519 456077.064)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_304d,3838,"Gebouwen, woonhuizen",Zakkendragerssteeg 40 ,,18402,RM,Rijksmonument,POINT (136356.363 456077.899)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_304e,3838,"Gebouwen, woonhuizen",Zakkendragerssteeg 22 ,,18402,RM,Rijksmonument,POINT (136401.301 456070.705)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_304f,3838,"Gebouwen, woonhuizen",Zakkendragerssteeg 22A ,,18402,RM,Rijksmonument,POINT (136402.859 456070.523)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3050,4610,"Gebouwen, woonhuizen",Wittevrouwensingel 47 ,"Linker deel van het dubbelpand Wittevrouwensingel 46 en 47, gebouwd in 1870 berstaande uit drie bouwlagen en een schilddak evenwijdig aan de singel.

De voorgevel van drie traveeën breed is wit gepleisterd met rustica-effect en heeft vensters met aan de bovenzijde afgeschuinde hoeken. De bouwlagen worden onderling gescheiden door waterlijsten. Op de beganegrond bevinden zich de entree en twee vensters. De gevel wordt beëindigd door een kroonlijst. Op de zolderverdieping bevindt zich een dakkapel met stoplvensters en plat dak.

Het pand is van architectuurhistorisch belang als voorbeeld van neo-classicisme met voor rond 1870 typisch afgeschuinde hoeken van de vensters. Het casco is van belang.",3440318,GM,Gemeentelijk monument,POINT (137141.31 456396.298)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3051,17,"Gebouwen, woonhuizen",A.B.C.-straat 36 ,"Woonhuis van oudere oorsprong bestaande uit twee bouwlagen en een kap evenwijdig aan de straat.

De voorgevel is een ongepleisterde lijstgevel van twee ramen breed. Het dak is een zadeldak tussen topgevels.
Het pand is van bouwhistorisch belang. betreft een van de laatste voorbeelden van oorspronkelijke bebouwing in de ABC-straat.
",3441214,GM,Gemeentelijk monument,POINT (137091.69 455404.218)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3052,3906,"Gebouwen, woonhuizen",A.B.C.-straat 38 ,"Woonhuis van oudere oorsprong bestaande uit twee bouwlagen en een kap evenwijdig aan de straat.

De voorgevel is een ongepleisterde lijstgevel van twee ramen breed. Het dak is een zadeldak tussen topgevels.
Het pand is van bouwhistorisch belang.

Betreft een van de laatste voorbeelden van oorspronkelijke bebouwing in de ABC-straat.",3441215,GM,Gemeentelijk monument,POINT (137096.164 455406.7)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3053,18,"Gebouwen, woonhuizen",Abraham Dolesteeg 1 ,"Ondiep tweelaags pand met lijstgevel en zadeldak evenwijdig aan de rooilijn, voormalige vrijwoning.

Het ondiepe pand, 3 meter diep, is gebouwd in de tuin van het hoekhuis Oudegracht 246 en heeft vermoedelijk toen slechts een bouwlaag gehad. Hoewel het van middeleeuws oorsprong is, wekt de middeleeuwse steen van de voorgevel de indruk ten dele secundair gebruikt te zijn. De lijstgevel van twee bouwlagen volgt de rooilijn van de steeg met een lichte knik naar voren en is vrij gesloten. Op de verdieping bevinden zich rechts twee vensters, de begane grond heeft een deur en twee vensters.
De enkelvoudige balklagen liggen loodrecht op de rooilijn en hebben enkele eenvoudige consoles.
Op de verdieping bevindt zich links achter een oude plee. Het pand fungeerde met de aan de overzijde gelegen huisjes Abraham Dolesteeg 4,6 en 8, als vrijwoning aan het R.C. Armbestuur.

Pand van eenvoudige doch harmonische architectuur, van groot belang voor het karakter van deze gave steeg. Tevens van historisch belang als vrijwoning.",3441216,GM,Gemeentelijk monument,POINT (136840.567 455530.652)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3054,40,"Gebouwen, woonhuizen",Abstederdijk 124 ,"Onderdeel van vijf woonhuizen - Abstederdijk 124-132 - in een opzet gebouwd rond 1900 in Hollandse neo-renaissance stijl. 

De panden verspringen trapsgewijze t.o.v. elkaar en bestaan uit twee bouwlagen met kappen evenwijdig aan de straat. Elk pand heeft op de begane grond een hardstenen plint, twee vensters en een ingang en op de verdieping twee vensters. De vensters en ingangen op de begane grond bezitten segmentbogen met bewerkte sluitstenen en gekleurd baksteen in de zwikken. Door de verspringing heeft ieder pand nog een smalle, 1 travee brede zijgevel met vensters op beide bouwlagen.
De gevels met sierlagen worden beeindigd door kroonlijsten.

Het pand is van architectuurhistorisch belang als voorbeeld van Hollandse neo-renaissance en van belang vanwege de voor Utrecht unieke trapsgewijze inspringende bochtoplossing met twee ziende gevels.",3440513,GM,Gemeentelijk monument,POINT (137542.456 455157.855)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3055,1243,"Gebouwen, woonhuizen",Keizerstraat 35 ,,36188,RM,Rijksmonument,POINT (137025.105 456210.713)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3056,1243,"Gebouwen, woonhuizen",Keizerstraat 35A ,,36188,RM,Rijksmonument,POINT (137024.896 456209.278)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3057,1243,"Gebouwen, woonhuizen",Keizerstraat 35B ,,36188,RM,Rijksmonument,POINT (137024.687 456207.843)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3058,4973,"Gebouwen, woonhuizen",Wilhelminapark 12 ,"Woonhuis gebouwd rond 1900 met een interieur uit 1933 van de architect Sybold van Ravasteyn in opdracht van de familie Rademacher Schorer. 

Het pand maakt deel uit van een reeks gelijksoortige panden gebouwd rond 1900 aan de westzijde van het Wilhelminapark, ieder met een bakstenen gevel en bestaande uit een sousterain, drie bouwlagen en een kap met onregelmatige daklijn. De vensters zijn veelal houten schuifvensters, de ingang is inpandig gesitueerd. In het interieur zijn de tuinkamer, de gang en de voorkamer verbouwd naar een ontwerp van architect Van Ravesteyn, waarbij veel ovale lijnen gebruikt zijn, zowel in de muren en deuren als in de raampartijen. De voorkamer heeft een groot raam, evenals de tuinkamer, uitgevoerd in staal en glas, waarbij de halfronde lijnen van de tuinkamer overlopen in de vormen van een betonnen terras. Het pand is een voorbeeld van villa-achtige bebouwing langs een park. 

Het gehele gebouw is van belang, waarbij de waarde van het pand mede is gelegen in het interieur op de begane grond. Dit interieur, inclusief de terrasaanleg in de achtertuin, is van architectuurhistorisch belang als voorbeeld van barok-traditionalisme en vanwege de plaats binne het oeuvre van Van Ravensteyn.",3440690,GM,Gemeentelijk monument,POINT (138048.702 455728.387)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3059,4973,"Gebouwen, woonhuizen",Wilhelminapark 12A ,"Woonhuis gebouwd rond 1900 met een interieur uit 1933 van de architect Sybold van Ravasteyn in opdracht van de familie Rademacher Schorer. 

Het pand maakt deel uit van een reeks gelijksoortige panden gebouwd rond 1900 aan de westzijde van het Wilhelminapark, ieder met een bakstenen gevel en bestaande uit een sousterain, drie bouwlagen en een kap met onregelmatige daklijn. De vensters zijn veelal houten schuifvensters, de ingang is inpandig gesitueerd. In het interieur zijn de tuinkamer, de gang en de voorkamer verbouwd naar een ontwerp van architect Van Ravesteyn, waarbij veel ovale lijnen gebruikt zijn, zowel in de muren en deuren als in de raampartijen. De voorkamer heeft een groot raam, evenals de tuinkamer, uitgevoerd in staal en glas, waarbij de halfronde lijnen van de tuinkamer overlopen in de vormen van een betonnen terras. Het pand is een voorbeeld van villa-achtige bebouwing langs een park. 

Het gehele gebouw is van belang, waarbij de waarde van het pand mede is gelegen in het interieur op de begane grond. Dit interieur, inclusief de terrasaanleg in de achtertuin, is van architectuurhistorisch belang als voorbeeld van barok-traditionalisme en vanwege de plaats binne het oeuvre van Van Ravensteyn.",3440690,GM,Gemeentelijk monument,POINT (138048.45 455726.982)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_305a,4973,"Gebouwen, woonhuizen",Wilhelminapark 12B ,"Woonhuis gebouwd rond 1900 met een interieur uit 1933 van de architect Sybold van Ravasteyn in opdracht van de familie Rademacher Schorer. 

Het pand maakt deel uit van een reeks gelijksoortige panden gebouwd rond 1900 aan de westzijde van het Wilhelminapark, ieder met een bakstenen gevel en bestaande uit een sousterain, drie bouwlagen en een kap met onregelmatige daklijn. De vensters zijn veelal houten schuifvensters, de ingang is inpandig gesitueerd. In het interieur zijn de tuinkamer, de gang en de voorkamer verbouwd naar een ontwerp van architect Van Ravesteyn, waarbij veel ovale lijnen gebruikt zijn, zowel in de muren en deuren als in de raampartijen. De voorkamer heeft een groot raam, evenals de tuinkamer, uitgevoerd in staal en glas, waarbij de halfronde lijnen van de tuinkamer overlopen in de vormen van een betonnen terras. Het pand is een voorbeeld van villa-achtige bebouwing langs een park. 

Het gehele gebouw is van belang, waarbij de waarde van het pand mede is gelegen in het interieur op de begane grond. Dit interieur, inclusief de terrasaanleg in de achtertuin, is van architectuurhistorisch belang als voorbeeld van barok-traditionalisme en vanwege de plaats binne het oeuvre van Van Ravensteyn.",3440690,GM,Gemeentelijk monument,POINT (138048.209 455725.573)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_305b,3618,"Gebouwen, woonhuizen",Wilhelminapark 18 ,"Onderdeel van de reeks woonhuizen uit 1898,Wilhelminapark 18 tot en met 24,  ontworpen door P.J. Houtzager, bestaande uit meerdere souterrains, twee bouwlagen en daken evenwijdig aan de straat. 

De gevels van de rij panden hebben een grillig verloop met meerdere in- en uitspringende bouwdelen. Opvallend zijn de iets terugliggend t.o.v. het geveldak liggende dubbele ingangspartijen. De opening in de gevel is hier steeds een grote rondboog. De panden zijn van architectuurhistorisch belang vanwege de plaats in het oeuvre van P.J. Houtzagers en van belang als voorbeeld van een oorspronkelijk ontwerp met een rustieke vormentaal.

Het pand is van belang vanwege het uitwendige aspect.",3440691,GM,Gemeentelijk monument,POINT (138038.56 455684.897)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_305c,3623,"Gebouwen, woonhuizen",Wilhelminapark 25 ,"Woonhuis gebouwd rond 1900. 

Het vrijstaande pand op een vierkante plattegrond heeft twee bouwlagen. De voorgevel heeft op de begane grond en op de verdieping steeds twee brede venster deurpartijen met een opening in het midden, geflankeerd door twee vensters. Opvallend is de open waranda over twee bouwlagen voor de voorgevel en de bijbehorende dakkapellen. Het pand bezit een afgeplat schilddak terwijl de gevels worden beeindigd door een geprofileerde kroonlijst. Het pand is van architectuurhistorisch belang als voorbeeld van de traditionele bouwwijze van rond 1900 met een opvallende open waranda. 

Het pand is van belang vanwege het uitwendige aspect.",3440698,GM,Gemeentelijk monument,POINT (138003.107 455639.988)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_305d,1675,"Gebouwen, woonhuizen",Lichtegaard 1 ,,36279,RM,Rijksmonument,POINT (136731.272 455828.698)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_305e,1675,"Gebouwen, woonhuizen",Lichtegaard 1 BS,,36279,RM,Rijksmonument,POINT (136729.431 455829.615)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_305f,1676,"Gebouwen, woonhuizen",Lichtegaard 2 ,,36280,RM,Rijksmonument,POINT (136731.866 455826.86)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3060,1678,"Gebouwen, woonhuizen",LICHTEGAARD  0004,,36282,RM,Rijksmonument,POINT (136741.452465466 455821.076284864)
MONUMENTEN_ADRESSEN_OPEN.fid-263630a9_1861df6f7ba_3061,575,"Gebouwen, woonhuizen",Catharijnesingel 98 ,"Woonhuis, deel uitmakend van een groep van vijf dubbele woonhuizen van drie bouwlagen plus een zolder met plat dak en voorschild, volgens repeterend schema in één project gebouwd in 1903.

De vijf panden bestaan elk uit twee maisonnettes, waarvan de benedenwoningen kelders hebben en de bovenwoningen zolders. Ieder pand bestaat uit twee traveeën, een brede voor de woon- en slaapkamers en een smalle voor de overige ruimten. De brede travee is voor de onderste twee bouwlagen uitgebouwd als erker, waarop een balkon rust voor de derde bouwlaag, voorzien van een decoratief houten hekwerk. Het accent op de brede travee komt op zolderniveau nog een keer terug door de trapeziumvormige gevelbeëindiging met vooruitstekende overhuiving. Deze overhuiving rust net als de goot op decoratieve korbelen. Het pand is van belang als voorbeeld van traditionele laat 19e eeuwse woonhuisarchitectuur met rijke detaillering in metselwerk en houtwerk.

Het pand is van belang vanwege het uitwendig aspect.
",3441393,GM,Gemeentelijk monument,POINT (136663.266 455047.868)
