Rijlabels;1110 - Verhuiskosten personeel (binnen- en buitenland);1120 - Arbeidsomstandigheden en personele zorg (incl. BHV middelen);1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Studie en opleiding;1160 - Personeelsevenementen, - bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis en verblijfkosten;Eindtotaal
Personeelsvereniging RKD;;;1;;;;;;1
Perticas;;;1;;;;;;1
Peter Paul Jongerius Organisatieontwikkeling;;;;;1;;;;1
Peter Vader Producties B.V.;;;1;;;;;;1
PH Quality Holding B.V.;;;;;1;;;;1
Phaos Advies B.V.;;;;;1;;;;1
Pharmacie & Welzijn B.V.;;1;;;;;;;1
Phoenix Opleidingen;;;;;1;;;;1
Phonsawan B.V.;;;1;;;;;;1
PHT Eten & Drinken B.V.;;;1;;;;;;1
Piet Butter B.V.;;;;;1;;1;;1
Pijnenburg Techniek Scouting B.V.;;;;;1;;;;1
Pino Evenementen & Congressen B.V.;;;;;1;;;;1
Pitch & Putt Groningen;;;1;;;1;;;1
Pitch Professional;;;;;1;;;;1
Pizzeria Verlengde Hereweg B.V.;;;1;;;;;;1
Plan B voor de verandering B.V.;;;;;1;;;;1
Platform Outsourcing Nederland;;;;;1;;;;1
Plein 9 A B.V.;;1;1;;;;;;1
Plethora;;;;;1;;;;1
Poel Trainingen;;;1;;;;;1;1
Pol Perspective;;;;;1;;;;1
Polysport B.V.;;;1;;;1;;;1
Pool & Snooker;;;1;;;1;;;1
Postillion Hotel Amersfoort Veluwemeer;;;;;;;;1;1
Pour Vous Boezerooij;;;1;;;;;;1
Praktijk City Plaza;;1;;;;;;;1
Praktijk de Bovenkamer;;;;;1;;;;1
Praktijk Joyce Neijenhuis;;1;;;;;;;1
Praktijk Maria Derksen;;1;;;;;;;1
Praktijk voor Bewustzijnstraining;;;;;1;;;;1
Praktijk voor Fysiotherapie J. van Zeist;;1;;;;;;;1
Praktijk voor Haptotherapie & Coaching;;;;;1;;;;1
Praktijk voor Psychologie en;;1;;;;;;;1
Praktijk voor Psychotherapie en;;1;;;;;;;1
Praktijk Yvonne de Vries;;;;;1;;;;1
Primera Hiemstra;;;1;;;1;;;1
Priva Building Automation B.V.;;;;;1;;;;1
Privacy Management Partners Co√∂peratie UA;;;;;1;;;;1
ProArt Analysis;;;;;;;;1;1
Process Communication Nederland;;;;;1;;;;1
Proeflokaal aan de Amstel;;;1;;;1;;;1
Prof. Dr. Andrej Zwitter;;;;;1;;;;1
Progress Events B.V.;;;1;;;1;;;1
Projecten & Advies Aspha Bijnaar;;;;;;;;1;1
Prokino Kinderopvang;;;1;;;;;;1
Promopodium B.V.;;;1;;;1;;;1
Promotex B.V.;;1;;;;;;;1
Pronk Exploitatie B.V.;;;1;;;1;;;1
Pronk Produkties;;;1;;;;;;1
Protail;;;;;1;;;;1
Protect Dienstverlening;;1;;;;;;;1
Protocolbureau;;;;;1;;;;1
Prowareness Academy B.V.;;;;;1;;;;1
Prowareness WeOn Groep B.V.;;;;;1;;;;1
Psych. Zorgcentrum Vaassen Epe;;1;;;;;;;1
Psychologenpraktijk Assen;;1;;;;;;;1
Psyon;;;;1;;;;;1
Public Mobility B.V.;;;;;1;;;;1
Public Support & More B.V.;;;;;1;;;;1
Public Support Groep B.V.;;;;;1;;;;1
Pullman Eindhoven Cocagne;;;;;;;;1;1
PvIB: Platform voor informatiebeveiliging;;;;;1;;;;1
PVO VESEC;;;;;1;;;;1
Q. Omarkhel;;1;;;;;;;1
QO Storm Utrecht B.V.;;;1;;;1;;;1
Q-Promotions B.V.;;;;;1;;;;1
Quadrant B.V.;;;;;1;;;;1
Quads for All;;;1;;;1;;;1
Quality Bookings B.V.;;;1;;1;;;;1
R. Bakker;;;;;1;;;;1
R.F. Mulder;;;;;;;1;;1
R.G.S. Hassing-Mulder;;;1;;;1;;;1
R.H. Hemminga;;;1;;1;;;;1
R.M. Engwerda;;;;;1;;;;1
R.O.B. Noord;;;;;1;;;;1
Radio Royaal B.V.;;;1;;;;;;1
RAUW B.V.;;;1;;;;;;1
RAW;;;1;;;;;;1
Reaco;;;;;1;;;;1
Real Pintxos y M√°s;;;;;;1;;;1
Recrea eploitatie Orveltermarken BV;;;1;;;1;;;1
Recreatiepark De Postwagen B.V.;;;1;;;1;;;1
Recyclebike B.V.;;;1;;;;;;1
Rederij Mokum B.V.;;;1;;;;;;1
Regardz Business Center;;;;;1;;;;1
Regio Academie B.V.;;;;;1;;;1;1
Reken erop!;;;;;;;1;;1
Remonstrantse Broederschap;;;;;1;;;;1
Ren√©e van Tulder;;;;;1;;;;1
Rendement Uitgeverij B.V.;;;;;1;;;;1
Rest. Party Centr. Slijterij De Gouden Leeuw;;;1;;;;;;1
Restaurant Alexander;;;1;;;1;;;1
Restaurant Allemansgeest;;;1;;;;;;1
Restaurant B√∏g;;;1;;;;;;1
Restaurant Balije Park;;;1;;;;;;1
Restaurant De Artisjok;;;1;;;;;;1
Restaurant De Basiliek B.V.;;;1;;;1;;;1
Restaurant De Gaanderij;;;1;;;;;;1
Restaurant de Kade;;;1;;;;;;1
Restaurant De Knip;;;1;;;1;;;1
Restaurant De Markies;;;1;;;;;;1
Restaurant de Oude Muntkelder;;1;;;;;;;1
Restaurant De Oude Toren Exploitatie B.V.;;1;;;;;;;1
Restaurant De Vlindertuin;;;1;;;1;;;1
Restaurant De Zakkendrager B.V.;;;1;;;;;;1
Restaurant Karakter;;;1;;;1;;;1
Restaurant Maxime;;;;;;1;;1;1
Restaurant Meneer Buscourr;;;1;;;;;;1
Restaurant ML B.V.;;;;;;;;1;1
Restaurant Ok√©;;;1;;;;;;1
Restaurant OKAY;;;1;;;;;;1
Restaurant Onz;;;1;;;;;;1
Restaurant Oud-Zuid B.V.;;;1;;;;;;1
Restaurant Poppe Zwolle;;;1;;;1;;;1
Restaurant Syr;;;1;;;;;;1
Restaurant Voil‡;;;1;;;1;;;1
Restaurant Voor Iedereen B.V.;;;1;;;;;;1
Restaurant Zuiver;;;1;;;;;;1
Result ADR;;;;1;;;;;1
Retraiterie Rottemeren;;;;;;;;1;1
Ret-training;;;;;1;;;;1
Ria van der List Massage &;;1;;;;;;;1
RIB School Scheveningen;;;1;;;;;;1
Rick van der Kleij;;;1;;;;;;1
Rietland;;;1;;;;;;1
Rijksmuseum Volkenkunde;;;1;;;;;;1
Rijndam Revalidatiecentrum;;1;;;;;;;1
Riso Music;;;;;1;;;;1
Ristorante Mediterraneo;;;;;;;;1;1
Ristorante Trattoria Impero Romano;;1;1;;;;;;1
Robert-Jan Looysen;;;;;;1;;;1
ROC Amsterdam;;;;;1;;;;1
Rogier Schipper;;;;;1;;;;1
ROHDE & GRAHL B.V.;;1;;;;;;;1
Rokery by Simonis B.V.;;;1;;;;;;1
Rommy A. Hutting;;;;;1;;;;1
Ronald Zijlstra Fotografie;;;;;1;;;;1
Rondvaart Zwolle;;;1;;;;;;1
Routine;;;;;1;;;;1
Rozee B.V.;;;1;;;1;;;1
RSS Recruitment B.V.;;;;;1;;;;1
Ruhl;;;1;;;;;;1
Ruijterkade B.V.;;;1;;;1;;;1
Ruimte voor Helden;;1;;;1;;;;1
Russell en Bakker B.V.;;;;;1;;;;1
Ruud Knieriem;;;1;;;;;;1
Ruud van Oeveren;;;;;;1;;;1
S.V. RealTime;;;1;;1;1;;;1
Sabe Stichting;;;;;1;;;;1
Sabine Hess Coaching, Ontwikkeling & Advies;;;;;1;;;;1
Sales Manager Holding B.V.;;;;;1;;;;1
Salvatore Vacerra Fashion;;;1;;;;;;1
SAP Nederland B.V.;;;;;1;;;;1
Sareno B.V.;;;1;;;;;;1
Saskia Nouwens;;;1;;;;;;1
Saylus B.V.;;;;;1;;;;1
Scandinavisch Dorp;;;1;;;1;;1;1
Scheidegger Trainingen B.V.;;;;;1;;;;1
Scheveningse Voetbal Combinatie 200;;;1;;;;;;1
Schinkel Group B.V.;;;;;;;;1;1
Schippers Centrale Rotterdam;;;1;;;1;;;1
School voor de Kunsten;;;;;;1;;;1
School voor de Toekomst;;;;;1;;;;1
Schouten & Nelissen Nederland B.V.;;;;;1;;;;1
ScienceWorks B.V.;;;;;1;;;;1
Scorpione Amsterdam Holding B.V.;;;;;1;;;;1
SDR Information Systems;;;;;1;;;;1
Sdu Uitgevers B.V.;;;;;1;;;;1
SeaDreams bv;;;;;1;;;;1
Seats2Meet.com Utrecht B.V.;;;;;1;;;;1
Sector 3;;1;;;;;;;1
Segment Opleidingen B.V.;;;;;1;;;;1
Selecta Netherlands B.V.;;;1;;;;;;1
Semco Style Institute;;;;;1;;;;1
Senso Care;;;;;1;;;;1
Service Excellence Stichting;;;;;;;1;;1
Shabu Shabu Zoetermeer B.V.;;;1;;;1;;;1
Shannoa B.V.;;;1;;;;;;1
Shofukan Locatie;;;1;;;1;;;1
Sieneke Ribberink coaching & organi;;;;;1;;;;1
'sightwalk;;;1;;;;;;1
Sinne Kinderopvang bv;;;1;;;;;;1
Sint Antonius Ziekenhuis Locatie Utrecht;;1;;;;;;;1
Siteimprove B.V.;;;;;1;;;;1
Skils B.V.;;1;;1;1;;;;1
SKSG;;;1;;;;;;1
Slagerij Hofman;;;1;;;1;;;1
Slagerij Patrick;;;1;;;1;;;1
SLB Diensten B.V.;;;;;1;;;;1
Sligro B.V.;;;1;;;;;;1
Sloephurenutrecht.nl B.V.;;;1;;;;;;1
Smits Expo;;;;1;;;;;1
Social Force B.V.;;;;;1;;;;1
Soepboer Rijwielverhuur;;;1;;;1;;;1
Sogeti Nederland B.V.;;;;;1;;;;1
Solid Sense B.V.;;;;1;1;;;;1
Somos Per√∫ Restaurant;;;1;;;;;;1
Soomers;;;1;;;;;;1
Spanjersberg Organisatie Advies;;;;;1;;;;1
Speechless;;;;;1;;;;1
Spice Beachclub B.V.;;;1;;;;;;1
Spijtenburg Werving en Advies B.V.;;;;;1;;;;1
SPITZ congres & event B.V.;;;;;1;;;;1
SpiZe B.V.;;;1;;;1;;;1
Sports Merchandising Europe;;;1;;;;;;1
Sprekershuys B.V.;;;;;1;;;;1
SRA;;;;;1;;;;1
SRM Communicatie B.V.;;;;;1;;;;1
ST Groep B.V.;;;;;1;;;;1
St. Antonius;;1;;;;;;;1
Stadsarrangement.nl;;;1;;;1;;;1
Stadscaf√© De Observant;;;1;;1;;;;1
StadscafÈ De Observant;;;1;;;1;;;1
Stadscafe de Spaarbank;;;1;;;;;;1
Steakh. Partyhouse Snacks Cater. AndrÈ Dokter;;;1;;;1;;;1
Sterk-Staaltje;;;;;;;;1;1
Stg. Applicl. Serv. Libr. & Bus. Libr. Found.;;;;;1;;;;1
Stg. Atlantic and Pacific Exchange Program;;;;;1;;;;1
Stg. Dig. Port. Ned. Kast., hist. B.p. & L.g.;;;;;1;;;;1
Stg. ECHO, Expert.centr. Diversiteitsbeleid;;;;;1;;;;1
Stg. Hoger Onderw.Markus Verbeek Praehep Opl.;;;;;1;;;;1
Stg. Innov. in Ber.ond. en Volwass.-Educat.;;;;;1;;;;1
Stg. Kennisinst. Cultuuredu. en Amateurkunst;;;;;1;;;;1
Stg. Nat. Museum van Speelklok tot Pierement;;;1;;;;;;1
Stg. Nederlands Instituut voor Beeld & Geluid;;;1;;;;;;1
Stg. Nederlands Instituut voor Kenn.overdr.;;;;;1;;;;1
Stg. ProDemos - Huis voor dem. en rechtsstaat;;;1;;1;;;;1
Sticht. Administr.kant. J.C. Koedood Beheer;;;1;;;;;;1
Sticht. Bevordering Beeldvorm. Int. Samenlev.;;;1;;;;;;1
Sticht. fractie-ondersteuning CDA-Amersfoort;;;;;;;1;;1
Sticht. tot Exploit. van Landgoed Zuylestein;;;1;;1;;;;1
Stichting A + O Fonds Rijk;;;;;1;;;;1
Stichting Administratiekantoor Zonnehoeve;;;;;1;;;;1
Stichting Agora Network;;;;;;;1;;1
Stichting Aight;;;;;1;;;;1
Stichting Amersfoort in C;;;1;;;;;;1
Stichting BartimÈus Sonneheerdt;;;;;1;;;;1
Stichting Beheer Synagoge;;;1;;;;;;1
Stichting Beta Bedrijvendagen;;;;1;;;;;1
Stichting Binnendieze 's-Hertogenbosch;;;1;;;;;;1
Stichting Blikverruimers;;;;;1;;;;1
Stichting Bureau Kwaliteit Kinderopvang;;;;;1;;;;1
Stichting C.A. Muller Radioastronomiestation;;;1;;;;;;1
Stichting Careleon;;;;;1;;;;1
Stichting CASA, Centr. Architectuur/Stedenbw.;;;1;;;;;;1
Stichting Codart;;;;;;;1;;1
Stichting Cultureel Centrum Corrosia;;;;;1;;;;1
Stichting Cultuur+Ondernemen;;;;;1;;;;1
Stichting De Bastei;;;1;;;;;;1
Stichting De Bron van Sint Servaas;;;;1;;;;;1
Stichting de Gelukszoekers;;;1;;;;;;1
Stichting de Koninklijke Schouwburg;;;1;;;;;;1
Stichting De Ooievaart;;;1;;;;;;1
Stichting De Reisbeweging;;;;;1;;;;1
Stichting De Rots;;;;;1;;;;1
Stichting Derdengelden Walking Dinner;;;1;;;;;;1
Stichting Digitale Overheid;;;;;1;;;;1
Stichting Disck LV;;;1;;;;;;1
Stichting Dutch Design Foundation;;;;;;1;;;1
Stichting Dutch Dream Foundation;;;;;1;;;;1
Stichting Edukans;;;1;;;;;;1
Stichting Eurosonic Noorderslag;;;;;;;;1;1
Stichting Eye Filmmuseum;;;1;;;;;;1
Stichting Fideel;;;;;;;;1;1
Stichting Filosofische School Nederland;;;;;1;;;;1
Stichting Gelders Restauratie Centrum;;;;;1;;;;1
Stichting Gezamenlijke Projecten Haagse Musea;;;;;1;;;;1
Stichting Gilde Rotterdam;;;1;;;;;;1
Stichting Groningen Congres Bureau;;;;;1;;;;1
Stichting Haags Filmhuis Fonds;;;1;;;;;;1
Stichting Haags Theaterhuis;;;1;;;;;;1
Stichting Haagse Willemsvaart;;;1;;;;;;1
Stichting Hannema-de Stuers Fundatie;;;1;;;;;;1
Stichting het Fries Museum;;;1;;;;;;1
Stichting het Rijksmuseum;;;1;;;;;;1
Stichting Hogeschool Utrecht;;;;;1;;;;1
Stichting Hooggevoelig heel gewoon;;;;;1;;;;1
Stichting Huisvesting b.i.T.O.N.;;;;;1;;;;1
Stichting Humanity House;;;1;;;;;;1
Stichting Internat. Perscentrum 'Nieuwspoort';;;1;;;;1;;1
Stichting Jeugd Sport Commissie Broekland;;;;;;;;1;1
Stichting Kennisinstituut Bier;;;;;1;;;;1
Stichting Kinderopvang 2samen;;;1;;;;;;1
Stichting Kinderopvang Humanitas;;;1;;;;;1;1
Stichting Koningin Wilhelminafontein;;;1;;;;;;1
Stichting Leerbedrijven Groene Welle;;;;;;1;;;1
Stichting LeerKRACHT;;;;;1;;;;1
Stichting Marketing Groningen;;;1;;1;1;;;1
Stichting Meander;;;1;;;;;;1
Stichting Medisch Spectrum Twente;;1;;;;;;;1
Stichting Molen 'De Ruiter' te Vreeland;;;1;;;;;;1
Stichting Mollie Payments;;;;;;1;;;1
Stichting Museum voor Communicatie;;;;;;1;;;1
Stichting NedBricks;;;;;1;;;;1
Stichting Nederland Beweegt;;;1;;;;;;1
Stichting Nederland Monumentenland;;;;;1;;;;1
Stichting NL Cares;;;1;;;;;;1
Stichting Nuffic;;;;;1;;;;1
Stichting O.R.S. Lek en Linge;;;;;;;;1;1
Stichting Passionate Bulkboek;;;;;1;;;;1
Stichting Pleio;;;;;;;1;;1
Stichting Praamvaren Leeuwarden;;;1;;;;;;1
Stichting Prins27;;;1;;;;;;1
Stichting Promotie Theater- en Concertbezoek;;;1;;;;;;1
Stichting Raakvlak;;;;;;1;;;1
Stichting Reinaerdefonds;;;1;;;;;;1
Stichting Reuvens;;;;;1;;;;1
Stichting Saxion;;;;;1;;;;1
Stichting School en Veiligheid;;;;;1;;;;1
Stichting Sense of Place;;;1;;1;;;;1
Stichting Spaarnestad Photo;;;1;;;;;;1
Stichting Spot On;;;;;1;;;;1
stichting Stadsschouwburg Utrecht;;;1;;;;;;1
Stichting Stevenskerk Nijmegen;;;1;;;;;;1
Stichting Suburbia;;;;;1;;;;1
Stichting Team Haagse Hogeschool;;;1;;;;;;1
Stichting TEDx Amsterdam Education;;;;;1;;;;1
Stichting The Hague Marketing Bureau;;;1;;;;;;1
Stichting TI-COAST;;;;;;;1;;1
Stichting Tools to Work;;;1;;;;;;1
Stichting tot, Tolk van Ontwikkel. en Talent;;;;;1;;;;1
Stichting Uitgeverij Noord-Holland;;;1;;;;;;1
Stichting VO-content;;;;;1;;;;1
Stichting Vogin;;;;;1;;;;1
Stichting Voor Werkende Ouders;;;1;;;;;;1
Stichting Vredeseducatie;;;1;;;;;;1
Stichting VVV Noordoost-Brabant;;;1;;;;;;1
Stichting Waarborgfonds Kinderopvang;;;1;;;;;;1
Stichting Ziekenhuisgroep Twente;;1;;;;;;;1
Stoke B.V.;;;1;;;;;;1
Stonehenge Creations;;;1;;;;;;1
Strandclub Doen! Strand noord;;;1;;;;;;1
Strandclub WIJ;;;1;;;;;;1
Strandpaviljoen Bora Bora B.V.;;;1;;;;;;1
Strandpaviljoen Buiten B.V.;;;1;;;;;;1
Streetball Groningen;;;1;;;1;;;1
STS B.V.;;;;;1;;;;1
Studiecentrum van der Werf;;;;;1;;;;1
Studiegroep Velrandbijzonderheden;;;;;1;;;;1
Studio Breuch;;;1;;;;;;1
Studio Hamerhaai;;;1;;;;;;1
Studio Holalola;;;1;;;;;;1
Studio Pin;;;1;;;;;;1
Stuff Dutch People Like;;;;;1;;;;1
Subway;;;;;;;;1;1
Subway Tilburg Universiteit;;;;;;;;1;1
Summit Registration & Services B.V.;;;;;1;;;;1
Sumo Den Haag 2 Sushi en Grill restaurant;;;1;;;;;;1
Surf Sara;;;;;1;;;;1
Sushimo B.V.;;;1;;;1;;;1
SVRM;;;;;1;;;;1
Sweet's Media;;;1;;;;;;1
Swinging.nl;;;1;;;;;;1
SWK Facet BV;;;1;;;;;;1
t Belgisch BiercafÈ B.V.;;;1;;;1;;;1
't Goude Hooft Exploitatie B.V.;;;1;;;;;;1
't Nonnetje;;;1;;;;;;1
T.J.M. van der Zee;;;1;;;1;;1;1
T.M. van Wijngaarden;;;;;1;;;;1
T.R.J. Holding B.V.;;1;1;;;;;;1
Taal-Plus;;;;;;;;1;1
Tabasco;;;1;;;;;;1
Tapas Bar Restaurant Limon;;;1;;;;;;1
Target Lasergame;;;1;;;1;;;1
Taribush Events;;;1;;;1;;;1
Taveerne Rabenhaupt;;;1;;;1;;;1
Taxi Boute B.V.;;;1;;;;;;1
taxi direct groningen;;;1;;;;;;1
Taxi Reinders;;;;;;;;1;1
TB Events;;;1;;;;;;1
Team Scheurlings;;;1;;;1;;;1
TeamChange Talentontwikkeling;;;;;1;;;;1
Telstar Uitgeverij B.V.;;;;1;;;;;1
Tempelman Bedrijfskleding & Relatiegeschenken;;;1;;;;;;1
Tennispark Marlot B.V.;;;1;;;;;;1
Terkooijen Trading;;1;;;;;;;1
Tessa K√∂nemann physiotherapy;;;;;1;;;;1
Thai Jasmine Restaurant B.V.;;;1;;;1;;;1
Thais Restaurant SiSaket;;;1;;;;;;1
The Blue Lagoon B.V.;;;1;;;;;;1
The Commons Den Haag B.V.;;;1;;;;;;1
the Courseware Company BV;;;;;1;;;;1
The Form Foundation B.V.;;;;;1;;;;1
The Implementation Group B.V.;;;;;1;;;;1
The Internet Academy;;;;;1;;;;1
The Knott;;;1;;;1;;;1
The Lean Six Sigma Company;;;;;1;;;;1
The Liberators B.V.;;;;;1;;;;1
The Mood Managers;;;;;1;;;;1
The Old Pal B.V.;;;1;;;1;;;1
The Pool Groningen B.V.;;;;;;;;1;1
The Quantum Company;;;;;1;;;;1
The Rat Pack B.V.;;;1;;;;;;1
The Twins B.V.;;;1;;;;;;1
The Vintage 3.0. B.V.;;;1;;;;;;1
Theater Diligentia;;;1;;;;;;1
Theo Snijders Total Quality Support B.V.;;;;;1;;;;1
This is Holland B.V.;;;1;;;;;;1
Tilkema Horeca B.V.;;;1;;;1;;;1
Time-Lines.NL B.V.;;;;;1;;;;1
Tip My Hat;;;;;1;;;;1
TJONROCKON;;;1;;;;;;1
Toko Semarang;;;;;;;;1;1
Toko Toet;;;1;;;;;;1
Tom Vossen;;;1;;;;;1;1
Toman Rederij B.V.;;;1;;;1;;;1
Tonco Modderman Training & Advies;;;;;1;;;;1
Tony's Chocolonely Nederland B.V.;;;1;;;;;;1
Top Boulevard C.V.;;;1;;;;;;1
TOPdesk Nederland B.V.;;;;;1;;;;1
Topgeschenken Nederland B.V.;;1;1;;;;;;1
Topic Travel B.V.;;;;;;;;1;1
TOP-uitje.nl;;;1;;;;;;1
Totally Pleasure Entertainment;;;1;;;;;;1
Touringcarbedrijf Th. Lubbe Reizen;;;;;;1;;;1
Tourink;;;1;;;;;;1
Trainspot Office Leercentrum B.V.;;;;;1;;;;1
Traiteur Service S'amuse B.V.;;;1;;;1;;;1
Tralala Entertainment;;;1;;;1;;;1
Tranq;;;;;1;;;;1
Travelcard B.V.;;;;;;;;1;1
TRConsult B.V.;;;;;1;;;;1
Tressan;;;;;1;;;;1
Tri Tunggal;;;1;;;;;;1
Trifork B.V.;;;;;1;;;;1
Trifork GmbH;;;;;1;;;;1
True Leaders;;;;;1;;;;1
Tshukudu Technology College B.V.;;;;;1;;;;1
TSM Business School;;;;;1;;;;1
Tule Training;;;;;1;;;;1
Twinq Insights & Inspiration;;;;;1;;;;1
Ugly Duck;;;;;;;;1;1
Ultimate Relatiegeschenken;;;1;;;1;;;1
Umami Restaurant B.V.;;;1;;;1;;;1
Umami Restaurant Den Haag B.V.;;;1;;;;;;1
Unique Sources Advies;;;;;1;;;;1
Universiteit Twente;;;;;1;;;;1
Unlock Scheveningen B.V.;;;1;;;;;;1
UNLP B.V.;;;;;1;;;;1
Upbeatles;;;1;;;;;;1
Urban Heart;;;1;;;1;;;1
Userproof;;;;;1;;;;1
Utrecht's Rondvaartbedr. Rederij Schuttevaer;;;1;;;;;;1
Utrechtsche Studenten Roeivereeniging Triton;;;1;;;;;;1
Utrechtse Taxi Centrale (U.T.C.) B.V.;;1;1;;;;;;1
UX Academy;;;;;1;;;;1
V&A accountants -adviseurs B.V.;;;;;1;;;;1
v.d. Diving Works;;;;;;;;1;1
V.O.F. Alpina-van Houweninge & IJsselstijn;;;1;;;;;;1
V.O.F. De Centrale;;;1;;;;;;1
V.O.F. De Tolhuistuin;;;1;;;;;;1
V.O.F. Grand Canal Delft;;;1;;;;;;1
V.O.F. Multivlaai Cosijnse;;;1;;;;;;1
V.O.F. Peerke Donders;;;1;;;;;;1
V.S. Catering;;;1;;;;;;1
Vakantiecentrum Sonnevanck B.V.;;;1;;;;;;1
Vakgroep Neurologie;;1;;;;;;;1
Valkenswaardse Omroep Stichting;;;;;1;;;;1
"Valkerij ""De Havikshoeve";;;1;;;1;;;1
Van Abbema Belastingadvies;;;1;;;;;;1
Van den Broek-van Mil B.V.;;;1;;;;;;1
Van der Kroft Party Rental Services B.V.;;;1;;;;;;1
Van der Made Voegwerken;;;;;1;;1;;1
Van der Valk Hotel Leeuwarden B.V.;;;;;1;;;;1
Van der Werff Holding B.V.;;;;;;;;1;1
Van der Woude Art-Consultancy B.V.;;;1;;;;;;1
Van Ede & Partners;;;;;1;;;;1
Van Ede & Partners B.V.;;;;;1;;;;1
Van Hemmen & Partners;;;;1;;;;;1
Van Heugten Tours;;;1;;;;;;1
Van Kinsbergen;;;1;;;;;;1
Van Kleef;;;1;;;1;;;1
Van 't Loo/Van Eck Beheer B.V.;;;;;1;;;;1
Van Tetterode Glass Studio B.V.;;;1;;;;;;1
VdlC publishers/consultants B.V.;;;;;1;;;;1
VDV B.V.;;;;;;;1;;1
Veenstra Expo B.V.;;;;1;;;;;1
Veer Stichting;;;;;1;;;;1
Velders & Novak IMC;;;;1;;;;;1
Ver. Beh. 19de & Vroeg 20ste Eeuw Cultuurg.;;;;;;;1;;1
Ver. Chr. Voortgezet Onderwijs Rotterdam e.o.;;;;;;1;;;1
Ver. voor Klachtrecht in de publieke sector;;;;;1;;;;1
Verdonck, Klooster & Associates B.V.;;;;;1;;;;1
Verdraaide Organisaties B.V.;;;;;1;;;;1
Vereniging Associatie voor Jeugd;;;;;1;;;;1
Vereniging De Hollandsche Molen;;;;;1;;;;1
Vereniging Goudse Gidsen Gilde;;;1;;;;;;1
Vereniging Hogescholen;;;;;1;;;;1
Vereniging JuristenRijk;;;;;1;;;;1
Vereniging Nederlandse Poppodia en -Festivals;;;;;1;;;;1
Vereniging PO-raad;;;;;1;;;;1
Vereniging Testnet;;;;;1;;;;1
Vereniging voor Onderwijsrecht;;;;;1;;1;;1
Vereniging voor Overheidsmanagement;;;;;1;;;;1
Vereniging voor Reclamerecht;;;;;;;1;;1
Vergouwen Overduin B.V.;;;;;1;;;;1
Verhuur Nieuwe Kerk;;;;;;;;1;1
Vermaak en Restauratie De Molenhoek;;;;;1;;;;1
Vermaat Bedrijfshoreca B.V.;;;1;;;;;;1
Vermaat Leisure B.V.;;;;;;;;1;1
Verrijk training & consultancy;;;;;1;;;;1
Verslokaal;;;1;;;;;;1
Verus, Ver. v. katholiek en christ. onderwijs;;;1;;;;;;1
Vervoersgroep Noord B.V.;;;;;;;;1;1
Vhic Faculty B.V.;;;;;1;;;;1
ViaViela B.V.;;;1;;;;;;1
Victor de Stuersstichting;;;;;1;;;;1
Vinbo B.V.;;;;;1;;1;;1
VINNIES;;;1;;;;;;1
Vital Change B.V.;;;1;;1;;;1;1
Vitam;;;1;;;;;;1
Vlerk producties;;;;;1;;;;1
Vleugel F;;;1;;;;;;1
VNSG Diensten B.V.;;;;1;1;;;;1
Von Asmuth huisartsen;;1;;;;;;;1
Voorwaarde B.V.;;;;;1;;;;1
VO-raad;;;;;;;;1;1
VR GALAXY;;;1;;;;;;1
VRescaperooms;;;1;;1;;;;1
Vrienden van Museum Het Valkhof;;;1;;;;;;1
VVBA B.V.;;;;;1;;;;1
VVE parkeergarage 'Knegtel' Gasthuisring 60;;;;;;;;1;1
VVV Nederland B.V.;;;1;;;;;;1
VVV Schiermonnikoog;;;1;;;;;;1
W. Flapper, huisarts;;1;;;;;;;1
W.G.A.M. Loonen;;;1;;;;;1;1
W.J. van Schaik B.V.;;;1;;;;;;1
Waag Leiden B.V.;;;1;;;;;;1
Waar B.V.;;;1;;;1;;1;1
Waarmakers;;;;;1;;;;1
Wadapartja;;;1;;;1;;;1
Wagner Group I Post Graduate Education B.V.;;;;;1;;;;1
Walhalla in De Meern B.V.;;;1;;;;;;1
Wallaart & Kusse Public Affairs;;;;;1;;;;1
Walter Benedict B.V.;;;1;;;;;;1
WannaFlex Academy B.V.;;;;;1;;;;1
Wavesurfer;;;1;;;;;;1
Weka B.V.;;;;;1;;;;1
WEKA Business Media B.V.;;;;;1;;;;1
Wellesley Event Management;;;;;1;;;;1
WELOU B.V.;;;1;;;;;;1
Wendy Borst coachpraktijk;;;;;1;;;;1
Wereldgeluk B.V.;;;1;;;1;;;1
Wereldrestaurant Puur B.V.;;;1;;;1;;;1
Wereldwinkel Groningen;;;1;;;;;;1
WerkPlaisier;;;;;1;;;;1
Werkpro Emmen;;;;;1;;;;1
Wesselink Van Zijst B.V.;;;;;1;;;;1
Whemerhof;;1;;;;;;;1
Wibbens Arbeidskundig advies;;;;;1;;;;1
Wijndomein St. Martinus;;;1;;;;;;1
Wilde Zwijnen B.V.;;;1;;;;;;1
Wildgroei;;;1;;;1;;;1
Wildlands Adventure Zoo Emmen B.V.;;;1;;;1;;;1
Willems Classics B.V.;;;1;;;;;;1
Wim Sontrop Kasten;;;1;;;;;;1
Winterhuis B.V.;;;1;;;;;;1
Withlocals B.V.;;;;;1;;;;1
Wittenborg University Vienna B.V.;;;1;;1;;;;1
Wizard IT B.V.;;;;;;;;1;1
