ZAAKNUMMER,ZAAKTYPECODE,KANAAL,OMSCHRIJVING,TOELICHTING,REGISTRATIEDATUM,STARTDATUM,EINDDATUM,GEPLANDE EINDDATUM,CASE_TYPE_ID,NIVEAU1CASE,NIVEAU2CASE,NIVEAU3CASE,class_classificatie,class_vies,class_stuk,class_overlast,class_niet_relevant,STRAATNAAM,HUISNUMMER,POSTCODE,BUURTCODE,BUURT,WIJKCODE,WIJK,WOONPLAATS,X-coordinaat,Y-coordinaat,LONGITUDE,LATITUDE,BAG_STRAATNAAM,PC6_BRON,PC6
49697,MLD0821,WEBFORM,OV 1 lamp stuk,In de Moerbeigaarde (bij de speeltuin) is al een aantal weken een lantarenpaal kapot. Erg gevaarlijk bij spelende en overstekende kinderen..,20121211213859,20121212,20130211,20121217,266,Straatmeubilair,Straatverlichting,OV 1 lamp stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Moerbeigaarde,2,3124WK,95,De Gaarden/Sveafors,90,Woudhoek en Spaland/Sveaparken,Schiedam,,,4.383261911,51.93898966,Moerbeigaarde,melding,3124WK
51947,MLD0821,WEBFORM,OV 1 lamp stuk,"In de binnentuin van het voormalige weeshuis, bij de Boomgaardstraat, doet één van de lampen het niet aan de rechterkant, maakt het erg donker daar.",20130110122805,20130111,20130221,20130116,266,Straatmeubilair,Straatverlichting,OV 1 lamp stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Boomgaardstraat,6,3111KE,00,Binnenstad,00,Centrum (binnenstad),Schiedam,,,4.399017481,51.91622583,Boomgaardstraat,melding,3111KE
50730,MLD0703,WEBFORM,niet betaald,"Het Vendelhof is een niet-betaaldparkeren gebied. Net over het Kethelbruggetje begint sector C, het betaald parkeren gebied. Ditbetekent dat veel bewoners die net over de brug wonen, alsmede bedrijfsauto´s en auto´s vanwerknemers uit het centrum hier hun auto parkeren. Met als gevolg geen plaatsen, gedwongen foutparkeren, irritaties.  Ik wil graag als voorzitter van de VVE Schuttersveld z.s.m. in gesprek met de verantwoordelijke ambtenaar voor de ontstane situatie.",20121224154604,20121227,20121228,20130101,325,Overlast,Parkeeroverlast,niet betaald,parkeren,ONWAAR,ONWAAR,WAAR,ONWAAR,Vendelhof,98,3119DM,67,Nolensbuurt,60,Nieuwland,Schiedam,,,4.392128181,51.91885147,Vendelhof,melding,3119DM
58786,MLD0200,WEBFORM,autowrakken,Bewoners aan de schiedamseweg in Bijdorp maken bruggen om auto's de voortuin in te rijdennummer 172 en 174,20130327084142,20130328,20130403,20130404,322,Overlast,Autowrakken,,grofvuil en dumping,ONWAAR,ONWAAR,WAAR,ONWAAR,Schiedamseweg,174,3119JC,71,Parkenbuurt/Bijdorp,70,Groenoord en Kethel,Schiedam,,,4.381708924,51.92532705,Schiedamseweg,melding,3119JC
66281,MLD0702,WEBFORM,geen vergunning,Bij mij pal voor de deur loopt een brede bocht van de straat. De bocht is afgezet dmv paaltjes maar toch wordt er geregeld in de bocht tegen de paaltjes geparkeerd. Verder is de stoeprand van voor mijn deur naar de andere stoep veel te hoog. Iemand met een kinderwagen of rolstoel kan hier niet op of af. En alle spelende kinderen ervaren hinder van de stoep. Mijn voorstel; een andere stoeprand die de bocht vd weg aangeeft en aanpassing vd stoeprand?,20130722144656,20130723,20130730,20130726,403,Overlast,Parkeeroverlast,geen vergunning,parkeren,ONWAAR,ONWAAR,WAAR,ONWAAR,Potgieterstraat,14,3117RR,32,Schrijversbuurt,30,West,Schiedam,,,4.38540227,51.91234072,Potgieterstraat,melding,3117RR
67030,MLD0811,WEBFORM,OV lichtmast: deksel weg / open (SPOED),Melding heeft niets met verlichting te maken maar kan ik kan niets over bestrating kwijt.De bestrating in de steeg tussen het Leerlooierpad en de Schrijnwerkerstraat is verzakt. Het lijkt op een loze ruimte onder de bestrating. Ik denk dat er doorval gevaar bestaat voor voetgangers.,20130807104142,20130808,20130808,20130813,260,Straatmeubilair,Straatverlichting,OV lichtmast: deksel weg / open,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Leerlooierpad,19,3123PG,92,Ambachtenbuurt,90,Woudhoek en Spaland/Sveaparken,Schiedam,,,4.362771028,51.94190628,Leerlooierpad,melding,3123PG
71366,MLD0822,WEBFORM,Straatverlichting; OV meer lampen stuk,de verlichting in het middelste deel van mijn straat brand al een paar dagen niet. in de rest van de wijk wel. Het is echt heel donker en ik voel me hierdoor niet veilig.,20131104152221,20131105,20131105,20131108,258,Straatmeubilair,Straatverlichting,OV meer lampen stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Slot Assumburgpad,28,3123RR,93,Kastelenbuurt,90,Woudhoek en Spaland/Sveaparken,Schiedam,,,4.367382838,51.94584731,Slot Assumburgpad,melding,3123RR
71454,AB.11.0103,TELEFOON,Dumping; Dumping chemisch afval,mevr meldt dat er een stuk of 4 blikken/emmers verf naast de container staan,20131105112415,20131106,20131106,20131107,126,Afval inzameling,Dumping,Dumping chemisch afval,grofvuil en dumping,WAAR,ONWAAR,WAAR,ONWAAR,Schouw,21,3123BS,94,Botenbuurt,90,Woudhoek en Spaland/Sveaparken,Schiedam,,,4.370050514,51.94260161,Schouw,melding,3123BS
73118,AB.11.0105,TELEFOON,Dumping; Dumping vuilniszakken,Dumping vuilniszakken 2 stuks plus wat los vuil,20131125100613,20131126,20131204,20131129,21,Afval inzameling,Dumping,Dumping vuilniszakken,grofvuil en dumping,WAAR,ONWAAR,WAAR,ONWAAR,Henriëtte Bosmansplein,16,3122CA,73,Groenoord-Midden,70,Groenoord en Kethel,Schiedam,,,4.372061242,51.93153714,Henriëtte Bosmansplein,melding,3122CA
72596,MLD0822,TELEFOON,Straatverlichting; OV meer lampen stuk,Meer dan 5 lichtmasten zijn defect. Ze branden soms s'nachts wel en soms niet.,20131119095629,20131120,20131119,20131125,258,Straatmeubilair,Straatverlichting,OV meer lampen stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Dr Schaepmansingel,53,3118XH,68,Wibautbuurt,60,Nieuwland,Schiedam,,,4.380437552,51.91583256,Dr Schaepmansingel,melding,3118XH
71322,MLD0822,EMAIL,Straatverlichting; OV meer lampen stuk,De openbare verlichting ter hoogte van Buys Ballotsingel 102A werkt al maanden niet en de draad die tussen twee lantaarnpalen hangt naar aanleiding van een stroomstoring hangt er ook nog steeds.,20131104105738,20131105,20131105,20131108,258,Straatmeubilair,Straatverlichting,OV meer lampen stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Buys Ballotsingel,98,3112JG,16,Newtonbuurt,10,Oost,Schiedam,,,4.413500736,51.91738645,Buys Ballotsingel,melding,3112JG
72526,UA.01.08,WEBFORM,Op bestrating en in het groen; Overlast van hondenpoep,"Op de lorentzlaan oneven zijde bij de bomen
Ligt zoveel hondenpoep de laatste weken,
Dit kan echt niet , is zo smerig!kan daar nu eens
Iets aan gedaan
Bovndien is t s avonds zo donker in de laan
Datmen er geheid in staat
En het is ook gevaarlijk",20131118131611,20131119,20131120,20131122,24,Reiniging,Op bestrating en in het groen,Overlast van hondenpoep,hondenpoep,WAAR,ONWAAR,WAAR,ONWAAR,Lorentzlaan,43,3112KH,16,Newtonbuurt,10,Oost,Schiedam,,,4.413545392,51.91834124,Lorentzlaan,melding,3112KH
71441,UD.01.06,WEBFORM,Bestrating plaatselijke verzakking,Enkele maanden geleden is de bestrating rond het tramspoor voor ons filiaal Ho van Spaland 68-68 te Schiedam aangepakt ivm grote verzakking. De verzakking leverde gevaarlijke situatie op voor onze klanten. Helaas is bestrating nu weer volledig weggezakt en met de huidige regelval levert dat wederom gevaar op. Laat staan de slechte bereikbaarheid van ons filiaal .,20131105093431,20131106,20131106,20131113,368,Bestrating,Bestrating plaatselijke verzakking,,bestrating,ONWAAR,WAAR,WAAR,ONWAAR,Hof van Spaland,68,3121CC,75,Kethel-dorp,70,Groenoord en Kethel,SCHIEDAM,,,4.374618027,51.93524471,Hof van Spaland,melding,3121CC
72701,UB.05.02,WEBFORM,"Beton, hout of kunststofpaal; Beton, hout of kunststofpaal staat scheef/los",betonblok om splitsing aan te duiden staat op de rechter fietspadhelft. Plek is in het donker niet verlicht en je fietst er zo tegenaan.,20131120102110,20131121,20131125,20131126,344,Straatmeubilair,"Beton, hout of kunststofpaal","Beton, hout of kunststofpaal staat scheef/los",straatmeubilair,ONWAAR,WAAR,ONWAAR,ONWAAR,Schiekade,94,3125KJ,82,'s-Gravelandsepolder,80,Industriegebied,Schiedam,,,4.4093022,51.93715056,Schiekade,melding,3125KJ
73809,AB.10.0111,TELEFOON,WC Huisvuil met pas; WC HV MP Huisvuil ernaast,Vuilniszakken,20131127085651,20131128,20131215,20131129,16,Afval inzameling,WC Huisvuil met pas,WC HV MP Huisvuil ernaast,afvalinzameling,WAAR,ONWAAR,WAAR,ONWAAR,Boerhaavelaan,97,3112LE,17,Rotterdamsedijk,10,Oost,Schiedam,,,4.412012857,51.91564164,Boerhaavelaan,melding,3112LE
71877,UD.01.06,TELEFOON,Bestrating plaatselijke verzakking,"Voor het opstapje de woning in, loopt door naar de buren.
Dit is al vaker opgehoogd.",20131111095454,20131112,20131113,20131119,368,Bestrating,Bestrating plaatselijke verzakking,,bestrating,ONWAAR,WAAR,WAAR,ONWAAR,Bernardus IJzerdraatsngl,86,3123CC,93,Kastelenbuurt,90,Woudhoek en Spaland/Sveaparken,Schiedam,,,4.366384374,51.94356664,Bernardus IJzerdraatsingel,melding,3123CC
72130,UA.01.06,TELEFOON,Op bestrating en in het groen; Overlast bladeren/bloesem op straat,Er ligt een berg bladeren.,20131113121555,20131114,20170319,,128,Reiniging,Op bestrating en in het groen,Overlast bladeren/bloesem op straat,bomen en beplanting,ONWAAR,ONWAAR,WAAR,ONWAAR,Willemskade,18,3114CP,41,Noletbuurt,40,Zuid,Schiedam,,,4.401556089,51.9081234,Willemskade,melding,3114CP
72986,UD.01.04,TELEFOON,Bestrating los/scheef/omhoogst. geen wortelopdruk,Vrachtwagen over de stoep gereden door keren.,20131122140448,20131125,20131126,20131128,355,Bestrating,Bestrating los/scheef/omhoogst. geen wortelopdruk,,bestrating,ONWAAR,WAAR,WAAR,ONWAAR,Jan Evertsenweg,6,3115JA,45,Havenbuurt,40,Zuid,SCHIEDAM,,,4.377335872,51.90997915,Jan Evertsenweg,melding,3115JA
70846,UC.01.08,TELEFOON,Bomen; Bomen gevaarlijke situatie,boom omgevallen over het fietspad en de rijbaan op de Nieuwe Damlaan ter hoogte van nummer 780,20131028113329,20131029,20131106,20131029,73,Groen,Bomen,Bomen gevaarlijke situatie,bomen en beplanting,ONWAAR,ONWAAR,WAAR,ONWAAR,Nieuwe Damlaan,780,3118AC,68,Wibautbuurt,60,Nieuwland,Schiedam,,,4.389198407,51.91824743,Nieuwe Damlaan,melding,3118AC
71756,UF.01.02,TELEFOON,Plaagdierbestrijding Ratten,Er komen ratten vanaf een gat onder het gymlokaal de tuin in.,20131108160437,20131111,20170319,20131113,96,Plaagdieren,Plaagdierbestrijding Ratten,,,ONWAAR,ONWAAR,WAAR,ONWAAR,Kepplerstraat,29,3112DS,12,Natuurkundigenbuurt,10,Oost,Schiedam,,,4.406275597,51.9163872,Kepplerstraat,melding,3112DS
75416,UD.01.06,TELEFOON,Verzakking - plaatselijk,Verzakking bestrating stoep 50 a 60 tegels zijn verzakt. Graag het verzoek om dit te herstellen.,20131219090659,20131220,20140103,20131231,368,Bestrating,Bestrating plaatselijke verzakking,,bestrating,ONWAAR,WAAR,WAAR,ONWAAR,Nieuwlandplein,18,3118AD,68,Wibautbuurt,60,Nieuwland,Schiedam,,,4.385596483,51.92053816,Nieuwlandplein,melding,3118AD
74243,MLD0822,TELEFOON,Straatverlichting; OV meer lampen stuk,Al 14 dagen meerdere lichtmasten die niet branden.,20131202134930,20131203,20131202,20131206,258,Straatmeubilair,Straatverlichting,OV meer lampen stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Burg Honnerlage Greteln,389,3118BA,68,Wibautbuurt,60,Nieuwland,Schiedam,,,4.386612196,51.91675779,Burgemeester Honnerlage Gretelaan,melding,3118BA
74308,MLD0822,TELEFOON,Straatverlichting; OV meer lampen stuk,Drie lampen kapot.,20131203095125,20131204,20131203,20131209,258,Straatmeubilair,Straatverlichting,OV meer lampen stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Mgr Nolenslaan,566,3119EP,67,Nolensbuurt,60,Nieuwland,Schiedam,,,4.389732436,51.9217434,Mgr Nolenslaan,melding,3119EP
75294,MLD999,TELEFOON,Winkelwagentjes,Meneer geeft aan dat er winkelkarretjes staan die niet worden terug gebracht. Graag een verzoek om deze te verwijderen.,20131217124634,20131218,20131220,20131223,275,Overlast,Winkelwagentjes,,,ONWAAR,ONWAAR,WAAR,ONWAAR,Schie,100,3111PN,21,Brandersbuurt,20,Centrum (tussen havens en grachten),Schiedam,,,4.397058501,51.91855938,Schie,melding,3111PN
76495,UC.01.08,TELEFOON,Bomen; Bomen gevaarlijke situatie,"één boom staat uit het lood en dreigt om te vallen. 
Als de boom valt, komt deze op het fietspad te vallen.",20140109145857,20140110,20140121,20140110,73,Groen,Bomen,Bomen gevaarlijke situatie,bomen en beplanting,ONWAAR,ONWAAR,WAAR,ONWAAR,Rietkraag,59,3121TC,76,Vogelbuurt,70,Groenoord en Kethel,Schiedam,,,4.387026035,51.93634688,Rietkraag,melding,3121TC
75798,MLD0821,WEBFORM,Straatverlichting; OV 1 lamp stuk,"Geachte heer, mevrouw,

Er is een lantaarnpaal aan de Westvest kapot. Deze staat aan de overkant van de ingang van appartementencomplex 't Nieuw Werck en ter hoogte van Westvest 26. Lamp gaat na reparatie steeds weer kapot. Wellicht een ander probleem dan alleen een kapotte lamp?

Bij voorbaat dank.

Met vriendelijke groet,
Leontine den Dijker",20131229141647,20131230,20131231,20140103,266,Straatmeubilair,Straatverlichting,OV 1 lamp stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Westvest,26,3111BW,22,Walvisbuurt,20,Centrum (tussen havens en grachten),SCHIEDAM,,,4.399228445,51.91376232,Westvest,melding,3111BW
75577,UD.01.06,TELEFOON,Verzakking - plaatselijk,voor de deur is de stoep verzakt,20131223110401,20131224,20140103,20140103,368,Bestrating,Bestrating plaatselijke verzakking,,bestrating,ONWAAR,WAAR,WAAR,ONWAAR,Rembrandtlaan,81,3117VG,31,Schildersbuurt,30,West,Schiedam,,,4.384511361,51.91427982,Rembrandtlaan,melding,3117VG
75642,MLD0822,TELEFOON,Straatverlichting; OV meer lampen stuk,De hele wijk incl. galerijen,20131224083627,20131227,20131230,20140102,258,Straatmeubilair,Straatverlichting,OV meer lampen stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Johann Straussplein,297,3122ZE,74,Groenoord-Noord,70,Groenoord en Kethel,Schiedam,,,4.370730371,51.93475222,Johann Straussplein,melding,3122ZE
75948,AB.06.0112,TELEFOON,Mini-container Huisvuil; MC HV Omruilen groter/kleiner,Minicontainer huisvuil zou mevrouw graag een extra container erbij willen aangezien haar grote container elke week vol zit. Dus niet omruilen extra container.,20131231141823,20140102,20140113,20140107,375,Afval inzameling,Mini-container Huisvuil,MC HV Omruilen groter/kleiner,afvalinzameling,ONWAAR,ONWAAR,ONWAAR,WAAR,Punter,1,3123BM,94,Botenbuurt,90,Woudhoek en Spaland/Sveaparken,Schiedam,,,4.369906619,51.94276954,Punter,melding,3123BM
75956,UB.05.03,TELEFOON,"Beton, hout of kunststofpaal; Beton, hout of kunststofpaal ontbreekt/gebroken",paal is weg gehaald door vandalen en in het gat ligt vuurwerkafval.,20131231154222,20140102,20140103,20140107,107,Straatmeubilair,"Beton, hout of kunststofpaal","Beton, hout of kunststofpaal ontbreekt/gebroken",vandalisme / onzorgvuldigheid,ONWAAR,WAAR,ONWAAR,WAAR,Zwartewaalsestraat,6,3114XX,43,Piet Sandersbuurt,40,Zuid,Schiedam,,,4.402444741,51.90419063,Zwartewaalsestraat,melding,3114XX
75975,MLD0821,WEBFORM,Straatverlichting; OV 1 lamp stuk,Straatlantaarn vernield met vuurwerk. Glas kapot en brand niet meer. Schuin tegenover Sint Janshof 2.,20140101231741,20140102,20140129,20140107,266,Straatmeubilair,Straatverlichting,OV 1 lamp stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,St Janshof,4,3111KD,00,Binnenstad,00,Centrum (binnenstad),Schiedam,,,4.400317489,51.91727096,St Janshof,melding,3111KD
76117,UA.01.01,TELEFOON,Op bestrating en in het groen; Overlast van zwerfvuil op verharding,Meneer heeft een garage en heeft last van zwerfvuil,20140103141615,20140106,20140121,20140108,351,Reiniging,Op bestrating en in het groen,Overlast van zwerfvuil op verharding,zwerfvuil,WAAR,ONWAAR,WAAR,ONWAAR,De Nijverheidstraat,5,3125AJ,81,Spaanse Polder,80,Industriegebied,SCHIEDAM,,,4.412712832,51.92377285,De Nijverheidstraat,melding,3125AJ
75851,UA.01.08,TELEFOON,Op bestrating en in het groen; Overlast van hondenpoep,"Ligt op stoep en bij vuilcontainers, is helemaal uitgelopen.",20131230105957,20131231,20131231,20140106,24,Reiniging,Op bestrating en in het groen,Overlast van hondenpoep,hondenpoep,WAAR,ONWAAR,WAAR,ONWAAR,Dwarsstraat,1,3114LA,41,Noletbuurt,40,Zuid,Schiedam,,,4.40623249,51.90612177,Dwarsstraat,melding,3114LA
76201,MLD0821,TELEFOON,Straatverlichting; OV 1 lamp stuk,de lamp ter hoogte van 21 brand niet goed meer. Geeft weinig tot geen verlichting meer.,20140106105811,20140107,20140108,20140110,266,Straatmeubilair,Straatverlichting,OV 1 lamp stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Rembrandtlaan,23,3117VB,31,Schildersbuurt,30,West,Schiedam,,,4.383526609,51.91246939,Rembrandtlaan,melding,3117VB
76266,MLD0822,TELEFOON,Straatverlichting; OV meer lampen stuk,de lichtmasten op chopinplein en van beethovenlaan doen het allemaal niet.,20140107083857,20140108,20140108,20140113,258,Straatmeubilair,Straatverlichting,OV meer lampen stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Chopinplein,228,3122VM,73,Groenoord-Midden,70,Groenoord en Kethel,Schiedam,,,4.367704597,51.93002172,Chopinplein,melding,3122VM
76485,MLD0821,TELEFOON,Straatverlichting; OV 1 lamp stuk,1 Paal is stuk,20140109140512,20140110,20140113,20140115,266,Straatmeubilair,Straatverlichting,OV 1 lamp stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Kommiezenlaan,7,3125AM,81,Spaanse Polder,80,Industriegebied,SCHIEDAM,,,4.413075186,51.92485563,Kommiezenlaan,melding,3125AM
76127,AB.04.0111,TELEFOON,Grofvuil; GV Onjuist aangeboden,Bankstel en overig grofvuil,20140103160428,20140106,20140103,20140107,422,Afval inzameling,Grofvuil,GV Onjuist aangeboden,grofvuil en dumping,WAAR,ONWAAR,WAAR,ONWAAR,Burgemeester V Haarenln,1272,3118GM,62,Spieringshoek,60,Nieuwland,Schiedam,,,4.37851983,51.91815137,Burgemeester Van Haarenlaan,melding,3118GM
76992,AB.10.0111,TELEFOON,WC Huisvuil met pas; WC HV MP Huisvuil ernaast,Er liggen vuiniszakken naast container.,20140117132536,20140120,20140124,20140121,16,Afval inzameling,WC Huisvuil met pas,WC HV MP Huisvuil ernaast,afvalinzameling,WAAR,ONWAAR,WAAR,ONWAAR,A Johannes d Haaspl,11,3123CB,93,Kastelenbuurt,90,Woudhoek en Spaland/Sveaparken,Schiedam,,,4.366970915,51.94352513,Albertus Johannes de Haasplein,melding,3123CB
76870,UE.01.05,WEBFORM,Riolering water op straat bij kolk/put,De put op het Laseurpad ter hoogte van huisnummer 57 is dusdanig verstopt dat er een fli nke plas op straat straat. De put zit bijna tot het deksel vol met aarde/modder.,20140115141325,20140116,20140122,20140121,435,Riolering,Riolering water op straat bij kolk/put,,riolering en water,ONWAAR,ONWAAR,WAAR,ONWAAR,Laseurpad,57,3123NS,91,Toneelspelersbuurt,90,Woudhoek en Spaland/Sveaparken,Schiedam,,,4.370603961,51.94002738,Laseurpad,melding,3123NS
76918,UE.01.03,TELEFOON,Riolering verstopt,"Contract: de kolken en lijngoot ter hoogte van de gebouwen Maashoven en Maaszicht.
Dit wordt 2x per jaar gereinigd.",20140116112446,20140117,20140116,20140120,421,Riolering,Riolering verstopt,,riolering en water,ONWAAR,WAAR,WAAR,ONWAAR,Maasboulevard,66,3114HC,44,Maasboulevard,40,Zuid,Schiedam,,,4.408426538,51.90232919,Maasboulevard,melding,3114HC
76922,AB.10.0111,TELEFOON,WC Huisvuil met pas; WC HV MP Huisvuil ernaast,meerdere zakken naast de container,20140116115124,20140117,20140124,20140120,16,Afval inzameling,WC Huisvuil met pas,WC HV MP Huisvuil ernaast,afvalinzameling,WAAR,ONWAAR,WAAR,ONWAAR,Bart Verhallenplein,24,3122TB,73,Groenoord-Midden,70,Groenoord en Kethel,Schiedam,,,4.369072303,51.93059834,Bart Verhallenplein,melding,3122TB
77052,MLD0402,WEBFORM,Gedrag personen; hinderlijk gedrag,"Ik heb ineens 5 Polen naast mij wonen, Mag dat zomaar?",20140119200845,20140120,20140124,20140123,265,Overlast,Hinderlijk gedrag personen/groepen,hinderlijk gedrag,,,,,,Westfrankelandsestraat,26,3117AR,33,Fabribuurt,30,West,Schiedam,,,4.392675092,51.91517612,Westfrankelandsestraat,melding,3117AR
77086,UD.01.01,TELEFOON,Gat in de bestrating,"Een gat van 30 breed, 30 lang, en 50 diep. Meneer vermoed dat het ondergrond nog groter is. De tegel is erin gezakt.",20140120093742,20140121,20140122,20140124,87,Bestrating,Gat in de bestrating,,,ONWAAR,WAAR,WAAR,ONWAAR,Kaag,11,3121XE,76,Vogelbuurt,70,Groenoord en Kethel,Schiedam,,,4.385166042,51.93564633,Kaag,melding,3121XE
77225,UA.01.01,TELEFOON,Op bestrating en in het groen; Overlast van zwerfvuil op verharding,Er ligt zwerfvuil bestaande uit plastic oud vuurwerk en papier op de straat en op de stoep. Volgens meneer wordt hier niet om de 2 weken schoongemaakt,20140121160321,20140122,20140128,20140124,351,Reiniging,Op bestrating en in het groen,Overlast van zwerfvuil op verharding,zwerfvuil,WAAR,ONWAAR,WAAR,ONWAAR,Boerhaavelaan,8,3112LH,16,Newtonbuurt,10,Oost,Schiedam,,,4.412006941,51.91820141,Boerhaavelaan,melding,3112LH
77150,AB.04.0107,EMAIL,Grofvuil; GV Aanbiedplaats fout,Pallets en karton,20140120161355,20140121,20140124,20140122,165,Afval inzameling,Grofvuil,GV Aanbiedplaats fout,grofvuil en dumping,WAAR,ONWAAR,WAAR,ONWAAR,Daltonstraat,26,3112ZE,15,Wetenschappersbuurt,10,Oost,Schiedam,,,4.414602045,51.91955291,Daltonstraat,melding,3112ZE
77164,AB.11.0105,WEBFORM,Dumping; Dumping vuilniszakken,"Sinds afgelopen donderdag staan hier ter hoogte van Molensingel 53 vuilniszakken de straat te ontsieren, tevens heb ik er al diverse malen meeuwen bij gezien, afgelopen vrijdag was het groen ophaaldag en zijn deze zakken natuurlijk blijven staan. de vorige keer dat het groen ophaaldag was gebeurde hetzelfde waardoor er dus ruim een week vuilniszakken bleven staan! er is toen niet aan gedaan ondanks dat er toen ook klachten zijn ingediend, graag nu wel actie.",20140121080555,20140122,20140124,20140127,21,Afval inzameling,Dumping,Dumping vuilniszakken,grofvuil en dumping,WAAR,ONWAAR,WAAR,ONWAAR,Molensingel,53,3121VK,77,Tuindorp,70,Groenoord en Kethel,Schiedam,,,4.376180117,51.93065508,Molensingel,melding,3121VK
77415,AB.04.0111,TELEFOON,Grofvuil; GV Onjuist aangeboden,"Op het Newton plein ligt een grote berg afval, die er gisteren al neer is gelegd, door mensen die zijn verhuisd. 
Er komt steeds meer troep bij.",20140123165214,20140124,20140123,20140127,422,Afval inzameling,Grofvuil,GV Onjuist aangeboden,grofvuil en dumping,WAAR,ONWAAR,WAAR,ONWAAR,Newtonplein,57,3112WC,16,Newtonbuurt,10,Oost,Schiedam,,,4.414832291,51.91657667,Newtonplein,melding,3112WC
77353,AB.10.0105,TELEFOON,WC Huisvuil met pas; WC HV MP Pasje stuk,Pasje geeft aan dat hij het niet doet.,20140123094219,20140124,20140123,20140129,13,Afval inzameling,WC Huisvuil met pas,WC HV MP Pasje stuk,afvalinzameling,ONWAAR,ONWAAR,ONWAAR,WAAR,Johan Wagenaarstraat,65,3122BB,72,Groenoord-Zuid,70,Groenoord en Kethel,Schiedam,,,4.370811212,51.9268346,Johan Wagenaarstraat,melding,3122BB
79517,AB.10.0111,TELEFOON,WC Huisvuil met pas; WC HV MP Huisvuil ernaast,Er is een vuilniszak naast de ondergrondse container gezet. Graag verwijderen,20140210112708,20140211,20140210,20140212,16,Afval inzameling,WC Huisvuil met pas,WC HV MP Huisvuil ernaast,afvalinzameling,WAAR,ONWAAR,WAAR,ONWAAR,Rembrandtlaan,100,3117VR,32,Schrijversbuurt,30,West,Schiedam,,,4.385293957,51.91458135,Rembrandtlaan,melding,3117VR
88338,MLD0822,TELEFOON,Straatverlichting; OV meer lampen stuk,"Verlichting brandt niet op de prinsenhoek, juliana van stolbergstraat en BKlaan aan de kant van oranjeburgh.",20140325102242,20140326,20140327,20140331,258,Straatmeubilair,Straatverlichting,OV meer lampen stuk,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Prinsenhoek,4,3116DA,37,Oranjekwartier,30,West,Schiedam,,,4.393254217,51.91120517,Prinsenhoek,melding,3116DA
81183,UE.01.04,TELEFOON,Riolering stankoverlast,"Mevrouw heeft met Evides gekeken, maar het ligt waarschijnlijk toch aan de riolering. 
Beneden woning staat al 6 jaar leeg en mevrouw woont erboven. Stank en vocht trekken door naar boven. Tevens staat er in de kelder 10 cm vies water.",20140219142512,20140220,20140318,20140225,93,Riolering,Riolering stankoverlast,,riolering en water,ONWAAR,ONWAAR,WAAR,ONWAAR,Prof Kamerlingh Onnesln,143,3112VE,13,Singelkwartier,10,Oost,Schiedam,,,4.409363932,51.91987591,Professor Kamerlingh Onneslaan,melding,3112VE
78533,UA.01.01,TELEFOON,Op bestrating en in het groen; Overlast van zwerfvuil op verharding,Zowel in het gras als op de stoep ligt zwerfvuil bestaande uit papier en plastic. Dit ligt er volgens meneer al langer dan 2 weken.,20140204160235,20140205,20140211,20140207,351,Reiniging,Op bestrating en in het groen,Overlast van zwerfvuil op verharding,zwerfvuil,WAAR,ONWAAR,WAAR,ONWAAR,Merwedestraat,33,3114SW,44,Maasboulevard,40,Zuid,Schiedam,,,4.407898912,51.90370472,Merwedestraat,melding,3114SW
84021,MLD0811,WEBFORM,Straatverlichting; OV lichtmast: deksel weg / open (SPOED),"De buitenlantaarn in de DR. Visserlaan.
Op de hoek waar het voetpad naar de P.J. Troelstralaan ga lig de kap half van de bovenkant af en het omhulsel sta ook half vol water",20140305113558,20140306,20140313,20140311,260,Straatmeubilair,Straatverlichting,OV lichtmast: deksel weg / open,verlichting,ONWAAR,WAAR,WAAR,ONWAAR,Dr De Visserlaan,2,3118XX,68,Wibautbuurt,60,Nieuwland,Schiedam,,,4.383599626,51.91602912,Dr De Visserlaan,melding,3118XX
79060,UB.08.01,WEBFORM,Fietsvoorziening; Fietsvoorziening beschadigd/kapot/verdwenen,Het knooppuntbord met landkaart nabij het fietstunneltje bij  windas / Anna lindhpad is kapot gemaakt. Vandalisme. De steen ligt er nog naast.,20140206140753,20140207,20140212,20140212,345,Straatmeubilair,Fietsvoorziening,Fietsvoorziening beschadigd/kapot/verdwenen,vandalisme / onzorgvuldigheid,ONWAAR,WAAR,ONWAAR,ONWAAR,Degerfors,1,3124RA,95,De Gaarden/Sveafors,90,Woudhoek en Spaland/Sveaparken,Schiedam,,,4.38732044,51.9391085,Degerfors,melding,3124RA
