lrk_id;type_oko;opc;actuele_naam_oko;aantal_kindplaatsen;vve;status;inschrijfdatum;opvanglocatie_adres;opvanglocatie_postcode;opvanglocatie_woonplaats;bag_id;naam_houder;kvk_nummer_houder;vestigingsnummer_houder;rechtsvorm_houder;start_geschillencommissie;einde_geschillencommissie;houder_adres;houder_postcode;houder_woonplaats;houder_buitenland;correspondentie_adres;correspondentie_postcode;correspondentie_woonplaats;correspondentie_buitenland;contact_persoon;contact_telefoon;contact_emailadres;contact_website;cbs_code;verantwoordelijke_gemeente;gastouderbureau_1;gastouderbureau_2;gastouderbureau_3;gastouderbureau_4;gastouderbureau_5;gastouderbureau_6;gastouderbureau_7;gastouderbureau_8;gastouderbureau_9;gastouderbureau_10;lrk_url
105802827;VGO;Nee;Plaggenmarsch-Luisman;6;;Ingeschreven;14-09-2010;Singelberg 28 ;7772DB;Hardenberg;0160010000034157;Plaggenmarsch-Luisman;;;;;;;;;;;;;;;'';;;160;Hardenberg;175078944;857358327;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/6e9ae4a9-8c1a-4594-8ec7-5c130a546a15
105806572;BSO;Nee;Eige Wijzz;20;;Ingeschreven;21-07-2014;Spaarne 18 ;5751WJ;Deurne;0762010000009311;Eige Wijzz;60014652;000029250951;VOF;2016-01-27;;Regge 2 ;5751TP;Deurne;;Spaarne 18 ;5751WJ;Deurne;;Nady van der Heijden;'0850777800';info@eigewijzz.nl;;762;Deurne;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/3cec2069-c59b-4a9f-b3b4-fcb196903084
105815548;VGO;Nee;Huiberts-Ranzijn;6;;Ingeschreven;28-06-2010;Schoffelstraat 41 ;1825MB;Alkmaar;0361010000043242;Huiberts-Ranzijn;;;;;;;;;;;;;;;'';;;361;Alkmaar;867691979;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/6c37e253-6c87-4218-84dc-ff29e924adbc
105824173;VGO;Nee;Berix;6;;Ingeschreven;06-07-2015;Helstraat 33 ;6131CZ;Sittard;1883010000019011;Berix;;;;;;;;;;;;;;;'';;;1883;Sittard-Geleen;462092252;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/e1c1c273-7479-470a-a228-6f538e104604
105828622;BSO;Nee;Smallsteps kinderopvang Hygiëaplein 51;50;;Ingeschreven;01-01-2010;Hygiëaplein 51 H;1076RS;Amsterdam;0363010000674892;Smallsteps B.V.;60901934;000000130672;Besloten Vennootschap;2016-01-27;;Postbus 396;4130EJ;Vianen;;Postbus 396;4130EJ;Vianen;;Regiosecretariaat;'+31882357550';regiosecretariaat@partou.nl;http://www.smallsteps.info;363;Amsterdam;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/743c6016-ad00-4eb8-9c55-c2a0cb507cc1
105834002;BSO;Nee;Bixo BSO Sjofar Prinses Beatrix;15;;Ingeschreven;09-08-2019;Papegaaiweg 95 ;7345DL;Wenum Wiesel;0200010000475023;Bixo B.V.;08201235;000048969494;Besloten Vennootschap;2016-02-02;;Proostdijsteeg 5 ;7201DP;Zutphen;;Papegaaiweg 95 ;7345DL;Wenum Wiesel;;Heidi Bosch;'06-29223080';vmbeatrix@bixo.nl;https://bixo.nl/apeldoorn/apeldoorn-sjofar-beatrix/;200;Apeldoorn;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/6c321408-cac0-42b1-84e6-bd0895a51f02
105850603;BSO;Nee;Kinderopvang aan Zee;55;;Ingeschreven;01-01-2010;Houtmanpad 22 ;2015EW;Haarlem;0392010000025358;Smallsteps B.V.;60901934;000020620187;Besloten Vennootschap;2016-01-27;;Postbus 396;4130EJ;Vianen;;Postbus 396;4130EJ;Vianen;;regiosecretariaat;'0882357550';regiosecretariaat@smallsteps.nl;http://www.smallsteps.nl;392;Haarlem;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/0339eff1-dede-4e31-ad85-8a9c431bc023
105859072;VGO;Nee;Schelle;3;;Ingeschreven;03-01-2022;Hedillapad 12 ;5321SR;Hedel;0263010000002534;Schelle;;;;;;;;;;;;;;J.M.A.Schelle;'0640282510';j.schelle@hotmail.com;;263;Maasdriel;166373965;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/b092a9f6-dff4-4354-ac5b-e7f0f867235e
105867202;BSO;Nee;Kinderopvang De Schat Eethen;22;;Ingeschreven;06-08-2014;Nieuwe Steeg 6a ;4266EH;Eethen;0738010000006073;Kinderopvang De Schat Eethen B.V.;76723526;000044478364;Besloten Vennootschap;2016-03-10;;Azaleastraat 88 ;4261CV;Wijk en Aalburg;;Nieuwe Steeg 6a ;4266EH;Eethen;;Dhr. P.A.E. (Peterjan) van Wijk;'06-13117658';info@kinderdagverblijfdeschat.nl;http://www.kinderdagverblijfdeschat.nl;1959;Altena;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/8727224b-cd74-4cd5-b6c4-8724e9b2263d
105886385;BSO;Nee;OKIDOKI Spinel BSO;50;;Ingeschreven;07-08-2017;Spinel 2 ;2691TM;'s-Gravenzande;1783010000014774;Okidoki B.V.;27308247;;BV;2015-12-21;;Langestraat 132 ;2691BK;'s-Gravenzande;;;;;;Margreet van der Poll;'';mpoll@okidoki-kdv.nl;;1783;Westland;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/56507c1f-1c09-4713-aeca-e7a4ea185dd3
105892221;VGO;Nee;Meijer-Kisjes;6;;Ingeschreven;10-11-2010;Heetveld 6 ;8326BJ;Sint Jansklooster;1708010000003849;Meijer Kisjes;;;;;;;;;;;;;;;'';;;1708;Steenwijkerland;140767186;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/df68e5c4-8631-44ea-a1d2-d00fb7b7c5a8
105897917;BSO;Nee;Kinderopvang MaiKids Amsterdam B.V.;90;;Ingeschreven;01-01-2010;Laan van Vlaanderen 143 ;1066JM;Amsterdam;0363010001005741;Kinderopvang MaiKids Amsterdam B.V.;34375208;000016014979;BV;2015-12-17;;Laan van Vlaanderen 143 ;1066JM;Amsterdam;;Berlaarstraat 273 ;1066PM;Amsterdam;;;'020-4080032';info@maikids.nl;http://www.maikids.nl;363;Amsterdam;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/aab62075-323e-4b30-adf7-217884c78947
105899859;VGO;Nee;Geboers;6;;Ingeschreven;26-08-2020;Weebosserweg 8 ;5571LM;Bergeijk;1724010000006837;Geboers;;;;;;;;;;;;;;;'';;;1724;Bergeijk;199912774;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/c5d95dc4-42b4-43e6-9d6e-46f98c562d75
105901398;KDV;Nee;De Hummelkoel;16;Ja;Ingeschreven;01-01-2020;Schoolstraat 3 ;9331AV;Norg;1699010000001379;Kidscasa Kinderopvang B.V.;01130599;000038129574;Onbekend;2015-11-30;;Groene Zoom 6 ;9301SJ;Roden;;Postbus 149;9300AC;Roden;;L. Schuiten;'050-5020244';info@kidscasa.nl;http://www.kidscasa.nl;1699;Noordenveld;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/4a729286-a1f8-41fb-a3ba-320a4c4a248a
105902421;BSO;Nee;Small Kidz Schiedamsesingel B.V.;57;;Ingeschreven;02-05-2011;Schiedamsesingel 149 ;3012BB;Rotterdam;;Small Kidz Schiedamsesingel B.V.;67719406;000029394198;BeslotenVennootschap;2017-04-19;;Schiedamsesingel 149A ;3012BB;Rotterdam;;Bredestraat 31 ;3011RC;Rotterdam;;Mevr. N. Arnhem;'010-2068557';n.arnhem@smallkidz.nl;;599;Rotterdam;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/f4911d82-b9e2-4421-ba8e-3d54d7d7c060
105904193;VGO;Nee;Borkent;6;;Ingeschreven;26-10-2020;Roerdompweg 55 ;3263AJ;Oud-Beijerland;0584010001295964;Borkent;;;;;;;;;;;;;;;'';;;1963;Hoeksche Waard;146575891;160012351;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d3f095a2-a29d-4585-9d1d-9bc2b351f66e
105910260;VGO;Nee;Groot;6;;Ingeschreven;20-02-2014;Jasmijn 23 ;2671NR;Naaldwijk;1783010000001075;Groot;;;;;;;;;;;;;;;'';;;1783;Westland;212533022;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/b9eedc67-12ce-4227-a967-318cff438c1c
105913704;VGO;Nee;Dekker;4;;Ingeschreven;01-04-2014;St. Luciabaai 3 ;2904AM;Capelle aan den IJssel;0502010000026986;Dekker;;;;;;;;;;;;;;;'';;;502;Capelle aan den IJssel;823783145;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ea4b2acf-f405-435f-9a71-344037ccf546
105916651;VGO;Nee;Hendrikse van Dijk;6;;Ingeschreven;10-12-2015;De Morinel 30 ;8251HW;Dronten;0303010000613734;Hendrikse van Dijk;;;;;;;;;;;;;;;'';;;303;Dronten;192463846;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/03b25735-9781-4a80-a0f5-947e04104a45
105927612;VGO;Nee;Spitters;6;;Ingeschreven;19-01-2021;Van Imhoffstraat 16 ;2595SE;'s-Gravenhage;0518010000893726;Spitters;;;;;;;;;;;;;;;'';;;518;'s-Gravenhage;160012351;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ff52ce3f-bd0d-4ac4-95ff-72ffa376481d
105931573;BSO;Nee;De Kameleon;150;;Ingeschreven;28-07-2014;Borchsingel 39 ;9766PP;Eelderwolde;1730010000019070;Stichting SKID Kinderopvang;41019640;000025593218;Stichting;2016-01-21;;Nieuwe Rijksweg 37 ;9481AP;Vries;;;;;;Els Emmens;'0592-338938';els.emmens@stichtingtrias.nl;http://www.stichtingtrias.nl;1730;Tynaarlo;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ee79dbd7-9e83-48aa-a02a-87821f3aa4b9
105937496;BSO;Nee;BSO Nieuwstraat;104;;Ingeschreven;01-01-2010;Nieuwstraat 15 ;3011GM;Rotterdam;0599010000034821;KindeRdam Kinderopvang B.V.;24384799;000033863504;BV;2015-12-10;;Postbus 2150;3000CD;Rotterdam;;;;;;Mevr. M. Leijgraaff;'010-4430033';info@kinderdam.nl;http://www.steigertje.nl;599;Rotterdam;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/9d32b85c-b439-4a18-a1ca-ea1e7fb0b2d7
105938166;VGO;Nee;Boom van Doremalen;6;;Ingeschreven;27-08-2021;Beekstraat 21A ;5258EG;Berlicum;0845010000001102;Boom van Doremalen;;;;;;;;;;;;;;;'';;;845;Sint-Michielsgestel;107701212;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/813d7c62-9370-4f7c-b11a-c32414344c1d
105946783;VGO;Nee;Snoek;6;;Ingeschreven;03-09-2021;Prins Hendrikstraat 17 ;3373AM;Hardinxveld-Giessendam;0523010000006410;Snoek;;;;;;;;;;;;;;;'';;;523;Hardinxveld-Giessendam;325267984;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/73758025-385c-4454-97ca-cc04433d0fd2
105948937;VGO;Nee;Os Van de Gaar;4;;Ingeschreven;26-11-2015;Navarralaan 9 ;6213CE;Maastricht;0935010000012050;Os Van de Gaar;;;;;;;;;;;;;;;'';;;935;Maastricht;121575597;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/0eccc8f2-7041-402f-9f51-a3f801a67fcd
105961978;VGO;Nee;Boot;6;;Ingeschreven;07-09-2016;Markiezenhof 17 ;3905HL;Veenendaal;0345010002024987;Boot;;;;;;;;;;;;;;;'';;;345;Veenendaal;146575891;162801580;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/322eea33-6c68-42c5-ab7b-521c42c62bbc
105975746;VGO;Nee;Jansen van Doorn;4;;Ingeschreven;01-02-2017;Havekerweg 10 ;7211DB;Eefde;0262010000002106;Jansen van Doorn;;;;;;;;;;;;;;;'';;;262;Lochem;174815220;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/546a8392-77bf-4961-9462-d894cc26de13
105978024;VGO;Nee;De Jong;6;;Ingeschreven;30-06-2014;Pastoor Jansenstraat 18 ;5076TJ;Haaren;0788010000004398;De Jong;;;;;;;;;;;;;;;'';;;824;Oisterwijk;121514882;997832630;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/024bf21b-9a74-47eb-adca-5ce714c5e63e
105991387;VGO;Nee;Velden;6;;Ingeschreven;06-10-2010;Heining 13 ;4854MJ;Bavel;0758010000072130;Velden Peters;;;;;;;;;;;;;;;'';;;758;Breda;144894154;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/046c1e33-4840-43b7-964c-a2a2ade5b723
105999659;VGO;Nee;Brink;6;;Ingeschreven;24-02-2020;Narva-eiland 55 ;1014ZJ;Amsterdam;0363010012124530;Brink;;;;;;;;;;;;;;;'';;;363;Amsterdam;210229974;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/823229b9-2249-4cd9-894c-e504977672fb
106005467;KDV;Nee;Sam Sammie;40;Nee;Ingeschreven;18-01-2013;Kastanjelaan 6 ;6666AD;Heteren;1734016000000904;Kon;09126764;000014327856;Eenmanszaak;2016-12-23;;;;;;Kastanjelaan 6 ;6666AD;Heteren;;Diana van Minnen;'026-4461191';info@samsammie.nl;http://www.samsammie.nl;1734;Overbetuwe;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/db981728-82f4-4153-9429-538749494abd
106011455;VGO;Nee;Oosterbeek - Rijzenga;6;;Ingeschreven;01-01-2011;Wolddijk 72 ;9784TE;Noordwolde;0005010000003222;Oosterbeek - Rijzenga;;;;;;;;;;;;;;;'';;;1966;Het Hogeland;173770496;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/f1daef49-3ec1-4a59-990a-8cf101bd040a
106027426;VGO;Nee;M.J. Mil - van Bussel;6;;Ingeschreven;09-09-2014;Huiskensstraat 7 ;5708XA;Helmond;0794010000136104;Mil - van Bussel;;;;;;;;;;;;;;;'';;;794;Helmond;976352941;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/6b5e28fd-2d38-479c-9723-84e0857f598d
106033256;VGO;Nee;Martin;6;;Ingeschreven;20-09-2021;Waterral 7 ;1721DX;Broek op Langedijk;0416010000225950;Martin;;;;;;;;;;;;;;;'';daphnemartin@hotmail.com;;1980;Dijk en Waard;160395008;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/f87d7ea4-d584-4dd9-b92d-fba7730360b2
106033839;VGO;Nee;Vink-Streef;6;;Ingeschreven;06-02-2015;Wouter uten Goyelaan 5 ;4106AA;Culemborg;0216010000015456;Vink-Streef;;;;;;;;;;;;;;;'';;;216;Culemborg;901610963;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/88d1e4ac-0ee1-4a0b-b53d-3db664c99a63
106049458;KDV;Nee;Stichting Peuterspeelgroep Bleiswijk;32;Ja;Ingeschreven;17-07-2015;Emmastraat 30 ;2665CS;Bleiswijk;1621010000013518;Stichting Peuterspeelgroep Bleiswijk;41172347;000021922098;Stichting;2016-01-19;;Emmastraat 30 ;2665CS;Bleiswijk;;Emmastraat 30 ;2665CS;Bleiswijk;;Liesbeth Kraaijenga;'0105212073';directie@depeuterhoek.nl;http://www.depeuterhoek.nl;1621;Lansingerland;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/9f8e1d7e-da57-4e8b-93f9-cd1704fffe70
106053978;BSO;Nee;Het Paleisje Nesselande;32;;Ingeschreven;02-03-2015;Groeneweg 6 ;3059LC;Rotterdam;0599010400013003;Het Paleisje Nesselande BV;24388018;000016281071;Onbekend;2015-11-26;;Marten Meesweg 8 ;3068AV;Rotterdam;;;;;;S. Bouharrou;'010-2580981';administratie@hetpaleisje.nl;http://www.hetpaleisje.nl;599;Rotterdam;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/e37b5d75-9dec-4417-af44-01946ca600fa
106062098;VGO;Nee;Lijdsman;6;;Ingeschreven;01-01-2019;Isabellastraat 3 ;5261AG;Vught;0865010000007646;Lijdsman;;;;;;;;;;;;;;;'';;;865;Vught;997832630;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/a88df8a5-8f78-4390-b24d-7be931477763
106062669;VGO;Nee;Berg-van Vulpen;6;;Ingeschreven;02-09-2010;van Zuylenlaan 22 ;3871BH;Hoevelaken;0267010000003315;Berg-van Vulpen;;;;;;;;;;;;;;;'';;;267;Nijkerk;227930083;972278771;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/46553bf0-16f4-4c86-9128-c08d810d5214
106067059;VGO;Nee;Koekkoek Hebben;6;;Ingeschreven;01-07-2016;Wijheseweg 3 ;8121SC;Olst;1773010000002531;Koekkoek Hebben;;;;;;;;;;;;;;;'';;;1773;Olst-Wijhe;199759480;295706442;307867560;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/eb462409-83b9-4c2b-99df-7c22c7764a97
106079293;VGO;Nee;Bel Aarbi-El Ferdoussi;4;;Ingeschreven;31-03-2015;Kobelaan 352 ;3067MD;Rotterdam;0599010000035410;Bel Aarbi-El Ferdoussi;;;;;;;;;;;;;;;'';;;599;Rotterdam;117383521;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/4e6f8b71-4d5d-46e1-aca7-824e1cb50da2
106080039;KDV;Nee;Kinderdagverblijf De Zuiderbreedte;16;Nee;Ingeschreven;26-08-2019;Boekenberghstraat 12 ;7906GA;Hoogeveen;0118010900082926;Stichting Spelerwijs Hoogeveen;52640582;000025878379;Stichting;2016-01-14;;Boekenberghstraat 12 ;7906GA;Hoogeveen;;;;;;M. Kleve;'0528-231114';m.kleve@spelerwijs-hoogeveen.nl;http://www.spelerwijs-hoogeveen.nl;118;Hoogeveen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ace54f93-0471-4c24-acc4-b524a22801c8
106081421;VGO;Nee;Ham;6;;Ingeschreven;22-09-2021;Eendenkooistraat 12 ;2034KE;Haarlem;0392010000090402;Ham;;;;;;;;;;;;;;;'';;;392;Haarlem;672279769;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/8fdc5639-093e-4363-b120-0e9734a22ef7
106085773;KDV;Nee;PO Norlandia kinderopvang, locatie Leerrijk;16;Ja;Ingeschreven;04-01-2010;van Gijselstraat 24 ;5712HE;Someren;0847010000006537;Norlandia Kinderopvang Zuid B.V.;17125480;000038854791;BeslotenVennootschap;2016-01-28;;Joseph Haydnlaan 2A ;3533AE;Utrecht;;;;;;Gea Jansen;'0411688228';planning.zuid@norlandia.nl;http://www.norlandia.nl;847;Someren;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/716a8321-5fbd-43ee-99ae-0a8d9d2312f4
106088555;BSO;Nee;CompaNanny Statenkwartier BSO;20;;Ingeschreven;17-11-2017;Eisenhowerlaan 53 ;2517KK;'s-Gravenhage;0518010000492877;CompaNanny Statenkwartier B.V.;68052839;000036528129;BeslotenVennootschap;2017-09-05;;Postbus 69455;1060CM;Amsterdam;;;;;;E. Brouwer;'020-4170117';statenkwartier@compananny.nl;http://www.compananny.nl;518;'s-Gravenhage;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/358d08b0-0f3f-455f-a44c-b053e5901b33
106097623;VGO;Nee;Bakker Cornelissen;4;;Ingeschreven;20-10-2010;Hemmensestraat 14 ;6668LB;Randwijk;1734010000031599;Bakker Cornelissen;;;;;;;;;;;;;;;'';;;1734;Overbetuwe;189854790;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/78abe6e1-c61b-4629-903f-922eae5077e9
106099917;VGO;Nee;Zijlstra Reitsma;6;;Ingeschreven;09-10-2019;De Achtkant 1 ;9285VH;Buitenpost;0059010000857520;Zijlstra Reitsma;;;;;;;;;;;;;;Annette Plantenga;'0511-543017';a.planenga@tikokinderopvang.nl;;59;Achtkarspelen;190860169;657655739;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/1ee7a96d-2735-46ae-ac55-6f4910469e13
106100294;BSO;Nee;BSO Het Wilde Westen;20;;Ingeschreven;04-07-2016;Nicolaas Beetsstraat 112 H;1054XT;Amsterdam;0363010000750386;vanDijk@Spilker2 B.V.;61839302;000030906474;BeslotenVennootschap;2016-06-06;;Nicolaas Beetsstraat 112 H;1054XT;Amsterdam;;;;;;D. van Dijk;'+31 0655813604';info@cowboysenindiana.nl;;363;Amsterdam;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/091b903e-59fb-45c3-b67c-953f09bcd1e3
106102102;VGO;Nee;Offerman;4;;Ingeschreven;27-10-2021;Prins Hendrikkade 162E ;1011TB;Amsterdam;0363010000783256;Offerman;;;;;;;;;;;;;;;'';;;363;Amsterdam;133515187;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/1ac31411-55a4-4034-97e6-f89bed55425b
106131059;VGO;Nee;Adda;6;;Ingeschreven;12-07-2019;Andries Snoekstraat 13 3;1065TA;Amsterdam;0363010000569539;Adda;;;;;;;;;;;;;;;'';;;363;Amsterdam;102223440;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/99290096-4e4f-4259-879c-a0c88369f560
106137955;BSO;Nee;BSO Berend Botje Hoorn, Stadsspeeltuin De Speelhoorn;22;;Ingeschreven;01-04-2015;Holenweg 14H ;1624PB;Hoorn;0405010000615501;Kindercentra Berend Botje Hoorn B.V.;37156798;000034597085;BV;2015-12-07;;Postbus 4093;1620HB;Hoorn;;de Oude Veiling 6 ;1689AA;Zwaag;;G.A. Alberts-Hartemink;'088-2337000';kinderopvang@berendbotje.nl;http://www.berendbotje.nl;405;Hoorn;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/1676f895-0f0b-4e1a-9fd0-2e5340094ad6
106138121;KDV;Nee;Wasko 't Kofschip PSG;16;Nee;Ingeschreven;31-08-2020;Zuidkil 57 ;3356DA;Papendrecht;0590010000012933;Stichting Wasko;41120243;000046574824;Stichting;2016-04-04;;Poldermolen 4 ;3352TH;Papendrecht;;;;;;P. Groenenboom;'06-15417736';secretariaat@wasko.nl;http://www.wasko.nl;590;Papendrecht;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/eee65f32-06a4-4c39-bca2-4cfeaaad2a3e
106138455;VGO;Nee;Bosch Sinke;6;;Ingeschreven;07-02-2020;Railhopper 35 ;8265ND;Kampen;0166010000028289;Bosch Sinke;;;;;;;;;;;;;;;'';;;166;Kampen;192463846;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/62d93b24-8e4f-4856-8af9-fa2b46f70661
106143797;VGO;Nee;Soudant;6;;Ingeschreven;05-05-2017;Moselborg 80 ;6228BH;Maastricht;0935010000066211;Bovens Soudant;;;;;;;;;;;;;;;'';;;935;Maastricht;121575597;214471950;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/72ecaa42-2e96-4fdb-a617-1099c25332cc
106146695;VGO;Nee;Rokers de Winkel;6;;Ingeschreven;14-07-2020;Hazenkampseweg 5 ;6531NA;Nijmegen;0268010000079607;Rokers de Winkel;;;;;;;;;;;;;;;'';;;268;Nijmegen;283816442;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/c05dc358-d4e6-4d6c-a534-f6383fb25a99
106151447;KDV;Nee;Hun Wereld;17;Nee;Ingeschreven;19-02-2013;Graaf Florisstraat 99B ;3021CD;Rotterdam;0599010000074993;Kinderdagverblijf Hun Wereld B.V.;56466528;000026018012;BV;2017-08-11;;Graaf Florisstraat 99B ;3021CD;Rotterdam;;Graaf Florisstraat 99B ;3021CD;Rotterdam;;Mevrouw Y.M. Wijnaldum;'06 85038798';info@hunwereld.nl;http://www.hunwereld.nl;599;Rotterdam;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/e17dee89-fc7c-4edf-9e3a-29893b29c71f
106164971;VGO;Nee;Rietkerken;6;;Ingeschreven;01-12-2020;Livingstonestraat 12 ;7532CJ;Enschede;0153010000444667;Rietkerken;;;;;;;;;;;;;;;'';;;153;Enschede;464044911;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d2f54c18-c7bf-406b-aee5-cf9c1e13816b
106165094;VGO;Nee;Meulen Visser;6;;Ingeschreven;12-12-2017;Koweblomke 52 ;9104BP;Damwâld;1891010001648326;Meulen Visser;;;;;;;;;;;;;;;'';;;1891;Dantumadiel;402222830;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/8b4dd666-abba-4313-a8e9-3013f0873f39
106174095;BSO;Nee;Buiten Schoolse Opvang De Overlaat;40;;Ingeschreven;01-01-2010;'t Laantje 2 4;6916CD;Tolkamer;;Stichting Humankind;41208044;000026685787;Stichting;2016-01-14;;Postbus 591;6400AN;Heerlen;;Reeënstraat 20E ;7064EA;Silvolde;;Puella Buil;'0314711115';regiogelderland@kinderopvanghumanitas.nl;http://www.kinderopvanghumanitas.nl;299;Zevenaar;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/832e67ca-52a4-4727-91cd-c885d9761640
106175294;BSO;Nee;BSO Wijs!;40;;Ingeschreven;04-03-2019;Geinoord 9 ;3432PE;Nieuwegein;0356010000039748;BSO Wijs! B.V.;76826007;000010617529;Besloten Vennootschap;2020-01-01;;Kwekerijweg 2B ;3709JA;Zeist;;Kwekerijweg 2B ;3709JA;Zeist;;Frija Bleijerveld-ten Velde;'0655166647';frija@bsowijs.nl;http://www.bsowijs.nl;356;Nieuwegein;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/6211c179-41cf-42af-9958-4a40b1a57001
