OBJECTID,STRAATKODE,STRAATNAAM,OMSCHRIJVING,ONDERSCHRIFT,NR_BESLUIT,DDBESLUIT,BESLUITVOLGNR,TEKENINGNR,DATUM_BESLUIT,DDINGANG,DDEINDE,SHAPESTLength
858,00477,Koningsplein,"Na het slechten van het ""Manege Bolwerk"" werd het koningsplein aangelegd. Het plein is genoemd naar Koning Willem I.",Koning Willem I,,,,,,,,236.193782041727
859,01887,Het Haam,Metamorfosen thema: akkerbouwattributen uit heden en verleden. Het haam is een leren of houten juk om de hals van trekpaarden.,,28-11-2006,,,2006-geo-06291,,28-11-2006,,313.163672458075
860,,,,,,,,,,,,2427.23428332666
861,01332,Postmeesterwei,Verwijzing naar de agrarische oorsprong van dit gebied. In de tweede helft van de 17de eeuw verandert het ambt van bode in dat van postmeester.,,"24285, D47-168",,,"c, S",,19760913,,97.3559611252618
862,01442,Abshovenpad,Vernoemd naar plaats in de provincie Limburg.,,"26864, D47-200",,,"e, G",,19820601,,253.174782039097
863,00685,Oude Klarendalseweg,Het door de spoorweg afgesneden gedeelte van de Klarendalseweg.,,,,,,,19010101,,94.5965059483907
864,00709,Patrijzenplein,"Vogelsoort. Patrijzen zijn standvogels van open agrarisch gebied, heidevelden en hoogvenen. Bij onraad duiken ze weg; een gewilde prooi voor jagers.",,,,,,,19230904,,150.755467472681
865,00458,Klaproosstraat,"Plantensoort uit de Papaverfamilie, bermplant.",,"981, D47-56",,,"b, R",,19580512,,329.762681119088
866,01767,Cornelis Outshoornplaats,"Cornelis Outshoorn (1812-1875), architect / ingenieur. Hij ontwierp en bouwde o.a. in 1873 aan de Utrechtseweg in Arnhem een herensociëteit voor gerepatrieerde suikerplanters uit Indië. In 1920 werd dit gebouw omgevormd tot het Gemeentemuseum",architect en ingenieur (1812-1875),SB/RGI/02/22,,,"L, A",,20030121,,117.879277733753
867,01620,Kronenburggalerij,De wijk Kronenburg is vernoemd naar Huize Kronenburg te Elden.,,"3929, D47-307",,,"j, A",,19901119,,179.889728444124
868,01970,Castorstraat,De Romeinse dichter Ovidius schreef het omvangrijke dichtwerk 'Metamorfosen'. In de Metamorfosen worden de schepping en geschiedenis van de wereld verhaald volgens de Griekse en Romeinse mythologie. Castor en Pollux (zonen van Zeus) vergezelden Jason bij zijn zoektocht naar het gulden vlies.,,2010.0.121.310,,,2010-GEO-00347,,20101207,,735.032566067014
869,00912,P.J. Troelstrastraat,"Pieter Jelles Troelstra (1860-1930), dichter, advocaat, leider en mede-oprichter van de SDAP in 1894.",politicus (1860-1930),,,,,,19250907,,191.15910047855
870,00529,Lepelbladstraat,Plant met geneeskracht tegen scheurbuik.,,,,,,,19480726,,123.434822397186
871,01226,Akkrumlaan,Plaats in de provincie Friesland,,"8345, D47-151",,,"b, W",,19720821,,268.749235386618
872,01630,Mina Krusemanstraat,"Wilhelmina Jacoba Pauline Rudolphine Kruseman, pseudoniem Oristorio di Frama (1839-1922), Nederlands schrijfster, zangeres, actrice en strijdster voor emancipatie. Bekend van o.a. 'Een huwelijk in Indie' (1873) en 'Mijn leven' 1877).","schrijfster, pseudoniem van Oristorio di Frama (1839-1922)","91.007440, D47-317",,,"RW3, Q",,19911202,,211.939949861146
873,01549,Schepen Mijnschartstraat,"Johan Mynschart, schepen te Arnhem rond 1407. Schepenen maakten deel uit van het stadsbestuur.",stadsbestuurslid omstr. 1407,"708760, D47-267",,,"h, K",,19870921,,323.07703069428
874,01228,Bakkeveenlaan,Plaats in de provincie Friesland,,"8345, D47-151",,,"b, W",,19720821,,152.524359820589
875,01971,Euterpestraat,"De Romeinse dichter Ovidius schreef het omvangrijke dichtwerk 'Metamorfosen'. In de Metamorfosen worden de schepping en geschiedenis van de wereld verhaald volgens de Griekse en Romeinse mythologie. Euterpe was één van de negen muzen, nl. van de lyrische poëzie.",,2010.0.121.310,,,2010-GEO-00347,,20101207,,195.8625198404
876,00983,Van Wageningenstraat,"Mevr. Van Wageningen, eigenares van Rosorum, legateerde dit landgoed aan 'Pro Senectute'.",eigenaresse van landgoed Rosorum,,,,,,19331016,,193.466761530708
877,01896,De Zeis,"Metamorfosen thema: akkerbouwattributen uit heden en verleden. Een zeis is een werktuig bestaande uit een lang, boogvormig, puntig toelopend mes. De zeis is aan de binnenzijde scherp, aan een lange stok bevestigd en dient om gras en koren te maaien.",,28-11-2006,,,2006-geo-06291,,28-11-2006,,247.102593065635
878,00427,Kamphuizenlaan,"Havezate Kamphuizen te Babberich ( gem. Zevenaar), gebouwd 14e eeuw, verbouwd 16e eeuw.",,"669 , D47-96",,,"a, F",,19650809,,353.873779970712
879,01961,Helmkruidstraat,"Plantensoort uit de helmkruidfamilie, groeit langs sloten en vaarten.",,2010.0.068.577,,,2010-GEO-00126,,20160706,,314.307177779288
880,02000,Steenoven,Naar het type oven in een steenfabriek,,2012.0.041.731,,,2012-NOR-002,,20120417,,73.1389956078276
881,01589,Socratesstraat,Grieks Atheense filosoof uit de 5e eeuw (469-399vC) voor Christus. Hij wordt beschouwd als een van de stichters van de westerse filosofie.,filosoof uit de 5e eeuw v. Chr.,"901312, D47-292",,,"RW3, i",,19890313,,322.227308130678
882,00816,Schoutenstraat,"J. Schouten, boekhouder kramersgilde van 1700 tot 1704.",boekhouder Kramersgilde van 1700 tot 1704,"669/117, D47-89",,,"a, G",,19631217,,180.525729413312
883,00161,Daendelsstraat,Herman W. Daendels (1762-1818). Gouverneur-generaal voormalig Nederlands Indië van 1807-1811.,gouverneur-generaal voormalig Nederlands Indië  (1762-1818),,,,,,19321010,,145.293073233669
884,00515,Lange Water,"Genoemd naar de voormalige boerderij 'Het Lange Water', welke in Presikhaaf heeft gestaan.",,628,,,"a, E",,19700921,,3838.36961146982
885,01395,Stedumhof,Plaats in de gemeente Loppersum in de provincie Groningen.,,"65642, D47-187",,,"d, H",,19791119,,507.592538892952
886,01779,Nachtschade,"Plantengeslacht waartoe o.a. de aardappel, tomaat en aubergine behoren.",,SB/RGI/03/29,,,"L, E",,20030325,,222.267107297529
887,01416,Grubbenvorstpad,Plaats in de provincie Limburg.,,"15972, D47-197",,,"e, B",,19810629,,132.800569488876
888,00727,Poelwijkstraat,Huis Poelwijk te Gendt (Betuwe). Hiervan is het 15e-eeuwse poortgebouw nog overgebleven.,,"669 , D47-96",,,"a, F",,19650809,,178.742269595221
889,00502,Kwartelstraat,"Vogel uit de fazantenfamilie. Kwartels worden zelden gezien, omdat ze zich altijd in het hoge gras, koren en onkruidvelden schuilhouden.",,,,,,,19530511,,131.199220225845
890,01897,Dorsvlegelland,"Metamorfosen thema: akkerbouwattributen uit heden en verleden. Een dorsvlegel: twee door riemen aan elkaar verbonden stukken hout, een lang stuk dat in de hand gehouden en een kort dikker stuk waarmee op het te dorsen graan geslagen wordt, als werktuig om te dorsen.",,28-11-2006,,,2006-geo-06291,,28-11-2006,,172.429794742138
891,01733,Theo Thijssenhof,"Nederlands schrijver, pseudoniem van o.a. Alex Nijgaard en Frans Taus (1879-1943). Bekend van o.a. 'Kees de jongen' (1923), 'Het grijze kind' (1927) en 'Het taaie ongerief"" (1932).","schrijver, pseudoniem van Alex Nijgaard en Frans Taus (1879-1943)","BPS97/199N, D47-348",,,"RW2, L",,19971006,,79.7794884979842
892,01722,Ijsselburcht,Zijstraat van de IJssellaan.,,"bps108n, D47-345",,,"j, U",,19970630,,285.407866589263
893,01864,Fruithoeve,"Onder het gekozen thema Metamorfose, ook fruitbomen zijn opgenomen in de cyclus van veranderingen. De bloesem, vlinders - ook deze zijn betrokken bij de veranderingen die leiden tot de fruitoogst.",,"SB/OBEH/05/1367, D47-394",,,"n, c",,20060103,,266.416438404794
894,00961,Visserslaan,In een buurt met vissennamen gelegen.,,,,,,,19360810,,410.94766302984
895,01740,Ida Gerhardtstraat,"Ida Gardina Margaretha Gerhardt (1905-1997), Nederlands dichteres.",dichteres (1905-1997),"BPS98/92N, D47-353",,,"RW2, N",,19980829,,872.238331796339
896,01580,De Draai,Oude veld- of boerderijnaam uit Rijkerswoerd.,,"809720, D47-285",,,"RW3, F",,19881128,,119.353430055321
897,01034,Wilhelminastraat,H.K.H. prinses Wilhelmina (1880-1962). Wilhelmina was van 1898 tot 1948 Koningin der Nederlanden.,prinses der Nederlanden (1880-1962),2013.0.118.985,,,,,20131203,,321.739241908616
898,02091,Zomerdijk,"Metamorfosen thema: Dijken. Lage dijk of kade aan weerszijden van de rivier, die het gebied erachter beschermen tegen een overstroming in de zomer.",,198643,,,2017-NOR-010,,20171212,,136.925234738626
899,01758,Orteliusstraat,"Abraham Ortelius (Nederlandse naam: Abraham Ortels of Abraham Hortels) (1527-1598) was een Vlaamsecartograaf en geograaf. Na Gerardus Mercator was hij de grootste geograaf van zijn tijd, en uitvinder van de moderne atlas.",cartograaf en geograaf  (1527-1598),BD/PBZ/2000/19,,,"k, I",,20000605,,223.812347735888
900,01821,Minervasingel,"De Romeinse dichter Ovidius schreef het omvangrijke dichtwerk 'Metamorfosen'. In de Metamorfosen worden de schepping en geschiedenis van de wereld verhaald volgens de Griekse en Romeinse mythologie. Minerva was de godin van de wijsheid, geleerdheid, kunst en nijverheid.",Godin uit Metamorfosen van Ovidius,"RGI/2004/79, D47-384",,,"L, N",,20040511,,3460.47417581729
901,01404,Wissenkerkepad,Plaats in de gemeente Noord-Beveland in de provincie Zeeland.,,"65643, D47-186",,,"d, IJ",,19791119,,345.684294692052
902,01278,Naardenstraat,Plaats in de provincie Noord-Holland.,,"3337, D47-160",,,"c, IJ",,19740701,,460.756207120853
903,01558,Paletstraat,Een palet is een schildersattribuut.,,"800879, D47-269",,,"h, N",,19880229,,83.64250440888
904,01105,Midwoldastraat,Genoemd naar de provincie Groningen.,,"628, D47-140",,,"b, W",,19710118,,160.541346954548
905,00280,Graaf Ottoplein,"Otto II (1229-1271), graaf van Gelre en Zutphen, schonk op 13 juli 1233 aan Arnhem de stadsrechten.",graaf van Gelre en Zutphen (1229-1271),,,,,,,,175.922730710849
906,00851,Sperwerstraat,"Havikachtige, schuwe roofvogel.",,,,,,,19281107,,836.498011918877
907,00305,Van Hasseltstraat,"Mr. Gerard van Hasselt (1751-1825), burgemeester, oudheidkundige en geschiedschrijver. Werken van hem zijn o.a. 'kroniek van Arnhem' en, 'Arnhemse oudheden'. Hij woonde op 'Daalhuizen' te Velp.","burgemeester, oudheidkundige en geschiedschrijver (1751-1825)",,,,,,,,216.864448185035
908,00441,Kemperbergerweg,"Naar het landgoed de Kemperberg. Verkreeg in het midden van de 19e eeuw het tegenwoordige trace. Omstreeks 1820 liepen hier het ""Kerkpad"" (van Kemperberg naar Arnhem) en ""Den Holtwegh""",,,,,,,19010101,,5797.67613699903
909,01702,Belcampostraat,"Nederlands schrijver, pseudoniem van Herman Pieter Schonfeld Wichers (1902-1990). Bekend van o.a. 'Het grote gebeuren' (1959), 'De zwerftocht van Belcampo' (1938) en 'Bevroren vuurwerk' (1962).","schrijver, pseudoniem van H.P. Schonfeld Wichers (1902-1990)","BPS96/102N, D47-338",,,"L, i",,19960902,,42.2493921462783
910,02046,Bakenhofpad,Dit pad is genoemd naar de boerderij 'De Bakenhof'.,,2015.0.078.204,,,2014-NOR-006,,20151006,,200.749722576296
911,02005,Andantelaan,Een Italiaanse muziekterm die aangeeft in welk tempo een muziekstuk gespeeld moet worden. Andante behoort tot de matig langzame tempo's.,,2013.0.036.773,,,2013-NOR-003,,20130423,,396.089088325951
912,01894,De Spade,"Metamorfosen thema: akkerbouwattributen uit heden en verleden. Een spade is een werktuig om mee te spitten, te graven, te delven.",,28-11-2006,,,2006-geo-06291,,28-11-2006,,87.4779572318774
913,00453,Kievitstraat,Vogelsoort komt voor op akker- en weilanden.,,,,,,,19511015,,104.838085949463
914,01381,Geertruidenbergpad,Plaats in de provincie Noord-Brabant.,,"62264, D47-183",,,"d, E",,19790827,,90.4409127087076
915,01731,Anton Koolhaaspad,"Anton Koolhaas (1912-1992), Nederlands schrijver en cineast. Schrijver van dierenverhalen, novellen en romans. Bekend van o.a.'Poging tot instinct' (1956), 'Er zit geen spek in de val' (1956) en 'Vanwege een tere huid' (1973).",schrijver en cineast (1912-1992),"BPS97/199N, D47-348",,,"RW2, L",,19971006,,79.7358635637064
916,00525,Leeuwerikstraat,Akkervogel. De uitbundig klinkende zang  in het voorjaar is beroemd. Enkele leeuweriksoorten nemen in aantal af.,,,,,,,19191103,,131.677341708937
917,01574,Janis Joplinpad,Amerikaanse zangeres (1943-1970). Joplin wordt nog steeds beschouwd als een van de invloedrijkste blueszangeressen van de jaren '60.,zangeres (1943-1970),"809718, D47-283",,,"RW3, H",,19881128,,67.5303162445207
918,00287,Groen van Prinstererstraat,"Guilaume Groen van Prinsterer (1801-1876), staatsman, historicus, lid van de 2e kamer, oprichter van de A. R. partij.",politicus en historicus (1801-1876),,,,,,,,413.542429834817
919,00524,Leeuwensteinplein,Naar de 19e eeuwse villa 'Leeuwenstein' aan de Velperweg.,,,,,,,19510521,,171.262528619912
920,00237,Fluitekruidstraat,"Plantensoort uit de schermbloemenfamilie, bermplant.",,,,,,,19480726,,413.761295786027
921,01182,Lexmondplaats,Plaats in de provincie Zuid-Holland.,,,,,,,19750101,,111.30711659732
922,02069,Maneschijn,"Metamorfosen thema: Weer & Wind, Wolken, Zon, Jaargetijden. Het door de maan weerkaatste zonlicht dat op de aarde schijnt",,2016.0.020.899,,,2016-NOR-002,,20160418,,351.879480606366
923,01304,Abeelstraat,"Loofboomsoort behorende tot de wilgenfamilie, populierachtige.",,"16303, D47-167",,,"a, K",,19751006,,58.3994851972097
924,01748,Lindenheuvel,Nieuw aangelegde straat op een heuvel gelegen in de buurt 'Onder de Linden'.,,BD/PBZ/1999/12,,,"k, E",,19991004,,300.095531148336
925,00326,Herikstraat,"Plantensoort uit de kruisbloemenfamilie, akkerkruid.",,,,,,,19570611,,87.2907947924447
926,02029,Regiment Pioniers,"Een regiment is een militaire eenheid en bestaat van oudsher uit gevechtseenheden van dezelfde aard (infanterie, cavalerie, etc.) met enkele ondersteunende eenheden. Een pionier is in dit geval iemand die als een van de eersten een bepaald gebied betreedt.",,2014.0.014.241,,,2013-NOR-006,,20140218,,410.472154411516
927,00429,Kapelstraat,Genoemd naar de Klarendalse Kapel.,,,,,,,19310817,,220.907483280861
928,01386,Woudrichemstraat,Plaats in de provincie Noord-Brabant.,,"62264, D47-183",,,"d, E",,19790827,,715.500346487614
929,01464,Mierlopad,Plaats in de provincie Noord-Brabant.,,"62264, D47-183",,,"d, E",,19790827,,526.001687519497
930,01200,Rijsoordplantsoen,Rijsoord is een dorp in Zuid-Holland en maakt deel uit van de gemeente Ridderkerk.,,"10596, D47-165",,,"d, B",,19750310,,145.699934110988
931,01166,Hazerswoudeplantsoen,"Plaats in de provincie Zuid-Holland, gemeente Rijnwoude.",,,,,,,19750310,,313.661372485366
932,01033,Wilgenlaan,Boomsoort uit de wilgenfamilie.,,,,,,,19380310,,352.069768358675
933,01680,Mr J.M. de Kempenaersingel,"Jacob Matthaeus de Kempenaer (1793-1870), organist en orgelbouwer te Arnhem. In 1848/49 minister van Binnenlandse Zaken, van 1844 tot 1848 en van 1853 tot 1860 lid van de Tweede Kamer.",organist en orgelbouwer (1793-1870),"95-026089, D47-332",,,"RW2, H",,19950904,,572.819676351305
934,00093,De Bosch Kemperstraat,"Jhr. Mr. Jeronimo de Bosch Kemper (1808-1876), jurist-historicus. In 1852 was hij hoogleraar te Amsterdam.",rechtsgeleerde en historicus (1808-1876),,,,,,19420804,,70.6974314798895
935,00300,Hardenbroeklaan,Begin 14e eeuw werd het kasteel door de familie Van Hardenbroek gebouwd. Hardenbroek is een jongere tak van de familie Sterkenburg. Het kasteel bevindt zich dan ook vlakbij het ouderlijk kasteel.,,,,,,,,,152.106883823797
936,01744,Artilleriepark,Vernoemd naar het voormalig kampement van de Arnhemse kanonniers dat op deze plek heeft gelegen.,,"BPS98/184N, D47-354",,,"k, C",,19990201,,313.320742154147
937,00385,Jacob Cremerstraat,"Jacob Jan Cremer (1827-1880), Gelders schrijver en historicus, geboren te Arnhem.",schrijver en historicus (1827-1880),,,,,,,,297.902657384107
938,01514,Woensdrechtpad,Plaats in de provincie Noord-Brabant.,,"66793, D47-237",,,"g, B",,19851125,,36.8407445177631
939,00820,Schuttersbergweg,Zie Schuttersbergplein.,,,,,,,19231029,,326.542670721241
940,00573,Mastweg,Mast is het recht van weiden onder eikenbos voor het eten van eikels door varkens.,,,,,,,19680715,,17.1475280084332
941,00220,Engelwortelstraat,Kruidachtige plant uit de schermbloemfamilie.,,,,,,,,,119.651376427227
942,01787,Brouwersplein,"Oude naam, naar het beroep van bierbrouwer.",,"RGI/2003/68, D47-374",,,"L, H",,20030520,,115.147723349644
943,00060,Berkelstraat,Rivier in de provincie Gelderland.,,,,,,,30-3-1950 ,,111.912548676589
944,01653,Mr E.N. van Kleffensstraat,Diplomaat (1884-1983). Minister van Buitenlandse Zaken in de Tweede Wereldoorlog.,diplomaat (1884-1983),"93014848, D47-323",,,"j, F",,19930607,,331.808509817562
945,01284,Slikkerveerstraat,Plaats in de provincie Zuid-Holland.,,"3337, D47-161",,,"c, IJ",,19740701,,287.062741824116
946,01778,Brunelsingel,Plantengeslacht uit de lipbloemenfamilie.,,SB/RGI/03/29,,,"L, E",,20030325,,401.597795324847
947,00008,Adolf van Nieuwenaarlaan,"Stadhouder van Gelre en Moers; overleed in 1589 op het Prinsenhof bij een beproeving van schietmateriaal.",stadhouder van Gelre en Moers (ca. 1545-1589),6561/3,,,"a,F",,19341112,,284.977954567163
948,00425,Van Kampenstraat,"Jan van Kampen (1610-1665), kapitein ter zee onder De Ruyter.",kapitein ter zee (1610-1665),,,,,,19591130,,217.379398983859
949,00591,Mermsestraat,"Voor deze op zichzelf staande wijk is een serie namen gekozen, die in de Over-Betuwe voorkomen, hoofdzakelijk als namen van boerderijen. Zij zijn ontleend aan oude topografische kaarten het werk 'De Betuwe' van de heer Hol e.a.  Bij de benaming van deze wijk is gekozen voor ""hof"" voor de woningen en ""straat"" voor het verkeer.",,"669, D47-112a",,,"b, T",,19680401,,68.8453690820168
950,00350,Van Hogendorplaan,"Gijsbert Karel van Hogendorp (1762-1834), Lid van het driemanschap van 1813.",lid van het driemanschap van 1813 (1762-1834),,,,,,19130113,,74.2964431510688
951,01868,Speenkruidpad,Plant behorend tot Ranonkelfamilie.,,"SB/OBEH/05/2155, D47-402",,,"n, D",,20060124,,278.237277303913
952,00838,Slothouberstraat,"Genoemd naar C. Slothouber, organist ( van de St. Janskerk van 1757-1768) en ""muziekmeester"".",organist van de St. Janskerk (van 1757-1768),"981, D47-64",,,"a, L",,19591130,,134.39439662563
953,00047,Bauerstraat,"Marius Alexander Jacques Bauer (1867-1932), Nederlandse schilder en etser. Na een studiereis in 1888 naar Constantinopel werd ""het Oosten"" het hoofdonderwerp in zijn werken. Bauer maakte vooral etsen, aquarellen en olieverfschilderijen van Oosterse steden, kamelen, olifanten, Arabieren en moskeeën. Zijn stijl was impressionistisch.",schilder en etser (1867-1932),,,,,,19340108,,304.111908148636
954,00722,Plaggeweg,"Plagge is een afgestoken gras- of heidezode, gebruikt tot bemesting van de grond of als brandstof.",,,,,,,19680715,,23.7618866384616
955,01881,Wijnkers,Straatnaamthema: oude Betuwse fruitrassen. Kersensoort.,,"SB/OBEH/06/450, D47-398",,,"n, E",,20060228,,258.870361949237
956,00609,Mooieweg,Zo genoemd vanwege historiciteit.,,,,,,,,,2451.06179746428
957,01039,Willem van Kleeflaan,Willem II van Kleef (ca.1516-1592). Hertog van Gelder en Kleef in de periode van 1538 - 1543. Opvolger van Karel van Gelder. Bij tractaat van Venlo met Karel V van 12-09-1543 hield Gelderland op een zelfstandig hertogdom te zijn.,hertog van Gelder en Kleef van 1538- 1543 (ca.1516-1592),6561/3,,,"a, F",,19341112,,197.863071879501
958,00165,Dedelstraat,,,,,,,,,,232.661715193732
959,01010,Wellensteinlaan,Naar het voormalige 19e-eeuwse landgoed 'Wellenstein' op deze locatie.,,6561/3,,,"a, F",,19341112,,186.752144383221
960,01729,Willem Elsschothof,"Vlaams schrijver, pseudoniem van Alfons de Ridder (1882-1960). Zijn werk wordt gekenmerkt door briljant gehanteerde ironie en cynisme. Bekend van o.a. 'Kaas' (1933), 'De leeuwentemmer' (1940) en 'Het Dwaallicht' (1946).","schrijver, pseudoniem van Alfons de Ridder (1882-1960)","BPS97/199N, D47-348",,,"RW2, L",,19971006,,79.9844083207989
961,00147,Van Coesfeldstraat,"Naar Hendrik van Coesfeld, 14e-eeuwse prior in voormalig klooster Monnikenhuizen.",14e-eeuwse prior,"628, D47-124",,,"a, J",,19700331,,234.996130322186
962,00618,Musislaan,"Naar het vroegere 'Musislaantje', genoemd naar het gebouw 'Musis Sacrum'.",,,,,,,19610220,,121.716453755432
963,00023,Amsterdamseweg,"Oude weg naar Amsterdam; deze werd tot ca. 1830 ook genoemd ""Weg naar Bavoort"" (buurtschap bij Amersfoort).",,"SB/RGI/04/159, D47-385c",,,"m, C",,20040824,,15046.2632398604
964,01176,Kralingenpad,Plaats in de provincie Zuid-Holland.,,"10596, D47-165",,,,,19750310,,178.194704001153
965,01686,Diaconessenlaan,"Vernoemd naar het voormalige Diaconessenziekenhuis, dat op deze locatie heeft gestaan.",,"95028535, D47-336",,,"j, P",,19960109,,109.662232719786
966,01409,Johannes Huddeweg,"Johannes Hudde (1628-1704), Nederlands wiskundige, politicus en jurist. Bewindhebber bij de VOC. Hudde was bovendien betrokken bij de waterhuishouding van de stad Amsterdam en de omgeving.","wiskundige, politicus en jurist (1628-1704)","4158, DP-2-Bev",,,"d, M",,19800609,,281.166535979328
967,01041,Willem Pijperstraat,"Willem Pijper (1894-1947), componist.",componist (1894-1947),"7821, tek. 18444",,,"a, L",,19470811,,383.763488382348
968,01660,Grote Molenstraat,Het verlengde van de straat die in Elst begint.,,,,,"j, WZ",,,,77.8818241261353
969,00890,Talmaplein,"Aritius S. Talma (1864-1916), hervormd predikant te Arnhem, minister van landbouw in de periode1908-1913. Ook was Talma voorman van de AR partij en werkliedenverbond 'Patrimonium'.",dominee en politicus (1864-1916),,,,,,19170820,,135.836550484023
970,00258,Gelderse Rooslaan,"Plantennaam. voorheen Meinerswijkseweg, zie omschrijving Meinerswijk.",,"669, D47-114a",,,"b, R",,19690101,,824.338206358064
971,01513,Vughtstraat,Plaats in de provincie Noord-Brabant.,,"66793, D47-237",,,"g, B",,19851125,,237.695422515393
972,00737,Prinsessestraat,Genoemd naar de titel Prinses.,,,,,,,19950101,,199.778188619132
973,01311,Sierkershof,Loofboomsoort behorende tot de rozenfamilie.,,"16303, D47-167",,,"a, K / c, B",,19751006,,177.246046233082
974,01351,Erpstraat,Plaats in de gemeente Veghel in de provincie Noord-Brabant.,,"32098, D47-170",,,"c, QR",,19770228,,106.774481954463
975,00257,Gelderseplein,Verwijzing naar de vroegere Hertogdom Gelre.,,"669, D47-113",,,"b, S",,19681104,,389.137713008578
976,01966,Midasstraat,De Romeinse dichter Ovidius schreef het omvangrijke dichtwerk 'Metamorfosen'. In de Metamorfosen worden de schepping en geschiedenis van de wereld verhaald volgens de Griekse en Romeinse mythologie. Midas was een legendarische koning uit Frygië. Over hem is onder meer de mythe bekend dat alles wat hij aanraakte in goed veranderde.,,2010.0.121.310,,,2010-GEO-00347,,20101207,,156.351702635895
977,00491,Kort Coehoornstraat,Zie omschrijving Coehoornstraat.,,,,,,,19610220,,53.9843077659186
978,02051,Genadekruidstraat,"Genadekruid is een giftige, overblijvende plant die behoort tot de weegbreefamilie.",,2015.0.078.175,,,2015-NOR-004,,20151006,,105.374842810606
979,01609,Mathilde Wibauthof,Politica en feministe (1862-1952).,politica en feministe (1862-1952),"1511, D47-301",,,"RW3, M",,19900514,,67.2847705034331
980,01874,Eldense Blauwe,Straatnaamthema: oude Betuwe fruitrassen. Pruimensoort van begin 19e eeuw. Een bekende pruim uit Elden.,,"SB/OBEH/06/450, D47-398",,,"n, E",,20060228,,57.932114562201
981,00976,Vrij Nederlandstraat,Naar het verzetsblad 'Vrij Nederland' en de ondergrondse groep tijdens de Duitse bezetting van 1940-1945.,,,,,,,19500320,,378.864795211231
982,00132,St. Caeciliapad,"Oudste in Nederland bestaande concertvereniging. Deze werd opgericht te Arnhem in 1591 onder de zinspreuk: ""Si vox est, canta"" (populair vertaald: ""Kunt ge zingen, zing dan mee"").",,"981, D47-64",,,"a, L",,19591130,,212.189737846467
983,01835,Germanenveld,"Verzamelnaam voor de groep van Indo-europese volkeren tussen Noordzee, Rijn, Donau en Weichsel. Onder nadere: Duitsers, Scandinaviër, Engelsen, Angelsaksen en Tubanten.",groep van Indo_europese volksstammen,"rgi/04/85, D47-383",,,"m, A",,20040525,,322.640351410845
984,00509,Lacombléstraat,"Eugène Edouard Bernard Lacomblé (1896-1942), kapitein-luitenant ter zee, wonende te Velp, sneuvelde bij de slag in de Javazee.",kapitein-luitenant ter zee (1896-1942),,,,,,19591130,,206.83928304529
985,01599,Da Vincistraat,"Naar de uitvinder, schilder en architect Leonardo da Vinci (1452-1519). Da Vinci was heel veelzijdig, een wetenschappelijke alleskunner en een genie. Hij is beroemd om de 'Mona Lisa', de 'Man van Vitruvius'. Ook zijn anatomische studies zijn beroemd. Da Vinci ontwierp machines die echter eeuwen later gemaakt konden worden, zoals de helikopter.","uitvinder, schilder en architect  (1452-1519)","906558, D47-296",,,"RW3, K",,19890717,,256.775201178023
986,01948,Breedspoor,"Metamorfosen thema: Nederlandse spoorwegen in de loop der tijd. Met breedspoor wordt een spoorweg bedoeld die een grotere spoorwijdte heeft dan standaard is (normaalspoor). Omdat standaardisatie van wegen voordelen heeft, zijn veel breedsporen omgebouwd tot normaalspoor.",,2007.0.098.310,,,2007-GEO-00120,,15-4-2008,,147.371284353125
987,00539,Loevesteinlaan,"Kasteel Loevestein ( gem. Poederoyen), gebouwd omstreeks 1360. Loevestein was een staatsgevangenis tot 1795, daarna vesting.",,"669 , D47-96",,,"a, F",,19650809,,196.22259462179
988,00736,Prinsenhof,"Naar het voormalige Prinsenhof, dat daarvoor het Oude Hof""genoemd werd. Het oude Hof werd gesticht in 1310 door graaf Reinald I , ten behoeve van rechtszittingen. In 1602 schonken de Staten het gebouw aan Lodewijk, graaf van Nassau-Katzenellebogen. (zie Graaf Lodewijkstraat). 
Ernst Casimir, graaf van Nassau Katzenellbogen ( de latere stadhouder van Friesland), verbouwde enversierde het omstreeks 1614, terwijl de volgende eigenaar Willem Frederik, graaf van Nasau enz. het weer aan de Staten verkocht in 1648 ten behoeve van de kanselarij.",,981/184,,,"a, C",,19570611,,342.046127165593
989,01815,Eka Thoden van Velzenstraat,"Eka Thoden van Velzen (1915-1993), beeldhouwster. Werk in Arnhem: 'dans van jonge voeten' 1972 aan de Lauwersgracht.","Beeldhouwster, 1915 - 1993",SB/RGI/2003/84,,,"L, K",,20040203,,247.926601551798
990,00182,Van Dortmondtstraat,Arend van Dortmondt vermaakte in 1734 zijn huis op de Beek met een weide aan het timmerliedengilde (St. Jozef ) voor weduwenhuis. Dit weduwenhuis bestaat niet meer.,stichter van het vml. weduwenhuis Op de Beek,,,,,,19950101,,95.5091618641898
991,01616,Overveenstraat,Plaats in de gemeente Bloemendaal in de provincie Noord-Holland.,,"1813, D47-305",,,"i, QR",,19900605,,134.877424170063
992,00602,Moersbergenlaan,"Kasteel Moersbergen in Doorn, provincie Utrecht, gebouwd medio 15e eeuw.",,,,,,,,,266.786517857721
993,00758,Resedastraat,Kruidachtige duinplant.,,,,,,,19570611,,83.794318456862
