OBJECTID;NAME;ITEM_NUMBER;TYPE_STATION;CLASS_STATION;TYPE_DISTRIBUTIE;YEAR_OF_CONSTRUCTION;EIGENAAR;STATUS_KAST;POSITIONDETERMINATION;ROAD;HOUSE_NUMBER;ADDRESS;LEVERANCIER;DATE_MODIFIED;BEHEERDER_OMS;FABRIKAAT;NAAM;NADERE_ADRES_AAND;POSTCODE;TOEGANGS_AANDUIDING_TEKST;WOONPLAATS;X;Y;LONG;LAT
612;D126;D126;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-01;Combi;In bedrijf;Onbekend;WESTKAPELLELN;;;ENECO;2012-10-17;Combi;ENECO;T.O. OOSTVOORNELAAN;Openbare weg;2554AW;10;S GRAVENHAGE;75135.1979999989;453780.852499999;4.222449690673952;52.066553822577134
613;L110 Station;L110;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-01;Gemeente Den Haag;In bedrijf;Onbekend;DUINLN;;;ENECO;2015-12-09;Gemeente Den Haag;ENECO;BIJ KIJKDUINLAAN;Openbare weg;2554ES;10;S GRAVENHAGE;75250.9219999984;453805.287;4.224131376694168;52.066790076528015
614;D125;D125;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-01;Stedin;In bedrijf;Onbekend;KATWYKSELN;;;ENECO;2012-01-19;Stedin;ENECO;;Openbare weg;2554EN;20;S GRAVENHAGE;75271.6325000003;453958.2905;4.22439763001929;52.06816803190658
615;D610 Station;D610;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Onbekend;In bedrijf;Onbekend;ERICALN;105-207;;ENECO;2015-12-17;Stedin;ENECO;FLAT ZEEZICHT;Openbare weg;2555LG;20;S GRAVENHAGE;75391.3995000012;453600.427999999;4.226227484275293;52.06496930445326
616;D208;D208;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-01;Stedin;In bedrijf;Onbekend;TEUNISBLOEMPLN;20-91;;ENECO;2012-03-15;Stedin;ENECO;FLAT DE3 HOGEWIJDE;Openbare weg;2555AB;20;S GRAVENHAGE;75460.5029999986;453324.879000001;4.227299246979739;52.06250299100958
617;D613 Station;D613;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-01;Onbekend;In bedrijf;Onbekend;ERICALN;3-49b;;ENECO;2015-12-17;Stedin;ENECO;FLAT OCKENRODE;Openbare weg;2555LD;20;S GRAVENHAGE;75471.4475000016;453414.419500001;4.227437962791187;52.06330922399029
618;D189;D189;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-01;Combi;In bedrijf;Onbekend;HELIOTROOPLN;354-360;;ENECO;2012-03-15;Combi;ENECO;FLAT SOLLEVELO;Openbare weg;2555MK;20;S GRAVENHAGE;75484.2474999987;453734.079500001;4.2275501456769256;52.06618370699545
548;H206;H206;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Combi;In bedrijf;Onbekend;HET OORD;128;;ENECO;2012-03-15;Combi;ENECO;;Openbare weg;2544TP;10;S GRAVENHAGE;77314.6730000004;451042.5185;4.254851971821977;52.04225530728372
549;D219;D219;Station;Station 10/0,4 kV/OV;Onbekend;2023-02-01;Gemeente Den Haag;In bedrijf;Onbekend;DE WERF;52;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;GE GASSECTOR;Terrein;2544EK;20;S GRAVENHAGE;76483.3475000002;451128.662;4.242716978781954;52.04291232414248
550;H283;H209;Station;Station 10/0,4 kV;Onbekend;2023-02-02;Stedin;In bedrijf;Onbekend;BERESTEINLN;1;;Onbekend;2015-12-01;Stedin;Onbekend;;Openbare weg;2542JA;10;S GRAVENHAGE;77095.1224999987;451139.5425;4.251630263866204;52.043096418006364
551;H204;H204;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Stedin;In bedrijf;Onbekend;HET OORD;28;;ENECO;2012-01-26;Stedin;ENECO;;Openbare weg;2544TN;10;S GRAVENHAGE;77422.4024999999;451149.8895;4.256397590395226;52.04323530157351
552;H222;H222;Station;Station 10/0,4 kV/OV;Niet van toepassing;2023-02-01;Combi;In bedrijf;Onbekend;VREDERUSTLN;3;;Inpandig;2012-03-15;Combi;Inpandig;WINKEL CENTR.DE STEDE;Openbare weg;2543SE;10;S GRAVENHAGE;77763.3949999996;451158.113499999;4.261365270832459;52.04335682425265
553;H217;H217;Station;Station 10/0,4 kV/OV;Onbekend;2023-02-02;Stedin;In bedrijf;Onbekend;HET ZICHT;32;;Onbekend;2012-01-26;Stedin;Onbekend;;Openbare weg;2543AM;10;S GRAVENHAGE;77979.4545000009;451179.958000001;4.264509156837911;52.043583196079794
554;H216;H216;Station;Station 10/0,4 kV/OV;Onbekend;2023-02-02;Combi;In bedrijf;Onbekend;BOUWLUSTLN;149;;Onbekend;2012-03-15;Combi;Onbekend;;Openbare weg;2544JR;10;S GRAVENHAGE;77515.9759999998;451181.452500001;4.257754151020654;52.04353203540966
555;N126 Station;N126;Station;Station 10/0,4 kV/OV;Niet van toepassing;2023-02-01;Onbekend;In bedrijf;Onbekend;DE STEDE;15;;Inpandig;2015-12-15;Stedin;Inpandig;KONMAR BV;Openbare weg;2543BG;10;S GRAVENHAGE;77715.6050000004;451212.213500001;4.260656557530602;52.043836342849055
556;H205;H205;Station;Station 10/0,4 kV/OV;Zelfbouw;2023-02-02;Combi;In bedrijf;Onbekend;ZONNEOORD; ;;ENECO;2012-03-15;Combi;ENECO;;Openbare weg;2544KH;10;S GRAVENHAGE;77236.0139999986;451260.829999998;4.2536559770864715;52.04420617040844
14765;F120;;Station;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;;;;Onbekend;2015-12-01;Gemeente Den Haag;;;Onbekend;;;;82110.8399999999;456757.829999998;4.323529333122902;52.094269044112856
15405;R132;;Station;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;;;;Onbekend;2015-12-02;Gemeente Den Haag;;;Onbekend;;;;84845.7850000002;456739.280000001;4.363438081823459;52.09445573007731
15725;R142;;Station;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;;;;Onbekend;2015-12-02;Gemeente Den Haag;;;Onbekend;;"R125 is deels overgezet in R142
";;85084.7248999998;456529.175000001;4.366967503702221;52.09259777772498
35245;Z150;Z150;Kast;OV Kast;Kast;2023-02-02;Gemeente Den Haag;In bedrijf;Vermoedelijke ligging;Newtonplein;10a;;Kunststof;2015-12-02;Gemeente Den Haag;;;Tegenover;;;Den Haag;78991.1587999985;454397.310699999;4.278537689375699;52.07263624151282
35565;D411;D411;Kast;OV Kast;Kast;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;Segbroeklaan;;;Kunststof;2015-12-01;Gemeente Den Haag;;;Onbekend;;T.h.v. Sportlaan 1244.;;77406.6629999988;454960.706;4.255302390173395;52.07747954931945
35885;D200;D200;Kast;OV Kast;Kast;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;Hyacinthweg;94;;Kunststof;2017-05-31;Gemeente Den Haag;;;Nabij;;Tussen Pioenweg en Hyacinthweg.;Gemeente Den Haag;77077.5903999992;454076.0462;4.250704894311631;52.06948324887252
35886;D185;D185;Kast;Onbekend;Kast;2023-02-01;Stedin;In bedrijf;Onbekend;Klaverstraat;7;;Onbekend;2019-05-07;Gemeente Den Haag;;;Terrein;;Winel (Plaatstalen kast),op terrein complex. Dit is een Stedinkast;Gemeente Den Haag;77425.3878999986;454400.672200002;4.255702795227902;52.0724493600449
36221;A165;A165;Kast;OV Kast;Kast;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;Zeesluisweg;;;Kunststof;2015-12-01;Gemeente Den Haag;;;Inpandig;;Inpandig, maar wel vrij toegengkelijk.;Den Haag;78577.6064000018;457622.808200002;4.271783933359702;52.1015657401206
36237;A107;A107;Kast;OV Kast;Kast;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;Kompastraat;51;;Kunststof;2018-05-23;Gemeente Den Haag;;;Onbekend;;Thv Vuurbaakstraat;Den Haag;78508.3867999986;457917.910799999;4.270707585252307;52.10420815179854
36526;A112;A112;Kast;OV Kast;Kast;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;Duinstraat;21\23;;Kunststof;2015-12-01;Gemeente Den Haag;;;Onbekend;;Bij gebouw Brandweer, naast "oude" Kast Stedin A100.;Den Haag;78729.8161000013;457643.345800001;4.2740005049282255;52.101771302661106
36845;A164;;Kast;OV Kast;Kast;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;VISSERSHAVENSTR;283;;Kunststof;2015-12-01;Gemeente Den Haag;;;Onbekend;2583DG;T.h.v. Vissershavenweg;S GRAVENHAGE;78298.7490000017;457737.989;4.267688701546283;52.102562245980494
37165;A110;A110;Kast;OV Kast;Kast;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;Schokkerweg;;;Kunststof;2015-12-01;Gemeente Den Haag;;;Hoek;;Hoek Schokkerweg\Zeesluisweg;Den Haag;78518.6770000011;457535.794;4.270943515472664;52.10077563519674
37486;A155;A155;Kast;OV Kast;Kast;2023-02-01;Gemeente Den Haag;In bedrijf;Onbekend;Gevers Deynootplein;628;;Inpandig;2015-12-01;Gemeente Den Haag;;;Onbekend;;Inbouw op 1meter. Inpandig, wel van buitenaf toegankelijk.;Den Haag;79379.123300001;458879.595400002;4.283201390963954;52.112970146809886
37805;D412;D412;Kast;OV Kast;Kast;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;Kwartellaan;;;Kunststof;2015-12-01;Gemeente Den Haag;;;Onbekend;2566DR;Nabij Huisnr.:63 Pauwenlaan;S GRAVENHAGE;77148.7155000009;455330.985800002;4.251455771293195;52.08077090586085
38445;D413;D413;Kast;OV Kast;Kast;2023-02-02;Gemeente Den Haag;In bedrijf;Vermoedelijke ligging;Fazantplein;1;;Kunststof;2015-12-15;Gemeente Den Haag;;;Onbekend;;;Den Haag;77466.6816000007;455383.507300001;4.256081674342719;52.08128750927416
38446;D415;D415;Kast;OV Kast;Kast;2023-02-02;Gemeente Den Haag;In bedrijf;Vermoedelijke ligging;Distelvinkenplein;5;;Kunststof;2015-12-01;Gemeente Den Haag;;;Onbekend;;;Den Haag;77623.5760999992;455437.206999999;4.258357978874376;52.081792034543035
38765;D414;D414;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;Sportlaan;812;;Onbekend;2015-12-01;Gemeente Den Haag;;;Onbekend;;OV kast thv Patrijslaan\Dr van Dijkpad.;Den Haag;77673.3751000017;455184.593600001;4.259141618421507;52.07952884973056
16045;B137;;Station;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;;;;Onbekend;2015-12-01;Gemeente Den Haag;;;Onbekend;;;;83278.7503999993;456176.568399999;4.340692212238829;52.08919792262157
16365;R122;;Station;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;;;;Onbekend;2015-12-02;Gemeente Den Haag;;;Onbekend;;;;84040.1585999988;456051.433699999;4.3518264920837835;52.08817147805556
16685;R109;;Station;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;;;;Onbekend;2018-05-04;Gemeente Den Haag;;;Onbekend;;;;84480.7683000006;456821.982799999;4.358095080920902;52.09515258334195
17325;B125;;Station;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;;;;Onbekend;2015-12-01;Gemeente Den Haag;;;Onbekend;;;;83033.6867999993;455322.397;4.337297197162365;52.08148984679298
17965;Z302;;Station;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;;;;Onbekend;2015-12-02;Gemeente Den Haag;;;Onbekend;;;;81715.1217;455489.714499999;4.318028073592151;52.08282054882329
17966;Z308;;Station;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;;;;Onbekend;2015-12-02;Gemeente Den Haag;;;Onbekend;;;;81685.941300001;455583.737500001;4.31758221527683;52.083661648273576
18285;H296;;Station;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;;;;Onbekend;2015-12-01;Gemeente Den Haag;;;Onbekend;;;;77670.8925999999;450123.7018;4.260251117613082;52.03404799563837
18605;H291;;Station;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;;;;Onbekend;2015-12-01;Gemeente Den Haag;;;Onbekend;;;;78174.1006000005;450679.513300002;4.267458373275061;52.03911286061521
18925;H276;;Station;Onbekend;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;Troelstrakade;66;;Onbekend;2016-04-15;Gemeente Den Haag;;;Nabij;2531AV;Buitenkast bij HSR 182;Den Haag;80586.7058000006;452606.3565;4.3021966298705605;52.05675804691577
18926;H274;;Station;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;;;;Onbekend;2015-12-01;Gemeente Den Haag;;;Onbekend;;;;80199.3979999982;452411.197999999;4.296593076013278;52.054952058612564
19245;H114;;Station;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;;;;Onbekend;2018-02-07;Gemeente Den Haag;;;Onbekend;;;;79649.752700001;452214.319200002;4.28862394735712;52.053108295647164
19248;H254;;Station;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;;;;Onbekend;2015-12-01;Gemeente Den Haag;;;Onbekend;;;;78993.6810000017;452178.721999999;4.279068282995055;52.052698800788704
19566;H116;;Station;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;;;;Onbekend;2015-12-01;Gemeente Den Haag;;;Onbekend;;;;79019.1849000007;452899.6809;4.279279689926545;52.059181345843136
19885;H124;;Station;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;;;;Onbekend;2015-12-01;Gemeente Den Haag;;;Onbekend;;;;78756.3530000001;452518.828499999;4.275532874941957;52.05572263612546
20205;Z166;;Station;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;;;;Onbekend;2015-12-02;Gemeente Den Haag;;;Onbekend;;;;79739.7859999985;453423.925000001;4.28966983643904;52.063990931718635
795;Z204;Z204;Kast;OV Kast;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;SPUI;173;;Onbekend;2016-11-15;Gemeente Den Haag;Onbekend;;Achter;2511BM;;S GRAVENHAGE;81612.7280000001;454789.228;4.3166851427403925;52.076511879199266
796;Z209;Z209;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;WAGENSTR;193;;Onbekend;2013-11-14;Gemeente Den Haag;Onbekend;;Achter;2512AW;;S GRAVENHAGE;81607.3469999991;454485.061000001;4.3166720768252675;52.07377768663668
798;Z304;Z304;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;FLUWELEN BURGWAL;1;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2511CH;;S GRAVENHAGE;81729.0984999985;455192.723499998;4.318295737917713;52.08015340969957
799;F141;F141;Kast;Onbekend;Onbekend;;Stedin;In bedrijf;Onbekend;GOETLYFSTR;164;;Onbekend;2012-01-26;Stedin;Onbekend;;Achter;2596RM;;S GRAVENHAGE;81821.7450000011;457094.179499999;4.31923905814639;52.09725358791174
800;Z203;Z203;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;PLETTERYKD;1;;Onbekend;2014-02-05;Gemeente Den Haag;Onbekend;;Achter;2515SE;;S GRAVENHAGE;81888.7190000005;454608.658;4.320749108848927;52.0749256404938
850;Z329;Z329;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;GEEST;1;;Onbekend;2012-01-25;Gemeente Den Haag;Onbekend;;Achter;2513VA;;S GRAVENHAGE;80765.7085000016;454986.156500001;4.304288718061597;52.07816873353403
851;Z327;Z327;Kast;OV Kast;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;SCHEVENINGSEVEER;1;;Onbekend;2019-04-16;Gemeente Den Haag;Onbekend;;Achter;2514HB;;S GRAVENHAGE;80780.0219999999;455626.6655;4.304358139969454;52.083926736288106
853;Z246;Z246;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;K BEESTENMARKT;4;;Onbekend;2012-01-18;Gemeente Den Haag;Onbekend;;Achter;2512GP;;S GRAVENHAGE;80938.9895000011;454623.547499999;4.306894774839103;52.07493325981951
854;Z300;Z300;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;J HENDRIKSTR;27;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2512GK;;S GRAVENHAGE;80939.2349999994;454724.6505;4.306876413572467;52.07584187986418
856;Z135;Z135;Kast;Onbekend;Onbekend;;Stedin;In bedrijf;Onbekend;VOORTHUIZENSTR;211;;Onbekend;2012-01-25;Stedin;Onbekend;;Achter;2573AH;;S GRAVENHAGE;79121.7875000015;453685.100499999;4.280601011492894;52.06625373863837
857;Z154;Z154;Kast;Onbekend;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;APELDOORNSELN;180;;Onbekend;2019-01-16;Gemeente Den Haag;Onbekend;;Achter;2573LT;;S GRAVENHAGE;79253.3344999999;453876.296;4.282476721367401;52.067989958170365
858;Z130;Z130;Kast;Onbekend;Onbekend;;Stedin;In bedrijf;Onbekend;HARDERWYKSTR;47;;Onbekend;2012-01-25;Stedin;Onbekend;;Achter;2573ZB;;S GRAVENHAGE;79297.8594999984;453579.829;4.283191717213653;52.06533178391913
861;Z128;Z128;Kast;Onbekend;Onbekend;;Stedin;In bedrijf;Onbekend;HATTEMLN;15;;Onbekend;2012-12-14;Stedin;Onbekend;;Achter;2573WG;;S GRAVENHAGE;79691.8004000001;453159.181400001;4.289028562096221;52.06160523350168
863;H112;H112;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;MR P D FORTUYNWG;14;;Onbekend;2012-10-31;Gemeente Den Haag;Onbekend;;Achter;2533SR;;S GRAVENHAGE;79865.5058999993;452820.508499999;4.291635669498723;52.05858525437124
864;Z160;Z160;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;H COSTERSTR;140;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2571PC;;S GRAVENHAGE;80072.1105000004;453943.326499999;4.294401351107015;52.06870369944711
866;Z122;Z122;Kast;Onbekend;Onbekend;;Combi;In bedrijf;Onbekend;BOERENSTR;67;;Onbekend;2012-03-15;Combi;Onbekend;;Achter;2572HT;;S GRAVENHAGE;80102.0544999987;453429.7795;4.294950659316131;52.064092639738035
867;Z121;Z121;Kast;Onbekend;Onbekend;;Stedin;In bedrijf;Onbekend;SPIONKOPSTR;13;;Onbekend;2012-01-25;Stedin;Onbekend;;Achter;2572NK;;S GRAVENHAGE;80123.2974999994;453088.283;4.295335276449517;52.0610265715111
868;H181;H181;Kast;Onbekend;Onbekend;;Stedin;In bedrijf;Onbekend;BOENDALESTR;2;;Onbekend;2012-01-26;Stedin;Onbekend;;Achter;2531XL;;S GRAVENHAGE;80189.8425000012;452652.397500001;4.2964009557951295;52.057118368419665
801;Z118;Z118;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;HOBBEMAPLN;69;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2526JC;;S GRAVENHAGE;80282.5;453695.4965;4.297523530497712;52.066504935285565
802;Z101;Z101;Kast;Onbekend;Onbekend;;Stedin;In bedrijf;Onbekend;DE HEEMSTR;142;;Onbekend;2013-12-13;Stedin;Onbekend;;Achter;2525EN;;S GRAVENHAGE;80309.3007999994;453695.057399999;4.29791442173836;52.0665046034124
803;Z157;Z157;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;VD VELDESTR;45;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2525AT;;S GRAVENHAGE;80363.5670000017;453904.555500001;4.298659902420811;52.068394622395026
804;Z159;Z159;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;MARKTWG;155;;Onbekend;2013-12-17;Gemeente Den Haag;Onbekend;;Onbekend;2525JE;;S GRAVENHAGE;80372.6585000008;453034.342900001;4.29898267000908;52.06057546898056
805;H176;H176;Kast;OV Kast;Kast;;Gemeente Den Haag;In bedrijf;Analoog ingemeten;GLORIANTSTR;6;;Kunststof;2015-07-30;Gemeente Den Haag;Onbekend;;Naast;2531EX;Ter hoogte van huisnr. 4;S GRAVENHAGE;80441.4615000002;452210.261;4.300165662429559;52.05317890725905
806;Z120;Z120;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;H COSTERSTR;439;;Onbekend;2015-12-02;Gemeente Den Haag;Onbekend;;Naast;2571PR;;S GRAVENHAGE;80466.4620000012;453275.767499998;4.30029759094395;52.06275771868194
807;Z100;Z100;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;V MIEREVELTSTR;60;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2525EE;;S GRAVENHAGE;80505.4125000015;453681.998;4.300776870918144;52.066413648958836
808;Z240;Z240;Kast;Onbekend;Onbekend;;Combi;In bedrijf;Onbekend;PARALLELWG;511;;Onbekend;2012-03-15;Combi;Onbekend;;Achter;2525NT;;S GRAVENHAGE;80576.2890000008;453256.074000001;4.301903190173184;52.06259550237549
809;Z102;Z102;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;BRUEGHELSTR;300;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2525RN;;S GRAVENHAGE;80721.743999999;453641.1325;4.303940192170198;52.0660754498604
811;Z236;Z236;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;FRUITWG;20;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2525KH;;S GRAVENHAGE;80918.8150000013;452863.1395;4.306982534991691;52.05911019743241
814;E146;E146;Kast;OV Kast;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;OLTMANSSTR;85;;Onbekend;2015-12-01;Gemeente Den Haag;Onbekend;;Nabij;2524NA;;S GRAVENHAGE;81181.6471999995;452142.234299999;4.310970180295887;52.052666655670215
815;E107;E107;Kast;OV Kast;Onbekend;;Combi;In bedrijf;Onbekend;1E LULOFSDWSTR;125;;Onbekend;2017-03-15;Combi;Onbekend;;Achter;2521AZ;;S GRAVENHAGE;81236.9470000006;452998.133499999;4.311591462941877;52.06036580234372
816;E133;E133;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;A THYMSTR;20;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2524HK;;S GRAVENHAGE;81319.6259999983;452272.6395;4.312953377086226;52.05385694221553
817;E137;E137;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;SCHIMMELWG;413;;Onbekend;2012-01-25;Onbekend;Onbekend;;Achter;2524XB;;S GRAVENHAGE;81357.4974999987;451887.9835;4.313588354138966;52.05040515078647
818;Z225;Z225;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;KONINGSTR;441;;Onbekend;2014-02-24;Gemeente Den Haag;Onbekend;;Achter;2515JL;;S GRAVENHAGE;81428.8269999996;453940.923;4.314185842586346;52.06886395750761
820;E154;E154;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;MULTATULIHOF;;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Nabij;2524KA;Station E412;S GRAVENHAGE;81450.4915000014;452035.629000001;4.314912080702962;52.05174436049548
822;E127;E127;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;STIELTJESSTR;3;;Onbekend;2017-06-29;Gemeente Den Haag;Onbekend;;Achter;2521VE;;S GRAVENHAGE;81529.0302000009;452975.350499999;4.315854803545972;52.0601998648531
823;E147;E147;Kast;Onbekend;Onbekend;;Stedin;In bedrijf;Onbekend;SCHIMMELWG;110;;Onbekend;2012-01-25;Stedin;Onbekend;;Achter;2524XJ;;S GRAVENHAGE;81521.688000001;451987.013;4.315960348261572;52.05131690218572
824;E148;E148;Kast;Onbekend;Onbekend;;Stedin;In bedrijf;Onbekend;ROSSEELSSTR;98;;Onbekend;2014-04-16;Stedin;Onbekend;;Achter;2524BJ;;S GRAVENHAGE;81549.2210000008;452315.515999999;4.316291062385834;52.0542727435956
825;E155;E155;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;REINWARDTSTR;49;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Naast;2522AA;;S GRAVENHAGE;82290.675999999;453289.5075;4.326892351684274;52.06312360961531
826;E123;E123;Kast;Onbekend;Onbekend;;Stedin;In bedrijf;Onbekend;MIQUELSTR;107;;Onbekend;2012-01-25;Stedin;Onbekend;;Achter;2522KM;;S GRAVENHAGE;82329.9525000006;453073.4375;4.32751100244449;52.061186981527015
827;E149;E149;Kast;Onbekend;Onbekend;;Stedin;In bedrijf;Onbekend;MINCKELERSSTR;37;;Onbekend;2012-01-25;Stedin;Onbekend;;Binnen straal van 10 m;2522CD;;S GRAVENHAGE;82455.3885000013;453080.3915;4.329338364890647;52.06126591412192
828;E120;E120;Kast;Onbekend;Onbekend;;Combi;In bedrijf;Onbekend;LINNAEUSSTR;83;;Onbekend;2012-03-15;Combi;Onbekend;;Achter;2522GD;;S GRAVENHAGE;82461.6495000012;452816.910500001;4.32948561142593;52.05889887659311
829;Z404;Z404;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;NEWTONSTR;3;;Onbekend;2013-01-07;Gemeente Den Haag;Onbekend;;Achter;2562KC;;S GRAVENHAGE;79622.3236999996;454901.927499998;4.2876307788435275;52.07725734036199
830;Z402;Z402;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;KONINGSPLN;32;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2518JG;;S GRAVENHAGE;79624.8370000012;455119.179499999;4.28761944255676;52.07921006048033
831;Z406;Z406;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;W PYRMONTKD;877;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2518JT;;S GRAVENHAGE;79630.0095000006;455444.826000001;4.287622944563742;52.082137250015215
833;Z110;Z110;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;LOOSDUINSEKD;84;;Onbekend;2012-01-25;Gemeente Den Haag;Onbekend;;Achter;2571BR;;S GRAVENHAGE;79951.4785000011;454392.1745;4.292543588697731;52.07272104028766
834;Z106;Z106;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;ELANDSTR;198;;Onbekend;2017-10-17;Gemeente Den Haag;Onbekend;;Achter;2513GX;;S GRAVENHAGE;79977.4666999988;455048.5407;4.292778288260702;52.078623136398726
836;Z410;Z410;Kast;Onbekend;Onbekend;2023-02-02;Gemeente Den Haag;In bedrijf;Onbekend;LN V MEERDERVOORT;84;;Onbekend;2019-05-06;Gemeente Den Haag;Onbekend;;Achter;2517AP;;S GRAVENHAGE;80051.0359999985;455733.2784;4.293700891237513;52.084786635921546
837;Z109;Z109;Kast;Onbekend;Onbekend;;Gemeente Den Haag;In bedrijf;Onbekend;PR HENDRIKSTR;30;;Onbekend;2012-03-15;Gemeente Den Haag;Onbekend;;Achter;2518HT;;S GRAVENHAGE;80058.5954999998;455422.8715;4.293879359548566;52.08199812384367
