OBJECTID,PUIC,NAAM,PRORAIL_GEBIED,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,RELATIEVEHOOGTELIGGING,TIJDSTIP_REGISTRATIE,IN_GEBRUIK,GELDIG_VANAF,PUBLICATIEDATUM,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,LATITUDE,LONGITUDE
318,13e9632d-924e-4558-b97f-afa2457b227c,,Noord-West,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,20.308527,"20,308527",-68.461523,"-68,461523",ProRail,Randstad Noord,RN,BASIS,Kennemerland,240,Haarlem,8,Strukton Rail,107059.165,477698.967,52.28519726,4.6846086
319,2c745470-68ca-48d6-994a-61e46e8a8c53,,Zee-Zevenaar,120,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,6.323593,"6,323593",48.276745,"48,276745",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,90580.679,431908.096,51.8719907,4.45178191
320,d2515c53-3ca9-4859-a513-1366ab896c35,,Zuid-Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mt-Vl,Maastricht - Venlo ,517,b,517,517_b,Venlo,69.910011,"69,910011",-33.436933,"-33,436933",ProRail,Zuid,Z,BASIS,De Peel,300,Venlo,27,ASSET Rail,209576.75,375345.558,51.36466303,6.17087283
321,b0e9aea7-4331-4b26-9e7a-fbae8810424b,,Zuid-Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mt-Vl,Maastricht - Venlo ,520,a,520,520_a,Maastricht,0.225852,"0,225852",56.827997,"56,827997",ProRail,Zuid,Z,BASIS,Limburg,340,Maastricht,26,Strukton Rail,177501.594,317819.815,50.84977208,5.70670016
322,95fceff0-ad8d-4f68-8e12-9cc7199ce9a1,,Zee-Zevenaar,120,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,7.104268,"7,104268",25.550526,"25,550526",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,89815.273,431792.173,51.87085987,4.44069092
323,0c713693-f0a5-4df0-b150-06a1d64fa5ba,,Noord,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,16.442365,"16,442365",15.22628,"15,226280",Derden - Overig - Nedmag Vdm/ RSCG,Noord-Oost,NO,BASIS,n.v.t.,,n.v.t.,,n.v.t.,255811.059,571091.15,53.11712213,6.89295826
324,6c4f3eb5-a1c2-4ecb-be8c-06d3ecf70e77,,Zee-Zevenaar,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Rtd,Breda - Rotterdam Centraal ,664,b,664,664_b,Rotterdam Lombardijen,43.007897,"43,007897",-13.320756,"-13,320756",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,95673.493,433420.453,51.88614826,4.52546538
325,40d26503-c6cf-4039-8a4b-7d556d8c9103,,Midden,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,531,d,531,531_d,Utrecht Centraal,1.220728,"1,220728",142.206721,"142,206721",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,135069.93,456680.578,52.09801499,5.09634517
326,e3a2dbf9-1b53-46be-9c79-78a659586859,,Zee-Zevenaar,120,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,6.465312,"6,465312",118.454594,"118,454594",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,90423.692,431922.581,51.87210272,4.4494999
327,a1b96a31-fecb-4b56-aed0-c0c4ba54bd31,,Zuid-Oost,60,Bestaand,,2022/02/23 00:00:00+00,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Vl-Ehv,Venlo - Eindhoven ,618,b,618,618_b,Eindhoven,50.46489,"50,464890",-62.334576,"-62,334576",ProRail,Zuid,Z,BASIS,De Peel,300,Eindhoven,24,ASSET Rail,162528.427,383937.95,51.44448359,5.49548929
328,769ab0af-4806-4901-80e9-6a91e9e41d08,,Zee-Zevenaar,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Brvalw-Brvalo,Betuweroute Valburg West - Betuweroute Valburg Oost ,938,,938,938__,CUP Valburg,2.916583,"2,916583",-40.569954,"-40,569954",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,A15trace,71,VolkerRail,184400.017,434203.594,51.89556952,5.81433166
329,377c9dcd-af39-42df-a73d-33765834ff19,,Zee-Zevenaar,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Brvalw-Brvalo,Betuweroute Valburg West - Betuweroute Valburg Oost ,938,,938,938__,CUP Valburg,2.66342,"2,663420",24.877847,"24,877847",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,A15trace,71,VolkerRail,184139.779,434189.876,51.89545992,5.81054981
330,c44bb55d-8585-4701-9278-4fe4af49516c,,Noord,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Hlg-Nscg,Harlingen - Nieuweschans Grens ,550,,550,550__,Leeuwarden,24.928104,"24,928104",-36.816285,"-36,816285",ProRail,Noord-Oost,NO,BASIS,Wadden,420,Friesland,36,Strukton Rail,180786.188,578671.729,53.19408124,5.77302641
331,6ea27f44-9d93-4d74-ae4a-d487f8bece94,,Zuid-West,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,817,a,817,817_a,Vlissingen Sloehaven,114.918156,"114,918156",15.858587,"15,858587",ProRail,Zuid,Z,BASIS,Zeeland,310,Goes,18,Strukton Rail,40798.142,385612.244,51.44801951,3.74429062
332,cef8f2fe-bd41-4b2f-a9f0-7f91a124feb7,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Dv-Aml,Deventer - Almelo ,606,b,606,606_b,Almelo,37.590221,"37,590221",-17.811146,"-17,811146",ProRail,Noord-Oost,NO,BASIS,Twente,410,Twente,32,VolkerRail,240819.504,486784.528,52.36223369,6.64714354
333,ce094191-195d-4933-866d-d74e472463ea,,Zee-Zevenaar,120,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,7.699386,"7,699386",26.026891,"26,026891",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,89234.45,431881.753,51.87159672,4.43224111
334,943aa2f0-073a-41ca-b78c-edb3af733ea4,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ahg-Va,Arnhem Goederenstation - Velperpoort Aansl. ,437,a,437,437_a,Arnhem Goederenstation - Velperbroek Aansl.,0.805208,"0,805208",-2.205512,"-2,205512",ProRail,Noord-Oost,NO,BASIS,Gelre,400,Achterhoek,30,ASSET Rail,192539.323,443255.192,51.97643509,5.93356595
335,a1a7de5d-d345-4591-a0ca-d77cfd3eaec0,,Zee-Zevenaar,120,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,6.691483,"6,691483",158.107091,"158,107091",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,90219.037,431924.225,51.87209374,4.4465282
336,e69d95ec-62cc-42b1-9c41-02ef20ac53cf,,Midden,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,34.530833,"34,530833",-49.89219,"-49,892190",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,135760.569,456241.029,52.09408875,5.10644893
337,87fc8889-a1b7-4e16-a5a4-0c89c170ea01,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.36373,"28,363730",-25.826058,"-25,826058",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210754.315,462772.694,52.15031508,6.2018414
338,6d3697ee-01e3-483b-b0f8-953306cba5b7,,Zuid-Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Std-Bon,Sittard - Born ,433,,433,433__,Sittard - Born,5.60715,"5,607150",33.29945,"33,299450",ProRail,Zuid,Z,BASIS,Limburg,340,Roermond,25,Strukton Rail,184443.127,339066.3,51.04043354,5.80699318
339,9c970d23-b6c4-4b31-b2a7-13f0b65fceab,,Zee-Zevenaar,120,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,6.979572,"6,979572",118.63024,"118,630240",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,89934.651,431876.279,51.87162971,4.44240825
340,065280b6-c8d1-4e08-a99a-50a6ac43cf1e,,Zuid-Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Mt-Vl,Maastricht - Venlo ,517,b,517,517_b,Venlo,69.70742,"69,707420",-85.812928,"-85,812928",ProRail,Zuid,Z,BASIS,De Peel,300,Venlo,27,ASSET Rail,209667.406,375157.16,51.36296094,6.17214534
341,8656a939-8f08-4fb9-9d86-7f0bd117aac1,,Zee-Zevenaar,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Brvalw-Brvalo,Betuweroute Valburg West - Betuweroute Valburg Oost ,938,,938,938__,CUP Valburg,0.426097,"0,426097",19.335817,"19,335817",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,A15trace,71,VolkerRail,182122.899,435160.451,51.90428556,5.78132551
342,67966159-bf70-40b4-8bb4-be07b87dd508,,Zuid-Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Std-Hz,Sittard - Herzogenrath (D) ,504,b,504,504_b,Heerlen,17.628166,"17,628166",21.507286,"21,507286",ProRail,Zuid,Z,BASIS,Limburg,340,Maastricht,26,Strukton Rail,195567.712,322793.268,50.89348137,5.96377067
343,8099938b-f224-4932-ad85-5ce020046d08,,Zee-Zevenaar,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Brvalw-Brvalo,Betuweroute Valburg West - Betuweroute Valburg Oost ,938,,938,938__,CUP Valburg,2.722214,"2,722214",-25.725648,"-25,725648",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,A15trace,71,VolkerRail,184209.205,434223.25,51.89575624,5.81156125
344,83220a02-480e-4c0b-86b8-b378fb6e2c28,,Zee-Zevenaar,120,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,6.796666,"6,796666",64.931566,"64,931566",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,90118.952,431828.981,51.87122611,4.44509299
345,8fc724dd-27f4-4ee8-bcb4-9126582b0f98,,Zee-Zevenaar,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Rtd,Breda - Rotterdam Centraal ,664,b,664,664_b,Rotterdam Lombardijen,42.653806,"42,653806",-88.020888,"-88,020888",ProRail,Randstad Zuid,RZ,BASIS,Zee-Zevenaar,130,Europoort,4,VolkerRail,95782.426,433065.399,51.8829688,4.52710853
346,216647b8-4388-471a-9cc9-5765bc963fb2,,Midden,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,43.495343,"43,495343",-15.07663,"-15,076630",ProRail,Randstad Noord,RN,BASIS,Eemland,200,Amersfoort,12,ASSET Rail,152940.093,462988.452,52.1550653,5.3571031
347,7f0e91c1-1d75-400d-94c3-c18c1b40a773,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,508,,508,508__,Arnhem,91.492558,"91,492558",25.427903,"25,427903",ProRail,Noord-Oost,NO,BASIS,Gelre,400,Achterhoek,30,ASSET Rail,189890.111,444230.709,51.98537574,5.89510899
348,d4079297-c4af-47a4-bac7-2485d02a3909,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.483211,"28,483211",-25.84737,"-25,847370",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210827.015,462868.332,52.15116725,6.20291924
349,5ace5bf2-84ff-4e73-aba0-835f2821c5cd,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Vl,Arnhem - Venlo ,514,a,514,514_a,Nijmegen,17.190099,"17,190099",43.293324,"43,293324",ProRail,Noord-Oost,NO,BASIS,Gelre,400,Maas en Waal,28,ASSET Rail,186980.756,428264.133,51.84204279,5.85127273
350,3a3a0576-98b3-45ab-ac0a-c5dbe6898217,,Noord-West,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Spbr-Hlmwph,Spaarne (brug o/h - bij Haarlem) - Haarlem Hoofdwerkplaats ,901,,901,901__,Haarlem Hoofdwerkplaats,100.08421,"100,084210",-5.96557,"-5,965570",Derden - Overig - NS Onderhoud & Service (onder voorbehoud),Randstad Noord,RN,BASIS,n.v.t.,,n.v.t.,,n.v.t.,105604.369,488491.852,52.38206451,4.66170627
351,f626af4d-8990-456a-bd20-323c3e98f1c0,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.275545,"28,275545",-58.75319,"-58,753190",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210675.905,462723.686,52.14988254,6.20068781
352,7aeb7226-deef-4ad8-8567-9a77e687d1a5,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.247424,"28,247424",-54.904717,"-54,904717",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210661.604,462699.34,52.14966518,6.20047489
353,132539a6-6a86-4903-b6d5-1632ea7f05cd,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.222673,"28,222673",-51.723391,"-51,723391",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210648.855,462678.039,52.14947503,6.20028515
354,f1fdcaae-c31c-476a-836f-c47fa7b16251,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.168045,"28,168045",-45.277916,"-45,277916",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210620.187,462630.782,52.14905321,6.19985859
355,899c0d7d-a926-4f74-b16d-c5d08126e44a,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.17494,"28,174940",20.599286,"20,599286",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210676.51,462595.928,52.1487343,6.20067572
356,a0dd1360-716b-483b-9cfc-53a91cf059d2,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.212735,"28,212735",-12.679531,"-12,679531",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210673.389,462646.098,52.1491855,6.20063834
357,ecd52c0e-9586-4da2-8036-b3f6e8cadbbb,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.190755,"28,190755",-33.183375,"-33,183375",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210643.608,462641.302,52.1491454,6.20020248
358,60865c24-2572-47d3-99ee-59fddb60d677,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.137499,"28,137499",-11.713734,"-11,713734",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210628.107,462586.151,52.1486513,6.19996699
359,b64f6146-277f-4976-8d45-c8e83eef2646,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.148201,"28,148201",-28.397975,"-28,397975",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210621.436,462604.8,52.14881958,6.19987258
360,88383ca6-7b45-4a2a-8f89-397ecd5b91df,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.135268,"28,135268",-40.585868,"-40,585868",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210603.905,462602.051,52.14879664,6.19961602
361,61e71688-6e6e-4cda-b9c8-4d55f589ba33,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.133871,"28,133871",-40.797688,"-40,797688",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210602.885,462601.078,52.148788,6.19960096
362,a854db2b-50a2-4c1f-b352-0d1093aa8a83,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ah-Zl,Arnhem - Zwolle ,609,,609,609__,Zutphen,28.11235,"28,112350",-23.769463,"-23,769463",ProRail,Noord-Oost,NO,BASIS,Veluwe,430,IJsselstreek,31,Strukton Rail,210603.229,462573.683,52.14854176,6.1996015
363,fbee247b-ec53-47b2-bdbd-23a29aedae5a,,Zuid-West,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Rsd-Vs,Roosendaal - Vlissingen ,127,a,127,127_a,Roosendaal - Vlissingen,73.966091,"73,966091",7.461061,"7,461061",ProRail,Zuid,Z,BASIS,Zeeland,310,Goes,18,Strukton Rail,30408.512,385786.826,51.44738854,3.59483063
364,fa5fb98f-620c-42b1-8293-0427dfc82803,,Zuid-West,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Ut-Btl,Utrecht Centraal - Boxtel ,614,c,614,614_c,s Hertogenbosch,47.210709,"47,210709",-39.171807,"-39,171807",ProRail,Zuid,Z,BASIS,Betuwe,320,Den Bosch,21,Strukton Rail,148739.652,411984.843,51.69660119,5.2966504
365,dd7e3269-f837-4f4c-8b40-1136ecec05fa,,Noord,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,145.37425,"145,374250",-17.25992,"-17,259920",ProRail,Noord-Oost,NO,BASIS,Wadden,420,Friesland,36,Strukton Rail,186574.042,559048.117,53.01744069,5.85770522
366,aae1ca75-7dcb-48fd-ba2c-bffefdc7399c,,Noord,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,145.332958,"145,332958",4.75982,"4,759820",ProRail,Noord-Oost,NO,BASIS,Wadden,420,Friesland,36,Strukton Rail,186607.21,559014.299,53.01713486,5.85819616
367,4496e6f6-6e00-469c-85e7-bf3a857a167f,,Noord-West,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,0.861103,"0,861103",-34.246838,"-34,246838",ProRail,Randstad Noord,RN,BASIS,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,112962.337,552135.674,52.95461441,4.76168485
368,046f5585-35b9-4d41-829b-5669bf990f77,,Noord-West,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,0.953984,"0,953984",-35.226301,"-35,226301",ProRail,Randstad Noord,RN,BASIS,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,112978.726,552045.735,52.95380751,4.7619403
369,2a1ca30b-6ccd-4148-8a92-494ddde8fe42,,Noord-West,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,1.060254,"1,060254",-16.403315,"-16,403315",ProRail,Randstad Noord,RN,BASIS,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,112980.041,551936.941,52.95282999,4.76197389
370,8d9b8ebd-aca4-4730-8c73-d9006664d410,,Noord-West,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Hdr-Zd,Den Helder - Zaandam ,073,,73,073__,Den Helder - Heerhugowaard,1.131748,"1,131748",-7.255803,"-7,255803",ProRail,Randstad Noord,RN,BASIS,Hollands Noorderkwartier,210,Heerhugowaard,6,VolkerRail,112981.733,551864.136,52.95217591,4.76200845
371,7aebba45-eb61-4a98-8611-51bac76b74c3,,Zuid-West,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Ehv,Breda - Eindhoven ,123,,123,123__,Breda - Tilburg,20.734145,"20,734145",0.868277,"0,868277",ProRail,Zuid,Z,BASIS,Brabant,330,Breda,20,ASSET Rail,132560.739,397184.298,51.56315321,5.06358865
372,1882b49e-7954-4a92-aca2-6ddd955a1cac,,Zuid-West,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Ehv,Breda - Eindhoven ,551,b,551,551_b,Tilburg,22.016596,"22,016596",-19.084577,"-19,084577",ProRail,Zuid,Z,BASIS,Brabant,330,Breda,20,ASSET Rail,133818.144,396941.015,51.56101525,5.08173699
373,239792d0-02b8-43fa-a7b3-c58ba2b601a1,,Zuid-West,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Ehv,Breda - Eindhoven ,551,b,551,551_b,Tilburg,21.88864,"21,888640",-9.419447,"-9,419447",ProRail,Zuid,Z,BASIS,Brabant,330,Breda,20,ASSET Rail,133689.967,396948.323,51.56107609,5.07988813
374,265a4cf8-89fe-4e43-b91f-c5fa1d546fec,,Midden,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,34.620632,"34,620632",-67.53762,"-67,537620",ProRail,Randstad Noord,RN,BASIS,Neerlands Midden,250,Utrecht,13,ASSET Rail,135821.83,456171.563,52.09346651,5.10734678
375,62bfa58b-e43e-462e-810c-3631c65a2b04,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Zp-Ww,Zutphen - Winterswijk ,607,b,607,607_b,Winterswijk,43.56517,"43,565170",5.095639,"5,095639",ProRail,Noord-Oost,NO,BASIS,Gelre,400,Achterhoek,30,ASSET Rail,246253.941,442986.8,51.96779416,6.71513771
376,767fb2aa-3c7c-473e-80e3-4e77b25734d0,,Oost,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Zp-Esg,Zutphen - Enschede Grens ,543,c,543,543_c,Hengelo,45.694499,"45,694499",-8.60584,"-8,605840",ProRail,Noord-Oost,NO,BASIS,Twente,410,Twente,32,VolkerRail,251594.228,475651.303,52.26040631,6.80209589
377,295b15d7-cde0-43af-894a-10d0e18dc629,,Zuid-Holland Zuid,60,Bestaand,,2020/11/04 00:00:00+00,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Bd-Rtd,Breda - Rotterdam Centraal ,542,a,542,542_a,Dordrecht,29.303494,"29,303494",-39.690189,"-39,690189",ProRail,Randstad Zuid,RZ,BASIS,Dordrecht,140,Dordrecht,5,ASSET Rail,105520.519,424475.512,51.80671548,4.6697662
378,0ac5df06-5cf4-4ead-bed5-ea62cb80821b,,Midden,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,525,b,525,525_b,Amsterdam Singelgracht Aansl.,78.5,"78,500000",43.625544,"43,625544",ProRail,Randstad Noord,RN,BASIS,Amsterdam,220,Amsterdam,9,VolkerRail,119894.781,489187.204,52.38941376,4.87151383
379,670a95ae-ac97-4f88-9641-c48a9e0c55e3,,Noord-West,60,Bestaand,,,,2022/12/21 18:01:08+00,2022/12/22 01:00:00+00,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,20.566718,"20,566718",-58.382377,"-58,382377",ProRail,Randstad Noord,RN,BASIS,Kennemerland,240,Haarlem,8,Strukton Rail,106874.055,477522.655,52.28359657,4.68192105
