Leveranciers;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;4-Diensten en middelen
Escape Mobility Company (vh H. van Leeuwen, van Leeuwen Companies, CURA Safety Solutions);;2;;1;;;1;1;;2
Escher Collectie Stichting;;;;;1;;;;;1
Escubelle Strandpaviljoen;1;;;;;;;;;1
Ese International;;1;;;;;1;1;;1
Esra Intern Transport;;;;;;;;2;;2
Essent Energie;;;;;;;;;1;1
Essentra Components;;;;1;;;;;;1
Esther van der Wallen fotografie;;;;;1;;;;;1
Eten en Zo;;;;;1;;;;;1
Eudata Communications;;;;;;;;1;;1
Euro Druk Offset B.V.;;;;;;;;1;;1
Euro Events;;;;;;;;1;;1
Euro Promo Textiel;;;;;;;;1;;1
Euroflorist Nederland;;;;;1;;1;;;1
Euro-Index;1;;;;;;;1;;1
Euromate (vh Plymovent, Lucom);;;1;;;;1;2;;2
EuroMessage (incl. Callmax);;;;;;;3;;;3
Euronorm;;;;;;;;1;;1
European Biometrics;;;;;;;1;;;1
Eurovote;;;;;1;;;;;1
Evac Safety Products;;1;;1;;;1;1;;1
Eveline Bets Tekst & Publiciteit;;;;;1;;;;;1
Event Label;;;;;1;;;;;1
Eventr B.V.;;;;;1;;;;;1
Evers Kassasystemen;;;;;;;;1;;1
Everything Sweet;;;;;1;;;;;1
Evides Waterbedrijf;;;;;1;;;;1;1
Evite Services;;;;;1;;;;;1
Evo Ondernemersorganisatie;;;;;;;1;;;1
EVU-Nederland;;;;;;;1;;;1
EW Special Care;;;3;;;;;;;3
exceet Card Nederland;;;;;;;1;;;1
Excellent Incasso;;;;;;;;;1;1
Excelsior Drukkerij;;;;;1;;;;;1
Exploitatie Glazen Zaal;;;;;1;;;;;1
Exploitatiemij. Vilsteren;;;1;;;;;;;1
Exsta Nederland;;;;;;;1;1;;1
EYE Bar Restaurant;;;;;1;;;;;1
F&L Publishing Group;;;;;;;1;;;1
F. de Heer H/O Bram Ladage Verse Patat;1;;;;;;;;;1
F. Krijgsman Bloem- + Plantenhandel;;;;;1;;;;;1
F.J. Klunder;;;;;;;;;1;1
F.Van De Vooren;;1;;1;;;;;;1
Fa. A. Vos & Zoons;;;;1;;;;;;1
FA. de Peinder;;;;;;;1;;;1
Fa.H.A.Tibbe,Bloemsierkunst;;;;;1;;;;;1
Faber Vlaggen (vh Shipmate);;;;1;1;;;;;1
Fabory Nederland;;;;;;;1;2;;2
Fabrique Communicatie & Design;;;;;3;;;;;3
Facet Nederland;;;;;;;;1;;1
Facilion;;;;;1;;1;;;1
Facility Service;1;;;;;;;;;1
Faco;1;;;;;;;;;1
Falck Group;;2;;;;;;;;2
Falco;;;;;;;1;;;1
Falstaff Restaurant;;;;;1;;;;;1
Fama Vloeren;;;;;;;1;;;1
Fa-Med;;;;;;;;;1;1
Farmprint voordrukwerk.nl;;;;;1;;;;;1
Farnell Electronic Components;;;;;;;;1;;1
Fassbender Touringcars;;;;;1;;;;;1
Federatie Nederlandse Vereniging Bedrijfshulpverlening;;1;;;;;1;;;1
Federatie van Gezondheidszorgpsychologen en Psychotherapeuten;;;;;;;1;;;1
Fedex - Federal Express;;;;2;1;;;1;;2
FEI Europe;;;;;;;;3;;3
Fel Wit Grafisch Ontwerpers;;;;;2;;;;;2
Fellini city lounge;;;;;1;;;;;1
FEM Products;;;;;;;;1;;1
Fepa Horeca (Le Hathor);;;;;1;;;;;1
Festivale Entertainment (incl. B&B Feestartikelen);;;;;1;;;;;1
Festivalgoed;;;;;;;;1;;1
FF Swanjéé Restaurant;;;;;1;;;;;1
FHI Federatie van Technologiebranches;;;;;;;1;;;1
Fields Food retail b.v.;1;;;;;;;;;1
FietsNED;;;;;;;;1;;1
Fietsspecialist Quist;;;;1;;;;;;1
Figaro Lunchroom;1;;;;;;;;;1
Filmdepartment;;;;;;;1;;;1
Financieele Dagblad;;;;;1;;;;;1
Fine Asian Gourmet;;;;;1;;;;;1
Fiori Style;;;;;1;;;;;1
Fire and Security Advisement (FandSA);;1;;;;;;;;1
Fire Control Beveiligingen;;1;;;;;;;;1
Firecom Emergency Services;;1;;;;;;1;;1
Fireware;;;;;;;;1;;1
First Care Opleidings- en Trainingsburo;;;;1;;;;1;;1
First Light;;;;;;;1;;;1
Fiscaal Upto Date;;;;;1;;;;;1
Fjord;;;;;1;;;;;1
Flamingo's Plaza;1;;;;;;;;;1
Flanderijn en Vaes Gerechtsdeurwaarders;;;;;;;;;1;1
Flanderijn en van Eck Gerechtsdeurwaarders;;;;1;;;;;1;1
Flash Services Nederland;;5;;;;;;2;;5
Fletcher Hotel Restaurant;1;;;;1;;;;;1
Fleurop;;;;;1;;;;;1
Fleurtiek Amsterdam;;;;;1;;;;;1
Flinders;;;;;;;;1;;1
Floor Bouwbedrijf;;;;;;;1;;;1
Flora Calendula;;;;;1;;;;;1
Floral Design;;;;;1;;;;;1
Floran;;;;;1;;;;;1
Florapro;;;;;1;;;;;1
Florence Claire Visagie;;;;;1;;;;;1
Flowerdeli;;;;;1;;;;;1
Flowers4U;;;;;1;;;;;1
Flynth Adviseurs en Accountants (vh Gibo);;;;;1;;;;;1
FM Projekten;1;;;;;;1;2;;2
Foam Amsterdam;;;;;1;;1;;;1
Folkers Zonweringen-Rolluiken;;;;1;;;;;;1
Fong Shou Chinees Indisch Rest;1;;;;;;;;;1
Fong-Wah;;;;;1;;;;;1
Fonq NL;;;;;;;;1;;1
Fons van der Heijden Bouwservice;;;;;;;1;;;1
Fonville Schoonhouden;;;2;;;;1;1;;2
Food City;1;;;;;;;;;1
Food Enjoyce;1;;;;1;;;;;1
Food for the Mood;;;;;1;;;;;1
Fop-Sjop;;;;;1;;;;;1
Forensisch Medisch Genootschapcontributie;;;;;;;1;;;1
Formabouw;1;2;;;;;1;1;;2
Formido Bouwmarkt;;;;;;;1;;;1
Fort Bronsbergen;1;;;;1;;;;;1
Fort van de Verbeelding;;;;;1;;;;;1
Fortas Mobiele Surveillance;;1;;;;;;;;1
Fortune Factory;;;;;1;;;1;;1
Fotentiek;;;;;;;;1;;1
Foto van Neerven;;;;;1;;;;;1
Fotobureau Hendriksen/Valk;;;;;1;;;;;1
Fotograaf Harrie Oude Hampsink;;;;;1;;;;;1
Fotografie Jurgen Huiskes;;;;;;;1;;;1
Fotokaarten B.V.;;;;;1;;;;;1
Fotostudio Rinus Hagen;;;;;1;;;;;1
Fox-IT, Crypto;;1;;;;;;;;1
Frama Nederland;;;;1;;;1;1;;1
Frans Becx Tuinmachines;;;;1;;;;1;;1
Frans Beekwilder;;;;;1;;;;;1
Frans Kragtwijk Catering;1;;;;;;;;;1
Fratsen;;;;;1;;;;;1
Frezon;;;;;1;;;;;1
Fries Natuurhistorisch Museum;;;;;1;;;;;1
Frige Elektro Groothandel;;;;;;;;2;;2
Fri-Jado Super Service;1;;;;;;1;1;;1
Fris Bureau;;;;;1;;;;;1
Frisse Blikken ondernemen met Talent;1;;;;;;;;;1
Frissen-Pieters Bloemensalon;;;;;1;;;;;1
Fröhling'S Totaalonderhoud;;;1;;;;;;;1
Fruitschaal.Nu;;;;;1;;;;;1
Funea Broadband Services;;;;;;;;1;;1
fvc-decals;;;;1;1;;;;;1
FWA Enveloppen en Drukwerk;;;;;2;;;1;;2
G&S Project;;;;;;;1;;;1
G. Bakker & Zn.;1;;;;;;;;;1
G. Haites-Verbeek;;;;;1;;;;;1
G. Kamphorst;1;;;;;;;;;1
G. Peeze Koffiebranderij;1;;;;;;1;1;;1
G. van Dam Installatiebedrijf;;;;;;;1;;;1
G.B. van Hoek Aannemingsbedrijf;;;;;;;1;1;;1
G.J.M. van Kaathoven van den Hoogen;;;;;1;;;;;1
G10;;;;;;;;1;;1
G4S Beveiliging (incl. Group 4, Securicor, Falck, Hacousto, Ricas);;9;;2;;;1;;2;9
Gabry Klokken;;;;;;;;1;;1
Galerie Delfi Form;;;;;1;;;;;1
Galerie Sanaa;;;;;1;;;;;1
Gall & Gall;;;;;1;;;;;1
Games4Us;;;;1;;;;;;1
Gan Tau Village;1;;;;;;;;;1
Garagebedrijf Ted Buis & Zoon;;;;;;;1;;;1
Gardepoort;;;;;1;;;;;1
Gargouilles;;;;;1;;;;;1
Garlin;;;;;1;;;;;1
Garoeda Indonesisch Restaurant;1;1;;;1;;;;;1
Garsthagen;;;;;;;2;;;2
Gasterij Don Qui-John;;;;;1;;;;;1
Gasterij Zuidbarge;;;;;1;;;;;1
Gastrovino Arno De Laak;;;;;1;;;;;1
Gavo;;;;1;;;;;;1
GBS Trading;;;;;;1;;;;1
GCA Events;;;7;;;;;;;7
GCC Breda;;;;;;;1;;;1
GE Healthcare;;;;;;;;1;;1
Gebak van Smolders;1;;;;1;;;;;1
Geboortebordhuren;;;;;1;;;;;1
Gebr. Bragt;;;;;1;;;;;1
Gebr. Stoop Waarland;;;1;;;;;;;1
Gebr. van der Winkel;;;;;;;;1;;1
Geef Een Boompje.nl;;;;;1;;;;;1
Geerdink;;;;1;;;;1;;1
Gefelicitaart;;;;;1;;;;;1
Gemaco (vh Jos Premiums & Gifts);1;;;;1;;;1;;1
Genietindeweerd.nl;;;;;1;;;;;1
Geometius;;;;;;;;1;;1
Gerard de Leeuw elektrotechnisch installatie buro;;1;;;;;;;;1
Gerard Meijer;;;;;;;;1;;1
Gerco Beveiligingen;;;;;;;1;1;;1
Gerlok Zuidbroek B.V.;;;;;;;;1;;1
Gerrickens Training & Advies;;;;;1;;;;;1
Gerritse Ijzerwaren (inc Isero);;;1;;;;1;1;;1
Gerritsma Ontstoppingsbedrijf;;;;;;1;;;;1
Geschenkbezorgen.nl (incl. Wijnlatenbezorgen);;;;;1;;;;;1
Geschikt Groen Geschikt;;;;;1;;;;;1
Getinge;;;;;;;1;1;;1
Geurst (incl. Pastis Restaurant);;;;;1;;;;;1
Geurts Schildersbedrijf;;;;;;;1;;;1
Geuzinge;1;;;;;;;;;1
Gezinspunt;;;;;;;;1;;1
GGN (incl. van Mastrigt & Partners, Tijhuis & Partners);;;;1;;;;;1;1
GGZ;;;;;1;;;;;1
GH Catering;;;;;2;;;;;2
Gibas;;;;;;;;2;;2
Giftcards;;;;;1;;;;;1
Gifthouse;;;;;1;;;;;1
Gifts At Work;;;;;1;;;;;1
Gijsbers Graphic Support;;;;;1;;;;;1
Gino Restaurant;1;;;;;;;;;1
Gispen International;;;;;;;6;4;;6
Gjaltema Montage Bedrijf;;;;;;;1;;;1
Glas Ockels;;;;;;;;1;;1
Global Debt Collecting;;;;;;;;;1;1
GLS General Logistics Systems;;;;1;;;;;;1
GMM Luchttechniek B.V.;;;;;;;;1;;1
Go Hard Drukkerij;;;;;1;;;;;1
Goede Mynott Holding;;;;;1;;;;;1
goedkopegezelschapsspellen.nl;;;;;1;;;;;1
Goesting Restaurant;;;;;1;;;;;1
Golden Elephant;1;;;;;;;;;1
Golden Garden Restaurant;1;;;;;;;;;1
Golden Palace;1;1;;;;;;;;1
Golden Ship;1;;;;1;;;;;1
Golden Tulip;;;;;2;;;;;2
Golfcentra Nederland Beheer B.V.;;;;;1;;;;;1
GOM Schoonhouden;1;;6;;;;1;;;6
Gonneke van Dijk fotografie;;;;;1;;;;;1
Good Seasons B.V.;;;;;1;;;;;1
Gooiland Slijptechniek;;;;;2;;;;;2
Goossens;;;;;;;1;;;1
Gorissen Bedrijfskeukens;1;;;;;;1;1;;1
Gothia B.V.;;;;;;;;;1;1
Gottschalk Amsterdam;;;;;;;;1;;1
Gouden Huis Restaurant;1;;;;;;;;;1
Gouweloos Elektrotechniek;;;;;;;2;;;2
Govers Water Services;1;;;;;;;;;1
Graafstra Staalconstructie;;;;;;;;1;;1
Grachten Atelier;;;;;1;;;;;1
Grafisch Bedrijf Tuijtel;;;;;1;;;1;;1
Grafisch Bureau van Erkelens;;;;;1;;;;;1
Grafisch Centrum Harlingen;;;;;1;;;;;1
Grafisch Ontwerpbureau Vormaat;;;;;1;;;;;1
GRAFISCH SERVICE CENTRUM;;;;;1;;;1;;1
Grafitas;;;;;;;1;;;1
Granada Grand Café Restaurant;;;;;1;;;;;1
Grand Cafe Perronn;1;;;;;;;;;1
Grand Cafe Silva Ducis;;;;;1;;;;;1
Grandcafe Haagsche Wens;;;;;1;;;;;1
Granny's Corner Eetcafé;;;;;1;;;;;1
Grape District;;;;;1;;;;;1
Grassair Compressoren;;;;;;;;1;;1
GRB;;;;;;;;1;;1
Greenbean;;;;;1;;;;;1
Greenz;;;;;1;;;;;1
Grinthuys Gallery;;;;;1;;;;;1
Groenboen Containerreiniging;;;1;;;;;;;1
Groenewegen & Partners;;;;;;;;;1;1
Groenhart;;;;;;;;1;;1
Groot Warnsborn Landgoed Hotel-Restaurant;;;;;1;;;;;1
Groothandelsgebouwen;;;;;;;1;;;1
Grootkeukentechniek Van Rijswijk;;;;;;;1;;;1
GTG Goodtimegifts;;;;;;;;1;;1
GuidoDesign;;;;;;;1;;;1
Gullimex;1;;;;;;1;1;;1
Gunnebo;;;;;;;1;1;;1
Gunst van Groencreaties;;;;;1;;;;;1
Gusto Mangia E Bevi;;;;;1;;;;;1
GVB Autoparts & Security;;;;;;;1;;;1
H. Bijma;;;;;;;;1;;1
H. De Vries Kärcher Center;;;;;;;;1;;1
H. Wassenaar;;;;;1;;;;;1
H.A. de Kort's Trading;;;;;1;;;;;1
H.G.T. Nijs;;;;;;;1;;;1
H.H. Huuskes;2;;;;;;;;;2
H.J. van Oort Transport Eck en Wiel;1;;;;;;;;;1
H.J.A. van Schip Keurslager;;;;;1;;;;;1
H.P. Meijnaert;;;;;;;2;1;;2
H.P.L. Bontekoe;;;;;1;;;;;1
Haagen Rookgeneratoren;;1;;;;;;1;;1
Haags Historisch Museum inz. Gevangenpoort;;;;;1;;;;;1
Haagse Wijk en Woonzorg ;;1;;;;;;;;1
Haantje de Voorste Catering;1;;;;;;;;;1
Habeco;;;1;;;;;2;;2
Habru;;;;;;;;1;;1
Hacquebord;;;;;;;;1;;1
Hadi Beveiliging;;1;;;;;;;;1
Hafele Nederland;;;;;;;;1;;1
Hafkamp & Partners;;;;;;;;;1;1
Hafo Spec Zaak voor Foto en Video;;;;;1;;;;;1
Hagisto Systemen;;;;;;;;1;;1
Hako;;;1;1;;;;;;1
Hakvoort Horeca;1;;;;;;2;1;;2
Halfords Nederland;;;;1;;;;;;1
Hallmark Cards Nederland;;;;;1;;;;;1
Hamer Installatietechniek;;;;;;;;1;;1
Hamled;;;;;;;1;;;1
Hampshire Hotel;;;;;1;;1;;;2
Handelsonderneming C. Veerman;;;;;;;;1;;1
Handelsonderneming Droog;1;;;;;;;;;1
Handelsonderneming Ooststellingwerf Verhuur B.V.;;;;;;1;;;;1
Handelsonderneming Sellink;;;;1;;;1;;;1
Haneu;;;;;;;;1;;1
Hanneke Hielkema;;;;;1;;;;;1
HannekeKappen.nl;;;;;1;;;;;1
Hanos;1;;1;;;;;;;1
Hans & Frans Hessing Banketbakkerij (Hesbak);1;;;;1;;;;;1
Hans B. The'-Photography;;;;;1;;;;;1
Hans Dienaar bNO / Vormunicatie;;;;;1;;;;;1
Hansen Evenementen;1;;;;1;;;;;1
Hanze-Stadsbrouwerij;;;;;1;;;;;1
Happy Meat;;;;;1;;;;;1
Happy Sunlight;;;;;;;1;;;1
Harbour Horeca;1;;;;1;;;1;;1
Harmen Swaak Jukeboxen;;;;;;;;1;;1
Harryvan;;;;;;;1;;;1
Hartenstein@Laurie Restaurant;;;;;1;;;;;1
Havezate De Haere;;;;;;;1;;;1
Hazet;;;1;;;;;1;;1
HBC - Hollandse Beveiligingscombinatie;;7;;;;;;;;7
HBV The Jumpers;;;;;1;;;;;1
HCT Haagsche City Tax (incl. DirectPay Services);;;;;;;;;1;1
HEAT Hoofddorp (Parkcafe Groen);1;;;;;;;;;1
Hectas Bedrijfsdiensten;;;1;;;;;;;1
Hedi International;;;;;1;;;1;;1
Heeman Doemere B.V.;;;;;;;1;;;1
Heembouw Rotterdam B.V.;;;;;;;;2;;2
Heerlickheijd van Ermelo;;;;;1;;;;;1
Hees Holding B.V.;;;;;;;1;;;1
Heesen Project Solution;;;;;;;;1;;1
Heffiq (vh Barloworld Intern Transport);;;;;;;;1;;1
Hega Offset;;;;;2;;;1;;2
Heigo Nederland;;1;;;;;;;;1
Heijmans (incl. NMM, Burgers Ergon, Breijn, Utiliteitsbouw, Civiel, ...);;2;;;;;3;1;;3
Heilijgers Bouw, Beheer en Onderhoud;;2;;;;;;;;2
Hein Post Wijn & Gastronomie;;;;;1;;;;;1
Hekeltje 'T;;;;1;1;;1;;;1
Hekon Valentijn;;;;;;;;1;;1
Helder Graveertechniek;;;;;1;;;1;;1
Hellema Chocolade;;;;;1;;;;;1
Helmstadt;;;;;;;;1;;1
Help Medical B.V.;;;;;;;1;;;1
Hemrica;;;;;1;;;;;1
Hendrik Schaap Brood- en Banketbakkerij;1;;;;;;;;;1
Hennekens Glasbedrijf Beek;;;;;;;1;;;1
Hennekes Preventie en Reintegratie;;;;;;;1;;;1
Henry Schein Dental;;1;;;;;1;1;;1
Heras Security Systems;;1;;;;;1;2;;2
Herberg De Hoeve;;;;;1;;;;;1
Herberg De Rustenbergh;;;;;1;;;;;1
Hermeta Projectbouw;;;;1;;;1;;;1
Hermsen Bloemen;;;;;1;;;;;1
Hero Gifts International;;;;1;1;;;;;1
Hersbeek;;;;;1;;;;;1
Hertek;;1;;;;;;;;1
Hertzinger Satelliet Ontvangst;;;;;;;;1;;1
Hesseling Kunststoffen & Displays B.V.;;;;;;;;1;;1
Het Feestbeest;;;;;1;;;;;1
Het Gevangenismuseum;;;;;1;;;;;1
Het Heden Restaurant en Tuin;;;;;1;;;;;1
Het Heerenhuis, Grandcafé, Lunch, Diner, Zalen;;;;;1;;;;;1
Het Hof van Alkmaar;;;;;1;;;;;1
Het Huis;;;;;1;;;;;1
Het Kabinet Eten en Drinken;1;;;;1;;;;;1
Het Kasteel;;;;;1;;;;;1
Het Ketelhuis Amsterdam;;;;;;;1;;;1
Het Koningsbed;;;;;1;;;;;1
Het Kooklokaal Emmen;1;;;;;;;;;1
Het Kookplein Kookschool en Lunchrestaurant;1;;;;1;;;;;1
Het Nederlandse Rode Kruis;;1;;;;;;;;1
Het NIC - Nederlands Inkoop Centrum;2;;1;;;;;;;2
Het Notuleercentrum Opleidingen;;;;;;;1;;;1
Het Oranje Kruis;;1;;;;;;;;1
Het Pageshuis;1;;;;;;;;;1
Het Pleidooi/Lancee Café-Restaurant;;;;;1;;;;;1
Het Postkantoor;1;;;;;;;;;1
Het Rijdende Broodje;;;;;1;;;;;1
Het Scheepvaartmuseum Enterprise Stichting;;;;;1;;;;;1
Het Stamineke B.V.;;;;;1;;;;;1
Het Stempel No. 539;;;;1;;;;1;;1
Het Tapperij Veulen;1;;;;;;;;;1
Het Tolhuys Restaurant/Van Zaane Partyservice;;;;;1;;;;;1
Het Wapen van Kennemerland;;;;;1;;;;;1
Het Wapen van Leeuwarden;;;;;1;;;;;1
Het Wevershuisje;;;;;1;;;;;1
Hettema & van Bambost Juristen;;;;;;;;;1;1
Heuvelman Sound & Vision;;;;;;;;3;;3
Hexspoor It;;;;;1;;;;;1
Hidalgo International B.V.;;;;;1;;;;;1
Hiephiepkado;;;;;1;;;;;1
High Security International;;;;;;;1;;;1
Hilti Nederland;;;;;;;;1;;1
Hilton;;;;;1;;;;;1
H-int MFA (Het Turfschip);;;;;1;;;;;1
His Wilms Textielgroep B.V.;1;;;1;;;;;;1
Historing;1;;;;;;;;;1
Historische Vereniging Avereest;;;;;1;;;;;1
HKA Historische Kelders Arnhem;;;;;1;;;;;1
HMS Host Marriott Services Horeca Exploitatie Maatschappij Schiphol;;;;;1;;;;;1
Hobart Foster Holland;;;;;;;2;1;;2
Hodi Verpakkingsmaterialen;1;;;;;;;;;1
Hof Balkbrug;;;;;;;1;;;1
Hof der Muzen Grand Cafe (J. Kos);;;;;1;;;;;1
HofstadEvents.nl;;;;;1;;;;;1
Hofstee Brandbeveiliging;;1;;;;;;;;1
Hoge Noorden Het;;;;;1;;;;;1
Hogeschool Leiden;;;;;1;;;;;1
Hogeschool Zuyd;;;;;1;;;;;1
Hogrefe Uitgevers;;;;1;1;;;1;;1
Hoka Den Haag;1;;;;1;;1;;;1
Holland 4 You Relatiegeschenken;;;;;;;;1;;1
Holland Casino;;;;;1;;;;;1
Holland Mast;;;;;;;1;;;1
Holland Nautic;;1;;1;;;;;;1
Holland Project Plant;;;;;;;1;;;1
Holland SouvenirShop;;;;;1;;;;;1
Holland Tour Guides;;;;;1;;;;;1
Hollander Design Group;;;;;;;1;;;1
Hollander Techniek;;1;;;;;;1;;1
Hollandse Hoogte;;;;;1;;1;;;1
Holmes Place Europe B.V.;;;;1;;;;;;1
Holster Kantoorverzorging;;;;;;;;1;;1
Holtrop & Jansma;;;;;;;;1;;1
Holzem Kantoorefficiency vof;;;;;;;;1;;1
Homij;;1;1;;;;2;;;2
Honac Nederland;;1;;;;;;;;1
Honeypie;;;;;1;;;;;1
Honeywell;;1;;;;;1;;;1
Hong Fong Chinees Indisch Restaurant;1;;;;;;;;;1
Hooghiemstra Hardegarijp;;;1;;;;1;1;;1
Hoogvliet en Zn Aannemersbedrijf;;;;;;;3;1;;3
Hooistraat;;;;;1;;;;;1
Horeca IJsseldelta Stadion;;;;;1;;;;;1
Horeca Style;1;;;;;;;;;1
Horecadokters;1;;;;;;;;;1
Horecameubilair den Haag;;;;;;;1;;;1
Horecapa;;;;;1;;;;;1
Horesca;1;;;;;;;;;1
Hornbach;;;;;;;1;;;1
Horta Bloembinders;;;;;1;;;;;1
Hospitality Industria;;;;;1;;;;;1
Hotel Contact/Worldmeetings;2;;;;1;;;;;2
Hotel Corps De Garde;;;;;1;;;;;1
Hotel De Molenhoek;1;;;;;;;;;1
Hotel Des Indes Le Meridien, Lehwood;;;;;1;;;;;1
Hotel Merlinde;;;;;1;;;;;1
Hotel New York Rotterdam;;;;;1;;;;;1
HOTEL ORION;;;;;1;;;;;1
Hotel Post Plaza;;;;;1;;;;;1
Hotel Steigenberger Kurhaus;;;;;1;;;;;1
Hotel Wereld-Eethuis Bazar;1;;;;;;;;;1
Hotel-Café-Restaurant De Fabriek;;;;;1;;;;;1
Hotelexploitatiemaatschappij Marquette Heemskerk B.V.;;;;;2;;;;;2
Houben Mediatechniek;;;;;1;;;;;1
Houthandel van Thoor B.V.;;;;1;;;;;;1
Houx Digiprint;;;;;1;;;;;1
HP Hewlett Packard (incl. Autonomy, Verity);;;;1;;;;;;1
HR Telecom;;1;;;;;;;;1
HSG;;;;;1;;;;;1
HTM Haagsche Tram Maatschappij (incl. Specials, Selected Services);;;;;1;;;;;1
Huber Installatietechniek B.V.;;;;;;;1;;;1
Hubo Verstraete;;;;;;;;1;;1
Huigen Projecten B.V.;;;;;;;2;;;2
Huijer Evening Dress;;;;;1;;;;;1
Huis Te Zaanen Restaurant-Hotel;1;;;;;;;;;1
Huis Ter Duin Grand Hotel;1;;;;;;;;;1
Huisman L.;;;;;;;1;;;1
Huize Molenaar Cuisinier;;;;;2;;1;;;2
Hulskamp Audiovisueel;;;;;1;;;1;;1
Human Office BV;;;;;;;1;2;;2
Humphrey's Restaurant;;;;;1;;;;;1
Huszar Cafe-Brasserie;1;;;;;;;;;1
Huurman Beheer B.V.;;;;;1;;;;;1
Hydroscope;;;1;;;1;1;;;1
Hygiene Consult Nederland;;;2;1;;;;1;;2
Hygiene-shop.nl;;;;;;;1;;;1
I. de Waal - van Wessem;;;;;1;;;;;1
I.T.O. PCO B.V.;;;;;1;;;;;1
I3-groep;;;;1;;;;;;1
Ibg Advies/Kunstkamer;;;;;1;;;;;1
Ibn Groep;;;;;1;;;;;1
IBW Research en Development;;;;1;;;;1;;1
Icova;;;2;;;;;;;2
ICS Quality Cleaning;1;;7;;;;1;;;7
id Agro;;;;;;;1;;;1
ID Systemen (Cardprintershop.nl);;;;;;;1;;;1
Iedema Projectstoffering Wateringen (incl. Martin Kok Projectinrichting);;;;;;;1;;;1
IEPC Incentive Europe Premiums Concepts & Licensing;;;;;;;;1;;1
Igo Post Internationale Geschenken Organisatie;;;;1;1;;;1;;1
IICI Institute for International Criminal Investigations;;;;;;;;1;;1
IJskarretje.com;1;;;;;;;;;1
Ikea;1;;;;;;1;1;;1
Il Lago;;;;;1;;;;;1
ILC International Lighting Company;;;;;;;;1;;1
Ilco Kemmere Fotografie;;;;;;;1;;;1
Imming Logistics;;;;1;;;;;;1
IMPAHLA B.V.;;;;;1;;;;;1
Impero Romano Restaurant;;;;;1;;;;;1
Impromex Technics/Ergoshop;;;;;;;1;;;1
Improvement-IT;;;;;;;;1;;1
Impulse Info Systems;;;;;;;;;2;2
Imtech (incl. Radio Holland, Bostec);;1;1;;;;2;1;;2
IMV Nederland/GE Digital Energy;;;;;;;;1;;1
In De Driehoek, Zalencentrum;1;;;;3;;;;;3
In De Goede Luim;;;;;1;;;;;1
In de Roos Bloemenatelier;;;;;1;;;;;1
In den Bockenreyder;1;;;;1;;;;;1
In den Stallen;;;;;1;;;;;1
In den Zevende Hemel Brasserie Restaurant;;;;;1;;;;;1
In- en Outdoor Centre De Uithof;;1;;;;;;;;1
Inbraakpreventie;;3;;;;;;;;3
Incassade Oordijk;;;;;;;;;1;1
Indian Spices;1;;;;;;;;;1
Indoor Funcentre Breda;;;;;1;;;;;1
Industrial Services Tynaarlo;;;1;;;;;;;1
Ineke Key Fotografie;;;;;1;;;;;1
Ineo (Gumpany);;;;;;;;1;;1
iNfacilities;;;;;1;;;;;1
Infomedics/UwNota.nl (vh DFA service);;;;;;;;;1;1
ING Bank;;;;;1;;;;;1
Innocom;;;;;;;;1;;1
Inokoshi Afrekensystemen;;;;;;;;1;;1
Inotec Barcode Security;;;;;;;;1;;1
Inscope;;;;;;;;1;;1
Insolad;;;;;1;;;;;1
Installatiebedrijf Slagboom;;1;;;;;;;;1
Instituut SMO;;;;;;;1;;;1
Instore Kids Corners;;;;;;;;1;;1
Instrumentation Laboratory (incl. werfen);;;;;;;;1;;1
Interactiva;;;;;;;1;;;1
Interactive Voting System;;;;;1;;;;;1
Intergarde;;1;;;;;;;;1
Interioo.nl;;;;;;;;1;;1
Intermat Mijdrecht BV, tegelwebshop;;;;1;;;;;;1
Internet Selling Service;1;;;;;;;1;;1
Internoja;;;;;;;2;;;2
Internorm Roestvaststaal B.V.;;;;;;;1;;;1
Internova;;;;;;;;1;;1
Interplate B.V.;;;;;1;;;;;1
Intersafe Groeneveld;;1;;;1;;1;1;;1
Interscience;;;;;;;;1;;1
Intertoys;;;;;1;;;;;1
Intertranslations;;;;;;;;;1;1
Intexso Adviesbureau, Facility Beheer;1;;2;;;;;;;2
Intimus (vh Asterion, Pitney Bowes);;;;2;;;;2;;2
Intos Interieurmakers;;;;;;;1;1;;1
Intratuin Groenprojecten Interieurbeplanting;;;;1;1;;;;;1
Intrum Justitia;;;;;;;1;1;;1
Iolan;;2;;1;;;1;3;;3
IP Installerende Partners Communicatietechniek;;;;;;;;1;;1
IP Parking;;;;;;;1;;;1
Ipskamp Drukkers;;;;;1;;;;;1
IQ Kunstuitleen;;;;;;;;1;;1
Iris Huys (LVBC Low Vision en Braille Center);;;;;;;;1;;1
Iron Mountain Nederland;;;;;;;1;;;1
ISS Holding;;;1;;;;;;;1
ISS Holding/Catering;4;;2;;1;;;1;;4
ISS Holding/Facility Services;4;4;5;;;2;;;;6
Istana Indonesisch Restaurant;;;;;1;;;;;1
Isvw Conferentiehotel;;;;;1;;;;;1
ISVW Instituut voor Wijsbegeerte;1;;;;1;;;;;1
