Leveranciers;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;1-Personele exploitatie
Hartemink Vervoersopleidingen;;;;;;1;;;;1
Harting Bank Werkplekaanpassingen;;;1;;;;;;;1
HAS Kennistransfer;;;;;;2;;;;2
Hateha B.V.;;;;;;;1;;;1
Hatenboer-Water;;;;;;1;1;;;1
Hatz Nederland;;;;;;;1;;;1
Havelte Slijterij Wijnhandel;;;;1;;;;;;1
Haven en Scheepvaart Vereniging;;;;;;1;;;;1
Havoort V.O.F.;;;;1;;;;;;1
Haystack Uitgeverij;;;;;;1;;;;1
Health Education B.V.;;;;;;1;;;;1
Hecla Groep;;;1;;;;;;;1
Hedeman Consulting;;;;;;2;;;;2
Heerlijkthuis.nl/Leesland;;;1;;;;;;;1
Heesbeen Groep B.V.;;;;1;;;1;;;1
Hegner & Ko;;;1;;;;;;;1
Helder Events;;;;;;;2;;;2
Helderder Bureau;;;;;;4;;;;4
Heli Holland Air Service;;;;;;3;;;;3
Heliomare;;;1;;;;;;;1
Helisports International;;;1;;;;;;;1
Helitech;;;;1;;;;;;1
HemoCue Diagnostics;;;1;;;;;;;1
Henk Ganzeman Bloemsierkunst;;;;1;;;;;;1
Hennink Boekbinderij;;;;1;;;;;;1
HENRA Henckens Aanhangwagens B.V.;;;;;;;1;;;1
Henriette's Bijoux en Spirituele Ar;;;;1;;;;;;1
Henry Schein Dental;;;1;;;;;;;1
Hensen Dental Design;;;1;;;;;;;1
Herberg de Bonte Haan V.O.F.;;;;;;1;;;;1
Herinneringen Op Linnen;;;;;;;1;;;1
Hermans & Schuttevaer;;;1;;;;;;;1
Hertz Automobielen;;;;;;;1;;4;4
HerzogMedical;;;2;;;;;;;2
Het & Co & Co;;;;;;1;;;;1
Het Bergpaviljoen;;;;1;;;;;;1
Het Bloemenhof;;;;1;;;;;;1
Het Boshuis Restaurant;;;;1;;;1;;;1
Het Brouwcafe;;;;;;;1;;;1
Het Ei Van Columbus Bistro Brasserie;;;;1;;;;;;1
Het Gors;;;1;;;;;;;1
Het Hooihuis;;;;;;;1;;;1
Het Kabinet Eten en Drinken;;;;1;;;;;;1
Het Keringhuis;;;;;;;1;;;1
Het Klooster Leerhotel;;;;2;;;;;;2
Het Luchtmacht Mannenkoor;;;1;;;;;;;1
Het Nederlandse Rode Kruis;;;;;;;1;;;1
Het Nieuwe Trivium;;;;;;1;;;;1
Het Notuleercentrum Opleidingen;;;;;;1;;;;1
Het Oosten Restaurant Wok;;;;1;;;1;;;1
Het Oranje Kruis;;;1;;;1;;;;1
Het Oude Stadhuis;;;;1;;;;;;1
Het Oude Tolhuys;;;;2;;;1;;;2
Het Paard van Troje Boekhandel;;;;;;1;;;;1
Het Reirinck;;;;;;1;;;;1
Het Scheepvaartmuseum Enterprise Stichting;;;;1;;;;;;1
Het Stofzuigerhuis;;;;;;1;;;;1
Het Suikerpotje;;;;1;;;;;;1
Het Wapen van Leeuwarden;;;;1;;;;;;1
Het Wapen van Tilburg;;;;1;;;;;;1
Het Witte Huis;;;;2;;;;;;2
Hettich Benelux;;;1;;;;;;;1
Heudra Tools;;;1;;;;;;;1
HHF Consult;;;2;;;;;;;2
Hiemstra Huisartsenpraktijk;;;;;1;;;;;1
Hijswinkel B.V.;;;1;;;;;;;1
Hill & Knowlton;;;;;;1;;;;1
Hill-Rom B.V.;;;1;;;;;;;1
Hilti Nederland;;;;;;1;;;;1
Hilton;;;1;;;1;;;;1
Hitachi Medical Systems B.V.;;;1;;;;;;;1
HMS Host Marriott Services Horeca Exploitatie Maatschappij Schiphol;;;;1;;;;;;1
Hobrand Brandweermaterialen;;;;;;1;1;;;1
Hodij Coatings;;;1;;;;;;;1
Hoegen Fietsverhuur;;;1;;;;;;;1
Hoekstra Media Training;;;;;;1;;;;1
Hoeve De Middelt;;;;;;;1;;;1
Hoeve De Witte Olifant;;;;1;;;;;;1
Hof van Wageningen Hotel en Congrescentrum;;;;;;1;;;;1
Hoffmann Bedrijfsuitrusting;;;1;;;;;;;1
HofstadEvents.nl;;;;;;;1;;;1
Hogenboom Vakantieparken;;;;;;2;2;;;2
Hogeschool Arnhem en Nijmegen;;;;1;1;2;;;;2
Hogeschool van Amsterdam;;;;;;3;;;;3
Hogeschool van Utrecht;;;1;;;3;;;;3
Hogeschool Zuyd;;;;;;1;;;;1
Hogrefe Uitgevers;;;1;;4;1;;;;4
Hokap online;;;1;1;;;;;;1
Holland Evenementen Groep;;;;1;;;;;;1
Holland Marine Equipment;;;;;;1;;;;1
Holland Media Combinatie (HDC Media);;;;1;;1;;;;1
Holland Optical Instruments;;;1;;;;;;;1
Holland Safety;;;;;;1;;;;1
Holland Screen;;;;;;;1;;;1
Holland Tour Guides;;;;;;1;;;;1
Hollandse Handen;;;;;;1;;;;1
Hollandse Hoogte;;;;;;1;;;;1
Holmatro Rescue Equipment B.V.;;;1;;;;1;;;1
Holten Groepspraktijk Huisartsen;;;;;1;;;;;1
Hommel Sportprijzen;;;;1;;;;;;1
Hop Zeefdruk & Belettering v.o.f.;;;;1;;;;;;1
Horeca Onderwijs;;;;;1;;;;;1
Horeca Stichting Nederland;;;;;;1;;;;1
Horecameubilair den Haag;;;;1;;;;;;1
HorecaWorld;;;;1;;;;;;1
Hostmanship Group Nederland;;;;;;2;;;;2
Hotel Bergse Bossen;;;;;;;1;;;1
Hotel Conferentiecentrum Landgoed Zonheuvel;;;;1;;1;;;;1
Hotel Contact/Worldmeetings;;;1;1;;2;2;;3;3
Hotel de Baronie;;;;;;;;;1;1
Hotel De Villa;;;;;;1;;;;1
Hotel de Walvisvaarder;;;;;;1;;;;1
Hotel den Helder;;;;;;;1;;;1
Hotel Meyer;;;;1;;;;;;1
Hotel New York Rotterdam;;;;1;;1;1;;;1
Hotel Schiphol A4;;;;1;;;;;;1
Hotel-restaurant Piethaan B.V.;;;;1;;;;;;1
Hotelschool den Haag;;;;1;;;;;;1
HP Klaaswaal;;;;;1;;;;;1
HPO Center (Center for Organizational Performance);;;;;;1;;;;1
HRorganizer B.V.;;;;;4;;;;;4
HSA Breda;;;1;1;;;;;;1
HSG;;;;1;;;;;;1
HSK Groep;;;1;1;;1;;;;1
HSPro Uden;;;;;;1;;;;1
HTOI B.V.;;;;;;1;;;;1
Huffels Delicatessen bv;;;1;;;;;;;1
Huis ten Wolde;;;;2;;;;;;2
Huisarts J.B. van den Berg;;;;;1;;;;;1
Huisarts M.A.G.F. Janssen;;;;;1;;;;;1
Huisartsen de Burgt;;;;;1;;;;;1
Huisartsen Oog in Al;;;;;1;;;;;1
Huisartsencentrum Quattro;;;;;1;;;;;1
Huisartsenmaatschap Trynwalden;;;;;1;;;;;1
''Huisartsenpraktijk  ''''Het Duyfken'''''';;;;;1;;;;;1
Huisartsenpraktijk Artois;;;;;1;;;;;1
Huisartsenpraktijk Beilen-Centrum;;;;;1;;;;;1
Huisartsenpraktijk Confusius;;;;;1;;;;;1
Huisartsenpraktijk De Beuk;;;;;1;;;;;1
Huisartsenpraktijk De Linde;;;;;1;;;;;1
Huisartsenpraktijk de Velden;;;;;1;;;;;1
Huisartsenpraktijk De Vliegenier;;;;;1;;;;;1
Huisartsenpraktijk De Weide;;;;;1;;;;;1
Huisartsenpraktijk de Woerd;;;;;1;;;;;1
Huisartsenpraktijk Deil;;;;;1;;;;;1
Huisartsenpraktijk Elst;;;;;1;;;;;1
Huisartsenpraktijk Emmaweg;;;;;1;;;;;1
Huisartsenpraktijk Feijenoord B.V.;;;;;1;;;;;1
Huisartsenpraktijk Griffioen;;;;;1;;;;;1
Huisartsenpraktijk het Homeer;;;;;1;;;;;1
Huisartsenpraktijk Het Koetshuis;;;;;1;;;;;1
Huisartsenpraktijk Hodes/van Beek;;;;;1;;;;;1
Huisartsenpraktijk J.W. Sikkens;;;;;1;;;;;1
Huisartsenpraktijk Jupiter;;;;;1;;;;;1
Huisartsenpraktijk Koopmans en Scho;;;;;1;;;;;1
Huisartsenpraktijk Kraak;;;;;1;;;;;1
Huisartsenpraktijk L.F. Mentink;;;;;1;;;;;1
Huisartsenpraktijk Lodder;;;;;1;;;;;1
Huisartsenpraktijk Meander;;;;;1;;;;;1
Huisartsenpraktijk Midwoud;;;;;1;;;;;1
Huisartsenpraktijk Molenweg;;;;;1;;;;;1
Huisartsenpraktijk Oteman;;;;;1;;;;;1
Huisartsenpraktijk Poortugaal Dorp;;;;;1;;;;;1
Huisartsenpraktijk Roozenburglaan;;;;;1;;;;;1
Huisartsenpraktijk Sagenhoek;;;1;;;;;;;1
Huisartsenpraktijk Silverstaete;;;;;1;;;;;1
Huisartsenpraktijk 't Heerenhuys;;;;;1;;;;;1
Huisartsenpraktijk 't Veld;;;1;;;;;;;1
Huisartsenpraktijk Teteringen;;;;;1;;;;;1
Huisartsenpraktijk Thermion;;;;;1;;;;;1
Huisartsenpraktijk Tolhek;;;;;1;;;;;1
Huisartsenpraktijk Van Hasselt;;;;;1;;;;;1
Huisartsenpraktijk Visser en Hoffma;;;;;1;;;;;1
Huisartsenpraktijk Westzaan;;;;;1;;;;;1
Huisartsenpraktijk Yerseke;;;;;1;;;;;1
Huisartsenpraktijk Zuid-West;;;;;1;;;;;1
Huisartspraktijk Baggen;;;;;1;;;;;1
Huisartspraktijk De Boekhorst;;;;;1;;;;;1
Huisartspraktijk O.J. Mospan;;;;;1;;;;;1
Huisartspraktijk T.N. Ibssa-de Boer;;;;;1;;;;;1
Hu-Man Training&Coaching;;;;;;1;;;;1
HuMentor;;;;;;1;;;;1
Humphrey's Restaurant;;;1;1;;;1;;;1
Hurricane Bedrijfskleding;;;;1;;;1;;;1
Huurhoeftnietduur.nl;;;;1;;;1;;;1
Hystrix Producties;;;1;;;;;;;1
I Fiori;;;;;;;1;;;1
i4Safety B.V.;;;;;;1;;;;1
Ianua Consult;;;;;;1;;;;1
ICM Holding;;;;;1;3;;;;3
ICN Solutions;;;;;;1;;;;1
ICS Industrial Cryogenic Services;;;1;;;;1;;;1
I-FourC;;;3;;;;;;;3
Igloocoolers;;;1;;;;;;;1
Igo Post Internationale Geschenken Organisatie;;;;3;;;1;;;3
IIA Instituut van Internal Auditors;;;;1;;1;;;;1
IIR Institute For International Research;;;;;;1;;;;1
IJskarretje.com;;;;;;;1;;;1
Ijsselhallen Exploitatie Mij.;;;;4;;;;;;4
Ikazia Ziekenhuis;;;4;;;;;;;4
IKbv;;;1;;;;;;;1
Ilse Koops-Oosterhuis, trompet;;;;;;;1;;;1
Imac;;;;;;1;;;;1
Imaging People;;;;2;;;;;;2
Imhotep Promotions;;;2;2;;;;;;2
Implacom B.V.;;;1;;;;;;;1
Impromex Technics/Ergoshop;;;1;;;;;;;1
Improve Quality Services;;;;;;1;;;;1
Impulsus/CIEP Personal Quality&Results;;;;;;1;;;;1
In de Kazerne;;;;1;;;;;;1
In de Sleutel B.V.;;;;1;;;;;;1
In De Waag Café-Restaurant;;;;1;;;;;;1
In den Hoof Hotel Restaurant;;;;1;;;;;;1
In den Vollen Potvisch Restaurant;;;;1;;;;;;1
In- en Outdoor Centre De Uithof;;;;1;;;1;;;1
In Transit;;;1;;;1;;;;1
Inclusion4diversity;;;;;1;;;;;1
Indoor Skydive Roosendaal;;;;;;2;;;;2
Indumex B.V.;;;;;;;1;;;1
Info Support;;;;;;2;;;;2
Info Training;;;;;;1;;;;1
Infoland, Intranet & Interneto;;;2;;;1;;;;2
Information Security Academy;;;;;;4;;;;4
Ingenium;;;;;;1;;;;1
Inholland Academy;;;;;1;2;;;;2
Ink Stichting;;;;;;1;;;;1
Inmarsat (incl. Stratos);;;;;;;1;;;1
Innovam;;;;;;1;;;;1
Inrio;;;;;;1;;;;1
InSa Praktijk voor Coaching en Training;;;;;;1;;;;1
Inscentives Europe;;;;1;;;;;;1
Inspearit (incl. CIBIT);;;;;;2;;;;2
Inspiration Company Nederland;;;;;;1;;;;1
Inspiration Point;;;;;;;1;;;1
INSTALLATIONS AND TECHNICAL;;;1;;;;;;;1
Instituut Ambulancezorg Nederland;;;;;;1;;;;1
Instituut Dangremond;;;;;1;;;;;1
Instituut Voor Arbeidsrecht;;;;;;1;;;;1
Instrumentation Laboratory (incl. werfen);;;1;;;;;;;1
Intercede  Promotie Produkten;;;1;3;1;2;2;;;4
Internet Marketing Universiteit B.V;;;1;;;;;;;1
Internet Selling Service;;;1;;;;;;;1
Internlnet;;;;;;1;;;;1
Interprint Zeefdrukkers;;;;;;1;;;;1
Interroutier Nederland;;;;2;;;;;;2
Intersafe Groeneveld;;;;;;;1;;;1
Interspiro;;;;;;1;1;;;1
Interster International;;;1;;;;;;;1
Intertoys;;;;1;;;1;;;1
Intop Zorgsector, Madiationtoets;;;;;1;1;;;;1
Intronics;;;;;;;1;;;1
Intrum Justitia;;;;;;1;;;;1
IntSource B.V.;;;;;;4;;;;4
Involvation;;;;;;2;;;;2
IP Computer Traning Centrum;;;;;1;1;1;;;1
IS Interned Services Groep;;;;;;;1;;;1
Íssur Europe B.V.;;;3;;;;;;;3
Isvw Conferentiehotel;;;;;;1;;;;1
It Fits;;;1;;;;;;;1
Itan NLP Opleidingen;;;;;;1;;;;1
ITC Rondo B.V. GRS Beheer B.V.;;;;;;2;;;;2
i-tee media solutions;;;;;1;;;;;1
Itera;;;;1;;;;;;1
ITIP School Voor Leven en Werk;;;;;;1;;;;1
ITM Interma;;;1;;;;;;;1
Iveco Nederland;;;;;;;1;;;1
iVentures webconcepts;;;1;;;;;;;1
IVIO Wereldschool;;;;;;2;1;;;2
IVM Instituut voor Veiligheid & Milieu;;;;1;;1;;;;1
Ivoren Kruis;;;1;;;;;;;1
IVP Instituut Voor Psychotrauma;;;;;;1;;;;1
J&C Productions;;;;1;;;;;;1
J. en H. Brouwer V.O.F.;;;1;;;;;;;1
J. van Amesfoort Bloemsierkunst;;;;1;;1;;;;1
J. van Noort Holding;;;1;;;;;;;1
J.C. Bamford N.V.;;;;;;1;1;;;1
J.J. de Jonge, huisarts;;;;;1;;;;;1
J.P.O.;;;;;;1;;;;1
Jaa Joint Aviation Authorities;;;;;;3;1;;;3
Jaap Van Roozendaal Decorbouw;;;;;;;1;;;1
Jachtclub Scheveningen;;;;;;1;;;;1
Jachtslot De Mookerheide;;;;1;;;;;;1
Jachtwerf Den Helder;;;;;;1;;;;1
Jacobs Promo Items;;;;1;;;;;;1
Jailine Flowers;;;;1;;;;;;1
Jalema;;;2;;;;;;;2
Jamaja Beheer Den Helder;;;;;;1;;;;1
Jan Andreae en Partners;;;;2;;1;;;;2
Jan D'Art;;;;1;;;;;;1
Jan van Velden & Co;;;1;;;;;;;1
Jansen-Wijsmuller & Beuns;;;;;;1;;;;1
Janssen & Fritsen;;;1;;;;;;;1
Janssen Sound & Light;;;1;;;1;1;;;1
Jargon Aviation Consultancy;;;;;;2;;;;2
JB-Inflatable B.V.;;;;1;;;1;;;1
JC Consultancy;;;4;;;;;;;4
Jenneke de Boer - Lok;;;;1;;;;;;1
Jeu De Boer;;;;;;;1;;;1
Joasson & Barailler Business Support (inc visiescope);;;;;;3;;;;3
Jobo Music;;;;;;;1;;;1
JoGe11.nl;;;;1;;;;;;1
Joh. Th. Schulte;;;1;;;;;;;1
John Mostert beeld in brons/;;;;;;1;;;;1
John Venneman Creative Consult;;;;;;1;;;;1
Johnson & Johnson Medical;;;2;;;;;;;2
JoHo;;;1;;;;;;;1
Jongeneel Houthandel;;;2;;;;;;;2
Jongkees Training en Adviesbureau;;;;;;1;;;;1
Jonker Carrosserieën;;;;;;;1;;;1
Jonkman Opleidingen;;;;;;1;;;;1
Joods Historisch Museum Stichting;;;1;;;;;;;1
Jos America Machines B.V.;;;1;;;;;;;1
JS Entertainment;;;;;;;1;;;1
Jumping Henk Westerpark;;;;;;;1;;;1
Jungheinrich Nederland;;;1;;;1;2;;;2
Juridische Hogeschool Avans-Fontys;;;;1;;1;;;;1
JVR Audiovisual (inc Creative Technology Holland);;;;2;;;;;;2
JWSports;;;;;;;1;;;1
K.G. Business Support;;;;;;;1;;;1
K2-Publisher B.V.;;;1;;;;;;;1
Kaarsen-online;;;;1;;;;;;1
Kade60;;;;;;;1;;;1
Kahuna Network Solutions;;;;;;2;;;;2
Kaledi;;;;;1;;;;;1
Kampeerboerderij Meerveld;;;;;;1;1;;;1
Kantoorboekhandel Kortendijk;;;;1;;;;;;1
Karcher;;;1;;;1;1;;;1
Karel V Utrecht Grand Hotel;;;;2;;;;;;2
Kart- en Laserworld Limmen B.V.;;;;;;;1;;;1
Kaspers Projecten B.V.;;;1;;;;;;;1
Kasteel De Hooge Vuursche;;;;;;1;;;;1
Kasual Food & Drinks B.V.;;;;1;;;;;;1
Katina Paul Opl Ambtenarenrecht;;;;;1;;;;;1
KaVo Nederland;;;1;;;;;;;1
KBS Advocaten;;;2;;;;;;;2
KCI Medical;;;1;;;;;;;1
K-dive;;;;;;1;;;;1
Kees van Iersel Verkeersschool;;;;;;1;;;;1
Kemeling Taaltraining & Tekstadvies;;;;;;1;;;;1
Kempers Princessepaviljoen B.V.;;;;;;2;;;;2
Kennisinstituut Spelia;;;;;1;;;;;1
Kenteq Cursussen;;;;;;4;;;;4
Kentie Afterprint;;;;;;;1;;;1
Kerckebosch Drukkerij, Uitgeverij, Studiecentrum, Grafische Communicatie;;;1;;;1;1;;;2
Kerkgenootschap;;;1;;;;;;;1
Kern Konsult;;;;;;1;;;;1
KESPA;;;;;;1;;;;1
Ketelbinkiekoffie;;;;;;;1;;;1
Keulseweg;;;;;;1;;;;1
Keymax Nederland;;;1;;;;;;;1
KGH Douaneopleidingen Nederland;;;;;;1;;;;1
Kienhuishoving N.V.;;;;;;;2;;;2
KIKA Stichting Kinderen Kankervrij;;;;1;1;;1;;;1
KIT- IMC Koninklijk Instituut Voor De Tropen - Intercultural Professionals;;;;;;2;;;;2
Kivi Niria Congresbureau;;;;;;;1;;;1
Kiwa Groep (incl. Gas Technology, Prismant, Certification);;;2;;1;1;1;;;2
Kleefse Waard Brandweertrainingscentrum;;;;;;3;;;;3
Kleine Wensen;;;;;;;1;;;1
Klimcentrum Neoliet;;;1;;;;;;;1
Kloezeman Plantencentrum;;;;1;;;;;;1
KNGF Geleiden Honden;;;;;;;1;;;1
KNMG Kon Nederlandse Maatschappij Tot Bevordering Der Geneeskunst;;;;;;1;1;;;1
KNMP;;;2;;1;;1;;;2
KNRM Koninklijke Nederlandse Redding Maatschappij;;;;;;1;;;;1
KNWV Koninklijk Nederlands Watersport Verbond;;;;;;1;;;;1
Kobout;;;;;;;1;;;1
Koekman Militaria & Uniformverhuur.;;;;1;;;;;;1
Koenders & Partners Adviseurs en Procesmanagers;;;;;1;;;;;1
Koffie en Zo;;;;1;;;;;;1
Koken Op Maat;;;;1;;;;;1;1
Koning Willem I College MBO Den Bosch;;;1;;;;;;;1
Koningskruid Bloembinderij;;;;1;;;;;;1
Koninklijke Ahrend (incl. Ahrend Inrichtingen);;;1;;;;;;;1
Koninklijke Begeer (incl. W. van Veluw);;;1;3;;;2;;;3
Koninklijke Fabr. Posthumus (PS Groep);;;1;;;;;;;1
Koninklijke Nederlandse Centrale;;;;;;1;;;;1
Koninklijke Nederlandse Gymnastiek;;;;;;1;;;;1
Koninklijke van den Boer Groep (incl. Oseven, happening and food);;;;1;;;;;;1
Konsum Verkeerschool;;;1;;;1;;;;1
Kook Lokaal;;;;1;;;;;;1
Kookatelier De Kleyne Sint Jacob;;;;1;;;;;;1
Kookstudio Valkenburg;;;;1;;;;;;1
Kos Consult;;;;;;1;;;;1
Kouwenhoven Consultancy;;;1;;;;;;;1
Kreisler Import;;;1;;;;;;;1
Krijnen Medical Innovations B.V.;;;1;;;;;;;1
Krinkels;;;;1;;;;;;1
KT-Vision Holding B.V.;;;;;1;;;;;1
Kuipers Gassen Eemnes V.O.F.;;;1;;;;;;;1
Kumpulan;;;;2;1;;1;;;2
Kunstgras Events;;;;1;;1;;;;1
Kuraray Dental Benelux B.V.;;;;;;1;;;;1
Kwaliteitsbureau NVAB;;;1;;;1;1;;;1
Kwaliteitsregister Verpleegkundigen;;;2;;;1;1;;;2
Kwast- en Verfkunst;;;;;;1;;;;1
KWD Resultaat Man;;;;;;1;;;;1
La Bohème;;;;1;;;;;;1
La Carte Internet;;;1;;;;;;;1
La Parrillada;;;;1;;;;;;1
La Scala Restaurant;;;;1;;;;;;1
Labberton Bloemisterij;;;;1;;;;;;1
Laboral Diagnostics;;;1;;;;;;;1
Laco Handelsonderneming;;;1;;;;1;;;1
Lagaay Int;;;;;;1;;;;1
Lagant Management Consultants;;;;;;2;;;;2
Lagendijk Sportprijzen;;;1;;;;;;;1
Lagerweij & Partners;;;;;2;2;;;;2
LaMark;;;;;;2;;;;2
Landal;;;;;;;3;;;3
Landelijke Huisartsen Vereniging;;;;;;;1;;;1
Landelijke vereniging van Artsen in;;;;;;;1;;;1
Landgoed de Biestheuvel;;;;1;;;;;;1
Landgoed De Reehorst Hotel en Congrescentrum, Facilitairbedrijf (incl. Antropia);;;;1;;;;;;1
Landlust Restaurant & Partycentrum;;;;1;;;;;;1
Language Partners (incl. Eurolinguist);;;;;;1;;;;1
Lankhorst Taselaar B.V.;;;;;;1;1;;;1
Lansto BV;;;;;;1;;;;1
Laromme B.V.;;;1;;;;;;;1
Lasaulec;;;;;;;1;;;1
Latte's and Literature;;;;;;1;;;;1
Lavrijsen Geluid;;;;1;;;1;;;1
LCR Landelijk Coördinatiecentrum Reizigersadvisering Utrecht;;;;;;;1;;;1
LDP International BV;;;;;1;;;;;1
Le Connaisseur Grand Restaurant;;;;;;;1;;;1
Le Ponpom Bloemsierkunst;;;;1;;;;;;1
Lean Consultancy Group;;;;;1;2;;;;2
Lean Six Sigma Company;;;;;;1;;;;1
Learn It;;;;;1;2;;;;2
Learncare Academy;;;;;1;;;;;1
Leba Bakker Sport;;;1;2;;;;;;2
Lebkov & Sons;;;1;;;;;;;1
Lederonline;;;;1;;;;;;1
LED-Gigant.nl;;;;;;;1;;;1
Leemans Uitvaartverzorging;;;;;;;1;;;1
Leeuw Verkeersopleidingen Eindhoven;;;;;2;1;;;;2
Leeuwendaal Advies;;;;;;1;;;;1
Leitz Service;;;1;;;1;;;;1
Lek Bloemenservice;;;;;;1;;;;1
Leo van Hijkoop Fotografie;;;;1;;;1;;;1
Leon Wilbrink Brood- en Banketbakkerij;;;;;;;1;;;1
Leonidas;;;;1;;;;;;1
Lerio;;;;;;1;;;;1
Lex Lijstenmakerij;;;;1;;;1;;;1
Lex van Diepen Music;;;;;;1;;;;1
Lichtendonk Lijsten VOF;;;;1;;;;;;1
LifeTec Group B.V.;;;;;;1;;;;1
Liftal Hijstechniek;;;1;;;;1;;;1
Liftinstituut;;;;;1;1;;;;1
Lijn;;;;;;1;;;;1
Lijstenmakerij Sprenkels;;;;1;;;;;;1
Lijstenmakerij Ton Roelofs;;;;;;1;;;;1
Lijstenmakerij van Norden v.o.f.;;;;;;;1;;;1
Lijstnodig.nl;;;;;;1;;;;1
Linde Gas (incl. Cryoservice en Therapeutics);;;3;;;;1;;;3
Lindorff;;;;1;;;;;;1
Linschoten Vereeniging;;;;;;1;;;;1
Liqa B.V.;;;1;;;;;;;1
Liuwherne Eetablissement;;;;1;;;;;;1
Lloyd's Register (incl. Cedeo);;;2;;;1;;;;2
LNW Adviesgroep;;;2;;;;;;;2
Logeion Vereniging Voor Communicatie;;;;;;1;;;;1
Logistart;;;1;;1;;;;;1
Logistiek OpleidingsCentrum;;;;;1;1;;;;1
Lohmann & Rauscher B.V.;;;1;;;;;;;1
LOI Leidse Onderwijsinstelling;;;1;;1;2;;;;2
Lokkia Catering Servives;;;;;;;1;;;1
Lole;;;;1;;;;;;1
Lomed Thuiszorg;;;1;;;;;;;1
Loods Hotel B.V.;;;;;;1;;;;1
Loomancoaching;;;;;;1;;;;1
Loth/Fabenim B.V.;;;2;;;;;;;2
Lotus GTG;;;;;;2;;;;2
Lotuskring De acht zaligheden;;;;;;1;;;;1
Lotusstudiekring Vereniging;;;;;;1;;;;1
Louwman Museum;;;1;1;;1;;;;1
Loyalty Makers BV;;;;2;;;;;;2
LSSA Lean six sigma academy;;;;;;1;;;;1
LTC Leiden;;;1;;;;;;;1
Luchas Promotions;;;1;;;;;;;1
Luchttechnisch revisie Bureau van Elewout;;;2;;;1;1;;;2
Lucky Look;;;1;;;;;;;1
Ludwig Performance;;;;;;;1;;;1
Lunchroom Royal Corner;;;;1;;;;;;1
Lupa Aircraft Models;;;;1;;;;;;1
LuWat Inregeltechniek B.V.;;;1;;;;;;;1
LV Sound;;;;1;;;;;;1
LVSC;;;1;;;;;;;1
Lyon & Partners Group;;;;1;;;;;;1
Lytton Arbeid & Gezondheid;;;1;;;;;;;1
M.J. van Duin Beheer;;;;;;1;;;;1
M.P.M.W. Severens Huisarts;;;;;1;;;;;1
M2Support;;;;;;1;;;;1
Maan Training & coaching;;;;1;;;;;;1
Maas en Meer;;;;;;;1;;;1
Maashof;;;;;;;1;;;1
Maasstad Events;;;;;;;1;;;1
Maasstad Ziekenhuis;;;2;;;;;;;2
Maatschap Anesthesiologen-Leeuwarde;;;4;;;;;;;4
Maatschap Chirurgen Medisch Centrum;;;4;;;;;;;4
Maatschap Chirurgie Midden - Braban;;;4;;;;;;;4
Maatschap Heelkunde Leeuwarden;;;3;;;;;;;3
Maatschap Huisartsenpraktijk Staten;;;;;1;;;;;1
Maatschap Interne Geneeskunde;;;1;;;;;;;1
Maatschap Longgeneeskunde Woerden;;;1;;;;;;;1
Maatschap Neurochirurgie Utrecht;;;2;;;;;;;2
Maatschap Orthopaedie Rijnland;;;1;;;;;;;1
Maatschap Orthopedie;;;1;;;;;;;1
Maco Pharma Nederland B.V.;;;1;;;;;;;1
Macrocad;;;1;;;;;;;1
Mad Venture;;;;;;;1;;;1
MAG 45 B.V.;;;;;;;1;;;1
Magic Mike;;;;1;;;;;;1
Magic Minded;;;;;;1;;;;1
Magnolia Bloemen & Woonaccessoires;;;;1;;;1;;;1
Mainpress (incl. Computerboek.nl, Managementboek.nl, Jongbloed);;;1;;;;;;;1
Maintenance Education Consortium;;;;;;1;;;;1
Maliebaan45;;;;;1;;;;;1
Mammoet;;;1;;;;;;;1
Manege Bruin;;;;;;1;;;;1
Manege Korps Rijdende Artillerie;;;;1;;;;;;1
Manege RCA;;;;1;;;;;;1
Manpower (incl. TVcN Tolk- en Vertaalcentrum Nederland);;;1;;;;;;;1
Manutan (vh Overtoom International);;;1;1;1;1;1;;;1
Maquet Netherlands;;;4;;;;;;;4
Maqutos;;;;;1;;;;;1
Marad Match*Maker;;;;1;;;1;;;1
Marant Interstudie NDO;;;;;;2;1;;;2
Marathon Eindhoven;;;1;;;;;;;1
Margriet Bloembinders;;;;1;;;;;;1
Margriet Brand Chocola;;;;1;;;;;;1
Marina Schokkerstrand B.V.;;;;;;;1;;;1
Marine Onderofficieren Club M.O.O.C;;;;1;;;;;;1
Marine Watersport Vereniging;;;;;;1;;;;1
MarineBedrijf Sport en Ontspannings;;;1;1;;;2;;;2
Markerpoint;;;;;;1;;;;1
Marktservice;;;;;1;;;;;1
Markus & Markus Siroopwafels;;;;1;;;;;;1
Marned B.V.;;;1;;;;;;;1
Marrakech Restaurant;;;1;;;;;;;1
Martijn de Laat Music;;;;;;1;;;;1
Martin van Gelder Karikaturist;;;;1;;;;;;1
MartinDeGroot Consultancy;;;;;;1;;;;1
MAS Geluidstechniek;;;1;;;;;;;1
Mascotte Zuid BV.;;;;;;;1;;;1
