;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel (binnen- en buitenland);1120 - Arbeidsomstandigheden en personele zorg (incl. BHV middelen);1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Studie en opleiding;1160 - Personeelsevenementen, - bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis en verblijfkosten;Eindtotaal
Kalloe Bedrijfsgeneeskundig Advies B.V.;;;5;;;;;;;5
Kalsbeek B.V.;;;;;;1;;;;1
Kalteren Advies;;;3;;;;;;;3
Kamera Express Den Haag B.V.;;;;;;;;1;;1
Karres en Brands;;;;;;2;;;;2
Kart en Bowlingcentrum Groningen B.V.;;;;1;;;;;;1
Kasteel van Batavia;;;;1;;;;;;1
KAW architecten en adviseurs 1;;;;2;;;;;;2
KB-Consult, Eveline Knibbeler;;;3;;;;;;;3
Keizer Culinair B.V.;;;;1;;;;;;1
Kemperman & Partners Coaching en Training;;;;;;2;;;;2
Kenniscentrum Projectadvisering/Educatie B.V.;;;;;;1;;;;1
Kessels & Smit Leertrajecten B.V.;;;;;;2;;;;2
Kessels & Smit, Publishers B.V.;;;;;;4;;;;4
Keurslagerij Reas;;;;1;;;;;;1
Kevin Weijers;;;;;;1;;;;1
Kick Smeets Fotografie;;;;;;1;;;;1
Kickstart School B.V.;;;;;;1;;;;1
KIEZ Events;;;;1;;;;;;1
King Arthur B.V.;;;;1;;;;;;1
Kingdom Hotel Supplies B.V.;;1;;;;;;;;1
Kite-Extreme;;;;1;;;;;;1
Kiwa Training B.V.;;;;;;1;;;;1
Kjenning Opleidingen;;;;;;1;;;;1
Klantenservice Federatie;;;;;;1;;;;1
Kloosterhof Neer B.V.;;;;;;1;;;;1
Kloosterhotel ZIN B.V.;;;;;;1;;;;1
Knols koek;;;;1;;;;;;1
Knowingo B.V.;;;;;;2;;;;2
Knowledge Exchange B.V.;;;;;;;;2;;2
Knowledge Management Group;;;;;2;;;;;2
Knowmax B.V.;;;;1;;;;;1;2
Koehorst in 't Veld;;;;1;;;;;;1
Koeman Flowerbulbs;;;;1;;;;;;1
Koetshuis de Burcht;;;;1;;;;;;1
Kohinoor van India;;;;1;;;;;;1
Koken-op-maat;;;;1;;;;;;1
KokxDeVoogd B.V.;;;;3;;;;1;;4
Kompaan;;;;1;;;;1;;1
Konak Restaurant B.V.;;;;1;;;;;;1
Koninklijk Instituut van Ingenieurs;;;;;;1;1;;;1
Koninklijke van der Most B.V.;;;;1;;;;;;1
KONINKLIJKE VISIO APELDOORN;;;;;;1;;;;1
Korstmos;;;;;;1;;;;1
Korte Poten 1-3 B.V.;;;;1;;;;;;1
Korton Computer Communication (KCC) B.V.;;;;;;3;;;;3
KPN ADM 160 VASTE VERBINDINGEN;;;;;1;2;;;;2
KPN XL;;;;;;1;;;;1
Krancher2 t.h.o.d.n. iQ Coaches Den Haag West;;;1;;;;;;;1
Kronenburg Promotie & Begeleiding B.V.;;;;1;;;;;;1
Kroon B.V.;;;;1;1;1;;;;1
Kruim Exploitatie Maatschappij (K.E.M.);;;;;;1;;;;1
KruitKok Landschapsarchitecten;;;;2;;;;;;2
KSG B.V.;;;;;;2;;;;2
KSG Incompany/ Trainers & Consultants;;;;;;1;;;;1
KSG Osborne B.V.;;;;1;;1;;;;1
KSG Trainers & Consultants;;;;;;3;;;;3
Kuijpers t.h.o.d.n. Run2Day Den Haag;;;;1;;;;;;1
Kumpulan ReÃƒÂ¼nie- en Congrescentrum;;;;2;;;;;;2
Kunstmuseum Den Haag;;;;1;;;;;;1
Kwaliteit en Opleiding Eerste Lijnszorg B.V.;;;;;;1;;;;1
KWD Management Diensten B.V.;;;;;;1;;;;1
KWR Water B.V.;;;;;;1;;;;1
La Fenice Restaurant;;;;1;;;;;;1
La Galleria Boulevard;;;;1;;;;;;1
La Red B.V.;;;;;;1;;;;1
Laan van der W.C.;;;;1;;;;;;1
Lagarde Advies B.V.;;;;2;;;;;;2
Lagerweij & Partner Consultants B.V.;;;;;;1;;;;1
LAGERWEIJ & PARTNERS CONS;;;;;;1;;;;1
Lago Coaching & Communicatie;;;;;;1;;;;1
Landgoed de Horst;;;;;;2;;;;2
Landpachters en Eig.-Grondgebruikers in Ned.;;;;;;1;;;;1
Landstede;;;;;;1;;;;1
Language Testing Services;;;;1;;1;;;;1
Lapoutre;;;;;;1;;;;1
Lasaulec Emmen;;;;1;;;;;;1
Launch! Human Capital Management B.V.;;;;;6;;;;;6
LBVD Consultancy B.V.;;;;1;;;;;;1
Le Bistroquet B.V.;1;;;1;;;;;;1
Le Blanc Diensten B.V.;;;;;;1;;;;1
Le Connaisseur;;;;1;;;;;;1
Le Connaisseur Den Haag B.V.;;;;1;;;;;;1
Le Connaisseur Management B.V.;;;;1;;;;;;1
Le Connaisseur Utrecht B.V.;;;;1;;;;;;1
Lean Consultancy Group B.V.;;;;1;;;;;;1
Lean Six Sigma College B.V.;;;;;;1;;;;1
Lean vertaald;;;;;;1;;;;1
Learn it B.V.;1;;;;;1;;;;1
LearnCare Academy B.V.;;;;;;1;;;;1
Learnit Amsterdam;;;;;;1;;;;1
LeasePlan A35;;;;;;2;;;;2
LEEF Tapas B.V.;;;;1;;;;;;1
Leene Communicatie;2;;;;;;;;;2
Leene Communicatie Academie B.V.;;;;;;1;;;;1
Leertouwer Van Dijck & U B.V.;;;;;;1;;;;1
Leeuwendaal;;;;;;3;;;;3
Leeuwendaal Advies B.V.;;;;;7;3;;;;7
LEF GROEP;;;;1;;;;;;1
Legal Infra B.V.;;;;1;;;;;;1
Legis Advies;;;;3;;;;;;3
Leidse Onderwijsinstellingen B.V.;;;;;;1;;;;1
Lekker Beleg;;;;1;;;;;;1
Let's Cook Together;;;;1;;;;;;1
Let's Talk Coaching & Mediation;;;;;;1;;;;1
Leuk, Eten en Drinken;;;;1;;;;;;1
Leviathan Beheer B.V.;;;;;;1;;;;1
Lex Research Limited;;;;1;;;;;;1
Leyhoeve Horeca Groningen B.V.;;;;;;;;;1;1
Lichtendonk VOF;;;;1;;;;;;1
Life & Wok B.V.;;;;1;;;;;;1
LifeGuard Health Services B.V.;;;;;;4;;;;4
Liff Assen B.V.;;;;1;;;;;;1
Ligthart Advies B.V.;2;;;;;;;;;2
Lijm & Cultuur B.V.;;;;;;1;;;;1
Linguist Link Europe;;;;1;;;;;1;1
Link@Work B.V.;;;1;;;;;;;1
LINKIT B.V.;;;;2;;;;;;2
Linnartz van Binsbergen Opleidingen Gr. B.V.;;;;;;1;;;;1
Lionfish B.V.;;;;;;1;;;;1
Li's Garden;;;;1;;;;;;1
Little V Den Haag B.V.;;;;1;;;;;;1
Live Action Play;;;;1;;2;;;;2
Living-It B.V.;;;;;;1;;;;1
Lloyd's Register Nederland B.V.;;;;;;1;;;;1
LMB Den Haag B.V.;;;;1;;;;;;1
LMB Leusden B.V.;;;;1;;;;;;1
LOC Brewery B.V.;;;;1;;;;;;1
Locatie Marketing en Management Company B.V.;;;;;;1;;;;1
Locatie Westersingel;;;;1;;1;;;;1
Loeper Advies;;;;;;;;1;;1
Loes van Rosse Coach. en advies voor vrouwen;;;;;;1;;;;1
Loetje Den Haag B.V.;;;;1;;;;;;1
Logeion;1;;;1;;1;;1;;1
Logopediepraktijk Huijgenspark;;;;;;1;;;;1
Loo Van Eck B.V.;;;;;;2;;;;2
Loof training en advies B.V.;;;;;;2;;;;2
Loopper special projects;;;;;;1;;;;1
Lovers Powerzone B.V.;;;;1;;;;;;1
Loyalis Leven N.V.;2;;;;;2;;;;2
Loyals Online B.V.;;;;;;;;;1;1
LS Holding B.V.;;;;;;1;;;;1
LSSA B.V.;;;;;;1;;;;1
LTP Advies B.V.;;;;;;1;;;;1
LTP Holding B.V.;;;;;1;5;;;;5
Lucienne Willems Prakt. voor Psycholog. Zorg;;;1;;;;;;;1
Ludus Outdoor;;;;1;;;;;;1
Lumage Managing Customer Relations B.V.;;;;;;1;;;;1
Lumenz;;;;1;;;;;;1
Luna Catering & Organisatie;;;;;;1;;;;1
Lunchroom Stout;;;;1;;;;;;1
Luther Arnhem B.V.;;;;1;;;;;;1
Luxe Bakkerij Jongeneel;;;;1;;;;;;1
M & I /Partners B.V.;;;;;;1;;;;1
M. Fernhout B.V.;2;;;;;;;;;2
M.A. van der Kleij bedrijfsarts adviseur;;;3;;;;;;;3
MaarHees Coaching & Consultancy;;;;;2;;;;;2
maartenrienks coaching en organisatieontwikk.;;;;1;;;;;;1
Maas groep Zuid-Nederland B.V.;;;;;1;;;;;1
Maashof Exploitatie B.V.;;;;1;;;;;;1
Maastricht Marketing;;;;1;;;;;;1
Maatschap Jager/Scholtens;;;3;;;;;;;3
Made in Italy;;;;1;;;;;;1
Madram Holding B.V.;;;5;;;;;;;5
Magnet.me;;;;;1;;;;;1
Mainpress B.V.;;;;1;;1;;;;1
Makerpoint B.V.;;;;;;1;;;;1
Maliebaan45 B.V.;;;;1;;;;;;1
MaMa Kelly B.V.;;;;1;;;;;;1
Management Drives Holding B.V.;;;;;;2;;;;2
Management Drives Netherlands B.V.;;;;;;1;;;;1
Management Roukens B.V.;1;;;1;1;1;;;1;2
Manta Beach;;;;2;;1;;;;2
Manutan B.V.;;;;1;;;;;;1
Marieke Francke;;;;2;;;;;;2
Marieke Obdam;;;;;;;;;2;2
Marieke Spekle;;;;;;;;;1;1
Mariënburggroep B.V.;;;;;;1;;;;1
MARIENHOF;;;;2;;;;;;2
Mariënhof Amersfoort B.V.;;;;1;;;;;;1
Marius Jouw Wijnvriend!;;;;1;;;;;;1
Marjolein Nagel Commun. Management & Advies;;;;;;1;;;;1
Mark Brearley's Office;;;;;;;;;1;1
Marleen van Amersfoort;;;;;;1;;;;1
Marlies van Eck advies - training - onderzoek;;;;;;1;;;;1
Marosel B.V.;;;;;;6;;;;6
Marrob B.V.;;;;;;1;;;;1
Martin's Hotels;;;;;;1;;;;1
Masal Restaurant B.V.;;;;1;;;;;;1
Master in Time;;;;;;3;;;;3
Maurits Burgers;;;;;;;1;;;1
Maurits Groen Beheer B.V.;;;;;;1;;;;1
Mauritshuis;;;;1;;;;;;1
Mavim B.V.;;;;;;1;;;;1
Max Security International;;;;;;1;;;;1
Maximes Denneweg 10B B.V.;;;;1;;;;;;1
MdL-Coaching;;;;;;1;;;;1
Med@Work B.V.;;;4;;;;;;;4
Media Bird;;;;1;;;;;;1
Mediation Trainingsinstituut MTi B.V.;;;;;;1;;;;1
Mediatorsvereniging Haaglanden;;;;;;1;;;;1
Mediavrouw;;;;;;;;1;;1
Mediterraans Restaurant Banja;;;;1;;;;;;1
Meesterbakker Roodenrijs;;;;1;;;;;;1
Meet & Connect Tilburg B.V.;;;;1;;;;;;1
Meetingselect B.V;;;;;;2;;;6;6
Meetingselect B.V.;;;;4;4;5;3;1;2;6
Memory Events B.V.;;;;;3;;;;;3
Mensely B.V.;;;7;;;1;;;;7
Mercure Hotel Amsterdam City;;;;;;;;;1;1
Mercure Hotel Tilburg Centrum;;;;;;1;;;;1
MerkBaar deWegwijst;;;;;;1;;;;1
Messe München GMBH;;;;1;;;;;;1
Metabolic B.V.;;;;2;;;;;;2
Metamorfase;;;;;;1;;;;1
METAMORFOSE VERTALINGEN;;;;;;1;;;;1
Mett;2;;;;;;;;2;2
Meulenberg Training & Coaching;;;;;;1;;;;1
Meursault Holding B.V.;;;2;;;;;;;2
MevrouwdeBedrijfsarts;;;2;;;;;;;2
M-Flex;;;;;;1;;;;1
MG De Heeren B.V.;;;;1;;;;;;1
MHJ Groep;;;;1;;;;;;1
Mick van Galen Webvertising;;;;1;;;;;;1
Middlesex University;;;;1;;;;;;1
Mieders B.V.;;;;;;1;;;;1
Mijn Torpedoloods;;;;1;;;;;;1
Millers;;;;2;;;;;;2
Milú;;;;1;;;;;;1
Mind to Move;;;;1;;;;;;1
Mindcampus B.V.;;;;;;1;;;;1
Mindsweepers;;;;;;1;;;;1
Ministerie van Financiën;;;;;;;;;1;1
Mintlab B.V.;;;;1;;2;;;;2
Mirjam Boone Advies;;;;;;2;;;;2
Mobiel Casino Nederland B.V.;;;;1;;;;;;1
Mocha Maastricht B.V.;;;;1;;;;;;1
Moduli Print B.V.;;;;1;;;;;;1
Mokum Events B.V.;;;;1;;;;;;1
moment van aandacht;;;;1;;;;;;1
Moneypenny.nl B.V.;;;;1;;;;;;1
Monsterevents;;;;1;;;;;;1
Moonray;;;;1;;;;;;1
Morene coaching;;;;1;;;;;;1
Motel Assen B.V.;;;;;;1;;;;1
Movares Group B.V.;;;;2;;;;;;2
Movares Nederland B.V.;;;;;;1;;;;1
MOVES! Dance Warehouse Haaglanden;;;;1;;;;;;1
Mr. Smith;;;;1;;;;;;1
Mullink Burgers B.V.;;;;1;;;;;;1
MultiVlaai Retail B.V.;1;;;;;;;;;1
Multivlaai Utrecht B.V.;;;;1;;;;;;1
Munckhof Regie;;;;;;;;;1;1
Murphy's Law;;;;1;;;;;;1
Museum Catering Den Haag B.V.;;;;1;;1;;;;2
Museum de Gevangenpoort;;;;1;;;;;;1
Museum Het Schip;;;;1;;;;;;1
Museumkwartier B.V.;1;;;;;;;;;1
Muziekcafé de Paraplu;1;;;1;;;;;;1
My HBM Support B.V.;;;;;;1;;;;1
My Media Center B.V.;;;;;;1;;;;1
N.B.C. Exploitatie B.V.;;;;4;;1;;;;4
N.V. Nederlandsch Octrooibureau;3;;;;;;;;;3
N.V. Waterbedrijf Groningen;;;;1;;;;;;1
Naeff Consult B.V.;;;;3;;;;;;3
Nationaal Gevangenismuseum;;;;1;;;;;;1
Nationale Beeldbank B.V.;;;;;;1;;;;1
Nationale Vereniging De Zonnebloem;;;;1;;;;;;1
NautaDutilh N.V.;;;;2;;;;;;2
Navigator;;;;;;1;;;;1
Ncoi Nederlands Commerc. Opleidings Instituut;;;;;;3;;;;3
NCOI Opleidingen B.V.;;;;1;;1;;1;1;2
NCOI Techniek Trainingen B.V.;;;;;;2;;;;2
NCOI Trainingen B.V.;;;;;;1;;;;1
NDC mediagroep B.V.;1;;;;;;;;;1
Ned. Trainingsinst. v Neurolinguist. Progr.;;;;1;;;;;;1
Nederl. Acad. voor Arbeidswetenschappen B.V.;;;;;;1;;;;1
Nederl. Organisatie Voor Executeurs (NOVEX);;;;;;1;;;;1
Nederl. techn. veren. voor inst. in geb. TVVL;;;;;;1;;;;1
Nederl. Ver. van Bouwkostendeskundigen;;;;;;1;;;;1
Nederl. Ver. voor Arb.- en Bedr.geneesknd.;;;;;1;;;;;1
Nederlands Architectuur Forum;;;;1;;;;;;1
Nederlandse Mediatorsvereniging;;;;;;1;;;;1
Nederlandse School voor Openbaar Bestuur B.V.;;;;2;;2;;;;3
Nederlandse Ver. Toelever. Bouwmaterialenind.;;;;;;1;;;;1
Nederlandse Vereniging voor Burgerzaken;;;;;1;2;;;;2
Nederlandse Vereniging voor Inkoopmanagement;;;;;;1;;;;1
Nederlandse Vereniging voor Medezeggenschap;;;;;;;;1;;1
Nederlandse Woonbond';;;;;;;;1;;1
Nedprom B.V.;;;;1;;;;1;1;2
Nedvan Projectverhuizingen Facility Solutions;;;;;;2;;;;2
Negometrix B.V.;;;;;;1;;;;1
Nessun Dorma B.V.;;;;;;2;;;;2
Nestas Communicatie B.V.;;;;1;;1;;;1;1
Net2Legal Consultants;;;;2;;;;;;2
Neurofeedback Instituut Nederland B.V.;;;1;;;;;;;1
Nevi B.V.;;;;;;2;;;1;2
NEVI-Purspective B.V.;;;;;;;;;;
NEW BABYLON GARDENS B.V.;;;;1;;;;;;1
New York Pizza Fred B.V.;;;;1;;;;;;1
Next Step Management B.V.;;;;1;2;;;;;2
NGRANE;;;;;;2;;;;2
NH Den Haag;;;;;;;;;1;1
NIBex Holding B.V.;;;;;;1;;;;1
Nieman Raadgevende Ingenieurs B.V.;2;;;;;;;;;2
Nieman-Kettlitz Gevel- en Dakadvies B.V.;;;;;;3;;;;3
Nieuw Engelhard B.V.;;;;1;;;;;;1
Nieuwe of Litteraire Sociëteit De Witte;;;;1;;;;;;1
Nieuwe OR training;;;;;;1;;;;1
Night Force B.V.;;;;1;;;;;;1
Nijland Verkeersscholen;;;;;;1;;;;1
NIMO Academy B.V.;;;;;;2;;;;2
NIP B.V.;;;;;;1;;;;1
Njoy Fitness;;;1;;;;;;;1
NK Group B.V.;;;;1;;;;;;1
NLJUG B.V.;;;;;;2;;;;2
Nobel;;;;;;;;;1;1
Noodlebar Utrecht B.V.;;;;1;;;;;;1
NooR Studentenvereniging;;;;;;;;1;;1
Nooy Coaching & Advies;1;;;;;;;;;1
Noreda;1;;;;;;;;;1
Northstorm;;;;;;1;;;;1
Notuleerservice Nederland B.V.;;;;1;;;;;;1
Nova Juridica;;;;;;1;;;;1
NPC Mobility B.V.;;;1;;;;;;;1
NR Academy B.V.;;;;;;1;;;;1
NRC Media Holding B.V.;;;;;;1;;1;;1
NS Internationaal B.V.;;;;;;;;;1;1
NS Reizigers B.V.;;;;;;;;1;1;1
NS Stations Retailbedrijf B.V.;1;;;;;;;;;1
NTI B.V.;;;;;;1;;;;1
Nvdo, Ned. Verenig. voor Doelmatig Onderhoud;;;;;;1;;;;1
NVO2;;;;;;1;;;;1
Nyenrode Services B.V.;1;;;;;2;;;;2
Oasen N.V.;;;;;;1;;;;1
Oasis Data & Document Management Netherlands;;;;;;5;;;;5
Obex Opleidingen B.V.;;;;;;1;;;;1
ObeyaCoaching.nl;;;;;;1;;;;1
OBM Veenendaal B.V.;;;;1;;;;;;1
O'Casey's Irish Pub & Restaurant;;;;1;;;;;;1
Ockenburgh Active;;;;1;;;;;;1
Odissea;;;;;;1;;;;1
Odyssee B.V.;;;;;;2;;;;2
Office Depot International;;;;;;1;;;;1
Office Team Hoekschewaard;;;;;;1;;;;1
OIB Leerhotel B.V.;;;;;;1;;;;1
Oker B.V.;;;;1;;;1;;;1
Olexx;;;;;;1;;;;1
Oliva B.V.;;;;1;;;;;;1
Oliver Wyman B.V.;;;;;;2;;;;2
Ollini;;;;2;;;;;;2
OmgevingsAlert B.V.;;;;1;;;;;;1
Onelevel;;;;;;1;;;;1
Onemeeting.com B.V.;;;;;;;;;1;1
OnlyHuman Groep B.V.;4;;;2;2;;;;;5
Ontbijtservice B.V.;;;;1;;;;;;1
Ontwerpwerk B.V.;2;;;;;;;;;2
Ontwikkelzin;;;;;;1;;;;1
Oostduinhaghe Hotel B.V.;;;;;;1;;;;1
Op De hoek;;;;1;;;;;;1
Op de Weis, Coffee, Tea & More;;;;;;1;;;;1
Open Ateliers B.V.;;;;;;1;;;;1
OpenPerspectief B.V.;;;;1;;;;;;1
Opleidingscentrum Haaglanden B.V.;;;;;;1;;;;1
Opportunity Advies B.V.;;;;;;;;;2;2
Oprit Duurzaamheid;;;;;1;;;;;1
Optelec Nederland B.V.;;;1;;;;;;;1
Optima Forma B.V.;2;;;3;;;;;;3
Oracle Benelux Usergroups;;;;;;1;;;;1
Orange IT B.V.;1;;;;;1;;;;2
Ordina Nederland B.V.;3;;;4;;2;;;2;5
Org.-id B.V.;;;;;;;;;2;2
Organisatie Groep Zuid (O.G.Z.) B.V.;;;;;;1;;;;1
Organize Agile;;;;;;2;;;;2
Orient Strength & Conditioning;;;;;;1;;;;1
Original Tours & Activities Nederland B.V.;;;;1;;;;;;1
Orthocor.nl;;;1;;;;;;;1
OSR Juridische Opleidingen B.V.;;;;;;1;;;;1
OTS InterStudie;;;;;;1;;;;1
Oudaen B.V.;;;;1;;;;;;1
Oude Markt Exploitatie B.V.;;;;1;;;;;;1
Oud-katholiek zalencentrum (Alticollense);;;;;;;;;1;1
Ouwerkerk Tekst & Advies;;;;;;1;;;;1
P & Projects B.V.;;;;2;;;;;;2
P&A Talentontwikkeling;;;;;;1;;;;1
P&S Entertainment;;;;1;;;;;;1
P. Sjollema Bedrijfsarts;;;2;;;;;;;2
Palmette B.V.;;;;1;;;1;;1;1
Pan Support;;;;;;1;;;;1
Pan Y Vino;;;;1;;;;;;1
Pantem B.V.;;;;1;;;;;;1
Paradox Academy;;;;;;1;;;;1
Paralax B.V.;;;;;;1;;;;1
Partners+Pröpper Noordwijk B.V.;;;;2;;;;;;2
Part-up B.V.;;;;;;1;;;;1
Party- & Bowlingcentrum de Griethse Poort;;;;1;;;;;;1
Party Centrum De Franse School;;;;1;;;;;;1
Party Group B.V.;;;;1;;;;;;1
Partyschip de Berenboot;;;;1;;;;;;1
Partyzz!;;;;1;;;;;;1
Passe-Partout;;;;1;;;;;;1
Passion@Work;;;;;;1;;;;1
Patisserie Tout;;;;1;;;;;;1
Paul Smit Productions B.V.;;;;1;;;;;;1
Pauwer Consult;;;;1;;;;;;1
Paviljoen Malieveld;;;;1;;;;;;1
Paviljoen Rederij de Vrijheid B.V.;;;;;;1;;;;1
Paviljoen Stormvogel B.V.;;;;1;;;;;;1
PBLQ B.V.;;;;2;;2;;;3;4
PDS Professional Driving Solutions B.V.;;;;;;3;;;;3
Pegasus Events;;;;1;;;;;;1
Peijnenburg Advies;;;;;;;;;1;1
Pels Rijcken & Droogleever Fortuijn N.V.;;;;4;;5;;3;;6
PENSIOENFONDS CARIBISCH NEDERLAND;;;;;;6;;;;6
Peoples.HRM;;;;;;1;;;;1
Percolab;;;;;;1;;;;1
Perdu communicatie;;;;4;;;;;;4
Performa Uitgeverij B.V.;;;;;;1;;;;1
Performance Opleidingen;;;;;;1;;;;1
PernU B.V.;;;;;;;;;1;1
Persmanager B.V.;;;;;;1;;;;1
Personal Talent;;;;;;1;;;;1
Perspectief Groep B.V.;;;;;;1;;;;1
PETER BLOKLAND;;;;;;1;;;;1
Peter de Kamper t.h.o.d.n. Subway;;;;1;;;;;;1
Peter van Leeuwen tweewielers;;;;1;;;;;;1
Petit Restaurant De Vlasakkers B.V.;;;;1;;;;;;1
Phaos Advies B.V.;1;;;;;;;;;1
Phaos Opleidingen B.V.;;;;;;1;;;;1
PHI Factory B.V.;;;;;;1;;;;1
Phonsawan B.V.;;;;1;;;;;1;1
PHONSAWAN THAIS RESTAURANT;;;;1;;1;;;;1
Pink Elephant Education B.V.;1;;;;;;;;;1
Pink Pepper Nederland;;;;1;;;;;;1
Pinkcube B.V.;;;;1;;;;;;1
Pino Evenementen & Congressen B.V.;;;;2;;;;;;2
Pipta;;;;;;1;;;;1
Pizze e Pazze B.V.;;;;1;;;1;;;1
PJ den Ouden Medical Services B.V.;;;3;;;;;;;3
Plaatwerk, Fotografen;;;;;;;;;1;1
Plata Foundation B.V.;;;;;;1;;;;1
Plata Fundament B.V.;;;;;;2;;;;2
Plaza BW Den Haag B.V.;;;;;;;;;1;1
Plein 10a BV;;;;1;;;;;;1
Plein 12a B.V. Cloos;;;;1;;;;;;1
Plein 19 Den Haag B.V.;;;;1;;1;;;;1
Plein 20 / De Haagche Kluis;;;;1;;;;;;1
Plein 20 Den Haag B.V.;1;;;1;;;;;;1
Plein 9 A B.V.;;;;2;1;1;;1;;2
Plein 9 Den Haag Horeca B.V.;;;;1;;;;;;1
Plok B.V.;;;;1;;;;;;1
PLUS Berlin;;;;;;;;;1;1
Pluym Coaching & Training V.O.F.;;;;;;1;;;;1
PMG;;;;;;1;;;;1
Poiesz Supermarkten B.V.;;;;1;;;;;;1
Poolparty Productions B.V.;;;;1;;;;;;1
popup escape;;;;1;;;;;;1
Posad B.V.;;;;;;;;;1;1
Power BI Knowledge;;;;;;1;;;;1
Power of Food B.V.;;;;;1;;;;;1
PPTraint!;;;;;;1;;;;1
Praktijk O.N. Markx;;;;1;;1;;;;1
Premium-Drive GmbH;;;;;;;;;1;1
Prepend;;;;;;1;;;;1
Presentatie Techniek Holland B.V.;;;;1;;;;;;1
Pricewaterhousecoopers Advisory N.V.;;;;;;1;;;;1
Pricewaterhousecoopers N.V.;;;;1;;4;;;;4
PRiMAN Talent Management;;;;;;1;;;;1
Primera Van der Zwaan;;;;1;;;;;;1
Printabout B.V.;;;;1;;;;;;1
Prison Escape B.V.;;;;1;;1;;;;1
Priva Building Automation B.V.;;;;;;1;;;;1
Privacy Company B.V.;;;;1;;;;;1;1
Pro Facto B.V.;;;;2;;;;;;2
ProCreative;;;;1;;;;;;1
Prodemos;;;;1;;1;;;;1
Prodrive Training B.V.;;;;;;3;;;;3
Professional Strategies;;;;;;3;;;;3
Profource B.V.;;;;;;5;;;;5
progressiv;;;;;;2;;;;2
Promopodium B.V.;;;;1;;;;;;1
PromoSnoepje;;;;1;;;;;;1
Promostore Merchandising B.V.;;;;1;;;;;;1
Prosound;;;;1;;;;;;1
Prosult B.V.;;;;;;1;;;;1
Protestantse Gemeente Emmeloord;;;;;;;;;;
Protinus IT B.V.;5;;;1;;2;;;;5
Prowareness Academy B.V.;;;;;;2;;;;2
Prowareness WeOn Groep B.V.;;;;;;1;;;;1
Prunus B.V.;1;;;;;;;;;1
PSU B.V.;;;;1;;;;;;1
Psyon B.V.;;;1;1;;;;;;2
Public Cinema B.V.;1;;;;;;;;;1
Public Partners B.V.;;;;;;2;;;;2
Publiek Denken;;;;2;;1;;;;2
Purple Bridge;;;;;;1;;;;1
Puur Amsterdam;;;;;;1;;;;1
Qidos B.V.;;;;3;;1;;;;3
QlikTech Netherlands B.V.;;;;;;1;;;;1
Qmands B.V.;2;;;1;;;;;;2
Q-Park Nederland;;;;;;;;;1;1
Q-Park Parking Hooghuis;;;;;;;;;1;1
Qstars IT B.V.;;;;;;1;;;;1
Quadient Netherlands B.V.;;;;1;;;;;;1
Quakernaat Automatiserings Praktijk;;;;1;;1;;;;1
Quercus Technical Services B.V.;;;;;;2;;;;2
Quint;;;;;;2;;;;2
Quint Wellington Redwood Learning BV;;;;;;1;;;;1
Quint Wellington Redwood Nederland BV;;;;;;6;;;;6
Quiz Brothers;;;;;1;;;;;1
QuoVadis Trustlink B.V.;;;;1;;;;;;1
R Creators DBMO V.O.F.;;;;1;;1;;;;1
Raccoon Serious Games B.V.;;;;1;;;;;;1
Radicand Economics;2;;;;;;;;;2
Rafflin- Lepitre;;;;1;;;;;;1
RAI Amsterdam B.V.;;;;1;;;;;;1
Randstad Resource Bedrijf;;;;;;1;;;;1
Randstad Sourceright B.V.;;;;;3;;;;;3
Randstad Uitzendbureau B.V.;;;;;3;;;;4;4
Rasant-M. B.V.;;;4;;;;;;;4
Ratio Recht;1;;;;;;;;;1
Ravestein & Zwart Bedrijfscommunicatie B.V.;;;;;;2;;;;2
RBit Informatica B.V.;;;;;;;;2;;2
Ready for take-off;;;;2;;;;;;2
Real Estate Business School B.V.;;;;;;2;;;;2
Real-life Xcape;;;;1;;;;;;1
Reaseuro;;;;;;2;;;;2
Rebel Energy B.V.;2;;;;;;;;;2
Rebelgroup B.V.;;;;;;1;;;;1
Recreatie & Entertainment NL 3;;;;;;1;;;;1
Recyclebike B.V.;;;;;;1;;;;1
Rederij Wolthuis;;;;1;;;;;;1
Reflect LCI;;;;;;1;;;;1
Regio. Opleidingen Centrum Midden Nederland;;;;;;1;;;;1
Re-integratiebureau re-turn B.V.;;;1;1;;1;;;;1
Reisbureau en Touringcarbedrijf Pasteur B.V.;;;;1;;;;;;1
Reisswolf Nederland B.V.;;;;6;;;;;;6
Renata van Wijck Communicatie;;;;;;1;;;1;1
Renéesense Kleur + Stijladvies;;;;;;1;;;;1
Republiq NL B.V.;;;;;;2;;;;2
ResetManagement B.V.;;;;;;2;;;;2
Reshift Digital B.V.;;;;;;1;;;;1
RESOR N.V.;;;;;;1;;;;1
Restaurant & Brouwerscafé de Hemel;;;;1;;;;;;1
Restaurant Alexander;;;;1;;;;;;1
Restaurant BY ÚS;;;;1;;;;;;1
Restaurant Cathay B.V.;;;;1;;;;;;1
Restaurant De Basiliek B.V.;1;;;2;;1;1;;;2
Restaurant De Luca;;;;1;;;;;;1
Restaurant De Rode Loper B.V.;;;;1;;;;;;1
