Rijlabels;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel (binnen- en buitenland);1120 - Arbeidsomstandigheden en personele zorg (incl. BHV middelen);1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Studie en opleiding;1160 - Personeelsevenementen, - bijeenkomsten en recepties;1180 - Reis en verblijfkosten;Eindtotaal
Taller Events B.V.;;;;;;1;;;1
Tapas Bar Restaurant Limon;;;;1;;;;;1
Taplokaal Gist B.V.;;;;1;;;;;1
Tasty Green Lifestyle Experience;;;;;;1;;;1
Taveerne De Coligny;;;;1;;;;;1
TB Events;;;;1;;;;;1
te;;;;;;1;;;1
Team Communicatie Management B.V.;;;;1;;;;;1
Techwatch B.V.;;;;;;1;;;1
Teka Groep B.V.;;;;;;1;;;1
Tersteeg Organisatie Advies;;;;;;1;;;1
Texel Saline B.V.;;;;1;;;;;1
TextielDrukDeal B.V.;;;;1;;;;;1
Thai Jasmine Restaurant B.V.;;;;1;;;;;1
The Boost Factory;;;;;;1;;;1
The Changery;;;;;;1;;;1
The Council of European Energy Regulators CEER;;;;;;1;;;1
The Courseware Company B.V.;;;;;;1;;;1
The Financial Times Limited;;;;;;1;;;1
The Great Escape Center B.V.;;;;1;;;;1;1
The International Rail Technology Institute;;;;;;1;;;1
THE JAVA COMMUNITY;;;;;;1;;;1
The Knott B.V.;;;;1;;;;;1
The LSE Summer School Office;;;;;;1;;;1
The Myers-Briggs Company Limited;;;;;;1;;;1
The Old Jazz;;;;1;;;;;1
The Rat Pack B.V.;;;;1;;;;;1
The Wallstreet Tea Rose;;;;1;;;;;1
The Well Academy B.V.;;;;;;1;;;1
Theater Buitensoos;;;;;;;;1;1
Theatersport Den Haag;;;;1;;;;;1
Think! AV B.V.;;;;1;;;;;1
Thoms Brewery Rotterdam B.V.;;;;1;;;;;1
TIK voor Communicatie;;;;;;1;;;1
Tilkema Horeca B.V.;1;;;1;;;;;1
Time-Lines.NL B.V.;;;;;;1;;;1
Tiouw.Com B.V.;;;;;;1;;;1
Tisset B.V.;;;;1;;;;;1
Toko Banka;;;;1;;;;;1
Tommy Thompson;;;;1;;;;;1
Tony's Chocolonely Nederland B.V.;;;;1;;;;;1
Tony's Factory B.V.;;;;1;;;;;1
TOPdesk Nederland B.V.;;;;;;1;;;1
Topgeschenken Nederland B.V.;;;;1;;;;;1
Topscore B.V.;;;;;;1;;;1
Totality Recruiting Services B.V.;;;;;;;;1;1
Touché Lunch & Diner;;;;1;;;;;1
Touchpix;;;;1;;;;;1
Tower Leisure B.V.;;;;1;;;;1;1
TRConsult B.V.;;;;;;1;;;1
Tridata B.V.;;;;;;1;;;1
Tridata Holding B.V.;;;;;;1;;;1
Trimension B.V.;;;;;;1;;;1
tri-plus;;;;;;1;;;1
TruQu B.V.;;;;;;1;;;1
tshirtdeal;;;;1;;;;;1
Tsiwt B.V.;;;;;;1;;;1
TukTuk Lauwersoog;;;;1;;;;;1
Turks Restaurant 'Harput';;;;1;;;;;1
TwoGather;;;;;;1;;;1
Twynstra Gudde;;;;;;;;1;1
Twynstra Gudde Adviseurs B.V.;;;;;;1;;;1
Tyrilo B.V.;;;;1;;;;;1
UBM Technology Group;;;;;;1;;;1
UF De Schilde B.V.;;;;1;;;;;1
'Uit je eigen stad' Groep B.V.;;;;1;;;;;1
Uitgeverij Paris B.V.;;;;;;1;;;1
Uitjesbazen B.V.;;;;1;;;;;1
UJG;;;;;;1;;;1
Uncle Jim;;;;1;;;;;1
University of Cambridge;;;;;;1;;;1
UPD;;;;;;1;;;1
Urban Heart;;;;1;;;;;1
Utrechtse Taxi Centrale (U.T.C.) B.V.;;;;;;;;1;1
V.I.A. B.V.;;;;;;1;;;1
V.O.F. Alpina-van Houweninge & IJsselstijn;;;;1;;;;;1
Vadenco B.V.;;;;1;;;;;1
Vakmedianet Management B.V.;;;;;;1;;;1
Valerie Kuypers Fotografie;;;;1;;;;;1
Valon Technology;1;;;;;;;;1
Van Abbe ZKM Coaching;;;;;;1;;;1
Van der Hilst Communicatie B.V.;;;;;;1;;;1
Van der Valk Hotel Den Haag B.V.;;;;1;;;;;1
Van Dijk Zakelijk B.V.;;;;;;1;;;1
Van Ede & Partners;;;;;;1;;;1
Van Groesen Project & Organisatie;;;;;;1;;;1
Van Groningen Corporate & Fin. Training B.V.;;;;;;1;;;1
Van Keep Development B.V.;;;;;;1;;;1
Van Oosterhout B.V.;;;;;;1;;;1
Van Oss Opleiding Vertrouwenspersoon;;;;;;1;;;1
Van Rossum's Koffie;;;;1;;;;;1
Van 't Klooster Bedrijfspsychologie;;;;;;1;;;1
Var, Vereniging voor Bestuursrecht;;;;;;1;;;1
Vascobelo V-Bars Den Haag B.V.;1;;;;;;;;1
VDMi Intelligence & Projects B.V.;;;;;;1;;;1
Veldhuis Opleidingsadvies;;;;;;1;;1;1
Ver. Alumni v.d. Godsdienstwetensch. Groning.;;;;1;;;;;1
Ver. Fed. van Alg. Middelenman. bij de Overh.;;;;;;;;1;1
Ver. v. Vreemd.verk. 'V.V.V.-Schiermonnikoog';;;;;;;;1;1
Ver. voor Klachtrecht in de publieke sector;;;;;;1;;;1
Vereniging Energie-Nederland;;;;;;;;1;1
Vereniging Het Werktuig;;;;1;;;;;1
Vereniging JuristenRijk;;;;;;1;;;1
Vereniging Privacy Recht;;;;;;1;;;1
Vereniging Telecom Society (Tsoc);;;;;;1;;;1
Vereniging tot Behoud van Natuurmonumenten;;;;1;;;;;1
Vereniging van Milieuprofessionals;;;;;;1;;;1
Vereniging van Registercontrollers;;;;;;1;;;1
Vereniging voor Intellectuele Eigendom;;;;;;1;;1;1
Vereniging voor Mededingingsrecht;;;;;;1;;;1
Vereniging voor Milieurecht;;;;;;1;;;1
Vereniging voor Overheidsmanagement;;;;;;1;;;1
Vereniging voor Reclamerecht;;;;;;1;;;1
Verhip;;;;;;1;;;1
Verhuurbedrijf Paul B.V.;;;;;;1;;;1
Verint Netherlands B.V.;;;;;;1;;;1
Vermaat Bedrijfshoreca B.V.;;;;1;;;;;1
Vermaat Groep B.V.;;;;1;;;;;1
Vermaat Leisure B.V.;;;;1;;;1;;1
VersHout;;;;;;1;;;1
Vetho B.V.;;;;1;;;;;1
VeTraNed BHV Opleidingen B.V.;;;;;;1;;;1
Vigor B.V.;;;;;;1;;;1
Vijlbrief Assessment;;;;;;1;;;1
Vijverberg Holding B.V.;;;;;;1;;;1
Villa Tapas Assen B,V,;;;;1;;;;;1
Village Ridge, Boutique Hotel;;;;;;;;1;1
VINE Instituut voor Verbind. Communicat. B.V.;;;;;;1;;;1
Vintage Road Trips B.V.;;;;1;;;;;1
Vis en Meer B.V.;;;;1;;;;;1
Visserie De Dagvisser;;;;1;;;;;1
Vitam Catering;;;;1;;;;;1
Voldaan;;;;;;1;;;1
Vondelpark 3 B.V.;;;;1;;;;;1
Voor Claar B.V.;;;;1;;;;;1
Vormingscentrum 'De Essenburgh'B.V.;;;;;;1;;;1
VOSTOK I B.V.;;;;;;1;;;1
Vredeveld Training en Advies B.V.;;;;;;1;;;1
Vrijmoed Trade;;;1;;;;;;1
VV Roosberg;;;;;;;;1;1
W&S MYP B.V.;;;;;1;;;;1
W.E. B.V.;;;;1;;;;;1
W20;;;;1;;;;;1
W2N Groningen B.V.;;;;;1;;;;1
Waag Leiden B.V.;;;;1;;;;;1
WagenaarHoes B.V.;;;;;;1;;;1
Wagner Group I Post Graduate Education B.V.;;;;;;1;;;1
Walrus Leeuwarden B.V.;;;;1;;;;;1
Walter Benedict B.V.;;;;1;;;;;1
Wat is Wijsheid.nu;;;;;;1;;;1
Water Events Geertruidenberg B.V.;;;;1;;;;;1
Water Stewardship Australia Limited;;;;;;1;;;1
Watersporthuis Teuntje de Slak;;;;1;;;;;1
Watertaxi Rotterdam B.V.;;;;1;;;;;1
WeHelpen Gericht B.V.;;;;;;1;;;1
Welten Interim Capaciteit;;;;;;;;1;1
Werk is Theater;;;;;;1;;;1
Werkpartner B.V.;;;;;1;;;;1
Wesselink Van Zijst B.V.;;;;;;1;;;1
Whoosah;;;;1;;;;;1
Wielders Management B.V.;;;;1;;;;;1
Wijkgebouw 'De Kreek';;;;;;;;1;1
Wijngaard Graaf van Gelre;;;;1;;;;;1
WIK;;;;;;1;;;1
WIK-Consult GmbH;;;;;;1;;;1
Winkelman-v. Hessen Market. & Publ. Rel. B.V.;;;;;;;;1;1
Wisji B.V.;;;;1;;;;;1
Wolters Kluwer Nederland B.V.;;;;;;1;;;1
Worldmeetings International B.V.;;;;;;;;1;1
Xerox (Nederland) B.V.;;;;1;;;;;1
XL10 Training I Opleiding B.V.;;;;;;1;;;1
Xzellent Management Adviesgroep B.V.;;;;;;1;;;1
Ying Tang B.V.;;;;1;;;;;1
YPSE H.O. Verhage Fastfood;;;;1;;;;1;1
Yume Assen B.V.;;;;1;;;;;1
ZAGARA;;;;;;1;;;1
Zandhof B.V.;;;;;;;;1;1
Zanzibar Beachclub B.V.;;;;1;;;;;1
Zebedeus Café-Restaurant;;;;1;;;;;1
Zeezicht Vlieland B.V.;;;;1;;;;;1
Zorg van de Zaak N.V.;;;1;;;;;;1
Zurich Insurance plc, Nederlands Bijkantoor;;;;1;;;;;1
Zusjes de Boer;;;;1;;;;;1
Zwaan II B.V.;;;;1;;;;;1
Zwolse Balletjeshuis Fa. J. van der Kolk;;;;1;;;;;1
2 Facilitate 4 Best Results;;;;;;2;;;2
5hart-IT Opleidingen B.V.;;;;;;2;;;2
Academie voor Organisatiecultuur B.V.;;;;;;2;;;2
Adviseurs, Acteurs en Art in Bedrijf;;;;;;2;;;2
AOG Contractonderwijs B.V.;;;;;;2;;;2
ArboVitale B.V.;;;2;;;;;;2
Ardis Opleidingen B.V.;;;;;;2;;;2
Ardis Organisatieontwikkeling B.V.;;;1;;;2;;;2
Atos Nederland B.V.;2;;;;;;;;2
ATP Specials B.V.;;;;;;;;2;2
Axis into Management B.V.;;;;;;2;;;2
Beach Stadium B.V.;;;;2;;;;;2
Behavior Change Group B.V.;;;;;;2;;;2
BELL interim & advies;;;;;;2;;;2
BijzonderStrafrecht B.V.;;;;;;2;;;2
BMC Implementatie;;;;;;;;2;2
Boertien Vergouwen Overduin B.V.;;;;;;2;;;2
BuitenhekPlus;;;;;;2;;;2
Bureau Drop;;;;;;2;;;2
Bureau PDOT;;;;;;2;;;2
Bureau Tw!st;;;;;;2;;;2
Bureau Zuidema Learning Solutions B.V.;;;;;1;2;;;2
Bureautaal B.V.;;;;;;2;;;2
Burn Out Poli;;;;;;2;;;2
Capgemini Educational Services B.V.;;;;;;2;;;2
Compu'Train;;;;;;2;;;2
Conveno B.V.;;;1;;;2;;;2
Dacajami B.V.;;;;;;2;;;2
De Blokhut Feesten & Activiteiten;;;;2;;;;;2
De Ferrante Secretariaten en Opleidingen B.V.;;;;;;2;;;2
De Moor Tekst & Uitleg;;;;;;2;;;2
De Nieuwe Pelgrim;;;;;;2;;;2
De Nonnen in Vught;;;;;;2;;1;2
De Ontmanager;;;;;;2;;;2
De Roos Geschenken B.V.;;;;2;;;;;2
Deloitte Risk Advisory B.V.;2;;;;;;;;2
Direction Briefings for Business Leaders;;;;;;2;;;2
Dukers & Baelemans Opleiding en Advies B.V.;;;;;;2;;;2
Duwtje B.V.;;;;;;2;;;2
Elycio Talen B.V.;;;;;;2;;;2
Euroforum;;;;;;2;;1;2
Eventmate;;;;2;;;;;2
Evite Services B.V.;;;;2;;1;;;2
EVO Fenedex;;;;;;2;;;2
Expat Preventive;;;;;;2;;;2
Falke & Verbaan B.V.;;;;;;2;;;2
Fiduciaria Colombiana de Comercio Exterior S.A FIDUCOLDEX;;;;;;;;2;2
Finco Management;;;;;;2;;;2
Firma Hof der Muzen;;;;2;;;;;2
First 1 Bedrijfsfitness B.V.;;;2;;;;;;2
Focus op Tekst;;;;;;2;;;2
Gebr. Barendsen B.V.;;;;2;;;;;2
Gispen Groningen;;;2;;;;;;2
Global Knowledge Network Netherlands B.V.;;;;;;2;;;2
Go B.V.;;;;;;2;;;2
GoodHabitz B.V.;;;;;;2;;;2
Helder Werk B.V.;;;2;;;;;1;2
Het Pleidooi;;;;2;;;;1;2
Hogeschool Schoevers;;;;;;2;;;2
Hokra B.V.;;;;2;;;;;2
ICM Opleidingen & Trainingen B.V.;;;;;;2;;1;2
Ictus;;;;;;2;;;2
Impulsus Personal Quality and Results;;;;;;2;;;2
In de Driehoek, congres- en vergadercentrum;;;;1;;;;2;2
Independent Regulators Group IRG;;;;;;2;;;2
INSEAD;;;;;;2;;;2
Inside-Out;;;;;;2;;;2
iQ-events B.V.;;;;2;;;;;2
JBconsulting;2;;;;;;;;2
Kemeling Taaltraining en Tekstadvies;;;;;;2;;;2
Lagerweij & Partner Consultants B.V.;;;;;;2;;;2
Landgoed de Horst;;;;2;;1;;;2
Landgoed Duin & Kruidberg B.V.;;;;;;2;;;2
Langhenkel Opleiding, Training & Advies B.V.;;;;;;2;;;2
Language Partners Nederland B.V.;;;;;;2;;;2
Launch in US Alliance;;;;;;2;;;2
Leaseplan Nederland N.V.;;;;;;;;2;2
Lectric Trainingen B.V.;;;;;;2;;;2
Loof training en advies B.V.;1;;;;;1;;1;2
M. & B. Holding B.V.;;;;;;2;;;2
Maison van den Boer B.V.;;;;;;;;2;2
Millers;;;;2;;;;;2
Mood4Food B.V.;;;;2;;;;;2
Munckhof Regie;;;;1;;1;;2;2
Museum Catering Den Haag B.V.;;;;2;;;;;2
MW & V;;;;;;2;;;2
Ncoi Nederlands Commerc. Opleidings Instituut;;;;;;2;;;2
NEC B.V.;;;;;;;;2;2
Ned.Org.voor toegepast-nat.wetensch. o.z. TNO;;;;;;2;;;2
Nederlandse School voor Openbaar Bestuur B.V.;;;;;;2;;;2
New Babylon Meeting Center B.V.;;;;1;;1;;1;2
NH Den Haag;;;;1;;;1;1;2
Nieuwe of Litteraire Sociëteit De Witte;;;;2;;;;;2
NIMO Academy B.V.;;;;;;2;;;2
Odyssee B.V.;;;;;;2;;;2
One Young World UK Trading Ltd;;;;;;2;;;2
OnlyHuman Groep B.V.;2;;;;;;;;2
Ordina Nederland B.V.;2;;;;;;;;2
Organize Agile;;;;;;2;;;2
Pels Rijcken & Droogleever Fortuijn N.V.;;;;;;2;;;2
Phoenix Opleidingen;;;;;1;2;;;2
PiCompany B.V.;;;;;2;;;;2
PrimeKey Solutions AB;;;;;;2;;;2
Primera Den Haag;;;;2;;;;;2
Pro Facto B.V.;;;;;;2;;;2
Profource B.V.;;;;;;2;;;2
ProHuman B.V.;;;;;;2;;;2
Promopodium B.V.;;;;2;;;;;2
Quadrant Office Support;;;;;;2;;;2
Quar-Tel Consultancy B.V.;;;;;;2;;;2
Raatwerk B.V.;;;2;;;1;;;2
Regus Amsterdam B.V.;;;;;;;;2;2
Restaurant Onz;;;;2;;;;;2
Rohde & Schwarz Benelux B.V.;;;;;;2;;;2
Route 5 B.V.;;;;;;2;;;2
ROVC Technische Opleidingen B.V.;;;;;;2;;;2
Sancy Tres B.V.;;;;1;;;;1;2
Sanne Lohman;;;;;2;;;;2
Schiphol Nederland B.V.;;;;;;;;2;2
Sdu Uitgevers B.V.;;;;;;2;;;2
SNR Schouten & Nelissen Recovery B.V.;;;;;;2;;;2
Solid Sense B.V.;;;2;;;2;;;2
Spraakmakend Studio voor Spreekkunst;;;;;;2;;;2
Stephanie van Workum ACT-coach;;;;;;2;;;2
Stg. Atlantic and Pacific Exchange Program;;;;;;2;;;2
Stg. Ned. Inst. voor Int. Betr. 'Clingend.';;;;;;2;;;2
Stg. PostAcademisch Onderw. Techniek en Man.;;;;;;2;;;2
Stichting Bestuursbureau Noorderlink;;;;;2;1;;;2
Stichting Cultureel Centrum PAARD;;;;2;;;;;2
Stichting Gouden Oor;;;;;;2;;;2
Stichting Hansa Green Tour;;;;;;1;;1;2
Stichting Hoger Beroepsonderwijs Haaglanden;;;;;;2;;;2
Stichting MasterPeace;;;;;;2;;;2
Stichting Museum voor Communicatie;;;;2;;;;;2
Stichting Werken op Maat;;;;;2;1;;;2
Strandclub WIJ;;;;2;;;;;2
Symbol B.V.;;;;;;2;;;2
Taat & Friends B.V.;;;;2;;;;;2
Tabasco;;;;2;;;;;2
Taxibedrijf Van der Wijst;;;;;;;;2;2
Telecom.Paper B.V.;;;;;;2;;;2
ter Sprake;;;;;;2;;;2
The Internet Academy;;;;;;2;;;2
Topscore Services B.V.;;;;;;2;;;2
Twest B.V.;;;;2;;;;;2
Twynstra Gudde Overheid en Organisatie B.V.;;;;;;2;;;2
University College London, Centre for Behaviour Change;;;;;;2;;;2
UseClark Training;;;;;;2;;;2
USG Marketing & Communications;2;;;;;;;;2
Vaccinatiezorg B.V.;;;2;;;;;;2
Vanberkel Professionals B.V.;;;;;;2;;;2
VCA Nederland B.V.;;;;;;2;;;2
Vijfhart IT-trainingen B.V.;;;;;;2;;;2
VIStrainingen B.V.;;;;;;2;;;2
Vroom & Van den Heuvel Groep B.V.;;;;;2;;;;2
Winnock B.V.;;;2;;;;;;2
WTC Zuidas Business & Conference Center B.V.;;;;;;;;2;2
Yacht B.V.;2;;;;;;;1;2
Yearth B.V.;;;;;;2;;;2
Adecia;;;;;;;;3;3
Amsterdams ADR Instituut B.V.;;;;;;3;;;3
ATP Business Travel B.V.;;;;;;;;3;3
Berenschot Groep B.V.;;;;;1;3;;;3
Brunel Nederland B.V.;3;;;;;;;1;3
Bureau Zuidema B.V.;;;;;;3;;;3
Capgemini Nederland B.V.;;;;;;3;;;3
Conclusion Implementation B.V.;3;;;;;;;;3
De Baak B.V.;;;;;;3;;;3
De Jong Training en Advies;;;;;;3;;;3
De Rijtuigenloods B.V.;;;;3;;2;;;3
Egon Zehnder International B.V.;;;;;3;;;;3
G4S Training & Safety B.V.;;;;;;3;;;3
Gielissen Holding B.V.;;;;;;;;3;3
Gooiconsult Academie B.V.;;;;;;3;;;3
IT Management Group;;;;;;3;;;3
ItaQ;3;;;;;;;;3
Munckhof Business Travel;;;;;;;;3;3
NCOI Trainingen B.V.;;;;;;3;;;3
NEVI-Purspective B.V.;;;;;;3;;;3
PBLQ B.V.;;;;;;3;;;3
PubliContact B.V.;;;;;;3;;;3
Quint Wellington Redwood Nederland B.V.;;;;;;3;;;3
Sioo B.V.;;;;;;3;;;3
Speech Republic B.V.;;;;;;3;;;3
Telindus-ISIT B.V.;;;;;;4;;;3
Tshukudu Technology College B.V.;;;;;;3;;;3
CED Nederland;;;;;4;;;;4
Centric;;;;;;4;;;4
D.O.G. ingenieurs B.V.;;;;;4;;;;4
De Baak Administratie;;;;1;;4;;;4
De Galan Groep B.V.;;;;;;4;;;4
Energy Delta Institute B.V.;;;;;;4;;;4
Hampshire Exploitatie I B.V.;;;;1;;;;4;4
HeadFirst B.V.;4;;;;;;;;4
JS Consultancy B.V.;4;;;;;;;;4
Ordina Beheer & Outsourcing;4;;;;;;;;4
Skils B.V.;;;4;;;2;;;4
Sogeti Nederland B.V.;4;;;;;2;;;4
Van Harte & Lingsma Man. en Organisatie B.V.;;;1;;;4;;1;4
Vanberkel Professionals Holding B.V.;4;;;;;;;1;4
Yacht;4;;;;;;;;4
De Staffing Groep Nederland B.V.;5;;;;;;;;5
HEYDAY Facility Management;5;;;;;;;;5
KSG Trainers & Consultants;;;;;;5;;1;5
VVV Business B.V.;1;;;5;;1;;;5
YourGift Cards B.V.;;;;5;;;;;5
Start People;6;;;;1;;;1;6
Marosel B.V.;;;;;;7;;;7
NS Reizigers B.V.;;;;;;;;7;7
VCK Travel B.V.;2;;;;;;;7;7
Worldmeetings.com B.V.;1;;;1;;3;1;7;7
Mobility Mixx B.V.;;;;;;;;8;8
Shuttel B.V.;;;;;;;;8;8
Eindtotaal;7;1;5;7;6;8;2;9;10
