Leveranciers;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;4-Diensten en middelen
Scholten Awater & Partners;;1;;;;;;1;;1
Schoot's Schoolborden Service (inc Sydidac);;;;;;;;2;;2
Schot Verticaal Transport;;;;6;;;;;;6
Schottel Nederland;;;;;;;;1;;1
Schrier Personal Training;;;;;;;;1;;1
Schurgers Sleutelservice;;;;;;;1;;;1
Seagull International licht- en geluidsapparatuur;;;;;;;;2;;2
Seal Suppliers;;;;;;;;1;;1
SeatForm;;;;;;;;3;;3
Seceurtronics Nederland;;1;;;;;;;;1
Secoa B.V.;;;;;;;;1;;1
Secumar Benelux;;;;;;;;2;;2
Secur Protects @ Work;;;;;;;;1;;1
Seko Boomverzorging;;;;7;;;;;;7
Selecta;4;;;;;;;;;4
Sellox;;;;;;;;1;;1
Servicing Europe NDT B.V.;;;;;;;;1;;1
Shoppartners Homeshopping;;;;;;;;1;;1
Siat Benelux;;;;;;;;1;;1
Siemensma Automatisering;;;;;;;;1;;1
Signavure;;;;;1;;;1;;1
Signplan/Modulex;;;1;;;;1;;;1
Sihl Direct;;;;;;;;1;;1
Sikina Evenementen & Organisatie;;;;;;;;2;;2
Sikkens Verkoop Nederland;;;;1;;;;1;;1
Sinfra Media & Traffic;;;;;;;;1;;1
Sint Nicolaas Centrale Bolsward;;;;;;;;1;;1
Sixt;;;;1;;;;;;1
SKAA Stg. Kunststof Atletiek Accommodatie;;;1;;;;;;;1
Skymate;;;1;;;;;;;1
Slager Automaterialen;;;;;;;1;;;1
Slagerij Peter Konijn;;;;;;;;1;;1
Sleutelservice.com;;;;;;;1;;;1
Slimshops;;;;;;;1;;;1
Smeba Brandbeveiliging;;2;;1;;;;;;2
Snacktaria Sint Michel;;;;;;;;1;;1
Sneeuwattractiepark Skidôme;;;;;;;;1;;1
Snel Braber;;;;1;;;;1;;1
Snelpas Business Service;;;;;;;1;;;1
Snow World;;;;;;;;1;;1
Solar Nederland;;;;1;;;1;1;;1
Soloan;;;;;;;;1;;1
Somers Kantoor- en Garderobemeubilair;;;;;;;7;1;;7
SON Schildklier Organisatie Nederland;;;;;;;;1;;1
Spac Sport;;;;;;;;6;;6
Spandex Benelux B.V.;;;;2;;;;2;;3
Spanjaard;;;1;;;;1;;;1
SPE Society of Petroleum Engineers;;;;;;;;5;;5
Special Medics;;;;;;;;1;;1
Speelaanbod.nl;;;;;;;;1;;1
SPG (incl. Strapex);;;;;;;;1;;1
Spijkstaal Elektro;;;;;;;;1;;1
Spijz eten en drinken;;;;;;;;1;;1
Spliethoff's Bevrachtingskantoor B.;;;;5;;;;;;5
Sport & lifestyle Center Balans;;;;;;;;1;;1
Sport 81;;;;;;;1;;;1
Sport Assistance;;;;;;;;1;;1
Sport Identity;;;;;;;;2;;2
Sport Lavit;;;;;;;;1;;1
Sport Print;;;;;;;;1;;1
Sports Merchandising Europe;;;;;;;;1;;1
Spruyt Hillen;;;;;;;;1;;1
SPX Process Equipment (inc Bosch Automotive);;;;;;;;1;;1
St. Zevenheuvelenloop;;;;;;;;1;;1
Staalhandel Staphorst;;;;;;;;1;;1
Stadion Amsterdam;1;;;;;;;;;1
Stahlie Impex B.V.;;;;;;;;1;;1
Stamm Service BV;;;;;;;;1;;1
Stammis Verhuur;;;;;;;;1;;1
Staples (incl. Advantage, Corporate Express);;;2;;;;3;7;;7
Steenwijk's Boekhuys;;;;;;;;1;;1
Stegman Groothandel;;;;;;;;7;;7
Stek STichting Emissiepreventie Koudetechniek;;;;;;;;1;;1
Stempelfabriek De Maas;;;;;;;;1;;1
Stempelfabriek.nl/Stempelmakers.nl;;;;;;;;1;;1
Stera International B.V.;;;;;;;;1;;1
Sternbudget, rent;;;;8;;;;;;8
Stg Abrona;;;2;;;;;2;;2
Stg Herinneringscentrum Kamp Westerbork;1;;;;;;;;;1
Stg Hoeksche Waard Runners;;;;;;;;1;;1
Stg Sportevenementen Le Champion;;;;;;;;1;;1
Stichting 43 Bevocie;;;;;;;;1;;1
Stichting Amsterdam Film Week;;;;;;;;1;;1
Stichting De Basis;;;;;;;;1;;1
Stichting de Bredase Singelloop;;;;;;;;1;;1
Stichting Eureducation;;;;;;;;3;;3
Stichting Exploitatie Catalina PH-P;;;;;;;;1;;1
Stichting Fit2dive;;;;;;;;1;;1
Stichting Gasturbine Onderwijs;;;;;;;;1;;1
Stichting Koninklijk Apeldoorn;;;;;;;;1;;1
Stichting Kontakt der Kontinenten Conferentiehotel;;;;;;;2;1;;2
Stichting Loopevenementen Den Helde;;;;;;;;1;;1
Stichting Marathon;;;;;;;;1;;1
Stichting Marine Cantine Dienst;1;;;;;;;1;;1
Stichting Meertour;;;;;;;;1;;1
Stichting Nationale Taptoe;;;;;;;;1;;1
Stichting Nederland Maritiem Land;;;;;;;;2;;2
Stichting Sail de Ruyter Zeeland;;;;;;;;1;;1
Stichting Sail Den Helder;;;;;;;;1;;1
Stichting Tilburg Ten Miles;;;;;;;;1;;1
Stichting Tour de Lasalle;;;;;;;;1;;1
Stichting Veteranen Amsterdam e.o.;;;;;;;;1;;1
Stichting Veteranen Brabant Zuid Oo;;;;;;;;1;;1
Still Intern Transport;;;;;;;;1;;1
Stimag;;;;;;;;1;;1
Stöpler Instrumenten en Apparaten;;;;;;;;1;;1
Stoxon Machines;;;;;;;1;;;1
Straaltechniek International B.V.;;;;;;;;1;;1
Studio Rood en Groen Verpakkingen;;;;;;;;1;;1
Studystore Studieboekencentrale;;;;;;;;1;;1
Sun Test Systems B.V.;;;;;;;;1;;1
Sushi Time;1;;;;;;;;;1
Swets Info Services (incl. Blackwell, Zeitlinger);;;;;;;;5;;5
SWS Benelux;;;;;;;;1;;1
Synergy Health (incl. Lips Gezondheidszorg, Textielservice);;;;;;;;7;;7
Synprodo;;;;;;;;1;;1
'T Spuihuis Restaurant;;;;;;;;1;;1
't Vermaeck Cafe-Eeterij;;;;;;;;1;;1
T.I.P. Trailer Rental B.V.;;;;5;;;;;;5
T.M.T. Benelux B.V.;;;;;;;;1;;1
Taat & De Regt;;;;;;;;1;;1
Tab Products Europa;;;;;;;;1;;1
Takelservice Den Helder;;;;;;;;1;;1
Tankshop Theo Geurts B.V.;;;;;;;;1;;1
Tapes Mediaproducties;;;;;;;;1;;1
Tapwacht Service;;;1;;;;1;1;;1
Tawi;;;;;;;;1;;1
TBM Technisch Bureau Muller H.A.;;;;1;;;;3;;3
TCI International Logistics B.V.;;;;;;;;1;;1
TCW Groep;;;;;;;1;;;1
Team Reacon;;;;;;;;1;;1
Tech Midden Gelderland;;;;;;;;4;;4
Technautic, Technex & Technolyt ;;;;;;;;2;;2
Technigro;;;;;;;;1;;1
Technisch Buro Kaptein;;;;;;;;1;;1
Technische Centrale;;;;;;;;3;;3
Technische Unie;1;;;2;;;1;3;;3
Techno Group Benelux;;;;;;;;1;;1
Technogym the Wellness Company;;;1;;;;2;1;;2
Technoship B.V.;;;;;;;;1;;1
Tehages;;;;;;;;1;;1
Tektronix Holland B.V.;;;;;;;;1;;1
TeleCS;;;;;;;;1;;1
Ten Cate;;;;;;;;2;;2
Tenn Sales;;;;;;;;1;;1
Tennant N.V.;;;;;;;;1;;1
Tente Wielen;;;;1;;;;;;1
Terpstra Sales Agency;;;;;;;;2;;2
Testo;;;;;;;;1;;1
Tetterode Nederland;;;;;;;1;1;;1
Teunis Automotive B.V.;;1;;1;;;;;;1
Teunis Industrietechniek;;;;1;;;;1;;1
Tevema Technical Supply;;;;;;;;1;;1
Tevu;;;;1;;;;;;1
Texeltours;;;;;;;;1;;1
Textiel Ten Kate;;;;;;;1;;;1
Th.J. van Zanten B.V.;;;;;;;;1;;1
The Basket Uithof;1;;;;;;;;;1
The Coffee Factory;;;1;;;;;;;1
The Green Machine Industrial;;;;;;;;1;;1
The Parachute Case B.V.;;;;;;;;2;;2
Theaterhotel De Oranjerie;1;;;;;;;;;1
TheNextShop Group;;;;;;;1;;;1
Thermo Fisher Scientific (incl. Fisher Emergo, Fermentas);;;;1;;;;2;;2
Theuerzeit Hondensport en Lederware;;1;;;;;;;;1
Theunisse Sportprijzen;;;;;;;;1;;1
Thom H. v.d. Boon BV;;;;1;;;;1;;2
Thovip;;;;;;;;1;;1
THT Elektrotechniek;1;;;;;;;1;;1
ThyssenKrupp/Stokvis Plastics (incl. Ispa Plastics);;;;;;;;2;;2
Time Store;;1;;;;;;;;1
Tiptel B.V.;;;;;;;;1;;1
TMG - de Telegraaf Media Group;;;;;;;;1;;1
Tomassen ICT Services B.V.;;;;;;;;1;;1
Toolmax;;;;;;1;;;;1
Top Bakkers;4;;;;;;;;;4
Top Movers;;;1;;;;7;1;;7
Top Skin Group;;;;;;;;6;;6
Topa Verpakking;;;;;;;1;1;;1
Topbloemen Nederland;;1;;;;;;1;;1
Toplight Chartering;;;;7;;;;;;7
Topper verpakkingen;;;;;;;;1;;1
Topsportplaza Breda;;;;;;;;1;;1
Totech Europe;;1;;;;;1;;;1
Traktiebatterijen Nederland B.V.;;;;;;;1;;;1
Transavia;;;;4;;;;;;4
Transmo (Caru Containers);;;;2;;;1;;;2
Transvision;;;;7;;;;;;7
TRConsult;;;;;;;;1;;1
Trebs;;;;;;;;1;;1
Trigion Beveiliging (incl. Csu Security, PreNed, Falck Security, Teleguard);;4;;;;;;;;4
Tripa B.V.;;;;;;;;2;;2
Triple J B.V.;;;;;;;;1;;1
Triple S;;;;;;;;1;;1
Triqua International;;;;;;;;2;;2
TRS Transportkoeling B.V.;;;;;;;;1;;1
Truckland;;;;1;;;;;;1
Truckstop Acht B.V.;;;;1;;;;;;1
Tuincentrum Eurofleur Leusden B.V.;;;;;;;1;1;;1
TuV Rheinland;;;;;;;;2;;2
Tweewielergroothandel Kik-Goes;;;;;;;1;1;;1
Tweewielers Co van Beek;;1;;;;;;2;;2
Twentse Damast, Linnen- en Katoenfabriken;;;;;;;;3;;3
Tyrenet FD B.V.;;;;;;;;1;;1
Uniformpettenfabriek Hassing B.V.;;;;;;;;6;;6
Unishore Bedrijfskleding;;;;1;;;;1;;2
UPS - United Parcel Service;;;;1;;;;;;1
Urban Survival;;;;;;;1;;;1
Utrecht Toerisme & Recreatie;;;;;;;;1;;1
V.I.A. ChassÚ B.V.;;;;;;;;1;;1
V.O.F. Pianova;;;;;;;;1;;1
V.O.F. Wagenaars Watersport en Zeil;;;;;;;;1;;1
V.O.F. Wetsports;;;;;;;;1;;1
Vaarshop Van Kalsbeek;;;;;;;1;2;;2
Vaassen Textile Consultancy;;;;;;;;1;;1
Vader Verhuur B.V.;;;;;;;;1;;1
Van Apeldoorn Schildersbedrijf;;;;;;;1;;;1
Van Assendelft Importgroothandel;;;;;;;;1;;1
Van Beek Art Supplies;;;;;;;;1;;1
Van Dam Industrie;;;;;;;;1;;1
Van De Acker Beveiliging;;;;1;;;2;;;2
Van de Beer & Hulst Schildersbedrijf;;;;;;;;1;;1
Van de Kapelle Verhuur;;;;;;;;1;;1
Van den Brink Instrumenten;;;;;;;1;;;1
Van den Broek Biljartfabriek;;;;;;;1;;;1
Van den Broek IJzerwaren B.V.;;;;;;;1;1;;1
Van den Corput All Office B.V.;;;;;;;1;1;;1
Van den Hout Promotion;;1;;;;;1;4;;4
Van der Donk Visual Art & Design;;;;;;;;1;;1
Van der Glas B.V.;;;;;;;;1;;1
Van der Valk Hotels;1;;;;;;;1;;1
Van der Ven Autorecycling B.V.;;;1;;;;;;;1
Van der Vlist Speciaal- en Zwaartransport;;;;6;;;;;;6
Van Der Voort Amsterdam Lucht & Milieu;;;1;1;;;;1;;1
Van der Weerd Grafhorst B.V.;;;;;;;;;1;1
Van der Windt Verpakkingen;;;;;;;;1;;1
Van Deursen Uitvaartverzorging;;;;;;;;2;;2
Van Dijk Zakelijk (incl. Selexyz, Donner, Scholtens, Scheltema, Kooyker, de Tille, Gianotte, Broese,...);;;1;1;;;;3;;3
Van Dongen Met De Kroon;;;;;;;;2;;2
Van Dorp Installaties, Service Equipe, Prolux;;;;;;;;1;;1
Van Drimmelen Toelevering;;;;2;;;;;;2
Van Eijck International Car Rescue;;;;;;;1;;;1
Van Engelen + Evers;;;;;;;1;3;;3
Van Gansewinkel;;;;;;7;;;;7
Van Hoorn Machining B.V.;;;;;;;1;;;1
Van Kerkhof & Visscher;;;;;;;;3;;3
Van Leeuwen Gevaarsetiketten;;;;;;;;1;;1
Van Lint Kantoor Vakhandel;;;1;;;;;1;;1
Van Loen Groentechniek;;;;;;;;1;;1
Van Melzen 2 Wielers;;;;;;;1;1;;1
Van Overbeek Sanitair B.V.;;;;;;;1;1;;1
Van Oversteeg Machinery Trading B.V;;;;;;;;1;;1
Van Randwijk Paperflow Solutions;;;;;;;1;3;;3
Van Schoot Pompcentrum B.V.;;;;;;;;4;;4
Van Zwanenburg Handelmaatschappij, Projekten;1;;1;;;;4;4;;5
Vanan del Studio;;;;;;;;1;;1
Vandeputte Medical;;;;;;;;1;;1
Vandeputte Safety;;;;1;;;;1;;1
VanDoClean / Absorbit;;;;1;;;;1;;1
VDV Technology;;;;;;;;1;;1
Vega Autoverhuur;;;;1;;;;;;1
Veld Koeltechniek;;;;;;;;1;;1
Veldhuijsen Bloemisten;1;;;;;;;;;1
Veldwijk;;;;;;;;1;;1
Velmon Service en Revisie;;;;;;;;4;;4
Vendinova Vending Solutions B.V.;1;;;;;;;;;1
Vendor;;;1;;;;;;;1
Verbrugge Marine;;;;2;;;;;;2
Verbrugge Zeeland Terminals B.V.;;;;3;;;;;;3
Verder (vh Van Wijk & Boerma Pompen);;;;;;;;1;;1
Verdoes Fietsen;;;1;;;;2;1;;2
Verhagen Leiden;;;;1;;;;;;1
Verhagen Uitgeverij;;;;;;;;1;;1
Verhoef Mechanisatie;;;;;;;1;;;1
Verhuurbedrijf O&O;;;;;;;;1;;1
Vermaat Leisure, Horeca, Service;;;;;;;;1;;1
Vermolen Handelmaatschappij;;;;;;;;1;;1
Vernissage;1;;;;;;;;;1
Verolme Elektra Systems B.V.;;;;;;;;2;;2
Versec Technics;;;;;;;1;;;1
Verstraaten Personenvervoer;;;;1;;;;;;1
Veterinair Specialistisch Centrum;;1;;;;;;;;1
ViaJuul.nl;;;;;;;1;;;1
Vianen Trading;;;;;;;;1;;1
Vice Versa Restaurant Café;;;;;;;;1;;1
Vicrea Solutions;;;;;;;;1;;1
Videma;;;;;;;;4;;4
Viking Entertainment;;;;;;;;2;;2
Viking Life Saving Equipment;;;;;;;;1;;1
Vimpex Rescue BV;;;;;;;;1;;1
Vink Kunststoffen;;;;1;;;;1;;1
Vink Lisse;;;;1;;;1;2;;2
Violet Bloemsierkunst;;;;;;;;1;;1
Violien Bloemisten;;;;;;;1;;;1
Visser;;;;1;;;;;;1
Visual Display Solutions;;;1;;;;1;;;1
Vixia Kans;;;;;;;;2;;2
VKF Renzel;;;;;;;;1;;1
Vlaaienspecialiteiten Limburgia;;;;;;;;1;;1
Vleveka B.V.;;;;;;;;1;;1
VnS Group (incl. Naammo Stempelfabriek en Stempeltempel);;;;;;;;1;;1
Vocal Venture;;;;;;;;1;;1
Vodafone (incl. Libertel);;;;;;;;1;;1
Volvo;;;;4;;;;;;4
Vonk;;;;;;;;1;;1
Vossenberg;;;;;;;;1;;1
VRB Friesland (Airpress);;;;;;;;1;;1
Vroeg;1;;;;;;;1;;1
VSL (vh NMi van Swinden Laboratorium);;;;;;;;1;;1
VTN Veiligheidstechniek Nederland;;1;;;;;;1;;1
VVE Vereniging van Eigenaren Knegt;;;;;;;1;;;1
VVV Nederland;;;;;;;;1;;1
VWR International (incl. Omnilabo);;;;;;;;1;;1
VZBI - Vereniging Zelfbescherming Bedrijven en Inrichting;;;;;;;;1;;1
W.J. van Hoogstraten Boekhandel;;;;;;;;1;;1
Wagon Care B.V.;;;;7;;;;;;7
Walenburg Exploitatiemaatschappij;;;;1;;;;;;1
Walibi World;;;;;;;;6;;6
Walnut Industries Europe B.V.;;;;2;;;;1;;2
Warmerdam Orthopedische;;;;;;;;1;;1
Wartsila Automation Nederland;;;;;;;;3;;3
Waslijn de;1;;;;;;;;;1
Waterfly;;;;;;;;1;;1
Waterkracht;;;;;;;;1;;1
Waterlogic/Watercompany International;;;;;;;1;;;1
Waters Chromatography;;;;;;;;1;;1
WayPoint;;;;;;;;1;;1
Weda;;;;1;;;;;;1
Weduwe Joustra & zoon;;;;;;;;1;;1
Weegtechniek Holland;;;;1;;;;1;;1
Weerspecialist;;;;;;;;1;;1
WEG Water Events Geertruidenberg;;;;;;;;1;;1
Wegener Nieuws Media (incl. De Gelderlander, De stentor);;1;;;;;;1;;1
Wensink Automobiel Bedrijven;;;;1;;;;;;1
Werkman & Eigentijd;;;;;;;1;;;1
Wescap BV;;;;;;;;1;;1
Westcord Hotels;;;;;;;;1;;1
Westerink Tuin- en Parkmachines;;;;;;;1;;;1
Westfalen Gassen Nederland;;;;;;;;1;;1
Westgaag Eetcafé;1;;;;;;;;;1
Wever van Wijnen;;;;;;;;1;;1
Wiba Zevenaar B.V.;;1;;1;;;1;3;;3
Wienese;;;;;;;;1;;1
Wieringer Viskoerier;;;;;;;;1;;1
Wijnavonturen;;;;;;;;1;;1
Wijnkoperij de Prinsen;;;;;;;;1;;1
Wildkamp;;;;1;;;;;;1
Wilhelminapark Restaurant;1;;;;;;;1;;1
Willkos B.V.;;;;;;;;1;;1
Wilms;;;;;;;;2;;2
Wiltec (incl. Ter Horst);;;;1;;;;1;;1
Wim Laan IJssalon;1;;;;;;;;;1
Winter Gebroeders;;;;;;;;1;;1
Winterhalter Gastronom Nederland B.;;;1;;;;;;;1
Wiro Wok & Conferentiezalen;;;;;;;;1;;1
Wissekerke Techniek B.V.;;;;1;;;;;;1
WK Eerbeek;1;;;;;;;;;1
WMF;;;1;;;;;;;1
Wobma Fourage;;;1;;;;;;;1
Wolfswinkel Groentechniek;1;;;;;;;;;1
Woord & Daad;1;;;;;;;;;1
World Valve B.V.;;;;;;;;1;;1
Xavisport.nl;;;;;;;;1;;1
Young Yourop Trading BV;;;;;;;;2;;2
Yvonne Leek Muzikant;;;;;;;;1;;1
Zanten Technical Supply;;;;;;;;1;;1
ZargesTubesca (incl. Zarges, Skyworks);;;;;;;;1;;1
Zebs Rest;1;;;;;;;;;1
Zeeman Reclamegroep;;;;;;;;1;;1
Zet Solutions;;;;1;;;;;;1
Zichtwerk Reclame en Belettering;;;;;;;;1;;1
Zijlstra Beroepskleding;;;;;;;1;;;1
Zorg Hengelsport;;;;;;;;1;;1
Zorg Pluspunt;;;;;;;;1;;1
Zuidam Banketbakkerij;1;;;;;;;;;1
Zwagerman Zeilmakerij;;;;;;;;1;;1
Zwembad De Plantage B.V.;;;;;;;;1;;1
Eindtotaal;9;6;8;10;1;7;8;10;3;12
